
[00:00:00.000 --> 00:00:02.000]  先大家低頭 同心去禱告
[00:01:41.000 --> 00:01:44.000]  被建造成為零工 作聖潔的祭司
[00:01:44.000 --> 00:01:47.000]  藉著耶穌基督 獻上蒙神月立的靈祭
[00:01:47.000 --> 00:01:49.000]  就如經上所記
[00:01:49.000 --> 00:01:52.000]  看 我在石灘放置了一塊石頭
[00:01:52.000 --> 00:01:54.000]  就是所揀選所珍貴的防角石
[00:01:54.000 --> 00:01:57.000]  信靠它的人不會失望
[00:01:57.000 --> 00:02:00.000]  所以這個石頭對你們信的人是寶貴的
[00:02:00.000 --> 00:02:04.000]  但不信的人 卻是建築工人所謂的石頭
[00:02:04.000 --> 00:02:07.000]  成了防角主要的石頭
[00:02:07.000 --> 00:02:09.000]  它也成為了一個半腳石
[00:02:09.000 --> 00:02:11.000]  使人跌倒等等
[00:02:11.000 --> 00:02:14.000]  如果你有印象 彼得前書開始的時候
[00:02:14.000 --> 00:02:18.000]  第一至四節其實鼓勵我們要活出主的美善
[00:02:18.000 --> 00:02:20.000]  接著第四節到第十節
[00:02:20.000 --> 00:02:22.000]  提到兩件很重要的事情
[00:02:22.000 --> 00:02:25.000]  第一 我們作為信徒的身份
[00:02:25.000 --> 00:02:28.000]  被建造成為零工
[00:02:28.000 --> 00:02:32.000]  第二 作為信徒 我們所要做的職事
[00:02:32.000 --> 00:02:34.000]  傳揚主的福音
[00:02:34.000 --> 00:02:38.000]  建造零工很明顯跟一個靈命塑造有關
[00:02:38.000 --> 00:02:42.000]  傳揚福音就是宣教的使命有關
[00:02:42.000 --> 00:02:46.000]  彼得前書五次出現過石頭
[00:02:46.000 --> 00:02:49.000]  第四到五節 第六節是防角石
[00:02:49.000 --> 00:02:52.000]  第七到八節是石頭 中文也多了一次
[00:02:52.000 --> 00:02:55.000]  在上文下 讓我們看得明一點而已
[00:02:55.000 --> 00:02:57.000]  如果很多時候我們看到一些機構
[00:02:57.000 --> 00:02:58.000]  或者教會用活石
[00:02:58.000 --> 00:03:00.000]  其實差不多全部都在這裡出現了
[00:03:00.000 --> 00:03:02.000]  所以這段經文是真的講石頭的
[00:03:02.000 --> 00:03:07.000]  彼得提到我們作為信徒是一塊石頭
[00:03:07.000 --> 00:03:10.000]  而這塊石頭被建造成為一個零工
[00:03:10.000 --> 00:03:12.000]  很妙的就是
[00:03:12.000 --> 00:03:14.000]  用一個建築物來做一個比喻
[00:03:14.000 --> 00:03:16.000]  建築物一定是死物
[00:03:16.000 --> 00:03:17.000]  你建得多漂亮都好
[00:03:17.000 --> 00:03:22.000]  但同樣又說當中有生命力會成長
[00:03:22.000 --> 00:03:26.000]  將兩個截然不同的比喻或者觀念聯合在一起
[00:03:26.000 --> 00:03:28.000]  令我們讚嘆上帝自己的作為
[00:03:28.000 --> 00:03:30.000]  如果我們用中國人的說法
[00:03:30.000 --> 00:03:32.000]  就可以化腐朽為神奇
[00:03:32.000 --> 00:03:35.000]  本來是死了的都能夠有生命
[00:03:35.000 --> 00:03:38.000]  我想關鍵在於外來的力量
[00:03:38.000 --> 00:03:41.000]  生命的成長要得到外力的幫助
[00:03:41.000 --> 00:03:44.000]  去長大 長大這個詞在聖經裡面用在哪裡呢
[00:03:44.000 --> 00:03:47.000]  很多時候我們會看回那些經文例如百合花
[00:03:47.000 --> 00:03:49.000]  我們很熟悉的經文
[00:03:49.000 --> 00:03:53.000]  芥菜種或者麥子落在地上等等
[00:03:53.000 --> 00:03:55.000]  都是和植物那裡有關
[00:03:55.000 --> 00:03:58.000]  是描述那個有生命力的成長
[00:03:58.000 --> 00:04:01.000]  而內含那種生命的元素
[00:04:01.000 --> 00:04:03.000]  但這種生命又不會因為那粒種子
[00:04:03.000 --> 00:04:05.000]  它自己有什麼特殊的能力
[00:04:05.000 --> 00:04:06.000]  事實上我們都知道
[00:04:06.000 --> 00:04:07.000]  如果你放一粒種子在那裡
[00:04:07.000 --> 00:04:09.000]  它會不會發芽生長呢
[00:04:09.000 --> 00:04:11.000]  不會的
[00:04:11.000 --> 00:04:13.000]  它是需要有個泥土
[00:04:13.000 --> 00:04:18.000]  然後有陽光 有水份等等
[00:04:18.000 --> 00:04:19.000]  伴著其中
[00:04:19.000 --> 00:04:24.000]  那粒種子才能夠拼發出那種生命力
[00:04:24.000 --> 00:04:27.000]  因此屬神的建築物是一個不斷增長的
[00:04:27.000 --> 00:04:30.000]  一個存活的群體
[00:04:30.000 --> 00:04:34.000]  但這個增長也不是我們有什麼特別個人之處
[00:04:34.000 --> 00:04:36.000]  甚至有什麼個人的本領
[00:04:36.000 --> 00:04:40.000]  而是在於神祂自己的同在
[00:04:40.000 --> 00:04:42.000]  我想這個很重要
[00:04:42.000 --> 00:04:44.000]  首先每一個石頭
[00:04:44.000 --> 00:04:46.000]  我們都有那個生命力
[00:04:46.000 --> 00:04:48.000]  要發揮那個功用
[00:04:48.000 --> 00:04:50.000]  運用上帝給我們的恩賜
[00:04:50.000 --> 00:04:52.000]  令到這座建築物
[00:04:52.000 --> 00:04:54.000]  這個教會拼發光芒
[00:04:54.000 --> 00:04:57.000]  這個光芒就是見證基督的光芒
[00:04:57.000 --> 00:05:00.000]  還有當這座建築物不斷地成長
[00:05:00.000 --> 00:05:02.000]  其實就是加添了石頭
[00:05:02.000 --> 00:05:04.000]  就是我們加添更多更多的弟兄姊妹
[00:05:04.000 --> 00:05:06.000]  更多信主的人數
[00:05:06.000 --> 00:05:08.000]  令人歸主
[00:05:08.000 --> 00:05:10.000]  最後每一塊石頭很重要
[00:05:10.000 --> 00:05:12.000]  都是建基於在耶穌基督
[00:05:12.000 --> 00:05:14.000]  這個防割石的基礎之上
[00:05:14.000 --> 00:05:16.000]  才能夠穩固
[00:05:16.000 --> 00:05:19.000]  我們每一個信徒是連於基督的生命
[00:05:19.000 --> 00:05:21.000]  才能夠可以脫葬
[00:05:21.000 --> 00:05:24.000]  彼得人用舊約經文來教導信徒
[00:05:24.000 --> 00:05:26.000]  防割石這個名詞
[00:05:26.000 --> 00:05:30.000]  原來它有一種角度的意思
[00:05:30.000 --> 00:05:32.000]  是那個建築物最外面
[00:05:32.000 --> 00:05:34.000]  最角的那個地方
[00:05:34.000 --> 00:05:36.000]  耶穌基督造防割石聖經出現了兩次
[00:05:36.000 --> 00:05:37.000]  一次在這裡
[00:05:37.000 --> 00:05:39.000]  另一次就在二佛所書
[00:05:39.000 --> 00:05:41.000]  二章二十節
[00:05:41.000 --> 00:05:44.000]  是建造的時候最重要最重要的一塊石頭
[00:05:44.000 --> 00:05:46.000]  是引用字爾創下書的
[00:05:46.000 --> 00:05:48.000]  爾創下書二十八章我讀給大家聽
[00:05:48.000 --> 00:05:50.000]  他說主義是說如此說
[00:05:50.000 --> 00:05:52.000]  看啊我要在石庵建造一塊石頭
[00:05:52.000 --> 00:05:53.000]  是四五角的石頭
[00:05:53.000 --> 00:05:55.000]  是穩固的基石
[00:05:55.000 --> 00:05:56.000]  寶貴的防割石
[00:05:56.000 --> 00:05:59.000]  信靠的人必不著急
[00:05:59.000 --> 00:06:01.000]  防割石我們知道是那塊石頭
[00:06:01.000 --> 00:06:03.000]  為什麼又無緣無故講石頭呢
[00:06:03.000 --> 00:06:06.000]  原來彼得他引用爾創下所講的時候
[00:06:06.000 --> 00:06:08.000]  當時猶太的領袖
[00:06:08.000 --> 00:06:10.000]  他們很笨拙地
[00:06:10.000 --> 00:06:12.000]  以為我們的城池很鞏固
[00:06:12.000 --> 00:06:14.000]  所以不怕外敵的侵略
[00:06:14.000 --> 00:06:16.000]  但爾創下提醒他們
[00:06:16.000 --> 00:06:18.000]  如果你只是靠城池的話
[00:06:18.000 --> 00:06:20.000]  其實是與死亡立約
[00:06:20.000 --> 00:06:22.000]  與陰間結盟
[00:06:22.000 --> 00:06:24.000]  敵軍警你們不要再講謊言
[00:06:24.000 --> 00:06:26.000]  認為這些就可以成為我們的避難所
[00:06:26.000 --> 00:06:30.000]  甚至虛假地認為可以成為我們的藏身處
[00:06:30.000 --> 00:06:31.000]  你們驕傲啊
[00:06:31.000 --> 00:06:33.000]  你們離棄神啊
[00:06:33.000 --> 00:06:34.000]  得不到拯救
[00:06:34.000 --> 00:06:36.000]  才告訴當時的百姓知道
[00:06:36.000 --> 00:06:38.000]  我們是靠建築物的
[00:06:38.000 --> 00:06:40.000]  那毀滅
[00:06:40.000 --> 00:06:42.000]  是我們能不能得到
[00:06:42.000 --> 00:06:44.000]  上帝的同在而避過
[00:06:44.000 --> 00:06:47.000]  因為是神親自敢去見眾
[00:06:47.000 --> 00:06:48.000]  其實到了新約
[00:06:48.000 --> 00:06:50.000]  我們也有這樣的觀念
[00:06:50.000 --> 00:06:53.000]  耶穌基督說陰間權命不能勝過教會
[00:06:53.000 --> 00:06:55.000]  耶穌自己是防割石
[00:06:55.000 --> 00:06:58.000]  彼得引用爾創下的說明
[00:06:58.000 --> 00:07:00.000]  讓我們知道耶穌基督的寶貴
[00:07:00.000 --> 00:07:03.000]  是永不動搖的防割石
[00:07:03.000 --> 00:07:07.000]  防割石是第一塊放在地上的石頭
[00:07:07.000 --> 00:07:09.000]  接著成為一個準繩
[00:07:09.000 --> 00:07:11.000]  這樣來建下去
[00:07:11.000 --> 00:07:13.000]  因為防割石的角度很重要
[00:07:13.000 --> 00:07:15.000]  如果擺錯了
[00:07:15.000 --> 00:07:17.000]  整間房子就建得不端正
[00:07:17.000 --> 00:07:19.000]  又或者擺的是一個鬆土
[00:07:19.000 --> 00:07:20.000]  大家都知道
[00:07:20.000 --> 00:07:21.000]  根本不夠堅實
[00:07:21.000 --> 00:07:23.000]  有倒塌的危險
[00:07:23.000 --> 00:07:25.000]  這塊石是千挑萬選的
[00:07:25.000 --> 00:07:26.000]  如果你看舊約
[00:07:26.000 --> 00:07:28.000]  在廖皇記上那裡更加提過
[00:07:28.000 --> 00:07:29.000]  王夏令
[00:07:29.000 --> 00:07:32.000]  人就開鑿出又大又貴重的石頭
[00:07:32.000 --> 00:07:33.000]  用作好的石頭
[00:07:33.000 --> 00:07:35.000]  作電的地基
[00:07:35.000 --> 00:07:37.000]  所以不是馬馬虎虎
[00:07:37.000 --> 00:07:38.000]  求求其其的
[00:07:38.000 --> 00:07:40.000]  防割石是極其珍貴
[00:07:40.000 --> 00:07:41.000]  千挑萬選
[00:07:41.000 --> 00:07:43.000]  當然順帶一提
[00:07:43.000 --> 00:07:45.000]  近來有些認為防割石
[00:07:45.000 --> 00:07:47.000]  受了希臘文化的影響
[00:07:47.000 --> 00:07:48.000]  是拱門
[00:07:48.000 --> 00:07:50.000]  拱門最頂那塊托住
[00:07:50.000 --> 00:07:51.000]  我覺得這個好像有一點點
[00:07:51.000 --> 00:07:53.000]  未必是聖經裡面
[00:07:53.000 --> 00:07:54.000]  寶德講
[00:07:54.000 --> 00:07:55.000]  彼得講那個原意
[00:07:55.000 --> 00:07:57.000]  因為我自己都看過一些防割石
[00:07:57.000 --> 00:07:58.000]  如果大家有機會
[00:07:58.000 --> 00:08:00.000]  可能都去過一些遊歷旅行
[00:08:00.000 --> 00:08:02.000]  都會見到一些建築物
[00:08:02.000 --> 00:08:03.000]  他建的那塊石
[00:08:03.000 --> 00:08:04.000]  是第一塊石
[00:08:04.000 --> 00:08:07.000]  早幾年我們有沉根之旅的報道會
[00:08:07.000 --> 00:08:09.000]  回到廣州
[00:08:09.000 --> 00:08:11.000]  大家知道最早期我們在廣州發展
[00:08:11.000 --> 00:08:12.000]  廣州聖經學院
[00:08:12.000 --> 00:08:14.000]  就是現在的報道神學院
[00:08:14.000 --> 00:08:15.000]  現在那個單位
[00:08:15.000 --> 00:08:17.000]  已經四九年之後充公了
[00:08:17.000 --> 00:08:18.000]  沒有了
[00:08:18.000 --> 00:08:20.000]  不過我們跟內地兩會聯繫
[00:08:20.000 --> 00:08:22.000]  可不可以來參觀一下
[00:08:22.000 --> 00:08:23.000]  他讓我們進去
[00:08:23.000 --> 00:08:25.000]  現在做了一些教學的用途
[00:08:25.000 --> 00:08:28.000]  我們因為那個建築物未拆
[00:08:28.000 --> 00:08:30.000]  我們真的找到那個建築物
[00:08:30.000 --> 00:08:33.000]  而找到最第一塊電機的石頭
[00:08:33.000 --> 00:08:37.000]  真的寫了當時一些紀錄在當中
[00:08:37.000 --> 00:08:39.000]  所以其實現在有些譯本
[00:08:39.000 --> 00:08:41.000]  譯得更清楚
[00:08:41.000 --> 00:08:42.000]  不要譯防割石
[00:08:42.000 --> 00:08:43.000]  大家想錯了
[00:08:43.000 --> 00:08:45.000]  就是那個電機石
[00:08:45.000 --> 00:08:47.000]  這個非常之重要
[00:08:47.000 --> 00:08:48.000]  這裡提到
[00:08:48.000 --> 00:08:50.000]  耶穌雖然是被人氣絕
[00:08:50.000 --> 00:08:51.000]  不用
[00:08:51.000 --> 00:08:52.000]  這裡是引用自詩篇
[00:08:52.000 --> 00:08:53.000]  詩篇是一百篇
[00:08:53.000 --> 00:08:55.000]  說建築工人所謂的石頭
[00:08:55.000 --> 00:08:56.000]  成了防割的主要石頭
[00:08:56.000 --> 00:08:59.000]  因為又是舊約引來的
[00:08:59.000 --> 00:09:02.000]  耶穌是那個人家不要
[00:09:02.000 --> 00:09:04.000]  但神就把他放在當中
[00:09:04.000 --> 00:09:05.000]  安置其中
[00:09:05.000 --> 00:09:10.000]  成為我們靈工教會建立最重要最重要的基礎
[00:09:10.000 --> 00:09:12.000]  匠人或者建築工人
[00:09:12.000 --> 00:09:15.000]  就代表那些不要拒絕耶穌的人
[00:09:15.000 --> 00:09:18.000]  給大膽向那些人作出一個挑戰
[00:09:18.000 --> 00:09:21.000]  今天你們以為調了不要的
[00:09:21.000 --> 00:09:23.000]  但原來在神的簡選裡面
[00:09:23.000 --> 00:09:26.000]  除他以外便無拯救
[00:09:26.000 --> 00:09:28.000]  耶穌基督的死不是神兒子的失敗
[00:09:28.000 --> 00:09:30.000]  相反是藉著十字架這個復活
[00:09:30.000 --> 00:09:32.000]  神永恆那個救贖計劃
[00:09:32.000 --> 00:09:34.000]  今天得以呈現
[00:09:34.000 --> 00:09:35.000]  神安置了基督
[00:09:35.000 --> 00:09:37.000]  作為這個基石
[00:09:37.000 --> 00:09:40.000]  使人藉著它能夠得到復活
[00:09:40.000 --> 00:09:42.000]  同樣那些拒絕基督的人
[00:09:42.000 --> 00:09:43.000]  結局就是滅亡
[00:09:43.000 --> 00:09:44.000]  人以為聰明
[00:09:44.000 --> 00:09:46.000]  我可以選別的
[00:09:46.000 --> 00:09:49.000]  但原來上帝一早就已經揀選了
[00:09:49.000 --> 00:09:52.000]  讓我們擁有基督徒尊貴的身份
[00:09:52.000 --> 00:09:54.000]  與主聯合
[00:09:54.000 --> 00:09:55.000]  成為活石
[00:09:55.000 --> 00:09:58.000]  被建造作靈弓
[00:09:58.000 --> 00:10:02.000]  耶穌基督成為神殿的防角石
[00:10:02.000 --> 00:10:05.000]  我們照樣成為神家的活石
[00:10:05.000 --> 00:10:07.000]  由此可見屬靈的殿
[00:10:07.000 --> 00:10:10.000]  我們敢來到建設基督的身體
[00:10:10.000 --> 00:10:12.000]  不只是一個人兩個人的事情
[00:10:12.000 --> 00:10:16.000]  不只是牧師傳道或執事組長的事情
[00:10:16.000 --> 00:10:18.000]  而是我們每一個作為信徒
[00:10:18.000 --> 00:10:19.000]  我們在這個群體當中
[00:10:19.000 --> 00:10:20.000]  我們與主聯合
[00:10:20.000 --> 00:10:24.000]  我們一起實踐這個大使命
[00:10:24.000 --> 00:10:25.000]  去共建這個靈弓
[00:10:25.000 --> 00:10:28.000]  我們有沒有這樣投入其中呢
[00:10:28.000 --> 00:10:34.000]  有個老牧匠他就準備退休
[00:10:34.000 --> 00:10:36.000]  他告訴他的老闆
[00:10:36.000 --> 00:10:38.000]  我要離開了
[00:10:38.000 --> 00:10:39.000]  我要回家了
[00:10:39.000 --> 00:10:41.000]  享清福了
[00:10:41.000 --> 00:10:42.000]  老實說你不要走
[00:10:42.000 --> 00:10:43.000]  你做得都不錯
[00:10:43.000 --> 00:10:44.000]  等別人用
[00:10:44.000 --> 00:10:45.000]  不要了我走了
[00:10:45.000 --> 00:10:46.000]  決定了
[00:10:46.000 --> 00:10:47.000]  那好吧
[00:10:47.000 --> 00:10:48.000]  不如這樣吧
[00:10:48.000 --> 00:10:50.000]  起了這間屋再走
[00:10:50.000 --> 00:10:51.000]  好吧
[00:10:51.000 --> 00:10:52.000]  勉為其難
[00:10:52.000 --> 00:10:53.000]  起了這間屋
[00:10:53.000 --> 00:10:55.000]  當他做的時候
[00:10:55.000 --> 00:10:58.000]  其實這樣的象人都已經心不在焉
[00:10:58.000 --> 00:10:59.000]  求求其其
[00:10:59.000 --> 00:11:00.000]  媽媽呼呼
[00:11:00.000 --> 00:11:01.000]  事事旦旦
[00:11:01.000 --> 00:11:03.000]  總之草草率率就建了這間屋
[00:11:03.000 --> 00:11:04.000]  搞定了
[00:11:04.000 --> 00:11:05.000]  我老闆走了
[00:11:05.000 --> 00:11:06.000]  你先不要走
[00:11:06.000 --> 00:11:07.000]  什麼事
[00:11:07.000 --> 00:11:08.000]  給你鑰匙
[00:11:08.000 --> 00:11:09.000]  給你鑰匙幹什麼
[00:11:09.000 --> 00:11:11.000]  這間屋建了我送給你的
[00:11:11.000 --> 00:11:13.000]  就是打算讓你退休用的
[00:11:13.000 --> 00:11:15.000]  這個時間他才目瞪口呆
[00:11:15.000 --> 00:11:16.000]  無地自容
[00:11:16.000 --> 00:11:17.000]  原來老闆對他這麼好
[00:11:17.000 --> 00:11:19.000]  他沒有盡他的力氣去貢獻
[00:11:19.000 --> 00:11:21.000]  建好這間屋
[00:11:21.000 --> 00:11:22.000]  親愛的弟兄姊妹
[00:11:22.000 --> 00:11:24.000]  我們回到基督的台前
[00:11:24.000 --> 00:11:26.000]  耶穌真的會問我們
[00:11:26.000 --> 00:11:28.000]  你有沒有和你愛的家人傳福音
[00:11:28.000 --> 00:11:31.000]  你有沒有和你身邊的論社傳福音
[00:11:31.000 --> 00:11:35.000]  你有沒有和你的同事去見證主
[00:11:35.000 --> 00:11:36.000]  求主幫助我們
[00:11:36.000 --> 00:11:37.000]  你做不到我的事
[00:11:37.000 --> 00:11:39.000]  我也不能取代你
[00:11:39.000 --> 00:11:41.000]  唯有上帝放你在那裡
[00:11:41.000 --> 00:11:43.000]  有他的心意
[00:11:43.000 --> 00:11:45.000]  願聖靈來工作
[00:11:45.000 --> 00:11:49.000]  讓我們能夠把身邊的人帶領他們
[00:11:49.000 --> 00:11:52.000]  一起和我們建造基督的身體
[00:11:52.000 --> 00:11:54.000]  共建這個靈宮
[00:11:54.000 --> 00:11:56.000]  經文繼續下去
[00:11:56.000 --> 00:11:57.000]  去到第九節
[00:11:57.000 --> 00:12:02.000]  然而你們是蒙揀選的族類
[00:12:02.000 --> 00:12:03.000]  是君尊的祭司
[00:12:03.000 --> 00:12:04.000]  是聖潔的角度
[00:12:04.000 --> 00:12:05.000]  是屬神的子民
[00:12:05.000 --> 00:12:06.000]  謂要叫你們孫人
[00:12:06.000 --> 00:12:07.000]  那召你們出黑暗
[00:12:07.000 --> 00:12:08.000]  入其妙光明者的美德
[00:12:08.000 --> 00:12:10.000]  你們從前未蒙連恤的
[00:12:10.000 --> 00:12:13.000]  現在可以得到這一份的憐憫
[00:12:14.000 --> 00:12:16.000]  彼得講解完我們的身份之後
[00:12:16.000 --> 00:12:17.000]  就講到我們的職事
[00:12:17.000 --> 00:12:19.000]  就是實踐這個宣教的使命
[00:12:19.000 --> 00:12:21.000]  有四個身份來宣明
[00:12:21.000 --> 00:12:23.000]  有族類
[00:12:23.000 --> 00:12:25.000]  祭司
[00:12:25.000 --> 00:12:26.000]  國民
[00:12:26.000 --> 00:12:27.000]  子民
[00:12:27.000 --> 00:12:29.000]  這些身份同樣都指向一個使命
[00:12:29.000 --> 00:12:30.000]  就是要我們去宣揚
[00:12:30.000 --> 00:12:32.000]  領人出黑暗
[00:12:32.000 --> 00:12:34.000]  入光明
[00:12:34.000 --> 00:12:36.000]  這四個身份
[00:12:36.000 --> 00:12:39.000]  其實都是用舊約的經文
[00:12:39.000 --> 00:12:40.000]  來延伸出來的
[00:12:40.000 --> 00:12:42.000]  是分別引用字
[00:12:42.000 --> 00:12:44.000]  以塞阿書和出黑暗記
[00:12:44.000 --> 00:12:47.000]  到最後其實是用河西亞書
[00:12:47.000 --> 00:12:48.000]  在四個身份當中
[00:12:48.000 --> 00:12:51.000]  首先講的是蒙簡選的族類
[00:12:51.000 --> 00:12:54.000]  結束的時候是屬神的子民
[00:12:54.000 --> 00:12:55.000]  這個是引用字
[00:12:55.000 --> 00:12:57.000]  以塞阿書第四入三章
[00:12:57.000 --> 00:12:59.000]  我讀給大家聽
[00:12:59.000 --> 00:13:01.000]  他說漢啊 我要做一件新事
[00:13:01.000 --> 00:13:02.000]  現在就要發生了
[00:13:02.000 --> 00:13:03.000]  難道你們還不知道嗎
[00:13:03.000 --> 00:13:05.000]  我要在這個曠野開道路
[00:13:05.000 --> 00:13:07.000]  在沙漠開江河
[00:13:07.000 --> 00:13:09.000]  野地的走秀都必尊重我
[00:13:09.000 --> 00:13:10.000]  野狗鴕鳥都是這樣
[00:13:10.000 --> 00:13:12.000]  因為我洗到曠野有水
[00:13:12.000 --> 00:13:14.000]  荒地有江河
[00:13:14.000 --> 00:13:18.000]  好使我簡選的子民有水喝
[00:13:18.000 --> 00:13:21.000]  就是我為自己所做的子民
[00:13:21.000 --> 00:13:24.000]  他們能夠可以述說讚給我的話
[00:13:24.000 --> 00:13:26.000]  至於中間那兩個身份
[00:13:26.000 --> 00:13:27.000]  君尊的祭司聖潔的角度
[00:13:27.000 --> 00:13:28.000]  是引用字
[00:13:28.000 --> 00:13:30.000]  以出黑暗記十九章六節
[00:13:30.000 --> 00:13:33.000]  你們要歸我作君尊的祭司
[00:13:33.000 --> 00:13:35.000]  和聖潔的國民
[00:13:35.000 --> 00:13:36.000]  這些話
[00:13:36.000 --> 00:13:39.000]  你們都要對以色列人說
[00:13:39.000 --> 00:13:40.000]  如果你這樣了解了
[00:13:40.000 --> 00:13:42.000]  舊約經文的引用背景
[00:13:42.000 --> 00:13:47.000]  你會得出一個很有趣的看法
[00:13:47.000 --> 00:13:51.000]  就是彼得是刻意用一個交叉結構的
[00:13:51.000 --> 00:13:52.000]  你說話通常都是
[00:13:52.000 --> 00:13:53.000]  引用陳大蠻
[00:13:53.000 --> 00:13:55.000]  然後引用孔悅己這樣說
[00:13:55.000 --> 00:13:56.000]  不是的
[00:13:56.000 --> 00:13:58.000]  你看到刻意明顯有意思
[00:13:58.000 --> 00:13:59.000]  他這樣擺
[00:13:59.000 --> 00:14:00.000]  這個刻意的安排
[00:14:00.000 --> 00:14:02.000]  表示一個特殊的神學意義
[00:14:02.000 --> 00:14:04.000]  就是神的子民在秘魯之地歸回
[00:14:04.000 --> 00:14:10.000]  這個應許已經應驗在新約的聖徒身上了
[00:14:10.000 --> 00:14:11.000]  因為以色列提到
[00:14:11.000 --> 00:14:13.000]  神會拯救他的百姓
[00:14:13.000 --> 00:14:15.000]  將他們從這個巴比倫領會
[00:14:15.000 --> 00:14:17.000]  就如神拯救他的先祖
[00:14:17.000 --> 00:14:20.000]  從埃及領他們出來一樣
[00:14:20.000 --> 00:14:22.000]  現在要做一件新事
[00:14:22.000 --> 00:14:23.000]  和之前的出埃及不同
[00:14:23.000 --> 00:14:24.000]  或者你可以這樣說
[00:14:24.000 --> 00:14:26.000]  第二次出埃及
[00:14:26.000 --> 00:14:28.000]  神拯救了他所揀選的族類
[00:14:28.000 --> 00:14:30.000]  屬神的子民
[00:14:30.000 --> 00:14:31.000]  記得出埃及之後
[00:14:31.000 --> 00:14:33.000]  就跟他們立約
[00:14:33.000 --> 00:14:34.000]  所以引用出埃及
[00:14:34.000 --> 00:14:36.000]  來做一個背景去說明
[00:14:36.000 --> 00:14:38.000]  屬神子民的身份
[00:14:38.000 --> 00:14:39.000]  是君尊的祭司
[00:14:39.000 --> 00:14:42.000]  是聖潔的國民
[00:14:42.000 --> 00:14:43.000]  大家要明白
[00:14:43.000 --> 00:14:45.000]  彼得當時教導的信徒
[00:14:45.000 --> 00:14:47.000]  他們大部分都有猶太的背景
[00:14:47.000 --> 00:14:49.000]  甚至熟讀舊約
[00:14:49.000 --> 00:14:51.000]  或者熟讀喜伯來聖經
[00:14:51.000 --> 00:14:52.000]  因此當彼得引用
[00:14:52.000 --> 00:14:53.000]  這些出埃及
[00:14:53.000 --> 00:14:55.000]  以色列經文的時候
[00:14:55.000 --> 00:14:56.000]  他們一說就明白
[00:14:56.000 --> 00:14:59.000]  原來這個第二次出埃及的教導
[00:14:59.000 --> 00:15:01.000]  原來一個這樣的應許
[00:15:01.000 --> 00:15:03.000]  已經應驗在我們這裡
[00:15:03.000 --> 00:15:07.000]  在座的每一個新約信徒當中
