
[00:00:00.000 --> 00:00:06.600]  大家知道這兩個星期我們開始了一個新的講道系列
[00:02:05.600 --> 00:02:07.000]  應該是這樣的
[00:02:07.000 --> 00:02:09.200]  不過如果長大了就不聽話
[00:02:09.200 --> 00:02:11.200]  頂心頂肺的時候
[00:02:11.200 --> 00:02:13.400]  你就會覺得很難受
[00:02:13.400 --> 00:02:15.000]  但有時候人就是這麼奇怪
[00:02:15.000 --> 00:02:19.400]  神造人這個關係的建立是很奇妙的
[00:02:19.400 --> 00:02:22.200]  就算有時候我們子女多不聽話
[00:02:22.200 --> 00:02:25.000]  多麼的頂心頂肺也好
[00:02:25.000 --> 00:02:29.000]  可以走到你面前說叫他們「阿爸阿媽」
[00:02:29.000 --> 00:02:31.200]  就是這麼簡單
[00:02:31.200 --> 00:02:33.000]  你很多東西都忘記了
[00:02:33.000 --> 00:02:35.800]  你以後才會很疼愛他們
[00:02:35.800 --> 00:02:37.400]  是不是這樣
[00:02:37.400 --> 00:02:42.800]  所以這首歌是相當感動的
[00:02:42.800 --> 00:02:47.800]  問題是既然我們跟子女之間的關係是這麼密切的
[00:02:47.800 --> 00:02:51.000]  到底我們應該怎樣跟他們相處呢
[00:02:51.000 --> 00:02:53.000]  我們會珍惜眼前人嗎
[00:02:53.000 --> 00:02:55.000]  我們會珍惜我們的子女嗎
[00:02:55.000 --> 00:02:56.000]  當然要
[00:02:56.000 --> 00:02:59.200]  我覺得這是理所當然的事
[00:02:59.200 --> 00:03:02.600]  不過問題是很多時候
[00:03:02.600 --> 00:03:05.200]  在過程當中
[00:03:05.200 --> 00:03:09.000]  那個學習是一點都不容易的
[00:03:09.000 --> 00:03:12.400]  我在網上找到一封信
[00:03:12.400 --> 00:03:13.600]  這封信很特別的
[00:03:13.600 --> 00:03:14.600]  為什麼呢
[00:03:14.600 --> 00:03:16.400]  這封信的題目是
[00:03:16.400 --> 00:03:20.000]  「While your child still alive」
[00:03:20.000 --> 00:03:23.200]  「在你的孩子仍然活著的時候」
[00:03:23.200 --> 00:03:33.600]  「A letter to parents who aren't ready to march in pride parade」
[00:03:33.600 --> 00:03:34.800]  意思是什麼呢
[00:03:34.800 --> 00:03:38.000]  他說在你的孩子仍然活著的時候
[00:03:38.000 --> 00:03:41.000]  這封信是寫給那些還沒準備好
[00:03:41.000 --> 00:03:48.000]  跟你的子女一起參加同性戀大遊行的父母
[00:03:48.000 --> 00:03:50.000]  當然你先看分題
[00:03:50.000 --> 00:03:52.000]  看分題很明顯就知道
[00:03:52.000 --> 00:03:56.000]  這些父母在孩子長大後變成同性戀
[00:03:56.000 --> 00:04:01.000]  有很多父母還沒有接納到這個現實
[00:04:01.000 --> 00:04:04.000]  無論是保守也好 傳統也好
[00:04:04.000 --> 00:04:06.000]  生育是男生的 怎麼說自己是女生呢
[00:04:06.000 --> 00:04:08.000]  女生怎麼說自己是男生呢
[00:04:08.000 --> 00:04:10.000]  又跟男生結婚 又跟女生結婚
[00:04:10.000 --> 00:04:12.000]  有很多父母還沒能夠接納
[00:04:12.000 --> 00:04:18.000]  更不用說要跟他們一起去舉行同性戀大遊行
[00:04:18.000 --> 00:04:24.000]  所以這封信很明顯是寫給這些有這樣的情況的家長
[00:04:24.000 --> 00:04:28.000]  但題目本身我覺得可圈可點
[00:04:28.000 --> 00:04:30.000]  值得我們去深思
[00:04:30.000 --> 00:04:32.000]  題目是什麼呢
[00:04:32.000 --> 00:04:34.000]  「While your child still alive」
[00:04:34.000 --> 00:04:36.000]  什麼意思呢
[00:04:36.000 --> 00:04:40.000]  因為很多同性戀的人很容易會做什麼
[00:04:40.000 --> 00:04:42.000]  有愛滋病
[00:04:42.000 --> 00:04:44.000]  有愛滋病
[00:04:44.000 --> 00:04:47.000]  所以很多人 當時師母還沒讀書
[00:04:47.000 --> 00:04:50.000]  很多學生和同性戀有一個人說
[00:04:50.000 --> 00:04:52.000]  我的朋友都死了
[00:04:52.000 --> 00:04:54.000]  現在藥物可能好一點
[00:04:54.000 --> 00:04:56.000]  可能沒那麼容易死也說不定
[00:04:56.000 --> 00:04:58.000]  但仍然是一個很危險的病
[00:04:58.000 --> 00:05:00.000]  這個作者Linda Robertson
[00:05:00.000 --> 00:05:04.000]  其實按照她說
[00:05:04.000 --> 00:05:06.000]  她是一個很活躍的基督徒
[00:05:06.000 --> 00:05:08.000]  在華盛頓參加一個教會
[00:05:08.000 --> 00:05:10.000]  做Outreach Director
[00:05:10.000 --> 00:05:14.000]  她以前好像剛才一般的父母
[00:05:14.000 --> 00:05:16.000]  特別是比較保守的家庭父母一樣
[00:05:16.000 --> 00:05:19.000]  但後來當她發現她兒子是同性戀的時候
[00:05:19.000 --> 00:05:21.000]  她很多事情慢慢就改觀
[00:05:21.000 --> 00:05:24.000]  她這篇文章裡面其實是說一件事
[00:05:24.000 --> 00:05:29.000]  她說當你在自己的子女的墳墓面前的時候
[00:05:29.000 --> 00:05:33.000]  你不會再去想他以前是不是同性戀
[00:05:33.000 --> 00:05:36.000]  所以「While they still alive」
[00:05:36.000 --> 00:05:39.000]  當他們仍然生存的時候
[00:05:39.000 --> 00:05:41.000]  你就好好去愛他們 珍惜他們
[00:05:41.000 --> 00:05:43.000]  把握每一個機會讓他們知道
[00:05:43.000 --> 00:05:46.000]  父母對他們無條件的愛
[00:05:46.000 --> 00:05:52.000]  這篇文章裡面其實是鼓勵
[00:05:52.000 --> 00:05:54.000]  如果你還沒準備好
[00:05:54.000 --> 00:05:57.000]  父母要克服這些心理障礙
[00:05:57.000 --> 00:05:58.000]  如果你受了同性戀
[00:05:58.000 --> 00:06:01.000]  為了表示對他們無條件的愛
[00:06:01.000 --> 00:06:05.000]  你就陪他們一起去同性戀大遊行
[00:06:05.000 --> 00:06:08.000]  這就是她的觀點
[00:06:08.000 --> 00:06:12.000]  不知道我們在座的很多都是做父母的
[00:06:12.000 --> 00:06:16.000]  你同不同意Linda的說法
[00:06:16.000 --> 00:06:19.000]  會不會聽從她的建議
[00:06:19.000 --> 00:06:21.000]  為了表示對他們無條件的愛和支持
[00:06:21.000 --> 00:06:26.000]  我就陪他們一起去參加同性戀大遊行
[00:06:26.000 --> 00:06:29.000]  I don't know about you
[00:06:29.000 --> 00:06:33.000]  我呢 我就不會
[00:06:33.000 --> 00:06:35.000]  我不敢苟同
[00:06:35.000 --> 00:06:40.000]  我不會很同意Linda所說的說法
[00:06:40.000 --> 00:06:42.000]  我跟大家分享這個題目
[00:06:42.000 --> 00:06:44.000]  只是幫助大家去思想一下
[00:06:44.000 --> 00:06:46.000]  可能有一天你永遠不會知道
[00:06:46.000 --> 00:06:47.000]  我有一個好朋友
[00:06:47.000 --> 00:06:51.000]  她的兒子跟一個男人結婚
[00:06:51.000 --> 00:06:54.000]  在你想不到的情況下
[00:06:54.000 --> 00:06:57.000]  有時可能有一天你會面對這個問題
[00:06:57.000 --> 00:06:59.000]  你是怎樣看的呢
[00:06:59.000 --> 00:07:04.000]  我不同意Linda的說法的原因是
[00:07:04.000 --> 00:07:09.000]  當你的孩子仍然生存的時候
[00:07:09.000 --> 00:07:11.000]  你要珍惜他 要愛他
[00:07:11.000 --> 00:07:14.000]  但如果你明明知道他走上一條絕路
[00:07:14.000 --> 00:07:17.000]  或者走上不應該走的道路的時候
[00:07:17.000 --> 00:07:19.000]  你不發聲
[00:07:19.000 --> 00:07:21.000]  你不教導他
[00:07:21.000 --> 00:07:25.000]  其實我們是放縱我們的下一代
[00:07:25.000 --> 00:07:27.000]  我們不幫助他重歸正途
[00:07:27.000 --> 00:07:30.000]  其實我們是無言地
[00:07:30.000 --> 00:07:34.000]  將他們推向一條絕路和死路
[00:07:34.000 --> 00:07:36.000]  其實這不是單單我的感覺
[00:07:36.000 --> 00:07:38.000]  牧師你保守 你這樣看
[00:07:38.000 --> 00:07:41.000]  我們信耶穌 我們看聖經
[00:07:41.000 --> 00:07:45.000]  其實聖經裏面就有一個類似的例子
[00:07:45.000 --> 00:07:47.000]  今天跟大家看《撒厄爾訣》裏面
[00:07:47.000 --> 00:07:49.000]  講到有一個人
[00:07:49.000 --> 00:07:50.000]  這個也不是一個普通人
[00:07:50.000 --> 00:07:52.000]  他是大祭司
[00:07:52.000 --> 00:07:54.000]  他叫做二利
[00:07:54.000 --> 00:07:56.000]  他有兩個兒子
[00:07:56.000 --> 00:07:58.000]  兩個兒子繼承父親的工作
[00:07:58.000 --> 00:08:01.000]  都是做祭司的
[00:08:01.000 --> 00:08:03.000]  這些身份已經很特別
[00:08:03.000 --> 00:08:04.000]  一個人叫做何弗尼
[00:08:04.000 --> 00:08:06.000]  兩個兒子叫做肥尼哈
[00:08:06.000 --> 00:08:07.000]  但很快這兩個人就不見了
[00:08:07.000 --> 00:08:08.000]  為什麼呢
[00:08:08.000 --> 00:08:10.000]  因為這兩個兒子雖然是做祭司
[00:08:10.000 --> 00:08:14.000]  但這兩個兒子是濫用他們做祭司的職權
[00:08:14.000 --> 00:08:16.000]  胡作非為
[00:08:16.000 --> 00:08:18.000]  結果得罪上帝
[00:08:18.000 --> 00:08:20.000]  令上帝很生氣
[00:08:20.000 --> 00:08:22.000]  於是上帝派了仙子來告訴你
[00:08:22.000 --> 00:08:24.000]  你這樣對待你兩個兒子
[00:08:24.000 --> 00:08:26.000]  你不可以再做這個祭司
[00:08:26.000 --> 00:08:28.000]  承襲的工作
[00:08:28.000 --> 00:08:30.000]  不可以再繼續
[00:08:30.000 --> 00:08:32.000]  上帝要責罰他們
[00:08:32.000 --> 00:08:34.000]  你兩個兒子都不會老死
[00:08:34.000 --> 00:08:36.000]  同一天會死亡
[00:08:36.000 --> 00:08:40.000]  上帝的審判是相當嚴重
[00:08:40.000 --> 00:08:42.000]  我們看看聖經裏面怎樣說
[00:08:42.000 --> 00:08:45.000]  菲利士人攻打以色列人
[00:08:45.000 --> 00:08:47.000]  以色列人不夠打
[00:08:47.000 --> 00:08:48.000]  怎麼辦呢
[00:08:48.000 --> 00:08:49.000]  有神幫我們
[00:08:49.000 --> 00:08:50.000]  抬藥櫃出去
[00:08:50.000 --> 00:08:52.000]  用來坐鎮
[00:08:52.000 --> 00:08:54.000]  結果連藥櫃都被人搶了
[00:08:54.000 --> 00:08:56.000]  有個人告訴我們
[00:08:56.000 --> 00:08:58.000]  是變眼問之派
[00:08:58.000 --> 00:09:00.000]  出名出戰士
[00:09:00.000 --> 00:09:01.000]  勇士
[00:09:01.000 --> 00:09:04.000]  從戰場一直逃跑
[00:09:04.000 --> 00:09:06.000]  回來是羅
[00:09:06.000 --> 00:09:08.000]  那時候他們有手刀
[00:09:08.000 --> 00:09:10.000]  這個人撕破自己的衣服
[00:09:10.000 --> 00:09:12.000]  表示他愛傷愛痛
[00:09:12.000 --> 00:09:13.000]  殺灰在頭上
[00:09:13.000 --> 00:09:14.000]  表示悲痛
[00:09:14.000 --> 00:09:16.000]  第十六章說
[00:09:16.000 --> 00:09:18.000]  那人對以利說
[00:09:18.000 --> 00:09:21.000]  我今天在戰場一直逃到這裡
[00:09:21.000 --> 00:09:22.000]  以利問他
[00:09:22.000 --> 00:09:24.000]  我兒子怎樣了
[00:09:24.000 --> 00:09:25.000]  那人說
[00:09:25.000 --> 00:09:28.000]  以色列人從菲利士人的面前逃跑
[00:09:28.000 --> 00:09:29.000]  我們慘敗了
[00:09:29.000 --> 00:09:30.000]  此外
[00:09:30.000 --> 00:09:34.000]  你的兒子何弗尼和弗尼哈都被殺死
[00:09:34.000 --> 00:09:37.000]  上帝的藥櫃也被搶走了
[00:09:37.000 --> 00:09:39.000]  第十八節
[00:09:39.000 --> 00:09:41.000]  那人提到藥櫃的時候
[00:09:41.000 --> 00:09:43.000]  以利從城門旁邊
[00:09:43.000 --> 00:09:46.000]  他在座位上向後倒下去
[00:09:46.000 --> 00:09:50.000]  以利又老又胖
[00:09:50.000 --> 00:09:53.000]  一倒下去就斷了脖子
[00:09:53.000 --> 00:09:54.000]  死了
[00:09:54.000 --> 00:09:58.000]  他作以色列的領袖共四十年
[00:09:58.000 --> 00:10:00.000]  我們看到
[00:10:00.000 --> 00:10:01.000]  做父母
[00:10:01.000 --> 00:10:04.000]  如果不管教小孩的後果是什麼呢
[00:10:04.000 --> 00:10:06.000]  父子三人同一天
[00:10:06.000 --> 00:10:07.000]  離開了世界
[00:10:07.000 --> 00:10:10.000]  神對他們的責罰
[00:10:10.000 --> 00:10:15.000]  為什麼會有這麼嚴重的下場呢
[00:10:15.000 --> 00:10:17.000]  以利和他們兩個兒子
[00:10:17.000 --> 00:10:18.000]  因為以利
[00:10:18.000 --> 00:10:21.000]  在他有機會有能力的時候
[00:10:21.000 --> 00:10:24.000]  他沒有好好管教他的下一代
[00:10:24.000 --> 00:10:25.000]  沒有好好管教他們兩個兒子
[00:10:25.000 --> 00:10:29.000]  甚至可以說是縱容他們兩個兒子
[00:10:29.000 --> 00:10:31.000]  所以
[00:10:31.000 --> 00:10:33.000]  就導致有這樣的結果
[00:10:33.000 --> 00:10:36.000]  所以當我們說珍惜我們的小孩的時候
[00:10:36.000 --> 00:10:37.000]  我們分得清楚
[00:10:37.000 --> 00:10:38.000]  你要珍惜他
[00:10:38.000 --> 00:10:41.000]  但是不可以縱容他
[00:10:41.000 --> 00:10:44.000]  聖經說這兩個兒子
[00:10:44.000 --> 00:10:46.000]  怎樣形容他呢
[00:10:46.000 --> 00:10:48.000]  聖經裡面形容的字眼都很到肉
[00:10:48.000 --> 00:10:51.000]  以利這兩個兒子都是無賴
[00:10:51.000 --> 00:10:52.000]  其實是祭司
[00:10:52.000 --> 00:10:54.000]  還是流氓
[00:10:54.000 --> 00:10:58.000]  他們藐視上帝不守祭司取育的規定
[00:10:58.000 --> 00:10:59.000]  以利很老了
[00:10:59.000 --> 00:11:04.000]  不斷聽到他們兩個兒子對以色列人的種種惡劣行為
[00:11:04.000 --> 00:11:09.000]  他們甚至跟那些在聖母門前工作的女人睡覺
[00:11:09.000 --> 00:11:10.000]  以利對她說
[00:11:10.000 --> 00:11:13.000]  你為什麼要做這種事呢
[00:11:13.000 --> 00:11:17.000]  大家都把你們所做的壞事告訴我了
[00:11:17.000 --> 00:11:20.000]  我兒不可再這樣下去
[00:11:20.000 --> 00:11:25.000]  上主子民當中流傳著你們的臭名
[00:11:25.000 --> 00:11:27.000]  如果有人得罪別人
[00:11:27.000 --> 00:11:30.000]  上帝還可以為他辯護
[00:11:30.000 --> 00:11:32.000]  但是有人得罪上主
[00:11:32.000 --> 00:11:34.000]  誰能為他辯護呢
[00:11:34.000 --> 00:11:38.000]  他們不聽父親的話
[00:11:38.000 --> 00:11:43.000]  剛才牧師說以利沒有好好管教她的小孩
[00:11:43.000 --> 00:11:45.000]  甚至放縱她的小孩
[00:11:45.000 --> 00:11:46.000]  你看完這段聖經
[00:11:46.000 --> 00:11:47.000]  不是的
[00:11:47.000 --> 00:11:50.000]  以利明明在教她的小孩
[00:11:50.000 --> 00:11:54.000]  告訴她這樣做是不對的
[00:11:54.000 --> 00:11:56.000]  你得罪別人的時候
[00:11:56.000 --> 00:11:57.000]  還有神可以辯護
[00:11:57.000 --> 00:11:58.000]  得罪上帝
[00:11:58.000 --> 00:12:00.000]  誰能為你辯護呢
[00:12:00.000 --> 00:12:02.000]  有沒有教啊
[00:12:02.000 --> 00:12:03.000]  有
[00:12:03.000 --> 00:12:04.000]  他絕對有教
[00:12:04.000 --> 00:12:05.000]  問題是什麼呢
[00:12:05.000 --> 00:12:06.000]  他有教
[00:12:06.000 --> 00:12:11.000]  不過沒有管教
[00:12:11.000 --> 00:12:13.000]  講完之後
[00:12:13.000 --> 00:12:15.000]  那兩個兒子當她沒到
[00:12:15.000 --> 00:12:17.000]  照做她自己做的事
[00:12:17.000 --> 00:12:20.000]  你們有什麼行動呢
[00:12:20.000 --> 00:12:22.000]  什麼行動都沒有
[00:12:22.000 --> 00:12:26.000]  繼續由他們這樣做
[00:12:26.000 --> 00:12:27.000]  當然
[00:12:27.000 --> 00:12:29.000]  當時我們說以利很老
[00:12:29.000 --> 00:12:31.000]  兩個兒子都長大了
[00:12:31.000 --> 00:12:33.000]  應該是成年人
[00:12:33.000 --> 00:12:35.000]  如果他們不聽話
[00:12:35.000 --> 00:12:37.000]  難道打他們的屁股嗎
[00:12:37.000 --> 00:12:39.000]  沒辦法可以做的
[00:12:39.000 --> 00:12:41.000]  但當我們去看的時候
[00:12:41.000 --> 00:12:42.000]  我們發覺
[00:12:42.000 --> 00:12:48.000]  這個以利已經失去了管教小孩的黃金時間
[00:12:48.000 --> 00:12:49.000]  牛高馬大
[00:12:49.000 --> 00:12:50.000]  真的要縱管她
[00:12:50.000 --> 00:12:51.000]  怎麼管呢
[00:12:51.000 --> 00:12:52.000]  不是不行
[00:12:52.000 --> 00:12:55.000]  不過一定撐得很久
[00:12:55.000 --> 00:12:58.000]  其實管教小孩的黃金時間是什麼時候
[00:12:58.000 --> 00:13:01.000]  大家知不知道
[00:13:01.000 --> 00:13:03.000]  讀小學的時候
[00:13:03.000 --> 00:13:06.000]  讀小學之前
[00:13:06.000 --> 00:13:07.000]  其次
[00:13:07.000 --> 00:13:08.000]  讀大學之前
[00:13:08.000 --> 00:13:11.000]  這兩個是黃金時間
[00:13:11.000 --> 00:13:12.000]  為什麼呢
[00:13:12.000 --> 00:13:13.000]  讀小學之前
[00:13:13.000 --> 00:13:14.000]  六歲以下
[00:13:14.000 --> 00:13:15.000]  那個時候
[00:13:15.000 --> 00:13:17.000]  他們就以他們的父母
[00:13:17.000 --> 00:13:20.000]  作為學習的榜樣
[00:13:20.000 --> 00:13:22.000]  什麼都是看父母的
[00:13:22.000 --> 00:13:24.000]  基本上來說
[00:13:24.000 --> 00:13:28.000]  是在父母的監管和教導下
[00:13:28.000 --> 00:13:30.000]  聽父母說
[00:13:30.000 --> 00:13:31.000]  學父母的樣子
[00:13:31.000 --> 00:13:33.000]  父母怎麼做他們就怎麼做
[00:13:33.000 --> 00:13:36.000]  我們見過很多
[00:13:36.000 --> 00:13:38.000]  但當他們長大一點的時候
[00:13:38.000 --> 00:13:39.000]  去到中學
[00:13:39.000 --> 00:13:42.000]  在大學之前
[00:13:42.000 --> 00:13:44.000]  一來慢慢長大
[00:13:44.000 --> 00:13:46.000]  但不單單身體長大
[00:13:46.000 --> 00:13:48.000]  開始有自己的思想
[00:13:48.000 --> 00:13:49.000]  有自己的想法
[00:13:49.000 --> 00:13:53.000]  開始自己會上網找東西
[00:13:53.000 --> 00:13:57.000]  在那個時間裡面來說
[00:13:57.000 --> 00:13:58.000]  小時候
[00:13:58.000 --> 00:13:59.000]  你管你教六歲以前
[00:13:59.000 --> 00:14:00.000]  沒問題的
[00:14:00.000 --> 00:14:01.000]  他會聽你說的
[00:14:01.000 --> 00:14:02.000]  會聽話的
[00:14:02.000 --> 00:14:04.000]  爸爸說要吃菜
[00:14:04.000 --> 00:14:05.000]  就吃菜
[00:14:05.000 --> 00:14:06.000]  不喜歡
[00:14:06.000 --> 00:14:07.000]  也要吃
[00:14:07.000 --> 00:14:08.000]  沒問題的
[00:14:08.000 --> 00:14:10.000]  他明白你用什麼
[00:14:10.000 --> 00:14:11.000]  不明白
[00:14:11.000 --> 00:14:12.000]  你要管他
[00:14:12.000 --> 00:14:14.000]  不能任由他不吃
[00:14:14.000 --> 00:14:15.000]  要不要做運動
[00:14:15.000 --> 00:14:16.000]  要做運動
[00:14:16.000 --> 00:14:17.000]  不做運動
[00:14:17.000 --> 00:14:19.000]  將來你長大沒力氣做事
[00:14:19.000 --> 00:14:20.000]  你解釋給他聽
[00:14:20.000 --> 00:14:21.000]  他明白嗎
[00:14:21.000 --> 00:14:22.000]  他不明白
[00:14:22.000 --> 00:14:23.000]  他不在乎
[00:14:23.000 --> 00:14:24.000]  我現在跑得快
[00:14:24.000 --> 00:14:25.000]  小時候很多時候
[00:14:25.000 --> 00:14:27.000]  他不明白這些東西
[00:14:27.000 --> 00:14:28.000]  但做父母有責任
[00:14:28.000 --> 00:14:30.000]  不單單教他
[00:14:30.000 --> 00:14:31.000]  他不明白
[00:14:31.000 --> 00:14:33.000]  但你要強迫他去做
[00:14:33.000 --> 00:14:35.000]  因為你知道這個對他好
[00:14:35.000 --> 00:14:36.000]  這就是管
[00:14:36.000 --> 00:14:38.000]  又要管又要教
[00:14:38.000 --> 00:14:39.000]  越小的時間
[00:14:39.000 --> 00:14:41.000]  你越能夠去管教他
[00:14:41.000 --> 00:14:43.000]  但當他長大的時候
[00:14:43.000 --> 00:14:45.000]  開始有少許改變
[00:14:45.000 --> 00:14:46.000]  我剛才說
[00:14:46.000 --> 00:14:48.000]  他快讀中學了
[00:14:48.000 --> 00:14:49.000]  遲些十八歲之後
[00:14:49.000 --> 00:14:51.000]  可能去大學了
[00:14:51.000 --> 00:14:52.000]  在那個時間
[00:14:52.000 --> 00:14:53.000]  他讀了很多書
[00:14:53.000 --> 00:14:55.000]  在那個時間
[00:14:55.000 --> 00:14:56.000]  懂得思想
[00:14:56.000 --> 00:14:58.000]  懂得講道理
[00:14:58.000 --> 00:15:00.000]  在那個時間
[00:15:00.000 --> 00:15:02.000]  你跟他說道理
[00:15:02.000 --> 00:15:03.000]  有沒有試過
[00:15:03.000 --> 00:15:04.000]  有
[00:15:04.000 --> 00:15:06.000]  你講一句就講十句
[00:15:06.000 --> 00:15:08.000]  你講多了就被人家囉嗦
[00:15:08.000 --> 00:15:10.000]  你可以繼續教他
[00:15:10.000 --> 00:15:11.000]  你可以教他
[00:15:11.000 --> 00:15:12.000]  但你發覺
[00:15:12.000 --> 00:15:13.000]  在那個時間
[00:15:13.000 --> 00:15:15.000]  如果小時候
[00:15:15.000 --> 00:15:16.000]  你沒有幫助他的時候
[00:15:16.000 --> 00:15:18.000]  去到那個時間
[00:15:18.000 --> 00:15:20.000]  開始就會反叛
[00:15:20.000 --> 00:15:22.000]  你要管他
[00:15:22.000 --> 00:15:24.000]  你怎樣管他
[00:15:24.000 --> 00:15:26.000]  小時候你不聽話
[00:15:26.000 --> 00:15:27.000]  進房間
[00:15:27.000 --> 00:15:28.000]  time out
[00:15:28.000 --> 00:15:29.000]  可不可以這樣做
[00:15:29.000 --> 00:15:31.000]  我們tutor ministry
[00:15:31.000 --> 00:15:32.000]  到那麼大的時候
[00:15:32.000 --> 00:15:33.000]  他time you out
[00:15:33.000 --> 00:15:34.000]  他不理你
[00:15:34.000 --> 00:15:35.000]  你就自己鎖在房間裡
[00:15:35.000 --> 00:15:36.000]  你怎樣敲門
[00:15:36.000 --> 00:15:37.000]  他都不理你
[00:15:37.000 --> 00:15:38.000]  在那個時間
[00:15:38.000 --> 00:15:39.000]  你怎樣教他
[00:15:39.000 --> 00:15:40.000]  你怎樣管他
[00:15:40.000 --> 00:15:41.000]  沒得管
[00:15:41.000 --> 00:15:43.000]  到了大學的時候
[00:15:43.000 --> 00:15:44.000]  基本上
[00:15:44.000 --> 00:15:46.000]  他已經是成年人
[00:15:46.000 --> 00:15:47.000]  你就不能夠
[00:15:47.000 --> 00:15:50.000]  當他兒子這樣對待
[00:15:50.000 --> 00:15:51.000]  你要當他什麼
[00:15:51.000 --> 00:15:52.000]  我說過了
[00:15:52.000 --> 00:15:54.000]  你要當他做friend
[00:15:54.000 --> 00:15:55.000]  大家商量一下
[00:15:55.000 --> 00:15:57.000]  互相提醒一下
[00:15:57.000 --> 00:16:00.000]  互相鼓勵一下
[00:16:00.000 --> 00:16:02.000]  如果你想和你的小朋友
[00:16:02.000 --> 00:16:04.000]  保持一個好的關係的時候
[00:16:04.000 --> 00:16:06.000]  你就要了解中國的dynamic
[00:16:06.000 --> 00:16:08.000]  從他出生開始到成長
[00:16:08.000 --> 00:16:11.000]  那個管和教之間的比重是不同的
[00:16:11.000 --> 00:16:12.000]  他小時候
[00:16:12.000 --> 00:16:14.000]  你可以管多一點
[00:16:14.000 --> 00:16:16.000]  到了中學的時候
[00:16:16.000 --> 00:16:18.000]  開始管與教之間的balance
[00:16:18.000 --> 00:16:19.000]  要很小心
[00:16:19.000 --> 00:16:21.000]  然後到了大型的時候
[00:16:21.000 --> 00:16:22.000]  你可以和他聊天
[00:16:22.000 --> 00:16:24.000]  你再管教
[00:16:24.000 --> 00:16:25.000]  他自己長大了
[00:16:25.000 --> 00:16:26.000]  自己可以投票
[00:16:26.000 --> 00:16:27.000]  自己可以選總統
[00:16:27.000 --> 00:16:28.000]  OK
[00:16:28.000 --> 00:16:30.000]  What you can do
[00:16:30.000 --> 00:16:32.000]  過去祈禱
[00:16:32.000 --> 00:16:33.000]  如果他不聽話
[00:16:33.000 --> 00:16:34.000]  我們沒辦法
[00:16:34.000 --> 00:16:39.000]  他唯有向自己的行動去負責
[00:16:39.000 --> 00:16:40.000]  所以
[00:16:40.000 --> 00:16:43.000]  如果你明白了這個
[00:16:43.000 --> 00:16:46.000]  人發展的過程
[00:16:46.000 --> 00:16:48.000]  其實幫助我們去檢討一下
[00:16:48.000 --> 00:16:50.000]  到底我們在這個過程當中
[00:16:50.000 --> 00:16:51.000]  有沒有做錯了
[00:16:51.000 --> 00:16:52.000]  沒辦法
[00:16:52.000 --> 00:16:53.000]  現在只是去補救
[00:16:53.000 --> 00:16:54.000]  Why you still have time
[00:16:54.000 --> 00:16:55.000]  當你仍然有機會
[00:16:55.000 --> 00:16:57.000]  有時間的時候
[00:16:57.000 --> 00:16:58.000]  OK
[00:16:58.000 --> 00:16:59.000]  求神給我們有智慧
[00:16:59.000 --> 00:17:01.000]  在他們不同人生階段當中
[00:17:01.000 --> 00:17:03.000]  這個管與教之間
