
[00:00:00.000 --> 00:00:05.380]  大家見到外面雨紛紛
[00:02:05.180 --> 00:02:07.480]  我們今天的崇拜
[00:02:07.480 --> 00:02:14.140]  大家是坐在下面 是不是 講完就站高一點點在講壇或者講台那裡
[00:02:14.140 --> 00:02:15.420]  講道
[00:02:15.420 --> 00:02:19.000]  但是第一世紀的會堂
[00:02:19.000 --> 00:02:21.060]  講道就是反過來的
[00:02:21.820 --> 00:02:23.860]  就是先有人站在那裡讀經
[00:02:23.860 --> 00:02:26.940]  然後講完是坐在那裡講道的
[00:02:26.940 --> 00:02:29.760]  所以就
[00:02:29.760 --> 00:02:33.080]  他們應該就不會有什麼腳筋炎 好像我這樣的
[00:02:33.080 --> 00:02:40.000]  今天的講道都是很單向的 是不是 都是我講你聽
[00:02:40.000 --> 00:02:45.120]  但是當時的會堂講道呢
[00:02:45.120 --> 00:02:49.460]  就像多一些是經文的辯論會多一點
[00:02:50.740 --> 00:02:54.840]  其他人跟我講完是會有傾有講的 彼此的答辯
[00:02:54.840 --> 00:03:02.260]  如果你看完下個禮拜有經課的話 我們就會看到耶穌其實
[00:03:02.260 --> 00:03:04.300]  不是就這樣講完坐下
[00:03:04.300 --> 00:03:06.360]  讀完聖經坐下講完
[00:03:06.360 --> 00:03:07.640]  接著就算了
[00:03:07.640 --> 00:03:10.460]  他是進一步跟其他的
[00:03:10.460 --> 00:03:14.040]  當時的鄉親父老進行答辯的
[00:03:14.040 --> 00:03:16.600]  也因為這樣激發了
[00:03:16.860 --> 00:03:21.720]  那些人又稱讚耶穌 變成想將耶穌推下山的反應
[00:03:21.720 --> 00:03:24.020]  稍後我們有機會可以再看看
[00:03:24.020 --> 00:03:25.820]  下個禮拜的經課
[00:03:25.820 --> 00:03:32.740]  不過既然傳統將老家福音這一段經文分為兩段經文
[00:03:32.740 --> 00:03:34.260]  兩段經課
[00:03:34.260 --> 00:03:40.660]  那些人聽了耶穌的反應是怎樣呢 今天就不講了
[00:03:40.660 --> 00:03:46.300]  下個禮拜梁牧師會不會講我也不知道 因為他的講題也不像會講這些東西
[00:03:46.820 --> 00:03:52.960]  你們可以再想一下耶穌講到這次的場景
[00:03:52.960 --> 00:03:55.780]  就是拿實祿的會堂
[00:03:55.780 --> 00:04:03.720]  大家就值得了解一下 我們對第一世紀猶太人的會堂其實所知不多
[00:04:03.720 --> 00:04:09.600]  那時候的安排是怎樣 佈置是怎樣 禮罪是怎樣 我們是不知道的
[00:04:09.600 --> 00:04:16.000]  不過近代學者都提醒我們從考古或者從很多的證據給我們看
[00:04:16.260 --> 00:04:21.120]  我們不可以用今天的會堂 猶太人的會堂
[00:04:21.120 --> 00:04:28.800]  的安排或者規模來做一個類比 就是說古代那些
[00:04:28.800 --> 00:04:32.640]  會堂是怎樣的 就看看今天的會堂是怎樣的 是不行的
[00:04:32.640 --> 00:04:37.000]  一來昔日的會堂沒有一個恆常的
[00:04:37.000 --> 00:04:38.540]  安排的
[00:04:38.540 --> 00:04:42.120]  因為各處鄉村各處泥
[00:04:42.120 --> 00:04:43.900]  我怕英文的
[00:04:44.160 --> 00:04:48.780]  全譯不懂翻譯 我就用了英文
[00:04:48.780 --> 00:04:50.820]  各處鄉村各處泥
[00:04:50.820 --> 00:04:56.440]  更加拿實祿是一個很小不顯眼的鄉村小鎮
[00:04:56.440 --> 00:04:58.500]  如果你記得
[00:04:58.500 --> 00:05:03.360]  約翰福音曾經在
[00:05:03.360 --> 00:05:07.200]  蘭丹葉說拿實祿會出什麼好東西
[00:05:07.200 --> 00:05:11.300]  因為拿實祿是一個很不顯眼的鄉村小鎮
[00:05:11.560 --> 00:05:15.400]  當中的會堂的規模可能是很細小的
[00:05:15.400 --> 00:05:22.060]  可能純粹是一個鄉親父老安息日聚集一處一起去敬拜的地方
[00:05:22.060 --> 00:05:23.080]  或者是
[00:05:23.080 --> 00:05:25.380]  安息日相聚的地方
[00:05:25.380 --> 00:05:26.400]  平日
[00:05:26.400 --> 00:05:29.220]  也可能是拿來做相聚的傾談
[00:05:29.220 --> 00:05:31.780]  討論鄉事的地方
[00:05:31.780 --> 00:05:32.800]  其實
[00:05:32.800 --> 00:05:37.920]  那個會堂就不是純粹一個宗教場所 是一個所謂一個civil
[00:05:38.180 --> 00:05:44.320]  是一個當時社會處理公務的一個地方
[00:05:44.320 --> 00:05:48.420]  甚至如果你看回
[00:05:48.420 --> 00:05:50.720]  你見到尼希米書 他們讀
[00:05:50.720 --> 00:05:53.280]  這個律法書
[00:05:53.280 --> 00:05:54.320]  猶太
[00:05:54.320 --> 00:05:57.120]  希伯來文稱為Torah
[00:05:57.120 --> 00:05:58.920]  他們的律法書
[00:05:58.920 --> 00:06:01.480]  我們相信是摩西五經
[00:06:01.480 --> 00:06:05.060]  當然今天的摩西五經和當日的Torah可能有一點點不同
[00:06:06.080 --> 00:06:08.900]  但是就算他們讀律法書
[00:06:08.900 --> 00:06:11.960]  學者都會推算在當時
[00:06:11.960 --> 00:06:15.040]  這個
[00:06:15.040 --> 00:06:17.080]  猶大地
[00:06:17.080 --> 00:06:23.480]  當時的地區 譬如加利利地區 他們其實都沒有一份完整的經書
[00:06:23.480 --> 00:06:27.320]  實立這個細小鄉村的會堂
[00:06:27.320 --> 00:06:32.700]  我們可以假設或者推斷他是沒有一份完整的Torah
[00:06:32.700 --> 00:06:34.240]  或者完整的經書
[00:06:34.760 --> 00:06:38.340]  甚至他們有的經卷可能就是我們今日
[00:06:38.340 --> 00:06:41.160]  福音經課所說的二挫下書
[00:06:41.160 --> 00:06:42.700]  即是他們整個會堂
[00:06:42.700 --> 00:06:44.740]  只有一卷二挫下書
[00:06:44.740 --> 00:06:47.300]  甚至可能不是一卷二挫下書
[00:06:47.300 --> 00:06:49.860]  因為從考古或者四海古卷的
[00:06:49.860 --> 00:06:54.480]  研究 他們可能是一半的
[00:06:54.480 --> 00:06:58.320]  一半的二挫下書 因為他們分兩半來抄的
[00:06:58.320 --> 00:07:03.940]  亦都在現在的學者研究 有什麼第一二挫下 第二挫下 第三二挫下
[00:07:04.200 --> 00:07:10.340]  就是講的經文都是第三二挫下 所謂第三部分的二挫下書
[00:07:10.340 --> 00:07:12.640]  可能他們只有三分之一份的二挫下書
[00:07:12.640 --> 00:07:20.080]  簡單來說 他們其實就沒有一份經書 或者沒有一個完整的
[00:07:20.080 --> 00:07:22.380]  我們今日講的希伯來聖經 或者我們今日
[00:07:22.380 --> 00:07:25.440]  基督徒的舊約聖經 他們沒有一份完整的經書
[00:07:25.440 --> 00:07:32.620]  不過大家要知道 在第一世紀大部分人其實在一個不識字的社會裡面
[00:07:33.120 --> 00:07:35.180]  要抄寫一份經書
[00:07:35.180 --> 00:07:36.700]  其實是
[00:07:36.700 --> 00:07:40.540]  無論是人力和成本都十分昂貴的
[00:07:40.540 --> 00:07:43.100]  這件事我就不多講了
[00:07:43.100 --> 00:07:45.920]  因為很多東西可以講的
[00:07:45.920 --> 00:07:49.500]  不過耶穌講到的場景就
[00:07:49.500 --> 00:07:55.400]  不會像一般解經家這樣認為 因為那些解經家或者
[00:07:55.400 --> 00:07:58.980]  上一輩的學者都認為
[00:07:59.240 --> 00:08:03.340]  以前的會堂就像今天的會堂一樣 今天的會堂是怎樣的呢
[00:08:03.340 --> 00:08:04.880]  他們首先就會
[00:08:04.880 --> 00:08:07.680]  他們都會有經課的 或者反過來
[00:08:07.680 --> 00:08:12.800]  基督教會的經課基本上是脫遍自由大會堂的讀經傳統
[00:08:12.800 --> 00:08:18.440]  他們開始的時候就會讀一段的律法書 陀羅或者摩西五經
[00:08:18.440 --> 00:08:22.280]  然後就會配一段的先知書
[00:08:22.280 --> 00:08:26.880]  所以有些人 因為耶穌在講先知書 可能有些人就認為
[00:08:27.140 --> 00:08:31.500]  有些人已經講了陀羅 然後耶穌就起來讀先知書
[00:08:31.500 --> 00:08:35.080]  那些學者就提醒我們不要這樣想
[00:08:35.080 --> 00:08:39.680]  因為那時候的情況可能和今天的會堂是很不同的
[00:08:39.680 --> 00:08:44.040]  純粹是因為他們整個會堂只有一本經書
[00:08:44.040 --> 00:08:49.680]  他們拿出來就給耶穌 耶穌打開 選到那一節 就去讀那段經文
[00:08:49.680 --> 00:08:51.720]  就是這樣的
[00:08:54.280 --> 00:08:57.100]  所以耶穌收到那份經書
[00:08:57.100 --> 00:08:59.920]  讀完之後就把那份經書交回給
[00:08:59.920 --> 00:09:03.760]  執事 這裏所說
[00:09:03.760 --> 00:09:05.800]  那個管會堂的人
[00:09:05.800 --> 00:09:09.120]  究竟耶穌講道的內容是什麼呢
[00:09:09.120 --> 00:09:12.200]  經課裏面我們其實就看見
[00:09:12.200 --> 00:09:13.480]  耶穌站起來
[00:09:13.480 --> 00:09:15.020]  讀經
[00:09:15.020 --> 00:09:16.560]  然後就坐下
[00:09:16.560 --> 00:09:21.420]  然後大家就眼定定地看著耶穌
[00:09:21.420 --> 00:09:22.180]  他們就
[00:09:22.700 --> 00:09:24.500]  期望他講道
[00:09:24.500 --> 00:09:26.040]  要解經了
[00:09:26.040 --> 00:09:29.360]  會堂裏的人都定正看他
[00:09:29.360 --> 00:09:30.900]  但耶穌
[00:09:30.900 --> 00:09:32.680]  只講了一句說話
[00:09:32.680 --> 00:09:36.260]  今天這經應驗在你們耳中了
[00:09:36.260 --> 00:09:38.320]  是不是
[00:09:38.320 --> 00:09:41.400]  如果好像我剛才講的
[00:09:41.400 --> 00:09:46.240]  站在那裏讀完經 就坐下開始講經 但是大家看著他
[00:09:46.240 --> 00:09:50.600]  誰知他就講一句說話 今天這經應驗在你們耳中了
[00:09:50.600 --> 00:09:51.880]  完
[00:09:53.160 --> 00:09:53.680]  這樣
[00:09:53.680 --> 00:09:58.040]  但你見到大家好像很滿足一樣 又稱讚他
[00:09:58.040 --> 00:10:04.180]  這個就在第22節那裏 眾人都稱讚他並欺其他口中
[00:10:04.180 --> 00:10:06.460]  的因言 又說
[00:10:06.460 --> 00:10:08.520]  這個不是約瑟的兒子嗎
[00:10:08.520 --> 00:10:10.580]  這個就是其實下一個
[00:10:10.580 --> 00:10:13.400]  禮拜經課的第一節來的
[00:10:13.400 --> 00:10:18.000]  你試試想像一下 今天
[00:10:18.000 --> 00:10:20.800]  讀經完 讀完經
[00:10:21.320 --> 00:10:23.100]  然後大家就唱榮耀頌
[00:10:23.100 --> 00:10:24.640]  然後主席就介紹
[00:10:24.640 --> 00:10:27.460]  大家親愛的李軍人牧師上台
[00:10:27.460 --> 00:10:31.300]  誰知李牧師上台就只講了一句說話
[00:10:31.300 --> 00:10:35.140]  可能我經常都想這樣
[00:10:35.140 --> 00:10:37.200]  你們就照著行霸
[00:10:37.200 --> 00:10:38.720]  接著我就坐下
[00:10:38.720 --> 00:10:41.280]  大家會有什麼反應呢
[00:10:41.280 --> 00:10:46.160]  可能上面那些AAA的同學 先向你打個招呼
[00:10:46.160 --> 00:10:50.500]  上面那些AAA的同學就開始拍手 終於熬完了
[00:10:51.000 --> 00:10:53.300]  一句就完了 真是好啊
[00:10:53.300 --> 00:10:58.680]  所以他們就稱讚李軍人牧師 又說這個不是神樓的社交嗎
[00:10:58.680 --> 00:11:04.060]  所以你可以想像一下 如果今天是這樣的話 講一句就完的
[00:11:04.060 --> 00:11:06.100]  大家會怎麼想呢
[00:11:06.100 --> 00:11:07.900]  大家會不會覺得
[00:11:07.900 --> 00:11:14.560]  有沒有搞錯啊 我山長水遠從中環來到崇基禮拜堂 聽你說到 你講一句說話
[00:11:14.560 --> 00:11:17.620]  還是好像AAA那些同學
[00:11:17.880 --> 00:11:21.200]  好啊 講完可以去喝茶
[00:11:21.200 --> 00:11:24.280]  事情當然不會這麼簡單
[00:11:24.280 --> 00:11:28.380]  當然啦
[00:11:28.380 --> 00:11:31.700]  有機會是路加福音
[00:11:31.700 --> 00:11:34.260]  沒有記載整整
[00:11:34.260 --> 00:11:37.080]  究竟耶穌怎麼講解
[00:11:37.080 --> 00:11:39.380]  因為呢
[00:11:39.380 --> 00:11:41.940]  從整個福音書來看
[00:11:41.940 --> 00:11:44.240]  耶穌基督的一生
[00:11:44.240 --> 00:11:45.520]  就是去解釋
[00:11:45.520 --> 00:11:47.580]  祂宣讀的那段經文
[00:11:48.100 --> 00:11:49.620]  祂的生命就是
[00:11:49.620 --> 00:11:51.160]  去顯色
[00:11:51.160 --> 00:11:53.720]  以塞書那段經文
[00:11:53.720 --> 00:11:59.600]  又或者就好像下星期的經課
[00:11:59.600 --> 00:12:05.500]  的講解 路加福音的記載焦點就不是耶穌講什麼
[00:12:05.500 --> 00:12:09.340]  而是焦點是那些群眾的反應
[00:12:09.340 --> 00:12:10.880]  所以第一個反應就是
[00:12:10.880 --> 00:12:13.180]  欺歧祂然後稱讚祂 誰知道
[00:12:13.180 --> 00:12:14.700]  接下來祂就想
[00:12:14.700 --> 00:12:16.240]  推耶穌下山
[00:12:18.860 --> 00:12:21.160]  不過其實就
[00:12:21.160 --> 00:12:25.000]  最主要的一個可能性
[00:12:25.000 --> 00:12:27.300]  就是我的
[00:12:27.300 --> 00:12:31.660]  預備這個講章的時候我看到的資料
[00:12:31.660 --> 00:12:36.520]  有一個很大的可能性就是其實大家聽到的方法
[00:12:36.520 --> 00:12:40.360]  和當時人聽到講到的方法是很不同的
[00:12:42.920 --> 00:12:48.040]  這個就牽涉到當時那些猶太人拉比是怎樣講道的呢
[00:12:48.040 --> 00:12:50.080]  有下山一萬字
[00:12:50.080 --> 00:12:53.160]  今天大家坐在這裡的時候聽到
[00:12:53.160 --> 00:12:57.760]  都會期望講完解釋一下經文的歷史背景
[00:12:57.760 --> 00:13:00.320]  字的用法
[00:13:00.320 --> 00:13:04.420]  因為他是希伯來文或者希臘文來的
[00:13:04.420 --> 00:13:06.720]  和今天的文化可能很不同
[00:13:06.720 --> 00:13:12.620]  又講明一下經文的意義 怎樣應用這些經文 大家都期望這些
[00:13:13.380 --> 00:13:16.460]  還是大家坐在這裡想著熬過就算了
[00:13:16.460 --> 00:13:21.320]  還是AAA同學想著崇拜來聽什麼呢
[00:13:21.320 --> 00:13:26.960]  其實我們對聖經這本在二千多年前
[00:13:26.960 --> 00:13:31.820]  形成的一個文獻其實有太多東西不認識了
[00:13:31.820 --> 00:13:39.760]  不單止他們的經文是用古代的語言 希臘文 希伯來文
[00:13:39.760 --> 00:13:42.060]  甚至乎我經常跟學生講
[00:13:42.320 --> 00:13:45.160]  你跟我上課學聖經希伯來文
[00:13:45.160 --> 00:13:49.480]  你就不要只去耶路撒冷或者伊斯地去旅行
[00:13:49.480 --> 00:13:53.840]  你買不到東西的 因為那些完全是兩種語言來的
[00:13:53.840 --> 00:13:55.380]  古代的語言
[00:13:55.380 --> 00:14:01.520]  再加上你再之前聽過我講詩篇第八篇
[00:14:01.520 --> 00:14:07.400]  那你會記得古代的社會和現今的社會是實在有太多差異
[00:14:07.400 --> 00:14:08.680]  太多不同了
[00:14:09.460 --> 00:14:15.600]  所以我們今天如果要上來港台傳道牧師
[00:14:15.600 --> 00:14:22.000]  就要去神學院讀兩三年或者三四年
[00:14:22.000 --> 00:14:23.800]  以致能夠溝通古今
[00:14:23.800 --> 00:14:28.660]  因為我們沒有當時的人那些基本的知識
[00:14:28.660 --> 00:14:32.760]  我們不像當時那些人對經文療癒指掌
[00:14:32.760 --> 00:14:37.100]  所以就算他們當時即是昔日
[00:14:37.100 --> 00:14:39.420]  二千多年前古代的人
[00:14:39.680 --> 00:14:43.760]  現在的研究都告訴你他們的記憶力是比我們好很多
[00:14:43.760 --> 00:14:47.100]  我們現在的tiktok佬 你知不知道我講什麼
[00:14:47.100 --> 00:14:50.940]  我們記憶很短的 五分鐘就要過了
[00:14:50.940 --> 00:14:52.720]  但是他們古代的人
[00:14:52.720 --> 00:14:56.560]  用很多方法記住經書 所以甚至乎好像我講
[00:14:56.560 --> 00:15:00.400]  他們沒有一本經書在面前 他們都對經文療癒指掌
[00:15:00.400 --> 00:15:02.200]  但我們完全不是的
[00:15:02.200 --> 00:15:06.800]  我們沒有了手機 究竟今天講哪一段 可能就已經不知道了
[00:15:08.340 --> 00:15:09.880]  所以
[00:15:09.880 --> 00:15:13.980]  古代的人
[00:15:13.980 --> 00:15:17.300]  因為他把經文記在腦袋裏面
[00:15:17.300 --> 00:15:18.060]  所以
[00:15:18.060 --> 00:15:24.200]  耶穌講一節經文或者講半節經文 他可以串連整段聖經
[00:15:24.200 --> 00:15:26.520]  故此古代的
[00:15:26.520 --> 00:15:31.380]  拉比或者猶太人都不是拉比 對不起
[00:15:31.380 --> 00:15:35.480]  當時還沒有拉比 但這些就不要仔細講了
[00:15:37.260 --> 00:15:42.640]  當時猶太人的釋經是用另一段聖經去註釋
[00:15:42.640 --> 00:15:44.680]  他們要討論的那段經文
[00:15:44.680 --> 00:15:50.320]  我們今天可能經常講以經解經 但沒有那麼簡單
[00:15:50.320 --> 00:15:53.900]  他們很多時候用經文去講那段經文
[00:15:53.900 --> 00:15:56.720]  所以其實全部的經文都是串來串去的
[00:15:56.720 --> 00:16:00.560]  如果你不熟悉那些經文的話 你是完全不知道
[00:16:00.560 --> 00:16:02.100]  他們在講什麼
[00:16:02.100 --> 00:16:06.440]  所以其實耶穌的信息 耶穌講到的信息
[00:16:06.700 --> 00:16:10.280]  其實就隱藏在他讀的那段經文裏面
[00:16:10.280 --> 00:16:16.180]  不說你也不知道 花了那麼多時間介紹的目的
[00:16:16.180 --> 00:16:18.480]  其實耶穌讀的那段經文
[00:16:18.480 --> 00:16:20.520]  不是一段經文來的
[00:16:20.520 --> 00:16:24.360]  他其實是將兩段以塞亞書經文
[00:16:24.360 --> 00:16:28.200]  結合成一段宣道經文
[00:16:28.200 --> 00:16:31.280]  其中第一段就是
[00:16:31.280 --> 00:16:34.100]  以塞亞書61章一至二節
[00:16:36.140 --> 00:16:39.980]  大家可以看看這個和合本收定本
[00:16:39.980 --> 00:16:41.520]  就是直接翻譯
[00:16:41.520 --> 00:16:45.860]  古希伯來語的一個經文
[00:16:45.860 --> 00:16:47.660]  這個就是61章
[00:16:47.660 --> 00:16:49.700]  主耶和華的靈
[00:16:49.700 --> 00:16:51.240]  在我身上
[00:16:51.240 --> 00:16:56.360]  因為耶和華用高高我 叫我報好信息給貧窮的人
[00:16:56.360 --> 00:16:58.920]  差遣我依好傷心的人
[00:16:58.920 --> 00:17:03.540]  報告被老的德釋放 被捆綁的德自由
[00:17:03.800 --> 00:17:07.900]  宣告耶和華的恩憐 和我門神報仇的日子
[00:17:07.900 --> 00:17:09.940]  安慰所有悲哀的人
[00:17:09.940 --> 00:17:11.740]  這個是
[00:17:11.740 --> 00:17:15.840]  在希伯來聖經裏面的
[00:17:15.840 --> 00:17:17.620]  以塞亞書第61章
[00:17:17.620 --> 00:17:19.420]  如果你看看的時候
[00:17:19.420 --> 00:17:20.960]  就好像耶穌
[00:17:20.960 --> 00:17:23.260]  可以對比一下
[00:17:23.260 --> 00:17:24.280]  福音經
[00:17:24.280 --> 00:17:25.560]  就好像耶穌
[00:17:25.560 --> 00:17:28.620]  所選用的那段經文
[00:17:28.620 --> 00:17:32.720]  不過你會留意到有些字眼是不同了
[00:17:32.980 --> 00:17:35.020]  有些句子是省略了的
[00:17:35.020 --> 00:17:36.820]  而且
[00:17:36.820 --> 00:17:40.140]  他其實是有另一段經文
[00:17:40.140 --> 00:17:42.200]  是加了進去的
[00:17:42.200 --> 00:17:46.300]  就是在以塞亞書第58章第6節
[00:17:46.300 --> 00:17:50.900]  其實整個段落就是5至7節
[00:17:50.900 --> 00:17:56.780]  如果猶太人或者當時那些人聽到那一節的時候 他會想起整段
[00:17:56.780 --> 00:17:57.800]  聖經
[00:17:57.800 --> 00:18:00.620]  58章第5節是這樣的
[00:18:01.140 --> 00:18:06.000]  這豈是我所要的禁食 為人所用以刻苦幾深的日子嗎
[00:18:06.000 --> 00:18:11.640]  我難道只是叫人如蘆葦搬低頭 鋪上麻布和灰燼嗎
[00:18:11.640 --> 00:18:13.680]  你能稱此為禁食
[00:18:13.680 --> 00:18:17.000]  為耶和華所月立的日子嗎
[00:18:17.000 --> 00:18:22.900]  我所要的禁食豈不是要你鬆開胸膊的繩解開扼上的索
[00:18:22.900 --> 00:18:25.460]  使被欺壓的得自由
[00:18:25.460 --> 00:18:27.260]  截斷一切的壓嗎
[00:18:27.520 --> 00:18:33.660]  豈不是要你把食物分給飢餓的人 將流亡的窮人摺在家中
[00:18:33.660 --> 00:18:39.300]  見赤嬸的給他衣服遮體 而不是隱藏自己避開你的骨肉嗎
[00:18:39.300 --> 00:18:42.620]  最後那句我覺得很傳神
[00:18:42.620 --> 00:18:44.420]  大家新年
[00:18:44.420 --> 00:18:45.440]  去旅行
[00:18:45.440 --> 00:18:48.520]  就隱藏自己避開骨肉
[00:18:48.520 --> 00:18:53.380]  這些是舊事 你要知道舊事
[00:18:53.640 --> 00:18:59.780]  社會不是那麼發達的時候 有些所謂窮親戚就會找一些富親戚去借錢過年
[00:18:59.780 --> 00:19:05.160]  其實那段經文背後是說這些東西的
[00:19:05.160 --> 00:19:10.780]  大家可以對比一下路加夫音的經文
[00:19:10.780 --> 00:19:12.840]  我就用少少
[00:19:12.840 --> 00:19:15.660]  現代科技就將它拼在一起
[00:19:15.660 --> 00:19:17.700]  讓大家更容易看到
[00:19:17.700 --> 00:19:19.500]  可能大家都一頭霧水
[00:19:20.520 --> 00:19:24.360]  你見到主的靈在我身上 因為他用高高我
[00:19:24.360 --> 00:19:28.200]  叫我傳福音給貧窮的人 差遣我
[00:19:28.200 --> 00:19:31.020]  就沒有了
[00:19:31.020 --> 00:19:32.560]  在
[00:19:32.560 --> 00:19:34.600]  以塞書六十一章的
[00:19:34.600 --> 00:19:35.620]  那個
[00:19:35.620 --> 00:19:37.940]  醫好傷心的人
[00:19:37.940 --> 00:19:39.980]  然後接著就是
[00:19:39.980 --> 00:19:41.760]  報告
[00:19:41.760 --> 00:19:43.820]  被老的得釋放
[00:19:43.820 --> 00:19:46.640]  然後如果你看回和合本
[00:19:46.640 --> 00:19:49.700]  以塞書六十一章的經文就是
[00:19:50.220 --> 00:19:54.060]  被捆綁的得自由 不過在路加福音就變了
[00:19:54.060 --> 00:19:56.100]  合眼的得看見
[00:19:56.100 --> 00:20:01.740]  然後叫那壓制的得自由就是
[00:20:01.740 --> 00:20:04.560]  第五十八章的第六節
[00:20:04.560 --> 00:20:09.420]  然後第四章十九節報告神越納人的欺憐
[00:20:09.420 --> 00:20:12.240]  欺憐是大家見到那個
[00:20:12.240 --> 00:20:16.340]  Dekton其實是希臘文的轉譯
[00:20:16.340 --> 00:20:19.400]  用英文字母代表希臘文
[00:20:19.660 --> 00:20:24.020]  如果你看回細細那段 或者看回前面
[00:20:24.020 --> 00:20:28.360]  上面那個Power point那個slide
[00:20:28.360 --> 00:20:31.680]  即是我那個slide
[00:20:31.680 --> 00:20:34.760]  你沒有用我的slide呀
[00:20:34.760 --> 00:20:41.160]  那個欺憐那個字其實就是
[00:20:41.160 --> 00:20:42.700]  同這個
[00:20:42.700 --> 00:20:44.480]  六十一章那個
[00:20:44.480 --> 00:20:49.100]  欽憐是同一個希臘文來的 在古希臘的譯本裏面
[00:20:49.360 --> 00:20:52.940]  換句話說那些猶太人就是這樣把他串起來
[00:20:52.940 --> 00:20:55.760]  然後基本上再抽一節這樣
[00:20:55.760 --> 00:20:57.300]  砌下去這樣
[00:20:57.300 --> 00:21:00.360]  那你會見到你見到LXX
[00:21:00.360 --> 00:21:05.740]  就是我經常說的古希臘文的譯本來的 就不是現今希臘文的翻譯
[00:21:05.740 --> 00:21:11.640]  古希臘文譯本就將那一句的欽憐就譯成這個字
[00:21:11.640 --> 00:21:17.520]  剛才說到一個很有趣的就是合眼的得看見 我們回到上面
[00:21:18.540 --> 00:21:20.080]  不好意思 跳來跳去
[00:21:20.080 --> 00:21:22.640]  大家見到呢
[00:21:22.640 --> 00:21:24.940]  被捆綁的得自由
[00:21:24.940 --> 00:21:28.780]  在古希臘文的譯本LXX那裏
[00:21:28.780 --> 00:21:31.080]  就是合眼的得看見
[00:21:31.080 --> 00:21:33.900]  換句話說路加不是抄錯
[00:21:33.900 --> 00:21:40.300]  而是他都是用六十一章的經文 不過他就用古希臘文的譯本
[00:21:40.300 --> 00:21:41.060]  因為
[00:21:41.060 --> 00:21:44.400]  新約聖經就是路加福音這段 都是用希臘文寫的
[00:21:45.420 --> 00:21:50.040]  你看不看到其實那個複雜性很難解釋的 其實有些東西
[00:21:50.040 --> 00:21:53.620]  大家可能聽完都是一頭霧水
[00:21:53.620 --> 00:21:56.440]  正因為我們其實和當時的人
[00:21:56.440 --> 00:21:59.760]  聽到講到完全不一樣的
[00:21:59.760 --> 00:22:04.880]  今天我們要用很多方法去解釋解釋解釋 但其實他們不需要那麼多解釋
[00:22:04.880 --> 00:22:07.440]  他們對以塞阿書是很熟悉的
[00:22:07.440 --> 00:22:09.240]  了然於空的 從小就
[00:22:09.240 --> 00:22:11.540]  記在腦裏面
[00:22:11.540 --> 00:22:14.860]  所以耶穌就用這種以經解經的方法
[00:22:15.620 --> 00:22:17.420]  對我們來說是沒有意思的
[00:22:17.420 --> 00:22:22.540]  但當時在羅馬帝國統治之下
[00:22:22.540 --> 00:22:26.640]  因此成為窮鄉僻壤的
[00:22:26.640 --> 00:22:28.180]  勒撒勒
[00:22:28.180 --> 00:22:30.220]  那些鄉親父老
