
[00:00:00.000 --> 00:00:13.000]  歌劇來的,是改編自《雨果》的小說,叫做《悲慘世界》。
[00:01:58.000 --> 00:02:02.000]  即是政府的機構,NGO,都會有這個情形,
[00:02:02.000 --> 00:02:05.000]  雖然時事新聞都爆了這些東西出來。
[00:02:05.000 --> 00:02:11.000]  教會有沒有一些邪惡在裏面呢?教會有沒有呢?
[00:02:11.000 --> 00:02:16.000]  有沒有呀?有!有邪惡在裏面的。
[00:02:16.000 --> 00:02:22.000]  嘩!教會都邪惡的嗎?不是教會都邪惡,教會裏面有邪惡在裏面。
[00:02:22.000 --> 00:02:27.000]  邪惡是無處不在的,我們同事是一個罪人,
[00:02:27.000 --> 00:02:33.000]  只不過我們無神的因念被遷為異,所以同事是一個異人。
[00:02:33.000 --> 00:02:38.000]  教會裏面是有很多邪惡的事情在裏面的。
[00:02:38.000 --> 00:02:45.000]  無一個地方是無可能完全沒有邪惡在其中的。
[00:02:45.000 --> 00:02:50.000]  這個就是傳遞書的作者跟我們講的一個道理,
[00:02:50.000 --> 00:02:53.000]  一個人生的真相。
[00:02:53.000 --> 00:02:57.000]  好啦!我們問一個問題,有很多的歌很慷慨的講,
[00:02:57.000 --> 00:03:02.000]  即是《浮生海拋》好像馬丁路德所作曲的那首歌,
[00:03:02.000 --> 00:03:04.000]  《聖地球堅固的城牆》。
[00:03:04.000 --> 00:03:12.000]  如果一個政權、一個勢力是不公義的話,
[00:03:12.000 --> 00:03:16.000]  教會應該怎樣去面對呢?
[00:03:16.000 --> 00:03:19.000]  教會不就是「銀俠仗義」嗎?
[00:03:19.000 --> 00:03:23.000]  不就是去行走江湖,「銀俠仗義」嗎?
[00:03:23.000 --> 00:03:26.000]  我們看看《傳道師本會》的講話,
[00:03:26.000 --> 00:03:30.000]  我們從《傳道師本會》第十五章第八章第一節,
[00:03:30.000 --> 00:03:37.000]  分段讀的第一段,第十五至第十八節第七章,
[00:03:37.000 --> 00:03:41.000]  「我已經看透者無意義人生中的一切,
[00:03:41.000 --> 00:03:44.000]  於是好人年紀輕輕就死了,
[00:03:44.000 --> 00:03:47.000]  惡人又卻足受長壽。」
[00:03:47.000 --> 00:03:51.000]  好人年紀輕就死了,不是好人得了一場病,
[00:03:51.000 --> 00:03:53.000]  「好人年紀輕輕就死了,
[00:03:53.000 --> 00:03:55.000]  惡人卻足享長壽。」
[00:03:55.000 --> 00:04:00.000]  因此,不要行焉過分,也不要盡顯智慧,
[00:04:00.000 --> 00:04:02.000]  何必自取滅門呢?
[00:04:02.000 --> 00:04:05.000]  另一方面,不要過分行惡,
[00:04:05.000 --> 00:04:07.000]  也不要作愚昧人,
[00:04:07.000 --> 00:04:09.000]  何必未的時候就死去呢?
[00:04:09.000 --> 00:04:14.000]  不要行焉過分,不要盡顯智慧,
[00:04:14.000 --> 00:04:16.000]  也不要過分行惡,
[00:04:16.000 --> 00:04:19.000]  也不要作愚昧人惡。
[00:04:19.000 --> 00:04:28.000]  「要留心者非教道,敬畏神閉的人都要避開這兩種極端。」
[00:04:28.000 --> 00:04:30.000]  我們要同學懂得點,
[00:04:30.000 --> 00:04:32.000]  葉得比較囉嗦些,
[00:04:32.000 --> 00:04:35.000]  他說「極端」意思是避開兩個極端,
[00:04:35.000 --> 00:04:38.000]  在兩者之間要取得其平衡,
[00:04:38.000 --> 00:04:39.000]  同學懂得意思,
[00:04:39.000 --> 00:04:41.000]  但是不覺得直接,
[00:04:41.000 --> 00:04:43.000]  要兩者之間取其平衡,
[00:04:43.000 --> 00:04:46.000]  意思就是避開極端,
[00:04:46.000 --> 00:04:50.000]  當我們揸主席,他又沒有放開腳,
[00:04:50.000 --> 00:04:52.000]  不是一個答案時,
[00:04:52.000 --> 00:04:55.000]  他說「不要趨向極端。」
[00:04:55.000 --> 00:05:00.000]  其實傳動者叫我們做人不要趨向極端,
[00:05:00.000 --> 00:05:02.000]  是否中原之道呢?
[00:05:02.000 --> 00:05:03.000]  他不是說中原之道,
[00:05:03.000 --> 00:05:07.000]  他只是告訴我們不要趨向兩種極端,
[00:05:07.000 --> 00:05:09.000]  一個是「義」,
[00:05:09.000 --> 00:05:11.000]  重顯智慧,
[00:05:11.000 --> 00:05:18.000]  他說「我行一科分,就如二人,兩工夫人都未,死我一條。」
[00:05:18.000 --> 00:05:22.000]  一個是「行俠仗義」,
[00:05:22.000 --> 00:05:25.000]  就是耍熱血拋頭來,
[00:05:25.000 --> 00:05:27.000]  即是英雄,
[00:05:27.000 --> 00:05:31.000]  其實傳動者他講甚麼呢?
[00:05:31.000 --> 00:05:32.000]  傳動者告訴我們,
[00:05:32.000 --> 00:05:34.000]  我們每一個人心裏面,
[00:05:34.000 --> 00:05:37.000]  有一個心不可測的渴求,
[00:05:37.000 --> 00:05:40.000]  我們首先要滿足這個渴求,
[00:05:40.000 --> 00:05:41.000]  包括用英雄,
[00:05:41.000 --> 00:05:44.000]  包括用你的財物,
[00:05:44.000 --> 00:05:46.000]  用你的響亮,
[00:05:46.000 --> 00:05:48.000]  用你的智慧等等,
[00:05:48.000 --> 00:05:49.000]  都不可以的,
[00:05:49.000 --> 00:05:53.000]  甚至行淫俠江湖,
[00:05:53.000 --> 00:05:54.000]  都不可以的,
[00:05:54.000 --> 00:05:56.000]  他說「慈健禮道」,
[00:05:56.000 --> 00:05:57.000]  做一個演義,
[00:05:57.000 --> 00:06:02.000]  是否能夠使你滿足你內心最深處的渴求呢?
[00:06:02.000 --> 00:06:04.000]  他說都不可以的,
[00:06:04.000 --> 00:06:05.000]  為甚麼不可以?
[00:06:05.000 --> 00:06:11.000]  因為這種行為不能夠去填滿滿足你的心靈,
[00:06:11.000 --> 00:06:12.000]  他怎麼說呢?
[00:06:12.000 --> 00:06:14.000]  他說「在這個世界當中,
[00:06:14.000 --> 00:06:16.000]  這個世界是邪惡的,
[00:06:16.000 --> 00:06:18.000]  當然這個世界是上帝的世界,
[00:06:18.000 --> 00:06:20.000]  但我們面對這個世界的時候,
[00:06:20.000 --> 00:06:23.000]  是面對著很多的邪惡財圈中,
[00:06:23.000 --> 00:06:24.000]  當我們面對邪惡的時候,
[00:06:24.000 --> 00:06:29.000]  我們要避免走向極端,極端,
[00:06:29.000 --> 00:06:31.000]  我們現在經常看新聞,
[00:06:31.000 --> 00:06:33.000]  都看到很多極端分子,
[00:06:33.000 --> 00:06:36.000]  你看這些極端分子的消息報告,
[00:06:36.000 --> 00:06:38.000]  聽到你都怕了,
[00:06:38.000 --> 00:06:39.000]  為甚麼呢?
[00:06:39.000 --> 00:06:42.000]  哇,不知我們稟告華有沒有呢?
[00:06:42.000 --> 00:06:43.000]  屋泰華就有,
[00:06:43.000 --> 00:06:44.000]  在國會大廈裏面,
[00:06:44.000 --> 00:06:52.000]  不知他在福星水晶商場那裏有沒有呢?
[00:06:52.000 --> 00:06:54.000]  香港製藥中心有沒有呢?
[00:06:54.000 --> 00:06:56.000]  他們都害怕了,
[00:06:56.000 --> 00:06:57.000]  全都知道,
[00:06:57.000 --> 00:06:58.000]  你不要過分行惡,
[00:06:58.000 --> 00:06:59.000]  不要過分行義,
[00:06:59.000 --> 00:07:01.000]  不要作賢人,
[00:07:01.000 --> 00:07:05.000]  不要盡顯智慧,
[00:07:05.000 --> 00:07:07.000]  不要搏走權利,
[00:07:07.000 --> 00:07:08.000]  為甚麼呢?
[00:07:08.000 --> 00:07:11.000]  這個是很忠義的一個人,
[00:07:11.000 --> 00:07:13.000]  那個Kennedy,
[00:07:13.000 --> 00:07:17.000]  是約翰·甘迺迪他們的弟弟,
[00:07:17.000 --> 00:07:19.000]  他想建政總統,
[00:07:19.000 --> 00:07:22.000]  他的才華可以不下於約翰·甘迺迪,
[00:07:22.000 --> 00:07:25.000]  他的演說尤其是好東西,
[00:07:25.000 --> 00:07:26.000]  約翰·甘迺迪的演說,
[00:07:26.000 --> 00:07:28.000]  有一個很好的寫手幫他寫,
[00:07:28.000 --> 00:07:32.000]  但這個羅德·金亞迪有自己很多的辯解,
[00:07:32.000 --> 00:07:34.000]  他都想講,
[00:07:34.000 --> 00:07:35.000]  他說,
[00:07:35.000 --> 00:07:36.000]  議員不要這樣講事實,
[00:07:36.000 --> 00:07:37.000]  他說,
[00:07:37.000 --> 00:07:39.000]  What is objectionable,
[00:07:39.000 --> 00:07:42.000]  What is dangerous about extremists,
[00:07:42.000 --> 00:07:44.000]  Is not that they are extreme,
[00:07:44.000 --> 00:07:47.000]  But that they are intolerant,
[00:07:47.000 --> 00:07:51.000]  The reason is not what they say about their cause,
[00:07:51.000 --> 00:07:54.000]  But what they say about their opponents,
[00:07:54.000 --> 00:07:58.000]  他說, 極端份子得罪人,
[00:07:58.000 --> 00:07:59.000]  Objectionable,
[00:07:59.000 --> 00:08:01.000]  即是我不喜歡他們得罪我們的地方,
[00:08:01.000 --> 00:08:02.000]  得罪人的地方,
[00:08:02.000 --> 00:08:04.000]  他說危險的地方,
[00:08:04.000 --> 00:08:05.000]  是甚麼呢?
[00:08:05.000 --> 00:08:06.000]  不是他們的驕傲,
[00:08:06.000 --> 00:08:08.000]  而是他們不容忍別人,
[00:08:08.000 --> 00:08:09.000]  不容忍,
[00:08:09.000 --> 00:08:10.000]  他說,
[00:08:10.000 --> 00:08:11.000]  他們的邪惡,
[00:08:11.000 --> 00:08:13.000]  不是由於他們主張的同理,
[00:08:13.000 --> 00:08:15.000]  就算多麼的艱苦也好,
[00:08:15.000 --> 00:08:17.000]  多麼的忠義也好,
[00:08:17.000 --> 00:08:18.000]  多麼的偉大也好,
[00:08:18.000 --> 00:08:20.000]  而這些的人,
[00:08:20.000 --> 00:08:21.000]  因為他們的極端,
[00:08:21.000 --> 00:08:22.000]  他們不容忍別人,
[00:08:22.000 --> 00:08:26.000]  他會將別人描黑,
[00:08:26.000 --> 00:08:27.000]  你明白嗎?
[00:08:27.000 --> 00:08:28.000]  我這樣翻譯,
[00:08:28.000 --> 00:08:31.000]  我想應該大概是這個意思,
[00:08:31.000 --> 00:08:33.000]  即是描黑別人,
[00:08:33.000 --> 00:08:35.000]  你講你自己的道理,
[00:08:35.000 --> 00:08:36.000]  在一個自由的聲音中,
[00:08:36.000 --> 00:08:37.000]  你便講,
[00:08:37.000 --> 00:08:40.000]  但是你不容忍別人的時候,
[00:08:40.000 --> 00:08:41.000]  描黑別人的時候,
[00:08:41.000 --> 00:08:43.000]  甚至你暴力,
[00:08:43.000 --> 00:08:45.000]  來到去,
[00:08:45.000 --> 00:08:50.000]  發展你的那個正義的道理的時候,
[00:08:50.000 --> 00:08:52.000]  毛澤東我們說,
[00:08:52.000 --> 00:08:53.000]  這個就是得罪人,
[00:08:53.000 --> 00:08:54.000]  是危險的地方,
[00:08:54.000 --> 00:08:56.000]  所以極端分子的危險,
[00:08:56.000 --> 00:08:58.000]  不是因為他有極端的思想,
[00:08:58.000 --> 00:09:00.000]  而是他不容忍別人,
[00:09:00.000 --> 00:09:02.000]  你自己可以有極端的思想也行,
[00:09:02.000 --> 00:09:05.000]  不過你自己可以這樣想,
[00:09:05.000 --> 00:09:07.000]  但是你不可以去,
[00:09:07.000 --> 00:09:10.000]  不容忍別人和你的不同的地方,
[00:09:10.000 --> 00:09:12.000]  你知道了,
[00:09:12.000 --> 00:09:17.000]  北美洲成立,
[00:09:17.000 --> 00:09:20.000]  成為加拿大、美國,
[00:09:20.000 --> 00:09:23.000]  它的成立是吳謙,
[00:09:23.000 --> 00:09:24.000]  於是在歐洲,
[00:09:24.000 --> 00:09:26.000]  特別最早是在英國的宗教徒,
[00:09:26.000 --> 00:09:28.000]  和宗信會的弟兄姊妹,
[00:09:28.000 --> 00:09:31.000]  因為要爭取宗教的自由,
[00:09:31.000 --> 00:09:33.000]  第一,他們有五月花去,
[00:09:33.000 --> 00:09:34.000]  大家知道的,
[00:09:34.000 --> 00:09:37.000]  來美洲大陸,
[00:09:37.000 --> 00:09:39.000]  然後那些宗教徒,
[00:09:39.000 --> 00:09:41.000]  和宗信會的教友,
[00:09:41.000 --> 00:09:44.000]  因為在英國被人迫害,
[00:09:44.000 --> 00:09:46.000]  他們有宗教的自由,
[00:09:46.000 --> 00:09:48.000]  英國是一個宗教國家,
[00:09:48.000 --> 00:09:49.000]  以宗教為國家,
[00:09:49.000 --> 00:09:53.000]  他們大部分走來美國、加拿大,
[00:09:53.000 --> 00:09:54.000]  主要是美國,
[00:09:54.000 --> 00:09:57.000]  然後當他們立國的時候,
[00:09:57.000 --> 00:09:59.000]  他們宣佈獨立的時候,
[00:09:59.000 --> 00:10:00.000]  從英國宣佈獨立,
[00:10:00.000 --> 00:10:01.000]  開始和理想,
[00:10:01.000 --> 00:10:04.000]  就應他們草擬他們的憲章,
[00:10:04.000 --> 00:10:06.000]  其中很大部分的人,
[00:10:06.000 --> 00:10:07.000]  九成的人,
[00:10:07.000 --> 00:10:08.000]  都是基督徒,
[00:10:08.000 --> 00:10:10.000]  是很虔誠的基督徒,
[00:10:10.000 --> 00:10:11.000]  包括還有宗教徒,
[00:10:11.000 --> 00:10:14.000]  和宗信會的聖徒,
[00:10:14.000 --> 00:10:16.000]  其中很多是領袖的律師,
[00:10:16.000 --> 00:10:17.000]  他真人,
[00:10:17.000 --> 00:10:19.000]  究竟我們在美國建立一個,
[00:10:19.000 --> 00:10:21.000]  美國聯邦教會,
[00:10:21.000 --> 00:10:25.000]  是否應該以基督新教為國教呢?
[00:10:25.000 --> 00:10:26.000]  你知不知道,
[00:10:26.000 --> 00:10:29.000]  反對的最激烈的是誰?
[00:10:29.000 --> 00:10:32.000]  宗信會的律師和教會,
[00:10:32.000 --> 00:10:33.000]  他可以反對,
[00:10:33.000 --> 00:10:36.000]  以基督教為美國的國教,
[00:10:36.000 --> 00:10:37.000]  不是他們,
[00:10:37.000 --> 00:10:38.000]  無所謂,
[00:10:38.000 --> 00:10:39.000]  他以信傳聖而已,
[00:10:39.000 --> 00:10:40.000]  為何他們不這樣做?
[00:10:40.000 --> 00:10:41.000]  他因為看到,
[00:10:41.000 --> 00:10:43.000]  就是在英國的宗教,
[00:10:43.000 --> 00:10:47.000]  不容忍有其他的人,
[00:10:47.000 --> 00:10:49.000]  有他的宗教的方式,
[00:10:49.000 --> 00:10:51.000]  信仰的自由,
[00:10:51.000 --> 00:10:54.000]  所以才來到美國,
[00:10:54.000 --> 00:10:58.000]  他們不能夠用同樣的觀念,
[00:10:58.000 --> 00:11:01.000]  加諸於和他不同的人,
[00:11:01.000 --> 00:11:02.000]  如果他立宗為國教的時候,
[00:11:02.000 --> 00:11:04.000]  這樣就是一個極教了,
[00:11:04.000 --> 00:11:06.000]  國教有他自己的框框在那裡,
[00:11:06.000 --> 00:11:09.000]  基督新教會是他的,
[00:11:09.000 --> 00:11:12.000]  他容忍別人沒有宗教自由,
[00:11:12.000 --> 00:11:15.000]  他也容忍你的宗教自由,
[00:11:15.000 --> 00:11:16.000]  你容忍我,
[00:11:16.000 --> 00:11:17.000]  我容忍你,
[00:11:17.000 --> 00:11:18.000]  不可以不傳福音的意思,
[00:11:18.000 --> 00:11:19.000]  傳福音,
[00:11:19.000 --> 00:11:22.000]  宗信會很草率,
[00:11:22.000 --> 00:11:23.000]  很熱心傳福音,
[00:11:23.000 --> 00:11:24.000]  我的意思是,
[00:11:24.000 --> 00:11:25.000]  傳福音是一件事,
[00:11:25.000 --> 00:11:27.000]  我向你伸向我的信仰,
[00:11:27.000 --> 00:11:30.000]  我不能夠強加我的信仰給你,
[00:11:30.000 --> 00:11:31.000]  加你,
[00:11:31.000 --> 00:11:34.000]  因為什麼原因你要入我的教,
[00:11:34.000 --> 00:11:35.000]  宗信會知道,
[00:11:35.000 --> 00:11:36.000]  不是一個教的問題,
[00:11:36.000 --> 00:11:37.000]  包括宗信會的教,
[00:11:37.000 --> 00:11:38.000]  也不是一個完美的教,
[00:11:38.000 --> 00:11:40.000]  宗信會是自己認為的,
[00:11:40.000 --> 00:11:42.000]  是一個信耶穌,
[00:11:42.000 --> 00:11:43.000]  你信耶穌,
[00:11:43.000 --> 00:11:44.000]  重新執教你精神的兒女,
[00:11:44.000 --> 00:11:46.000]  這個就是宗信會精神的,
[00:11:46.000 --> 00:11:48.000]  那個精神之所在,
[00:11:48.000 --> 00:11:49.000]  是自由的,
[00:11:49.000 --> 00:11:53.000]  宗信會是一個自由民主的倡導者,
[00:11:53.000 --> 00:11:54.000]  特別是在美洲,
[00:11:54.000 --> 00:11:56.000]  美國的時候,
[00:11:56.000 --> 00:11:57.000]  所以,
[00:11:57.000 --> 00:11:59.000]  我們的宗信會,
[00:11:59.000 --> 00:12:04.000]  是不主張極權的信仰,
[00:12:04.000 --> 00:12:05.000]  意思就是說,
[00:12:05.000 --> 00:12:06.000]  我們有我們自己,
[00:12:06.000 --> 00:12:10.000]  好好確實我們自己的信仰,
[00:12:10.000 --> 00:12:12.000]  基本信仰,
[00:12:12.000 --> 00:12:14.000]  我們不會改變的,
[00:12:14.000 --> 00:12:16.000]  但是我們容忍別人,
[00:12:16.000 --> 00:12:19.000]  有不同的崇拜的方式,
[00:12:19.000 --> 00:12:20.000]  信仰的普遍的方法,
[00:12:20.000 --> 00:12:22.000]  甚至他的其他的宗教,
[00:12:22.000 --> 00:12:23.000]  我們都容忍他的,
[00:12:23.000 --> 00:12:26.000]  因為我們尊重別人的自由,
[00:12:26.000 --> 00:12:28.000]  我們容忍他的宗教自由,
[00:12:28.000 --> 00:12:30.000]  好了,
[00:12:30.000 --> 00:12:32.000]  但是這條法律,
[00:12:32.000 --> 00:12:34.000]  其實在這個世界當中,
[00:12:34.000 --> 00:12:36.000]  有正義和邪惡,
[00:12:36.000 --> 00:12:38.000]  是參雜其中的,
[00:12:38.000 --> 00:12:40.000]  看我們自己就好了,
[00:12:40.000 --> 00:12:43.000]  自己裡面有一個墨子與拜子的比喻,
[00:12:43.000 --> 00:12:45.000]  那個墨子、拜子的詞,
[00:12:45.000 --> 00:12:47.000]  可以代表教會,
[00:12:47.000 --> 00:12:49.000]  又可以代表我們的內心,
[00:12:49.000 --> 00:12:50.000]  我們自己的心靈裡面,
[00:12:50.000 --> 00:12:55.000]  是不是事事都有邪惡和正義,
[00:12:55.000 --> 00:12:56.000]  好像保羅,
[00:12:56.000 --> 00:12:57.000]  佛事行聖,
[00:12:57.000 --> 00:12:58.000]  由得我,
[00:12:58.000 --> 00:12:59.000]  行出我,
[00:12:59.000 --> 00:13:00.000]  卻由不得我,
[00:13:00.000 --> 00:13:01.000]  保羅那時候,
[00:13:01.000 --> 00:13:02.000]  其實沒有主的,
[00:13:02.000 --> 00:13:04.000]  不是那些利聖主之詞,
[00:13:04.000 --> 00:13:06.000]  聖主之後,
[00:13:06.000 --> 00:13:08.000]  都有這種的徵集,
[00:13:08.000 --> 00:13:10.000]  靈欲的徵集,
[00:13:10.000 --> 00:13:13.000]  不過墨子、拜子的比喻,
[00:13:13.000 --> 00:13:14.000]  大家聽過沒有,
[00:13:14.000 --> 00:13:15.000]  聽過了吧,
[00:13:15.000 --> 00:13:17.000]  耶穌說天國很小的墨錢,
[00:13:17.000 --> 00:13:19.000]  就有些敵人,
[00:13:19.000 --> 00:13:20.000]  將那些拜子,
[00:13:20.000 --> 00:13:24.000]  那些拜子殺了在墨錢裡面害你,
[00:13:24.000 --> 00:13:26.000]  那些服人就發現,
[00:13:26.000 --> 00:13:27.000]  就報告給主人聽,
[00:13:27.000 --> 00:13:28.000]  說我們可不可以,
[00:13:28.000 --> 00:13:32.000]  把那些拜子全拔出來,
[00:13:32.000 --> 00:13:33.000]  主人說不要去,
[00:13:33.000 --> 00:13:34.000]  為什麼呢?
[00:13:34.000 --> 00:13:36.000]  因為分不清楚,
[00:13:36.000 --> 00:13:40.000]  你很容易拔錯墨子,
[00:13:40.000 --> 00:13:42.000]  而當它增進這麼快的時候,
[00:13:42.000 --> 00:13:44.000]  墨錢、拜子的根,
[00:13:44.000 --> 00:13:46.000]  大家相連,
[00:13:46.000 --> 00:13:48.000]  你拔那個拜子,
[00:13:48.000 --> 00:13:50.000]  但是你連著那些墨子,
[00:13:50.000 --> 00:13:51.000]  所以主人說,
[00:13:51.000 --> 00:13:52.000]  不要去,
[00:13:52.000 --> 00:13:54.000]  等收成的時候,
[00:13:54.000 --> 00:13:56.000]  你就分得清清楚楚,
[00:13:56.000 --> 00:13:57.000]  然後分開,
[00:13:57.000 --> 00:13:59.000]  那些墨子進倉,
[00:13:59.000 --> 00:14:00.000]  拜子怎樣?
[00:14:00.000 --> 00:14:02.000]  死掉了,
[00:14:02.000 --> 00:14:03.000]  心灰,
[00:14:03.000 --> 00:14:04.000]  沒有心灰,
[00:14:04.000 --> 00:14:06.000]  主人想知道,
[00:14:06.000 --> 00:14:07.000]  這個是教會,
[00:14:07.000 --> 00:14:09.000]  我們這些人都是這樣,
[00:14:09.000 --> 00:14:10.000]  就是說,
[00:14:10.000 --> 00:14:12.000]  這個墨子與拜子,
[00:14:12.000 --> 00:14:14.000]  是來過誤帳的,
[00:14:14.000 --> 00:14:17.000]  我們不是妥協,
[00:14:17.000 --> 00:14:19.000]  我們不是鼓吹,
[00:14:19.000 --> 00:14:20.000]  要修復拜子,
[00:14:20.000 --> 00:14:21.000]  不是,
[00:14:21.000 --> 00:14:22.000]  但是我們知道,
[00:14:22.000 --> 00:14:24.000]  這樣的事實在真中,
[00:14:24.000 --> 00:14:28.000]  墨子與拜子共賞,
[00:14:28.000 --> 00:14:31.000]  教會裡面有沒有一些拜子?
[00:14:31.000 --> 00:14:32.000]  有,
[00:14:32.000 --> 00:14:33.000]  哪個是?
[00:14:33.000 --> 00:14:43.000]  不敢指,
[00:14:43.000 --> 00:14:45.000]  不敢指,
[00:14:45.000 --> 00:14:46.000]  教會,
[00:14:46.000 --> 00:14:47.000]  不敢指,
[00:14:47.000 --> 00:14:49.000]  待會說下去,
[00:14:50.000 --> 00:14:54.000]  就是這樣,傳道者說,
[00:14:54.000 --> 00:14:57.000]  不要過份顯露你的智慧,
[00:14:57.000 --> 00:14:59.000]  不要過份去意,
[00:14:59.000 --> 00:15:02.000]  因為每一個宿命的超人,
[00:15:02.000 --> 00:15:04.000]  你再過份,
[00:15:04.000 --> 00:15:06.000]  還有過份行惡,
[00:15:06.000 --> 00:15:07.000]  就會在世界裡面,
[00:15:07.000 --> 00:15:10.000]  造成人類的災難,
[00:15:10.000 --> 00:15:12.000]  我知道,
[00:15:12.000 --> 00:15:14.000]  現在叫伊斯蘭國,
[00:15:14.000 --> 00:15:16.000]  在迷信裡面,
[00:15:16.000 --> 00:15:17.000]  那班超人,
[00:15:17.000 --> 00:15:22.000]  為什麼不願意這樣去死,
[00:15:22.000 --> 00:15:24.000]  他自發式的這樣,
[00:15:24.000 --> 00:15:26.000]  做這些恐怖行為呢?
[00:15:26.000 --> 00:15:27.000]  他不是,
[00:15:27.000 --> 00:15:28.000]  他所做的是對的,
[00:15:28.000 --> 00:15:29.000]  是不是?
[00:15:29.000 --> 00:15:30.000]  他是行義,
[00:15:30.000 --> 00:15:31.000]  不過是怎樣?
[00:15:31.000 --> 00:15:33.000]  他今天的行義,
[00:15:33.000 --> 00:15:34.000]  是過份的,
[00:15:34.000 --> 00:15:36.000]  為什麼法理超人,
[00:15:36.000 --> 00:15:39.000]  我們現在這麼不喜歡他呢?
[00:15:39.000 --> 00:15:41.000]  這麼得罪人呢?
[00:15:41.000 --> 00:15:44.000]  因為他過份行義,
[00:15:44.000 --> 00:15:45.000]  指指點點,
[00:15:45.000 --> 00:15:47.000]  這樣就不對,這樣就不對,
[00:15:47.000 --> 00:15:48.000]  是不是?
[00:15:48.000 --> 00:15:49.000]  這樣才是對的,
[00:15:49.000 --> 00:15:50.000]  是的,
[00:15:50.000 --> 00:15:51.000]  過份行惡,
[00:15:51.000 --> 00:15:53.000]  大家不用每個人都知道,
[00:15:53.000 --> 00:15:54.000]  是不是?
[00:15:54.000 --> 00:15:55.000]  過份和易見,
[00:15:55.000 --> 00:15:56.000]  他的意思不是說,
[00:15:56.000 --> 00:15:57.000]  行惡不過份就行了,
[00:15:57.000 --> 00:15:58.000]  不是這個意思,
[00:15:58.000 --> 00:16:00.000]  不要趨向極端,
[00:16:00.000 --> 00:16:01.000]  是不是?
[00:16:01.000 --> 00:16:02.000]  不要趨向極端,
[00:16:02.000 --> 00:16:04.000]  因為你過份了,
[00:16:04.000 --> 00:16:07.000]  就會造成人類的災難,
[00:16:07.000 --> 00:16:08.000]  過份行義,
[00:16:08.000 --> 00:16:09.000]  過份行惡,
[00:16:09.000 --> 00:16:10.000]  去到極端,
[00:16:10.000 --> 00:16:12.000]  其實就是造成一個邪惡,
[00:16:12.000 --> 00:16:15.000]  這過份的意義,
[00:16:15.000 --> 00:16:17.000]  都是一個邪惡的原因,
[00:16:17.000 --> 00:16:18.000]  都是造成傷害,
[00:16:18.000 --> 00:16:20.000]  在世界上造成紀錄的傷害,
[00:16:20.000 --> 00:16:22.000]  加上正義之名,
[00:16:22.000 --> 00:16:23.000]  造成的傷害,
[00:16:23.000 --> 00:16:24.000]  是不是?
[00:16:24.000 --> 00:16:25.000]  中國就知道了,
[00:16:25.000 --> 00:16:27.000]  我們中國很多的災節,
[00:16:27.000 --> 00:16:29.000]  災難,近年的災難,
[00:16:29.000 --> 00:16:36.000]  都是用一些很統統統統的口號,
[00:16:36.000 --> 00:16:37.000]  是不是?
[00:16:37.000 --> 00:16:39.000]  借那些名義產生的,
[00:16:39.000 --> 00:16:40.000]  是不是?
[00:16:43.000 --> 00:16:44.000]  是不是?
[00:16:44.000 --> 00:16:45.000]  我現在不敢翻譯,
[00:16:45.000 --> 00:16:46.000]  大家會猶豫不決,
[00:16:46.000 --> 00:16:48.000]  不敢變態,
[00:16:48.000 --> 00:16:49.000]  是的,
[00:16:49.000 --> 00:16:50.000]  你知道,
