
[00:00:00.000 --> 00:00:04.240]  剛才主席替我讀了詩篇第九十六篇
[00:04:14.040 --> 00:04:17.160]  一聽到唱新歌就覺得有更新了
[00:04:17.160 --> 00:04:20.600]  好像過新年穿新衣服的感覺在裏面
[00:04:20.600 --> 00:04:27.800]  當然我們不是在說一些硬件上的更新
[00:04:27.800 --> 00:04:32.440]  耶穌在《約翰福音》第四章
[00:04:32.440 --> 00:04:35.160]  跟撒瑪利亞人的婦人談道
[00:04:35.160 --> 00:04:36.040]  祂跟婦人說
[00:04:36.040 --> 00:04:36.920]  我們21節說
[00:04:36.920 --> 00:04:40.960]  「婦人你要信我,時候到的時候你們要敬拜父」
[00:04:40.960 --> 00:04:42.480]  既不在山上
[00:04:42.480 --> 00:04:45.520]  也不是在耶路撒冷
[00:04:45.520 --> 00:04:48.280]  因為你們要用心靈誠實
[00:04:48.280 --> 00:04:50.600]  是敬拜我們的天父
[00:04:50.600 --> 00:04:53.200]  所以耶穌所說的更新
[00:04:53.200 --> 00:04:56.360]  耶穌所說的新的情況
[00:04:56.360 --> 00:04:57.560]  更加讓人知道
[00:04:57.560 --> 00:05:00.200]  不是在說一個硬件上的問題
[00:05:00.200 --> 00:05:01.840]  不是在說這個山
[00:05:01.840 --> 00:05:02.960]  還是那個山
[00:05:02.960 --> 00:05:04.720]  在北邊還是在南邊
[00:05:04.720 --> 00:05:07.440]  北角或者南角等等
[00:05:07.440 --> 00:05:11.480]  最重要的是能夠敬拜又真又活的真神
[00:05:11.480 --> 00:05:16.920]  所以今天不是在說我們崇拜裏面的更新
[00:05:16.920 --> 00:05:19.160]  當然你會想到崇拜裏面
[00:05:19.160 --> 00:05:21.000]  我們會提及到
[00:05:21.000 --> 00:05:25.080]  我們會樂器有更新
[00:05:25.080 --> 00:05:28.000]  我們的音響會更新
[00:05:28.000 --> 00:05:30.560]  我們的座位會更新
[00:05:30.560 --> 00:05:33.680]  甚至我們的詩集、聖經都會更新
[00:05:33.680 --> 00:05:36.840]  因為一些物件是會殘舊
[00:05:36.840 --> 00:05:38.800]  是需要構置新的
[00:05:38.800 --> 00:05:41.160]  這些是我們都明白的
[00:05:41.160 --> 00:05:43.680]  但是最重要的一件事
[00:05:43.680 --> 00:05:48.120]  就是我們對敬拜的觀念
[00:05:48.120 --> 00:05:50.880]  對敬拜的態度
[00:05:50.880 --> 00:05:53.560]  因為人是會僵化
[00:05:53.560 --> 00:05:56.440]  僵化不是單單是人的動作
[00:05:56.440 --> 00:05:57.960]  那個身體
[00:05:57.960 --> 00:05:59.720]  而是我的思想
[00:05:59.720 --> 00:06:02.920]  我們的行動
[00:06:02.920 --> 00:06:04.680]  有時都會僵化
[00:06:04.680 --> 00:06:07.440]  有時習以為常了一件事的時候
[00:06:07.440 --> 00:06:08.960]  我們都會僵化
[00:06:08.960 --> 00:06:12.440]  以致我們的意義不能夠很跳躍
[00:06:12.440 --> 00:06:14.560]  不能夠得到很激情
[00:06:14.560 --> 00:06:18.600]  或者是那種情感上的支持在裏面
[00:06:18.600 --> 00:06:22.120]  有人用一個很好的比喻
[00:06:22.120 --> 00:06:26.880]  去講解教會都需要更新
[00:06:26.880 --> 00:06:29.680]  需要去更新變化
[00:06:29.680 --> 00:06:31.800]  這個比喻是這樣的
[00:06:31.800 --> 00:06:37.520]  他就用美國邁阿密
[00:06:37.520 --> 00:06:40.080]  邁阿密可能大家都聽過
[00:06:40.080 --> 00:06:41.360]  或者有人去過
[00:06:41.360 --> 00:06:44.240]  最出名的是沙灘
[00:06:44.240 --> 00:06:47.080]  沙灘裏面有很多的泳灘
[00:06:47.080 --> 00:06:49.760]  泳屋或者是一些俱樂部
[00:06:49.760 --> 00:06:52.440]  他說當時早年
[00:06:52.440 --> 00:06:56.000]  這個地方的沙灘裏面是沒有的
[00:06:56.000 --> 00:06:58.080]  沙灘而已
[00:06:58.080 --> 00:06:59.720]  是很荒涼的
[00:06:59.720 --> 00:07:01.240]  間中有些人去游泳
[00:07:01.240 --> 00:07:03.840]  這個沙灘其實挺漂亮的
[00:07:03.840 --> 00:07:06.720]  游泳裏面的泳客
[00:07:06.720 --> 00:07:10.080]  間中會發覺曾經一次有人淹倒
[00:07:10.080 --> 00:07:11.760]  淹倒就沒有救生員
[00:07:11.760 --> 00:07:14.320]  但是那些常常去游泳的泳客
[00:07:14.320 --> 00:07:17.360]  馬上就去救了這個人回來
[00:07:17.360 --> 00:07:19.040]  救完之後大家就覺得
[00:07:19.040 --> 00:07:20.640]  我們經常來游泳
[00:07:20.640 --> 00:07:23.520]  有時候間中都會看到有人會淹倒
[00:07:23.520 --> 00:07:28.360]  不如我們成立一個救生隊去幫助
[00:07:28.360 --> 00:07:32.200]  但是救生隊就要經常用在沙灘裏
[00:07:32.200 --> 00:07:34.400]  沙灘就可能入了雨林
[00:07:34.400 --> 00:07:37.040]  最好就搭一個泳屋
[00:07:37.040 --> 00:07:39.840]  有個棚舒服一點
[00:07:39.840 --> 00:07:44.400]  於是這個地方有了優點的時候
[00:07:44.400 --> 00:07:45.880]  就聚集了一些人
[00:07:45.880 --> 00:07:48.080]  那些人就來聊聊天
[00:07:48.080 --> 00:07:50.480]  開心一下又喝點東西
[00:07:50.480 --> 00:07:53.840]  於是就越來越多好的設備在這裏
[00:07:53.840 --> 00:07:56.520]  於是這個泳屋就成為了
[00:07:56.520 --> 00:07:57.560]  本來是一個木棚
[00:07:57.560 --> 00:07:59.920]  現在就成為了一個建築物
[00:07:59.920 --> 00:08:01.960]  然後就有很多的設備
[00:08:01.960 --> 00:08:03.320]  很多的設施
[00:08:03.320 --> 00:08:05.520]  然後就在室內裏面
[00:08:05.520 --> 00:08:07.760]  但是慢慢這班人就很開心
[00:08:07.760 --> 00:08:10.640]  在裏面那種歡喜快樂
[00:08:10.640 --> 00:08:15.320]  但是對於本身為甚麼有這個泳屋呢
[00:08:15.320 --> 00:08:17.200]  或者為甚麼會聚集在這裏呢
[00:08:17.200 --> 00:08:18.520]  本身是因為甚麼
[00:08:18.520 --> 00:08:19.800]  人淹倒了
[00:08:19.800 --> 00:08:21.080]  是要救人
[00:08:21.080 --> 00:08:22.880]  以及隨時去幫人
[00:08:22.880 --> 00:08:25.480]  但是慢慢他們已經在室內裏面
[00:08:25.480 --> 00:08:27.280]  都不再關注外面
[00:08:27.280 --> 00:08:29.440]  在沙灘裏面的人在做甚麼了
[00:08:29.440 --> 00:08:32.320]  所以就成為了一個俱樂部
[00:08:32.320 --> 00:08:34.600]  但是同時間有些人又關心
[00:08:34.600 --> 00:08:36.880]  有些人又起來又去關心
[00:08:36.880 --> 00:08:39.400]  看看有沒有人要去拯救
[00:08:39.400 --> 00:08:40.280]  也是如此
[00:08:40.280 --> 00:08:43.880]  於是一個一個泳屋就出現了
[00:08:43.880 --> 00:08:46.960]  教會就是這樣的情況
[00:08:46.960 --> 00:08:48.360]  教會
[00:08:48.360 --> 00:08:49.960]  我們本來是聚集
[00:08:49.960 --> 00:08:51.720]  我們是神的兒女
[00:08:51.720 --> 00:08:54.920]  我們是被世上去揀選出來
[00:08:54.920 --> 00:08:56.560]  然後我們要回到世上
[00:08:56.560 --> 00:08:59.400]  是要將福音傳開來
[00:08:59.400 --> 00:09:01.680]  是讓人得到這個福音的好處
[00:09:01.680 --> 00:09:04.280]  我們去做一個神的使者
[00:09:04.280 --> 00:09:05.040]  傳福音
[00:09:05.040 --> 00:09:07.640]  能夠讓人得到這個救恩
[00:09:07.640 --> 00:09:10.560]  但是教會又是因為有建築物
[00:09:10.560 --> 00:09:11.560]  有活動
[00:09:11.560 --> 00:09:15.800]  有很多不同的活動聚會
[00:09:15.800 --> 00:09:18.080]  弟兄姊妹的教會生活
[00:09:18.080 --> 00:09:20.400]  可能我們又忘記了
[00:09:20.400 --> 00:09:23.200]  我們最終傳福音的責任在裏面
[00:09:23.200 --> 00:09:26.920]  可能放到比較低的一個地位裏面
[00:09:26.920 --> 00:09:30.840]  放到好像我們覺得不是很重要的事情
[00:09:30.840 --> 00:09:33.320]  所以我今天講同時間
[00:09:33.320 --> 00:09:34.480]  教會需要更新的時候
[00:09:34.480 --> 00:09:36.200]  同時間你講崇拜敬拜
[00:09:36.200 --> 00:09:37.400]  都需要更新
[00:09:37.400 --> 00:09:39.440]  我們每個禮拜都聚集
[00:09:39.440 --> 00:09:42.280]  在這裏敬拜神
[00:09:42.280 --> 00:09:45.720]  但是我們會不會同樣慢慢地
[00:09:45.720 --> 00:09:48.240]  我們的敬拜是為了什麼呢?
[00:09:48.240 --> 00:09:52.040]  我們的敬拜神是為了什麼呢?
[00:09:52.040 --> 00:09:54.840]  會不會都是周而復始的時候
[00:09:54.840 --> 00:09:56.400]  我們都會僵化了
[00:09:56.400 --> 00:09:58.240]  或者我們都會分心了
[00:09:58.240 --> 00:10:00.200]  好像剛才教會的情況
[00:10:00.200 --> 00:10:03.480]  知道本來是一個傳福音很大的使命
[00:10:03.480 --> 00:10:05.600]  但同時間我們都忘卻了
[00:10:05.600 --> 00:10:08.000]  不過我跟大家曾經提過
[00:10:08.000 --> 00:10:10.520]  教會最重要的要做的是什麼呢?
[00:10:10.520 --> 00:10:11.360]  敬拜
[00:10:11.360 --> 00:10:14.200]  還要被傳福音首要
[00:10:14.200 --> 00:10:16.240]  因為我說敬拜是永恆的
[00:10:16.240 --> 00:10:18.640]  我第一次講永恆的祀福
[00:10:18.640 --> 00:10:20.440]  所以敬拜更加重要
[00:10:20.440 --> 00:10:23.280]  我們知道我們活著就是要敬拜
[00:10:23.280 --> 00:10:24.600]  所以我第一次提
[00:10:24.600 --> 00:10:26.680]  我們能夠來到神的面前
[00:10:26.680 --> 00:10:27.760]  去敬拜主
[00:10:27.760 --> 00:10:28.800]  是我們的福氣
[00:10:28.800 --> 00:10:31.680]  但我們都要繼續學習明白
[00:10:31.680 --> 00:10:33.160]  我們怎樣去敬拜主
[00:10:33.160 --> 00:10:34.640]  免得我們分心
[00:10:34.640 --> 00:10:37.280]  以致失卻了本身的意義在裡面
[00:10:37.280 --> 00:10:42.560]  在一本雜誌
[00:10:42.560 --> 00:10:45.600]  《美國今日基督教》的雜誌裡面
[00:10:45.600 --> 00:10:50.560]  曾經對教會的音樂有些研究
[00:10:50.560 --> 00:10:53.760]  事實上在近幾十年裡面
[00:10:53.760 --> 00:10:55.440]  他看到美國的教會
[00:10:55.440 --> 00:10:57.040]  或者世界的教會
[00:10:57.040 --> 00:10:59.440]  開始在崇拜、敬拜裡面
[00:10:59.440 --> 00:11:00.760]  有些改變
[00:11:00.760 --> 00:11:04.240]  但是從音樂開始帶動的改變
[00:11:04.240 --> 00:11:06.960]  他就說
[00:11:06.960 --> 00:11:08.960]  在1993年的時候
[00:11:08.960 --> 00:11:10.440]  美國的教會
[00:11:10.440 --> 00:11:13.120]  超過五成一半的教會
[00:11:13.120 --> 00:11:15.120]  是在用傳統的音樂
[00:11:15.120 --> 00:11:18.160]  所以傳統音樂可能我們的鋼琴、電琴
[00:11:18.160 --> 00:11:20.160]  我們好像的詩歌
[00:11:20.160 --> 00:11:21.360]  好像現在種子新歌
[00:11:21.360 --> 00:11:22.800]  這些傳統的音樂
[00:11:22.800 --> 00:11:23.960]  這些詩歌
[00:11:23.960 --> 00:11:27.200]  他說在那時候來講
[00:11:27.200 --> 00:11:29.760]  超過五成都是在用傳統音樂
[00:11:29.760 --> 00:11:33.560]  到了2001年的普查之後
[00:11:33.560 --> 00:11:36.720]  他說採用傳統音樂就少了
[00:11:36.720 --> 00:11:38.240]  就去到四分之一
[00:11:38.240 --> 00:11:40.240]  24%左右
[00:11:40.240 --> 00:11:43.880]  採用一些所謂當代的音樂
[00:11:43.880 --> 00:11:49.040]  當代音樂可能有時候我們祖堂現唱的詩歌
[00:11:49.040 --> 00:11:50.800]  都是幾年、十年
[00:11:50.800 --> 00:11:54.080]  有時候可能是詩班一些現代的詩歌
[00:11:54.080 --> 00:11:56.800]  都是近十年、八年裡面
[00:11:56.800 --> 00:11:57.880]  總之是當代
[00:11:57.880 --> 00:12:02.320]  那個時代裡面出現的詩歌
[00:12:02.320 --> 00:12:05.120]  有22%
[00:12:05.120 --> 00:12:08.520]  其他有一半左右
[00:12:08.520 --> 00:12:09.840]  另外一半
[00:12:09.840 --> 00:12:14.120]  就是糅合了當代和現代
[00:12:14.120 --> 00:12:16.120]  傳統的詩歌
[00:12:16.120 --> 00:12:18.120]  在敬拜裡面
[00:12:18.120 --> 00:12:21.680]  我今天不是特別要講詩歌裡面
[00:12:21.680 --> 00:12:23.040]  不過就是說
[00:12:23.040 --> 00:12:26.040]  因為其實很多教會
[00:12:26.040 --> 00:12:31.520]  他會發覺敬拜由詩歌開始引動更新
[00:12:31.520 --> 00:12:33.520]  於是就覺得
[00:12:33.520 --> 00:12:35.520]  崇拜的更新
[00:12:35.520 --> 00:12:37.520]  就從詩歌開始
[00:12:37.520 --> 00:12:38.800]  但我想講
[00:12:38.800 --> 00:12:40.520]  不是應該是這樣
[00:12:40.520 --> 00:12:41.720]  我想講就是說
[00:12:41.720 --> 00:12:43.720]  其實雖然
[00:12:43.720 --> 00:12:46.400]  聖誕更新有些人用音樂來開始
[00:12:46.400 --> 00:12:48.400]  但是這個不是全面的
[00:12:48.400 --> 00:12:53.080]  這個不是整個我們今天想提及的層面的範圍
[00:12:53.080 --> 00:12:57.960]  因為整個敬拜的更新是一個完整的觀念
[00:12:57.960 --> 00:12:59.960]  這個完整的觀念
[00:12:59.960 --> 00:13:02.880]  不是單單某些項目、某些事情
[00:13:02.880 --> 00:13:06.880]  我記得我上次講過
[00:13:06.880 --> 00:13:11.720]  我們今天基督教的崇拜
[00:13:11.720 --> 00:13:13.360]  有幾個傳統
[00:13:13.360 --> 00:13:17.440]  一直引進
[00:13:17.440 --> 00:13:20.880]  或者一直做到今天這樣的時代
[00:13:20.880 --> 00:13:23.200]  第一個就是聖殿的敬拜
[00:13:23.200 --> 00:13:24.440]  我想提及聖殿的敬拜
[00:13:24.440 --> 00:13:26.440]  聖殿的敬拜很強調獻祭
[00:13:26.440 --> 00:13:31.720]  這個百姓來到就帶著他們的祭品
[00:13:31.720 --> 00:13:35.400]  然後讓祭司跟他們去獻祭
[00:13:35.400 --> 00:13:37.160]  這個敬拜
[00:13:37.160 --> 00:13:38.560]  這個獻祭很重要
[00:13:38.560 --> 00:13:39.840]  我們有獻上
[00:13:39.840 --> 00:13:41.960]  將我們的心靈呈獻給神
[00:13:41.960 --> 00:13:45.000]  我提及過我們今天獻什麼給神呢?
[00:13:45.000 --> 00:13:47.320]  是不是台上的金錢這麼簡單呢?
[00:13:47.320 --> 00:13:49.320]  是我們將我們的身心靈獻給神
[00:13:49.320 --> 00:13:51.320]  但是我們怎麼去準備我們自己呢?
[00:13:51.320 --> 00:13:53.040]  就是在生活裡面
[00:13:53.040 --> 00:13:55.840]  我們能夠將我們的生活獻給神
[00:13:55.840 --> 00:13:57.400]  我們的生活見證
[00:13:57.400 --> 00:13:58.600]  其實就是獻給神
[00:13:58.600 --> 00:14:00.120]  接著我們來到崇拜裡面
[00:14:00.120 --> 00:14:02.680]  其實我們就是一起集體的
[00:14:02.680 --> 00:14:06.080]  再一次能夠將這些生活裡面
[00:14:06.080 --> 00:14:07.680]  我們的見證
[00:14:07.680 --> 00:14:09.080]  帶到神的面前
[00:14:09.080 --> 00:14:10.080]  獻給神
[00:14:10.080 --> 00:14:12.920]  所以有一個獻祭的傳統在裡面
[00:14:12.920 --> 00:14:14.360]  我也提及過
[00:14:14.360 --> 00:14:15.960]  崇拜裡面也有一種
[00:14:15.960 --> 00:14:17.320]  叫做會幕的敬拜
[00:14:17.320 --> 00:14:18.440]  特別是在大衛
[00:14:18.440 --> 00:14:20.360]  大衛就在這裡
[00:14:20.360 --> 00:14:21.400]  在十六篇
[00:14:21.400 --> 00:14:24.760]  或者是講回歷代至上十六章那裡
[00:14:24.760 --> 00:14:25.920]  提及
[00:14:25.920 --> 00:14:27.200]  約櫃來到
[00:14:27.200 --> 00:14:28.680]  約櫃是手舞足蹈
[00:14:28.680 --> 00:14:29.880]  很自由歡呼
[00:14:29.880 --> 00:14:31.920]  用詩歌去敬拜神
[00:14:31.920 --> 00:14:34.280]  所以你說以前的敬拜神有沒有用詩歌呢?
[00:14:34.280 --> 00:14:35.240]  獻祭沒有用詩歌
[00:14:35.240 --> 00:14:36.680]  但是在大衛那裡
[00:14:36.680 --> 00:14:38.680]  引入了一些詩歌敬拜神
[00:14:38.680 --> 00:14:40.800]  那麼今天的崇拜裡面
[00:14:40.800 --> 00:14:43.600]  如果整個崇拜沒有詩歌
[00:14:43.600 --> 00:14:46.080]  你總是覺得好像欠了很多東西
[00:14:46.080 --> 00:14:47.320]  甚至有些
[00:14:47.320 --> 00:14:48.480]  剛才也說了
[00:14:48.480 --> 00:14:50.200]  用詩歌帶動崇拜更新
[00:14:50.200 --> 00:14:51.960]  全部都是詩歌的
[00:14:51.960 --> 00:14:53.760]  就像這樣的情況
[00:14:53.760 --> 00:14:56.440]  但是也有詩歌自由的敬拜
[00:14:56.440 --> 00:14:59.400]  甚至有身體語言的表達
[00:14:59.400 --> 00:15:02.160]  以至今天我們的教會
[00:15:02.160 --> 00:15:04.800]  也是用詩歌歌唱
[00:15:04.800 --> 00:15:05.960]  獻給我們的神
[00:15:05.960 --> 00:15:08.400]  有詩班一起獻詩
[00:15:08.400 --> 00:15:12.040]  然後到了新約的時代裡面
[00:15:12.040 --> 00:15:13.840]  有會堂那種的敬拜
[00:15:13.840 --> 00:15:14.960]  引入了會堂
[00:15:14.960 --> 00:15:18.080]  那種很重點就是講到讀經了
[00:15:18.080 --> 00:15:19.000]  讀經
[00:15:19.000 --> 00:15:20.920]  所以你看到耶穌基督
[00:15:20.920 --> 00:15:22.680]  他在會堂裡面
[00:15:22.680 --> 00:15:25.480]  十二歲就喜歡去會堂裡面
[00:15:25.480 --> 00:15:27.160]  聽別人讀經
[00:15:27.160 --> 00:15:28.880]  然後自己又讀經了
[00:15:28.880 --> 00:15:32.520]  你看到使徒保羅也去到會堂裡面
[00:15:32.520 --> 00:15:34.440]  讀經或者講解
[00:15:34.440 --> 00:15:37.160]  慢慢就成為一個講道
[00:15:37.160 --> 00:15:40.840]  崇拜裡面很重視講道
[00:15:40.840 --> 00:15:45.160]  所以這個就是一個很發展下來的情況
[00:15:45.160 --> 00:15:47.080]  但是我想說的這些情況裡面
[00:15:47.080 --> 00:15:50.560]  都需要我們去明白那個意義
[00:15:50.560 --> 00:15:52.640]  我們才能夠明白
[00:15:52.640 --> 00:15:55.200]  何謂更新我們的敬拜
[00:15:55.200 --> 00:15:56.440]  所以說的是
[00:15:56.440 --> 00:15:58.640]  其實我們個人要去明白
[00:15:58.640 --> 00:16:00.560]  我們知道今天我們
[00:16:00.560 --> 00:16:01.720]  每一個的
[00:16:01.720 --> 00:16:03.640]  我們用詩歌也好
[00:16:03.640 --> 00:16:06.160]  我們去讀神的話語也好
[00:16:06.160 --> 00:16:08.840]  我們將我們獻上
[00:16:08.840 --> 00:16:10.240]  奉獻也好
[00:16:10.840 --> 00:16:12.840]  我們都要明白那個意義
[00:16:12.840 --> 00:16:14.120]  我們都知道
[00:16:14.120 --> 00:16:17.760]  不是說一些新和舊的問題
[00:16:17.760 --> 00:16:20.440]  所以當然到了今天
[00:16:20.440 --> 00:16:25.120]  很多人就會去特別崇拜學的學者就會提及
[00:16:25.120 --> 00:16:27.120]  在這些情況裡面
[00:16:27.120 --> 00:16:29.280]  我們要去留意
[00:16:29.280 --> 00:16:31.040]  在傳統裡面
[00:16:31.040 --> 00:16:34.520]  我們要知道傳統的詩歌
[00:16:34.520 --> 00:16:35.840]  是對我們的幫助
[00:16:35.840 --> 00:16:36.600]  傳統裡面
[00:16:36.600 --> 00:16:38.840]  剛才所講的那幾件事都是傳統帶來
[00:16:38.840 --> 00:16:42.320]  一些敬拜的重點在裡面
[00:16:42.320 --> 00:16:44.360]  我們不是摒棄傳統
[00:16:44.360 --> 00:16:46.160]  我們是要保留傳統
[00:16:46.160 --> 00:16:47.560]  但是同時間我們
[00:16:47.560 --> 00:16:49.840]  是要在現代時代裡面
[00:16:49.840 --> 00:16:52.040]  我們如何能夠去看到
[00:16:52.040 --> 00:16:53.720]  切合文化
[00:16:53.720 --> 00:16:54.600]  當然
[00:16:54.600 --> 00:16:56.240]  你講道我們會看到
[00:16:56.240 --> 00:16:57.920]  我們會不會跟今天
[00:16:57.920 --> 00:16:59.040]  跟社會
[00:16:59.040 --> 00:17:01.480]  跟我們個人的關係
[00:17:01.480 --> 00:17:02.680]  是要有多少呢?
[00:17:02.680 --> 00:17:04.320]  或者我們自己的詩歌
[00:17:04.320 --> 00:17:07.280]  當然可能用音樂的形式
[00:17:07.280 --> 00:17:09.000]  多一些樂器的表達
[00:17:09.000 --> 00:17:11.440]  都是配合到現在的時代
[00:17:11.440 --> 00:17:13.160]  或者我們可以更豐富
[00:17:13.160 --> 00:17:15.320]  甚至在教會裡面
[00:17:15.320 --> 00:17:18.480]  用很多的科技的事物
[00:17:18.480 --> 00:17:20.760]  我們都會採用到
[00:17:20.760 --> 00:17:22.640]  能夠幫助我們更好的敬拜
[00:17:22.640 --> 00:17:25.240]  這個就是要兼容到
[00:17:25.240 --> 00:17:27.640]  傳統一直以來給我們的好處
[00:17:27.640 --> 00:17:29.160]  但是同樣當代裡面
[00:17:29.160 --> 00:17:31.680]  無論是剛才所講的
[00:17:31.680 --> 00:17:33.200]  是文化上的
[00:17:33.200 --> 00:17:35.880]  是生活的
[00:17:35.880 --> 00:17:39.200]  我們都能夠配合到在裡面
[00:17:39.200 --> 00:17:41.280]  當然同時間我想提及
[00:17:41.280 --> 00:17:44.520]  大衛可能很自由的敬拜
[00:17:44.520 --> 00:17:46.680]  所以有些人喜歡有詩歌的自由敬拜
[00:17:46.680 --> 00:17:48.040]  我們可以手舞足蹈
[00:17:48.040 --> 00:17:49.240]  但是同時間
[00:17:49.240 --> 00:17:52.000]  本來說我們凡事都要規規矩矩
[00:17:52.000 --> 00:17:54.360]  我們在舊約裡面
[00:17:54.360 --> 00:17:56.560]  你看到的憲制都是很莊嚴的
[00:17:56.560 --> 00:17:59.640]  這些我們都要去平衡出來
[00:17:59.640 --> 00:18:03.280]  免至可能失去一個重心
[00:18:03.280 --> 00:18:04.960]  更加我覺得重要的就是
[00:18:04.960 --> 00:18:07.640]  其實我們每個人來到神的面前
[00:18:07.640 --> 00:18:09.000]  那種內在
