
[00:00:00.000 --> 00:00:02.400]  教會今年的主題是
[00:03:09.520 --> 00:03:10.720]  俗語有說
[00:03:10.720 --> 00:03:12.320]  時勢做英雄
[00:03:12.320 --> 00:03:13.920]  英雄做時勢
[00:03:13.920 --> 00:03:16.120]  有些人因著際遇的緣故
[00:03:16.120 --> 00:03:18.120]  他突然來到領袖
[00:03:18.120 --> 00:03:19.320]  有一些事要做
[00:03:19.320 --> 00:03:22.120]  其實這個就是個人的照明
[00:03:22.120 --> 00:03:24.520]  說回基督徒的照明
[00:03:24.520 --> 00:03:25.920]  基督徒的照明
[00:03:25.920 --> 00:03:28.720]  他說有三個層面或者向導
[00:03:28.720 --> 00:03:31.320]  第一是上帝呼召人回歸於他
[00:03:31.320 --> 00:03:33.520]  成為屬他的子民
[00:03:33.520 --> 00:03:36.520]  中途我們多些頂姐妹能夠理解
[00:03:36.520 --> 00:03:37.920]  英文是表達得更好
[00:03:37.920 --> 00:03:39.520]  belonging
[00:03:39.520 --> 00:03:42.320]  第二是上帝呼召人過聖潔的生活
[00:03:42.320 --> 00:03:44.120]  這是一個聖潔的呼召
[00:03:44.120 --> 00:03:45.920]  之前那個是做門徒的呼召
[00:03:45.920 --> 00:03:47.720]  第三是上帝呼召人
[00:03:47.720 --> 00:03:50.520]  在世界和社會做神的工
[00:03:50.520 --> 00:03:51.720]  那裡是說服事的
[00:03:51.720 --> 00:03:53.120]  有些事他要做的
[00:03:53.120 --> 00:03:54.520]  所以分別是belonging
[00:03:54.520 --> 00:03:58.920]  being和doing
[00:03:58.920 --> 00:04:00.520]  做一些事
[00:04:00.520 --> 00:04:01.520]  這三個
[00:04:01.520 --> 00:04:07.120]  其實正是保羅在羅馬書第一章一至七節
[00:04:07.120 --> 00:04:09.720]  說的三個呼召
[00:04:09.720 --> 00:04:12.520]  保羅在這裡提及他和羅馬教會信徒的照明
[00:04:12.520 --> 00:04:13.320]  有三個向導
[00:04:13.320 --> 00:04:17.720]  今天我就和大家分享這三點
[00:04:17.720 --> 00:04:19.320]  我很想頂姐妹明白
[00:04:19.320 --> 00:04:21.720]  你和我都有照明
[00:04:21.720 --> 00:04:24.120]  你和我都一定找到照明
[00:04:24.120 --> 00:04:27.920]  你和我都可以做回應
[00:04:27.920 --> 00:04:29.320]  羅馬書一章一至七節
[00:04:29.320 --> 00:04:32.920]  三次提到奉召和蒙召
[00:04:32.920 --> 00:04:34.920]  兩個字好像在中文上不同
[00:04:34.920 --> 00:04:38.920]  但其實在原本希臘文是一樣的字
[00:04:38.920 --> 00:04:41.720]  不過中文為了翻譯更暢順的緣故
[00:04:41.720 --> 00:04:44.720]  所以他寫為耶穌基督的僕人保羅
[00:04:44.720 --> 00:04:47.720]  奉召為使徒
[00:04:47.720 --> 00:04:49.320]  特派傳神的福音
[00:04:49.320 --> 00:04:49.920]  第六節他說
[00:04:49.920 --> 00:04:51.520]  其中也有你們者
[00:04:51.520 --> 00:04:54.720]  蒙召屬耶穌基督的人
[00:04:54.720 --> 00:04:57.520]  我寫信給你們在羅馬為神所愛
[00:04:57.520 --> 00:05:00.720]  奉召作聖徒的眾人
[00:05:00.720 --> 00:05:04.320]  三次提到呼召
[00:05:04.320 --> 00:05:05.920]  或者用被動的方式
[00:05:05.920 --> 00:05:08.520]  你們是蒙召的
[00:05:08.520 --> 00:05:10.720]  蒙召為使徒
[00:05:10.720 --> 00:05:12.720]  蒙召屬耶穌基督
[00:05:12.720 --> 00:05:15.320]  奉召作聖徒
[00:05:15.320 --> 00:05:18.520]  分三點和大家分享
[00:05:18.520 --> 00:05:20.320]  第一
[00:05:20.320 --> 00:05:21.920]  蒙召作使徒
[00:05:21.920 --> 00:05:23.520]  這是保羅對自己的介紹
[00:05:23.520 --> 00:05:24.720]  他是耶穌基督的僕人
[00:05:24.720 --> 00:05:26.520]  說的是他謙卑的身份
[00:05:26.520 --> 00:05:28.120]  他只是服侍耶穌
[00:05:28.120 --> 00:05:29.520]  但這個身份重要的是
[00:05:29.520 --> 00:05:32.920]  他是奉召為使徒
[00:05:32.920 --> 00:05:34.120]  這是他的職份
[00:05:34.120 --> 00:05:36.720]  而這個職份他有些事情要做
[00:05:36.720 --> 00:05:40.120]  他的工作就是傳神的福音
[00:05:40.120 --> 00:05:43.920]  所以保羅是蒙召服侍
[00:05:43.920 --> 00:05:45.720]  保羅是蒙召服侍
[00:05:45.720 --> 00:05:47.120]  他成為一個使徒
[00:05:47.120 --> 00:05:49.520]  而帶來一些事情他要做
[00:05:49.520 --> 00:05:51.920]  是有行動性的
[00:05:51.920 --> 00:05:54.120]  這個召命是有行動性的
[00:05:54.120 --> 00:05:54.920]  這個行動性
[00:05:54.920 --> 00:05:57.720]  保羅說是傳神的福音
[00:05:57.720 --> 00:05:58.720]  神的福音是什麼呢?
[00:05:58.720 --> 00:06:01.520]  在第二至第四節他解釋了
[00:06:01.520 --> 00:06:03.520]  這福音是神從前
[00:06:03.520 --> 00:06:06.920]  直眾先知在聖經上所應許的
[00:06:06.920 --> 00:06:08.920]  原來早就說過了
[00:06:08.920 --> 00:06:12.320]  神的福音是從舊約講到新約
[00:06:12.320 --> 00:06:13.520]  就是這樣應驗
[00:06:13.520 --> 00:06:14.520]  應驗什麼呢?
[00:06:14.520 --> 00:06:15.720]  在第三至第四節
[00:06:15.720 --> 00:06:17.520]  他說論到他兒子
[00:06:17.520 --> 00:06:19.120]  我主耶穌基督
[00:06:19.120 --> 00:06:20.520]  按肉體來說
[00:06:20.520 --> 00:06:23.320]  他是從大衛後裔所生的
[00:06:23.320 --> 00:06:25.320]  按聖善的靈來說
[00:06:25.320 --> 00:06:27.520]  他因從死裡復活
[00:06:27.520 --> 00:06:31.120]  以大能來顯明他是神的兒子
[00:06:31.120 --> 00:06:32.720]  所以說到耶穌基督
[00:06:32.720 --> 00:06:36.320]  他在世作為人的身份
[00:06:36.320 --> 00:06:38.120]  他是大衛的後裔
[00:06:38.120 --> 00:06:42.520]  因為他的生命線是跟約瑟瑪利亞
[00:06:42.520 --> 00:06:45.320]  但是他另一個身份更重要
[00:06:45.320 --> 00:06:47.320]  他是神的兒子
[00:06:47.320 --> 00:06:52.520]  是聖靈從童貞女瑪利亞感人而生
[00:06:52.520 --> 00:06:54.320]  他是上帝的兒子
[00:06:54.320 --> 00:06:56.120]  傳人神的福音
[00:06:56.120 --> 00:06:59.320]  是保羅的工作
[00:06:59.320 --> 00:07:01.920]  這是他領受的召命
[00:07:01.920 --> 00:07:03.120]  其實我們每一個人
[00:07:03.120 --> 00:07:05.320]  都有這一部分的召命
[00:07:05.320 --> 00:07:09.720]  或者說保羅有專職要做
[00:07:09.720 --> 00:07:11.720]  我們大部分人
[00:07:11.720 --> 00:07:14.320]  就是副業去做這件事
[00:07:14.320 --> 00:07:16.920]  但其實上帝都會呼召我們
[00:07:16.920 --> 00:07:18.720]  有一些可能是崗位性的
[00:07:18.720 --> 00:07:20.920]  或者一些專職性的事
[00:07:20.920 --> 00:07:22.320]  無論在教會
[00:07:22.320 --> 00:07:24.320]  在我們讀書的地方
[00:07:24.320 --> 00:07:25.520]  在我們工作的地方
[00:07:25.520 --> 00:07:27.320]  在家庭 在論社
[00:07:27.320 --> 00:07:28.920]  傳福音
[00:07:28.920 --> 00:07:30.720]  去到世界不同的地方
[00:07:30.720 --> 00:07:33.120]  都是我們應該要做的
[00:07:33.120 --> 00:07:36.320]  約翰.衛斯理是十八世紀英國的神學家
[00:07:36.320 --> 00:07:37.320]  他有一句名言
[00:07:37.320 --> 00:07:40.520]  他說:世界就是我的墓區
[00:07:40.520 --> 00:07:42.520]  他所要關心的人
[00:07:42.520 --> 00:07:44.520]  或者福音要傳到哪裡
[00:07:44.520 --> 00:07:47.520]  是世界每一個地方
[00:07:47.520 --> 00:07:48.520]  另一個神學家
[00:07:48.520 --> 00:07:50.720]  大家可能近期會多聽到他的名字
[00:07:50.720 --> 00:07:52.920]  他叫潘霍華
[00:07:52.920 --> 00:07:57.320]  他是德國的神學家
[00:07:57.320 --> 00:08:00.320]  他寫一本書《獄中書簡》
[00:08:00.320 --> 00:08:03.120]  他說教會是為人類而生存
[00:08:03.120 --> 00:08:04.320]  這才是他的面貌
[00:08:04.320 --> 00:08:05.320]  教會要做些什麼
[00:08:05.320 --> 00:08:07.120]  教會應該是將一切的基金
[00:08:07.120 --> 00:08:10.720]  都獻給窮苦和缺乏的人
[00:08:10.720 --> 00:08:12.520]  所以做辭位的工作很重要
[00:08:12.520 --> 00:08:15.320]  我們教會不是將一切基金放在辭位上
[00:08:15.320 --> 00:08:16.320]  但我們也不少
[00:08:16.320 --> 00:08:19.520]  我們每一年撥去冥恩中心
[00:08:19.520 --> 00:08:22.520]  做的都是一個社會服務的工作
[00:08:22.520 --> 00:08:25.120]  其實由之前的幾十萬
[00:08:25.120 --> 00:08:26.320]  去到百多萬
[00:08:26.320 --> 00:08:27.120]  去到去年
[00:08:27.120 --> 00:08:28.520]  今年我們有二百萬
[00:08:28.520 --> 00:08:29.520]  或者二百二十萬
[00:08:29.520 --> 00:08:31.120]  有時候中心用不完
[00:08:31.120 --> 00:08:32.920]  是退回給教會的
[00:08:32.920 --> 00:08:35.120]  這也是很重要的一部分
[00:08:35.120 --> 00:08:38.720]  還有教會必須參加外界的社會活動
[00:08:38.720 --> 00:08:39.920]  不是去統治
[00:08:39.920 --> 00:08:41.920]  而是去協助和服務
[00:08:41.920 --> 00:08:44.520]  教會做這些一切
[00:08:44.520 --> 00:08:45.920]  教會不可以獨善其身
[00:08:45.920 --> 00:08:47.720]  跟這個社區有關係
[00:08:47.720 --> 00:08:50.720]  還要做的一切都是見證服任
[00:08:50.720 --> 00:08:53.120]  這些是我們要做的事情
[00:08:53.120 --> 00:08:54.520]  一說到做
[00:08:54.520 --> 00:08:55.520]  有時候我們很害怕
[00:08:55.520 --> 00:08:57.520]  回應召命就是要做
[00:08:57.520 --> 00:08:59.320]  無論是做專職的傳道人也好
[00:08:59.320 --> 00:09:01.520]  或者我們的副業
[00:09:01.520 --> 00:09:03.120]  我們要傳揚福音也好
[00:09:03.120 --> 00:09:04.920]  或者我們有些崗位性的
[00:09:04.920 --> 00:09:06.120]  你就是回來做師事
[00:09:06.120 --> 00:09:06.920]  做師班
[00:09:06.920 --> 00:09:07.320]  做職員
[00:09:07.320 --> 00:09:07.920]  做組長
[00:09:07.920 --> 00:09:10.520]  這些是要做的事情
[00:09:10.520 --> 00:09:11.520]  我們就很害怕
[00:09:11.520 --> 00:09:12.320]  為什麼呢
[00:09:12.320 --> 00:09:14.920]  有時候我們覺得力不能勝
[00:09:14.920 --> 00:09:15.920]  我們做不到
[00:09:15.920 --> 00:09:18.120]  或者我沒什麼用
[00:09:18.120 --> 00:09:18.920]  我又不懂
[00:09:18.920 --> 00:09:19.720]  唱歌又走音
[00:09:19.720 --> 00:09:20.720]  做不到
[00:09:20.720 --> 00:09:21.520]  我做這件事又不行
[00:09:21.520 --> 00:09:21.920]  那件事又不行
[00:09:21.920 --> 00:09:24.520]  我們會很有挫敗感
[00:09:24.520 --> 00:09:26.320]  其實我們要留意
[00:09:26.320 --> 00:09:28.720]  召命要去做
[00:09:28.720 --> 00:09:30.320]  或者一個崗位
[00:09:30.320 --> 00:09:31.520]  一個專職
[00:09:31.520 --> 00:09:34.720]  其實是召命的一部分
[00:09:34.720 --> 00:09:36.520]  另一部分是什麼呢
[00:09:36.520 --> 00:09:38.120]  原來上帝都呼召我們
[00:09:38.120 --> 00:09:39.520]  成為一個人
[00:09:39.520 --> 00:09:40.520]  一個什麼人呢
[00:09:40.520 --> 00:09:42.320]  是一個聖人
[00:09:42.320 --> 00:09:45.920]  或者保羅用的說話是一個聖徒
[00:09:45.920 --> 00:09:47.720]  第二的向度
[00:09:47.720 --> 00:09:49.720]  召命是說什麼呢
[00:09:49.720 --> 00:09:52.720]  上帝呼召我們成為聖徒
[00:09:52.720 --> 00:09:55.120]  你和我都是聖徒
[00:09:55.120 --> 00:09:56.320]  而保羅特別說
[00:09:56.320 --> 00:09:59.120]  他寫信給羅馬教會的人
[00:09:59.120 --> 00:10:00.920]  在羅馬一個很大的地方
[00:10:00.920 --> 00:10:02.720]  教會有很多人組成
[00:10:02.720 --> 00:10:03.720]  有猶太人
[00:10:03.720 --> 00:10:04.520]  有外邦人
[00:10:04.520 --> 00:10:05.520]  這個組成是什麼呢
[00:10:05.520 --> 00:10:07.920]  原來全部都是聖徒
[00:10:07.920 --> 00:10:11.720]  他是奉召作聖徒的眾人
[00:10:11.720 --> 00:10:13.720]  所以不是一個對一個
[00:10:13.720 --> 00:10:15.320]  所有信耶穌的人
[00:10:15.320 --> 00:10:17.520]  都是奉召作聖徒
[00:10:17.520 --> 00:10:19.120]  奉召作聖徒的重點
[00:10:19.120 --> 00:10:20.520]  不是做什麼
[00:10:20.520 --> 00:10:21.920]  而是他的身份
[00:10:21.920 --> 00:10:23.520]  而是他這個人
[00:10:23.520 --> 00:10:26.320]  所以用英文也是比較容易表達的
[00:10:26.320 --> 00:10:29.520]  Called to be saints
[00:10:29.520 --> 00:10:32.120]  成為聖人
[00:10:32.120 --> 00:10:32.720]  Called to be
[00:10:32.720 --> 00:10:34.320]  他成為一個什麼樣的人
[00:10:34.320 --> 00:10:36.520]  這個人是說他的身份
[00:10:36.520 --> 00:10:38.920]  他是分別出來歸於上帝
[00:10:38.920 --> 00:10:40.120]  我們一說聖徒
[00:10:40.120 --> 00:10:40.720]  就想到
[00:10:40.720 --> 00:10:41.920]  哇!就是天天祈禱
[00:10:41.920 --> 00:10:43.520]  讀經、靈修這種的聖徒
[00:10:43.520 --> 00:10:45.120]  開口是感謝主
[00:10:45.120 --> 00:10:46.520]  結尾也是感謝主
[00:10:46.520 --> 00:10:47.920]  這種的聖徒
[00:10:47.920 --> 00:10:49.520]  但聖徒是說什麼呢
[00:10:49.520 --> 00:10:51.720]  這個人是信了耶穌的人
[00:10:51.720 --> 00:10:54.120]  這個人因著耶穌的緣故
[00:10:54.120 --> 00:10:56.120]  被分別出來歸上帝的人
[00:10:56.120 --> 00:10:57.520]  所以你和我都是
[00:10:57.520 --> 00:11:00.120]  無論你和我的言行是怎樣
[00:11:00.120 --> 00:11:03.120]  當然保羅有提示信徒
[00:11:03.120 --> 00:11:04.920]  他說我們的言行
[00:11:04.920 --> 00:11:08.720]  要和我們所蒙的因相稱
[00:11:08.720 --> 00:11:10.920]  和我們的身份相稱
[00:11:10.920 --> 00:11:11.920]  是,要相稱
[00:11:11.920 --> 00:11:13.320]  特庚還說
[00:11:13.320 --> 00:11:15.720]  在我們那些行為未相稱的時候
[00:11:15.720 --> 00:11:19.320]  其實我們這個身份已經有
[00:11:19.320 --> 00:11:23.520]  我們蒙召成為一個新造的人
[00:11:23.520 --> 00:11:24.720]  保羅他自己曾經說
[00:11:24.720 --> 00:11:26.320]  我已經與基督同釘十字架
[00:11:26.320 --> 00:11:27.720]  現在活著的不再是我
[00:11:27.720 --> 00:11:29.720]  乃是基督在我裡面活著
[00:11:29.720 --> 00:11:30.720]  我們這個人
[00:11:30.720 --> 00:11:32.320]  不再是自己這個人
[00:11:32.320 --> 00:11:34.520]  已經有耶穌進入我們生命
[00:11:34.520 --> 00:11:36.920]  所以我們是一個新造的人
[00:11:36.920 --> 00:11:38.120]  而我們這個人
[00:11:38.120 --> 00:11:39.520]  是一個新造的人
[00:11:39.520 --> 00:11:40.920]  又在說什麼呢
[00:11:40.920 --> 00:11:42.520]  耶穌說
[00:11:42.520 --> 00:11:44.120]  信的人有永生
[00:11:44.120 --> 00:11:45.920]  我們往往就看
[00:11:45.920 --> 00:11:46.720]  上天堂
[00:11:46.720 --> 00:11:48.720]  這個在喪禮上常常說的
[00:11:48.720 --> 00:11:49.520]  是對的
[00:11:49.520 --> 00:11:50.920]  我們信的人有永生
[00:11:50.920 --> 00:11:51.920]  這個永遠的生命
[00:11:51.920 --> 00:11:53.920]  說我們永遠與神一起
[00:11:53.920 --> 00:11:55.720]  在天堂就是這樣表達
[00:11:55.720 --> 00:11:57.520]  但這個信的人有永生
[00:11:57.520 --> 00:11:59.320]  什麼時候有永生呢
[00:11:59.320 --> 00:12:00.320]  不是死後才有永生
[00:12:00.320 --> 00:12:01.720]  什麼時候有呢
[00:12:01.720 --> 00:12:03.520]  你信的時候就有了
[00:12:03.520 --> 00:12:06.120]  這裡說的永生是說新的生命
[00:12:06.120 --> 00:12:07.520]  是有耶穌在我們裡面
[00:12:07.520 --> 00:12:09.120]  我們就有新的生命
[00:12:09.120 --> 00:12:10.920]  而這種新的生命就告訴你
[00:12:10.920 --> 00:12:12.720]  原來我們有一個新的身份
[00:12:12.720 --> 00:12:14.920]  我們撥歸於神
[00:12:14.920 --> 00:12:19.120]  分別出來是給上帝,在上帝那裡
[00:12:19.120 --> 00:12:20.920]  用舊約的觀念來說
[00:12:20.920 --> 00:12:22.720]  契冥
[00:12:22.720 --> 00:12:23.920]  新約其實也有說
[00:12:23.920 --> 00:12:24.820]  舊約
[00:12:24.820 --> 00:12:25.620]  祭司
[00:12:25.620 --> 00:12:26.520]  利未記說
[00:12:26.520 --> 00:12:27.520]  他們要分別出來
[00:12:27.520 --> 00:12:30.120]  是一個分別的群體
[00:12:30.120 --> 00:12:31.520]  上帝用他們
[00:12:31.520 --> 00:12:33.920]  所以你和我都有這個身份
[00:12:33.920 --> 00:12:36.320]  我們不要誤會
[00:12:36.320 --> 00:12:38.320]  回應召命
[00:12:38.320 --> 00:12:41.920]  只是那些傳道人
[00:12:41.920 --> 00:12:43.120]  這樣比較容易
[00:12:43.120 --> 00:12:45.720]  譬如上帝這樣揀選夫子專職
[00:12:45.720 --> 00:12:47.120]  或者有些工作
[00:12:47.120 --> 00:12:48.320]  也比較容易回應
[00:12:48.320 --> 00:12:49.120]  那些工作是什麼呢
[00:12:49.120 --> 00:12:49.920]  做老師
[00:12:49.920 --> 00:12:51.720]  我們在座不少
[00:12:51.720 --> 00:12:52.520]  做老師
[00:12:52.520 --> 00:12:54.320]  但是有使命感
[00:12:54.320 --> 00:12:55.320]  作育英才
[00:12:55.320 --> 00:12:56.920]  好好教導學生
[00:12:56.920 --> 00:12:57.520]  甚至是怎樣呢
[00:12:57.520 --> 00:12:58.720]  向家長傳福音
[00:12:58.720 --> 00:12:59.920]  向小朋友傳福音
[00:12:59.920 --> 00:13:01.520]  向中學生帶領信主
[00:13:01.520 --> 00:13:02.520]  比較容易
[00:13:02.520 --> 00:13:03.720]  我們很多做社工的
[00:13:03.720 --> 00:13:05.320]  覺得有時候也比較容易
[00:13:05.320 --> 00:13:05.920]  為什麼呢
[00:13:05.920 --> 00:13:08.320]  關心社會大眾
[00:13:08.320 --> 00:13:10.320]  或者關心弱勢群體
[00:13:10.320 --> 00:13:11.520]  我們爭取公義
[00:13:11.520 --> 00:13:12.920]  扶持弱勢
[00:13:12.920 --> 00:13:13.920]  也比較容易
[00:13:13.920 --> 00:13:16.920]  那其他的職業
[00:13:16.920 --> 00:13:17.920]  怎樣呢
[00:13:17.920 --> 00:13:20.720]  我做會計
[00:13:20.720 --> 00:13:22.920]  怎樣會出召命
[00:13:22.920 --> 00:13:23.720]  不容易吧
[00:13:23.720 --> 00:13:27.520]  我在公司做物流
[00:13:27.520 --> 00:13:28.520]  怎樣會出召命
[00:13:28.520 --> 00:13:29.320]  難道像人家那樣
[00:13:29.320 --> 00:13:30.520]  如果我做寄信
[00:13:30.520 --> 00:13:33.120]  加一張單張給他嗎
[00:13:33.120 --> 00:13:34.720]  不可以的
[00:13:34.720 --> 00:13:36.720]  甚至是你做廚房
[00:13:36.720 --> 00:13:37.520]  廚房
[00:13:37.520 --> 00:13:38.520]  我炒菜
[00:13:38.520 --> 00:13:38.920]  我煮菜
[00:13:38.920 --> 00:13:40.120]  難道做一個心形
[00:13:40.120 --> 00:13:40.720]  不行的
[00:13:40.720 --> 00:13:43.520]  不可以每次都代表耶穌愛你
[00:13:43.520 --> 00:13:44.720]  不可以的
[00:13:44.720 --> 00:13:46.720]  那怎樣呢
[00:13:46.720 --> 00:13:48.920]  近年的確多了很多人探討
[00:13:48.920 --> 00:13:49.920]  職場神學
[00:13:49.920 --> 00:13:51.520]  或者職場召命
[00:13:51.520 --> 00:13:53.520]  為了讓同會更了解
[00:13:53.520 --> 00:13:55.720]  和支援香港的信徒
[00:13:55.720 --> 00:13:56.720]  在工作上
[00:13:56.720 --> 00:13:57.920]  怎樣活出我們的信仰
[00:13:57.920 --> 00:13:58.920]  有一個組織
[00:13:58.920 --> 00:14:00.920]  叫做香港人才服務機構
[00:14:00.920 --> 00:14:02.320]  在2018年
[00:14:02.320 --> 00:14:04.120]  透過電郵和網站
[00:14:04.120 --> 00:14:06.920]  和很多信徒做訪問
[00:14:06.920 --> 00:14:10.120]  大概有千九人做回應
[00:14:10.120 --> 00:14:11.920]  大部分人告訴我們
[00:14:11.920 --> 00:14:12.720]  工作是什麼
[00:14:12.720 --> 00:14:13.320]  對他們來說
[00:14:13.320 --> 00:14:15.920]  工作是責任
[00:14:15.920 --> 00:14:17.520]  工作是維生的
[00:14:17.520 --> 00:14:17.920]  為什麼
[00:14:17.920 --> 00:14:18.520]  我要養家
[00:14:18.520 --> 00:14:20.120]  所以就要工作
[00:14:20.120 --> 00:14:22.520]  我要自己生活
[00:14:22.520 --> 00:14:23.320]  不要說養家
[00:14:23.320 --> 00:14:24.520]  有些人是自己單身的
[00:14:24.520 --> 00:14:27.120]  還沒結婚
[00:14:27.120 --> 00:14:28.720]  也要吃
