
[00:00:00.000 --> 00:00:03.740]  如果大家記得我們在講立位祭的時候
[00:11:40.060 --> 00:11:41.380]  地上的塵沙
[00:11:41.380 --> 00:11:47.580]  這豈不是亞伯拉罕的應許裏面的其中一個成就
[00:11:47.580 --> 00:11:51.700]  上帝曾經應許亞伯拉罕
[00:11:51.700 --> 00:11:56.140]  他的後裔會多到好像天上的星星
[00:11:56.140 --> 00:11:58.980]  海上的沙土一樣
[00:11:58.980 --> 00:12:02.060]  沒有辦法有人可以數算得了
[00:12:02.060 --> 00:12:05.020]  這個是你看見上帝的福氣
[00:12:05.020 --> 00:12:08.780]  已經在以色列人的身上開始呈現
[00:12:08.780 --> 00:12:13.620]  第二個祝福二十三章第二十二節二十三節
[00:12:13.620 --> 00:12:15.060]  又是一個片段
[00:12:15.060 --> 00:12:16.740]  我們只可以讀兩節
[00:12:16.740 --> 00:12:19.700]  上帝領他們出埃及
[00:12:19.700 --> 00:12:23.580]  爲以色列有如野牛的腳
[00:12:23.580 --> 00:12:27.580]  當你說以色列是有這個野牛的腳
[00:12:27.580 --> 00:12:29.220]  腳是代表權力
[00:12:29.220 --> 00:12:33.260]  所以這以色列人是上帝帶他們出埃及
[00:12:33.260 --> 00:12:37.900]  出埃及的時候他們彷彿就是一個我們說難民
[00:12:37.900 --> 00:12:39.940]  但是這個難民很奇妙
[00:12:39.940 --> 00:12:42.300]  這個難民有權柄
[00:12:42.300 --> 00:12:45.860]  因爲耶和華把他的權柄賜給他們
[00:12:45.860 --> 00:12:50.660]  所以他們經過這個曠野的時候
[00:12:50.660 --> 00:12:54.220]  每一個部落的人都懼怕他們
[00:12:54.220 --> 00:12:55.540]  他們都勝利
[00:12:55.540 --> 00:12:56.860]  他們打的每一個仗
[00:12:56.860 --> 00:12:59.740]  因爲上帝是他們的腳
[00:12:59.740 --> 00:13:02.060]  上帝把權柄賦予他們
[00:13:02.060 --> 00:13:05.140]  二十三節更有趣更美麗
[00:13:05.140 --> 00:13:08.820]  絕沒有法俗可以傷雅各
[00:13:08.820 --> 00:13:13.460]  沒有占卜可以傷害以色列人
[00:13:13.460 --> 00:13:15.580]  以色列人是白讀不清
[00:13:15.580 --> 00:13:16.940]  你沒有辦法毒死他
[00:13:16.940 --> 00:13:18.540]  你沒有辦法詛咒他
[00:13:18.540 --> 00:13:24.900]  你沒有辦法找一些魔女
[00:13:24.900 --> 00:13:29.620]  什麼去做一個降頭在他們的身上
[00:13:29.620 --> 00:13:31.820]  沒有人可以傷害以色列人
[00:13:31.820 --> 00:13:32.460]  爲什麼
[00:13:32.460 --> 00:13:34.500]  因爲耶和華與他們同在
[00:13:34.500 --> 00:13:39.500]  現在人論及以色列
[00:13:39.500 --> 00:13:43.580]  必說上帝成就了何等的事
[00:13:43.580 --> 00:13:46.820]  上帝成就了出埃及籍
[00:13:46.820 --> 00:13:49.700]  但是上帝不單只是把他們帶出埃及
[00:13:49.700 --> 00:13:53.940]  上帝更供應他們四十年在曠野的需要
[00:13:53.940 --> 00:13:57.540]  上帝還要把他們帶進應許之地
[00:13:57.540 --> 00:13:58.660]  他說有一天
[00:13:58.660 --> 00:14:01.700]  當這些事情都要成就的時候
[00:14:01.700 --> 00:14:07.940]  人們會讚歎上帝是耶和華成就了這一切
[00:14:07.940 --> 00:14:10.900]  所以你看做上帝的子民是多麼有福氣
[00:14:10.900 --> 00:14:12.300]  你有權柄
[00:14:12.300 --> 00:14:15.140]  儘管你本來是一無所有
[00:14:15.140 --> 00:14:18.380]  你是一個難民
[00:14:18.380 --> 00:14:21.340]  你本來是一個很軟弱的子民
[00:14:21.340 --> 00:14:24.100]  但是你現在沒有任何的法俗
[00:14:24.100 --> 00:14:28.860]  沒有任何一個外面的權柄可以傷害到你
[00:14:28.860 --> 00:14:32.860]  真的感謝神非常美麗的一個故事
[00:14:32.860 --> 00:14:36.220]  還有第三個祝福我們一起再看
[00:14:36.220 --> 00:14:37.540]  第三次的祝福
[00:14:37.540 --> 00:14:40.820]  第二十四章第八節跟九節
[00:14:40.820 --> 00:14:42.980]  上帝領他們出埃及
[00:14:42.980 --> 00:14:47.140]  喂他有乳野牛的角
[00:14:47.140 --> 00:14:51.580]  這個又是跟前面是平行的
[00:14:51.580 --> 00:14:54.740]  所以前面也是講乳野牛的角
[00:14:54.740 --> 00:14:56.500]  這裏也是講野牛的角
[00:14:56.500 --> 00:14:58.660]  他們有權柄在他們的身上
[00:14:58.660 --> 00:15:01.140]  因爲耶和華帶領着他們
[00:15:01.140 --> 00:15:05.580]  他說以色列人要吞滅那敵對他的國
[00:15:05.580 --> 00:15:07.260]  壓碎他們的骨頭
[00:15:07.260 --> 00:15:09.540]  用劍射透他們
[00:15:09.540 --> 00:15:11.780]  以色列人戰無不勝
[00:15:11.780 --> 00:15:14.580]  他們沒到一個地方
[00:15:14.580 --> 00:15:16.540]  上帝與他們同在
[00:15:16.540 --> 00:15:22.700]  他們不會有任何的失敗
[00:15:22.700 --> 00:15:26.380]  二十四章第九節更有趣
[00:15:26.380 --> 00:15:29.540]  凡爲你祝福的蒙他
[00:15:29.540 --> 00:15:30.740]  願他蒙福
[00:15:30.740 --> 00:15:33.660]  凡詛咒你的願他受詛咒
[00:15:33.660 --> 00:15:34.580]  這是什麼東西
[00:15:34.580 --> 00:15:36.620]  這又是亞伯拉罕
[00:15:36.620 --> 00:15:41.460]  上帝跟亞伯拉罕立約的其中一個內容
[00:15:41.460 --> 00:15:43.580]  最後他們要成爲一個大國
[00:15:43.580 --> 00:15:45.860]  凡祝福他們的
[00:15:45.860 --> 00:15:47.940]  降福在他們面前
[00:15:47.940 --> 00:15:53.180]  就加入他們這個約
[00:15:53.180 --> 00:15:55.260]  然後在這個約裏面他會蒙福
[00:15:55.260 --> 00:15:57.420]  但是凡詛咒拒絕他們
[00:15:57.420 --> 00:15:59.740]  要跟他們成爲敵人的人
[00:15:59.740 --> 00:16:01.820]  他們必須要受到詛咒
[00:16:01.820 --> 00:16:04.060]  所以你看到上帝的祝福
[00:16:04.060 --> 00:16:06.780]  完全是跟亞伯拉罕的
[00:16:06.780 --> 00:16:11.700]  他的應許是很有默契的關係
[00:16:11.700 --> 00:16:13.540]  到這個情況爲止
[00:16:13.540 --> 00:16:16.620]  雖然以色列人在過去已經多次
[00:16:16.620 --> 00:16:17.540]  叛逆上帝
[00:16:17.540 --> 00:16:20.940]  但上帝說我會忠心成就
[00:16:20.940 --> 00:16:23.060]  我對亞伯拉罕的應許
[00:16:23.060 --> 00:16:24.700]  所以簡單來說
[00:16:24.700 --> 00:16:27.900]  只要以色列人自己保守自己
[00:16:27.900 --> 00:16:29.100]  在這個約裏面
[00:16:29.100 --> 00:16:31.020]  他們真的戰無不勝
[00:16:31.020 --> 00:16:33.580]  他們沒有人可以傷害到他
[00:16:33.580 --> 00:16:35.140]  沒有任何魔法
[00:16:35.140 --> 00:16:38.380]  什麼法術可以傷害到他
[00:16:38.380 --> 00:16:40.540]  以色列人不會輸
[00:16:40.540 --> 00:16:42.180]  不能輸
[00:16:42.180 --> 00:16:44.900]  除非他們自殘
[00:16:44.900 --> 00:16:48.300]  除非他們自己傷害自己
[00:16:48.300 --> 00:16:50.940]  沒有人可以傷害到他們
[00:16:50.940 --> 00:16:53.580]  所有外面的東西不可以傷害他們
[00:16:53.580 --> 00:16:56.460]  但是不代表裏面的東西不可以傷害他們
[00:16:56.460 --> 00:16:57.740]  所以爲什麼我今天
[00:16:57.740 --> 00:17:00.700]  除了跟你看23、24章之外
[00:17:00.700 --> 00:17:02.980]  還要再看25章
[00:17:02.980 --> 00:17:04.980]  因爲這個故事還沒有完
[00:17:04.980 --> 00:17:10.820]  當上帝做了那麼偉大的一個祝福
[00:17:10.820 --> 00:17:14.980]  當巴蘭去詛咒以色列人的時候
[00:17:14.980 --> 00:17:16.420]  是以色列人看不見
[00:17:16.420 --> 00:17:17.900]  他是在遠方
[00:17:17.900 --> 00:17:20.540]  在外圍去詛咒他們
[00:17:20.540 --> 00:17:21.220]  對不對
[00:17:21.220 --> 00:17:23.900]  然後以色列人自己在走
[00:17:23.900 --> 00:17:27.740]  都不知道自己有那麼大的福氣陪伴着
[00:17:27.740 --> 00:17:30.780]  但是這個故事還沒有完
[00:17:30.780 --> 00:17:32.140]  因爲還有25章
[00:17:32.140 --> 00:17:33.780]  25章就不得了了
[00:17:33.780 --> 00:17:36.100]  以色列人雖然沒有辦法
[00:17:36.100 --> 00:17:38.420]  沒有人可以從外面勝過他們
[00:17:38.420 --> 00:17:41.100]  但是裏面他們可以自殘
[00:17:41.100 --> 00:17:43.940]  把自己殺死
[00:17:43.940 --> 00:17:45.300]  25章第一節
[00:17:45.300 --> 00:17:46.620]  二節三節這樣說
[00:17:46.620 --> 00:17:53.180]  以色列人住在舍町
[00:17:53.180 --> 00:17:56.860]  百姓開始與摩亞女子行營
[00:17:56.860 --> 00:18:01.780]  這些女子請百姓一同爲她們的神明獻祭
[00:18:01.780 --> 00:18:04.060]  百姓喫了祭物
[00:18:04.060 --> 00:18:06.260]  跪拜她們的神明
[00:18:06.260 --> 00:18:10.380]  以色列人與巴黎比爾聯合
[00:18:10.380 --> 00:18:14.940]  耶和華的怒氣就向以色列人發作
[00:18:14.940 --> 00:18:17.740]  比爾是一個地方
[00:18:17.740 --> 00:18:21.580]  巴黎是當地的神明
[00:18:21.580 --> 00:18:24.860]  他說以色列人在那邊
[00:18:24.860 --> 00:18:30.460]  去符合在上帝的怒氣向他們發作
[00:18:30.460 --> 00:18:33.860]  如果你有機會去看到最後的
[00:18:33.860 --> 00:18:36.020]  民宿紀31章第16節的話
[00:18:36.020 --> 00:18:41.420]  你發現原來這個計謀是誰想出來的
[00:18:41.420 --> 00:18:43.500]  這個計謀是巴蘭想出來的
[00:18:43.500 --> 00:18:47.380]  巴蘭知道他從外面他不可以詛咒他們
[00:18:47.380 --> 00:18:48.860]  但是巴蘭說
[00:18:48.860 --> 00:18:52.060]  如果你要擊敗以色列人其實很容易
[00:18:52.060 --> 00:18:53.820]  讓他們自殘
[00:18:53.820 --> 00:18:56.060]  只要你去引誘他們
[00:18:56.060 --> 00:18:58.700]  他們沒辦法不受這個引誘
[00:18:58.700 --> 00:19:02.980]  他們就因爲他們是一個愛偶像的子民
[00:19:02.980 --> 00:19:05.500]  正如他們在40年裏面
[00:19:05.500 --> 00:19:08.540]  惦掛着在埃及的偶像
[00:19:08.540 --> 00:19:14.820]  現在他們有當地的貝爾比爾去跟他們敬拜
[00:19:14.820 --> 00:19:17.740]  那我們不知道以色列人的人是喜歡
[00:19:17.740 --> 00:19:23.260]  這個女子行營還是喜歡獻祭儀制
[00:19:23.260 --> 00:19:29.500]  原來因爲當時的像假的神明獻祭
[00:19:29.500 --> 00:19:33.340]  都很多跟行營是一起的
[00:19:33.340 --> 00:19:38.220]  所以當時候的紅燈區全部都是在這些殿宇裏面
[00:19:38.220 --> 00:19:40.820]  我們不知道他是因爲行營所以去敬拜
[00:19:40.820 --> 00:19:43.380]  還是因爲他們敬拜就去行營
[00:19:43.380 --> 00:19:48.380]  無論如何這兩件事在耶和華眼中看爲非常的惡
[00:19:48.380 --> 00:19:52.060]  那如果你有機會回去再看繼續下去那一段
[00:19:52.060 --> 00:19:53.380]  就很有意思的
[00:19:53.380 --> 00:19:58.220]  因爲當摩西在呼召他們悔改
[00:19:58.220 --> 00:20:05.020]  也有當中間有一些人在惠莫的門口哭泣悔改的時候
[00:20:05.020 --> 00:20:11.140]  居然有一個以色列人帶着另外一個彌甸的女子走過去要行營
[00:20:11.140 --> 00:20:16.460]  最後可以拯救以色列人從上帝的憤怒裏面拯救出來
[00:20:16.460 --> 00:20:25.940]  是因爲有一個立偉人菲尼哈他拿起一支棒
[00:20:25.940 --> 00:20:29.580]  一個槍就把這兩人殺死
[00:20:29.580 --> 00:20:31.900]  所以上帝的怒氣才停息下
[00:20:31.900 --> 00:20:34.660]  原來當時上帝已經給他們一個瘟疫
[00:20:34.660 --> 00:20:38.740]  在那個瘟疫裏面死了兩萬四千人
[00:20:38.740 --> 00:20:43.980]  所以這個故事在講外面的東西沒辦法傷害你
[00:20:43.980 --> 00:20:49.140]  但是你要得到上帝的祝福還是有個條件
[00:20:49.140 --> 00:20:50.340]  這個條件是什麼
[00:20:50.340 --> 00:20:55.540]  你不可以離開你在約裏面與上帝所立的約
