
[00:00:00.000 --> 00:00:02.000]  各位來賓各位朋友
[00:01:30.000 --> 00:01:32.000]  我個個都這樣說 不好意思
[00:01:32.000 --> 00:01:34.000]  真的不是詩歌
[00:01:34.000 --> 00:01:38.000]  詩歌是有聖誕耶穌基督的訊息在裡面
[00:01:38.000 --> 00:01:40.000]  第二位
[00:01:40.000 --> 00:01:44.000]  普世歡騰 不說你都應該會知道
[00:01:44.000 --> 00:01:49.000]  391個大福拋離一個版權的數目
[00:01:49.000 --> 00:01:55.000]  十大聖誕金曲龍虎榜第三位
[00:01:55.000 --> 00:01:57.000]  噔噔噔噔
[00:01:57.000 --> 00:01:59.000]  哪首
[00:01:59.000 --> 00:02:03.000]  聽不到
[00:02:03.000 --> 00:02:05.000]  還有沒有
[00:02:05.000 --> 00:02:07.000]  少一些話題還有沒有
[00:02:07.000 --> 00:02:09.000]  聽聽聽 天使高聲唱
[00:02:09.000 --> 00:02:11.000]  有些不同
[00:02:11.000 --> 00:02:13.000]  終於這一堂有人猜中了
[00:02:13.000 --> 00:02:15.000]  周六第一堂都沒有人猜中
[00:02:15.000 --> 00:02:20.000]  Oh Holy Night 聖善夜 374個版權
[00:02:20.000 --> 00:02:26.000]  這首歌 三首詩歌我都有去看背後的故事
[00:02:26.000 --> 00:02:29.000]  而我發覺第三首 Oh Holy Night
[00:02:29.000 --> 00:02:35.000]  有很多奇妙的故事 甚至是奇蹟的故事在裡面
[00:02:35.000 --> 00:02:37.000]  我最初聽這首詩歌是很多年前
[00:02:37.000 --> 00:02:39.000]  我以為是一首流行曲
[00:02:39.000 --> 00:02:41.000]  因為有流行歌星來唱
[00:02:41.000 --> 00:02:44.000]  很優美的旋律 很美好的歌詞
[00:02:44.000 --> 00:02:46.000]  原來原曲是一首法國
[00:02:46.000 --> 00:02:50.000]  一開始是一首法國的詩歌
[00:02:50.000 --> 00:02:52.000]  我不懂得讀法文
[00:02:52.000 --> 00:02:54.000]  就是班門龍虎
[00:02:54.000 --> 00:02:58.000]  聖誕歡樂頌歌
[00:02:58.000 --> 00:03:00.000]  在1847年
[00:03:00.000 --> 00:03:05.000]  這位作詞 這位詩人叫卡波
[00:03:05.000 --> 00:03:07.000]  被一個神父
[00:03:07.000 --> 00:03:09.000]  因為法國是天主教的國家
[00:03:09.000 --> 00:03:13.000]  邀請他寫一首很美麗的詩詞
[00:03:13.000 --> 00:03:16.000]  這位詩人原來有一個政績
[00:03:16.000 --> 00:03:18.000]  法國最出名的是什麼
[00:03:18.000 --> 00:03:20.000]  紅酒
[00:03:20.000 --> 00:03:22.000]  他是一個紅酒鑑定員
[00:03:22.000 --> 00:03:25.000]  好像我們中國的詩人一樣
[00:03:25.000 --> 00:03:29.000]  摸著酒杯底 吟詩作對
[00:03:29.000 --> 00:03:31.000]  把酒當歌
[00:03:31.000 --> 00:03:33.000]  結果他看了路加福音
[00:03:33.000 --> 00:03:37.000]  有關耶穌基督誕生的事蹟的記載時間
[00:03:37.000 --> 00:03:41.000]  他就作出了一首很美麗的詩章
[00:03:41.000 --> 00:03:44.000]  就是這個聖誕歡樂頌
[00:03:44.000 --> 00:03:46.000]  他覺得這樣不足夠
[00:03:46.000 --> 00:03:48.000]  他很想把這首詩章
[00:03:48.000 --> 00:03:51.000]  化成一首優美的詩歌
[00:03:51.000 --> 00:03:53.000]  結果他就找了一位
[00:03:53.000 --> 00:03:55.000]  當時法國很出名的作曲家
[00:03:55.000 --> 00:03:57.000]  叫做亞當
[00:03:57.000 --> 00:04:00.000]  第一個奇蹟就在這裡發生
[00:04:00.000 --> 00:04:04.000]  這個亞當是猶太人
[00:04:04.000 --> 00:04:07.000]  猶太人信不信耶穌
[00:04:07.000 --> 00:04:10.000]  猶太人不信耶穌基督是救主
[00:04:10.000 --> 00:04:12.000]  不信耶穌是彌賽亞
[00:04:12.000 --> 00:04:14.000]  因為他們仍然在等待彌賽亞
[00:04:14.000 --> 00:04:17.000]  他們不看新約聖經
[00:04:17.000 --> 00:04:19.000]  但是這個亞當勉為其難
[00:04:19.000 --> 00:04:21.000]  既然受到邀請
[00:04:21.000 --> 00:04:23.000]  他看了這個詩章
[00:04:23.000 --> 00:04:25.000]  他用了三個星期的時間
[00:04:25.000 --> 00:04:29.000]  就譜出了這個優美的樂章
[00:04:29.000 --> 00:04:31.000]  就是我們現在
[00:04:31.000 --> 00:04:32.000]  聖善夜
[00:04:32.000 --> 00:04:34.000]  你有詩的那個音樂
[00:04:34.000 --> 00:04:36.000]  你說是不是一個奇蹟?
[00:04:36.000 --> 00:04:38.000]  竟然有一個猶太人
[00:04:38.000 --> 00:04:43.000]  去作這麼美好歌頌耶穌基督的詩歌
[00:04:43.000 --> 00:04:48.000]  這首歌在1847年的平安夜晚上
[00:04:48.000 --> 00:04:51.000]  在法國的平安夜彌撒
[00:04:51.000 --> 00:04:52.000]  一唱的時候
[00:04:52.000 --> 00:04:54.000]  眾民都很喜愛
[00:04:54.000 --> 00:04:56.000]  教會也很喜愛
[00:04:56.000 --> 00:04:59.000]  但是隨著時日過去不久
[00:04:59.000 --> 00:05:03.000]  這個作詞家卡波離開了教會
[00:05:03.000 --> 00:05:05.000]  而當教會找到
[00:05:05.000 --> 00:05:07.000]  發現這個作曲人
[00:05:07.000 --> 00:05:10.000]  是一個猶太教徒的時間
[00:05:10.000 --> 00:05:12.000]  他們覺得不行
[00:05:12.000 --> 00:05:14.000]  不可以再繼續唱這首詩歌
[00:05:14.000 --> 00:05:16.000]  所謂政治不正確
[00:05:16.000 --> 00:05:18.000]  結果這首這麼美好
[00:05:18.000 --> 00:05:20.000]  去歌頌耶穌基督誕生的詩歌
[00:05:20.000 --> 00:05:23.000]  竟然成為禁歌
[00:05:23.000 --> 00:05:25.000]  教會要將它滅聲
[00:05:25.000 --> 00:05:27.000]  但是當教會
[00:05:27.000 --> 00:05:30.000]  我們現代社會堅離地的時候
[00:05:30.000 --> 00:05:32.000]  民眾就堅貼地
[00:05:32.000 --> 00:05:35.000]  在法國的家庭裡面
[00:05:35.000 --> 00:05:38.000]  在法國的社交圈子
[00:05:38.000 --> 00:05:40.000]  在家裡面
[00:05:40.000 --> 00:05:41.000]  他們每逢聖誕節
[00:05:41.000 --> 00:05:45.000]  就不斷地去唱這首這麼優美的詩歌
[00:05:45.000 --> 00:05:48.000]  去講述耶穌基督誕生的故事
[00:05:48.000 --> 00:05:54.000]  神蹟不是停在這裡
[00:05:54.000 --> 00:05:57.000]  過了不夠十年
[00:05:57.000 --> 00:05:59.000]  在1855年
[00:05:59.000 --> 00:06:01.000]  在大西洋的彼岸
[00:06:01.000 --> 00:06:02.000]  在美國
[00:06:02.000 --> 00:06:04.000]  當時美國的北部
[00:06:04.000 --> 00:06:06.000]  由清教徒帶來的傳統
[00:06:06.000 --> 00:06:09.000]  追求宗教自由的時間
[00:06:09.000 --> 00:06:12.000]  這位基督徒的音樂人
[00:06:12.000 --> 00:06:15.000]  他聽到這首這麼優美的法國詩歌
[00:06:15.000 --> 00:06:18.000]  我為什麼不將它變成一個英文的詩歌
[00:06:18.000 --> 00:06:19.000]  來一起頌唱呢
[00:06:19.000 --> 00:06:22.000]  他就翻譯了這首歌詞
[00:06:22.000 --> 00:06:23.000]  去到英文
[00:06:23.000 --> 00:06:25.000]  就成為了我們今天都唱頌
[00:06:25.000 --> 00:06:28.000]  Oh Holy Night的英文歌詞
[00:06:28.000 --> 00:06:31.000]  為什麼呢
[00:06:31.000 --> 00:06:34.000]  因為這位德懷德先生
[00:06:34.000 --> 00:06:36.000]  他覺得這首歌裡面
[00:06:36.000 --> 00:06:38.000]  形容耶穌基督誕生的訊息
[00:06:38.000 --> 00:06:41.000]  正好是和他們追求自由
[00:06:41.000 --> 00:06:44.000]  這個好消息是非常吻合
[00:06:44.000 --> 00:06:46.000]  因為其中有歌詞是這樣說的
[00:06:46.000 --> 00:06:47.000]  他說
[00:06:47.000 --> 00:06:48.000]  實在地
[00:06:48.000 --> 00:06:51.000]  耶穌基督是教導我們要彼此相愛
[00:06:51.000 --> 00:06:54.000]  耶穌基督的法道就是愛
[00:06:54.000 --> 00:06:56.000]  祂的福音就是和平
[00:06:56.000 --> 00:06:59.000]  一切我們的鎖鏈都要斷開
[00:06:59.000 --> 00:07:03.000]  中賢、奴隸是我們的兄弟
[00:07:03.000 --> 00:07:06.000]  而在耶穌基督的名下
[00:07:06.000 --> 00:07:09.000]  所有的壓迫都要被停止
[00:07:09.000 --> 00:07:13.000]  這首歌成為了當時美國北部
[00:07:13.000 --> 00:07:14.000]  很多基督徒
[00:07:14.000 --> 00:07:16.000]  一首所謂自由之歌
[00:07:16.000 --> 00:07:20.000]  因為裡面說到耶穌基督救主誕生
[00:07:20.000 --> 00:07:22.000]  就是要釋放你和我
[00:07:22.000 --> 00:07:24.000]  在罪惡的枷鎖裡面
[00:07:24.000 --> 00:07:26.000]  被拯救出來
[00:07:28.000 --> 00:07:30.000]  1847年、1855年
[00:07:30.000 --> 00:07:34.000]  聖誕的奇蹟不是停在那裡
[00:07:34.000 --> 00:07:36.000]  直到過了十幾年
[00:07:36.000 --> 00:07:39.000]  在1871年有一個戰爭
[00:07:39.000 --> 00:07:41.000]  持續的打仗
[00:07:41.000 --> 00:07:42.000]  是普法戰爭
[00:07:42.000 --> 00:07:45.000]  就是德國和法國兩個軍隊
[00:07:45.000 --> 00:07:47.000]  在這裡對峙
[00:07:47.000 --> 00:07:53.000]  充滿著恐懼、不安、仇恨的一個地方
[00:07:53.000 --> 00:07:56.000]  在1871年的12月24日晚上
[00:07:56.000 --> 00:08:00.000]  兩軍在寂靜的夜晚對峙
[00:08:00.000 --> 00:08:02.000]  法國那邊
[00:08:02.000 --> 00:08:06.000]  突然間軍中傳來一把聲音
[00:08:06.000 --> 00:08:12.000]  有一個士兵唱著這首
[00:08:12.000 --> 00:08:14.000]  「聖善夜」
[00:08:14.000 --> 00:08:19.000]  接著沒多久
[00:08:19.000 --> 00:08:22.000]  在德軍的陣營裡面
[00:08:22.000 --> 00:08:24.000]  傳出了另外一把聲音
[00:08:24.000 --> 00:08:26.000]  我們知道德國
[00:08:26.000 --> 00:08:30.000]  受著宗教改革家馬丁路德的影響
[00:08:30.000 --> 00:08:32.000]  大部分都是基督徒
[00:08:32.000 --> 00:08:34.000]  這個德國的士兵就唱出了
[00:08:34.000 --> 00:08:37.000]  「我從天上降世來到地上」
[00:08:37.000 --> 00:08:39.000]  「給每個家庭帶來好消息」
[00:08:39.000 --> 00:08:41.000]  「帶來無比喜悅的訊息」
[00:08:41.000 --> 00:08:44.000]  「我現在就要述說和唱頌」
[00:08:44.000 --> 00:08:48.000]  縱然在戰場這麼緊張氣氛的環境裡面
[00:08:48.000 --> 00:08:50.000]  這個德國的士兵
[00:08:50.000 --> 00:08:54.000]  就唱出了這首馬丁路德去到撰寫的
[00:08:54.000 --> 00:08:58.000]  救主降生歌頌的一首詩歌
[00:08:58.000 --> 00:09:01.000]  此氣彼落
[00:09:01.000 --> 00:09:04.000]  神蹟就在那裡發生
[00:09:04.000 --> 00:09:08.000]  因為兩軍接著就去協定
[00:09:08.000 --> 00:09:11.000]  既然是耶穌基督誕生
[00:09:11.000 --> 00:09:13.000]  我們大家都去紀念的日子
[00:09:13.000 --> 00:09:15.000]  未來這二十四個小時
[00:09:15.000 --> 00:09:17.000]  我們就停火了
[00:09:21.000 --> 00:09:23.000]  就是這樣
[00:09:23.000 --> 00:09:25.000]  在一個寧靜的晚上
[00:09:25.000 --> 00:09:29.000]  雙方的士兵都放下仇恨
[00:09:29.000 --> 00:09:31.000]  放下爭鬥
[00:09:31.000 --> 00:09:34.000]  一起用自己的方式去紀念
[00:09:34.000 --> 00:09:36.000]  救主耶穌基督誕生
[00:09:36.000 --> 00:09:41.000]  這首詩歌
[00:09:41.000 --> 00:09:44.000]  不只是因為它的旋律很優美
[00:09:44.000 --> 00:09:47.000]  不只是它的歌詞多麼的豐富
[00:09:47.000 --> 00:09:50.000]  但是講到裡面的訊息
[00:09:50.000 --> 00:09:54.000]  就是你和我到今天都仍然是很真實的
[00:09:54.000 --> 00:09:57.000]  神蹟地發生在我們每個人身上
[00:09:57.000 --> 00:10:01.000]  有關耶穌基督誕生的訊息
[00:10:01.000 --> 00:10:07.000]  神蹟也不是停在1871年的戰場上
[00:10:07.000 --> 00:10:09.000]  往後繼續不斷的發生
[00:10:09.000 --> 00:10:12.000]  當我再講下一個歧視的時間
[00:10:12.000 --> 00:10:14.000]  很想藉著一首音樂
[00:10:14.000 --> 00:10:17.000]  這首詩歌來和大家思想一下
[00:10:17.000 --> 00:10:21.000]  我找了一個影片
[00:10:21.000 --> 00:10:25.000]  是一位可以說是現今英文樂壇裡面
[00:10:25.000 --> 00:10:28.000]  一個最優美的聲音來唱頌這首詩歌
[00:10:28.000 --> 00:10:30.000]  讓我們藉著這首詩歌的這些影像
[00:10:30.000 --> 00:10:32.000]  也有中文的歌詞來翻譯
[00:10:32.000 --> 00:10:35.000]  我們大家一起首先去思想一下這首詩歌
[00:10:45.000 --> 00:10:52.000]  Oh Holy Night
[00:10:52.000 --> 00:10:58.000]  The stars and the light are shining
[00:10:58.000 --> 00:11:08.000]  It is the night of our dear Savior's birth
[00:11:08.000 --> 00:11:19.000]  Lonely world in sinning pining
[00:11:19.000 --> 00:11:30.000]  Till He appeared and the soul felt its worth
[00:11:30.000 --> 00:11:41.000]  A thrill of hope the weary world rejoices
[00:11:41.000 --> 00:11:51.000]  For yonder breaks a new and glorious morn
[00:11:51.000 --> 00:12:00.000]  Fall on your knees
[00:12:00.000 --> 00:12:10.000]  Oh hear the angels' voices
[00:12:10.000 --> 00:12:20.000]  Oh night divine
[00:12:20.000 --> 00:12:30.000]  Oh night when Christ was born
[00:12:30.000 --> 00:12:41.000]  Oh night divine
[00:12:41.000 --> 00:12:51.000]  Oh night, oh night divine
[00:12:51.000 --> 00:12:59.000]  He's lost in love with another
[00:12:59.000 --> 00:13:11.000]  He's lost in love and He's lost on the sea
[00:13:11.000 --> 00:13:21.000]  Trail of tears
[00:13:21.000 --> 00:13:33.000]  When in His name all gratitude shall cease
[00:13:33.000 --> 00:13:43.000]  Sweet hymns of joy in grateful chorus raise we
[00:13:43.000 --> 00:13:53.000]  Let all within us praise His holy name
[00:13:53.000 --> 00:14:13.000]  Christ is born and ever praise we
[00:14:13.000 --> 00:14:33.000]  Oh night, oh night divine
[00:14:33.000 --> 00:14:45.000]  Oh night, oh night divine
[00:14:45.000 --> 00:14:55.000]  Oh night, oh night divine
[00:14:55.000 --> 00:15:11.000]  Oh night, oh night divine
[00:15:25.000 --> 00:15:32.000]  Oh night
[00:15:32.000 --> 00:15:50.000]  每一次聽受詩歌的時間
[00:15:50.000 --> 00:15:52.000]  都給我很大的感動
[00:15:52.000 --> 00:15:54.000]  提醒和幫助
[00:15:54.000 --> 00:15:57.000]  聖善夜
[00:15:57.000 --> 00:16:01.000]  星秀閃耀
[00:16:01.000 --> 00:16:06.000]  最重要就是救主耶穌基督
[00:16:06.000 --> 00:16:09.000]  在巴黎人那裡誕生
[00:16:09.000 --> 00:16:11.000]  二千多年前到現在一樣
[00:16:11.000 --> 00:16:12.000]  一直都是這樣
[00:16:12.000 --> 00:16:14.000]  世界沉淪
[00:16:14.000 --> 00:16:16.000]  但是因為救主誕生
[00:16:16.000 --> 00:16:23.000]  你和我回復上帝要給我們的尊榮
[00:16:23.000 --> 00:16:27.000]  縱然人生很多困倦
[00:16:27.000 --> 00:16:33.000]  但是因為耶穌基督充滿著歡欣希望
[00:16:33.000 --> 00:16:35.000]  讓我們來到敬拜
[00:16:35.000 --> 00:16:38.000]  和天君天使一樣去歌頌
[00:16:38.000 --> 00:16:43.000]  救主基督降生
[00:16:43.000 --> 00:16:48.000]  耶穌基督命令我們彼此相愛
[00:16:48.000 --> 00:16:52.000]  祂的法道就是仁愛
[00:16:52.000 --> 00:16:56.000]  祂的福音就是和平
[00:16:56.000 --> 00:17:00.000]  祂要斷開我們一切罪的枷鎖
[00:17:00.000 --> 00:17:04.000]  壓迫都要被挪開
[00:17:04.000 --> 00:17:06.000]  我們一起來敬拜
[00:17:06.000 --> 00:17:08.000]  來頌揚
[00:17:08.000 --> 00:17:10.000]  去歡欣
[00:17:10.000 --> 00:17:12.000]  剛才英文有Noel
[00:17:12.000 --> 00:17:15.000]  Noel原本的意思就是生日
[00:17:15.000 --> 00:17:18.000]  沒錯,這個生日不是普通的生日
[00:17:18.000 --> 00:17:20.000]  就是紀念救主耶穌基督
[00:17:20.000 --> 00:17:22.000]  是祢和我誕生
[00:17:22.000 --> 00:17:25.000]  就是這個聖善夜
[00:17:25.000 --> 00:17:29.000]  二千多年前
[00:17:29.000 --> 00:17:32.000]  這個神蹟這個奇蹟
[00:17:32.000 --> 00:17:34.000]  第一次的出現
[00:17:34.000 --> 00:17:37.000]  在歷史上是沒有間斷過
[00:17:37.000 --> 00:17:40.000]  不是停留在剛才說的1871年
[00:17:40.000 --> 00:17:45.000]  因為去到20世紀的開始
[00:17:45.000 --> 00:17:50.000]  開始有這個流星機的發明
[00:17:50.000 --> 00:17:52.000]  而這個范信達
[00:17:52.000 --> 00:17:55.000]  當時是一個很年輕的教授
[00:17:55.000 --> 00:18:00.000]  他就已經成功在大氣的電波
[00:18:00.000 --> 00:18:02.000]  現在是收音機的前身
[00:18:02.000 --> 00:18:05.000]  他在裡面傳遞一些密碼
[00:18:05.000 --> 00:18:06.000]  一些聲音
[00:18:06.000 --> 00:18:09.000]  但是還未能夠成功傳遞人聲
[00:18:09.000 --> 00:18:15.000]  在1906年的平安夜12月24號的晚上
[00:18:15.000 --> 00:18:20.000]  這個范信達教授就嘗試坐在麥克風的前面
[00:18:20.000 --> 00:18:23.000]  去到來講說話
[00:18:23.000 --> 00:18:25.000]  他不知道有多少人來聽到
[00:18:25.000 --> 00:18:27.000]  他不知道究竟他能不能夠成功
[00:18:27.000 --> 00:18:30.000]  結果他就揭開他的聖經
[00:18:30.000 --> 00:18:33.000]  揭到他路加福音第二章
[00:18:33.000 --> 00:18:35.000]  他就在這個麥克風的前面
[00:18:35.000 --> 00:18:38.000]  來開始中讀這章的聖經
[00:18:38.000 --> 00:18:40.000]  在那些日子
[00:18:40.000 --> 00:18:43.000]  一路讀一路讀
[00:18:43.000 --> 00:18:46.000]  在百里行的野外有牧羊人
[00:18:46.000 --> 00:18:48.000]  夜間值班看守羊群
[00:18:48.000 --> 00:18:52.000]  有主的一個使者就站在他們當中
[00:18:52.000 --> 00:18:55.000]  主的榮光四面照著他們
[00:18:55.000 --> 00:18:57.000]  牧羊人當然就很懼怕
[00:18:57.000 --> 00:18:59.000]  天使對他們說
[00:18:59.000 --> 00:19:00.000]  不用懼怕
[00:19:00.000 --> 00:19:01.000]  看一下
[00:19:01.000 --> 00:19:03.000]  因為我報給你們大氣的訊息
[00:19:03.000 --> 00:19:05.000]  是關乎所有人的
[00:19:05.000 --> 00:19:08.000]  因為今天在大衛的城裡面
[00:19:08.000 --> 00:19:10.000]  為你們生了救主
[00:19:10.000 --> 00:19:12.000]  就是主基督
[00:19:12.000 --> 00:19:14.000]  你們要看見一個鷹鞋
[00:19:14.000 --> 00:19:15.000]  包著布
[00:19:15.000 --> 00:19:17.000]  臥在馬槽裡面
[00:19:17.000 --> 00:19:20.000]  那個就是給你們的記號
[00:19:20.000 --> 00:19:24.000]  忽然有一大隊天兵和天使
[00:19:24.000 --> 00:19:25.000]  在讚美神說
[00:19:25.000 --> 00:19:28.000]  在至高之處榮耀歸於上帝
[00:19:28.000 --> 00:19:32.000]  在地上平安歸於他所喜悅的人
[00:19:32.000 --> 00:19:35.000]  從天使離開了他們
[00:19:35.000 --> 00:19:36.000]  升天回去了
[00:19:36.000 --> 00:19:38.000]  牧羊人就很悲哀地在談論
[00:19:38.000 --> 00:19:40.000]  我們快點去百里行
[00:19:40.000 --> 00:19:41.000]  去看看所成的事
[00:19:41.000 --> 00:19:44.000]  就是主告訴我們的事情
[00:19:44.000 --> 00:19:46.000]  他們匆忙地跑去
[00:19:46.000 --> 00:19:48.000]  果然找到瑪利亞和藥室
[00:19:48.000 --> 00:19:51.000]  還有那個小小的鷹鞋
[00:19:51.000 --> 00:19:53.000]  臥在馬槽裡面
[00:19:53.000 --> 00:19:55.000]  他們看到
[00:19:55.000 --> 00:19:56.000]  不單止看到
[00:19:56.000 --> 00:19:59.000]  他們就回去和天使論到這個孩子的話
[00:19:59.000 --> 00:20:02.000]  傳開給其他人知道
[00:20:02.000 --> 00:20:04.000]  聽見的人都很詫異
[00:20:04.000 --> 00:20:08.000]  詫異牧羊人跟我們說的話
[00:20:08.000 --> 00:20:10.000]  鷹鞋的母親瑪利亞
[00:20:10.000 --> 00:20:13.000]  她將這一切事放在心裡面
[00:20:13.000 --> 00:20:15.000]  不斷地來思想
[00:20:15.000 --> 00:20:17.000]  牧羊人回去
[00:20:17.000 --> 00:20:18.000]  他聽見這一切
[00:20:18.000 --> 00:20:20.000]  又看到這一切的
[00:20:20.000 --> 00:20:23.000]  好像天使跟我們所說的一模一樣
[00:20:23.000 --> 00:20:25.000]  就大聲地歸榮耀給上帝
[00:20:25.000 --> 00:20:29.000]  哈利路亞在未主
[00:20:29.000 --> 00:20:30.000]  過了八天
[00:20:30.000 --> 00:20:31.000]  鷹鞋的父母
[00:20:31.000 --> 00:20:34.000]  照著他們律法的規矩
[00:20:34.000 --> 00:20:37.000]  幫這個孩子行一個國禮
[00:20:37.000 --> 00:20:39.000]  就給他起了一個名字
[00:20:39.000 --> 00:20:41.000]  叫做耶穌
[00:20:41.000 --> 00:20:46.000]  就是上帝使人從嘴裡面拯救過來
[00:20:46.000 --> 00:20:48.000]  這個名字其實就是
[00:20:48.000 --> 00:20:51.000]  當這個孩子還沒有在母腹裡面成胎的時候
[00:20:51.000 --> 00:20:55.000]  天使就去告訴父母
[00:20:55.000 --> 00:20:57.000]  要起這個名字
[00:20:57.000 --> 00:21:03.000]  1906年的平安夜的晚上
[00:21:03.000 --> 00:21:05.000]  成功了
[00:21:05.000 --> 00:21:09.000]  在這個收音機第一次傳遞的訊息
[00:21:09.000 --> 00:21:10.000]  竟然就是
[00:21:10.000 --> 00:21:12.000]  盧伽福音第二章
[00:21:12.000 --> 00:21:15.000]  耶穌基督誕生的好消息
[00:21:15.000 --> 00:21:18.000]  這是不是一個最美好的時刻
[00:21:18.000 --> 00:21:20.000]  收音機第一段的廣播
[00:21:20.000 --> 00:21:24.000]  就是耶穌基督誕生的福音好消息
[00:21:24.000 --> 00:21:30.000]  這個范教授靈感一觸
[00:21:30.000 --> 00:21:33.000]  拿起他的小提琴
[00:21:33.000 --> 00:21:36.000]  然後就在麥克風的前面
[00:21:36.000 --> 00:21:40.000]  開始奏起美妙的樂章
[00:21:40.000 --> 00:21:48.000]  他將這首《聖善夜》
[00:21:48.000 --> 00:21:52.000]  就在麥克風的前面來演奏一次
[00:21:52.000 --> 00:21:55.000]  成功了
[00:21:55.000 --> 00:21:57.000]  這個奇蹟又發生就是
[00:21:57.000 --> 00:22:00.000]  在我們現代收音機
[00:22:00.000 --> 00:22:03.000]  第一個廣播的樂章
[00:22:03.000 --> 00:22:04.000]  這首歌的音樂
[00:22:04.000 --> 00:22:06.000]  就是《聖善夜》
[00:22:06.000 --> 00:22:10.000]  去讚美重陽耶穌基督誕生一首詩歌
[00:22:10.000 --> 00:22:14.000]  多麼美好
[00:22:19.000 --> 00:22:21.000]  這個神蹟
[00:22:21.000 --> 00:22:22.000]  這個奇蹟
[00:22:22.000 --> 00:22:24.000]  在二千多年前
[00:22:24.000 --> 00:22:28.000]  耶穌基督為你和我誕生那一刻開始
[00:22:28.000 --> 00:22:30.000]  一直都沒有停息
[00:22:30.000 --> 00:22:32.000]  當天的晚上
[00:22:32.000 --> 00:22:35.000]  天使向牧羊人報喜訊
[00:22:35.000 --> 00:22:39.000]  救主耶穌基督今天為你和我誕生了
[00:22:39.000 --> 00:22:42.000]  當他們快快去看的時候
[00:22:42.000 --> 00:22:44.000]  果然在馬槽裏面看到
[00:22:44.000 --> 00:22:48.000]  愛在馬槽 包著布 少少的鷹鞋
[00:22:48.000 --> 00:22:52.000]  竟然是神子甘願降生為人
[00:22:52.000 --> 00:22:54.000]  為你和我
[00:22:54.000 --> 00:23:00.000]  他當然要完成上帝給他的使命
[00:23:00.000 --> 00:23:02.000]  在三十多年之後
[00:23:02.000 --> 00:23:06.000]  他要釘身在十字架上高
[00:23:06.000 --> 00:23:08.000]  流出他的補血 張開他的身體
[00:23:08.000 --> 00:23:11.000]  為你和我的罪 擔當在十字架上高
[00:23:11.000 --> 00:23:15.000]  使我們能夠從罪裏面得拯救得釋放
[00:23:15.000 --> 00:23:20.000]  能夠再回到上帝的美好的懷抱裏面
[00:23:20.000 --> 00:23:25.000]  這個訊息
[00:23:25.000 --> 00:23:27.000]  在第一個聖誕節
[00:23:27.000 --> 00:23:32.000]  藉著天使 天君來歌頌讚美
[00:23:32.000 --> 00:23:34.000]  藉著聖經明明的記載
[00:23:34.000 --> 00:23:38.000]  救主耶穌基督誕生了
[00:23:39.000 --> 00:23:43.000]  一直不斷地傳揚去發生
[00:23:43.000 --> 00:23:48.000]  1847年有這首《All Holy Nights》
[00:23:48.000 --> 00:23:53.000]  1855年英文的這首《All Holy Nights》
[00:23:53.000 --> 00:23:55.000]  看來好像沒有機會再流行
