
[00:00:00.000 --> 00:00:02.400]  祂就是我們生命的創始者
[00:01:56.200 --> 00:01:59.900]  但是卻是在我們裏面
[00:01:59.900 --> 00:02:04.700]  我們自己有祂的恩怨在當中
[00:02:04.700 --> 00:02:06.100]  有些基督徒可能會問
[00:02:06.100 --> 00:02:08.200]  或者有些信徒會問
[00:02:08.200 --> 00:02:10.200]  這樣是不是實際的?
[00:02:10.200 --> 00:02:12.900]  會不會很抽象呢?
[00:02:12.900 --> 00:02:14.700]  基督徒將整個生命
[00:02:14.700 --> 00:02:19.600]  交付在這位神的手上是否值得呢?
[00:02:19.600 --> 00:02:22.600]  有很多這樣的問題
[00:02:22.600 --> 00:02:27.000]  沒錯 我們面對很多不同的情況
[00:02:27.000 --> 00:02:29.300]  但是我們的信仰
[00:02:29.300 --> 00:02:32.800]  我想很看重我們信的是哪一位神
[00:02:32.800 --> 00:02:34.600]  哪一位神是怎樣的
[00:02:34.600 --> 00:02:40.000]  並且祂給予我們的救恩是怎樣的呢?
[00:02:40.000 --> 00:02:42.800]  這是一個很重要的了解
[00:02:42.800 --> 00:02:45.500]  我們嘗試在《少林寺》第三章
[00:02:45.500 --> 00:02:48.700]  十一節到二十六節這一段經文
[00:02:48.700 --> 00:02:50.800]  我們看看這兩個答案
[00:02:50.800 --> 00:02:53.800]  神是怎樣的一位神
[00:02:53.800 --> 00:02:55.700]  祂給予我們什麼樣的救恩
[00:02:55.700 --> 00:02:57.500]  假如我們看這個內文
[00:02:57.500 --> 00:03:01.900]  很重要 耶穌基督是我們生命的創始者
[00:03:01.900 --> 00:03:06.900]  祂給予我們屬靈的生命的豐盛
[00:03:06.900 --> 00:03:09.900]  是我們有時想像不到的
[00:03:09.900 --> 00:03:12.900]  或者我們看看這段經文
[00:03:12.900 --> 00:03:15.900]  或者我們提起之前那一段的段落
[00:03:15.900 --> 00:03:21.400]  就提到彼得約翰去到聖殿禱告
[00:03:21.400 --> 00:03:23.900]  有一個黑色的
[00:03:23.900 --> 00:03:27.900]  一生出來就是騎腿的
[00:03:27.900 --> 00:03:29.900]  黑淺的
[00:03:29.900 --> 00:03:32.400]  彼得就說了一句跟他說
[00:03:32.400 --> 00:03:33.900]  今前我都沒有
[00:03:33.900 --> 00:03:36.400]  但我把我有的給你
[00:03:36.400 --> 00:03:39.900]  奉那撒勒人耶穌基督的名
[00:03:39.900 --> 00:03:42.400]  起來行走
[00:03:42.400 --> 00:03:47.400]  給他真是得到這個復元
[00:03:47.400 --> 00:03:52.400]  上次上個禮拜陳牧師跟我們說
[00:03:52.400 --> 00:03:54.400]  不是一些物質的東西
[00:03:54.400 --> 00:03:58.400]  我們覺得是重要的東西
[00:03:58.400 --> 00:04:00.400]  原來回來教會神給我們的
[00:04:00.400 --> 00:04:02.900]  是叫我們經歷到神的大能
[00:04:02.900 --> 00:04:04.400]  當然我們知道
[00:04:04.400 --> 00:04:07.400]  今天我們會不會治好
[00:04:07.400 --> 00:04:08.900]  這是神的心意
[00:04:08.900 --> 00:04:10.400]  但當時的社會不同
[00:04:10.400 --> 00:04:11.400]  當時的年代
[00:04:11.400 --> 00:04:13.400]  因為耶穌基督來到這個世界
[00:04:13.400 --> 00:04:15.400]  祂行神蹟
[00:04:15.400 --> 00:04:16.400]  醫治
[00:04:16.400 --> 00:04:17.400]  趕鬼等等
[00:04:17.400 --> 00:04:19.400]  是要證明祂是尼塞亞
[00:04:19.400 --> 00:04:20.400]  而祂的門徒
[00:04:20.400 --> 00:04:21.400]  祂的使徒
[00:04:21.400 --> 00:04:26.400]  更加是代表聖靈與他們同在
[00:04:26.400 --> 00:04:29.400]  他們是一班很獨特的人
[00:04:29.400 --> 00:04:31.400]  是建立教會
[00:04:31.400 --> 00:04:32.400]  是早期的
[00:04:32.400 --> 00:04:33.400]  寫聖經的人
[00:04:33.400 --> 00:04:35.400]  他們也有神之騎士
[00:04:35.400 --> 00:04:39.400]  我們今天應該不會是這樣的一個時代
[00:04:39.400 --> 00:04:41.400]  但我們今天相信耶穌基督
[00:04:41.400 --> 00:04:43.400]  我們同樣經歷到神的大能
[00:04:43.400 --> 00:04:46.400]  以至於神的能力在我們當中
[00:04:46.400 --> 00:04:48.400]  我們一樣可以經歷
[00:04:48.400 --> 00:04:52.400]  我們看看這段經文
[00:04:52.400 --> 00:04:55.400]  上一段落我們看到
[00:04:55.400 --> 00:04:57.400]  他們進了聖殿很開心
[00:04:57.400 --> 00:05:01.400]  因為這位自小不能夠自己走
[00:05:01.400 --> 00:05:04.400]  很雀躍地進入聖殿
[00:05:04.400 --> 00:05:07.400]  這段經文在第十一節說
[00:05:07.400 --> 00:05:12.400]  那人正在稱為所羅門王的郎下
[00:05:12.400 --> 00:05:14.400]  這個地方是甚麼來的呢?
[00:05:14.400 --> 00:05:18.400]  應該是當他們約翰彼得
[00:05:18.400 --> 00:05:20.400]  一起在聖殿裏面
[00:05:20.400 --> 00:05:21.400]  禱告完之後
[00:05:21.400 --> 00:05:24.400]  他們就應該出來聖殿
[00:05:24.400 --> 00:05:27.400]  尾門就應該在聖殿的東邊
[00:05:27.400 --> 00:05:31.400]  然後我們會知道聖殿的設計
[00:05:31.400 --> 00:05:37.400]  他們的建造是這樣的方法
[00:05:37.400 --> 00:05:39.400]  聖月在這裏
[00:05:39.400 --> 00:05:41.400]  我們假設這裏是聖殿
[00:05:41.400 --> 00:05:45.400]  四周四周有些籠子包著
[00:05:45.400 --> 00:05:47.400]  在東邊
[00:05:47.400 --> 00:05:48.400]  這裏是東邊
[00:05:48.400 --> 00:05:49.400]  即是我的東邊
[00:05:49.400 --> 00:05:50.400]  你們的西邊
[00:05:50.400 --> 00:05:51.400]  這裏
[00:05:51.400 --> 00:05:57.400]  去到最盡的這個籠子有些柱子
[00:05:57.400 --> 00:06:00.400]  然後有些遮陰的蓋在裏面
[00:06:00.400 --> 00:06:02.400]  所以是一個非常之好
[00:06:02.400 --> 00:06:04.400]  會聚一些人去講話的時候
[00:06:04.400 --> 00:06:08.400]  應該是彼得約翰去到那裏
[00:06:08.400 --> 00:06:11.400]  但這個情景都很特別
[00:06:11.400 --> 00:06:14.400]  就是那個被醫好的拉著他的手
[00:06:14.400 --> 00:06:15.400]  你想一下
[00:06:15.400 --> 00:06:16.400]  剛剛被醫好的
[00:06:16.400 --> 00:06:18.400]  這個人很寶貴
[00:06:18.400 --> 00:06:19.400]  這個是我的恩人
[00:06:19.400 --> 00:06:22.400]  然後整班人
[00:06:22.400 --> 00:06:25.400]  整個氣氛你會看到
[00:06:25.400 --> 00:06:27.400]  他們一直跑
[00:06:27.400 --> 00:06:28.400]  跑到他們那裏
[00:06:28.400 --> 00:06:30.400]  我們可以想像東邊的籠子
[00:06:30.400 --> 00:06:32.400]  可能都站不完
[00:06:32.400 --> 00:06:34.400]  而這個空地
[00:06:34.400 --> 00:06:36.400]  這個就是聖殿
[00:06:36.400 --> 00:06:39.400]  去到那個籠子周圍的空間
[00:06:39.400 --> 00:06:42.400]  這個叫做外邦人的院
[00:06:42.400 --> 00:06:44.400]  外邦人在這裏
[00:06:44.400 --> 00:06:45.400]  可以買賣
[00:06:45.400 --> 00:06:47.400]  所以是一個很空曠的地方
[00:06:47.400 --> 00:06:49.400]  場面是很虛陷的
[00:06:49.400 --> 00:06:51.400]  我們可以想像一下
[00:06:51.400 --> 00:06:54.400]  彼得就講了兩件事
[00:06:54.400 --> 00:06:56.400]  見到那些人這麼災弱
[00:06:56.400 --> 00:06:57.400]  很驚訝
[00:06:57.400 --> 00:06:58.400]  他就講了兩件事
[00:06:58.400 --> 00:06:59.400]  第一為甚麼呢
[00:06:59.400 --> 00:07:02.400]  為甚麼因這些事而驚訝呢
[00:07:02.400 --> 00:07:03.400]  為甚麼這樣問呢
[00:07:03.400 --> 00:07:04.400]  很值得驚訝
[00:07:04.400 --> 00:07:05.400]  因為這麼大件事
[00:07:05.400 --> 00:07:08.400]  其實彼得想我們想一下
[00:07:08.400 --> 00:07:10.400]  其實這些事情
[00:07:10.400 --> 00:07:11.400]  你們不是第一次見的
[00:07:11.400 --> 00:07:13.400]  為甚麼這麼緊張
[00:07:13.400 --> 00:07:16.400]  耶穌基督在再生的時間
[00:07:16.400 --> 00:07:18.400]  你們不是經常看到
[00:07:18.400 --> 00:07:20.400]  祂行這些神蹟嗎
[00:07:20.400 --> 00:07:21.400]  最重要的是
[00:07:21.400 --> 00:07:25.400]  在耶穌基督被害之後
[00:07:25.400 --> 00:07:26.400]  第三個復活
[00:07:26.400 --> 00:07:28.400]  很多門徒見證了
[00:07:28.400 --> 00:07:29.400]  這些神蹟
[00:07:29.400 --> 00:07:32.400]  你們好像都不著藥
[00:07:32.400 --> 00:07:33.400]  為甚麼呢
[00:07:33.400 --> 00:07:34.400]  這是第一
[00:07:34.400 --> 00:07:38.400]  第二就是為甚麼定正害我
[00:07:38.400 --> 00:07:42.400]  我們看到第十一節到十六節
[00:07:42.400 --> 00:07:46.400]  彼得將那些人的焦點
[00:07:46.400 --> 00:07:48.400]  從他自己的身上
[00:07:48.400 --> 00:07:51.400]  轉移到這位耶穌基督的身上
[00:07:51.400 --> 00:07:52.400]  在過程當中
[00:07:52.400 --> 00:07:54.400]  他首先說為甚麼
[00:07:54.400 --> 00:07:56.400]  好像覺得我是怎樣
[00:07:56.400 --> 00:07:59.400]  覺得我自己用我自己的能力和虔誠
[00:07:59.400 --> 00:08:01.400]  覺得我治好他
[00:08:01.400 --> 00:08:03.400]  是我的力量
[00:08:03.400 --> 00:08:05.400]  或者他很敬畏神
[00:08:05.400 --> 00:08:06.400]  行為又好
[00:08:06.400 --> 00:08:08.400]  這個人特別有力量
[00:08:08.400 --> 00:08:11.400]  或者神聽他的禱告特別多
[00:08:11.400 --> 00:08:14.400]  所以注力全在他身上
[00:08:14.400 --> 00:08:17.400]  但是彼得覺得這是錯的
[00:08:17.400 --> 00:08:19.400]  千萬不可以這樣
[00:08:19.400 --> 00:08:22.400]  有時神的祝福
[00:08:22.400 --> 00:08:24.400]  和透過一些僕人去祝福
[00:08:24.400 --> 00:08:27.400]  有時我們接收的感覺
[00:08:27.400 --> 00:08:28.400]  可能會混淆了
[00:08:28.400 --> 00:08:30.400]  這個人是我大恩人
[00:08:30.400 --> 00:08:33.400]  其實是背後那位
[00:08:33.400 --> 00:08:37.400]  所有的榮耀都應該歸還給神
[00:08:37.400 --> 00:08:42.400]  有些人覺得剛剛做了牧師幾年
[00:08:42.400 --> 00:08:44.400]  以前不做牧師都是這樣
[00:08:44.400 --> 00:08:47.400]  有些人說牧師禱告靚一點
[00:08:47.400 --> 00:08:50.400]  我做傳道人的時候靚不靚一點呢?
[00:08:50.400 --> 00:08:52.400]  其實大兄姐妹個個都靚
[00:08:52.400 --> 00:08:54.400]  神聽禱告
[00:08:54.400 --> 00:08:56.400]  不是在乎你那個人
[00:08:56.400 --> 00:08:59.400]  而是在乎聽禱告的神
[00:08:59.400 --> 00:09:02.400]  我們很多時候都有這個錯誤
[00:09:02.400 --> 00:09:04.400]  當然服事主的人
[00:09:04.400 --> 00:09:06.400]  我們會很尊重
[00:09:06.400 --> 00:09:09.400]  不要偶像化了
[00:09:09.400 --> 00:09:11.400]  講道的童宮
[00:09:11.400 --> 00:09:13.400]  講得好
[00:09:13.400 --> 00:09:14.400]  是好的
[00:09:14.400 --> 00:09:16.400]  但是知道他所講的一切
[00:09:16.400 --> 00:09:18.400]  都是來自神
[00:09:18.400 --> 00:09:21.400]  神應該得到最高的榮耀
[00:09:21.400 --> 00:09:22.400]  服事神的人
[00:09:22.400 --> 00:09:25.400]  不需要把榮耀放在自己身上
[00:09:25.400 --> 00:09:27.400]  絕對錯誤
[00:09:27.400 --> 00:09:30.400]  而我們也不要把焦點看錯
[00:09:30.400 --> 00:09:32.400]  特別有些教會的服事
[00:09:32.400 --> 00:09:36.400]  大家都看到
[00:09:36.400 --> 00:09:37.400]  譬如性惡
[00:09:37.400 --> 00:09:39.400]  或者是做教導
[00:09:39.400 --> 00:09:42.400]  但是有些做一些簡單的
[00:09:42.400 --> 00:09:45.400]  收拾桌子收拾椅子那些
[00:09:45.400 --> 00:09:47.400]  一樣是很重要
[00:09:47.400 --> 00:09:49.400]  無分彼此
[00:09:49.400 --> 00:09:50.400]  我們不會覺得
[00:09:50.400 --> 00:09:52.400]  把這些榮耀放在自己身上
[00:09:52.400 --> 00:09:56.400]  所以讓我們把榮耀放在自己身上
[00:09:56.400 --> 00:09:58.400]  第一是鑽研他們
[00:09:58.400 --> 00:10:00.400]  然後他怎麼說呢?
[00:10:00.400 --> 00:10:02.400]  他說
[00:10:02.400 --> 00:10:03.400]  阿伯拉罕的神
[00:10:03.400 --> 00:10:04.400]  以撒的神
[00:10:04.400 --> 00:10:05.400]  阿哥的神
[00:10:05.400 --> 00:10:07.400]  就是我們列祖的神
[00:10:07.400 --> 00:10:11.400]  已經榮耀了他的僕人耶穌
[00:10:11.400 --> 00:10:13.400]  彼得嘗試去說
[00:10:13.400 --> 00:10:15.400]  當人們拒絕耶穌的時候
[00:10:15.400 --> 00:10:17.400]  將祂釘在十字架上
[00:10:17.400 --> 00:10:21.400]  現在彼得再要說這位耶穌之後
[00:10:21.400 --> 00:10:23.400]  他就要說明
[00:10:23.400 --> 00:10:25.400]  其實耶穌是誰呢?
[00:10:25.400 --> 00:10:29.400]  是你們一直信奉的那個神的僕人
[00:10:29.400 --> 00:10:31.400]  不要看錯
[00:10:31.400 --> 00:10:33.400]  還有他就說
[00:10:33.400 --> 00:10:35.400]  我就算是我們列祖的神
[00:10:35.400 --> 00:10:39.400]  我也不是去信了另外一個宗教
[00:10:39.400 --> 00:10:41.400]  和你們一模一樣
[00:10:41.400 --> 00:10:43.400]  我們的焦點
[00:10:43.400 --> 00:10:47.400]  看到神是去榮耀哪一個呢?
[00:10:47.400 --> 00:10:49.400]  就是祂的僕人耶穌基督
[00:10:49.400 --> 00:10:53.400]  那怎麼去榮耀祂呢?
[00:10:53.400 --> 00:10:55.400]  接著有以下三點
[00:10:55.400 --> 00:10:57.400]  神很榮耀祂
[00:10:57.400 --> 00:11:01.400]  但是那些人很荒謬地拒絕祂
[00:11:01.400 --> 00:11:03.400]  所以彼得說起的時候
[00:11:03.400 --> 00:11:08.400]  這位是應該注意在這位榮耀主的身上
[00:11:08.400 --> 00:11:10.400]  但是很可惜你們要留意
[00:11:10.400 --> 00:11:12.400]  你們將祂滅絕了
[00:11:12.400 --> 00:11:14.400]  或者我們看看這裡
[00:11:14.400 --> 00:11:17.400]  三個很荒謬的對比
[00:11:17.400 --> 00:11:19.400]  他們做得很差
[00:11:19.400 --> 00:11:22.400]  甚高舉的他們竟然是貶低
[00:11:22.400 --> 00:11:27.400]  第一他們就交給官府那位彼拉多
[00:11:27.400 --> 00:11:29.400]  決意要釋放他
[00:11:29.400 --> 00:11:32.400]  他們卻在彼拉多面前去欺絕他
[00:11:32.400 --> 00:11:35.400]  第一將耶穌基督交給他
[00:11:35.400 --> 00:11:38.400]  交給這個羅馬的巡撫彼拉多
[00:11:38.400 --> 00:11:40.400]  然後還要拒絕
[00:11:40.400 --> 00:11:42.400]  即是說滅絕
[00:11:42.400 --> 00:11:45.400]  否定他是神的兒子
[00:11:45.400 --> 00:11:50.400]  並且要將這個褻瀆神的罪名
[00:11:50.400 --> 00:11:53.400]  由耶穌基督去處置
[00:11:53.400 --> 00:11:55.400]  這是第一個對比
[00:11:55.400 --> 00:11:57.400]  彼拉多是外邦人
[00:11:57.400 --> 00:11:59.400]  但是他也很明白事理
[00:11:59.400 --> 00:12:01.400]  耶穌基督沒有罪
[00:12:01.400 --> 00:12:03.400]  所以他要想釋放他
[00:12:03.400 --> 00:12:06.400]  他甚至想釋放他們當中
[00:12:06.400 --> 00:12:08.400]  趁這個機會有餘節的時候
[00:12:08.400 --> 00:12:11.400]  猶太人可以放一個囚犯給他們
[00:12:11.400 --> 00:12:13.400]  他說我放這位耶穌
[00:12:13.400 --> 00:12:15.400]  你們猶太人的王給你們
[00:12:15.400 --> 00:12:17.400]  想著應該實修
[00:12:17.400 --> 00:12:20.400]  誰知他們第二個很大的荒謬
[00:12:20.400 --> 00:12:21.400]  他們不要
[00:12:21.400 --> 00:12:24.400]  反而他們這個第十四節說
[00:12:24.400 --> 00:12:27.400]  他們棄絕了那聖潔公義者
[00:12:27.400 --> 00:12:31.400]  反而要求釋放一個空手給你們
[00:12:31.400 --> 00:12:33.400]  很大的對比
[00:12:33.400 --> 00:12:35.400]  一個神為人預備的尼塞亞
[00:12:35.400 --> 00:12:37.400]  聖潔的公義沒有犯罪
[00:12:37.400 --> 00:12:39.400]  那個反而不放
[00:12:39.400 --> 00:12:44.400]  放了那個叛亂罪的巴拉巴
[00:12:44.400 --> 00:12:48.400]  你看看是不是顛倒黑白
[00:12:48.400 --> 00:12:49.400]  很荒謬
[00:12:49.400 --> 00:12:52.400]  第三個荒謬
[00:12:52.400 --> 00:12:58.400]  他說你們殺了那生命的創始者
[00:12:58.400 --> 00:13:00.400]  什麼叫創始者
[00:13:00.400 --> 00:13:02.400]  就是說人可以
[00:13:02.400 --> 00:13:03.400]  耶穌基督是誰呢
[00:13:03.400 --> 00:13:07.400]  藉著他能夠有一個新的生命
[00:13:07.400 --> 00:13:09.400]  能夠有一個豐盛的人生
[00:13:09.400 --> 00:13:11.400]  以至於這位神耶穌基督
[00:13:11.400 --> 00:13:13.400]  是掌管著他整個一生
[00:13:13.400 --> 00:13:15.400]  這個很寶貴
[00:13:15.400 --> 00:13:18.400]  但是我們看到這個很諷刺
[00:13:18.400 --> 00:13:21.400]  這位耶穌基督是來給人有生命
[00:13:21.400 --> 00:13:25.400]  但是那些人要將他置諸死地
[00:13:25.400 --> 00:13:27.400]  將他殺了
[00:13:27.400 --> 00:13:29.400]  這個是去到最高峰
[00:13:29.400 --> 00:13:31.400]  我和大家說一個比喻
[00:13:31.400 --> 00:13:33.400]  就好像等於一個人瑜伽
[00:13:33.400 --> 00:13:36.400]  有一個救生員走來去救他
[00:13:36.400 --> 00:13:38.400]  他不單止不讓他去救
[00:13:38.400 --> 00:13:41.400]  還要殺死這個救生員
[00:13:41.400 --> 00:13:45.400]  這是想怎樣呢
[00:13:45.400 --> 00:13:47.400]  就是這麼荒謬
[00:13:47.400 --> 00:13:48.400]  所以就說
[00:13:48.400 --> 00:13:52.400]  彼得提出這個這麼荒謬
[00:13:52.400 --> 00:13:57.400]  但是我們知道人就是這樣
[00:13:57.400 --> 00:13:59.400]  很多時候我們抱有一個成見
[00:13:59.400 --> 00:14:00.400]  我們有一個看法
[00:14:00.400 --> 00:14:02.400]  我們就拒絕了
[00:14:02.400 --> 00:14:06.400]  今天會不會都類似呢
[00:14:06.400 --> 00:14:09.400]  昔日那些猶太人
[00:14:09.400 --> 00:14:13.400]  他覺得這個耶穌基督不適合我
[00:14:13.400 --> 00:14:16.400]  尼塞亞他應該要來適合我的那套
[00:14:16.400 --> 00:14:18.400]  將這個羅馬帝國推翻
[00:14:18.400 --> 00:14:20.400]  然後給我們有自由
[00:14:20.400 --> 00:14:22.400]  給我們有開心的日子
[00:14:22.400 --> 00:14:24.400]  全部都好
[00:14:24.400 --> 00:14:26.400]  但是這位耶穌基督
[00:14:26.400 --> 00:14:28.400]  若即彬彬來到這個世界
[00:14:28.400 --> 00:14:29.400]  他做什麼呢
[00:14:29.400 --> 00:14:31.400]  上十字架
[00:14:31.400 --> 00:14:33.400]  叫我們悔改
[00:14:33.400 --> 00:14:36.400]  這個就看到猶太人是怎樣
[00:14:36.400 --> 00:14:39.400]  看不到自己的問題
[00:14:39.400 --> 00:14:40.400]  我有罪
[00:14:40.400 --> 00:14:41.400]  我要悔改
[00:14:41.400 --> 00:14:42.400]  我要拿個王
[00:14:42.400 --> 00:14:44.400]  我要好好享受
[00:14:44.400 --> 00:14:47.400]  今天會不會很多人都這樣說呢
[00:14:47.400 --> 00:14:48.400]  耶穌基督說
[00:14:48.400 --> 00:14:50.400]  我來是要拯救罪人
[00:14:50.400 --> 00:14:53.400]  世人不喜歡聽
[00:14:53.400 --> 00:14:56.400]  我們再看看這位拯救者是怎樣的
[00:14:56.400 --> 00:14:58.400]  這位拯救者
[00:14:58.400 --> 00:14:59.400]  他來到這個世界
[00:14:59.400 --> 00:15:02.400]  被人家釘死
[00:15:02.400 --> 00:15:05.400]  但他仍然是施行這個拯救
[00:15:05.400 --> 00:15:09.400]  但世人就刻意拒絕
[00:15:09.400 --> 00:15:12.400]  在美國有一個報社的編輯
[00:15:12.400 --> 00:15:15.400]  叫做Lee Swalwell
[00:15:15.400 --> 00:15:18.400]  這位Lee Swalwell
[00:15:18.400 --> 00:15:21.400]  他是一個無神論者
[00:15:21.400 --> 00:15:24.400]  他寫了兩本很出名的書
[00:15:24.400 --> 00:15:26.400]  原來是他的心路歷程
[00:15:26.400 --> 00:15:28.400]  第一本叫《審判耶穌》
[00:15:28.400 --> 00:15:30.400]  Case for Jesus
[00:15:30.400 --> 00:15:32.400]  原來怎樣寫這本書
[00:15:32.400 --> 00:15:36.400]  他就覺得這個世界沒有神
[00:15:36.400 --> 00:15:38.400]  我就要訪問所有的聖經學者
[00:15:38.400 --> 00:15:40.400]  你說你們信耶穌
[00:15:40.400 --> 00:15:42.400]  搜齊所有的證據
[00:15:42.400 --> 00:15:45.400]  然後希望挑戰
[00:15:45.400 --> 00:15:48.400]  結果他做了一輪之後
[00:15:48.400 --> 00:15:51.400]  他得出兩個結論
[00:15:51.400 --> 00:15:52.400]  第一
[00:15:52.400 --> 00:15:55.400]  神是的而且確存在的
[00:15:55.400 --> 00:15:57.400]  不能推翻
[00:15:57.400 --> 00:15:58.400]  第二
[00:15:58.400 --> 00:16:00.400]  根據所有的資料
[00:16:00.400 --> 00:16:03.400]  耶穌基督的而且確是神的兒子
[00:16:03.400 --> 00:16:07.400]  他的身份確定
[00:16:07.400 --> 00:16:09.400]  但是Lee Swalwell
[00:16:09.400 --> 00:16:11.400]  他是不是就這樣相信呢?
[00:16:11.400 --> 00:16:12.400]  他完成了一個
[00:16:12.400 --> 00:16:13.400]  沒錯
[00:16:13.400 --> 00:16:16.400]  這個也是很重要的一個里程碑
[00:16:16.400 --> 00:16:19.400]  但他又想了很多很多的問題
[00:16:19.400 --> 00:16:22.400]  他想到上帝是慈愛的
[00:16:22.400 --> 00:16:25.400]  為甚麼會有災難呢?
[00:16:25.400 --> 00:16:27.400]  為甚麼會有罪惡呢?
[00:16:27.400 --> 00:16:29.400]  好像剛才那位弟兄
[00:16:29.400 --> 00:16:31.400]  問了這麼多問題
[00:16:31.400 --> 00:16:33.400]  於是乎一連串的問題
[00:16:33.400 --> 00:16:36.400]  他走訪又是一些出了名的
[00:16:36.400 --> 00:16:41.400]  基督教圈子的一些重要的專家
[00:16:41.400 --> 00:16:46.400]  結果他又採訪完之後
[00:16:46.400 --> 00:16:49.400]  他自己有這樣的想法
[00:16:49.400 --> 00:16:50.400]  沒錯
[00:16:50.400 --> 00:16:52.400]  經過這些專家說
[00:16:52.400 --> 00:16:55.400]  似乎我的疑惑有少許清了
[00:16:55.400 --> 00:16:58.400]  不過在我內心裏
[00:16:58.400 --> 00:17:00.400]  若果我要反駁
[00:17:00.400 --> 00:17:03.400]  我可以將這些全部拒絕
[00:17:03.400 --> 00:17:05.400]  我白口很厲害
[00:17:05.400 --> 00:17:08.400]  我可以挑骨頭
[00:17:08.400 --> 00:17:10.400]  就算是真理
[00:17:10.400 --> 00:17:12.400]  我都可以去反駁
[00:17:12.400 --> 00:17:14.400]  我都可以去辯證
[00:17:14.400 --> 00:17:17.400]  人就是這樣
[00:17:17.400 --> 00:17:20.400]  Lee Swalwell就是這樣
[00:17:20.400 --> 00:17:23.400]  其實信心是一個決定
[00:17:23.400 --> 00:17:27.400]  是否在乎你解決了所有的問題呢?
[00:17:27.400 --> 00:17:29.400]  人就是這樣
[00:17:29.400 --> 00:17:31.400]  但是神在這裏說
[00:17:31.400 --> 00:17:36.400]  你殺了那生命的始創、創始者
[00:17:36.400 --> 00:17:39.400]  神卻叫他從死人中復活
[00:17:39.400 --> 00:17:42.400]  我們都是這些事的見證
[00:17:42.400 --> 00:17:44.400]  人就將他捱低
[00:17:44.400 --> 00:17:47.400]  但是神就將他去抬高
[00:17:47.400 --> 00:17:48.400]  去榮耀他
[00:17:48.400 --> 00:17:52.400]  將他從死而復活
[00:17:52.400 --> 00:17:57.400]  這位生命的創始者
[00:17:57.400 --> 00:18:00.400]  你看看他
[00:18:00.400 --> 00:18:02.400]  要完成救贖計劃
[00:18:02.400 --> 00:18:04.400]  他寧願被人壓迫
[00:18:04.400 --> 00:18:07.400]  寧願被人將他殺死
[00:18:07.400 --> 00:18:10.400]  所以這裏說到他是什麼呢?
[00:18:10.400 --> 00:18:11.400]  聖經說到
[00:18:11.400 --> 00:18:13.400]  避罵不還口
[00:18:13.400 --> 00:18:16.400]  受害不說威嚇的話
[00:18:16.400 --> 00:18:18.400]  謙謙卑卑
[00:18:18.400 --> 00:18:20.400]  好弔詭
[00:18:20.400 --> 00:18:22.400]  生命的創始者
[00:18:22.400 --> 00:18:25.400]  卻是被人奪走了他的生命
[00:18:25.400 --> 00:18:27.400]  但是當他要生命奪走的時候
