
[00:00:00.000 --> 00:00:04.640]  主持人:各位政協節目的早上,我們先祈禱,然後才去領受神的說話。
[00:02:07.100 --> 00:02:09.860]  為什麼要叫牧師去叫呢?
[00:02:09.860 --> 00:02:11.120]  我很開心,
[00:02:11.120 --> 00:02:12.540]  上個星期,
[00:02:12.540 --> 00:02:16.420]  這麼多年來終於有一個牧者不是牧師來講奉獻就是習仁,
[00:02:16.420 --> 00:02:18.040]  我不知道上個星期你有沒有聽,
[00:02:18.040 --> 00:02:19.780]  我很感恩,
[00:02:19.780 --> 00:02:23.220]  終於有一個傳道人願意講這些道,
[00:02:23.220 --> 00:02:27.440]  當我3月的時候已經寫了今天這篇道,
[00:02:27.440 --> 00:02:29.480]  所以我仍然會繼續堅持,
[00:02:29.480 --> 00:02:34.900]  因為我慣常會在我們的財政年度前後來分享,
[00:02:34.900 --> 00:02:35.780]  可能大家不太知道,
[00:02:35.780 --> 00:02:37.080]  待會你會看到,
[00:02:37.080 --> 00:02:39.760]  今天是4月最後的星期,
[00:02:39.760 --> 00:02:42.480]  上個星期我們的雷遮的奉獻,
[00:02:42.480 --> 00:02:44.600]  好像是50%都不夠,
[00:02:44.600 --> 00:02:47.520]  我不知道究竟發生了什麼事,
[00:02:47.520 --> 00:02:52.960]  所以我很希望這篇信息給我們有更多的反省,
[00:02:52.960 --> 00:02:58.500]  我會和哈蓋書第一章去看神給我們的教導,
[00:02:58.500 --> 00:03:01.540]  我先要了解一些背景,
[00:03:01.540 --> 00:03:03.820]  猶太人多次去背叛神,
[00:03:03.820 --> 00:03:05.040]  神給他們很多機會,
[00:03:05.040 --> 00:03:06.440]  但他們都沒有反省,
[00:03:06.440 --> 00:03:08.600]  結果他們國家被滅,
[00:03:08.600 --> 00:03:11.840]  他們被巴比倫擄走了很多人,
[00:03:11.840 --> 00:03:14.020]  國家被傾覆,
[00:03:14.020 --> 00:03:18.940]  但神應許70年之後他們可以回到自己的國土裡面,
[00:03:18.940 --> 00:03:21.160]  很奇妙地巴比倫被波斯滅了,
[00:03:21.160 --> 00:03:27.180]  但波斯王就讓他們回到自己的國家重建自己的故土,
[00:03:27.180 --> 00:03:30.160]  但很多人已經不想回到自己的國家,
[00:03:30.160 --> 00:03:33.120]  在以色列記錄記載得很清楚,
[00:03:33.120 --> 00:03:38.560]  回去重建自己家園的人只有5萬人,
[00:03:38.560 --> 00:03:40.000]  因為他們已經穩定下來,
[00:03:40.000 --> 00:03:43.340]  所以他們不想再回去,
[00:03:43.340 --> 00:03:47.360]  他們回去的時候就要重建自己的家園,
[00:03:47.360 --> 00:03:50.960]  更加聖殿已經被摧毀,
[00:03:50.960 --> 00:03:52.960]  他們要去建聖殿,
[00:03:52.960 --> 00:03:55.220]  他們很樂於投入,
[00:03:55.220 --> 00:03:57.720]  第二年他們就開工了,
[00:03:57.720 --> 00:04:00.340]  但當他們一開始工作沒多久的時候,
[00:04:00.340 --> 00:04:05.280]  他們的敵人就來來去去做很多破壞的工作,
[00:04:05.280 --> 00:04:09.720]  甚至上書給波斯王說他們想造反,
[00:04:09.720 --> 00:04:12.080]  他們在這個政治壓力底下,
[00:04:12.080 --> 00:04:14.760]  結果他們停了下來,
[00:04:14.760 --> 00:04:22.240]  誰知這個一停下來的時候竟然停了17年這麼久,
[00:04:22.240 --> 00:04:25.240]  聖殿繼續來荒廢,
[00:04:25.240 --> 00:04:30.580]  神就透過先知哈該來再一次提醒他們,
[00:04:30.580 --> 00:04:35.740]  叫子民要再一次重建這個聖殿,
[00:04:35.740 --> 00:04:40.980]  但當時子民有一個藉口就是時辰未到,
[00:04:40.980 --> 00:04:44.420]  我們一起來讀哈該書第一章的第一第二兩節,
[00:04:44.420 --> 00:04:46.420]  我們一起讀出
[00:05:14.420 --> 00:05:21.620]  第一節很清楚李大俠去講,
[00:05:21.620 --> 00:05:25.860]  先知是受神的命令和託付去宣講,
[00:05:25.860 --> 00:05:29.620]  今日我們目者都是受神的命令,李大俠去宣講,
[00:05:29.620 --> 00:05:33.700]  而很清楚他說到萬鈞的耶和華,
[00:05:33.700 --> 00:05:35.700]  在整個舊約聖經裏面,
[00:05:35.700 --> 00:05:39.700]  萬鈞的耶和華出現了247次,
[00:05:39.700 --> 00:05:44.200]  但短短三卷被老歸回的先知書,
[00:05:44.200 --> 00:05:47.260]  哈該書、撒加利亞書和馬拉基書,
[00:05:47.260 --> 00:05:49.260]  出現了超過100次以上,
[00:05:49.260 --> 00:05:54.780]  為何在被老歸回後會特別強調萬鈞的耶和華呢?
[00:05:54.780 --> 00:05:58.260]  他們曾經戰敗,國家被李大俠滅亡,
[00:05:58.260 --> 00:05:59.860]  大臣跟他說,
[00:05:59.860 --> 00:06:01.860]  其實我是掌管一切,
[00:06:01.860 --> 00:06:03.860]  我是可以得勝一切的敵人,
[00:06:03.860 --> 00:06:05.860]  靠著我你們會得勝,
[00:06:05.860 --> 00:06:09.180]  問題是你們過去沒有倚靠我,
[00:06:09.180 --> 00:06:11.580]  所以萬鈞的耶和華這句說話,
[00:06:11.580 --> 00:06:14.900]  是給你們有安慰和鼓勵的作用,
[00:06:14.900 --> 00:06:18.500]  但這段說話第二節亦顯示出,
[00:06:18.500 --> 00:06:20.980]  神對這班子民的不滿,
[00:06:20.980 --> 00:06:23.980]  我們再讀第二節,
[00:06:23.980 --> 00:06:27.580]  萬鈞之耶和華如此說,
[00:06:27.580 --> 00:06:29.100]  這百姓說,
[00:06:29.100 --> 00:06:32.980]  建造耶和華殿的時候尚未來到,
[00:06:32.980 --> 00:06:36.260]  神說,這百姓說,
[00:06:36.260 --> 00:06:38.940]  這班百姓這麼說,
[00:06:38.940 --> 00:06:41.960]  過去神說是我的子民,
[00:06:41.960 --> 00:06:44.940]  但現在神說這一班百姓,
[00:06:44.940 --> 00:06:48.020]  這是顯示神的不滿,
[00:06:48.020 --> 00:06:50.020]  有譴責的意味,
[00:06:50.020 --> 00:06:52.020]  這個訊息一開始的時候,
[00:06:52.020 --> 00:06:54.520]  是向著兩個領袖宣講,
[00:06:54.520 --> 00:06:56.820]  一個是政治上的領袖,
[00:06:56.820 --> 00:06:58.140]  就是所羅伯伯,
[00:06:58.140 --> 00:07:00.900]  另一個就是宗教的領袖,
[00:07:00.900 --> 00:07:03.900]  就是大祭司耶穌,
[00:07:03.900 --> 00:07:06.900]  神說你們這兩個領袖,
[00:07:06.900 --> 00:07:10.900]  都已經接納了百姓的託辭,
[00:07:10.900 --> 00:07:14.900]  百姓說到時候尚未到,
[00:07:14.900 --> 00:07:17.540]  是的,他們正面對他們的現實,
[00:07:17.540 --> 00:07:21.140]  當他們歸回自己的故鄉,
[00:07:21.140 --> 00:07:24.340]  七十年的日子,
[00:07:24.340 --> 00:07:27.900]  已經很多的地圖荒廢了,
[00:07:27.900 --> 00:07:30.220]  家園被破壞,
[00:07:30.220 --> 00:07:32.740]  他們要重建自己的家園,
[00:07:32.740 --> 00:07:34.580]  再一次來耕種,
[00:07:34.580 --> 00:07:37.300]  是要付上很多的時間,
[00:07:37.300 --> 00:07:39.580]  他們可能就說我現在要忙於生計,
[00:07:39.580 --> 00:07:41.020]  我自顧不暇,
[00:07:41.020 --> 00:07:45.100]  我還哪有餘力去建造聖殿呢?
[00:07:45.100 --> 00:07:47.460]  事實上我很深體會到很好的領袖,
[00:07:47.460 --> 00:07:49.780]  是需要體諒子民,
[00:07:49.780 --> 00:07:51.460]  他那個帶領者,
[00:07:51.460 --> 00:07:55.420]  他一定要明白被帶領的人的處境,
[00:07:55.420 --> 00:07:59.380]  要有愛,要有關心,要有同情,
[00:07:59.380 --> 00:08:02.460]  但是我又很擔心有時候我們太多的愛,
[00:08:02.460 --> 00:08:03.980]  太多的同情,
[00:08:03.980 --> 00:08:07.260]  以致到我們失去了一個原則,
[00:08:07.260 --> 00:08:09.220]  作為一個索領的領袖,
[00:08:09.220 --> 00:08:12.460]  不單單不可以體貼自己肉體的需要,
[00:08:12.460 --> 00:08:14.420]  更加不可以去體貼,
[00:08:14.420 --> 00:08:18.300]  他所帶領的人的肉體上的需要,
[00:08:18.300 --> 00:08:22.020]  我們踏上這條寧靜路上是要用信心的,
[00:08:22.020 --> 00:08:23.940]  很簡單舉個例,
[00:08:23.940 --> 00:08:25.740]  了解是需要的,
[00:08:25.740 --> 00:08:27.140]  葵涌堂,
[00:08:27.140 --> 00:08:28.620]  我們大家都記得,
[00:08:28.620 --> 00:08:31.100]  新世界法治不肯跟我們來續約,
[00:08:31.100 --> 00:08:32.860]  我們要搬地方,
[00:08:32.860 --> 00:08:35.020]  原來很簡單搬一搬一個寫字樓,
[00:08:35.020 --> 00:08:37.980]  原來要用差不多二十五萬,
[00:08:37.980 --> 00:08:39.420]  為什麼呢?
[00:08:39.420 --> 00:08:42.460]  第一就是我們如果要搬來那個寫字樓,
[00:08:42.460 --> 00:08:45.980]  還要還原所有的東西,
[00:08:45.980 --> 00:08:49.460]  拆掉所有的裝修,
[00:08:49.460 --> 00:08:51.500]  其實要用一大筆錢,
[00:08:51.500 --> 00:08:54.700]  新的地方我們又要去裝修,
[00:08:54.700 --> 00:08:57.140]  我們已經盡量的來省錢了,
[00:08:57.140 --> 00:08:59.740]  譬如我們拉這些線是我們自己拉的,
[00:08:59.740 --> 00:09:03.100]  五月一號勞動節我們要求全教會弟兄姊妹,
[00:09:03.100 --> 00:09:04.620]  盡量的來帶去幫手,
[00:09:04.620 --> 00:09:05.740]  來帶去搬東西,
[00:09:05.740 --> 00:09:06.660]  我們搬好了,
[00:09:06.660 --> 00:09:08.940]  搬不定的東西才找搬工公司搬,
[00:09:08.940 --> 00:09:10.780]  但都需要二十五萬,
[00:09:10.780 --> 00:09:12.220]  於是他們提出來,
[00:09:12.220 --> 00:09:14.300]  說要找一個凝磚計劃,
[00:09:14.300 --> 00:09:15.260]  我曾經質疑,
[00:09:15.260 --> 00:09:16.500]  我說不是吧?
[00:09:16.500 --> 00:09:17.900]  搬一間禮拜堂,
[00:09:17.900 --> 00:09:19.180]  辦公室而已,
[00:09:19.180 --> 00:09:20.140]  都要用凝磚,
[00:09:20.140 --> 00:09:22.460]  那將來要買堂怎麼辦?
[00:09:22.460 --> 00:09:24.100]  事實上他們不夠錢,
[00:09:24.100 --> 00:09:25.740]  於是他們做了一個海報,
[00:09:25.740 --> 00:09:28.340]  當我一看的時候我說不可以這樣,
[00:09:28.340 --> 00:09:32.100]  因為一塊磚是二百元,
[00:09:32.100 --> 00:09:33.300]  我說二百元,
[00:09:33.300 --> 00:09:37.020]  我反而會去體貼我葵涌堂的會友,
[00:09:37.020 --> 00:09:39.940]  我說有些人二百元對他來說是一個大的數目,
[00:09:39.940 --> 00:09:42.780]  我說不要用二百元作為一個基數,
[00:09:42.780 --> 00:09:44.780]  試試用五十元,
[00:09:44.780 --> 00:09:46.900]  五十元作為一個起點,
[00:09:46.900 --> 00:09:50.260]  如果他有心奉獻二百元他就認四塊磚,
[00:09:50.260 --> 00:09:52.020]  如果你一塊磚二百元的時候,
[00:09:52.020 --> 00:09:54.220]  有個中學生很想應獻五十元,
[00:09:54.220 --> 00:09:55.740]  但他發覺原來不行,
[00:09:55.740 --> 00:09:57.500]  因為一塊磚是二百元,
[00:09:57.500 --> 00:10:00.820]  這就是同情關心,
[00:10:00.820 --> 00:10:03.620]  但我剛才說除了同情關心,
[00:10:03.620 --> 00:10:05.420]  但有時候我們也有個原則,
[00:10:05.420 --> 00:10:08.580]  請你記住神的僕人一個傳道者,
[00:10:08.580 --> 00:10:10.420]  我們的責任很重大,
[00:10:10.420 --> 00:10:12.100]  要有好的教導,
[00:10:12.100 --> 00:10:14.260]  我們不只是一個輔導員,
[00:10:14.260 --> 00:10:18.220]  輔導員是會有同情同理心聆聽,
[00:10:18.220 --> 00:10:20.380]  我們都需要這一點,
[00:10:20.380 --> 00:10:23.180]  但這不是我們的重點,
[00:10:23.180 --> 00:10:26.300]  如果有錯的時候,
[00:10:26.300 --> 00:10:30.340]  我們仍然會發出這個指責,
[00:10:30.340 --> 00:10:33.700]  甚至這個指責可能對方不喜歡,
[00:10:33.700 --> 00:10:34.500]  我舉一個例,
[00:10:34.500 --> 00:10:36.060]  我要欣賞的是,
[00:10:36.060 --> 00:10:38.660]  昨天我們一對弟兄姊妹結婚,
[00:10:38.660 --> 00:10:41.380]  但今天都回到我們十一點半的崇拜,
[00:10:41.380 --> 00:10:45.420]  他說他今晚或明天就會去度蜜月,
[00:10:45.420 --> 00:10:47.780]  我想不到他今天也會回來崇拜,
[00:10:47.780 --> 00:10:51.540]  但昨天在婚禮裏有一件事我是很不開心的,
[00:10:51.540 --> 00:10:55.260]  就是在婚禮的進行期間,
[00:10:55.260 --> 00:10:58.620]  新郎哥的家人應該是他的姐姐,
[00:10:58.620 --> 00:11:03.220]  有一個小朋友在他的椅子上不斷走來走去,
[00:11:03.220 --> 00:11:05.780]  因為前面的椅子是沒有人坐的,
[00:11:05.780 --> 00:11:08.540]  但做母親的沒有去提醒,
[00:11:08.540 --> 00:11:12.260]  而後面還有些大人可能是阿姨跟他玩,
[00:11:12.260 --> 00:11:13.180]  又給他手機,
[00:11:13.180 --> 00:11:15.380]  我心想嘻嘻哈哈,
[00:11:15.380 --> 00:11:17.460]  我說到的時候很吵,
[00:11:17.460 --> 00:11:20.140]  算數,我照說,
[00:11:20.140 --> 00:11:23.860]  但到要訂婚盟的時候,
[00:11:23.860 --> 00:11:25.540]  納婿的時候,
[00:11:25.540 --> 00:11:28.380]  牧師出來其實也有話要說,
[00:11:28.380 --> 00:11:31.540]  他說這是一個很嚴肅的時刻,
[00:11:31.540 --> 00:11:34.300]  請大家盡量去安靜,
[00:11:34.300 --> 00:11:37.460]  但這個小朋友仍然這樣走來走去,
[00:11:37.460 --> 00:11:40.420]  做母親的仍然沒有這樣教,
[00:11:40.420 --> 00:11:42.260]  我終於忍受不了,
[00:11:42.260 --> 00:11:43.620]  我站出來,
[00:11:43.620 --> 00:11:46.620]  嘘,不出來,
[00:11:46.620 --> 00:11:48.580]  我真的這樣,
[00:11:48.580 --> 00:11:52.020]  你可以想像那個媽媽一定不滿意我,
[00:11:52.020 --> 00:11:53.940]  一定不喜歡,
[00:11:53.940 --> 00:11:59.140]  但我覺得你應該要尊重新郎新娘還是你的家人,
[00:11:59.140 --> 00:12:01.500]  這是一個很神聖的時刻,
[00:12:01.500 --> 00:12:03.460]  縱使你不相信你不應該這樣來,
[00:12:03.460 --> 00:12:06.260]  但他仍然是一個小朋友,
[00:12:06.260 --> 00:12:08.100]  這些母親這樣教導兒女,
[00:12:08.100 --> 00:12:11.140]  我覺得是絕對不應該,
[00:12:11.140 --> 00:12:12.820]  我做這件事的時候,
[00:12:12.820 --> 00:12:14.740]  一定有人不滿意,
[00:12:14.740 --> 00:12:17.620]  但我不可以因為這樣的緣故,
[00:12:17.620 --> 00:12:19.100]  我不出聲,
[00:12:19.100 --> 00:12:23.060]  我更加要去愛護我這一對新人,
[00:12:23.060 --> 00:12:27.140]  因為這是一個很重要的神聖的時刻,
[00:12:27.140 --> 00:12:28.460]  所以今天作為一個牧者,
[00:12:28.460 --> 00:12:30.620]  我們不可以太多的同情體諒,
[00:12:30.620 --> 00:12:33.580]  「是呀,細蚊仔,由他吧,錯,
[00:12:33.580 --> 00:12:36.140]  你就抱他出去吧。」
[00:12:36.140 --> 00:12:37.220]  我自己很深體會,
[00:12:37.220 --> 00:12:38.860]  如果我是一個足球評述員,
[00:12:38.860 --> 00:12:40.420]  下午就來世界盃了,
[00:12:40.420 --> 00:12:44.940]  我不需要巨細無遺地去講述每一個細節,
[00:12:44.940 --> 00:12:46.620]  因為大家可以看到,
[00:12:46.620 --> 00:12:48.540]  但如果當我是一個醫生,
[00:12:48.540 --> 00:12:50.780]  我開藥給一個病人的時候,
[00:12:50.780 --> 00:12:52.700]  我就會很清楚地跟他說,
[00:12:52.700 --> 00:12:55.140]  你吃了這些藥有什麼效果,
[00:12:55.140 --> 00:12:57.220]  有哪些東西你是要吃完的,
[00:12:57.220 --> 00:12:59.140]  譬如一些抗生素你要吃完,
[00:12:59.140 --> 00:13:03.540]  這些止痛藥你不痛的時候就不用吃了,
[00:13:03.540 --> 00:13:06.700]  不幸地這兩個星期都嚴重感冒,
[00:13:06.700 --> 00:13:07.860]  都挺辛苦的,
[00:13:07.860 --> 00:13:10.260]  我剛剛再去看一位胡兆雲醫生,
[00:13:10.260 --> 00:13:11.100]  他跟我說,
[00:13:11.100 --> 00:13:16.780]  「牧師,你這藥吃完之後會昏昏迷迷,
[00:13:16.780 --> 00:13:18.900]  會昏睡的,你會駕車嗎?」
[00:13:18.900 --> 00:13:20.140]  「我不會,但我踩單車。」
[00:13:20.140 --> 00:13:22.380]  「那你也不要踩了。」
[00:13:22.380 --> 00:13:24.100]  他會很清楚地告訴你,
[00:13:24.100 --> 00:13:26.620]  這藥真的有什麼後果,
[00:13:26.620 --> 00:13:31.140]  這一種抗生素一定要吃完,
[00:13:31.140 --> 00:13:33.460]  因為事情的嚴重與否,
[00:13:33.460 --> 00:13:36.900]  其實是在影響我的直率率,
[00:13:36.900 --> 00:13:38.460]  如果我只是一個足球評述員,
[00:13:38.460 --> 00:13:40.580]  我不需要講得很清楚,
[00:13:40.580 --> 00:13:41.660]  但如果我是一個醫生,
[00:13:41.660 --> 00:13:43.100]  我就要講得很清楚,
[00:13:43.100 --> 00:13:44.220]  但如果我們是一個牧者,
[00:13:44.220 --> 00:13:47.660]  我們更加需要去教導,
[00:13:47.660 --> 00:13:49.660]  正如一個做父母的,
[00:13:49.660 --> 00:13:52.060]  你看見你的兒女不喜歡讀書,
[00:13:52.060 --> 00:13:54.620]  只會玩遊戲機、看劇集,
[00:13:54.620 --> 00:13:56.460]  我想你也會教導他,
[00:13:56.460 --> 00:13:57.780]  當你教導他的時候,
[00:13:57.780 --> 00:13:59.460]  很可能他不喜歡,
[00:13:59.460 --> 00:14:03.340]  但你不會因為他不喜歡而默然不語,
[00:14:03.340 --> 00:14:06.740]  所以神就提醒這兩個領袖,
[00:14:06.740 --> 00:14:10.100]  你不要太了解這群人,
[00:14:10.100 --> 00:14:11.940]  你要好好地去教導,
[00:14:11.940 --> 00:14:12.940]  但你留意到這群人,
[00:14:12.940 --> 00:14:15.220]  他沒有說不去建造聖殿,
[00:14:15.220 --> 00:14:18.980]  他只不過是時候尚未來到,
[00:14:18.980 --> 00:14:24.140]  拖延和拒絕好像很類似,
[00:14:24.140 --> 00:14:27.900]  但其實是產生絕對不相同的那一刻,
[00:14:27.900 --> 00:14:32.100]  有時候拒絕比拖延更加好,
[00:14:32.100 --> 00:14:34.980]  我去做一件事,你拒絕了,
[00:14:34.980 --> 00:14:36.780]  我便close file,
[00:14:36.780 --> 00:14:37.900]  我不再去想,
[00:14:37.900 --> 00:14:40.620]  我會去想再新的事,
[00:14:40.620 --> 00:14:42.180]  但如果拖延的時候,
[00:14:42.180 --> 00:14:43.540]  我們會做的,
[00:14:43.540 --> 00:14:45.620]  不過遲些,但沒有一個的日子,
[00:14:45.620 --> 00:14:47.300]  沒有一個的指標,
[00:14:47.300 --> 00:14:49.620]  拖拖拖拖下去的時候,
[00:14:49.620 --> 00:14:52.860]  結果可能就不了了之,
[00:14:52.860 --> 00:14:55.620]  我相信我們都有這個經驗,
[00:14:55.620 --> 00:14:59.060]  作為基督徒我們不會說我們不應該領修,
[00:14:59.060 --> 00:15:01.260]  我們每個人都知道我們應該要好好地親近神,
[00:15:01.260 --> 00:15:03.140]  讀神的話語,
[00:15:03.140 --> 00:15:04.940]  但往往當我們下班回來的時候,
[00:15:04.940 --> 00:15:06.140]  我們很累,
[00:15:06.140 --> 00:15:07.940]  我們都說等我休息一會兒,
[00:15:07.940 --> 00:15:11.340]  我就會去領修,
[00:15:11.340 --> 00:15:14.380]  但結果你看完M club之後,
[00:15:14.380 --> 00:15:15.900]  你就睡覺了,
[00:15:15.900 --> 00:15:19.380]  你就不會再去領修,
[00:15:19.380 --> 00:15:21.540]  你開頭想著一會兒,
[00:15:21.540 --> 00:15:24.500]  但你一會兒可能就不了了之,
[00:15:24.500 --> 00:15:27.780]  絕對基督徒不會說我不應該參加崇拜,
[00:15:27.780 --> 00:15:29.380]  我們知道的,
[00:15:29.380 --> 00:15:31.300]  但很可能下雨,
[00:15:31.300 --> 00:15:32.740]  天氣不好,
[00:15:32.740 --> 00:15:34.820]  或者說兒女考試,
[00:15:34.820 --> 00:15:36.380]  不如我們停一次,
[00:15:36.380 --> 00:15:38.020]  或者很累,
[00:15:38.020 --> 00:15:41.820]  結果停下停下的時候,我們就遠離神,
[00:15:41.820 --> 00:15:45.380]  基督徒不會說我們不應該去奉獻,
[00:15:45.380 --> 00:15:48.820]  但可能我們說這個月有很多支出,
[00:15:48.820 --> 00:15:51.660]  甚至很可能入不敷出,
[00:15:51.660 --> 00:15:54.580]  這樣的時候結果怎樣呢?
[00:15:54.580 --> 00:15:57.580]  我們慢慢地就不會再去奉獻,
[00:15:57.580 --> 00:16:00.900]  基督徒不會說我們不應該去侍奉神,
[00:16:00.900 --> 00:16:03.140]  我們知道要去服侍,
[00:16:03.140 --> 00:16:04.780]  但我們有一個藉口就是,
[00:16:04.780 --> 00:16:05.940]  我最近很忙,
[00:16:05.940 --> 00:16:07.300]  讓我先休息一會兒,
[00:16:07.300 --> 00:16:08.660]  我力有不逮,
[00:16:08.660 --> 00:16:11.100]  我不是很夠能力,
[00:16:11.100 --> 00:16:12.420]  遲些吧,
[00:16:12.420 --> 00:16:14.060]  但遲遲下的時候,
[00:16:14.060 --> 00:16:16.660]  我們又不了了之,
[00:16:16.660 --> 00:16:20.780]  人往往很喜歡用一些藉口,
[00:16:20.780 --> 00:16:24.660]  不去做他應該要做的事,
[00:16:24.660 --> 00:16:27.740]  我們行常都說等機會,
[00:16:27.740 --> 00:16:29.460]  在我人生的字典裏面,
[00:16:29.460 --> 00:16:32.380]  機會絕對不是等的,
[00:16:32.380 --> 00:16:36.180]  機會是我主動地去爭取,
[00:16:36.180 --> 00:16:37.900]  去爭取回來,
[00:16:37.900 --> 00:16:40.420]  這個是很重要的,
[00:16:40.420 --> 00:16:44.540]  今天有時候我們仍然覺得未是時候,
[00:16:44.540 --> 00:16:46.500]  但請你記住,
[00:16:46.500 --> 00:16:50.580]  主耶穌祂的觀點和門徒的觀點,
[00:16:50.580 --> 00:16:53.300]  都有時候會有一定的差距,
[00:16:53.300 --> 00:16:55.660]  我們一起去讀《約翰福音》第四章,
[00:16:55.660 --> 00:16:59.020]  35到36節,
[00:16:59.020 --> 00:17:00.380]  我們一起去讀出。
[00:17:00.380 --> 00:17:04.020]  「你們豈不說到收割的時候,
[00:17:04.020 --> 00:17:05.980]  還有四個月嗎?
[00:17:05.980 --> 00:17:07.580]  我告訴你們,
[00:17:07.580 --> 00:17:09.620]  舉目向田觀看,
[00:17:09.620 --> 00:17:11.740]  莊稼已經熟了,
[00:17:11.740 --> 00:17:13.500]  可以收割了,
[00:17:13.500 --> 00:17:15.820]  收割的人得功架,
[00:17:15.820 --> 00:17:18.060]  積蓄五穀道永生,
[00:17:18.060 --> 00:17:23.420]  叫殺種的和收割的一同快樂。」
[00:17:23.420 --> 00:17:26.820]  門徒說收割的時候還有四個月,
[00:17:26.820 --> 00:17:28.540]  但耶穌說不是,
[00:17:28.540 --> 00:17:30.620]  這個時候就是了,
[00:17:30.620 --> 00:17:33.500]  可能大家看的東西是一樣,
[00:17:33.500 --> 00:17:37.620]  但是你會不會有不同的角度呢?
[00:17:37.620 --> 00:17:39.420]  對我來說,雖然這一年下來,
[00:17:39.420 --> 00:17:42.100]  但我這個心還未冷卻,
[00:17:42.100 --> 00:17:42.780]  在這一年裡面,
[00:17:42.780 --> 00:17:44.940]  我在九龍灣每逢星期五晚,
[00:17:44.940 --> 00:17:46.420]  五點多我去的時候,
[00:17:46.420 --> 00:17:52.220]  見到潮水式的人有放工離開的時候,
[00:17:52.220 --> 00:17:54.580]  我每次都很激動,
[00:17:54.580 --> 00:17:56.940]  這麼多人還未信主,
[00:17:56.940 --> 00:17:58.580]  我甚至有一種熟悉的觸覺,
[00:17:58.580 --> 00:18:00.140]  就是這班人一直是向著地獄的門,
[00:18:00.140 --> 00:18:02.540]  來帶他走去,
[00:18:02.540 --> 00:18:07.460]  所以我會覺得很需要穿緊的來傳福音,
[00:18:07.460 --> 00:18:08.300]  神有很大的祝福,
[00:18:08.300 --> 00:18:11.580]  你看看上個星期我們的同伴有二百七十多人,
[00:18:11.580 --> 00:18:12.940]  短短一年裡面有二百多人,
[00:18:12.940 --> 00:18:15.900]  但我們怎麼可以滿足?
