
[00:00:00.000 --> 00:00:02.880]  慈詩記的第八章
[00:02:40.360 --> 00:02:42.320]  是以法連人
[00:02:42.320 --> 00:02:45.520]  以法連人是一個很大的支派
[00:02:45.520 --> 00:02:48.520]  僅次於猶大支派
[00:02:48.520 --> 00:02:52.760]  但是以法連是一個非常驕傲的支派
[00:02:52.760 --> 00:02:57.000]  我們知道基甸是出於馬拿西支派
[00:02:57.000 --> 00:02:59.160]  馬拿西支派和以法連
[00:02:59.160 --> 00:03:01.720]  本來應該是兄弟之邦
[00:03:01.720 --> 00:03:06.160]  認為都是屬於約瑟的後人
[00:03:06.160 --> 00:03:08.880]  但是以法連是非常自大
[00:03:08.880 --> 00:03:10.800]  早在約書亞的時候
[00:03:10.800 --> 00:03:12.520]  我們已經看到
[00:03:12.520 --> 00:03:16.000]  約書亞記的十七章十四節
[00:03:16.000 --> 00:03:18.080]  說到約瑟的子孫
[00:03:18.080 --> 00:03:20.040]  就是這裡說以法連
[00:03:20.040 --> 00:03:22.480]  他們對約書亞說
[00:03:22.480 --> 00:03:24.360]  「而胡華到如今
[00:03:24.360 --> 00:03:26.600]  既然次福與我們
[00:03:26.600 --> 00:03:28.840]  我們也族大人多
[00:03:28.840 --> 00:03:32.320]  你為什麼一旦將一溝一斷之地
[00:03:32.320 --> 00:03:35.080]  分給我們為業呢?」
[00:03:35.080 --> 00:03:36.880]  喂!約書亞
[00:03:36.880 --> 00:03:38.440]  我們族大人多
[00:03:38.440 --> 00:03:40.200]  這麼大的支派
[00:03:40.200 --> 00:03:43.680]  你又是抽一支籤給我們一塊地
[00:03:43.680 --> 00:03:45.160]  一個很小的支派
[00:03:45.160 --> 00:03:48.680]  你又是抽一支籤給他們一塊地
[00:03:48.680 --> 00:03:49.960]  不公平啊
[00:03:49.960 --> 00:03:51.280]  我們族大人多
[00:03:51.280 --> 00:03:54.640]  你應該給多些地給我們
[00:03:54.640 --> 00:04:00.040]  從那裡就見到以法連有多驕傲自大
[00:04:00.040 --> 00:04:03.720]  同樣他們現在來到基甸那裡
[00:04:03.720 --> 00:04:05.280]  批評基甸
[00:04:05.280 --> 00:04:08.760]  為什麼你不邀請我們來爭戰
[00:04:08.760 --> 00:04:11.280]  我們沒有份來打這場仗
[00:04:11.280 --> 00:04:14.400]  他們覺得這是一個恥辱
[00:04:14.400 --> 00:04:16.320]  以法連支派
[00:04:16.320 --> 00:04:17.720]  如果我們記得的話
[00:04:17.720 --> 00:04:19.680]  在《士司記》的第三章
[00:04:19.680 --> 00:04:24.240]  是有幫助以忽士司戰勝他的敵人
[00:04:24.240 --> 00:04:26.200]  也有幫助底波拉
[00:04:26.200 --> 00:04:28.280]  在《士司記》的第五章
[00:04:28.280 --> 00:04:32.560]  但是基甸就沒有來幫助基甸
[00:04:32.560 --> 00:04:35.440]  他們說基甸沒有邀請他們
[00:04:35.440 --> 00:04:38.720]  你想想基甸只不過是一個農夫
[00:04:38.720 --> 00:04:42.560]  就算他邀請以法連一個這麼大的支派
[00:04:42.560 --> 00:04:44.480]  你會不會贏基甸呢
[00:04:44.480 --> 00:04:46.120]  可能不會贏他
[00:04:46.120 --> 00:04:47.480]  你就是邀請他
[00:04:47.480 --> 00:04:49.200]  現在打贏了
[00:04:49.200 --> 00:04:51.040]  就馬後炮
[00:04:51.040 --> 00:04:55.480]  就來罵基甸
[00:04:55.480 --> 00:05:00.360]  以法連其實應該感謝基甸救贖了以色列
[00:05:00.360 --> 00:05:03.440]  這些欺壓以色列人的米田人
[00:05:03.440 --> 00:05:05.240]  被基甸打敗了
[00:05:05.240 --> 00:05:08.960]  但是他們就來抨擊基甸
[00:05:08.960 --> 00:05:12.320]  在《詩篇》的七十八篇第九節
[00:05:12.320 --> 00:05:16.360]  說以法連的子孫帶著兵器拿著弓
[00:05:16.360 --> 00:05:20.480]  臨陣之日轉身退後
[00:05:20.480 --> 00:05:25.280]  這裏我相信不是說基甸請了他們來打仗
[00:05:25.280 --> 00:05:27.000]  結果他們縮沙
[00:05:27.000 --> 00:05:29.200]  臨陣退縮
[00:05:29.200 --> 00:05:31.360]  這裏其實給我們看到
[00:05:31.360 --> 00:05:34.880]  以法連之派不單止是驕傲
[00:05:34.880 --> 00:05:37.120]  其實他們還怎麼樣
[00:05:37.120 --> 00:05:40.360]  非常之不可靠
[00:05:40.360 --> 00:05:41.480]  再說
[00:05:41.480 --> 00:05:44.560]  基甸這次打贏仗是否靠
[00:05:44.560 --> 00:05:46.120]  蟻多嬲死將
[00:05:46.120 --> 00:05:47.640]  人海戰術
[00:05:47.640 --> 00:05:49.240]  不是的
[00:05:49.240 --> 00:05:51.920]  他是依靠神的能力
[00:05:51.920 --> 00:05:55.880]  神叫他將士兵減到三百人
[00:05:55.880 --> 00:05:59.200]  很明顯不是靠士兵的力量
[00:05:59.200 --> 00:06:04.760]  所以他也不會去邀請以法連這個這麼大的支派
[00:06:04.760 --> 00:06:07.080]  因為他不需要這麼多的士兵
[00:06:07.080 --> 00:06:10.960]  如果他真的去請以法連來幫助的話
[00:06:10.960 --> 00:06:12.360]  會怎麼樣
[00:06:12.360 --> 00:06:16.760]  以法連看到他只剩下三百個士兵一定會不喜歡
[00:06:16.760 --> 00:06:18.440]  我們族大人多
[00:06:18.440 --> 00:06:20.800]  你為何要減去三百人
[00:06:20.800 --> 00:06:22.240]  一定不會反駁
[00:06:22.240 --> 00:06:24.200]  一定會發聲
[00:06:24.200 --> 00:06:28.280]  未開戰可能已經是搞紛爭、搞分裂
[00:06:28.280 --> 00:06:31.360]  所以基甸沒有去請他們參加
[00:06:31.360 --> 00:06:36.280]  其實是一個明智之舉
[00:06:36.280 --> 00:06:40.320]  其實我相信為何他們會批評基甸
[00:06:40.320 --> 00:06:42.880]  就是因為他們失去了一個機會
[00:06:42.880 --> 00:06:45.880]  可以向十多萬的米甸敵人
[00:06:45.880 --> 00:06:49.480]  來到身上拿到戰利品
[00:06:49.480 --> 00:06:52.920]  沒有機會去拿這些戰利品
[00:06:52.920 --> 00:06:56.000]  眼睜睜看著那三百個士兵
[00:06:56.000 --> 00:06:57.880]  可以拿到很多財富
[00:06:57.880 --> 00:06:59.720]  所以他們不開心
[00:06:59.720 --> 00:07:02.680]  其實當有人來批評你
[00:07:02.680 --> 00:07:04.480]  來指控你的時候
[00:07:04.480 --> 00:07:08.040]  其實背後你真的不知道他們在想什麼
[00:07:08.040 --> 00:07:11.280]  可能是有很多自我的原因
[00:07:11.280 --> 00:07:14.800]  可能有很多個人的原因來批評你
[00:07:14.800 --> 00:07:17.640]  我們永遠都不知道別人批評我們
[00:07:17.640 --> 00:07:21.160]  究竟是什麼原因
[00:07:21.160 --> 00:07:27.480]  日後大衛就會對這個分戰利品的律法有改變
[00:07:27.480 --> 00:07:29.640]  他會設立一些律法
[00:07:29.640 --> 00:07:31.360]  就算你不去打仗
[00:07:31.360 --> 00:07:33.240]  你留守在營地
[00:07:33.240 --> 00:07:36.160]  你都能夠得到戰利品
[00:07:36.160 --> 00:07:38.160]  但這是日後的事
[00:07:38.160 --> 00:07:43.640]  在基甸的時候還沒有這些律例
[00:07:43.640 --> 00:07:44.840]  對基甸來說
[00:07:44.840 --> 00:07:47.520]  他是一個海船歸來
[00:07:47.520 --> 00:07:50.080]  是一個民族的英雄
[00:07:50.080 --> 00:07:52.320]  受到人的擁戴
[00:07:52.320 --> 00:07:54.800]  甚至我們稍後會見到
[00:07:54.800 --> 00:07:58.680]  以色列人是要基甸成為他們的王
[00:07:58.680 --> 00:08:00.400]  對於一個這樣的領袖
[00:08:00.400 --> 00:08:05.520]  根本不需要向以發連來客氣
[00:08:05.520 --> 00:08:09.840]  但是他就採取了《真言》十五章一節
[00:08:09.840 --> 00:08:12.880]  怎樣回答以發連呢?
[00:08:12.880 --> 00:08:16.360]  「回答柔和使怒氣消退
[00:08:16.360 --> 00:08:20.880]  不用暴戾的言語觸動怒氣」
[00:08:20.880 --> 00:08:23.320]  以發連人所說的話
[00:08:23.320 --> 00:08:26.760]  我相信真的令到基甸很生氣
[00:08:26.760 --> 00:08:29.560]  但是他能夠控制著自己
[00:08:29.560 --> 00:08:33.320]  反而對他的弟兄誇獎的話
[00:08:33.320 --> 00:08:35.080]  他誇獎以發連人
[00:08:35.080 --> 00:08:39.400]  「是啊!你們沒有參與那三百個戰士的戰爭
[00:08:39.400 --> 00:08:41.360]  但是追趕敵人的時候
[00:08:41.360 --> 00:08:43.080]  你們又來了
[00:08:43.080 --> 00:08:45.160]  還把兩個王子
[00:08:45.160 --> 00:08:45.680]  記不記得?
[00:08:45.680 --> 00:08:50.040]  鵝鱲和西爾柏來到捉拿
[00:08:50.040 --> 00:08:52.160]  你們有功勞」
[00:08:52.160 --> 00:08:54.000]  說完之後
[00:08:54.000 --> 00:08:58.160]  以發連人當場消除了他們的怒氣
[00:08:58.160 --> 00:08:59.880]  開心了
[00:08:59.880 --> 00:09:03.840]  對待批評最好的措施是怎樣的?
[00:09:03.840 --> 00:09:07.640]  好像《真言》十六章三十二節所說
[00:09:07.640 --> 00:09:09.360]  「不輕易發怒
[00:09:09.360 --> 00:09:11.360]  勝過勇士
[00:09:11.360 --> 00:09:14.680]  自服己心的強如取勝」
[00:09:14.680 --> 00:09:19.120]  這就是最好的回答方法
[00:09:19.120 --> 00:09:22.080]  基甸不單止證明給我們看
[00:09:22.080 --> 00:09:24.560]  他可以控制一支軍隊
[00:09:24.560 --> 00:09:27.200]  他也可以控制自己的脾氣
[00:09:27.200 --> 00:09:29.960]  控制自己的舌頭
[00:09:29.960 --> 00:09:32.160]  中國人也有說
[00:09:32.160 --> 00:09:36.400]  「兄弟益於場,外遇其無」
[00:09:36.400 --> 00:09:38.760]  當兄弟危牆的時候
[00:09:38.760 --> 00:09:40.320]  非常之危險
[00:09:40.320 --> 00:09:42.760]  敵人就會來攻擊
[00:09:42.760 --> 00:09:46.120]  詩篇的一百三十三篇也有說到
[00:09:46.120 --> 00:09:48.440]  大衛的《上行之詩》
[00:09:48.440 --> 00:09:51.920]  他說向「弟兄和睦同居
[00:09:51.920 --> 00:09:55.560]  是何等的善,何等的美」
[00:09:55.560 --> 00:09:56.760]  所以我們要很小心
[00:09:56.760 --> 00:09:59.440]  千萬不要弟兄姊妹當中
[00:09:59.440 --> 00:10:01.200]  自己有爭鬥
[00:10:01.200 --> 00:10:05.960]  我們是要和平相處
[00:10:05.960 --> 00:10:10.480]  當基甸平息了別人對他的抨擊
[00:10:10.480 --> 00:10:13.320]  還有第二樣他要做什麼?
[00:10:13.320 --> 00:10:16.400]  就是對待反叛者
[00:10:16.400 --> 00:10:19.200]  你說誰反叛他?
[00:10:19.200 --> 00:10:21.000]  有兩組的人
[00:10:21.000 --> 00:10:24.000]  其中一組是加德人
[00:10:24.000 --> 00:10:28.280]  基甸和他的手下追趕那兩個米甸的王
[00:10:28.280 --> 00:10:31.920]  濟巴和薩姆那
[00:10:31.920 --> 00:10:33.800]  如果能夠將他們捉住
[00:10:33.800 --> 00:10:35.360]  甚至是殺死
[00:10:35.360 --> 00:10:38.560]  將會對米甸人是一個很大的打擊
[00:10:38.560 --> 00:10:41.360]  甚至可能是能夠消除敵人
[00:10:41.360 --> 00:10:43.040]  消滅敵人
[00:10:43.040 --> 00:10:45.840]  他就一路追趕這些米甸人
[00:10:45.840 --> 00:10:47.440]  過了約旦河
[00:10:47.440 --> 00:10:50.320]  去到約旦河東邊的加德
[00:10:50.320 --> 00:10:52.600]  一個叫做疏割的地方
[00:10:52.600 --> 00:10:54.760]  他們已經筋疲力倦
[00:10:54.760 --> 00:10:56.920]  又肚餓,沒東西吃
[00:10:56.920 --> 00:11:00.400]  希望疏割的人能夠救濟他們
[00:11:00.400 --> 00:11:04.120]  結果疏割人不肯伸出援手
[00:11:04.120 --> 00:11:08.560]  不肯給他們食物
[00:11:08.560 --> 00:11:11.840]  疏割人就在加德這個地方
[00:11:11.840 --> 00:11:13.400]  如果我們看回
[00:11:13.400 --> 00:11:16.480]  底波拉和巴拉
[00:11:16.480 --> 00:11:17.920]  對抗敵人的時候
[00:11:17.920 --> 00:11:19.400]  《士司記》第五章
[00:11:19.400 --> 00:11:22.200]  加德人都沒有幫助他們
[00:11:22.200 --> 00:11:24.880]  現在他們也不幫助基甸
[00:11:24.880 --> 00:11:26.360]  為什麼?
[00:11:26.360 --> 00:11:29.200]  有可能是因為加德
[00:11:29.200 --> 00:11:31.960]  是在約旦河的東邊
[00:11:31.960 --> 00:11:35.400]  他們和約旦河西面的支派
[00:11:35.400 --> 00:11:36.920]  是沒有那麼親近
[00:11:36.920 --> 00:11:39.840]  所以他們拒絕來幫助
[00:11:39.840 --> 00:11:42.200]  另外也有一個可能性
[00:11:42.200 --> 00:11:44.440]  就是因為他們膽小
[00:11:44.440 --> 00:11:45.760]  他們害怕
[00:11:45.760 --> 00:11:49.560]  如果基甸不能征服米甸人
[00:11:49.560 --> 00:11:52.800]  那些米甸人回來捲土重來
[00:11:52.800 --> 00:11:54.680]  會不會回來報仇?
[00:11:54.680 --> 00:11:56.680]  如果我們幫助了基甸
[00:11:56.680 --> 00:11:58.640]  讓米甸人知道了
[00:11:58.640 --> 00:12:01.280]  回來尋仇的時候怎麼辦?
[00:12:01.280 --> 00:12:03.160]  還是不要了
[00:12:03.160 --> 00:12:04.440]  不要騷擾我們
[00:12:04.440 --> 00:12:07.400]  不要去幫助基甸
[00:12:07.400 --> 00:12:09.720]  還有一組人
[00:12:09.720 --> 00:12:12.080]  是皮勞伊納
[00:12:12.080 --> 00:12:13.800]  皮勞伊納人
[00:12:13.800 --> 00:12:16.480]  基甸同樣追趕敵人
[00:12:16.480 --> 00:12:19.480]  去到皮勞伊納的地方
[00:12:19.480 --> 00:12:22.480]  他們都不肯幫助基甸
[00:12:22.480 --> 00:12:28.120]  說的話和疏割的人說的話一模一樣
[00:12:28.120 --> 00:12:30.720]  基甸就警告這兩個城
[00:12:30.720 --> 00:12:34.480]  如果我有一天打贏了米甸人回來
[00:12:34.480 --> 00:12:37.880]  我一定會懲罰你這兩個城
[00:12:37.880 --> 00:12:41.680]  神真的幫助基甸打贏了
[00:12:41.680 --> 00:12:43.440]  米甸的逃兵
[00:12:43.440 --> 00:12:46.400]  將兩個王俘虜了
[00:12:46.400 --> 00:12:49.800]  將他們帶回以色列人的營地
[00:12:49.800 --> 00:12:53.560]  他們經過疏割和皮勞伊納的時候
[00:12:53.560 --> 00:12:56.520]  基甸真的遵守他自己的諾言
[00:12:56.520 --> 00:12:58.360]  言出必行
[00:12:58.360 --> 00:13:02.920]  他在疏割的城外找到一個少年人
[00:13:02.920 --> 00:13:05.960]  盤問這個少年人是誰做出決定
[00:13:05.960 --> 00:13:07.920]  不來幫助我們
[00:13:07.920 --> 00:13:10.840]  結果這個少年幫他
[00:13:10.840 --> 00:13:12.800]  寫了一個名單出來
[00:13:12.800 --> 00:13:15.320]  有77個長老
[00:13:15.320 --> 00:13:18.880]  基甸就將這77個長老抓住
[00:13:18.880 --> 00:13:21.480]  用荊棘來壓打他們
[00:13:21.480 --> 00:13:24.520]  他也去到皮勞伊納
[00:13:24.520 --> 00:13:26.560]  摧毀了他們的高樓
[00:13:26.560 --> 00:13:30.200]  殺死了他們城內的人
[00:13:30.200 --> 00:13:31.520]  其實
[00:13:31.520 --> 00:13:36.080]  接待旅客是聖經裡面給我們的教導
[00:13:36.080 --> 00:13:37.640]  早在舊約
[00:13:37.640 --> 00:13:40.560]  當亞門人和摩訶人
[00:13:40.560 --> 00:13:42.680]  不去幫助以色列人的時候
[00:13:42.680 --> 00:13:44.800]  神已經處罰他們
[00:13:44.800 --> 00:13:47.200]  我們知道亞門人和摩訶人
[00:13:47.200 --> 00:13:49.440]  其實是羅德的後人
[00:13:49.440 --> 00:13:53.160]  猶大人可以說是自己的親戚
[00:13:53.160 --> 00:13:58.400]  居然當以色列人有需要食物的時候
[00:13:58.400 --> 00:14:02.560]  摩訶人和亞門人拒絕來幫助他們
[00:14:02.560 --> 00:14:05.200]  最後神來懲罰他們
[00:14:05.200 --> 00:14:09.040]  新命記的二十三章三至六節
[00:14:09.040 --> 00:14:13.560]  我們知道東方人的風俗也很好客
[00:14:13.560 --> 00:14:16.640]  接待旅客在早期的教會
[00:14:16.640 --> 00:14:19.680]  也是一個很重要的事工
[00:14:19.680 --> 00:14:23.120]  因為早期的教會還沒有旅店
[00:14:23.120 --> 00:14:26.880]  所以是需要款待這些旅客
[00:14:26.880 --> 00:14:31.360]  其實新約的聖經也給了我們很多的教導
[00:14:31.360 --> 00:14:33.920]  羅馬書的十二章十三節
[00:14:33.920 --> 00:14:37.360]  提摩太前書的五章十節
[00:14:37.360 --> 00:14:40.400]  還有希伯來書的十三章二節
[00:14:40.400 --> 00:14:42.920]  彼得前書的四章九節
[00:14:42.920 --> 00:14:46.760]  也有教我們要接待旅客
[00:14:46.760 --> 00:14:49.720]  記不記得耶穌基督自己的教導
[00:14:49.720 --> 00:14:50.760]  耶穌基督說
[00:14:50.760 --> 00:14:54.600]  如果你們接待在弟兄中最少的一個
[00:14:54.600 --> 00:14:56.880]  就等於接待誰
[00:14:56.880 --> 00:15:00.000]  就等於接待耶穌基督自己
[00:15:00.000 --> 00:15:03.560]  馬太福音的二十五章
[00:15:03.560 --> 00:15:07.320]  有人覺得很奇怪
[00:15:07.320 --> 00:15:10.600]  有沒有見到在這兩件事裡
[00:15:10.600 --> 00:15:14.920]  基建處理對待的人都不同
[00:15:14.920 --> 00:15:18.000]  好像以法年他是寬容
[00:15:18.000 --> 00:15:20.240]  他是仁慈
[00:15:20.240 --> 00:15:24.240]  但是對待疏割和疲勞依勒
[00:15:24.240 --> 00:15:26.640]  他是非常嚴厲
[00:15:26.640 --> 00:15:28.240]  為什麼?
[00:15:28.240 --> 00:15:31.640]  為什麼對不同的人有不同的對待?
[00:15:31.640 --> 00:15:33.680]  但如果你看清楚一點
[00:15:33.680 --> 00:15:36.160]  他們犯的罪都不同
[00:15:36.160 --> 00:15:39.200]  以法年所犯的罪是什麼?
[00:15:39.200 --> 00:15:41.240]  就是驕傲
[00:15:41.240 --> 00:15:45.600]  但是疏割和疲勞依勒的人
[00:15:45.600 --> 00:15:48.680]  他們犯的罪是反叛
[00:15:48.680 --> 00:15:51.240]  而這個反叛是兩個層面
[00:15:51.240 --> 00:15:54.600]  第一個層面是他們反叛他們的領袖
[00:15:54.600 --> 00:15:56.880]  基建是他們的領袖
[00:15:56.880 --> 00:15:58.880]  但是他們沒有服從
[00:15:58.880 --> 00:16:02.760]  當基建和他的手下冒著生命危險
[00:16:02.760 --> 00:16:05.240]  去追趕敵人的時候
[00:16:05.240 --> 00:16:09.400]  如果他們不幫基建,其實是幫了基建的敵人
[00:16:09.400 --> 00:16:12.120]  幫了以色列人的敵人
[00:16:12.120 --> 00:16:16.200]  隨時基建和他的手下都會有生命的危險
[00:16:16.200 --> 00:16:18.640]  所以這是一個很大的罪
[00:16:18.640 --> 00:16:20.520]  另外一個層面
[00:16:20.520 --> 00:16:24.280]  他們不單止反叛他們的領袖
[00:16:24.280 --> 00:16:28.040]  他們也背叛了他們自己的弟兄
[00:16:28.040 --> 00:16:30.360]  對自己的弟兄深厭
[00:16:30.360 --> 00:16:33.880]  這就是我剛才所說的生命記23章
[00:16:33.880 --> 00:16:36.960]  懲罰阿門人和摩訶人
[00:16:36.960 --> 00:16:40.800]  就是因為他們拒絕幫以色列人
[00:16:40.800 --> 00:16:43.440]  所以在兩個層面讓我們看到
[00:16:43.440 --> 00:16:50.160]  基建是應該對疏割人和疲勞依勒人是嚴厲的
[00:16:50.160 --> 00:16:53.880]  一個好的領袖是應該有分辨的能力
[00:16:53.880 --> 00:16:56.600]  如果你任何的事
[00:16:56.600 --> 00:16:58.400]  你的處理都是一樣
[00:16:58.400 --> 00:17:00.240]  你不是一個好的領袖
[00:17:00.240 --> 00:17:04.280]  你應該知道什麼時候是對人仁慈
[00:17:04.280 --> 00:17:06.640]  什麼時候是對人嚴厲
[00:17:06.640 --> 00:17:13.360]  這樣才能分辨出一個真正好的領袖
[00:17:13.360 --> 00:17:17.560]  不單止基建平息了別人對他的批評
[00:17:17.560 --> 00:17:22.920]  不單止他審判了懲罰了背叛他的人
[00:17:22.920 --> 00:17:26.120]  他也要處置他的敵人
[00:17:26.120 --> 00:17:31.200]  經文說基建以三百個士兵追趕敵人
[00:17:31.200 --> 00:17:35.880]  過了約旦河到南面的加割這個地方
[00:17:35.880 --> 00:17:41.080]  將西巴和撒姆那兩個王捉拿
[00:17:41.080 --> 00:17:45.800]  加上很多戰利品拿回以色列人的營地
[00:17:45.800 --> 00:17:50.880]  但他首先要處理一些私人的恩怨
[00:17:50.880 --> 00:17:53.240]  有什麼私人的恩怨?
[00:17:53.240 --> 00:17:56.400]  原來這兩個米甸王
[00:17:56.400 --> 00:18:01.280]  在他柏山曾經殺死基甸的兄弟
[00:18:01.280 --> 00:18:06.400]  聖經沒有說得很清楚究竟這件事是怎樣發生
[00:18:06.400 --> 00:18:08.440]  但是我們知道
[00:18:08.440 --> 00:18:12.440]  這兩個米甸王可能是在一年一度
[00:18:12.440 --> 00:18:15.560]  來搶掠以色列人的時候
[00:18:15.560 --> 00:18:18.280]  可能基甸的兄弟看不過眼
[00:18:18.280 --> 00:18:20.040]  來反抗
[00:18:20.040 --> 00:18:25.960]  結果就是被米甸這兩個王殺死了
[00:18:25.960 --> 00:18:29.440]  我們知道以色列是沒有警察的
[00:18:29.440 --> 00:18:30.360]  很有趣
[00:18:30.360 --> 00:18:32.280]  他們的社會沒有警察
[00:18:32.280 --> 00:18:35.400]  所以有很多事情要他們自己來處理
[00:18:35.400 --> 00:18:38.720]  在文素記的三十五章有說到
[00:18:38.720 --> 00:18:41.880]  報血仇的律例典章
[00:18:41.880 --> 00:18:44.320]  就是說如果一個家庭
[00:18:44.320 --> 00:18:48.160]  如果他的成員是有人被殺
[00:18:48.160 --> 00:18:51.080]  而家庭裡最親的人
[00:18:51.080 --> 00:18:54.240]  是可以成為報血仇者
[00:18:54.240 --> 00:18:56.080]  怎樣報血仇者?
[00:18:56.080 --> 00:18:58.520]  就是他有權來追趕
[00:18:58.520 --> 00:19:02.600]  來殺死他們家人的人
[00:19:02.600 --> 00:19:04.640]  這個叫做報血仇
[00:19:04.640 --> 00:19:06.960]  在文素記的三十五章
[00:19:06.960 --> 00:19:10.720]  所以我們看到基甸其實有雙重的身份
[00:19:10.720 --> 00:19:14.080]  一方面他是以報血仇者的身份
[00:19:14.080 --> 00:19:16.840]  可以為家人報仇
[00:19:16.840 --> 00:19:18.280]  第二個層面
[00:19:18.280 --> 00:19:20.040]  他是以色列人的領袖
[00:19:20.040 --> 00:19:25.240]  他有權來處決以色列人的敵人
[00:19:25.240 --> 00:19:28.520]  於是基甸就問這兩個王
[00:19:28.520 --> 00:19:31.800]  你們殺死的人是怎樣的?
[00:19:31.800 --> 00:19:34.920]  這兩個人都很油腔滑調
[00:19:34.920 --> 00:19:36.360]  很精明
[00:19:36.360 --> 00:19:38.160]  他們知道這個死者
[00:19:38.160 --> 00:19:40.800]  和基甸可能有關係
[00:19:40.800 --> 00:19:43.280]  所以他們說我們殺死的人
[00:19:43.280 --> 00:19:44.120]  和你一樣
[00:19:44.120 --> 00:19:46.880]  基甸是有王者的風範
[00:19:46.880 --> 00:19:49.600]  有王子的風範
[00:19:49.600 --> 00:19:52.120]  基甸沒有被他們欺騙
[00:19:52.120 --> 00:19:56.400]  基甸對一個壓迫殺害猶太人
[00:19:56.400 --> 00:20:01.280]  從猶太人撫餘的口中搶走食物的這些敵人
