
[00:00:00.000 --> 00:00:07.320]  道向聖潔公義善良的托拉
[00:02:41.000 --> 00:02:43.960]  所以如果你看到這件事就會覺得
[00:02:43.960 --> 00:02:48.080]  是不是這些所謂的規矩不好呢?
[00:02:48.080 --> 00:02:50.440]  我們一看到律法就會有個感覺
[00:02:50.440 --> 00:02:54.800]  就是苛刻、嚴肅、很嚴厲
[00:02:54.800 --> 00:02:57.960]  其實是不是這樣呢?
[00:02:57.960 --> 00:02:59.480]  Torah
[00:02:59.480 --> 00:03:04.120]  在猶太人用的這個叫做Torah
[00:03:04.120 --> 00:03:06.440]  他們很愛這個
[00:03:06.440 --> 00:03:08.920]  叫做律法書
[00:03:08.920 --> 00:03:13.200]  舊約以色列人是寶貴和體重
[00:03:13.200 --> 00:03:15.640]  而且他們很誇耀
[00:03:15.640 --> 00:03:18.240]  這個Torah是什麼呢?
[00:03:18.240 --> 00:03:20.000]  這個Torah
[00:03:20.000 --> 00:03:24.760]  在原文這個字眼就是射中目標的意思
[00:03:24.760 --> 00:03:31.400]  其實是有一種教導、指示方向和引導
[00:03:31.400 --> 00:03:34.200]  就是它是要你中的
[00:03:34.200 --> 00:03:36.280]  要達到目標
[00:03:36.280 --> 00:03:39.560]  是有訓誨、指示方向
[00:03:39.560 --> 00:03:41.120]  其實是好的
[00:03:41.120 --> 00:03:44.720]  帶出給你一個正確的方向
[00:03:44.720 --> 00:03:48.320]  一個好的路徑
[00:03:48.320 --> 00:03:51.760]  所以在舊約《摩西五經》
[00:03:51.760 --> 00:03:54.360]  這個創出利民生
[00:03:54.360 --> 00:03:59.160]  就被認爲是猶太人一直所寶貴的
[00:03:59.160 --> 00:04:00.680]  這個叫做Torah
[00:04:00.680 --> 00:04:02.800]  這個叫做律法書
[00:04:02.800 --> 00:04:06.280]  也是他們高舉的就是摩西給他們的
[00:04:06.280 --> 00:04:10.360]  當然摩西怎麼得到這個Torah這個律法書呢?
[00:04:10.360 --> 00:04:12.560]  就是從神而來
[00:04:12.560 --> 00:04:19.080]  Torah在舊約裏面這個字眼出現了219次
[00:04:19.080 --> 00:04:20.880]  大部分形容是什麼呢?
[00:04:20.880 --> 00:04:23.640]  這些是律法和條例
[00:04:23.640 --> 00:04:26.280]  如果加起來這些律法條例
[00:04:26.280 --> 00:04:32.280]  界名差不多在舊約裏面是有613條
[00:04:32.280 --> 00:04:36.800]  我不知道大家看到這麼多的律法
[00:04:36.800 --> 00:04:39.560]  這些的界名
[00:04:39.560 --> 00:04:41.000]  不準做什麼不準做什麼
[00:04:41.000 --> 00:04:42.840]  尤其是十界
[00:04:42.840 --> 00:04:46.160]  我們對那個律法的觀感
[00:04:46.160 --> 00:04:48.320]  真的會覺得它很Harsh
[00:04:48.320 --> 00:04:51.160]  很苛刻、很束縛
[00:04:51.160 --> 00:04:52.880]  但是我們要想深一層
[00:04:52.880 --> 00:04:57.520]  如果你真的對這個Torah有正確的認識
[00:04:57.520 --> 00:04:59.960]  可能你會有不同的看法
[00:04:59.960 --> 00:05:03.800]  新約的保羅就是其中一個表表者
[00:05:03.800 --> 00:05:05.040]  保羅怎麼看
[00:05:05.040 --> 00:05:07.360]  怎麼形容這個Torah這個律法呢?
[00:05:07.360 --> 00:05:10.040]  我們看看羅馬書裏面
[00:05:10.040 --> 00:05:12.440]  第七章十二節保羅怎麼說呢?
[00:05:12.440 --> 00:05:13.480]  他說:這樣看來
[00:05:13.480 --> 00:05:15.440]  律法是聖潔的
[00:05:15.440 --> 00:05:18.040]  界名也是聖潔的
[00:05:18.040 --> 00:05:21.400]  公義良善的
[00:05:21.400 --> 00:05:26.520]  這個保羅是法利塞人
[00:05:26.520 --> 00:05:29.000]  是希伯來人的希伯來人
[00:05:29.000 --> 00:05:30.400]  他最懂律法
[00:05:30.400 --> 00:05:33.720]  最明白這個Torah
[00:05:33.720 --> 00:05:35.840]  他怎麼來形容這個律法呢?
[00:05:35.840 --> 00:05:38.880]  他就用三個重點來形容
[00:05:38.880 --> 00:05:40.040]  Torah是什麼?
[00:05:40.040 --> 00:05:42.280]  歸納它就是什麼?
[00:05:42.280 --> 00:05:45.800]  聖潔的界名
[00:05:45.800 --> 00:05:50.120]  這個聖潔公義良善
[00:05:50.120 --> 00:05:52.520]  今天我們看到
[00:05:52.520 --> 00:05:55.120]  如果你對這個Torah有正確認識
[00:05:55.120 --> 00:05:58.400]  我相信你的態度是完全不同的
[00:05:58.400 --> 00:06:02.400]  那過去的大衛怎麼看這些律法書呢?
[00:06:02.400 --> 00:06:03.640]  大衛不會覺得煩的
[00:06:03.640 --> 00:06:07.040]  你看大衛寫十九篇也好
[00:06:07.040 --> 00:06:09.320]  一百一十九篇也好
[00:06:09.320 --> 00:06:10.920]  他都說神一話
[00:06:10.920 --> 00:06:11.920]  是什麼?
[00:06:11.920 --> 00:06:14.080]  好像比蜜糖更甜
[00:06:14.080 --> 00:06:14.880]  是不是?
[00:06:14.880 --> 00:06:16.440]  是能夠甦醒人心
[00:06:16.440 --> 00:06:19.200]  能夠使愚人有智慧
[00:06:19.200 --> 00:06:22.920]  甚至在一百一十九篇第十八節他說什麼?
[00:06:22.920 --> 00:06:24.960]  他說求你開我的眼睛
[00:06:24.960 --> 00:06:28.920]  使我能夠看出你律法中的奇妙
[00:06:28.920 --> 00:06:33.360]  你不要以爲神用律法來框住你
[00:06:33.360 --> 00:06:34.720]  使我們很辛苦
[00:06:34.720 --> 00:06:37.160]  是奴役我們
[00:06:37.160 --> 00:06:40.000]  其實律法是有它的好的地方
[00:06:40.000 --> 00:06:42.000]  就正如保羅也好
[00:06:42.000 --> 00:06:44.360]  大衛也好
[00:06:44.360 --> 00:06:45.640]  他都看到什麼?
[00:06:45.640 --> 00:06:46.960]  他的律法是什麼?
[00:06:46.960 --> 00:06:47.840]  是奇妙的
[00:06:47.840 --> 00:06:49.680]  你看律法中的奇妙
[00:06:49.680 --> 00:06:53.200]  保羅就很直接了斷
[00:06:53.200 --> 00:06:56.280]  來講出律法那三個很重要的方向
[00:06:56.280 --> 00:06:57.040]  是什麼?
[00:06:57.040 --> 00:06:59.400]  就是今天我給大家的主題
[00:06:59.400 --> 00:07:01.000]  就是導向什麼?
[00:07:01.000 --> 00:07:06.400]  導向聖潔公義良善的 Torah
[00:07:06.400 --> 00:07:09.920]  今天我們有沒有對律法有正義的認識呢?
[00:07:09.920 --> 00:07:10.480]  兄弟姐妹
[00:07:10.480 --> 00:07:13.640]  今天不要以爲我們在新約裏面
[00:07:13.640 --> 00:07:17.200]  我們就可以完全不需要看律法了
[00:07:17.200 --> 00:07:19.400]  我們不需要進行律法了
[00:07:19.400 --> 00:07:24.160]  我今天希望從你給我的這段經文
[00:07:24.160 --> 00:07:25.680]  我來思考
[00:07:25.680 --> 00:07:28.120]  其實這個律法真的很奇妙
[00:07:28.120 --> 00:07:31.200]  今天教會讓你們能夠看這個《新命紀》
[00:07:31.200 --> 00:07:33.600]  也是一個非常之寶貴的機會
[00:07:33.600 --> 00:07:35.920]  讓你們重新來看一下
[00:07:35.920 --> 00:07:37.680]  它的律法是什麼
[00:07:37.680 --> 00:07:43.080]  這兩章的聖經大概有三個重點
[00:07:43.080 --> 00:07:44.600]  第一個重點就是
[00:07:44.600 --> 00:07:49.400]  由第二十四章的第一節第四節是講什麼呢?
[00:07:49.400 --> 00:07:51.520]  我們請大家讀一讀
[00:07:51.520 --> 00:07:53.800]  我們讀一下聖經
[00:07:53.800 --> 00:07:55.880]  「人若娶妻以後
[00:07:55.880 --> 00:07:58.320]  見她有什麼不合理的事
[00:07:58.320 --> 00:08:03.160]  不喜悅她就可以寫優書交在她手中
[00:08:03.160 --> 00:08:06.120]  打發她離開夫家
[00:08:06.120 --> 00:08:09.760]  婦人離開夫家以後就可以嫁別人
[00:08:09.760 --> 00:08:15.600]  後夫若恨惡她寫優書交在她手中
[00:08:15.600 --> 00:08:22.200]  打發她離開夫家或娶她爲妻的後夫死了
[00:08:22.200 --> 00:08:24.520]  打發她去的前夫
[00:08:24.520 --> 00:08:30.000]  就不可在婦人姦污之後再娶她爲妻
[00:08:30.000 --> 00:08:33.080]  因爲這是耶和華所憎惡的
[00:08:33.080 --> 00:08:39.280]  不可使耶和華理神所賜的遺孕地被姦污了」
[00:08:39.280 --> 00:08:44.200]  如果你稍微只是概括性讀這篇經文
[00:08:44.200 --> 00:08:45.560]  你可能大概想想
[00:08:45.560 --> 00:08:48.320]  啊?神不就多好啊?
[00:08:48.320 --> 00:08:51.560]  祂也是準人休妻的
[00:08:51.560 --> 00:08:53.240]  休妻之後
[00:08:53.240 --> 00:09:02.840]  如果前夫或後夫不喜歡
[00:09:02.840 --> 00:09:04.320]  恨惡她
[00:09:04.320 --> 00:09:05.920]  寫優書優她
[00:09:05.920 --> 00:09:10.360]  回到前夫那裏其實挺好的
[00:09:10.360 --> 00:09:12.480]  爲什麼神說不是啊?
[00:09:12.480 --> 00:09:16.760]  如果你打發她去的前夫
[00:09:16.760 --> 00:09:20.960]  不可在婦人姦污之後再娶她爲妻
[00:09:20.960 --> 00:09:22.680]  因爲這是耶和華所憎惡的
[00:09:22.680 --> 00:09:23.560]  爲什麼呢?
[00:09:23.560 --> 00:09:25.080]  複合就好了
[00:09:25.080 --> 00:09:29.160]  爲什麼神說這是神所憎惡
[00:09:29.160 --> 00:09:33.560]  又會姦污了神賜遺孕的地呢?
[00:09:33.560 --> 00:09:36.000]  我們這些經文表面上
[00:09:36.000 --> 00:09:37.320]  你可能就這樣看
[00:09:37.320 --> 00:09:40.720]  就覺得神怎麼會這麼有趣呢?
[00:09:40.720 --> 00:09:42.960]  其實我告訴大家
[00:09:42.960 --> 00:09:48.440]  其實這裏有一個重點我們一定要留意
[00:09:48.440 --> 00:09:56.440]  這裏不是說神贊成你隨便去寫優書
[00:09:56.440 --> 00:09:58.960]  去休妻
[00:09:58.960 --> 00:10:02.720]  有時候我們在聖經裏的翻譯裏頭
[00:10:02.720 --> 00:10:05.680]  有時候我們沒有對住原文
[00:10:05.680 --> 00:10:10.360]  有時候對這個真理可能都有些誤解
[00:10:10.360 --> 00:10:13.560]  「人若娶妻後見她有不合理的事
[00:10:13.560 --> 00:10:16.880]  不起怨她就可以寫優書」
[00:10:16.880 --> 00:10:20.680]  這個「就可以寫優書」其實這個翻譯是有錯的
[00:10:20.680 --> 00:10:23.480]  識原文是沒有「就可以」的
[00:10:23.480 --> 00:10:25.320]  只是說個實情
[00:10:25.320 --> 00:10:28.560]  是寫優書交在她手裏
[00:10:28.560 --> 00:10:30.560]  就打發她離開
[00:10:30.560 --> 00:10:33.240]  並不是神願意的
[00:10:33.240 --> 00:10:35.200]  而耶穌也是這麼說的
[00:10:35.200 --> 00:10:36.960]  那時候摩西這麼說
[00:10:36.960 --> 00:10:41.160]  不是說神贊成
[00:10:41.160 --> 00:10:42.560]  是你們硬心
[00:10:42.560 --> 00:10:44.240]  你們硬要這麼做
[00:10:44.240 --> 00:10:47.920]  所以神有時候都說要保障那個女兒
[00:10:47.920 --> 00:10:49.480]  免得你不寫優書的時候
[00:10:49.480 --> 00:10:51.360]  有些人遇到她的時候
[00:10:51.360 --> 00:10:52.840]  就以爲她犯奸淫
[00:10:52.840 --> 00:10:54.800]  就用石頭打死她
[00:10:54.800 --> 00:11:01.200]  其實這個「優書」是有正式的認同
[00:11:01.200 --> 00:11:04.520]  但其實神不願忍等於神贊成
[00:11:04.520 --> 00:11:05.840]  到後來
[00:11:05.840 --> 00:11:09.160]  她說爲什麼會寫優書呢?
[00:11:09.160 --> 00:11:11.680]  她說有什麼不合理的事
[00:11:11.680 --> 00:11:14.720]  這個就是可圈可點了
[00:11:14.720 --> 00:11:17.280]  什麼叫不合理的事呢?
[00:11:17.280 --> 00:11:20.280]  不合理的事當然應該是有些很嚴重的
[00:11:20.280 --> 00:11:22.760]  你優書是要離婚的
[00:11:22.760 --> 00:11:25.800]  一定是很嚴重、很重要的
[00:11:25.800 --> 00:11:29.360]  按照原文這個不合理的事
[00:11:29.360 --> 00:11:31.200]  是指到有污穢的
[00:11:31.200 --> 00:11:35.720]  這個污穢可能未至於說是姦淫
[00:11:35.720 --> 00:11:38.360]  當然姦淫在舊約聖經是不得了的
[00:11:38.360 --> 00:11:41.600]  姦淫一定是處死的
[00:11:41.600 --> 00:11:43.320]  行淫的一定是捉拿
[00:11:43.320 --> 00:11:45.240]  就用石頭扔死的
[00:11:45.240 --> 00:11:46.840]  這個所謂不合理的事
[00:11:46.840 --> 00:11:48.080]  都是屬於污穢
[00:11:48.080 --> 00:11:50.520]  原文有一個污穢的意思
[00:11:50.520 --> 00:11:52.160]  這個污穢的意思
[00:11:52.160 --> 00:11:53.600]  是表明什麼呢?
[00:11:53.600 --> 00:11:57.600]  就是可能她做了一些羞辱的事
[00:11:57.600 --> 00:12:02.360]  就是那些被人說是裸體
[00:12:02.360 --> 00:12:04.040]  或者羞辱的事
[00:12:04.040 --> 00:12:05.800]  或者羞恥的事
[00:12:05.800 --> 00:12:12.920]  那些丈夫就用這個原因去優她
[00:12:12.920 --> 00:12:14.440]  那未至於她犯奸淫
[00:12:14.440 --> 00:12:16.240]  如果真的犯奸淫的話
[00:12:16.240 --> 00:12:18.400]  那就是說其實她早就死了
[00:12:18.400 --> 00:12:23.280]  應該照正在這個《律法托爾》來說
[00:12:23.280 --> 00:12:25.400]  是用石頭扔死她的
[00:12:25.400 --> 00:12:27.480]  所以可見這個不合理的事
[00:12:27.480 --> 00:12:29.120]  其實是未必只是姦淫
[00:12:29.120 --> 00:12:32.440]  未必是犯了很大的事
[00:12:32.440 --> 00:12:35.360]  有可能有些丈夫是什麼呢?
[00:12:35.360 --> 00:12:37.640]  是說到她不守家
[00:12:37.640 --> 00:12:39.400]  煮飯煮得不好
[00:12:39.400 --> 00:12:41.000]  不夠節儉
[00:12:41.000 --> 00:12:44.120]  或者鉑嘴
[00:12:44.120 --> 00:12:47.920]  跟丈夫說話不尊敬
[00:12:47.920 --> 00:12:52.200]  就作爲一個合理的事就去優她
[00:12:52.200 --> 00:12:56.680]  這一種就認爲是污衊的事
[00:12:56.680 --> 00:13:00.160]  就認爲是足以優妻
[00:13:00.160 --> 00:13:03.920]  這一種不是神贊成的
[00:13:03.920 --> 00:13:05.600]  這個第一樣
[00:13:05.600 --> 00:13:07.120]  第一樣就是
[00:13:07.120 --> 00:13:09.200]  所謂的不合理的事
[00:13:09.200 --> 00:13:13.200]  就是根本上是在用自己的定義
[00:13:13.200 --> 00:13:17.160]  所謂的污衊其實不是到一個地步
[00:13:17.160 --> 00:13:19.360]  好像是一個姦淫的事
[00:13:19.360 --> 00:13:21.360]  是值得可以提出來
[00:13:21.360 --> 00:13:23.720]  是可以真的優妻的
[00:13:23.720 --> 00:13:28.000]  但是她就用一些這樣的道理來優她
[00:13:28.000 --> 00:13:31.880]  可能是裏面夾雜了很多原因
[00:13:31.880 --> 00:13:35.440]  很多一些隱藏計劃裏面有一些底子
[00:13:35.440 --> 00:13:37.120]  或者覺得她沒什麼錢
[00:13:37.120 --> 00:13:38.760]  外家不夠給錢
[00:13:38.760 --> 00:13:40.840]  或者她沒有利用價值
[00:13:40.840 --> 00:13:45.160]  或者是她某些現在的時間又不是很漂亮
[00:13:45.160 --> 00:13:47.680]  見到另一個人漂亮點
[00:13:47.680 --> 00:13:51.680]  其實很多可能暗地裏面的一些東西是不自然的
[00:13:51.680 --> 00:13:54.000]  但是她就將它變成一個污衊的事
[00:13:54.000 --> 00:13:56.120]  是合理的事去優她
[00:13:56.120 --> 00:13:56.880]  好了
[00:13:56.880 --> 00:13:58.720]  結果她寫優書
[00:13:58.720 --> 00:14:01.360]  她後來見到另一個男人好了
[00:14:01.360 --> 00:14:02.840]  那又回來了
[00:14:02.840 --> 00:14:03.520]  爲什麼回來了
[00:14:03.520 --> 00:14:06.880]  因爲後來這個丈夫又不喜歡她了
[00:14:06.880 --> 00:14:08.880]  又和她寫優書了
[00:14:08.880 --> 00:14:10.600]  這個前夫
[00:14:10.600 --> 00:14:12.240]  好好好 來了來了
[00:14:12.240 --> 00:14:16.120]  爲什麼回來了 可能有利用價值
[00:14:16.120 --> 00:14:21.520]  這個利用價值就叫她繼續可以接受她
[00:14:21.520 --> 00:14:25.720]  但是其實她已經是和這個新歡
[00:14:25.720 --> 00:14:27.920]  是已經有過這種關係
[00:14:27.920 --> 00:14:28.560]  是不是
[00:14:28.560 --> 00:14:29.760]  其實神就說
[00:14:29.760 --> 00:14:32.160]  當你再這樣接回去的時候
[00:14:32.160 --> 00:14:33.120]  你就是什麼
[00:14:33.120 --> 00:14:35.880]  你就等於是一件污衊的事
[00:14:35.880 --> 00:14:36.920]  你是犯奸
[00:14:36.920 --> 00:14:38.480]  等於一種是姦淫
[00:14:38.480 --> 00:14:45.240]  所以神爲什麼不要求、不準、不認同那個前夫
[00:14:45.240 --> 00:14:48.600]  當那個後夫來拒絕那個婦人
[00:14:48.600 --> 00:14:50.760]  現在你又要拿回她的仇
[00:14:50.760 --> 00:14:51.720]  這個就是什麼
[00:14:51.720 --> 00:14:53.680]  這個就是玷污的事
[00:14:53.680 --> 00:14:54.520]  爲什麼這麼說
[00:14:54.520 --> 00:14:59.640]  因爲神是要我們看重婚姻的這個盟誓
[00:14:59.640 --> 00:15:02.120]  我今天用這個盟誓這個字
[00:15:02.120 --> 00:15:04.440]  今天很多人當婚姻是一個沙紙
[00:15:04.440 --> 00:15:06.280]  是一張證書
[00:15:06.280 --> 00:15:07.680]  不是的
[00:15:07.680 --> 00:15:10.360]  這個婚姻不是一個證書那麼簡單
[00:15:10.360 --> 00:15:12.520]  喜歡就撕掉它
[00:15:12.520 --> 00:15:14.840]  好像我們在美國
[00:15:14.840 --> 00:15:18.760]  聽說在Costa Rica
[00:15:18.760 --> 00:15:23.520]  在這個賭場的地方
[00:15:23.520 --> 00:15:28.560]  Costa Rica
[00:15:28.560 --> 00:15:32.720]  原來很多人在那裏結婚
[00:15:32.720 --> 00:15:35.840]  他們借那些禮拜堂
[00:15:35.840 --> 00:15:40.920]  那些所謂的教會其實是專門借給人在那裏做行禮
[00:15:40.920 --> 00:15:42.160]  有些行禮之後
[00:15:42.160 --> 00:15:43.840]  原來在後面有個律師已經在等着
[00:15:43.840 --> 00:15:46.400]  「給你一個卡片,到時找我」
[00:15:46.400 --> 00:15:48.160]  意思是說你結婚了
[00:15:48.160 --> 00:15:49.440]  可能很快又離婚了
[00:15:49.440 --> 00:15:51.160]  找我吧
[00:15:51.160 --> 00:15:54.400]  有些人對那個婚姻很兒戲
[00:15:54.400 --> 00:15:56.400]  可能一個星期就離婚
[00:15:56.400 --> 00:15:57.800]  幾個月就離婚
[00:15:57.800 --> 00:16:00.320]  「離離合合是道等閒」
[00:16:00.320 --> 00:16:01.560]  但是在神的面前
[00:16:01.560 --> 00:16:07.520]  當這個人和夫妻兩個結合的時候
[00:16:07.520 --> 00:16:09.560]  其實已經是什麼?
[00:16:09.560 --> 00:16:12.480]  已經在神面前的盟誓
[00:16:12.480 --> 00:16:15.520]  你已經是結合了
[00:16:15.520 --> 00:16:19.840]  神所設立的是不可以分開的
[00:16:19.840 --> 00:16:22.480]  你分開就是誤會
[00:16:22.480 --> 00:16:23.840]  你就是玷污了
[00:16:23.840 --> 00:16:26.640]  所以希伯來書第十三章第四字說
[00:16:26.640 --> 00:16:29.000]  「婚姻人人都當尊重
[00:16:29.000 --> 00:16:31.040]  藏也不可誤會」
[00:16:31.040 --> 00:16:33.560]  因爲「九合行淫」的人
[00:16:33.560 --> 00:16:36.360]  「神必審問」
[00:16:36.360 --> 00:16:39.080]  婚姻人人都要尊重
[00:16:39.080 --> 00:16:41.800]  「九合行淫」的人
[00:16:41.800 --> 00:16:44.320]  聖經說「神必審問」
[00:16:44.320 --> 00:16:45.040]  所以弟兄姊妹
[00:16:45.040 --> 00:16:46.600]  今天我們有沒有看見
[00:16:46.600 --> 00:16:49.840]  神怎麼看這個婚姻的制度
[00:16:49.840 --> 00:16:53.440]  神怎麼看我們這種人與人之間的
[00:16:53.440 --> 00:16:55.960]  這種婚姻的愛情
[00:16:55.960 --> 00:16:58.920]  不是一種證書來維繫的
[00:16:58.920 --> 00:17:01.880]  當我們真的願意來和對方結合的時候
[00:17:01.880 --> 00:17:04.400]  你已經在神面前有這個盟誓
[00:17:04.400 --> 00:17:06.600]  當你隨意來分開的時候
[00:17:06.600 --> 00:17:10.920]  其實你已經在神面前犯了很大的
[00:17:10.920 --> 00:17:15.600]  對神不尊不敬
[00:17:15.600 --> 00:17:17.880]  這是不經期的世代
[00:17:17.880 --> 00:17:20.400]  所以今天我們回到聖經裏面看
[00:17:20.400 --> 00:17:22.160]  一夫一妻
[00:17:22.160 --> 00:17:23.600]  一男一女
[00:17:23.600 --> 00:17:26.120]  一生一世的婚姻關係
[00:17:26.120 --> 00:17:28.720]  聖經說的「以人成爲一體」
[00:17:28.720 --> 00:17:30.360]  這種的合一的見證
[00:17:30.360 --> 00:17:32.800]  聖經說神所配合的
[00:17:32.800 --> 00:17:35.000]  是人不能分開的
[00:17:35.000 --> 00:17:38.200]  所以離婚是不合乎神的心願
[00:17:38.200 --> 00:17:41.320]  所以你看看今天這個時代
[00:17:41.320 --> 00:17:46.120]  已經到了好像索德羅阿摩拉的時代
[00:17:46.120 --> 00:17:50.040]  也好像來到羅亞的這個世代
[00:17:50.040 --> 00:17:54.560]  人那種情慾的泛濫
[00:17:54.560 --> 00:17:58.880]  對神的婚姻制度那種輕視、破壞
[00:17:58.880 --> 00:18:00.800]  以及不尊重
[00:18:00.800 --> 00:18:02.200]  已經到了一個極點
[00:18:02.200 --> 00:18:06.320]  所以神的憤怒的杯很快要淋到地上
[00:18:06.320 --> 00:18:08.920]  在《馬蘭基書》第二章十六節也說
[00:18:08.920 --> 00:18:10.760]  神算優妻的事
[00:18:10.760 --> 00:18:12.800]  以強暴待妻的人
[00:18:12.800 --> 00:18:14.640]  都是我所爭議的
[00:18:14.640 --> 00:18:17.880]  何西亞神希越人
[00:18:17.880 --> 00:18:21.080]  來到去離婚、優妻
[00:18:21.080 --> 00:18:26.320]  你看看何西亞神叫她娶一個淫婦
[00:18:26.320 --> 00:18:33.320]  你想想是表達了神對以色列人那種傷痛
[00:18:33.320 --> 00:18:35.840]  神如何來聘用她
[00:18:35.840 --> 00:18:38.120]  以以色列人爲她的妻子
[00:18:38.120 --> 00:18:43.720]  但是以色列人對神一直不尊重
[00:18:43.720 --> 00:18:45.920]  一直來拜偶像
[00:18:45.920 --> 00:18:47.800]  你看《以細節書》的時候你就知道
[00:18:47.800 --> 00:18:52.360]  他們竟然在聖殿裏面揹着神
[00:18:52.360 --> 00:18:54.680]  向日頭來敬拜
[00:18:54.680 --> 00:18:56.000]  拜邪神
[00:18:56.000 --> 00:18:58.040]  拜那些假神
[00:18:58.040 --> 00:18:59.480]  神多傷心
[00:18:59.480 --> 00:19:01.640]  但是神也沒有離開他
[00:19:01.640 --> 00:19:05.200]  所以神仍然是用永恆來挽回他
[00:19:05.200 --> 00:19:08.240]  所以其實若是能行
[00:19:08.240 --> 00:19:11.480]  神不希望我們那麼隨意來離婚
[00:19:11.480 --> 00:19:14.000]  隨意來優妻
[00:19:14.000 --> 00:19:17.240]  所以這個神給我們看到的就是
[00:19:17.240 --> 00:19:21.000]  要我們學習如何彼此來相處
[00:19:21.000 --> 00:19:26.480]  所以我再提到《馬太福音》十九章第八節
[00:19:26.480 --> 00:19:28.880]  耶穌就指出一段話
[00:19:28.880 --> 00:19:30.120]  就告訴我們
[00:19:30.120 --> 00:19:32.040]  「摩西是因爲你們心硬
[00:19:32.040 --> 00:19:34.320]  所以許你們優妻
[00:19:34.320 --> 00:19:36.520]  但起初並不是這樣
[00:19:36.520 --> 00:19:38.480]  凡優妻另娶的
[00:19:38.480 --> 00:19:40.120]  若不是爲淫戀的緣故
[00:19:40.120 --> 00:19:41.600]  就是犯奸人
[00:19:41.600 --> 00:19:44.560]  神讓人在婚姻生活裏面
[00:19:44.560 --> 00:19:45.800]  其實要我們學習
[00:19:45.800 --> 00:19:50.280]  不要因爲一些仁義
[00:19:50.280 --> 00:19:52.600]  情感上的原因
[00:19:52.600 --> 00:19:54.720]  或者說我們已經塵舊了
[00:19:54.720 --> 00:19:56.240]  日久生情
[00:19:56.240 --> 00:19:57.520]  日久失情
[00:19:57.520 --> 00:19:59.720]  所以現在對你沒有感覺
[00:19:59.720 --> 00:20:00.480]  沒有趣味了
[00:20:00.480 --> 00:20:02.040]  我們要離開了
[00:20:02.040 --> 00:20:03.240]  不是這樣的
[00:20:03.240 --> 00:20:05.360]  我結婚之後
[00:20:05.360 --> 00:20:06.520]  未結婚之前
[00:20:06.520 --> 00:20:09.280]  我覺得你很好的
[00:20:09.280 --> 00:20:10.200]  結婚之後
[00:20:10.200 --> 00:20:11.760]  撇開那層紗
[00:20:11.760 --> 00:20:13.760]  看到你的憎戀滅慕
[00:20:13.760 --> 00:20:15.080]  原來你這樣的
[00:20:15.080 --> 00:20:16.200]  對不起
[00:20:16.200 --> 00:20:17.480]  我走爲上着了
[00:20:17.480 --> 00:20:19.480]  所以曾經有一個明星
