
[00:00:00.000 --> 00:00:07.600]  好 我們開始的時候我們先禱告
[00:05:20.700 --> 00:05:22.600]  那為什麼我們既然知道
[00:05:22.600 --> 00:05:23.600]  那就可以啊
[00:05:23.600 --> 00:05:25.000]  為什麼不可以呢
[00:05:25.000 --> 00:05:26.800]  還有你第二個就是說
[00:05:26.800 --> 00:05:29.100]  我們都可以自由參加
[00:05:29.100 --> 00:05:30.300]  所以他們呢
[00:05:30.300 --> 00:05:32.600]  就也有一種態度
[00:05:32.600 --> 00:05:36.100]  就覺得你這個保羅你講的是真的
[00:05:36.100 --> 00:05:39.600]  你們你的論點跟我們可能就是有
[00:05:39.600 --> 00:05:42.600]  很多信仰上的就不一樣
[00:05:42.600 --> 00:05:45.400]  你是不是真的使徒
[00:05:45.400 --> 00:05:46.700]  原來當時呢
[00:05:46.700 --> 00:05:50.800]  在哥林多教會的一些出信的弟兄姐妹
[00:05:50.800 --> 00:05:52.000]  他們在信裡面
[00:05:52.000 --> 00:05:57.900]  原來他的用詞都是很不友善的
[00:05:57.900 --> 00:06:00.400]  還在五章第九節裡面呢
[00:06:00.400 --> 00:06:05.900]  他就有提到對他的立場感到有不滿
[00:06:05.900 --> 00:06:07.200]  所以呢
[00:06:07.200 --> 00:06:11.000]  因為他們剛才就說他們的知識水平就比較高
[00:06:11.000 --> 00:06:11.700]  是不是
[00:06:11.700 --> 00:06:12.500]  所以呢
[00:06:12.500 --> 00:06:18.200]  他們對就是保羅在知識方面有很多挑戰
[00:06:18.200 --> 00:06:18.800]  還有呢
[00:06:18.800 --> 00:06:26.200]  他們就是讓保羅應該也感覺到他們是一個很有知識的人
[00:06:26.200 --> 00:06:26.900]  但是呢
[00:06:26.900 --> 00:06:27.900]  缺少了一樣
[00:06:27.900 --> 00:06:29.000]  什麼呢
[00:06:29.000 --> 00:06:30.900]  就是愛好
[00:06:30.900 --> 00:06:33.400]  我到保羅對這個事情的看法
[00:06:33.400 --> 00:06:37.900]  我覺得他是有我們知道保羅
[00:06:37.900 --> 00:06:42.900]  他是教育水平很高很高的一個人
[00:06:42.900 --> 00:06:43.500]  但是呢
[00:06:43.500 --> 00:06:47.900]  他對於弟兄姐妹的這個方面的軟弱和不明白呢
[00:06:47.900 --> 00:06:49.600]  我覺得他很好
[00:06:49.600 --> 00:06:55.700]  他就很耐心的一樣一樣的為他們解釋
[00:06:55.700 --> 00:07:01.200]  他說他覺得這個吃偶像祭品的這個行為
[00:07:01.200 --> 00:07:03.800]  其實不僅僅是吃的問題
[00:07:03.800 --> 00:07:07.100]  而是因為他們在知識和愛心上呢
[00:07:07.100 --> 00:07:09.200]  就是有有出了問題
[00:07:09.200 --> 00:07:11.100]  就是他們的倫理基礎
[00:07:11.100 --> 00:07:12.700]  還有神學基礎
[00:07:12.700 --> 00:07:15.600]  可能就是有一點的問題
[00:07:15.600 --> 00:07:16.400]  第一點
[00:07:16.400 --> 00:07:20.600]  我想就是從保羅的第八章裡面跟大家分享的第一個
[00:07:20.600 --> 00:07:23.800]  就是保羅向弟兄姐妹解釋
[00:07:23.800 --> 00:07:29.600]  他說愛心其實是比知識更更加重要
[00:07:29.600 --> 00:07:30.900]  更加有價值的
[00:07:30.900 --> 00:07:32.900]  知識是很重要的
[00:07:32.900 --> 00:07:33.900]  但是呢
[00:07:33.900 --> 00:07:36.100]  愛心在教會的群體裡面呢
[00:07:36.100 --> 00:07:37.800]  是更重要的
[00:07:37.800 --> 00:07:38.300]  所以呢
[00:07:38.300 --> 00:07:40.000]  第一節他就說
[00:07:40.000 --> 00:07:43.100]  我們知道你們是很有知識的
[00:07:43.100 --> 00:07:47.600]  那其中這個我們都有知識呢
[00:07:47.600 --> 00:07:51.100]  可能是從他們信徒的信裡面
[00:07:51.100 --> 00:07:52.900]  他們說我們都知道啊
[00:07:52.900 --> 00:07:56.600]  所以保羅就說你們都有知識
[00:07:56.600 --> 00:07:58.000]  但是知識呢
[00:07:58.000 --> 00:08:01.900]  有一個弱點就是會讓人自高自大
[00:08:01.900 --> 00:08:07.900]  這個自高自大有什麼是不好的
[00:08:07.900 --> 00:08:08.600]  對不對
[00:08:08.600 --> 00:08:10.100]  所以呢
[00:08:10.100 --> 00:08:10.900]  相反的
[00:08:10.900 --> 00:08:12.500]  如果你能有愛心呢
[00:08:12.500 --> 00:08:13.600]  就能造就人
[00:08:13.600 --> 00:08:18.700]  這就是對你的弟兄姐妹是可以建立他們的生命
[00:08:18.700 --> 00:08:21.000]  所以保羅就提醒他們
[00:08:21.000 --> 00:08:22.800]  知識不是最重要
[00:08:22.800 --> 00:08:27.300]  當然他在這裡不是否定知識
[00:08:27.300 --> 00:08:32.100]  他是說愛心在教會這個群體裡面呢
[00:08:32.100 --> 00:08:33.400]  是更加重要的
[00:08:33.400 --> 00:08:35.900]  第二節
[00:08:35.900 --> 00:08:36.500]  他就說
[00:08:36.500 --> 00:08:39.200]  如果有人自以為知道什麼
[00:08:39.200 --> 00:08:41.200]  那麼他應該知道的
[00:08:41.200 --> 00:08:42.200]  他還是不知道
[00:08:42.200 --> 00:08:43.300]  就是說他
[00:08:43.300 --> 00:08:45.200]  你以為你知道的很多
[00:08:45.200 --> 00:08:46.600]  但其實呢
[00:08:46.600 --> 00:08:47.600]  不一定知道
[00:08:47.600 --> 00:08:50.300]  這個事情呢
[00:08:50.300 --> 00:08:53.300]  這個這個人以為自己知道
[00:08:53.300 --> 00:08:55.100]  但是其實不知道了
[00:08:55.100 --> 00:09:00.200]  我們可以現在現在也有一些很多的學說
[00:09:00.200 --> 00:09:02.800]  都可以幫我們理解這方面
[00:09:02.800 --> 00:09:03.900]  比如說心理學
[00:09:03.900 --> 00:09:06.900]  他有做很多的測試
[00:09:06.900 --> 00:09:09.100]  就是發現人啊
[00:09:09.100 --> 00:09:12.200]  當你專注某一個事情的時候呢
[00:09:12.200 --> 00:09:16.000]  可能你就忽略了其他很多的
[00:09:16.000 --> 00:09:17.800]  就是人呢
[00:09:17.800 --> 00:09:21.500]  本身神創造我們是很有限的
[00:09:21.500 --> 00:09:24.300]  但是這個有限呢
[00:09:24.300 --> 00:09:26.400]  我們是不知道我們自己有限
[00:09:26.400 --> 00:09:26.900]  所以呢
[00:09:26.900 --> 00:09:31.000]  有時候就以為自己知道的就是事情的全部
[00:09:31.000 --> 00:09:32.300]  所以呢
[00:09:32.300 --> 00:09:33.900]  這個有限
[00:09:33.900 --> 00:09:39.000]  如果我們自己不知道自己是有限的
[00:09:39.000 --> 00:09:41.800]  就以為知道自己就全部都知道
[00:09:41.800 --> 00:09:45.100]  那就會有造成很多誤會
[00:09:45.100 --> 00:09:45.700]  所以呢
[00:09:45.700 --> 00:09:46.900]  保羅在這裡說
[00:09:46.900 --> 00:09:48.700]  如果有人愛神
[00:09:48.700 --> 00:09:50.700]  這人是神所知道的
[00:09:50.700 --> 00:09:53.800]  這個這兩樣不是一個對比
[00:09:53.800 --> 00:09:59.900]  而是說我們知道很多也不是最重要
[00:09:59.900 --> 00:10:03.500]  最重要的是我們要愛神
[00:10:03.500 --> 00:10:06.800]  如果我們可以做到愛神呢
[00:10:06.800 --> 00:10:09.300]  當我們知識不全面的時候呢
[00:10:09.300 --> 00:10:11.300]  如果我們有愛
[00:10:11.300 --> 00:10:13.500]  神就承認他是有愛
[00:10:13.500 --> 00:10:17.300]  就是好像說這句是這人是神所知道的
[00:10:17.300 --> 00:10:24.700]  有的聖經的那個學者他就說這個意思就是說
[00:10:24.700 --> 00:10:26.600]  神知道他
[00:10:26.600 --> 00:10:29.600]  或者有一個講法就是說他知道神
[00:10:29.600 --> 00:10:32.700]  就是說我感覺這一句的意思就是說
[00:10:32.700 --> 00:10:33.700]  他和神呢
[00:10:33.700 --> 00:10:35.300]  就是自己人了
[00:10:35.300 --> 00:10:36.800]  因為大家都是愛嘛
[00:10:36.800 --> 00:10:37.700]  上帝是愛
[00:10:37.700 --> 00:10:41.600]  當我們可以學會像上帝那樣愛的話呢
[00:10:41.600 --> 00:10:43.800]  我們跟上帝就是自己人了
[00:10:43.800 --> 00:10:46.400]  上帝看你就是自己人了
[00:10:46.400 --> 00:10:51.900]  好那我們就是有一個大家都知道的故事
[00:10:51.900 --> 00:10:54.200]  就是瞎子摸象
[00:10:54.200 --> 00:10:55.100]  瞎子摸象呢
[00:10:55.100 --> 00:10:57.700]  就是這些人都看不見
[00:10:57.700 --> 00:11:02.300]  所以就是他去摸大象的哪裡
[00:11:02.300 --> 00:11:06.100]  他就描述他所摸到的
[00:11:06.100 --> 00:11:07.200]  那我們看得見
[00:11:07.200 --> 00:11:08.800]  我們一看就知道
[00:11:08.800 --> 00:11:11.400]  其實他們講的都是片面的
[00:11:11.400 --> 00:11:13.900]  但是都是對的對不對
[00:11:13.900 --> 00:11:18.500]  所以這個瞎子摸象可以讓我們反省到
[00:11:18.500 --> 00:11:20.200]  我們是有限的人
[00:11:20.200 --> 00:11:23.700]  我們千萬不要自己以為都知道了
[00:11:23.700 --> 00:11:24.400]  結果呢
[00:11:24.400 --> 00:11:26.000]  就會變成自高自大
[00:11:26.000 --> 00:11:28.700]  如果我們堅持自己的角度的話呢
[00:11:28.700 --> 00:11:33.800]  可能就會造成傷害別人了
[00:11:33.800 --> 00:11:39.000]  那第一個小結論呢
[00:11:39.000 --> 00:11:42.300]  就是愛心是比知識有價值
[00:11:42.300 --> 00:11:44.600]  更加重要在我們的群體裡面
[00:11:44.600 --> 00:11:46.600]  我覺得需要上帝呢
[00:11:46.600 --> 00:11:50.000]  經常提醒我們這個書呢
[00:11:50.000 --> 00:11:53.500]  剛才是那個圖是所有很多書是不是
[00:11:53.500 --> 00:11:56.100]  但是當我們有了一個愛在上面呢
[00:11:56.100 --> 00:11:58.400]  就是漂亮很多了對不對
[00:11:58.400 --> 00:12:02.200]  希望這個經文都可以提醒我們
[00:12:02.200 --> 00:12:06.300]  愛心比知識更加有價值
[00:12:06.300 --> 00:12:10.100]  第二點想分享的就是知識之外的
[00:12:10.100 --> 00:12:13.500]  還有一些知識其實是我們不知道的
[00:12:13.500 --> 00:12:18.600]  就是說從知識的角度來說
[00:12:18.600 --> 00:12:22.600]  其實我們真的知道我們是有一個神
[00:12:22.600 --> 00:12:23.300]  但是呢
[00:12:23.300 --> 00:12:27.000]  知識以外還有一些我們所不知道的
[00:12:27.000 --> 00:12:29.300]  關於記過偶像的食品
[00:12:29.300 --> 00:12:31.900]  我們知道世上的偶像算不得什麼
[00:12:31.900 --> 00:12:37.800]  這是保羅分享弟兄姐妹所認識的
[00:12:37.800 --> 00:12:40.500]  他說神只有一位啊沒有別的神
[00:12:40.500 --> 00:12:42.900]  但是第五節他就說
[00:12:42.900 --> 00:12:45.000]  其實呢被稱為神
[00:12:45.000 --> 00:12:46.100]  被誰稱為神呢
[00:12:46.100 --> 00:12:51.300]  就是被一般人或者被剛剛信的弟兄姐妹
[00:12:51.300 --> 00:12:55.000]  因為在教會裡面有可能是有一些信得比較久
[00:12:55.000 --> 00:12:56.400]  有一些是剛剛信
[00:12:56.400 --> 00:12:59.700]  或者是剛來教會還不怎麼認識上帝
[00:12:59.700 --> 00:13:07.600]  或者是在信仰上還不是很牢固的一些朋友對不對
[00:13:07.600 --> 00:13:09.200]  那這些人呢
[00:13:09.200 --> 00:13:12.000]  他們可能對偶像的看法
[00:13:12.000 --> 00:13:15.500]  可能你不知道他會真的是怎樣的感覺
[00:13:15.500 --> 00:13:17.300]  所以我們要小心
[00:13:17.300 --> 00:13:17.900]  因為呢
[00:13:17.900 --> 00:13:19.700]  我們知道神有一位
[00:13:19.700 --> 00:13:20.700]  但是呢
[00:13:20.700 --> 00:13:24.000]  還有其他人稱其他的神是神
[00:13:24.000 --> 00:13:25.200]  比如說廟裡的
[00:13:25.200 --> 00:13:28.700]  就像在香港
[00:13:28.700 --> 00:13:31.300]  我們有時候說拜神
[00:13:31.300 --> 00:13:35.900]  那也不是真的在指我們所敬拜的上帝對不對
[00:13:35.900 --> 00:13:38.900]  所以我們在這方面要小心
[00:13:38.900 --> 00:13:40.800]  第一點呢
[00:13:40.800 --> 00:13:42.400]  在知識之外
[00:13:42.400 --> 00:13:43.500]  其實呢
[00:13:43.500 --> 00:13:48.400]  還有一個客觀的存在是廟宇
[00:13:48.400 --> 00:13:50.500]  廟宇裡面的偶像呢
[00:13:50.500 --> 00:13:54.000]  其實在敬拜的人的心中
[00:13:54.000 --> 00:13:58.900]  他們是主觀的感到偶像是存在的
[00:13:58.900 --> 00:13:59.400]  OK
[00:13:59.400 --> 00:14:01.800]  這個是保羅
[00:14:01.800 --> 00:14:05.000]  他就是在經文裡面想說
[00:14:05.000 --> 00:14:05.900]  在知識以外
[00:14:05.900 --> 00:14:07.000]  在我們的認知
[00:14:07.000 --> 00:14:08.900]  我們的知識就是神只有一位
[00:14:08.900 --> 00:14:10.200]  沒有別的神
[00:14:10.200 --> 00:14:13.400]  但是我們所認知的這樣之外呢
[00:14:13.400 --> 00:14:14.200]  還有一些呢
[00:14:14.200 --> 00:14:18.900]  就是別人在心裡面所認識的
[00:14:18.900 --> 00:14:22.800]  我們其實可能不知道
[00:14:22.800 --> 00:14:23.700]  還有第二點呢
[00:14:23.700 --> 00:14:27.400]  就是在第六節裡面保羅在這裡
[00:14:27.400 --> 00:14:29.600]  我就是用了不同的顏色
[00:14:29.600 --> 00:14:32.600]  不知道會不會幫助大家理解這個
[00:14:32.600 --> 00:14:37.000]  我大家看到有很多個我們我們我們對不對
[00:14:37.000 --> 00:14:40.700]  在這個這節的經文裡面
[00:14:40.700 --> 00:14:42.600]  他是主要講
[00:14:42.600 --> 00:14:44.700]  我們只有一位神
[00:14:44.700 --> 00:14:45.800]  只有一位主
[00:14:45.800 --> 00:14:47.800]  我們的神就是天父
[00:14:47.800 --> 00:14:50.400]  我們的主就是耶穌基督
[00:14:50.400 --> 00:14:52.700]  但是呢
[00:14:52.700 --> 00:14:57.400]  他是強調了在這個認知裡面有一個群體
[00:14:57.400 --> 00:14:58.600]  你看到沒有
[00:14:58.600 --> 00:15:00.800]  有好幾個我們我們我們
[00:15:00.800 --> 00:15:03.100]  我感覺他是很想強調
[00:15:03.100 --> 00:15:05.300]  在這個信仰裡面
[00:15:05.300 --> 00:15:08.600]  這個群體裡面在同一個神下面呢
[00:15:08.600 --> 00:15:12.400]  就有我們這個群體
[00:15:12.400 --> 00:15:16.600]  他這個就是在知識裡面放進了這些人
[00:15:16.600 --> 00:15:19.400]  在裡面提醒我們
[00:15:19.400 --> 00:15:22.300]  神學的知識之外
[00:15:22.300 --> 00:15:25.900]  還有一些我們不知道的知識
[00:15:25.900 --> 00:15:31.100]  其實就是我們有時候就是可能會忘了
[00:15:31.100 --> 00:15:32.100]  在教會久了
[00:15:32.100 --> 00:15:34.100]  就其實我們是同一個神
[00:15:34.100 --> 00:15:35.300]  同一個主
[00:15:35.300 --> 00:15:36.200]  這個很重要
[00:15:36.200 --> 00:15:37.400]  很重要的
[00:15:37.400 --> 00:15:39.900]  知識從知識來講
[00:15:39.900 --> 00:15:45.100]  我們是知道這是只有一個神對不對
[00:15:45.100 --> 00:15:45.900]  但是呢
[00:15:45.900 --> 00:15:48.600]  知識有時候會有偏差
[00:15:48.600 --> 00:15:50.000]  有一本書
[00:15:50.000 --> 00:15:52.400]  我覺得是值得看
[00:15:52.400 --> 00:15:55.000]  但是有一點就是不容易看
[00:15:55.000 --> 00:15:57.600]  因為是有心理學的理論
[00:15:57.600 --> 00:15:59.800]  這個是肖受華牧師
[00:15:59.800 --> 00:16:02.800]  還有許智超博士
[00:16:02.800 --> 00:16:04.500]  他許智超博士
[00:16:04.500 --> 00:16:09.300]  他是以前港大的一個教授
[00:16:09.300 --> 00:16:10.400]  他現在還有一些
[00:16:10.400 --> 00:16:14.600]  他是研究心理學的
[00:16:14.600 --> 00:16:18.600]  他有一次來我的教會裡面講一個講座
[00:16:18.600 --> 00:16:19.700]  他講到一點
[00:16:19.700 --> 00:16:21.200]  我就記下了
[00:16:21.200 --> 00:16:22.700]  他這個心理學的理論
[00:16:22.700 --> 00:16:24.900]  我覺得很很有趣
[00:16:24.900 --> 00:16:27.700]  尤其你看那個英文的話
[00:16:27.700 --> 00:16:30.500]  他中文叫素樸實在論
[00:16:30.500 --> 00:16:32.600]  有一點難懂
[00:16:32.600 --> 00:16:35.400]  英文的就是naive realism
[00:16:35.400 --> 00:16:38.700]  naive就是可以譯成是無知
[00:16:38.700 --> 00:16:43.700]  或者是就是很好像小朋友
[00:16:43.700 --> 00:16:47.500]  就是對一切認識的比較少的時候
[00:16:47.500 --> 00:16:49.200]  我們可以這樣形容
[00:16:49.200 --> 00:16:51.200]  但是當然有一點貶義
[00:16:51.200 --> 00:16:52.900]  就是人
[00:16:52.900 --> 00:16:54.900]  他這個理論主要是說
[00:16:54.900 --> 00:16:58.400]  人以為自己知道事實的全部
[00:16:58.400 --> 00:16:59.500]  但其實呢
[00:16:59.500 --> 00:17:02.100]  這就是一個認知的偏差
[00:17:02.100 --> 00:17:05.100]  認知的偏差會有什麼問題呢
[00:17:05.100 --> 00:17:07.500]  就是會有行為的偏差
[00:17:07.500 --> 00:17:10.200]  比如說我們以為自己全知道了
[00:17:10.200 --> 00:17:11.400]  於是呢
[00:17:11.400 --> 00:17:14.200]  就以為自己很厲害
[00:17:14.200 --> 00:17:15.800]  這就自高自大了
[00:17:15.800 --> 00:17:17.700]  這種就是行為的偏差
[00:17:17.700 --> 00:17:18.900]  這個偏差呢
[00:17:18.900 --> 00:17:21.600]  如果你只有自己一個人是無所謂的
[00:17:21.600 --> 00:17:23.500]  但是如果你在一個群體裡面
[00:17:23.500 --> 00:17:25.500]  你在跟人合作的時候
[00:17:25.500 --> 00:17:27.100]  你有這種偏差
[00:17:27.100 --> 00:17:29.000]  又不自知的話呢
[00:17:29.000 --> 00:17:30.700]  那就會造成很多矛盾
[00:17:30.700 --> 00:17:34.200]  所以許博士他又寫了一本書
[00:17:34.200 --> 00:17:36.200]  是講教會的
[00:17:36.200 --> 00:17:39.100]  就相愛又相爭的一個教會
[00:17:39.100 --> 00:17:43.700]  我覺得我們沒有讀過這本書沒關係
[00:17:43.700 --> 00:17:47.300]  但是我們要有一個這樣的認知
[00:17:47.300 --> 00:17:50.300]  知道人的認知是很有偏差
[00:17:50.300 --> 00:17:52.100]  人是很有限的
[00:17:52.100 --> 00:17:53.700]  如果我們可以知道呢
[00:17:53.700 --> 00:17:56.800]  那我們就可以知道
[00:17:56.800 --> 00:17:57.600]  這個字很小
[00:17:57.600 --> 00:18:00.800]  其實不是想讓大家看的
[00:18:00.800 --> 00:18:01.900]  這是在後面呢
[00:18:01.900 --> 00:18:03.200]  保羅有講到
[00:18:03.200 --> 00:18:06.800]  其實在你們的神學知識以外呢
[00:18:06.800 --> 00:18:07.700]  還有很多知識
[00:18:07.700 --> 00:18:09.600]  你們可能是忘了
[00:18:09.600 --> 00:18:11.000]  比如說歷史知識
[00:18:11.000 --> 00:18:13.700]  就是這個以色列民族
[00:18:13.700 --> 00:18:18.200]  他們有祖宗曾經因為是偶像
[00:18:18.200 --> 00:18:20.700]  或者是拜偶像而跌倒的
[00:18:20.700 --> 00:18:21.300]  所以呢
[00:18:21.300 --> 00:18:23.100]  保羅就用提醒他們
[00:18:23.100 --> 00:18:26.200]  其實你們還有很多可能忽略的
[00:18:26.200 --> 00:18:27.300]  所以要小心
[00:18:27.300 --> 00:18:28.300]  以免呢
[00:18:28.300 --> 00:18:30.800]  就是重複歷史的錯誤
[00:18:30.800 --> 00:18:31.400]  另外呢
[00:18:31.400 --> 00:18:32.700]  還有其他知識
[00:18:32.700 --> 00:18:36.000]  就是說在第十章裡面
[00:18:36.000 --> 00:18:41.300]  保羅就提到領聖餐是與上帝有份
[00:18:41.300 --> 00:18:42.300]  對不對
[00:18:42.300 --> 00:18:45.300]  如果大家同意說
[00:18:45.300 --> 00:18:50.100]  我們洗禮洗完禮的人可以領聖餐
[00:18:50.100 --> 00:18:52.300]  就是與主有份的話
[00:18:52.300 --> 00:18:54.400]  那同樣的邏輯下面
[00:18:54.400 --> 00:18:56.700]  吃祭過偶像的食品呢
[00:18:56.700 --> 00:18:58.600]  就是與鬼有份了
[00:18:58.600 --> 00:19:00.400]  所以我們不要小看
[00:19:00.400 --> 00:19:01.500]  覺得無所謂
[00:19:01.500 --> 00:19:04.000]  我清楚的知道上帝只有一位
[00:19:04.000 --> 00:19:05.900]  我不會因為吃了
[00:19:05.900 --> 00:19:11.000]  就會就是就是覺得偶像是真神
[00:19:11.000 --> 00:19:12.500]  所以呢
[00:19:12.500 --> 00:19:14.300]  總結一下前面兩點
[00:19:14.300 --> 00:19:17.500]  第一呢就是知識比愛心更有價值
[00:19:17.500 --> 00:19:18.500]  第二呢
[00:19:18.500 --> 00:19:21.100]  就是知識以外的知識呢
