
[00:00:00.000 --> 00:00:02.000]  丁姐妹平安 早安
[00:05:58.000 --> 00:06:01.000]  跟著上山
[00:06:01.000 --> 00:06:05.000]  狗就衝出來
[00:06:05.000 --> 00:06:09.000]  純手在地上拿樹枝趕走狗
[00:06:09.000 --> 00:06:10.000]  很好玩的
[00:06:10.000 --> 00:06:12.000]  你一追牠就跑了
[00:06:12.000 --> 00:06:13.000]  你一停牠就停了
[00:06:13.000 --> 00:06:17.000]  很兇
[00:06:17.000 --> 00:06:21.000]  原來那個年代的神學訓練
[00:06:21.000 --> 00:06:24.000]  已經是關鍵這些野狗
[00:06:24.000 --> 00:06:26.000]  因為有狼性
[00:06:26.000 --> 00:06:28.000]  很害怕
[00:06:28.000 --> 00:06:31.000]  真的沒有受訓練
[00:06:31.000 --> 00:06:33.000]  因為主耶穌教過我們
[00:06:33.000 --> 00:06:38.000]  你們出去的時候就像羊進入狼群
[00:06:38.000 --> 00:06:40.000]  一隻你都這麼害怕
[00:06:40.000 --> 00:06:41.000]  狼群會怎樣?
[00:06:41.000 --> 00:06:44.000]  有沒有看喪屍的片集
[00:06:44.000 --> 00:06:48.000]  喪屍現在是一個很流行的片種
[00:06:48.000 --> 00:06:50.000]  喪屍來就是誓你
[00:06:50.000 --> 00:06:53.000]  就說我們門徒去到一個處境
[00:06:53.000 --> 00:06:56.000]  我們要在一個環境裡面傳福音
[00:06:56.000 --> 00:06:58.000]  我們基本上是很純的
[00:06:58.000 --> 00:07:01.000]  羊進入狼群
[00:07:01.000 --> 00:07:05.000]  在這樣的處境要怎樣?
[00:07:05.000 --> 00:07:08.000]  你們要機警如蛇
[00:07:08.000 --> 00:07:12.000]  純真如鴿
[00:07:12.000 --> 00:07:14.000]  機警
[00:07:14.000 --> 00:07:16.000]  如果我們看《華盤》還沒修訂的時候
[00:07:16.000 --> 00:07:18.000]  它說靈巧
[00:07:18.000 --> 00:07:20.000]  為了什麼?
[00:07:20.000 --> 00:07:24.000]  靈巧像蛇是要保護自己
[00:07:24.000 --> 00:07:26.000]  蛇是怎樣的?
[00:07:26.000 --> 00:07:28.000]  蛇很長
[00:07:28.000 --> 00:07:29.000]  一條
[00:07:29.000 --> 00:07:30.000]  走的時候
[00:07:30.000 --> 00:07:32.000]  它不會打蛇餅
[00:07:32.000 --> 00:07:33.000]  當它機警的時候
[00:07:33.000 --> 00:07:35.000]  它就轉蛇餅
[00:07:35.000 --> 00:07:38.000]  因為就將自己的身體
[00:07:38.000 --> 00:07:41.000]  縮窄在一個很窄的範圍
[00:07:41.000 --> 00:07:43.000]  然後為了蛇餅
[00:07:43.000 --> 00:07:44.000]  昂首吐舌
[00:07:44.000 --> 00:07:48.000]  準備去攻擊敵人
[00:07:48.000 --> 00:07:50.000]  你見到就走
[00:07:50.000 --> 00:07:52.000]  不要跟它搗亂
[00:07:52.000 --> 00:07:55.000]  今天護處不在
[00:07:55.000 --> 00:07:59.000]  你不可以打死它
[00:07:59.000 --> 00:08:01.000]  雖然我試過爬獅子山
[00:08:01.000 --> 00:08:02.000]  打死過一隻
[00:08:02.000 --> 00:08:05.000]  但這是少不更事的年代
[00:08:05.000 --> 00:08:08.000]  你要走不要理它
[00:08:08.000 --> 00:08:10.000]  要靈巧像蛇
[00:08:10.000 --> 00:08:12.000]  因為要很機警
[00:08:12.000 --> 00:08:13.000]  Smart
[00:08:13.000 --> 00:08:15.000]  等於智慧
[00:08:15.000 --> 00:08:17.000]  它在一個環境裡很複雜
[00:08:17.000 --> 00:08:21.000]  你要機警
[00:08:21.000 --> 00:08:25.000]  然後純良像假
[00:08:25.000 --> 00:08:28.000]  英文的翻譯是Immature
[00:08:28.000 --> 00:08:29.000]  或者純潔
[00:08:29.000 --> 00:08:30.000]  你很善良
[00:08:30.000 --> 00:08:32.000]  有些翻譯是Pure
[00:08:32.000 --> 00:08:35.000]  是很純真
[00:08:35.000 --> 00:08:36.000]  意思就是說
[00:08:36.000 --> 00:08:37.000]  你去做那個工作
[00:08:37.000 --> 00:08:39.000]  不單止你要機警
[00:08:39.000 --> 00:08:41.000]  你很專注的就是做福音工作
[00:08:41.000 --> 00:08:43.000]  你不要有其他的雜質
[00:08:43.000 --> 00:08:44.000]  你不要有其他的想法
[00:08:44.000 --> 00:08:46.000]  這個工作就是最終的目的
[00:08:46.000 --> 00:08:48.000]  你不要因為做這件事
[00:08:48.000 --> 00:08:50.000]  而達到另外一些目的
[00:08:50.000 --> 00:08:52.000]  頂智媒
[00:08:52.000 --> 00:08:55.000]  原來今天我們做全科目的工作
[00:08:55.000 --> 00:08:56.000]  我們作為主門徒
[00:08:56.000 --> 00:08:58.000]  我們入的是什麼?
[00:08:58.000 --> 00:08:59.000]  一個狼群
[00:08:59.000 --> 00:09:01.000]  因為這個世界
[00:09:01.000 --> 00:09:02.000]  又或者香港
[00:09:02.000 --> 00:09:07.000]  我們所說的連天主教徒
[00:09:07.000 --> 00:09:08.000]  都是六七十萬
[00:09:08.000 --> 00:09:10.000]  基督徒
[00:09:10.000 --> 00:09:14.000]  很少
[00:09:14.000 --> 00:09:17.000]  我們佔的其實是總體
[00:09:17.000 --> 00:09:19.000]  總體我們是很少數
[00:09:19.000 --> 00:09:21.000]  基督徒最多
[00:09:21.000 --> 00:09:23.000]  不計算天主教徒
[00:09:23.000 --> 00:09:24.000]  如果你計算天主教徒
[00:09:24.000 --> 00:09:27.000]  可能是很少的數目
[00:09:27.000 --> 00:09:31.000]  頂智媒我們是一群少數的人
[00:09:31.000 --> 00:09:32.000]  我們擁有的
[00:09:32.000 --> 00:09:34.000]  我們持守的價值觀
[00:09:34.000 --> 00:09:37.000]  和大部分的人是不一樣
[00:09:37.000 --> 00:09:44.000]  即是說你不是很合群
[00:09:44.000 --> 00:09:46.000]  和大部分的人不一樣的時候
[00:09:46.000 --> 00:09:48.000]  你會怎樣?
[00:09:48.000 --> 00:09:50.000]  你會被排擠
[00:09:50.000 --> 00:09:52.000]  你會被針對
[00:09:52.000 --> 00:09:54.000]  你會面對壓力
[00:09:54.000 --> 00:09:56.000]  因為個個都是這樣做
[00:09:56.000 --> 00:09:57.000]  你不是這樣做
[00:09:57.000 --> 00:09:58.000]  你就有壓力
[00:09:58.000 --> 00:09:59.000]  頂智媒
[00:09:59.000 --> 00:10:01.000]  讓入狼群
[00:10:01.000 --> 00:10:04.000]  我們要好像蛇一樣機警
[00:10:04.000 --> 00:10:08.000]  我們又要像甲子一樣純真的時候
[00:10:08.000 --> 00:10:09.000]  頂智媒
[00:10:09.000 --> 00:10:12.000]  今日我們作為門徒被猜
[00:10:12.000 --> 00:10:14.000]  是一個這樣的處境
[00:10:14.000 --> 00:10:16.000]  我們是否好好地去準備
[00:10:16.000 --> 00:10:19.000]  面對一個複雜的環境
[00:10:19.000 --> 00:10:22.000]  去面對不同的危機
[00:10:22.000 --> 00:10:24.000]  來到的時候
[00:10:24.000 --> 00:10:28.000]  我們做好我們要做的工作
[00:10:28.000 --> 00:10:30.000]  求主耶穌給我們一份
[00:10:30.000 --> 00:10:33.000]  從祂而來的智慧
[00:10:33.000 --> 00:10:38.000]  我們又很單純地去做好我們的福音工作
[00:10:38.000 --> 00:10:40.000]  這個就是
[00:10:40.000 --> 00:10:43.000]  主耶穌
[00:10:43.000 --> 00:10:46.000]  祂要一班門徒肩擔使命的時候
[00:10:46.000 --> 00:10:47.000]  第十六節
[00:10:47.000 --> 00:10:51.000]  就是一種心理上
[00:10:51.000 --> 00:10:54.000]  又或者我們在心態上
[00:10:54.000 --> 00:10:56.000]  一個好的準備
[00:10:56.000 --> 00:10:58.000]  然後第七、第十八節
[00:10:58.000 --> 00:11:01.000]  就叫我們防備
[00:11:01.000 --> 00:11:02.000]  怎樣防備呢?
[00:11:02.000 --> 00:11:04.000]  要防備一些事情
[00:11:04.000 --> 00:11:08.000]  天然災害危險就較為容易防備
[00:11:08.000 --> 00:11:09.000]  你怕死的那些
[00:11:09.000 --> 00:11:11.000]  如果在地震的環境
[00:11:11.000 --> 00:11:14.000]  你便行騎樓底戴頭盔
[00:11:14.000 --> 00:11:16.000]  是否基本上安全些
[00:11:16.000 --> 00:11:17.000]  騎樓底
[00:11:17.000 --> 00:11:20.000]  你上面扔東西下來
[00:11:20.000 --> 00:11:21.000]  你不怕吧
[00:11:21.000 --> 00:11:24.000]  我們走上二樓
[00:11:24.000 --> 00:11:27.000]  二樓走之前都要看一看
[00:11:27.000 --> 00:11:29.000]  上面有沒有扔東西下來
[00:11:29.000 --> 00:11:30.000]  要防備
[00:11:30.000 --> 00:11:31.000]  對不對?
[00:11:31.000 --> 00:11:32.000]  這裡的防備是甚麼呢?
[00:11:32.000 --> 00:11:35.000]  因為他們要把你們
[00:11:35.000 --> 00:11:36.000]  交給議會
[00:11:36.000 --> 00:11:38.000]  又會在會堂裏面
[00:11:38.000 --> 00:11:41.000]  鞭打你們
[00:11:41.000 --> 00:11:44.000]  在初期的時候
[00:11:44.000 --> 00:11:48.000]  當主耶穌宣講天國近了的訊息的時候
[00:11:48.000 --> 00:11:51.000]  那時沒有今天我們在聖訓會裏面
[00:11:51.000 --> 00:11:53.000]  我們所強調的「政教分裂」
[00:11:53.000 --> 00:11:57.000]  當時政治的權力和宗教的勢力是合謀的
[00:11:57.000 --> 00:11:59.000]  會議會被審
[00:11:59.000 --> 00:12:01.000]  然後在會堂裏面被鞭打
[00:12:01.000 --> 00:12:06.000]  他們很著重在律法裏面鞭打
[00:12:06.000 --> 00:12:08.000]  他們是打三十九下的
[00:12:08.000 --> 00:12:10.000]  為甚麼呢?
[00:12:10.000 --> 00:12:12.000]  因為不可以超過四十下
[00:12:12.000 --> 00:12:16.000]  打三十九下便穩陣了
[00:12:16.000 --> 00:12:17.000]  因為你打的時候
[00:12:17.000 --> 00:12:19.000]  打打下你數錯了
[00:12:19.000 --> 00:12:20.000]  超過了四十下便不行
[00:12:20.000 --> 00:12:23.000]  所以穩陣地打三十九下
[00:12:23.000 --> 00:12:28.000]  不違反律法裏面的規定
[00:12:28.000 --> 00:12:37.000]  當這些跟勢力和權力對抗的時候
[00:12:37.000 --> 00:12:41.000]  我們都會面對的處境
[00:12:41.000 --> 00:12:43.000]  就是被審訊
[00:12:43.000 --> 00:12:45.000]  被鞭打
[00:12:45.000 --> 00:12:47.000]  被盤問
[00:12:47.000 --> 00:12:51.000]  被在一些處境
[00:12:51.000 --> 00:12:54.000]  心理上給你壓力
[00:12:54.000 --> 00:13:02.000]  十八節他說:你們要為我的緣故被送到統治者和君王面前
[00:13:02.000 --> 00:13:07.000]  對他們和外邦人作見證
[00:13:07.000 --> 00:13:12.000]  等於我們要為主耶穌基督發聲的時候
[00:13:12.000 --> 00:13:15.000]  如果當政者、當權者不認同你的時候
[00:13:15.000 --> 00:13:17.000]  他們一定會抓你
[00:13:17.000 --> 00:13:20.000]  我們為主耶穌基督的緣故
[00:13:20.000 --> 00:13:26.000]  原來當代的門徒他們會面對這樣的處境的時候
[00:13:26.000 --> 00:13:32.000]  頂智妹,這個處境今天離我們不是很遠
[00:13:32.000 --> 00:13:35.000]  知不知道我們現在一國兩制?
[00:13:35.000 --> 00:13:37.000]  一國是否很穩陣?
[00:13:37.000 --> 00:13:40.000]  我們不知道
[00:13:40.000 --> 00:13:42.000]  但是我要告訴大家
[00:13:42.000 --> 00:13:45.000]  如果有一天我在電視裏面說
[00:13:45.000 --> 00:13:48.000]  我其實是不對的
[00:13:48.000 --> 00:13:52.000]  我辜負了黨和國家對我的愛
[00:13:52.000 --> 00:13:55.000]  我不想再做傳道人了
[00:13:55.000 --> 00:13:56.000]  我相信的是假的
[00:13:56.000 --> 00:14:00.000]  我告訴你,這是假的
[00:14:00.000 --> 00:14:04.000]  我在這裏說,今天是2018年11月4日
[00:14:04.000 --> 00:14:06.000]  如果有一天我在電視裏面這樣說
[00:14:06.000 --> 00:14:12.000]  你一定知道林海誠不是真心說以上那番說話
[00:14:12.000 --> 00:14:19.000]  一定是假的
[00:14:19.000 --> 00:14:24.000]  的確有香港人在上面是這樣
[00:14:24.000 --> 00:14:29.000]  我們要防備一些人在一些處境裏面
[00:14:29.000 --> 00:14:31.000]  如果我們真的被捉拿
[00:14:31.000 --> 00:14:36.000]  聖經就說這個是在外邦人面前
[00:14:36.000 --> 00:14:41.000]  在君王面前做見證
[00:14:41.000 --> 00:14:46.000]  一個權力,一個國家對我們一個個人
[00:14:46.000 --> 00:14:50.000]  其實有時候他用盡不同的方法
[00:14:50.000 --> 00:14:54.000]  去破壞我們人與人之間可以有的信任
[00:14:54.000 --> 00:14:57.000]  但是我們在信仰裏面
[00:14:57.000 --> 00:15:00.000]  我們要信人,我們要愛人
[00:15:00.000 --> 00:15:06.000]  丁智妹,就算面對權力去執行的
[00:15:06.000 --> 00:15:09.000]  他仍然只是一個人
[00:15:09.000 --> 00:15:11.000]  求主幫助我們
[00:15:11.000 --> 00:15:19.000]  當我們面對政治上的威權權力對我們信仰的逼迫的時候
[00:15:19.000 --> 00:15:24.000]  我們就需要做好準備
[00:15:24.000 --> 00:15:26.000]  怎樣做準備呢?
[00:15:26.000 --> 00:15:31.000]  丁智妹,你和我都要想
[00:15:31.000 --> 00:15:33.000]  然後實況是怎樣呢?
[00:15:33.000 --> 00:15:39.000]  第十九節的實際情況是怎樣呢?
[00:15:39.000 --> 00:15:42.000]  當人將你們交出的時候
[00:15:42.000 --> 00:15:47.000]  不要擔心到時候說什麼話
[00:15:47.000 --> 00:15:53.000]  到時候就必次給你們該說的話
[00:15:53.000 --> 00:15:57.000]  因為不是你們自己說的
[00:15:57.000 --> 00:16:03.000]  而是你們負的零在你們裏面說的
[00:16:03.000 --> 00:16:06.000]  很特別,如果我們看《路加福音》
[00:16:06.000 --> 00:16:09.000]  《路加福音》同樣這一段記載
[00:16:09.000 --> 00:16:12.000]  當交到會堂或關在監獄裏
[00:16:12.000 --> 00:16:14.000]  你們就是做見證的機會
[00:16:14.000 --> 00:16:18.000]  你們不需要預先考慮申辯
[00:16:18.000 --> 00:16:23.000]  那裏沒有說這個是負的零在你們裏面說
[00:16:23.000 --> 00:16:29.000]  馬太會用負的零,她很少提及性的零
[00:16:29.000 --> 00:16:35.000]  然後在路加福音二十一章的十五節
[00:16:35.000 --> 00:16:36.000]  她怎樣說呢?
[00:16:36.000 --> 00:16:39.000]  到時候她會賜你口才
[00:16:39.000 --> 00:16:41.000]  給你智慧
[00:16:41.000 --> 00:16:44.000]  一切的敵人都敵不住
[00:16:44.000 --> 00:16:46.000]  搏不到
[00:16:49.000 --> 00:16:54.000]  在路加福音那一段沒有提及性的零
[00:16:54.000 --> 00:16:57.000]  馬太很清楚是負的零幫你們
[00:16:57.000 --> 00:17:00.000]  坦白說,你平時口才也不懂
[00:17:00.000 --> 00:17:01.000]  平時也沒有智慧
[00:17:01.000 --> 00:17:04.000]  然後你面對敵人不腳軟也很厲害
[00:17:04.000 --> 00:17:10.000]  在那裏說敵人敵不住,搏不到
[00:17:10.000 --> 00:17:16.000]  這是路加福音同樣的事件的記載
[00:17:16.000 --> 00:17:20.000]  弟兄姊妹,在處境裏面
[00:17:20.000 --> 00:17:22.000]  在二十一節提及
[00:17:22.000 --> 00:17:27.000]  如果是猶太人,他們信耶穌其實是很困難的
[00:17:27.000 --> 00:17:34.000]  因為他們會除去祖宗給他們的信仰
[00:17:34.000 --> 00:17:36.000]  所以一個猶太人信耶穌
[00:17:36.000 --> 00:17:37.000]  兄弟要將兄弟
[00:17:37.000 --> 00:17:40.000]  父親要將兒女置於死地
[00:17:40.000 --> 00:17:42.000]  很不能夠接納他們信耶穌
[00:17:42.000 --> 00:17:43.000]  信的是基督
[00:17:43.000 --> 00:17:46.000]  然後兒女要起來與父母為敵
[00:17:46.000 --> 00:17:47.000]  害死他們
[00:17:47.000 --> 00:17:49.000]  當我看這一節的時候
[00:17:49.000 --> 00:17:52.000]  我就想起六十年代的文革
[00:17:52.000 --> 00:18:00.000]  那時候的確父親或者兄弟彼此要住於死地
[00:18:00.000 --> 00:18:02.000]  其實今天在以色列的地方
[00:18:02.000 --> 00:18:04.000]  如果猶太人信耶穌一樣
[00:18:04.000 --> 00:18:06.000]  我們有一個特別的稱號
[00:18:06.000 --> 00:18:10.000]  他們叫做Messianic Jews
[00:18:10.000 --> 00:18:13.000]  即是他們本來就是猶太人
[00:18:13.000 --> 00:18:19.000]  但是信了耶穌基督這位彌賽亞的時候
[00:18:19.000 --> 00:18:21.000]  他們盼望彌賽亞
[00:18:21.000 --> 00:18:24.000]  但是他們不信耶穌就是那位彌賽亞
[00:18:24.000 --> 00:18:27.000]  當他們選擇信基督教的時候
[00:18:27.000 --> 00:18:33.000]  他們在自己的父家就會面對很大的艱難
[00:18:33.000 --> 00:18:38.000]  所以很多猶太人信耶穌的時候
[00:18:38.000 --> 00:18:40.000]  他們都有一本見證
[00:18:40.000 --> 00:18:41.000]  寫了一本見證集
[00:18:41.000 --> 00:18:47.000]  派給一些要傳福音的人士
[00:18:47.000 --> 00:18:51.000]  頂智媒的實況是
[00:18:51.000 --> 00:18:54.000]  如果我們要傳福音
[00:18:54.000 --> 00:19:00.000]  今天你沒有限制的時候
[00:19:00.000 --> 00:19:09.000]  告訴大家這個不是理所當然
[00:19:09.000 --> 00:19:13.000]  在未來日子我們要見擔主的使命的時候
[00:19:13.000 --> 00:19:16.000]  我們要面對殘酷和危險
[00:19:16.000 --> 00:19:24.000]  那個實況就是我們要有一個很好的心理準備
[00:19:24.000 --> 00:19:30.000]  頂智媒你怕不怕痛?
[00:19:30.000 --> 00:19:34.000]  不怕?
[00:19:34.000 --> 00:19:36.000]  我怕的
[00:19:36.000 --> 00:19:39.000]  痛起來為了保護自己就痛到你暈
[00:19:39.000 --> 00:19:42.000]  暈就保護你自己
[00:19:42.000 --> 00:19:46.000]  痛得太多就要吃止痛藥
[00:19:46.000 --> 00:19:49.000]  但是面對強權
[00:19:49.000 --> 00:19:53.000]  如果他有酷刑的時候
[00:19:53.000 --> 00:19:55.000]  你怎樣看?
[00:19:55.000 --> 00:19:58.000]  你捱到多少下?
[00:19:58.000 --> 00:20:02.000]  六七十年代的香港有癡刑
[00:20:02.000 --> 00:20:04.000]  知道什麼是癡刑嗎?
[00:20:04.000 --> 00:20:06.000]  你犯了罪就要打藤
[00:20:06.000 --> 00:20:09.000]  打藤那些真的很痛
[00:20:09.000 --> 00:20:13.000]  我只是想像
[00:20:13.000 --> 00:20:18.000]  你知道中國人很擅長酷刑嗎?
[00:20:18.000 --> 00:20:24.000]  清朝時代《滿清十大酷刑》那本書有沒有看過?
[00:20:24.000 --> 00:20:26.000]  沒有看過?
[00:20:26.000 --> 00:20:27.000]  現在不行的
[00:20:27.000 --> 00:20:32.000]  基於人權我們不可以被鞭打下作弓
[00:20:32.000 --> 00:20:35.000]  但是他給你心理壓力
[00:20:35.000 --> 00:20:36.000]  心理壓力
[00:20:36.000 --> 00:20:38.000]  我們最怕什麼?
[00:20:38.000 --> 00:20:40.000]  我們最怕什麼?
[00:20:40.000 --> 00:20:42.000]  知不知道我們最怕什麼?
[00:20:42.000 --> 00:20:44.000]  你捉了
[00:20:44.000 --> 00:20:50.000]  找你家人來威脅
[00:20:50.000 --> 00:20:54.000]  家人
[00:20:54.000 --> 00:20:56.000]  一個人死就死
[00:20:56.000 --> 00:20:58.000]  但是找你家人來威脅
[00:20:58.000 --> 00:20:59.000]  你怕不怕?
[00:20:59.000 --> 00:21:02.000]  心理壓力多大
[00:21:02.000 --> 00:21:05.000]  原來我們中國人是最厲害的
[00:21:05.000 --> 00:21:09.000]  酷刑死刑有很多款式
[00:21:09.000 --> 00:21:13.000]  有多少款式?
[00:21:13.000 --> 00:21:14.000]  要你作弓
[00:21:14.000 --> 00:21:16.000]  夾你的手指
[00:21:16.000 --> 00:21:19.000]  夾你的手指痛得要招弓
[00:21:19.000 --> 00:21:22.000]  死刑有很多款式
[00:21:22.000 --> 00:21:23.000]  還手死刑
[00:21:23.000 --> 00:21:25.000]  之前我們香港有
[00:21:25.000 --> 00:21:26.000]  現在沒有
[00:21:26.000 --> 00:21:28.000]  美國打你毒針
[00:21:28.000 --> 00:21:31.000]  或者坐你電椅
[00:21:31.000 --> 00:21:34.000]  我們清朝對上的年代
[00:21:34.000 --> 00:21:35.000]  帝王的年代
[00:21:35.000 --> 00:21:37.000]  知不知道什麼叫凌遲處死?
[00:21:37.000 --> 00:21:39.000]  凌遲
[00:21:39.000 --> 00:21:40.000]  聽過沒有?
[00:21:40.000 --> 00:21:42.000]  年輕人有沒有聽過凌遲?
[00:21:42.000 --> 00:21:45.000]  知不知道什麼叫凌遲?
[00:21:45.000 --> 00:21:47.000]  你有沒有吃片皮鴨?
[00:21:47.000 --> 00:21:49.000]  片皮鴨
[00:21:49.000 --> 00:21:51.000]  生在你的肉中
[00:21:51.000 --> 00:21:53.000]  肉骨切出來
[00:21:53.000 --> 00:21:54.000]  我們這些
[00:21:54.000 --> 00:21:57.000]  慘了
[00:21:57.000 --> 00:22:00.000]  很快就片完了
