
[00:00:00.000 --> 00:00:02.600]  我們今天會開一個新的系列
[00:01:34.920 --> 00:01:37.200]  青年人當然要玩一下
[00:01:37.200 --> 00:01:39.560]  我的題目叫「Cover Me」
[00:01:39.560 --> 00:01:42.520]  是你與你父母的關係
[00:01:42.520 --> 00:01:46.400]  我們有個Manty想跟大家一起玩一下,好嗎?
[00:01:46.400 --> 00:01:48.040]  拿個手機出來
[00:01:48.040 --> 00:01:49.840]  難免看到一些訊息
[00:01:49.840 --> 00:01:51.920]  有人跟你在聊天
[00:01:51.920 --> 00:01:54.680]  麻煩你告訴他,對不起
[00:01:54.680 --> 00:01:59.040]  我現在很忙碌,沒空理你
[00:01:59.040 --> 00:02:02.840]  好,行不行?
[00:02:02.840 --> 00:02:06.520]  好像很一樣,站起來或是...
[00:02:06.520 --> 00:02:08.680]  對了
[00:02:08.680 --> 00:02:10.840]  每個人都可以了,對嗎?
[00:02:10.840 --> 00:02:14.360]  先不要回覆他們的問題
[00:02:14.360 --> 00:02:16.920]  第一題,正在回答嗎?這麼快
[00:02:16.920 --> 00:02:18.120]  哇,厲害
[00:02:18.120 --> 00:02:22.440]  OK,正在回答,好
[00:02:22.440 --> 00:02:25.040]  我正在問你們,第一個是你們的父母
[00:02:25.040 --> 00:02:27.560]  我們是不是應該下一個頁面,我也不知道
[00:02:27.560 --> 00:02:29.040]  OK,謝謝
[00:02:29.040 --> 00:02:30.640]  Dee Dee幫我選好
[00:02:30.640 --> 00:02:32.560]  是Dee Dee嗎?
[00:02:32.560 --> 00:02:36.800]  你怎麼瘦了這麼多?
[00:02:36.800 --> 00:02:40.920]  好,你的父母出生在哪個年代?
[00:02:40.920 --> 00:02:43.400]  有沒有九十年代?
[00:02:43.400 --> 00:02:45.840]  應該是你們,九十年代是吧?
[00:02:45.840 --> 00:02:47.480]  好
[00:02:47.480 --> 00:02:51.720]  可以嗎?五十年代,以前有沒有三十年代?
[00:02:51.720 --> 00:02:54.840]  不用舉手,是,沒錯,繼續下去
[00:02:54.840 --> 00:02:58.120]  真的挺多,五十年代,以前的
[00:02:58.120 --> 00:02:59.880]  繼續,加油
[00:02:59.880 --> 00:03:01.960]  全回答了嗎?差不多
[00:03:01.960 --> 00:03:05.600]  好,正在追上去
[00:03:05.600 --> 00:03:09.360]  多數六十年代的父母
[00:03:09.360 --> 00:03:14.760]  六十年代的父母,他們出生有什麼特別?
[00:03:14.760 --> 00:03:17.480]  不知道
[00:03:17.480 --> 00:03:20.960]  勤勞,OK
[00:03:20.960 --> 00:03:24.080]  捱得苦,OK
[00:03:24.080 --> 00:03:28.080]  那五十年代或以前呢?他們呢?
[00:03:28.080 --> 00:03:31.760]  一樣,勤勞,捱得苦
[00:03:31.760 --> 00:03:33.280]  好,勤勞,捱得苦
[00:03:33.280 --> 00:03:35.640]  那七十年代、八十年代的呢?
[00:03:35.640 --> 00:03:38.680]  有五個
[00:03:38.680 --> 00:03:41.560]  是誰出生的?出生在九十年代,有沒有搞錯?
[00:03:41.560 --> 00:03:43.360]  是我的,是我出生的
[00:03:43.360 --> 00:03:45.120]  好,下一題,好嗎?
[00:03:45.120 --> 00:03:50.000]  原來他們不同的,年代出生都代表著他們成長的背景
[00:03:50.000 --> 00:03:55.480]  或者他們帶著一份什麼的訓練,到今天和你相處
[00:03:55.480 --> 00:03:58.680]  好,下一題,OK,下一題
[00:03:58.680 --> 00:04:01.040]  咦,不對,這題不對,等一下
[00:04:01.040 --> 00:04:07.160]  SORSORSORSORSOR,咦,去了哪裡?等我找出來先
[00:04:07.160 --> 00:04:11.280]  這題,然後下一題
[00:04:11.280 --> 00:04:13.520]  咦,我還沒,對不對?好,沒關係,下去吧
[00:04:13.520 --> 00:04:19.960]  父母和你聊天的內容,主要是什麼呢?
[00:04:19.960 --> 00:04:22.760]  生活起居,就是吃了飯沒有,今天又問
[00:04:22.760 --> 00:04:26.280]  明天呢,都是問你,吃了早餐沒有,是嗎?
[00:04:26.280 --> 00:04:29.600]  今晚呢,晚上又問你,吃了晚飯沒有?
[00:04:29.600 --> 00:04:32.960]  金錢需要就是,喂,兒子,我沒錢了,什麼時候入錢?
[00:04:32.960 --> 00:04:36.680]  你出了糧沒有?你今天,你其實這份工作多少錢?這樣
[00:04:36.680 --> 00:04:38.680]  為什麼說得這麼籠統的?
[00:04:38.680 --> 00:04:44.040]  萬幾元,還是一萬九千幾,還是九萬七千幾,講清楚,好嗎?
[00:04:44.040 --> 00:04:46.840]  工廠前途,社會新聞,趣聞
[00:04:46.840 --> 00:04:49.880]  就是,喂,你有沒有聽過?今天新聞有些這樣的事
[00:04:49.880 --> 00:04:53.840]  是是非非,喂,隔壁的姨媽,你知不知道她?這樣,這樣,這樣
[00:04:53.840 --> 00:04:57.520]  發洩脾氣就一天到晚都說,臭小子,你搞錯了
[00:04:57.520 --> 00:05:02.120]  什麼什麼什麼,沒話題就是,嘘
[00:05:02.120 --> 00:05:06.480]  等蚊子飛過的時候,可能叫一聲,爸爸,有蚊子
[00:05:06.480 --> 00:05:09.160]  那牠也不回答你,繼續這樣,沒話題
[00:05:09.160 --> 00:05:14.400]  好,生活起居當,是嗎?
[00:05:14.400 --> 00:05:24.720]  Cindy,多數她問你什麼?
[00:05:24.720 --> 00:05:26.240]  (發光灘成怎樣?)
[00:05:26.240 --> 00:05:28.760]  發光灘成怎樣,是呀,都是生活的事,是嗎?
[00:05:28.760 --> 00:05:32.840]  都是的,那父母就會關心我們這一方面
[00:05:32.840 --> 00:05:36.360]  OK,very good,都幾平均,是嗎?
[00:05:36.360 --> 00:05:40.760]  那都會發下脾氣的,原來都起碼有六個take,OK
[00:05:40.760 --> 00:05:42.760]  我們next,下一條
[00:05:42.760 --> 00:05:47.200]  因為我選還是你選的?我?我選,OK
[00:05:47.200 --> 00:05:50.600]  好,你覺得自己哪一方面最像爸爸呢?
[00:05:50.600 --> 00:05:52.840]  這個是cloud來的,work cloud
[00:05:52.840 --> 00:05:59.040]  那你可以盡情地寫,是嗎?
[00:05:59.040 --> 00:06:02.920]  對了,鼻子,樣子,好
[00:06:02.920 --> 00:06:06.600]  看看誰最像
[00:06:06.600 --> 00:06:11.200]  有些,做不到,進不去?再進去,好嗎?
[00:06:11.200 --> 00:06:22.480]  我幫你吧,我給你
[00:06:22.480 --> 00:06:27.920]  有沒有人進不去?
[00:06:27.920 --> 00:06:31.000]  大腿的鼻子,是嗎?鼻氣,OK
[00:06:31.000 --> 00:06:36.800]  大腿有氣的,好
[00:06:36.800 --> 00:06:39.360]  skin color,OK
[00:06:39.360 --> 00:06:43.200]  公司長的態度,有悲氣的,真的有
[00:06:43.200 --> 00:06:46.160]  有悲氣的,真的
[00:06:46.160 --> 00:06:50.160]  眼睛,talent, playful,OK
[00:06:50.160 --> 00:06:52.560]  幽默感,眼睛,character
[00:06:52.560 --> 00:06:56.480]  character都很大粒
[00:06:56.480 --> 00:07:00.800]  hobby,last name,OK
[00:07:00.800 --> 00:07:05.760]  你是對的,為甚麼這麼少人寫呢,是嗎?
[00:07:05.760 --> 00:07:08.080]  帥哥,知道的,我明白的
[00:07:08.080 --> 00:07:13.640]  身高,外貌,massy,好
[00:07:13.640 --> 00:07:15.200]  hair type,OK
[00:07:15.200 --> 00:07:20.760]  亞洲人都是一樣type的,除非你染了
[00:07:20.760 --> 00:07:25.880]  性格,好多,脾氣,性格
[00:07:25.880 --> 00:07:28.560]  性格那些都像,是嗎?
[00:07:28.560 --> 00:07:31.280]  都幾多個是講性格
[00:07:31.280 --> 00:07:36.240]  外形,聲勢,知道的,DNA,明白的
[00:07:36.240 --> 00:07:39.800]  病的態度,病的狀況
[00:07:39.800 --> 00:07:42.720]  crazy things,有甚麼crazy
[00:07:42.720 --> 00:07:45.800]  自在,好,語氣,行嗎?
[00:07:45.800 --> 00:07:50.480]  好,有趣,挺有趣的,好,下一個
[00:07:50.480 --> 00:08:03.760]  你覺得自己在哪方面最像你媽媽呢?
[00:08:03.760 --> 00:08:19.560]  肥胖,是,這麼快就像她
[00:08:19.560 --> 00:08:22.760]  我以前有個醫生弟兄,在我剛做媽媽的時候
[00:08:22.760 --> 00:08:28.920]  不知道說甚麼,他說其實你們找對方,找配偶的時候
[00:08:28.920 --> 00:08:31.520]  你要留意他的父母是甚麼type
[00:08:31.520 --> 00:08:34.840]  肥,高,瘦,矮,你很討厭肥的,你要知道
[00:08:34.840 --> 00:08:37.720]  今天他不肥,但是他會像他媽媽
[00:08:37.720 --> 00:08:41.560]  有一天都會變肥,因為那個是gene的問題
[00:08:41.560 --> 00:08:46.400]  好,有粒糖的,多謝,請我吃的
[00:08:46.400 --> 00:08:51.560]  性格,樣子,皮膚,女孩子都是比皮膚多
[00:08:51.560 --> 00:08:59.280]  佛系,懶,長氣,是男性似
[00:08:59.280 --> 00:09:02.520]  母親長氣還是女性似,母親長氣呢?
[00:09:02.520 --> 00:09:17.800]  哈哈,不像他,不像,好,friendly,會儲錢
[00:09:17.800 --> 00:09:21.200]  挺正面的,大家都,不怕辛苦
[00:09:21.200 --> 00:09:26.720]  媽媽挺好的,stubborn,明白的,怕麻煩
[00:09:26.720 --> 00:09:34.640]  love of dessert,好,躺平,好,很多佛系的媽媽
[00:09:34.640 --> 00:09:38.280]  躺平的,是嗎?好,會儲錢,挺好的
[00:09:38.280 --> 00:09:42.600]  介紹我認識一下他,ok,下一條
[00:09:42.600 --> 00:09:48.240]  其他人覺得你哪一方面最像你爸爸呢?
[00:09:48.240 --> 00:09:54.320]  一看就知道你們是兩父子,性格又彈出來了
[00:09:54.320 --> 00:10:04.240]  又是樣子,姓氏,我明白的,我明白的,姓氏
[00:10:04.240 --> 00:10:08.920]  是,陳先生,陳太太,李先生,李太太,是嗎?
[00:10:08.920 --> 00:10:21.600]  好,好,差不多了
[00:10:21.600 --> 00:10:30.960]  眼睛,樣子,很多人會從你的樣貌和你的父母親連結
[00:10:30.960 --> 00:10:34.040]  是的,一出生,父母第一句都說
[00:10:34.040 --> 00:10:39.960]  我覺得他生出來好像我老公,很開心,有交代
[00:10:39.960 --> 00:10:42.800]  最像我老爺,然後老爺就會說
[00:10:42.800 --> 00:10:48.120]  是,我把所有錢都給了孫子,所以這個對媽媽很重要
[00:10:48.120 --> 00:10:53.600]  然後再大一點,慢慢你都會有一點嫌棄媽媽
[00:10:53.600 --> 00:10:58.120]  或者不想像她,不過對不起,總是一樣,會是這樣
[00:10:58.120 --> 00:11:04.680]  有一天你都會像她一樣,小頭髮,好,很抱歉
[00:11:04.680 --> 00:11:10.800]  下一條,其他人覺得你哪一方面最像你媽媽呢?
[00:11:10.800 --> 00:11:23.160]  你親人的樣子還是嘴巴?都是嘴巴,皮膚,笑容
[00:11:23.160 --> 00:11:28.160]  這陣子看不到,戴了口罩
[00:11:28.160 --> 00:11:40.520]  有沒有人未lock到,lock到嗎?很吵
[00:11:40.520 --> 00:11:45.800]  這個是有腦還是沒有腦呢?
[00:11:45.800 --> 00:11:53.720]  好,媽媽挺好的,節省,身形,會下廚
[00:11:53.720 --> 00:11:58.760]  說話快,記憶力,沒有,節省錢,認真,笑容,樣子
[00:11:58.760 --> 00:12:00.760]  OK,非常好,差不多
[00:12:00.760 --> 00:12:08.000]  都是外表性多一點,高度一樣,好
[00:12:08.000 --> 00:12:18.040]  還有一隻牙,牠的牙不知道為什麼
[00:12:18.040 --> 00:12:25.520]  好,喜歡隨意地唱歌,挺好玩,大家都很友善
[00:12:25.520 --> 00:12:30.240]  好,繼續,父親覺得你哪一方面最像他?
[00:12:30.240 --> 00:12:40.880]  問來問去,有沒有發現是相同的還是不相同的呢?
[00:12:40.880 --> 00:12:52.080]  覺得你哪一方面最像他?
[00:12:52.080 --> 00:12:55.280]  成績好,其實不是
[00:12:55.280 --> 00:13:00.280]  不要緊,他有給錢你讀書就行了,是嗎?
[00:13:00.280 --> 00:13:04.280]  不知道,他沒有說
[00:13:04.280 --> 00:13:09.200]  好,挺好,讚一下自己,smart,leadership,serious,talent
[00:13:09.200 --> 00:13:17.080]  Human,我都是很好的,很正面地說,貪食,駁嘴
[00:13:17.080 --> 00:13:23.440]  家裡應該很熱鬧,駁嘴,你駁我,我駁你,好
[00:13:23.440 --> 00:13:29.760]  讚一下自己,好,差不多
[00:13:29.760 --> 00:13:34.120]  問女士,母親又覺得你哪一方面最像他呢?
[00:13:34.120 --> 00:13:40.080]  是否已經猜到問題?
[00:13:40.080 --> 00:13:42.800]  Caring,好
[00:13:42.800 --> 00:13:45.800]  還有呢?
[00:13:45.800 --> 00:13:50.520]  哇,針線,厲害
[00:13:50.520 --> 00:13:57.280]  沒有說過,這次是,成績好,這次是
[00:13:57.280 --> 00:14:03.280]  在媽媽面前是,在爸爸面前不是
[00:14:03.280 --> 00:14:06.160]  懂得儲錢,他說沒有東西像
[00:14:06.160 --> 00:14:11.400]  他說沒有東西像的時候是開心還是不開心呢?
[00:14:11.400 --> 00:14:19.080]  不多像,潔癖,不像,笑容,有趣
[00:14:19.080 --> 00:14:31.360]  下一個,父母最滿意你的是甚麼呢?
[00:14:31.360 --> 00:14:43.920]  你說這十年都沒有,不過十年前有,也可以的
[00:14:43.920 --> 00:14:44.920]  (笑)
[00:15:14.920 --> 00:15:15.920]  (我們是同班同學)
[00:15:15.920 --> 00:15:22.920]  (我就是同班同學)
[00:15:22.920 --> 00:15:24.920]  (我也同班同學)
[00:15:24.920 --> 00:15:26.920]  (一定是同班同學)
[00:15:26.920 --> 00:15:28.920]  好
[00:15:28.920 --> 00:15:30.920]  得唔得呀,幾好呀
[00:15:30.920 --> 00:15:32.920]  ok,冇咩滿意,好,知道嘅
[00:15:32.920 --> 00:15:35.920]  佢哋未發掘到啫,未見到啫
[00:15:35.920 --> 00:15:36.920]  好,下一個
[00:15:36.920 --> 00:15:39.920]  父母最唔滿意你係咩?
[00:15:39.920 --> 00:15:40.920]  (老公)
[00:15:40.920 --> 00:15:42.920]  又係老公,好
[00:15:42.920 --> 00:15:45.920]  (笑)
[00:15:45.920 --> 00:15:52.920]  冇首尾,太多
[00:15:52.920 --> 00:15:54.920]  最唔滿意太多
[00:15:54.920 --> 00:15:56.920]  (笑)
[00:15:56.920 --> 00:15:59.920]  不孝,長氣
[00:15:59.920 --> 00:16:01.920]  咦,係你長氣喎,原來
[00:16:01.920 --> 00:16:03.920]  佢嫌你長氣
[00:16:03.920 --> 00:16:08.920]  大洗
[00:16:12.920 --> 00:16:14.920]  (笑)
[00:16:14.920 --> 00:16:24.920]  係喎,想點呀
[00:16:24.920 --> 00:16:32.920]  點呀,講唔盡咁多呀
[00:16:32.920 --> 00:16:34.920]  所以都唯有搵啲
[00:16:34.920 --> 00:16:36.920]  拼下就算啦
[00:16:36.920 --> 00:16:38.920]  唔做家務,唔整齊
[00:16:38.920 --> 00:16:41.920]  不守信用,成績意外所有嘢
[00:16:41.920 --> 00:16:43.920]  (笑)
[00:16:43.920 --> 00:16:46.920]  好
[00:16:46.920 --> 00:16:50.920]  好,幾好呀,大家都
[00:16:50.920 --> 00:16:52.920]  冇乜重覆㗎喎,懶
[00:16:52.920 --> 00:16:54.920]  有大少少啦,係咪?
[00:16:54.920 --> 00:16:56.920]  好,下一個
[00:16:56.920 --> 00:16:58.920]  你最滿意父母嘅係咩?
[00:16:58.920 --> 00:17:02.920]  點解有啲哄動㗎呢?
[00:17:02.920 --> 00:17:04.920]  嘩,講唔到喎,咁呀
[00:17:04.920 --> 00:17:06.920]  定係嘩,太多呀?
[00:17:06.920 --> 00:17:08.920]  (笑)
[00:17:09.920 --> 00:17:11.920]  咦,去咗呢度呀
[00:17:11.920 --> 00:17:18.920]  咦,變咗咁喎佢
[00:17:18.920 --> 00:17:31.920]  生咗我
[00:17:31.920 --> 00:17:33.920]  疼我,養我,畀錢我
[00:17:33.920 --> 00:17:35.920]  公書教學,畀我試,唔同人又會支持我
[00:17:35.920 --> 00:17:38.920]  尊重我,疼我,畀適當自由我
[00:17:38.920 --> 00:17:40.920]  唔理我,pray for me
[00:17:40.920 --> 00:17:43.920]  生咗我孤家,生咗我簡單善良
[00:17:43.920 --> 00:17:45.920]  冇我死
[00:17:45.920 --> 00:17:48.920]  ok,咦,嗰個
[00:17:48.920 --> 00:17:50.920]  哎呀,過咗籠添
[00:17:50.920 --> 00:17:55.920]  好勤力,流動ATM
[00:17:55.920 --> 00:17:57.920]  嘩
[00:17:57.920 --> 00:18:01.920]  講個密碼嚟聽吓,喂
[00:18:01.920 --> 00:18:03.920]  (笑)
[00:18:03.920 --> 00:18:06.920]  (笑)
[00:18:06.920 --> 00:18:08.920]  講個密碼嚟聽吓,好
[00:18:08.920 --> 00:18:10.920]  差唔多呀,ok
[00:18:10.920 --> 00:18:12.920]  簡單善良,冇我死
[00:18:12.920 --> 00:18:14.920]  咁辛苦養大幾隻發骨龍
[00:18:14.920 --> 00:18:16.920]  咦,咁熟㗎呢啲字講法
[00:18:16.920 --> 00:18:18.920]  好似係五十年代,六十年代
[00:18:18.920 --> 00:18:20.920]  爹地媽咪講
[00:18:20.920 --> 00:18:22.920]  好,下一條,咦,仲有呀
[00:18:22.920 --> 00:18:24.920]  你最,咪先,我去咗邊
[00:18:24.920 --> 00:18:26.920]  你最唔滿意父母呀,ok
[00:18:26.920 --> 00:18:28.920]  好,繼續
[00:18:34.920 --> 00:18:36.920]  呢個字講晒,冇人再加呀
[00:18:36.920 --> 00:18:38.920]  咁大件事
[00:18:38.920 --> 00:18:40.920]  嘩,全部都
[00:18:40.920 --> 00:18:42.920]  (笑)
[00:18:42.920 --> 00:18:44.920]  stubborn,煩
[00:18:44.920 --> 00:18:46.920]  爛
[00:18:46.920 --> 00:18:48.920]  煩到死,over caring
[00:18:48.920 --> 00:18:50.920]  漢堡包冇漢堡
[00:18:50.920 --> 00:18:52.920]  哦
[00:18:52.920 --> 00:18:56.920]  哦,佢講過生咗叉燒
[00:18:56.920 --> 00:18:58.920]  好過生你
[00:18:58.920 --> 00:19:00.920]  enjoying
[00:19:02.920 --> 00:19:04.920]  嘩,好sweet
[00:19:04.920 --> 00:19:06.920]  冇,我愛爸爸媽媽
[00:19:06.920 --> 00:19:12.920]  結婚後唔理我
[00:19:12.920 --> 00:19:14.920]  佢唔係鍾意你老公嗰個咩
[00:19:14.920 --> 00:19:16.920]  (笑)
[00:19:16.920 --> 00:19:18.920]  佢鍾意你老公,咁咪結咗婚後
[00:19:18.920 --> 00:19:20.920]  唔理你囉
[00:19:20.920 --> 00:19:22.920]  你嗰個老公
[00:19:22.920 --> 00:19:24.920]  你個女婿,冇錯
[00:19:24.920 --> 00:19:26.920]  係,佢話鍾意你個仔
[00:19:26.920 --> 00:19:28.920]  哈哈哈,咁樣
[00:19:28.920 --> 00:19:30.920]  勤力
[00:19:30.920 --> 00:19:32.920]  努力,唔係喎
[00:19:32.920 --> 00:19:34.920]  去咗邊呀,ok,sorry
[00:19:34.920 --> 00:19:36.920]  迷信,咦,原來
[00:19:36.920 --> 00:19:38.920]  嗰個係
[00:19:38.920 --> 00:19:40.920]  好啦,凌亂
[00:19:40.920 --> 00:19:42.920]  好啦,繼續
[00:19:42.920 --> 00:19:44.920]  去咗邊呢,好
[00:19:44.920 --> 00:19:46.920]  你滿意你同父母嘅關係嗎
[00:20:00.920 --> 00:20:02.920]  嗯
[00:20:02.920 --> 00:20:14.920]  幾好喎,滿意嘅有十七個
[00:20:14.920 --> 00:20:16.920]  唔滿意同埋一般般嘅,咦
[00:20:16.920 --> 00:20:18.920]  多咗一個喇,十六
[00:20:18.920 --> 00:20:20.920]  十八
[00:20:20.920 --> 00:20:22.920]  可以有改善喎,大家都
[00:20:22.920 --> 00:20:24.920]  好,繼續
[00:20:24.920 --> 00:20:26.920]  喺家庭中,誰是你情感上最大啲安慰
[00:20:26.920 --> 00:20:28.920]  父親
[00:20:28.920 --> 00:20:30.920]  母親,祖父母,兄弟姊妹
[00:20:30.920 --> 00:20:32.920]  配偶,因為你
[00:20:32.920 --> 00:20:34.920]  大個喇嘛,係咪,照顧大你嘅
[00:20:34.920 --> 00:20:36.920]  親戚,或者家庭
[00:20:36.920 --> 00:20:38.920]  其他,冇
[00:20:38.920 --> 00:20:44.920]  喺家庭裏面話,真係唔計啲
[00:20:44.920 --> 00:20:46.920]  friend 呀,頂姊妹呀,咁嘅
[00:20:46.920 --> 00:20:52.920]  配偶得喎,你
[00:20:52.920 --> 00:20:54.920]  隔離嗰個
[00:20:58.920 --> 00:21:00.920]  嗯
[00:21:00.920 --> 00:21:10.920]  帶親戚同家庭
[00:21:10.920 --> 00:21:12.920]  冇喎,ok
[00:21:12.920 --> 00:21:14.920]  配偶應該
[00:21:14.920 --> 00:21:16.920]  你今晚返去細下佢
[00:21:16.920 --> 00:21:18.920]  可能就係佢畀咗
[00:21:18.920 --> 00:21:20.920]  呢一個嚟嘅,好
[00:21:20.920 --> 00:21:22.920]  nice,一係就冇
[00:21:22.920 --> 00:21:24.920]  冇都幾多人喎
[00:21:24.920 --> 00:21:26.920]  好,最後一條喇
[00:21:26.920 --> 00:21:28.920]  你認為一個理想家庭
[00:21:28.920 --> 00:21:30.920]  有咩元素呢
[00:21:30.920 --> 00:21:36.920]  寫好多個得㗎
[00:21:36.920 --> 00:21:38.920]  神,好
[00:21:38.920 --> 00:21:40.920]  坦誠,上帝
[00:21:40.920 --> 00:21:42.920]  錢,多謝曬
[00:21:42.920 --> 00:21:44.920]  梗係ATM講㗎喇
[00:21:44.920 --> 00:21:48.920]  係愛呀
[00:21:54.920 --> 00:21:56.920]  嗯
[00:21:56.920 --> 00:22:04.920]  nice 喎
[00:22:04.920 --> 00:22:06.920]  嗯,好
[00:22:06.920 --> 00:22:10.920]  有神啦,神包括耶穌啦
[00:22:10.920 --> 00:22:12.920]  信仰啦,God啦,有神啦
[00:22:12.920 --> 00:22:14.920]  等等,係咪,譚總
[00:22:14.920 --> 00:22:16.920]  係邊個嚟㗎
[00:22:16.920 --> 00:22:18.920]  哈哈哈
[00:22:18.920 --> 00:22:20.920]  哈哈哈
[00:22:20.920 --> 00:22:22.920]  哈哈哈
[00:22:22.920 --> 00:22:24.920]  哈哈哈
[00:22:24.920 --> 00:22:26.920]  哈哈哈
[00:22:26.920 --> 00:22:28.920]  哈哈哈
[00:22:28.920 --> 00:22:32.920]  跟住打
[00:22:32.920 --> 00:22:34.920]  哦,有佢自己,ok
[00:22:34.920 --> 00:22:36.920]  明嘅
[00:22:36.920 --> 00:22:38.920]  哎,幾得意
[00:22:38.920 --> 00:22:40.920]  呢張,好,即係呢當中呢
[00:22:40.920 --> 00:22:42.920]  有神啦,有一啲
[00:22:42.920 --> 00:22:44.920]  我哋都會覺得係一啲
[00:22:44.920 --> 00:22:46.920]  好嘅元素,嗰啲元素
[00:22:46.920 --> 00:22:48.920]  包括彼此嘅關係建立啦
[00:22:48.920 --> 00:22:50.920]  或者係我哋
[00:22:50.920 --> 00:22:52.920]  人與人之間,能夠相處嘅
[00:22:52.920 --> 00:22:54.920]  態度,包括坦誠啦
[00:22:54.920 --> 00:22:56.920]  包容啦,愛
[00:22:56.920 --> 00:22:58.920]  同尊重啦,真誠啦,接納啦
[00:22:58.920 --> 00:23:00.920]  溝通啦
[00:23:00.920 --> 00:23:02.920]  等等啦
[00:23:02.920 --> 00:23:04.920]  亦都有啲特別元素嘅,包括係
[00:23:04.920 --> 00:23:06.920]  譚總啦,係愛啦
[00:23:06.920 --> 00:23:08.920]  齊齊整整啦
[00:23:08.920 --> 00:23:10.920]  成家人,係咪,乾淨
[00:23:10.920 --> 00:23:12.920]  自由,舒服,有誠信
[00:23:12.920 --> 00:23:14.920]  ok,仲有隻狗都係比較特別啲嘅
[00:23:14.920 --> 00:23:16.920]  好
[00:23:16.920 --> 00:23:18.920]  有好味嘢食,ok
[00:23:18.920 --> 00:23:20.920]  幾得意,好
[00:23:20.920 --> 00:23:22.920]  多謝,thank you
[00:23:22.920 --> 00:23:24.920]  nice,好
[00:23:24.920 --> 00:23:26.920]  多謝大家
[00:23:26.920 --> 00:23:28.920]  咁我哋呢,係呢個嘅
[00:23:28.920 --> 00:23:30.920]  即係,我哋
[00:23:30.920 --> 00:23:32.920]  去返個part point
[00:23:32.920 --> 00:23:36.920]  好
[00:23:36.920 --> 00:23:40.920]  我哋成日講like father like son
[00:23:40.920 --> 00:23:42.920]  呢張
[00:23:42.920 --> 00:23:44.920]  相或者可能而家演繹緊
[00:23:44.920 --> 00:23:46.920]  係你同你自己嘅下一代
[00:23:46.920 --> 00:23:48.920]  你個仔呀,你個女呀
[00:23:48.920 --> 00:23:50.920]  著嘅T恤裏面去遊
[00:23:50.920 --> 00:23:52.920]  咁但係呢,你對你嚟講
[00:23:52.920 --> 00:23:54.920]  爸爸媽媽,諗起
[00:23:54.920 --> 00:23:56.920]  爸爸媽媽,你會感覺係咩呢
[00:23:56.920 --> 00:23:58.920]  當時呢其實係嗰個嘅
[00:23:58.920 --> 00:24:00.920]  mentee裏面呢,有啲好似
[00:24:00.920 --> 00:24:02.920]  重覆或者唔同角度
[00:24:02.920 --> 00:24:04.920]  轉個角度去睇嘅一啲嘅問題
[00:24:04.920 --> 00:24:06.920]  其實都想大家呢去感覺下
[00:24:06.920 --> 00:24:08.920]  想返你嘅父母
[00:24:08.920 --> 00:24:10.920]  係點樣,想起
[00:24:10.920 --> 00:24:12.920]  父母呢,好多時我哋都會
[00:24:12.920 --> 00:24:14.920]  感到有唔同嘅感受嘅
