
[00:00:00.000 --> 00:00:08.000]  各位平安 感謝臣讓我有機會向新徵投和對應節目見面
[00:02:27.000 --> 00:02:30.000]  那些人湧到跟著耶穌
[00:02:30.000 --> 00:02:32.000]  但是耶穌知道
[00:02:32.000 --> 00:02:34.000]  那不行
[00:02:34.000 --> 00:02:37.000]  可能都是要認真搞門訓
[00:02:37.000 --> 00:02:40.000]  所以你看福音書裡面經常提及耶穌
[00:02:40.000 --> 00:02:42.000]  釘十字架只有兩章
[00:02:42.000 --> 00:02:44.000]  但是二十多章都是講耶穌門訓
[00:02:44.000 --> 00:02:47.000]  所以耶穌花了很多時間來搞門訓
[00:02:47.000 --> 00:02:48.000]  其實四福音裡面
[00:02:48.000 --> 00:02:50.000]  每一件福音書的主題都講門訓
[00:02:50.000 --> 00:02:51.000]  所以門訓就很重要
[00:02:51.000 --> 00:02:53.000]  現在開始耶穌門訓了
[00:02:53.000 --> 00:02:54.000]  太多人了
[00:02:54.000 --> 00:02:55.000]  那不行了
[00:02:55.000 --> 00:02:57.000]  耶穌就上了山
[00:02:57.000 --> 00:03:00.000]  在那裡基於座下
[00:03:00.000 --> 00:03:04.000]  以前的拉比教導的身體語言就是
[00:03:04.000 --> 00:03:05.000]  靜襟危坐
[00:03:05.000 --> 00:03:06.000]  坐下
[00:03:06.000 --> 00:03:07.000]  意思就是說
[00:03:07.000 --> 00:03:09.000]  耶穌現在正中其事
[00:03:09.000 --> 00:03:14.000]  他開始作出一個門徒訓練的一個課程
[00:03:14.000 --> 00:03:15.000]  那又怎樣呢?
[00:03:15.000 --> 00:03:17.000]  他就開口教訓他們
[00:03:17.000 --> 00:03:19.000]  這些全部是希伯來人的表達
[00:03:19.000 --> 00:03:21.000]  教訓當然是開口
[00:03:21.000 --> 00:03:23.000]  難道是閉口教訓嗎?
[00:03:23.000 --> 00:03:24.000]  所以說
[00:03:24.000 --> 00:03:27.000]  現在耶穌是認真很重要的
[00:03:27.000 --> 00:03:30.000]  來教訓門徒的功課
[00:03:30.000 --> 00:03:31.000]  八福
[00:03:31.000 --> 00:03:32.000]  好了
[00:03:32.000 --> 00:03:33.000]  那我說第一句
[00:03:33.000 --> 00:03:35.000]  虛心的人有福了
[00:03:35.000 --> 00:03:38.000]  因為天國是他們的
[00:03:38.000 --> 00:03:41.000]  為什麼虛心這麼重要
[00:03:41.000 --> 00:03:45.000]  要排在八福之首呢?
[00:03:45.000 --> 00:03:47.000]  可見得重要
[00:03:47.000 --> 00:03:49.000]  虛心求教
[00:03:49.000 --> 00:03:51.000]  當然聖經原文
[00:03:51.000 --> 00:03:52.000]  如果你看和合本
[00:03:52.000 --> 00:03:53.000]  修訂本就是
[00:03:53.000 --> 00:03:54.000]  亦叫做
[00:03:54.000 --> 00:03:56.000]  心靈貧窮
[00:03:56.000 --> 00:03:58.000]  Poor in spirit
[00:03:58.000 --> 00:03:59.000]  心靈貧窮
[00:03:59.000 --> 00:04:01.000]  那和合本亦都OK
[00:04:01.000 --> 00:04:02.000]  虛心求教
[00:04:02.000 --> 00:04:03.000]  就是心靈貧窮
[00:04:03.000 --> 00:04:04.000]  就是虛心
[00:04:04.000 --> 00:04:05.000]  虛心就是求教
[00:04:05.000 --> 00:04:06.000]  都OK
[00:04:06.000 --> 00:04:09.000]  這樣形成一種意義
[00:04:09.000 --> 00:04:11.000]  原文是這樣意義的
[00:04:11.000 --> 00:04:13.000]  應該是有福了
[00:04:13.000 --> 00:04:15.000]  靈女貧窮
[00:04:15.000 --> 00:04:17.000]  天國是屬於她們的
[00:04:17.000 --> 00:04:19.000]  原文的職業就是這樣
[00:04:19.000 --> 00:04:21.000]  所以有福了是先排的
[00:04:21.000 --> 00:04:22.000]  Blessed are
[00:04:22.000 --> 00:04:23.000]  就是這幫人有福了
[00:04:23.000 --> 00:04:25.000]  五歲弟兄姊妹
[00:04:25.000 --> 00:04:26.000]  今天雙蒸頭
[00:04:26.000 --> 00:04:29.000]  大家難得走在一起
[00:04:29.000 --> 00:04:30.000]  是主要是這裡的緣分
[00:04:30.000 --> 00:04:31.000]  我想告訴大家
[00:04:31.000 --> 00:04:33.000]  如果你真的想得到
[00:04:33.000 --> 00:04:34.000]  套年的很大的祝福
[00:04:34.000 --> 00:04:36.000]  或者是不斷的祝福的話
[00:04:36.000 --> 00:04:38.000]  那你要好好記住
[00:04:38.000 --> 00:04:39.000]  耶穌和你說的
[00:04:39.000 --> 00:04:40.000]  八福是第一擊
[00:04:40.000 --> 00:04:43.000]  虛心的人有福了
[00:04:43.000 --> 00:04:45.000]  最近教書經常說
[00:04:45.000 --> 00:04:46.000]  不知道說到哪裡
[00:04:46.000 --> 00:04:47.000]  我太多東西要說
[00:04:47.000 --> 00:04:49.000]  心裡千言萬語
[00:04:49.000 --> 00:04:50.000]  所以我現在說說
[00:04:50.000 --> 00:04:53.000]  我想說什麼
[00:04:53.000 --> 00:04:54.000]  虛心求教
[00:04:54.000 --> 00:04:57.000]  於是你就好學不倦
[00:04:57.000 --> 00:05:00.000]  好學不倦你就生命成長
[00:05:00.000 --> 00:05:01.000]  生命成長
[00:05:01.000 --> 00:05:03.000]  你就會得到一個更好的自己
[00:05:03.000 --> 00:05:04.000]  更好的自己
[00:05:04.000 --> 00:05:06.000]  你就生命影響生命
[00:05:06.000 --> 00:05:07.000]  那又怎樣呢
[00:05:07.000 --> 00:05:08.000]  那你就永生益人
[00:05:08.000 --> 00:05:10.000]  其實我的流程是想這樣
[00:05:10.000 --> 00:05:11.000]  那就繼續吧
[00:05:11.000 --> 00:05:14.000]  我們逐點逐點來說
[00:05:14.000 --> 00:05:16.000]  這個世界很多人都
[00:05:16.000 --> 00:05:18.000]  很喜歡自滿自足
[00:05:18.000 --> 00:05:20.000]  因為我昨天和我兒子聊天的時候
[00:05:20.000 --> 00:05:21.000]  一直分享
[00:05:21.000 --> 00:05:23.000]  我兒子是一個很好的弟兄
[00:05:23.000 --> 00:05:24.000]  他說爸爸
[00:05:24.000 --> 00:05:25.000]  你說得很有道理
[00:05:25.000 --> 00:05:26.000]  但是這個世界上
[00:05:26.000 --> 00:05:27.000]  很多人都不是這樣
[00:05:27.000 --> 00:05:29.000]  過多樂意
[00:05:29.000 --> 00:05:31.000]  喜歡躲在自己的安心區裡面
[00:05:31.000 --> 00:05:34.000]  免得沒那麼多險
[00:05:34.000 --> 00:05:37.000]  成長是冒險的
[00:05:37.000 --> 00:05:40.000]  所以我今天說的這篇道
[00:05:40.000 --> 00:05:41.000]  我的期望太高了
[00:05:41.000 --> 00:05:43.000]  I'm sorry
[00:05:43.000 --> 00:05:45.000]  我希望你聽得明白我所說
[00:05:45.000 --> 00:05:47.000]  我今年七十歲
[00:05:47.000 --> 00:05:48.000]  我今年七十歲
[00:05:48.000 --> 00:05:49.000]  我這麼多年來
[00:05:49.000 --> 00:05:52.000]  有一種很大的心靈反省
[00:05:52.000 --> 00:05:53.000]  因為這個世界上
[00:05:53.000 --> 00:05:56.000]  太多人喜歡躲在自己的安心區裡面
[00:05:56.000 --> 00:05:57.000]  有時候人家和我聊天
[00:05:57.000 --> 00:05:58.000]  十年前是這樣
[00:05:58.000 --> 00:06:00.000]  最近和我聊天又是這樣
[00:06:00.000 --> 00:06:02.000]  又是這樣那些事情
[00:06:02.000 --> 00:06:04.000]  我想十年你究竟是怎麼活的
[00:06:04.000 --> 00:06:05.000]  沒有長大過
[00:06:05.000 --> 00:06:06.000]  沒有成長過
[00:06:06.000 --> 00:06:08.000]  不就是白活一場
[00:06:08.000 --> 00:06:10.000]  我不是說長大過
[00:06:10.000 --> 00:06:17.000]  所以你小心不要和我聊天
[00:06:17.000 --> 00:06:20.000]  發現原來自己是不行的
[00:06:20.000 --> 00:06:22.000]  心靈
[00:06:22.000 --> 00:06:23.000]  你就明白為什麼
[00:06:23.000 --> 00:06:25.000]  《真言》說要保守你的心
[00:06:25.000 --> 00:06:26.000]  勝過保守一切
[00:06:26.000 --> 00:06:28.000]  一生的果效
[00:06:28.000 --> 00:06:29.000]  你的生命的果效
[00:06:29.000 --> 00:06:30.000]  你的事業的果效
[00:06:30.000 --> 00:06:31.000]  你的工作的果效
[00:06:31.000 --> 00:06:32.000]  你的父母的果效
[00:06:32.000 --> 00:06:34.000]  是由心發出來的
[00:06:34.000 --> 00:06:37.000]  所以心靈是很重要的
[00:06:37.000 --> 00:06:38.000]  你的生命
[00:06:38.000 --> 00:06:39.000]  你利用這個生命的成長
[00:06:39.000 --> 00:06:42.000]  是影響你整個人
[00:06:42.000 --> 00:06:45.000]  所以為什麼耶穌的八福的第一句話
[00:06:45.000 --> 00:06:49.000]  「虛心求求的人,有乎你」
[00:06:49.000 --> 00:06:51.000]  因為這些人有希望
[00:06:51.000 --> 00:06:55.000]  有希望
[00:06:55.000 --> 00:06:57.000]  《蒼西記》第一章二十六至二十七節
[00:06:57.000 --> 00:06:59.000]  大家很熟悉
[00:06:59.000 --> 00:07:01.000]  神用六日創造
[00:07:01.000 --> 00:07:04.000]  而人類是最後的創造
[00:07:04.000 --> 00:07:07.000]  是創造的最高峰
[00:07:07.000 --> 00:07:10.000]  有神的形象、樣式
[00:07:10.000 --> 00:07:13.000]  我們通常都很重視這一點
[00:07:13.000 --> 00:07:15.000]  但是很多時候我們會忘記
[00:07:15.000 --> 00:07:18.000]  其實你和我都是被造之物
[00:07:18.000 --> 00:07:19.000]  在這個物質界裡面
[00:07:19.000 --> 00:07:21.000]  雖然我們是物質界的創造最高峰
[00:07:21.000 --> 00:07:23.000]  但是你和我都是被造之物
[00:07:23.000 --> 00:07:25.000]  我們是生物
[00:07:25.000 --> 00:07:29.000]  所有被造之物都會扭壞
[00:07:29.000 --> 00:07:32.000]  所有被造之物都是有限公司
[00:07:32.000 --> 00:07:34.000]  怎麼厲害你都是有限公司
[00:07:34.000 --> 00:07:36.000]  你看不看到這一點
[00:07:36.000 --> 00:07:40.000]  你和我都是有限公司
[00:07:40.000 --> 00:07:44.000]  我不可以把我的頭轉三百六十度
[00:07:44.000 --> 00:07:46.000]  我不可以同時在這裡和在家裡
[00:07:46.000 --> 00:07:48.000]  我沒有分身術
[00:07:48.000 --> 00:07:50.000]  我又不知道你想什麼
[00:07:50.000 --> 00:07:52.000]  我沒有那些心理能力
[00:07:52.000 --> 00:07:54.000]  讀心術我不行
[00:07:54.000 --> 00:07:56.000]  為什麼呢?因為我是人
[00:07:56.000 --> 00:07:58.000]  你多厲害都好
[00:07:58.000 --> 00:08:00.000]  你都是被造之物
[00:08:00.000 --> 00:08:04.000]  Creature
[00:08:04.000 --> 00:08:08.000]  能夠發現這一點是很重要的
[00:08:08.000 --> 00:08:11.000]  你才會虛心求教
[00:08:11.000 --> 00:08:12.000]  好學不斷
[00:08:12.000 --> 00:08:16.000]  你才會生命不斷地成長
[00:08:16.000 --> 00:08:18.000]  這是一個很重要的發現
[00:08:18.000 --> 00:08:20.000]  當時耶穌說很多人
[00:08:20.000 --> 00:08:22.000]  很多人是為餅而來
[00:08:22.000 --> 00:08:23.000]  很多人很窮
[00:08:23.000 --> 00:08:24.000]  貧病交迫
[00:08:24.000 --> 00:08:26.000]  耶穌說OK我幫你們
[00:08:26.000 --> 00:08:30.000]  不過心靈貧窮更重要
[00:08:30.000 --> 00:08:31.000]  因為每個人每隻
[00:08:31.000 --> 00:08:34.000]  不是單靠食物
[00:08:34.000 --> 00:08:38.000]  而是靠神的道
[00:08:38.000 --> 00:08:41.000]  我舉一些例子
[00:08:41.000 --> 00:08:43.000]  古希臘有一個
[00:08:43.000 --> 00:08:44.000]  出名的學者叫做
[00:08:44.000 --> 00:08:46.000]  Zanous
[00:08:46.000 --> 00:08:48.000]  之樂
[00:08:48.000 --> 00:08:52.000]  這是古希臘斯多阿派的鼻祖
[00:08:52.000 --> 00:08:54.000]  他沒有寫過任何東西
[00:08:54.000 --> 00:08:56.000]  那些偉大的老師
[00:08:56.000 --> 00:08:57.000]  不用寫東西
[00:08:57.000 --> 00:08:58.000]  那些學生寫
[00:08:58.000 --> 00:08:59.000]  孔子沒有寫過東西
[00:08:59.000 --> 00:09:00.000]  那些學生寫
[00:09:00.000 --> 00:09:01.000]  蘇格拉底沒有寫過東西
[00:09:01.000 --> 00:09:04.000]  那些學生寫
[00:09:04.000 --> 00:09:06.000]  那些學生說
[00:09:06.000 --> 00:09:09.000]  之樂又高大威猛
[00:09:09.000 --> 00:09:10.000]  又帥氣
[00:09:10.000 --> 00:09:12.000]  又有型
[00:09:12.000 --> 00:09:13.000]  又有學問
[00:09:13.000 --> 00:09:16.000]  很多人跟隨他
[00:09:16.000 --> 00:09:17.000]  但是有一次
[00:09:17.000 --> 00:09:20.000]  一個學生問之樂
[00:09:20.000 --> 00:09:25.000]  他說阿Sir
[00:09:25.000 --> 00:09:26.000]  阿Sir
[00:09:26.000 --> 00:09:27.000]  你又這麼厲害
[00:09:27.000 --> 00:09:29.000]  又學富五居
[00:09:29.000 --> 00:09:30.000]  為什麼有時候
[00:09:30.000 --> 00:09:35.000]  你講話講得這麼不肯定呢
[00:09:35.000 --> 00:09:37.000]  之樂就說
[00:09:37.000 --> 00:09:38.000]  你跟著我
[00:09:38.000 --> 00:09:41.000]  我告訴你為什麼
[00:09:41.000 --> 00:09:43.000]  他就在桌上畫了兩個圈
[00:09:43.000 --> 00:09:44.000]  一個大圈
[00:09:44.000 --> 00:09:46.000]  一個小圈
[00:09:46.000 --> 00:09:47.000]  他說大圈就是我
[00:09:47.000 --> 00:09:49.000]  小圈就是你們
[00:09:49.000 --> 00:09:50.000]  大圈裡面的東西
[00:09:50.000 --> 00:09:52.000]  就代表了認識的知識
[00:09:52.000 --> 00:09:53.000]  認識的東西
[00:09:53.000 --> 00:09:56.000]  大圈外面就表示你不認識
[00:09:56.000 --> 00:09:58.000]  我的圈是比你大
[00:09:58.000 --> 00:10:01.000]  你看我圓周接觸的外面的東西
[00:10:01.000 --> 00:10:02.000]  是比你多
[00:10:02.000 --> 00:10:03.000]  所以我越知道
[00:10:03.000 --> 00:10:05.000]  就越覺得自己不知道
[00:10:05.000 --> 00:10:06.000]  The more I know
[00:10:06.000 --> 00:10:07.000]  The more I know
[00:10:07.000 --> 00:10:10.000]  The more I don't know
[00:10:10.000 --> 00:10:15.000]  所以為什麼我說話這麼不肯定
[00:10:15.000 --> 00:10:16.000]  那些偉大的人物
[00:10:16.000 --> 00:10:17.000]  越來越知道
[00:10:17.000 --> 00:10:19.000]  原來他所不知道的
[00:10:19.000 --> 00:10:26.000]  是遠遠超過他所知之樂
[00:10:26.000 --> 00:10:28.000]  蘇格拉底出名的地方
[00:10:28.000 --> 00:10:31.000]  都是有這樣的意思
[00:10:31.000 --> 00:10:33.000]  蘇格拉底的意思就是
[00:10:33.000 --> 00:10:35.000]  人活著有意義
[00:10:35.000 --> 00:10:36.000]  如果沒有意義的話
[00:10:36.000 --> 00:10:40.000]  你是白活一場
[00:10:40.000 --> 00:10:41.000]  文德蘇格拉底
[00:10:41.000 --> 00:10:42.000]  跟學生教學的時候
[00:10:42.000 --> 00:10:45.000]  經常問學生問題
[00:10:45.000 --> 00:10:47.000]  跟現在不同
[00:10:47.000 --> 00:10:49.000]  現在基本上是學生問老師問題
[00:10:49.000 --> 00:10:51.000]  蘇格拉底耶穌說
[00:10:51.000 --> 00:10:53.000]  中學的時候我是誰
[00:10:53.000 --> 00:10:54.000]  你門書的時候我是誰
[00:10:54.000 --> 00:10:56.000]  老師應該先問學生問題
[00:10:56.000 --> 00:10:58.000]  才可以思考
[00:10:58.000 --> 00:10:59.000]  蘇格拉底問學生問題
[00:10:59.000 --> 00:11:01.000]  問到學生就說
[00:11:01.000 --> 00:11:03.000]  老師我不認識
[00:11:03.000 --> 00:11:04.000]  蘇格拉底說
[00:11:04.000 --> 00:11:05.000]  你知道你不認識
[00:11:05.000 --> 00:11:08.000]  你就認識
[00:11:08.000 --> 00:11:09.000]  你不知道
[00:11:09.000 --> 00:11:10.000]  你知道你不知道
[00:11:10.000 --> 00:11:11.000]  你知道了
[00:11:11.000 --> 00:11:17.000]  為什麼你開始知道
[00:11:17.000 --> 00:11:18.000]  蘇格拉底的名句
[00:11:18.000 --> 00:11:20.000]  你上網看
[00:11:20.000 --> 00:11:23.000]  他說人最需要知道的
[00:11:23.000 --> 00:11:24.000]  就是要認識自己
[00:11:24.000 --> 00:11:26.000]  the first thing you have to know
[00:11:26.000 --> 00:11:28.000]  to know yourself
[00:11:28.000 --> 00:11:29.000]  他說你認識你自己
[00:11:29.000 --> 00:11:30.000]  第一樣東西你知道
[00:11:30.000 --> 00:11:31.000]  就是你要知道
[00:11:31.000 --> 00:11:34.000]  你自己不知道
[00:11:34.000 --> 00:11:36.000]  the first thing of self understanding
[00:11:36.000 --> 00:11:40.000]  is know that you don't know
[00:11:40.000 --> 00:11:41.000]  你看偉大的哲學
[00:11:41.000 --> 00:11:42.000]  他們發現到這一點
[00:11:42.000 --> 00:11:43.000]  你明白嗎
[00:11:43.000 --> 00:11:44.000]  我們中國人說
[00:11:44.000 --> 00:11:45.000]  三日不讀書什麼
[00:11:45.000 --> 00:11:48.000]  面目可憎
[00:11:48.000 --> 00:11:52.000]  還要說樣衰
[00:11:52.000 --> 00:11:54.000]  我們中國人都知道這一點
[00:11:54.000 --> 00:11:55.000]  你明白嗎
[00:11:55.000 --> 00:11:58.000]  那種求學
[00:11:58.000 --> 00:11:59.000]  那種學海無涯
[00:11:59.000 --> 00:12:02.000]  那種好學不倦
[00:12:02.000 --> 00:12:05.000]  等於是活到老學到老
[00:12:05.000 --> 00:12:06.000]  耶穌說
[00:12:06.000 --> 00:12:15.000]  虛心求教的人有福寥
[00:12:15.000 --> 00:12:18.000]  發現自己不行
[00:12:18.000 --> 00:12:20.000]  心靈貧窮
[00:12:20.000 --> 00:12:24.000]  於是就是虛心求教
[00:12:24.000 --> 00:12:26.000]  知之以求
[00:12:26.000 --> 00:12:32.000]  好學不倦
[00:12:32.000 --> 00:12:34.000]  好學不倦是一個
[00:12:34.000 --> 00:12:38.000]  一生人的大項目
[00:12:38.000 --> 00:12:40.000]  在這兩三年裏面
[00:12:40.000 --> 00:12:42.000]  我都不知道看過多少書
[00:12:42.000 --> 00:12:44.000]  我教神我當然要教神學書
[00:12:44.000 --> 00:12:45.000]  我想我最少看過
[00:12:45.000 --> 00:12:48.000]  百幾二百本書
[00:12:48.000 --> 00:12:51.000]  這個檔案是我在
[00:12:51.000 --> 00:12:53.000]  在香港公共圖書館
[00:12:53.000 --> 00:12:54.000]  拿回來的
[00:12:54.000 --> 00:12:55.000]  我忘記了
[00:12:55.000 --> 00:12:56.000]  然後太太才跟我說
[00:12:56.000 --> 00:12:58.000]  你在圖書館送這份東西給你
[00:12:58.000 --> 00:13:01.000]  因為我經常去圖書館借書
[00:13:01.000 --> 00:13:03.000]  我看的不只是聖經
[00:13:03.000 --> 00:13:04.000]  不只是神學的書
[00:13:04.000 --> 00:13:07.000]  我連普通的那些好的書
[00:13:07.000 --> 00:13:09.000]  那些勵志的書我都去看
[00:13:09.000 --> 00:13:14.000]  因為我覺得我不懂
[00:13:14.000 --> 00:13:16.000]  上課我常常跟學生說
[00:13:16.000 --> 00:13:19.000]  其實我是鄭帝娃
[00:13:19.000 --> 00:13:20.000]  說了幾次之後
[00:13:20.000 --> 00:13:22.000]  那些學生開始反彈
[00:13:22.000 --> 00:13:24.000]  牧師你說你是鄭帝娃
[00:13:24.000 --> 00:13:25.000]  那我是什麼
[00:13:25.000 --> 00:13:27.000]  我怎麼知道你是什麼
[00:13:27.000 --> 00:13:30.000]  我說你就是鄭帝娃
[00:13:30.000 --> 00:13:32.000]  我說我是鄭厚比你大一點
[00:13:32.000 --> 00:13:33.000]  最多就是這樣
[00:13:33.000 --> 00:13:36.000]  我說鄭帝娃都沒有問題
[00:13:36.000 --> 00:13:38.000]  問題就是
[00:13:38.000 --> 00:13:40.000]  我們以為整個世界就是全世界
[00:13:40.000 --> 00:13:41.000]  這個才是問題所在
[00:13:41.000 --> 00:13:42.000]  你明白嗎
[00:13:42.000 --> 00:13:44.000]  你以為你整個世界就是全世界
[00:13:44.000 --> 00:13:45.000]  不是
[00:13:45.000 --> 00:13:47.000]  非常之不是
[00:13:47.000 --> 00:13:52.000]  但很多人以為是
[00:13:52.000 --> 00:13:55.000]  許心的人有福利
[00:13:55.000 --> 00:13:58.000]  因為他們開始接近真相
[00:13:58.000 --> 00:14:00.000]  他們開始看到
[00:14:00.000 --> 00:14:02.000]  其實我們每一個人
[00:14:02.000 --> 00:14:06.000]  都不過是鄭帝娃
[00:14:06.000 --> 00:14:07.000]  你說怎麼辦呢
[00:14:07.000 --> 00:14:08.000]  如果是這樣
[00:14:08.000 --> 00:14:09.000]  我覺得唯一的做法就是
[00:14:09.000 --> 00:14:10.000]  依靠神
[00:14:10.000 --> 00:14:12.000]  因為神是創造者
[00:14:12.000 --> 00:14:13.000]  第二
[00:14:13.000 --> 00:14:14.000]  所以耶穌說
[00:14:14.000 --> 00:14:16.000]  你不能作什麼
[00:14:16.000 --> 00:14:17.000]  第二就是
[00:14:17.000 --> 00:14:18.000]  你要讀萬本書
[00:14:18.000 --> 00:14:19.000]  行萬里路
[00:14:19.000 --> 00:14:20.000]  很明顯
[00:14:20.000 --> 00:14:22.000]  不斷讀書
[00:14:22.000 --> 00:14:23.000]  不斷閱讀
[00:14:23.000 --> 00:14:26.000]  不斷行走江湖
[00:14:26.000 --> 00:14:27.000]  經歷
[00:14:27.000 --> 00:14:28.000]  你明白嗎
[00:14:28.000 --> 00:14:29.000]  旅行
[00:14:29.000 --> 00:14:31.000]  大家去旅行是可以的
[00:14:31.000 --> 00:14:34.000]  去一些聖地旅行
[00:14:34.000 --> 00:14:35.000]  三年前
[00:14:35.000 --> 00:14:36.000]  疫情之前
[00:14:36.000 --> 00:14:37.000]  我帶著學生
[00:14:37.000 --> 00:14:38.000]  去走訪
[00:14:38.000 --> 00:14:40.000]  啟示六七教會
[00:14:40.000 --> 00:14:41.000]  接著去看
[00:14:41.000 --> 00:14:43.000]  保羅的宣教行程
[00:14:43.000 --> 00:14:44.000]  去哥倫多
[00:14:44.000 --> 00:14:45.000]  菲律賓
[00:14:45.000 --> 00:14:47.000]  鐵索尼尼加去看
[00:14:47.000 --> 00:14:48.000]  行萬里路
[00:14:48.000 --> 00:14:51.000]  一看到哥倫多的古城
[00:14:51.000 --> 00:14:53.000]  原來哥倫多的城下面
[00:14:53.000 --> 00:14:54.000]  在下面
[00:14:54.000 --> 00:14:55.000]  但上面有個山城
[00:14:55.000 --> 00:14:57.000]  有個哥倫多的衛城
[00:14:57.000 --> 00:14:59.000]  原來以前的城
[00:14:59.000 --> 00:15:00.000]  是建在水邊
[00:15:00.000 --> 00:15:01.000]  因為要水
[00:15:01.000 --> 00:15:03.000]  接著在山下面
[00:15:03.000 --> 00:15:05.000]  山上有個衛城
[00:15:05.000 --> 00:15:06.000]  用來保護這個城市
[00:15:06.000 --> 00:15:07.000]  明白嗎
[00:15:07.000 --> 00:15:10.000]  整個衛城是二手難攻
[00:15:10.000 --> 00:15:11.000]  敵人來了
[00:15:11.000 --> 00:15:12.000]  敵人躲上去
[00:15:12.000 --> 00:15:13.000]  我就明白耶穌說
[00:15:13.000 --> 00:15:15.000]  城造在山上
[00:15:15.000 --> 00:15:17.000]  是不能忍從的
[00:15:17.000 --> 00:15:19.000]  那個體驗讓我解驚
[00:15:19.000 --> 00:15:20.000]  你明白嗎
[00:15:20.000 --> 00:15:22.000]  接著去到路地加
[00:15:22.000 --> 00:15:23.000]  聖經上說
[00:15:23.000 --> 00:15:25.000]  路地加是不難不厭
[00:15:25.000 --> 00:15:26.000]  為什麼不難不厭
[00:15:26.000 --> 00:15:28.000]  原來路地加東面有哥羅西
[00:15:28.000 --> 00:15:30.000]  西面有希臘波林
[00:15:30.000 --> 00:15:34.000]  哥羅西的水是清澈解渴
[00:15:34.000 --> 00:15:35.000]  希臘波林
[00:15:35.000 --> 00:15:37.000]  大家可能去過棉花堡
[00:15:37.000 --> 00:15:39.000]  是溫泉的水
[00:15:39.000 --> 00:15:42.000]  有醫療的作用
[00:15:42.000 --> 00:15:44.000]  路地加沒有水
[00:15:44.000 --> 00:15:46.000]  所以就需要從哥羅西
[00:15:46.000 --> 00:15:47.000]  把那些冷水
[00:15:47.000 --> 00:15:51.000]  用引水道引到路地加
