
[00:00:00.000 --> 00:00:03.160]  好,我們在神的面前先有一個禱告
[00:02:06.360 --> 00:02:08.360]  智力革命之一
[00:02:08.360 --> 00:02:11.360]  它徹底改變了人類對宇宙的看法
[00:02:11.360 --> 00:02:13.360]  當大家對霍金的理論
[00:02:13.360 --> 00:02:15.360]  津津樂道的時候
[00:02:15.360 --> 00:02:17.360]  霍金開始意識到
[00:02:17.360 --> 00:02:20.360]  《時間簡史》提出大爆炸的模式
[00:02:20.360 --> 00:02:22.360]  即是範式
[00:02:22.360 --> 00:02:24.360]  其實是行不通
[00:02:24.360 --> 00:02:27.360]  因為根據他的模式
[00:02:27.360 --> 00:02:29.360]  所演算出來的
[00:02:29.360 --> 00:02:31.360]  是一個空洞洞的
[00:02:31.360 --> 00:02:33.360]  沒有行星 沒有行星
[00:02:33.360 --> 00:02:35.360]  沒有生命的宇宙
[00:02:35.360 --> 00:02:38.360]  他有一段時間很沮喪
[00:02:38.360 --> 00:02:40.360]  所以在1998年開始
[00:02:40.360 --> 00:02:43.360]  霍金就跟比利時的
[00:02:43.360 --> 00:02:45.360]  一個科學家
[00:02:45.360 --> 00:02:47.360]  Thomas Hertog
[00:02:47.360 --> 00:02:52.360]  一起從一個新的進路
[00:02:52.360 --> 00:02:54.360]  研究宇宙的起源
[00:02:54.360 --> 00:02:56.360]  經過多年的研究
[00:02:56.360 --> 00:02:58.360]  霍金在他死之前
[00:02:58.360 --> 00:03:01.360]  推翻了他先前所誇讚的
[00:03:01.360 --> 00:03:03.360]  宇宙膨脹理論
[00:03:03.360 --> 00:03:06.360]  而且他推測
[00:03:06.360 --> 00:03:09.360]  宇宙不是無限的
[00:03:09.360 --> 00:03:11.360]  他最新的理論是
[00:03:11.360 --> 00:03:14.360]  宇宙不是不規則的多元宇宙
[00:03:14.360 --> 00:03:16.360]  而是有限的
[00:03:16.360 --> 00:03:18.360]  而且相當平滑的
[00:03:18.360 --> 00:03:22.360]  他叫這個做宇宙起源的無邊界假設
[00:03:22.360 --> 00:03:24.360]  仍然是假設
[00:03:24.360 --> 00:03:26.360]  霍金死後
[00:03:26.360 --> 00:03:28.360]  他的學生兼拍檔
[00:03:28.360 --> 00:03:30.360]  Thomas Hertog
[00:03:30.360 --> 00:03:32.360]  將他們的研究寫成一本書
[00:03:32.360 --> 00:03:35.360]  就是《On the Origin of Time》
[00:03:35.360 --> 00:03:37.360]  《時間的起源》
[00:03:37.360 --> 00:03:40.360]  書中引用了霍金這句話
[00:03:40.360 --> 00:03:43.360]  他說 我改變了主意
[00:03:43.360 --> 00:03:46.360]  時間簡史的視覺是錯的
[00:03:46.360 --> 00:03:48.360]  其實
[00:03:48.360 --> 00:03:50.360]  之前的理論是錯的
[00:03:50.360 --> 00:03:53.360]  是否代表現在的理論是對的呢?
[00:03:53.360 --> 00:03:57.360]  如果我們誠實地面對我們自己
[00:03:57.360 --> 00:04:00.360]  我們會承認在浩瀚的宇宙裡面
[00:04:00.360 --> 00:04:06.360]  人類是小到連微塵都說不上
[00:04:06.360 --> 00:04:09.360]  無論科學多麼發達
[00:04:09.360 --> 00:04:12.360]  今天我們人類所認識的宇宙
[00:04:12.360 --> 00:04:16.360]  只是我們的科技所能觀察到的範圍
[00:04:16.360 --> 00:04:20.360]  只是宇宙的一小部份
[00:04:20.360 --> 00:04:22.360]  人類對於宇宙的起源
[00:04:22.360 --> 00:04:23.360]  物種的起源
[00:04:23.360 --> 00:04:24.360]  種種的理論
[00:04:24.360 --> 00:04:26.360]  其實都是觀察
[00:04:26.360 --> 00:04:30.360]  推論演算得出來的假設
[00:04:30.360 --> 00:04:31.360]  當然
[00:04:31.360 --> 00:04:33.360]  科學不斷在進步
[00:04:33.360 --> 00:04:35.360]  正因為這樣
[00:04:35.360 --> 00:04:37.360]  所有的理論假設
[00:04:37.360 --> 00:04:39.360]  都會隨著科學的進步
[00:04:39.360 --> 00:04:42.360]  新的研究新的發現
[00:04:42.360 --> 00:04:45.360]  會被修改和推翻
[00:04:45.360 --> 00:04:47.360]  試想想
[00:04:47.360 --> 00:04:50.360]  一些還在不斷進步
[00:04:50.360 --> 00:04:53.360]  不斷演變的東西
[00:04:53.360 --> 00:04:57.360]  有沒有可能是永恆終極的真理呢?
[00:04:57.360 --> 00:04:58.360]  又或者
[00:04:58.360 --> 00:05:03.360]  有沒有可能成為量度真理的標準呢?
[00:05:03.360 --> 00:05:04.360]  沒錯
[00:05:04.360 --> 00:05:06.360]  人類對於宇宙的起源理論
[00:05:06.360 --> 00:05:09.360]  仍然不斷在改變
[00:05:09.360 --> 00:05:11.360]  但是Hertock在研究中
[00:05:11.360 --> 00:05:15.360]  他注意到一樣東西沒有改變
[00:05:15.360 --> 00:05:17.360]  他說什麼呢?
[00:05:17.360 --> 00:05:18.360]  他說觀察宇宙的時候
[00:05:18.360 --> 00:05:20.360]  我注意到
[00:05:20.360 --> 00:05:23.360]  很多很多方面都告訴我們
[00:05:23.360 --> 00:05:25.360]  對於生命的出現
[00:05:25.360 --> 00:05:29.360]  那些安排幾乎是完美的
[00:05:29.360 --> 00:05:31.360]  如果宇宙膨脹
[00:05:31.360 --> 00:05:34.360]  放下一些不會有恆星和星系
[00:05:34.360 --> 00:05:39.360]  如果原子核和電子的作用力
[00:05:39.360 --> 00:05:41.360]  有一點點的改變
[00:05:41.360 --> 00:05:44.360]  生命都不會出現
[00:05:44.360 --> 00:05:47.360]  他說宇宙各種的指標
[00:05:47.360 --> 00:05:49.360]  都是被設計
[00:05:49.360 --> 00:05:52.360]  成為非常適合生命出現的
[00:05:52.360 --> 00:05:54.360]  似乎在暗示
[00:05:54.360 --> 00:05:59.360]  有某一種超然在宇宙之外的神力
[00:05:59.360 --> 00:06:00.360]  掌管著我們
[00:06:00.360 --> 00:06:04.360]  不過這是科學所不容許
[00:06:04.360 --> 00:06:05.360]  他明明看到
[00:06:05.360 --> 00:06:07.360]  宇宙不是偶然
[00:06:07.360 --> 00:06:09.360]  不是隨機出現
[00:06:09.360 --> 00:06:11.360]  而是在宇宙之外
[00:06:11.360 --> 00:06:13.360]  有一個超然存在的神
[00:06:13.360 --> 00:06:15.360]  去設計掌管
[00:06:15.360 --> 00:06:17.360]  但他偏偏又是自己落閘
[00:06:17.360 --> 00:06:20.360]  覺得這樣想是不科學的
[00:06:20.360 --> 00:06:23.360]  雖然Hertock似乎
[00:06:23.360 --> 00:06:26.360]  不願意鬆開思想的框框
[00:06:26.360 --> 00:06:29.360]  去接受神創造的現實
[00:06:29.360 --> 00:06:32.360]  但正如馬叔所說
[00:06:32.360 --> 00:06:34.360]  自從神造天地以來
[00:06:34.360 --> 00:06:38.360]  神的永能和神聖是明明可知的
[00:06:38.360 --> 00:06:40.360]  雖然是眼看不到
[00:06:40.360 --> 00:06:41.360]  但藉著所造之物
[00:06:41.360 --> 00:06:43.360]  我們就可以知道
[00:06:43.360 --> 00:06:47.360]  我們不能抵賴
[00:06:47.360 --> 00:06:51.360]  雖然人故意不承認神
[00:06:51.360 --> 00:06:53.360]  但神的永能和神聖
[00:06:53.360 --> 00:06:56.360]  是不能否認的
[00:06:56.360 --> 00:06:59.360]  其實聖經一早已告訴我們
[00:06:59.360 --> 00:07:02.360]  神是創造主
[00:07:02.360 --> 00:07:04.360]  這個星期開始
[00:07:04.360 --> 00:07:07.360]  晚堂會跟大家看《創世紀》
[00:07:07.360 --> 00:07:09.360]  《創世紀》是摩西五經
[00:07:09.360 --> 00:07:12.360]  和整本聖經的第一卷書
[00:07:12.360 --> 00:07:14.360]  但希伯來文的聖經
[00:07:14.360 --> 00:07:16.360]  並非叫《創世紀》
[00:07:16.360 --> 00:07:18.360]  而是叫《再起初》
[00:07:18.360 --> 00:07:20.360]  "Barashit"這個字
[00:07:20.360 --> 00:07:24.360]  而拉丁文武家大譯本
[00:07:24.360 --> 00:07:27.360]  是譯作《起初之書》
[00:07:27.360 --> 00:07:29.360]  中文叫《創世紀》
[00:07:29.360 --> 00:07:32.360]  其實有一個很容易誤解的位置
[00:07:32.360 --> 00:07:35.360]  以為《創世紀》只是記載
[00:07:35.360 --> 00:07:37.360]  天地創造、起源
[00:07:37.360 --> 00:07:38.360]  整本書其實你看看
[00:07:38.360 --> 00:07:40.360]  五十章只有兩章
[00:07:40.360 --> 00:07:43.360]  講到天地創造
[00:07:43.360 --> 00:07:45.360]  其實《創世紀》
[00:07:45.360 --> 00:07:47.360]  真的是《起初之書》
[00:07:47.360 --> 00:07:52.360]  它不單記載宇宙的起源
[00:07:52.360 --> 00:07:54.360]  生命的起源
[00:07:54.360 --> 00:07:55.360]  物種的起源
[00:07:55.360 --> 00:07:56.360]  人類的起源
[00:07:56.360 --> 00:07:59.360]  還記載了道德善惡的起源
[00:07:59.360 --> 00:08:00.360]  婚姻家庭的起源
[00:08:00.360 --> 00:08:02.360]  人類文明的起源
[00:08:02.360 --> 00:08:04.360]  罪惡的起源
[00:08:04.360 --> 00:08:06.360]  救贖的起源
[00:08:06.360 --> 00:08:09.360]  人和神納約的起源
[00:08:09.360 --> 00:08:12.360]  以色列文的起源等等等等
[00:08:12.360 --> 00:08:17.360]  為什麼摩西要寫《創世紀》呢?
[00:08:17.360 --> 00:08:19.360]  或者說為什麼
[00:08:19.360 --> 00:08:24.360]  上帝要巧遇摩西寫《創世紀》呢?
[00:08:24.360 --> 00:08:26.360]  摩西做了什麼事呢?
[00:08:26.360 --> 00:08:28.360]  摩西帶領以色列人
[00:08:28.360 --> 00:08:30.360]  去埃及
[00:08:30.360 --> 00:08:32.360]  以色列人離開埃及之前
[00:08:32.360 --> 00:08:37.360]  他們生活在一個泛神的世界
[00:08:37.360 --> 00:08:40.360]  摩西人什麼都拜
[00:08:40.360 --> 00:08:41.360]  拜尼羅河
[00:08:41.360 --> 00:08:44.360]  拜日、拜月、拜天象
[00:08:44.360 --> 00:08:46.360]  他們將要進入迦南地
[00:08:46.360 --> 00:08:49.360]  迦南地又是一個充滿偶像的地方
[00:08:49.360 --> 00:08:50.360]  日月升神
[00:08:50.360 --> 00:08:52.360]  什麼都拜
[00:08:52.360 --> 00:08:56.360]  神就是要摩西告訴以色列人
[00:08:56.360 --> 00:08:58.360]  那些東西不是你所拜的
[00:08:58.360 --> 00:09:01.360]  這個世界是神創造
[00:09:01.360 --> 00:09:05.360]  所有的東西都是由神而來
[00:09:05.360 --> 00:09:07.360]  神才是崇拜的對象
[00:09:07.360 --> 00:09:09.360]  對於我們全人類來說
[00:09:09.360 --> 00:09:13.360]  《創世紀》有什麼意義呢?
[00:09:13.360 --> 00:09:17.360]  雖然今天我們不會說到神創造人這部分
[00:09:17.360 --> 00:09:19.360]  但是大家都知道
[00:09:19.360 --> 00:09:23.360]  神創造人一個很重要的使命是什麼?
[00:09:23.360 --> 00:09:27.360]  管理神所創造的大地
[00:09:27.360 --> 00:09:31.360]  神是要告訴我們
[00:09:31.360 --> 00:09:34.360]  祂是怎樣設計這個大地
[00:09:34.360 --> 00:09:36.360]  祂有什麼心意
[00:09:36.360 --> 00:09:38.360]  有什麼規律
[00:09:38.360 --> 00:09:41.360]  只要我們知道之後
[00:09:41.360 --> 00:09:46.360]  才可以更好的去管理這個大地
[00:09:46.360 --> 00:09:52.360]  《創世紀》不是滿足我們對世界來歷的好奇
[00:09:52.360 --> 00:09:56.360]  也不是解答科學的一些問題
[00:09:56.360 --> 00:09:59.360]  我們看看《創世紀》的第一句說話
[00:09:59.360 --> 00:10:03.360]  起初神創造天地
[00:10:03.360 --> 00:10:07.360]  《創世紀》一開始不是討論有沒有神
[00:10:07.360 --> 00:10:11.360]  而是乾淨利落斬釘截鐵告訴我們
[00:10:11.360 --> 00:10:14.360]  是神創造天地
[00:10:14.360 --> 00:10:16.360]  《中文聖經》有七個字
[00:10:16.360 --> 00:10:20.360]  其實《希臘文聖經》也有七個字
[00:10:20.360 --> 00:10:23.360]  作為全本聖經的第一句
[00:10:23.360 --> 00:10:26.360]  這句話其實是非常有份量
[00:10:26.360 --> 00:10:29.360]  充滿了權威
[00:10:29.360 --> 00:10:32.360]  這句話除了告訴我們
[00:10:32.360 --> 00:10:34.360]  天地是神所創造之外
[00:10:34.360 --> 00:10:40.360]  也讓我們看到創造天地的神是一位怎樣的神
[00:10:40.360 --> 00:10:43.360]  我們試試看這一句
[00:10:43.360 --> 00:10:46.360]  起初是時間
[00:10:46.360 --> 00:10:49.360]  不少學者都認同
[00:10:49.360 --> 00:10:53.360]  這裡所說的起初是指時間的起始
[00:10:53.360 --> 00:10:55.360]  換言之
[00:10:55.360 --> 00:10:57.360]  在時間起始的時候
[00:10:57.360 --> 00:10:59.360]  上帝已經存在
[00:10:59.360 --> 00:11:03.360]  所以祂可以在時間起始的時候創造天地
[00:11:03.360 --> 00:11:08.360]  一個在時間以外存在的上帝
[00:11:08.360 --> 00:11:11.360]  他受不受時間的限制
[00:11:11.360 --> 00:11:14.360]  不受時間的限制
[00:11:14.360 --> 00:11:18.360]  所以祂才是一個永恆的神
[00:11:18.360 --> 00:11:20.360]  唯有一個永恆的神
[00:11:20.360 --> 00:11:25.360]  才可以賜人有永生
[00:11:25.360 --> 00:11:30.360]  神是時間的終極起源
[00:11:30.360 --> 00:11:33.360]  而天地呢
[00:11:33.360 --> 00:11:35.360]  天地是空間
[00:11:35.360 --> 00:11:40.360]  是物質的世界
[00:11:40.360 --> 00:11:45.360]  是由神去創造的
[00:11:45.360 --> 00:11:50.360]  時間空間都是由神所創造
[00:11:50.360 --> 00:11:54.360]  這就是說神是先於時間空間存在
[00:11:54.360 --> 00:11:58.360]  神是不需要依靠任何的條件而存在
[00:11:58.360 --> 00:12:01.360]  祂是萬物的第一因
[00:12:01.360 --> 00:12:04.360]  所以我們說神是自有永有
[00:12:04.360 --> 00:12:08.360]  如果你說神從哪裡來呢
[00:12:08.360 --> 00:12:10.360]  其實這個問題問錯了
[00:12:10.360 --> 00:12:15.360]  應該問哪個地方是從神而來的
[00:12:15.360 --> 00:12:19.360]  因為空間是祂所創造的
[00:12:19.360 --> 00:12:22.360]  創造這一點很重要
[00:12:22.360 --> 00:12:28.360]  Bara這個字是用在神的身上
[00:12:28.360 --> 00:12:35.360]  創造的行動產生了兩個不同的方向
[00:12:35.360 --> 00:12:37.360]  因為有創造這個動作
[00:12:37.360 --> 00:12:44.360]  就有創造者和被造的這一方
[00:12:44.360 --> 00:12:47.360]  對於被造的這一方來說
[00:12:47.360 --> 00:12:50.360]  創造者是什麼
[00:12:50.360 --> 00:12:53.360]  是祂的主
[00:12:53.360 --> 00:12:56.360]  所以創造這個行為
[00:12:56.360 --> 00:13:04.360]  這個行動是設定了這位神是萬物的主宰
[00:13:04.360 --> 00:13:13.360]  而這個身份是完全的原始無可爭議
[00:13:13.360 --> 00:13:18.360]  創造不是偶發性的
[00:13:18.360 --> 00:13:21.360]  你做一件事是有意識的
[00:13:21.360 --> 00:13:24.360]  創造是有設計有目的有功能的
[00:13:24.360 --> 00:13:29.360]  創造是反映出製造者的心意
[00:13:29.360 --> 00:13:35.360]  所以這句話說了很多次給我們聽
[00:13:35.360 --> 00:13:37.360]  神是一個什麼的神
[00:13:37.360 --> 00:13:39.360]  神是一個超越時間空間的神
[00:13:39.360 --> 00:13:41.360]  神是一個永存的神
[00:13:41.360 --> 00:13:45.360]  神是不受任何的條件限制
[00:13:45.360 --> 00:13:48.360]  不因任何的條件存在
[00:13:48.360 --> 00:13:51.360]  祂是萬物的第一因
[00:13:51.360 --> 00:13:55.360]  這個說話是獨立的
[00:13:55.360 --> 00:13:57.360]  是一個總綱
[00:13:57.360 --> 00:14:00.360]  它和第二句有什麼關係呢
[00:14:00.360 --> 00:14:01.360]  有人說
[00:14:01.360 --> 00:14:05.360]  第一句和第二句之間可能有一個很大的差別
[00:14:05.360 --> 00:14:08.360]  其實是不是呢
[00:14:08.360 --> 00:14:10.360]  第二句很有趣
[00:14:10.360 --> 00:14:15.360]  他說什麼呢 地是什麼什麼奇怪
[00:14:15.360 --> 00:14:18.360]  剛才說神創造天地
[00:14:18.360 --> 00:14:24.360]  現在他就說地不說天 為什麼呢
[00:14:24.360 --> 00:14:29.360]  因為地是神為人打造的生存空間
[00:14:29.360 --> 00:14:34.360]  神就是要我們知道和我們有關的地的事情
[00:14:34.360 --> 00:14:37.360]  在浩瀚的宇宙裡面
[00:14:37.360 --> 00:14:41.360]  神是將焦點鎖定在我們生活的地球
[00:14:41.360 --> 00:14:45.360]  和我們講和我們有關的事情
[00:14:45.360 --> 00:14:47.360]  耶穌和你覺得沒有講
[00:14:47.360 --> 00:14:50.360]  我和你說地上的事情你都不掌握得到
[00:14:50.360 --> 00:14:53.360]  何況天上的事情呢
[00:14:53.360 --> 00:14:56.360]  《生命記》二十九章說得非常精彩
[00:14:56.360 --> 00:14:57.360]  他說什麼呢
[00:14:57.360 --> 00:15:00.360]  隱秘的事情是屬於耶穌說的
[00:15:00.360 --> 00:15:02.360]  是我們的神
[00:15:02.360 --> 00:15:06.360]  但明顯的事情是永遠屬於我們和我們的子孫
[00:15:06.360 --> 00:15:08.360]  什麼叫隱秘的事情呢
[00:15:08.360 --> 00:15:10.360]  天上的事 宇宙的事
[00:15:10.360 --> 00:15:11.360]  上帝不用我們知道
[00:15:11.360 --> 00:15:14.360]  是祂的智慧
[00:15:14.360 --> 00:15:17.360]  但我們偏偏會問有沒有外星人
[00:15:17.360 --> 00:15:19.360]  有沒有這些人
[00:15:19.360 --> 00:15:22.360]  但上帝將我們的眼光鎖定在
[00:15:22.360 --> 00:15:25.360]  上帝創造的地上 為什麼呢
[00:15:25.360 --> 00:15:27.360]  上帝和我們說創世紀
[00:15:27.360 --> 00:15:32.360]  是要我們知道祂是創造主
[00:15:32.360 --> 00:15:37.360]  為了要我們遵守祂的律法和祂的說話
[00:15:37.360 --> 00:15:40.360]  這是整個心意
[00:15:40.360 --> 00:15:42.360]  不用我們知道的事情祂不說
[00:15:42.360 --> 00:15:44.360]  祂和我們說的是要我們知道的事情
[00:15:44.360 --> 00:15:47.360]  所以祂所說的話我們不可以忽略
[00:15:47.360 --> 00:15:48.360]  不可以輕視
[00:15:48.360 --> 00:15:52.360]  上帝的說話是要我們行祂的心意
[00:15:52.360 --> 00:15:54.360]  地是怎樣的呢
[00:15:54.360 --> 00:15:57.360]  空虛 混沌
[00:15:57.360 --> 00:16:00.360]  心冤上面一片黑暗
[00:16:00.360 --> 00:16:05.360]  和合本譯為冤面黑暗
[00:16:05.360 --> 00:16:08.360]  空虛是什麼 什麼都沒有
[00:16:08.360 --> 00:16:11.360]  混沌是沒有形體的 沒有秩序的
[00:16:11.360 --> 00:16:13.360]  formless
[00:16:13.360 --> 00:16:16.360]  心冤就是說大水
[00:16:16.360 --> 00:16:20.360]  原來最初創造整個宇宙當中
[00:16:20.360 --> 00:16:25.360]  其中一個星球地球是被水包圍的
[00:16:25.360 --> 00:16:27.360]  心冤上面一片黑暗
[00:16:27.360 --> 00:16:29.360]  不僅是心冤上面一片黑暗
[00:16:29.360 --> 00:16:32.360]  所有星球外面都一片黑暗
[00:16:32.360 --> 00:16:34.360]  這個世界
[00:16:34.360 --> 00:16:38.360]  這就是上帝和我們描述最初
[00:16:38.360 --> 00:16:40.360]  祂在大地上面
[00:16:40.360 --> 00:16:43.360]  將祂設計成為人適合住的地球之前
[00:16:43.360 --> 00:16:45.360]  這個世界是怎樣的
[00:16:45.360 --> 00:16:46.360]  然後神說什麼呢
[00:16:46.360 --> 00:16:50.360]  神的靈就運行在水面上面
[00:16:50.360 --> 00:16:53.360]  神的能力是臨在
[00:16:53.360 --> 00:16:56.360]  親自臨在這個地球
[00:16:56.360 --> 00:16:59.360]  其實神一直都沒有離開過
[00:16:59.360 --> 00:17:02.360]  到今天都是和我們同在
[00:17:02.360 --> 00:17:06.360]  運行原本有盤旋的意思
[00:17:06.360 --> 00:17:10.360]  上帝的能力覆蓋住這個水球
[00:17:10.360 --> 00:17:13.360]  在水面上面心冤
[00:17:13.360 --> 00:17:15.360]  被水包圍著
[00:17:15.360 --> 00:17:18.360]  這個情景是什麼情景呢
[00:17:18.360 --> 00:17:22.360]  然後神說有光
[00:17:22.360 --> 00:17:25.360]  這個就好像約伯記
[00:17:25.360 --> 00:17:26.360]  其實我打錯了
[00:17:26.360 --> 00:17:28.360]  不是約是百
[00:17:28.360 --> 00:17:30.360]  約伯記二十六章
[00:17:30.360 --> 00:17:31.360]  給我們看到的
[00:17:31.360 --> 00:17:33.360]  約伯記怎麼說呢
[00:17:33.360 --> 00:17:36.360]  他說神將北極鋪在空中
[00:17:36.360 --> 00:17:39.360]  將大地圓在虛空
[00:17:39.360 --> 00:17:40.360]  你想想
[00:17:40.360 --> 00:17:42.360]  用今天我們才看得明白
[00:17:42.360 --> 00:17:44.360]  當日的人可能讀不明白
[00:17:44.360 --> 00:17:46.360]  今天我們認知到
[00:17:46.360 --> 00:17:50.360]  原來地球是圓浮在太空裡面的
[00:17:50.360 --> 00:17:53.360]  在水包在物運當中
[00:17:53.360 --> 00:17:56.360]  水面上畫一個圓圈
[00:17:56.360 --> 00:17:59.360]  直到光明和黑暗交界
[00:17:59.360 --> 00:18:01.360]  因為神創造了光
[00:18:01.360 --> 00:18:03.360]  有光明和黑暗
[00:18:03.360 --> 00:18:05.360]  這個就是這個情景
[00:18:05.360 --> 00:18:08.360]  或者我們進入
[00:18:08.360 --> 00:18:11.360]  創世紀每一天的創造的時候
[00:18:11.360 --> 00:18:15.360]  我們試著從一個宏觀角度去看一看
[00:18:15.360 --> 00:18:17.360]  他究竟說了什麼
[00:18:17.360 --> 00:18:20.360]  創世紀給我們展示一幅什麼的圖畫
[00:18:20.360 --> 00:18:24.360]  剛才大家讀的其實還沒完
[00:18:24.360 --> 00:18:26.360]  今天講到二十五節
[00:18:26.360 --> 00:18:28.360]  創世紀第一章
[00:18:28.360 --> 00:18:30.360]  第二十六節
[00:18:30.360 --> 00:18:31.360]  打後是很精彩的
[00:18:31.360 --> 00:18:33.360]  講到神創造人
[00:18:33.360 --> 00:18:35.360]  和創造安息日
[00:18:35.360 --> 00:18:37.360]  這個留待下次會講
[00:18:37.360 --> 00:18:41.360]  因為時間關係只能夠講這麼多
[00:18:41.360 --> 00:18:42.360]  即使是這樣
[00:18:42.360 --> 00:18:44.360]  我們都可以看到
[00:18:44.360 --> 00:18:47.360]  上帝創造一個很重要的循環
[00:18:47.360 --> 00:18:49.360]  如果大家有留意的時候
[00:18:49.360 --> 00:18:51.360]  他第一天造光
[00:18:51.360 --> 00:18:54.360]  他把光和暗分開
[00:18:54.360 --> 00:18:56.360]  或者我們看看第一天造光
[00:18:56.360 --> 00:18:58.360]  第二天造穹倉
[00:18:58.360 --> 00:19:03.360]  把水開闢出大氣的空間
[00:19:03.360 --> 00:19:04.360]  穹倉
[00:19:04.360 --> 00:19:08.360]  第三天造陸地和陸地上的植物
[00:19:08.360 --> 00:19:11.360]  即是開闢陸上的空間
[00:19:11.360 --> 00:19:13.360]  所以看到第一天
[00:19:13.360 --> 00:19:16.360]  第二天和第三天是基礎的創造
[00:19:16.360 --> 00:19:19.360]  第二天開闢了空中的空間
[00:19:19.360 --> 00:19:22.360]  第三天開闢了陸地的空間
[00:19:22.360 --> 00:19:25.360]  有了空間才可以有下一步
[00:19:25.360 --> 00:19:28.360]  上面所有的東西
[00:19:28.360 --> 00:19:30.360]  第四天
[00:19:30.360 --> 00:19:33.360]  你見到和第一天對應
[00:19:33.360 --> 00:19:36.360]  第四天講到光
[00:19:36.360 --> 00:19:39.360]  他講到光體是擺在天空
[00:19:39.360 --> 00:19:41.360]  第五天也講到
[00:19:41.360 --> 00:19:44.360]  水和空
[00:19:44.360 --> 00:19:46.360]  海和空
[00:19:46.360 --> 00:19:49.360]  講到當中的動物
[00:19:49.360 --> 00:19:50.360]  第六天
[00:19:50.360 --> 00:19:56.360]  講到陸地上空間所發生的
[00:19:56.360 --> 00:19:59.360]  就是陸上的動物和人類
[00:19:59.360 --> 00:20:02.360]  是完全對應的
[00:20:02.360 --> 00:20:04.360]  第七天
[00:20:04.360 --> 00:20:07.360]  是獨立的
[00:20:07.360 --> 00:20:11.360]  第七天是最重要的創造高峰
[00:20:11.360 --> 00:20:13.360]  是安息日
[00:20:13.360 --> 00:20:17.360]  但今天我們看看前六天的情況
[00:20:17.360 --> 00:20:19.360]  我們再看清楚
[00:20:19.360 --> 00:20:22.360]  在創造裡面
[00:20:22.360 --> 00:20:24.360]  有一個特徵
[00:20:24.360 --> 00:20:27.360]  很強調一樣東西是什麼
[00:20:27.360 --> 00:20:33.360]  例如陸上有各式各樣的植物
[00:20:33.360 --> 00:20:36.360]  空中海中有各種活物
[00:20:36.360 --> 00:20:38.360]  甚至是充滿海洋
[00:20:38.360 --> 00:20:41.360]  飛鳥增多
[00:20:41.360 --> 00:20:46.360]  陸上有各種不同的生物
[00:20:46.360 --> 00:20:47.360]  很豐富吧
[00:20:47.360 --> 00:20:50.360]  還有生養眾多
