
[00:00:00.000 --> 00:00:02.520]  恭喜大家新年快樂
[00:05:08.520 --> 00:05:11.520]  稍為看一看歷史
[00:05:11.520 --> 00:05:16.520]  所羅門王國分裂成為南北國
[00:05:16.520 --> 00:05:22.520]  就是以色列國和猶太國
[00:05:22.520 --> 00:05:27.520]  之後那些以色列人一代一代
[00:05:27.520 --> 00:05:32.520]  跟著那些墮落的君王、官員
[00:05:33.520 --> 00:05:37.520]  祭司慕名的先知
[00:05:37.520 --> 00:05:44.520]  過著一個崇拜偶像離棄神的生活
[00:05:44.520 --> 00:05:50.520]  他們不但不聽先知的警告
[00:05:50.520 --> 00:05:58.520]  後來以色列和猶太國都被毀滅
[00:06:00.520 --> 00:06:03.520]  在耶路撒冷的聖城
[00:06:03.520 --> 00:06:07.520]  也被敵人用火焚燒
[00:06:07.520 --> 00:06:11.520]  就是我們圖的最下那裡
[00:06:11.520 --> 00:06:17.520]  給大家看到聖殿被火燒了
[00:06:17.520 --> 00:06:24.520]  其實先知以西結早已警告以色列人
[00:06:25.520 --> 00:06:31.520]  他們所誇耀的和所愛惜的聖殿
[00:06:31.520 --> 00:06:34.520]  因為他們離開神
[00:06:34.520 --> 00:06:37.520]  會被毀滅
[00:06:37.520 --> 00:06:40.520]  主前五百三十九年
[00:06:40.520 --> 00:06:47.520]  波斯王古烈批准猶太人
[00:06:47.520 --> 00:06:51.520]  回去耶路撒冷重建聖殿
[00:06:52.520 --> 00:06:56.520]  但是因為種種原因
[00:06:56.520 --> 00:07:03.520]  猶太人受阻而停止了十五年
[00:07:03.520 --> 00:07:12.520]  主前五百一十六年
[00:07:12.520 --> 00:07:17.520]  猶太人終於建成了聖殿
[00:07:17.520 --> 00:07:20.520]  猶太人和外邦人一起
[00:07:21.520 --> 00:07:23.520]  走神的榮耀
[00:07:23.520 --> 00:07:26.520]  重建聖殿的歷史
[00:07:26.520 --> 00:07:28.520]  提醒了我們
[00:07:28.520 --> 00:07:30.520]  走人生道路的時候
[00:07:30.520 --> 00:07:33.520]  我們的目標一定要明確
[00:07:33.520 --> 00:07:35.520]  請大家低頭祈禱
[00:07:35.520 --> 00:07:37.520]  親愛的聖靈
[00:07:37.520 --> 00:07:40.520]  求你幫助我們明白
[00:07:40.520 --> 00:07:43.520]  先知哈該給我們的教導
[00:07:43.520 --> 00:07:46.520]  讓我們在我們走一生的道路上
[00:07:46.520 --> 00:07:49.520]  都能夠有一個明確的目標
[00:07:50.520 --> 00:07:51.520]  同主耶穌的名 阿們
[00:07:51.520 --> 00:08:05.520]  今天信息會帶來三個要點
[00:08:05.520 --> 00:08:08.520]  第一
[00:08:08.520 --> 00:08:13.520]  避免自我忠心的意向
[00:08:13.520 --> 00:08:17.520]  第二
[00:08:18.520 --> 00:08:20.520]  達成有意義的目的
[00:08:20.520 --> 00:08:24.520]  第三
[00:08:24.520 --> 00:08:27.520]  回應神的呼召
[00:08:27.520 --> 00:08:36.520]  現在說第一個重點
[00:08:36.520 --> 00:08:41.520]  避免自我忠心的意向
[00:08:41.520 --> 00:08:46.520]  相信我們在座之中
[00:08:47.520 --> 00:08:51.520]  一個人不會有自我忠心的意向
[00:08:51.520 --> 00:08:53.520]  但是我們可以避免
[00:08:53.520 --> 00:09:00.520]  在哈該時代
[00:09:00.520 --> 00:09:02.520]  眾人以為
[00:09:02.520 --> 00:09:05.520]  不用趕著去重建聖殿
[00:09:05.520 --> 00:09:07.520]  可以拖延
[00:09:07.520 --> 00:09:15.520]  重建聖殿的時候還沒到
[00:09:16.520 --> 00:09:17.520]  可以拖延
[00:09:17.520 --> 00:09:21.520]  他們拖延的原因是什麼呢
[00:09:21.520 --> 00:09:29.520]  原來他們不但失去了對神
[00:09:29.520 --> 00:09:31.520]  作功的熱心
[00:09:31.520 --> 00:09:35.520]  反而跟著那些貴族
[00:09:35.520 --> 00:09:38.520]  去追求生活上的享受
[00:09:38.520 --> 00:09:41.520]  在那個時代
[00:09:41.520 --> 00:09:45.520]  房屋裡面有天花板
[00:09:46.520 --> 00:09:48.520]  貴族享受的標誌
[00:09:48.520 --> 00:09:53.520]  幾千年來
[00:09:53.520 --> 00:09:55.520]  世人都
[00:09:55.520 --> 00:09:57.520]  世人
[00:09:57.520 --> 00:09:58.520]  我們
[00:09:58.520 --> 00:10:03.520]  都沉迷在自尋福樂的世界裡面
[00:10:03.520 --> 00:10:10.520]  以西結預言過聖所
[00:10:10.520 --> 00:10:13.520]  會被火焚燒這件事
[00:10:13.520 --> 00:10:18.520]  都不能使以色列人反省自己的行為
[00:10:18.520 --> 00:10:21.520]  而悔改
[00:10:21.520 --> 00:10:28.520]  世人也是同樣
[00:10:28.520 --> 00:10:31.520]  或者我們沒有讀聖經
[00:10:31.520 --> 00:10:39.520]  沒有讀聖經以西結的預言
[00:10:39.520 --> 00:10:42.520]  聖經會被毀滅
[00:10:43.520 --> 00:10:44.520]  諸如此類
[00:10:44.520 --> 00:10:47.520]  我們都不知道聖殿會被毀滅
[00:10:47.520 --> 00:10:48.520]  我們都不知道聖殿
[00:10:48.520 --> 00:10:50.520]  不關我們的事
[00:10:50.520 --> 00:10:52.520]  一會兒我們就知道
[00:10:52.520 --> 00:10:55.520]  聖殿對我們都有關係
[00:10:55.520 --> 00:10:58.520]  C.S. Lewis
[00:10:58.520 --> 00:11:02.520]  路易斯的書這樣寫
[00:11:02.520 --> 00:11:06.520]  天父在我們生活的旅途中
[00:11:06.520 --> 00:11:10.520]  供給我們一個美好的客棧
[00:11:12.520 --> 00:11:13.520]  但是
[00:11:13.520 --> 00:11:14.520]  天父並
[00:11:14.520 --> 00:11:18.520]  不時鼓勵我們
[00:11:18.520 --> 00:11:19.520]  將這個客棧
[00:11:19.520 --> 00:11:22.520]  不認為是我們的家
[00:11:22.520 --> 00:11:26.520]  這個客棧不是我們的家
[00:11:26.520 --> 00:11:30.520]  你我住在一個客棧裡面
[00:11:30.520 --> 00:11:32.520]  這個不是我們的家
[00:11:32.520 --> 00:11:35.520]  另外一個作者這樣寫
[00:11:35.520 --> 00:11:38.520]  初信的人
[00:11:38.520 --> 00:11:39.520]  初信的人
[00:11:40.520 --> 00:11:43.520]  他認為家就是天堂
[00:11:43.520 --> 00:11:48.520]  是不是因為這樣的緣故
[00:11:48.520 --> 00:11:51.520]  安逸在家每一天的日子裡面
[00:11:51.520 --> 00:11:55.520]  我們看不到神需要人
[00:11:55.520 --> 00:11:56.520]  為他工作呢
[00:11:56.520 --> 00:12:04.520]  聖經記載
[00:12:04.520 --> 00:12:07.520]  當日
[00:12:07.520 --> 00:12:09.520]  以色列人
[00:12:09.520 --> 00:12:11.520]  他們自私的後果是怎麼樣呢
[00:12:11.520 --> 00:12:16.520]  哈蓋先知很簡單地描寫
[00:12:16.520 --> 00:12:20.520]  那些以色列人
[00:12:20.520 --> 00:12:22.520]  因為羨慕貴族
[00:12:22.520 --> 00:12:25.520]  享受住在天花板的房屋
[00:12:25.520 --> 00:12:28.520]  所以努力要滿足他自己
[00:12:28.520 --> 00:12:30.520]  要去追求
[00:12:30.520 --> 00:12:31.520]  要收割多
[00:12:31.520 --> 00:12:33.520]  要吃得飽
[00:12:33.520 --> 00:12:34.520]  要學得足
[00:12:34.520 --> 00:12:36.520]  穿得暖
[00:12:38.520 --> 00:12:39.520]  賺錢多
[00:12:39.520 --> 00:12:41.520]  結果怎麼樣
[00:12:41.520 --> 00:12:45.520]  所有的努力都落空
[00:12:45.520 --> 00:12:51.520]  聖經那裡說
[00:12:51.520 --> 00:12:54.520]  收割的少
[00:12:54.520 --> 00:12:56.520]  吃不飽
[00:12:56.520 --> 00:12:57.520]  學不足
[00:12:57.520 --> 00:12:59.520]  穿不暖
[00:12:59.520 --> 00:13:03.520]  拼命穿衣服都不暖
[00:13:05.520 --> 00:13:09.520]  賺到那些工錢放在破袋裡面
[00:13:09.520 --> 00:13:13.520]  請問各位
[00:13:13.520 --> 00:13:14.520]  你賺到的錢
[00:13:14.520 --> 00:13:15.520]  你放在破袋裡面
[00:13:15.520 --> 00:13:16.520]  你要用的時候
[00:13:16.520 --> 00:13:17.520]  你去哪裡拿
[00:13:17.520 --> 00:13:22.520]  他們的結果就是
[00:13:22.520 --> 00:13:24.520]  他們所有的努力都落空
[00:13:24.520 --> 00:13:29.520]  得不到一點的成果
[00:13:29.520 --> 00:13:34.520]  收割少
[00:13:35.520 --> 00:13:36.520]  吃不飽
[00:13:36.520 --> 00:13:39.520]  學不足
[00:13:39.520 --> 00:13:41.520]  穿不暖
[00:13:41.520 --> 00:13:44.520]  錢財無儲蓄
[00:13:44.520 --> 00:13:48.520]  是我們現代世人
[00:13:48.520 --> 00:13:52.520]  可以思想到的
[00:13:52.520 --> 00:13:56.520]  摩西在
[00:13:56.520 --> 00:14:02.520]  他們在蝦改之前
[00:14:04.520 --> 00:14:05.520]  很多年
[00:14:05.520 --> 00:14:07.520]  千幾年
[00:14:07.520 --> 00:14:08.520]  他已經
[00:14:08.520 --> 00:14:10.520]  告訴以色列人
[00:14:10.520 --> 00:14:16.520]  當他們生活如意的時候
[00:14:16.520 --> 00:14:20.520]  他們會認為自己有力
[00:14:20.520 --> 00:14:21.520]  有能力
[00:14:21.520 --> 00:14:23.520]  做一切的事情
[00:14:23.520 --> 00:14:25.520]  所以就驕傲起來
[00:14:25.520 --> 00:14:27.520]  忘記了
[00:14:27.520 --> 00:14:29.520]  耶和華
[00:14:29.520 --> 00:14:32.520]  驕傲起來
[00:14:32.520 --> 00:14:33.520]  會忘記耶和華
[00:14:34.520 --> 00:14:35.520]  驕傲起來
[00:14:35.520 --> 00:14:36.520]  會犯罪
[00:14:36.520 --> 00:14:38.520]  以為自己就是神
[00:14:38.520 --> 00:14:45.520]  很多朝代的以色列人
[00:14:45.520 --> 00:14:46.520]  都以為
[00:14:46.520 --> 00:14:49.520]  拜另外的假神
[00:14:49.520 --> 00:14:51.520]  帝國的假神
[00:14:51.520 --> 00:14:55.520]  可以得到很多利益
[00:14:55.520 --> 00:14:59.520]  他們相信那些
[00:14:59.520 --> 00:15:00.520]  假神
[00:15:00.520 --> 00:15:01.520]  那些人
[00:15:02.520 --> 00:15:04.520]  相信那些假神
[00:15:04.520 --> 00:15:05.520]  那些先知
[00:15:05.520 --> 00:15:10.520]  述說那些虛假的異象
[00:15:10.520 --> 00:15:16.520]  騙別人的占卜
[00:15:16.520 --> 00:15:18.520]  算命等等等等
[00:15:18.520 --> 00:15:21.520]  我們中國人
[00:15:21.520 --> 00:15:24.520]  不是也有這樣的經驗嗎
[00:15:24.520 --> 00:15:31.520]  摩西也同時警告他們
[00:15:32.520 --> 00:15:33.520]  這樣做
[00:15:33.520 --> 00:15:37.520]  你們一定會滅亡
[00:15:37.520 --> 00:15:48.520]  直轍眾先知
[00:15:48.520 --> 00:15:49.520]  和摩西
[00:15:49.520 --> 00:15:51.520]  揭發了以色列人
[00:15:51.520 --> 00:15:53.520]  自我中心的生活
[00:15:53.520 --> 00:15:55.520]  從摩西
[00:15:55.520 --> 00:15:56.520]  至到今天
[00:15:56.520 --> 00:16:00.520]  經過了三十六個世紀
[00:16:02.520 --> 00:16:04.520]  十五加二十一
[00:16:04.520 --> 00:16:06.520]  三十六個世紀
[00:16:06.520 --> 00:16:12.520]  人類越來越自我中心
[00:16:12.520 --> 00:16:16.520]  行為越來越腐敗
[00:16:16.520 --> 00:16:18.520]  根據最近
[00:16:18.520 --> 00:16:20.520]  宗教組織
[00:16:20.520 --> 00:16:23.520]  近幾年的統計
[00:16:23.520 --> 00:16:26.520]  世界的人類
[00:16:26.520 --> 00:16:29.520]  離棄神的速度
[00:16:30.520 --> 00:16:32.520]  迅速地增加
[00:16:32.520 --> 00:16:34.520]  離開的速度
[00:16:34.520 --> 00:16:36.520]  迅速增加
[00:16:36.520 --> 00:16:41.520]  越來越多人離開
[00:16:41.520 --> 00:16:43.520]  耶和華神
[00:16:43.520 --> 00:16:48.520]  自我中心
[00:16:48.520 --> 00:16:51.520]  自然就是原因之一
[00:16:51.520 --> 00:16:56.520]  今天
[00:16:57.520 --> 00:17:00.520]  聖靈居住在信徒的心裏面
[00:17:00.520 --> 00:17:03.520]  聖靈居住在我們在座的
[00:17:03.520 --> 00:17:06.520]  信徒的心裏面
[00:17:06.520 --> 00:17:10.520]  所以我們集會的時候
[00:17:10.520 --> 00:17:13.520]  是建造神的殿
[00:17:13.520 --> 00:17:16.520]  我們聚集的時候
[00:17:16.520 --> 00:17:18.520]  所有
[00:17:18.520 --> 00:17:20.520]  信主
[00:17:20.520 --> 00:17:24.520]  信徒的心
[00:17:24.520 --> 00:17:27.520]  有聖靈居住
[00:17:27.520 --> 00:17:30.520]  我們聚集的時候
[00:17:30.520 --> 00:17:32.520]  是聖殿
[00:17:32.520 --> 00:17:34.520]  在我們中間
[00:17:34.520 --> 00:17:44.520]  請問
[00:17:44.520 --> 00:17:50.520]  如果人有自我中心的心態
[00:17:50.520 --> 00:17:54.520]  聖靈會不會住在他的心裏呢
[00:17:54.520 --> 00:17:59.520]  他們能不能夠
[00:17:59.520 --> 00:18:01.520]  侍奉主耶穌的教會呢
[00:18:01.520 --> 00:18:05.520]  再試想一下
[00:18:05.520 --> 00:18:07.520]  假如教會每一個同工
[00:18:07.520 --> 00:18:09.520]  努力為自己
[00:18:09.520 --> 00:18:12.520]  感興趣的事
[00:18:12.520 --> 00:18:15.520]  教會的侍工
[00:18:15.520 --> 00:18:17.520]  會有成果嗎
[00:18:17.520 --> 00:18:19.520]  更進一步
[00:18:21.520 --> 00:18:22.520]  如果
[00:18:22.520 --> 00:18:25.520]  他們以私人的事為主
[00:18:25.520 --> 00:18:27.520]  滿足了之後
[00:18:27.520 --> 00:18:32.520]  才作侍奉神的工作
[00:18:32.520 --> 00:18:39.520]  這樣怎麼能夠合一禱告
[00:18:39.520 --> 00:18:43.520]  去侍奉神呢
[00:18:43.520 --> 00:18:48.520]  第二點
[00:18:48.520 --> 00:18:50.520]  下一本書跟我們
[00:18:50.520 --> 00:18:52.520]  交到我們的第二點
[00:18:52.520 --> 00:18:56.520]  達成有意義的目標
[00:18:56.520 --> 00:19:00.520]  達成有意義的目的
[00:19:00.520 --> 00:19:03.520]  神講給意識的人
[00:19:03.520 --> 00:19:05.520]  一個有意義的目的
[00:19:05.520 --> 00:19:07.520]  就是
[00:19:07.520 --> 00:19:12.520]  為合作建造聖殿而努力
[00:19:12.520 --> 00:19:16.520]  上山取木材
[00:19:18.520 --> 00:19:19.520]  建造聖殿
[00:19:19.520 --> 00:19:22.520]  需要很多人參與
[00:19:22.520 --> 00:19:27.520]  不是取了木材
[00:19:27.520 --> 00:19:29.520]  聖殿就建成
[00:19:29.520 --> 00:19:31.520]  取了木材
[00:19:31.520 --> 00:19:37.520]  有技能的鋸木
[00:19:37.520 --> 00:19:40.520]  有技能的雕刻
[00:19:40.520 --> 00:19:45.520]  然後諸如此類的工作
[00:19:45.520 --> 00:19:47.520]  才能夠建成
[00:19:48.520 --> 00:19:49.520]  聖殿
[00:19:49.520 --> 00:19:52.520]  要合作
[00:19:52.520 --> 00:19:53.520]  要努力
[00:19:53.520 --> 00:19:58.520]  這些工作
[00:19:58.520 --> 00:19:59.520]  不但這麼重要
[00:19:59.520 --> 00:20:03.520]  而且比其他的工作優先
[00:20:03.520 --> 00:20:09.520]  鋸木建造聖殿那位
[00:20:09.520 --> 00:20:11.520]  不能夠鋸一陣木
[00:20:11.520 --> 00:20:12.520]  斷了一半
[00:20:12.520 --> 00:20:13.520]  回到家裡
[00:20:13.520 --> 00:20:14.520]  又建造他自己的房子
[00:20:14.520 --> 00:20:17.520]  他要有優先
[00:20:18.520 --> 00:20:19.520]  的決定
[00:20:19.520 --> 00:20:21.520]  鋸木完成
[00:20:21.520 --> 00:20:24.520]  建造聖殿
[00:20:24.520 --> 00:20:29.520]  可惜
[00:20:29.520 --> 00:20:31.520]  當日他們
[00:20:31.520 --> 00:20:33.520]  本末倒置
[00:20:33.520 --> 00:20:35.520]  他們就是
[00:20:35.520 --> 00:20:38.520]  先顧爭取自己生活的需要
[00:20:38.520 --> 00:20:40.520]  和享受
[00:20:40.520 --> 00:20:46.520]  不把神的事看為重要
[00:20:48.520 --> 00:20:50.520]  他們忽略有意義的目的
[00:20:50.520 --> 00:20:53.520]  不但不上山去
[00:20:53.520 --> 00:20:56.520]  取木材建煽靜
[00:20:56.520 --> 00:20:57.520]  反而一起
[00:20:57.520 --> 00:21:00.520]  用時間去耕田
[00:21:00.520 --> 00:21:03.520]  以為可以豐收
[00:21:03.520 --> 00:21:07.520]  忘記了大自然是由
[00:21:07.520 --> 00:21:10.520]  創造主所掌管
[00:21:10.520 --> 00:21:12.520]  而是由
[00:21:12.520 --> 00:21:15.520]  創造主所掌管
[00:21:16.520 --> 00:21:20.520]  結果耕種欠收
[00:21:20.520 --> 00:21:24.520]  吹去
[00:21:24.520 --> 00:21:27.520]  不降甘露
[00:21:27.520 --> 00:21:30.520]  天不降甘露
[00:21:30.520 --> 00:21:33.520]  當然
[00:21:33.520 --> 00:21:35.520]  地又不出產
[00:21:35.520 --> 00:21:39.520]  乾旱臨到大地
[00:21:42.520 --> 00:21:48.520]  這是他們的後果
[00:21:48.520 --> 00:21:54.520]  摩西也憤勉眾人
[00:21:54.520 --> 00:21:56.520]  早已告訴以色列人
[00:21:56.520 --> 00:21:57.520]  耶和華賜福
[00:21:57.520 --> 00:21:59.520]  給你們
[00:21:59.520 --> 00:22:02.520]  使你們生活如意
[00:22:02.520 --> 00:22:05.520]  你們就應該愛神
[00:22:05.520 --> 00:22:07.520]  和敬畏神
[00:22:10.520 --> 00:22:13.520]  聖經的句語就是
[00:22:13.520 --> 00:22:14.520]  這樣
[00:22:14.520 --> 00:22:17.520]  你的福杯就會滿日
[00:22:17.520 --> 00:22:23.520]  摩西勸勉他們
[00:22:23.520 --> 00:22:25.520]  你要愛神
[00:22:25.520 --> 00:22:27.520]  要侍奉神
[00:22:27.520 --> 00:22:36.520]  從摩西至到今天
[00:22:36.520 --> 00:22:39.520]  經過了三十六個世紀
[00:22:41.520 --> 00:22:45.520]  世人逐漸被
[00:22:45.520 --> 00:22:48.520]  世俗的價值觀影響
[00:22:48.520 --> 00:22:54.520]  以生產力和成就
[00:22:54.520 --> 00:22:57.520]  來衡量生命的價值
[00:22:57.520 --> 00:23:01.520]  而不去考慮
[00:23:01.520 --> 00:23:04.520]  有意義的生活目的
[00:23:04.520 --> 00:23:09.520]  這幾年來的疫情
[00:23:09.520 --> 00:23:13.520]  和災難使很多人問
[00:23:13.520 --> 00:23:16.520]  究竟生活有什麼意義
[00:23:16.520 --> 00:23:20.520]  更加不用說
[00:23:20.520 --> 00:23:23.520]  他們問生活
[00:23:23.520 --> 00:23:25.520]  沒有意義
[00:23:25.520 --> 00:23:26.520]  有什麼目的
[00:23:26.520 --> 00:23:31.520]  如果我們
[00:23:31.520 --> 00:23:33.520]  和以色列人
[00:23:33.520 --> 00:23:37.520]  肯聽從摩西的教導
[00:23:37.520 --> 00:23:39.520]  去愛神、敬畏神
[00:23:39.520 --> 00:23:43.520]  聖靈一定會
[00:23:43.520 --> 00:23:46.520]  按著各人的恩賜
[00:23:46.520 --> 00:23:50.520]  來給人啟示
[00:23:50.520 --> 00:23:53.520]  有價值的目的
[00:23:53.520 --> 00:23:57.520]  各人都有恩賜
[00:23:57.520 --> 00:24:00.520]  聖靈會啟示你
[00:24:00.520 --> 00:24:02.520]  有價值的目的
[00:24:02.520 --> 00:24:05.520]  換句話說
[00:24:06.520 --> 00:24:09.520]  你的恩賜是用在哪裡
[00:24:09.520 --> 00:24:11.520]  你的目的是在哪裡
[00:24:11.520 --> 00:24:15.520]  第三點
[00:24:15.520 --> 00:24:17.520]  黑改教導我們就是
[00:24:17.520 --> 00:24:20.520]  我們要回應神的呼召
[00:24:20.520 --> 00:24:26.520]  既然你有恩賜
[00:24:26.520 --> 00:24:29.520]  聖靈啟示你
[00:24:29.520 --> 00:24:35.520]  什麼是有意義的目的
[00:24:37.520 --> 00:24:40.520]  我們要回應神的呼召
[00:24:40.520 --> 00:24:44.520]  聖經說
[00:24:44.520 --> 00:24:48.520]  眾人都聽從耶和華
[00:24:48.520 --> 00:24:51.520]  和黑改先知的話
[00:24:51.520 --> 00:24:54.520]  傳著敬畏的心
[00:24:54.520 --> 00:24:57.520]  耶和華這樣說
[00:24:57.520 --> 00:25:01.520]  我與你們同在
[00:25:04.520 --> 00:25:09.520]  你我回應了神的呼召
[00:25:09.520 --> 00:25:11.520]  神會對你說
[00:25:11.520 --> 00:25:14.520]  我會與你同在
[00:25:14.520 --> 00:25:23.520]  聖經記載就是這樣
[00:25:23.520 --> 00:25:25.520]  以色列人就
[00:25:25.520 --> 00:25:29.520]  猶太人就開始輕功
[00:25:29.520 --> 00:25:32.520]  建造神的聖殿
[00:25:35.520 --> 00:25:37.520]  正如摩西也是這樣
[00:25:37.520 --> 00:25:39.520]  說給眾人聽
[00:25:39.520 --> 00:25:43.520]  當他們遵守神的典章
[00:25:43.520 --> 00:25:46.520]  愛祂和敬畏祂
[00:25:46.520 --> 00:25:51.520]  神就施持愛
[00:25:51.520 --> 00:25:53.520]  並祝福他們
[00:25:53.520 --> 00:25:58.520]  最後那句是很重要
[00:25:58.520 --> 00:26:02.520]  賜給他們一切生活所需
[00:26:05.520 --> 00:26:09.520]  愛神敬畏神
[00:26:09.520 --> 00:26:13.520]  不需要再為著生活去努力
[00:26:13.520 --> 00:26:16.520]  因為神會賜給我們
[00:26:16.520 --> 00:26:19.520]  一切生活所需
[00:26:19.520 --> 00:26:27.520]  神會向你守約並施持愛
[00:26:27.520 --> 00:26:31.520]  祂必愛你賜福於你
[00:26:35.520 --> 00:26:37.520]  讓我們回想
[00:26:37.520 --> 00:26:41.520]  神以往的日子裡
[00:26:41.520 --> 00:26:43.520]  怎樣祝福我們
[00:26:43.520 --> 00:26:48.520]  就能夠體驗到祂的慈愛
[00:26:48.520 --> 00:26:52.520]  是多麼的長闊高深
[00:26:52.520 --> 00:26:57.520]  當我們這樣回憶到的時候
[00:26:57.520 --> 00:27:01.520]  我們自然會回應祂的呼召
[00:27:02.520 --> 00:27:05.520]  我們的心就會常常唱出
[00:27:05.520 --> 00:27:10.520]  為耶穌而活這首詩歌
[00:27:10.520 --> 00:27:12.520]  這首詩歌就是
[00:27:12.520 --> 00:27:16.520]  我們生命聖詩的469首
[00:27:16.520 --> 00:27:24.520]  我們不需要唱
[00:27:24.520 --> 00:27:27.520]  但是我讀給大家聽
[00:27:27.520 --> 00:27:31.520]  為耶穌而活的歌詞
[00:27:31.520 --> 00:27:33.520]  給我們今天的訊息
[00:27:33.520 --> 00:27:36.520]  作一個很好的總結
[00:27:36.520 --> 00:27:40.520]  祂說為耶穌而活
[00:27:40.520 --> 00:27:43.520]  是生命真義
[00:27:43.520 --> 00:27:49.520]  思想或言行滿足主心意
[00:27:49.520 --> 00:27:52.520]  因言順復主
[00:27:59.520 --> 00:28:02.520]  憑主旨引領
[00:28:02.520 --> 00:28:09.520]  這樣為主活 禪蒙福路程
[00:28:09.520 --> 00:28:14.520]  我願獻一切跟隨主到底
[00:28:14.520 --> 00:28:19.520]  基督耶穌我救主
[00:28:19.520 --> 00:28:23.520]  我獻身心給你
[00:28:25.520 --> 00:28:32.520]  因你在十字架上甘願為我寫記
[00:28:32.520 --> 00:28:38.520]  你是我唯一主宰
[00:28:38.520 --> 00:28:43.520]  我心作你寶座
[00:28:43.520 --> 00:28:47.520]  我心作你寶座
[00:28:47.520 --> 00:28:54.520]  從此我要為主而活
[00:28:56.520 --> 00:29:00.520]  主啊 專一為你
