
[00:00:00.000 --> 00:00:02.400]  過去這個禮拜三
[00:02:34.200 --> 00:02:38.320]  在敘利亞中東一帶受到ISIS的迫害
[00:02:38.320 --> 00:02:42.680]  昨晚我們看到魔鬼撒旦矇蔽人的眼睛
[00:02:42.680 --> 00:02:44.600]  我們看到許多無辜的人
[00:02:44.600 --> 00:02:49.680]  還一點都不知道危險的往那個地方去
[00:02:49.680 --> 00:02:53.200]  主啊 我們就求主禰自己保佑來遮蓋
[00:02:53.200 --> 00:02:55.640]  禰的聖靈來充滿 禰來做公
[00:02:55.640 --> 00:02:58.480]  禰讓我們這個心中的眼睛能夠張開來
[00:02:58.480 --> 00:03:02.280]  主啊 我們真是迫切的爲這些宣教士們來禱告
[00:03:02.280 --> 00:03:05.880]  主啊 當聯合國都已經決定要撤離那個地區的時候
[00:03:05.880 --> 00:03:08.680]  宣教士仍然決定要留在那裏
[00:03:08.680 --> 00:03:11.440]  跟基督徒一起的時候
[00:03:11.440 --> 00:03:13.120]  主啊 我們求禰保護他
[00:03:13.120 --> 00:03:15.440]  主啊 我們真是像剛纔我們姐妹說的
[00:03:15.440 --> 00:03:16.840]  沒有人看見
[00:03:16.840 --> 00:03:22.000]  主啊 讓ISIS來挨家挨戶的抓人擄掠的時候
[00:03:22.000 --> 00:03:23.880]  他們看不到這些宣教士
[00:03:23.880 --> 00:03:25.880]  他們也看不到這些基督徒
[00:03:25.880 --> 00:03:30.400]  主啊 我們也爲最近已經被又抓了150個基督徒來禱告
[00:03:30.400 --> 00:03:33.240]  主啊 我們真是求主禰特別的恩待他們
[00:03:33.240 --> 00:03:36.600]  主啊 真是求禰制止ISIS的惡行
[00:03:36.600 --> 00:03:40.640]  不在這段艱難的時間裏面
[00:03:40.640 --> 00:03:44.280]  主禰特別的求禰來保護禰的兒女
[00:03:44.280 --> 00:03:46.240]  主啊 我們同心地禱告
[00:03:46.240 --> 00:03:48.120]  仰望 侍奉耶穌的名
[00:03:48.120 --> 00:03:49.320]  Amen
[00:03:49.320 --> 00:03:51.320]  Hallelujah
[00:03:51.320 --> 00:03:57.200]  最近兩年裏面
[00:03:57.200 --> 00:04:00.720]  神就感動我跟喬艾莉兩個人
[00:04:00.720 --> 00:04:04.720]  我們剛開始的時候是專心地在爲美國禱告
[00:04:04.720 --> 00:04:06.880]  因爲我們在選舉的時候
[00:04:06.880 --> 00:04:10.360]  就看到美國的道德一直在往下走
[00:04:10.360 --> 00:04:11.440]  什麼東西合法?
[00:04:11.440 --> 00:04:14.880]  墮胎合法 同性戀合法 大麻合法
[00:04:14.880 --> 00:04:16.640]  都是這些事情就開始合法
[00:04:16.640 --> 00:04:18.280]  我不曉得你們看不看新聞
[00:04:18.280 --> 00:04:19.880]  這個禮拜的新聞說
[00:04:19.880 --> 00:04:22.920]  去年因海洛因死掉的人
[00:04:22.920 --> 00:04:24.560]  已經又開始增加了
[00:04:24.560 --> 00:04:27.200]  所以我覺得這真的是當我們在
[00:04:27.200 --> 00:04:28.880]  種那個惡果的時候
[00:04:28.880 --> 00:04:32.440]  我們很快我們就要收
[00:04:32.440 --> 00:04:35.640]  種惡因我們很快就要收惡果
[00:04:35.640 --> 00:04:37.080]  所以當我們開始
[00:04:37.080 --> 00:04:39.960]  這一顆小小的種子在爲美國禱告之後呢
[00:04:39.960 --> 00:04:41.640]  漸漸地我們就發展說
[00:04:41.640 --> 00:04:43.880]  開始爲世界的和平禱告
[00:04:43.880 --> 00:04:46.200]  進而我們就也爲教會啊
[00:04:46.200 --> 00:04:47.720]  爲弟兄姊妹啊
[00:04:47.720 --> 00:04:49.400]  甚至爲我們自己的家人
[00:04:49.400 --> 00:04:50.680]  我們都在禱告
[00:04:50.680 --> 00:04:53.000]  那在世界
[00:04:53.000 --> 00:04:55.120]  爲世界禱告這一塊
[00:04:55.120 --> 00:04:56.840]  歡迎歡迎請進
[00:04:56.840 --> 00:04:58.920]  有誰去歡迎我們的新朋友
[00:04:58.920 --> 00:05:00.680]  Hallelujah 歡迎請
[00:05:00.680 --> 00:05:06.640]  對 我們下面有兒童主義學
[00:05:06.640 --> 00:05:09.120]  對 Lina 把他帶下去好了
[00:05:10.960 --> 00:05:13.440]  歡迎歡迎 感謝主
[00:05:13.440 --> 00:05:16.640]  所以我們的禱告呢
[00:05:16.640 --> 00:05:19.360]  就剛開始的時候只是在爲美國禱告
[00:05:19.360 --> 00:05:22.680]  然後我們慢慢發展到爲世界的和平禱告
[00:05:22.680 --> 00:05:23.960]  進而爲教會
[00:05:23.960 --> 00:05:25.120]  甚至爲我們家人
[00:05:25.120 --> 00:05:26.920]  爲我們個人都在禱告
[00:05:26.920 --> 00:05:29.360]  那我們在爲世界禱告的那一塊領域中呢
[00:05:29.360 --> 00:05:32.320]  我們就很針對當前世界的局勢
[00:05:32.320 --> 00:05:33.240]  我們就很認真的
[00:05:33.240 --> 00:05:35.320]  比方說我剛纔提到的這個 ISIS
[00:05:35.320 --> 00:05:39.000]  在世界上所造成的這個危機跟困擾的時候
[00:05:39.000 --> 00:05:40.120]  那很明顯的
[00:05:40.120 --> 00:05:43.000]  我們當然就求神來制止它
[00:05:43.000 --> 00:05:46.040]  那像前一陣子香港的那個戰爭
[00:05:46.040 --> 00:05:49.560]  你也很清楚要爲這羣孩子們的安危禱告
[00:05:49.560 --> 00:05:52.680]  要爲中國的政府在處理這些事情的態度
[00:05:52.680 --> 00:05:54.800]  方式來禱告
[00:05:54.800 --> 00:05:56.560]  那我不曉得
[00:05:56.560 --> 00:05:58.400]  我覺得我們基督徒
[00:05:58.400 --> 00:06:00.920]  我鼓勵大家要看新聞
[00:06:00.920 --> 00:06:02.760]  你要常常很 sensitive 的
[00:06:02.760 --> 00:06:05.440]  去看到這世界上發生了些什麼事情
[00:06:05.440 --> 00:06:09.160]  然後你纔可以知道說你要如何地來禱告
[00:06:09.160 --> 00:06:13.200]  那上個禮拜二
[00:06:13.200 --> 00:06:16.080]  這個以色列的總理
[00:06:16.080 --> 00:06:18.160]  Benjamin Netanyahu
[00:06:18.160 --> 00:06:20.680]  在聯合國發表演說
[00:06:20.680 --> 00:06:22.400]  那他的演說呢
[00:06:22.400 --> 00:06:26.240]  跟我們的奧巴馬總統的內閣搞得很不高興
[00:06:26.240 --> 00:06:28.360]  那你會說 黎明師母啊
[00:06:28.360 --> 00:06:30.240]  我們是基督徒啊
[00:06:30.240 --> 00:06:31.880]  我們又不是猶太人
[00:06:31.880 --> 00:06:36.440]  那以色列跟我們有什麼關係
[00:06:36.440 --> 00:06:37.960]  親愛的弟兄姐妹
[00:06:37.960 --> 00:06:41.080]  聖經在一些經節裏面
[00:06:41.080 --> 00:06:45.080]  我們可不可以請放一下
[00:06:45.080 --> 00:06:50.160]  聖經在一些經節裏面教導我們
[00:06:50.160 --> 00:06:52.680]  那好 我念給大家聽好了
[00:06:52.680 --> 00:06:54.600]  如果說沒有叫出來
[00:06:54.600 --> 00:06:56.240]  聖經的詩篇裏面
[00:06:56.240 --> 00:06:59.680]  在詩篇122篇的第六節裏面
[00:06:59.680 --> 00:07:00.560]  你們就用聽的
[00:07:00.560 --> 00:07:02.640]  就說 你來啦
[00:07:02.640 --> 00:07:03.880]  哦 好哎
[00:07:03.880 --> 00:07:05.520]  那我們一起來唸好不好
[00:07:05.520 --> 00:07:06.160]  念一下
[00:07:06.160 --> 00:07:07.440]  你念完這些經節
[00:07:07.440 --> 00:07:09.600]  你就比較能夠明瞭
[00:07:09.600 --> 00:07:12.840]  以色列在神的心意中的
[00:07:12.840 --> 00:07:14.160]  神的心意中 好不好
[00:07:14.160 --> 00:07:16.520]  詩篇122篇第六節
[00:07:16.520 --> 00:07:19.520]  你們要爲耶路撒冷求平安
[00:07:19.520 --> 00:07:20.960]  耶路撒冷啊
[00:07:20.960 --> 00:07:24.000]  愛你的人必然興旺
[00:07:24.000 --> 00:07:25.800]  以賽亞書62章一節
[00:07:25.800 --> 00:07:29.800]  我因西安必不靜默
[00:07:29.800 --> 00:07:32.560]  爲耶路撒冷必不息聲
[00:07:32.560 --> 00:07:36.120]  直到他的公義如光飛花出
[00:07:36.120 --> 00:07:40.080]  他的救恩如明燈發亮
[00:07:40.080 --> 00:07:43.400]  然後以賽亞書62章六節到七節
[00:07:43.400 --> 00:07:44.800]  耶路撒冷啊
[00:07:44.800 --> 00:07:47.840]  我在你的城上設立守望的
[00:07:47.840 --> 00:07:50.280]  他們晝夜必不靜默
[00:07:50.280 --> 00:07:52.040]  呼籲耶路撒冷的
[00:07:52.040 --> 00:07:53.800]  你們不要歇息
[00:07:53.800 --> 00:07:56.160]  也不要使他歇息
[00:07:56.160 --> 00:07:58.760]  直到他建立耶路撒冷
[00:07:58.760 --> 00:08:02.920]  這耶路撒冷在地上成爲可讚美的
[00:08:02.920 --> 00:08:05.120]  弟兄姊妹 這是神的心意
[00:08:05.120 --> 00:08:06.080]  這是神的心意
[00:08:06.080 --> 00:08:08.880]  我們都知道猶太人是神的選民
[00:08:08.880 --> 00:08:11.560]  所以我們來遵守神的旨意
[00:08:11.560 --> 00:08:13.400]  爲以色列禱告
[00:08:13.400 --> 00:08:14.800]  差不多五年前
[00:08:14.800 --> 00:08:16.400]  當我們剛搬到這個
[00:08:16.400 --> 00:08:18.880]  記不記得我們是從605搬過來的
[00:08:18.880 --> 00:08:21.040]  當我們剛搬到605的時候呢
[00:08:21.040 --> 00:08:23.120]  牧師就順服神的感動
[00:08:23.120 --> 00:08:25.120]  成立了米賽亞寺宮
[00:08:25.120 --> 00:08:26.280]  什麼叫做米賽亞寺宮
[00:08:26.280 --> 00:08:27.640]  米賽亞寺宮就是說
[00:08:27.640 --> 00:08:30.000]  一羣接受耶穌基督
[00:08:30.000 --> 00:08:33.360]  相信耶穌的猶太人
[00:08:33.360 --> 00:08:35.560]  所以我們就有一個米賽亞寺宮
[00:08:35.560 --> 00:08:37.080]  我們就很固定地
[00:08:37.080 --> 00:08:38.400]  我們就爲以色列禱告
[00:08:38.400 --> 00:08:40.200]  爲耶路撒冷求平安
[00:08:40.200 --> 00:08:42.040]  我們也很努力地去
[00:08:42.040 --> 00:08:46.400]  恢復教導舊約的節旗
[00:08:46.400 --> 00:08:48.120]  我們過愉悅節
[00:08:48.120 --> 00:08:50.120]  喫傳統的猶太餐
[00:08:50.120 --> 00:08:52.880]  我們還請了一個立位支派的弟兄
[00:08:52.880 --> 00:08:55.680]  帶我們照着摩西五經的教導
[00:08:55.680 --> 00:08:58.480]  我們在很嚴肅地
[00:08:58.480 --> 00:09:02.120]  很莊重地過愉悅節
[00:09:02.120 --> 00:09:03.360]  我們也過猶太新年
[00:09:03.360 --> 00:09:05.000]  我不曉得你們記不記得
[00:09:05.000 --> 00:09:06.360]  猶太新年的時候
[00:09:06.360 --> 00:09:09.520]  我們讀經 唱詩 敬拜神
[00:09:09.520 --> 00:09:11.600]  然後會後我們
[00:09:11.600 --> 00:09:13.480]  記不記得我們喫apple pie
[00:09:13.480 --> 00:09:15.040]  喫apple pie來慶祝
[00:09:15.040 --> 00:09:16.360]  然後主日的時候
[00:09:16.360 --> 00:09:18.400]  你記不記得我都是準備一大籃的
[00:09:18.400 --> 00:09:20.640]  那個很漂亮的小蘋果
[00:09:20.640 --> 00:09:21.960]  在那個客廳那邊
[00:09:21.960 --> 00:09:24.440]  大家可以一個人拿一個小蘋果
[00:09:24.440 --> 00:09:27.160]  所以我們在那個喜樂中
[00:09:27.160 --> 00:09:30.680]  來經歷神的這些節起
[00:09:30.680 --> 00:09:34.520]  而且我們也同時領受神的祝福
[00:09:34.520 --> 00:09:37.480]  我覺得這些節起
[00:09:37.480 --> 00:09:40.920]  都是神自己設立的
[00:09:40.920 --> 00:09:42.520]  所以當我們一起來過
[00:09:42.520 --> 00:09:45.200]  神所設立這些節起的時候
[00:09:45.200 --> 00:09:46.680]  我們就能夠經歷到
[00:09:46.680 --> 00:09:49.360]  神各樣的恩典和祂的祝福
[00:09:49.360 --> 00:09:50.800]  因爲你知道我們基督徒
[00:09:50.800 --> 00:09:51.720]  我們過什麼節
[00:09:51.720 --> 00:09:53.680]  我們基督徒只過兩個節
[00:09:53.680 --> 00:09:56.120]  聖誕節跟復活節
[00:09:56.120 --> 00:09:59.120]  所以有時候我們要更多地去了解
[00:09:59.120 --> 00:10:03.480]  神在聖經裏面的教導
[00:10:03.480 --> 00:10:09.160]  最近我也聽到兩個中國的演說家
[00:10:09.160 --> 00:10:13.680]  他們在大學和公衆場所演講
[00:10:13.680 --> 00:10:16.120]  鼓勵年輕人
[00:10:16.120 --> 00:10:19.920]  他們說年輕的一代的中國人
[00:10:19.920 --> 00:10:23.200]  要看重的是道德的修養
[00:10:23.200 --> 00:10:25.200]  而且一個真正聰明的
[00:10:25.200 --> 00:10:27.920]  不在於他書讀的多少
[00:10:27.920 --> 00:10:29.760]  他錢賺的多少
[00:10:29.760 --> 00:10:32.640]  乃是在於他的品德的提升
[00:10:32.640 --> 00:10:35.400]  如何地知道尊重別人
[00:10:35.400 --> 00:10:37.720]  而且守法 守秩序
[00:10:37.720 --> 00:10:40.560]  我覺得這是一個很新的教導
[00:10:40.560 --> 00:10:42.560]  而且另外一個演說家
[00:10:42.560 --> 00:10:45.040]  他是教你如何地處理霧霾
[00:10:45.040 --> 00:10:47.400]  中國的霧霾很嚴重
[00:10:47.400 --> 00:10:50.000]  其實他在講很多
[00:10:50.000 --> 00:10:52.040]  我這樣走過去就聽到一點點
[00:10:52.040 --> 00:10:55.360]  他就說他跟他的先生兩個人講好了
[00:10:55.360 --> 00:10:58.600]  除非他們今天要帶他們家老人家去哪裏
[00:10:58.600 --> 00:11:00.480]  除非他們今天有小朋友要去
[00:11:00.480 --> 00:11:01.520]  有什麼事情
[00:11:01.520 --> 00:11:03.720]  不然大部分的時間他們不開車
[00:11:03.720 --> 00:11:07.800]  第一個他們就不要去煩停車位置
[00:11:07.800 --> 00:11:11.560]  第二個他們也不排廢棄
[00:11:11.560 --> 00:11:13.160]  其實這些都是一個很小的
[00:11:13.160 --> 00:11:16.800]  一個很個人的行爲
[00:11:16.800 --> 00:11:19.440]  但是我覺得非常重要
[00:11:19.440 --> 00:11:22.720]  因爲一個國家要從個人做起
[00:11:22.720 --> 00:11:26.680]  所以這些事情就激起我知道
[00:11:26.680 --> 00:11:28.560]  如何地爲中國來禱告
[00:11:28.560 --> 00:11:31.960]  求神復興中國的國富民安
[00:11:31.960 --> 00:11:34.560]  但是要從基礎做起
[00:11:34.560 --> 00:11:36.040]  我們就是這樣子
[00:11:36.040 --> 00:11:37.240]  我舉這些例子
[00:11:37.240 --> 00:11:39.880]  其實我舉這些例子都是很生活化的事情
[00:11:39.880 --> 00:11:41.400]  但是我就是在鼓勵大家
[00:11:41.400 --> 00:11:42.960]  我們從生活中
[00:11:42.960 --> 00:11:44.720]  我們去觀察
[00:11:44.720 --> 00:11:48.880]  在這個社會上有什麼需要我們來爲他們禱告
[00:11:48.880 --> 00:11:52.000]  我們能夠怎麼樣地來參與這個社會
[00:11:52.000 --> 00:11:55.720]  所以剛纔我在講的這個大災期
[00:11:55.720 --> 00:12:02.880]  從除非日到復活節中間這40天的時間
[00:12:02.880 --> 00:12:04.880]  我們稱它爲大災期
[00:12:04.880 --> 00:12:10.680]  這個大災期英文叫做Lent
[00:12:10.680 --> 00:12:14.040]  這個Lent也叫做春天的意思
[00:12:14.040 --> 00:12:17.520]  它的由來是其中之一
[00:12:17.520 --> 00:12:20.800]  是根據耶穌在
[00:12:20.800 --> 00:12:23.120]  耶穌被聖靈帶到曠野之後
[00:12:23.120 --> 00:12:25.800]  在曠野中禁食40周夜
[00:12:25.800 --> 00:12:28.560]  然後馬上就接受撒旦的試煉
[00:12:28.560 --> 00:12:31.480]  所面對的一些屬靈的征戰
[00:12:31.480 --> 00:12:36.320]  還有講到
[00:12:36.320 --> 00:12:38.600]  你們還繼續在靈脩嗎
[00:12:38.600 --> 00:12:41.720]  我們這個禮拜的靈脩已經讀到《生命紀》了
[00:12:41.720 --> 00:12:44.560]  在《生命紀》第八章第二節裏面講說
[00:12:44.560 --> 00:12:46.960]  你也要紀念耶和華你的神
[00:12:46.960 --> 00:12:49.360]  在曠野引導你這40年
[00:12:49.360 --> 00:12:51.360]  是要苦練你 試驗你
[00:12:51.360 --> 00:12:53.160]  知道你的內心如何
[00:12:53.160 --> 00:12:55.600]  肯守祂的誡命不肯
[00:12:55.600 --> 00:12:57.600]  《生命紀》裏面也是
[00:12:57.600 --> 00:13:00.320]  談到以色列人在曠野中40年
[00:13:00.320 --> 00:13:02.520]  所以這個40這個數字
[00:13:02.520 --> 00:13:06.880]  其實在以色列人裏面是有特別意義的
[00:13:06.880 --> 00:13:09.240]  所以導致一些信徒
[00:13:09.240 --> 00:13:12.720]  他們在預備這個復活節之前
[00:13:12.720 --> 00:13:14.560]  就用這個40的數字
[00:13:14.560 --> 00:13:16.920]  其實應該是46
[00:13:16.920 --> 00:13:19.400]  因爲有六個主日沒有算在裏面
[00:13:19.400 --> 00:13:20.760]  然後每一個主日
[00:13:20.760 --> 00:13:26.800]  他們都稱爲一個小的救主的復活節
[00:13:26.800 --> 00:13:28.400]  小救主復活節
[00:13:28.400 --> 00:13:29.320]  所以很有意思
[00:13:29.320 --> 00:13:34.080]  我覺得我們不是要湊熱鬧
[00:13:34.080 --> 00:13:39.440]  我們也不是要搞一些教條式的
[00:13:39.440 --> 00:13:40.440]  我們乃是說
[00:13:40.440 --> 00:13:42.560]  我們願意在這個40天裏面
[00:13:42.560 --> 00:13:45.440]  我們實實在在地來經歷
[00:13:45.440 --> 00:13:47.320]  上帝要在我們的生命中
[00:13:47.320 --> 00:13:49.960]  做什麼更新改變的工作
[00:13:49.960 --> 00:13:56.640]  那我剛纔講到的是40天的時間
[00:13:56.640 --> 00:14:00.560]  這40天我們再把那個經文拿出來讀一下好不好
[00:14:00.560 --> 00:14:04.680]  下去到
[00:14:04.680 --> 00:14:07.040]  OK 好 我們來讀一下
[00:14:07.040 --> 00:14:11.800]  從《馬太福音》四章二到四節我們一起來讀
[00:14:11.800 --> 00:14:14.360]  他進食四十晝夜
[00:14:14.360 --> 00:14:16.000]  後來就餓了
[00:14:16.000 --> 00:14:19.600]  那四嘆的進前來對他說
[00:14:19.600 --> 00:14:21.480]  你若是神的兒子
[00:14:21.480 --> 00:14:25.160]  可以吩咐這些石頭變成食物
[00:14:25.160 --> 00:14:27.120]  耶穌卻回答說
[00:14:27.120 --> 00:14:28.760]  經上記者說
[00:14:28.760 --> 00:14:31.560]  人活着不是單靠食物
[00:14:31.560 --> 00:14:35.560]  乃是靠神口裏所說的一切話
[00:14:35.560 --> 00:14:38.360]  魔鬼就帶他進入聖城
[00:14:38.360 --> 00:14:40.800]  叫他載載電雲
[00:14:40.800 --> 00:14:41.920]  對他說
[00:14:41.920 --> 00:14:43.640]  你若是神的兒子
[00:14:43.640 --> 00:14:45.160]  可以跳下去
[00:14:45.160 --> 00:14:47.320]  因爲經上記者說
[00:14:47.320 --> 00:14:51.880]  主要爲你吩咐他的使者用手託着你
[00:14:51.880 --> 00:14:54.880]  免得你的腳碰在石頭上
[00:14:54.880 --> 00:14:56.680]  耶穌對他說
[00:14:56.680 --> 00:14:58.600]  經上又記者說
[00:14:58.600 --> 00:15:02.080]  不可試探主你的神
[00:15:02.080 --> 00:15:05.520]  魔鬼又帶他上了最高的一座山
[00:15:05.520 --> 00:15:10.040]  把世上的萬國與萬國的榮華都指給他看
[00:15:10.040 --> 00:15:11.240]  對他說
[00:15:11.240 --> 00:15:13.120]  你若服服敬拜我
[00:15:13.120 --> 00:15:15.560]  我就把這一切都賜給你
[00:15:15.560 --> 00:15:16.760]  耶穌說
[00:15:16.760 --> 00:15:18.760]  撒旦退去吧
[00:15:18.760 --> 00:15:20.840]  因爲經上記者說
[00:15:20.840 --> 00:15:22.760]  當拜主你的神
[00:15:22.760 --> 00:15:25.680]  單要侍奉他
[00:15:25.680 --> 00:15:27.880]  我們剛纔讀的這段經文
[00:15:27.880 --> 00:15:29.640]  是講到我們主耶穌
[00:15:29.640 --> 00:15:33.680]  他在受了約翰的洗之後
[00:15:33.680 --> 00:15:37.280]  你記得在馬太福音第三章的後面的時候講到
[00:15:37.280 --> 00:15:38.680]  當耶穌受洗的時候
[00:15:38.680 --> 00:15:41.480]  那一刻天開了
[00:15:41.480 --> 00:15:45.520]  然後聖靈如鴿子一樣的就降在耶穌的身上
[00:15:45.520 --> 00:15:47.760]  然後之後第四章一開始
[00:15:47.760 --> 00:15:50.520]  耶穌馬上就被聖靈帶到曠野裏面
[00:15:50.520 --> 00:15:51.600]  接受試探
[00:15:51.600 --> 00:15:52.560]  而且他怎麼樣
[00:15:52.560 --> 00:15:54.720]  進食四十晝夜
[00:15:54.720 --> 00:15:58.000]  那有時候真的是我們
[00:15:58.000 --> 00:16:01.360]  我覺得這是我們天天在面對的
[00:16:01.360 --> 00:16:03.960]  魔鬼撒旦的引誘試探
[00:16:03.960 --> 00:16:06.160]  剛纔我們講到說
[00:16:06.160 --> 00:16:09.400]  這個魔鬼撒旦
[00:16:09.400 --> 00:16:13.440]  他是迷惑人的
[00:16:13.440 --> 00:16:17.680]  就我不曉得大家在讀《創世紀》的時候
[00:16:17.680 --> 00:16:19.600]  第一章裏面講到什麼
[00:16:19.600 --> 00:16:21.400]  第一章第一節第二節講
[00:16:21.400 --> 00:16:23.920]  起初神創造天地
[00:16:23.920 --> 00:16:27.720]  地是空虛混沌圓面黑暗
[00:16:27.720 --> 00:16:31.800]  在那個之前神創造宇宙萬物之前
[00:16:31.800 --> 00:16:33.640]  地是混沌黑暗
[00:16:33.640 --> 00:16:36.040]  那有一個解經家他就這麼說
[00:16:36.040 --> 00:16:37.880]  他說其實在這個之前
[00:16:37.880 --> 00:16:41.360]  宇宙間只有神跟天使
[00:16:41.360 --> 00:16:44.280]  那有一個很有能力的
[00:16:44.280 --> 00:16:47.560]  聖經上面稱他是光明的天使
[00:16:47.560 --> 00:16:49.280]  他非常的有能力
[00:16:49.280 --> 00:16:50.920]  他是個美麗的天使
[00:16:50.920 --> 00:16:53.160]  他叫做路斯福
[00:16:53.160 --> 00:16:57.480]  那這個天使他是個領敬拜的天使
[00:16:57.480 --> 00:16:58.760]  領敬拜的天使
[00:16:58.760 --> 00:17:00.720]  他非常的有能力
[00:17:00.720 --> 00:17:02.480]  那當他表現到一個程度
[00:17:02.480 --> 00:17:04.800]  表現得很好的時候
[00:17:04.800 --> 00:17:06.720]  他就開始驕傲了
[00:17:06.720 --> 00:17:07.840]  聽起來像不像我們
[00:17:07.840 --> 00:17:09.360]  我們都是這樣子
[00:17:09.360 --> 00:17:10.040]  就開始驕傲了
[00:17:10.040 --> 00:17:13.360]  他說我應該與神同等的
[00:17:13.360 --> 00:17:15.320]  我爲什麼要聽神的
[00:17:15.320 --> 00:17:17.200]  那在這個情況之下
[00:17:17.200 --> 00:17:20.280]  他就領了一羣天使
[00:17:20.280 --> 00:17:24.040]  就跟他一起跟上帝抗衡
[00:17:24.040 --> 00:17:25.560]  爭奪榮耀
[00:17:25.560 --> 00:17:28.840]  於是展開了一場宇宙的大征戰
[00:17:28.840 --> 00:17:30.560]  所以這個打得天昏地亂
[00:17:30.560 --> 00:17:33.520]  就是一開始的時候爲什麼會混沌黑暗
[00:17:33.520 --> 00:17:37.320]  但是後來這個路斯福跟他的同黨天使
[00:17:37.320 --> 00:17:38.440]  他們打敗了
[00:17:38.440 --> 00:17:41.160]  所以他就被神
[00:17:41.160 --> 00:17:43.200]  他就到了地上面來了
[00:17:43.200 --> 00:17:46.080]  所以在地上成了撒旦
[00:17:46.080 --> 00:17:51.080]  那聖經說撒旦又叫做控告人的
[00:17:51.080 --> 00:17:53.120]  還有一個名字叫迷惑人的
[00:17:53.120 --> 00:17:57.520]  耶穌稱他是撒謊人的父
[00:17:57.520 --> 00:17:59.240]  也是世界的王
[00:17:59.240 --> 00:18:01.000]  所以你看一開始的時候
[00:18:01.000 --> 00:18:02.520]  就在伊甸園裏面
[00:18:02.520 --> 00:18:04.440]  亞當跟夏娃在園中
[00:18:04.440 --> 00:18:08.160]  自由地跟神在團契的時候
[00:18:08.160 --> 00:18:11.240]  你看就有一個
[00:18:11.240 --> 00:18:12.840]  就已經來了
[00:18:12.840 --> 00:18:14.400]  蛇就在中間了
[00:18:14.400 --> 00:18:16.560]  就出現了
[00:18:16.560 --> 00:18:19.080]  這個蛇他挑了一些神的話
[00:18:19.080 --> 00:18:21.440]  中間又夾了一些他的謊言
[00:18:21.440 --> 00:18:23.720]  就來迷惑夏娃
