
[00:00:00.000 --> 00:00:03.200]  上次講到Donald Whitley
[00:15:47.300 --> 00:15:51.100]  我們嘗試從三方面去了解
[00:15:51.100 --> 00:15:53.300]  渴、想、神
[00:15:53.300 --> 00:15:55.500]  又或者最好的方法
[00:15:55.500 --> 00:16:00.900]  我們嘗試去解答三個問題
[00:16:00.900 --> 00:16:03.300]  第一個問題
[00:16:03.300 --> 00:16:09.900]  渴、想、神是什麼意思?
[00:16:09.900 --> 00:16:13.700]  渴、想、神的首要條件是
[00:16:13.700 --> 00:16:20.500]  要跟他有一段很好的個人關係
[00:16:20.500 --> 00:16:24.500]  詩篇六十三篇第一節一開始就說
[00:16:24.500 --> 00:16:28.900]  「神啊,你是我的神」
[00:16:28.900 --> 00:16:32.500]  這個就是個人關係
[00:16:32.500 --> 00:16:38.100]  你有沒有take pride in這個個人關係?
[00:16:38.100 --> 00:16:44.500]  這個是我太太、這個是我丈夫、我的兒子、我的女兒
[00:16:44.500 --> 00:16:49.300]  我的教會、我的教會的全部人
[00:16:49.300 --> 00:16:54.100]  你有沒有以這些為榮?
[00:16:54.100 --> 00:16:57.700]  「神啊,你是我的神」
[00:16:57.700 --> 00:17:01.900]  同詩篇四十二篇十一節
[00:17:01.900 --> 00:17:06.100]  有的說「應當仰望神,因我還要稱讚他」
[00:17:06.100 --> 00:17:11.700]  「他是我臉上的光榮,是我的神」
[00:17:11.700 --> 00:17:18.700]  「是我的神,有二曲同工之妙」
[00:17:18.700 --> 00:17:25.700]  大衛是在親密的、個人的方式認識神
[00:17:25.700 --> 00:17:27.900]  我們要分得清楚
[00:17:27.900 --> 00:17:29.700]  如果我們知道一個人
[00:17:29.700 --> 00:17:35.300]  和實際上認識一個人是有很大的差別的
[00:17:35.300 --> 00:17:39.300]  你可以很了解有關於他的個性
[00:17:39.300 --> 00:17:43.100]  他的個人生活習慣和他的家庭生活
[00:17:43.100 --> 00:17:49.700]  但是你仍然不一定真正認識他本人
[00:17:49.700 --> 00:17:54.300]  應該怎樣和神建立美好的個人關係呢?
[00:17:54.300 --> 00:17:55.900]  如果你想尋求他
[00:17:55.900 --> 00:18:01.500]  一定要透過耶穌基督與見神
[00:18:01.500 --> 00:18:08.100]  耶穌在約翰福音十七章三節說
[00:18:08.100 --> 00:18:10.500]  「認識你,獨一的真神」
[00:18:10.500 --> 00:18:14.700]  「並且認識你所猜來的耶穌基督」
[00:18:14.700 --> 00:18:18.100]  「這就是永生」
[00:18:18.100 --> 00:18:20.300]  你認識神
[00:18:20.300 --> 00:18:23.700]  自從你對上帝認罪悔改
[00:18:23.700 --> 00:18:27.900]  信靠耶穌基督代替你釘死在十字架上
[00:18:27.900 --> 00:18:30.100]  祂賜給你永生的禮物
[00:18:30.100 --> 00:18:34.100]  然後你必須透過以後的日子
[00:18:34.100 --> 00:18:37.100]  幾個月、幾年、甚至幾十年
[00:18:37.100 --> 00:18:39.700]  和你一生的經歷
[00:18:39.700 --> 00:18:41.300]  在各種情況之下
[00:18:41.300 --> 00:18:44.100]  和你這位新朋友、你的主
[00:18:44.100 --> 00:18:50.300]  開始發展、建立你和祂的個人關係
[00:18:50.300 --> 00:18:54.700]  沒錯,是你和祂
[00:18:54.700 --> 00:18:59.900]  喝上神就意味著你時刻在尋求發展
[00:18:59.900 --> 00:19:02.500]  和祂的關係
[00:19:02.500 --> 00:19:05.500]  透過祂的兒子主耶穌基督
[00:19:05.500 --> 00:19:12.100]  親自朝見神的親密關係
[00:19:12.100 --> 00:19:15.500]  第二,喝上神的第二個條件是
[00:19:15.500 --> 00:19:24.100]  要時刻渴望和祂有一個更好、更親密的關係
[00:19:24.100 --> 00:19:31.700]  司篇六十三篇第一節,神啊祢是我的神,我要徹徹地尋求祢
[00:19:31.700 --> 00:19:36.300]  在乾旱疲乏無水之地,我渴想祢
[00:19:36.300 --> 00:19:40.300]  我的心切勿祢
[00:19:40.300 --> 00:19:43.500]  大衛沒有神嗎?不是
[00:19:43.500 --> 00:19:46.300]  大衛沒有得著神嗎?不是
[00:19:46.300 --> 00:19:49.500]  但是祂想尋求得更多
[00:19:49.500 --> 00:19:54.500]  還記得圖書的禱告嗎?
[00:19:54.500 --> 00:19:59.300]  Oh God, the Triune God, I want to want Thee
[00:19:59.300 --> 00:20:01.900]  I long to be filled with longing
[00:20:01.900 --> 00:20:06.500]  I thirst to be made thirsty still
[00:20:06.500 --> 00:20:11.500]  大衛滿足嗎?滿足
[00:20:11.500 --> 00:20:20.300]  司篇六十三篇第五節,我在床上紀念祢,在夜更的時候想念祢
[00:20:20.300 --> 00:20:24.300]  我的心就像飽足了骨髓肥油
[00:20:24.300 --> 00:20:29.300]  我也要以歡樂的咀唇讚美祢
[00:20:29.300 --> 00:20:35.500]  祂滿足得來,又不滿足
[00:20:35.500 --> 00:20:40.500]  神啊,三一的神,我渴望渴望祢
[00:20:40.500 --> 00:20:43.300]  我渴望被渴慕充滿
[00:20:43.300 --> 00:20:47.500]  我渴望變得營救渴慕
[00:20:47.500 --> 00:20:53.300]  於是,這種滿足得來,又不滿足的渴慕
[00:20:53.300 --> 00:21:01.500]  就是因著徹徹地尋求那種迫切
[00:21:01.500 --> 00:21:06.500]  就好像在乾旱疲乏無水之地的渴想
[00:21:06.500 --> 00:21:11.500]  而我的心切無你
[00:21:11.500 --> 00:21:18.500]  有一個年輕人去希臘,哲學家蘇格拉底那裡,去求知識
[00:21:18.500 --> 00:21:24.500]  這位智者帶著這個年輕人去到海邊,帶他去水裡
[00:21:24.500 --> 00:21:28.500]  他出其不意地將這個年輕人的頭按在水裡
[00:21:28.500 --> 00:21:30.500]  他一直在掙扎,一直在掙扎
[00:21:30.500 --> 00:21:33.500]  直到他差不多透不過氣過來
[00:21:33.500 --> 00:21:39.500]  蘇格拉底就將他拖到岸邊,將這個年輕人留在那裡
[00:21:39.500 --> 00:21:42.500]  而自己就回到市場那裡
[00:21:42.500 --> 00:21:46.500]  當那個年輕人回過氣來
[00:21:46.500 --> 00:21:52.500]  他回到市場裡去找老師,問老師為什麼想浸死他
[00:21:52.500 --> 00:21:58.500]  蘇格拉底回答說,剛才你在水底的時候,你最想要什麼
[00:21:58.500 --> 00:22:01.500]  那個年輕人說,我想透氣
[00:22:01.500 --> 00:22:08.500]  蘇格拉底於是說,當你追求知識,好像剛才你想透氣一樣的時候
[00:22:08.500 --> 00:22:13.500]  你就明白了
[00:22:13.500 --> 00:22:16.500]  我們渴慕神
[00:22:16.500 --> 00:22:22.500]  有沒有像這個年輕人渴慕透氣一樣
[00:22:22.500 --> 00:22:25.500]  I want to want thee
[00:22:25.500 --> 00:22:31.500]  我渴慕你
[00:22:31.500 --> 00:22:35.500]  聖經裡面有很多屬靈的偉人
[00:22:35.500 --> 00:22:39.500]  接觸他們,你會感受到他們的追求
[00:22:39.500 --> 00:22:43.500]  尋求神的那份熱度、熱心
[00:22:43.500 --> 00:22:46.500]  他們在神裡面哀悼、呼喚
[00:22:46.500 --> 00:22:50.500]  他們祈禱並且奏夜去尋求神
[00:22:50.500 --> 00:22:54.500]  而當他們找到神、得到神的時候
[00:22:54.500 --> 00:23:01.500]  都會發現,在尋求並且不斷尋求的過程裡面
[00:23:01.500 --> 00:23:06.500]  他們經歷了長期的更甜蜜
[00:23:06.500 --> 00:23:13.500]  所以,自滿或者自以為是的已得滿足
[00:23:13.500 --> 00:23:18.500]  是所有心靈成長的死對頭
[00:23:18.500 --> 00:23:26.500]  尋求神意味著,以後總是再有、總是還有
[00:23:26.500 --> 00:23:29.500]  因為神是無限制的
[00:23:29.500 --> 00:23:31.500]  神是無限的
[00:23:31.500 --> 00:23:33.500]  是無止境的
[00:23:33.500 --> 00:23:35.500]  是無疆界的
[00:23:35.500 --> 00:23:38.500]  是超乎我們想像空間的
[00:23:38.500 --> 00:23:41.500]  大衛和神同行了這麼多年
[00:23:41.500 --> 00:23:47.500]  但是他渴望更多
[00:23:47.500 --> 00:23:53.500]  第三,渴想神的第三個條件是
[00:23:53.500 --> 00:23:56.500]  單單地渴想祂
[00:23:56.500 --> 00:24:05.500]  單單地讓祂填滿我們心靈裡面的每一個空間
[00:24:05.500 --> 00:24:11.500]  試過如鹿切勿溪水as a deer
[00:24:11.500 --> 00:24:19.500]  裡面說,我靈單單降服於你
[00:24:19.500 --> 00:24:24.500]  唯有你是我力量,是我盾牌,是我盼望
[00:24:24.500 --> 00:24:28.500]  唯有你是我心所渴慕
[00:24:28.500 --> 00:24:34.500]  我心渴慕敬拜你
[00:24:34.500 --> 00:24:38.500]  You alone are my strength, my shield
[00:24:38.500 --> 00:24:42.500]  To you alone may my spirit yield
[00:24:42.500 --> 00:24:45.500]  You alone are my heart's desire
[00:24:45.500 --> 00:24:50.500]  and I long to worship you
[00:24:50.500 --> 00:24:58.500]  單單,唯有,You alone 是重點
[00:24:58.500 --> 00:25:03.500]  大衛在寶座,在皇位逃走出來
[00:25:03.500 --> 00:25:08.500]  他離開他的財產,他擁有的妻子,他的王國
[00:25:08.500 --> 00:25:12.500]  他自己的兒子試圖殺死他
[00:25:12.500 --> 00:25:15.500]  但是在這一切都幻滅的時候
[00:25:15.500 --> 00:25:19.500]  大衛不求任何這些抓得住的東西
[00:25:19.500 --> 00:25:23.500]  來填補他生命裡面的真空
[00:25:23.500 --> 00:25:25.500]  他沒有祈禱說,上帝啊
[00:25:25.500 --> 00:25:30.500]  求祢還給我我的妻子,我的宮殿,我的王國
[00:25:30.500 --> 00:25:35.500]  而他的禱告是六十三篇,一節
[00:25:35.500 --> 00:25:39.500]  我要徹徹地尋求祢
[00:25:39.500 --> 00:25:43.500]  我渴想祢,我的心切慕祢
[00:25:43.500 --> 00:25:48.500]  第三節,因祢的慈愛比生命更好
[00:25:48.500 --> 00:25:51.500]  我的嘴唇要重讚祢
[00:25:51.500 --> 00:25:55.500]  第四節,我還活的時候要這樣稱頌祢
[00:25:55.500 --> 00:26:00.500]  第五節,我的心就像飽足了骨髓肥油
[00:26:00.500 --> 00:26:04.500]  我也要以歡樂的嘴唇讚美祢
[00:26:04.500 --> 00:26:07.500]  多麼深情的告白
[00:26:07.500 --> 00:26:14.500]  他不求世界上任何東西去填補他生命裡面的真空
[00:26:14.500 --> 00:26:18.500]  事實上,我們很容易用神以外的東西
[00:26:18.500 --> 00:26:21.500]  來填補我們生活裡面的空間
[00:26:21.500 --> 00:26:23.500]  這些東西其實都是好東西
[00:26:23.500 --> 00:26:25.500]  但他們不是神
