
[00:00:00.000 --> 00:00:02.000]  各位聽聽節目的各位朋友 早安
[00:01:45.160 --> 00:01:46.080]  一個彎月
[00:01:46.080 --> 00:01:49.640]  這些事情由以前到現在
[00:01:49.640 --> 00:01:52.600]  一直都會有這樣的事情發生
[00:01:52.600 --> 00:01:54.720]  但我們只希望這個世界上
[00:01:54.720 --> 00:01:56.520]  所有我們愛的人
[00:01:56.520 --> 00:01:57.440]  我們的親人
[00:01:57.440 --> 00:01:59.680]  能夠平安、健康
[00:01:59.680 --> 00:02:01.520]  就算相隔千里
[00:02:01.520 --> 00:02:05.760]  也能夠一起享受這麼美好望著的月亮
[00:02:05.760 --> 00:02:07.800]  嘩,這麼美、這麼好的時刻
[00:02:07.800 --> 00:02:09.800]  但願人長久
[00:02:09.800 --> 00:02:11.080]  千里共善捐
[00:02:11.080 --> 00:02:13.080]  又想做一下一個統計
[00:02:13.080 --> 00:02:14.880]  在座的哪一位
[00:02:14.880 --> 00:02:16.880]  你們跟自己的父母
[00:02:16.880 --> 00:02:18.640]  或者跟自己的兄弟姐妹
[00:02:18.640 --> 00:02:19.920]  又或者跟自己的子女
[00:02:19.920 --> 00:02:20.920]  自己的孫子
[00:02:20.920 --> 00:02:23.480]  是分隔兩地的
[00:02:23.480 --> 00:02:25.960]  他們不是在帕斯的
[00:02:25.960 --> 00:02:27.320]  可以舉手看看嗎?
[00:02:28.440 --> 00:02:29.440]  有沒有?
[00:02:29.440 --> 00:02:31.280]  好
[00:02:31.280 --> 00:02:32.640]  嘩
[00:02:32.640 --> 00:02:35.760]  都有八成的了
[00:02:35.760 --> 00:02:37.640]  好
[00:02:37.640 --> 00:02:40.680]  掛不掛念他們?
[00:02:40.680 --> 00:02:43.520]  我都掛念
[00:02:43.520 --> 00:02:45.440]  差不多接近快兩年
[00:02:45.440 --> 00:02:48.480]  雖然現在科技很好
[00:02:48.480 --> 00:02:49.920]  可以上網看到他們的樣子
[00:02:49.920 --> 00:02:54.160]  但不能夠實際面對面或者碰到他們
[00:02:54.160 --> 00:02:58.200]  不能夠在一起的那種感覺其實有時候也挺差的
[00:02:58.200 --> 00:02:59.760]  都會掛念他們
[00:02:59.760 --> 00:03:02.160]  都不知道什麼時候
[00:03:02.160 --> 00:03:04.160]  可能希望明年
[00:03:04.160 --> 00:03:07.560]  我以前經常說希望明年農曆年可以回香港
[00:03:07.560 --> 00:03:09.760]  跟家人一起過團年飯
[00:03:09.760 --> 00:03:11.160]  不知道行不行呢?
[00:03:11.160 --> 00:03:14.600]  話說回來
[00:03:14.600 --> 00:03:15.360]  各位
[00:03:15.360 --> 00:03:16.800]  有時候
[00:03:16.800 --> 00:03:19.080]  就算我們在一起
[00:03:19.080 --> 00:03:22.240]  人與人之間就算我們走在一起
[00:03:23.440 --> 00:03:27.040]  但未必代表我們心的距離近
[00:03:27.040 --> 00:03:30.160]  特別是我們每一個人都有自己的主見
[00:03:30.160 --> 00:03:31.600]  有自己的理想
[00:03:31.600 --> 00:03:33.200]  又或者有時候
[00:03:33.200 --> 00:03:35.800]  你是自由黨的
[00:03:35.800 --> 00:03:36.680]  我是工黨的
[00:03:36.680 --> 00:03:38.080]  在這裡投票的時候
[00:03:38.080 --> 00:03:40.000]  大家可能說著說著
[00:03:40.000 --> 00:03:41.520]  大家的意見不對
[00:03:41.520 --> 00:03:42.600]  你支持Mark的
[00:03:42.600 --> 00:03:43.600]  他不是的
[00:03:43.600 --> 00:03:44.760]  這樣聊著聊著
[00:03:44.760 --> 00:03:46.720]  就炒到臉紅耳赤
[00:03:46.720 --> 00:03:48.600]  甚至水火不容沒辦法聊
[00:03:48.600 --> 00:03:49.880]  有沒有試過呢?
[00:03:49.880 --> 00:03:51.360]  特別在這個世界
[00:03:51.360 --> 00:03:52.800]  我們來自香港的
[00:03:52.800 --> 00:03:54.240]  有很多年輕人
[00:03:54.240 --> 00:03:57.920]  或者跟上一輩大家有一個政治立場不同的
[00:03:57.920 --> 00:03:59.600]  其實這個不只是香港
[00:03:59.600 --> 00:04:01.000]  很多不同的地方都會有
[00:04:01.000 --> 00:04:01.720]  台灣啊
[00:04:01.720 --> 00:04:03.320]  還有聽到很多
[00:04:03.320 --> 00:04:05.600]  因為這樣一家人不能夠
[00:04:05.600 --> 00:04:07.960]  一起吃一頓安樂茶飯
[00:04:07.960 --> 00:04:09.120]  都會有
[00:04:09.120 --> 00:04:11.120]  沒辦法聊天的都會有
[00:04:11.120 --> 00:04:13.680]  就算不單是政治的立場
[00:04:13.680 --> 00:04:14.760]  一家人
[00:04:14.760 --> 00:04:16.800]  有時候可能兩代
[00:04:16.800 --> 00:04:20.120]  都積聚了很多不同的恩怨情仇
[00:04:20.120 --> 00:04:22.200]  特別可能是在
[00:04:22.400 --> 00:04:24.800]  小朋友成長的過程裡面
[00:04:24.800 --> 00:04:27.200]  可能都經歷了家庭一些變遷
[00:04:27.200 --> 00:04:30.000]  父母的離異
[00:04:30.000 --> 00:04:31.880]  父母的缺席
[00:04:31.880 --> 00:04:35.640]  甚至面對著不同的管教
[00:04:35.640 --> 00:04:38.120]  過分的一些不同的教導
[00:04:38.120 --> 00:04:40.320]  形成了家人的關係
[00:04:40.320 --> 00:04:41.800]  是不好的
[00:04:41.800 --> 00:04:43.440]  甚至有決裂的
[00:04:43.440 --> 00:04:45.040]  我不知道在座當中
[00:04:45.040 --> 00:04:47.520]  弟兄姊妹你有沒有經歷過這些時刻呢?
[00:04:47.520 --> 00:04:49.920]  你跟你的家人
[00:04:49.920 --> 00:04:51.880]  有決裂的時候
[00:04:53.080 --> 00:04:54.680]  怎麼樣破鏡重圓呢?
[00:04:54.680 --> 00:04:56.120]  特別有時候家人
[00:04:56.120 --> 00:04:57.440]  關係不好
[00:04:57.440 --> 00:04:59.400]  甚至吵架了
[00:04:59.400 --> 00:05:00.880]  是很難的
[00:05:00.880 --> 00:05:03.480]  其實我們說團聚
[00:05:03.480 --> 00:05:06.280]  團聚不是說我們一家人
[00:05:06.280 --> 00:05:07.720]  走在一起吃一頓飯
[00:05:07.720 --> 00:05:09.000]  就這樣叫團聚
[00:05:09.000 --> 00:05:12.640]  而是我們叫共融
[00:05:12.640 --> 00:05:15.200]  在一起有內心的交流
[00:05:15.200 --> 00:05:17.200]  甚至有一種就是
[00:05:17.200 --> 00:05:19.800]  沒你沒我那種感受
[00:05:21.800 --> 00:05:23.080]  那回到這裡
[00:05:23.080 --> 00:05:24.000]  很多人說
[00:05:24.000 --> 00:05:25.520]  回教會很棒的
[00:05:25.520 --> 00:05:26.760]  棒不棒?
[00:05:26.760 --> 00:05:30.400]  棒啊,不棒我們回來幹什麼?
[00:05:30.400 --> 00:05:32.640]  有些人說
[00:05:32.640 --> 00:05:34.200]  我自己也有想過
[00:05:34.200 --> 00:05:35.480]  你們是不是有些人覺得
[00:05:35.480 --> 00:05:38.080]  教會好像是我們第二個家一樣
[00:05:38.080 --> 00:05:39.400]  第二個家
[00:05:39.400 --> 00:05:41.640]  這個家是很溫馨的
[00:05:41.640 --> 00:05:42.800]  很多愛的
[00:05:42.800 --> 00:05:45.720]  回來覺得很開心很溫暖的
[00:05:45.720 --> 00:05:47.320]  是不是?
[00:05:51.240 --> 00:05:54.000]  但今天也想和弟兄姊妹說一說
[00:05:54.000 --> 00:05:56.200]  教會
[00:05:56.200 --> 00:05:58.800]  說真的
[00:05:58.800 --> 00:06:01.880]  教會我們都是一群平凡的人
[00:06:01.880 --> 00:06:03.160]  走在一起
[00:06:03.160 --> 00:06:05.440]  可能今天在座當中
[00:06:05.440 --> 00:06:07.760]  有些朋友可能是回來教會
[00:06:07.760 --> 00:06:09.000]  剛剛回來的
[00:06:09.000 --> 00:06:10.880]  或者回來不是很久的
[00:06:10.880 --> 00:06:14.080]  我今天要告訴大家一個真相
[00:06:14.080 --> 00:06:16.160]  其實教會
[00:06:16.160 --> 00:06:19.000]  都是我們這一群平凡的人走在一起
[00:06:19.400 --> 00:06:21.800]  你看我們的樣子都是人一個
[00:06:21.800 --> 00:06:23.760]  甚至我們都是一個罪人
[00:06:23.760 --> 00:06:26.280]  甚至有很多人
[00:06:26.280 --> 00:06:28.080]  離開教會的人都說
[00:06:28.080 --> 00:06:29.400]  其實回教會
[00:06:29.400 --> 00:06:31.160]  還看到很多人
[00:06:31.160 --> 00:06:32.680]  很多假面具
[00:06:32.680 --> 00:06:35.000]  有時候可能我們也會是
[00:06:35.000 --> 00:06:36.880]  你想想,可能我們回來教會
[00:06:36.880 --> 00:06:39.200]  對著神,對著弟兄姊妹有一個
[00:06:39.200 --> 00:06:40.720]  很溫馨的樣子
[00:06:40.720 --> 00:06:42.480]  但可能回到家裡
[00:06:42.480 --> 00:06:44.960]  對著自己的家人又變成另一個樣子
[00:06:44.960 --> 00:06:47.160]  對著自己的同事,自己的同學
[00:06:47.160 --> 00:06:48.840]  又是另一個面具
[00:06:50.400 --> 00:06:53.080]  因為我們都是一群很平凡的罪人
[00:06:53.080 --> 00:06:55.520]  我們走在一起
[00:06:55.520 --> 00:06:57.200]  在外面
[00:06:57.200 --> 00:06:58.640]  我們很多時候遇到一些問題
[00:06:58.640 --> 00:07:00.160]  或者一些人事的問題
[00:07:00.160 --> 00:07:02.920]  例如
[00:07:02.920 --> 00:07:04.520]  分不同的
[00:07:04.520 --> 00:07:05.920]  grouping
[00:07:05.920 --> 00:07:08.080]  我們中文叫分黨分派
[00:07:08.080 --> 00:07:10.280]  批評別人,論斷別人
[00:07:10.280 --> 00:07:12.440]  嫉妒,小器,懷疑
[00:07:12.440 --> 00:07:14.200]  猜忌,講是講非
[00:07:14.200 --> 00:07:16.840]  爭辯不停,貪心等等
[00:07:17.960 --> 00:07:21.240]  外面有的事情,一樣我們這裡都可以發生
[00:07:21.240 --> 00:07:24.080]  甚至這些事情是影響我們人
[00:07:24.080 --> 00:07:26.080]  和人之間的相處
[00:07:26.080 --> 00:07:29.080]  影響我們的合一,影響我們的團結
[00:07:29.080 --> 00:07:31.960]  怎樣面對呢?
[00:07:31.960 --> 00:07:35.560]  剛才我問大家
[00:07:35.560 --> 00:07:37.560]  教會,回教會正不正?
[00:07:37.560 --> 00:07:39.360]  正!
[00:07:39.360 --> 00:07:42.600]  回教會正,不是因為只有這裡
[00:07:42.600 --> 00:07:44.840]  有我們身邊的弟兄姊妹的愛
[00:07:44.840 --> 00:07:46.680]  有我們身邊的弟兄姊妹
[00:07:46.960 --> 00:07:48.240]  回教會的正
[00:07:48.240 --> 00:07:50.440]  是因為我們有耶穌基督
[00:07:50.440 --> 00:07:52.920]  我們經歷過耶穌的愛
[00:07:52.920 --> 00:07:55.000]  經歷過耶穌對我們
[00:07:55.000 --> 00:07:56.680]  赦免我們的罪
[00:07:56.680 --> 00:07:59.080]  我們經歷過耶穌的恩典和救贖
[00:07:59.080 --> 00:08:02.400]  所以今天我們透過幾段經文看看
[00:08:02.400 --> 00:08:04.440]  我們說我們信耶穌
[00:08:04.440 --> 00:08:06.280]  我們回來教會認識神
[00:08:06.280 --> 00:08:08.320]  神怎樣幫助我們
[00:08:08.320 --> 00:08:10.720]  去面對人與人之間
[00:08:10.720 --> 00:08:12.920]  一些比較決裂的關係
[00:08:12.920 --> 00:08:13.920]  一些破壞的關係
[00:08:13.920 --> 00:08:15.240]  我們怎樣去面對呢?
[00:08:15.480 --> 00:08:17.000]  看看第一點
[00:08:17.000 --> 00:08:19.840]  我們一起讀一讀這句聖經
[00:08:19.840 --> 00:08:22.160]  在《雅各書》一章十九至二十節
[00:08:22.160 --> 00:08:23.680]  預備,一、二、三
[00:08:23.680 --> 00:08:25.800]  我親愛的弟兄們
[00:08:25.800 --> 00:08:28.040]  這是你們所知道的
[00:08:28.040 --> 00:08:30.960]  但你們各人要快快的聽
[00:08:30.960 --> 00:08:32.360]  慢慢的說
[00:08:32.360 --> 00:08:33.960]  慢慢的動腦
[00:08:33.960 --> 00:08:35.640]  因為人的怒氣
[00:08:35.640 --> 00:08:37.960]  並不勝就神的義
[00:08:37.960 --> 00:08:39.600]  這句聖經是神的說話
[00:08:39.600 --> 00:08:42.080]  我們相信聖經就是神跟我們說話
[00:08:42.080 --> 00:08:43.320]  神其中有一樣東西
[00:08:43.320 --> 00:08:46.200]  教導我們怎樣跟身邊的人
[00:08:46.200 --> 00:08:47.400]  一起相處
[00:08:47.400 --> 00:08:50.560]  原來溝通第一步是很重要的
[00:08:50.560 --> 00:08:53.240]  這裡說要快快的聽
[00:08:53.240 --> 00:08:54.320]  慢慢的說
[00:08:54.320 --> 00:08:55.720]  慢慢的動腦
[00:08:55.720 --> 00:08:58.320]  其實很多時候人與人之間
[00:08:58.320 --> 00:08:59.760]  為什麼發生衝突呢?
[00:08:59.760 --> 00:09:03.040]  你想想,很多時候是因為我們人的驕傲
[00:09:03.040 --> 00:09:05.840]  很多時候我們覺得自己是對的
[00:09:05.840 --> 00:09:08.600]  覺得自己想的事情做的事情是最好的
[00:09:08.600 --> 00:09:10.040]  對方沒有我們自己那麼好
[00:09:10.040 --> 00:09:11.600]  對方想的事情是錯的
[00:09:12.200 --> 00:09:14.200]  其實這裡說快快的聽
[00:09:14.200 --> 00:09:16.520]  不僅僅是你們要很快的去聽
[00:09:16.520 --> 00:09:18.160]  不僅是說速度
[00:09:18.160 --> 00:09:20.600]  而是說我們的態度
[00:09:20.600 --> 00:09:23.440]  我們願不願意開放我們的心
[00:09:23.440 --> 00:09:25.880]  謙卑地、謙虛地
[00:09:25.880 --> 00:09:29.680]  聽聽別人說些什麼
[00:09:29.680 --> 00:09:32.160]  這是指我們的態度
[00:09:32.160 --> 00:09:34.680]  還有慢慢的說
[00:09:34.680 --> 00:09:37.160]  當我們慢慢願意聽別人說的時候
[00:09:37.160 --> 00:09:38.760]  我們自己就不會說
[00:09:38.760 --> 00:09:42.680]  當別人說的時候,我們就會有更多的時間
[00:09:42.680 --> 00:09:44.360]  在自己的腦袋裡
[00:09:44.360 --> 00:09:45.480]  在自己的心裡
[00:09:45.480 --> 00:09:46.680]  去思考
[00:09:46.680 --> 00:09:49.080]  怎麼樣做一個回應是適合的
[00:09:49.080 --> 00:09:51.960]  所以到最後的結果就是
[00:09:51.960 --> 00:09:54.200]  我們會慢慢的動腦
[00:09:54.200 --> 00:09:56.200]  我們就不會那麼容易生氣
[00:09:56.200 --> 00:09:58.840]  同人之間,我們可以跟別人有討論
[00:09:58.840 --> 00:09:59.840]  有分享
[00:09:59.840 --> 00:10:02.720]  但是就不會那麼容易傷到大家的關係
[00:10:02.720 --> 00:10:08.200]  我聽有一個基督徒的醫生這樣分享
[00:10:08.200 --> 00:10:12.920]  他曾經遇到一個病人的女兒
[00:10:12.920 --> 00:10:14.680]  一走進病房
[00:10:14.680 --> 00:10:16.360]  就不斷的罵
[00:10:16.360 --> 00:10:18.680]  為什麼我媽的手那麼腫
[00:10:18.680 --> 00:10:21.960]  為什麼我媽的肚子比昨天還脹
[00:10:21.960 --> 00:10:23.880]  為什麼這張床搖來搖去
[00:10:23.880 --> 00:10:25.320]  為什麼這張床那麼舊
[00:10:25.320 --> 00:10:28.760]  為什麼?為什麼?為什麼?為什麼?
[00:10:28.760 --> 00:10:32.120]  醫生在他心裡一直數
[00:10:32.120 --> 00:10:34.840]  他聽到連續八個為什麼
[00:10:34.840 --> 00:10:36.600]  問了很多為什麼
[00:10:37.640 --> 00:10:39.640]  這個醫生心裡在想
[00:10:39.640 --> 00:10:42.120]  其實關我什麼事
[00:10:42.120 --> 00:10:44.760]  我也是剛剛走進來看病人
[00:10:44.760 --> 00:10:47.640]  你問這些全部都不關我的事
[00:10:47.640 --> 00:10:50.760]  其實醫生想他是可以很理直氣壯的
[00:10:50.760 --> 00:10:53.160]  這樣回答病人的家屬
[00:10:53.160 --> 00:10:55.560]  但是醫生靜一靜下來
[00:10:55.560 --> 00:10:58.120]  他安靜下來
[00:10:58.120 --> 00:10:59.960]  他心裡想一想
[00:10:59.960 --> 00:11:03.160]  為什麼這個病人的家屬會這樣
[00:11:03.160 --> 00:11:05.800]  於是他就用一個同理的口吻
[00:11:05.800 --> 00:11:09.240]  就和這個病人的家屬慢慢解釋那些事情
[00:11:09.240 --> 00:11:12.120]  過了一會兒
[00:11:12.120 --> 00:11:14.120]  這個家屬這個女兒
[00:11:14.120 --> 00:11:15.720]  就在那裡哭
[00:11:15.720 --> 00:11:19.000]  原來她的心裡有很多的擔心
[00:11:19.000 --> 00:11:20.360]  很多的憂慮
[00:11:20.360 --> 00:11:24.520]  甚至面對自己的親人病重的時候
[00:11:24.520 --> 00:11:26.600]  是很捨不得
[00:11:26.600 --> 00:11:30.520]  醫生就用了這個方法
[00:11:30.520 --> 00:11:33.000]  去化解了這場衝突
[00:11:34.200 --> 00:11:37.000]  其實在現實生活裡我們很難避免
[00:11:37.000 --> 00:11:39.960]  和身邊的人有摩擦有衝突的
[00:11:39.960 --> 00:11:42.760]  但是我們想想
[00:11:42.760 --> 00:11:45.240]  一個相信耶穌基督的人
[00:11:45.240 --> 00:11:46.680]  我們說我們信耶穌
[00:11:46.680 --> 00:11:49.240]  我們有耶穌在我們心裡的人
[00:11:49.240 --> 00:11:51.880]  其實我們是有得選擇的
[00:11:51.880 --> 00:11:54.600]  我們是可以選擇的
[00:11:54.600 --> 00:12:00.200]  靠著神怎樣好好處理自己心裡的情緒
[00:12:00.200 --> 00:12:02.200]  靠著神
[00:12:02.200 --> 00:12:05.560]  我們可以在信任和尊重的環境之下
[00:12:05.560 --> 00:12:07.960]  慢慢的和別人溝通
[00:12:07.960 --> 00:12:11.560]  往往當我們這樣經歷的時候
[00:12:11.560 --> 00:12:14.280]  神將一些出人意外的平安
[00:12:14.280 --> 00:12:16.280]  恩典和經歷
[00:12:16.280 --> 00:12:18.840]  帶到我們生命當中
[00:12:18.840 --> 00:12:22.360]  以前可能我們板板聲
[00:12:22.360 --> 00:12:24.840]  別人這樣對我們我們會罵人
[00:12:24.840 --> 00:12:26.840]  但是聖靈在我們心裡
[00:12:26.840 --> 00:12:28.840]  原來我們有神的人
[00:12:28.840 --> 00:12:31.640]  聖靈會提醒我們怎樣可以去改變
[00:12:32.200 --> 00:12:34.200]  不是叫你吃虧
[00:12:34.200 --> 00:12:37.000]  而是聖靈給你更加有智慧
[00:12:37.000 --> 00:12:39.000]  合適的去處理這件事
[00:12:39.000 --> 00:12:41.000]  這是第一樣東西
[00:12:41.000 --> 00:12:43.800]  原來我們是可以靠著聖靈好好溝通的
[00:12:43.800 --> 00:12:47.400]  第二就是讓愛充滿你的心
[00:12:47.400 --> 00:12:52.040]  我們請弟兄再幫我們讀哥林多前書13章1-3
[00:12:52.040 --> 00:12:54.840]  我若能說萬人的謊言
[00:12:54.840 --> 00:12:56.840]  並天使的話語
[00:12:56.840 --> 00:12:59.640]  他沒有愛我就成了名的羅
[00:12:59.640 --> 00:13:01.640]  響的拔一半
[00:13:01.640 --> 00:13:03.640]  我若有先知講道之能
[00:13:03.640 --> 00:13:05.640]  也明白各樣的奧秘
[00:13:05.640 --> 00:13:07.640]  各樣的知識
[00:13:07.640 --> 00:13:09.640]  而且有傳遍的信
[00:13:09.640 --> 00:13:11.640]  叫我能夠而生
[00:13:11.640 --> 00:13:14.840]  卻沒有愛我就算不得什麼
[00:13:14.840 --> 00:13:17.640]  我若將所有的洲際窮人
[00:13:17.640 --> 00:13:20.440]  又捨己身叫人焚燒
[00:13:20.440 --> 00:13:23.640]  卻沒有愛仍然如我無益
[00:13:23.640 --> 00:13:25.640]  在哥林多教會在聖經這裡
[00:13:25.640 --> 00:13:27.640]  當時的教會
[00:13:27.640 --> 00:13:31.400]  教會出現了很多很多問題
[00:13:31.400 --> 00:13:33.400]  很混亂
[00:13:33.400 --> 00:13:35.400]  但保羅
[00:13:35.400 --> 00:13:37.400]  講了很多不同的道理
[00:13:37.400 --> 00:13:39.400]  但最重要的是什麼
[00:13:39.400 --> 00:13:41.400]  是愛
[00:13:41.400 --> 00:13:43.400]  我們可以出現很多問題
[00:13:43.400 --> 00:13:45.400]  我們可以有很多不同
[00:13:45.400 --> 00:13:47.400]  但最重要的是
[00:13:47.400 --> 00:13:49.400]  愛
[00:13:49.400 --> 00:13:51.400]  就算你今天有多聰明
[00:13:51.400 --> 00:13:53.400]  你很有錢
[00:13:53.400 --> 00:13:55.400]  你很成功地做了很多事
[00:13:55.400 --> 00:13:57.400]  但你對其他人
[00:13:57.400 --> 00:13:59.400]  沒有愛的時候
[00:13:59.400 --> 00:14:01.400]  你的人生就會覺得很失敗
[00:14:01.400 --> 00:14:03.400]  你最終會很孤獨
[00:14:03.400 --> 00:14:05.400]  過你的一生
[00:14:05.400 --> 00:14:07.400]  怎樣愛
[00:14:07.400 --> 00:14:09.400]  怎樣去愛
[00:14:09.400 --> 00:14:11.400]  我們
[00:14:11.400 --> 00:14:13.400]  給你們一件震撼的東西
[00:14:13.400 --> 00:14:17.400]  看不看得到
[00:14:17.400 --> 00:14:19.400]  這個是我
[00:14:19.400 --> 00:14:21.400]  我怕嚇到大家
[00:14:21.400 --> 00:14:23.400]  所以給了一個模糊的鏡頭
[00:14:23.400 --> 00:14:25.400]  這是我結婚時候的照片
[00:14:25.400 --> 00:14:27.400]  不嚇大家
[00:14:27.400 --> 00:14:29.400]  雄一點
[00:14:29.400 --> 00:14:31.400]  愛
[00:14:31.400 --> 00:14:33.400]  今天想和大家分享一下
[00:14:33.400 --> 00:14:35.400]  我自己的經歷
[00:14:35.400 --> 00:14:37.400]  我以前
[00:14:37.400 --> 00:14:39.400]  特別是
[00:14:39.400 --> 00:14:41.400]  讀神學的時候
[00:14:41.400 --> 00:14:43.400]  我27歲
[00:14:43.400 --> 00:14:45.400]  讀神學
[00:14:45.400 --> 00:14:47.400]  那時候我讀神學的時候
[00:14:47.400 --> 00:14:49.400]  也是單身的
[00:14:49.400 --> 00:14:51.400]  我進去神學院
[00:14:51.400 --> 00:14:53.400]  有幾個姊妹都說
[00:14:53.400 --> 00:14:55.400]  誰嫁給你就好了
[00:14:55.400 --> 00:14:57.400]  真的有福了
[00:14:57.400 --> 00:14:59.400]  那幾個姊妹都是阿姨級
[00:14:59.400 --> 00:15:01.400]  結婚了,有兒女和孫子
[00:15:01.400 --> 00:15:05.400]  因為他們和我相處
[00:15:05.400 --> 00:15:07.400]  覺得我的人好像很好
[00:15:07.400 --> 00:15:09.400]  說真的
[00:15:09.400 --> 00:15:11.400]  那時候我的感覺也很良好
[00:15:11.400 --> 00:15:15.400]  我也覺得被人讚得多
[00:15:15.400 --> 00:15:17.400]  我也覺得自己也很好
[00:15:17.400 --> 00:15:19.400]  日後誰嫁給我,她就真的可以
[00:15:23.400 --> 00:15:25.400]  就是這樣
[00:15:25.400 --> 00:15:27.400]  那時候我真的覺得自己好像掉到凡間的天使一樣
[00:15:27.400 --> 00:15:33.400]  但是
[00:15:33.400 --> 00:15:35.400]  原來過往
[00:15:35.400 --> 00:15:37.400]  我活了
[00:15:37.400 --> 00:15:39.400]  30多年的好
[00:15:39.400 --> 00:15:43.400]  當我進入婚姻的時候
[00:15:43.400 --> 00:15:47.400]  我初時以為自己
[00:15:47.400 --> 00:15:49.400]  是一個很厲害的人
[00:15:49.400 --> 00:15:51.400]  結婚之前
[00:15:51.400 --> 00:15:53.400]  她的大愛足以改變我另一半
[00:15:53.400 --> 00:15:55.400]  一些我不喜歡的東西
[00:15:55.400 --> 00:15:59.400]  當我結婚的時候
[00:15:59.400 --> 00:16:01.400]  我經常覺得
[00:16:01.400 --> 00:16:03.400]  我看我的太太
[00:16:03.400 --> 00:16:05.400]  師母
[00:16:05.400 --> 00:16:07.400]  這樣不行,她要改
[00:16:07.400 --> 00:16:09.400]  那樣不行,她要改
[00:16:09.400 --> 00:16:11.400]  我每天都用盡不同的方法
[00:16:11.400 --> 00:16:13.400]  我以前是做輔導的
[00:16:13.400 --> 00:16:17.400]  後來她又覺得我很煩
[00:16:19.400 --> 00:16:21.400]  慢慢地
[00:16:21.400 --> 00:16:23.400]  我在婚姻裡
[00:16:23.400 --> 00:16:25.400]  經歷了
[00:16:25.400 --> 00:16:27.400]  又說愛是很開心的
[00:16:27.400 --> 00:16:29.400]  為什麼呢?
[00:16:29.400 --> 00:16:31.400]  我經常覺得好像很沉重
[00:16:31.400 --> 00:16:33.400]  很辛苦
[00:16:33.400 --> 00:16:35.400]  後來我發覺
[00:16:35.400 --> 00:16:39.400]  我和我的太太
[00:16:39.400 --> 00:16:41.400]  一起受那麼多苦
[00:16:41.400 --> 00:16:43.400]  原來很多時候是因為我自己的內心
[00:16:43.400 --> 00:16:45.400]  我經常內心覺得
[00:16:45.400 --> 00:16:47.400]  自己很多東西是對的
[00:16:47.400 --> 00:16:49.400]  很多的東西
