
[00:00:00.000 --> 00:00:06.500]  好,那我們來到我今年YS的最後一篇信息啦
[00:01:38.220 --> 00:01:42.520]  那第二個系列呢,我們就講了一個叫做"進擊的以色列人"
[00:01:42.520 --> 00:01:47.720]  那最主要呢,講的是以色列人去攻打加南地
[00:01:47.720 --> 00:01:50.620]  裏面兩個很大的主要的戰役啦
[00:01:50.620 --> 00:01:54.420]  就分別是攻打耶利哥城,和攻打艾城
[00:01:54.420 --> 00:01:56.820]  但是攻打艾城的時候呢
[00:01:56.820 --> 00:01:58.820]  就因爲有一個人叫阿肛
[00:01:58.820 --> 00:02:02.520]  就犯罪,就連累了以色列人的整個羣體
[00:02:02.520 --> 00:02:05.320]  那之後呢,我們有一個天道是講到呢
[00:02:05.320 --> 00:02:09.520]  以色列人之後和五個阿摩利王去交戰
[00:02:09.520 --> 00:02:11.420]  那就和上帝給一次配搭啦
[00:02:11.420 --> 00:02:15.020]  然後就令到連日月都停了下來去幫他們
[00:02:15.020 --> 00:02:16.720]  那這個就是我們的第二個系列
[00:02:16.720 --> 00:02:19.420]  那到了最後這個系列呢,就叫做"聚散有時"啦
[00:02:19.420 --> 00:02:23.720]  那主要環繞的就是講約書亞的晚年啦
[00:02:23.720 --> 00:02:26.320]  他按着這個耶和華的吩咐
[00:02:26.320 --> 00:02:29.820]  要將加南地的地方
[00:02:29.820 --> 00:02:32.920]  就是要經過這個佔溝的形式
[00:02:32.920 --> 00:02:36.620]  去分給以色列的各支派,讓他們得地爲業
[00:02:36.620 --> 00:02:38.820]  那我們有提過啦,就在講當中
[00:02:38.820 --> 00:02:43.220]  約書的子孫呢,就曾經想要求拿多些
[00:02:43.220 --> 00:02:45.620]  而上個禮拜埃弗雲也都講了另一篇的
[00:02:45.620 --> 00:02:49.220]  就是講說,當他們分完啦
[00:02:49.220 --> 00:02:52.020]  上帝要以色列人在他們的境內裏面呢
[00:02:52.020 --> 00:02:54.420]  要設置一個叫做"屠城"
[00:02:54.420 --> 00:02:57.420]  那令到那幫人,因爲有誤殺啦
[00:02:57.420 --> 00:03:00.520]  而需要着草的,無論是以色列人
[00:03:00.520 --> 00:03:03.120]  或者是一些寄居的外族啦
[00:03:03.120 --> 00:03:05.620]  都仍然有恩典,可以得到
[00:03:05.620 --> 00:03:08.320]  可以繼續活下去的一個恩典
[00:03:08.320 --> 00:03:11.420]  那講的是,這個是上帝
[00:03:11.420 --> 00:03:15.620]  是一個着重人生命的一個特殊的計劃
[00:03:15.620 --> 00:03:20.020]  和當時的近東文化那裏附近的人有很大分別
[00:03:20.020 --> 00:03:22.220]  因爲當時的文化是在講
[00:03:22.220 --> 00:03:25.120]  總之就是"以壓還壓",你怎樣對我,我怎樣對你
[00:03:25.120 --> 00:03:27.420]  但是這件事就很不同了
[00:03:27.420 --> 00:03:29.420]  那去到今天呢,我要講的就是
[00:03:29.420 --> 00:03:33.820]  當這裏這麼多的事已經完成了
[00:03:33.820 --> 00:03:35.720]  地都分了
[00:03:35.720 --> 00:03:38.620]  在以色列人裏面發生了一件事
[00:03:38.620 --> 00:03:40.820]  不過,講之前我們祈禱
[00:03:40.820 --> 00:03:42.120]  我們一起祈禱
[00:03:42.120 --> 00:03:44.620]  好天佛上帝,多謝禰
[00:03:44.620 --> 00:03:46.520]  多謝禰因爲禰養我們
[00:03:46.520 --> 00:03:48.420]  有禰的話語
[00:03:48.420 --> 00:03:51.520]  讓我們在禰的話語,在聖經當中
[00:03:51.520 --> 00:03:54.420]  我們能夠明白禰的心意
[00:03:54.420 --> 00:03:57.020]  但是神我相信
[00:03:57.020 --> 00:03:58.420]  正如我剛剛在敬拜堆裏所說
[00:03:58.420 --> 00:04:00.220]  我們渴望的
[00:04:00.220 --> 00:04:03.320]  不只是在知識頭腦上去認識禰
[00:04:03.320 --> 00:04:06.620]  我們很渴望的是真實地遇見禰
[00:04:06.620 --> 00:04:09.420]  很渴望的是禰親自教導我們
[00:04:09.420 --> 00:04:11.620]  究竟禰是一個怎樣的上帝
[00:04:11.620 --> 00:04:13.220]  所以神我求禰
[00:04:13.220 --> 00:04:15.020]  禰的靈臨到我們當中
[00:04:15.020 --> 00:04:17.020]  祝福我們每一個弟兄姊妹
[00:04:17.020 --> 00:04:19.620]  禰開開我們的心,開開我們的眼
[00:04:19.620 --> 00:04:20.920]  讓我們見到禰
[00:04:20.920 --> 00:04:23.320]  讓我們聽到禰對我們的說話
[00:04:23.320 --> 00:04:24.320]  求禰祝福我們
[00:04:24.320 --> 00:04:27.620]  祝福我們今天有一個願意去聆聽的耳朵
[00:04:27.620 --> 00:04:29.520]  去聽到禰的說話
[00:04:29.520 --> 00:04:30.920]  聽到禰對我們說話
[00:04:30.920 --> 00:04:32.320]  那就是禰聽我們祈禱的好靠託
[00:04:32.320 --> 00:04:34.620]  奉耶穌居得聖明子奇級
[00:04:34.620 --> 00:04:35.520]  好,剛剛好
[00:04:35.520 --> 00:04:39.420]  好,接着,今天的經文其實記載在
[00:04:39.420 --> 00:04:44.020]  約舒亞記的二十二章十字到三十四節
[00:04:44.020 --> 00:04:46.920]  所以其實有二十多節
[00:04:46.920 --> 00:04:48.820]  由於經文都挺長
[00:04:48.820 --> 00:04:50.320]  我都轉一轉
[00:04:50.320 --> 00:04:53.220]  我都知道我有時候讀經文也不是讀得好
[00:04:53.220 --> 00:04:56.220]  所以今天就不打算和大家讀經文了
[00:04:56.220 --> 00:04:58.420]  決定我們一邊看一邊解
[00:04:58.420 --> 00:05:00.420]  但是在講解之前
[00:05:00.420 --> 00:05:04.520]  都大概和大家講一講經文的背景
[00:05:04.520 --> 00:05:09.220]  背景其實之前Pastor Sandy也有提過
[00:05:09.220 --> 00:05:12.420]  在約舒亞記裏面一共有二十四章
[00:05:12.420 --> 00:05:14.420]  由十三章打後
[00:05:14.420 --> 00:05:16.220]  其實都是講一些分地的內容
[00:05:16.220 --> 00:05:19.620]  和約舒亞臨死前的一些遺言
[00:05:19.620 --> 00:05:20.720]  那到了今天
[00:05:20.720 --> 00:05:24.620]  到了二十二章的開始
[00:05:24.620 --> 00:05:27.320]  在第一五節其實已經講了
[00:05:27.320 --> 00:05:29.920]  就是講約舒亞其實召了
[00:05:29.920 --> 00:05:32.320]  河東的那兩個半支派的人來
[00:05:32.320 --> 00:05:33.520]  就和他們講
[00:05:33.520 --> 00:05:35.020]  說你們當天
[00:05:35.020 --> 00:05:38.120]  就是摩西和約舒亞對你們的吩咐
[00:05:38.120 --> 00:05:39.520]  你們都遵守了
[00:05:39.520 --> 00:05:41.020]  你們都聽了
[00:05:41.020 --> 00:05:42.620]  也都遵守了承諾
[00:05:42.620 --> 00:05:46.820]  和另外那九個半支派一起去攻打加南地
[00:05:46.820 --> 00:05:49.120]  所以現在你們可以回去
[00:05:49.120 --> 00:05:51.920]  當初摩西在河東
[00:05:51.920 --> 00:05:54.220]  答應給你們的那塊地
[00:05:54.220 --> 00:05:55.420]  你們可以回去
[00:05:55.420 --> 00:05:57.120]  你們可以回去自己的帳幕
[00:05:57.120 --> 00:05:59.020]  去得地爲業
[00:05:59.020 --> 00:06:01.520]  那十二支派就在整個約舒亞記裏
[00:06:01.520 --> 00:06:02.420]  去到這裏
[00:06:02.420 --> 00:06:04.020]  就從最初
[00:06:04.020 --> 00:06:06.920]  說約舒亞要帶領他們一起
[00:06:06.920 --> 00:06:10.020]  齊上齊下地去打加南地的時候
[00:06:10.020 --> 00:06:11.220]  一直到今天
[00:06:11.220 --> 00:06:13.320]  他們終於都完成了
[00:06:13.320 --> 00:06:15.620]  耶和華當日對他們的應許
[00:06:15.620 --> 00:06:18.020]  他們終於都拿到了加南地
[00:06:18.020 --> 00:06:21.120]  而今天他們終於到了分散的時候
[00:06:21.120 --> 00:06:24.620]  可以回去自己支派得到的土地裏
[00:06:24.620 --> 00:06:27.520]  開始了以色列人的另一葉
[00:06:27.520 --> 00:06:28.820]  不過
[00:06:28.820 --> 00:06:31.820]  就是在這個大家都分別的時候
[00:06:31.820 --> 00:06:34.220]  問題就出現了
[00:06:34.220 --> 00:06:36.220]  今天的經文說的就是
[00:06:36.220 --> 00:06:39.720]  這兩個半支派當他們正要回去的時候
[00:06:39.720 --> 00:06:42.520]  去到約丹河東那邊
[00:06:42.520 --> 00:06:44.120]  他們做了一件事
[00:06:44.120 --> 00:06:47.520]  而這件事導致以色列十二支派
[00:06:47.520 --> 00:06:49.620]  之間發生了一些爭執
[00:06:49.620 --> 00:06:54.420]  甚至是會引發到他們有打內戰的危機
[00:06:54.420 --> 00:06:56.520]  究竟發生了什麼事呢?
[00:06:56.520 --> 00:06:58.320]  在第十節裏面說
[00:06:58.320 --> 00:07:01.720]  裏面人和加德人和馬來西半支派的人
[00:07:01.720 --> 00:07:04.920]  到了加南地約丹河一帶的地方
[00:07:04.920 --> 00:07:07.320]  就在約丹河那裏捉一座坦
[00:07:07.320 --> 00:07:10.320]  一座高大壯觀的坦
[00:07:10.320 --> 00:07:13.620]  即是說這兩個半支派在回程的裏面
[00:07:13.620 --> 00:07:15.620]  即是回到河東的裏面
[00:07:15.620 --> 00:07:17.120]  去到約丹河附近
[00:07:17.120 --> 00:07:18.420]  就建了一個坦
[00:07:18.420 --> 00:07:20.620]  而且很高大
[00:07:20.620 --> 00:07:23.420]  當他們建完這個坦之後又發生了什麼事呢?
[00:07:23.420 --> 00:07:27.420]  河西那邊的人就知道了
[00:07:27.420 --> 00:07:28.920]  他們聽見了
[00:07:28.920 --> 00:07:29.620]  就說:
[00:07:29.620 --> 00:07:33.520]  裏面人,加德人,馬來西半支派的人
[00:07:33.520 --> 00:07:36.920]  在加南地對面,約丹河一帶的地方
[00:07:36.920 --> 00:07:39.120]  以色列人的境內
[00:07:39.120 --> 00:07:40.820]  捉了一座坦
[00:07:40.820 --> 00:07:43.520]  以色列人一聽見
[00:07:43.520 --> 00:07:45.920]  傳會衆的以色列人
[00:07:45.920 --> 00:07:47.520]  就聚集在士羅
[00:07:47.520 --> 00:07:51.220]  準備要去攻打他們
[00:07:51.220 --> 00:07:54.620]  如果你有留心剛剛我列出來的兩段經文
[00:07:54.620 --> 00:07:56.520]  其實兩段經文
[00:07:56.520 --> 00:07:59.120]  去描述那個坦
[00:07:59.120 --> 00:08:01.320]  是有點分別的
[00:08:01.320 --> 00:08:03.920]  爲了方便大家看我把兩段經文放在一起
[00:08:03.920 --> 00:08:07.920]  你就應該很容易看到
[00:08:07.920 --> 00:08:08.920]  在第十節
[00:08:08.920 --> 00:08:10.720]  他們形容
[00:08:10.720 --> 00:08:13.720]  那兩個半支派是去到約丹河
[00:08:13.720 --> 00:08:16.520]  加南地約丹河的一帶附近
[00:08:16.520 --> 00:08:18.420]  就建了那座坦
[00:08:18.420 --> 00:08:20.320]  但是當以色列人聽見的時候
[00:08:20.320 --> 00:08:22.120]  他們轉述的時候
[00:08:22.120 --> 00:08:25.820]  就變成了在加南地的對面
[00:08:25.820 --> 00:08:27.620]  約丹河的一帶
[00:08:27.620 --> 00:08:28.720]  有什麼分別呢?
[00:08:28.720 --> 00:08:29.620]  分別就是
[00:08:29.620 --> 00:08:33.320]  一邊是在建約丹河的河西
[00:08:33.320 --> 00:08:36.020]  而另一邊是在加南地的對面
[00:08:36.020 --> 00:08:39.220]  就是說原先美國約丹河的另一邊
[00:08:39.220 --> 00:08:40.820]  就是河東
[00:08:40.820 --> 00:08:44.420]  所以他們說的一邊是河西一邊是河東
[00:08:44.420 --> 00:08:47.420]  爲什麼會有這個分別呢?
[00:08:47.420 --> 00:08:49.120]  其實
[00:08:49.120 --> 00:08:49.920]  也不難理解
[00:08:49.920 --> 00:08:51.520]  因爲經文有寫
[00:08:51.520 --> 00:08:52.420]  經文裏面
[00:08:52.420 --> 00:08:53.620]  其實說的是
[00:08:53.620 --> 00:08:54.820]  河西的支派
[00:08:54.820 --> 00:08:57.220]  那九個半支派的以色列人
[00:08:57.220 --> 00:08:59.820]  他們其實只是在聽而已
[00:08:59.820 --> 00:09:01.420]  他們沒見過那個坦
[00:09:01.420 --> 00:09:04.220]  其實是一個什麼樣的坦?建在哪裏?
[00:09:04.220 --> 00:09:06.920]  他們不知道
[00:09:06.920 --> 00:09:08.120]  所以更加不要說
[00:09:08.120 --> 00:09:09.120]  究竟他們明不明白
[00:09:09.120 --> 00:09:10.520]  其實那兩個半支派
[00:09:10.520 --> 00:09:12.320]  爲什麼突然建了一個坦呢?
[00:09:12.320 --> 00:09:13.720]  原因是什麼呢?
[00:09:13.720 --> 00:09:15.520]  他們沒理
[00:09:15.520 --> 00:09:16.820]  他們經文裏面就這麼說
[00:09:16.820 --> 00:09:19.920]  他們單憑是當一下聽到
[00:09:19.920 --> 00:09:23.220]  他們就已經要召集人馬在士羅
[00:09:23.220 --> 00:09:27.820]  而準備去打河東那邊的兩個半支派
[00:09:27.820 --> 00:09:28.820]  可能你也會想
[00:09:28.820 --> 00:09:31.520]  這件事其實也挺衝動的
[00:09:31.520 --> 00:09:34.320]  竟然只是因爲聽到一些東西
[00:09:34.320 --> 00:09:35.820]  一些不是很證實的東西
[00:09:35.820 --> 00:09:40.120]  就已經打算打仗了
[00:09:40.120 --> 00:09:41.120]  不過大家可以想想
[00:09:41.120 --> 00:09:43.720]  其實他們在那個古代的社會
[00:09:43.720 --> 00:09:44.720]  那個世界
[00:09:44.720 --> 00:09:47.120]  其實要去求證一些事
[00:09:47.120 --> 00:09:50.320]  其實不是一件容易的事
[00:09:50.320 --> 00:09:50.720]  再說
[00:09:50.720 --> 00:09:52.820]  我們在我們今天這個社會
[00:09:52.820 --> 00:09:55.020]  其實資訊科技很發達
[00:09:55.020 --> 00:09:57.720]  消息很容易找到
[00:09:57.720 --> 00:09:59.120]  或者相對靈通一點
[00:09:59.120 --> 00:09:59.520]  這樣說
[00:09:59.520 --> 00:10:01.520]  或者準確一點
[00:10:01.520 --> 00:10:08.120]  我們也不會凡事去求證一些事實的真相
[00:10:08.120 --> 00:10:11.620]  我們同樣都已經是Take action的
[00:10:11.620 --> 00:10:14.120]  舉個例子
[00:10:14.120 --> 00:10:16.120]  2022年11月30日
[00:10:16.120 --> 00:10:19.420]  大家知不知道是什麼日子?
[00:10:19.420 --> 00:10:23.920]  又或者知不知道那天發生了什麼事?
[00:10:23.920 --> 00:10:25.220]  大家看你有沒有反應
[00:10:25.220 --> 00:10:26.620]  就是不知道了
[00:10:26.620 --> 00:10:27.920]  那天發生了什麼事?
[00:10:27.920 --> 00:10:28.620]  很重要
[00:10:28.620 --> 00:10:30.920]  我們作爲中國人
[00:10:30.920 --> 00:10:32.620]  我們要知道的
[00:10:32.620 --> 00:10:37.620]  就是中國前國家主席江澤民在那天死的
[00:10:37.620 --> 00:10:39.320]  是的
[00:10:39.320 --> 00:10:40.020]  但是
[00:10:40.020 --> 00:10:42.820]  如果你有點印象的話
[00:10:42.820 --> 00:10:44.420]  其實這個消息
[00:10:44.420 --> 00:10:48.420]  曾經在2011年7月6日
[00:10:48.420 --> 00:10:51.220]  同樣都聽過的
[00:10:51.220 --> 00:10:53.620]  就是當時的亞視新聞
[00:10:53.620 --> 00:10:56.320]  誤報了江澤民的死訊
[00:10:56.320 --> 00:10:59.720]  消息還不僅僅是香港看到的
[00:10:59.720 --> 00:11:01.920]  整個國際都關注着
[00:11:01.920 --> 00:11:03.320]  事隔一天之後
[00:11:03.320 --> 00:11:07.420]  新華社就發了澄清的稿
[00:11:07.420 --> 00:11:09.620]  去闢這個謠言
[00:11:09.620 --> 00:11:11.420]  而發稿之後
[00:11:11.420 --> 00:11:15.520]  當年的亞視就因爲要誤報信息
[00:11:15.520 --> 00:11:19.720]  就要跟江澤民本人和他的家人道歉
[00:11:19.720 --> 00:11:21.120]  還要因爲這件事
[00:11:21.120 --> 00:11:25.620]  亞視當時是被廣播事務管理局
[00:11:25.620 --> 00:11:28.720]  裁定了這個違反新聞準確守則
[00:11:28.720 --> 00:11:31.220]  罰了30萬
[00:11:31.220 --> 00:11:32.720]  所以你看到其實
[00:11:32.720 --> 00:11:34.420]  都不要說是我們了
[00:11:34.420 --> 00:11:37.020]  在做新聞的人都不是
[00:11:37.020 --> 00:11:39.120]  什麼都求證事實的
[00:11:39.120 --> 00:11:42.420]  爲什麼呢
[00:11:42.420 --> 00:11:45.320]  因爲我們要快
[00:11:45.320 --> 00:11:47.620]  在香港生活
[00:11:47.620 --> 00:11:49.920]  凡事要快
[00:11:49.920 --> 00:11:51.820]  要比別人快
[00:11:51.820 --> 00:11:53.920]  要有獨家
[00:11:53.920 --> 00:11:56.520]  這樣纔可以有收視
[00:11:56.520 --> 00:11:58.820]  有人點贊
[00:11:58.820 --> 00:12:01.620]  這些很重要
[00:12:01.620 --> 00:12:04.620]  所以在我們自己裏面
[00:12:04.620 --> 00:12:06.520]  其實我們一樣的
[00:12:06.520 --> 00:12:09.020]  我們在網上分享一些帖子
[00:12:09.020 --> 00:12:12.220]  追蹤一些別人的帖子
[00:12:12.220 --> 00:12:15.820]  又或者可能是你的朋友圈裏面
[00:12:15.820 --> 00:12:20.720]  發生一些很有味道的花生
[00:12:20.720 --> 00:12:23.620]  你去公諸同好之前
[00:12:23.620 --> 00:12:25.220]  其實我們有沒有真的去找過
[00:12:25.220 --> 00:12:26.420]  那個花生的事
[00:12:26.420 --> 00:12:28.420]  或者那個帖子說的東西
[00:12:28.420 --> 00:12:31.120]  有多真實呢
[00:12:31.120 --> 00:12:32.520]  我們有沒有理解過
[00:12:32.520 --> 00:12:34.920]  或者瞭解過那個事情的
[00:12:34.920 --> 00:12:36.720]  所有的切切末末
[00:12:36.720 --> 00:12:37.620]  我們才分享
[00:12:37.620 --> 00:12:40.220]  我們纔去談
[00:12:40.220 --> 00:12:41.920]  不會
[00:12:41.920 --> 00:12:43.820]  我想我們在公司
[00:12:43.820 --> 00:12:44.920]  即是職場裏面
[00:12:44.920 --> 00:12:46.220]  甚至在教會
[00:12:46.220 --> 00:12:50.420]  其實我們聽過不少的流言蜚語
[00:12:50.420 --> 00:12:52.620]  我們都不會去找那些真相
[00:12:52.620 --> 00:12:53.620]  甚至
[00:12:53.620 --> 00:12:55.020]  其實我們挺享受
[00:12:55.020 --> 00:12:57.020]  有這些這樣的傳言的存在
[00:12:57.020 --> 00:12:58.820]  你想想是吧
[00:12:58.820 --> 00:12:59.520]  因爲
[00:12:59.520 --> 00:13:02.320]  一來其實不關自己的事
[00:13:02.320 --> 00:13:04.020]  二來
[00:13:04.020 --> 00:13:06.720]  這些花生通常都很好喫的
[00:13:06.720 --> 00:13:09.020]  即是我們好人一點的話
[00:13:09.020 --> 00:13:10.620]  我最多就是看完
[00:13:10.620 --> 00:13:12.120]  不傳出去
[00:13:12.120 --> 00:13:13.620]  但是
[00:13:13.620 --> 00:13:14.420]  看電影的時候
[00:13:14.420 --> 00:13:16.420]  喫花生一定要繼續喫的
[00:13:16.420 --> 00:13:18.120]  那當然要留名
[00:13:18.120 --> 00:13:20.120]  不然下去看不到的
[00:13:20.120 --> 00:13:23.020]  但是作爲一個資深的花生友又怎樣呢
[00:13:23.020 --> 00:13:24.920]  難免就是在我們分享
[00:13:24.920 --> 00:13:27.020]  這些別人的帖子的時候
[00:13:27.020 --> 00:13:29.420]  加一兩句自己的見解
[00:13:29.420 --> 00:13:31.420]  智者是需要加見解的
[00:13:31.420 --> 00:13:32.220]  是不是
[00:13:32.220 --> 00:13:36.320]  這樣才能增加那件事的趣味
[00:13:36.320 --> 00:13:39.820]  這個是我們
[00:13:39.820 --> 00:13:40.220]  首先知道嗎
[00:13:40.220 --> 00:13:42.220]  我想提醒大家
[00:13:42.220 --> 00:13:42.820]  或者這樣說
[00:13:42.820 --> 00:13:45.020]  今天這個故事
[00:13:45.020 --> 00:13:47.720]  給我們第一句提醒就是
[00:13:47.720 --> 00:13:50.420]  很多時候衝突的出現
[00:13:50.420 --> 00:13:52.520]  雖然正常情況下
[00:13:52.520 --> 00:13:55.920]  是因爲當事人的一些衝動的反應
[00:13:55.920 --> 00:13:59.620]  或者他不經大怒的即時反應所引申到的
[00:13:59.620 --> 00:14:00.520]  是的
[00:14:00.520 --> 00:14:02.520]  有機會是的
[00:14:02.520 --> 00:14:05.420]  但是同時我們其實不可以忽略的是
[00:14:05.420 --> 00:14:08.020]  作爲旁觀的我們
[00:14:08.020 --> 00:14:10.820]  我們每一個聽見
[00:14:10.820 --> 00:14:13.920]  然後作出的下一個選擇
[00:14:13.920 --> 00:14:16.820]  究竟我們在做些什麼呢
[00:14:16.820 --> 00:14:21.020]  我們同樣也是要好好去想
[00:14:21.020 --> 00:14:23.820]  你會去求證當然很好
[00:14:23.820 --> 00:14:25.720]  但是如果你不會的話
[00:14:25.720 --> 00:14:29.020]  我想都要大家好好去考慮一下
[00:14:29.020 --> 00:14:32.720]  事情的當事人的立場
[00:14:32.720 --> 00:14:34.620]  因爲在你轉發的過程裏面
[00:14:34.620 --> 00:14:36.320]  其實你有機會
[00:14:36.320 --> 00:14:41.520]  成爲那個助長衝突的一份子
[00:14:41.520 --> 00:14:44.220]  所以今天頭幾節《基民》告訴我
[00:14:44.220 --> 00:14:45.920]  因爲衝突
[00:14:45.920 --> 00:14:49.920]  可以其實是很簡單地因爲一個聽見
[00:14:49.920 --> 00:14:52.920]  一個普通的猜疑
[00:14:52.920 --> 00:14:56.020]  就可以出現
[00:14:56.020 --> 00:14:58.420]  而事情繼續發酵下去
[00:14:58.420 --> 00:15:02.420]  其實我們很多時候都估計不到
[00:15:02.420 --> 00:15:05.420]  可能當日傳回去
[00:15:05.420 --> 00:15:08.120]  河西支派的那幫人
[00:15:08.120 --> 00:15:09.920]  看到他們起了壇
[00:15:09.920 --> 00:15:11.720]  其實可能真的想傳回去
[00:15:11.720 --> 00:15:15.220]  他們可能都沒有想過會打仗
[00:15:15.220 --> 00:15:18.920]  但是事情就是這樣發生
[00:15:18.920 --> 00:15:20.420]  所以我想我們需要警醒
[00:15:20.420 --> 00:15:23.420]  我們不要成爲了一些
[00:15:23.420 --> 00:15:30.020]  衝突裏面造成發酵的每個人
[00:15:30.020 --> 00:15:32.120]  好,故事繼續
[00:15:32.120 --> 00:15:33.920]  故事繼續的就是《慶幸》
[00:15:33.920 --> 00:15:36.520]  我們當時看到的就是河西支派
[00:15:36.520 --> 00:15:39.820]  雖然剛剛說了有意去攻打河東支派
[00:15:39.820 --> 00:15:45.820]  不過他們沒有不問原因,沒有立刻出手
[00:15:45.820 --> 00:15:48.820]  沒有打算打仗才說
[00:15:48.820 --> 00:15:53.320]  他們去了派了制施尼亞撒的兒子菲尼哈
[00:15:53.320 --> 00:15:58.120]  和十個首領去找河東支派去問原因
[00:15:58.120 --> 00:16:02.720]  就說你們指出他們爲自己建一個壇
[00:16:02.720 --> 00:16:04.520]  是撥弈耶和華
[00:16:04.520 --> 00:16:08.120]  是干犯上帝的一個行爲
[00:16:08.120 --> 00:16:09.920]  甚至他們害怕河東支派
[00:16:09.920 --> 00:16:11.320]  其實不是很記得
[00:16:11.320 --> 00:16:13.420]  究竟撥弈耶和華有多嚴重
[00:16:13.420 --> 00:16:15.120]  所以他們舉了個例
[00:16:15.120 --> 00:16:18.120]  說回以前曾經發生在以色列人中間的一些事
[00:16:18.120 --> 00:16:20.120]  去幫他們記得
[00:16:20.120 --> 00:16:21.820]  發生過什麼事呢?
[00:16:21.820 --> 00:16:24.320]  他們提過其中一件事就是說
[00:16:24.320 --> 00:16:28.720]  從前我們在皮爾犯的罪業
[00:16:28.720 --> 00:16:30.120]  皮爾發生過什麼事呢?
[00:16:30.120 --> 00:16:33.320]  在《文數記》25章1至18節裏面記載
[00:16:33.320 --> 00:16:35.720]  我不特意把你們的經文全部打出來,都挺長的
[00:16:35.720 --> 00:16:37.120]  就是說當時以色列人
[00:16:37.120 --> 00:16:39.120]  其實還沒進入迦南地
[00:16:39.120 --> 00:16:42.720]  在一旦河邊的摩押平原的時候
[00:16:42.720 --> 00:16:47.920]  當時的以色列民因爲受到一些外族
[00:16:47.920 --> 00:16:50.520]  就是摩押和迷顛人的影響
[00:16:50.520 --> 00:16:53.520]  他們就敬拜巴釐
[00:16:53.520 --> 00:16:54.820]  就是拜偶像
[00:16:54.820 --> 00:16:57.020]  而拜這個偶像的特別之處
[00:16:57.020 --> 00:16:58.920]  就是他們拜的過程
[00:16:58.920 --> 00:17:03.720]  是會和摩押的女子含淫
[00:17:03.720 --> 00:17:06.220]  最後究竟整件事怎麼結束呢?
[00:17:06.220 --> 00:17:10.120]  就是耶和華用瘟疫去懲罰他們
[00:17:10.120 --> 00:17:14.620]  當時死了大概二萬四千人
[00:17:14.620 --> 00:17:18.320]  而基本上第一代出埃及的以色列人
[00:17:18.320 --> 00:17:23.520]  也因爲這樣,在昆仁也基本上死光了
[00:17:23.520 --> 00:17:24.920]  你們的經文可以看到
[00:17:24.920 --> 00:17:25.920]  你們看到一句很有趣的
[00:17:25.920 --> 00:17:29.520]  是說到今天我們還沒洗淨者罪
[00:17:29.520 --> 00:17:32.720]  是不是說當時的懲罰到今天都還沒完呢?
[00:17:32.720 --> 00:17:33.920]  不是
[00:17:33.920 --> 00:17:36.920]  他說的是以色列人中間
[00:17:36.920 --> 00:17:39.920]  會選擇摩押耶和華的罪
[00:17:39.920 --> 00:17:42.420]  仍然發生在以色列的裏面
[00:17:42.420 --> 00:17:44.420]  他們仍然會犯這類型的罪
