
[00:00:00.000 --> 00:00:07.000]  在領受神的話的開始 我們同心而禱告耀望主
[00:02:03.000 --> 00:02:08.000]  我們打開剛才的經文 彼得前書第二章
[00:02:08.000 --> 00:02:12.000]  就是聖經的一千八百三十八頁
[00:02:12.000 --> 00:02:15.000]  剛才的第十三節一開始就說了
[00:02:15.000 --> 00:02:20.000]  所以要準備好你們的心 警醒謹慎
[00:02:20.000 --> 00:02:26.000]  專心盼望耶穌基督顯現的時候所帶給你們的恩典
[00:02:26.000 --> 00:02:31.000]  他鼓勵我們就是要專心盼望耶穌基督的再來
[00:02:31.000 --> 00:02:34.000]  這裡說要預備好你們的心
[00:02:34.000 --> 00:02:38.000]  如果我們看旁邊和合本翻譯的時候
[00:02:38.000 --> 00:02:42.000]  就用約束你的心 而且說得很清楚
[00:02:42.000 --> 00:02:49.000]  原文的意思是什麼呢 就是在我們的心裡面要束腰
[00:02:49.000 --> 00:02:51.000]  所以意思是什麼呢
[00:02:51.000 --> 00:02:56.000]  其實那個景象就好像以色列人他們出埃及
[00:02:56.000 --> 00:03:00.000]  他們經歷上帝的拯救的那個晚上面
[00:03:00.000 --> 00:03:03.000]  他們要聽從上帝的吩咐
[00:03:03.000 --> 00:03:07.000]  就是要在那個晚上面吃如御節的羊羔
[00:03:07.000 --> 00:03:11.000]  吃的時候要束腰 束帶 要警醒
[00:03:11.000 --> 00:03:17.000]  要穿鞋 手裡拿著獎 然後這樣趕緊去吃羊羔
[00:03:17.000 --> 00:03:20.000]  因為他們隨時就要走了
[00:03:20.000 --> 00:03:25.000]  是用那種預備好隨時出發警醒的狀況
[00:03:25.000 --> 00:03:28.000]  去迎接上帝的拯救
[00:03:28.000 --> 00:03:31.000]  這個圖畫束腰又有
[00:03:31.000 --> 00:03:34.000]  好像在盧卡波音裡面十二章裡面說的
[00:03:34.000 --> 00:03:36.000]  耶穌說的一個比喻
[00:03:36.000 --> 00:03:42.000]  善瀑和惡瀑的比喻當中 祂說那些警醒的僕人
[00:03:42.000 --> 00:03:48.000]  他們是束上腰 點燭燈 然後等主人回來
[00:03:48.000 --> 00:03:52.000]  不要行難 不要沉醉於自己的事情當中
[00:03:52.000 --> 00:03:57.000]  在這裡第一章十三節所說的束腰
[00:03:57.000 --> 00:04:02.000]  或者預備好你的心 就是帶著這種警醒的心
[00:04:02.000 --> 00:04:06.000]  去預備迎接主的再臨
[00:04:06.000 --> 00:04:13.000]  彼得說這番話其實是要經過當時在患難之中的信徒
[00:04:13.000 --> 00:04:18.000]  提醒他們要專心盼望耶穌基督的再臨
[00:04:18.000 --> 00:04:22.000]  這個也是對我們今天的信徒提醒
[00:04:22.000 --> 00:04:30.000]  同時我們需要保持警醒 盼望耶穌基督的再臨
[00:04:30.000 --> 00:04:33.000]  祂再來帶給我們那個恩典
[00:04:33.000 --> 00:04:36.000]  我們好像感覺耶穌基督何時來呢?
[00:04:36.000 --> 00:04:40.000]  好像還未到 但是耶穌告訴我們祂隨時都會到
[00:04:40.000 --> 00:04:42.000]  我們需要有這份警醒
[00:04:42.000 --> 00:04:45.000]  在我們的內心裡面好像束上腰一樣
[00:04:45.000 --> 00:04:47.000]  隨時的去到預備好
[00:04:47.000 --> 00:04:49.000]  怎樣預備好呢?
[00:04:49.000 --> 00:04:51.000]  聖潔的生活是很重要
[00:04:51.000 --> 00:04:54.000]  彼得他提出了幾個重要的事實
[00:04:54.000 --> 00:04:59.000]  去鼓勵信徒在生活上要跟從上帝的旨意
[00:04:59.000 --> 00:05:04.000]  首先彼得提醒了信徒他們要認識自己的身份
[00:05:04.000 --> 00:05:06.000]  認識自己的身份
[00:05:06.000 --> 00:05:09.000]  他說既然有這個身份的話
[00:05:09.000 --> 00:05:14.000]  就應該有相應配合這個身份的回應
[00:05:14.000 --> 00:05:17.000]  身份是很重要的
[00:05:17.000 --> 00:05:18.000]  怎樣重要呢?
[00:05:18.000 --> 00:05:22.000]  最近我們聽到說來英國換首相
[00:05:22.000 --> 00:05:29.000]  一個花絮就是說首相府發聲明說
[00:05:29.000 --> 00:05:32.000]  雖然首相會換人
[00:05:32.000 --> 00:05:34.000]  舊的首相要離開
[00:05:34.000 --> 00:05:36.000]  新的首相要進來
[00:05:36.000 --> 00:05:39.000]  但是首相府的貓就不用離開
[00:05:39.000 --> 00:05:41.000]  雖然他是舊的主人選
[00:05:41.000 --> 00:05:42.000]  為什麼呢?
[00:05:42.000 --> 00:05:44.000]  因為他是公務員
[00:05:44.000 --> 00:05:47.000]  他在首相府是有公職的
[00:05:47.000 --> 00:05:49.000]  要負責捉裡面的老鼠
[00:05:49.000 --> 00:05:51.000]  他有這個公職
[00:05:51.000 --> 00:05:54.000]  他是公務員所以可以留下
[00:05:54.000 --> 00:05:55.000]  為什麼呢?
[00:05:55.000 --> 00:05:57.000]  因為他的身份
[00:05:57.000 --> 00:05:59.000]  既然有這個身份
[00:05:59.000 --> 00:06:04.000]  就有相應的安排和方向
[00:06:04.000 --> 00:06:07.000]  我們看第十四節
[00:06:07.000 --> 00:06:10.000]  你們既然是信服的兒女
[00:06:10.000 --> 00:06:13.000]  就不要再效法從前無知的時候
[00:06:13.000 --> 00:06:16.000]  放縱私慾的生活
[00:06:16.000 --> 00:06:18.000]  這裡說既然
[00:06:18.000 --> 00:06:20.000]  既然我們有這個身份
[00:06:20.000 --> 00:06:24.000]  這個身份就是信服的兒女
[00:06:24.000 --> 00:06:27.000]  我們既然是神的兒女的時候
[00:06:27.000 --> 00:06:29.000]  我們相應的本份是什麼呢?
[00:06:29.000 --> 00:06:32.000]  他告訴我們是信服
[00:06:32.000 --> 00:06:37.000]  離開以前未信無知的時候
[00:06:37.000 --> 00:06:40.000]  那個階段的一些行為
[00:06:40.000 --> 00:06:41.000]  不適當的行為
[00:06:41.000 --> 00:06:44.000]  就好像一些小朋友
[00:06:44.000 --> 00:06:45.000]  當他無知的時候
[00:06:45.000 --> 00:06:48.000]  不認識自己真正的
[00:06:48.000 --> 00:06:50.000]  應該做什麼的時候
[00:06:50.000 --> 00:06:52.000]  在那個無知的階段的時候
[00:06:52.000 --> 00:06:54.000]  這些小朋友可能覺得
[00:06:54.000 --> 00:06:56.000]  眼前我的選擇
[00:06:56.000 --> 00:06:57.000]  我喜歡玩的那件事
[00:06:57.000 --> 00:06:59.000]  我喜歡做的那件事
[00:06:59.000 --> 00:07:02.000]  即時的開心就行了
[00:07:02.000 --> 00:07:03.000]  但是父母
[00:07:03.000 --> 00:07:05.000]  我們作為父母知道
[00:07:05.000 --> 00:07:07.000]  我們其實比子女更加了解
[00:07:07.000 --> 00:07:09.000]  他們生活應該走的方向
[00:07:09.000 --> 00:07:13.000]  知道他的選擇會帶來什麼後果
[00:07:13.000 --> 00:07:15.000]  所以做子女的
[00:07:15.000 --> 00:07:18.000]  應該對父母一種的服從
[00:07:18.000 --> 00:07:20.000]  這種服從是在回應
[00:07:20.000 --> 00:07:24.000]  父母對兒女那種的關心和愛護
[00:07:24.000 --> 00:07:25.000]  同樣的我們的神
[00:07:25.000 --> 00:07:29.000]  其實是知道我們人生的道路
[00:07:29.000 --> 00:07:32.000]  祂知道我們作的選擇
[00:07:32.000 --> 00:07:35.000]  帶來的後果是什麼
[00:07:35.000 --> 00:07:37.000]  祂真正的能夠愛護我們
[00:07:37.000 --> 00:07:38.000]  去守護我們
[00:07:38.000 --> 00:07:41.000]  所以我們應該去服侍祂
[00:07:41.000 --> 00:07:42.000]  去信服祂
[00:07:42.000 --> 00:07:43.000]  所以他們說
[00:07:43.000 --> 00:07:47.000]  既然我們是信服天父的兒女
[00:07:47.000 --> 00:07:52.000]  就不要去跟從這個世界
[00:07:52.000 --> 00:07:56.000]  甚至被這個世界所同化
[00:07:56.000 --> 00:07:58.000]  這裡所說的
[00:07:58.000 --> 00:08:01.000]  就是不要效法
[00:08:01.000 --> 00:08:02.000]  不要效法這個字眼
[00:08:02.000 --> 00:08:07.000]  就好像和羅馬書十二章第二節
[00:08:07.000 --> 00:08:09.000]  他說不要效法這個世界一樣
[00:08:09.000 --> 00:08:10.000]  是同一個字
[00:08:10.000 --> 00:08:11.000]  不要跟從它
[00:08:11.000 --> 00:08:12.000]  不要跟它認同
[00:08:12.000 --> 00:08:15.000]  不要被它同化了我們
[00:08:15.000 --> 00:08:20.000]  以至於甚至是放縱了我們自己的慾望
[00:08:20.000 --> 00:08:22.000]  其實彼得在這本書裡面
[00:08:22.000 --> 00:08:23.000]  第一章裡面一早就說了
[00:08:23.000 --> 00:08:25.000]  用了信服這個字眼
[00:08:25.000 --> 00:08:28.000]  去形容當時教會的信徒
[00:08:28.000 --> 00:08:29.000]  我們看第二節
[00:08:29.000 --> 00:08:30.000]  他就說
[00:08:30.000 --> 00:08:32.000]  形容當時的信徒受信的人是什麼呢
[00:08:32.000 --> 00:08:37.000]  就是照著父神的御資蒙簡選
[00:08:37.000 --> 00:08:40.000]  藉著聖靈得成聖潔
[00:08:40.000 --> 00:08:41.000]  因而信服
[00:08:41.000 --> 00:08:44.000]  並且被耶穌基督的血打過的人
[00:08:44.000 --> 00:08:48.000]  願因為平安多多地加給你們
[00:08:48.000 --> 00:08:50.000]  信徒的信服是因為什麼
[00:08:50.000 --> 00:08:51.000]  是藉著聖靈
[00:08:51.000 --> 00:08:54.000]  以至於得到聖潔
[00:08:54.000 --> 00:08:57.000]  是耶穌基督潔淨他們的結果
[00:08:57.000 --> 00:09:00.000]  是因為信徒已經經歷了生命的改變
[00:09:00.000 --> 00:09:02.000]  經歷了上帝的請求
[00:09:02.000 --> 00:09:03.000]  有不同的生命
[00:09:03.000 --> 00:09:04.000]  有不同的身份
[00:09:04.000 --> 00:09:07.000]  所以應該並且有能力
[00:09:07.000 --> 00:09:10.000]  去脫離了我們過往的私慾
[00:09:10.000 --> 00:09:13.000]  現在就是一個信服天父的兒女
[00:09:13.000 --> 00:09:17.000]  有不同的身份和取向
[00:09:17.000 --> 00:09:19.000]  今天我們信主的人
[00:09:19.000 --> 00:09:22.000]  都已經經歷了生命的改變
[00:09:22.000 --> 00:09:24.000]  我們要離開在信主之前
[00:09:24.000 --> 00:09:29.000]  也要離開這個世俗的思想的行為
[00:09:29.000 --> 00:09:32.000]  我們面對我們生活的挑戰的時候
[00:09:32.000 --> 00:09:35.000]  好像當時彼得前書的受眾
[00:09:35.000 --> 00:09:38.000]  他們都面對生活裏面的挑戰艱難
[00:09:38.000 --> 00:09:42.000]  彼得說很重要的就是信服天父
[00:09:42.000 --> 00:09:44.000]  因為我們的身份不同了
[00:09:44.000 --> 00:09:46.000]  有聖靈住在我們裏面
[00:09:46.000 --> 00:09:49.000]  我們應該有不同的價值的取向
[00:09:49.000 --> 00:09:50.000]  這個價值的取向
[00:09:50.000 --> 00:09:53.000]  聖潔是一個很重要的方向
[00:09:53.000 --> 00:09:55.000]  所以彼得接著提醒信徒
[00:09:55.000 --> 00:09:58.000]  他說要認識這位聖潔的上帝
[00:09:58.000 --> 00:10:00.000]  和我們的關係
[00:10:00.000 --> 00:10:02.000]  十五和十六節這樣說
[00:10:02.000 --> 00:10:05.000]  那照你們的既是聖潔
[00:10:05.000 --> 00:10:07.000]  你們在一切所行的事上
[00:10:07.000 --> 00:10:09.000]  你們也要聖潔
[00:10:09.000 --> 00:10:11.000]  因為聖經上記著說
[00:10:11.000 --> 00:10:13.000]  你們要聖潔
[00:10:13.000 --> 00:10:16.000]  因為我是聖潔的
[00:10:16.000 --> 00:10:21.000]  十六節這句話其實是出自利美記
[00:10:21.000 --> 00:10:24.000]  第十一章裏面的聖經
[00:10:24.000 --> 00:10:25.000]  在那裏這樣說
[00:10:25.000 --> 00:10:26.000]  因為我是耶和華
[00:10:26.000 --> 00:10:30.000]  曾將你們在埃及地上領出來
[00:10:30.000 --> 00:10:32.000]  為了作你們的神
[00:10:32.000 --> 00:10:33.000]  你們要分別為聖
[00:10:33.000 --> 00:10:36.000]  因為我是聖潔的
[00:10:36.000 --> 00:10:38.000]  這裏利美記是在說
[00:10:38.000 --> 00:10:40.000]  在律法裏面對以色列人
[00:10:40.000 --> 00:10:44.000]  他們的要求和生活的指導
[00:10:44.000 --> 00:10:46.000]  在經文當中其實提出了很多
[00:10:46.000 --> 00:10:48.000]  很多的生活的細節
[00:10:48.000 --> 00:10:49.000]  應該吃甚麼
[00:10:49.000 --> 00:10:50.000]  不應該吃甚麼
[00:10:50.000 --> 00:10:51.000]  應該做甚麼
[00:10:51.000 --> 00:10:52.000]  不應該做甚麼
[00:10:52.000 --> 00:10:53.000]  很細節地說
[00:10:53.000 --> 00:10:55.000]  似乎是生活的不同的範圍
[00:10:55.000 --> 00:10:57.000]  都涉及到
[00:10:57.000 --> 00:11:00.000]  都要去跟從上帝的旨意
[00:11:00.000 --> 00:11:02.000]  正正在第十五節裏面說
[00:11:02.000 --> 00:11:05.000]  既然照我們的是聖潔的話
[00:11:05.000 --> 00:11:06.000]  在一切的事上
[00:11:06.000 --> 00:11:09.000]  很多的細節都需要跟從神
[00:11:09.000 --> 00:11:12.000]  這一切是說所有的事情
[00:11:12.000 --> 00:11:14.000]  也就是說所有的時間
[00:11:14.000 --> 00:11:15.000]  所有的場合
[00:11:15.000 --> 00:11:16.000]  我們所做的事
[00:11:16.000 --> 00:11:19.000]  我們都需要留心
[00:11:19.000 --> 00:11:21.000]  我們做基督徒
[00:11:21.000 --> 00:11:23.000]  我們知道不是去遵守
[00:11:23.000 --> 00:11:28.000]  一堆很外表的律法和儀式
[00:11:28.000 --> 00:11:32.000]  很重要的是信服天父的旨意
[00:11:32.000 --> 00:11:35.000]  所以不是只是說條文說的東西
[00:11:35.000 --> 00:11:36.000]  而是我們的生活裏面
[00:11:36.000 --> 00:11:37.000]  每一樣東西
[00:11:37.000 --> 00:11:39.000]  我們都應該去想想
[00:11:39.000 --> 00:11:41.000]  我怎樣去跟從
[00:11:41.000 --> 00:11:43.000]  去信服天父的旨意
[00:11:43.000 --> 00:11:45.000]  這個才是我們說的
[00:11:45.000 --> 00:11:47.000]  聖潔的生命的追求
[00:11:47.000 --> 00:11:48.000]  這個聖潔的生命
[00:11:48.000 --> 00:11:53.000]  不是說只是裏面思想的想法
[00:11:53.000 --> 00:11:54.000]  而是說我們
[00:11:54.000 --> 00:11:55.000]  也都是外表
[00:11:55.000 --> 00:11:57.000]  我們的生活的行為
[00:11:57.000 --> 00:11:59.000]  我們的習慣當中
[00:11:59.000 --> 00:12:01.000]  應該要表現出來
[00:12:01.000 --> 00:12:03.000]  雖然不是要遵守
[00:12:03.000 --> 00:12:05.000]  很死板的條文
[00:12:05.000 --> 00:12:07.000]  但是每一件事
[00:12:07.000 --> 00:12:09.000]  其實我們都需要去留心
[00:12:09.000 --> 00:12:11.000]  究竟上帝喜歡我
[00:12:11.000 --> 00:12:12.000]  怎樣去做
[00:12:12.000 --> 00:12:14.000]  在每一件事上我們要留心
[00:12:14.000 --> 00:12:18.000]  不要隨從世俗的風氣
[00:12:18.000 --> 00:12:20.000]  在我們日常的生活當中
[00:12:20.000 --> 00:12:21.000]  可能甚至很簡單到
[00:12:21.000 --> 00:12:23.000]  我們去選擇些什麼
[00:12:23.000 --> 00:12:25.000]  我們買些什麼
[00:12:25.000 --> 00:12:27.000]  可能都會
[00:12:27.000 --> 00:12:30.000]  背後有我們一些動機
[00:12:30.000 --> 00:12:31.000]  我們一些的想法
[00:12:31.000 --> 00:12:33.000]  我們的思想
[00:12:33.000 --> 00:12:36.000]  我們買一件東西的時候
[00:12:36.000 --> 00:12:37.000]  可能是因為
[00:12:37.000 --> 00:12:39.000]  它是什麼呢
[00:12:39.000 --> 00:12:41.000]  是因為它適合我用
[00:12:41.000 --> 00:12:43.000]  這個很正常
[00:12:43.000 --> 00:12:44.000]  如果當我買東西的時候
[00:12:44.000 --> 00:12:47.000]  是因為它是名牌
[00:12:47.000 --> 00:12:48.000]  名牌都可能是有意義的
[00:12:48.000 --> 00:12:51.000]  因為可能我簡化一點
[00:12:51.000 --> 00:12:52.000]  名牌就有質素保證
[00:12:52.000 --> 00:12:54.000]  我就不會受到虧損
[00:12:54.000 --> 00:12:55.000]  不過如果我想買一個名牌
[00:12:55.000 --> 00:12:58.000]  為了證明我的身份
[00:12:58.000 --> 00:13:00.000]  證明我的經濟
[00:13:00.000 --> 00:13:01.000]  證明我的品味
[00:13:01.000 --> 00:13:04.000]  這個我就要小心
[00:13:04.000 --> 00:13:05.000]  我們在做每一件事上
[00:13:05.000 --> 00:13:06.000]  我們要留心
[00:13:06.000 --> 00:13:08.000]  我們自己生活的選擇
[00:13:08.000 --> 00:13:10.000]  我們選擇的工作
[00:13:10.000 --> 00:13:12.000]  青年人選擇拍拖的對象
[00:13:12.000 --> 00:13:14.000]  這些我們都需要留心
[00:13:14.000 --> 00:13:16.000]  究竟上帝對我們的旨意
[00:13:16.000 --> 00:13:18.000]  是什麼呢
[00:13:18.000 --> 00:13:19.000]  怎樣想去到聖潔
[00:13:19.000 --> 00:13:21.000]  剛才十三節已經提示我們
[00:13:21.000 --> 00:13:22.000]  要約束自己的心
[00:13:22.000 --> 00:13:23.000]  要預備好
[00:13:23.000 --> 00:13:24.000]  要脫離罪
[00:13:24.000 --> 00:13:26.000]  要謹慎的生活
[00:13:26.000 --> 00:13:29.000]  在後面的十四、十五節
[00:13:29.000 --> 00:13:30.000]  有提醒我們
[00:13:30.000 --> 00:13:32.000]  因為上帝是聖潔
[00:13:32.000 --> 00:13:34.000]  所以我們要聖潔
[00:13:34.000 --> 00:13:36.000]  告訴我們我們要像上帝
[00:13:36.000 --> 00:13:38.000]  像上帝我們聽起來
[00:13:38.000 --> 00:13:40.000]  我們開始有點害怕
[00:13:40.000 --> 00:13:41.000]  嘩 上帝那麼高超
[00:13:41.000 --> 00:13:44.000]  我們怎麼可能像他呢
[00:13:44.000 --> 00:13:46.000]  其實上帝不是告訴我們
[00:13:46.000 --> 00:13:48.000]  我們要等於上帝
[00:13:48.000 --> 00:13:49.000]  是不可能的
[00:13:49.000 --> 00:13:52.000]  而是我們像上帝的意思
[00:13:52.000 --> 00:13:54.000]  是因為我們根本已經像上帝
[00:13:54.000 --> 00:13:57.000]  是因為我們人受造的時候
[00:13:57.000 --> 00:14:00.000]  上帝是按照他的形象
[00:14:00.000 --> 00:14:02.000]  造我們的
[00:14:02.000 --> 00:14:05.000]  我們根本是有上帝的形象
[00:14:05.000 --> 00:14:07.000]  我們的本質就是
[00:14:07.000 --> 00:14:09.000]  我們像上帝
[00:14:09.000 --> 00:14:11.000]  只不過是要求提醒我們
[00:14:11.000 --> 00:14:13.000]  我們應該去活出
[00:14:13.000 --> 00:14:16.000]  這種神給我們的形象
[00:14:16.000 --> 00:14:18.000]  在《彼得前書》後面
[00:14:18.000 --> 00:14:19.000]  第二章第九節
[00:14:19.000 --> 00:14:21.000]  大家很熟悉的提醒我們
[00:14:21.000 --> 00:14:23.000]  我們是屬於有君尊的祭祀
[00:14:23.000 --> 00:14:25.000]  在聖潔的國度
[00:14:25.000 --> 00:14:27.000]  是神的指紋
[00:14:27.000 --> 00:14:28.000]  既然是神的指紋
[00:14:28.000 --> 00:14:31.000]  我們就應該去賜祂
[00:14:31.000 --> 00:14:34.000]  遠離一切的不義和污穢
[00:14:34.000 --> 00:14:35.000]  所以聖經鼓勵我們
[00:14:35.000 --> 00:14:37.000]  去過聖潔的生活
[00:14:37.000 --> 00:14:38.000]  要像上帝的時候
[00:14:38.000 --> 00:14:41.000]  不是將一些外面的東西
[00:14:41.000 --> 00:14:43.000]  額外的東西加給我們
[00:14:43.000 --> 00:14:45.000]  而是按照我們已經有的
[00:14:45.000 --> 00:14:48.000]  上帝的形象去提醒我們
[00:14:48.000 --> 00:14:49.000]  去鼓勵我們
[00:14:49.000 --> 00:14:51.000]  去藉著聖靈
[00:14:51.000 --> 00:14:54.000]  我們去活出那份聖潔
[00:14:54.000 --> 00:14:58.000]  接著彼得也繼續提醒一班信徒
[00:14:58.000 --> 00:15:01.000]  他們要認識神對自己
[00:15:01.000 --> 00:15:04.000]  對我們永恆的旨意
[00:15:04.000 --> 00:15:05.000]  十七節那裡這樣說
[00:15:05.000 --> 00:15:07.000]  你們既稱那不偏待人
[00:15:07.000 --> 00:15:10.000]  按各人行為審判的主為父
[00:15:10.000 --> 00:15:12.000]  就當全敬畏的心
[00:15:12.000 --> 00:15:15.000]  過你們寄居的日子
[00:15:15.000 --> 00:15:17.000]  如果我們看第一節
[00:15:17.000 --> 00:15:19.000]  一章一節已經提醒
[00:15:19.000 --> 00:15:21.000]  其實一稱呼他們的時候
[00:15:21.000 --> 00:15:25.000]  就提醒他們在世上是寄居
[00:15:25.000 --> 00:15:27.000]  而在這裡特別是說什麼呢?
[00:15:27.000 --> 00:15:31.000]  既然那位審判萬民的人
[00:15:31.000 --> 00:15:32.000]  那位的神
[00:15:32.000 --> 00:15:35.000]  他是按照公義去審判
[00:15:35.000 --> 00:15:38.000]  而我們今天竟然能夠稱他為父
[00:15:38.000 --> 00:15:40.000]  這麼親密的稱呼的時候
[00:15:40.000 --> 00:15:42.000]  是因為我們得著耶穌基督的拯救
[00:15:42.000 --> 00:15:44.000]  以至於避過
[00:15:44.000 --> 00:15:48.000]  避免了那種永遠的刑罰
[00:15:48.000 --> 00:15:50.000]  所以我們經歷了這種恩典的時候
[00:15:50.000 --> 00:15:52.000]  我們應該去到警醒
[00:15:52.000 --> 00:15:53.000]  全敬畏的心
[00:15:53.000 --> 00:15:55.000]  而我們今天所過的日子
[00:15:55.000 --> 00:15:58.000]  是一個寄居的狀態
[00:15:58.000 --> 00:16:00.000]  好像暫時住在這裡
[00:16:00.000 --> 00:16:04.000]  就好像我們暫時出到外地
[00:16:04.000 --> 00:16:06.000]  遲早都要回到家裡
[00:16:06.000 --> 00:16:08.000]  在暫時的地方
[00:16:08.000 --> 00:16:10.000]  我們不會太緊張
[00:16:10.000 --> 00:16:13.000]  裡面所經歷的一些特質
[00:16:13.000 --> 00:16:15.000]  所以在這裡他告訴我們
[00:16:15.000 --> 00:16:17.000]  其實我們只是在寄居
[00:16:17.000 --> 00:16:18.000]  這樣的時候
[00:16:18.000 --> 00:16:21.000]  我們應該有一個敬畏的心
[00:16:21.000 --> 00:16:23.000]  去警覺到現在的事情
[00:16:23.000 --> 00:16:25.000]  只是一個暫時的事情
[00:16:25.000 --> 00:16:28.000]  而神是為我們每一個屬於他的人
[00:16:28.000 --> 00:16:30.000]  為神家裡面的人所預備的
[00:16:30.000 --> 00:16:32.000]  其實不是審判
[00:16:32.000 --> 00:16:35.000]  而是將來一個榮耀的基業
[00:16:35.000 --> 00:16:37.000]  我們看一章第四節
[00:16:37.000 --> 00:16:38.000]  所得的是什麼呢?
[00:16:38.000 --> 00:16:40.000]  可以得著不能撓壞
[00:16:40.000 --> 00:16:41.000]  不能玷污
[00:16:41.000 --> 00:16:42.000]  不能璀璨
[00:16:42.000 --> 00:16:46.000]  為你們存留在天上的基業
[00:16:46.000 --> 00:16:49.000]  這個就是一個永恆的
[00:16:49.000 --> 00:16:51.000]  一個永遠的福分
[00:16:51.000 --> 00:16:52.000]  這個不能撓壞
[00:16:52.000 --> 00:16:53.000]  不能玷污
[00:16:53.000 --> 00:16:55.000]  不能璀璨的賞賜
[00:16:55.000 --> 00:16:59.000]  以至於當我們這樣去盼望的時候
[00:16:59.000 --> 00:17:01.000]  我們就能夠忍耐
[00:17:01.000 --> 00:17:03.000]  今天我們所受的患難
[00:17:03.000 --> 00:17:05.000]  以至於能夠喜樂
[00:17:05.000 --> 00:17:07.000]  第六節至第七節
[00:17:07.000 --> 00:17:08.000]  又這樣告訴我們
[00:17:08.000 --> 00:17:10.000]  因為你們要喜樂
[00:17:10.000 --> 00:17:11.000]  因此你們要喜樂
[00:17:11.000 --> 00:17:15.000]  然而你們現今在各種自然當中
[00:17:15.000 --> 00:17:18.000]  或許暫時會難過
[00:17:18.000 --> 00:17:20.000]  亦要叫你們的信心
[00:17:20.000 --> 00:17:23.000]  經過四年就比那被火煉過
[00:17:23.000 --> 00:17:26.000]  仍會撓壞的金紙更寶貴
[00:17:26.000 --> 00:17:28.000]  可以在耶穌基督顯現的時候
[00:17:28.000 --> 00:17:32.000]  得著稱讚、榮耀和尊貴
[00:17:32.000 --> 00:17:34.000]  既然在前面
[00:17:34.000 --> 00:17:36.000]  在將來永恆的日子裡面
[00:17:36.000 --> 00:17:38.000]  有這樣的獎賞等著我們的時候
[00:17:38.000 --> 00:17:41.000]  彼得就說我們可以輕看
[00:17:41.000 --> 00:17:44.000]  我們今天所發生的事情
[00:17:44.000 --> 00:17:45.000]  他的意思是說
[00:17:45.000 --> 00:17:46.000]  裡面的得失
[00:17:46.000 --> 00:17:49.000]  我們不需要去到太過的緊張
[00:17:49.000 --> 00:17:51.000]  我們應該注目的
[00:17:51.000 --> 00:17:52.000]  就是永恆
[00:17:52.000 --> 00:17:54.000]  有永恆價值的事情
[00:17:54.000 --> 00:17:56.000]  永恆價值就是說
[00:17:56.000 --> 00:18:00.000]  是上帝的公義和慈愛
[00:18:00.000 --> 00:18:02.000]  等於節目當我們去到
[00:18:02.000 --> 00:18:03.000]  看見這個經文的時候
[00:18:03.000 --> 00:18:04.000]  我們都想一想
[00:18:04.000 --> 00:18:07.000]  今天我們花的時間
[00:18:07.000 --> 00:18:08.000]  我們所付出的努力
[00:18:08.000 --> 00:18:10.000]  我們所付出的精神
[00:18:10.000 --> 00:18:13.000]  在哪方面會多一些呢?
[00:18:13.000 --> 00:18:16.000]  我們所著重的是什麼呢?
[00:18:16.000 --> 00:18:18.000]  是會著重我們今天的成就
[00:18:18.000 --> 00:18:20.000]  今天的享受
[00:18:20.000 --> 00:18:22.000]  的話是永恆的價值呢?
[00:18:22.000 --> 00:18:25.000]  《楊聖經》提醒我們
