
[00:00:00.000 --> 00:00:03.580]  他是饒和華的化身
[00:03:24.660 --> 00:03:25.780]  代表了第一
[00:03:25.780 --> 00:03:28.360]  我可以赦免你所有的罪
[00:03:28.360 --> 00:03:32.500]  因為耶穌是赦罪先生
[00:03:32.500 --> 00:03:33.540]  但是另外一件事
[00:03:33.540 --> 00:03:34.700]  他說利眉
[00:03:34.700 --> 00:03:41.120]  我要呼召你加入我天鵝的團契
[00:03:41.120 --> 00:03:45.240]  我要利眉離開那個稅關
[00:03:45.240 --> 00:03:48.120]  我要利眉離開那個財富的隱憂
[00:03:48.120 --> 00:03:50.660]  或者生活安穩
[00:03:50.660 --> 00:03:54.780]  耶穌要利眉展翅高飛
[00:03:54.780 --> 00:03:55.440]  有沒有想過
[00:03:55.440 --> 00:03:56.580]  如果耶穌突然間
[00:03:56.580 --> 00:04:00.700]  今個星期來到你上班的地方
[00:04:00.700 --> 00:04:04.160]  跟你說來 跟從我
[00:04:04.160 --> 00:04:07.040]  你會不會去放下你的工作
[00:04:07.040 --> 00:04:10.200]  去跟從他呢?
[00:04:10.200 --> 00:04:12.080]  或者你會跟他說
[00:04:12.080 --> 00:04:14.000]  不可能 先遲一點吧
[00:04:14.000 --> 00:04:16.380]  還有幾年才退休
[00:04:16.380 --> 00:04:17.540]  快的了
[00:04:17.540 --> 00:04:18.460]  我也不喜歡這份工作
[00:04:18.460 --> 00:04:21.780]  不過錢是要賺的
[00:04:21.780 --> 00:04:25.540]  現在是我工作起飛的時候
[00:04:25.540 --> 00:04:29.080]  你再過幾年才來找我吧
[00:04:29.080 --> 00:04:30.880]  如果你敢跟耶穌說
[00:04:30.880 --> 00:04:34.780]  如果你拒絕耶穌的呼召
[00:04:34.780 --> 00:04:37.200]  你拒絕什麼?
[00:04:37.200 --> 00:04:40.540]  你拒絕展翅高飛的可能性
[00:04:40.540 --> 00:04:42.580]  但是你更加拒絕了
[00:04:42.580 --> 00:04:46.240]  祂最得赦免的認許
[00:04:46.240 --> 00:04:47.880]  沒有一個人可以得到
[00:04:47.880 --> 00:04:50.080]  主耶穌基督的恩典
[00:04:50.080 --> 00:04:52.780]  除非他願意跟主耶穌基督
[00:04:52.780 --> 00:04:56.200]  展翅高飛
[00:04:56.200 --> 00:04:57.920]  如果你第一次看這個故事
[00:04:57.920 --> 00:05:00.000]  你覺得是不可能的
[00:05:00.000 --> 00:05:04.340]  但是竟然利眉放下了
[00:05:04.340 --> 00:05:06.920]  祂所有的一切
[00:05:06.920 --> 00:05:08.840]  這是路德的寫作手法
[00:05:08.840 --> 00:05:11.500]  路德說他去撇下什麼?
[00:05:11.500 --> 00:05:14.620]  不是撇下祂的工作這麼簡單
[00:05:14.620 --> 00:05:16.620]  是撇下祂所有的
[00:05:16.620 --> 00:05:18.340]  祂的銀行裡面的戶口
[00:05:18.340 --> 00:05:19.080]  所有的東西
[00:05:19.080 --> 00:05:20.080]  祂的田產
[00:05:20.080 --> 00:05:21.200]  全部屬於耶穌的
[00:05:21.200 --> 00:05:23.620]  如果你去看其他的福音書的時候
[00:05:23.620 --> 00:05:26.120]  很多時候當門徒去跟隨耶穌的時候
[00:05:26.120 --> 00:05:28.780]  他們擺下他們的願望
[00:05:28.780 --> 00:05:30.460]  他們的工作
[00:05:30.460 --> 00:05:31.460]  但是你去看《盧家福音》
[00:05:31.460 --> 00:05:32.960]  《盧家福音》很強調
[00:05:32.960 --> 00:05:34.960]  他們放下了一切
[00:05:34.960 --> 00:05:36.960]  他們放下所有的東西
[00:05:36.960 --> 00:05:38.660]  去跟隨主耶穌基督
[00:05:38.660 --> 00:05:41.920]  真是跟隨了
[00:05:41.920 --> 00:05:43.160]  你是不是有一個新的名字
[00:05:43.160 --> 00:05:45.660]  祂的新的名字叫做
[00:05:45.660 --> 00:05:48.040]  馬太
[00:05:48.040 --> 00:05:51.960]  馬太寫了《馬太福音》
[00:05:51.960 --> 00:05:53.420]  祂沒有再回到
[00:05:53.420 --> 00:05:55.500]  祂以前工作的地方
[00:05:55.500 --> 00:05:57.580]  祂曾經死在罪中
[00:05:57.580 --> 00:05:59.580]  祂現在展翅高飛
[00:05:59.580 --> 00:06:01.580]  與主耶穌基督一起
[00:06:01.580 --> 00:06:05.580]  為天國而生而飛
[00:06:05.580 --> 00:06:07.660]  這個應該是我們的故事
[00:06:07.660 --> 00:06:11.540]  這個是不是你的故事呢
[00:06:11.540 --> 00:06:13.880]  但是故事還沒完
[00:06:13.880 --> 00:06:16.040]  如果你繼續去看下去
[00:06:16.040 --> 00:06:17.420]  故事還有另外一節
[00:06:17.420 --> 00:06:18.420]  另外一節說什麼呢
[00:06:18.420 --> 00:06:19.460]  第二十九節
[00:06:19.460 --> 00:06:23.380]  利未在加裡為耶穌大擺賢職
[00:06:23.380 --> 00:06:29.380]  有大群瑞利與他們一同坐職
[00:06:29.380 --> 00:06:32.460]  利未很貪心
[00:06:32.460 --> 00:06:35.160]  耶穌已經很欽點地拯救了他
[00:06:35.160 --> 00:06:38.380]  耶穌幫他走後門進入天國
[00:06:38.380 --> 00:06:40.580]  利未這樣骯髒骯髒的人
[00:06:40.580 --> 00:06:43.160]  根本不可能進入天國
[00:06:43.160 --> 00:06:44.500]  耶穌幫他走後門
[00:06:44.500 --> 00:06:45.760]  那也算了吧
[00:06:45.760 --> 00:06:48.960]  現在利未竟然貪心到一個地步
[00:06:48.960 --> 00:06:55.580]  他想求耶穌救了他那群豬朋救友
[00:06:55.580 --> 00:06:57.840]  一個利未有什麼朋友
[00:06:57.840 --> 00:07:01.160]  就是其他的瑞利
[00:07:01.160 --> 00:07:02.040]  他除了瑞利
[00:07:02.040 --> 00:07:03.840]  沒有人願意跟他做朋友
[00:07:03.840 --> 00:07:05.760]  唯有那些罪人和瑞利
[00:07:05.760 --> 00:07:10.040]  他竟然為主耶穌基督大擺賢職
[00:07:10.040 --> 00:07:12.040]  有趣的是
[00:07:12.040 --> 00:07:13.960]  耶穌好像很享受
[00:07:13.960 --> 00:07:15.120]  耶穌沒有拒絕
[00:07:15.120 --> 00:07:20.380]  甚至我們說耶穌很願意參與這個賢職
[00:07:20.380 --> 00:07:21.220]  其實你看到這裡
[00:07:21.220 --> 00:07:23.920]  你會覺得故事很有趣
[00:07:23.920 --> 00:07:27.840]  表面上是利未為耶穌擺賢職
[00:07:27.840 --> 00:07:30.040]  你可以想像在賢職當中
[00:07:30.040 --> 00:07:31.120]  耶穌站起來
[00:07:31.120 --> 00:07:32.620]  這個成為耶穌的賢職
[00:07:32.620 --> 00:07:35.720]  其實是耶穌為他們準備的賢職
[00:07:35.720 --> 00:07:40.620]  好像出了埃及記的翻版
[00:07:40.620 --> 00:07:44.240]  表面上好像以色列人要幫上帝慶祝
[00:07:44.240 --> 00:07:50.620]  其實是上帝將他的賢職帶到罪人的當中
[00:07:50.620 --> 00:07:51.420]  第三十節
[00:07:51.420 --> 00:07:53.540]  《路加福音》第五章
[00:07:53.540 --> 00:07:55.680]  法利塞人和民事說
[00:07:55.680 --> 00:08:00.380]  你們為什麼跟瑞利和罪人一同吃喝呢
[00:08:00.380 --> 00:08:03.920]  這裡的罪人就不是普通的罪人
[00:08:03.920 --> 00:08:08.340]  是法利塞人和民事覺得是罪人的罪人
[00:08:08.340 --> 00:08:10.780]  今天我們在基督教裡說
[00:08:10.780 --> 00:08:13.720]  全世界都是罪人
[00:08:13.720 --> 00:08:17.480]  但是在法利塞人和民事的世界裡不是的
[00:08:17.480 --> 00:08:19.080]  因為他們自己不是罪人
[00:08:19.080 --> 00:08:25.440]  但是他們自己決定了某一些人屬於罪人的
[00:08:25.440 --> 00:08:31.880]  而耶穌偏偏就喜歡跟他們覺得是罪人的人一起吃飯
[00:08:31.880 --> 00:08:33.440]  耶穌會答他們
[00:08:33.440 --> 00:08:34.840]  健康的人用不著
[00:08:34.840 --> 00:08:37.040]  醫生有病的人才用得著
[00:08:37.040 --> 00:08:41.780]  我不是來召二人乃是召罪人悔改
[00:08:41.780 --> 00:08:43.740]  這是一個罪人的大賢職
[00:08:43.740 --> 00:08:45.180]  但是我想你留意另一樣東西
[00:08:45.180 --> 00:08:48.580]  這是一個悔改的大賢職
[00:08:48.580 --> 00:08:52.680]  誰可以來跟耶穌一起享受這個賢職
[00:08:52.680 --> 00:08:56.140]  第一你要知道自己是一個罪人
[00:08:56.140 --> 00:08:59.180]  第二你願意悔改
[00:08:59.180 --> 00:09:00.480]  我不知道你有沒有遇過一些人
[00:09:00.480 --> 00:09:01.540]  他知道自己是罪人
[00:09:01.540 --> 00:09:04.680]  但是他不願意悔改
[00:09:04.680 --> 00:09:07.980]  我知道賭是不對的
[00:09:07.980 --> 00:09:10.340]  不過我就是喜歡賭
[00:09:10.340 --> 00:09:13.340]  我知道做我的事情是不對的
[00:09:13.340 --> 00:09:16.780]  不過我是喜歡做的
[00:09:16.780 --> 00:09:19.540]  但是在更深的一層
[00:09:19.540 --> 00:09:23.540]  我知道我貪錢了不過我繼續去貪
[00:09:23.540 --> 00:09:25.380]  我知道我做這份工作是沒有意義的
[00:09:25.380 --> 00:09:28.480]  不過我繼續去做
[00:09:28.480 --> 00:09:34.440]  主耶穌基督說誰可以來到他的賢職當中
[00:09:34.440 --> 00:09:36.280]  有兩個條件
[00:09:36.280 --> 00:09:38.940]  第一你要知道你自己是一個罪人
[00:09:38.940 --> 00:09:42.080]  第二你願意悔改
[00:09:42.080 --> 00:09:48.540]  你要變成一個不一樣的新人
[00:09:48.540 --> 00:09:51.640]  對於一些願意悔改的人
[00:09:51.640 --> 00:09:54.780]  耶穌會為他們預備一個大大的賢職
[00:09:54.780 --> 00:09:57.340]  耶穌要邀請他們參加
[00:09:57.340 --> 00:10:02.580]  要邀請他們去享受這個罪人悔改的大賢職
[00:10:02.580 --> 00:10:05.040]  耶穌愛罪人
[00:10:05.040 --> 00:10:07.180]  耶穌愛悔改的罪人
[00:10:07.180 --> 00:10:10.320]  耶穌愛跟罪人一起吃喝
[00:10:10.320 --> 00:10:11.940]  到一個地步
[00:10:11.940 --> 00:10:16.480]  耶穌周圍的人開始給他一個花名
[00:10:16.480 --> 00:10:18.840]  我們去到路加普欽第七章的時候
[00:10:18.840 --> 00:10:19.640]  耶穌這樣說
[00:10:19.640 --> 00:10:29.320]  「人子來,也吃也喝,你們幼說這人,貪食好酒,是瑞利和罪人的朋友」
[00:10:29.320 --> 00:10:31.220]  耶穌貪食好酒
[00:10:31.220 --> 00:10:32.840]  他喜歡吃飯到一個地步
[00:10:32.840 --> 00:10:34.720]  耶穌的人說他貪食好酒
[00:10:34.720 --> 00:10:35.420]  還不是
[00:10:35.420 --> 00:10:41.240]  他成為了瑞利和罪人的朋友
[00:10:41.240 --> 00:10:42.120]  耶穌愛罪人
[00:10:42.120 --> 00:10:44.380]  耶穌愛喜歡和罪人一起吃飯
[00:10:44.380 --> 00:10:45.420]  到一個地步
[00:10:45.420 --> 00:10:48.820]  他親自下廚
[00:10:48.820 --> 00:10:52.220]  他為五千個人
[00:10:52.220 --> 00:10:53.580]  五千個男人
[00:10:53.580 --> 00:10:54.320]  更多的人
[00:10:54.320 --> 00:10:56.120]  可能一萬個人
[00:10:56.120 --> 00:10:57.920]  親自下廚
[00:10:57.920 --> 00:11:02.620]  去煮一頓天國的美食
[00:11:02.620 --> 00:11:04.220]  第九章第十四節這樣說
[00:11:04.220 --> 00:11:12.820]  「那時男人若有五千,耶穌拿著五個餅,兩條魚,望著天祝福,抹開。」
[00:11:12.820 --> 00:11:18.320]  「所有人都吃且吃飽了,徵下十二個男子。」
[00:11:18.320 --> 00:11:22.420]  是天國的賢職
[00:11:22.420 --> 00:11:26.080]  不過不是每個人都喜歡耶穌這樣去招待罪人
[00:11:26.080 --> 00:11:29.580]  如果你看回剛才第七章裡面這樣說
[00:11:29.580 --> 00:11:36.380]  「師婿約翰來,不吃餅,不喝酒,你們說他是被鬼附的。」
[00:11:36.380 --> 00:11:38.320]  這個「你們」是誰呢?
[00:11:38.320 --> 00:11:40.580]  如果你回去看上下文的時候
[00:11:40.580 --> 00:11:44.380]  你知道前面在說很多百姓和瑞利
[00:11:44.380 --> 00:11:47.520]  都來找師婿約翰去認罪悔改
[00:11:47.520 --> 00:11:50.120]  接受師婿約翰的洗禮
[00:11:50.120 --> 00:11:52.820]  為了誰不肯來呢?
[00:11:52.820 --> 00:11:55.820]  法理塞人和律法司
[00:11:55.820 --> 00:12:03.320]  就是這些不願意接受師婿約翰洗禮的人
[00:12:03.320 --> 00:12:04.820]  他們批評師婿約翰
[00:12:04.820 --> 00:12:06.820]  不單止批評師婿約翰
[00:12:06.820 --> 00:12:08.120]  他們更加罵耶穌
[00:12:08.120 --> 00:12:09.120]  罵耶穌什麼呢?
[00:12:09.120 --> 00:12:13.920]  罵耶穌是「貪食好酒」
[00:12:13.920 --> 00:12:16.020]  我不知道你們是否知道
[00:12:16.020 --> 00:12:21.420]  法理塞人和律法司其實是很文采的
[00:12:21.420 --> 00:12:24.020]  這句話是「貪食好酒」
[00:12:24.020 --> 00:12:27.020]  不是他們自己想出來的新事物
[00:12:27.020 --> 00:12:29.320]  是從舊約出來的
[00:12:29.320 --> 00:12:30.120]  舊約哪裡呢?
[00:12:30.120 --> 00:12:33.320]  《生命記》第21章第18節
[00:12:33.320 --> 00:12:36.320]  《生命記》第21章第18節這樣說
[00:12:36.320 --> 00:12:42.020]  「人若有頑硬五逆的兒子」
[00:12:42.020 --> 00:12:44.520]  「父母就要捉住他」
[00:12:44.520 --> 00:12:46.420]  「對本城的長老說」
[00:12:46.420 --> 00:12:49.620]  「這個兒子頑硬五逆」
[00:12:49.620 --> 00:12:52.220]  「是貪食好酒的人」
[00:12:52.220 --> 00:12:54.020]  「然後城裡的眾人」
[00:12:54.020 --> 00:12:58.220]  「就要用石頭將他打死」
[00:12:58.220 --> 00:13:01.520]  所以當他們說主耶穌基督是貪食好酒
[00:13:01.520 --> 00:13:04.820]  他不是單單批評他的生活
[00:13:04.820 --> 00:13:06.820]  他是在警告他
[00:13:06.820 --> 00:13:08.920]  他說「如果你繼續這樣」
[00:13:08.920 --> 00:13:10.320]  「死牛一邊頸」
[00:13:10.320 --> 00:13:11.520]  「如果你繼續這樣」
[00:13:11.520 --> 00:13:14.820]  「堅持要跟這群醉人吃飯的話」
[00:13:14.820 --> 00:13:15.820]  「我告訴你」
[00:13:15.820 --> 00:13:17.120]  「我警告你」
[00:13:17.120 --> 00:13:18.920]  「我們一定會想辦法」
[00:13:18.920 --> 00:13:22.320]  「將你置諸於死地」
[00:13:22.320 --> 00:13:23.020]  我想問你
[00:13:23.020 --> 00:13:26.620]  你猜耶穌是否聽得懂他們的恐嚇呢?
[00:13:26.620 --> 00:13:27.720]  耶穌絕對聽得懂
[00:13:27.720 --> 00:13:29.720]  耶穌熟讀舊約聖經
[00:13:29.720 --> 00:13:35.920]  他知道他們在恐嚇他
[00:13:35.920 --> 00:13:37.320]  但是他從來不理會他們
[00:13:37.320 --> 00:13:41.220]  他繼續跟罪人一起開福音的飯局
[00:13:41.220 --> 00:13:41.920]  這裡很有趣
[00:13:41.920 --> 00:13:47.120]  他說他是一個頑硬五逆的兒子
[00:13:47.120 --> 00:13:48.820]  其實耶穌適合得很相反
[00:13:48.820 --> 00:13:53.320]  他是上帝最完美、最順服的兒子
[00:13:53.320 --> 00:13:56.920]  所以他在罪人當中跟他們一起吃飯
[00:13:56.920 --> 00:13:59.320]  耶穌拒絕他們的警告
[00:13:59.320 --> 00:14:02.720]  耶穌繼續、繼續跟罪人一起吃飯
[00:14:02.720 --> 00:14:05.720]  帶我們去到路加福音第十五章
[00:14:05.720 --> 00:14:08.220]  大家很熟悉的聖經
[00:14:08.220 --> 00:14:12.320]  許多瑞利和罪人都靠近耶穌
[00:14:12.320 --> 00:14:15.320]  要聽祂的講道
[00:14:15.320 --> 00:14:17.820]  法利菜人和民事私底下
[00:14:17.820 --> 00:14:19.120]  而論說
[00:14:19.120 --> 00:14:21.120]  這人接納罪人
[00:14:21.120 --> 00:14:23.920]  又跟他們吃飯
[00:14:23.920 --> 00:14:26.020]  跟耶穌一起真的很開心
[00:14:26.020 --> 00:14:28.520]  又可以吃又可以聽
[00:14:28.520 --> 00:14:29.920]  一邊吃Happy Meal
[00:14:29.920 --> 00:14:32.420]  一邊聽Happy News
[00:14:32.420 --> 00:14:33.520]  很開心的
[00:14:33.520 --> 00:14:36.120]  這兩樣東西是分不開的
[00:14:36.120 --> 00:14:38.620]  為什麼跟耶穌吃飯這麼開心
[00:14:38.620 --> 00:14:43.720]  因為每一次的飯都有一篇道在聽
[00:14:43.720 --> 00:14:44.820]  我不知道你有沒有留意
[00:14:44.820 --> 00:14:47.420]  我很喜歡第十五章第一節
[00:14:47.420 --> 00:14:52.420]  他說許多瑞利和罪人都要什麼
[00:14:52.420 --> 00:14:53.520]  靠近耶穌
[00:14:53.520 --> 00:14:54.520]  我很喜歡這個動作
[00:14:54.520 --> 00:14:57.320]  他們其實已經很接近了
[00:14:57.320 --> 00:14:58.720]  坐在一起
[00:14:58.720 --> 00:15:00.420]  躺在一起吃飯
[00:15:00.420 --> 00:15:04.420]  意識的人是躺在一起吃飯的
[00:15:04.420 --> 00:15:08.120]  而他還要靠近一點
[00:15:08.120 --> 00:15:10.820]  我們說耶穌是一個罪人的磁石
[00:15:10.820 --> 00:15:11.820]  Madness
[00:15:11.820 --> 00:15:13.520]  For sinners
[00:15:13.520 --> 00:15:15.720]  磁石有一個特質
[00:15:15.720 --> 00:15:17.820]  異極相吸
[00:15:17.820 --> 00:15:21.820]  但是同極相稱
[00:15:21.820 --> 00:15:22.720]  所以
[00:15:22.720 --> 00:15:25.820]  耶穌是一個最完美最公義的人
[00:15:25.820 --> 00:15:29.520]  於是誰跟他最合拍呢
[00:15:29.520 --> 00:15:31.520]  異極
[00:15:31.520 --> 00:15:33.420]  你越是覺得自己是一個罪人
[00:15:33.420 --> 00:15:35.720]  你越是喜歡靠近他
[00:15:35.720 --> 00:15:38.920]  相反誰跟他最不合拍呢
[00:15:38.920 --> 00:15:42.420]  就是自己覺得自己是很公義的人
[00:15:42.420 --> 00:15:45.120]  所以法理賽人和民事
[00:15:45.120 --> 00:15:46.220]  很不喜歡耶穌
[00:15:46.220 --> 00:15:51.620]  因為他覺得耶穌跟他在搶鏡頭
[00:15:51.620 --> 00:15:53.920]  相反
[00:15:53.920 --> 00:15:55.020]  當你開始覺得
[00:15:55.020 --> 00:15:58.620]  原來我跟耶穌是這麼大的距離的時候
[00:15:58.620 --> 00:16:03.120]  你卻要靠近他
[00:16:03.120 --> 00:16:05.020]  耶穌每一次跟罪人吃飯
[00:16:05.020 --> 00:16:06.120]  我不知道你有沒有想過
[00:16:06.120 --> 00:16:09.020]  都是一個沒有死的吃飯
[00:16:09.020 --> 00:16:12.320]  因為到了《路加福音》第十五章的時候
[00:16:12.320 --> 00:16:14.820]  那些人已經再三警告他
[00:16:14.820 --> 00:16:20.420]  他一定會將他置諸於死地
[00:16:20.420 --> 00:16:22.320]  但是耶穌不理會他們
[00:16:22.320 --> 00:16:27.020]  他繼續冒死跟他們吃飯
[00:16:27.020 --> 00:16:31.720]  他願意為這幫罪人上十字架
[00:16:31.720 --> 00:16:35.820]  耶穌堅持跟他們講道吃飯
[00:16:35.820 --> 00:16:37.920]  你知不知道耶穌在當時
[00:16:37.920 --> 00:16:41.920]  在《路加福音》十五章講什麼道呢
[00:16:41.920 --> 00:16:46.420]  他講了一個天國的比喻
[00:16:46.420 --> 00:16:49.620]  天國的比喻是什麼呢
[00:16:49.620 --> 00:16:54.320]  謎羊失錢浪子的比喻
[00:16:54.320 --> 00:16:55.620]  我們通常很多時候
[00:16:55.620 --> 00:16:56.920]  我們當它是三個比喻
[00:16:56.920 --> 00:16:58.420]  其實是一個比喻
[00:16:58.420 --> 00:16:59.720]  是一個比喻
[00:16:59.720 --> 00:17:02.620]  是單數來的
[00:17:02.620 --> 00:17:05.620]  這個很豐富很豐富的比喻
[00:17:05.620 --> 00:17:09.820]  裡面講了三部分
[00:17:09.820 --> 00:17:10.520]  十隻
[00:17:10.520 --> 00:17:12.020]  一百隻謎羊
[00:17:12.020 --> 00:17:13.420]  我意思是一百隻羊
[00:17:13.420 --> 00:17:15.620]  有一個謎失了
[00:17:15.620 --> 00:17:18.120]  十個銀錢
[00:17:18.120 --> 00:17:18.920]  有一個失了
[00:17:18.920 --> 00:17:21.120]  最後兩個兒子
[00:17:21.120 --> 00:17:23.820]  兩個都失了
[00:17:23.820 --> 00:17:24.620]  不是一個失了
[00:17:24.620 --> 00:17:26.120]  是兩個都失了
[00:17:26.120 --> 00:17:27.520]  但是有沒有留意
[00:17:27.520 --> 00:17:31.520]  最後整個比喻的高峰是什麼
[00:17:31.520 --> 00:17:33.520]  有一個賢職
[00:17:33.520 --> 00:17:37.320]  有一個賢職邀請他的大兒子回家
[00:17:37.320 --> 00:17:42.220]  跟小兒子一起享受天國的賢職
[00:17:42.220 --> 00:17:47.520]  人子來就是要跟罪人一起有賢職
[00:17:47.520 --> 00:17:52.320]  人子來要尋找失常的人
[00:17:52.320 --> 00:17:56.020]  單單尋找到也沒有用
[00:17:56.020 --> 00:17:59.320]  怎樣可以救這幫人
[00:17:59.320 --> 00:18:03.220]  唯一可以救到這幫喪失的人
[00:18:03.220 --> 00:18:06.720]  就是自己奉上自己的生命
[00:18:06.720 --> 00:18:08.820]  為你和我預備
[00:18:08.820 --> 00:18:11.820]  我們必須要有的天良
[00:18:11.820 --> 00:18:13.420]  天良
[00:18:13.420 --> 00:18:17.120]  於是帶我們去到最後的晚餐
[00:18:17.120 --> 00:18:19.420]  《路加福音》二十二章第十九節
[00:18:19.420 --> 00:18:22.620]  「他又拿起餅來捉借了抹開」
[00:18:22.620 --> 00:18:24.520]  抹餅
[00:18:24.520 --> 00:18:26.720]  「帝及他們說者是我的身體」
[00:18:26.720 --> 00:18:28.120]  「為你們捨的」
[00:18:28.120 --> 00:18:31.420]  「你們如此行為的事要紀念我」
[00:18:31.420 --> 00:18:35.020]  這是耶穌飲食侍功的高峰
[00:18:35.020 --> 00:18:36.920]  最終的結局
[00:18:36.920 --> 00:18:40.120]  他最後要奉上他自己的生命
[00:18:40.120 --> 00:18:40.920]  如果不是
[00:18:40.920 --> 00:18:46.120]  他沒有辦法滿足到他愛罪人的需要
