
[00:00:00.000 --> 00:00:03.880]  今天是教會鎖定的感恩節禮拜
[00:06:22.640 --> 00:06:25.200]  果然為我們行了大事
[00:06:25.200 --> 00:06:26.560]  我們就歡喜了
[00:06:26.560 --> 00:06:31.680]  一開始就說到他們會遇到的問題
[00:06:31.680 --> 00:06:32.880]  遇到的情景
[00:06:32.880 --> 00:06:36.360]  就是他們夢境成真
[00:06:36.360 --> 00:06:41.080]  他們發覺竟然他們秘魯歸回
[00:06:41.080 --> 00:06:43.080]  就好像做夢一樣
[00:06:43.080 --> 00:06:45.280]  他們可能在當時是說
[00:06:45.280 --> 00:06:48.520]  一直秘魯在巴比倫的地方
[00:06:48.520 --> 00:06:50.040]  一直都在想
[00:06:50.040 --> 00:06:52.440]  什麼時候我們會回到這個故土
[00:06:52.440 --> 00:06:54.240]  回到這個以色列的地方
[00:06:54.240 --> 00:06:56.120]  但是好像遙遙無期
[00:06:56.120 --> 00:06:58.440]  因為巴比倫是一個大的帝國
[00:06:58.440 --> 00:07:00.440]  剛剛興起幾十年
[00:07:00.440 --> 00:07:02.960]  他們又有這麼強盛
[00:07:02.960 --> 00:07:05.240]  他們又不會改變他們的政策
[00:07:05.240 --> 00:07:09.520]  於是一群秘魯在巴比倫的以色列人
[00:07:09.520 --> 00:07:12.400]  他們就常常都愁眉苦臉
[00:07:12.400 --> 00:07:17.120]  常常都是等待一天能夠可以回到
[00:07:17.120 --> 00:07:19.520]  但是似乎是絕望
[00:07:19.520 --> 00:07:21.880]  所以當突然間
[00:07:21.880 --> 00:07:23.520]  好像一覺醒來的時候
[00:07:23.520 --> 00:07:28.920]  發覺巴比倫已經覆亡了
[00:07:28.920 --> 00:07:35.320]  被波斯古列王短短的期間裡面攻擊
[00:07:35.320 --> 00:07:38.760]  以致他們的國家敗亡了
[00:07:38.760 --> 00:07:40.760]  新的波斯帝國就開始
[00:07:40.760 --> 00:07:42.360]  古列王就頒布說
[00:07:42.360 --> 00:07:45.640]  這些以色列人可以回到自己的故土裡面
[00:07:45.640 --> 00:07:48.040]  短短的期間裡面發生的事情
[00:07:48.040 --> 00:07:49.760]  他們都難以去相信
[00:07:49.760 --> 00:07:51.840]  還在問是不是在做夢呢?
[00:07:51.840 --> 00:07:54.440]  是不是一件真實的事情呢?
[00:07:54.440 --> 00:07:57.160]  所以這是這首詩歌裡面的背景
[00:07:57.160 --> 00:08:01.240]  所以你看到他們當時的歡喜快樂是多麼的大
[00:08:01.240 --> 00:08:03.800]  多麼的難以想像
[00:08:03.800 --> 00:08:10.080]  這首歌開始就說他們好像夢境成真
[00:08:10.080 --> 00:08:13.600]  那麼你們有沒有做夢的?
[00:08:13.600 --> 00:08:18.120]  有些人就
[00:08:18.120 --> 00:08:19.400]  我問過一些少年人
[00:08:19.400 --> 00:08:22.680]  你有沒有做夢的?從來沒有做夢的
[00:08:22.680 --> 00:08:24.200]  這樣也有的
[00:08:24.200 --> 00:08:27.280]  因為可能真的看到他們生活無憂無慮
[00:08:27.280 --> 00:08:29.720]  所以沒有什麼擔心
[00:08:29.720 --> 00:08:30.680]  沒有什麼所想的
[00:08:30.680 --> 00:08:33.880]  所以人無所思就夜無所夢
[00:08:33.880 --> 00:08:35.000]  可能這麼說吧
[00:08:35.000 --> 00:08:36.400]  沒有做夢
[00:08:36.400 --> 00:08:38.840]  或者其實我們做了夢都忘記了
[00:08:38.840 --> 00:08:41.400]  但是有些人不僅晚上做夢
[00:08:41.400 --> 00:08:43.000]  白天也做夢的
[00:08:43.000 --> 00:08:44.280]  日夜也做夢的
[00:08:44.280 --> 00:08:46.480]  白白日夢
[00:08:46.480 --> 00:08:48.880]  每個人都有些夢想、夢境
[00:08:48.880 --> 00:08:52.160]  無論你是白天做夢也好
[00:08:52.160 --> 00:08:53.480]  夜晚做夢也好
[00:08:53.480 --> 00:08:55.560]  這些夢境都不是真實的
[00:08:55.560 --> 00:08:58.880]  有時候這些夢境你也很想成為真實的
[00:08:58.880 --> 00:09:04.480]  因為人很多時候都可能活在一個夢境裡面
[00:09:04.480 --> 00:09:05.880]  實際上有時候
[00:09:05.880 --> 00:09:11.400]  真的有些人寧願現在的生活真的在做夢
[00:09:11.400 --> 00:09:12.280]  為什麼呢?
[00:09:12.280 --> 00:09:14.640]  因為實際上在一個很艱難的日子裡面
[00:09:14.640 --> 00:09:17.240]  一個很困苦的日子裡面
[00:09:17.240 --> 00:09:20.960]  每天都很擔心或者每天都好像很受到逼迫
[00:09:20.960 --> 00:09:22.600]  或者很多壓力裡面
[00:09:22.600 --> 00:09:24.680]  我希望這些日子不是真的
[00:09:24.680 --> 00:09:27.160]  這些傷悲的事情不是真的
[00:09:27.160 --> 00:09:28.800]  這些事情是假的
[00:09:28.800 --> 00:09:29.720]  很快就過去了
[00:09:29.720 --> 00:09:31.600]  做一場夢就沒有了
[00:09:31.600 --> 00:09:35.160]  所以有些人寧願真的在做夢
[00:09:35.160 --> 00:09:37.400]  好像做夢一樣
[00:09:37.400 --> 00:09:38.400]  面對
[00:09:38.400 --> 00:09:40.160]  為了逃避現實
[00:09:40.160 --> 00:09:45.800]  為了不是能夠睜大眼睛看看現在是什麼情況
[00:09:45.800 --> 00:09:47.800]  寧願當作不知道
[00:09:47.800 --> 00:09:49.840]  當作看不到一樣
[00:09:49.840 --> 00:09:52.680]  當然相反地有人又不同
[00:09:52.680 --> 00:09:56.240]  希望自己所做的夢是真實的
[00:09:56.240 --> 00:09:58.360]  做夢很開心
[00:09:58.360 --> 00:10:00.480]  做夢的時候發了達
[00:10:00.480 --> 00:10:03.520]  做夢的時候很多開心的事情發生
[00:10:03.520 --> 00:10:06.560]  考試可以進到好的學校
[00:10:06.560 --> 00:10:08.600]  或者身體很健康等等
[00:10:08.600 --> 00:10:11.960]  做夢裡面有這樣的夢境
[00:10:11.960 --> 00:10:12.680]  是很開心的
[00:10:12.680 --> 00:10:13.360]  但是一醒來
[00:10:13.360 --> 00:10:14.080]  咦?
[00:10:14.080 --> 00:10:15.480]  做夢而已
[00:10:15.480 --> 00:10:17.400]  也是這樣
[00:10:17.400 --> 00:10:20.560]  所以有時候我們又想夢境成真
[00:10:20.560 --> 00:10:22.440]  有時候我們想在生活上
[00:10:22.440 --> 00:10:24.000]  不如還是做夢好了
[00:10:24.000 --> 00:10:25.480]  不要真的是這樣的情況
[00:10:25.480 --> 00:10:26.560]  但是無論如何
[00:10:26.560 --> 00:10:27.680]  只要告訴我
[00:10:27.680 --> 00:10:29.520]  其實現實的生活裡面
[00:10:29.520 --> 00:10:32.120]  還有我們個人的理想
[00:10:32.120 --> 00:10:34.920]  很多時候都是有些差距在裡面
[00:10:34.920 --> 00:10:37.000]  有時候我們都在差距裡面
[00:10:37.000 --> 00:10:38.960]  所以我們有時候真的希望
[00:10:38.960 --> 00:10:43.080]  我們所期望的事情能夠去夢境成真
[00:10:43.080 --> 00:10:45.480]  但是很多時候事實上
[00:10:45.480 --> 00:10:48.680]  人生不如意的事情是十常八九
[00:10:48.680 --> 00:10:52.800]  所以很多時候我們面對很多的問題
[00:10:52.800 --> 00:10:54.360]  很多艱難的事情
[00:10:54.360 --> 00:10:56.960]  都是要去很現實地
[00:10:56.960 --> 00:10:59.760]  都是在我們的生活很靠近身體
[00:10:59.760 --> 00:11:01.760]  在我們身邊裡面
[00:11:01.760 --> 00:11:03.040]  我們沒有辦法去逃避
[00:11:03.040 --> 00:11:04.960]  我當作是在做夢
[00:11:04.960 --> 00:11:07.160]  我們都要去面對
[00:11:07.160 --> 00:11:09.400]  我們都要去接受
[00:11:09.400 --> 00:11:16.000]  我們都要去艱苦地繼續去處理
[00:11:16.000 --> 00:11:18.480]  所以我們會遇到一些情況的時候
[00:11:18.480 --> 00:11:23.840]  我們人生都會有時候帶來很大的失望、絕望
[00:11:23.840 --> 00:11:26.840]  最慘是我們連那種信心都失去了
[00:11:26.840 --> 00:11:28.360]  當然說信心不是說
[00:11:28.360 --> 00:11:29.400]  單單是信仰上
[00:11:29.400 --> 00:11:31.080]  我們都不再信神
[00:11:31.080 --> 00:11:33.200]  或者神都不再看顧我了
[00:11:33.200 --> 00:11:35.440]  一個人對信心失去
[00:11:35.440 --> 00:11:37.800]  連對自己都沒有把握
[00:11:37.800 --> 00:11:39.400]  他自己都信不過
[00:11:39.400 --> 00:11:41.680]  於是對信心都失去了
[00:11:41.680 --> 00:11:43.040]  一個信心失去的人
[00:11:43.040 --> 00:11:44.800]  自然就不會有歡笑
[00:11:44.800 --> 00:11:46.200]  就不會好像詩歌裡面
[00:11:46.200 --> 00:11:48.680]  他們夢境成真又怎樣
[00:11:48.680 --> 00:11:49.840]  滿口歡笑
[00:11:49.840 --> 00:11:51.240]  滿舌歡欣
[00:11:51.240 --> 00:11:52.400]  很開心
[00:11:52.400 --> 00:11:55.600]  嘴巴是笑著的
[00:11:55.600 --> 00:11:58.000]  是笑不上嘴的
[00:11:58.000 --> 00:12:00.120]  但是在現實生活裡面
[00:12:00.120 --> 00:12:01.600]  很少這樣的情況
[00:12:01.600 --> 00:12:03.720]  不是常常這樣發生
[00:12:03.720 --> 00:12:06.240]  甚至是缺乏了歡笑
[00:12:06.240 --> 00:12:08.240]  一個人沒有了歡笑
[00:12:08.240 --> 00:12:10.640]  我就覺得好像吃東西
[00:12:10.640 --> 00:12:12.440]  好像沒有了味道
[00:12:12.440 --> 00:12:16.400]  有人經常問我為什麼會瘦了
[00:12:16.400 --> 00:12:18.720]  我經常說一個秘訣給大家聽
[00:12:18.720 --> 00:12:22.800]  我說我是戒了糖
[00:12:22.800 --> 00:12:26.160]  因為我以前很喜歡喝奶茶、咖啡
[00:12:26.160 --> 00:12:27.000]  就下糖了
[00:12:27.000 --> 00:12:28.120]  很多糖
[00:12:28.120 --> 00:12:29.920]  一匙、兩匙、三匙
[00:12:29.920 --> 00:12:32.800]  但是後來發覺不是很好
[00:12:32.800 --> 00:12:35.240]  於是就不下糖了
[00:12:35.240 --> 00:12:39.000]  很多用糖的調味我都不用了
[00:12:39.000 --> 00:12:41.600]  或者甜的也少吃了很多
[00:12:41.600 --> 00:12:44.120]  那真的是歡笑也少了
[00:12:44.120 --> 00:12:46.880]  因為吃東西沒有味道
[00:12:46.880 --> 00:12:49.600]  喝咖啡不下糖
[00:12:49.600 --> 00:12:51.320]  很難
[00:12:51.320 --> 00:12:52.240]  不過喝著喝著
[00:12:52.240 --> 00:12:54.600]  甘甘的也挺好吃
[00:12:54.600 --> 00:12:56.640]  奶茶不下糖就好像苦茶一樣
[00:12:56.640 --> 00:12:59.880]  好像跟苦茶沒什麼分別
[00:12:59.880 --> 00:13:03.160]  尤其是開得很濃的茶餐廳
[00:13:03.160 --> 00:13:05.160]  唯有多加一點奶
[00:13:05.160 --> 00:13:07.400]  但是也是很難接受的
[00:13:07.400 --> 00:13:09.920]  不過慢慢喝著喝著又習慣了
[00:13:09.920 --> 00:13:14.520]  但是當然當時喝一杯茶本來很開心
[00:13:14.520 --> 00:13:17.120]  嘆一嘆怎知道不太開心了
[00:13:17.120 --> 00:13:19.280]  因為沒有了那種甜味在裡面
[00:13:19.280 --> 00:13:20.640]  歡樂就是這樣
[00:13:20.640 --> 00:13:24.160]  人生沒有了那種歡樂
[00:13:24.160 --> 00:13:26.280]  就好像吃東西沒有了味道一樣
[00:13:26.280 --> 00:13:30.600]  好像我們在裡面沒有了這種感受
[00:13:30.600 --> 00:13:37.240]  事實上看到這些以色列人
[00:13:37.240 --> 00:13:41.200]  他們一夜之間夢境成真
[00:13:41.200 --> 00:13:44.560]  連外邦人都說
[00:13:44.560 --> 00:13:47.600]  你的神真的成就了大事
[00:13:47.600 --> 00:13:51.000]  令到你們發生這麼奇妙的事情
[00:13:51.000 --> 00:13:51.960]  我們真的發覺
[00:13:51.960 --> 00:13:55.120]  神為我們身上成就了大事
[00:13:55.120 --> 00:13:58.440]  我們就很歡喜快樂了
[00:13:58.440 --> 00:14:01.520]  可以說是一個神蹟
[00:14:01.520 --> 00:14:04.040]  但是我想問你
[00:14:04.040 --> 00:14:06.520]  你在過往的生活裡面
[00:14:06.520 --> 00:14:09.640]  你多不多這些情況發生
[00:14:09.640 --> 00:14:11.080]  一個夢境成真
[00:14:11.080 --> 00:14:14.200]  或者一個突然間
[00:14:14.200 --> 00:14:16.080]  180度的轉變
[00:14:16.080 --> 00:14:17.160]  扭轉過來
[00:14:17.160 --> 00:14:19.520]  本來是很不如意的事情
[00:14:19.520 --> 00:14:22.800]  本來是一件很艱難的痛楚的事情
[00:14:22.800 --> 00:14:26.120]  竟然一夜之間好像一個神蹟出現了
[00:14:26.120 --> 00:14:28.440]  完全改變了
[00:14:28.440 --> 00:14:30.600]  聽聞多不多這樣的情況?
[00:14:30.600 --> 00:14:32.120]  有沒有?
[00:14:32.120 --> 00:14:35.440]  有的那些要講見證
[00:14:35.440 --> 00:14:39.280]  因為那些真的是神很大的恩典
[00:14:39.280 --> 00:14:46.240]  譬如一個人發現了身體有腫瘤
[00:14:46.240 --> 00:14:48.320]  很擔心
[00:14:48.320 --> 00:14:49.840]  然後就祈禱
[00:14:49.840 --> 00:14:53.840]  竟然下一次到醫生的時候說沒有了
[00:14:53.840 --> 00:14:56.200]  一定是感恩這個神的作為
[00:14:56.200 --> 00:14:57.520]  但是很多時候
[00:14:57.520 --> 00:14:59.720]  是不是這樣的情況?
[00:14:59.720 --> 00:15:01.560]  不是這樣的情況
[00:15:01.560 --> 00:15:03.720]  很多時候我們都遇到很多艱難的時候
[00:15:03.720 --> 00:15:05.720]  是不是可以一夜之間馬上沒有了?
[00:15:05.720 --> 00:15:09.080]  我們遇到家庭的破裂
[00:15:09.080 --> 00:15:11.240]  夫婦之間的關係破裂了
[00:15:11.240 --> 00:15:14.120]  是不是一天突然間
[00:15:14.120 --> 00:15:16.440]  我們說就好了就好了?
[00:15:16.440 --> 00:15:18.040]  或者我們的生意失敗了
[00:15:18.040 --> 00:15:19.160]  是不是轉一天
[00:15:19.160 --> 00:15:23.720]  我們的生意馬上又回來了?
[00:15:23.720 --> 00:15:24.960]  有時會是這樣
[00:15:24.960 --> 00:15:27.440]  但很多時候都不是這樣的情況
[00:15:27.440 --> 00:15:30.240]  很多時候都不是能夠一夜之間
[00:15:30.240 --> 00:15:32.760]  一個這樣的轉變下來
[00:15:32.760 --> 00:15:35.640]  所以這個詩篇
[00:15:35.640 --> 00:15:38.120]  他們說他們好像做夢一樣
[00:15:38.120 --> 00:15:40.560]  完全想都想不到
[00:15:40.560 --> 00:15:44.560]  原來有些聖經學者在說
[00:15:44.560 --> 00:15:47.280]  這個詩篇是何時寫的呢?
[00:15:47.280 --> 00:15:50.160]  你估計他們何時寫呢?
[00:15:50.160 --> 00:15:53.320]  你當然說這件事情發生了之後寫
[00:15:53.320 --> 00:15:56.600]  他們被老歸回了之後
[00:15:56.600 --> 00:15:57.880]  他們就感恩
[00:15:57.880 --> 00:15:58.800]  就寫出來
[00:15:58.800 --> 00:16:01.320]  神竟然在短短的期間裡面
[00:16:01.320 --> 00:16:02.600]  有一個波斯王
[00:16:02.600 --> 00:16:05.920]  他攻打一個巴比倫這麼強的帝國
[00:16:05.920 --> 00:16:08.320]  令他們一夜之間傾覆了
[00:16:08.320 --> 00:16:10.920]  然後頒佈了聖旨
[00:16:10.920 --> 00:16:15.560]  你們可以回到故居裡面
[00:16:15.560 --> 00:16:17.640]  但是聖經學者說
[00:16:17.640 --> 00:16:21.080]  這個不是那個時候寫的
[00:16:21.080 --> 00:16:22.480]  寫這個詩篇的時候
[00:16:22.480 --> 00:16:26.040]  仍然是在一個巴比倫的時候寫
[00:16:26.040 --> 00:16:28.640]  仍然在被老的時候寫
[00:16:28.640 --> 00:16:31.560]  他們的詩歌不是叫讚美詩
[00:16:31.560 --> 00:16:34.280]  這些好像詩篇137篇的那種叫什麼詩歌
[00:16:34.280 --> 00:16:35.600]  叫哀歌
[00:16:35.600 --> 00:16:39.080]  因為他們仍然在困難痛苦的時候
[00:16:39.080 --> 00:16:40.680]  他們寫出這個詩篇
[00:16:40.680 --> 00:16:43.040]  只不過他們是希望
[00:16:43.040 --> 00:16:45.600]  這個現實太殘酷
[00:16:45.600 --> 00:16:47.400]  這個現實太可怕
[00:16:47.400 --> 00:16:52.240]  只不過希望他們現在所做的事情是在做夢而已
[00:16:52.240 --> 00:16:54.240]  他們在這個環境裡面
[00:16:54.240 --> 00:16:55.680]  好像叫做夢境
[00:16:55.680 --> 00:16:57.960]  然後很快就沒有了
[00:16:57.960 --> 00:16:58.840]  反過來
[00:16:58.840 --> 00:17:01.800]  他們做夢能夠回到故居
[00:17:01.800 --> 00:17:04.400]  就真的能夠去夢境成真了
[00:17:04.400 --> 00:17:08.240]  所以原來不是這樣的情況
[00:17:08.240 --> 00:17:10.520]  他們不是在這個處境
[00:17:10.520 --> 00:17:12.680]  他們看到之後寫這個詩篇
[00:17:12.680 --> 00:17:15.800]  而是在當時他們的期望就是這樣
[00:17:15.800 --> 00:17:19.880]  不過他們仍然要好像帶著一種感恩的心
[00:17:19.880 --> 00:17:23.440]  帶著一種知道會流淚殺腫
[00:17:23.440 --> 00:17:26.720]  有一天會官呼收割的心情
[00:17:26.720 --> 00:17:30.200]  去等候這個日子出現
[00:17:30.200 --> 00:17:32.400]  所以在第四節裡面說
[00:17:32.400 --> 00:17:35.880]  求你使我們秘魯的人會歸回
[00:17:35.880 --> 00:17:39.160]  就好像南地的河水復流一樣
[00:17:39.160 --> 00:17:41.880]  第四節裡面所說的是什麼事情呢?
[00:17:41.880 --> 00:17:43.680]  他說其實
[00:17:43.680 --> 00:17:45.800]  我們秘魯歸回很簡單的
[00:17:45.800 --> 00:17:48.360]  其實回到以前住過的地方而已
[00:17:48.360 --> 00:17:51.200]  就好像一些南方的地方
[00:17:51.200 --> 00:17:55.440]  南方在夏天的時候比較乾旱
[00:17:55.440 --> 00:17:59.720]  河流就沒有水了
[00:17:59.720 --> 00:18:03.040]  直到冬天反而有雨水
[00:18:03.040 --> 00:18:05.840]  河流又可以繼續流動了
[00:18:05.840 --> 00:18:08.000]  所以他說
[00:18:08.000 --> 00:18:10.880]  希望好像這些南地的河流
[00:18:10.880 --> 00:18:12.640]  可以繼續恢復
[00:18:12.640 --> 00:18:14.960]  這些水可以流動
[00:18:14.960 --> 00:18:17.080]  可以真的成為一條河一樣
[00:18:17.080 --> 00:18:20.160]  就好像回到以前一樣
[00:18:20.160 --> 00:18:23.400]  事實上在我們日常生活裡面
[00:18:23.400 --> 00:18:26.120]  我們很多的艱難的時候
[00:18:26.120 --> 00:18:28.920]  當然我們會掙扎很多的難處
[00:18:28.920 --> 00:18:31.640]  特別有時候我們做輔導
