
[00:00:00.000 --> 00:00:03.840]  我們在啓示錄信息裏面越來越迫近了
[00:03:10.120 --> 00:03:14.480]  不管是前面講到的14萬4千人
[00:03:14.480 --> 00:03:16.280]  這些是得勝者
[00:03:16.280 --> 00:03:20.760]  然後接着就提到說那個勝過受和受向的這些人
[00:03:20.760 --> 00:03:22.880]  他們也是得勝者
[00:03:22.880 --> 00:03:26.960]  因此這些得勝者就把在基督徒
[00:03:26.960 --> 00:03:29.520]  已經所謂的得救的基督徒裏面
[00:03:29.520 --> 00:03:32.720]  再做了一個區分
[00:03:32.720 --> 00:03:36.200]  如果我們要講人生的結局的話
[00:03:36.200 --> 00:03:40.960]  我們應該講說在基督徒也有兩種人生的結局
[00:03:40.960 --> 00:03:42.480]  瞭解我意思嗎
[00:03:42.480 --> 00:03:45.600]  雖然我們都可以到天國裏面去
[00:03:45.600 --> 00:03:51.080]  但是到天國以後的結果不一樣 你懂這意思嗎
[00:03:51.080 --> 00:03:53.440]  這個觀念 中正妹
[00:03:53.440 --> 00:03:56.720]  你在琳琅堂聚會久了 你聽我講這個講了很多次
[00:03:56.720 --> 00:04:02.120]  我盼望你真的是看見這件事情
[00:04:02.120 --> 00:04:05.520]  只有當你看見這一個真理
[00:04:05.520 --> 00:04:09.760]  你整個的信仰纔會改變
[00:04:09.760 --> 00:04:14.520]  今天教會里面充滿了許多稱爲基督徒
[00:04:14.520 --> 00:04:17.440]  但是你擺在這個世界上面
[00:04:17.440 --> 00:04:21.640]  你發現他跟一般人沒什麼差別
[00:04:21.640 --> 00:04:23.880]  其中一個很重要因素就是
[00:04:23.880 --> 00:04:28.080]  因爲不清楚原來神對我們的心意
[00:04:28.080 --> 00:04:32.920]  不是叫我們只是停留在信耶穌得救上天堂
[00:04:32.920 --> 00:04:36.800]  這樣子的信仰太廉價了
[00:04:36.800 --> 00:04:38.040]  主救贖我們
[00:04:38.040 --> 00:04:41.440]  不是隻是教我們信了耶穌之後我們得救了
[00:04:41.440 --> 00:04:43.120]  我們有把握可以到天堂了
[00:04:43.120 --> 00:04:50.520]  那個是中國教會可以說是這麼多年以來
[00:04:50.520 --> 00:04:55.120]  造成很多的信徒不肯追求的一個很重要的影響
[00:04:55.120 --> 00:05:01.480]  就是這種近乎有一點佛教的思想觀念在影響着我們
[00:05:01.480 --> 00:05:04.680]  我再說不是說信耶穌不能夠上天堂
[00:05:04.680 --> 00:05:06.280]  不要把我弄混了
[00:05:06.280 --> 00:05:07.600]  不要被弄混了
[00:05:07.600 --> 00:05:09.960]  這個意思就是說上天堂
[00:05:09.960 --> 00:05:12.120]  其實天堂這兩個字我已經講過
[00:05:12.120 --> 00:05:14.640]  應該講用神的國比較好
[00:05:14.640 --> 00:05:17.400]  天堂這兩個字已經被佛教用了之後
[00:05:17.400 --> 00:05:20.880]  就已經讓我們混淆了這個觀念了
[00:05:20.880 --> 00:05:24.040]  信耶穌能夠進入神的國
[00:05:24.040 --> 00:05:26.880]  這只是一個開始
[00:05:26.880 --> 00:05:30.640]  得救是一個開始
[00:05:30.640 --> 00:05:34.440]  得救是進入神的國的一個入門
[00:05:34.440 --> 00:05:42.320]  但是你一定要看見我們得救之後要追求得勝
[00:05:42.320 --> 00:05:43.400]  好丁子妹
[00:05:43.400 --> 00:05:46.880]  所以你看見在起訴的第一章
[00:05:46.880 --> 00:05:53.200]  他開始講到這一個大的災難
[00:05:53.200 --> 00:05:55.280]  是不是
[00:05:55.280 --> 00:06:01.120]  我們的人生你可以看見從聖經裏面很清楚
[00:06:01.120 --> 00:06:05.160]  讓我們看見一件事情沒有其強派
[00:06:05.160 --> 00:06:07.880]  耶穌說你不能夠又侍奉神
[00:06:07.880 --> 00:06:10.080]  又侍奉什麼
[00:06:10.080 --> 00:06:12.360]  馬門
[00:06:12.360 --> 00:06:13.880]  一個人只能有一個主
[00:06:13.880 --> 00:06:15.120]  你不可以有兩個主
[00:06:15.120 --> 00:06:19.760]  你不能說現在局勢不太好
[00:06:19.760 --> 00:06:22.400]  如果我跟他們說我信耶穌
[00:06:22.400 --> 00:06:24.040]  很可能我就要下監牢了
[00:06:24.040 --> 00:06:27.840]  那好這時候爲了這個叫做什麼
[00:06:27.840 --> 00:06:30.280]  我們還可以給自己做一個
[00:06:30.280 --> 00:06:32.880]  這個叫做什麼我忘掉了中文有句話
[00:06:32.880 --> 00:06:35.320]  我保全自己
[00:06:35.320 --> 00:06:37.880]  留德
[00:06:37.880 --> 00:06:41.160]  青山在不怕梅柴山
[00:06:41.160 --> 00:06:43.680]  這時候我先苟延殘喘一下
[00:06:43.680 --> 00:06:44.800]  躲過這一劫
[00:06:44.800 --> 00:06:48.480]  將來我還可以繼續爲主做見證傳福音的
[00:06:48.480 --> 00:06:49.240]  丁子妹
[00:06:49.240 --> 00:06:51.640]  聖經上從來沒有告訴我們這樣子
[00:06:51.640 --> 00:06:54.440]  我們只有一個主
[00:06:54.440 --> 00:06:56.080]  你不是侍奉這位主
[00:06:56.080 --> 00:06:58.920]  你就是侍奉誰
[00:06:58.920 --> 00:07:01.720]  馬門
[00:07:01.720 --> 00:07:04.800]  馬門背後的主是誰
[00:07:04.800 --> 00:07:06.960]  撒旦
[00:07:06.960 --> 00:07:09.440]  除了他以外
[00:07:09.440 --> 00:07:12.200]  所有世界上一切的
[00:07:12.200 --> 00:07:15.160]  都是仇敵藉着這些東西
[00:07:15.160 --> 00:07:17.200]  要我們不去侍奉這位主
[00:07:17.200 --> 00:07:19.240]  所以請你記得一件事情
[00:07:19.240 --> 00:07:21.920]  那麼所以
[00:07:21.920 --> 00:07:23.920]  好所以我們
[00:07:23.920 --> 00:07:26.440]  要不要只是好像說
[00:07:26.440 --> 00:07:29.400]  我今天這個中間路線
[00:07:29.400 --> 00:07:31.600]  我既不去拜
[00:07:31.600 --> 00:07:33.120]  我既不去拜像
[00:07:33.120 --> 00:07:35.360]  但是我也不拜上帝可能嗎
[00:07:35.360 --> 00:07:36.200]  不可能
[00:07:36.200 --> 00:07:38.280]  沒有別的路線只有一個路線
[00:07:38.280 --> 00:07:40.280]  你選擇是敬拜這個世界
[00:07:40.280 --> 00:07:41.680]  是這個世界的王
[00:07:41.680 --> 00:07:45.000]  或者是敬拜上帝
[00:07:45.000 --> 00:07:46.480]  鼓勵丁子妹
[00:07:46.480 --> 00:07:49.360]  讓我們竭力追求來做得勝者
[00:07:49.360 --> 00:07:51.320]  主來的日子越來越近了
[00:07:51.320 --> 00:07:53.720]  好所以你看
[00:07:53.720 --> 00:07:55.680]  在第一節聖經裏面
[00:07:55.680 --> 00:07:58.640]  首先讓我們看見第一種人
[00:07:58.640 --> 00:08:00.760]  這些人呢
[00:08:00.760 --> 00:08:03.320]  也就是那些拜壽的人
[00:08:03.320 --> 00:08:05.480]  他們就要開始
[00:08:05.480 --> 00:08:10.600]  長壽這個七晚之災
[00:08:10.600 --> 00:08:12.960]  第一節聖經在這個地方
[00:08:12.960 --> 00:08:14.320]  他提到說
[00:08:14.320 --> 00:08:19.320]  他提到說有天使掌管末了的七災
[00:08:19.320 --> 00:08:23.000]  這七災發盡了
[00:08:23.000 --> 00:08:25.000]  好發盡是什麼意思呢
[00:08:25.000 --> 00:08:31.600]  發盡就是完成的意思
[00:08:31.600 --> 00:08:33.160]  發盡就是完成了
[00:08:33.160 --> 00:08:34.680]  也就是說
[00:08:34.680 --> 00:08:37.600]  這個到了七晚的災的時候呢
[00:08:37.600 --> 00:08:40.520]  神的整個的那個審判
[00:08:40.520 --> 00:08:42.200]  神的憤怒
[00:08:42.200 --> 00:08:43.920]  就要完成了
[00:08:43.920 --> 00:08:46.880]  神的審判就要結束了
[00:08:46.880 --> 00:08:48.560]  所以這已經是到了
[00:08:48.560 --> 00:08:51.120]  可以說呢如果從末世論來講
[00:08:51.120 --> 00:08:54.280]  這已經到了是最後的一個階段了
[00:08:54.280 --> 00:08:56.000]  到了最後一個階段了
[00:08:56.000 --> 00:09:01.280]  因此第八節這裏告訴我們說什麼
[00:09:01.280 --> 00:09:03.360]  第八節這裏說
[00:09:03.360 --> 00:09:07.040]  他說因爲
[00:09:07.040 --> 00:09:09.160]  好我們看一下第八節
[00:09:09.160 --> 00:09:12.520]  大家我們可以一起來唸這一節聖經好不好
[00:09:12.520 --> 00:09:15.080]  你可能這個你的
[00:09:15.080 --> 00:09:16.840]  我這邊沒有列出來
[00:09:16.840 --> 00:09:17.920]  第八節聖經
[00:09:17.920 --> 00:09:19.880]  如果你有聖經的話看一下
[00:09:19.880 --> 00:09:21.640]  第八節聖經這裏說
[00:09:21.640 --> 00:09:23.720]  因爲神的榮耀和能力
[00:09:23.720 --> 00:09:25.720]  殿中充滿了煙
[00:09:25.720 --> 00:09:28.760]  於是沒有人能擠進殿
[00:09:28.760 --> 00:09:33.920]  只等到那七位天使所降的七災完畢了
[00:09:33.920 --> 00:09:35.960]  換句話說
[00:09:35.960 --> 00:09:42.040]  在這個天使降這個七個晚的災結束之前呢
[00:09:42.040 --> 00:09:43.960]  已經沒有人可以進殿
[00:09:43.960 --> 00:09:45.840]  這是什麼意思
[00:09:45.840 --> 00:09:46.880]  這是什麼意思
[00:09:46.880 --> 00:09:48.000]  沒有人可以進殿
[00:09:48.000 --> 00:09:50.680]  就是說祭祀不能夠進殿去侍奉了
[00:09:50.680 --> 00:09:54.280]  祭祀不能夠到殿裏面再去做代表的工作
[00:09:54.280 --> 00:09:55.040]  換句話說
[00:09:55.040 --> 00:09:59.080]  也就是起訴第十章第五節第六節這裏說的
[00:09:59.080 --> 00:10:03.200]  不再有時日了
[00:10:03.200 --> 00:10:07.320]  不再有時間了
[00:10:07.320 --> 00:10:12.480]  最後的呼召
[00:10:12.480 --> 00:10:15.760]  上過飛機有沒有經歷過
[00:10:15.760 --> 00:10:18.880]  飛機在那邊呼叫你的名
[00:10:18.880 --> 00:10:22.720]  說the last call
[00:10:22.720 --> 00:10:25.000]  the final call
[00:10:25.000 --> 00:10:26.400]  誰誰誰誰誰誰
[00:10:26.400 --> 00:10:27.840]  more more more more more more more
[00:10:27.840 --> 00:10:32.560]  my girl my girl
[00:10:32.560 --> 00:10:36.960]  我就經歷過這種事情
[00:10:36.960 --> 00:10:38.280]  最後一個
[00:10:38.280 --> 00:10:39.560]  真的
[00:10:39.560 --> 00:10:42.680]  衝啊跑啊
[00:10:42.680 --> 00:10:45.920]  跑到這個
[00:10:45.920 --> 00:10:48.000]  反正有一次是跑到那個機門口
[00:10:48.000 --> 00:10:52.840]  他說飛機已經走了
[00:10:52.840 --> 00:10:54.320]  我travel的經驗很多
[00:10:54.320 --> 00:10:56.520]  所以這個
[00:10:56.520 --> 00:10:59.800]  有時候就是太以爲自己太有把握了
[00:10:59.800 --> 00:11:01.560]  還心想說哎呀
[00:11:01.560 --> 00:11:03.160]  這不用那麼早去
[00:11:03.160 --> 00:11:06.520]  這個最後剩下一點時間進去就可以了
[00:11:06.520 --> 00:11:09.840]  結果就經歷過好幾次
[00:11:09.840 --> 00:11:12.560]  飛機就這樣子走掉了
[00:11:12.560 --> 00:11:14.120]  切丟子妹
[00:11:14.120 --> 00:11:15.720]  飛機走掉了
[00:11:15.720 --> 00:11:17.640]  還可以怎麼樣
[00:11:17.640 --> 00:11:20.200]  再下一拜
[00:11:20.200 --> 00:11:25.280]  如果這個末世的災難審判來臨了
[00:11:25.280 --> 00:11:27.240]  再也沒有機會了
[00:11:27.240 --> 00:11:28.840]  再也沒有機會了
[00:11:28.840 --> 00:11:30.160]  所以
[00:11:30.160 --> 00:11:34.040]  不要向這個主耶穌的門徒
[00:11:34.040 --> 00:11:36.320]  猶大
[00:11:36.320 --> 00:11:37.240]  請問
[00:11:37.240 --> 00:11:39.720]  猶大 耶穌有沒有給他機會
[00:11:39.720 --> 00:11:41.680]  你如果仔細看聖經裏面
[00:11:41.680 --> 00:11:44.600]  當這個耶穌在最後的晚餐的時候
[00:11:44.600 --> 00:11:47.520]  記不記得耶穌說什麼
[00:11:47.520 --> 00:11:50.680]  他說你們當中有一個人
[00:11:50.680 --> 00:11:52.760]  要出賣我
[00:11:52.760 --> 00:11:55.760]  當耶穌講完之後大家就怎麼辦
[00:11:55.760 --> 00:12:01.160]  如果你是門徒的話你怎麼辦
[00:12:01.160 --> 00:12:03.240]  所以大家就在彼此看
[00:12:03.240 --> 00:12:06.200]  是我嗎
[00:12:06.200 --> 00:12:09.200]  那講是我的人就不是他
[00:12:09.200 --> 00:12:12.360]  猶大有沒有說話
[00:12:12.360 --> 00:12:14.720]  猶大有沒有說話
[00:12:14.720 --> 00:12:16.920]  你沒有看聖經是他說話
[00:12:16.920 --> 00:12:19.000]  猶大那時候聽到耶穌講這句話
[00:12:19.000 --> 00:12:21.920]  你想他在想什麼
[00:12:21.920 --> 00:12:24.760]  耶穌在暗示他 耶穌在告訴他
[00:12:24.760 --> 00:12:25.520]  是不是
[00:12:25.520 --> 00:12:28.640]  我知道你要把我出賣了
[00:12:28.640 --> 00:12:30.760]  他沒有悔改
[00:12:30.760 --> 00:12:32.960]  所以當猶大最後
[00:12:32.960 --> 00:12:38.240]  當他濱濱跟着他一起來抓耶穌的時候
[00:12:38.240 --> 00:12:39.600]  他告訴他們說
[00:12:39.600 --> 00:12:41.720]  他告訴大祭司 告訴祭司掌門說
[00:12:41.720 --> 00:12:45.400]  好 你看我跟哪一個親嘴就是他
[00:12:45.400 --> 00:12:48.120]  所以他跑過去跟耶穌怎麼樣
[00:12:48.120 --> 00:12:51.080]  裝模作樣親嘴
[00:12:51.080 --> 00:12:54.680]  然後耶穌就被抓了
[00:12:54.680 --> 00:12:58.960]  猶大主給他還有機會
[00:12:58.960 --> 00:13:00.440]  神給他還有機會
[00:13:00.440 --> 00:13:05.320]  但是他沒有把握住這個最後的機會
[00:13:05.320 --> 00:13:07.160]  但是有另外一個人跟耶穌一起
[00:13:07.160 --> 00:13:09.520]  定時之下有兩個強盜
[00:13:09.520 --> 00:13:11.320]  其中一個強盜怎麼樣
[00:13:11.320 --> 00:13:12.800]  當耶穌定在那邊的時候
[00:13:12.800 --> 00:13:13.880]  他跟耶穌說
[00:13:13.880 --> 00:13:18.160]  他說如果你得國的時候求你祭奠我
[00:13:18.160 --> 00:13:21.520]  耶穌說什麼
[00:13:21.520 --> 00:13:26.360]  耶穌說 今日你就同我在樂園裏了
[00:13:26.360 --> 00:13:27.680]  今日
[00:13:27.680 --> 00:13:29.960]  right now 不需要等到將來得國
[00:13:29.960 --> 00:13:33.960]  現在就在他臨死之前
[00:13:33.960 --> 00:13:36.680]  他接受了這位耶穌
[00:13:36.680 --> 00:13:39.480]  他憑信心 他相信這位耶穌
[00:13:39.480 --> 00:13:41.240]  是彌賽亞
[00:13:41.240 --> 00:13:43.520]  這兩個完全不同的人生結局
[00:13:43.520 --> 00:13:44.960]  一個相信了這位耶穌
[00:13:44.960 --> 00:13:46.080]  在最後的時候
[00:13:46.080 --> 00:13:47.960]  他關節的時候他相信
[00:13:47.960 --> 00:13:49.240]  他選擇相信
[00:13:49.240 --> 00:13:56.040]  他接受了這位主 他得救了
[00:13:56.040 --> 00:14:03.520]  像九姐妹 人生其實常常會面臨這種情況
[00:14:03.520 --> 00:14:07.040]  我記得當我
[00:14:07.040 --> 00:14:09.840]  我是我們家第一個信主的
[00:14:09.840 --> 00:14:12.280]  那麼當我信主之後
[00:14:12.280 --> 00:14:16.240]  當然就面臨到家庭裏面的
[00:14:16.240 --> 00:14:18.520]  也談不上什麼太大的逼迫
[00:14:18.520 --> 00:14:22.640]  但是總是爸爸媽媽
[00:14:22.640 --> 00:14:26.240]  還有我還有一個舅舅 兄弟姐妹
[00:14:26.240 --> 00:14:29.680]  都會對我有時候會有一些
[00:14:29.680 --> 00:14:31.520]  對我的一些的不諒解
[00:14:31.520 --> 00:14:35.520]  或者是你要說逼迫也可以吧
[00:14:35.520 --> 00:14:39.920]  但是其實其中對我逼迫最大的是我的舅舅
[00:14:39.920 --> 00:14:42.040]  我舅舅沒有讀過書
[00:14:42.040 --> 00:14:43.920]  是一個老兵
[00:14:43.920 --> 00:14:45.320]  也沒結婚
[00:14:45.320 --> 00:14:49.360]  跟着我的母親一起來到臺灣
[00:14:49.360 --> 00:14:53.280]  這個中黨愛國
[00:14:53.280 --> 00:14:56.880]  一生奉獻給國民黨
[00:14:56.880 --> 00:15:00.000]  就是那種標準的老兵
[00:15:00.000 --> 00:15:01.960]  什麼叫標準的老兵呢
[00:15:01.960 --> 00:15:05.920]  就是愛國熱血沸騰
[00:15:05.920 --> 00:15:09.480]  但是呢 一講到信仰他就說
[00:15:09.480 --> 00:15:11.560]  每一次我一跟他談起來
[00:15:11.560 --> 00:15:15.600]  他就說你這個行也輸的
[00:15:15.600 --> 00:15:18.040]  就你稍微做一點事情讓他不滿意啊
[00:15:18.040 --> 00:15:21.800]  他馬上就怪着你這個行也輸的
[00:15:21.800 --> 00:15:27.800]  我舅舅是貴州人
[00:15:27.800 --> 00:15:29.840]  這個故事不講了 很多了
[00:15:29.840 --> 00:15:32.160]  我現在想起來就是說
[00:15:32.160 --> 00:15:37.000]  很精彩跟我舅舅的這個信主之後的互動
[00:15:37.000 --> 00:15:38.240]  可是後來我出國了
[00:15:38.240 --> 00:15:40.400]  那麼出國宣教等等的這些
[00:15:40.400 --> 00:15:41.600]  都經過多年之後
[00:15:41.600 --> 00:15:43.720]  那麼有一天我聽到家裏面的人講說
[00:15:43.720 --> 00:15:44.840]  舅舅生病了
[00:15:44.840 --> 00:15:46.320]  而且生病很嚴重
[00:15:46.320 --> 00:15:47.520]  住在醫院裏面
[00:15:47.520 --> 00:15:49.800]  所以那一天呢
[00:15:49.800 --> 00:15:51.080]  我回去
[00:15:51.080 --> 00:15:54.280]  回去的時候從機場直接下了飛機
[00:15:54.280 --> 00:15:58.840]  直接就到了醫院裏面就去看舅舅
[00:15:58.840 --> 00:16:00.840]  當我到了醫院看了舅舅
[00:16:00.840 --> 00:16:02.160]  我看見舅舅已經是
[00:16:02.160 --> 00:16:05.640]  真的是已經可以說是人生最後一個階段了
[00:16:05.640 --> 00:16:06.680]  其實哦
[00:16:06.680 --> 00:16:07.800]  我想到他的時候
[00:16:07.800 --> 00:16:10.320]  我想到都是他怎麼樣子的
[00:16:10.320 --> 00:16:12.240]  哎呀 這個每次一講話
[00:16:12.240 --> 00:16:14.240]  你只要一跟他講信仰
[00:16:14.240 --> 00:16:17.720]  他馬上就跟你這個反對起來吵起來了
[00:16:17.720 --> 00:16:19.360]  但是在那個時候
[00:16:19.360 --> 00:16:21.880]  我看見這是一個最後的機會了
[00:16:21.880 --> 00:16:23.560]  我就抓住這個機會
[00:16:23.560 --> 00:16:26.040]  我後來到他的這個病康面前
[00:16:26.040 --> 00:16:27.480]  我就跟我說舅啊
[00:16:27.480 --> 00:16:29.360]  簡單的跟他就提了一下
[00:16:29.360 --> 00:16:31.120]  我說主愛你啊 耶穌
[00:16:31.120 --> 00:16:33.000]  把簡單的福音跟他提了一下
[00:16:33.000 --> 00:16:33.960]  然後我就帶他說
[00:16:33.960 --> 00:16:36.080]  我說舅 我帶你一起來禱告好不好
[00:16:36.080 --> 00:16:38.480]  我帶你一起來接受耶穌
[00:16:38.480 --> 00:16:40.000]  感謝主他點點頭
[00:16:40.000 --> 00:16:43.120]  我就帶領他信了耶穌
[00:16:43.120 --> 00:16:44.760]  就在那個時候我不記得是
[00:16:44.760 --> 00:16:47.440]  我帶他信耶穌之前還是帶他信耶穌之後
[00:16:47.440 --> 00:16:49.440]  就在那個時候我的舅舅
[00:16:49.440 --> 00:16:50.720]  突然就他有這個
[00:16:50.720 --> 00:16:53.680]  可能就是類似大小病都失禁了嘛
[00:16:53.680 --> 00:16:55.280]  然後就大出來了
[00:16:55.280 --> 00:16:56.640]  大呈上
[00:16:56.640 --> 00:16:59.240]  當時候趕快我就好像是
[00:16:59.240 --> 00:17:03.280]  幫我的女兒這個包料部的處理方法一樣
[00:17:03.280 --> 00:17:05.280]  就幫她這個把她這個擦掉啊
[00:17:05.280 --> 00:17:07.480]  都弄乾淨了
[00:17:07.480 --> 00:17:10.200]  其實我完全是一個很出於很自然的
[00:17:10.200 --> 00:17:11.800]  就一個動作
[00:17:11.800 --> 00:17:14.720]  但是我的父親母親看到了
[00:17:14.720 --> 00:17:17.040]  他們一直說 哎呀
[00:17:17.040 --> 00:17:21.360]  你這個兒子真不容易啊
[00:17:21.360 --> 00:17:23.920]  那我在這邊不是講說有什麼好誇的
[00:17:23.920 --> 00:17:25.920]  我只是說
[00:17:25.920 --> 00:17:30.040]  我看見這個舅舅一生
[00:17:30.040 --> 00:17:33.240]  他真的是一個人孤孤單單的
[00:17:33.240 --> 00:17:35.960]  他的人生走到了終點
[00:17:35.960 --> 00:17:39.120]  這個時候是一個關鍵的時候
[00:17:39.120 --> 00:17:41.240]  所以神加力量
[00:17:41.240 --> 00:17:42.280]  把那樣子的愛
[00:17:42.280 --> 00:17:45.000]  把那樣子對他的負擔加在我的裏面
[00:17:45.000 --> 00:17:46.520]  所以帶他信了耶穌
[00:17:46.520 --> 00:17:47.440]  是很奇妙
[00:17:47.440 --> 00:17:49.040]  就在最後的那一刻
[00:17:49.040 --> 00:17:50.760]  他接受了主
[00:17:50.760 --> 00:17:52.760]  我那一天看完他之後
[00:17:52.760 --> 00:17:54.360]  過了沒多久
[00:17:54.360 --> 00:17:57.720]  他就到主那邊去了
[00:17:57.720 --> 00:18:00.200]  丟子妹 我們人生當中
[00:18:00.200 --> 00:18:04.440]  可能在你的周遭的這些家人朋友
[00:18:04.440 --> 00:18:06.280]  可能
[00:18:06.280 --> 00:18:08.480]  就是這樣子的一個機會
[00:18:08.480 --> 00:18:11.080]  可能就沒有太多的時間了
[00:18:11.080 --> 00:18:13.240]  不要認爲說還有很久的時間
[00:18:13.240 --> 00:18:14.640]  還有多少時間
[00:18:14.640 --> 00:18:17.600]  時間很快就過去了
[00:18:17.600 --> 00:18:19.000]  機會不再有了
[00:18:19.000 --> 00:18:21.440]  抓住這個有的機會
[00:18:21.440 --> 00:18:23.800]  趕快的信靠耶穌
[00:18:23.800 --> 00:18:26.680]  如果你的親戚朋友有這些還沒有信主的
[00:18:26.680 --> 00:18:28.080]  你抓住這個機會
[00:18:28.080 --> 00:18:33.200]  傳福音給他們丟子妹
[00:18:33.200 --> 00:18:35.360]  我常常跟丟子妹講說
[00:18:35.360 --> 00:18:36.480]  家人不在這裏
[00:18:36.480 --> 00:18:38.320]  在別的地方的
[00:18:38.320 --> 00:18:41.920]  你一定要想辦法
[00:18:41.920 --> 00:18:45.320]  當然這個東西不是說我們努力就可以達到
[00:18:45.320 --> 00:18:48.240]  但是至少我們努力了嗎
[00:18:48.240 --> 00:18:51.760]  我們有這樣子的負代價去跟他們傳嗎
[00:18:51.760 --> 00:18:53.600]  我們有沒有關心他們
[00:18:53.600 --> 00:18:55.680]  我們有沒有爲他們迫切地禱告
[00:18:55.680 --> 00:18:58.600]  甚至流淚地進食地禱告呢
[00:18:58.600 --> 00:19:01.440]  如果都還沒有做到這一步
[00:19:01.440 --> 00:19:04.320]  那表示我們還不夠
[00:19:04.320 --> 00:19:07.160]  先不要說他的心多硬
[00:19:07.160 --> 00:19:09.400]  問題是我們有沒有付上這樣子
[00:19:09.400 --> 00:19:12.920]  爲一個靈魂付出這樣子的代價
[00:19:12.920 --> 00:19:14.160]  求主幫助我們
[00:19:14.160 --> 00:19:15.480]  時間不多了
[00:19:15.480 --> 00:19:20.240]  你可以看見這個末世的光景越來越迫切了
[00:19:20.240 --> 00:19:22.040]  但是
[00:19:22.040 --> 00:19:26.120]  這個啓示錄十五章講了第一節
[00:19:26.120 --> 00:19:27.400]  你奇怪
[00:19:27.400 --> 00:19:29.200]  他講了第一節講的說
[00:19:29.200 --> 00:19:32.440]  看見這個神的大路在七災中發盡之後
[00:19:32.440 --> 00:19:35.440]  接下來應該就講第五節對不對
[00:19:35.440 --> 00:19:37.200]  是不是
