
[00:00:00.000 --> 00:00:04.360]  (主席)很開心也很感恩今天可以在復活節第七個主日
[00:03:36.120 --> 00:03:38.760]  所以無能感很多時候是
[00:03:38.760 --> 00:03:41.480]  所謂的能動感
[00:03:41.480 --> 00:03:45.720]  這個盼望的基石的剋星
[00:03:45.720 --> 00:03:48.440]  不過其實我們不需要提升到這麼高層面
[00:03:48.440 --> 00:03:50.440]  講社會政治層面
[00:03:50.440 --> 00:03:52.840]  來談及這種無能感
[00:03:52.840 --> 00:03:58.200]  以致我們無能感可能會失掉自己的盼望
[00:03:58.200 --> 00:04:01.680]  或者我們每個人個別的生活裏面
[00:04:01.680 --> 00:04:05.520]  在這個現代化的社會生活裏面
[00:04:05.520 --> 00:04:07.280]  可能我們很多時候
[00:04:07.280 --> 00:04:10.600]  我們都會經歷著屢戰屢敗
[00:04:10.600 --> 00:04:12.560]  或者是無奈無能
[00:04:12.560 --> 00:04:14.160]  前途未卜
[00:04:14.160 --> 00:04:16.480]  或者我們所渴望的事情
[00:04:16.480 --> 00:04:19.600]  一直很久都不會成事
[00:04:19.600 --> 00:04:21.360]  在這樣的情況下
[00:04:21.360 --> 00:04:25.240]  到底我們那種生之動力
[00:04:25.240 --> 00:04:27.600]  或者我們那種生之動力
[00:04:27.600 --> 00:04:29.600]  支撐著的盼望
[00:04:29.600 --> 00:04:31.600]  到底是從哪裏來的呢
[00:04:31.600 --> 00:04:36.200]  來了又怎樣可以去維持呢
[00:04:36.200 --> 00:04:38.240]  如果我們的生命或者我們現實
[00:04:38.240 --> 00:04:40.240]  都是充滿著未知之數
[00:04:40.240 --> 00:04:41.760]  屢戰屢敗
[00:04:41.760 --> 00:04:45.800]  到底我們怎樣可以生而有望呢
[00:04:45.800 --> 00:04:49.720]  我想在今天第七個復活期的主日裏面
[00:04:49.720 --> 00:04:55.280]  我們聚焦在盼望這個信點
[00:04:55.280 --> 00:04:57.960]  我們看看在耶穌復活之後
[00:04:57.960 --> 00:05:01.080]  然後再世四十日去教導他的門徒
[00:05:01.080 --> 00:05:02.120]  然後升天
[00:05:02.120 --> 00:05:04.760]  就在這個中間裏面
[00:05:04.760 --> 00:05:07.600]  或者當耶穌升天的時候
[00:05:07.600 --> 00:05:13.320]  門徒問了一個最後的問題
[00:05:13.320 --> 00:05:17.080]  這個時候耶穌是在
[00:05:17.080 --> 00:05:20.200]  道成肉身在世界生活了三十多年的
[00:05:20.200 --> 00:05:22.960]  最後一個的尾場
[00:05:22.960 --> 00:05:26.200]  就在這個尾場裏面
[00:05:26.200 --> 00:05:28.520]  跟隨耶穌的門徒
[00:05:28.520 --> 00:05:29.920]  問了一個問題
[00:05:29.920 --> 00:05:31.480]  在第六節
[00:05:31.480 --> 00:05:33.040]  他們問主啊
[00:05:33.040 --> 00:05:35.120]  祢復興以色列國
[00:05:35.120 --> 00:05:37.400]  就在這時候嗎
[00:05:37.400 --> 00:05:39.680]  在尾場的時候問了一個這樣的問題
[00:05:39.680 --> 00:05:40.360]  主啊
[00:05:40.360 --> 00:05:41.560]  祢復興以色列國
[00:05:41.560 --> 00:05:44.480]  是不是就在這個時候呢
[00:05:44.480 --> 00:05:46.720]  早上我想跟大家一起
[00:05:46.720 --> 00:05:50.280]  我們用最高度的同理心跳進去耶穌
[00:05:50.280 --> 00:05:54.120]  當時聽到這個問題的心情
[00:05:54.120 --> 00:05:58.320]  我們到底感受一下耶穌聽到這個問題的時候
[00:05:58.320 --> 00:05:59.880]  會是開心
[00:05:59.880 --> 00:06:01.600]  會是傷心
[00:06:01.600 --> 00:06:04.040]  會是很認同應該問這個問題
[00:06:04.040 --> 00:06:05.680]  或者很無奈
[00:06:05.680 --> 00:06:11.560]  或者甚至很憤怒的聽到這個問題
[00:06:11.560 --> 00:06:16.520]  我看當耶穌聽到這個問題的時候
[00:06:16.520 --> 00:06:18.880]  可能他心裏面在想
[00:06:18.880 --> 00:06:22.600]  很希望這一班的門徒向他走了之後
[00:06:22.600 --> 00:06:24.960]  能夠好好把握
[00:06:24.960 --> 00:06:28.120]  復活所帶來的盼望
[00:06:28.120 --> 00:06:30.920]  不過到底什麼可以令到我們把握
[00:06:30.920 --> 00:06:35.000]  不會丟失到復活的盼望呢
[00:06:35.000 --> 00:06:36.920]  盼望的保證
[00:06:36.920 --> 00:06:39.000]  留在我們心裏的保證
[00:06:39.000 --> 00:06:41.480]  到底是什麼呢
[00:06:41.480 --> 00:06:42.720]  如果你看完這段經文之後
[00:06:42.720 --> 00:06:44.120]  可能你會這樣回答的
[00:06:44.120 --> 00:06:46.440]  你會說盼望的保證
[00:06:46.440 --> 00:06:48.680]  不就是聖靈所賜的能力
[00:06:48.680 --> 00:06:50.920]  支撐著我們的盼望
[00:06:50.920 --> 00:06:53.320]  而這個能力
[00:06:53.320 --> 00:06:54.120]  聖靈的能力
[00:06:54.120 --> 00:06:56.760]  就是令到我們有一種有能為力的
[00:06:56.760 --> 00:06:59.160]  sense of agency的一個感覺
[00:06:59.160 --> 00:07:02.840]  以致我們生活得可以是海船勝利
[00:07:02.840 --> 00:07:04.440]  因為你看完這段經文之後
[00:07:04.440 --> 00:07:07.320]  你看到耶穌明明這樣回答門徒的
[00:07:07.320 --> 00:07:08.760]  在第八節那裏說
[00:07:08.760 --> 00:07:11.400]  但聖靈降臨在你們身上
[00:07:11.400 --> 00:07:16.120]  你們就必得著能力
[00:07:16.120 --> 00:07:19.880]  聖靈的降臨所帶來的能力
[00:07:19.880 --> 00:07:24.280]  是否能夠確保我們不會丟失
[00:07:24.280 --> 00:07:27.000]  復活的盼望呢
[00:07:27.000 --> 00:07:29.080]  答案是很雙重的
[00:07:29.080 --> 00:07:30.760]  你可以說是
[00:07:30.760 --> 00:07:33.320]  也可以說不是
[00:07:33.320 --> 00:07:36.840]  因為我們必須要盡心去看看這段經文
[00:07:36.840 --> 00:07:38.440]  看看上帝的說話
[00:07:38.440 --> 00:07:42.520]  到底裏面實質上是怎樣說的
[00:07:42.520 --> 00:07:44.360]  讓我們一起看看這段經文
[00:07:44.360 --> 00:07:46.200]  在這個尾場詬問我重覆
[00:07:46.200 --> 00:07:47.960]  門徒問的問題是
[00:07:47.960 --> 00:07:50.600]  主啊 你復興以色列國
[00:07:50.600 --> 00:07:53.560]  就在這時刻嗎
[00:07:53.560 --> 00:07:58.120]  大家跳入耶穌的當下
[00:07:58.120 --> 00:08:00.360]  我看怕大家都會
[00:08:00.360 --> 00:08:02.520]  如果知道來龍去脈的話
[00:08:02.520 --> 00:08:06.520]  都會發現或者感受到耶穌聽的問題
[00:08:06.520 --> 00:08:09.320]  應該心裏面馬上沉了一沉
[00:08:09.320 --> 00:08:13.560]  或者馬上相當之沮喪
[00:08:13.560 --> 00:08:16.600]  主啊 你復興以色列國
[00:08:16.600 --> 00:08:19.800]  就在這時刻嗎
[00:08:19.800 --> 00:08:22.120]  有一個神學家叫John Stott
[00:08:22.120 --> 00:08:26.200]  他看到這段經文的時候
[00:08:26.200 --> 00:08:28.120]  他說這段問題
[00:08:28.120 --> 00:08:29.960]  這尾場的詬問
[00:08:29.960 --> 00:08:31.960]  既顯馳用字
[00:08:31.960 --> 00:08:35.480]  事實上充分地洩露了當時門徒
[00:08:35.480 --> 00:08:40.680]  是完全不了解上帝的心意
[00:08:40.680 --> 00:08:42.280]  Stott這樣說
[00:08:42.280 --> 00:08:44.760]  The verb "restore"
[00:08:44.760 --> 00:08:49.560]  shows that they were expecting a political and territorial kingdom
[00:08:49.560 --> 00:08:51.080]  他說復興
[00:08:51.080 --> 00:08:54.040]  這個問題裏面復興這個動詞
[00:08:54.040 --> 00:08:56.520]  是顯示著這班門徒以為
[00:08:56.520 --> 00:09:04.120]  上帝的國是什麼國呢 是在地上劃土為疆的政權
[00:09:04.120 --> 00:09:05.320]  然後Stott繼續說
[00:09:05.320 --> 00:09:07.560]  The noun "Israel"
[00:09:07.560 --> 00:09:10.840]  that they were expecting a national kingdom
[00:09:10.840 --> 00:09:15.720]  他說這個問題裏面的以色列國這個名詞
[00:09:15.720 --> 00:09:20.280]  顯示這班門徒以為上帝的國是一個國家
[00:09:20.280 --> 00:09:21.880]  然後Stott繼續說
[00:09:21.880 --> 00:09:24.760]  The evapual clause at this time
[00:09:24.760 --> 00:09:28.920]  that they were expecting its immediate establishment
[00:09:28.920 --> 00:09:33.240]  他說這個問題裏面的在這時候
[00:09:33.240 --> 00:09:36.280]  這個所謂的副詞子句
[00:09:36.280 --> 00:09:40.360]  是顯示著這班門徒以為上帝的國
[00:09:40.360 --> 00:09:47.160]  就是在現在當刻是完全降臨的
[00:09:47.160 --> 00:09:48.920]  因此你會發現
[00:09:48.920 --> 00:09:51.720]  其實這班門徒問這個問題
[00:09:51.720 --> 00:09:55.560]  是顯示著他們根本不明白
[00:09:55.560 --> 00:09:57.160]  上帝的旨意是什麼
[00:09:57.160 --> 00:09:58.040]  耶穌要走了
[00:09:58.040 --> 00:09:59.960]  耶穌現在要離開了
[00:09:59.960 --> 00:10:02.520]  不過這班人仍然都是冥頑不靈
[00:10:02.520 --> 00:10:04.680]  頑固、愚昧
[00:10:04.680 --> 00:10:06.200]  仍然都是一如當初
[00:10:06.200 --> 00:10:09.080]  以為自己是跟著一個耶穌
[00:10:09.080 --> 00:10:09.800]  什麼耶穌呢
[00:10:09.800 --> 00:10:11.960]  這個耶穌是一個軍事式
[00:10:11.960 --> 00:10:14.520]  復國主義的彌賽亞
[00:10:14.520 --> 00:10:18.600]  他們仍然都是以為自己跟著一個軍事
[00:10:18.600 --> 00:10:22.600]  復國主義的彌賽亞
[00:10:48.600 --> 00:10:50.760]  祈求他們不要離開耶路撒冷
[00:10:50.760 --> 00:10:53.080]  要等候父所應許
[00:10:53.080 --> 00:10:55.560]  就是你們聽見我所說過
[00:10:55.560 --> 00:10:56.840]  若寒時用水施洗
[00:10:56.840 --> 00:11:01.160]  但不多幾日你們要受聖靈的洗
[00:11:01.160 --> 00:11:02.840]  這一段三至五節告訴我們
[00:11:02.840 --> 00:11:04.680]  耶穌復活之後
[00:11:04.680 --> 00:11:07.080]  其實有40天那麼久
[00:11:07.080 --> 00:11:09.080]  向門徒顯現
[00:11:09.080 --> 00:11:11.560]  顯現的時候不是跟他們吃吃喝喝
[00:11:11.560 --> 00:11:15.880]  是在講論有關於上帝國的事
[00:11:15.880 --> 00:11:19.320]  然後亦都是預告聖靈的降臨
[00:11:19.320 --> 00:11:21.240]  不過講了40天課
[00:11:21.240 --> 00:11:22.760]  上了40天課
[00:11:22.760 --> 00:11:26.600]  門徒竟然以為受聖靈的洗
[00:11:26.600 --> 00:11:31.240]  就是上帝大能復興以色列國的時候
[00:11:31.240 --> 00:11:33.960]  你說耶穌是有多麼激心
[00:11:33.960 --> 00:11:35.480]  多麼激氣
[00:11:35.480 --> 00:11:39.320]  這個情況如果當中有人是做老師的話
[00:11:39.320 --> 00:11:43.240]  我想這種激心你都應該是很明白的
[00:11:43.240 --> 00:11:47.000]  情況就好像你上課高高興興
[00:11:47.000 --> 00:11:48.360]  興高采烈
[00:11:48.360 --> 00:11:50.520]  煞有介事地介紹
[00:11:50.520 --> 00:11:54.280]  向學生介紹自己最近的研究成果
[00:11:54.280 --> 00:11:55.960]  或者研究心得
[00:11:55.960 --> 00:11:57.080]  然後你一邊講的時候
[00:11:57.080 --> 00:11:58.760]  你見到學生都垂涎三尺
[00:11:58.760 --> 00:12:01.000]  然後都放下筆記
[00:12:01.000 --> 00:12:03.560]  好像很明白似的
[00:12:03.560 --> 00:12:07.240]  不過到Q&A的時候
[00:12:07.240 --> 00:12:09.480]  然後學生就提出問題
[00:12:09.480 --> 00:12:12.280]  誰知學生提出的問題
[00:12:12.280 --> 00:12:14.600]  你從這些問題突然之間
[00:12:14.600 --> 00:12:18.920]  你發現原來學生剛才的一個多小時沒有聽明白
[00:12:18.920 --> 00:12:20.440]  到底你在說什麼
[00:12:20.440 --> 00:12:21.640]  我想在這樣的情況下
[00:12:21.640 --> 00:12:23.480]  如果你是那位老師
[00:12:23.480 --> 00:12:27.000]  你都一定會相當之沮喪
[00:12:27.000 --> 00:12:31.560]  當日的耶穌聽到這個問題
[00:12:31.560 --> 00:12:33.400]  這個美祥的詬問
[00:12:33.400 --> 00:12:38.680]  看來都有這種沮喪的情況
[00:12:38.680 --> 00:12:41.080]  不過你不能怪門徒
[00:12:41.080 --> 00:12:44.520]  門徒金渴望耶穌復興以色列國
[00:12:44.520 --> 00:12:47.080]  其實是相當之有理由的
[00:12:47.080 --> 00:12:48.440]  因為每個猶太人
[00:12:48.440 --> 00:12:49.800]  他從小時候開始
[00:12:49.800 --> 00:12:53.000]  當他牙牙學語開始的時候
[00:12:53.000 --> 00:12:55.080]  他已經有一個文化習慣
[00:12:55.080 --> 00:13:01.880]  就是每天三次以十八頌土來虔誠祈禱
[00:13:01.880 --> 00:13:03.240]  每天三次
[00:13:03.240 --> 00:13:06.200]  而十八頌土裡面的第十四條
[00:13:06.200 --> 00:13:11.080]  正正就是求主復興大位的國
[00:13:11.080 --> 00:13:16.840]  於是猶太人自小就受到國族的宗教文化薰陶
[00:13:16.840 --> 00:13:21.480]  以復興以色列國為盼望的核心
[00:13:21.480 --> 00:13:25.720]  或者當日這班門徒美祥詬問之前
[00:13:25.720 --> 00:13:27.800]  不久在大清早的時候
[00:13:27.800 --> 00:13:31.720]  剛剛才唸完十八頌土的第十四條
[00:13:31.720 --> 00:13:34.440]  求主復興大位的國
[00:13:34.440 --> 00:13:37.000]  然後聽到耶穌說要走了
[00:13:37.000 --> 00:13:40.280]  還以為這個軍事的微塞亞
[00:13:40.280 --> 00:13:43.720]  就是現在要復興以色列國
[00:13:43.720 --> 00:13:45.880]  雖然門徒是遲鈍無知
[00:13:45.880 --> 00:13:49.560]  不過聽下去或者看下去
[00:13:49.560 --> 00:13:53.160]  似乎都是無可厚非的
[00:13:53.160 --> 00:13:57.560]  不過耶穌聽完這個美祥詬問之後
[00:13:57.560 --> 00:14:02.840]  可能祂不是單單慨嘆門徒的遲鈍無知
[00:14:02.840 --> 00:14:10.440]  耶穌更加有可能是替這班門徒擔心
[00:14:10.440 --> 00:14:13.640]  因為耶穌應該是很清楚
[00:14:13.640 --> 00:14:17.880]  復興以色列國真的不是這個時候
[00:14:17.880 --> 00:14:21.400]  復活並沒有帶來復國
[00:14:21.400 --> 00:14:25.080]  並沒有為猶太人帶來他們幾個世紀
[00:14:25.080 --> 00:14:28.280]  引頸以待的一個期望
[00:14:28.280 --> 00:14:35.080]  耶穌知道當這一班第一代的門徒通通都死了
[00:14:35.080 --> 00:14:36.920]  這一代完全過去
[00:14:36.920 --> 00:14:40.440]  以色列國都還沒有復興
[00:14:40.440 --> 00:14:45.160]  甚至耶穌在他們完全通通死了
[00:14:45.160 --> 00:14:49.400]  耶穌都還沒有第二次回來
[00:14:49.400 --> 00:14:50.360]  耶穌可能當時想
[00:14:50.360 --> 00:14:55.960]  如果他們繼續將這個盼望建基在復國的夢上
[00:14:55.960 --> 00:14:58.760]  他們遲早會喪掉盼望
[00:14:58.760 --> 00:15:00.760]  遲早會意志消沉
[00:15:00.760 --> 00:15:03.800]  遲早會信心盡失
[00:15:03.800 --> 00:15:06.360]  於是耶穌在經文裏面
[00:15:06.360 --> 00:15:10.520]  向他們再進一步很明白地解釋
[00:15:10.520 --> 00:15:12.600]  再上最後一課
[00:15:12.600 --> 00:15:13.400]  第七節說
[00:15:13.400 --> 00:15:14.520]  「耶穌對他們說
[00:15:14.520 --> 00:15:16.600]  父憑著自己的權柄
[00:15:16.600 --> 00:15:19.800]  所定的時候日期不是你們可以知道的
[00:15:19.800 --> 00:15:21.880]  但聖靈降臨在你們身上
[00:15:21.880 --> 00:15:23.800]  你們就必得著能力
[00:15:23.800 --> 00:15:27.560]  並要在耶路撒冷、猶太、全地和撒瑪利亞
[00:15:27.560 --> 00:15:31.000]  直到地極作我的見證」
[00:15:31.000 --> 00:15:32.440]  耶穌對他們說
[00:15:32.440 --> 00:15:35.560]  這段說話分開兩大部分
[00:15:35.560 --> 00:15:36.680]  第一大部分說
[00:15:36.680 --> 00:15:39.960]  父憑著自己的權柄所定的日期等等
[00:15:39.960 --> 00:15:41.080]  你們是不知道的
[00:15:41.080 --> 00:15:42.760]  耶穌要警告他們
[00:15:42.760 --> 00:15:51.960]  千萬不要將盼望建基在夢想的實現上
[00:15:51.960 --> 00:15:55.720]  耶穌說你們如果要生而有望
[00:15:55.720 --> 00:15:58.520]  必定要轉移視線
[00:15:58.520 --> 00:16:04.760]  不要將自己的盼望建基在夢想會否實現上
[00:16:04.760 --> 00:16:06.200]  第二大組說話
[00:16:06.200 --> 00:16:07.400]  耶穌的回答說
[00:16:07.400 --> 00:16:09.640]  「但聖靈降臨在你們身上
[00:16:09.640 --> 00:16:11.800]  你們就必得著能力
[00:16:11.800 --> 00:16:15.240]  直到地極作我的見證」
[00:16:15.240 --> 00:16:17.960]  大家知道見證在初期教會裏面
[00:16:17.960 --> 00:16:20.920]  有一個為主殉道的意思
[00:16:20.920 --> 00:16:23.480]  為主而死的意思
[00:16:23.480 --> 00:16:26.120]  耶穌跟他們明明這樣說
[00:16:26.120 --> 00:16:32.840]  盼望不單止不是甚麼所謂夢想的實現
[00:16:32.840 --> 00:16:34.680]  盼望是甚麼呢?
[00:16:34.680 --> 00:16:38.200]  盼望是當你們失去所有
[00:16:38.200 --> 00:16:40.440]  連生命都失去
[00:16:40.440 --> 00:16:43.000]  失去得一無所有
[00:16:43.000 --> 00:16:47.240]  還是可以因為聖靈在你們的身上
[00:16:47.240 --> 00:16:49.640]  你們就必得著能力
[00:16:49.640 --> 00:16:52.040]  這是基督教所說的盼望
[00:16:52.040 --> 00:16:56.920]  基督教所說的盼望顯然不是一種節節勝利
[00:16:56.920 --> 00:17:01.480]  一種海船式的盼望力量
[00:17:01.480 --> 00:17:04.680]  基督教所說的盼望是被釘十字架
[00:17:04.680 --> 00:17:12.280]  被世人以為是一無所有的人的盼望力量
[00:17:12.280 --> 00:17:13.960]  夢想落空
[00:17:13.960 --> 00:17:16.120]  一無所有
[00:17:16.120 --> 00:17:19.000]  還可以有盼望的力量嗎?
[00:17:19.000 --> 00:17:20.920]  耶穌是否在說笑呢?
[00:17:20.920 --> 00:17:26.120]  耶穌是否在唱不食人間煙火的高調呢?
[00:17:26.120 --> 00:17:30.200]  怎麼會有可能當一無所有的時候
[00:17:30.200 --> 00:17:34.520]  還可以不會消失我們的盼望呢?
[00:17:34.520 --> 00:17:35.960]  你可以想想
[00:17:35.960 --> 00:17:39.320]  你跟一個患重病的人
[00:17:39.320 --> 00:17:42.280]  一個很渴望著痊癒而患重病的人
[00:17:42.280 --> 00:17:45.880]  你跟他說:你明天就會死了
[00:17:45.880 --> 00:17:48.360]  這個人不是會跌入絕望嗎?
[00:17:48.360 --> 00:17:50.920]  這個人怎麼會反而有盼望呢?
[00:17:50.920 --> 00:17:55.000]  或者你試一下對一個家暴的受害者
[00:17:55.000 --> 00:18:00.120]  然後跟他說:你那個很暴力的丈夫一輩子都不會改的
[00:18:00.120 --> 00:18:03.720]  這個婦人不是應該會是絕望嗎?
[00:18:03.720 --> 00:18:07.560]  怎麼會反而有盼望呢?
[00:18:07.560 --> 00:18:14.840]  或者你對著一個社會改革的人來預言
[00:18:14.840 --> 00:18:20.920]  有生之年,民主不但不會實現,極權還是會有恃無恐
[00:18:20.920 --> 00:18:23.800]  變本加厲,越來越滲透
[00:18:23.800 --> 00:18:26.120]  如果你跟他這樣說的時候
[00:18:26.120 --> 00:18:28.120]  他不會更加絕望嗎?
[00:18:28.120 --> 00:18:34.040]  為什麼反而會有盼望呢?
[00:18:34.040 --> 00:18:35.960]  耶穌是否在說笑呢?
[00:18:35.960 --> 00:18:38.120]  耶穌是否在唱高調
[00:18:38.120 --> 00:18:44.040]  高到你和我都沒有辦法指是可以和應的呢?
[00:18:44.040 --> 00:18:47.640]  不過我們又知道,如果我們一路看哨行傳
[00:18:47.640 --> 00:18:51.400]  我們的確知道這一批門徒往後的日子
[00:18:51.400 --> 00:18:56.040]  確實到死都見不到以色列國復興
[00:18:56.040 --> 00:19:00.600]  大部分人甚至是死在當時的強權底下
[00:19:00.600 --> 00:19:03.080]  並且真是死得一無所有
[00:19:03.080 --> 00:19:07.080]  不過這班人竟然又真是一生人
[00:19:07.080 --> 00:19:10.120]  是活得異常,是有能力
[00:19:10.120 --> 00:19:14.200]  並且是到處燃點盼望的訊息
[00:19:14.200 --> 00:19:17.720]  為什麼耶穌這樣說呢?
[00:19:17.720 --> 00:19:19.720]  而這班人為什麼日後
[00:19:19.720 --> 00:19:23.960]  又可以充滿著盼望和盼望的力量呢?
[00:19:23.960 --> 00:19:27.240]  等下我們會再回到這一點
[00:19:27.240 --> 00:19:31.560]  因為我們要再從這經文看多一件事
[00:19:31.560 --> 00:19:33.880]  看什麼呢?
[00:19:33.880 --> 00:19:38.680]  我們回到門徒這個尾牆的構文裡面
[00:19:38.680 --> 00:19:42.440]  上面提到耶穌聽到這個尾牆構文
[00:19:42.440 --> 00:19:44.360]  可能一方面很激心
[00:19:44.360 --> 00:19:47.320]  另一方面很擔心
[00:19:47.320 --> 00:19:51.480]  不過看來耶穌不單止是激心和擔心
[00:19:51.480 --> 00:19:55.240]  並且應該是很傷心的
[00:19:55.240 --> 00:20:00.360]  大家想想,這個時刻是耶穌升天的時候
[00:20:00.360 --> 00:20:03.320]  耶穌是要離開這一班祂所愛
[00:20:03.320 --> 00:20:05.400]  並且愛祂的門徒
[00:20:05.400 --> 00:20:08.680]  耶穌最希望聽到什麼呢?
[00:20:08.680 --> 00:20:11.480]  耶穌是否希望聽到一個問題
[00:20:11.480 --> 00:20:15.080]  主啊,祢復興以色列國就在這時嗎?
[00:20:15.080 --> 00:20:19.800]  我看來耶穌不太希望聽到這個問題
[00:20:19.800 --> 00:20:22.040]  這個尾牆的構文
[00:20:22.040 --> 00:20:25.240]  其實大概是在說什麼呢?
[00:20:25.240 --> 00:20:27.560]  主啊,祢現在離開了嗎?
[00:20:27.560 --> 00:20:31.880]  是不是祢現在要將祢答應給我們的事
[00:20:31.880 --> 00:20:34.280]  現在就給我們?
[00:20:34.280 --> 00:20:37.320]  丁姐妹,你可以嘗試去代入一下
[00:20:37.320 --> 00:20:38.920]  如果你是一個父親
[00:20:38.920 --> 00:20:41.000]  因為工作的原因
[00:20:41.000 --> 00:20:45.080]  你要去很遠的海外生活一段時間
[00:20:45.080 --> 00:20:47.240]  然後當你很疼愛的兒子
[00:20:47.240 --> 00:20:50.120]  送到你的機場入閘門口的時候
[00:20:50.120 --> 00:20:52.040]  你最期待他說什麼呢?
[00:20:52.040 --> 00:20:53.160]  當你要離開了
[00:20:53.160 --> 00:20:55.080]  你最期待說什麼呢?
[00:20:55.080 --> 00:20:56.680]  我想大概應該是說
[00:20:56.680 --> 00:20:58.200]  你希望兒子說
[00:20:58.200 --> 00:21:00.120]  爸爸,你什麼時候回來?
[00:21:00.120 --> 00:21:01.800]  我會很掛念你的
