
[00:00:00.000 --> 00:00:02.360]  各位兄弟姊妹主內平安
[00:01:22.560 --> 00:01:25.160]  原來當時他就表達
[00:01:25.160 --> 00:01:27.600]  因為一直連源頭
[00:01:27.600 --> 00:01:31.320]  其實好像說到現在都不太肯定源頭是從哪裡來
[00:01:31.320 --> 00:01:32.200]  只是估計而已
[00:01:32.200 --> 00:01:35.240]  經常都說那些野生動物是估計的
[00:01:35.240 --> 00:01:36.760]  但很大機會
[00:01:36.760 --> 00:01:38.680]  但在那一刻十年前
[00:01:38.680 --> 00:01:40.920]  連源頭都不知道在哪裡的時候
[00:01:40.920 --> 00:01:42.840]  很難對症下藥
[00:01:42.840 --> 00:01:45.040]  以致一發不可收拾
[00:01:45.040 --> 00:01:46.920]  但又很難去制止
[00:01:46.920 --> 00:01:50.040]  原來對症下藥都頗重要的
[00:01:50.040 --> 00:01:53.320]  最近天氣又變幻莫測
[00:01:53.320 --> 00:01:54.960]  大家都很容易生病
[00:01:54.960 --> 00:01:56.680]  所以大家都要保重
[00:01:56.680 --> 00:01:59.080]  都要吃一些適合的藥
[00:01:59.080 --> 00:02:01.440]  我們身體是會生病的
[00:02:01.440 --> 00:02:02.840]  有沒有想過
[00:02:02.840 --> 00:02:05.640]  我們其實可能屬靈生命
[00:02:05.640 --> 00:02:08.080]  都有時候會生病的
[00:02:08.080 --> 00:02:12.520]  當我們的屬靈生命真的生病了的時候
[00:02:12.520 --> 00:02:15.960]  不知道你有沒有為了醫治這個病
[00:02:15.960 --> 00:02:18.960]  要找出一個真正的原因
[00:02:18.960 --> 00:02:21.080]  所謂的病發的源頭
[00:02:21.080 --> 00:02:25.720]  以致你可以找到一些合適的藥物去醫治
[00:02:25.720 --> 00:02:29.280]  通常我們見得最多的那種病
[00:02:29.280 --> 00:02:32.840]  就叫做肝渴症
[00:02:32.840 --> 00:02:34.640]  最明顯的病症
[00:02:34.640 --> 00:02:38.480]  你是會感受到一個靈裡面很枯乾
[00:02:38.480 --> 00:02:39.960]  大部份的病人
[00:02:39.960 --> 00:02:42.680]  都表示患了這種病的原因
[00:02:42.680 --> 00:02:44.840]  都是太忙碌了
[00:02:44.840 --> 00:02:49.560]  通常他們想解決醫治這個病的方法就是
[00:02:49.560 --> 00:02:54.080]  我要停止所有的侍奉來休息一下
[00:02:54.080 --> 00:02:56.840]  休息無可厚非
[00:02:56.840 --> 00:02:58.000]  都對的
[00:02:58.000 --> 00:02:59.120]  休息吧
[00:02:59.120 --> 00:03:00.960]  它是病嘛
[00:03:00.960 --> 00:03:03.080]  真的需要安靜的時間
[00:03:03.080 --> 00:03:04.640]  這個都沒有錯的
[00:03:04.640 --> 00:03:05.760]  我都覺得沒有錯
[00:03:05.760 --> 00:03:07.760]  不過有時候我又會見到
[00:03:07.760 --> 00:03:10.320]  已經停下了一些東西
[00:03:10.320 --> 00:03:12.240]  正在休息
[00:03:12.240 --> 00:03:15.440]  但為什麼好像沒有好轉
[00:03:15.440 --> 00:03:18.200]  反而還有惡化的跡象
[00:03:18.200 --> 00:03:20.600]  究竟何解呢?
[00:03:20.600 --> 00:03:22.200]  是不是斷錯症呢?
[00:03:22.200 --> 00:03:25.640]  可能都有這個可能性
[00:03:25.640 --> 00:03:26.720]  其實要醫治這種
[00:03:26.720 --> 00:03:30.600]  靈裡覺得很枯乾的肝渴症
[00:03:30.600 --> 00:03:32.840]  有時候都會令人感到很疑惑
[00:03:32.840 --> 00:03:34.040]  尤其是我在想
[00:03:34.040 --> 00:03:35.800]  覺得很費解的就是
[00:03:35.800 --> 00:03:40.160]  為什麼服侍神會令到人很枯乾呢?
[00:03:40.160 --> 00:03:42.720]  真是因為太忙?
[00:03:42.720 --> 00:03:46.160]  難道我們會比使徒保羅更忙嗎?
[00:03:46.160 --> 00:03:48.720]  所以我們唯一可以解釋的
[00:03:48.720 --> 00:03:51.840]  亦都讓我想到一個可能就是我們的目標
[00:03:51.840 --> 00:03:54.400]  我們的方向是錯了
[00:03:54.400 --> 00:03:56.880]  甚至可能根本跟神的關係
[00:03:56.880 --> 00:04:00.080]  都沒有好好真正的聯合過
[00:04:00.080 --> 00:04:02.720]  所以你過去好像叫做為主作供
[00:04:02.720 --> 00:04:05.000]  但你不是與主同供的
[00:04:05.000 --> 00:04:07.560]  你是孤軍作戰的
[00:04:07.560 --> 00:04:09.480]  否則的話我們要知道
[00:04:09.480 --> 00:04:10.600]  聖經告訴我們
[00:04:10.600 --> 00:04:14.000]  神賜予人的是一個活水江河
[00:04:14.000 --> 00:04:16.080]  只會叫人滿舍
[00:04:16.080 --> 00:04:18.560]  又怎會令人枯乾呢?
[00:04:18.560 --> 00:04:20.160]  今天的這段經文
[00:04:20.160 --> 00:04:22.200]  就藉著保羅的生命
[00:04:22.200 --> 00:04:24.160]  跟我們一起去反思
[00:04:24.160 --> 00:04:28.840]  讓我們一同檢視自己的屬靈生命
[00:04:28.840 --> 00:04:31.280]  保羅為了要令到肥立比人明白
[00:04:31.280 --> 00:04:34.920]  猶太主義者所提倡這個清義之法
[00:04:34.920 --> 00:04:37.320]  其實是一個死胡同
[00:04:37.320 --> 00:04:39.360]  於是他現身說法
[00:04:39.360 --> 00:04:43.960]  以自己的過去和現在作一個對比來辯證
[00:04:43.960 --> 00:04:48.160]  講述到他是單以基督耶穌為誇耀
[00:04:48.160 --> 00:04:50.760]  並不是倚靠肉體的
[00:04:50.760 --> 00:04:54.080]  然後他提出追求目標應持的態度
[00:04:54.080 --> 00:04:56.000]  以及當守的原則
[00:04:56.000 --> 00:04:58.040]  你們正正就是提醒那些自以為
[00:04:58.040 --> 00:05:02.560]  已經達到至尊完全的信徒的一個信息
[00:05:02.560 --> 00:05:06.280]  在這處經文提到一個「義」字
[00:05:06.280 --> 00:05:09.120]  聖經的「義」究竟是指甚麼呢?
[00:05:09.120 --> 00:05:10.360]  聖經裡的「義」
[00:05:10.360 --> 00:05:14.360]  是指神與人之間正當的關係
[00:05:14.360 --> 00:05:15.400]  但我們都知道
[00:05:15.400 --> 00:05:16.640]  當人犯了罪
[00:05:16.640 --> 00:05:20.600]  神與人之間原本正當良好的關係
[00:05:20.600 --> 00:05:23.400]  就因為被罪所破壞
[00:05:23.400 --> 00:05:27.240]  人在神的面前就成為了一個不義的人
[00:05:27.240 --> 00:05:29.480]  很多人都用不同的方法
[00:05:29.480 --> 00:05:32.720]  試圖重新得到這個「義」
[00:05:32.720 --> 00:05:36.240]  而保羅亦曾是曾經之一
[00:05:36.240 --> 00:05:38.120]  他以為可以靠著遵行律法
[00:05:38.120 --> 00:05:40.440]  在神的面前就可以稱義
[00:05:40.440 --> 00:05:43.720]  就像當年很多的法利賽人一樣
[00:05:43.720 --> 00:05:46.640]  保羅自以為自己已經在律法上
[00:05:46.640 --> 00:05:49.520]  達到完全毫無瑕疵
[00:05:49.520 --> 00:05:51.120]  所以在第六節裏
[00:05:51.120 --> 00:05:52.200]  我們看到保羅說
[00:05:52.200 --> 00:05:55.560]  「就律法上的義,我是無可指責的」
[00:05:55.560 --> 00:06:00.000]  這個正正就是他信主之前對義的了解
[00:06:00.000 --> 00:06:03.400]  以及對自己作出的評價
[00:06:03.400 --> 00:06:05.640]  當然我們後來看到
[00:06:05.640 --> 00:06:08.280]  他已經明白到神的眼中
[00:06:08.280 --> 00:06:11.040]  沒有一個可以達到律法上的要求
[00:06:11.040 --> 00:06:15.080]  沒有一個能夠完全遵行律法而因此稱義
[00:06:15.080 --> 00:06:18.080]  所以他在《羅馬書》三章二十節裏寫道
[00:06:18.080 --> 00:06:19.920]  「所以凡有血氣的
[00:06:19.920 --> 00:06:23.840]  沒有一個因行律法能在神面前稱義
[00:06:23.840 --> 00:06:27.440]  因為律法本是叫人知罪」
[00:06:27.440 --> 00:06:30.480]  假如人不能夠靠遵行律法
[00:06:30.480 --> 00:06:33.560]  或者不是靠好行為可以稱義的話
[00:06:33.560 --> 00:06:36.680]  用甚麼方法可以在神面前稱義呢?
[00:06:36.680 --> 00:06:39.800]  所以在第九節保羅就表達到
[00:06:39.800 --> 00:06:41.760]  「並且得義在他裏面
[00:06:41.760 --> 00:06:44.520]  不是有自己因律法而得的義
[00:06:44.520 --> 00:06:46.520]  乃是有信基督的義
[00:06:46.520 --> 00:06:49.360]  就是因信神而來的義」
[00:06:49.360 --> 00:06:51.000]  在這裏保羅要見證
[00:06:51.000 --> 00:06:54.320]  今天他只可以坦然地在神的面前
[00:06:54.320 --> 00:06:56.040]  被神體為義人
[00:06:56.040 --> 00:06:59.400]  並不是因為他純正的猶太人血統
[00:06:59.400 --> 00:07:00.640]  他的家世
[00:07:00.640 --> 00:07:02.520]  或者是他的聖經學問
[00:07:02.520 --> 00:07:07.400]  更加不是他一生努力遵行的律法
[00:07:07.400 --> 00:07:11.200]  今天他之所以能夠坦然地在神的面前
[00:07:11.200 --> 00:07:12.920]  是因為他相信和接受了
[00:07:12.920 --> 00:07:15.280]  神的義子主耶穌基督
[00:07:15.280 --> 00:07:18.280]  在十字架上的救恩
[00:07:18.280 --> 00:07:24.720]  他才可以和神恢復正確良好的關係
[00:07:24.720 --> 00:07:26.120]  所以在這段經文
[00:07:26.120 --> 00:07:27.480]  驟眼看下去
[00:07:27.480 --> 00:07:30.640]  好像見到保羅在吹噓自己的成就
[00:07:30.640 --> 00:07:32.560]  但不是的,我們仔細看完後
[00:07:32.560 --> 00:07:34.680]  其實是剛好相反
[00:07:34.680 --> 00:07:36.320]  他是要告訴別人
[00:07:36.320 --> 00:07:38.960]  他不是有多好
[00:07:38.960 --> 00:07:40.080]  而是想人知道
[00:07:40.080 --> 00:07:43.840]  在他生命上最寶貴的其實是甚麼
[00:07:43.840 --> 00:07:46.320]  人的成就就算有多大
[00:07:46.320 --> 00:07:47.960]  都沒有辦法在神的面前
[00:07:47.960 --> 00:07:51.600]  賺取個人得救和永恆的生命
[00:07:51.600 --> 00:07:52.720]  保羅要說的
[00:07:52.720 --> 00:07:56.680]  就是我們每一個人都要因順稱義
[00:07:56.680 --> 00:07:58.280]  神藉著耶穌基督在十字架上
[00:07:58.280 --> 00:07:59.440]  所成就的恩典
[00:07:59.440 --> 00:08:01.160]  實在是太偉大了
[00:08:01.160 --> 00:08:02.560]  尤其是對保羅來說
[00:08:02.560 --> 00:08:04.680]  如果大家認識保羅的時候
[00:08:04.680 --> 00:08:06.880]  你都知道他的過去
[00:08:06.880 --> 00:08:10.720]  他曾經形容自己是罪人中的罪魁
[00:08:10.720 --> 00:08:15.040]  而神主動藉著耶穌基督的光照他
[00:08:15.040 --> 00:08:16.240]  拯救他
[00:08:16.240 --> 00:08:19.720]  令他能夠靠著耶穌伯伯的青焰
[00:08:19.720 --> 00:08:22.440]  所以保羅在感恩之餘
[00:08:22.440 --> 00:08:24.120]  他都願意一生不惜
[00:08:24.120 --> 00:08:26.440]  放棄一切曾經重視過
[00:08:26.440 --> 00:08:27.840]  擁有過的東西
[00:08:27.840 --> 00:08:31.000]  為的是要得著基督
[00:08:31.000 --> 00:08:34.360]  保羅為要得著基督而付上代價
[00:08:34.360 --> 00:08:36.000]  或許我們會問
[00:08:36.000 --> 00:08:37.840]  我們信耶穌的時候
[00:08:37.840 --> 00:08:40.280]  不是已經得著了基督嗎?
[00:08:40.280 --> 00:08:41.120]  沒錯
[00:08:41.120 --> 00:08:42.840]  當我們信主的時候
[00:08:42.840 --> 00:08:44.840]  我們已經與主聯合
[00:08:44.840 --> 00:08:46.520]  我們已經得著了耶穌
[00:08:46.520 --> 00:08:48.920]  更加是耶穌都得著了我們
[00:08:48.920 --> 00:08:51.720]  我們永遠屬於主了
[00:08:51.720 --> 00:08:53.920]  但是我們的內心和行為
[00:08:53.920 --> 00:08:55.760]  是否已經完全認定了
[00:08:55.760 --> 00:08:58.840]  耶穌就是我們生命中的一切
[00:08:58.840 --> 00:09:00.400]  得著基督的人生
[00:09:00.400 --> 00:09:02.920]  意思就是完完全全地落實
[00:09:02.920 --> 00:09:06.320]  將耶穌基督成為我們生命中的一切
[00:09:06.320 --> 00:09:08.640]  並且在我們一生中的裏面
[00:09:08.640 --> 00:09:13.240]  不斷地盡心地認識耶穌基督的一種過程
[00:09:13.240 --> 00:09:15.400]  就好像經文裏面看到
[00:09:15.400 --> 00:09:17.160]  「在他裏面」
[00:09:17.160 --> 00:09:19.080]  這個很有意思的意思就是說
[00:09:19.080 --> 00:09:21.640]  是與基督聯合為一
[00:09:21.640 --> 00:09:24.360]  以致我們可以在任何的環境
[00:09:24.360 --> 00:09:26.480]  或者遭遇到任何的事情
[00:09:26.480 --> 00:09:30.640]  我們都認定耶穌就是我們最好的福分
[00:09:30.640 --> 00:09:33.480]  就好像婚姻關係
[00:09:33.480 --> 00:09:35.120]  兩個人結了婚
[00:09:35.120 --> 00:09:38.320]  但是結了婚雖然是夫婦
[00:09:38.320 --> 00:09:42.480]  但實際生活裏仍然各有各閒
[00:09:42.480 --> 00:09:46.320]  與單身的生活無異的時候
[00:09:46.320 --> 00:09:48.040]  他們根本沒有辦法體會
[00:09:48.040 --> 00:09:50.040]  甚麼叫做二人成為一體
[00:09:50.040 --> 00:09:52.920]  毀身夫婦的關係
[00:09:52.920 --> 00:09:55.840]  我們以基督為中心的生命
[00:09:55.840 --> 00:09:58.200]  亦都是一個毀身的生命
[00:09:58.200 --> 00:10:01.600]  可以說是為了主而可以凋棄萬事
[00:10:01.600 --> 00:10:03.240]  看作糞土
[00:10:03.240 --> 00:10:04.440]  所以我夠膽說
[00:10:04.440 --> 00:10:08.320]  如果一個真正可以與主聯合的人
[00:10:08.320 --> 00:10:11.120]  他不會輕言說自己已經枯乾了
[00:10:11.120 --> 00:10:14.120]  試問有主與你同在的時候
[00:10:14.120 --> 00:10:17.000]  主又怎會讓你枯萎呢?
[00:10:17.000 --> 00:10:19.200]  縱然你遇到困難的時候
[00:10:19.200 --> 00:10:23.640]  主的恩典都是夠用
[00:10:23.640 --> 00:10:28.440]  若然你時時都感受到有這種枯乾的感覺
[00:10:28.440 --> 00:10:31.320]  可能顯示你的屬靈生命有些病
[00:10:31.320 --> 00:10:32.960]  也說不定是一個病徵
[00:10:32.960 --> 00:10:35.440]  所以你要好好檢查一下
[00:10:35.440 --> 00:10:39.880]  檢視一下你究竟與主耶穌基督的關係是怎樣
[00:10:39.880 --> 00:10:41.760]  今天這段經文的訊息
[00:10:41.760 --> 00:10:44.720]  就是要我們在保羅個人的經歷裏
[00:10:44.720 --> 00:10:49.080]  學習如何活出一個得著基督的人生
[00:10:49.080 --> 00:10:50.560]  要得著基督
[00:10:50.560 --> 00:10:52.680]  第一點我們要學習
[00:10:52.680 --> 00:10:56.320]  就是將我們的價值觀去改變
[00:10:56.320 --> 00:10:59.840]  在七至八節我們可以看回聖經裏說
[00:10:59.840 --> 00:11:02.800]  「只是我先前以為與我有益的
[00:11:02.800 --> 00:11:05.960]  我現在因基督都當作有損的
[00:11:05.960 --> 00:11:07.120]  不但如此
[00:11:07.120 --> 00:11:09.640]  我也將萬事當作有損的
[00:11:09.640 --> 00:11:13.480]  因為我以認識我主基督耶穌為至寶
[00:11:13.480 --> 00:11:16.080]  我為他而凋棄萬事
[00:11:16.080 --> 00:11:17.560]  看作糞土
[00:11:17.560 --> 00:11:21.040]  為要得著基督」
[00:11:21.040 --> 00:11:27.240]  保羅深深地令到以往自己自以為是錯的
[00:11:27.240 --> 00:11:31.160]  現在的他已經願意放棄一切人為的資歷
[00:11:31.160 --> 00:11:35.000]  為的是要得著信耶穌基督所得的義
[00:11:35.000 --> 00:11:40.240]  他指出猶太主義者以國禮、以律法等來誇口
[00:11:40.240 --> 00:11:44.520]  以為這些可以令他比愛邦人更優越
[00:11:44.520 --> 00:11:45.960]  不過保羅會覺得
[00:11:45.960 --> 00:11:48.440]  如果要誇口的話他一樣都可以
[00:11:48.440 --> 00:11:52.520]  憑他過去的優越背景和資歷去誇口
[00:11:52.520 --> 00:11:54.440]  所以我們看到經文那裏
[00:11:54.440 --> 00:11:57.040]  他一口氣總共說了五樣
[00:11:57.040 --> 00:12:00.680]  他覺得可以靠著肉體而誇口的事
[00:12:00.680 --> 00:12:03.680]  我們可以看看哪五樣那麼厲害
[00:12:03.680 --> 00:12:07.840]  第一,他是第八日受到國禮
[00:12:07.840 --> 00:12:09.640]  這是一個宗教禮而表明
[00:12:09.640 --> 00:12:14.280]  他在血統上是純種正統的猶太人
[00:12:14.280 --> 00:12:18.040]  第二,他說自己是以色列族變眼敏之派
[00:12:18.040 --> 00:12:20.680]  是希伯來人所生的希伯來人
[00:12:20.680 --> 00:12:23.280]  證明他是出自正宗
[00:12:23.280 --> 00:12:26.360]  可以承受神和以色列選民一切
[00:12:26.360 --> 00:12:29.120]  允許和享受一切的權利
[00:12:29.120 --> 00:12:31.360]  第三,他說以律法來說
[00:12:31.360 --> 00:12:33.760]  他是伯利賽人
[00:12:33.760 --> 00:12:36.480]  就是說他是一個嚴守律法遺傳
[00:12:36.480 --> 00:12:39.560]  正宗猶太清教徒的代表
[00:12:39.560 --> 00:12:44.880]  第四,他說他熱心義賢去迫害教會的
[00:12:44.880 --> 00:12:49.040]  就是說他有一股維護猶太教傳統的熱誠
[00:12:49.040 --> 00:12:52.560]  以致迫伯背棄猶太傳統的基督徒
[00:12:52.560 --> 00:12:55.800]  總而言之,他是一個宗教狂熱者
[00:12:55.800 --> 00:12:57.720]  而在猶太人的觀點來看
[00:12:57.720 --> 00:12:59.920]  他這一方面真的很有成就
[00:12:59.920 --> 00:13:01.840]  很值得嘉許
[00:13:01.840 --> 00:13:04.680]  在律法的義來說
[00:13:04.680 --> 00:13:06.600]  他是無可指責
[00:13:06.600 --> 00:13:08.920]  實在是一個很標準的猶太人
[00:13:08.920 --> 00:13:10.760]  無論在品德、行為
[00:13:10.760 --> 00:13:13.080]  都依據律法的要求去做
[00:13:13.080 --> 00:13:16.720]  所以可以說是無可挑剔的
[00:13:16.720 --> 00:13:18.920]  保羅在這五方面的論據
[00:13:18.920 --> 00:13:21.960]  向這些猶太主義者和肥立比的信徒表明
[00:13:21.960 --> 00:13:24.400]  他實在再純正不過了
[00:13:24.400 --> 00:13:28.040]  加上他那股的虔誠和熱心
[00:13:28.040 --> 00:13:31.880]  誰可以懷疑他這種優厚的資歷背景呢?
[00:13:31.880 --> 00:13:34.680]  不過,他馬上立刻表白
[00:13:34.680 --> 00:13:39.120]  自從在大馬色路上認識了耶穌,歸住之後
[00:13:39.120 --> 00:13:40.880]  得到救恩之後
[00:13:40.880 --> 00:13:44.080]  「只是我先前以為與我有益的
[00:13:44.080 --> 00:13:47.600]  現在在因基督律都當作有損的」
[00:13:47.600 --> 00:13:49.320]  保羅最終發現
[00:13:49.320 --> 00:13:51.520]  過去一切的好處
[00:13:51.520 --> 00:13:54.600]  看來原來現在是毫無益處
[00:13:54.600 --> 00:13:57.840]  甚至乎可能是有損的東西
[00:13:57.840 --> 00:13:59.080]  換言之
[00:13:59.080 --> 00:14:02.240]  他的生命自從被基督拯救過來之後
[00:14:02.240 --> 00:14:04.400]  整個人生的價值觀
[00:14:04.400 --> 00:14:07.200]  已經一百八十度改變了
[00:14:07.200 --> 00:14:11.480]  他不再亂砍過去引以為傲的事情
[00:14:11.480 --> 00:14:12.960]  決心為了主
[00:14:12.960 --> 00:14:17.240]  而放棄他個人優越的資歷和他的背景
[00:14:17.240 --> 00:14:19.600]  甚至乎視這些是毫無價值
[00:14:19.600 --> 00:14:25.120]  形容他好像廢物、垃圾、糞土一樣
[00:14:25.120 --> 00:14:29.280]  保羅因著基督而有了完全不同的看法
[00:14:29.280 --> 00:14:32.400]  他切誤到以前認為有益的事
[00:14:32.400 --> 00:14:36.680]  現在反而成為了他要認識耶穌基督的障礙物
[00:14:36.680 --> 00:14:41.320]  令他的生命沉重到好像背負債項一樣沉重
[00:14:41.320 --> 00:14:45.800]  所以如今他唯一的目標就是要得著基督
[00:14:45.800 --> 00:14:48.800]  以認識基督、耶穌為至寶
[00:14:48.800 --> 00:14:50.120]  過去的一切
[00:14:50.120 --> 00:14:53.720]  即使是世人所羨慕、渴想得到的
[00:14:53.720 --> 00:14:55.680]  如今因為基督的緣故
[00:14:55.680 --> 00:14:58.400]  都變為次要、毫無價值
[00:14:58.400 --> 00:15:00.240]  不再倚重了
[00:15:00.240 --> 00:15:05.680]  世上沒有甚麼比認識耶穌基督更美好、更有價值
[00:15:05.680 --> 00:15:08.000]  你拿甚麼來跟你一樣東西比呢?
[00:15:08.000 --> 00:15:09.560]  最有價值的事
[00:15:09.560 --> 00:15:10.800]  在他來說
[00:15:10.800 --> 00:15:14.160]  只是認識耶穌基督
[00:15:14.160 --> 00:15:16.200]  回想過去
[00:15:16.200 --> 00:15:19.840]  不知道大家有沒有試過曾經為了得著基督
[00:15:19.840 --> 00:15:23.560]  而做過一些在世人眼中覺得很傻的事
[00:15:23.560 --> 00:15:25.240]  或者一些決定
[00:15:25.240 --> 00:15:28.000]  有沒有曾經為了要得著基督
[00:15:28.000 --> 00:15:32.680]  而丟棄過一些世人眼中覺得很有價值
[00:15:32.680 --> 00:15:36.120]  一些很可能明白你還是甚麼呢?
[00:15:36.120 --> 00:15:38.240]  有沒有試過呢?
[00:15:38.240 --> 00:15:40.920]  這一刻如果你回想的時候
[00:15:40.920 --> 00:15:43.040]  你覺得值不值呢?
[00:15:43.040 --> 00:15:46.320]  還是每一想起你就會肉赤一次?
[00:15:46.320 --> 00:15:49.440]  還是可以像保羅般瀟灑
[00:15:49.440 --> 00:15:53.720]  視這些名利錢財如糞土、如垃圾?
[00:15:53.720 --> 00:15:58.040]  今天的你既然已經稱主耶穌基督為主的時候
[00:15:58.040 --> 00:16:04.360]  那你的價值觀又有沒有因為以神為中心而有所改變呢?
[00:16:04.360 --> 00:16:06.280]  記得很久之前
[00:16:06.280 --> 00:16:07.560]  跟一班姐妹
[00:16:07.560 --> 00:16:10.240]  你知道我們年輕的時候、年代
[00:16:10.240 --> 00:16:12.520]  可能現在的職稱團契的姐妹們
[00:16:12.520 --> 00:16:14.080]  圍在一起聊天
[00:16:14.080 --> 00:16:16.640]  女生心事都可能會有
[00:16:16.640 --> 00:16:18.000]  你們會聊甚麼呢?
[00:16:18.000 --> 00:16:21.880]  我們那時候就會聊一些擇偶條件
[00:16:21.880 --> 00:16:23.880]  當中有姐妹分享到
[00:16:23.880 --> 00:16:26.040]  曾經聽過有人
[00:16:26.040 --> 00:16:30.640]  他很大膽地將一些條件列出來
[00:16:30.640 --> 00:16:34.120]  然後為著這些條件向神祈禱
[00:16:34.120 --> 00:16:36.360]  最後神應許了他
[00:16:36.360 --> 00:16:39.600]  他的條件包括有錢他都笑寫進去
[00:16:39.600 --> 00:16:42.560]  最後真的嫁了一個有錢人
[00:16:42.560 --> 00:16:46.320]  於是大家討論他可不可以這樣呢?
[00:16:46.320 --> 00:16:49.240]  於是我記得當時都會回應說
[00:16:49.240 --> 00:16:52.840]  「你向神祈求,你儘管祈求」
[00:16:52.840 --> 00:16:55.480]  「不過最終神給不給你的主權都在他那裏」
[00:16:55.480 --> 00:16:57.480]  「是嗎?大家都很認同」
[00:16:57.480 --> 00:16:58.520]  「都是的」
[00:16:58.520 --> 00:17:01.280]  「不如儘管大膽地寫一下」
[00:17:01.280 --> 00:17:04.440]  「列一下,然後分享一下」
[00:17:04.440 --> 00:17:06.520]  大家很認真地去寫
[00:17:06.520 --> 00:17:09.440]  當中去分享的時候
[00:17:09.440 --> 00:17:11.240]  比較的時候看到
[00:17:11.240 --> 00:17:13.080]  有很多人都寫了一項
[00:17:13.080 --> 00:17:16.280]  就是說要信主的
[00:17:16.280 --> 00:17:18.440]  於是我就問一下大家
[00:17:18.440 --> 00:17:21.200]  其實大家覺得這一項重要嗎?
[00:17:21.200 --> 00:17:24.520]  很多人都說「重要,當然重要」
[00:17:24.520 --> 00:17:27.440]  但亦都有一些姐妹很坦白地說
[00:17:27.440 --> 00:17:32.240]  「我都有寫,不過他們通常是依次序」
[00:17:32.240 --> 00:17:34.560]  「第一、第二、第三」
[00:17:34.560 --> 00:17:37.280]  「又不是排名不分先後」
[00:17:37.280 --> 00:17:41.280]  「真的覺得有些優先次序」
[00:17:41.280 --> 00:17:43.800]  於是他們就很坦白地說
[00:17:43.800 --> 00:17:46.360]  「不是第一個條件」
[00:17:46.360 --> 00:17:48.800]  於是我當然是八卦
[00:17:48.800 --> 00:17:52.440]  儘管裝,看看會不會放在首幾位
[00:17:52.440 --> 00:17:55.000]  不過老實說隔了這麼久也不太記得了
[00:17:55.000 --> 00:17:56.760]  不過雖然不太記得
[00:17:56.760 --> 00:17:58.920]  也不是甚麼很特別和很重要
[00:17:58.920 --> 00:18:00.520]  印象中都是類似
[00:18:00.520 --> 00:18:02.840]  「都要疼愛我家人」
[00:18:02.840 --> 00:18:04.360]  「年齡的問題」
[00:18:04.360 --> 00:18:05.840]  「又不可以要大我多少」
[00:18:05.840 --> 00:18:08.360]  「最多不可以小我多少」
[00:18:08.360 --> 00:18:11.640]  學歷那些之類的
[00:18:11.640 --> 00:18:13.640]  在這麼多條件裏面
[00:18:13.640 --> 00:18:15.640]  不知道在座大家又覺得
[00:18:15.640 --> 00:18:17.360]  你們有沒有試過
[00:18:17.360 --> 00:18:19.040]  像我們這些姐妹那樣
[00:18:19.040 --> 00:18:21.600]  可能弟兄也有,我不知道有沒有
[00:18:21.600 --> 00:18:25.400]  大家認為在這些條件裏面
[00:18:25.400 --> 00:18:27.240]  給你的時候,哪一項
[00:18:27.240 --> 00:18:30.960]  你會放在第一位最重要呢?
[00:18:30.960 --> 00:18:32.640]  這一刻,你當然會說
[00:18:32.640 --> 00:18:33.960]  「劉牧師你這樣問我」
[00:18:33.960 --> 00:18:36.200]  「當然是說信主最重要啦」
[00:18:36.200 --> 00:18:37.760]  不過我真的老實說
