
[00:00:00.000 --> 00:00:02.240]  和你旁邊那個打招呼
[00:02:52.440 --> 00:02:55.000]  所以有時候
[00:02:55.000 --> 00:02:57.480]  三摩西團體都很辛苦
[00:02:57.480 --> 00:03:01.240]  下午走過來都很熱的
[00:03:01.240 --> 00:03:03.480]  是啊
[00:03:03.480 --> 00:03:04.320]  是啊
[00:03:04.320 --> 00:03:10.760]  我知道你剛剛這個星期覆診
[00:03:10.760 --> 00:03:13.280]  2015年我們一起去讀聖經
[00:03:13.280 --> 00:03:15.120]  讀新約
[00:03:15.120 --> 00:03:20.880]  一年 我們打算一年去讀完新約
[00:03:20.880 --> 00:03:21.640]  我再問一問
[00:03:21.640 --> 00:03:25.480]  誰現在還跟得上
[00:03:25.480 --> 00:03:27.440]  厲害 給你掌聲
[00:03:27.440 --> 00:03:28.560]  繼續努力
[00:03:28.560 --> 00:03:31.280]  誰有跟 但跟不上
[00:03:31.280 --> 00:03:32.680]  都很多謝你
[00:03:32.680 --> 00:03:35.680]  其餘那些是不是沒有跟
[00:03:35.680 --> 00:03:38.280]  開始跟了 都可以的
[00:03:38.280 --> 00:03:42.240]  我們現在在想2016年
[00:03:42.240 --> 00:03:44.840]  你讀完新約之後就應該到
[00:03:44.840 --> 00:03:47.440]  舊約 舊約比新約多
[00:03:47.440 --> 00:03:49.960]  所以今年我們很恩待大家
[00:03:49.960 --> 00:03:52.080]  是星期一至五
[00:03:52.080 --> 00:03:54.600]  星期六、日就休業
[00:03:54.600 --> 00:03:58.360]  應該2016年一至日都要讀
[00:03:58.360 --> 00:04:00.880]  讀舊約
[00:04:00.880 --> 00:04:03.720]  如果你跟足
[00:04:03.720 --> 00:04:07.080]  兩年讀完聖經都挺好的
[00:04:07.080 --> 00:04:10.280]  誰曾經讀完聖經
[00:04:10.280 --> 00:04:11.280]  已經讀過一次了
[00:04:11.280 --> 00:04:16.520]  讀完記得 發達了
[00:04:16.520 --> 00:04:19.480]  讀完很多時候都會忘記
[00:04:19.480 --> 00:04:23.320]  所以我們要不斷讀
[00:04:23.320 --> 00:04:24.840]  快點追回
[00:04:24.840 --> 00:04:27.080]  上次我和大家看
[00:04:27.080 --> 00:04:28.480]  是小唐傳第八章
[00:04:28.480 --> 00:04:30.760]  講那個太監
[00:04:30.760 --> 00:04:35.200]  埃及亞伯或埃塞俄比亞太監受洗的故事
[00:04:35.200 --> 00:04:36.800]  主要是使用這段經文
[00:04:36.800 --> 00:04:39.000]  在講完的時候
[00:04:39.000 --> 00:04:40.960]  完結之後有弟兄姊妹跟我說
[00:04:40.960 --> 00:04:44.320]  因為這段經文可以有安慰
[00:04:44.320 --> 00:04:46.720]  即是提醒
[00:04:46.720 --> 00:04:49.320]  然後袁姑娘上次和我們看的經文
[00:04:49.320 --> 00:04:53.520]  就是保羅歸主那一段第九章
[00:04:53.520 --> 00:04:55.880]  第九章的經文
[00:04:55.880 --> 00:04:57.800]  今天我要講的經文
[00:04:57.800 --> 00:05:03.240]  由第九章一直跳到第十二章
[00:05:03.240 --> 00:05:05.560]  大家要看 自己在家裡看
[00:05:05.560 --> 00:05:07.880]  中間隔了多少章
[00:05:07.880 --> 00:05:11.360]  大概是十三章 即是22-9
[00:05:11.360 --> 00:05:14.440]  究竟這十三章的聖經講了些什麼呢
[00:05:14.440 --> 00:05:18.360]  我們試試看
[00:05:18.360 --> 00:05:21.800]  看看這幅地圖
[00:05:21.800 --> 00:05:24.360]  這幅地圖是保羅
[00:05:24.360 --> 00:05:26.000]  那十三章做了些什麼
[00:05:26.000 --> 00:05:28.880]  就是你看到很多線和箭咀
[00:05:28.880 --> 00:05:32.280]  就是保羅去宣教
[00:05:32.280 --> 00:05:38.120]  去宣教差不多走遍了地中海 希臘
[00:05:38.120 --> 00:05:39.840]  土耳其等地方
[00:05:39.840 --> 00:05:42.440]  有些是從耶路撒冷出發
[00:05:42.440 --> 00:05:47.000]  有些是從安提亞出發
[00:05:47.000 --> 00:05:50.320]  保羅的足跡大半是地中海
[00:05:50.320 --> 00:05:55.680]  保羅用了幾年的時間去宣教
[00:05:55.680 --> 00:05:57.960]  完成這幾次的旅程
[00:05:57.960 --> 00:06:00.320]  為什麼保羅要這樣做呢
[00:06:00.320 --> 00:06:04.320]  用這麼多時間去一些自己不熟悉的地方
[00:06:04.320 --> 00:06:07.360]  去傳福音 甚至建立教會
[00:06:07.360 --> 00:06:08.560]  為什麼呢
[00:06:08.560 --> 00:06:09.920]  因為神
[00:06:09.920 --> 00:06:12.960]  神呼召他保羅去做這件事
[00:06:12.960 --> 00:06:14.720]  我們嘗試努力去記起
[00:06:14.720 --> 00:06:19.720]  袁姑娘上次說保羅歸主那段經文
[00:06:19.720 --> 00:06:23.040]  保羅怎樣從主領受這件事呢
[00:06:23.040 --> 00:06:24.840]  今天我和大家看這段經文
[00:06:24.840 --> 00:06:27.720]  和上次袁姑娘看那段經文有些關聯
[00:06:27.720 --> 00:06:33.840]  因為上次是講保羅歸主信主那段描述
[00:06:33.840 --> 00:06:37.600]  剛才梅姐讀的那段經文都是講保羅的
[00:06:37.600 --> 00:06:40.200]  好像也是在說保羅歸主
[00:06:40.200 --> 00:06:42.720]  也是描述同樣的事情
[00:06:42.720 --> 00:06:47.480]  不是袁姑娘說了 為什麼今天又說呢
[00:06:47.480 --> 00:06:49.720]  因為在第九章說了
[00:06:49.720 --> 00:06:51.440]  不過在整本《士徒行傳》裏
[00:06:51.440 --> 00:06:55.240]  保羅曾經有三次說過這件事
[00:06:55.240 --> 00:07:00.840]  第一次是第九章 信主那段描述
[00:07:00.840 --> 00:07:03.440]  第二次是今天 二十二章
[00:07:03.440 --> 00:07:06.560]  他自己說自己的見證 我怎樣信主
[00:07:06.560 --> 00:07:08.800]  第三次是二十六章
[00:07:08.800 --> 00:07:13.560]  都是保羅自己說的 都是講見證的
[00:07:13.560 --> 00:07:15.600]  為什麼聖經三次說呢
[00:07:15.600 --> 00:07:19.400]  三次都是不同的場景去說的
[00:07:19.400 --> 00:07:22.440]  都有這樣的需要去說的
[00:07:22.440 --> 00:07:27.840]  我想了一段時間 怎樣開始今天的講道
[00:07:27.840 --> 00:07:31.840]  內容有什麼引子要開始呢
[00:07:31.840 --> 00:07:35.480]  不如就將保羅在宣教的行程當中
[00:07:35.480 --> 00:07:37.960]  其中一件事跟大家分享
[00:07:37.960 --> 00:07:42.000]  這件事可能和你和我都有關的
[00:07:42.000 --> 00:07:44.240]  不如看一下
[00:07:44.240 --> 00:07:46.440]  在《士徒行傳》前一點
[00:07:46.440 --> 00:07:48.640]  今天我們看二十二章
[00:07:48.640 --> 00:07:52.400]  前一點 第二十章有這樣的記載
[00:07:52.400 --> 00:07:54.320]  如果你看到就讀
[00:07:54.320 --> 00:07:57.680]  如果不看就揭你的聖經讀
[00:07:57.680 --> 00:08:01.600]  就是二十章第七至十二節
[00:08:01.600 --> 00:08:03.400]  我們一起讀 好嗎
[00:08:03.400 --> 00:08:05.400]  七日的頭一日
[00:08:22.760 --> 00:08:25.760]  作勤因 保羅講其心意
[00:08:25.760 --> 00:08:27.760]  必須聆聽祂的祈禱
[00:08:27.760 --> 00:08:30.880]  就從監獄下的那層墊下去
[00:08:30.880 --> 00:08:33.720]  回到監獄裡 見見祂的意見
[00:08:33.720 --> 00:08:36.960]  保羅下去 好在祂身上
[00:08:36.960 --> 00:08:38.480]  好在祂身上
[00:08:38.480 --> 00:08:40.480]  祈求不需要怕凶
[00:08:40.480 --> 00:08:43.000]  祂的靈魂無法阻擋祂的身上
[00:08:43.000 --> 00:08:46.440]  保羅又上去 拍餅 踢腰
[00:08:46.440 --> 00:08:47.920]  探望祂的下層
[00:08:47.920 --> 00:08:50.920]  直到天亮 祂的靈魂就現
[00:08:50.920 --> 00:08:54.040]  從監獄下 從此保羅的靈魂
[00:08:54.040 --> 00:08:56.040]  無法阻擋祂的身上
[00:08:56.040 --> 00:08:59.040]  好 你知不知道為什麼我不讀
[00:08:59.040 --> 00:09:01.040]  因為我看不到
[00:09:01.040 --> 00:09:03.040]  這裡太小了
[00:09:03.040 --> 00:09:05.040]  這個位置不是看得很透
[00:09:05.040 --> 00:09:07.040]  我在這裡講就看得到
[00:09:07.040 --> 00:09:09.040]  這段經文是誰看過的
[00:09:09.040 --> 00:09:11.040]  或者是讀過的
[00:09:11.040 --> 00:09:13.040]  有的 當中有的
[00:09:13.040 --> 00:09:15.040]  這段經文
[00:09:15.040 --> 00:09:18.240]  我坐信主的時候已經讀過
[00:09:18.240 --> 00:09:20.240]  或者看過 或者聽過了
[00:09:20.240 --> 00:09:22.240]  印象很深刻
[00:09:22.240 --> 00:09:24.240]  我信主已經超過三十年
[00:09:24.240 --> 00:09:26.240]  到現在都很深刻
[00:09:26.240 --> 00:09:28.240]  為什麼印象這麼深刻
[00:09:28.240 --> 00:09:30.240]  因為這個故事所描述的情景
[00:09:30.240 --> 00:09:32.240]  實在令人很熟悉
[00:09:32.240 --> 00:09:34.240]  實在令人很熟悉
[00:09:34.240 --> 00:09:37.240]  因為可能我們每個星期都會將案件重演
[00:09:37.240 --> 00:09:40.240]  你笑你知說什麼
[00:09:40.240 --> 00:09:43.240]  保羅在宣教的旅程裏
[00:09:43.240 --> 00:09:45.240]  一定很熱心教導
[00:09:45.240 --> 00:09:47.240]  栽培信徒
[00:09:47.240 --> 00:09:49.240]  這個故事發生在特羅亞
[00:09:49.240 --> 00:09:52.240]  特羅亞的今日就是這樣的
[00:09:52.240 --> 00:09:54.240]  已經是一個古蹟
[00:09:54.240 --> 00:09:56.240]  但這個地方的地點
[00:09:56.240 --> 00:09:58.240]  大概在土耳其和希臘
[00:09:58.240 --> 00:10:00.240]  接壤的地方
[00:10:00.240 --> 00:10:02.240]  七日的頭一日
[00:10:02.240 --> 00:10:04.240]  即是甚麼日子
[00:10:04.240 --> 00:10:06.240]  主日 即是今天
[00:10:06.240 --> 00:10:08.240]  他們跟我們一樣
[00:10:08.240 --> 00:10:10.240]  今天我們有盛餐
[00:10:10.240 --> 00:10:12.240]  去抹餅
[00:10:12.240 --> 00:10:14.240]  抹餅紀念主
[00:10:14.240 --> 00:10:16.240]  應該是保羅講到的
[00:10:16.240 --> 00:10:18.240]  今天我講到
[00:10:18.240 --> 00:10:20.240]  保羅講得相當熱切
[00:10:20.240 --> 00:10:22.240]  一路講一路講
[00:10:22.240 --> 00:10:24.240]  講到甚麼時候
[00:10:24.240 --> 00:10:26.240]  半夜
[00:10:26.240 --> 00:10:28.240]  厲害吧
[00:10:28.240 --> 00:10:30.240]  我想他的聚會不應該是
[00:10:30.240 --> 00:10:32.240]  晚上開始的
[00:10:32.240 --> 00:10:34.240]  應該是天亮的時候開始
[00:10:34.240 --> 00:10:36.240]  他一路講到半夜
[00:10:36.240 --> 00:10:38.240]  可能當時很多人在聽
[00:10:38.240 --> 00:10:40.240]  其中一個是少年人
[00:10:40.240 --> 00:10:42.240]  坐在一個窗台上
[00:10:42.240 --> 00:10:44.240]  那個人叫尤推古
[00:10:44.240 --> 00:10:46.240]  坐在窗台上
[00:10:46.240 --> 00:10:48.240]  不過這個少年人
[00:10:48.240 --> 00:10:50.240]  因為聽保羅講到
[00:10:50.240 --> 00:10:52.240]  可能太累了
[00:10:52.240 --> 00:10:54.240]  他就黑眼瞓
[00:10:54.240 --> 00:10:56.240]  經文怎麼說
[00:10:56.240 --> 00:10:58.240]  坐在窗台上
[00:10:58.240 --> 00:11:00.240]  困倦沉睡
[00:11:00.240 --> 00:11:04.240]  困倦沉睡是黑眼瞓
[00:11:04.240 --> 00:11:06.240]  還是睡著了
[00:11:06.240 --> 00:11:08.240]  睡著了
[00:11:08.240 --> 00:11:10.240]  你懂得分黑眼瞓和睡著了
[00:11:10.240 --> 00:11:12.240]  是兩樣不同的東西
[00:11:12.240 --> 00:11:14.240]  他睡著了
[00:11:14.240 --> 00:11:16.240]  之後發生甚麼事
[00:11:16.240 --> 00:11:18.240]  他就啪一聲
[00:11:18.240 --> 00:11:20.240]  跌了下來
[00:11:20.240 --> 00:11:22.240]  窗台三樓
[00:11:22.240 --> 00:11:24.240]  跌了下來
[00:11:24.240 --> 00:11:26.240]  當場證實死亡
[00:11:26.240 --> 00:11:28.240]  怎樣證實死亡
[00:11:28.240 --> 00:11:30.240]  大家知不知道
[00:11:30.240 --> 00:11:34.240]  以前粵語長片
[00:11:34.240 --> 00:11:36.240]  如果有人死是怎樣
[00:11:36.240 --> 00:11:38.240]  昨天有人做這個動作
[00:11:38.240 --> 00:11:40.240]  放手指在鼻子上
[00:11:40.240 --> 00:11:42.240]  看有沒有氣
[00:11:42.240 --> 00:11:44.240]  應該
[00:11:44.240 --> 00:11:46.240]  應該是死了
[00:11:46.240 --> 00:11:48.240]  因為當時有人做
[00:11:48.240 --> 00:11:50.240]  經文是這樣說
[00:11:50.240 --> 00:11:52.240]  後來神又憐憫他
[00:11:52.240 --> 00:11:54.240]  透過保羅叫他不至於死
[00:11:54.240 --> 00:11:56.240]  保羅見他跌了下來
[00:11:56.240 --> 00:11:58.240]  保羅都有去看
[00:11:58.240 --> 00:12:00.240]  當其他人都說他死了
[00:12:00.240 --> 00:12:02.240]  保羅說甚麼
[00:12:02.240 --> 00:12:04.240]  他應該時候未到
[00:12:04.240 --> 00:12:06.240]  他的靈魂還在
[00:12:06.240 --> 00:12:08.240]  不用怕
[00:12:08.240 --> 00:12:10.240]  他奇怪跟著保羅
[00:12:10.240 --> 00:12:12.240]  說上去再說
[00:12:12.240 --> 00:12:14.240]  再擦餅
[00:12:14.240 --> 00:12:16.240]  說到何時天亮
[00:12:16.240 --> 00:12:18.240]  厲害
[00:12:18.240 --> 00:12:20.240]  你想想半夜
[00:12:20.240 --> 00:12:22.240]  應該發生的時候
[00:12:22.240 --> 00:12:24.240]  最多只有一兩三點
[00:12:24.240 --> 00:12:26.240]  那就不理他
[00:12:26.240 --> 00:12:28.240]  繼續說
[00:12:28.240 --> 00:12:30.240]  說到四五點
[00:12:30.240 --> 00:12:32.240]  保羅厲害嗎
[00:12:32.240 --> 00:12:34.240]  如果今天
[00:12:34.240 --> 00:12:36.240]  在這裡發生
[00:12:36.240 --> 00:12:38.240]  我們就不會跌下樓
[00:12:38.240 --> 00:12:40.240]  最多是跌在地上
[00:12:40.240 --> 00:12:42.240]  但跌在地上都很重要
[00:12:42.240 --> 00:12:44.240]  所以
[00:12:44.240 --> 00:12:46.240]  如果你有
[00:12:46.240 --> 00:12:48.240]  游推股這個特性
[00:12:48.240 --> 00:12:50.240]  一聽就
[00:12:50.240 --> 00:12:52.240]  開始
[00:12:52.240 --> 00:12:54.240]  你會
[00:12:54.240 --> 00:12:56.240]  找地方坐
[00:12:56.240 --> 00:12:58.240]  你要找
[00:12:58.240 --> 00:13:00.240]  一個靠牆的
[00:13:00.240 --> 00:13:02.240]  各位靠牆的
[00:13:02.240 --> 00:13:04.240]  就不會跌在地上
[00:13:04.240 --> 00:13:06.240]  有時
[00:13:06.240 --> 00:13:08.240]  坐巴士
[00:13:08.240 --> 00:13:10.240]  喜歡黑眼瞓的人
[00:13:10.240 --> 00:13:12.240]  要坐上下位
[00:13:12.240 --> 00:13:14.240]  如果坐走廊位會怎樣
[00:13:14.240 --> 00:13:16.240]  會跌出來
[00:13:16.240 --> 00:13:18.240]  跟大家分享
[00:13:18.240 --> 00:13:20.240]  這件事
[00:13:20.240 --> 00:13:22.240]  保羅在宣教旅程
[00:13:22.240 --> 00:13:24.240]  都有很多事發生
[00:13:24.240 --> 00:13:26.240]  這是其中一件
[00:13:26.240 --> 00:13:28.240]  有趣味的事
[00:13:28.240 --> 00:13:30.240]  我跟大家分享
[00:13:30.240 --> 00:13:32.240]  用多一點時間
[00:13:32.240 --> 00:13:34.240]  看看兩張圖
[00:13:34.240 --> 00:13:36.240]  這張圖
[00:13:36.240 --> 00:13:38.240]  就是游推股
[00:13:38.240 --> 00:13:40.240]  跌下來
[00:13:40.240 --> 00:13:42.240]  講一下背景
[00:13:42.240 --> 00:13:44.240]  保羅在地中海附近宣教
[00:13:44.240 --> 00:13:46.240]  這是大家都知道的
[00:13:46.240 --> 00:13:48.240]  保羅在宣教旅程
[00:13:48.240 --> 00:13:50.240]  是否一直都很順利呢
[00:13:50.240 --> 00:13:52.240]  是否開完一間教會
[00:13:52.240 --> 00:13:54.240]  就開另一間教會
[00:13:54.240 --> 00:13:56.240]  開完廣林多就開二佛所
[00:13:56.240 --> 00:13:58.240]  開菲勒比亞加拉太
[00:13:58.240 --> 00:14:00.240]  很厲害
[00:14:00.240 --> 00:14:02.240]  是否一帆風順呢
[00:14:02.240 --> 00:14:04.240]  跟著讀經進度
[00:14:04.240 --> 00:14:06.240]  一直看保羅的宣教行程
[00:14:06.240 --> 00:14:08.240]  上次第九章
[00:14:08.240 --> 00:14:10.240]  第十章三十四十五十六
[00:14:10.240 --> 00:14:12.240]  看下去
[00:14:12.240 --> 00:14:14.240]  你逐漸會發覺原來
[00:14:14.240 --> 00:14:16.240]  保羅為主宣講的同時
[00:14:16.240 --> 00:14:18.240]  面對很大的挑戰
[00:14:18.240 --> 00:14:20.240]  因為保羅傳道
[00:14:20.240 --> 00:14:22.240]  很多人都信主
[00:14:22.240 --> 00:14:24.240]  而這些人
[00:14:24.240 --> 00:14:26.240]  原先是拜偶像
[00:14:26.240 --> 00:14:28.240]  不拜偶像了
[00:14:28.240 --> 00:14:30.240]  信主
[00:14:30.240 --> 00:14:32.240]  所以
[00:14:32.240 --> 00:14:34.240]  做拜偶像
[00:14:34.240 --> 00:14:36.240]  生意的人影響很大
[00:14:36.240 --> 00:14:38.240]  其中一個地方就是二佛所
[00:14:38.240 --> 00:14:40.240]  二佛所
[00:14:40.240 --> 00:14:42.240]  現在有機會很多旅行團去土耳其
[00:14:42.240 --> 00:14:44.240]  都一定會去
[00:14:44.240 --> 00:14:46.240]  二佛所這個地方
[00:14:46.240 --> 00:14:48.240]  去到二佛所你會發覺
[00:14:48.240 --> 00:14:50.240]  當地很多廟
[00:14:50.240 --> 00:14:52.240]  那些廟
[00:14:52.240 --> 00:14:54.240]  供奉很多不同的神
[00:14:54.240 --> 00:14:56.240]  女神
[00:14:56.240 --> 00:14:58.240]  很多不同的神
[00:14:58.240 --> 00:15:00.240]  很多人都拜偶像
[00:15:00.240 --> 00:15:02.240]  你知道二佛所
[00:15:02.240 --> 00:15:04.240]  保羅都有去
[00:15:04.240 --> 00:15:06.240]  而且二佛所教會
[00:15:06.240 --> 00:15:08.240]  是保羅留得最長的教會
[00:15:08.240 --> 00:15:10.240]  時間留得最長
[00:15:10.240 --> 00:15:12.240]  所以他做的工作很大
[00:15:12.240 --> 00:15:14.240]  其中一件事是他帶了很多人信主
[00:15:14.240 --> 00:15:16.240]  那些人原先是拜偶像
[00:15:16.240 --> 00:15:18.240]  你想想
[00:15:18.240 --> 00:15:20.240]  原先拜偶像
[00:15:20.240 --> 00:15:22.240]  你會花很多錢
[00:15:22.240 --> 00:15:24.240]  大家知不知道拜偶像要用很多錢
[00:15:24.240 --> 00:15:26.240]  香港都是
[00:15:26.240 --> 00:15:28.240]  用什麼錢
[00:15:28.240 --> 00:15:30.240]  金銀衣紙 買香
[00:15:30.240 --> 00:15:32.240]  如果過年
[00:15:32.240 --> 00:15:34.240]  就買風車
[00:15:34.240 --> 00:15:36.240]  又要求籤 解籤
[00:15:36.240 --> 00:15:38.240]  你想想如果這些人
[00:15:38.240 --> 00:15:40.240]  不再拜偶像
[00:15:40.240 --> 00:15:42.240]  不再做這些事
[00:15:42.240 --> 00:15:44.240]  那做生意的人會怎樣
[00:15:44.240 --> 00:15:46.240]  沒得做生意
[00:15:46.240 --> 00:15:48.240]  所以他們就很不喜歡保羅
[00:15:48.240 --> 00:15:50.240]  所以在二佛所試過一次騷動
[00:15:50.240 --> 00:15:52.240]  成城這些人
[00:15:52.240 --> 00:15:54.240]  因為沒得做生意
[00:15:54.240 --> 00:15:56.240]  就追打保羅
[00:15:56.240 --> 00:15:58.240]  差不多追殺他
[00:15:58.240 --> 00:16:00.240]  為主傳道
[00:16:00.240 --> 00:16:02.240]  真的不容易
[00:16:02.240 --> 00:16:04.240]  除了這件較為出名的事
[00:16:04.240 --> 00:16:08.240]  宣教真的不容易
[00:16:08.240 --> 00:16:10.240]  還有一件事
[00:16:10.240 --> 00:16:12.240]  猶太人和外邦人
[00:16:12.240 --> 00:16:14.240]  信主的分別
[00:16:14.240 --> 00:16:16.240]  這件事很困擾保羅 為什麼
[00:16:16.240 --> 00:16:18.240]  大家記得上次說
[00:16:18.240 --> 00:16:20.240]  埃塞俄比亞太監
[00:16:20.240 --> 00:16:22.240]  是一個外邦人
[00:16:22.240 --> 00:16:24.240]  他信主在舊約裡面提到很多規條
[00:16:24.240 --> 00:16:26.240]  很多禮儀
[00:16:26.240 --> 00:16:28.240]  但因為耶穌基督的緣故
[00:16:28.240 --> 00:16:30.240]  舊約那些東西
[00:16:30.240 --> 00:16:32.240]  已經不用再守
[00:16:32.240 --> 00:16:34.240]  因為耶穌基督的緣故
[00:16:34.240 --> 00:16:36.240]  所以有一個新的約
[00:16:36.240 --> 00:16:38.240]  我們不需要像舊約裡面那麼多規條
[00:16:38.240 --> 00:16:40.240]  去規範
[00:16:40.240 --> 00:16:42.240]  新約所需要
[00:16:42.240 --> 00:16:44.240]  上次肥力所說
[00:16:44.240 --> 00:16:46.240]  受浸時問太監
[00:16:46.240 --> 00:16:48.240]  你信不信耶穌基督是神的兒子
[00:16:48.240 --> 00:16:50.240]  這樣就行了
[00:16:50.240 --> 00:16:52.240]  傳道的時候
[00:16:52.240 --> 00:16:54.240]  當中有猶太人信主
[00:16:54.240 --> 00:16:56.240]  但有更多的外邦人信主
[00:16:56.240 --> 00:16:58.240]  外邦人就像
[00:16:58.240 --> 00:17:00.240]  埃塞俄比亞太監
[00:17:00.240 --> 00:17:02.240]  外邦人沒有
[00:17:02.240 --> 00:17:04.240]  舊約的包袱
[00:17:04.240 --> 00:17:06.240]  舊約是說猶太人
[00:17:06.240 --> 00:17:08.240]  與我無關
[00:17:08.240 --> 00:17:10.240]  所以沒有包袱
[00:17:10.240 --> 00:17:12.240]  但對猶太人來說
[00:17:12.240 --> 00:17:14.240]  舊約有很多條例
[00:17:14.240 --> 00:17:16.240]  仍然揮之不去
[00:17:16.240 --> 00:17:18.240]  千百年來的傳統
[00:17:18.240 --> 00:17:20.240]  其中包括割禮
[00:17:20.240 --> 00:17:22.240]  飲飲食食的條例
[00:17:22.240 --> 00:17:24.240]  這些就成為
[00:17:24.240 --> 00:17:26.240]  保羅傳道生的一個很大的張力
[00:17:26.240 --> 00:17:28.240]  第一次遇到這個張力
[00:17:28.240 --> 00:17:30.240]  就是第十五章
[00:17:30.240 --> 00:17:32.240]  他完成了第一次宣道旅程
[00:17:32.240 --> 00:17:34.240]  回到耶路撒冷
[00:17:34.240 --> 00:17:36.240]  述職的時候
[00:17:36.240 --> 00:17:38.240]  述職的意思是
[00:17:38.240 --> 00:17:40.240]  宣教完之後
[00:17:40.240 --> 00:17:42.240]  告訴教會
[00:17:42.240 --> 00:17:44.240]  教會建立了什麼教會
[00:17:44.240 --> 00:17:46.240]  什麼人信主
[00:17:46.240 --> 00:17:48.240]  誰不知
[00:17:48.240 --> 00:17:52.240]  當時耶路撒冷教會的領袖質疑
[00:17:52.240 --> 00:17:54.240]  他說
[00:17:54.240 --> 00:17:56.240]  外邦人信主
[00:17:56.240 --> 00:17:58.240]  也要跟猶太人一樣
[00:17:58.240 --> 00:18:00.240]  要割禮
[00:18:00.240 --> 00:18:02.240]  第十五章其中有一個真論
[00:18:02.240 --> 00:18:04.240]  就是這樣
[00:18:04.240 --> 00:18:06.240]  保羅當然說
[00:18:06.240 --> 00:18:08.240]  不用了
[00:18:08.240 --> 00:18:10.240]  因為耶穌基督的緣故
[00:18:10.240 --> 00:18:12.240]  搞了一輪
