
[00:00:00.000 --> 00:00:05.620]  有人說 目前這個社會是一個失落的社會
[00:06:38.160 --> 00:06:39.360]  又回到耶路撒冷
[00:06:39.360 --> 00:06:40.960]  又回到加利利
[00:06:40.960 --> 00:06:45.160]  加利利和耶路撒冷相隔80公里
[00:06:45.160 --> 00:06:46.860]  即是50英里
[00:06:46.860 --> 00:06:48.960]  上上落落都頗奇妙
[00:06:48.960 --> 00:06:54.160]  我想到創世創天造地的耶穌基督
[00:06:54.160 --> 00:06:55.860]  自有的永有的真神
[00:06:55.860 --> 00:06:57.460]  成為了人之後
[00:06:57.460 --> 00:07:01.860]  就在加利利和耶路撒冷上上下落
[00:07:01.860 --> 00:07:04.160]  你進深圳比他還要遠
[00:07:04.160 --> 00:07:06.460]  他就在那裡上上
[00:07:06.460 --> 00:07:11.660]  那麼就在第五章
[00:07:11.660 --> 00:07:13.060]  《安徐道經文》裡面
[00:07:13.060 --> 00:07:16.960]  就發生在18個月之後
[00:07:16.960 --> 00:07:18.160]  就在這一點
[00:07:18.160 --> 00:07:20.760]  那時候彼得跟隨了耶穌一年半
[00:07:20.760 --> 00:07:22.460]  但是在這段時間裡面
[00:07:22.460 --> 00:07:24.060]  他是斷斷續續的
[00:07:24.060 --> 00:07:26.360]  有時就跟隨耶穌
[00:07:26.360 --> 00:07:28.260]  有時就去了打耳
[00:07:28.260 --> 00:07:29.360]  就好像你一樣
[00:07:29.360 --> 00:07:30.660]  有時是回教會
[00:07:30.660 --> 00:07:32.460]  有時又去了別的地方
[00:07:32.460 --> 00:07:36.060]  或者你又不是
[00:07:36.060 --> 00:07:39.760]  這個加利利海其實只是一個湖
[00:07:39.760 --> 00:07:42.660]  有21公里長
[00:07:42.660 --> 00:07:44.560]  13公里寬
[00:07:44.560 --> 00:07:51.760]  水面是低於海拔210米
[00:07:51.760 --> 00:07:54.560]  那就是在山谷的底部
[00:07:54.560 --> 00:07:57.460]  氣候是更加熱淡的氣候
[00:07:57.460 --> 00:07:59.160]  因為它是低的
[00:07:59.160 --> 00:08:01.360]  四面環山
[00:08:01.360 --> 00:08:03.060]  水也相當深
[00:08:03.060 --> 00:08:06.360]  圍繞這個湖有九個香鎮
[00:08:06.360 --> 00:08:09.660]  那一天彼得和其他的同伴
[00:08:09.660 --> 00:08:11.360]  他跟隨了耶穌一年半
[00:08:11.360 --> 00:08:12.660]  但是若即若離
[00:08:12.660 --> 00:08:15.160]  在那裡好像沒什麼細節
[00:08:15.160 --> 00:08:17.960]  可能又去打魚一段時間了
[00:08:17.960 --> 00:08:22.360]  通常晚上打魚是最適合的
[00:08:22.360 --> 00:08:23.360]  最多的魚
[00:08:23.360 --> 00:08:25.060]  打了一整晚
[00:08:25.060 --> 00:08:26.860]  一條魚都沒有
[00:08:26.860 --> 00:08:28.860]  我住在紅磡海邊
[00:08:28.860 --> 00:08:30.660]  看到那些人在那裡釣魚
[00:08:30.660 --> 00:08:32.260]  通常一條魚都沒有
[00:08:32.260 --> 00:08:37.160]  彼得好像也不是很好的結果
[00:08:37.160 --> 00:08:39.260]  唯有洗乾淨網
[00:08:39.260 --> 00:08:41.560]  明晚再來
[00:08:41.560 --> 00:08:42.760]  就在那裡
[00:08:42.760 --> 00:08:45.060]  他看到有很多人擁擠著耶穌
[00:08:45.060 --> 00:08:46.860]  聽他們講道
[00:08:46.860 --> 00:08:48.360]  耶穌講完之後
[00:08:48.360 --> 00:08:52.060]  耶穌其實借用彼得的船
[00:08:52.060 --> 00:08:54.360]  攤開來講道
[00:08:54.360 --> 00:08:56.860]  那麼多人在耶穌講道
[00:08:56.860 --> 00:08:58.360]  怎麼會聽得到
[00:08:58.360 --> 00:08:59.060]  你知不知道
[00:08:59.060 --> 00:09:00.160]  他四面環山
[00:09:00.160 --> 00:09:01.460]  耶穌在那裡講
[00:09:01.460 --> 00:09:03.260]  就好像紅館那樣
[00:09:03.260 --> 00:09:05.260]  他不用喇叭也聽得到
[00:09:05.260 --> 00:09:07.060]  當然可能有神蹟在內
[00:09:07.060 --> 00:09:09.260]  那些人就聽到耶穌講道
[00:09:09.260 --> 00:09:10.660]  講完道
[00:09:10.660 --> 00:09:12.260]  耶穌說
[00:09:12.260 --> 00:09:13.460]  你出去海
[00:09:13.460 --> 00:09:15.260]  出去到水深之處
[00:09:15.260 --> 00:09:17.260]  下網打魚
[00:09:17.260 --> 00:09:18.260]  彼得說
[00:09:18.260 --> 00:09:20.460]  夫子
[00:09:20.460 --> 00:09:22.460]  我是專業而呼靈
[00:09:22.460 --> 00:09:23.960]  沒有魚
[00:09:23.960 --> 00:09:25.460]  昨晚整晚都沒有魚
[00:09:25.460 --> 00:09:29.260]  不過你這樣吩咐我就聽
[00:09:29.260 --> 00:09:30.660]  他是專業的
[00:09:30.660 --> 00:09:31.660]  專業的
[00:09:31.660 --> 00:09:33.660]  這個時候沒有魚
[00:09:33.660 --> 00:09:35.660]  怎麼會
[00:09:35.660 --> 00:09:38.160]  但是耶穌說
[00:09:38.160 --> 00:09:39.160]  他就打了
[00:09:39.160 --> 00:09:41.660]  結果打了很多魚
[00:09:41.660 --> 00:09:43.660]  而且網上沒有破
[00:09:43.660 --> 00:09:45.660]  我覺得很離奇
[00:09:45.660 --> 00:09:50.160]  那麼彼得雖然不太願意
[00:09:50.160 --> 00:09:51.160]  仍然信服
[00:09:51.160 --> 00:09:55.660]  但信服就帶來美好的收成
[00:09:55.660 --> 00:09:59.160]  那麼彼得一看到這樣的情況
[00:09:59.160 --> 00:10:02.660]  他就深深感受到自己的罪惡
[00:10:02.660 --> 00:10:05.160]  見到耶穌那個榮耀尊貴
[00:10:05.160 --> 00:10:06.160]  恨神職的神
[00:10:06.160 --> 00:10:08.160]  他就感受到自己的罪污
[00:10:08.160 --> 00:10:09.660]  和缺憲
[00:10:09.660 --> 00:10:11.660]  他就苦服在耶穌面前
[00:10:11.660 --> 00:10:13.660]  說主啊離開我
[00:10:13.660 --> 00:10:16.660]  因為我是一個罪人
[00:10:16.660 --> 00:10:19.660]  當你和耶穌真正相遇的時候
[00:10:19.660 --> 00:10:23.660]  當你把自己那個人
[00:10:23.660 --> 00:10:25.660]  那個軟弱污穢
[00:10:25.660 --> 00:10:29.660]  和耶穌那個榮耀尊貴一比的時候
[00:10:29.660 --> 00:10:32.660]  你就發現
[00:10:32.660 --> 00:10:33.660]  差別很大
[00:10:33.660 --> 00:10:35.660]  剛才我們唱第一首詩
[00:10:35.660 --> 00:10:36.660]  讚美耶穌的尊貴
[00:10:36.660 --> 00:10:39.660]  你心裏面有沒有感動
[00:10:39.660 --> 00:10:40.660]  彼得這個反應
[00:10:40.660 --> 00:10:43.660]  令我想起舊約的先知爾塞亞
[00:10:43.660 --> 00:10:49.660]  爾塞亞書在第六章見到上帝
[00:10:49.660 --> 00:10:51.660]  見到撒拉夫圍著他
[00:10:51.660 --> 00:10:54.660]  勝在 勝在 勝在萬軍之搖滑
[00:10:54.660 --> 00:10:56.660]  他的榮光充滿全地
[00:10:56.660 --> 00:11:01.660]  這個就是撒拉夫那個的讚美
[00:11:01.660 --> 00:11:04.660]  以利亞看到這個比較
[00:11:04.660 --> 00:11:06.660]  他就說 我有和了 我滅亡了
[00:11:06.660 --> 00:11:09.660]  因為我是個嘴唇不潔的人
[00:11:09.660 --> 00:11:12.660]  又住在嘴唇不潔的人民中間
[00:11:12.660 --> 00:11:14.660]  又因為我親眼看見
[00:11:14.660 --> 00:11:18.660]  麥大軍王耶和華
[00:11:18.660 --> 00:11:21.660]  當你與神真正相遇的時候
[00:11:21.660 --> 00:11:23.660]  你又看到他的榮耀尊貴
[00:11:23.660 --> 00:11:26.660]  也看到自己的罪惡和不配
[00:11:26.660 --> 00:11:28.660]  彼得這個謙卑的表白
[00:11:28.660 --> 00:11:30.660]  就帶來耶穌的回應
[00:11:30.660 --> 00:11:32.660]  在第十節 耶穌對彼得說
[00:11:32.660 --> 00:11:35.660]  從今以後 你要得人
[00:11:35.660 --> 00:11:37.660]  你不再得魚 你要得人
[00:11:37.660 --> 00:11:41.660]  這個很大的提升
[00:11:41.660 --> 00:11:43.660]  這是新的階段
[00:11:43.660 --> 00:11:46.660]  從今以後就是轉移點
[00:11:46.660 --> 00:11:49.660]  彼得其實跟隨了耶穌一年半
[00:11:49.660 --> 00:11:51.660]  但是關係若即若離
[00:11:51.660 --> 00:11:53.660]  他現在提升一個新的境界
[00:11:53.660 --> 00:11:56.660]  他就撇下所有的跟隨耶穌
[00:11:56.660 --> 00:11:59.660]  蘇康才經名撇下所有的跟隨耶穌
[00:11:59.660 --> 00:12:04.660]  我留意到 其實彼得一年半之前跟隨耶穌
[00:12:04.660 --> 00:12:07.660]  都是不打魚的
[00:12:07.660 --> 00:12:10.660]  都是離開若翰跟隨他
[00:12:10.660 --> 00:12:15.660]  但是他奉獻的歷程是漸進式的
[00:12:15.660 --> 00:12:17.660]  慢慢越來越深
[00:12:17.660 --> 00:12:19.660]  有時走 有時來
[00:12:19.660 --> 00:12:22.660]  到一個地點 他就成為一個轉捩點
[00:12:22.660 --> 00:12:26.660]  他與耶穌基督面對面的相遇
[00:12:26.660 --> 00:12:29.660]  就立志撇下所有跟隨他
[00:12:29.660 --> 00:12:32.660]  等於你的生命是不是都在這個地步
[00:12:32.660 --> 00:12:35.660]  你過去那一段時間是否若即若離
[00:12:35.660 --> 00:12:38.660]  羅木斯 我不是一年半
[00:12:38.660 --> 00:12:40.660]  我去了25年 但好像若即若離
[00:12:40.660 --> 00:12:42.660]  好像未到這個轉捩點
[00:12:42.660 --> 00:12:44.660]  可能今天就是你的轉捩點
[00:12:44.660 --> 00:12:47.660]  他踏入了新階段之後
[00:12:47.660 --> 00:12:49.660]  仍然是漸進式的
[00:12:49.660 --> 00:12:52.660]  撇下所有之後
[00:12:52.660 --> 00:12:57.660]  他都是要有幾次繼續的毀身
[00:12:57.660 --> 00:12:59.660]  記不記得他出賣耶穌
[00:12:59.660 --> 00:13:02.660]  記不記得耶穌復活的時候在哪裏找他
[00:13:02.660 --> 00:13:05.660]  也是在加利利海打魚
[00:13:05.660 --> 00:13:09.660]  所以其實就算你過了這個
[00:13:09.660 --> 00:13:12.660]  完全撇下自己跟隨主的階段
[00:13:12.660 --> 00:13:18.660]  你都會有上帝帶領的生命有逐步的提升
[00:13:18.660 --> 00:13:20.660]  提升到什麼地步呢
[00:13:20.660 --> 00:13:23.660]  提升到耶穌復活
[00:13:23.660 --> 00:13:27.660]  跟彼得說你愛我媽
[00:13:27.660 --> 00:13:28.660]  你餵養我小孩
[00:13:28.660 --> 00:13:36.660]  之後他就沒有再離開耶穌
[00:13:36.660 --> 00:13:44.660]  這個故事令我想到幾件事
[00:13:44.660 --> 00:13:46.660]  值得我們學習彼得
[00:13:46.660 --> 00:13:52.660]  第一就是信服上帝的帶領
[00:13:52.660 --> 00:13:56.660]  彼得不覺得打魚是有用的
[00:13:56.660 --> 00:13:58.660]  但他仍然信服
[00:13:58.660 --> 00:14:01.660]  這個是我們值得學習
[00:14:01.660 --> 00:14:03.660]  我們怎樣學習呢
[00:14:03.660 --> 00:14:07.660]  最基礎的就是聖經叫你做的你就做
[00:14:07.660 --> 00:14:11.660]  這個聖經講得很清楚
[00:14:11.660 --> 00:14:16.660]  其實馬克吐溫他不是信耶穌
[00:14:16.660 --> 00:14:18.660]  但他講的很明顯
[00:14:18.660 --> 00:14:22.660]  我的問題不是不明白聖經的原因
[00:14:22.660 --> 00:14:27.660]  我的問題是我做不了我明白聖經的教訓
[00:14:27.660 --> 00:14:31.660]  你說聖經有很多東西我不明白不要緊
[00:14:31.660 --> 00:14:33.660]  你明白那些你做就行了
[00:14:33.660 --> 00:14:35.660]  不過有些決定
[00:14:35.660 --> 00:14:38.660]  有些事情聖經沒有說你做不做得
[00:14:38.660 --> 00:14:41.660]  但是你祈禱的時候你知道
[00:14:41.660 --> 00:14:43.660]  雖然聖經准你做准你不做
[00:14:43.660 --> 00:14:46.660]  但如果上帝要你做的話
[00:14:46.660 --> 00:14:48.660]  或者要你不做某件事的話
[00:14:48.660 --> 00:14:50.660]  你都跟隨神
[00:14:50.660 --> 00:14:54.660]  我記得在2017年大約是7年前
[00:14:54.660 --> 00:14:58.660]  報道總會就邀請我做總幹事
[00:14:58.660 --> 00:15:00.660]  我不想我推了幾次
[00:15:00.660 --> 00:15:01.660]  但我一直祈禱
[00:15:01.660 --> 00:15:06.660]  我就發現有些上帝要我做
[00:15:06.660 --> 00:15:10.660]  聖經裡面沒有提到羅石堅要做總幹事
[00:15:10.660 --> 00:15:13.660]  但是我祈禱之後上帝要我做
[00:15:13.660 --> 00:15:14.660]  我就做
[00:15:14.660 --> 00:15:16.660]  我記得江牧師講過一個見證
[00:15:16.660 --> 00:15:20.660]  當時報道差會邀請他做主席
[00:15:20.660 --> 00:15:22.660]  他開始第一次拒絕
[00:15:22.660 --> 00:15:25.660]  但是他似乎經歷都差不多
[00:15:25.660 --> 00:15:27.660]  祈禱完之後發現上帝要他做
[00:15:27.660 --> 00:15:33.660]  當然聖經沒有說江衛明要做報道差會主席
[00:15:33.660 --> 00:15:36.660]  不然全世界有這麼多基督徒
[00:15:36.660 --> 00:15:38.660]  你這樣聖經就很厚了
[00:15:38.660 --> 00:15:40.660]  雷醫生要做執事
[00:15:40.660 --> 00:15:41.660]  聖經沒有說
[00:15:41.660 --> 00:15:42.660]  你不要做執事
[00:15:42.660 --> 00:15:43.660]  一句祈禱
[00:15:43.660 --> 00:15:44.660]  跟隨神
[00:15:44.660 --> 00:15:50.660]  所以第一樣就是信服上帝的大令
[00:15:50.660 --> 00:15:52.660]  有些就是聖經講得很清楚
[00:15:52.660 --> 00:15:54.660]  譬如聖經叫你十一奉獻
[00:15:54.660 --> 00:15:55.660]  你又奉獻
[00:15:55.660 --> 00:15:57.660]  聖經叫你向人傳福音
[00:15:57.660 --> 00:15:58.660]  你又傳福音
[00:15:58.660 --> 00:15:59.660]  很清楚吧
[00:15:59.660 --> 00:16:01.660]  有些聖經講得沒那麼清楚
[00:16:01.660 --> 00:16:02.660]  我應不應該移民呢
[00:16:02.660 --> 00:16:06.660]  我應不應該去做南亞侍公呢
[00:16:06.660 --> 00:16:10.660]  這些就看上帝的大令
[00:16:10.660 --> 00:16:13.660]  第二樣東西我們值得效法彼得的
[00:16:13.660 --> 00:16:17.660]  就是撇下所有的跟隨
[00:16:17.660 --> 00:16:22.660]  當彼得與耶穌面對面真正相遇之後
[00:16:22.660 --> 00:16:24.660]  他就撇下所有跟隨
[00:16:24.660 --> 00:16:25.660]  可以調轉來說
[00:16:25.660 --> 00:16:28.660]  如果你是真心撇下所有跟隨耶穌
[00:16:28.660 --> 00:16:33.660]  就證明你已經與耶穌面對面的相遇
[00:16:33.660 --> 00:16:35.660]  或者我們反思
[00:16:35.660 --> 00:16:38.660]  那些東西你留在自己那裡
[00:16:38.660 --> 00:16:39.660]  不要交給別人
[00:16:39.660 --> 00:16:42.660]  不要撇下
[00:16:42.660 --> 00:16:46.660]  我記得
[00:16:46.660 --> 00:16:49.660]  我自己撇下所有經歷
[00:16:49.660 --> 00:16:53.660]  就是上帝呼召我離開我的工作
[00:16:53.660 --> 00:16:56.660]  去做傳職傳導人
[00:16:56.660 --> 00:16:57.660]  那時候我在加拿大
[00:16:57.660 --> 00:17:00.660]  是一個跨國公司做管理階層
[00:17:00.660 --> 00:17:02.660]  我是負責六個部門的
[00:17:02.660 --> 00:17:05.660]  只是工程師也有一百多人
[00:17:05.660 --> 00:17:07.660]  我決定這樣做的時候
[00:17:07.660 --> 00:17:08.660]  有一位姊妹
[00:17:08.660 --> 00:17:10.660]  信主的姊妹就說
[00:17:10.660 --> 00:17:14.660]  阿Ken羅石堅你為什麼這麼蠢
[00:17:14.660 --> 00:17:16.660]  你現在不是很風光嗎
[00:17:16.660 --> 00:17:17.660]  教會是做長老
[00:17:17.660 --> 00:17:19.660]  在公司是做高層
[00:17:19.660 --> 00:17:20.660]  我們恨都恨不到
[00:17:20.660 --> 00:17:23.660]  那你做長老對得上帝住
[00:17:23.660 --> 00:17:25.660]  做高層對得自己住
[00:17:25.660 --> 00:17:29.660]  那為什麼你要辭了工作呢
[00:17:29.660 --> 00:17:31.660]  我辭了之後
[00:17:31.660 --> 00:17:35.660]  有一位朋友對我說
[00:17:35.660 --> 00:17:37.660]  這個朋友就開一個顧問公司
[00:17:37.660 --> 00:17:38.660]  他不是基督徒
[00:17:38.660 --> 00:17:40.660]  但他很體貼我
[00:17:40.660 --> 00:17:44.660]  阿Ken我現在在廣西就開一個大工程
[00:17:44.660 --> 00:17:47.660]  每天有二三千個工人在那裡
[00:17:47.660 --> 00:17:49.660]  不如你去做主管
[00:17:49.660 --> 00:17:50.660]  你做長老
[00:17:50.660 --> 00:17:53.660]  你下班就命令那二三千人
[00:17:53.660 --> 00:17:55.660]  聽你講道你不是很厲害嗎
[00:17:55.660 --> 00:17:56.660]  你哪裡找那些傳道人
[00:17:56.660 --> 00:17:58.660]  每天有二三千人在那裡講道
[00:17:58.660 --> 00:18:00.660]  全部信了主
[00:18:00.660 --> 00:18:04.660]  那我姊妹答應
[00:18:04.660 --> 00:18:06.660]  我知道去了那裡又沒空講道
[00:18:06.660 --> 00:18:08.660]  工人都沒空理我
[00:18:08.660 --> 00:18:11.660]  那我辭了工之後
[00:18:11.660 --> 00:18:14.660]  大約讀了半年左右
[00:18:14.660 --> 00:18:16.660]  公司就打電話回來
[00:18:16.660 --> 00:18:19.660]  說我們現在有個位置比你以前好
[00:18:19.660 --> 00:18:21.660]  不如你讀書行不行
[00:18:21.660 --> 00:18:23.660]  不喜歡就回來
[00:18:23.660 --> 00:18:25.660]  你有沒有留意到
[00:18:25.660 --> 00:18:28.660]  其實當你撇下所有跟隨耶穌之後
[00:18:28.660 --> 00:18:31.660]  有很多刺探跟著你
[00:18:31.660 --> 00:18:34.660]  如果你已經到了這個轉捩點
[00:18:34.660 --> 00:18:35.660]  你要有心理準備
[00:18:35.660 --> 00:18:39.660]  將來魔鬼就不想你撇下所有跟隨耶穌
[00:18:39.660 --> 00:18:43.660]  他有或大或小的刺探
[00:18:43.660 --> 00:18:47.660]  講到這裡我要澄清一件事
[00:18:47.660 --> 00:18:51.660]  上帝不是叫每一個人都做傳職傳道人
[00:18:51.660 --> 00:18:53.660]  不然就不得了
[00:18:53.660 --> 00:18:55.660]  上帝叫一些人做生意賺很多錢
[00:18:55.660 --> 00:18:57.660]  不然教他們怎麼支持
[00:18:57.660 --> 00:18:59.660]  上帝有些人叫你做專業
[00:18:59.660 --> 00:19:01.660]  有些人叫你做老師做公務員
[00:19:01.660 --> 00:19:03.660]  在不同的崗位
[00:19:03.660 --> 00:19:07.660]  去接觸不同的人帶他們信主
[00:19:07.660 --> 00:19:08.660]  不然的話
