
[00:00:00.000 --> 00:00:02.000]  鄧小明問候頂姐妹平安
[00:01:25.000 --> 00:01:26.000]  耶和華
[00:01:26.000 --> 00:01:27.000]  沙
[00:01:27.000 --> 00:01:28.000]  沙
[00:01:28.000 --> 00:01:29.000]  拯救
[00:01:29.000 --> 00:01:30.000]  拯救
[00:01:30.000 --> 00:01:31.000]  希望幫到你
[00:01:31.000 --> 00:01:32.000]  能夠記得到
[00:01:32.000 --> 00:01:33.000]  希望能幫到大家
[00:01:33.000 --> 00:01:34.000]  請記得
[00:01:34.000 --> 00:01:36.000]  現在來到第二章
[00:01:36.000 --> 00:01:38.000]  現在來到第二章
[00:01:38.000 --> 00:01:40.000]  第二章很有意思
[00:01:40.000 --> 00:01:42.000]  也很特別
[00:01:42.000 --> 00:01:43.000]  很有意思和很特別
[00:01:43.000 --> 00:01:44.000]  作者在這個時候呢
[00:01:44.000 --> 00:01:46.000]  其實就是關上門
[00:01:46.000 --> 00:01:48.000]  向自己人說話
[00:01:48.000 --> 00:01:49.000]  或者在這裡呢
[00:01:49.000 --> 00:01:50.000]  就是把門關起來
[00:01:50.000 --> 00:01:51.000]  向自己人來講
[00:01:51.000 --> 00:01:52.000]  為什麼我講這個說話呢
[00:01:52.000 --> 00:01:53.000]  為什麼這麼說呢
[00:01:53.000 --> 00:01:54.000]  你見不見到
[00:01:54.000 --> 00:01:56.000]  有沒有講過王啊
[00:01:56.000 --> 00:01:58.000]  有沒有記得今天有講過王
[00:01:58.000 --> 00:01:59.000]  有沒有講過政治啊
[00:01:59.000 --> 00:02:00.000]  有沒有講過政治
[00:02:00.000 --> 00:02:01.000]  有沒有講過打仗啊
[00:02:01.000 --> 00:02:02.000]  有沒有講過打仗
[00:02:02.000 --> 00:02:04.000]  有沒有講過那些人沒有飯吃啊
[00:02:04.000 --> 00:02:05.000]  有沒有講過人沒有飯吃
[00:02:05.000 --> 00:02:06.000]  有沒有講過那些人
[00:02:06.000 --> 00:02:08.000]  今天敬拜情願如何啊
[00:02:08.000 --> 00:02:10.000]  有沒有講今天人敬拜情況怎樣
[00:02:10.000 --> 00:02:11.000]  沒有
[00:02:11.000 --> 00:02:13.000]  全部是自己人說話
[00:02:13.000 --> 00:02:14.000]  全部是自己人的話
[00:02:14.000 --> 00:02:15.000]  裡面的人物
[00:02:15.000 --> 00:02:17.000]  裡面的人物
[00:02:17.000 --> 00:02:18.000]  大部分是自己人
[00:02:18.000 --> 00:02:20.000]  大部分是自己人
[00:02:20.000 --> 00:02:21.000]  但是他一上山的時候
[00:02:21.000 --> 00:02:22.000]  就碰到外人了
[00:02:22.000 --> 00:02:23.000]  他一上山的時候
[00:02:23.000 --> 00:02:24.000]  就碰到了外人了
[00:02:24.000 --> 00:02:25.000]  那我就給了兩種人
[00:02:25.000 --> 00:02:26.000]  一種外人甲
[00:02:26.000 --> 00:02:27.000]  一種外人乙
[00:02:27.000 --> 00:02:28.000]  有沒有看到啊
[00:02:28.000 --> 00:02:31.000]  分為外人甲和外人乙
[00:02:31.000 --> 00:02:34.000]  但是在他沒去見外人之前
[00:02:34.000 --> 00:02:36.000]  他在自己裡面
[00:02:36.000 --> 00:02:38.000]  自己人裡面
[00:02:38.000 --> 00:02:39.000]  他們有個聚會
[00:02:39.000 --> 00:02:41.000]  在沒有見外人之前呢
[00:02:41.000 --> 00:02:42.000]  他自己人有一個聚會
[00:02:42.000 --> 00:02:44.000]  而上帝在這些自己人當中
[00:02:44.000 --> 00:02:45.000]  是做了一些功夫
[00:02:45.000 --> 00:02:47.000]  上帝在這些自己人當中
[00:02:47.000 --> 00:02:48.000]  做了一些功夫
[00:02:48.000 --> 00:02:50.000]  有些功夫是有些自己人看到
[00:02:50.000 --> 00:02:52.000]  有些自己人看不到
[00:02:52.000 --> 00:02:53.000]  有些功夫呢
[00:02:53.000 --> 00:02:54.000]  自己人可以看得到
[00:02:54.000 --> 00:02:55.000]  有些呢看不見
[00:02:55.000 --> 00:02:57.000]  有誰全部看到呢
[00:02:57.000 --> 00:02:59.000]  有些誰看得見呢
[00:02:59.000 --> 00:03:02.000]  以利沙
[00:03:02.000 --> 00:03:04.000]  以利亞走了那些呢
[00:03:04.000 --> 00:03:05.000]  以利亞走了
[00:03:05.000 --> 00:03:07.000]  後面他看不到的嘛
[00:03:07.000 --> 00:03:08.000]  以利亞走了
[00:03:08.000 --> 00:03:09.000]  他後面看不見
[00:03:09.000 --> 00:03:10.000]  誰看得見整幅畫
[00:03:10.000 --> 00:03:12.000]  誰能看得見整幅畫呢
[00:03:12.000 --> 00:03:13.000]  以利沙
[00:03:13.000 --> 00:03:14.000]  你看不看到
[00:03:14.000 --> 00:03:15.000]  作者想表現什麼呢
[00:03:15.000 --> 00:03:18.000]  作者想表現一個什麼呢
[00:03:18.000 --> 00:03:21.000]  身上任的先知
[00:03:21.000 --> 00:03:23.000]  身上任的先知
[00:03:23.000 --> 00:03:24.000]  是耶和華委任的
[00:03:24.000 --> 00:03:26.000]  是耶和華委任的
[00:03:26.000 --> 00:03:28.000]  還有先知用了整張來講
[00:03:28.000 --> 00:03:30.000]  以利沙繼承以利亞
[00:03:30.000 --> 00:03:33.000]  整個先知的以利沙繼承以利亞
[00:03:33.000 --> 00:03:35.000]  整張來講
[00:03:35.000 --> 00:03:38.000]  你知道當作者用了整個章節來講它
[00:03:38.000 --> 00:03:40.000]  是不簡單的事情
[00:03:40.000 --> 00:03:42.000]  用了整張來講是不簡單的
[00:03:42.000 --> 00:03:43.000]  還有一樣呢
[00:03:43.000 --> 00:03:44.000]  他現在是介入
[00:03:44.000 --> 00:03:46.000]  剛剛上一章講完
[00:03:46.000 --> 00:03:47.000]  誰死了
[00:03:47.000 --> 00:03:48.000]  他剛剛講了以後
[00:03:48.000 --> 00:03:51.000]  誰又死了
[00:03:51.000 --> 00:03:53.000]  是阿哈謝
[00:03:53.000 --> 00:03:55.000]  我希望你們記得多一點
[00:03:55.000 --> 00:03:57.000]  我上次來講
[00:03:57.000 --> 00:03:59.000]  阿哈謝是阿哈的兒子
[00:03:59.000 --> 00:04:01.000]  阿哈謝是亞哈的兒子
[00:04:01.000 --> 00:04:03.000]  跌下樓梯死了
[00:04:03.000 --> 00:04:05.000]  他摔死了
[00:04:05.000 --> 00:04:06.000]  我不想講回上一堂
[00:04:06.000 --> 00:04:08.000]  你們拍一下
[00:04:08.000 --> 00:04:09.000]  他死了
[00:04:09.000 --> 00:04:10.000]  上一堂講
[00:04:10.000 --> 00:04:12.000]  他的弟弟叫約蘭
[00:04:12.000 --> 00:04:15.000]  他的弟弟是約蘭
[00:04:15.000 --> 00:04:17.000]  接他的位
[00:04:17.000 --> 00:04:19.000]  這是第一章還沒講
[00:04:19.000 --> 00:04:20.000]  這是第一章
[00:04:20.000 --> 00:04:22.000]  如果你是一個對政治有興趣的人
[00:04:22.000 --> 00:04:23.000]  那政治局勢是怎樣
[00:04:23.000 --> 00:04:25.000]  政治局勢緊張一點
[00:04:25.000 --> 00:04:27.000]  政治局勢比較緊張
[00:04:27.000 --> 00:04:29.000]  作者怎麼說呢
[00:04:29.000 --> 00:04:30.000]  作者怎麼說
[00:04:30.000 --> 00:04:31.000]  什麼都可以停下來
[00:04:31.000 --> 00:04:33.000]  什麼都可以停下來
[00:04:33.000 --> 00:04:35.000]  靈界裏面的事情才重要
[00:04:35.000 --> 00:04:37.000]  靈界裏面的才重要
[00:04:37.000 --> 00:04:38.000]  我要告訴你
[00:04:38.000 --> 00:04:39.000]  在靈界裏面
[00:04:39.000 --> 00:04:40.000]  在上帝的圈子裏面
[00:04:40.000 --> 00:04:41.000]  有些什麼事
[00:04:41.000 --> 00:04:42.000]  這個重要
[00:04:42.000 --> 00:04:44.000]  在上帝的圈子裏
[00:04:44.000 --> 00:04:45.000]  這個事才重要
[00:04:45.000 --> 00:04:47.000]  這也是對的
[00:04:47.000 --> 00:04:48.000]  這樣才重要
[00:04:48.000 --> 00:04:51.000]  你要明白在屬靈界裏面
[00:04:51.000 --> 00:04:52.000]  發生什麼事
[00:04:52.000 --> 00:04:54.000]  才知道屬靈世上
[00:04:54.000 --> 00:04:56.000]  在屬靈世界裏面
[00:04:56.000 --> 00:04:57.000]  發生什麼事
[00:04:57.000 --> 00:04:59.000]  在屬靈界裏面的事情
[00:04:59.000 --> 00:05:00.000]  才能知道
[00:05:00.000 --> 00:05:02.000]  你先明白屬靈的事情
[00:05:02.000 --> 00:05:04.000]  才能先明白屬靈的事情
[00:05:04.000 --> 00:05:07.000]  然後才能明白非屬靈的事情
[00:05:07.000 --> 00:05:09.000]  才能明白非屬靈的事情
[00:05:09.000 --> 00:05:11.000]  作者說了什麼重要
[00:05:11.000 --> 00:05:13.000]  作者說什麼重要呢
[00:05:13.000 --> 00:05:14.000]  屬靈的事情重要
[00:05:14.000 --> 00:05:15.000]  屬靈的事情重要
[00:05:15.000 --> 00:05:17.000]  但我們今天呢
[00:05:17.000 --> 00:05:18.000]  但我們今天
[00:05:18.000 --> 00:05:19.000]  上班重要
[00:05:19.000 --> 00:05:20.000]  工作重要
[00:05:20.000 --> 00:05:21.000]  工作重要
[00:05:21.000 --> 00:05:22.000]  找工作重要
[00:05:22.000 --> 00:05:23.000]  屬靈的事情呢
[00:05:23.000 --> 00:05:24.000]  屬靈的事情
[00:05:24.000 --> 00:05:25.000]  不太重要
[00:05:25.000 --> 00:05:26.000]  不重要
[00:05:26.000 --> 00:05:27.000]  對不起
[00:05:27.000 --> 00:05:28.000]  對不起
[00:05:28.000 --> 00:05:29.000]  作者沒那麼看法了
[00:05:29.000 --> 00:05:31.000]  作者沒有這樣的看法
[00:05:31.000 --> 00:05:33.000]  若然要就位的時候
[00:05:33.000 --> 00:05:34.000]  下一章
[00:05:34.000 --> 00:05:36.000]  若然要就位
[00:05:36.000 --> 00:05:37.000]  是在下一章
[00:05:37.000 --> 00:05:38.000]  什麼都可以等的
[00:05:38.000 --> 00:05:40.000]  什麼都可以等
[00:05:40.000 --> 00:05:43.000]  上帝的角度
[00:05:43.000 --> 00:05:44.000]  上帝的眼光
[00:05:44.000 --> 00:05:46.000]  上帝在意識裡要做什麼
[00:05:46.000 --> 00:05:47.000]  這個很重要
[00:05:47.000 --> 00:05:48.000]  上帝的角度
[00:05:48.000 --> 00:05:49.000]  上帝的眼光
[00:05:49.000 --> 00:05:51.000]  上帝在以色列做什麼
[00:05:51.000 --> 00:05:52.000]  這是最重要的
[00:05:52.000 --> 00:05:53.000]  這個是說篇幅
[00:05:53.000 --> 00:05:56.000]  現在是說editorial placement
[00:05:56.000 --> 00:05:58.000]  就是篇幅上的位置
[00:05:58.000 --> 00:06:00.000]  擺在第二章的意思
[00:06:00.000 --> 00:06:01.000]  這是在篇幅上
[00:06:01.000 --> 00:06:03.000]  擺在第二章的意思
[00:06:03.000 --> 00:06:09.000]  為什麼作者還要去擺這個
[00:06:09.000 --> 00:06:14.000]  這章來講以利沙繼承以利亞呢
[00:06:14.000 --> 00:06:16.000]  為什麼作者在這一章來講
[00:06:16.000 --> 00:06:17.000]  以利沙繼承以利亞呢
[00:06:17.000 --> 00:06:19.000]  而且每一個細節
[00:06:19.000 --> 00:06:21.000]  他都詳細報導
[00:06:21.000 --> 00:06:24.000]  而且每一個細節都詳細報導
[00:06:24.000 --> 00:06:25.000]  為什麼呢
[00:06:25.000 --> 00:06:27.000]  為什麼呢
[00:06:27.000 --> 00:06:28.000]  如果解這個問題
[00:06:28.000 --> 00:06:31.000]  你一定要整本獵王記認識的
[00:06:31.000 --> 00:06:33.000]  如果要解這段
[00:06:33.000 --> 00:06:35.000]  要對整個獵王記要有個認識
[00:06:35.000 --> 00:06:37.000]  因為在以色列裡面
[00:06:37.000 --> 00:06:40.000]  整個政治宗教學裡面
[00:06:40.000 --> 00:06:42.000]  有一股新的勢力
[00:06:42.000 --> 00:06:44.000]  叫做巴力教
[00:06:44.000 --> 00:06:48.000]  整個以色列有一個新的勢力
[00:06:48.000 --> 00:06:49.000]  叫巴力教
[00:06:49.000 --> 00:06:51.000]  不是新鮮的
[00:06:51.000 --> 00:06:52.000]  不是新鮮的
[00:06:52.000 --> 00:06:53.000]  是誰帶進來的
[00:06:53.000 --> 00:06:55.000]  是誰帶來的
[00:06:55.000 --> 00:06:56.000]  耶西別
[00:06:56.000 --> 00:06:57.000]  耶西別
[00:06:57.000 --> 00:06:58.000]  其實耶西別沒來之前
[00:06:58.000 --> 00:07:01.000]  所羅門都將那些外邦神帶進來了
[00:07:01.000 --> 00:07:04.000]  連所羅門也將外邦的帶過來
[00:07:04.000 --> 00:07:06.000]  但是在阿哈王時代
[00:07:06.000 --> 00:07:10.000]  這個巴力教是如日中天
[00:07:10.000 --> 00:07:11.000]  在阿哈王的時代
[00:07:11.000 --> 00:07:13.000]  這個巴力教是如日中天
[00:07:13.000 --> 00:07:16.000]  有巴力教有很多巴力的假先知
[00:07:16.000 --> 00:07:18.000]  有很多的巴力的假先知
[00:07:18.000 --> 00:07:19.000]  各位聽眾朋友
[00:07:19.000 --> 00:07:21.000]  我們在獵王記上第十八章
[00:07:21.000 --> 00:07:23.000]  一路看巴力假先知
[00:07:23.000 --> 00:07:25.000]  去到上一章
[00:07:25.000 --> 00:07:27.000]  Chapter 1 of 2nd Kings
[00:07:27.000 --> 00:07:31.000]  都見到很多巴力人馬
[00:07:31.000 --> 00:07:33.000]  從獵王記上十八章
[00:07:33.000 --> 00:07:35.000]  一直到獵王記下第十章
[00:07:35.000 --> 00:07:37.000]  這個新的勢力呢
[00:07:37.000 --> 00:07:38.000]  這個新的勢力呢
[00:07:38.000 --> 00:07:42.000]  冒起了
[00:07:42.000 --> 00:07:45.000]  冒起來
[00:07:45.000 --> 00:07:47.000]  所以作者就說
[00:07:47.000 --> 00:07:50.000]  被作者說了
[00:07:50.000 --> 00:07:51.000]  作者要以色列人
[00:07:51.000 --> 00:07:54.000]  以後你看到什麼先知是真先知
[00:07:54.000 --> 00:07:57.000]  以後看到什麼樣的先知是真先知
[00:07:57.000 --> 00:07:58.000]  不是每個人都說我是先知
[00:07:58.000 --> 00:07:59.000]  那些就是先知
[00:07:59.000 --> 00:08:01.000]  不是說我是先知就是先知
[00:08:01.000 --> 00:08:03.000]  我知道黃木先知我想說什麼
[00:08:03.000 --> 00:08:04.000]  我知道
[00:08:04.000 --> 00:08:06.000]  不是每個人都有REV
[00:08:06.000 --> 00:08:09.000]  就真的是REV
[00:08:09.000 --> 00:08:11.000]  不是每個人都說自己是牧師
[00:08:11.000 --> 00:08:13.000]  就是一個真正的牧師
[00:08:13.000 --> 00:08:14.000]  是一樣的意思
[00:08:14.000 --> 00:08:16.000]  就是說有些牧師是我自己是牧師
[00:08:16.000 --> 00:08:18.000]  而不是說他是真正的牧師
[00:08:18.000 --> 00:08:19.000]  你要用眼睛看
[00:08:19.000 --> 00:08:20.000]  要用眼睛來看
[00:08:20.000 --> 00:08:23.000]  聖經這個真假先知
[00:08:23.000 --> 00:08:26.000]  在這個獵王記上開始
[00:08:26.000 --> 00:08:29.000]  這個真假先知就從獵王記下開始
[00:08:29.000 --> 00:08:30.000]  直至到獵王記下
[00:08:30.000 --> 00:08:32.000]  一直到獵王記下
[00:08:32.000 --> 00:08:33.000]  你知道耶利米時代
[00:08:33.000 --> 00:08:34.000]  他最頭痛
[00:08:34.000 --> 00:08:35.000]  令他最頭痛的是什麼
[00:08:35.000 --> 00:08:36.000]  有人說嗎
[00:08:36.000 --> 00:08:37.000]  在耶利米時代
[00:08:37.000 --> 00:08:38.000]  是什麼人最讓他頭痛
[00:08:38.000 --> 00:08:39.000]  假先知
[00:08:39.000 --> 00:08:41.000]  假先知
[00:08:41.000 --> 00:08:42.000]  所以作者就說
[00:08:42.000 --> 00:08:45.000]  真先知是怎樣怎樣的
[00:08:45.000 --> 00:08:46.000]  所以作者告訴我
[00:08:46.000 --> 00:08:47.000]  真先知是怎麼樣的
[00:08:47.000 --> 00:08:49.000]  真先知是怎麼來的
[00:08:49.000 --> 00:08:50.000]  有什麼力量
[00:08:50.000 --> 00:08:51.000]  你們在這裡看清楚
[00:08:51.000 --> 00:08:53.000]  真先知是怎麼來的
[00:08:53.000 --> 00:08:55.000]  他有什麼樣的力量
[00:08:55.000 --> 00:08:57.000]  就是告訴那些讀知識的人
[00:08:57.000 --> 00:08:59.000]  假先知就沒有這些東西
[00:08:59.000 --> 00:09:00.000]  告訴以色列人
[00:09:00.000 --> 00:09:02.000]  假先知就沒有這些
[00:09:02.000 --> 00:09:05.000]  所以作者是有教導性
[00:09:05.000 --> 00:09:08.000]  所以作者有一個教導性
[00:09:08.000 --> 00:09:09.000]  所以今天讓我們看到
[00:09:09.000 --> 00:09:12.000]  一個真先知的方法
[00:09:12.000 --> 00:09:13.000]  今天讓我們看到
[00:09:13.000 --> 00:09:14.000]  一個真先知的方法
[00:09:14.000 --> 00:09:15.000]  今天講得可能會長
[00:09:15.000 --> 00:09:17.000]  因為有很多背景要明白
[00:09:17.000 --> 00:09:18.000]  你明白了這一章之後
[00:09:18.000 --> 00:09:21.000]  你讀獵王記下三四五六
[00:09:21.000 --> 00:09:23.000]  一直讀你就能夠明白多一點
[00:09:23.000 --> 00:09:25.000]  今天要有很多背景來交代
[00:09:25.000 --> 00:09:26.000]  如果明白這些
[00:09:26.000 --> 00:09:28.000]  後面就很容易了
[00:09:28.000 --> 00:09:30.000]  你可能讀聖經讀到一半都不明白
[00:09:30.000 --> 00:09:32.000]  讀的時候都會不明白
[00:09:32.000 --> 00:09:33.000]  坐底就是有些東西
[00:09:33.000 --> 00:09:34.000]  在這裡要明白
[00:09:34.000 --> 00:09:36.000]  今天有很多坐底的東西要認識
[00:09:36.000 --> 00:09:37.000]  今天有很多坐底的東西要認識
[00:09:37.000 --> 00:09:38.000]  就是有很多基本的東西要認識
[00:09:38.000 --> 00:09:39.000]  就是有很多基本的東西要認識
[00:09:39.000 --> 00:09:40.000]  我都盡量看著時間
[00:09:40.000 --> 00:09:42.000]  希望不會超時
[00:09:42.000 --> 00:09:45.000]  就這麼說吧
[00:09:45.000 --> 00:09:47.000]  我們看第一點
[00:09:47.000 --> 00:09:48.000]  我們來看第一點
[00:09:48.000 --> 00:09:49.000]  我們來看第一點
[00:09:49.000 --> 00:09:50.000]  你見到從頭到尾
[00:09:50.000 --> 00:09:51.000]  這個主角是以利沙
[00:09:51.000 --> 00:09:52.000]  這個主角是以利沙
[00:09:52.000 --> 00:09:53.000]  他的心智
[00:09:53.000 --> 00:09:55.000]  這個主角是以利沙
[00:09:55.000 --> 00:09:56.000]  他以利沙的心智
[00:09:56.000 --> 00:09:57.000]  他以利沙的心智
[00:09:57.000 --> 00:09:59.000]  第二點就是以利沙的挑戰
[00:09:59.000 --> 00:10:01.000]  第二點就是以利沙的挑戰
[00:10:01.000 --> 00:10:02.000]  第二點就是以利沙的挑戰
[00:10:02.000 --> 00:10:05.000]  心智是一到十五節
[00:10:05.000 --> 00:10:07.000]  心智是一到十五節
[00:10:07.000 --> 00:10:08.000]  心智是一到十五節
[00:10:08.000 --> 00:10:09.000]  剛才Raymond讀的時候
[00:10:09.000 --> 00:10:10.000]  剛才Raymond讀的時候
[00:10:10.000 --> 00:10:12.000]  我當你們看完了
[00:10:12.000 --> 00:10:13.000]  我當你們看完了
[00:10:13.000 --> 00:10:15.000]  因為我想省時間
[00:10:15.000 --> 00:10:16.000]  因為我想省時間
[00:10:16.000 --> 00:10:19.000]  我不想去翻讀了
[00:10:19.000 --> 00:10:20.000]  我不想去翻讀了
[00:10:20.000 --> 00:10:22.000]  在這個時候第一節
[00:10:22.000 --> 00:10:23.000]  在這個時候第一節
[00:10:23.000 --> 00:10:24.000]  請彭玲幫我讀
[00:10:24.000 --> 00:10:25.000]  請彭玲幫我讀
[00:10:25.000 --> 00:10:26.000]  耶和華要用信封接以利亞升天的時候
[00:10:26.000 --> 00:10:28.000]  耶和華要用信封接以利亞升天的時候
[00:10:28.000 --> 00:10:31.000]  以利亞與以利沙從吉甲前往
[00:10:31.000 --> 00:10:32.000]  以利亞與以利沙從吉甲前往
[00:10:32.000 --> 00:10:34.000]  第一節是作者的宣佈
[00:10:34.000 --> 00:10:35.000]  第一節是作者的宣佈
[00:10:35.000 --> 00:10:36.000]  第一節是作者的宣佈
[00:10:36.000 --> 00:10:37.000]  第一節是作者的宣佈
[00:10:37.000 --> 00:10:38.000]  以利亞未升天
[00:10:38.000 --> 00:10:39.000]  以利亞未升天
[00:10:39.000 --> 00:10:40.000]  不過about to
[00:10:40.000 --> 00:10:41.000]  不過about to
[00:10:41.000 --> 00:10:42.000]  以利亞沒有升天
[00:10:42.000 --> 00:10:43.000]  以利亞沒有升天
[00:10:43.000 --> 00:10:44.000]  但是又是講的
[00:10:44.000 --> 00:10:45.000]  但是又是講的
[00:10:45.000 --> 00:10:46.000]  about to 為什麼
[00:10:46.000 --> 00:10:47.000]  about to 為什麼
[00:10:47.000 --> 00:10:48.000]  就來了
[00:10:48.000 --> 00:10:49.000]  就來了
[00:10:49.000 --> 00:10:50.000]  未來就來
[00:10:50.000 --> 00:10:51.000]  未來就來
[00:10:51.000 --> 00:10:52.000]  用什麼來將他帶上天
[00:10:52.000 --> 00:10:53.000]  用什麼來將他帶上天
[00:10:53.000 --> 00:10:54.000]  用什麼來將他帶上天
[00:10:54.000 --> 00:10:55.000]  用什麼來將他帶上天
[00:10:55.000 --> 00:10:56.000]  用什麼來將他帶上天
[00:10:56.000 --> 00:10:58.000]  用什麼來將他帶上天
[00:10:58.000 --> 00:10:59.000]  旋風
[00:10:59.000 --> 00:11:00.000]  旋風
[00:11:00.000 --> 00:11:01.000]  請大家讀清楚聖經
[00:11:01.000 --> 00:11:02.000]  請大家讀清楚聖經
[00:11:02.000 --> 00:11:03.000]  請大家讀清楚聖經
[00:11:03.000 --> 00:11:04.000]  我們很多時候以為
[00:11:04.000 --> 00:11:05.000]  我們很多時候以為
[00:11:05.000 --> 00:11:06.000]  火馬火車將他接上天
[00:11:06.000 --> 00:11:07.000]  火馬火車將他接上天
[00:11:07.000 --> 00:11:08.000]  我們一直以為是
[00:11:08.000 --> 00:11:09.000]  火馬火車將他接上天
[00:11:09.000 --> 00:11:10.000]  我們一直以為是
[00:11:10.000 --> 00:11:11.000]  火馬火車將他接上天
[00:11:11.000 --> 00:11:12.000]  對不起,聖經沒有這樣講
[00:11:12.000 --> 00:11:13.000]  對不起,聖經沒有這樣講
[00:11:13.000 --> 00:11:14.000]  是旋風
[00:11:14.000 --> 00:11:15.000]  是旋風
[00:11:15.000 --> 00:11:16.000]  是旋風
[00:11:16.000 --> 00:11:17.000]  旋風我們怎樣去理解它呢
[00:11:17.000 --> 00:11:18.000]  旋風我們怎樣去理解它呢
[00:11:18.000 --> 00:11:19.000]  我們能怎麼理解旋風呢
[00:11:19.000 --> 00:11:20.000]  我們能怎麼理解旋風呢
[00:11:20.000 --> 00:11:21.000]  暴風暴雨
[00:11:21.000 --> 00:11:26.000]  暴風暴雨
[00:11:26.000 --> 00:11:28.000]  美國剛剛被水災
[00:11:28.000 --> 00:11:30.000]  美國剛剛被水災
[00:11:30.000 --> 00:11:31.000]  就這些暴風
[00:11:31.000 --> 00:11:32.000]  就這些暴風
[00:11:32.000 --> 00:11:33.000]  就這些暴風
[00:11:33.000 --> 00:11:34.000]  在這個大風雨中
[00:11:34.000 --> 00:11:35.000]  在這個大風雨中
[00:11:35.000 --> 00:11:36.000]  沒有講雨
[00:11:36.000 --> 00:11:37.000]  在這個大風雨中
[00:11:37.000 --> 00:11:38.000]  上帝將以利亞接走
[00:11:38.000 --> 00:11:39.000]  在這個大風雨中
[00:11:39.000 --> 00:11:40.000]  上帝將以利亞接走
[00:11:40.000 --> 00:11:41.000]  在這個大風雨中
[00:11:41.000 --> 00:11:42.000]  上帝將以利亞接走
[00:11:42.000 --> 00:11:43.000]  為何要這樣做呢
[00:11:43.000 --> 00:11:44.000]  為何要這樣做呢
[00:11:44.000 --> 00:11:45.000]  為何要這樣做呢
[00:11:45.000 --> 00:11:46.000]  即是說
[00:11:46.000 --> 00:11:47.000]  即是說
[00:11:47.000 --> 00:11:48.000]  以利亞接走這個整個步驟
[00:11:48.000 --> 00:11:49.000]  以利亞接走這個整個步驟
[00:11:49.000 --> 00:11:50.000]  是上帝的作為
[00:11:50.000 --> 00:11:51.000]  是上帝的作為
[00:11:51.000 --> 00:11:52.000]  是上帝的作為
[00:11:52.000 --> 00:11:53.000]  你接走以利亞
[00:11:53.000 --> 00:11:54.000]  你接走以利亞
[00:11:54.000 --> 00:11:55.000]  是整個的作者
[00:11:55.000 --> 00:11:56.000]  是上帝的作者
[00:11:56.000 --> 00:11:57.000]  而且上帝用這個Element
[00:11:57.000 --> 00:11:58.000]  而且上帝用這個Element
[00:11:58.000 --> 00:11:59.000]  很難翻譯
[00:11:59.000 --> 00:12:00.000]  很難翻譯
[00:12:00.000 --> 00:12:01.000]  甚麼是Element
[00:12:01.000 --> 00:12:02.000]  甚麼是Element
[00:12:02.000 --> 00:12:03.000]  即是這些現象
[00:12:03.000 --> 00:12:04.000]  即是這些現象
[00:12:04.000 --> 00:12:05.000]  下雨 雨水
