
[00:00:00.000 --> 00:00:02.260]  大家有無留意到個題目?
[00:01:31.960 --> 00:01:33.600]  咁我哋大部份人呢
[00:01:33.600 --> 00:01:35.200]  如果讀過呢節經文呢
[00:01:35.200 --> 00:01:36.840]  都會覺得好同意呀,係咪?
[00:01:36.840 --> 00:01:38.440]  係呀,聖經裏面呢
[00:01:38.440 --> 00:01:42.120]  所寫嘅嘢點樣教導我哋都係好嘅
[00:01:42.120 --> 00:01:44.320]  真係教訓、督責
[00:01:44.320 --> 00:01:45.760]  又令到人歸正啦
[00:01:45.760 --> 00:01:47.320]  唔會教人做壞人㗎嘛
[00:01:47.320 --> 00:01:48.840]  教導人學義啦
[00:01:48.840 --> 00:01:50.200]  真係都有益嘅
[00:01:50.200 --> 00:01:53.480]  又叫屬神嘅人得以完全
[00:01:53.480 --> 00:01:56.040]  即係真係信耶穌信得好嘅時候呢
[00:01:56.040 --> 00:01:58.280]  嗰啲人即係應該都幾好人㗎嘛,係咪?
[00:01:58.280 --> 00:02:00.160]  有預備行各樣嘅善事
[00:02:00.160 --> 00:02:03.880]  咁都係一本好嘅書
[00:02:03.880 --> 00:02:05.800]  咁但係個問題呢
[00:02:05.800 --> 00:02:06.760]  就係話
[00:02:06.760 --> 00:02:09.960]  好嘅書教人點樣做人呀
[00:02:09.960 --> 00:02:11.200]  點樣做得好
[00:02:11.200 --> 00:02:12.800]  係咪淨係得聖經呢?
[00:02:12.800 --> 00:02:15.560]  唔係喎,世間好多書
[00:02:15.560 --> 00:02:16.880]  有一本書呢
[00:02:16.880 --> 00:02:18.000]  即係年紀大嗰啲
[00:02:18.000 --> 00:02:19.400]  應該係你屋企以前呢
[00:02:19.400 --> 00:02:21.560]  成日都擺到,不過你都可能唔睇嘅
[00:02:21.560 --> 00:02:23.360]  就係叫通書呀
[00:02:23.360 --> 00:02:25.800]  依家呢個年代冇啦,係咪呀?
[00:02:25.800 --> 00:02:27.640]  我哋以前呢
[00:02:27.640 --> 00:02:29.720]  所以個書字唔好聽嘛
[00:02:29.720 --> 00:02:31.360]  咪叫通聖囉,收尾
[00:02:31.360 --> 00:02:33.360]  嗰本書叫通書
[00:02:33.360 --> 00:02:37.960]  即係以前啲人擺喺個屋企裏面每年換一本嘅
[00:02:37.960 --> 00:02:40.120]  有一個全年嘅日曆
[00:02:40.120 --> 00:02:42.040]  嗰個作息
[00:02:42.040 --> 00:02:43.880]  乜嘢季節,乜嘢日子
[00:02:43.880 --> 00:02:45.160]  食而做啲乜嘢呢
[00:02:45.160 --> 00:02:46.680]  有哂提示嘅
[00:02:46.680 --> 00:02:48.880]  咁慢慢啲人呢就覺得
[00:02:48.880 --> 00:02:52.640]  依家呢個科學世界,理智社會啲人迷信
[00:02:52.640 --> 00:02:54.640]  今日又話不二乜乜
[00:02:54.640 --> 00:02:56.320]  傻嘅咁
[00:02:56.320 --> 00:02:58.440]  咁但係呢,歷史嘅循環呢
[00:02:58.440 --> 00:03:00.720]  到咁上下嗰啲人返轉頭又會諗返
[00:03:00.720 --> 00:03:03.560]  咦,其實佢講呢啲嘢都啱㗎喎
[00:03:03.560 --> 00:03:06.000]  唔係迷信嘅,係嗰個天氣嘅變化
[00:03:06.000 --> 00:03:07.200]  嗰個氣候
[00:03:07.200 --> 00:03:08.880]  食而做乜,食而做乜
[00:03:08.880 --> 00:03:10.640]  係有關係
[00:03:10.640 --> 00:03:12.560]  咁除咗呢個日曆之外呢
[00:03:12.560 --> 00:03:13.800]  仲有好多嘢㗎喎
[00:03:13.800 --> 00:03:18.160]  其中有一篇嘅好嘢呢
[00:03:18.160 --> 00:03:21.760]  有一篇呢叫《朱子自家格言》㗎
[00:03:21.760 --> 00:03:23.680]  有冇人睇過?
[00:03:23.680 --> 00:03:27.280]  係,即係你好學
[00:03:27.280 --> 00:03:28.960]  呢篇係好嘢嚟㗎
[00:03:28.960 --> 00:03:30.920]  《朱子自家格言》
[00:03:30.920 --> 00:03:32.960]  喺呢本通書嘅裏面呢
[00:03:32.960 --> 00:03:34.520]  有一篇文章
[00:03:34.520 --> 00:03:37.760]  就係教人點樣治理個屋企
[00:03:37.760 --> 00:03:39.560]  你喺屋企裏面做一個人
[00:03:39.560 --> 00:03:40.760]  你要做啲咩呢?
[00:03:40.760 --> 00:03:42.400]  咁我哋揀幾節出嚟呢
[00:03:42.400 --> 00:03:43.880]  俾大家睇睇吓
[00:03:43.880 --> 00:03:46.200]  撳一下
[00:03:46.200 --> 00:03:47.440]  咁呢就一早起身呢
[00:03:47.440 --> 00:03:49.440]  黎明即起就灑掃停除
[00:03:49.440 --> 00:03:51.200]  要內外整潔
[00:03:51.200 --> 00:03:52.840]  咁唔怪得之剛才嗰位弟兄呢
[00:03:52.840 --> 00:03:55.560]  我哋見到佢都好勤力好整潔
[00:03:55.560 --> 00:03:58.400]  佢俾《朱子自家格言》第一句呢
[00:03:58.400 --> 00:04:00.280]  就提醒咗佢
[00:04:00.280 --> 00:04:02.240]  既分辨色
[00:04:02.240 --> 00:04:05.280]  即係夜晚黑要瞓覺就瞓覺喎
[00:04:05.280 --> 00:04:06.280]  係咪好嘢呀?
[00:04:06.280 --> 00:04:09.800]  關鎖門會要親自檢點又負責任
[00:04:09.800 --> 00:04:12.600]  一竹一瓣當屍來處不宜
[00:04:12.600 --> 00:04:14.280]  又珍惜呢個飲食
[00:04:14.280 --> 00:04:16.360]  半屍半漏即係衣著嗰啲呢
[00:04:16.360 --> 00:04:18.640]  行念物之為奸
[00:04:18.640 --> 00:04:19.720]  即係唔好咁浪費
[00:04:19.720 --> 00:04:21.400]  又有環保意識
[00:04:21.400 --> 00:04:22.320]  即係
[00:04:22.320 --> 00:04:23.680]  依家返轉頭睇呢
[00:04:23.680 --> 00:04:24.400]  知道係好嘢喇
[00:04:24.400 --> 00:04:25.840]  我哋再睇多幾句
[00:04:25.840 --> 00:04:27.240]  二
[00:04:27.240 --> 00:04:28.960]  未雨而籌謀
[00:04:28.960 --> 00:04:30.360]  未雨籌謀梗係好事啦
[00:04:30.360 --> 00:04:31.440]  有計劃吖嘛
[00:04:31.440 --> 00:04:32.960]  無臨渴而掘井
[00:04:32.960 --> 00:04:34.600]  自奉必須檢藥
[00:04:34.600 --> 00:04:35.720]  即係自己
[00:04:35.720 --> 00:04:36.960]  俾自己嘅呢
[00:04:36.960 --> 00:04:38.720]  就簡單啲
[00:04:38.720 --> 00:04:39.880]  節約啲
[00:04:39.880 --> 00:04:41.920]  宴客切勿流連
[00:04:41.920 --> 00:04:44.600]  即係請客呢就唔好慳住喎
[00:04:44.600 --> 00:04:46.120]  嘩!呢個係咪好人呀?
[00:04:46.120 --> 00:04:47.920]  自己呢就食少啲
[00:04:47.920 --> 00:04:49.680]  宴客嗰陣時就多啲
[00:04:49.680 --> 00:04:50.440]  咁一下
[00:04:50.440 --> 00:04:52.160]  下一句呢就
[00:04:52.160 --> 00:04:53.320]  輕聽發言
[00:04:53.320 --> 00:04:56.040]  安之非之欠數
[00:04:56.040 --> 00:04:57.760]  即係話你隨便聽人講嘢
[00:04:57.760 --> 00:04:59.840]  你點知道人哋係咪喺處
[00:04:59.840 --> 00:05:01.160]  即係誣蔑人呀
[00:05:01.160 --> 00:05:02.440]  說殘言咁樣呢
[00:05:02.440 --> 00:05:03.720]  即係唔好聽曬
[00:05:03.720 --> 00:05:05.480]  當忍耐三思
[00:05:05.480 --> 00:05:07.080]  因事相爭
[00:05:07.080 --> 00:05:08.760]  焉知非我之不時
[00:05:08.760 --> 00:05:10.280]  又識得自省喎
[00:05:10.280 --> 00:05:13.120]  有嘢同人哋唔同意見相爭呢
[00:05:13.120 --> 00:05:14.520]  佢又識得檢討話
[00:05:14.520 --> 00:05:16.680]  你點知唔係自己唔啱呢咁
[00:05:16.680 --> 00:05:18.200]  係咪好嘢呀?
[00:05:18.200 --> 00:05:19.120]  所以下一個
[00:05:19.120 --> 00:05:21.440]  人有喜慶不可生疾渡心
[00:05:21.440 --> 00:05:22.680]  依家啲人唔係㗎嘛
[00:05:22.680 --> 00:05:24.480]  見到人哋有高興時呢
[00:05:24.480 --> 00:05:26.680]  就會講啲唔好聽嘅說話
[00:05:26.680 --> 00:05:27.560]  唔抵得人㗎嘛
[00:05:27.560 --> 00:05:28.840]  咁啲說話唔好
[00:05:28.840 --> 00:05:30.160]  唔好生疾渡之心
[00:05:30.160 --> 00:05:31.320]  人有禍患
[00:05:31.320 --> 00:05:32.480]  人哋有禍患啦
[00:05:32.480 --> 00:05:34.440]  又唔可以生喜幸心喎
[00:05:34.440 --> 00:05:35.840]  咁呢啲係咪好人呀?
[00:05:35.840 --> 00:05:37.120]  從心裏面就係好人呀
[00:05:37.120 --> 00:05:37.760]  下一句
[00:05:37.760 --> 00:05:39.240]  中間有好多嘅
[00:05:39.240 --> 00:05:40.400]  我挑幾句出嚟呢
[00:05:40.400 --> 00:05:43.440]  即係等大家知一知嘅啫
[00:05:43.440 --> 00:05:45.080]  讀書志在聖賢
[00:05:45.080 --> 00:05:46.280]  即係唔係為乜嘅
[00:05:46.280 --> 00:05:49.120]  即係為咗讀書成為聖賢
[00:05:49.120 --> 00:05:50.440]  即係成為一個好人
[00:05:50.440 --> 00:05:51.800]  明白事理
[00:05:51.800 --> 00:05:54.040]  為官就心存君國
[00:05:54.040 --> 00:05:56.440]  做官都又唔係為自己啲乜嘢權利
[00:05:56.440 --> 00:05:57.920]  為咗呢個君王
[00:05:57.920 --> 00:05:58.920]  為咗國家嘅
[00:05:58.920 --> 00:06:02.640]  守分安命
[00:06:02.640 --> 00:06:04.280]  順時應天
[00:06:04.280 --> 00:06:07.960]  又滿足於各樣嘅事情
[00:06:07.960 --> 00:06:08.920]  唔會去強求
[00:06:08.920 --> 00:06:11.480]  為人若此書乎近賢
[00:06:11.480 --> 00:06:13.360]  讀過啦
[00:06:13.360 --> 00:06:15.280]  咁有咩特別呢?
[00:06:15.280 --> 00:06:16.680]  呢個嘅《誅之自家計刑》
[00:06:16.680 --> 00:06:17.640]  我覺得呢
[00:06:17.640 --> 00:06:19.560]  真係好呢篇嘢
[00:06:19.560 --> 00:06:21.000]  教人點樣做人
[00:06:21.000 --> 00:06:22.160]  但係最好呢
[00:06:22.160 --> 00:06:22.800]  係邊一句呢?
[00:06:22.800 --> 00:06:23.560]  咁多一下
[00:06:23.560 --> 00:06:27.440]  最好係最尾嗰句
[00:06:27.440 --> 00:06:32.800]  為人若此書乎近賢
[00:06:32.800 --> 00:06:34.200]  即係咩意思呀?
[00:06:34.200 --> 00:06:36.680]  即係做人做到咁
[00:06:36.680 --> 00:06:38.640]  都差唔多啦
[00:06:38.640 --> 00:06:40.800]  差唔多
[00:06:40.800 --> 00:06:42.000]  好好啦咁
[00:06:42.000 --> 00:06:43.000]  係咪呢?
[00:06:43.000 --> 00:06:44.360]  你贊唔贊成呀?
[00:06:44.360 --> 00:06:46.840]  能夠做到正話嗰度咁多嘅啲嘢
[00:06:46.840 --> 00:06:48.360]  呢個真係好好人呀
[00:06:48.360 --> 00:06:49.400]  差唔多
[00:06:49.400 --> 00:06:52.560]  差唔多
[00:06:52.560 --> 00:06:53.520]  即係點呀?
[00:06:53.520 --> 00:06:54.800]  即係未得啦
[00:06:54.800 --> 00:06:58.120]  呢篇《誅之自家計刑》
[00:06:58.120 --> 00:07:00.360]  最偉大就覺得係最尾嗰句
[00:07:00.360 --> 00:07:01.560]  做人做到咁
[00:07:01.560 --> 00:07:02.720]  差唔多啦
[00:07:02.720 --> 00:07:05.360]  但係你係未得嘅
[00:07:05.360 --> 00:07:09.680]  咁大家記住呢個囉
[00:07:09.680 --> 00:07:10.720]  未得咁即係點呢?
[00:07:10.720 --> 00:07:12.160]  好,我哋睇下一章
[00:07:12.160 --> 00:07:13.760]  《成經》裏面
[00:07:14.040 --> 00:07:15.160]  《約翰福音》
[00:07:15.160 --> 00:07:17.560]  五章三十九至四十節
[00:07:17.560 --> 00:07:20.120]  係耶穌講到有一班法利賽人
[00:07:20.120 --> 00:07:22.240]  佢哋好鍾意讀《聖經》
[00:07:22.240 --> 00:07:24.800]  好鍾意守《聖經》裏面嗰啲規條嘅
[00:07:24.800 --> 00:07:27.320]  咁耶穌就話佢哋嗰班人
[00:07:27.320 --> 00:07:28.600]  你哋查考《聖經》
[00:07:28.600 --> 00:07:31.240]  因為你哋以為內中有永生
[00:07:31.240 --> 00:07:34.040]  給我作見證的就是這經
[00:07:34.040 --> 00:07:35.280]  意思就話啱啦
[00:07:35.280 --> 00:07:36.080]  冇錯啦
[00:07:36.080 --> 00:07:37.800]  給我作見證就係呢本《聖經》啦
[00:07:37.800 --> 00:07:39.360]  你哋查《聖經》
[00:07:39.360 --> 00:07:40.880]  因為知道裏面有永生
[00:07:40.880 --> 00:07:42.080]  然而
[00:07:42.080 --> 00:07:46.880]  但是你哋不肯到我這裏來得生命
[00:07:46.880 --> 00:07:48.480]  不過你哋係咁睇《聖經》
[00:07:48.480 --> 00:07:50.360]  係咁遵守《聖經》上面嘅嘢
[00:07:50.360 --> 00:07:54.880]  你哋冇嚟到我啲書得生命
[00:07:54.880 --> 00:07:55.680]  咁一下
[00:07:55.680 --> 00:07:57.720]  重要嘅係乜嘢呀?
[00:07:57.720 --> 00:08:00.320]  係要得生命
[00:08:00.320 --> 00:08:02.800]  你讀到一本好好嘅書
[00:08:02.800 --> 00:08:05.440]  裏面好正點樣教你
[00:08:05.440 --> 00:08:07.440]  做哂啦
[00:08:07.440 --> 00:08:11.160]  都好似中國嗰本《朱子自家格言》咁
[00:08:11.160 --> 00:08:13.680]  你都係殊父近賢嘅啫
[00:08:13.680 --> 00:08:14.760]  未得嘅
[00:08:14.760 --> 00:08:17.360]  最重要嗰樣係去耶穌嗰處
[00:08:17.360 --> 00:08:18.880]  要得生命
[00:08:18.880 --> 00:08:20.240]  先至係最重要
[00:08:20.240 --> 00:08:22.280]  分唔分到呀?
[00:08:22.280 --> 00:08:24.520]  一本好好嘅書點樣教你
[00:08:24.520 --> 00:08:27.200]  你點樣循規度佢做到100%好人
[00:08:27.200 --> 00:08:29.120]  你都係一個好人啫
[00:08:29.120 --> 00:08:33.440]  未曾去到最有益處
[00:08:33.440 --> 00:08:36.480]  最好嗰個狀態就係得到生命
[00:08:36.480 --> 00:08:38.840]  耶穌當時對住嗰班嘅猶太人
[00:08:38.840 --> 00:08:40.600]  都係同一個嘅判決
[00:08:40.880 --> 00:08:42.000]  你哋爭啲
[00:08:42.000 --> 00:08:44.920]  點解唔肯嚟我呢處得生命呢?
[00:08:44.920 --> 00:08:48.000]  咁所以呢我哋就
[00:08:48.000 --> 00:08:51.760]  分開今次要講四個大標題嘅內容就係話
[00:08:51.760 --> 00:08:53.120]  有人信咗耶穌啦
[00:08:53.120 --> 00:08:53.920]  有咗生命啦
[00:08:53.920 --> 00:08:55.040]  有咗神嘅生命啦
[00:08:55.040 --> 00:08:56.640]  咁佢讀經
[00:08:56.640 --> 00:08:58.240]  肯讀呢本《聖經》
[00:08:58.240 --> 00:08:59.520]  但係亦都有啲人
[00:08:59.520 --> 00:09:01.720]  唔多讀呢本《聖經》㗎喎
[00:09:01.720 --> 00:09:02.480]  係咪呀?
[00:09:02.480 --> 00:09:04.080]  咁我哋講呢兩類人
[00:09:04.080 --> 00:09:06.520]  跟住呢最後亦都講埋另外兩類人
[00:09:06.520 --> 00:09:08.560]  就係未曾信主嘅就冇生命啦
[00:09:08.560 --> 00:09:09.720]  咁呢
[00:09:09.880 --> 00:09:12.960]  但係又冇生命嗰啲人有啲都讀《聖經》㗎喎
[00:09:12.960 --> 00:09:16.600]  中國有一個好出名嘅作者叫做馮仗
[00:09:16.600 --> 00:09:18.960]  咁應該佢係未信耶穌嘅
[00:09:18.960 --> 00:09:20.440]  咁但係佢係一個學者呢
[00:09:20.440 --> 00:09:23.000]  佢研究《聖經》呢比好多人都研究得
[00:09:23.000 --> 00:09:24.560]  更加通透
[00:09:24.560 --> 00:09:25.880]  咁但係佢
[00:09:25.880 --> 00:09:27.200]  冇信主
[00:09:27.200 --> 00:09:28.600]  所以冇耶穌嘅生命
[00:09:28.600 --> 00:09:29.640]  不過佢肯讀經
[00:09:29.640 --> 00:09:32.360]  咁亦都大部分嘅人未信呢就係
[00:09:32.360 --> 00:09:33.200]  唔讀經啦
[00:09:33.200 --> 00:09:35.840]  咁我哋呢睇一睇呢幾種人
[00:09:35.840 --> 00:09:38.640]  但係喺《聖經》裏面呢話得生命呢
[00:09:38.640 --> 00:09:40.720]  其實有幾種嘅講法呢
[00:09:40.720 --> 00:09:42.120]  係差唔多嗰個意思嘅
[00:09:42.120 --> 00:09:45.920]  即係譬如話我哋信咗耶穌就得著神嘅生命啦
[00:09:45.920 --> 00:09:46.960]  呢個係一種講法
[00:09:46.960 --> 00:09:49.960]  或者呢就你成為咗神嘅兒女啦
[00:09:49.960 --> 00:09:51.320]  一樣嘅
[00:09:51.320 --> 00:09:54.040]  或者呢你已經重生得救啦
[00:09:54.040 --> 00:09:55.600]  又或者呢
[00:09:55.600 --> 00:09:57.840]  聖靈呢已經進入咗你嘅裏面
[00:09:57.840 --> 00:09:59.840]  你成為咗新造的人啦
[00:09:59.840 --> 00:10:02.480]  呢啲唔同嘅講法呢都係
[00:10:02.480 --> 00:10:03.960]  信咗耶穌嘅人
[00:10:03.960 --> 00:10:07.320]  佢有咗一個新嘅生命喺佢嘅裏面
[00:10:07.320 --> 00:10:08.600]  得唔得呀?
[00:10:08.680 --> 00:10:09.680]  信咗耶穌
[00:10:09.680 --> 00:10:11.920]  就即刻有咗呢個新嘅生命
[00:10:11.920 --> 00:10:14.120]  但係有咗呢個新嘅生命之後
[00:10:14.120 --> 00:10:15.720]  你再點樣生活
[00:10:15.720 --> 00:10:17.040]  點樣安排你嘅時間
[00:10:17.040 --> 00:10:18.520]  做乜嘢與唔做乜嘢呢
[00:10:18.520 --> 00:10:20.880]  你係完全可以決定㗎喎
[00:10:20.880 --> 00:10:22.720]  咁
[00:10:22.720 --> 00:10:25.960]  我哋再睇下一張PowerPoint有段《聖經》
[00:10:25.960 --> 00:10:28.000]  係剛才嘅
[00:10:28.000 --> 00:10:30.080]  宣告裏面
[00:10:30.080 --> 00:10:31.400]  一節嘅經文
[00:10:31.400 --> 00:10:33.880]  詩篇119篇第十一節
[00:10:33.880 --> 00:10:37.160]  我將你嘅話藏喺心裏面免得我得罪你
[00:10:37.880 --> 00:10:40.320]  咁詩人呢佢知道神嘅話好重要
[00:10:40.320 --> 00:10:42.080]  將佢擺喺個心裏面呢
[00:10:42.080 --> 00:10:45.120]  佢唔想因為佢嘅行為
[00:10:45.120 --> 00:10:49.040]  得唔到神嗰啲嘅說話嘅指引
[00:10:49.040 --> 00:10:50.120]  亂咁行
[00:10:50.120 --> 00:10:51.920]  行差踏錯得罪神
[00:10:51.920 --> 00:10:53.560]  因為佢知道呢
[00:10:53.560 --> 00:10:55.800]  如果唔按住神嗰啲嘅
[00:10:55.800 --> 00:10:56.880]  吩咐
[00:10:56.880 --> 00:10:58.560]  喜好嚟到生活
[00:10:58.560 --> 00:11:00.280]  自己任意而為呢
[00:11:00.280 --> 00:11:02.520]  好容易會得罪神
[00:11:02.520 --> 00:11:03.160]  呢個係
[00:11:03.160 --> 00:11:05.280]  重要嘅事情
[00:11:05.280 --> 00:11:06.720]  所以
[00:11:07.160 --> 00:11:08.560]  我哋有咗
[00:11:08.560 --> 00:11:11.000]  神嘅生命成為咗信徒之後
[00:11:11.000 --> 00:11:13.760]  好重要從心底裏面呢我哋要
[00:11:13.760 --> 00:11:14.560]  檢討
[00:11:14.560 --> 00:11:17.000]  我哋究竟覺得得罪神
[00:11:17.000 --> 00:11:18.360]  好閒
[00:11:18.360 --> 00:11:20.280]  還是得罪神
[00:11:20.280 --> 00:11:22.240]  唔好呀
[00:11:22.240 --> 00:11:25.600]  如果你覺得
[00:11:25.600 --> 00:11:29.520]  因為有啲好多《聖經》裏面呢如果你夾硬抽
[00:11:29.520 --> 00:11:32.720]  少少出嚟無限放大呢就變成咗歪理㗎啦
[00:11:32.720 --> 00:11:34.160]  甚至愛
[00:11:34.160 --> 00:11:36.000]  話神會原諒我嘅
[00:11:36.880 --> 00:11:38.120]  咁你就亂嚟囉喎
[00:11:38.120 --> 00:11:39.360]  咁呢個咪
[00:11:39.360 --> 00:11:40.600]  咪錯咗囉
[00:11:40.600 --> 00:11:43.120]  因為神呢係好想我哋
[00:11:43.120 --> 00:11:45.360]  按佢嘅心意嚟行
[00:11:45.360 --> 00:11:47.320]  因為呢啲呢係為我哋好嘅
[00:11:47.320 --> 00:11:50.520]  我哋按住佢嘅心意行按住《聖經》嘅指引嚟行
[00:11:50.520 --> 00:11:52.280]  神呢就開心
[00:11:52.280 --> 00:11:54.800]  神嘅開心其實係我哋得福
[00:11:54.800 --> 00:11:57.320]  所以如果你看重呢件事呢
[00:11:57.320 --> 00:11:58.080]  就
[00:11:58.080 --> 00:11:59.800]  雙贏啦
[00:11:59.800 --> 00:12:02.080]  神又開心因為你
[00:12:02.080 --> 00:12:04.840]  嗰個嘅生命呢可以成長得好
[00:12:04.840 --> 00:12:06.320]  你呢係會
[00:12:06.520 --> 00:12:09.840]  行喺呢個神嘅光中呢你係得著神嘅祝福
[00:12:09.840 --> 00:12:11.640]  所以詩人呢
[00:12:11.640 --> 00:12:13.680]  佢話哎呀好重要呀
[00:12:13.680 --> 00:12:14.960]  要將佢擺喺心裏面
[00:12:14.960 --> 00:12:16.520]  我唔好得罪神
[00:12:16.520 --> 00:12:18.040]  再下一張
[00:12:18.040 --> 00:12:23.680]  新約裏面耶穌提到聖靈保衞師呢佢有一句咁嘅說話
[00:12:23.680 --> 00:12:24.960]  佢話呢個保衞師呢
[00:12:24.960 --> 00:12:25.980]  係負
[00:12:25.980 --> 00:12:27.000]  因著我嘅命
[00:12:27.000 --> 00:12:28.800]  要差離嘅聖靈
[00:12:28.800 --> 00:12:31.880]  佢要將一切嘅事指教你哋
[00:12:31.880 --> 00:12:33.400]  即係信徒
[00:12:33.920 --> 00:12:36.740]  並且要叫你哋想起我對你
[00:12:36.740 --> 00:12:38.520]  所說的
[00:12:38.520 --> 00:12:39.540]  一切話
[00:12:39.540 --> 00:12:40.820]  耶穌講咗好多嘢
[00:12:40.820 --> 00:12:44.420]  耶穌講嘅嘢呢全部都係教導嗰啲信徒呢
[00:12:44.420 --> 00:12:46.460]  你應該要點你做咩好
[00:12:46.460 --> 00:12:47.480]  係講呢啲嘅
[00:12:47.480 --> 00:12:49.020]  咁
[00:12:49.020 --> 00:12:51.060]  咁多點記呀
[00:12:51.060 --> 00:12:55.420]  我哋有咗神嘅生命聖靈進入咗我哋嘅裏面嘅時候呢
[00:12:55.420 --> 00:12:57.220]  聖靈就會將呢啲
[00:12:57.220 --> 00:12:59.260]  適當嘅時候
[00:12:59.260 --> 00:13:01.820]  叮一聲提返嚟嘅
[00:13:01.820 --> 00:13:03.860]  嗰啲就係聖靈嘅工作啦
[00:13:04.900 --> 00:13:08.480]  但係如果你冇將神嘅話擺喺你嘅裏面
[00:13:08.480 --> 00:13:10.260]  聖靈呢
[00:13:10.260 --> 00:13:11.300]  就
[00:13:11.300 --> 00:13:13.860]  唔能夠提到你喇喎
[00:13:13.860 --> 00:13:15.900]  因為你都冇將嗰啲嘢擠咗落去
[00:13:15.900 --> 00:13:17.440]  你嘅生命嘅裏面
[00:13:17.440 --> 00:13:21.540]  所以其實食嘢呢我覺得都係神一個好偉大嘅創造
[00:13:21.540 --> 00:13:24.100]  同埋呢畀我哋幫助明白到
[00:13:24.100 --> 00:13:25.620]  聖經嘅一啲嘅真理
[00:13:25.620 --> 00:13:27.940]  你真係要食嘢先得㗎嘛
[00:13:27.940 --> 00:13:29.720]  你唔食嘢落去
[00:13:29.720 --> 00:13:30.740]  你點
[00:13:30.740 --> 00:13:32.280]  能夠成長呢
[00:13:32.540 --> 00:13:34.860]  最近同一個少年人呢玩得多啲呢
[00:13:34.860 --> 00:13:36.900]  佢話要練大隻啲
[00:13:36.900 --> 00:13:39.460]  即係十五六歲嗰啲少年人
[00:13:39.460 --> 00:13:40.740]  要練大隻啲
[00:13:40.740 --> 00:13:42.540]  但佢又唔多食嘢
[00:13:42.540 --> 00:13:44.840]  食一隻雞翼
[00:13:44.840 --> 00:13:46.120]  又話飽
[00:13:46.120 --> 00:13:48.420]  上一條菜就話唔食啦咁
[00:13:48.420 --> 00:13:50.460]  咁我哋點生育呀
[00:13:50.460 --> 00:13:51.220]  係咪
[00:13:51.220 --> 00:13:55.580]  我哋常人都知啦你如果要練大隻啲除咗你搏命運動你要食嘢先得㗎嘛
[00:13:55.580 --> 00:13:59.420]  你要食咗嘢落去又透過運動先成為你
[00:13:59.420 --> 00:14:02.500]  身體嘅一部分生育㗎嘛成長㗎嘛
[00:14:03.260 --> 00:14:05.040]  所以你要食嘢落去好緊要
[00:14:05.040 --> 00:14:05.820]  殉道
[00:14:05.820 --> 00:14:09.140]  食咩落去呀將神嘅話讀咗
[00:14:09.140 --> 00:14:10.680]  食咗入去我哋嘅裏面
[00:14:10.680 --> 00:14:12.720]  係咁讀聖經
[00:14:12.720 --> 00:14:14.020]  聽聖經
[00:14:14.020 --> 00:14:15.540]  分享聖經
[00:14:15.540 --> 00:14:17.340]  咁個聖經呢就入咗你嘅裏面啦
