
[00:00:00.000 --> 00:00:03.600]  好,又來到今天的訊息
[00:03:55.600 --> 00:03:57.440]  也有些人看了下去
[00:03:57.440 --> 00:03:59.840]  萬分的後悔
[00:03:59.840 --> 00:04:02.000]  太多了 我不可以給大家看完
[00:04:02.000 --> 00:04:04.960]  我選了幾個來跟大家一起看看
[00:04:04.960 --> 00:04:07.240]  看看這位老人家怎麼說
[00:04:07.240 --> 00:04:08.920]  他說兒子
[00:04:08.920 --> 00:04:11.600]  我在護老院一切都很好
[00:04:11.600 --> 00:04:14.680]  不過只是希望你有時間來看看我
[00:04:14.680 --> 00:04:18.040]  我現在最孤獨的時間就是放假
[00:04:18.040 --> 00:04:20.240]  身邊很多遠有的子女
[00:04:20.240 --> 00:04:21.880]  放假就來接他們
[00:04:21.880 --> 00:04:24.880]  出去喝茶、逛街、看電影
[00:04:24.880 --> 00:04:27.800]  唯獨是我沒有人來探訪
[00:04:27.800 --> 00:04:30.120]  有時候就來看看我
[00:04:30.120 --> 00:04:32.200]  恐怕你真的來的時候
[00:04:32.200 --> 00:04:35.600]  我已經不在了
[00:04:35.600 --> 00:04:37.680]  有一個這樣說
[00:04:37.680 --> 00:04:42.440]  回想過去我都算是一路養尊處優的
[00:04:42.440 --> 00:04:46.440]  能夠遇到老伴我很幸運
[00:04:46.440 --> 00:04:49.360]  如果給我可以多一次生存的機會
[00:04:49.360 --> 00:04:56.160]  我會更加珍惜和老伴一起的日子
[00:04:56.160 --> 00:04:57.680]  有一個這樣說
[00:04:57.680 --> 00:05:02.120]  他說為了不影響兒子的生活
[00:05:02.120 --> 00:05:05.240]  我主動要求入住養老院
[00:05:05.240 --> 00:05:10.000]  但財產的分配因為小孩的條件比較差
[00:05:10.000 --> 00:05:13.680]  所以我就把房產和為數不多的積蓄
[00:05:13.680 --> 00:05:15.560]  分多一點給小孩
[00:05:15.560 --> 00:05:17.880]  不過不知道是不是因為這樣的緣故
[00:05:17.880 --> 00:05:19.600]  我入住了護老院之後
[00:05:19.600 --> 00:05:21.920]  大兒子很少來探訪我
[00:05:21.920 --> 00:05:23.200]  趁著這個機會
[00:05:23.200 --> 00:05:26.760]  我也很想將我的心底話告訴他
[00:05:26.760 --> 00:05:30.120]  大兒子,我是你親生媽媽
[00:05:30.120 --> 00:05:32.520]  弟弟都是你的親弟弟
[00:05:32.520 --> 00:05:35.960]  我們是相親相愛的一家人
[00:05:35.960 --> 00:05:39.120]  因為不知道我還剩下多少日子
[00:05:39.120 --> 00:05:42.280]  我現在只想多見你們幾面
[00:05:42.280 --> 00:05:44.360]  和你們多聊聊天
[00:05:44.360 --> 00:05:46.880]  我就心滿意足了
[00:05:46.880 --> 00:05:50.080]  你明不明白
[00:05:50.080 --> 00:05:51.720]  是的,丙展會
[00:05:51.720 --> 00:05:54.600]  愛要及時
[00:05:54.600 --> 00:05:58.200]  不要留給自己太多的遺憾
[00:05:58.200 --> 00:06:00.560]  人生去到最後的階段
[00:06:00.560 --> 00:06:02.800]  很想和自己最愛的人
[00:06:02.800 --> 00:06:07.640]  說出自己認為很重要的說話
[00:06:07.640 --> 00:06:09.240]  今天不經不覺
[00:06:09.240 --> 00:06:14.880]  原來我們都到了薩姆爾基上下最後一講了
[00:06:14.880 --> 00:06:16.320]  所以今天我們會看看
[00:06:16.320 --> 00:06:19.480]  薩姆爾基22至23章
[00:06:19.480 --> 00:06:24.240]  正正就是大衛活了的話
[00:06:24.240 --> 00:06:26.440]  作為以色列的君王
[00:06:26.440 --> 00:06:30.000]  究竟他有甚麼重要的說話要留下呢
[00:06:30.000 --> 00:06:31.640]  我們在過去的崇拜中
[00:06:31.640 --> 00:06:33.440]  很多目的都在這裡分享
[00:06:33.440 --> 00:06:36.120]  大衛的人生並不完美
[00:06:36.120 --> 00:06:39.240]  甚至犯下彌天大禍
[00:06:39.240 --> 00:06:44.200]  為甚麼他還被稱為合神心意的人呢
[00:06:44.200 --> 00:06:47.040]  今天就讓我們在經文中一起學習
[00:06:47.040 --> 00:06:49.400]  你猜有多少個功課呢
[00:06:49.400 --> 00:06:52.640]  三個功課,多謝你們舉起手
[00:06:52.640 --> 00:06:54.640]  都很懂得雅根堂,對不對
[00:06:54.640 --> 00:06:57.240]  所以我們一起竭力學習了一個
[00:06:57.240 --> 00:07:00.080]  合神心意的門徒,好不好
[00:07:00.080 --> 00:07:03.800]  好啊,第一點我想跟大家分享
[00:07:03.800 --> 00:07:06.600]  是要認定神是唯一的主
[00:07:06.600 --> 00:07:10.040]  唯一的依靠,唯一的拯救
[00:07:10.040 --> 00:07:12.640]  大衛是一個詩人,你們知不知道
[00:07:12.640 --> 00:07:13.480]  知道了吧
[00:07:13.480 --> 00:07:16.280]  很多詩篇都出自大衛的手
[00:07:16.280 --> 00:07:19.120]  而在薩下22至23章
[00:07:19.120 --> 00:07:21.920]  就有兩篇大衛的詩篇
[00:07:21.920 --> 00:07:23.480]  一長一短
[00:07:23.480 --> 00:07:25.400]  我們先看第22篇
[00:07:25.400 --> 00:07:27.800]  是較長的一篇詩篇
[00:07:27.800 --> 00:07:30.040]  因為有五十一節
[00:07:30.040 --> 00:07:31.240]  雖然篇幅很長
[00:07:31.240 --> 00:07:34.640]  但主題非常之明確
[00:07:34.640 --> 00:07:37.800]  是一首典型的希伯來感恩詩
[00:07:37.800 --> 00:07:40.240]  大衛在回顧和感謝
[00:07:40.240 --> 00:07:45.280]  上帝如何拯救他脫離強暴仇敵的手
[00:07:45.280 --> 00:07:48.280]  我們一起讀下22章的第一節
[00:07:48.280 --> 00:07:49.760]  1、2、3
[00:07:49.760 --> 00:07:52.800]  多謝大衛為絕人一切穩定
[00:07:52.800 --> 00:07:55.520]  和蘇羅之仇者一致
[00:07:55.520 --> 00:07:57.760]  參加聶和華念者詩
[00:07:57.760 --> 00:07:59.600]  是,為何他念者詩
[00:07:59.600 --> 00:08:03.280]  就是因為上帝救他脫離一切仇敵
[00:08:03.280 --> 00:08:05.720]  和蘇羅的手
[00:08:05.720 --> 00:08:07.440]  有些不知道的
[00:08:07.440 --> 00:08:09.160]  我見到有些新朋友在
[00:08:09.160 --> 00:08:11.200]  蘇羅是他上一任的皇帝
[00:08:11.200 --> 00:08:13.320]  不斷追殺大衛
[00:08:13.320 --> 00:08:16.080]  其實這首詩的主題
[00:08:16.080 --> 00:08:21.120]  和詩篇第18篇是很相似的
[00:08:21.120 --> 00:08:24.080]  無論主題和內容是非常相似的
[00:08:24.080 --> 00:08:27.320]  而大部分的聖經學者都認為
[00:08:27.320 --> 00:08:30.440]  這首詩是大衛和上帝的關係
[00:08:30.440 --> 00:08:32.320]  仍然非常之好
[00:08:32.320 --> 00:08:33.960]  非常之親密
[00:08:33.960 --> 00:08:39.200]  未犯想和拔氏巴奸淫罪之前的作品
[00:08:39.200 --> 00:08:41.720]  為何聖經學者會這樣估計
[00:08:41.720 --> 00:08:45.680]  因為這首詩的內容有大衛的字白
[00:08:45.680 --> 00:08:47.840]  看看字白說些甚麼
[00:08:47.840 --> 00:08:50.040]  好,我請大家一起讀
[00:08:50.040 --> 00:08:53.920]  「耶和華,按著我的公義」
[00:08:53.920 --> 00:09:17.840]  大衛說他自己是元泉人
[00:09:17.840 --> 00:09:19.440]  很明顯之後不是
[00:09:19.440 --> 00:09:21.160]  我們一起讀完這三節
[00:09:21.160 --> 00:09:24.240]  「耶和華,按我的公義」
[00:09:24.240 --> 00:09:27.920]  「按我在他眼前的清潔上賜我」
[00:09:27.920 --> 00:09:30.960]  「賜我的人,你以賜我待他」
[00:09:30.960 --> 00:09:33.880]  「賜全的人,你以賜全待他」
[00:09:33.880 --> 00:09:36.720]  「清潔的人,你以清潔待他」
[00:09:36.720 --> 00:09:40.000]  「乖的人,你以歪曲待他」
[00:09:40.000 --> 00:09:43.160]  既然這首詩不是大衛最後的作品
[00:09:43.160 --> 00:09:44.800]  為何要放在這裏呢
[00:09:44.800 --> 00:09:48.320]  因為殺下的作者將這首詩放在這裏
[00:09:48.320 --> 00:09:49.840]  我們很多人都估計
[00:09:49.840 --> 00:09:56.800]  是想後人想起大衛緊緊依靠上帝的日子
[00:09:56.800 --> 00:10:01.040]  因為得到拯救、得救的確據
[00:10:01.040 --> 00:10:04.000]  是在乎你和上帝的關係
[00:10:04.000 --> 00:10:10.120]  所以在這裏不但道出上帝拯救大衛
[00:10:10.120 --> 00:10:14.360]  更加講出了耶和華做事的原則
[00:10:14.360 --> 00:10:16.280]  上帝做事的原則
[00:10:16.280 --> 00:10:18.600]  「賜愛的人,你以賜愛待他」
[00:10:18.600 --> 00:10:20.960]  「賜全的人,你以賜全待他」
[00:10:20.960 --> 00:10:23.200]  「清潔的人,你以清潔待他」
[00:10:23.200 --> 00:10:27.400]  「歪曲的人,你以歪曲待他」
[00:10:27.400 --> 00:10:32.360]  作者將這首詩放在第23章的
[00:10:32.360 --> 00:10:36.680]  「沒了的華」前面其實都頗有意思
[00:10:36.680 --> 00:10:38.200]  這好像是一句回顧
[00:10:38.200 --> 00:10:41.280]  但同時進到第23章的時候
[00:10:41.280 --> 00:10:45.240]  「沒了的華」究竟大衛怎樣再看前面呢
[00:10:45.240 --> 00:10:48.680]  好像是一個頗好的安排
[00:10:48.680 --> 00:10:52.120]  待會到第2章的時候會再講多一些
[00:10:52.120 --> 00:10:55.920]  這首詩其實是首尾呼應的
[00:10:55.920 --> 00:11:00.280]  首尾呼應就是正正講出這首詩的重點
[00:11:00.280 --> 00:11:02.880]  我們看看第2節和第3節怎樣講
[00:11:02.880 --> 00:11:04.120]  我們一起讀好不好
[00:11:04.120 --> 00:11:05.320]  1、2、3
[00:11:05.320 --> 00:11:06.000]  「說」
[00:11:06.000 --> 00:11:08.320]  「耶和華賜我的銀石」
[00:11:08.320 --> 00:11:09.640]  「我的山寨」
[00:11:09.640 --> 00:11:10.880]  「我的舊廚」
[00:11:10.880 --> 00:11:11.800]  「我的神」
[00:11:11.800 --> 00:11:13.040]  「我的盆石」
[00:11:13.040 --> 00:11:14.560]  「我的頭靠地」
[00:11:14.560 --> 00:11:16.240]  「包圍住我的盆盤」
[00:11:16.240 --> 00:11:17.880]  「是拯救我的國」
[00:11:17.880 --> 00:11:19.240]  「是我的公材」
[00:11:19.240 --> 00:11:20.840]  「是我的避難所」
[00:11:20.840 --> 00:11:22.240]  「我的降主啊」
[00:11:22.240 --> 00:11:25.120]  「你拯救我的脆脆臣寶的權」
[00:11:25.120 --> 00:11:28.560]  原來這首詩有兩個約詞
[00:11:28.560 --> 00:11:31.760]  就是盆石和拯救
[00:11:31.760 --> 00:11:36.400]  而正正這兩個約詞就是這首詩的主題
[00:11:36.400 --> 00:11:38.240]  上帝是那個盆石
[00:11:38.240 --> 00:11:39.400]  是那個拯救
[00:11:39.400 --> 00:11:40.600]  在開始的時候
[00:11:40.600 --> 00:11:42.960]  在結束的時候都是這樣講
[00:11:42.960 --> 00:11:46.040]  我們看看結束第47節和49節怎樣講
[00:11:46.040 --> 00:11:47.080]  一起讀
[00:11:47.080 --> 00:11:49.040]  「耶和華賜活臣」
[00:11:49.040 --> 00:11:51.640]  「以我的盆石避人輕重」
[00:11:51.640 --> 00:11:54.040]  「願臣下為拯救我的盆石」
[00:11:54.040 --> 00:11:55.480]  「致利人出於崇尚」
[00:11:55.480 --> 00:11:57.680]  「你為我脫離仇敵」
[00:11:57.680 --> 00:11:59.280]  「又打我背棄」
[00:11:59.280 --> 00:12:02.160]  「高過那些拯救和擊逼我的」
[00:12:02.160 --> 00:12:04.760]  「你為我脫離強迫的人」
[00:12:04.760 --> 00:12:05.640]  謝謝
[00:12:05.640 --> 00:12:08.840]  為甚麼要將盆石和拯救拉在一起
[00:12:08.840 --> 00:12:11.040]  因為盆石在舊日聖經
[00:12:11.040 --> 00:12:14.200]  上上都用來代表上帝
[00:12:14.200 --> 00:12:15.600]  我就在想
[00:12:15.600 --> 00:12:17.640]  有點像我們中文
[00:12:17.640 --> 00:12:22.200]  「穩如泰山」的感覺
[00:12:22.200 --> 00:12:23.200]  穩如泰山
[00:12:23.200 --> 00:12:24.640]  很堅固
[00:12:24.640 --> 00:12:26.520]  很可以依靠
[00:12:26.520 --> 00:12:29.320]  你有沒有想過你自己推得動作山
[00:12:29.320 --> 00:12:31.120]  怕且都不會
[00:12:31.120 --> 00:12:32.920]  所以這裡的盆石
[00:12:32.920 --> 00:12:34.640]  也正正是強調
[00:12:34.640 --> 00:12:38.520]  耶和華是大衛堅固的保護
[00:12:38.520 --> 00:12:40.680]  堅固的拯救
[00:12:40.680 --> 00:12:42.200]  很好
[00:12:42.200 --> 00:12:44.600]  到第29節至第51節
[00:12:44.600 --> 00:12:45.920]  因為太長了
[00:12:45.920 --> 00:12:48.280]  所以今天不夠時間跟大家讀
[00:12:48.280 --> 00:12:50.560]  在這篇詩篇中
[00:12:50.560 --> 00:12:53.400]  我們稱為「勝利之歌」
[00:12:53.400 --> 00:12:56.400]  因為裡面包括大衛的回顧
[00:12:56.400 --> 00:12:58.280]  許願
[00:12:58.280 --> 00:12:59.400]  頌讚
[00:12:59.400 --> 00:13:02.120]  特別由32節到46節
[00:13:02.120 --> 00:13:04.680]  那是頗長的回顧
[00:13:04.680 --> 00:13:06.600]  不過在這麼長的回顧中
[00:13:06.600 --> 00:13:07.800]  它有一個重點
[00:13:07.800 --> 00:13:12.400]  重點就是要講出大衛作戰的理念
[00:13:12.400 --> 00:13:15.640]  作戰的理念是什麼呢?
[00:13:15.640 --> 00:13:18.240]  我又請大家讀30節
[00:13:18.240 --> 00:13:21.320]  「我藉著你衝入敵軍」
[00:13:21.320 --> 00:13:25.120]  「藉著我的神跳過長門」
[00:13:25.120 --> 00:13:27.240]  他不是說藉著自己有多好打
[00:13:27.240 --> 00:13:28.680]  他藉著誰?
[00:13:28.680 --> 00:13:29.880]  神
[00:13:29.880 --> 00:13:31.240]  那個「你」是神
[00:13:31.240 --> 00:13:34.760]  他知道原來他打勝的每一場仗
[00:13:34.760 --> 00:13:37.480]  都是因為上帝
[00:13:37.480 --> 00:13:40.680]  特性完全是上帝的幫助
[00:13:40.680 --> 00:13:44.280]  這是大衛作戰的理念
[00:13:44.280 --> 00:13:46.360]  不過你不要以為他打贏了之後
[00:13:46.360 --> 00:13:48.240]  他才是這樣想
[00:13:48.240 --> 00:13:49.960]  其實重點是
[00:13:49.960 --> 00:13:52.440]  他還沒打已經是這樣想
[00:13:52.440 --> 00:13:54.440]  看看第4節說什麼
[00:13:54.440 --> 00:13:56.320]  我們先讀第4節
[00:13:56.320 --> 00:13:56.760]  好
[00:13:56.760 --> 00:14:00.480]  「我要求告當讚你的耶和華」
[00:14:00.480 --> 00:14:05.720]  「這樣我必從仇敵中被救出來」
[00:14:05.720 --> 00:14:07.000]  還沒打
[00:14:07.000 --> 00:14:07.960]  不過他說
[00:14:07.960 --> 00:14:13.080]  「我要求告當讚你的耶和華」
[00:14:13.080 --> 00:14:18.360]  「他就必從仇敵中被救出來」
[00:14:18.360 --> 00:14:19.280]  他很肯定
[00:14:19.280 --> 00:14:22.600]  這是未見之事的信心
[00:14:22.600 --> 00:14:23.720]  還沒打
[00:14:23.720 --> 00:14:25.480]  所以去到第32節
[00:14:25.480 --> 00:14:27.960]  就有這兩句這麼重要的宣告
[00:14:27.960 --> 00:14:29.800]  一起讀32節吧
[00:14:29.800 --> 00:14:33.200]  「除了耶和華,誰是神呢?」
[00:14:33.200 --> 00:14:37.440]  「除了我的神,誰是盤石呢?」
[00:14:37.440 --> 00:14:38.640]  弟兄姊妹
[00:14:38.640 --> 00:14:40.160]  真的沒有
[00:14:40.160 --> 00:14:45.240]  絕對沒有別的神
[00:14:45.240 --> 00:14:47.560]  上帝是我們唯一的主
[00:14:47.560 --> 00:14:50.600]  唯一的拯救
[00:14:50.600 --> 00:14:56.440]  因著大衛經歷了大大小小的拯救
[00:14:56.440 --> 00:14:58.640]  在詩歌結束的時候
[00:14:58.640 --> 00:15:01.800]  大衛不得不讚美上帝
[00:15:01.800 --> 00:15:04.000]  看看這兩節聖經又怎麼說
[00:15:04.000 --> 00:15:05.320]  一起讀好嗎
[00:15:05.320 --> 00:15:07.680]  「你救我脫離仇敵」
[00:15:07.680 --> 00:15:09.520]  「又把我舉起」
[00:15:09.520 --> 00:15:12.760]  「高過那些起來攻擊我的人」
[00:15:12.760 --> 00:15:15.640]  「你救我脫離強暴的人」
[00:15:15.640 --> 00:15:20.840]  「耶和華,因此我要在外方稱謝你」
[00:15:20.840 --> 00:15:24.040]  「歌頌你的名」
[00:15:24.040 --> 00:15:25.560]  真的很厲害
[00:15:25.560 --> 00:15:26.680]  經歷了這麼多
[00:15:26.680 --> 00:15:30.000]  真的不得不讚美上帝
[00:15:30.000 --> 00:15:32.720]  希伯來書11章1節這樣說
[00:15:32.720 --> 00:15:36.080]  「信就是所望之事的實底」
[00:15:36.080 --> 00:15:38.600]  「未見之事的確懼」
[00:15:38.600 --> 00:15:41.120]  當人真的覺得什麼都做不到
[00:15:41.120 --> 00:15:43.080]  上帝又未出手之前
[00:15:43.080 --> 00:15:47.240]  仍然以單純的信心去呼求上帝
[00:15:47.240 --> 00:15:48.520]  依靠上帝
[00:15:48.520 --> 00:15:50.960]  他就真的得著拯救
[00:15:50.960 --> 00:15:53.600]  他要經歷上帝的真實
[00:15:53.600 --> 00:15:57.680]  不得不讚美上帝
[00:15:57.680 --> 00:16:00.680]  我想起我媽媽在這裡
[00:16:00.680 --> 00:16:02.800]  我媽媽住在美國
[00:16:02.800 --> 00:16:05.280]  她今年已經84歲
[00:16:05.280 --> 00:16:06.520]  因為疫情的緣故
[00:16:06.520 --> 00:16:09.640]  她差不多三年沒有回過實體教會
[00:16:09.640 --> 00:16:11.840]  這間真是她回過的教會
[00:16:11.840 --> 00:16:14.560]  它是西雅圖華人宣道會
[00:16:14.560 --> 00:16:15.520]  兩個星期前
[00:16:15.520 --> 00:16:17.840]  我媽媽第一次回過實體教會
[00:16:17.840 --> 00:16:19.600]  她很興奮、很開心
[00:16:19.600 --> 00:16:20.800]  回完教會之後
[00:16:20.800 --> 00:16:22.280]  跟我說了一個小時的電話
[00:16:22.280 --> 00:16:24.600]  她說了九個字是關於她的教會
[00:16:24.600 --> 00:16:28.760]  「嘩!媽媽這麼厲害」
[00:16:28.760 --> 00:16:31.480]  為何她突然可以回到實體教會呢?
[00:16:31.480 --> 00:16:33.440]  因為疫情的緣故
[00:16:33.440 --> 00:16:37.320]  有一對夫婦是我父母的朋友
[00:16:37.320 --> 00:16:38.680]  因為疫情的緣故
[00:16:38.680 --> 00:16:40.320]  三年沒有回過美國
[00:16:40.320 --> 00:16:41.560]  他們是澳門人
[00:16:41.560 --> 00:16:42.720]  住在澳門
[00:16:42.720 --> 00:16:44.200]  終於回美國了
[00:16:44.200 --> 00:16:46.000]  於是就去探望父母
[00:16:46.000 --> 00:16:49.000]  他們已經回到這間教會很多年了
[00:16:49.000 --> 00:16:50.720]  於是聽見我媽媽不能回教會
[00:16:50.720 --> 00:16:53.000]  就載我媽媽一起回教會
[00:16:53.000 --> 00:16:54.920]  因為這對夫婦在那裡
[00:16:54.920 --> 00:16:56.160]  很資深的
[00:16:56.160 --> 00:16:59.160]  就介紹了很多朋友給我媽媽認識
[00:16:59.160 --> 00:17:00.520]  我媽媽四年前已經信主
[00:17:00.520 --> 00:17:03.040]  對那間教會來說是個新人
[00:17:03.040 --> 00:17:05.080]  有三年回不到教會
[00:17:05.080 --> 00:17:06.440]  她認識了多少人呢?
[00:17:06.440 --> 00:17:09.760]  於是這對夫婦就介紹了很多人給她認識
[00:17:09.760 --> 00:17:12.200]  我媽媽其實以前不是那麼雀躍
[00:17:12.200 --> 00:17:13.440]  那麼社交
[00:17:13.440 --> 00:17:15.320]  去認識那麼多新朋友
[00:17:15.320 --> 00:17:17.760]  她說「我今天認識了很多新人」
[00:17:17.760 --> 00:17:20.840]  我說「媽媽,你跟他們說甚麼?」
[00:17:20.840 --> 00:17:22.960]  我媽媽竟然說
[00:17:22.960 --> 00:17:25.280]  「我不是告訴他們耶穌如何救我嗎?」
[00:17:25.280 --> 00:17:28.480]  「我不是告訴他們耶穌有多真」
[00:17:28.480 --> 00:17:30.680]  我說「是嗎?你說甚麼?」
[00:17:30.680 --> 00:17:32.800]  我告訴她
[00:17:32.800 --> 00:17:37.040]  四年前我患了「淋巴癌」四期
[00:17:37.040 --> 00:17:38.160]  醫生已經說
[00:17:38.160 --> 00:17:39.680]  如果我甚麼都不做
[00:17:39.680 --> 00:17:41.800]  我只有三個月命
[00:17:41.800 --> 00:17:43.480]  當時我媽媽真的不想做
[00:17:43.480 --> 00:17:45.800]  不過無論是醫生
[00:17:45.800 --> 00:17:47.880]  或者是子女
[00:17:47.880 --> 00:17:49.680]  家人都叫她做化療
[00:17:49.680 --> 00:17:51.440]  於是她最後做了
[00:17:51.440 --> 00:17:52.640]  她說「在化療期間」
[00:17:52.640 --> 00:17:57.000]  「我真的經歷到這個上帝有多真實」
[00:17:57.000 --> 00:17:57.960]  她說「你知道的」
[00:17:57.960 --> 00:17:59.960]  「我身邊的子女」
[00:17:59.960 --> 00:18:02.800]  「家人都會24小時在我身邊」
[00:18:02.800 --> 00:18:05.320]  「有時真的很痛、很辛苦」
[00:18:05.320 --> 00:18:07.640]  她說她就想起我們說的事
[00:18:07.640 --> 00:18:10.240]  例如我、我姑姑
[00:18:10.240 --> 00:18:11.720]  身邊其他的基督徒
[00:18:11.720 --> 00:18:12.960]  我們經常跟她說
[00:18:12.960 --> 00:18:15.240]  我媽媽初信怎會祈禱呢?
[00:18:15.240 --> 00:18:16.400]  我們就告訴她
[00:18:16.400 --> 00:18:17.880]  「你不用想那麼多」
[00:18:17.880 --> 00:18:19.800]  「你叫耶穌幫你就行了」
[00:18:19.800 --> 00:18:21.440]  「你不舒服的時候」
[00:18:21.440 --> 00:18:22.880]  我媽媽真的記得
[00:18:22.880 --> 00:18:24.040]  當她很痛的時候
[00:18:24.040 --> 00:18:25.480]  她就叫耶穌
[00:18:25.480 --> 00:18:26.800]  「耶穌,你幫我吧」
[00:18:26.800 --> 00:18:29.520]  我媽媽說「她每次都幫我」
[00:18:29.520 --> 00:18:30.560]  「我每次很痛的時候」
[00:18:30.560 --> 00:18:31.880]  「她都令我不痛」
[00:18:31.880 --> 00:18:34.080]  「嘩,很厲害了,對不對」
[00:18:34.080 --> 00:18:35.080]  另外不僅如此
