
[00:00:00.000 --> 00:00:03.200]  我們的大題目是《鳥瞰新視野》
[00:06:41.600 --> 00:06:44.320]  我想問題就在這裡
[00:06:44.320 --> 00:06:46.720]  這個是一個系統神學的問題
[00:06:46.720 --> 00:06:48.800]  就是說究竟這個世界
[00:06:48.800 --> 00:06:51.600]  是不是真的有無辜的人呢
[00:06:51.600 --> 00:06:53.360]  其實這個世界是沒有無辜的人的
[00:06:53.360 --> 00:06:56.720]  自從亞當夏娃半逆墮落之後
[00:06:56.720 --> 00:07:01.360]  我們最近有些弟兄姊妹
[00:07:01.360 --> 00:07:04.480]  跟我們一起在讀J.I.Packer的
[00:07:04.480 --> 00:07:06.880]  Concise Theology簡明神學
[00:07:06.880 --> 00:07:11.120]  裡面講到有一個章節叫原罪
[00:07:11.120 --> 00:07:13.600]  當你去明白什麼叫原罪
[00:07:13.600 --> 00:07:15.920]  當你開始知道原來沒有一個人
[00:07:15.920 --> 00:07:19.280]  生出來的世界是無辜的話
[00:07:19.280 --> 00:07:23.520]  你不可以說上帝審判這個世界
[00:07:23.520 --> 00:07:25.600]  是視我們如草芥
[00:07:25.600 --> 00:07:28.800]  其實上帝審判我們每一個人
[00:07:28.800 --> 00:07:30.800]  或者送我們到地獄
[00:07:30.800 --> 00:07:33.840]  是真理是公然
[00:07:33.840 --> 00:07:35.680]  但是上帝拯救任何人
[00:07:35.680 --> 00:07:37.440]  就真的不公義了
[00:07:37.440 --> 00:07:39.920]  不公義的意思是
[00:07:39.920 --> 00:07:41.440]  他根本不應該
[00:07:41.440 --> 00:07:43.040]  你不該救的
[00:07:43.040 --> 00:07:44.240]  不是我們好人
[00:07:44.240 --> 00:07:46.480]  於是上帝就拯救了我們
[00:07:46.480 --> 00:07:48.800]  而是整個聖經告訴我們
[00:07:48.800 --> 00:07:54.320]  沒有一個人是值得上帝的恩典
[00:07:54.320 --> 00:07:55.600]  所以恩典的意思就是
[00:07:55.600 --> 00:07:57.040]  你不值得你救
[00:07:57.040 --> 00:07:58.800]  他也救了你
[00:07:58.800 --> 00:08:00.800]  所以你要從這個角度來講
[00:08:00.800 --> 00:08:02.240]  我想告訴你
[00:08:02.240 --> 00:08:03.760]  埃及被上帝審判的人
[00:08:03.760 --> 00:08:05.440]  沒有一個是不該死的
[00:08:05.440 --> 00:08:06.800]  每一個都是該死的
[00:08:06.800 --> 00:08:07.920]  你會說不是的
[00:08:07.920 --> 00:08:11.600]  嬰兒這樣都很無辜
[00:08:11.600 --> 00:08:14.080]  這些是我們用人的角度去看
[00:08:14.080 --> 00:08:15.440]  今天我們跟別人聊天都說
[00:08:15.440 --> 00:08:16.640]  嬰兒很無辜
[00:08:16.640 --> 00:08:21.360]  為什麼在這個事情上成為了受害者
[00:08:21.360 --> 00:08:26.080]  但是其實這個世界沒有一個嬰兒是無辜的
[00:08:26.080 --> 00:08:27.120]  從神學上
[00:08:27.120 --> 00:08:29.600]  從上帝整個角度來講
[00:08:29.600 --> 00:08:31.360]  所以今天有些神學
[00:08:31.360 --> 00:08:33.440]  如果你不相信玄罪
[00:08:33.440 --> 00:08:35.200]  我們現在沒有時間講
[00:08:35.200 --> 00:08:37.280]  什麼叫做玄罪
[00:08:37.280 --> 00:08:39.520]  如果你不相信玄罪
[00:08:39.520 --> 00:08:41.200]  你會覺得嬰兒出生
[00:08:41.200 --> 00:08:42.800]  然後夭折了
[00:08:42.800 --> 00:08:45.040]  我們通常會說他去了哪裡
[00:08:45.040 --> 00:08:47.680]  去了上帝那裡
[00:08:47.680 --> 00:08:49.040]  其實是不是呢
[00:08:49.040 --> 00:08:50.400]  其實沒有人知道的
[00:08:50.400 --> 00:08:51.200]  為什麼呢
[00:08:51.200 --> 00:08:53.360]  因為嬰兒都是玄罪的
[00:08:53.360 --> 00:08:55.360]  其實你不知道這個嬰兒
[00:08:55.360 --> 00:08:56.720]  是不是去了上帝那裡
[00:08:56.720 --> 00:08:58.800]  這個嬰兒如果落地獄
[00:08:58.800 --> 00:09:02.640]  其實絕對是上帝的公義
[00:09:02.640 --> 00:09:04.640]  但是這個嬰兒如果上天堂
[00:09:04.640 --> 00:09:06.960]  這個是上帝恩典的簡選
[00:09:06.960 --> 00:09:09.280]  這個是一個很複雜的問題
[00:09:09.280 --> 00:09:11.040]  當然我沒有辦法去改
[00:09:11.040 --> 00:09:15.440]  如果我們去參加一個嬰兒的喪禮
[00:09:15.440 --> 00:09:19.040]  你都不會在這裡講這樣的神學討論
[00:09:19.040 --> 00:09:23.760]  但是如果我們真的在一個正常平凡的環境裡面
[00:09:23.760 --> 00:09:24.640]  我們去思想
[00:09:24.640 --> 00:09:26.560]  究竟一個嬰兒生出來
[00:09:26.560 --> 00:09:28.880]  我看著我的兒子出生的時候
[00:09:28.880 --> 00:09:31.680]  我會說他真是天真無邪
[00:09:31.680 --> 00:09:33.280]  他真是無辜
[00:09:33.280 --> 00:09:36.320]  還是我說其實他就是生在罪中
[00:09:36.320 --> 00:09:38.800]  他真是生在罪中的
[00:09:38.800 --> 00:09:42.560]  他不是一個無罪的嬰兒
[00:09:42.560 --> 00:09:44.320]  而是值得上帝去憐憫
[00:09:44.320 --> 00:09:46.960]  我只是覺得上帝真的憐憫他
[00:09:46.960 --> 00:09:50.720]  儘管他是一個充滿罪孽的後代
[00:09:50.720 --> 00:09:51.520]  這樣生出來
[00:09:51.520 --> 00:09:55.280]  但是上帝讓他生在一個基督的家庭裡面
[00:09:55.280 --> 00:09:56.720]  在這個基督家庭裡面
[00:09:56.720 --> 00:09:58.560]  他有約的印證
[00:09:58.560 --> 00:10:00.480]  所以我的教會很正
[00:10:00.480 --> 00:10:01.760]  我不知道
[00:10:01.760 --> 00:10:03.440]  其實這裏秦島衛理都是會的
[00:10:03.440 --> 00:10:05.280]  嬰兒受洗
[00:10:05.280 --> 00:10:13.680]  有些Baptist那些浸信會是不會讓嬰兒受洗的
[00:10:13.680 --> 00:10:16.880]  但是我們相信我們生出來的小孩子
[00:10:16.880 --> 00:10:19.600]  嬰兒受洗的時候他都會有他的印記
[00:10:19.600 --> 00:10:24.400]  當然他自己要有一個信心的回應才可以
[00:10:24.400 --> 00:10:28.240]  但是他生在武當就是武當的人
[00:10:28.240 --> 00:10:30.720]  除非他有一天半天要去少林
[00:10:30.720 --> 00:10:32.240]  他是武當人
[00:10:32.240 --> 00:10:34.000]  那個印記的意思是什麼呢
[00:10:34.000 --> 00:10:37.360]  他不是街邊那些自由人
[00:10:37.360 --> 00:10:40.320]  他生在武當他就是武當人
[00:10:40.320 --> 00:10:44.320]  從小到大我們都跟他說你是屬於武當派的
[00:10:44.320 --> 00:10:48.000]  除非你有一天半天去了邪教
[00:10:48.000 --> 00:10:51.680]  而大家很多人不是很明白這些東西
[00:10:51.680 --> 00:10:53.200]  就說我相信是這樣
[00:10:53.200 --> 00:10:56.800]  不過我兒子我讓他自由自己選擇
[00:10:56.800 --> 00:10:59.440]  這個不是選擇興趣的問題
[00:10:59.440 --> 00:11:02.560]  是他生在武當派他就是武當派的人
[00:11:02.560 --> 00:11:04.560]  這是一個很美麗的事情
[00:11:04.560 --> 00:11:08.240]  上帝讓他在一個恩典之教裏面出生
[00:11:08.240 --> 00:11:10.320]  無論如何沒有時間說太多
[00:11:10.320 --> 00:11:12.000]  我們就去到這裏
[00:11:12.000 --> 00:11:16.240]  我們都要回來看一下出埃及記
[00:11:16.240 --> 00:11:18.480]  我們上次十災我們看到第六災
[00:11:18.480 --> 00:11:20.800]  第六災說了一點我再講一點
[00:11:20.800 --> 00:11:23.040]  第六災是說到這個滄災
[00:11:23.040 --> 00:11:26.560]  這個滄災是從這個蘆灰那裏出來的
[00:11:26.560 --> 00:11:29.120]  這個是我們所謂的poetic justice
[00:11:29.120 --> 00:11:30.480]  是因果報應
[00:11:30.480 --> 00:11:33.840]  因為這些蘆灰是他們製造磚的時候製造的
[00:11:33.840 --> 00:11:38.240]  現在這些蘆灰竟然是讓他們生瘡
[00:11:38.240 --> 00:11:39.680]  他們抵受不住了
[00:11:39.680 --> 00:11:45.760]  當然第六災最重要的一個特點在哪裏呢
[00:11:45.760 --> 00:11:50.240]  就是開始說上帝讓法老心硬
[00:11:50.240 --> 00:11:56.640]  所以你去看這個和修本就會說
[00:11:56.640 --> 00:12:00.320]  耶和華任憑法老的心剛硬
[00:12:00.320 --> 00:12:04.000]  但是和合本其實是翻得更好的
[00:12:04.000 --> 00:12:04.800]  更直接的
[00:12:04.800 --> 00:12:09.040]  耶和華使法老的心剛硬
[00:12:09.040 --> 00:12:10.640]  使法老的心剛硬
[00:12:10.640 --> 00:12:14.320]  不聽他們正如耶和華對摩西所說的
[00:12:14.320 --> 00:12:18.480]  你會發現這個使法老剛硬
[00:12:18.480 --> 00:12:20.480]  其實之前已經出過了
[00:12:20.480 --> 00:12:24.080]  如果你回去看《出埃及記》第四章第21節
[00:12:24.080 --> 00:12:25.920]  你回到埃及去的時候
[00:12:25.920 --> 00:12:28.080]  這個摩西都還沒有回到埃及
[00:12:28.080 --> 00:12:31.520]  要留意將我交在你手中的一切歧視
[00:12:31.520 --> 00:12:32.560]  行在法老面前
[00:12:32.560 --> 00:12:34.560]  但我要……
[00:12:34.560 --> 00:12:36.720]  「翻」就是任憑他的心剛硬
[00:12:36.720 --> 00:12:39.600]  其實是我要使他的心剛硬
[00:12:39.600 --> 00:12:42.560]  他必不放百姓走
[00:12:42.560 --> 00:12:45.040]  接著第七章第三節再次重覆
[00:12:45.040 --> 00:12:48.640]  我要使法老的心固執
[00:12:48.640 --> 00:12:53.120]  我也要在埃及行許多的神職歧視
[00:12:53.120 --> 00:12:55.680]  所以這裡由頭到尾是在說
[00:12:55.680 --> 00:12:57.680]  上帝會使他剛硬
[00:12:57.680 --> 00:12:59.360]  但是如果你記得我上個星期說的
[00:12:59.360 --> 00:13:01.120]  甚麼叫使剛硬呢
[00:13:01.120 --> 00:13:06.800]  使剛硬的意思不是說他很想悔改
[00:13:06.800 --> 00:13:10.560]  於是上帝又不想他悔改
[00:13:10.560 --> 00:13:13.120]  於是明明他想做好人
[00:13:13.120 --> 00:13:15.120]  但上帝說不行
[00:13:15.120 --> 00:13:16.800]  我預了你做奸角
[00:13:16.800 --> 00:13:18.400]  你怎麼可以這麼快好呢
[00:13:18.400 --> 00:13:20.000]  不是這個意思
[00:13:20.000 --> 00:13:21.840]  你知道由頭到尾
[00:13:21.840 --> 00:13:24.160]  法老從來沒有想過要悔改
[00:13:24.160 --> 00:13:28.000]  由頭到尾法老只不過從他自己的好處出發
[00:13:28.000 --> 00:13:29.760]  於是去到第六災的時候
[00:13:29.760 --> 00:13:30.800]  他開始心軟
[00:13:30.800 --> 00:13:32.080]  心軟的意思是甚麼
[00:13:32.080 --> 00:13:35.760]  這樣下去他繼續去創造問題
[00:13:35.760 --> 00:13:38.240]  我們不怕算
[00:13:38.240 --> 00:13:40.960]  於是他就想讓他們走
[00:13:40.960 --> 00:13:42.000]  但上帝說不可以
[00:13:42.000 --> 00:13:42.720]  為甚麼
[00:13:42.720 --> 00:13:46.480]  因為我還未彰顯我所要彰顯的東西
[00:13:46.480 --> 00:13:48.800]  如果你記得這個偶像之家
[00:13:48.800 --> 00:13:50.880]  上帝要審判這個偶像之家
[00:13:50.880 --> 00:13:53.520]  所以上帝使他心硬的意思不是說
[00:13:53.520 --> 00:13:55.200]  他想做好人
[00:13:55.200 --> 00:13:56.160]  而上帝是甚麼
[00:13:56.160 --> 00:13:57.680]  而是相反
[00:13:57.680 --> 00:14:01.280]  上帝是說不可以現在讓他們走
[00:14:01.280 --> 00:14:03.280]  因為我還有事要彰顯
[00:14:03.280 --> 00:14:04.640]  你去到新約的時候
[00:14:04.640 --> 00:14:06.160]  你都會見到這樣的字眼
[00:14:06.160 --> 00:14:09.360]  或者引用舊約裏面的
[00:14:09.360 --> 00:14:10.800]  羅馬書第九章
[00:14:10.800 --> 00:14:11.600]  大家很熟悉
[00:14:11.600 --> 00:14:14.160]  因為經上有話對法老說
[00:14:14.160 --> 00:14:16.560]  我將你興起來
[00:14:16.560 --> 00:14:19.680]  特要在你身上彰顯我的權能
[00:14:19.680 --> 00:14:22.800]  為要使我的名全遍全地
[00:14:22.800 --> 00:14:25.600]  由此看來上帝要憐憫誰就憐憫誰
[00:14:25.600 --> 00:14:29.680]  上帝要使誰剛硬就使誰剛硬
[00:14:29.680 --> 00:14:31.760]  你暫時不要看第十八節
[00:14:31.760 --> 00:14:33.760]  或者你不要覺得十八節
[00:14:33.760 --> 00:14:35.120]  就是上帝喜歡簡就簡
[00:14:35.120 --> 00:14:36.400]  喜歡軟就軟
[00:14:36.400 --> 00:14:37.040]  硬就硬
[00:14:37.040 --> 00:14:37.840]  這個不是的
[00:14:37.840 --> 00:14:40.160]  我們已經看過那個context
[00:14:40.160 --> 00:14:41.680]  我想你留意
[00:14:41.680 --> 00:14:45.360]  上帝剛硬法老的原因是甚麼呢
[00:14:45.360 --> 00:14:47.680]  要通過法老的剛硬
[00:14:47.680 --> 00:14:49.920]  彰顯我的權能
[00:14:49.920 --> 00:14:52.800]  使我的名全遍全地
[00:14:52.800 --> 00:14:54.400]  我想你留意這個字眼
[00:14:54.400 --> 00:14:55.040]  為甚麼呢
[00:14:55.040 --> 00:14:58.400]  因為在第七哉裏面會再次出現
[00:14:58.400 --> 00:15:00.880]  我現在給你看第七哉
[00:15:00.880 --> 00:15:02.880]  第七哉裏面這樣說
[00:15:02.880 --> 00:15:04.880]  他在第七哉開始之前
[00:15:04.880 --> 00:15:06.400]  未行第七哉
[00:15:06.400 --> 00:15:11.520]  他說現在我若伸手用瘟疫攻擊你和你的百姓
[00:15:11.520 --> 00:15:14.240]  你就會從地上除滅了
[00:15:14.240 --> 00:15:17.680]  就是說上帝其實十哉裏面是沒有瘟疫的
[00:15:17.680 --> 00:15:23.200]  如果上帝要用瘟疫去整埃及人
[00:15:23.200 --> 00:15:24.400]  那就完蛋了
[00:15:24.400 --> 00:15:27.040]  瘟疫一出來就可以走了
[00:15:27.040 --> 00:15:30.720]  上帝說我沒有用瘟疫來做你這件事
[00:15:30.720 --> 00:15:31.520]  為甚麼呢
[00:15:31.520 --> 00:15:33.280]  會直接打你的百姓呢
[00:15:33.280 --> 00:15:38.160]  因為我要讓你存活
[00:15:38.160 --> 00:15:40.960]  是為了使你看見我的大能
[00:15:40.960 --> 00:15:46.080]  並要使我的名全遍全地
[00:15:46.080 --> 00:15:50.880]  上帝不等他這麼快玩完
[00:15:50.880 --> 00:15:53.520]  以致可以有些十哉
[00:15:53.520 --> 00:15:56.720]  甚至到出紅海或者第十哉
[00:15:56.720 --> 00:15:59.920]  我們殺死投生的日子
[00:15:59.920 --> 00:16:01.520]  以致我們有聖經
[00:16:01.520 --> 00:16:03.360]  以致我們有故事
[00:16:03.360 --> 00:16:05.280]  有很長篇的故事
[00:16:05.280 --> 00:16:09.520]  彰顯了祂的大能
[00:16:09.520 --> 00:16:10.240]  是甚麼呢
[00:16:10.240 --> 00:16:13.600]  就是上帝是一個大而可為的上帝
[00:16:13.600 --> 00:16:16.640]  你會發覺在舊約聖經裏面有很多審判的故事
[00:16:16.640 --> 00:16:19.280]  包括所多瑪俄摩拉
[00:16:19.280 --> 00:16:23.760]  包括審判埃及的故事
[00:16:23.760 --> 00:16:26.880]  等等的故事最後令我們開始認識到
[00:16:26.880 --> 00:16:29.680]  原來上帝是一個大而可為的上帝
[00:16:29.680 --> 00:16:33.520]  我想你記得《埃及記》是寫給誰的
[00:16:33.520 --> 00:16:36.400]  《埃及記》是寫給一群出了埃及
[00:16:36.400 --> 00:16:40.560]  在曠野裏經常留戀著埃及的那群人
[00:16:40.560 --> 00:16:42.880]  他們經常都想回埃及
[00:16:42.880 --> 00:16:46.320]  十哉對他們的意義是甚麼呢
[00:16:46.320 --> 00:16:47.600]  你想回埃及
[00:16:47.600 --> 00:16:51.520]  你想和埃及人一起死
[00:16:51.520 --> 00:16:56.320]  儘管就算現在埃及已經過了十哉
[00:16:56.320 --> 00:16:58.160]  叫做可以重建
[00:16:58.160 --> 00:17:00.160]  你現在回去遲了某一天
[00:17:00.160 --> 00:17:03.920]  上帝的審判要再臨到埃及的
[00:17:03.920 --> 00:17:06.880]  你瘋了嗎
[00:17:06.880 --> 00:17:08.560]  所以你要知道
[00:17:08.560 --> 00:17:12.000]  上帝彰顯他的審判
[00:17:12.000 --> 00:17:14.000]  讓他的名傳遍
[00:17:14.000 --> 00:17:18.320]  是令到以色列人應該有一個大而可為的感覺
[00:17:18.320 --> 00:17:20.400]  而因為他們懼怕上帝
[00:17:20.400 --> 00:17:22.240]  他們會真心背改
[00:17:22.240 --> 00:17:23.280]  相信耶和華
[00:17:23.280 --> 00:17:24.240]  跟隨耶和華
[00:17:24.240 --> 00:17:25.120]  進入迦南地
[00:17:25.120 --> 00:17:26.080]  你明不明
