
[00:00:00.000 --> 00:00:08.560]  新年蒙福,祝福大家,新年進步,在新的一年我們福杯滿日
[00:02:47.800 --> 00:02:53.800]  有很多人一圍一圍密集排在那裡,還讓我驚訝一件事情
[00:02:53.800 --> 00:03:02.800]  我們是6點半入籍,跟著跟我們說,快點來,我們有第二輪,8點半就第二輪的人進來
[00:03:02.800 --> 00:03:10.800]  結果發生什麼事呢?我們7點3才上到第一碟菜,過程當中不斷叫部長,什麼事呢?為什麼這麼久呢?
[00:03:10.800 --> 00:03:20.800]  原來因為很久都沒預備過這個過程,因為太忙亂了,廚房裡面有很多廚師,有些混亂了
[00:03:20.800 --> 00:03:26.800]  我們出去很久都沒上到菜,其實很多事情是,不斷的新的發展
[00:03:26.800 --> 00:03:34.800]  我最近都看到一些新聞說,馬會,雖然我們都頭頂有馬會,但都讓我驚訝
[00:03:34.800 --> 00:03:42.800]  這個農曆新年的賽馬日,你知不知道投注額去了多少?有人看新聞,21以上,創了歷史新高
[00:03:42.800 --> 00:03:48.800]  所以很多人期待在新的一年裡面有新的東西發展,我們不是叫他去賽馬這些事情
[00:03:48.800 --> 00:03:57.800]  不過,其實是的,不斷有新的東西,有期待的,新的一年我們作為基督徒,我們有什麼不能不做呢?
[00:03:57.800 --> 00:04:03.800]  今天在經文裡面,會不會有人提醒我們,有些事情是我們不能不做
[00:04:03.800 --> 00:04:10.800]  不單止疫情之後,後疫情時代,疫情前,疫情中,疫情後,我們都要不能不做
[00:04:10.800 --> 00:04:14.800]  我們看一下經文,慢慢進入這個過程裡面
[00:04:14.800 --> 00:04:23.800]  第一道就說,彼得約翰在聖殿裡面,好像上次李牧師所說,他宣講整句話語的時候
[00:04:23.800 --> 00:04:30.800]  然後引起一些宗教領袖不安,甚至憤怒,然後捉拿他們,對不對?
[00:04:30.800 --> 00:04:34.800]  我們看到有些祭司們和守殿官來捉拿他們
[00:04:34.800 --> 00:04:40.800]  守殿官是什麼呢?守殿官其實是一些警察來的,去保護聖殿的治安
[00:04:40.800 --> 00:04:49.800]  但是為什麼彼得約翰其實在聖殿說話而已,沒有破壞安寧,為什麼他們會進來捉他呢?
[00:04:49.800 --> 00:04:57.800]  其實我們很容易明白,撒都哥人是帶著這些祭司和守殿官進入聖殿的
[00:04:57.800 --> 00:05:01.800]  我估計開頭的時候是沒有那個捉拿行動的
[00:05:01.800 --> 00:05:05.800]  他們就圍著彼得約翰,聽他們說什麼
[00:05:05.800 --> 00:05:11.800]  其實專門走出來,讓他們看到他們是怎樣來了,就是我在場
[00:05:11.800 --> 00:05:19.800]  就是騷我,撒都哥人和一些祭司、守殿官,個個在下面看著
[00:05:19.800 --> 00:05:22.800]  看你彼得說什麼,意思是什麼?
[00:05:22.800 --> 00:05:26.800]  就是說你不要亂說話,你亂說話的話,我真的可以行動的
[00:05:26.800 --> 00:05:34.800]  我們看看圖片,裡面有些不同服飾的人,你會看到大概兩批的領袖
[00:05:34.800 --> 00:05:37.800]  一個是黑衣服,一個是彩色衣服
[00:05:37.800 --> 00:05:43.800]  我們知道有不同的宗派,派別,猶太教裡面
[00:05:43.800 --> 00:05:49.800]  大家最熟悉的是什麼?耶穌經常責罵的派別是什麼?
[00:05:49.800 --> 00:05:59.800]  法利塞人,另外一個是撒都哥人,撒都哥人更加是掌權的,在政治、宗教裡面更加是權力核心
[00:05:59.800 --> 00:06:05.800]  法利塞人也是的,法利塞人相對在政治權力裡面弱一點點
[00:06:05.800 --> 00:06:08.800]  但是他們兩派都是一起的
[00:06:08.800 --> 00:06:11.800]  你看到不同的服飾,你猜一下誰是撒都哥人
[00:06:11.800 --> 00:06:14.800]  黑色衣服還是彩色衣服?
[00:06:14.800 --> 00:06:17.800]  其實彩色衣服就是撒都哥人
[00:06:17.800 --> 00:06:20.800]  黑色衣服那些是法利塞人
[00:06:20.800 --> 00:06:26.800]  剛才所說他們都是有不同的對信仰的理解
[00:06:26.800 --> 00:06:33.800]  這裡講到其實撒都哥人,我們看回司徒行傳裡面23章,我們不詳細讀
[00:06:33.800 --> 00:06:36.800]  簡單來講就是他們在信仰裡面都有不同的立場
[00:06:36.800 --> 00:06:40.800]  特別是撒都哥人有一個很特別的信仰的理解就是
[00:06:40.800 --> 00:06:46.800]  他們不信什麼?不信復活,不信天使,不信魔鬼
[00:06:46.800 --> 00:06:50.800]  他們不信靈界的事情,他們很理性主義的
[00:06:50.800 --> 00:06:53.800]  他們讀聖經的話,覺得聖經的律法是很好的
[00:06:53.800 --> 00:06:56.800]  不過他們覺得是一個論理的守則
[00:06:56.800 --> 00:06:57.800]  我們跟著做就可以了
[00:06:57.800 --> 00:07:01.800]  不過講到天使、靈魂復活是不可能發生的
[00:07:01.800 --> 00:07:05.800]  因為他們很理性的,覺得超戰異是不可能發生的
[00:07:05.800 --> 00:07:08.800]  所以這個衝突來到今天的位置
[00:07:08.800 --> 00:07:12.800]  竟然有一個渠退了四十幾年的人突然間康復
[00:07:12.800 --> 00:07:16.800]  一個神蹟醫治來的,他們沒有辦法接受
[00:07:16.800 --> 00:07:18.800]  更加沒有辦法接受的是
[00:07:18.800 --> 00:07:23.800]  竟然這個渠退的人是因為耶穌基督的命而被拯救
[00:07:23.800 --> 00:07:26.800]  他的大能拯救了這個渠退的人
[00:07:26.800 --> 00:07:28.800]  他們更加沒有辦法去接受這件事
[00:07:28.800 --> 00:07:32.800]  所以他們帶著一些人來聽彼得講
[00:07:32.800 --> 00:07:34.800]  誰知道彼得有沒有停口
[00:07:34.800 --> 00:07:37.800]  彼得有沒有看到下面有些官長在那裡
[00:07:37.800 --> 00:07:39.800]  不如我們講一下,本身這個題目是這樣的
[00:07:39.800 --> 00:07:42.800]  不如轉轉,今天他們在這裡,我們講別的
[00:07:42.800 --> 00:07:44.800]  不要講耶穌了,不要講復活了
[00:07:44.800 --> 00:07:47.800]  會不會?不會吧?
[00:07:47.800 --> 00:07:49.800]  杜先生,我要討論一下
[00:07:49.800 --> 00:07:51.800]  有人來了,覺得我不是故意監視你
[00:07:51.800 --> 00:07:54.800]  你都不會講,因為這是上帝給你的心意
[00:07:54.800 --> 00:07:57.800]  上帝是藉著這個事情去見聖復活的耶穌
[00:07:57.800 --> 00:08:00.800]  他沒有改變,他繼續講
[00:08:00.800 --> 00:08:03.800]  那之後怎樣呢?結果是怎樣?
[00:08:03.800 --> 00:08:06.800]  結果當然是忍不住
[00:08:06.800 --> 00:08:09.800]  怎樣讓他們停口?讓彼得約翰停口?
[00:08:09.800 --> 00:08:11.800]  不斷地講,他的心情
[00:08:11.800 --> 00:08:14.800]  聖經怎樣形容這些法律錯人
[00:08:14.800 --> 00:08:17.800]  這些殺到個人,他的心裡面是怎樣?
[00:08:17.800 --> 00:08:19.800]  很激動,是吧?
[00:08:19.800 --> 00:08:22.800]  有一個詞,和合本是用煩惱
[00:08:22.800 --> 00:08:25.800]  其實有些其他的本是更加準確的
[00:08:25.800 --> 00:08:27.800]  是怎樣?非常憤怒
[00:08:27.800 --> 00:08:29.800]  聽到他們這樣講,有沒有搞錯?
[00:08:29.800 --> 00:08:31.800]  我站在這裡,叫你不要講,你還講
[00:08:31.800 --> 00:08:34.800]  他們很生氣,生氣的方法是什麼呢?
[00:08:34.800 --> 00:08:36.800]  要他閉嘴就是抓了他,是吧?
[00:08:36.800 --> 00:08:39.800]  抓了他,收了他去監獄,然後他就不可以再宣講
[00:08:39.800 --> 00:08:41.800]  當然那時候是晚上的時間
[00:08:41.800 --> 00:08:45.800]  他們大祭司,因為他們經過一個公議會的審判
[00:08:45.800 --> 00:08:49.800]  因為大祭司他們都準備去吃晚飯
[00:08:49.800 --> 00:08:52.800]  接著就不會再在晚上審判
[00:08:52.800 --> 00:08:54.800]  接著第二天才去審訊
[00:08:54.800 --> 00:08:56.800]  我們看到很特別的
[00:08:56.800 --> 00:08:58.800]  在這幾節經文裡面
[00:08:58.800 --> 00:09:02.800]  其實有一節的經文讓我很深刻
[00:09:02.800 --> 00:09:06.800]  這段經文有三句經文都讓我很震撼
[00:09:06.800 --> 00:09:09.800]  這段就是最後一句
[00:09:09.800 --> 00:09:14.800]  「但聽道之人有許多信的,南丁數無約有五千」
[00:09:14.800 --> 00:09:16.800]  為什麼這麼震撼呢?
[00:09:16.800 --> 00:09:19.800]  為什麼這麼震撼對我來說?
[00:09:19.800 --> 00:09:21.800]  因為我覺得有沒有搞錯?
[00:09:21.800 --> 00:09:23.800]  楊彼得他講完之後
[00:09:23.800 --> 00:09:25.800]  是這五千人信了耶穌
[00:09:25.800 --> 00:09:28.800]  但是他看著宗教領袖
[00:09:28.800 --> 00:09:32.800]  就抓了這兩個講耶穌復活的使徒走
[00:09:32.800 --> 00:09:34.800]  你看到他受難受苦
[00:09:34.800 --> 00:09:36.800]  你相信這個信仰你會被抓的
[00:09:36.800 --> 00:09:38.800]  但是都有五千人信著
[00:09:38.800 --> 00:09:40.800]  真的嗎?
[00:09:40.800 --> 00:09:41.800]  這個是神的大能
[00:09:41.800 --> 00:09:42.800]  如果不是的話
[00:09:42.800 --> 00:09:43.800]  你看到被人抓的
[00:09:43.800 --> 00:09:44.800]  但是你還要相信?
[00:09:44.800 --> 00:09:45.800]  你相信的話
[00:09:45.800 --> 00:09:48.800]  可能將來的日子你會跟這些使徒一樣
[00:09:48.800 --> 00:09:49.800]  要被抓的
[00:09:49.800 --> 00:09:52.800]  但是依然相信
[00:09:52.800 --> 00:09:54.800]  在這件事裡面開始
[00:09:54.800 --> 00:09:58.800]  其實門徒就去接受
[00:09:58.800 --> 00:10:01.800]  不同形式的受苦和逼迫
[00:10:01.800 --> 00:10:03.800]  如果我們看到《使徒行傳》開始
[00:10:03.800 --> 00:10:06.800]  其實耶穌當然在傳道的時候
[00:10:06.800 --> 00:10:08.800]  是不斷受到這些逼迫
[00:10:08.800 --> 00:10:12.800]  但是使徒真正受逼迫是什麼時候開始?
[00:10:12.800 --> 00:10:15.800]  其實真正意義的逼迫就是從這次開始
[00:10:15.800 --> 00:10:18.800]  之前他們是宣講去見證
[00:10:18.800 --> 00:10:20.800]  但是還沒有真正受到逼迫
[00:10:20.800 --> 00:10:23.800]  但是這次彼得開始講道的時候
[00:10:23.800 --> 00:10:27.800]  就促進了宗教領袖真的實行到被抓
[00:10:27.800 --> 00:10:29.800]  然後被收監
[00:10:29.800 --> 00:10:31.800]  基督教信仰是一個很真實
[00:10:31.800 --> 00:10:33.800]  和很嚴肅的信仰
[00:10:33.800 --> 00:10:39.800]  我們不只是講慈愛、憐憫、和平
[00:10:39.800 --> 00:10:41.800]  更加是涉及一些人性
[00:10:41.800 --> 00:10:43.800]  我們不願意接受的真理
[00:10:43.800 --> 00:10:45.800]  包括什麼呢?
[00:10:45.800 --> 00:10:46.800]  今天講的其中一部分
[00:10:46.800 --> 00:10:50.800]  為主受苦、逼迫和付代價
[00:10:50.800 --> 00:10:52.800]  其實為主受苦是一個很真實
[00:10:52.800 --> 00:10:53.800]  和很嚴肅的事情
[00:10:53.800 --> 00:10:57.800]  我們怎樣理解它裡面有很豐富的意義
[00:10:57.800 --> 00:10:59.800]  其實今天我想講其中一個意義就是
[00:10:59.800 --> 00:11:01.800]  受難、逼迫的時候
[00:11:01.800 --> 00:11:03.800]  很多時候是神職主義的機會
[00:11:03.800 --> 00:11:06.800]  帶來一個復興
[00:11:06.800 --> 00:11:08.800]  受難不是沒有意義
[00:11:08.800 --> 00:11:11.800]  逼迫是其中一個很重要的
[00:11:11.800 --> 00:11:13.800]  給我們看到的希望就是
[00:11:13.800 --> 00:11:15.800]  在當中可以有復興
[00:11:15.800 --> 00:11:16.800]  無論是生命的復興
[00:11:16.800 --> 00:11:20.800]  或者是整體教會的復興
[00:11:20.800 --> 00:11:22.800]  現在有五千人信主
[00:11:22.800 --> 00:11:25.800]  藍丁五千包括婦女更加多
[00:11:25.800 --> 00:11:26.800]  我們看到短短時間裡面
[00:11:26.800 --> 00:11:28.800]  彼得講了兩次度
[00:11:28.800 --> 00:11:30.800]  但在這兩次度裡面
[00:11:30.800 --> 00:11:33.800]  第一次有多少人信主?藍丁
[00:11:33.800 --> 00:11:34.800]  三千是不是?
[00:11:34.800 --> 00:11:35.800]  第二次有五千
[00:11:35.800 --> 00:11:36.800]  加上八千
[00:11:36.800 --> 00:11:37.800]  其實如果加上婦人的話
[00:11:37.800 --> 00:11:38.800]  可能超過一萬
[00:11:38.800 --> 00:11:40.800]  你知不知道那時候
[00:11:40.800 --> 00:11:43.800]  約魯撒冷大概城市有多少人?
[00:11:43.800 --> 00:11:45.800]  當然不要像香港那樣有七百萬人
[00:11:45.800 --> 00:11:47.800]  那時候的人數那麼多
[00:11:47.800 --> 00:11:49.800]  其實那時候歷史學家告訴我們
[00:11:49.800 --> 00:11:51.800]  正常來說不是節期的話
[00:11:51.800 --> 00:11:53.800]  五到七萬一個城市
[00:11:53.800 --> 00:11:54.800]  接著如果是節期的話
[00:11:54.800 --> 00:11:55.800]  大家來到的時候
[00:11:55.800 --> 00:11:57.800]  大概十萬左右
[00:11:57.800 --> 00:11:59.800]  如果八千到一萬的裡面
[00:11:59.800 --> 00:12:01.800]  是有十萬人的話
[00:12:01.800 --> 00:12:03.800]  大概幾個百分比?
[00:12:03.800 --> 00:12:04.800]  短短的時間
[00:12:04.800 --> 00:12:07.800]  竟然整個城市接近十個百分比的人
[00:12:07.800 --> 00:12:08.800]  相信耶穌
[00:12:08.800 --> 00:12:09.800]  如果你是宗教領袖
[00:12:09.800 --> 00:12:11.800]  你覺得怎樣?
[00:12:11.800 --> 00:12:12.800]  你覺得猶太的宗教領袖
[00:12:12.800 --> 00:12:14.800]  嘩!什麼事?
[00:12:14.800 --> 00:12:16.800]  很大危機感是吧?
[00:12:16.800 --> 00:12:17.800]  很大危機感
[00:12:17.800 --> 00:12:22.800]  但是正正見到神的大能在當中
[00:12:22.800 --> 00:12:26.800]  我們見到復興不單止是人數的增加
[00:12:26.800 --> 00:12:28.800]  更加是量的裡面
[00:12:28.800 --> 00:12:29.800]  是質的裡面
[00:12:29.800 --> 00:12:31.800]  同樣是有很大的提升
[00:12:31.800 --> 00:12:33.800]  我們見到彼得約翰
[00:12:33.800 --> 00:12:36.800]  在被審判的時候他們怎樣?
[00:12:36.800 --> 00:12:39.800]  聖經裡面說到一個很重要的詞是什麼?
[00:12:39.800 --> 00:12:40.800]  被聖靈什麼?
[00:12:40.800 --> 00:12:42.800]  充滿了他們
[00:12:42.800 --> 00:12:43.800]  被聖靈充滿
[00:12:43.800 --> 00:12:46.800]  他們有膽量去見證耶穌基督
[00:12:46.800 --> 00:12:47.800]  他說了這個說話
[00:12:47.800 --> 00:12:52.800]  讓那些宗教領袖沒有說可以反駁
[00:12:52.800 --> 00:12:53.800]  好
[00:12:53.800 --> 00:12:55.800]  稍後我們再說多一點這方面
[00:12:55.800 --> 00:12:56.800]  接著
[00:12:56.800 --> 00:12:58.800]  其實在我們今天這段經文後面
[00:12:58.800 --> 00:13:00.800]  更加重要的一個位置就是說
[00:13:00.800 --> 00:13:02.800]  當他們經歷完一切的時候
[00:13:02.800 --> 00:13:04.800]  他們回到弟兄姊妹當中釋放的時候
[00:13:04.800 --> 00:13:06.800]  回到弟兄姊妹當中他們是什麼?
[00:13:06.800 --> 00:13:08.800]  他們在做什麼事?
[00:13:08.800 --> 00:13:10.800]  是祈禱
[00:13:10.800 --> 00:13:12.800]  是同心的祈禱
[00:13:12.800 --> 00:13:14.800]  為著他們所遭遇的一切去祈禱
[00:13:14.800 --> 00:13:18.800]  他們在下一個跟頂尖部一起祈禱的時候
[00:13:18.800 --> 00:13:19.800]  最後這裡說什麼?
[00:13:19.800 --> 00:13:21.800]  他們十三一節這裡說
[00:13:21.800 --> 00:13:23.800]  他們就被聖靈充滿
[00:13:23.800 --> 00:13:25.800]  放膽傳揚
[00:13:25.800 --> 00:13:27.800]  傳頌神的道
[00:13:27.800 --> 00:13:33.800]  一班被迫不得釋放的時候他們祈禱
[00:13:33.800 --> 00:13:34.800]  接著再進入一步的時候
[00:13:34.800 --> 00:13:35.800]  他們靈命一起
[00:13:35.800 --> 00:13:38.800]  同心去進入一個新的階段
[00:13:38.800 --> 00:13:41.800]  去同心的祈禱
[00:13:41.800 --> 00:13:44.800]  教會在當中一樣是得到增長
[00:13:44.800 --> 00:13:47.800]  我們看到這個復興是很真實的
[00:13:47.800 --> 00:13:52.800]  我們看到神是藉著這些苦難讓我們去經歷
[00:13:52.800 --> 00:13:54.800]  在受迫迫的時候
[00:13:54.800 --> 00:13:56.800]  教會好像就要衰敗
[00:13:56.800 --> 00:13:58.800]  好像就要被打壓了
[00:13:58.800 --> 00:13:59.800]  但是正正是這個時候
[00:13:59.800 --> 00:14:03.800]  上帝很多時候是藉著這些機會興起教會
[00:14:03.800 --> 00:14:07.800]  我們有沒有認清這個屬靈的原則呢?
[00:14:07.800 --> 00:14:11.800]  在《使徒行傳》是一個很震撼的
[00:14:11.800 --> 00:14:14.800]  就是為什麼你牧師選這段書給我們
[00:14:14.800 --> 00:14:17.800]  在這幾年一起去講道
[00:14:17.800 --> 00:14:19.800]  一起去進入當中
[00:14:19.800 --> 00:14:24.800]  其實是講到教會是怎樣在神的手中被興起
[00:14:24.800 --> 00:14:25.800]  被神去使用
[00:14:25.800 --> 00:14:27.800]  我們看到特別其中一個位就是
[00:14:27.800 --> 00:14:29.800]  講到聖靈
[00:14:29.800 --> 00:14:32.800]  《使徒行傳》有另一個名字叫做《聖靈行傳》
[00:14:32.800 --> 00:14:33.800]  是這麼說的
[00:14:33.800 --> 00:14:35.800]  因為在聖靈當中有很多很多的工作
[00:14:35.800 --> 00:14:36.800]  但是很特別的一個位就是
[00:14:36.800 --> 00:14:38.800]  在這些工作裡面
[00:14:38.800 --> 00:14:42.800]  很多時候在苦難當中有一個突破
[00:14:42.800 --> 00:14:46.800]  《使徒行傳》一章八字大家都很熟悉的
[00:14:46.800 --> 00:14:48.800]  我們領受聖靈
[00:14:48.800 --> 00:14:49.800]  然後得著靈靈
[00:14:49.800 --> 00:14:50.800]  然後怎樣呢?
[00:14:50.800 --> 00:14:51.800]  在哪裏?
[00:14:51.800 --> 00:14:53.800]  在耶路撒冷
[00:14:53.800 --> 00:14:54.800]  猶太全地
[00:14:54.800 --> 00:14:55.800]  撒馬利亞
[00:14:55.800 --> 00:14:56.800]  直到地極
[00:14:56.800 --> 00:14:57.800]  去見正主
[00:14:57.800 --> 00:14:59.800]  我們看看這幾段經文
[00:14:59.800 --> 00:15:00.800]  《使徒行傳》第四章
[00:15:00.800 --> 00:15:02.800]  《使徒行傳》第八章和二十八章
[00:15:02.800 --> 00:15:05.800]  正正是講一章八字所發生的事情
[00:15:05.800 --> 00:15:06.800]  四章是什麼?
[00:15:06.800 --> 00:15:07.800]  五千人信主
[00:15:07.800 --> 00:15:08.800]  加上剛才三千
[00:15:08.800 --> 00:15:09.800]  八千人信主
[00:15:09.800 --> 00:15:10.800]  然後
[00:15:10.800 --> 00:15:12.800]  八章發生什麼事?
[00:15:12.800 --> 00:15:14.800]  司徒反被
[00:15:14.800 --> 00:15:15.800]  殉道
[00:15:15.800 --> 00:15:16.800]  司徒反
[00:15:16.800 --> 00:15:17.800]  因為他見證耶穌
[00:15:17.800 --> 00:15:21.800]  然後開始在耶路撒冷教會大受逼迫
[00:15:21.800 --> 00:15:23.800]  然後怎樣呢?
[00:15:23.800 --> 00:15:25.800]  四散去不同的地方
[00:15:25.800 --> 00:15:28.800]  從耶路撒冷開始到哪裏?
[00:15:28.800 --> 00:15:30.800]  到猶太全地和撒馬利亞
[00:15:30.800 --> 00:15:31.800]  我們最後見到
[00:15:31.800 --> 00:15:33.800]  二十八章的時候講到什麼?
[00:15:33.800 --> 00:15:35.800]  保羅去哪裏?
[00:15:35.800 --> 00:15:37.800]  正正是當時的地極
[00:15:37.800 --> 00:15:39.800]  落馬去見證耶穌基督
[00:15:39.800 --> 00:15:42.800]  放膽全港神國的道
[00:15:42.800 --> 00:15:44.800]  但是在這三個事情裏面
[00:15:44.800 --> 00:15:46.800]  是什麼形成的?
[00:15:46.800 --> 00:15:48.800]  是不是很多資源
[00:15:48.800 --> 00:15:49.800]  很多復興
[00:15:49.800 --> 00:15:50.800]  很多順境的事情發生?
[00:15:50.800 --> 00:15:51.800]  不是
[00:15:51.800 --> 00:15:53.800]  全部是逼迫
[00:15:53.800 --> 00:15:55.800]  當逼迫的時候
[00:15:55.800 --> 00:15:57.800]  教會就進入復興的當中
[00:15:57.800 --> 00:16:00.800]  一個很奇妙的屬靈原則
[00:16:00.800 --> 00:16:01.800]  有時候如果我們不是看聖經的話
[00:16:01.800 --> 00:16:03.800]  我們用人的道理很難明白
[00:16:03.800 --> 00:16:04.800]  為什麼會這樣?
[00:16:04.800 --> 00:16:05.800]  聖靈是你的工作
[00:16:05.800 --> 00:16:06.800]  聖靈行轉
[00:16:06.800 --> 00:16:09.800]  你不是應該讓我們很順利嗎?
[00:16:09.800 --> 00:16:10.800]  但不是的
[00:16:10.800 --> 00:16:11.800]  正正在這些逼迫的裏面
[00:16:11.800 --> 00:16:12.800]  苦難的裏面
[00:16:12.800 --> 00:16:16.800]  上帝讓我們去成長
[00:16:16.800 --> 00:16:17.800]  剛才講到的
[00:16:17.800 --> 00:16:19.800]  我們要認清受苦是
[00:16:19.800 --> 00:16:21.800]  其中一個很重要的意義
[00:16:21.800 --> 00:16:23.800]  就是帶來復興的機會
[00:16:23.800 --> 00:16:26.800]  我們聖經裏面很多個教導
[00:16:26.800 --> 00:16:29.800]  今天想提兩點
[00:16:29.800 --> 00:16:33.800]  講到一個肢體受苦
[00:16:33.800 --> 00:16:35.800]  我們所有個肢體一同的受苦
[00:16:35.800 --> 00:16:36.800]  雖然在香港這個環境
[00:16:36.800 --> 00:16:37.800]  我們暫時來講
[00:16:37.800 --> 00:16:38.800]  我們是宗教自由
[00:16:38.800 --> 00:16:39.800]  過去幾十年
[00:16:39.800 --> 00:16:41.800]  我們有很多的發展
[00:16:41.800 --> 00:16:42.800]  但我們不要忘記
[00:16:42.800 --> 00:16:43.800]  在世界上
[00:16:43.800 --> 00:16:44.800]  還有很多很多的教會
[00:16:44.800 --> 00:16:47.800]  正是處在一個苦難的當中
[00:16:47.800 --> 00:16:49.800]  他們受著逼迫
[00:16:49.800 --> 00:16:50.800]  那些弟兄姊妹
[00:16:50.800 --> 00:16:51.800]  我們會認識
[00:16:51.800 --> 00:16:52.800]  關心這些弟兄姊妹
[00:16:52.800 --> 00:16:53.800]  這些可能是宣教士
[00:16:53.800 --> 00:16:54.800]  透過宣教士
[00:16:54.800 --> 00:16:57.800]  去認識這些地方
[00:16:57.800 --> 00:16:58.800]  今堂是因為錄影
[00:16:58.800 --> 00:16:59.800]  我有些事不講
[00:16:59.800 --> 00:17:00.800]  下面兩堂我再講
[00:17:00.800 --> 00:17:02.800]  不過我認識一些
[00:17:02.800 --> 00:17:03.800]  創啟地區的宣教士
[00:17:03.800 --> 00:17:04.800]  其實他們很艱難
[00:17:04.800 --> 00:17:06.800]  特別是過去幾年的時間
[00:17:06.800 --> 00:17:07.800]  但願主帶領
[00:17:07.800 --> 00:17:08.800]  我們有沒有為他們代討呢
[00:17:08.800 --> 00:17:10.800]  正如《斯洛行傳》第四章
[00:17:10.800 --> 00:17:11.800]  第29節那裏說
[00:17:11.800 --> 00:17:15.800]  我們求諸鑑察
[00:17:15.800 --> 00:17:16.800]  一方面叫你的僕人
[00:17:16.800 --> 00:17:18.800]  大膽傳講你的道
[00:17:18.800 --> 00:17:19.800]  另一方面求你伸出你的手
[00:17:19.800 --> 00:17:21.800]  醫治疾病
[00:17:21.800 --> 00:17:22.800]  去讓人見到你神職其事
[00:17:22.800 --> 00:17:24.800]  見證耶穌基督的名
[00:17:24.800 --> 00:17:26.800]  我們有沒有為這些受苦
[00:17:26.800 --> 00:17:29.800]  受逼迫的教會教弟兄姊妹代討呢
[00:17:29.800 --> 00:17:30.800]  同樣道理
[00:17:30.800 --> 00:17:32.800]  我們都要居安思危
[00:17:32.800 --> 00:17:35.800]  因為不是任何的日子
[00:17:35.800 --> 00:17:36.800]  都是安穩的
[00:17:36.800 --> 00:17:38.800]  我們沒有人能夠預測
[00:17:38.800 --> 00:17:40.800]  準確地預測未來的處境
[00:17:40.800 --> 00:17:41.800]  但就算在香港
[00:17:41.800 --> 00:17:43.800]  有沒有可能將來會遇到一些
[00:17:43.800 --> 00:17:45.800]  我們傳說未見過的
[00:17:45.800 --> 00:17:47.800]  一些情況的困難呢
[00:17:47.800 --> 00:17:48.800]  我們不知道
[00:17:48.800 --> 00:17:49.800]  但是我們有沒有預備
[00:17:49.800 --> 00:17:50.800]  居安思危呢
[00:17:50.800 --> 00:17:51.800]  我們有沒有思考過
[00:17:51.800 --> 00:17:52.800]  萬一考驗來到的時候
[00:17:52.800 --> 00:17:53.800]  我們怎樣面對
[00:17:53.800 --> 00:17:56.800]  我們這一刻怎樣去預備呢
[00:17:56.800 --> 00:17:57.800]  願主幫助我們
[00:17:57.800 --> 00:17:58.800]  我們能夠明白祂的意義
[00:17:58.800 --> 00:18:02.800]  以及預備我們進入當中
[00:18:02.800 --> 00:18:03.800]  給我們充足的信心
