
[00:00:00.000 --> 00:00:03.640]  今天我們講到未來的保證
[00:01:27.020 --> 00:01:29.020]  我決不離開你 也不離棄你
[00:01:29.020 --> 00:01:31.020]  你要堅強勇敢
[00:01:31.020 --> 00:01:33.020]  因為你必使這人民得著
[00:01:33.020 --> 00:01:37.020]  我曾經向他們列祖起誓
[00:01:37.020 --> 00:01:41.020]  要賜給他們的那地作為這個產業
[00:01:41.020 --> 00:01:43.020]  你要堅強 十分勇敢
[00:01:43.020 --> 00:01:47.020]  謹守遵行我睦人摩西吩咐的一切的律例
[00:01:47.020 --> 00:01:49.020]  不可偏離左右
[00:01:49.020 --> 00:01:51.020]  好使你無論到那裏去
[00:01:51.020 --> 00:01:53.020]  都可以亨通
[00:01:53.020 --> 00:01:55.020]  這律法書不可離開你的口
[00:01:55.020 --> 00:01:57.020]  要晝夜默頌
[00:01:57.020 --> 00:02:01.020]  好使你謹守遵行書中所記的一切
[00:02:01.020 --> 00:02:03.020]  只要你的道路就必順利
[00:02:03.020 --> 00:02:05.020]  你必一路亨通
[00:02:05.020 --> 00:02:07.020]  我不是吩咐過你要堅強勇敢嗎
[00:02:07.020 --> 00:02:09.020]  所以你不要懼怕
[00:02:09.020 --> 00:02:11.020]  也不要驚慌
[00:02:11.020 --> 00:02:13.020]  因為你無論到那裏去
[00:02:13.020 --> 00:02:17.020]  你的神必與你同在
[00:02:17.020 --> 00:02:19.020]  所以有神的同在
[00:02:19.020 --> 00:02:21.020]  就是最好的保證
[00:02:21.020 --> 00:02:25.020]  我們人用什麼心態來面對將來呢
[00:02:25.020 --> 00:02:29.020]  第一種心態就是保持不變
[00:02:29.020 --> 00:02:31.020]  我們香港人最厲害
[00:02:31.020 --> 00:02:33.020]  50年不變
[00:02:33.020 --> 00:02:35.020]  想什麼都不變
[00:02:35.020 --> 00:02:37.020]  人很懼怕改變
[00:02:37.020 --> 00:02:39.020]  你今天坐哪個位置
[00:02:39.020 --> 00:02:41.020]  你可能還是坐那個位置
[00:02:41.020 --> 00:02:43.020]  永遠都想不變
[00:02:43.020 --> 00:02:45.020]  特別是姊妹們更加想不變
[00:02:45.020 --> 00:02:47.020]  想不變老
[00:02:47.020 --> 00:02:49.020]  想供應到年輕人
[00:02:49.020 --> 00:02:51.020]  但事實上
[00:02:51.020 --> 00:02:53.020]  一定會變的
[00:02:53.020 --> 00:02:55.020]  不過變成怎樣我們不知道
[00:02:55.020 --> 00:02:57.020]  所以我們人
[00:02:57.020 --> 00:02:59.020]  怎樣來面對將來
[00:02:59.020 --> 00:03:01.020]  就是保持不變
[00:03:01.020 --> 00:03:03.020]  生活習慣不改變
[00:03:03.020 --> 00:03:05.020]  我們其實沒什麼勇氣作出一些改變
[00:03:05.020 --> 00:03:13.020]  我們人很喜歡不想真正有永恆價值
[00:03:13.020 --> 00:03:15.020]  我們麻醉一下自己
[00:03:15.020 --> 00:03:17.020]  我們不變
[00:03:17.020 --> 00:03:19.020]  我們做一些事
[00:03:19.020 --> 00:03:21.020]  沒什麼永恆價值的事
[00:03:21.020 --> 00:03:23.020]  我們繼續去做
[00:03:23.020 --> 00:03:25.020]  用很多時間去做
[00:03:25.020 --> 00:03:29.020]  繼續我們不想承擔一些責任
[00:03:29.020 --> 00:03:31.020]  我們為什麼不改變呢
[00:03:31.020 --> 00:03:33.020]  我們不想有些責任
[00:03:33.020 --> 00:03:35.020]  在教會當中
[00:03:35.020 --> 00:03:37.020]  弟兄姊妹雖然信了很多年
[00:03:37.020 --> 00:03:39.020]  但他們沒有成長
[00:03:39.020 --> 00:03:41.020]  沒有成長
[00:03:41.020 --> 00:03:43.020]  不肯負起一個職責
[00:03:43.020 --> 00:03:45.020]  一個責任
[00:03:45.020 --> 00:03:47.020]  我們不敢成長
[00:03:47.020 --> 00:03:49.020]  因為有責任
[00:03:49.020 --> 00:03:51.020]  所以有些人永遠都是做小baby
[00:03:51.020 --> 00:03:53.020]  從小做baby
[00:03:53.020 --> 00:03:55.020]  一直做到大都是baby
[00:03:55.020 --> 00:03:57.020]  有人呵護他
[00:03:57.020 --> 00:03:59.020]  有人給他吃
[00:03:59.020 --> 00:04:01.020]  有人幫助他
[00:04:01.020 --> 00:04:03.020]  在教會當中
[00:04:03.020 --> 00:04:05.020]  我們來到教會裡面
[00:04:05.020 --> 00:04:07.020]  我們發覺
[00:04:07.020 --> 00:04:09.020]  不是師比獸更為有福
[00:04:09.020 --> 00:04:11.020]  是獸比獅更為有福
[00:04:11.020 --> 00:04:13.020]  我在這裡接受
[00:04:13.020 --> 00:04:15.020]  有人預備了所有東西
[00:04:15.020 --> 00:04:17.020]  多好
[00:04:17.020 --> 00:04:19.020]  我祝福你
[00:04:19.020 --> 00:04:21.020]  我們不敢承擔責任
[00:04:21.020 --> 00:04:23.020]  我們不肯改變
[00:04:23.020 --> 00:04:25.020]  這是第一個心態
[00:04:25.020 --> 00:04:27.020]  面對將來
[00:04:27.020 --> 00:04:29.020]  什麼都不肯改變
[00:04:29.020 --> 00:04:31.020]  不會有這樣的心態
[00:04:31.020 --> 00:04:33.020]  其實無論如何
[00:04:33.020 --> 00:04:35.020]  一定會有改變
[00:04:35.020 --> 00:04:37.020]  問題是
[00:04:37.020 --> 00:04:39.020]  如何變化
[00:04:39.020 --> 00:04:41.020]  我在網上
[00:04:41.020 --> 00:04:43.020]  看過
[00:04:43.020 --> 00:04:45.020]  最近我在網上看過
[00:04:45.020 --> 00:04:47.020]  究竟2014年
[00:04:47.020 --> 00:04:49.020]  有什麼前景
[00:04:49.020 --> 00:04:51.020]  很多人看過
[00:04:51.020 --> 00:04:53.020]  有些人說經濟的數據
[00:04:53.020 --> 00:04:55.020]  會好一點
[00:04:55.020 --> 00:04:57.020]  但我發覺
[00:04:57.020 --> 00:04:59.020]  人性有沒有改變
[00:04:59.020 --> 00:05:01.020]  其實人性
[00:05:01.020 --> 00:05:03.020]  是不是變得
[00:05:03.020 --> 00:05:05.020]  更好
[00:05:05.020 --> 00:05:07.020]  人的本性
[00:05:07.020 --> 00:05:09.020]  是不是變得更好
[00:05:09.020 --> 00:05:11.020]  在這個社會
[00:05:11.020 --> 00:05:13.020]  我們發覺
[00:05:13.020 --> 00:05:15.020]  其實人性
[00:05:15.020 --> 00:05:17.020]  變得更壞
[00:05:17.020 --> 00:05:19.020]  對不對
[00:05:19.020 --> 00:05:21.020]  人性沒有變好
[00:05:21.020 --> 00:05:23.020]  我們再看下去
[00:05:23.020 --> 00:05:25.020]  有些人沒有把握改變
[00:05:25.020 --> 00:05:27.020]  我想看下一張
[00:05:27.020 --> 00:05:29.020]  沒有把握
[00:05:29.020 --> 00:05:31.020]  但想改變
[00:05:31.020 --> 00:05:33.020]  根據經濟數據
[00:05:33.020 --> 00:05:35.020]  經濟數據好
[00:05:35.020 --> 00:05:37.020]  就好了
[00:05:37.020 --> 00:05:39.020]  最近看到
[00:05:39.020 --> 00:05:41.020]  2014年經濟數據
[00:05:41.020 --> 00:05:45.020]  我今早看看
[00:05:45.020 --> 00:05:47.020]  什麼好呢
[00:05:47.020 --> 00:05:49.020]  2014年好的東西
[00:05:49.020 --> 00:05:51.020]  就是買車會便宜一點
[00:05:51.020 --> 00:05:53.020]  有些東西會便宜一點
[00:05:53.020 --> 00:05:55.020]  買textbook會便宜一點
[00:05:55.020 --> 00:05:57.020]  教科書會便宜一點
[00:05:57.020 --> 00:05:59.020]  沒有人看教科書
[00:05:59.020 --> 00:06:01.020]  沒有人買車
[00:06:01.020 --> 00:06:03.020]  經濟數據其實不穩定
[00:06:03.020 --> 00:06:05.020]  但我們根據經濟數據
[00:06:05.020 --> 00:06:07.020]  來預測將來
[00:06:07.020 --> 00:06:09.020]  究竟是怎樣
[00:06:09.020 --> 00:06:11.020]  有些人
[00:06:11.020 --> 00:06:13.020]  看政局
[00:06:13.020 --> 00:06:15.020]  政局是不是好一點
[00:06:15.020 --> 00:06:17.020]  想問大家政局是不是好一點
[00:06:17.020 --> 00:06:19.020]  待會出去看看
[00:06:19.020 --> 00:06:21.020]  我們有個好國報紙
[00:06:21.020 --> 00:06:23.020]  講到究竟伊朗
[00:06:23.020 --> 00:06:25.020]  和美國講和談
[00:06:25.020 --> 00:06:27.020]  不經濟制裁
[00:06:27.020 --> 00:06:29.020]  是不是好呢
[00:06:29.020 --> 00:06:31.020]  大家可以看看
[00:06:31.020 --> 00:06:33.020]  究竟政局是不是好一點
[00:06:33.020 --> 00:06:35.020]  世界的政局是不是好一點
[00:06:35.020 --> 00:06:37.020]  美國的政局是怎樣
[00:06:37.020 --> 00:06:39.020]  想一想
[00:06:39.020 --> 00:06:41.020]  是不是好一點
[00:06:41.020 --> 00:06:43.020]  不知道
[00:06:43.020 --> 00:06:45.020]  我們希望是好一點
[00:06:45.020 --> 00:06:47.020]  但事實上我們發覺
[00:06:47.020 --> 00:06:49.020]  這些改變
[00:06:49.020 --> 00:06:51.020]  是很不穩定
[00:06:51.020 --> 00:06:53.020]  接著講到迷信
[00:06:53.020 --> 00:06:55.020]  年中開始
[00:06:55.020 --> 00:06:57.020]  最多就是看星座
[00:06:57.020 --> 00:06:59.020]  甚麼座甚麼座
[00:06:59.020 --> 00:07:01.020]  今年是馬年
[00:07:01.020 --> 00:07:03.020]  有甚麼事發生
[00:07:03.020 --> 00:07:05.020]  很多人很迷信
[00:07:05.020 --> 00:07:07.020]  因為我們不知道
[00:07:07.020 --> 00:07:09.020]  將來是怎樣
[00:07:09.020 --> 00:07:11.020]  我們迷信
[00:07:11.020 --> 00:07:13.020]  我發覺連基督徒都迷信
[00:07:13.020 --> 00:07:15.020]  基督徒都會迷信
[00:07:15.020 --> 00:07:17.020]  如果你說
[00:07:17.020 --> 00:07:19.020]  有一天你開車
[00:07:19.020 --> 00:07:21.020]  你撞車穿著黑色衣服
[00:07:21.020 --> 00:07:23.020]  你就說以後都不要穿這件衣服
[00:07:23.020 --> 00:07:25.020]  這麼黑
[00:07:25.020 --> 00:07:27.020]  我們有很多迷信的觀念
[00:07:27.020 --> 00:07:29.020]  心底裏面有些迷信
[00:07:29.020 --> 00:07:31.020]  我們不敢突破
[00:07:31.020 --> 00:07:33.020]  我們覺得寧可信其有
[00:07:33.020 --> 00:07:35.020]  不可信其無
[00:07:35.020 --> 00:07:37.020]  所以我們吃很多中藥
[00:07:37.020 --> 00:07:39.020]  甚麼都放進去
[00:07:39.020 --> 00:07:41.020]  以為有益一點
[00:07:41.020 --> 00:07:43.020]  其實我們有很多迷信
[00:07:43.020 --> 00:07:45.020]  我們不太清楚
[00:07:45.020 --> 00:07:47.020]  我們心裏面有些迷信
[00:07:47.020 --> 00:07:49.020]  我們對將來沒有把握
[00:07:49.020 --> 00:07:51.020]  究竟前面是怎樣
[00:07:51.020 --> 00:07:53.020]  究竟前面是怎樣
[00:07:53.020 --> 00:07:55.020]  究竟前面是怎樣
[00:07:55.020 --> 00:07:57.020]  其實有些人說
[00:07:57.020 --> 00:07:59.020]  恐懼本身不是恐懼
[00:07:59.020 --> 00:08:01.020]  恐懼本身就是恐懼
[00:08:01.020 --> 00:08:03.020]  恐懼本身就是恐懼
[00:08:03.020 --> 00:08:05.020]  沒有甚麼值得恐懼
[00:08:05.020 --> 00:08:07.020]  但我細心發覺
[00:08:07.020 --> 00:08:09.020]  其實有些事我們應該害怕
[00:08:09.020 --> 00:08:11.020]  害怕甚麼呢
[00:08:11.020 --> 00:08:13.020]  有甚麼害怕都值得
[00:08:13.020 --> 00:08:15.020]  人失去生命的使命
[00:08:15.020 --> 00:08:17.020]  人失去生命的使命
[00:08:17.020 --> 00:08:19.020]  沒有奮鬥的動機
[00:08:19.020 --> 00:08:21.020]  沒有奮鬥的動機
[00:08:21.020 --> 00:08:23.020]  2014年如果有些人害怕
[00:08:23.020 --> 00:08:25.020]  2014年如果有些人害怕
[00:08:25.020 --> 00:08:27.020]  在生命裏面沒有奮鬥
[00:08:27.020 --> 00:08:29.020]  在生命裏面沒有奮鬥
[00:08:29.020 --> 00:08:31.020]  在生命裏面沒有奮鬥
[00:08:31.020 --> 00:08:33.020]  在生命裏面沒有奮鬥
[00:08:33.020 --> 00:08:35.020]  在生命裏面沒有奮鬥
[00:08:35.020 --> 00:08:37.020]  在生命裏面沒有奮鬥
[00:08:37.020 --> 00:08:39.020]  在生命裏面沒有奮鬥
[00:08:39.020 --> 00:08:41.020]  在生命裏面沒有奮鬥
[00:08:41.020 --> 00:08:43.020]  在生命裏面沒有奮鬥
[00:08:43.020 --> 00:08:45.020]  在生命裏面沒有奮鬥
[00:08:45.020 --> 00:08:47.020]  在生命裏面沒有奮鬥
[00:08:47.020 --> 00:08:49.020]  在生命裏面沒有奮鬥
[00:08:49.020 --> 00:08:51.020]  在生命裏面沒有奮鬥
[00:08:51.020 --> 00:08:53.020]  在生命裏面沒有奮鬥
[00:08:53.020 --> 00:08:55.020]  在生命裏面沒有奮鬥
[00:08:55.020 --> 00:08:57.020]  在生命裏面沒有奮鬥
[00:08:57.020 --> 00:08:59.020]  在生命裏面沒有奮鬥
[00:08:59.020 --> 00:09:01.020]  在生命裏面沒有奮鬥
[00:09:01.020 --> 00:09:03.020]  在生命裏面沒有奮鬥
[00:09:03.020 --> 00:09:05.020]  在生命裏面沒有奮鬥
[00:09:05.020 --> 00:09:07.020]  在生命裏面沒有奮鬥
[00:09:07.020 --> 00:09:09.020]  在生命裏面沒有奮鬥
[00:09:09.020 --> 00:09:11.020]  在生命裏面沒有奮鬥
[00:09:11.020 --> 00:09:13.020]  在生命裏面沒有奮鬥
[00:09:13.020 --> 00:09:15.020]  在生命裏面沒有奮鬥
[00:09:15.020 --> 00:09:17.020]  在生命裏面沒有奮鬥
[00:09:17.020 --> 00:09:19.020]  在生命裏面沒有奮鬥
[00:09:19.020 --> 00:09:21.020]  在生命裏面沒有奮鬥
[00:09:21.020 --> 00:09:23.020]  在生命裏面沒有奮鬥
[00:09:23.020 --> 00:09:25.020]  在生命裏面沒有奮鬥
[00:09:25.020 --> 00:09:27.020]  在生命裏面沒有奮鬥
[00:09:27.020 --> 00:09:29.020]  在生命裏面沒有奮鬥
[00:09:29.020 --> 00:09:31.020]  在生命裏面沒有奮鬥
[00:09:31.020 --> 00:09:33.020]  在生命裏面沒有奮鬥
[00:09:33.020 --> 00:09:35.020]  在生命裏面沒有奮鬥
[00:09:35.020 --> 00:09:37.020]  在生命裏面沒有奮鬥
[00:09:37.020 --> 00:09:39.020]  在生命裏面沒有奮鬥
[00:09:39.020 --> 00:09:41.020]  在生命裏面沒有奮鬥
[00:09:41.020 --> 00:09:43.020]  在生命裏面沒有奮鬥
[00:09:43.020 --> 00:09:45.020]  在生命裏面沒有奮鬥
[00:09:45.020 --> 00:09:47.020]  在生命裏面沒有奮鬥
[00:09:47.020 --> 00:09:49.020]  在生命裏面沒有奮鬥
[00:09:49.020 --> 00:09:51.020]  在生命裏面沒有奮鬥
[00:09:51.020 --> 00:09:53.020]  在生命裏面沒有奮鬥
[00:09:53.020 --> 00:09:55.020]  在生命裏面沒有奮鬥
[00:09:55.020 --> 00:09:57.020]  在生命裏面沒有奮鬥
[00:09:57.020 --> 00:09:59.020]  在生命裏面沒有奮鬥
[00:09:59.020 --> 00:10:01.020]  在生命裏面沒有奮鬥
[00:10:01.020 --> 00:10:03.020]  在生命裏面沒有奮鬥
[00:10:03.020 --> 00:10:05.020]  在生命裏面沒有奮鬥
[00:10:05.020 --> 00:10:07.020]  在生命裏面沒有奮鬥
[00:10:07.020 --> 00:10:09.020]  在生命裏面沒有奮鬥
[00:10:09.020 --> 00:10:11.020]  在生命裏面沒有奮鬥
[00:10:11.020 --> 00:10:13.020]  在生命裏面沒有奮鬥
[00:10:13.020 --> 00:10:15.020]  在生命裏面沒有奮鬥
[00:10:15.020 --> 00:10:17.020]  在生命裏面沒有奮鬥
[00:10:17.020 --> 00:10:19.020]  在生命裏面沒有奮鬥
[00:10:19.020 --> 00:10:21.020]  在生命裏面沒有奮鬥
[00:10:21.020 --> 00:10:23.020]  在生命裏面沒有奮鬥
[00:10:23.020 --> 00:10:25.020]  在生命裏面沒有奮鬥
[00:10:25.020 --> 00:10:27.020]  在生命裏面沒有奮鬥
[00:10:27.020 --> 00:10:29.020]  在生命裏面沒有奮鬥
[00:10:29.020 --> 00:10:31.020]  在生命裏面沒有奮鬥
[00:10:31.020 --> 00:10:33.020]  在生命裏面沒有奮鬥
[00:10:33.020 --> 00:10:35.020]  在生命裏面沒有奮鬥
[00:10:35.020 --> 00:10:37.020]  在生命裏面沒有奮鬥
[00:10:37.020 --> 00:10:39.020]  在生命裏面沒有奮鬥
[00:10:39.020 --> 00:10:41.020]  在生命裏面沒有奮鬥
[00:10:41.020 --> 00:10:43.020]  在生命裏面沒有奮鬥
[00:10:43.020 --> 00:10:45.020]  在生命裏面沒有奮鬥
[00:10:45.020 --> 00:10:47.020]  在生命裏面沒有奮鬥
[00:10:47.020 --> 00:10:49.020]  在生命裏面沒有奮鬥
[00:10:49.020 --> 00:10:51.020]  在生命裏面沒有奮鬥
[00:10:51.020 --> 00:10:53.020]  在生命裏面沒有奮鬥
[00:10:53.020 --> 00:10:55.020]  在生命裏面沒有奮鬥
[00:10:55.020 --> 00:10:57.020]  在生命裏面沒有奮鬥
[00:10:57.020 --> 00:10:59.020]  在生命裏面沒有奮鬥
[00:10:59.020 --> 00:11:01.020]  在生命裏面沒有奮鬥
[00:11:01.020 --> 00:11:03.020]  在生命裏面沒有奮鬥
[00:11:03.020 --> 00:11:05.020]  在生命裏面沒有奮鬥
[00:11:05.020 --> 00:11:07.020]  在生命裏面沒有奮鬥
[00:11:07.020 --> 00:11:09.020]  在生命裏面沒有奮鬥
[00:11:09.020 --> 00:11:11.020]  在生命裏面沒有奮鬥
[00:11:11.020 --> 00:11:13.020]  在生命裏面沒有奮鬥
[00:11:13.020 --> 00:11:15.020]  在生命裏面沒有奮鬥
[00:11:15.020 --> 00:11:17.020]  在生命裏面沒有奮鬥
[00:11:17.020 --> 00:11:19.020]  在生命裏面沒有奮鬥
[00:11:19.020 --> 00:11:21.020]  在生命裏面沒有奮鬥
[00:11:21.020 --> 00:11:23.020]  在生命裏面沒有奮鬥
[00:11:23.020 --> 00:11:25.020]  在生命裏面沒有奮鬥
[00:11:25.020 --> 00:11:27.020]  在生命裏面沒有奮鬥
[00:11:27.020 --> 00:11:29.020]  在生命裏面沒有奮鬥
[00:11:29.020 --> 00:11:31.020]  在生命裏面沒有奮鬥
[00:11:31.020 --> 00:11:33.020]  在生命裏面沒有奮鬥
[00:11:33.020 --> 00:11:35.020]  在生命裏面沒有奮鬥
[00:11:35.020 --> 00:11:37.020]  在生命裏面沒有奮鬥
[00:11:37.020 --> 00:11:39.020]  在生命裏面沒有奮鬥
[00:11:39.020 --> 00:11:41.020]  在生命裏面沒有奮鬥
[00:11:41.020 --> 00:11:43.020]  在生命裏面沒有奮鬥
[00:11:43.020 --> 00:11:45.020]  在生命裏面沒有奮鬥
[00:11:45.020 --> 00:11:47.020]  在生命裏面沒有奮鬥
[00:11:47.020 --> 00:11:49.020]  在生命裏面沒有奮鬥
[00:11:49.020 --> 00:11:51.020]  在生命裏面沒有奮鬥
[00:11:51.020 --> 00:11:53.020]  在生命裏面沒有奮鬥
[00:11:53.020 --> 00:11:55.020]  在生命裏面沒有奮鬥
[00:11:55.020 --> 00:11:57.020]  在生命裏面沒有奮鬥
[00:11:57.020 --> 00:11:59.020]  在生命裏面沒有奮鬥
[00:11:59.020 --> 00:12:01.020]  在生命裏面沒有奮鬥
[00:12:01.020 --> 00:12:03.020]  在生命裏面沒有奮鬥
[00:12:03.020 --> 00:12:05.020]  在生命裏面沒有奮鬥
[00:12:05.020 --> 00:12:07.020]  在生命裏面沒有奮鬥
[00:12:07.020 --> 00:12:09.020]  在生命裏面沒有奮鬥
[00:12:09.020 --> 00:12:11.020]  在生命裏面沒有奮鬥
[00:12:11.020 --> 00:12:13.020]  在生命裏面沒有奮鬥
[00:12:13.020 --> 00:12:15.020]  在生命裏面沒有奮鬥
[00:12:15.020 --> 00:12:17.020]  在生命裏面沒有奮鬥
[00:12:17.020 --> 00:12:19.020]  在生命裏面沒有奮鬥
[00:12:19.020 --> 00:12:21.020]  在生命裏面沒有奮鬥
[00:12:21.020 --> 00:12:23.020]  在生命裏面沒有奮鬥
[00:12:23.020 --> 00:12:25.020]  在生命裏面沒有奮鬥
[00:12:25.020 --> 00:12:27.020]  在生命裏面沒有奮鬥
[00:12:27.020 --> 00:12:29.020]  在生命裏面沒有奮鬥
[00:12:29.020 --> 00:12:31.020]  在生命裏面沒有奮鬥
[00:12:31.020 --> 00:12:33.020]  在生命裏面沒有奮鬥
[00:12:33.020 --> 00:12:35.020]  在生命裏面沒有奮鬥
[00:12:35.020 --> 00:12:37.020]  在生命裏面沒有奮鬥
[00:12:37.020 --> 00:12:39.020]  在生命裏面沒有奮鬥
[00:12:39.020 --> 00:12:41.020]  在生命裏面沒有奮鬥
[00:12:41.020 --> 00:12:43.020]  在生命裏面沒有奮鬥
[00:12:43.020 --> 00:12:45.020]  在生命裏面沒有奮鬥
[00:12:45.020 --> 00:12:47.020]  在生命裏面沒有奮鬥
[00:12:47.020 --> 00:12:49.020]  在生命裏面沒有奮鬥
[00:12:49.020 --> 00:12:51.020]  在生命裏面沒有奮鬥
[00:12:51.020 --> 00:12:53.020]  在生命裏面沒有奮鬥
[00:12:53.020 --> 00:12:55.020]  在生命裏面沒有奮鬥
[00:12:55.020 --> 00:12:57.020]  在生命裏面沒有奮鬥
[00:12:57.020 --> 00:12:59.020]  在生命裏面沒有奮鬥
[00:12:59.020 --> 00:13:01.020]  在生命裏面沒有奮鬥
[00:13:01.020 --> 00:13:03.020]  在生命裏面沒有奮鬥
[00:13:03.020 --> 00:13:05.020]  在生命裏面沒有奮鬥
[00:13:05.020 --> 00:13:07.020]  在生命裏面沒有奮鬥
[00:13:07.020 --> 00:13:09.020]  在生命裏面沒有奮鬥
[00:13:09.020 --> 00:13:11.020]  在生命裏面沒有奮鬥
[00:13:11.020 --> 00:13:13.020]  在生命裏面沒有奮鬥
[00:13:13.020 --> 00:13:15.020]  在生命裏面沒有奮鬥
[00:13:15.020 --> 00:13:17.020]  在生命裏面沒有奮鬥
[00:13:17.020 --> 00:13:19.020]  在生命裏面沒有奮鬥
[00:13:19.020 --> 00:13:21.020]  在生命裏面沒有奮鬥
[00:13:21.020 --> 00:13:23.020]  在生命裏面沒有奮鬥
[00:13:23.020 --> 00:13:25.020]  在生命裏面沒有奮鬥
[00:13:25.020 --> 00:13:27.020]  在生命裏面沒有奮鬥
[00:13:27.020 --> 00:13:29.020]  在生命裏面沒有奮鬥
[00:13:29.020 --> 00:13:31.020]  在生命裏面沒有奮鬥
[00:13:31.020 --> 00:13:33.020]  在生命裏面沒有奮鬥
[00:13:33.020 --> 00:13:35.020]  在生命裏面沒有奮鬥
[00:13:35.020 --> 00:13:37.020]  在生命裏面沒有奮鬥
[00:13:37.020 --> 00:13:39.020]  在生命裏面沒有奮鬥
[00:13:39.020 --> 00:13:41.020]  在生命裏面沒有奮鬥
[00:13:41.020 --> 00:13:43.020]  在生命裏面沒有奮鬥
[00:13:43.020 --> 00:13:45.020]  在生命裏面沒有奮鬥
[00:13:45.020 --> 00:13:47.020]  在生命裏面沒有奮鬥
[00:13:47.020 --> 00:13:49.020]  在生命裏面沒有奮鬥
[00:13:49.020 --> 00:13:51.020]  在生命裏面沒有奮鬥
[00:13:51.020 --> 00:13:53.020]  在生命裏面沒有奮鬥
[00:13:53.020 --> 00:13:55.020]  在生命裏面沒有奮鬥
[00:13:55.020 --> 00:13:57.020]  在生命裏面沒有奮鬥
[00:13:57.020 --> 00:13:59.020]  在生命裏面沒有奮鬥
[00:13:59.020 --> 00:14:01.020]  在生命裏面沒有奮鬥
[00:14:01.020 --> 00:14:03.020]  在生命裏面沒有奮鬥
[00:14:03.020 --> 00:14:05.020]  在生命裏面沒有奮鬥
[00:14:05.020 --> 00:14:07.020]  在生命裏面沒有奮鬥
[00:14:07.020 --> 00:14:09.020]  在生命裏面沒有奮鬥
[00:14:09.020 --> 00:14:11.020]  在生命裏面沒有奮鬥
[00:14:11.020 --> 00:14:13.020]  在生命裏面沒有奮鬥
[00:14:13.020 --> 00:14:15.020]  在生命裏面沒有奮鬥
[00:14:15.020 --> 00:14:17.020]  在生命裏面沒有奮鬥
[00:14:17.020 --> 00:14:19.020]  在生命裏面沒有奮鬥
[00:14:19.020 --> 00:14:21.020]  在生命裏面沒有奮鬥
[00:14:21.020 --> 00:14:23.020]  在生命裏面沒有奮鬥
[00:14:23.020 --> 00:14:25.020]  在生命裏面沒有奮鬥
[00:14:25.020 --> 00:14:27.020]  在生命裏面沒有奮鬥
[00:14:27.020 --> 00:14:29.020]  在生命裏面沒有奮鬥
[00:14:29.020 --> 00:14:31.020]  在生命裏面沒有奮鬥
[00:14:31.020 --> 00:14:33.020]  在生命裏面沒有奮鬥
[00:14:33.020 --> 00:14:35.020]  在生命裏面沒有奮鬥
[00:14:35.020 --> 00:14:37.020]  在生命裏面沒有奮鬥
[00:14:37.020 --> 00:14:39.020]  在生命裏面沒有奮鬥
[00:14:39.020 --> 00:14:41.020]  在生命裏面沒有奮鬥
[00:14:41.020 --> 00:14:43.020]  在生命裏面沒有奮鬥
[00:14:43.020 --> 00:14:45.020]  在生命裏面沒有奮鬥
[00:14:45.020 --> 00:14:47.020]  在生命裏面沒有奮鬥
[00:14:47.020 --> 00:14:49.020]  在生命裏面沒有奮鬥
[00:14:49.020 --> 00:14:51.020]  在生命裏面沒有奮鬥
