
[00:00:00.000 --> 00:00:04.000]  我們今天會講《路加方案》第十章
[00:06:38.000 --> 00:06:40.000]  知道是很少的事
[00:06:40.000 --> 00:06:42.000]  才是不可少 必須的
[00:06:42.000 --> 00:06:45.000]  耶穌沒有責備馬大
[00:06:45.000 --> 00:06:47.000]  但他是指出瑪利亞
[00:06:47.000 --> 00:06:49.000]  最少做了一件事是對的
[00:06:49.000 --> 00:06:51.000]  是什麼
[00:06:51.000 --> 00:06:54.000]  他說他算了上海的福分
[00:06:54.000 --> 00:06:56.000]  我們看到瑪利亞做了什麼
[00:06:56.000 --> 00:06:57.000]  其實很簡單
[00:06:57.000 --> 00:06:59.000]  聖經裡沒有說瑪利亞說什麼
[00:06:59.000 --> 00:07:01.000]  就在第三十九節
[00:07:01.000 --> 00:07:06.000]  在主的腳前坐著聽他的道
[00:07:06.000 --> 00:07:09.000]  就是瑪利亞專心聽耶穌講道
[00:07:09.000 --> 00:07:12.000]  就是瑪利亞他想明白真理
[00:07:12.000 --> 00:07:14.000]  他最少做對這件事
[00:07:14.000 --> 00:07:16.000]  我先在這裡停一停
[00:07:16.000 --> 00:07:21.000]  然後再繼續解下去
[00:07:21.000 --> 00:07:27.000]  我們回崇拜專不專心
[00:07:27.000 --> 00:07:29.000]  我們在台上講道
[00:07:29.000 --> 00:07:31.000]  我們常常都要學一件事
[00:07:31.000 --> 00:07:33.000]  就是聽到不同的聲音
[00:07:33.000 --> 00:07:35.000]  都假裝聽不到
[00:07:35.000 --> 00:07:37.000]  包括電話響
[00:07:37.000 --> 00:07:39.000]  包括Samsung的WhatsApp
[00:07:39.000 --> 00:07:41.000]  小鳥叫
[00:07:41.000 --> 00:07:43.000]  是不是
[00:07:43.000 --> 00:07:45.000]  告訴你有很多次
[00:07:45.000 --> 00:07:48.000]  我是很想罵人的
[00:07:48.000 --> 00:07:49.000]  特別有一次
[00:07:49.000 --> 00:07:50.000]  我記得有一次
[00:07:50.000 --> 00:07:54.000]  我聽到有人剪指甲
[00:07:54.000 --> 00:07:57.000]  我在想
[00:07:57.000 --> 00:07:59.000]  我想得好一點就剪指甲
[00:07:59.000 --> 00:08:01.000]  想得差一點就剪腳甲
[00:08:01.000 --> 00:08:02.000]  我不知道是誰
[00:08:02.000 --> 00:08:04.000]  完了之後我馬上想找
[00:08:04.000 --> 00:08:12.000]  其實為什麼不即場罵
[00:08:12.000 --> 00:08:16.000]  顧全弟兄姊妹的情面
[00:08:16.000 --> 00:08:20.000]  有一個更加不希望在講道裡
[00:08:20.000 --> 00:08:22.000]  被拉開了那篇講章
[00:08:22.000 --> 00:08:26.000]  神的真理
[00:08:26.000 --> 00:08:29.000]  講的是神的道
[00:08:29.000 --> 00:08:34.000]  但是這些是表示我們不能夠專心
[00:08:34.000 --> 00:08:36.000]  當我們拿著iPad
[00:08:36.000 --> 00:08:39.000]  拿著iPhone看經文的時候
[00:08:39.000 --> 00:08:41.000]  非常好
[00:08:41.000 --> 00:08:43.000]  但看著看著會轉去Facebook
[00:08:43.000 --> 00:08:44.000]  看著看著會轉去WhatsApp
[00:08:44.000 --> 00:08:45.000]  看著看著
[00:08:45.000 --> 00:08:47.000]  有時候在後面看到的時候
[00:08:47.000 --> 00:08:56.000]  會變成遊戲機畫面
[00:08:56.000 --> 00:08:59.000]  瑪麗亞專注
[00:08:59.000 --> 00:09:01.000]  瑪麗亞專心
[00:09:01.000 --> 00:09:04.000]  因為我們來這裡是朝見神
[00:09:04.000 --> 00:09:06.000]  瑪麗亞知道
[00:09:06.000 --> 00:09:08.000]  她是對著主耶穌
[00:09:08.000 --> 00:09:12.000]  聖經裡說她坐在主耶穌的腳前
[00:09:12.000 --> 00:09:16.000]  其實在那個時代是非常特別的
[00:09:16.000 --> 00:09:18.000]  因為這是一個暗示
[00:09:18.000 --> 00:09:20.000]  這個暗示就是
[00:09:20.000 --> 00:09:25.000]  瑪麗亞想好像門徒一樣去聽到
[00:09:25.000 --> 00:09:28.000]  因為在某一個人的腳前
[00:09:28.000 --> 00:09:30.000]  其實那個時候的特別用語就是
[00:09:30.000 --> 00:09:32.000]  我成為她的門徒
[00:09:32.000 --> 00:09:33.000]  她成為我的老師
[00:09:33.000 --> 00:09:37.000]  我才有資格坐在她的腳前聽她講論
[00:09:37.000 --> 00:09:39.000]  而那個時候的猶太拉比
[00:09:39.000 --> 00:09:43.000]  是不會接受女性坐在腳前的
[00:09:43.000 --> 00:09:47.000]  瑪麗亞特別去爭取
[00:09:47.000 --> 00:09:49.000]  她想聽真理
[00:09:49.000 --> 00:09:52.000]  她專注
[00:09:52.000 --> 00:09:57.000]  我們似乎來得太容易
[00:09:57.000 --> 00:10:00.000]  弟兄姊妹
[00:10:00.000 --> 00:10:04.000]  如果還沒把手機調成靜音的
[00:10:04.000 --> 00:10:07.000]  麻煩現在調
[00:10:07.000 --> 00:10:09.000]  不過我也明白
[00:10:09.000 --> 00:10:15.000]  有些長者的手機是別人送給他們的
[00:10:15.000 --> 00:10:16.000]  可能是子女送給他們
[00:10:16.000 --> 00:10:18.000]  他們根本不會調
[00:10:18.000 --> 00:10:21.000]  如果電話響
[00:10:21.000 --> 00:10:23.000]  麻煩旁邊的弟兄姊妹
[00:10:23.000 --> 00:10:24.000]  你認識的
[00:10:24.000 --> 00:10:26.000]  馬上有了
[00:10:26.000 --> 00:10:28.000]  認識的幫幫手
[00:10:28.000 --> 00:10:30.000]  幫幫手
[00:10:30.000 --> 00:10:32.000]  幫他調一調
[00:10:32.000 --> 00:10:33.000]  好不好
[00:10:33.000 --> 00:10:35.000]  有時不是他不想
[00:10:35.000 --> 00:10:37.000]  而是他不知道怎麼做
[00:10:37.000 --> 00:10:39.000]  變得他也會尷尬
[00:10:39.000 --> 00:10:41.000]  幫幫他手
[00:10:41.000 --> 00:10:44.000]  我們互相幫忙
[00:10:44.000 --> 00:10:46.000]  瑪麗亞專心學真理
[00:10:46.000 --> 00:10:49.000]  因為真理極之重要
[00:10:49.000 --> 00:10:53.000]  我們很容易受異端邪說所
[00:10:53.000 --> 00:10:55.000]  影響飄來飄去
[00:10:55.000 --> 00:10:57.000]  知不知道這一個多兩個月
[00:10:57.000 --> 00:10:59.000]  當我們拿周刊的場面
[00:10:59.000 --> 00:11:01.000]  我們久不久發現有守望台
[00:11:01.000 --> 00:11:02.000]  又說是見證人的異端
[00:11:02.000 --> 00:11:05.000]  將刊物放在裡面
[00:11:05.000 --> 00:11:07.000]  我們的同工很厲害
[00:11:07.000 --> 00:11:09.000]  一見到就立即立起
[00:11:09.000 --> 00:11:11.000]  但我們不知道有多少人
[00:11:11.000 --> 00:11:13.000]  當周刊那樣拿
[00:11:13.000 --> 00:11:16.000]  如果是就大件事
[00:11:16.000 --> 00:11:19.000]  有很多異端走過來
[00:11:19.000 --> 00:11:22.000]  這一個多月
[00:11:22.000 --> 00:11:24.000]  我們最少的弟兄姊妹裡
[00:11:24.000 --> 00:11:26.000]  我們一教會領袖
[00:11:26.000 --> 00:11:28.000]  跟著全能神教會
[00:11:28.000 --> 00:11:30.000]  在家裡查經
[00:11:30.000 --> 00:11:31.000]  什麼叫全能神教會
[00:11:31.000 --> 00:11:34.000]  在大陸叫東方閃電
[00:11:34.000 --> 00:11:36.000]  我們也有弟兄姊妹在這裡
[00:11:36.000 --> 00:11:38.000]  接觸到一些陌生人
[00:11:38.000 --> 00:11:40.000]  叫他去自己家裡查經
[00:11:40.000 --> 00:11:42.000]  說這裡人太多了
[00:11:42.000 --> 00:11:44.000]  我們研究聖經都在自己家裡
[00:11:44.000 --> 00:11:45.000]  不過不要告訴牧者
[00:11:45.000 --> 00:11:46.000]  不要告訴其他弟兄姊妹
[00:11:46.000 --> 00:11:47.000]  你自己來好了
[00:11:47.000 --> 00:11:52.000]  讓我們更加深入交通
[00:11:52.000 --> 00:11:54.000]  都是東方閃電
[00:11:54.000 --> 00:11:56.000]  但我們感恩
[00:11:56.000 --> 00:11:58.000]  我們弟兄姊妹
[00:11:58.000 --> 00:12:00.000]  對牧者有信任跟我們說
[00:12:00.000 --> 00:12:03.000]  我們跟他們個別去傾
[00:12:03.000 --> 00:12:04.000]  釐清什麼叫異端
[00:12:04.000 --> 00:12:06.000]  釐清這些信仰
[00:12:06.000 --> 00:12:10.000]  釐清這些邪教
[00:12:10.000 --> 00:12:11.000]  東方閃電簡單一點
[00:12:11.000 --> 00:12:12.000]  一句就說完
[00:12:12.000 --> 00:12:13.000]  這個異端就是說
[00:12:13.000 --> 00:12:15.000]  主耶穌已經再回來了
[00:12:15.000 --> 00:12:16.000]  已經回來了
[00:12:16.000 --> 00:12:17.000]  已經在中國大陸
[00:12:17.000 --> 00:12:19.000]  是一個女基督
[00:12:19.000 --> 00:12:20.000]  就這麼簡單
[00:12:20.000 --> 00:12:22.000]  後面還有很多東西
[00:12:22.000 --> 00:12:24.000]  是影響人的家庭
[00:12:24.000 --> 00:12:25.000]  很多很多不同的東西
[00:12:25.000 --> 00:12:28.000]  不多說
[00:12:28.000 --> 00:12:31.000]  我們需要彼此看守
[00:12:31.000 --> 00:12:32.000]  所以在這裡先說一句
[00:12:32.000 --> 00:12:34.000]  如果在這裡接觸到
[00:12:34.000 --> 00:12:36.000]  任何你不認識的人
[00:12:36.000 --> 00:12:38.000]  然後很熱情地跟你說
[00:12:38.000 --> 00:12:39.000]  不如來我家裡
[00:12:39.000 --> 00:12:40.000]  我們約一群人
[00:12:40.000 --> 00:12:41.000]  自己查經
[00:12:41.000 --> 00:12:43.000]  不過你不要告訴其他人
[00:12:43.000 --> 00:12:44.000]  請你記住
[00:12:44.000 --> 00:12:48.000]  一定要告訴我們
[00:12:48.000 --> 00:12:50.000]  話說回來
[00:12:50.000 --> 00:12:51.000]  這段經文
[00:12:51.000 --> 00:12:54.000]  究竟路加福音的作者
[00:12:54.000 --> 00:12:56.000]  將馬大馬尼亞這段經文
[00:12:56.000 --> 00:12:58.000]  放在這個位置
[00:12:58.000 --> 00:13:01.000]  有什麼特別
[00:13:01.000 --> 00:13:02.000]  為什麼我這樣說
[00:13:02.000 --> 00:13:03.000]  因為很多時候
[00:13:03.000 --> 00:13:04.000]  當我們看這段經文的時候
[00:13:04.000 --> 00:13:06.000]  我們單單抽這段經文
[00:13:06.000 --> 00:13:07.000]  馬大和馬尼亞
[00:13:07.000 --> 00:13:09.000]  我們兩個比較
[00:13:09.000 --> 00:13:11.000]  不過當我們放這段經文的時候
[00:13:11.000 --> 00:13:12.000]  發覺很有意思
[00:13:12.000 --> 00:13:14.000]  因為第十章頭的時候
[00:13:14.000 --> 00:13:15.000]  就是剛才說過
[00:13:15.000 --> 00:13:16.000]  耶穌參見七十二個人
[00:13:16.000 --> 00:13:18.000]  兩個兩個出去傳道
[00:13:18.000 --> 00:13:19.000]  傳完道回來
[00:13:19.000 --> 00:13:20.000]  他們興高采烈
[00:13:20.000 --> 00:13:22.000]  為了他們的侍奉
[00:13:22.000 --> 00:13:23.000]  很開心地跟主耶穌說
[00:13:23.000 --> 00:13:24.000]  我們講鬼
[00:13:24.000 --> 00:13:26.000]  鬼都怕了我們
[00:13:26.000 --> 00:13:30.000]  然後耶穌矯正他們的觀念
[00:13:30.000 --> 00:13:33.000]  為了侍奉的果效
[00:13:33.000 --> 00:13:35.000]  歡欣開心
[00:13:35.000 --> 00:13:37.000]  比不上你的明哲記
[00:13:37.000 --> 00:13:40.000]  生命冊上更加的喜樂
[00:13:40.000 --> 00:13:44.000]  就是說你個人的生命
[00:13:44.000 --> 00:13:46.000]  跟神的關係
[00:13:46.000 --> 00:13:48.000]  你個人生命所經歷的恩典
[00:13:48.000 --> 00:13:51.000]  被你侍奉手左所作的東西
[00:13:51.000 --> 00:13:53.000]  更加重要
[00:13:53.000 --> 00:13:55.000]  神更看重
[00:13:55.000 --> 00:13:56.000]  當我們說完這件事的時候
[00:13:56.000 --> 00:13:57.000]  接著就說
[00:13:57.000 --> 00:13:59.000]  律法師來試探耶穌
[00:13:59.000 --> 00:14:01.000]  律法裡面最重要的是兩件事
[00:14:01.000 --> 00:14:02.000]  你要盡心盡力
[00:14:02.000 --> 00:14:03.000]  盡力愛你的神
[00:14:03.000 --> 00:14:06.000]  又要愛鄰舍如同自己
[00:14:06.000 --> 00:14:08.000]  你發覺很合適
[00:14:08.000 --> 00:14:09.000]  接著說到這段
[00:14:09.000 --> 00:14:10.000]  說完這段之後
[00:14:10.000 --> 00:14:13.000]  接著說到路加方第十一章
[00:14:13.000 --> 00:14:16.000]  耶穌教門徒祈禱
[00:14:16.000 --> 00:14:18.000]  耶穌教門徒怎樣祈禱
[00:14:18.000 --> 00:14:21.000]  你們祈禱的時候要這樣
[00:14:21.000 --> 00:14:22.000]  父啊
[00:14:22.000 --> 00:14:23.000]  願人都尊你的名為
[00:14:23.000 --> 00:14:27.000]  成願你的國降臨
[00:14:27.000 --> 00:14:29.000]  對應全心全意
[00:14:29.000 --> 00:14:30.000]  你要盡心盡力
[00:14:30.000 --> 00:14:32.000]  盡力愛著你的神
[00:14:32.000 --> 00:14:34.000]  我們耶穌的飲食天天賜給我們
[00:14:34.000 --> 00:14:36.000]  赦免我們的罪
[00:14:36.000 --> 00:14:37.000]  因為我們有一赦免
[00:14:37.000 --> 00:14:39.000]  凡虧欠我們的人
[00:14:39.000 --> 00:14:42.000]  不叫我們陷入試探
[00:14:42.000 --> 00:14:44.000]  當你將這段經文
[00:14:44.000 --> 00:14:46.000]  這段的圖文
[00:14:46.000 --> 00:14:52.000]  配上馬大和瑪利亞的處境裡面
[00:14:52.000 --> 00:14:56.000]  你發不發覺有些東西是合的
[00:14:56.000 --> 00:14:57.000]  講到馬大
[00:14:57.000 --> 00:15:03.000]  他應該要怎樣
[00:15:03.000 --> 00:15:06.000]  當你發思想耶穌的時候
[00:15:06.000 --> 00:15:08.000]  你要盡心盡性盡力
[00:15:08.000 --> 00:15:10.000]  盡力愛著你的神
[00:15:10.000 --> 00:15:12.000]  又要愛倫謝如同自己
[00:15:12.000 --> 00:15:15.000]  我很喜歡英文的翻譯
[00:15:15.000 --> 00:15:17.000]  英文的翻譯就是說
[00:15:17.000 --> 00:15:19.000]  我們要愛著我們的神
[00:15:19.000 --> 00:15:20.000]  with all your heart
[00:15:20.000 --> 00:15:22.000]  with all your soul
[00:15:22.000 --> 00:15:24.000]  and with all your strength
[00:15:24.000 --> 00:15:25.000]  and with all your mind
[00:15:25.000 --> 00:15:26.000]  簡單一點
[00:15:26.000 --> 00:15:27.000]  不是用盡力字
[00:15:27.000 --> 00:15:30.000]  是全心愛著你的神
[00:15:30.000 --> 00:15:33.000]  盡你的心靈
[00:15:33.000 --> 00:15:34.000]  盡你的力量
[00:15:34.000 --> 00:15:37.000]  不是用盡字
[00:15:37.000 --> 00:15:39.000]  全心
[00:15:39.000 --> 00:15:41.000]  全意
[00:15:41.000 --> 00:15:43.000]  全部的力量
[00:15:43.000 --> 00:15:45.000]  全部的思想
[00:15:45.000 --> 00:15:48.000]  全心
[00:15:48.000 --> 00:15:51.000]  all
[00:15:51.000 --> 00:15:55.000]  反過來回到這段經文
[00:15:55.000 --> 00:15:59.000]  馬大和瑪利亞是否
[00:15:59.000 --> 00:16:02.000]  是否全心全意
[00:16:02.000 --> 00:16:04.000]  來到主耶穌基督的根前
[00:16:04.000 --> 00:16:05.000]  去服事
[00:16:05.000 --> 00:16:07.000]  去聆聽
[00:16:07.000 --> 00:16:09.000]  這段經文最重要的是
[00:16:09.000 --> 00:16:12.000]  回到之前主耶穌說
[00:16:12.000 --> 00:16:15.000]  全心全意和愛倫謝如同自己
[00:16:15.000 --> 00:16:17.000]  去看回這一段
[00:16:17.000 --> 00:16:19.000]  什麼叫全心全意愛主
[00:16:19.000 --> 00:16:22.000]  心裡面只有主
[00:16:22.000 --> 00:16:23.000]  什麼叫全心全意
[00:16:23.000 --> 00:16:25.000]  當你全心全意愛一個人的時候
[00:16:25.000 --> 00:16:27.000]  你很想明白那個人
[00:16:27.000 --> 00:16:29.000]  你很想知道他在想什麼
[00:16:29.000 --> 00:16:32.000]  你很想知道他的心靈是怎樣
[00:16:32.000 --> 00:16:34.000]  以他的喜樂成為你的喜樂
[00:16:34.000 --> 00:16:36.000]  希望他能夠快樂
[00:16:36.000 --> 00:16:39.000]  因為全心全意愛
[00:16:39.000 --> 00:16:40.000]  自私的愛就是
[00:16:40.000 --> 00:16:43.000]  我想怎樣愛就怎樣愛
[00:16:43.000 --> 00:16:47.000]  這個叫自我中心的愛
[00:16:47.000 --> 00:16:50.000]  為什麼用全心全意的愛
[00:16:50.000 --> 00:16:53.000]  來看回馬大和瑪利亞呢
[00:16:53.000 --> 00:16:56.000]  馬大是否明白耶穌
[00:16:56.000 --> 00:16:58.000]  聖經沒有說
[00:16:58.000 --> 00:17:00.000]  不過你想多一點
[00:17:00.000 --> 00:17:03.000]  耶穌那時候的處境
[00:17:03.000 --> 00:17:06.000]  很明顯耶穌剛剛受完律法師試探
[00:17:06.000 --> 00:17:09.000]  再闊一點
[00:17:09.000 --> 00:17:11.000]  其實那段時候
[00:17:11.000 --> 00:17:15.000]  是耶穌最後一次上耶路撒冷
[00:17:15.000 --> 00:17:18.000]  耶穌已經被彼得認出
[00:17:18.000 --> 00:17:21.000]  他是神的兒子
[00:17:21.000 --> 00:17:22.000]  他是基督
[00:17:22.000 --> 00:17:24.000]  接著耶穌開始預言
[00:17:24.000 --> 00:17:26.000]  他要受苦受難
[00:17:26.000 --> 00:17:28.000]  開始步上耶路撒冷
[00:17:28.000 --> 00:17:31.000]  去面對十字架
[00:17:31.000 --> 00:17:32.000]  而去到伯大利
[00:17:32.000 --> 00:17:34.000]  伯大利是一個什麼地方呢
[00:17:34.000 --> 00:17:35.000]  就是耶路撒冷
[00:17:35.000 --> 00:17:38.000]  距離耶路撒冷三公里的地方
[00:17:38.000 --> 00:17:39.000]  三公里有多遠
[00:17:39.000 --> 00:17:41.000]  其實我們不太知道三公里有多遠
[00:17:41.000 --> 00:17:43.000]  於是乎我找一找
