
[00:00:00.000 --> 00:00:02.000]  《生命樹宣教網絡》
[00:02:51.880 --> 00:02:53.440]  是應許來的
[00:02:53.440 --> 00:02:55.400]  是承諾來的
[00:02:55.400 --> 00:02:58.480]  是發誓來的
[00:02:58.480 --> 00:03:00.960]  我要叫你指著耶和華
[00:03:00.960 --> 00:03:03.320]  天地的主起誓
[00:03:03.320 --> 00:03:09.520]  不要為我的兒子娶這迦南地中的女子為妻
[00:03:09.520 --> 00:03:11.840]  如果我死了
[00:03:11.840 --> 00:03:14.440]  你幫我打理這條迦南
[00:03:14.440 --> 00:03:15.920]  當我兒子要結婚
[00:03:15.920 --> 00:03:18.200]  我想幫他選一個伴侶
[00:03:18.200 --> 00:03:22.000]  不過你千萬不要幫我選一個本地
[00:03:22.000 --> 00:03:26.120]  你知道阿伯拉克離開本地本族富家
[00:03:26.120 --> 00:03:28.520]  吳爾城走了很遠
[00:03:28.520 --> 00:03:31.960]  去到神鷹許比的地方就是迦南地
[00:03:31.960 --> 00:03:34.840]  你不要在這個地方
[00:03:34.840 --> 00:03:37.560]  迦南幫我選一個女子為他的妻
[00:03:37.560 --> 00:03:39.320]  做我的媳婦
[00:03:39.320 --> 00:03:41.200]  你要幫我做一件事
[00:03:41.200 --> 00:03:47.240]  你要幫我本地本族返回吳爾城那個地方
[00:03:47.240 --> 00:03:51.080]  為我的兒子或者吳爾城那一帶
[00:03:51.080 --> 00:03:55.680]  為我的兒子以實娶一個妻子
[00:03:55.680 --> 00:03:59.400]  幫我選一個媳婦
[00:03:59.400 --> 00:04:01.840]  怎樣選呢?不是帶兒子去
[00:04:01.840 --> 00:04:03.920]  是帶一個女子回來
[00:04:03.920 --> 00:04:06.000]  返回本地本族
[00:04:06.000 --> 00:04:13.360]  本人跟他說如果我這麼遠千里迢迢去
[00:04:13.360 --> 00:04:18.000]  你可否嫁給我一個少東
[00:04:18.000 --> 00:04:23.120]  我要見他在這裡結婚就可以
[00:04:23.120 --> 00:04:26.760]  倘若女子不肯跟我到這地方來
[00:04:26.760 --> 00:04:30.720]  我必須將你的兒子帶回你原出之地嗎?
[00:04:30.720 --> 00:04:34.240]  我要將以實帶去嗎?
[00:04:34.240 --> 00:04:37.160]  本人就說你要謹慎
[00:04:37.160 --> 00:04:38.480]  記得你要謹慎
[00:04:38.480 --> 00:04:40.880]  即是說記住記住記住
[00:04:40.880 --> 00:04:43.800]  不要帶我兒子回那裡去
[00:04:43.800 --> 00:04:45.760]  不要帶
[00:04:45.760 --> 00:04:50.200]  如果女子說我要見未婚夫先
[00:04:50.200 --> 00:04:52.280]  帶他來見我
[00:04:52.280 --> 00:04:54.440]  或者未來岳父說帶他來見我
[00:04:54.440 --> 00:04:56.840]  我才肯給女兒嫁
[00:04:56.840 --> 00:04:58.440]  不要你要謹慎
[00:04:58.440 --> 00:05:00.680]  即是千萬千萬要記住
[00:05:00.680 --> 00:05:03.920]  不要帶我的兒子回去那裡
[00:05:03.920 --> 00:05:07.400]  耶和華天上的主是帶我離開
[00:05:07.400 --> 00:05:10.040]  富家和本地的本族的地方
[00:05:10.040 --> 00:05:12.440]  是帶我離開那裡的
[00:05:12.440 --> 00:05:16.080]  所以你千萬不要帶我兒子回去
[00:05:16.080 --> 00:05:18.040]  以免他住在那裡
[00:05:18.040 --> 00:05:21.040]  感神的話就落空了
[00:05:21.040 --> 00:05:22.920]  所以我很尊敬神的
[00:05:22.920 --> 00:05:26.360]  你絕對不可以帶我兒子去
[00:05:26.360 --> 00:05:28.120]  祂是跟我起誓
[00:05:28.120 --> 00:05:30.360]  我要將這地賜給你的後裔
[00:05:30.360 --> 00:05:33.560]  所以我一定要在這裡迦南地
[00:05:33.560 --> 00:05:35.280]  不過我不喜歡迦南地的女子
[00:05:35.280 --> 00:05:38.800]  我要找一個我本地本族富家
[00:05:38.800 --> 00:05:40.760]  以前那裡的女子
[00:05:40.760 --> 00:05:42.560]  我就差遣使者在你前面
[00:05:42.560 --> 00:05:46.880]  你就可以在那裡為我的兒子娶一個妻子
[00:05:46.880 --> 00:05:49.680]  是神起誓跟我說的
[00:05:49.680 --> 00:05:51.520]  這個地方我給你
[00:05:51.520 --> 00:05:53.560]  是祂差遣我來這裡
[00:05:53.560 --> 00:05:55.960]  我會差遣一個使者在你面前走
[00:05:55.960 --> 00:05:59.840]  你可以在那裡本地本族富家那裡
[00:05:59.840 --> 00:06:01.920]  娶一個妻子
[00:06:01.920 --> 00:06:05.800]  如果那個女子不肯跟你來
[00:06:05.800 --> 00:06:09.440]  我使你起的誓就與你無關
[00:06:09.440 --> 00:06:13.800]  此時千萬不可以帶我的兒子回那裡去
[00:06:13.800 --> 00:06:16.520]  如果那個女子你選對了
[00:06:16.520 --> 00:06:18.520]  那個女子又不肯跟著來
[00:06:18.520 --> 00:06:20.960]  要說兒子去見她
[00:06:20.960 --> 00:06:21.880]  那你怎樣?
[00:06:21.880 --> 00:06:23.640]  你千萬不要帶我兒子去
[00:06:23.640 --> 00:06:26.200]  寧願這個誓言算數了
[00:06:26.200 --> 00:06:29.000]  那個女子算了不要了
[00:06:29.000 --> 00:06:33.080]  僕人就把手放在他主人阿伯拉罕的大腿下
[00:06:33.080 --> 00:06:36.800]  為這時向他起誓
[00:06:36.800 --> 00:06:38.840]  頭又講尾又講
[00:06:38.840 --> 00:06:43.360]  把手在主人阿伯拉罕的大腿下為他起誓
[00:06:43.360 --> 00:06:45.760]  這個起誓是什麼呢?
[00:06:45.760 --> 00:06:54.080]  娶一個本地本族富家的女子過來嫁給我兒子
[00:06:54.080 --> 00:06:55.840]  因為神賜這個地給我
[00:06:55.840 --> 00:06:57.600]  是要我留在這裡
[00:06:57.600 --> 00:07:01.560]  不過我想我兒子不會跟本地人混雜
[00:07:01.560 --> 00:07:06.640]  所以要找一個本地本族富家的妖婉嫁過來
[00:07:06.640 --> 00:07:08.920]  如果他不肯來就算了
[00:07:08.920 --> 00:07:11.360]  這樣也不錯
[00:07:11.360 --> 00:07:14.160]  他相信神一定會有工作
[00:07:14.160 --> 00:07:16.480]  就叫那個僕人
[00:07:16.480 --> 00:07:21.800]  把手放在他的主人阿伯拉罕的大腿下起誓
[00:07:21.800 --> 00:07:23.760]  在這件事上
[00:07:23.760 --> 00:07:29.280]  你見到阿伯拉罕處事很認真
[00:07:29.280 --> 00:07:32.520]  神說過這樣,他就跟著這樣做
[00:07:32.520 --> 00:07:34.120]  不肯改
[00:07:34.120 --> 00:07:37.560]  如果兒子見不到怎麼辦?這樣才算
[00:07:37.560 --> 00:07:39.800]  總之我要娶回本地本族
[00:07:39.800 --> 00:07:43.920]  跟我一樣認識耶和華的那些人
[00:07:43.920 --> 00:07:45.440]  所以你一定要找我來嫁
[00:07:45.440 --> 00:07:46.680]  就是要這樣的
[00:07:46.680 --> 00:07:49.200]  好,僕人就說好
[00:07:49.200 --> 00:07:51.080]  我現在明白了,就去吧
[00:07:51.080 --> 00:07:52.680]  他就很放心派他去
[00:07:52.680 --> 00:07:56.840]  而他的老僕人也很認真做這件事
[00:07:56.840 --> 00:07:59.440]  在這件事上我見到兩個字
[00:07:59.440 --> 00:08:00.760]  就是認真
[00:08:00.760 --> 00:08:02.960]  阿伯拉罕很認真
[00:08:02.960 --> 00:08:05.440]  他的僕人也很認真
[00:08:05.440 --> 00:08:09.920]  也要求將來認真地發生
[00:08:09.920 --> 00:08:13.400]  千萬不要一下不認真
[00:08:13.400 --> 00:08:17.480]  讓兒子回去,回去就不回來
[00:08:17.480 --> 00:08:19.160]  這樣就糟糕了
[00:08:19.160 --> 00:08:21.200]  就住在本地本族富家
[00:08:21.200 --> 00:08:24.840]  於是神帶我出來,這件事就落空了
[00:08:24.840 --> 00:08:28.760]  這樣不好,神的話不能夠承傳
[00:08:28.760 --> 00:08:30.280]  神這樣說,他就跟著做
[00:08:30.280 --> 00:08:33.200]  這個很認真和順從
[00:08:33.200 --> 00:08:35.560]  我們就學習這件事
[00:08:35.560 --> 00:08:40.240]  這件事就是「大腿底下的誓言」
[00:08:40.240 --> 00:08:44.800]  我們服侍神的人也要有「大腿底下的誓言」
[00:08:44.800 --> 00:08:47.720]  好,神叫我這樣做
[00:08:47.720 --> 00:08:51.480]  你叫我,我就發誓這樣做,做到底
[00:08:51.480 --> 00:08:53.720]  做到最好,這就是最好了
[00:08:53.720 --> 00:08:55.200]  我們一起祈禱吧
[00:08:55.200 --> 00:08:59.560]  求天父幫助我們
[00:08:59.560 --> 00:09:02.920]  很多時候一些難做的事
[00:09:02.920 --> 00:09:06.160]  去到很遠的事
[00:09:06.160 --> 00:09:08.120]  一些說不完的事
[00:09:08.120 --> 00:09:10.040]  在今天我們不敢做的
[00:09:10.040 --> 00:09:11.680]  因為要冒險
[00:09:11.680 --> 00:09:13.800]  是可能不成功的
[00:09:13.800 --> 00:09:15.280]  我也不想不成功
[00:09:15.280 --> 00:09:18.560]  所以乾脆不要接這個工作了
[00:09:18.560 --> 00:09:20.400]  不過這個老僕人
[00:09:20.400 --> 00:09:21.960]  他問清楚之後就說
[00:09:21.960 --> 00:09:23.640]  好啊,我自己去
[00:09:23.640 --> 00:09:27.800]  哇,那個路程真的是千里迢迢
[00:09:27.800 --> 00:09:29.880]  登山涉水,沒有什麼山
[00:09:29.880 --> 00:09:32.840]  不過是經過曠野比行山更辛苦
[00:09:32.840 --> 00:09:34.600]  又有強度又有性
[00:09:34.600 --> 00:09:37.080]  要去娶一個媳婦回來
[00:09:37.080 --> 00:09:43.160]  代表家人,代表我的主人去選一個媳婦
[00:09:43.160 --> 00:09:46.000]  這個責任實在太重了
[00:09:46.000 --> 00:09:47.760]  不過這個老僕人
[00:09:47.760 --> 00:09:50.280]  服侍他的主人阿伯拉罕這麼久
[00:09:50.280 --> 00:09:52.240]  服侍到底
[00:09:52.240 --> 00:09:54.840]  也信靠上帝就去了
[00:09:54.840 --> 00:09:59.800]  把手放在阿伯拉罕的大腿底下
[00:09:59.800 --> 00:10:02.360]  發誓會做這件事
[00:10:02.360 --> 00:10:05.240]  幫助我們都有這樣的信心與投身
[00:10:05.240 --> 00:10:07.160]  有這樣的偉身
[00:10:07.160 --> 00:10:08.080]  既然主要我做
[00:10:08.080 --> 00:10:12.320]  我就把手放在神的大腿底下
[00:10:12.320 --> 00:10:14.440]  好,我就承諾做這件事
[00:10:14.440 --> 00:10:15.720]  而且做到底
[00:10:15.720 --> 00:10:17.520]  不明白的問清楚
[00:10:17.520 --> 00:10:19.080]  就跟著去做
[00:10:19.080 --> 00:10:21.480]  讓我們學習這個僕人
[00:10:21.480 --> 00:10:23.440]  雖然他在這裡沒有名字
[00:10:23.440 --> 00:10:25.680]  不過你是欣賞的
[00:10:25.680 --> 00:10:28.240]  幫助我們也有阿伯拉罕那種心智
[00:10:28.240 --> 00:10:29.920]  既然主要帶我出來
[00:10:29.920 --> 00:10:31.760]  我就要我兒子留在這裡
[00:10:31.760 --> 00:10:34.120]  不會回到以前的地方
[00:10:34.120 --> 00:10:35.840]  雖然以前的地方在那裡
[00:10:35.840 --> 00:10:39.560]  吳以成比這裡進步得多多聲了
[00:10:39.560 --> 00:10:42.360]  不過我既然被神帶到這裡
[00:10:42.360 --> 00:10:43.920]  我就要來這裡
[00:10:43.920 --> 00:10:47.040]  深信這個媳婦也會預備的
[00:10:47.040 --> 00:10:51.000]  多謝你讓我們看到阿伯拉罕的榜樣
[00:10:51.000 --> 00:10:53.360]  看到這個僕人的榜樣
[00:10:53.360 --> 00:10:55.360]  讓我們學習侍奉你
[00:10:55.360 --> 00:10:57.720]  禱告奉耶穌基督的名頭
[00:10:57.720 --> 00:10:58.480]  阿門
