
[00:00:00.000 --> 00:00:02.520]  我們看看今天我們要分享的訊息
[00:03:09.920 --> 00:03:11.080]  是不是很豪華?
[00:03:11.080 --> 00:03:13.480]  十個蛋糕
[00:03:13.480 --> 00:03:14.760]  「探病」呢?
[00:03:14.760 --> 00:03:17.240]  說什麼?
[00:03:17.240 --> 00:03:18.280]  「早日康復」
[00:03:18.280 --> 00:03:20.040]  是的
[00:03:20.040 --> 00:03:22.800]  不過我和我太太有時候半開玩笑說
[00:03:22.800 --> 00:03:24.240]  如果真的有一天
[00:03:24.240 --> 00:03:27.400]  我已經去到差不多了
[00:03:27.400 --> 00:03:29.920]  你不一定要祈禱叫神救我的
[00:03:29.920 --> 00:03:31.520]  如果她真的要帶我回天家
[00:03:31.520 --> 00:03:33.520]  你就任由她吧
[00:03:33.520 --> 00:03:36.600]  這個是基督徒獨有的一個
[00:03:36.600 --> 00:03:37.960]  希望是灑脫的想法
[00:03:37.960 --> 00:03:39.240]  當然我們正常來說就說
[00:03:39.240 --> 00:03:40.240]  「早日康復」
[00:03:40.240 --> 00:03:42.120]  「神醫治你」等等
[00:03:42.120 --> 00:03:43.600]  那婚禮呢?
[00:03:43.600 --> 00:03:44.080]  你說什麼?
[00:03:44.080 --> 00:03:47.080]  不要亂說話,婚禮
[00:03:47.080 --> 00:03:49.760]  恭喜你,你們兩個永結同心
[00:03:49.760 --> 00:03:54.280]  陳牧師喜歡聽「早生貴子」
[00:03:54.280 --> 00:03:56.520]  永結同心,早生貴子
[00:03:56.520 --> 00:03:57.880]  這些很老套
[00:03:57.880 --> 00:04:00.280]  最重要是互相相親相愛
[00:04:00.280 --> 00:04:02.040]  直到永遠
[00:04:02.040 --> 00:04:03.480]  喪事是不可以玩的
[00:04:03.480 --> 00:04:06.760]  因為你留心喪家的心情很沉重
[00:04:06.760 --> 00:04:09.480]  穿衣服要誠實一點
[00:04:09.480 --> 00:04:11.200]  說話要慢一點
[00:04:11.200 --> 00:04:12.760]  簡單一點說什麼?
[00:04:12.760 --> 00:04:16.320]  求主的平安、安慰臨到你身上就行了
[00:04:16.320 --> 00:04:18.440]  不用說太多話的,知道嗎?
[00:04:18.440 --> 00:04:20.040]  不用一大堆解釋聖經
[00:04:20.040 --> 00:04:21.640]  不是那個時候說
[00:04:21.640 --> 00:04:24.000]  總之不同的時間
[00:04:24.000 --> 00:04:26.240]  就會有不同的場合
[00:04:26.240 --> 00:04:27.280]  就有不同適當的說話
[00:04:27.280 --> 00:04:28.880]  那麼傳福音
[00:04:28.880 --> 00:04:30.520]  有什麼我們必須述說的呢?
[00:04:30.520 --> 00:04:31.640]  就是我們今天
[00:04:31.640 --> 00:04:33.200]  這段經文或者耶穌基督
[00:04:33.200 --> 00:04:35.840]  特別是透過這個女人所做的事情
[00:04:35.840 --> 00:04:39.760]  給我們一些教導和啟發
[00:04:39.760 --> 00:04:41.480]  先說一下背景
[00:04:41.480 --> 00:04:43.640]  在第一節提了幾件事
[00:04:43.640 --> 00:04:46.280]  第一,時間是什麼時候?
[00:04:46.280 --> 00:04:47.680]  如月節、前六日
[00:04:47.680 --> 00:04:48.960]  如月節大家都知道
[00:04:48.960 --> 00:04:50.080]  如月節是什麼事情?
[00:04:50.080 --> 00:04:52.920]  背景就是以色列人出埃及的時候
[00:04:52.920 --> 00:04:55.200]  滅命的天使第十災
[00:04:55.200 --> 00:04:56.720]  經過埃及全地
[00:04:56.720 --> 00:05:01.120]  唯有什麼家就不會被滅長子之命
[00:05:01.120 --> 00:05:04.080]  就是門框塗上高粱的血
[00:05:04.080 --> 00:05:06.240]  就能夠被遮蓋
[00:05:06.240 --> 00:05:07.480]  這個就是如月節
[00:05:07.480 --> 00:05:08.520]  如月節前六日
[00:05:08.520 --> 00:05:09.960]  就是那些準備功夫
[00:05:09.960 --> 00:05:12.000]  很重要的一個星期
[00:05:12.000 --> 00:05:13.360]  地點在哪裡?
[00:05:13.360 --> 00:05:14.480]  就是從前
[00:05:14.480 --> 00:05:15.880]  耶穌基督拉撒路復活的地方
[00:05:15.880 --> 00:05:16.960]  這個真的有點巧
[00:05:16.960 --> 00:05:18.240]  譬如你讀聖經
[00:05:18.240 --> 00:05:20.000]  有些秘訣的
[00:05:20.000 --> 00:05:22.880]  當提到拉撒路從前復活的地方
[00:05:22.880 --> 00:05:24.240]  即是接下來這件事情
[00:05:24.240 --> 00:05:26.280]  應該是跟這件事情有關
[00:05:26.280 --> 00:05:27.520]  耶穌基督拉撒路復活
[00:05:27.520 --> 00:05:31.320]  我們可以說是一個預告
[00:05:31.320 --> 00:05:33.600]  到現在差不多時候
[00:05:33.600 --> 00:05:35.720]  如月節前六日或是如月節
[00:05:35.720 --> 00:05:37.520]  祂自己神的高揚
[00:05:37.520 --> 00:05:39.600]  都是要被殺
[00:05:39.600 --> 00:05:41.000]  但是不用怕
[00:05:41.000 --> 00:05:42.600]  祂三天之後就復活
[00:05:42.600 --> 00:05:45.280]  所以這個事情的背景其實是有伏筆的
[00:05:45.280 --> 00:05:48.560]  你知道嗎?特別是寫小說的人有伏筆的
[00:05:48.560 --> 00:05:50.520]  你們喜歡看小說嗎?
[00:05:50.520 --> 00:05:51.800]  看你們這麼乖
[00:05:51.800 --> 00:05:53.360]  就是看聖經的
[00:05:53.360 --> 00:05:55.160]  不過聖經也有伏筆的
[00:05:55.160 --> 00:05:57.240]  這裡也有伏筆的
[00:05:57.240 --> 00:05:59.880]  事情經過就是這樣
[00:05:59.880 --> 00:06:01.440]  第二節提到
[00:06:01.440 --> 00:06:03.160]  我們也有時候很詫異
[00:06:03.160 --> 00:06:05.280]  一斤珍拿達香膏
[00:06:05.280 --> 00:06:08.120]  究竟是什麼概念?
[00:06:08.120 --> 00:06:10.600]  珍拿達香膏首先是很貴重的香膏
[00:06:10.600 --> 00:06:11.920]  現在沒有這個牌子了
[00:06:11.920 --> 00:06:12.840]  不過現在跟你說
[00:06:12.840 --> 00:06:14.480]  現在所有牌子都不及得上它
[00:06:14.480 --> 00:06:15.640]  什麼SK多少?
[00:06:15.640 --> 00:06:16.320]  什麼露華?
[00:06:16.320 --> 00:06:17.640]  什麼什麼那些
[00:06:17.640 --> 00:06:20.360]  我記得那些印象
[00:06:20.360 --> 00:06:22.480]  全部都不及珍拿達香膏
[00:06:22.480 --> 00:06:25.760]  而珍拿達香膏這裡所用一斤的價值
[00:06:25.760 --> 00:06:26.920]  價錢
[00:06:26.920 --> 00:06:30.040]  是當時一般人的一年的工資
[00:06:30.040 --> 00:06:31.640]  我們現在一般的平均工資
[00:06:31.640 --> 00:06:34.320]  水平是多少?我們香港
[00:06:34.320 --> 00:06:36.360]  有沒有留意?一萬嗎?
[00:06:36.360 --> 00:06:38.680]  一萬二?
[00:06:38.680 --> 00:06:40.240]  一萬三?
[00:06:40.240 --> 00:06:41.040]  不知道
[00:06:41.040 --> 00:06:42.320]  一萬多元
[00:06:42.320 --> 00:06:44.800]  總之這個珍拿達香膏一斤的話
[00:06:44.800 --> 00:06:46.760]  肯定十多二十萬走不掉的
[00:06:46.760 --> 00:06:47.360]  同意嗎?
[00:06:47.360 --> 00:06:49.440]  這樣算一算的話
[00:06:49.440 --> 00:06:50.640]  說真的
[00:06:50.640 --> 00:06:52.240]  你捨不捨得?
[00:06:52.240 --> 00:06:54.920]  買十多二十萬的禮物
[00:06:54.920 --> 00:06:57.480]  奉獻出來給神
[00:06:57.480 --> 00:06:57.960]  不簡單
[00:06:57.960 --> 00:06:59.720]  所以這個奉獻不要小看它
[00:06:59.720 --> 00:07:04.040]  還有瑪麗亞不是含著金鎖匙出生的人
[00:07:04.040 --> 00:07:05.400]  都是一般打工仔
[00:07:05.400 --> 00:07:08.080]  不過珍拿達我們又不太明白什麼叫珍拿達
[00:07:08.080 --> 00:07:09.960]  有珍拿達有沒有假拿達呢?
[00:07:09.960 --> 00:07:11.200]  我就想起這個問題
[00:07:11.200 --> 00:07:12.400]  什麼都有假的
[00:07:12.400 --> 00:07:14.760]  不過珍拿達是一個翻譯的名字
[00:07:14.760 --> 00:07:18.080]  原來珍拿達是純金蟲
[00:07:18.080 --> 00:07:19.280]  你現在知道了
[00:07:19.280 --> 00:07:22.320]  現在很流行金蟲爐
[00:07:22.320 --> 00:07:23.200]  還是什麼那些
[00:07:23.200 --> 00:07:24.120]  貴到死
[00:07:24.120 --> 00:07:25.560]  聽說那些有錢人
[00:07:25.560 --> 00:07:26.840]  十多二十萬
[00:07:26.840 --> 00:07:30.040]  幾十萬都是投一小筆的金蟲爐
[00:07:30.040 --> 00:07:34.720]  然後叫御廚幫他煮一些美食出來
[00:07:34.720 --> 00:07:36.920]  純金蟲原來它的作用是這樣的
[00:07:36.920 --> 00:07:37.800]  有寧神
[00:07:37.800 --> 00:07:38.680]  即是安靜
[00:07:38.680 --> 00:07:39.360]  Calm down你
[00:07:39.360 --> 00:07:40.680]  如果你很興奮
[00:07:40.680 --> 00:07:42.920]  很興奮的
[00:07:42.920 --> 00:07:45.040]  或者你是控制不了情緒的
[00:07:45.040 --> 00:07:46.520]  吃了它就怎麼樣?
[00:07:46.520 --> 00:07:48.600]  乖乖地睡覺
[00:07:48.600 --> 00:07:49.200]  現在不要睡了
[00:07:49.200 --> 00:07:49.840]  現在聽到
[00:07:49.840 --> 00:07:51.840]  乖乖地聽到
[00:07:51.840 --> 00:07:52.880]  陣痛
[00:07:52.880 --> 00:07:53.920]  如果很痛的話
[00:07:53.920 --> 00:07:55.320]  你知釘十字架
[00:07:55.320 --> 00:07:56.560]  十字架會痛的
[00:07:56.560 --> 00:07:58.160]  釘手
[00:07:58.160 --> 00:07:59.320]  陣痛和寧神
[00:07:59.320 --> 00:08:01.120]  所以這個禮物選得好不好?
[00:08:01.120 --> 00:08:02.240]  好東西
[00:08:02.240 --> 00:08:03.800]  一等一的
[00:08:03.800 --> 00:08:06.960]  一番的這個珍拿達香膏
[00:08:06.960 --> 00:08:09.520]  還有很特別
[00:08:09.520 --> 00:08:11.200]  你買了這麼貴的香膏
[00:08:11.200 --> 00:08:12.080]  你打爛它
[00:08:12.080 --> 00:08:12.840]  倒下去
[00:08:12.840 --> 00:08:13.920]  由頭倒到腳
[00:08:13.920 --> 00:08:15.840]  其實意思就是毫無保留
[00:08:15.840 --> 00:08:16.640]  由頭倒到腳
[00:08:16.640 --> 00:08:18.760]  全身都搞定了
[00:08:18.760 --> 00:08:20.920]  還要後來怎麼樣?
[00:08:20.920 --> 00:08:23.960]  倒完之後還要找頭髮去拆
[00:08:23.960 --> 00:08:26.720]  是什麼意思?
[00:08:26.720 --> 00:08:28.800]  所以女士留長頭髮
[00:08:28.800 --> 00:08:29.640]  我只是說而已
[00:08:29.640 --> 00:08:30.120]  不要緊
[00:08:30.120 --> 00:08:33.080]  短頭髮不用介意
[00:08:33.080 --> 00:08:34.280]  其實意思就是說
[00:08:34.280 --> 00:08:36.360]  它不是單單用錢
[00:08:36.360 --> 00:08:39.720]  珍拿達香膏一定是用錢換回來的
[00:08:39.720 --> 00:08:40.760]  換了回來之後
[00:08:40.760 --> 00:08:42.680]  不是就這樣奉獻就算了
[00:08:42.680 --> 00:08:43.440]  它是怎樣?
[00:08:43.440 --> 00:08:45.960]  它是用一份感情投入去
[00:08:45.960 --> 00:08:47.960]  來去有一個行動
[00:08:47.960 --> 00:08:50.160]  用身體的一部分頭髮
[00:08:50.160 --> 00:08:52.360]  來去將香膏
[00:08:52.360 --> 00:08:53.560]  塗在耶穌的身上
[00:08:53.560 --> 00:08:54.240]  這種是怎樣?
[00:08:54.240 --> 00:08:55.440]  這種是感情
[00:08:55.440 --> 00:08:56.160]  情
[00:08:56.160 --> 00:08:58.160]  愛的一種奉獻
[00:08:58.160 --> 00:08:58.920]  所以我們一樣
[00:08:58.920 --> 00:08:59.800]  你回來教會
[00:08:59.800 --> 00:09:00.520]  你不要以為
[00:09:00.520 --> 00:09:01.720]  一個星期奉獻了之後
[00:09:01.720 --> 00:09:03.880]  你就昂首挺胸
[00:09:03.880 --> 00:09:06.080]  已經搞定了
[00:09:06.080 --> 00:09:06.640]  不是的
[00:09:06.640 --> 00:09:07.360]  如果這個奉獻
[00:09:07.360 --> 00:09:09.560]  是沒有情感的部分的話
[00:09:09.560 --> 00:09:10.520]  行不行?
[00:09:10.520 --> 00:09:11.320]  不行的
[00:09:11.320 --> 00:09:12.160]  我們都是一樣的
[00:09:12.160 --> 00:09:13.640]  譬如你如果做父母的
[00:09:13.640 --> 00:09:15.600]  只是養大子女
[00:09:15.600 --> 00:09:17.560]  沒有愛的行不行?
[00:09:17.560 --> 00:09:18.440]  可不可以?
[00:09:18.440 --> 00:09:19.040]  可以
[00:09:19.040 --> 00:09:20.640]  不過它變成一個
[00:09:20.640 --> 00:09:21.560]  雖有父母
[00:09:21.560 --> 00:09:23.520]  但是卻沒有父母之愛
[00:09:23.520 --> 00:09:25.920]  成長的孤兒
[00:09:25.920 --> 00:09:26.920]  這樣的意思
[00:09:26.920 --> 00:09:28.120]  所以這是一個
[00:09:28.120 --> 00:09:31.280]  不單止願意擺上的
[00:09:31.280 --> 00:09:34.440]  還有感情上的投入的
[00:09:34.440 --> 00:09:38.000]  所以瑪利亞是甘心為主付上極貴重的代價
[00:09:38.000 --> 00:09:39.080]  我們問問自己
[00:09:39.080 --> 00:09:39.880]  看看可不可以
[00:09:39.880 --> 00:09:41.000]  為什麼可以做到?
[00:09:41.000 --> 00:09:42.200]  應該說為什麼可以做到?
[00:09:42.200 --> 00:09:43.200]  為什麼我做不到?
[00:09:43.200 --> 00:09:44.480]  我們待會慢慢看
[00:09:44.480 --> 00:09:47.360]  慢慢來抽絲剝繭
[00:09:47.360 --> 00:09:49.560]  第四節說什麼呢?
[00:09:49.560 --> 00:09:54.520]  當時有個人很正直地走出來
[00:09:54.520 --> 00:09:55.720]  站出來跳出來
[00:09:55.720 --> 00:09:57.720]  為什麼這麼浪費錢?
[00:09:57.720 --> 00:10:00.520]  三十兩的珍娜達香膏都買來
[00:10:00.520 --> 00:10:01.200]  就這樣打爛它
[00:10:01.200 --> 00:10:02.200]  浪費不浪費?
[00:10:02.200 --> 00:10:04.720]  但你先停一停
[00:10:04.720 --> 00:10:07.240]  其實猶太人懂不懂貨?
[00:10:07.240 --> 00:10:09.680]  你們圖鑑寶那些人
[00:10:09.680 --> 00:10:11.360]  猶太是門徒
[00:10:11.360 --> 00:10:13.480]  當時你想像的情境
[00:10:13.480 --> 00:10:16.040]  那個女人拿了一瓶香膏瓶
[00:10:16.040 --> 00:10:16.760]  啪!打爛
[00:10:16.760 --> 00:10:17.760]  就倒下去了
[00:10:17.760 --> 00:10:19.920]  全家都很香
[00:10:19.920 --> 00:10:22.520]  其實那是在說很短時間的
[00:10:22.520 --> 00:10:23.960]  現在猶太人一拿一拿
[00:10:23.960 --> 00:10:25.000]  那個瓶
[00:10:25.000 --> 00:10:26.640]  聞一聞那股味道
[00:10:26.640 --> 00:10:28.520]  就說得出是什麼
[00:10:28.520 --> 00:10:30.640]  珍娜達香膏值三十兩
[00:10:30.640 --> 00:10:32.800]  你都說猶太人不懂貨?
[00:10:32.800 --> 00:10:34.360]  有沒有搞錯?
[00:10:34.360 --> 00:10:36.480]  所以說這個猶太人聖經又不熟
[00:10:36.480 --> 00:10:38.400]  屬靈的東西他又不是很好
[00:10:38.400 --> 00:10:41.760]  但世俗的東西他一拿就行了
[00:10:41.760 --> 00:10:44.080]  這樣就自己應用了
[00:10:44.080 --> 00:10:45.920]  你哪方面比較專長?
[00:10:45.920 --> 00:10:47.240]  這期哪裡便宜?
[00:10:47.240 --> 00:10:49.280]  哇!如數家珍
[00:10:49.280 --> 00:10:52.520]  8X
[00:10:52.520 --> 00:10:54.120]  哇!全部可以背出來
[00:10:54.120 --> 00:10:55.240]  但說到屬靈的事情
[00:10:55.240 --> 00:10:56.360]  開組的時候會不會
[00:10:56.360 --> 00:10:57.400]  哎呀!腹肌
[00:10:57.400 --> 00:10:58.080]  玩手機
[00:10:58.080 --> 00:10:58.720]  WhatsApp
[00:10:58.720 --> 00:11:01.680]  不知為什麼在查經的時候
[00:11:01.680 --> 00:11:04.240]  或者討論屬靈事件的時候
[00:11:04.240 --> 00:11:09.120]  你總是想上廁所
[00:11:09.120 --> 00:11:12.880]  每個人其實都有自己的價值觀
[00:11:12.880 --> 00:11:13.520]  才有次序
[00:11:13.520 --> 00:11:14.600]  對不對?
[00:11:14.600 --> 00:11:16.200]  當你很重視的東西的時候
[00:11:16.200 --> 00:11:17.960]  你特別要留心一點
[00:11:17.960 --> 00:11:21.000]  這期我和Customs就很合拍
[00:11:21.000 --> 00:11:21.840]  我不怕告訴你
[00:11:21.840 --> 00:11:23.360]  我昨晚看球賽
[00:11:23.360 --> 00:11:24.960]  因為十點鐘打球不怕
[00:11:24.960 --> 00:11:26.320]  一輪又沒有遲到
[00:11:26.320 --> 00:11:26.840]  很精神
[00:11:26.840 --> 00:11:27.760]  你看看牧師
[00:11:27.760 --> 00:11:29.400]  4比1
[00:11:29.400 --> 00:11:30.960]  思朗會開二度
[00:11:30.960 --> 00:11:32.200]  我們很開心
[00:11:32.200 --> 00:11:35.880]  所以看他今天多開心
[00:11:35.880 --> 00:11:38.720]  你喜歡的東西你就會關心
[00:11:38.720 --> 00:11:39.920]  你會留意那些新聞
[00:11:39.920 --> 00:11:41.240]  所以這個猶大
[00:11:41.240 --> 00:11:42.680]  他最關心什麼?
[00:11:42.680 --> 00:11:45.160]  錢
[00:11:45.160 --> 00:11:46.000]  所以一看
[00:11:46.000 --> 00:11:47.680]  哇!三十兩
[00:11:47.680 --> 00:11:48.320]  很厲害
[00:11:48.320 --> 00:11:51.120]  這個是行內人
[00:11:51.120 --> 00:11:53.760]  門徒當時的靈命尚且膚淺
[00:11:53.760 --> 00:11:55.840]  不領略瑪麗亞所做的是什麼意義
[00:11:55.840 --> 00:11:58.680]  所以聖經說不單止猶大反對
[00:11:58.680 --> 00:12:00.360]  其實你看其他的科幻書
[00:12:00.360 --> 00:12:02.360]  馬太科幻書的話
[00:12:02.360 --> 00:12:04.240]  還有其他的門徒
[00:12:04.240 --> 00:12:05.640]  都很不喜歡
[00:12:05.640 --> 00:12:08.320]  都很不喜歡這個女人所做的事
[00:12:08.320 --> 00:12:09.080]  為什麼?
[00:12:09.080 --> 00:12:12.080]  他們放錯焦點
[00:12:12.080 --> 00:12:14.720]  看不到這個意義在哪裡
[00:12:14.720 --> 00:12:16.760]  或者看到表面的價值
[00:12:16.760 --> 00:12:19.400]  在物質上很浪費
[00:12:19.400 --> 00:12:20.600]  不應該這樣做
[00:12:20.600 --> 00:12:23.160]  但卻看不到這個價值
[00:12:23.160 --> 00:12:24.320]  是把握這個時間
[00:12:24.320 --> 00:12:27.160]  因為耶穌快要被釘十字架
[00:12:27.160 --> 00:12:30.160]  我們看看另外兩卷科幻書
[00:12:30.160 --> 00:12:32.040]  怎樣來翻譯這一段經文
[00:12:32.040 --> 00:12:35.760]  他剛才說
[00:12:35.760 --> 00:12:36.640]  他剛才說什麼?
[00:12:36.640 --> 00:12:38.200]  他說三十兩銀子而已
[00:12:38.200 --> 00:12:39.480]  沒有說其他東西
[00:12:39.480 --> 00:12:41.280]  接著這兩節補充一些資料
[00:12:41.280 --> 00:12:43.280]  有幾個人心中很不悅
[00:12:43.280 --> 00:12:44.080]  說什麼?
[00:12:44.080 --> 00:12:46.280]  何用者枉費向高呢?
[00:12:46.280 --> 00:12:47.520]  馬太也是這樣說
[00:12:47.520 --> 00:12:49.480]  枉費我們現在很少說
[00:12:49.480 --> 00:12:50.160]  枉費
[00:12:50.160 --> 00:12:56.000]  這個詞其實解釋為浪費
[00:12:56.000 --> 00:12:58.080]  或者更深層的意思是
[00:12:58.080 --> 00:13:00.360]  為什麼你會覺得浪費了時間
[00:13:00.360 --> 00:13:02.360]  浪費了錢
[00:13:02.360 --> 00:13:03.360]  去買一些東西
[00:13:03.360 --> 00:13:04.120]  做一些事
[00:13:04.120 --> 00:13:06.560]  就因為你覺得不值得
[00:13:06.560 --> 00:13:08.000]  如果你覺得值得
[00:13:08.000 --> 00:13:09.520]  你就會花很多心機
[00:13:09.520 --> 00:13:10.560]  儲很久錢也會買的
[00:13:10.560 --> 00:13:11.600]  對不對?
[00:13:11.600 --> 00:13:14.520]  我記得我年輕四十多年前
[00:13:14.520 --> 00:13:16.320]  十多歲的時候
[00:13:16.320 --> 00:13:19.680]  因為要儲錢買一雙球鞋
[00:13:19.680 --> 00:13:22.280]  因為家裡沒有錢給你用
[00:13:22.280 --> 00:13:24.480]  儲了很久錢才買到一雙
[00:13:24.480 --> 00:13:27.240]  一百九十九元的Adidas球鞋
[00:13:27.240 --> 00:13:27.960]  一百九十九元
[00:13:27.960 --> 00:13:28.520]  你不要笑了
[00:13:28.520 --> 00:13:29.400]  四十多年前
[00:13:29.400 --> 00:13:30.360]  很貴的了
[00:13:30.360 --> 00:13:31.600]  你知道香港
[00:13:31.600 --> 00:13:33.200]  亞美洲的水平
[00:13:33.200 --> 00:13:34.400]  一穿出來
[00:13:34.400 --> 00:13:35.760]  亞美洲真光
[00:13:35.760 --> 00:13:38.760]  整個州的人都看著我
[00:13:38.760 --> 00:13:39.560]  聰明不聰明
[00:13:39.560 --> 00:13:41.280]  值得
[00:13:41.280 --> 00:13:42.040]  一百九十九元
[00:13:42.040 --> 00:13:43.360]  我最記得一百九十九元
[00:13:43.360 --> 00:13:44.480]  儲了很久錢
[00:13:44.480 --> 00:13:46.840]  儲了很久利是錢才買到的
[00:13:46.840 --> 00:13:49.720]  你們有什麼很想做的事情?
[00:13:49.720 --> 00:13:50.800]  我不知道
[00:13:50.800 --> 00:13:51.920]  我不要說哪個名字
[00:13:51.920 --> 00:13:54.280]  男人喜歡模型
[00:13:54.280 --> 00:13:55.120]  儲了很久錢
[00:13:55.120 --> 00:13:57.280]  投一個限量版的模型來
[00:13:57.280 --> 00:13:58.120]  放在家裡
[00:13:58.120 --> 00:14:00.040]  全屋生輝
[00:14:00.040 --> 00:14:01.240]  女士呢
[00:14:01.240 --> 00:14:02.560]  女士買個包包
[00:14:02.560 --> 00:14:06.160]  那些V、M、X
[00:14:06.160 --> 00:14:07.440]  是不是很貴?
[00:14:07.440 --> 00:14:08.640]  但是你呢
[00:14:08.640 --> 00:14:10.640]  我們每個人總有一剎千金的
