
[00:00:00.000 --> 00:00:02.000]  第五章第九節
[00:05:17.000 --> 00:05:22.000]  其實主耶穌在這裏是講到天國的子民
[00:05:22.000 --> 00:05:27.000]  我們每一個信主,和世界上的子民
[00:05:27.000 --> 00:05:32.000]  生活方式、生活價值的態度是不一樣的
[00:05:32.000 --> 00:05:40.000]  大概一年多前,在中國大陸有一部電影叫《流浪地球》
[00:05:40.000 --> 00:05:47.000]  電影是從一本書裏來的
[00:05:47.000 --> 00:05:50.000]  作者叫劉慈欣
[00:05:50.000 --> 00:05:58.000]  《流浪地球》講到太陽準備毀滅
[00:05:58.000 --> 00:06:03.000]  所以地球的人要想盡辦法
[00:06:03.000 --> 00:06:10.000]  如何避免太陽毀滅時,地球也會毀滅
[00:06:10.000 --> 00:06:14.000]  在地球做了一個很大的推進器
[00:06:14.000 --> 00:06:18.000]  將地球推出去外太空
[00:06:18.000 --> 00:06:24.000]  看看能不能找到一個適合生存的環境
[00:06:24.000 --> 00:06:31.000]  這部電影叫《流浪地球》
[00:06:31.000 --> 00:06:34.000]  其實我們看電影的時候都要看看
[00:06:34.000 --> 00:06:41.000]  電影的來源,從什麼背景來的
[00:06:41.000 --> 00:06:45.000]  原來劉慈欣的作者在2007年
[00:06:45.000 --> 00:06:50.000]  在電視上有一個辯論
[00:06:50.000 --> 00:06:55.000]  在電視臺有一個教授,一個是劉慈欣
[00:06:55.000 --> 00:06:59.000]  一個是美女主持,主持一個辯論
[00:06:59.000 --> 00:07:04.000]  話題是,如果一天世界末日,人類都死光了
[00:07:04.000 --> 00:07:08.000]  只剩下這三個人
[00:07:08.000 --> 00:07:14.000]  這三個人代表所有世界的文明
[00:07:14.000 --> 00:07:20.000]  但是有個條件,必須要殺了美女的主持
[00:07:20.000 --> 00:07:25.000]  將她喫掉,其餘兩個人才能生存下去
[00:07:25.000 --> 00:07:29.000]  問題是我們應不應該下手
[00:07:29.000 --> 00:07:35.000]  當時這個教授聽完之後非常驚訝
[00:07:35.000 --> 00:07:41.000]  他說活人,活生生地喫已經是毫無人性
[00:07:41.000 --> 00:07:44.000]  這個美女是無辜的
[00:07:44.000 --> 00:07:48.000]  即使喫了她之後我們能夠生存下去
[00:07:48.000 --> 00:07:54.000]  剩下我們這兩個人已經和野獸沒有什麼分別
[00:07:54.000 --> 00:07:59.000]  再沒有文明,活下去還有什麼意義呢
[00:07:59.000 --> 00:08:09.000]  劉慈欣回答,沒有了起碼的生存文明又有何意義呢
[00:08:09.000 --> 00:08:14.000]  這個很有名,變成了一個劉氏定律
[00:08:14.000 --> 00:08:19.000]  其實這個也不是一個偶然出現的定律
[00:08:19.000 --> 00:08:22.000]  可以看到這個世界原來就是這樣
[00:08:22.000 --> 00:08:25.000]  世界的標準,世界的價值觀原來是這樣
[00:08:25.000 --> 00:08:29.000]  其實大概都是五年十年之前
[00:08:29.000 --> 00:08:35.000]  在內地也是非常流行的狼性文化
[00:08:35.000 --> 00:08:38.000]  狼性文化究竟是怎麼樣呢
[00:08:38.000 --> 00:08:40.000]  講了幾樣東西
[00:08:40.000 --> 00:08:46.000]  就是要野,要殘,要貪,要暴
[00:08:46.000 --> 00:08:52.000]  野的意思就是不要命的去拼搏
[00:08:52.000 --> 00:08:59.000]  殘就是不留情面的,不留情的去追求一樣東西
[00:08:59.000 --> 00:09:01.000]  貪不用說了,貪心
[00:09:01.000 --> 00:09:09.000]  暴就是有時候需要用暴力去獲取的,都可以的
[00:09:09.000 --> 00:09:15.000]  用四個字去概括了狼性文化
[00:09:15.000 --> 00:09:19.000]  野、殘、貪和暴
[00:09:19.000 --> 00:09:28.000]  但我們再回頭看看主耶穌怎麼教導我們這羣屬天的子民呢
[00:09:28.000 --> 00:09:33.000]  我們屬天的天國的文化究竟是怎麼樣的呢
[00:09:33.000 --> 00:09:40.000]  就是虛心、哀動、溫柔、飢渴無意、憐恤人
[00:09:40.000 --> 00:09:45.000]  清心、使人和睦、畏異、受逼迫
[00:09:45.000 --> 00:09:48.000]  你自己比較一下
[00:09:48.000 --> 00:09:52.000]  如果擺你在中間
[00:09:52.000 --> 00:09:56.000]  你會選擇生活在狼性文化裏面
[00:09:56.000 --> 00:10:00.000]  還是生活在天國的文化裏面呢
[00:10:00.000 --> 00:10:03.000]  我相信
[00:10:03.000 --> 00:10:09.000]  選擇是非常明顯的
[00:10:09.000 --> 00:10:11.000]  但很奇怪
[00:10:11.000 --> 00:10:16.000]  很多人選擇世界的標準
[00:10:16.000 --> 00:10:22.000]  世界的價值觀
[00:10:22.000 --> 00:10:28.000]  但今天主耶穌再三的提醒我們
[00:10:28.000 --> 00:10:34.000]  其實我們生活在這個世界裏面已經有一個對決或者對立
[00:10:34.000 --> 00:10:40.000]  我們要做一個抉擇
[00:10:40.000 --> 00:10:44.000]  要擁抱這個世界的價值觀
[00:10:44.000 --> 00:10:50.000]  還是要擁抱天國的價值觀
[00:10:50.000 --> 00:10:53.000]  其實前面那四個福
[00:10:53.000 --> 00:10:58.000]  虛心、哀動、溫柔、飢渴無意
[00:10:58.000 --> 00:11:03.000]  就是說到我們人與神的關係
[00:11:03.000 --> 00:11:05.000]  後面那四個福
[00:11:05.000 --> 00:11:11.000]  憐恤人、清心、使人和睦、畏異、受逼迫
[00:11:11.000 --> 00:11:16.000]  就是說到我們人與人之間的關係
[00:11:16.000 --> 00:11:22.000]  這個世界很多時候就會去標榜競爭
[00:11:22.000 --> 00:11:27.000]  要爭,要比較
[00:11:27.000 --> 00:11:31.000]  還有是要贏
[00:11:31.000 --> 00:11:33.000]  但今天我們看看八福裏面
[00:11:33.000 --> 00:11:37.000]  其中一個福叫做使人和睦
[00:11:37.000 --> 00:11:38.000]  做和平之治
[00:11:38.000 --> 00:11:42.000]  To be a peacemaker
[00:11:42.000 --> 00:11:47.000]  在這個舊約裏面有一個奇女子
[00:11:47.000 --> 00:11:50.000]  她很厲害
[00:11:50.000 --> 00:11:55.000]  她很有智慧、很有耐性、很有口才
[00:11:55.000 --> 00:12:02.000]  她能夠將一個很大的危機化解
[00:12:02.000 --> 00:12:09.000]  她能夠做到人與人和睦起來
[00:12:09.000 --> 00:12:16.000]  也使人與神的關係好起上來
[00:12:16.000 --> 00:12:23.000]  而我們今天也看到使人和睦的福氣又是怎麼樣
[00:12:23.000 --> 00:12:26.000]  所以我們看看今天這個故事
[00:12:26.000 --> 00:12:30.000]  原來主人翁就是一個奇女子
[00:12:30.000 --> 00:12:34.000]  叫做Abigail
[00:12:34.000 --> 00:12:40.000]  《撒慕爾記》上第25章第2節至第35節
[00:12:40.000 --> 00:12:46.000]  我就很簡單的將這個故事濃縮給你們
[00:12:46.000 --> 00:12:51.000]  《撒慕爾記》上第25章第2節至第35節
[00:12:51.000 --> 00:12:55.000]  Abigail在這個故事裏面表現了她的勇氣
[00:12:55.000 --> 00:12:57.000]  表現了她的智慧
[00:12:57.000 --> 00:12:59.000]  表現了她的耐性
[00:12:59.000 --> 00:13:03.000]  她那種技巧
[00:13:03.000 --> 00:13:10.000]  她能夠使大衛和Abigail家裏所有的人
[00:13:10.000 --> 00:13:15.000]  能夠再一次和平起來
[00:13:15.000 --> 00:13:21.000]  她也能夠讓大衛看到利害的關係
[00:13:21.000 --> 00:13:30.000]  讓他與神的關係正常化
[00:13:30.000 --> 00:13:33.000]  最後我們也看到
[00:13:33.000 --> 00:13:35.000]  Abigail這樣做的時候
[00:13:35.000 --> 00:13:38.000]  她所得到的那種福氣
[00:13:38.000 --> 00:13:40.000]  所以今天我們來看看
[00:13:40.000 --> 00:13:44.000]  Abigail怎麼處理這個危機的時候
[00:13:44.000 --> 00:13:48.000]  我們也可以學會一些功課或者技巧
[00:13:48.000 --> 00:13:51.000]  使人和睦的技巧
[00:13:51.000 --> 00:13:54.000]  人與人之間的那種關係
[00:13:54.000 --> 00:14:00.000]  也學會人與神之間和睦的那種技巧
[00:14:00.000 --> 00:14:03.000]  或者我讀一讀那個故事給你們聽
[00:14:03.000 --> 00:14:05.000]  在馬雲有一個人
[00:14:05.000 --> 00:14:07.000]  這個馬雲不是現在中國的馬雲
[00:14:07.000 --> 00:14:09.000]  剛剛退下來的那個
[00:14:09.000 --> 00:14:10.000]  阿里巴巴那個
[00:14:10.000 --> 00:14:12.000]  這個是聖經裏面的一個地方
[00:14:12.000 --> 00:14:14.000]  在馬雲裏面有一個人
[00:14:14.000 --> 00:14:16.000]  他的產業是加密
[00:14:16.000 --> 00:14:18.000]  叫Camel
[00:14:18.000 --> 00:14:20.000]  Camel這個不是在加州的Camel
[00:14:20.000 --> 00:14:22.000]  是在中東那邊的
[00:14:22.000 --> 00:14:23.000]  以色列那邊
[00:14:23.000 --> 00:14:24.000]  叫加密
[00:14:24.000 --> 00:14:27.000]  有一個大富戶有三千的綿羊
[00:14:27.000 --> 00:14:28.000]  一千的山羊
[00:14:28.000 --> 00:14:31.000]  他正在這個加密那邊剪羊毛
[00:14:31.000 --> 00:14:33.000]  這個人叫做拿八
[00:14:33.000 --> 00:14:35.000]  這裏說說這個拿八
[00:14:35.000 --> 00:14:39.000]  原來那個名字的意思就是蠢財
[00:14:39.000 --> 00:14:41.000]  英文叫做fool
[00:14:41.000 --> 00:14:43.000]  或者是很stubborn
[00:14:43.000 --> 00:14:45.000]  很硬的
[00:14:45.000 --> 00:14:46.000]  你們想一想
[00:14:46.000 --> 00:14:48.000]  這個人的名字
[00:14:48.000 --> 00:14:50.000]  我也不明白
[00:14:50.000 --> 00:14:53.000]  爲什麼他爸爸媽媽一出生會幫他安這個名
[00:14:53.000 --> 00:14:54.000]  叫做拿八
[00:14:54.000 --> 00:14:56.000]  我想起來我咬了頭
[00:14:56.000 --> 00:14:59.000]  你沒理由叫你兒子蠢財你過來
[00:14:59.000 --> 00:15:02.000]  天天都是這樣叫他蠢財
[00:15:02.000 --> 00:15:05.000]  你不蠢都不行
[00:15:05.000 --> 00:15:08.000]  所以他就變成了一個蠢財
[00:15:08.000 --> 00:15:10.000]  但是他又很有錢
[00:15:10.000 --> 00:15:13.000]  他娶了一個很漂亮的太太
[00:15:13.000 --> 00:15:15.000]  這個太太叫做阿比戈
[00:15:15.000 --> 00:15:16.000]  叫Abigail
[00:15:16.000 --> 00:15:18.000]  Abigail的意思就是
[00:15:18.000 --> 00:15:21.000]  父親的喜樂
[00:15:21.000 --> 00:15:24.000]  相信他爸爸一直在追女兒
[00:15:24.000 --> 00:15:31.000]  這個我只是一個估計
[00:15:31.000 --> 00:15:33.000]  可能他一直生了很多個男的
[00:15:33.000 --> 00:15:35.000]  很多個男孩
[00:15:35.000 --> 00:15:37.000]  一直想追女兒
[00:15:37.000 --> 00:15:39.000]  最終追到了
[00:15:39.000 --> 00:15:41.000]  所以這個女孩
[00:15:41.000 --> 00:15:44.000]  Abigail就成爲他爸爸的驕傲
[00:15:44.000 --> 00:15:47.000]  成爲他爸爸的那種喜樂
[00:15:47.000 --> 00:15:49.000]  所以他爸爸就叫她
[00:15:49.000 --> 00:15:51.000]  這個女兒的名字叫Abigail
[00:15:51.000 --> 00:15:55.000]  就是父親的喜樂的意思
[00:15:55.000 --> 00:15:57.000]  這個人叫拿八
[00:15:57.000 --> 00:15:59.000]  是加勒族的人
[00:15:59.000 --> 00:16:02.000]  他的太太的名字叫做阿比戈
[00:16:02.000 --> 00:16:05.000]  是個聰明俊美的婦人
[00:16:05.000 --> 00:16:09.000]  拿八爲人是剛愎兇惡
[00:16:09.000 --> 00:16:12.000]  還很惡的
[00:16:12.000 --> 00:16:15.000]  故事是這樣的
[00:16:15.000 --> 00:16:19.000]  大衛那時候是要逃跑
[00:16:19.000 --> 00:16:21.000]  逃避掃羅王的追殺
[00:16:21.000 --> 00:16:24.000]  所以他有一大羣人在後面跟着他
[00:16:24.000 --> 00:16:26.000]  大概有六百人
[00:16:26.000 --> 00:16:30.000]  這些大羣人一定要很多的食物
[00:16:30.000 --> 00:16:32.000]  很多的供應來供應他
[00:16:32.000 --> 00:16:35.000]  所以他們一直在
[00:16:35.000 --> 00:16:42.000]  近着拿八的地方聚居
[00:16:42.000 --> 00:16:46.000]  他就幫忙看着拿八的工人
[00:16:46.000 --> 00:16:48.000]  那些羊 牲畜
[00:16:48.000 --> 00:16:51.000]  免受別人去騷擾他
[00:16:51.000 --> 00:16:53.000]  就是保護他們
[00:16:53.000 --> 00:16:57.000]  聽起來好像大衛和他那羣人
[00:16:57.000 --> 00:16:59.000]  做黑社會的工作
[00:16:59.000 --> 00:17:00.000]  收保護費
[00:17:00.000 --> 00:17:02.000]  其實不是的
[00:17:02.000 --> 00:17:05.000]  大衛那些人對拿八那些人
[00:17:05.000 --> 00:17:07.000]  那些僕人非常好
[00:17:07.000 --> 00:17:09.000]  保護他們
[00:17:09.000 --> 00:17:12.000]  就在他們剪羊毛的那段時間
[00:17:12.000 --> 00:17:17.000]  大衛那時候可能需要一些食物
[00:17:17.000 --> 00:17:21.000]  特別叫人跟拿八的僕人說
[00:17:21.000 --> 00:17:25.000]  可不可以分些食物給我們
[00:17:25.000 --> 00:17:27.000]  那些僕人就回去了
[00:17:27.000 --> 00:17:31.000]  跟主人拿八說這件事
[00:17:31.000 --> 00:17:32.000]  在第十節那裏
[00:17:32.000 --> 00:17:35.000]  拿八就回答大衛的僕人
[00:17:35.000 --> 00:17:38.000]  大衛是誰?耶穌的兒子是誰?
[00:17:38.000 --> 00:17:40.000]  近來是搏役主人
[00:17:40.000 --> 00:17:42.000]  賓圖的僕人是岑多
[00:17:42.000 --> 00:17:44.000]  我豈可將這個飲食
[00:17:44.000 --> 00:17:47.000]  和我剪羊毛所載的肉
[00:17:47.000 --> 00:17:52.000]  給我不知道從哪裏來的人呢?
[00:17:52.000 --> 00:17:54.000]  拿八他不肯
[00:17:54.000 --> 00:17:58.000]  還在那裏說些很難聽的話
[00:17:58.000 --> 00:17:59.000]  第十八節
[00:17:59.000 --> 00:18:02.000]  比哥急忙將二百個餅
[00:18:02.000 --> 00:18:04.000]  兩皮袋的酒
[00:18:04.000 --> 00:18:07.000]  五隻收拾好羊
[00:18:07.000 --> 00:18:10.000]  五世瓦控好的麥
[00:18:10.000 --> 00:18:14.000]  五世瓦大概三十多四十磅左右
[00:18:14.000 --> 00:18:15.000]  一百個葡萄餅
[00:18:15.000 --> 00:18:17.000]  兩百個無花果餅
[00:18:17.000 --> 00:18:19.000]  都放在爐子上
[00:18:19.000 --> 00:18:22.000]  阿彼戈就騎在爐子上
[00:18:22.000 --> 00:18:24.000]  正在下山坡的時候
[00:18:24.000 --> 00:18:26.000]  見到大衛和跟隨他的人
[00:18:26.000 --> 00:18:28.000]  從對面下來
[00:18:28.000 --> 00:18:30.000]  阿彼戈迎接他們
[00:18:30.000 --> 00:18:32.000]  阿彼戈見到大衛便急忙下爐
[00:18:32.000 --> 00:18:34.000]  在大衛的面前
[00:18:34.000 --> 00:18:37.000]  伏伏於地叩拜
[00:18:37.000 --> 00:18:39.000]  伏伏在大衛的腳前說
[00:18:39.000 --> 00:18:40.000]  我主啊
[00:18:40.000 --> 00:18:42.000]  願者罪歸我
[00:18:42.000 --> 00:18:45.000]  求你用婢女向你進言
[00:18:45.000 --> 00:18:48.000]  更求你聽婢女的話
[00:18:48.000 --> 00:18:50.000]  大衛收了阿彼戈送來的禮物
[00:18:50.000 --> 00:18:52.000]  對他說
[00:18:52.000 --> 00:18:53.000]  我聽了你的話
[00:18:53.000 --> 00:18:55.000]  準了你的情面
[00:18:55.000 --> 00:19:00.000]  你可以平平安安地回去了
[00:19:00.000 --> 00:19:01.000]  這裏看到一件事
[00:19:01.000 --> 00:19:05.000]  阿彼戈非常有智慧
[00:19:05.000 --> 00:19:07.000]  因爲他丈夫
[00:19:07.000 --> 00:19:09.000]  是一個很光闢
[00:19:09.000 --> 00:19:11.000]  很兇惡的人
[00:19:11.000 --> 00:19:13.000]  那些僕人
[00:19:13.000 --> 00:19:15.000]  見到世事不對
[00:19:15.000 --> 00:19:19.000]  大衛的那些僕人
[00:19:19.000 --> 00:19:21.000]  怒氣衝衝地回去了
[00:19:21.000 --> 00:19:24.000]  可能也聽聞一些風聲
[00:19:24.000 --> 00:19:27.000]  說大衛準備要
[00:19:27.000 --> 00:19:31.000]  攻打拿伯的家
[00:19:31.000 --> 00:19:33.000]  還有他那些僕人
[00:19:33.000 --> 00:19:35.000]  所以是非常嚴重的一件事
[00:19:35.000 --> 00:19:38.000]  其實你說大衛對不對
[00:19:38.000 --> 00:19:40.000]  大衛是不對的
[00:19:40.000 --> 00:19:42.000]  人家不給你東西喫
[00:19:42.000 --> 00:19:44.000]  或者不給你物資
[00:19:44.000 --> 00:19:47.000]  那你就不要殺了人家全家
[00:19:47.000 --> 00:19:49.000]  大衛在這件事上
[00:19:49.000 --> 00:19:53.000]  是比較魯莽的
[00:19:53.000 --> 00:19:55.000]  但是
[00:19:55.000 --> 00:19:57.000]  在他的承諾之下
[00:19:57.000 --> 00:20:01.000]  他這樣做
[00:20:01.000 --> 00:20:03.000]  會有很大的影響
[00:20:03.000 --> 00:20:04.000]  是不是
[00:20:04.000 --> 00:20:06.000]  第一對拿伯的家人
[00:20:06.000 --> 00:20:10.000]  可能是一個沒頂之災
[00:20:10.000 --> 00:20:13.000]  對大衛以後
[00:20:13.000 --> 00:20:15.000]  他成爲皇帝了
[00:20:15.000 --> 00:20:16.000]  成爲以色列王了
[00:20:16.000 --> 00:20:17.000]  對他來說
[00:20:17.000 --> 00:20:21.000]  可能一生裏面都是一個污點
[00:20:21.000 --> 00:20:25.000]  阿比戈非常醒目
[00:20:25.000 --> 00:20:27.000]  他一看到這個情況不對的時候
[00:20:27.000 --> 00:20:29.000]  那些僕人
[00:20:29.000 --> 00:20:32.000]  就怎樣和老闆娘
[00:20:32.000 --> 00:20:34.000]  和阿比戈說了
[00:20:34.000 --> 00:20:36.000]  老闆娘我們不行了
[00:20:36.000 --> 00:20:38.000]  我們很麻煩
[00:20:38.000 --> 00:20:41.000]  大衛準備要打我們
[00:20:41.000 --> 00:20:43.000]  因爲我們老闆
[00:20:43.000 --> 00:20:45.000]  就是你老公
[00:20:45.000 --> 00:20:47.000]  不肯給他食物
[00:20:47.000 --> 00:20:49.000]  不肯給他供應
[00:20:49.000 --> 00:20:50.000]  怎麼辦老闆娘
[00:20:50.000 --> 00:20:53.000]  爲什麼那些僕人和老闆娘
[00:20:53.000 --> 00:20:55.000]  不可以和老闆娘商量呢
[00:20:55.000 --> 00:20:57.000]  因爲拿伯就是一個
[00:20:57.000 --> 00:20:59.000]  那麼固執
[00:20:59.000 --> 00:21:01.000]  又很兇的人
[00:21:01.000 --> 00:21:03.000]  所以他們知道和他說沒用
[00:21:03.000 --> 00:21:05.000]  就和老闆娘說
[00:21:05.000 --> 00:21:07.000]  和阿比戈說
[00:21:07.000 --> 00:21:08.000]  一說完之後
[00:21:08.000 --> 00:21:12.000]  阿比戈就知道大禍臨頭了
[00:21:12.000 --> 00:21:14.000]  所以他立刻來行動
[00:21:14.000 --> 00:21:16.000]  所以我們在阿比戈身上
[00:21:16.000 --> 00:21:20.000]  我們學到幾個功課
[00:21:20.000 --> 00:21:24.000]  他能夠使人與人和睦
[00:21:24.000 --> 00:21:26.000]  裏面都有些技巧
[00:21:26.000 --> 00:21:28.000]  我們可以學習
[00:21:28.000 --> 00:21:32.000]  第一個技巧就是反應要快
[00:21:32.000 --> 00:21:34.000]  我們看看第十八節
[00:21:34.000 --> 00:21:38.000]  阿比戈就急忙
[00:21:38.000 --> 00:21:40.000]  immediately
[00:21:40.000 --> 00:21:43.000]  因爲他看到那個危機
[00:21:43.000 --> 00:21:49.000]  很多時候我們處理一些危機的時候
[00:21:49.000 --> 00:21:51.000]  不夠快
[00:21:51.000 --> 00:21:53.000]  是不是
[00:21:53.000 --> 00:21:54.000]  在那裏等
[00:21:54.000 --> 00:21:56.000]  特別我們有一些習慣
[00:21:56.000 --> 00:21:58.000]  喜歡拖
[00:21:58.000 --> 00:22:00.000]  我們英文也有一個
[00:22:00.000 --> 00:22:02.000]  sweep it under the rug
[00:22:02.000 --> 00:22:06.000]  就是掃在地毯下面
[00:22:06.000 --> 00:22:08.000]  看不見就爲乾淨
[00:22:08.000 --> 00:22:11.000]  但問題是垃圾始終在那裏
[00:22:11.000 --> 00:22:13.000]  過多幾個月之後
[00:22:13.000 --> 00:22:15.000]  過多一兩年之後
[00:22:15.000 --> 00:22:17.000]  垃圾仍然在那裏的時候
[00:22:17.000 --> 00:22:19.000]  你也要處理
[00:22:19.000 --> 00:22:22.000]  問題就是
[00:22:22.000 --> 00:22:24.000]  反應不夠快
[00:22:24.000 --> 00:22:26.000]  就很麻煩
[00:22:26.000 --> 00:22:28.000]  最好的一個例子
[00:22:28.000 --> 00:22:30.000]  就是我們現在香港
[00:22:30.000 --> 00:22:32.000]  特首
[00:22:32.000 --> 00:22:35.000]  我不是說幫哪一邊
[00:22:35.000 --> 00:22:38.000]  我用她來做一個例子
[00:22:38.000 --> 00:22:41.000]  一早反應快的時候
[00:22:41.000 --> 00:22:43.000]  就像阿比戈一樣
[00:22:43.000 --> 00:22:45.000]  反應快的時候
[00:22:45.000 --> 00:22:48.000]  其實可以將現在這種危機
[00:22:48.000 --> 00:22:50.000]  可以化解
[00:22:50.000 --> 00:22:53.000]  一早你不要說
[00:22:53.000 --> 00:22:55.000]  什麼壽終正寢
[00:22:55.000 --> 00:22:57.000]  就說
[00:22:57.000 --> 00:22:59.000]  整個bill cut了
[00:22:59.000 --> 00:23:01.000]  就一句
[00:23:01.000 --> 00:23:05.000]  就可以化解大部分的
[00:23:05.000 --> 00:23:08.000]  我們叫headache
[00:23:08.000 --> 00:23:11.000]  時機是很重要的
[00:23:11.000 --> 00:23:14.000]  我有一個很好的朋友
[00:23:14.000 --> 00:23:16.000]  他和他太太結婚
[00:23:16.000 --> 00:23:20.000]  但他經常要出外工作
[00:23:20.000 --> 00:23:24.000]  差不多一個月纔回家一次
[00:23:24.000 --> 00:23:27.000]  他太太
[00:23:27.000 --> 00:23:29.000]  去到一個點就是
[00:23:29.000 --> 00:23:31.000]  受不了
[00:23:31.000 --> 00:23:33.000]  他很不喜歡
[00:23:33.000 --> 00:23:35.000]  他先生看不到
[00:23:35.000 --> 00:23:37.000]  看不到這個危機
[00:23:37.000 --> 00:23:39.000]  看不到這個重要性
[00:23:39.000 --> 00:23:41.000]  繼續在外面
[00:23:41.000 --> 00:23:43.000]  當然他很愛他家人
[00:23:43.000 --> 00:23:45.000]  在外面工作很辛苦
[00:23:45.000 --> 00:23:47.000]  賺錢養家
[00:23:47.000 --> 00:23:51.000]  仍然是一個月纔回家一次
[00:23:51.000 --> 00:23:53.000]  到最後
[00:23:53.000 --> 00:23:55.000]  他太太忍不住
[00:23:55.000 --> 00:23:57.000]  和他攤牌
[00:23:57.000 --> 00:23:59.000]  和他說我要和你離婚
[00:23:59.000 --> 00:24:03.000]  當時他還以爲有機會挽回
[00:24:03.000 --> 00:24:07.000]  但當時他太太已經非常決絕
[00:24:07.000 --> 00:24:10.000]  我一定要和你離婚
[00:24:10.000 --> 00:24:12.000]  沒得談
[00:24:12.000 --> 00:24:13.000]  沒得說
[00:24:13.000 --> 00:24:15.000]  最後離了婚
[00:24:15.000 --> 00:24:17.000]  所以這件事
[00:24:17.000 --> 00:24:19.000]  給我們一個看法
[00:24:19.000 --> 00:24:21.000]  或者一個看法
[00:24:21.000 --> 00:24:23.000]  就是時間
[00:24:23.000 --> 00:24:25.000]  我們反應要快
[00:24:25.000 --> 00:24:30.000]  不要將問題搬到地毯下面
[00:24:30.000 --> 00:24:32.000]  始終那些問題都要解決
[00:24:32.000 --> 00:24:34.000]  你早點解決
[00:24:34.000 --> 00:24:36.000]  就好過遲點解決
[00:24:36.000 --> 00:24:39.000]  阿彼乾急忙地
[00:24:39.000 --> 00:24:41.000]  去預備一些東西
[00:24:41.000 --> 00:24:45.000]  準備化解這個危機
[00:24:45.000 --> 00:24:48.000]  阿彼幹他
[00:24:48.000 --> 00:24:51.000]  還有技巧
[00:24:51.000 --> 00:24:53.000]  是什麼技巧呢
[00:24:53.000 --> 00:24:55.000]  是很有禮貌的
[00:24:55.000 --> 00:24:57.000]  很有禮貌
[00:24:57.000 --> 00:24:59.000]  很Courteous
[00:24:59.000 --> 00:25:02.000]  我們看看第十八節
[00:25:02.000 --> 00:25:04.000]  怎麼說呢
[00:25:04.000 --> 00:25:07.000]  阿彼乾急忙拿了兩百個餅
[00:25:07.000 --> 00:25:09.000]  兩皮袋的酒
[00:25:09.000 --> 00:25:11.000]  五隻收拾好的羊
[00:25:11.000 --> 00:25:13.000]  五細鴨大約三十多四十磅
[00:25:13.000 --> 00:25:17.000]  控好鳥的脈
[00:25:17.000 --> 00:25:19.000]  一百個葡萄餅
[00:25:19.000 --> 00:25:21.000]  兩百個無花果餅
[00:25:21.000 --> 00:25:25.000]  放在爐子上
[00:25:25.000 --> 00:25:27.000]  他很有禮貌
