
[00:00:00.000 --> 00:00:02.240]  從前我在我的舞會侍奉的時候
[00:07:51.080 --> 00:07:53.080]  他能夠一生兼三職
[00:07:53.080 --> 00:07:55.080]  正好在說
[00:07:55.080 --> 00:07:58.080]  這個社會對於工作的要求
[00:07:58.080 --> 00:08:00.080]  你只需要能夠有業績
[00:08:00.080 --> 00:08:01.080]  你的人品是怎樣的
[00:08:01.080 --> 00:08:03.080]  這個社會是不會要求的
[00:08:03.080 --> 00:08:04.080]  但是聖經裏面講到
[00:08:04.080 --> 00:08:06.080]  侍奉者不是這樣的
[00:08:06.080 --> 00:08:08.080]  生命的侍奉
[00:08:08.080 --> 00:08:09.080]  正正是講明了
[00:08:09.080 --> 00:08:12.080]  神要求的是侍奉者的本人
[00:08:12.080 --> 00:08:15.080]  而不是要求他有甚麼業績做出來
[00:08:15.080 --> 00:08:19.080]  在過去五講的自理教會系列裏面
[00:08:19.080 --> 00:08:21.080]  我講的主要對象
[00:08:21.080 --> 00:08:23.080]  都是提到傳道人
[00:08:23.080 --> 00:08:25.080]  我都是對著傳道人來說的
[00:08:25.080 --> 00:08:26.080]  因為我認為
[00:08:26.080 --> 00:08:28.080]  教導別人之前
[00:08:28.080 --> 00:08:30.080]  首先應該教導自己
[00:08:30.080 --> 00:08:32.080]  所謂律己以嚴
[00:08:32.080 --> 00:08:33.080]  待人以寬
[00:08:33.080 --> 00:08:36.080]  所以我先針對傳道者來講
[00:08:36.080 --> 00:08:38.080]  這個自理教會系列
[00:08:38.080 --> 00:08:40.080]  今次我開始
[00:08:40.080 --> 00:08:42.080]  集中地來講的
[00:08:42.080 --> 00:08:43.080]  就是講到教會裏面的
[00:08:43.080 --> 00:08:45.080]  平信徒領袖
[00:08:45.080 --> 00:08:47.080]  我們一起來勉勵
[00:08:47.080 --> 00:08:48.080]  教會裏面的堂委
[00:08:48.080 --> 00:08:49.080]  執事
[00:08:49.080 --> 00:08:50.080]  導師
[00:08:50.080 --> 00:08:50.580]  團長
[00:08:50.580 --> 00:08:51.080]  組長
[00:08:51.080 --> 00:08:53.080]  讓我們在神面前
[00:08:53.080 --> 00:08:54.080]  來提醒
[00:08:54.080 --> 00:08:56.080]  對於一位侍奉者
[00:08:56.080 --> 00:08:58.080]  生命的侍奉
[00:08:58.080 --> 00:09:00.080]  包含著三方面的意義
[00:09:00.080 --> 00:09:01.080]  三方面的要求
[00:09:01.080 --> 00:09:04.080]  首先就是你和神的關係
[00:09:04.080 --> 00:09:06.080]  生命的關係
[00:09:06.080 --> 00:09:09.080]  就是你是否一個與神同行的人
[00:09:09.080 --> 00:09:11.080]  你是否在你的生命裏
[00:09:11.080 --> 00:09:14.080]  生活裏流露著你對神的認識
[00:09:14.080 --> 00:09:16.080]  別人從你身上感受到
[00:09:16.080 --> 00:09:17.080]  基督的榮美
[00:09:17.080 --> 00:09:19.080]  有基督的氣香
[00:09:19.080 --> 00:09:20.080]  從你身上體會到
[00:09:20.080 --> 00:09:23.080]  你真是一位屬於耶穌基督的人
[00:09:23.080 --> 00:09:26.080]  好像《使徒行傳》裏面提到
[00:09:26.080 --> 00:09:28.080]  那些人被稱為基督徒
[00:09:28.080 --> 00:09:31.080]  因為意思就是小基督
[00:09:31.080 --> 00:09:33.080]  在他生命裏面有基督
[00:09:33.080 --> 00:09:34.080]  他真是展現出
[00:09:34.080 --> 00:09:37.080]  基督這種的美德
[00:09:37.080 --> 00:09:39.080]  其次就是在講
[00:09:39.080 --> 00:09:40.080]  生命的侍奉是在講
[00:09:40.080 --> 00:09:43.080]  你個人的品格是怎樣的
[00:09:43.080 --> 00:09:45.080]  你和人相處是怎樣的呢
[00:09:45.080 --> 00:09:47.080]  你是否經常發脾氣的呢
[00:09:47.080 --> 00:09:50.080]  你是否經常失職偷懶的呢
[00:09:50.080 --> 00:09:54.080]  在侍奉上面你的心智態度是怎樣的呢
[00:09:54.080 --> 00:09:55.080]  這些就是在講
[00:09:55.080 --> 00:09:58.080]  你侍奉的生命是怎樣的
[00:09:58.080 --> 00:09:59.080]  所以作為牧者
[00:09:59.080 --> 00:10:02.080]  其實我心裏面有黑名單
[00:10:02.080 --> 00:10:04.080]  你說牧師你竟然有黑名單
[00:10:04.080 --> 00:10:05.080]  這麼壞的
[00:10:05.080 --> 00:10:06.080]  你有篩選的
[00:10:06.080 --> 00:10:07.080]  是有篩選的
[00:10:07.080 --> 00:10:08.080]  有些弟兄姊妹
[00:10:08.080 --> 00:10:10.080]  我不會邀請他侍奉
[00:10:10.080 --> 00:10:12.080]  因為知道他會失職
[00:10:12.080 --> 00:10:13.080]  有些弟兄姊妹
[00:10:13.080 --> 00:10:15.080]  不會請他負責任何的崗位
[00:10:15.080 --> 00:10:17.080]  因為他會放我飛機
[00:10:17.080 --> 00:10:20.080]  所以他應該在民航處
[00:10:20.080 --> 00:10:21.080]  航空公司那裏工作
[00:10:21.080 --> 00:10:23.080]  在教會侍奉不是很行
[00:10:23.080 --> 00:10:26.080]  侍奉裏面那種要求
[00:10:26.080 --> 00:10:29.080]  是侍奉者的品格是怎樣的
[00:10:29.080 --> 00:10:31.080]  他的心智和態度是怎樣的
[00:10:31.080 --> 00:10:32.080]  最後
[00:10:32.080 --> 00:10:33.080]  生命的侍奉
[00:10:33.080 --> 00:10:34.080]  亦都提到的是
[00:10:34.080 --> 00:10:37.080]  你的恩賜是怎樣的
[00:10:37.080 --> 00:10:38.080]  你有沒有在神面前
[00:10:38.080 --> 00:10:41.080]  很努力讓你的恩賜成長
[00:10:41.080 --> 00:10:44.080]  你有沒有學習更多侍奉的技巧
[00:10:44.080 --> 00:10:47.080]  知識、才幹
[00:10:47.080 --> 00:10:49.080]  使你侍奉得更加好
[00:10:49.080 --> 00:10:51.080]  當聖靈將恩賜賜給你的時候
[00:10:51.080 --> 00:10:53.080]  你用這個恩賜
[00:10:53.080 --> 00:10:54.080]  讓教會在量
[00:10:54.080 --> 00:10:55.080]  在質
[00:10:55.080 --> 00:10:57.080]  在組織上面增長
[00:10:57.080 --> 00:10:59.080]  你有沒有按你的恩賜發揮呢
[00:10:59.080 --> 00:11:01.080]  如果不能夠按你的恩賜發揮的話
[00:11:01.080 --> 00:11:03.080]  可能同樣都是目者的錯
[00:11:03.080 --> 00:11:05.080]  因為未能夠讓你
[00:11:05.080 --> 00:11:07.080]  在你適合的恩賜裏面侍奉
[00:11:07.080 --> 00:11:09.080]  但是當你沒有足夠恩賜的時候
[00:11:09.080 --> 00:11:11.080]  你也沒有好好努力學習
[00:11:11.080 --> 00:11:12.080]  如果你只是寫博
[00:11:12.080 --> 00:11:14.080]  或者你只是藉口說
[00:11:14.080 --> 00:11:15.080]  我沒有恩賜
[00:11:15.080 --> 00:11:17.080]  所以我就是這麼差
[00:11:17.080 --> 00:11:18.080]  但是沒有恩賜
[00:11:18.080 --> 00:11:20.080]  我們也可以努力學習來侍奉
[00:11:20.080 --> 00:11:23.080]  而這些就是生命侍奉所要求的
[00:11:23.080 --> 00:11:24.080]  侍奉
[00:11:24.080 --> 00:11:26.080]  是在神面前的侍奉
[00:11:26.080 --> 00:11:28.080]  教會裏面的評述和領袖
[00:11:28.080 --> 00:11:29.080]  既無身
[00:11:29.080 --> 00:11:30.080]  又無名
[00:11:30.080 --> 00:11:31.080]  又無利
[00:11:31.080 --> 00:11:34.080]  因此侍奉者的心智和態度
[00:11:34.080 --> 00:11:35.080]  其實很重要
[00:11:35.080 --> 00:11:37.080]  我們不能夠像社會裏面的
[00:11:37.080 --> 00:11:39.080]  其他職業那樣
[00:11:39.080 --> 00:11:43.080]  那個老闆如何讓那些工作的員工
[00:11:43.080 --> 00:11:45.080]  有動力去工作
[00:11:45.080 --> 00:11:46.080]  以及工作得更好呢?
[00:11:46.080 --> 00:11:48.080]  可能透過加薪、升職
[00:11:48.080 --> 00:11:49.080]  或者更高的福利
[00:11:49.080 --> 00:11:52.080]  讓他做得更加好
[00:11:52.080 --> 00:11:53.080]  但是在教會裏面
[00:11:53.080 --> 00:11:55.080]  作為一個評述和領袖
[00:11:55.080 --> 00:11:57.080]  又不能夠加你薪
[00:11:57.080 --> 00:11:59.080]  只能夠加你辛苦的薪
[00:11:59.080 --> 00:12:01.080]  又不能夠給你有更多的福利
[00:12:01.080 --> 00:12:04.080]  因為教會裏面的福利就是這樣的
[00:12:04.080 --> 00:12:07.080]  所以侍奉者的心智和態度
[00:12:07.080 --> 00:12:09.080]  是很重要的
[00:12:09.080 --> 00:12:11.080]  你是否樂意侍奉神呢?
[00:12:11.080 --> 00:12:12.080]  還是你只是覺得
[00:12:12.080 --> 00:12:14.080]  你很無奈地被選出來呢?
[00:12:14.080 --> 00:12:16.080]  你已經告訴別人了
[00:12:16.080 --> 00:12:17.080]  你千萬不要選我了
[00:12:17.080 --> 00:12:18.080]  公開地這樣
[00:12:18.080 --> 00:12:19.080]  無論是公開說還是暗示說
[00:12:19.080 --> 00:12:21.080]  怎麼知道只有三票
[00:12:21.080 --> 00:12:22.080]  我都當選
[00:12:22.080 --> 00:12:25.080]  你說真的多不幸呢?
[00:12:25.080 --> 00:12:27.080]  在教會、堂委選舉之前
[00:12:27.080 --> 00:12:29.080]  我常常都強調
[00:12:29.080 --> 00:12:31.080]  我不介意頂尖會退選的
[00:12:31.080 --> 00:12:34.080]  我甚至鼓勵頂尖會退選的
[00:12:34.080 --> 00:12:35.080]  牧師你這樣也行?
[00:12:35.080 --> 00:12:37.080]  我向執事會投訴你
[00:12:37.080 --> 00:12:38.080]  炒你魷魚
[00:12:38.080 --> 00:12:40.080]  我鼓勵頂尖會
[00:12:40.080 --> 00:12:43.080]  特別鼓勵那些無心侍奉的人退選
[00:12:43.080 --> 00:12:46.080]  因為侍奉是很重視
[00:12:46.080 --> 00:12:48.080]  很重要的就是你的心智
[00:12:48.080 --> 00:12:51.080]  你有沒有一個心智樂意的侍奉神呢?
[00:12:51.080 --> 00:12:55.080]  你是否甘心與犧牲去侍奉呢?
[00:12:55.080 --> 00:12:58.080]  提摩太前書三章一節那一說提到
[00:12:58.080 --> 00:13:01.080]  人若想要得監督的職份
[00:13:01.080 --> 00:13:03.080]  就是善無成功
[00:13:03.080 --> 00:13:04.080]  監督
[00:13:04.080 --> 00:13:08.080]  今天大概就等同於一些長老那些
[00:13:08.080 --> 00:13:10.080]  不過這裡說的是
[00:13:10.080 --> 00:13:14.080]  當人願意善無侍奉神的時候
[00:13:14.080 --> 00:13:16.080]  這是很重要的事
[00:13:16.080 --> 00:13:18.080]  經文讓我們反思就是
[00:13:18.080 --> 00:13:21.080]  我們是不是一個願意善無侍奉神的人
[00:13:21.080 --> 00:13:24.080]  我們是不是有心並且真誠地去侍奉神呢?
[00:13:24.080 --> 00:13:28.080]  還是教會的侍奉就好像外面的公職
[00:13:28.080 --> 00:13:30.080]  有時間就做吧
[00:13:30.080 --> 00:13:33.080]  做了之後我將卡片上印多幾個名銜
[00:13:33.080 --> 00:13:35.080]  或者我性格是喜歡出來玩的
[00:13:35.080 --> 00:13:39.080]  出來被人讚賞的
[00:13:39.080 --> 00:13:42.080]  於是我就來侍奉了
[00:13:42.080 --> 00:13:45.080]  神對侍奉者是有要求的
[00:13:45.080 --> 00:13:47.080]  那書三章一節那裡說
[00:13:47.080 --> 00:13:48.080]  香港弟兄們
[00:13:48.080 --> 00:13:50.080]  不要多人做師父
[00:13:50.080 --> 00:13:55.080]  因為曉得我們要受更重的判斷
[00:13:55.080 --> 00:13:56.080]  我做牧者呢
[00:13:56.080 --> 00:13:58.080]  就不太想給弟兄姐妹有壓力
[00:13:58.080 --> 00:14:00.080]  我盡量也不給弟兄姐妹有壓力
[00:14:00.080 --> 00:14:01.080]  因為我深深體會到
[00:14:01.080 --> 00:14:05.080]  原來有些弟兄姐妹覺得侍奉很有壓力
[00:14:05.080 --> 00:14:07.080]  從前我侍奉的時候
[00:14:07.080 --> 00:14:10.080]  有一次我約了一位堂委傾談
[00:14:10.080 --> 00:14:13.080]  我想提醒他在侍奉裡面的一些地方
[00:14:13.080 --> 00:14:15.080]  讓他可以進步
[00:14:15.080 --> 00:14:19.080]  這位姐妹在家裡是大家姐
[00:14:19.080 --> 00:14:21.080]  在家裡所有的事情
[00:14:21.080 --> 00:14:25.080]  弟弟妹妹都由她照顧來長大的
[00:14:25.080 --> 00:14:28.080]  所以在服侍青少年的時候
[00:14:28.080 --> 00:14:33.080]  她同樣都表現出大家姐的那種美德
[00:14:33.080 --> 00:14:35.080]  所以在侍奉青少年的組裡面
[00:14:35.080 --> 00:14:37.080]  所有事情她都做了
[00:14:37.080 --> 00:14:39.080]  甚至連侍奉青少年要做的事情
[00:14:39.080 --> 00:14:41.080]  她都幫他們做了
[00:14:41.080 --> 00:14:44.080]  於是我就提醒這位侍奉者
[00:14:44.080 --> 00:14:45.080]  提醒他
[00:14:45.080 --> 00:14:46.080]  這樣不太好
[00:14:46.080 --> 00:14:50.080]  侍奉青少年欠缺了可以成長的機會
[00:14:50.080 --> 00:14:51.080]  我記得當我提醒他之後
[00:14:51.080 --> 00:14:53.080]  他整個臉都紅了
[00:14:53.080 --> 00:14:54.080]  很不開心
[00:14:54.080 --> 00:14:58.080]  我從他臉上的表現看出他很有壓力
[00:14:58.080 --> 00:15:00.080]  因為我正在提醒他
[00:15:00.080 --> 00:15:02.080]  正正是生命裡面最弱的地方
[00:15:02.080 --> 00:15:04.080]  他幫人做了所有事情
[00:15:04.080 --> 00:15:07.080]  又或者這是成長裡面已經塑造了他的地方
[00:15:07.080 --> 00:15:08.080]  要改變真的不容易
[00:15:08.080 --> 00:15:12.080]  但也感受到和他一起的提醒
[00:15:12.080 --> 00:15:14.080]  成為了他的壓力
[00:15:14.080 --> 00:15:17.080]  所以根據這個經驗
[00:15:17.080 --> 00:15:18.080]  我都很謹慎
[00:15:18.080 --> 00:15:20.080]  盡量不要給大家姐的壓力
[00:15:20.080 --> 00:15:23.080]  我記得有一次我約了一位姐妹
[00:15:23.080 --> 00:15:25.080]  正在讀大專的姐妹
[00:15:25.080 --> 00:15:27.080]  我就去探望她
[00:15:27.080 --> 00:15:29.080]  當她和我一起聊天
[00:15:29.080 --> 00:15:30.080]  還一起吃飯
[00:15:30.080 --> 00:15:31.080]  請她吃飯
[00:15:31.080 --> 00:15:34.080]  她很謹慎地和我聊天
[00:15:34.080 --> 00:15:36.080]  後來有另一個同工告訴我
[00:15:36.080 --> 00:15:38.080]  那次我和她聊天
[00:15:38.080 --> 00:15:40.080]  關心她還請她吃飯之後
[00:15:40.080 --> 00:15:41.080]  她很開心
[00:15:41.080 --> 00:15:43.080]  因為最初她以為我約她
[00:15:43.080 --> 00:15:45.080]  是牧師想找她做事
