
[00:00:00.000 --> 00:00:08.000]  這篇文章給予我們一個榜樣
[00:08:31.000 --> 00:08:34.000]  看看這個有什麼威脅
[00:08:34.000 --> 00:08:38.000]  還有一個陰謀在當中
[00:08:38.000 --> 00:08:39.000]  我們一起讀
[00:08:39.000 --> 00:08:40.000]  第十節
[00:08:40.000 --> 00:08:44.000]  我到了米希大別的孫子
[00:08:44.000 --> 00:08:48.000]  帝萊雅的兒子是瑪雅加里
[00:08:48.000 --> 00:08:50.000]  那時他閉門不出
[00:08:50.000 --> 00:08:53.000]  他說我們可以在神的殿裡
[00:08:53.000 --> 00:08:56.000]  就在殿的中間會面
[00:08:56.000 --> 00:08:58.000]  鎖住殿門
[00:08:58.000 --> 00:09:00.000]  因為他們要來殺你
[00:09:00.000 --> 00:09:02.000]  要在夜裡來殺你
[00:09:02.000 --> 00:09:06.000]  我說像我這樣的人豈會逃跑呢
[00:09:06.000 --> 00:09:11.000]  像我這樣的人豈能進入殿裡保存生命呢
[00:09:11.000 --> 00:09:13.000]  我不進去
[00:09:13.000 --> 00:09:15.000]  首先這個威嚇
[00:09:15.000 --> 00:09:20.000]  我們知道李希米沒有就範
[00:09:20.000 --> 00:09:22.000]  他沒有進入這個殿
[00:09:22.000 --> 00:09:26.000]  我們看看他的理據在哪裡
[00:09:26.000 --> 00:09:27.000]  為什麼他不進去
[00:09:27.000 --> 00:09:29.000]  但我們首先看看這裡
[00:09:29.000 --> 00:09:32.000]  剛才我們說的那些敵人
[00:09:32.000 --> 00:09:34.000]  是來自外面的
[00:09:34.000 --> 00:09:37.000]  譬如寫封信進去
[00:09:37.000 --> 00:09:39.000]  去誣衊他
[00:09:39.000 --> 00:09:44.000]  或者一些詭計調他出來耶路撒冷
[00:09:44.000 --> 00:09:46.000]  現在就在耶路撒冷裡
[00:09:46.000 --> 00:09:49.000]  我們會發覺這個危急情況
[00:09:49.000 --> 00:09:51.000]  越來越危險
[00:09:51.000 --> 00:09:54.000]  就是自己人在耶路撒冷裡
[00:09:54.000 --> 00:09:57.000]  這個人物就是史瑪雅
[00:09:57.000 --> 00:10:00.000]  就是當時的一個先知
[00:10:00.000 --> 00:10:05.000]  是一個很得人尊重的神的代言人
[00:10:05.000 --> 00:10:07.000]  所以一個這樣尊貴的人
[00:10:07.000 --> 00:10:12.000]  和李希米有些相交
[00:10:12.000 --> 00:10:14.000]  或者是一起的對話
[00:10:14.000 --> 00:10:15.000]  我們看看這裡
[00:10:15.000 --> 00:10:20.000]  為什麼耶利米要去探訪史瑪雅呢
[00:10:20.000 --> 00:10:23.000]  聖經就沒有怎麼交代清楚
[00:10:23.000 --> 00:10:25.000]  很可能有兩個原因
[00:10:25.000 --> 00:10:26.000]  兩個可能性
[00:10:26.000 --> 00:10:31.000]  一是李希米見到這個時間這麼亂
[00:10:31.000 --> 00:10:33.000]  不如我找一下一個先知
[00:10:33.000 --> 00:10:36.000]  看看他有什麼啟示
[00:10:36.000 --> 00:10:40.000]  但更加有可能是第二個可能
[00:10:40.000 --> 00:10:45.000]  就是史瑪雅邀請他來她家裡
[00:10:45.000 --> 00:10:46.000]  看上文下理
[00:10:46.000 --> 00:10:48.000]  似乎她有一個局在裡面
[00:10:48.000 --> 00:10:51.000]  似乎她的法醫邀請比較多
[00:10:51.000 --> 00:10:52.000]  但無論如何
[00:10:52.000 --> 00:10:55.000]  李希米是一個很尊重她
[00:10:55.000 --> 00:10:57.000]  覺得她很可信賴
[00:10:57.000 --> 00:11:00.000]  所以她去她家裡探訪她
[00:11:00.000 --> 00:11:04.000]  但到了家裡就有些很特別的動靜
[00:11:04.000 --> 00:11:07.000]  她關門不出
[00:11:07.000 --> 00:11:08.000]  為什麼會這樣呢
[00:11:08.000 --> 00:11:09.000]  明明約了她
[00:11:09.000 --> 00:11:10.000]  她又關門
[00:11:10.000 --> 00:11:11.000]  什麼意思呢
[00:11:11.000 --> 00:11:13.000]  可能她好像表現到
[00:11:13.000 --> 00:11:15.000]  那個形勢很緊張
[00:11:15.000 --> 00:11:18.000]  我們關上門很緊張
[00:11:18.000 --> 00:11:20.000]  我們連說話都不安全
[00:11:20.000 --> 00:11:21.000]  我們要去到哪裡呢
[00:11:21.000 --> 00:11:23.000]  去到神的殿裡面
[00:11:23.000 --> 00:11:25.000]  殿的中間那裡會面
[00:11:25.000 --> 00:11:26.000]  在那裡才說
[00:11:26.000 --> 00:11:31.000]  去到殿的中間那裡安不安全呢
[00:11:31.000 --> 00:11:33.000]  當然安全
[00:11:33.000 --> 00:11:36.000]  因為那個地方只有祭祀才可以去
[00:11:36.000 --> 00:11:38.000]  她出這個建議
[00:11:38.000 --> 00:11:41.000]  好像也有一點道理
[00:11:41.000 --> 00:11:42.000]  去到那裡最安全
[00:11:42.000 --> 00:11:43.000]  還要怎樣呢
[00:11:43.000 --> 00:11:45.000]  還要鎖上電門
[00:11:45.000 --> 00:11:47.000]  這樣就更加安全了
[00:11:47.000 --> 00:11:48.000]  因為她說
[00:11:48.000 --> 00:11:52.000]  外面的仇敵要來殺她
[00:11:52.000 --> 00:11:54.000]  還要在晚上殺她
[00:11:54.000 --> 00:11:57.000]  就是說防不勝防的時候就會來了
[00:11:57.000 --> 00:11:59.000]  這個就好像代表神的聲音
[00:11:59.000 --> 00:12:01.000]  你就會遭遇這件事
[00:12:01.000 --> 00:12:08.000]  宣佈一個很大的威脅的消息
[00:12:08.000 --> 00:12:09.000]  如果你收到一封信
[00:12:09.000 --> 00:12:14.000]  說今天會找你麻煩
[00:12:14.000 --> 00:12:16.000]  你都害怕了
[00:12:16.000 --> 00:12:18.000]  何況還要馬上要把你殺死
[00:12:18.000 --> 00:12:22.000]  一個這樣的情況
[00:12:22.000 --> 00:12:24.000]  有時候我們會不會
[00:12:24.000 --> 00:12:25.000]  這裡就說
[00:12:25.000 --> 00:12:26.000]  一嚇一嚇
[00:12:26.000 --> 00:12:28.000]  不如我們避開
[00:12:28.000 --> 00:12:31.000]  風頭火勢保住自己
[00:12:31.000 --> 00:12:35.000]  會不會這個也是我們自然的反應呢
[00:12:35.000 --> 00:12:38.000]  有時候在我們的生活裡面
[00:12:38.000 --> 00:12:41.000]  我們很多時候都是想著避開
[00:12:41.000 --> 00:12:42.000]  風頭火勢
[00:12:42.000 --> 00:12:44.000]  我們先避一避
[00:12:44.000 --> 00:12:49.000]  這個是不是成為了我們人生的一個做法呢
[00:12:49.000 --> 00:12:51.000]  一個模式呢
[00:12:51.000 --> 00:12:52.000]  譬如我們
[00:12:52.000 --> 00:12:55.000]  這個工作或者這個侍奉
[00:12:55.000 --> 00:12:57.000]  是付出很大的
[00:12:57.000 --> 00:12:58.000]  我們算了
[00:12:58.000 --> 00:13:00.000]  我們走了
[00:13:00.000 --> 00:13:01.000]  又或者
[00:13:01.000 --> 00:13:04.000]  這個侍奉壓力很大
[00:13:04.000 --> 00:13:06.000]  很大的壓力
[00:13:06.000 --> 00:13:08.000]  一走了之就算了
[00:13:08.000 --> 00:13:10.000]  何必這樣繼續熬下去呢
[00:13:10.000 --> 00:13:13.000]  有時候被人一句句批評
[00:13:13.000 --> 00:13:15.000]  拼命的工作
[00:13:15.000 --> 00:13:16.000]  人們完全不了解
[00:13:16.000 --> 00:13:18.000]  還在諸多的批評
[00:13:18.000 --> 00:13:21.000]  我為什麼要繼續留在這裡呢
[00:13:21.000 --> 00:13:23.000]  讓老闆看他怎麼辦
[00:13:23.000 --> 00:13:24.000]  走
[00:13:24.000 --> 00:13:25.000]  我們會不會
[00:13:25.000 --> 00:13:27.000]  這是我們的心態呢
[00:13:27.000 --> 00:13:28.000]  但是你看看
[00:13:28.000 --> 00:13:30.000]  當是要威脅到他的時候
[00:13:30.000 --> 00:13:31.000]  他沒有走
[00:13:31.000 --> 00:13:35.000]  你希望繼續留在這裡
[00:13:35.000 --> 00:13:36.000]  我想很多
[00:13:36.000 --> 00:13:38.000]  剛才我講到David Ellis
[00:13:38.000 --> 00:13:40.000]  其實很多神的工人都是
[00:13:40.000 --> 00:13:44.000]  你發覺一定要有這樣的勇氣
[00:13:44.000 --> 00:13:47.000]  才能留在侍奉裡面
[00:13:47.000 --> 00:13:50.000]  有一個人物叫做Joseph Tung
[00:13:50.000 --> 00:13:54.000]  他在羅馬尼亞當牧師
[00:13:54.000 --> 00:13:56.000]  在70年代的時候
[00:13:56.000 --> 00:14:00.000]  面對著很嚴峻的政府的一些迫害
[00:14:00.000 --> 00:14:02.000]  因為當時羅馬尼亞曾經一度
[00:14:02.000 --> 00:14:07.000]  被共產黨這個黨掌管
[00:14:07.000 --> 00:14:11.000]  差不多羅馬尼亞成為一個共產國家
[00:14:11.000 --> 00:14:15.000]  當時的獨裁者就是尼古拉
[00:14:15.000 --> 00:14:20.000]  他是一個很暴力的
[00:14:20.000 --> 00:14:23.000]  他要禁止言論
[00:14:23.000 --> 00:14:26.000]  封鎖傳媒的自由等等
[00:14:26.000 --> 00:14:30.000]  還有他裡面訓練一些秘密警察
[00:14:30.000 --> 00:14:35.000]  在世界上是數一數二最殘暴的
[00:14:35.000 --> 00:14:37.000]  在這個年代的時候
[00:14:37.000 --> 00:14:40.000]  這位Joseph Tung
[00:14:40.000 --> 00:14:42.000]  他繼續工作
[00:14:42.000 --> 00:14:44.000]  在他四年裡面
[00:14:44.000 --> 00:14:46.000]  勞心勞力的工作的時候
[00:14:46.000 --> 00:14:48.000]  還要受到這些威嚇
[00:14:48.000 --> 00:14:50.000]  不時受到攻擊
[00:14:50.000 --> 00:14:53.000]  或者拘捕和審判他
[00:14:53.000 --> 00:14:57.000]  但是Joseph Tung
[00:14:57.000 --> 00:15:00.000]  有一次收到這個政府說要殺他
[00:15:00.000 --> 00:15:02.000]  真的好像這個利希米那樣
[00:15:02.000 --> 00:15:04.000]  我要去殺你
[00:15:04.000 --> 00:15:06.000]  那Joseph Tung怎樣回應呢?
[00:15:06.000 --> 00:15:12.000]  他就說你們最有力的工具就是殺戮
[00:15:12.000 --> 00:15:16.000]  但是我最有力的工具就是死亡
[00:15:16.000 --> 00:15:17.000]  什麼意思?
[00:15:17.000 --> 00:15:18.000]  我不怕死
[00:15:18.000 --> 00:15:21.000]  我已經將生命交在神的裡面
[00:15:21.000 --> 00:15:23.000]  無論怎樣
[00:15:23.000 --> 00:15:25.000]  神如果要我離開
[00:15:25.000 --> 00:15:27.000]  我就離開
[00:15:27.000 --> 00:15:29.000]  有一個這樣的不怕死的
[00:15:29.000 --> 00:15:31.000]  你說是不是很厲害呢?
[00:15:31.000 --> 00:15:33.000]  你還怎樣去對付他呢?
[00:15:33.000 --> 00:15:35.000]  其實這個真的是對的
[00:15:35.000 --> 00:15:37.000]  聖經耶穌基督不是這樣說
[00:15:37.000 --> 00:15:40.000]  他說殺身體的不要怕他
[00:15:40.000 --> 00:15:42.000]  就要怕誰呢?
[00:15:42.000 --> 00:15:44.000]  是身體和靈魂一起
[00:15:44.000 --> 00:15:46.000]  都能夠掉到地獄的那一位
[00:15:46.000 --> 00:15:47.000]  你才要怕他
[00:15:47.000 --> 00:15:50.000]  神才是敬畏的對象
[00:15:50.000 --> 00:15:54.000]  所以這裡是利希米他沒有走
[00:15:54.000 --> 00:15:56.000]  他繼續站在那裡
[00:15:56.000 --> 00:16:00.000]  他願意不要去受到這個威嚇
[00:16:00.000 --> 00:16:02.000]  或者我們再看一下
[00:16:02.000 --> 00:16:04.000]  他面對這個威嚇的時候
[00:16:04.000 --> 00:16:05.000]  他怎樣說呢?
[00:16:05.000 --> 00:16:06.000]  他理據在哪裡呢?
[00:16:06.000 --> 00:16:08.000]  11節他就說
[00:16:08.000 --> 00:16:12.000]  我說:像我這樣的人豈能逃跑呢?
[00:16:12.000 --> 00:16:17.000]  像我這樣的人豈能進入殿裡保存生命呢?
[00:16:17.000 --> 00:16:19.000]  我不進去
[00:16:19.000 --> 00:16:20.000]  他說什麼意思呢?
[00:16:20.000 --> 00:16:21.000]  像我這樣的人
[00:16:21.000 --> 00:16:23.000]  利希米他不只是看他自己
[00:16:23.000 --> 00:16:25.000]  他有一個身份
[00:16:25.000 --> 00:16:26.000]  他有一個領袖
[00:16:26.000 --> 00:16:30.000]  他帶領以色列人建立這個城牆的時候
[00:16:30.000 --> 00:16:32.000]  他有一個很重要的使命
[00:16:32.000 --> 00:16:34.000]  是神要他工作的
[00:16:34.000 --> 00:16:38.000]  他不能夠隨便貪圖個人的安危
[00:16:38.000 --> 00:16:40.000]  我就躲起來
[00:16:40.000 --> 00:16:44.000]  以致他知道原來他的一舉一動
[00:16:44.000 --> 00:16:46.000]  是影響很多人的
[00:16:46.000 --> 00:16:48.000]  你想想如果他躲起來的時候
[00:16:48.000 --> 00:16:50.000]  整個工程都會癱瘓
[00:16:50.000 --> 00:16:52.000]  那些工人又會怎樣看他呢?
[00:16:52.000 --> 00:16:54.000]  阿頭都躲起來了
[00:16:54.000 --> 00:16:56.000]  整個士氣都會低落
[00:16:56.000 --> 00:16:59.000]  所以我們看到利希米
[00:16:59.000 --> 00:17:00.000]  他在這個時候
[00:17:00.000 --> 00:17:02.000]  他看到自己的崗位
[00:17:02.000 --> 00:17:04.000]  他就是不會離開
[00:17:04.000 --> 00:17:06.000]  以致他繼續去打這場仗
[00:17:06.000 --> 00:17:08.000]  我不怕
[00:17:08.000 --> 00:17:10.000]  所以有一個眼界
[00:17:10.000 --> 00:17:12.000]  神的工作不只是你自己
[00:17:12.000 --> 00:17:14.000]  神有工作的時候
[00:17:14.000 --> 00:17:18.000]  以致我們繼續有勇氣去迎戰
[00:17:18.000 --> 00:17:23.000]  去面對這些恐懼的威嚇
[00:17:23.000 --> 00:17:25.000]  我們剛才看到
[00:17:25.000 --> 00:17:31.000]  我們提到過David Ellis在印尼的工作
[00:17:31.000 --> 00:17:33.000]  有一次
[00:17:33.000 --> 00:17:37.000]  又有一個蘇卡諾
[00:17:37.000 --> 00:17:39.000]  一個掌權在當中
[00:17:39.000 --> 00:17:44.000]  又引起一個排外排西方的時代
[00:17:44.000 --> 00:17:46.000]  又再出現一個局面
[00:17:46.000 --> 00:17:49.000]  對所有歐美國家的宣教士
[00:17:49.000 --> 00:17:51.000]  特別是很危險
[00:17:51.000 --> 00:17:53.000]  所以當時英國
[00:17:53.000 --> 00:17:55.000]  因為David是英國的宣教士
[00:17:55.000 --> 00:17:58.000]  所以英國直接派一些飛機
[00:17:58.000 --> 00:17:59.000]  叫那些人
[00:17:59.000 --> 00:18:01.000]  叫那些宣教士或者英國人
[00:18:01.000 --> 00:18:03.000]  來到機場就會接走你
[00:18:03.000 --> 00:18:05.000]  這個時候
[00:18:05.000 --> 00:18:07.000]  David和太太要不要走呢?
[00:18:07.000 --> 00:18:09.000]  和一幫宣教士要不要走呢?
[00:18:09.000 --> 00:18:11.000]  要不要逃命呢?
[00:18:11.000 --> 00:18:13.000]  後來他們就訪問一些
[00:18:13.000 --> 00:18:15.000]  問一些當地的信徒
[00:18:15.000 --> 00:18:17.000]  我留在這裏好嗎?
[00:18:17.000 --> 00:18:18.000]  還是我走好呢?
[00:18:18.000 --> 00:18:19.000]  都問了他們
[00:18:19.000 --> 00:18:21.000]  這幫基督徒就說
[00:18:21.000 --> 00:18:23.000]  你和我們現在在這裏
[00:18:23.000 --> 00:18:27.000]  建立了一個很好的緊密的弟兄之間的關係
[00:18:27.000 --> 00:18:29.000]  你留在這裏固然對我們好
[00:18:29.000 --> 00:18:31.000]  我們也對你好
[00:18:31.000 --> 00:18:36.000]  大家是一種很難分離的關係
[00:18:36.000 --> 00:18:38.000]  所以他一聽到這些說話
[00:18:38.000 --> 00:18:40.000]  他就知道我應該留下
[00:18:40.000 --> 00:18:42.000]  我應該陪伴這幫人
[00:18:42.000 --> 00:18:45.000]  那些領事就很緊張
[00:18:45.000 --> 00:18:47.000]  開始問一些人
[00:18:47.000 --> 00:18:49.000]  你走不走呢?
[00:18:49.000 --> 00:18:51.000]  有一次就和David說
[00:18:51.000 --> 00:18:54.000]  你怎樣決定呢?
[00:18:54.000 --> 00:18:55.000]  David就說
[00:18:55.000 --> 00:18:57.000]  我決定留下
[00:18:57.000 --> 00:18:59.000]  他說你這樣也有嗎?
[00:18:59.000 --> 00:19:01.000]  我和所有的商人
[00:19:01.000 --> 00:19:03.000]  一說有這個飛機走
[00:19:03.000 --> 00:19:05.000]  他們很開心
[00:19:05.000 --> 00:19:07.000]  這樣就會很自然地去到
[00:19:07.000 --> 00:19:09.000]  但是你那些宣教士這麼麻煩
[00:19:09.000 --> 00:19:11.000]  有飛機你都不走?
[00:19:11.000 --> 00:19:13.000]  我告訴你如果有什麼事
[00:19:13.000 --> 00:19:15.000]  你自己解決
[00:19:15.000 --> 00:19:17.000]  你懂的
[00:19:17.000 --> 00:19:19.000]  你知道處境如何
[00:19:19.000 --> 00:19:21.000]  其實這些都是出自好心
[00:19:21.000 --> 00:19:25.000]  很想他們能夠走
[00:19:25.000 --> 00:19:27.000]  安全第一
[00:19:27.000 --> 00:19:29.000]  但是這幫宣教士
[00:19:29.000 --> 00:19:31.000]  他們不走
[00:19:31.000 --> 00:19:32.000]  在David的心裏
[00:19:32.000 --> 00:19:34.000]  他就自己和自己這樣說
[00:19:34.000 --> 00:19:37.000]  他說這些飛機
[00:19:37.000 --> 00:19:39.000]  帶我去另一個安全的地方
[00:19:39.000 --> 00:19:41.000]  是不是真的最安全呢?
[00:19:41.000 --> 00:19:43.000]  神既然擺我在這個地方
[00:19:43.000 --> 00:19:45.000]  又給我這個使命
[00:19:45.000 --> 00:19:47.000]  神會自己負責
[00:19:47.000 --> 00:19:50.000]  我只管完成我的使命
[00:19:50.000 --> 00:19:52.000]  將來怎樣
