
[00:00:00.000 --> 00:00:09.000]  不同年紀的人,對於夢寐以求的生活有不同的想像
[00:10:43.000 --> 00:10:46.000]  我們回去在經文裏面就看到了
[00:10:46.000 --> 00:10:49.000]  是一個很仔細的描述
[00:10:49.000 --> 00:10:51.000]  在這個地方第一樣東西
[00:10:51.000 --> 00:10:53.000]  最重要有的是什麼呢
[00:10:53.000 --> 00:10:55.000]  就是有河流
[00:10:55.000 --> 00:10:57.000]  河流是代表什麼呢
[00:10:57.000 --> 00:11:01.000]  河流就是代表古代的文明孕育
[00:11:01.000 --> 00:11:04.000]  一個重要的來源
[00:11:04.000 --> 00:11:06.000]  我們知道古代的文明
[00:11:06.000 --> 00:11:09.000]  都是靠近河邊
[00:11:09.000 --> 00:11:12.000]  因為它附近的土地肥沃
[00:11:12.000 --> 00:11:13.000]  可以耕作
[00:11:13.000 --> 00:11:15.000]  然後人們就會聚居
[00:11:15.000 --> 00:11:17.000]  這個是文明孕育的地方
[00:11:17.000 --> 00:11:19.000]  所以第一樣東西
[00:11:19.000 --> 00:11:21.000]  這麼美好的地方
[00:11:21.000 --> 00:11:23.000]  是有河流的出現
[00:11:23.000 --> 00:11:25.000]  我們在第七節裏面就看到了
[00:11:25.000 --> 00:11:30.000]  然後這個地方更加有豐富的出產
[00:11:30.000 --> 00:11:37.000]  包括了小麥、大麥、葡萄樹、無花果樹、石榴樹
[00:11:37.000 --> 00:11:39.000]  還有橄欖油和蜂蜜
[00:11:39.000 --> 00:11:42.000]  大家想像一下就知道了
[00:11:42.000 --> 00:11:44.000]  就好像賣樓盤的廣告一樣
[00:11:44.000 --> 00:11:46.000]  不過下面有小小的字
[00:11:46.000 --> 00:11:48.000]  這個是電腦的效果
[00:11:48.000 --> 00:11:50.000]  是不是真的呢
[00:11:50.000 --> 00:11:52.000]  這個到時才知道
[00:11:52.000 --> 00:11:55.000]  就說了一個很美麗很美麗的圖畫
[00:11:55.000 --> 00:11:59.000]  這個圖畫今天大家抬頭望上來看一看
[00:11:59.000 --> 00:12:01.000]  這裡的圖畫豐富很多
[00:12:01.000 --> 00:12:04.000]  因為有香蕉、矮瓜、西蘭花
[00:12:04.000 --> 00:12:06.000]  還有其他的東西
[00:12:06.000 --> 00:12:08.000]  因為今天是謝恩節
[00:12:08.000 --> 00:12:11.000]  一會兒簡單說一下
[00:12:11.000 --> 00:12:12.000]  謝恩節是什麼
[00:12:12.000 --> 00:12:14.000]  和這些有什麼關係
[00:12:14.000 --> 00:12:15.000]  放在這裏
[00:12:15.000 --> 00:12:19.000]  當這些以色列人他們在曠野裏面
[00:12:19.000 --> 00:12:22.000]  聽到一個這麼美麗的圖畫
[00:12:22.000 --> 00:12:24.000]  就好像那個成語叫望梅止汗
[00:12:24.000 --> 00:12:27.000]  你想起都覺得很豐富
[00:12:27.000 --> 00:12:32.000]  想起都覺得很想去到這個地方
[00:12:32.000 --> 00:12:34.000]  不單止有河流
[00:12:34.000 --> 00:12:37.000]  有這麼豐富的土產
[00:12:37.000 --> 00:12:39.000]  更加告訴我們
[00:12:39.000 --> 00:12:41.000]  在那個地方
[00:12:41.000 --> 00:12:45.000]  他們的石頭就是鐵
[00:12:45.000 --> 00:12:50.000]  還有在山裏面可以挖到銅
[00:12:50.000 --> 00:12:53.000]  在這裏是告訴我們
[00:12:53.000 --> 00:12:56.000]  以色列人或者古代近東的人
[00:12:56.000 --> 00:12:59.000]  他們已經曉得用鐵、用銅
[00:12:59.000 --> 00:13:02.000]  來建設他們的城市
[00:13:02.000 --> 00:13:06.000]  建設他們自己的城鄉
[00:13:06.000 --> 00:13:09.000]  還有這些可以幫助他們
[00:13:09.000 --> 00:13:14.000]  變成一些武器重要的原材料
[00:13:14.000 --> 00:13:16.000]  這些是重要的資源
[00:13:16.000 --> 00:13:18.000]  就是說在那個地方
[00:13:18.000 --> 00:13:20.000]  一切已經準備好
[00:13:20.000 --> 00:13:22.000]  讓我們去建立一個
[00:13:22.000 --> 00:13:26.000]  強大的一個可能是城市
[00:13:26.000 --> 00:13:29.000]  甚至乎一個國家
[00:13:29.000 --> 00:13:31.000]  摩西向以色列人
[00:13:31.000 --> 00:13:35.000]  介紹這個這麼美麗的應許之地
[00:13:35.000 --> 00:13:37.000]  聽到的人大概都會覺得
[00:13:37.000 --> 00:13:40.000]  這個就是我嚮往很想去的地方
[00:13:40.000 --> 00:13:44.000]  就好像今天在中東在非洲出走的難民
[00:13:44.000 --> 00:13:47.000]  他們對於歐洲對於美國這些國家
[00:13:47.000 --> 00:13:49.000]  是非常的嚮往
[00:13:49.000 --> 00:13:53.000]  因為他們覺得這些地方是有民主
[00:13:53.000 --> 00:13:56.000]  不是一個獨裁的統治極權的統治
[00:13:56.000 --> 00:14:00.000]  這個地方是沒有什麼戰爭的
[00:14:00.000 --> 00:14:04.000]  這個地方有足夠的社會資源來照顧他們
[00:14:04.000 --> 00:14:07.000]  是他們很想去的地方
[00:14:07.000 --> 00:14:10.000]  很想去到一個什麼地步呢
[00:14:10.000 --> 00:14:13.000]  就是他們甘願冒險去偷渡
[00:14:13.000 --> 00:14:15.000]  大家知道今天有很多的難民
[00:14:15.000 --> 00:14:18.000]  他們其實在海上喪生
[00:14:18.000 --> 00:14:20.000]  或者那些來偷運
[00:14:20.000 --> 00:14:22.000]  他們去偷渡的那些人
[00:14:22.000 --> 00:14:25.000]  就是不顧他們的安全
[00:14:25.000 --> 00:14:28.000]  很多很多的人就在一隻的船上面
[00:14:28.000 --> 00:14:29.000]  有的其實就是這樣
[00:14:29.000 --> 00:14:32.000]  被迫死了 餓死了
[00:14:32.000 --> 00:14:34.000]  為什麼他們要冒這麼大的險
[00:14:34.000 --> 00:14:36.000]  要離開自己的地方呢
[00:14:36.000 --> 00:14:38.000]  就是因為他們覺得
[00:14:38.000 --> 00:14:40.000]  他們嚮往要到的地方
[00:14:40.000 --> 00:14:42.000]  給他們有出路
[00:14:42.000 --> 00:14:44.000]  給他們有一個新的生命的機會
[00:14:44.000 --> 00:14:46.000]  還有最重要的是什麼呢
[00:14:46.000 --> 00:14:49.000]  就是餵著他們的下一代
[00:14:49.000 --> 00:14:52.000]  所以當以色列人聽到摩西這樣來介紹
[00:14:52.000 --> 00:14:54.000]  他們就會想像
[00:14:54.000 --> 00:14:56.000]  我們的上一代已經過去了
[00:14:56.000 --> 00:14:59.000]  他們沒有辦法進入這個應許之地
[00:14:59.000 --> 00:15:01.000]  我們帶著這麼多的東西
[00:15:01.000 --> 00:15:04.000]  最重要的就是我們的下一代
[00:15:04.000 --> 00:15:08.000]  能不能夠進入這個應許的美地呢
[00:15:08.000 --> 00:15:12.000]  就是這種期待成為了一個很重要的動力
[00:15:12.000 --> 00:15:14.000]  推動以色列人
[00:15:14.000 --> 00:15:17.000]  不要得到這個應許的地方
[00:15:17.000 --> 00:15:20.000]  不過人是會健忘的
[00:15:20.000 --> 00:15:23.000]  當生活安穩的時候
[00:15:23.000 --> 00:15:26.000]  他們很容易會認為一切都是理所當然
[00:15:26.000 --> 00:15:29.000]  就忘記了上帝的吩咐
[00:15:29.000 --> 00:15:32.000]  忘記了上帝的恩典
[00:15:32.000 --> 00:15:34.000]  我做牧師
[00:15:34.000 --> 00:15:36.000]  牧羊教會二十多年
[00:15:36.000 --> 00:15:38.000]  見證過不少的人
[00:15:38.000 --> 00:15:42.000]  他們曾經經歷過人生很困難的時間
[00:15:42.000 --> 00:15:44.000]  要尋求上帝
[00:15:44.000 --> 00:15:47.000]  希望教會的幫助
[00:15:47.000 --> 00:15:49.000]  結果他們真的有不少
[00:15:49.000 --> 00:15:51.000]  得到這個幫助
[00:15:51.000 --> 00:15:53.000]  他們的困難是解除
[00:15:53.000 --> 00:15:54.000]  在開始的時候
[00:15:54.000 --> 00:15:57.000]  他們都認為這個是上帝的恩典
[00:15:57.000 --> 00:16:00.000]  但慢慢慢慢當他脫離了困境
[00:16:00.000 --> 00:16:03.000]  他的生活越來越好的時候
[00:16:03.000 --> 00:16:04.000]  他又會覺得
[00:16:04.000 --> 00:16:07.000]  其實這一切都是我自己的好運
[00:16:07.000 --> 00:16:10.000]  其實有很多的事情都是因為我努力
[00:16:10.000 --> 00:16:11.000]  我堅持
[00:16:11.000 --> 00:16:16.000]  所以我就會得到今天那種的生活
[00:16:16.000 --> 00:16:18.000]  其實這些情況
[00:16:18.000 --> 00:16:20.000]  對我們來說不是太陌生
[00:16:20.000 --> 00:16:24.000]  或者你遇過這些人都不一定
[00:16:24.000 --> 00:16:26.000]  又或者我們記得
[00:16:26.000 --> 00:16:31.000]  在西方書裡面耶穌都曾經經驗過這樣的事情
[00:16:31.000 --> 00:16:35.000]  在路加福音第十七章十一至十九節裡面
[00:16:35.000 --> 00:16:40.000]  提到耶穌醫好十個患麻風的病人
[00:16:40.000 --> 00:16:45.000]  結果只有一個人回去懂得感謝他
[00:16:45.000 --> 00:16:46.000]  而這個人是誰呢?
[00:16:46.000 --> 00:16:48.000]  大家通常會記得
[00:16:48.000 --> 00:16:50.000]  醫好十個只有一個回去
[00:16:50.000 --> 00:16:54.000]  但其實那一個是撒瑪利亞人
[00:16:54.000 --> 00:16:58.000]  就是一群被以色列人看不起的人
[00:16:58.000 --> 00:17:03.000]  他們反而懂得回去感謝耶穌
[00:17:03.000 --> 00:17:04.000]  然後耶穌就問
[00:17:04.000 --> 00:17:06.000]  不是有十個被醫好的嗎?
[00:17:06.000 --> 00:17:10.000]  為什麼只有一個所謂的愛人
[00:17:10.000 --> 00:17:13.000]  會懂得回來感謝他呢?
[00:17:13.000 --> 00:17:17.000]  今天大家都可以回想一下
[00:17:17.000 --> 00:17:21.000]  你記不記得曾經得到上帝的幫助呢?
[00:17:21.000 --> 00:17:23.000]  可能是在你的健康
[00:17:23.000 --> 00:17:25.000]  在你的人際關係
[00:17:25.000 --> 00:17:26.000]  在你的工作
[00:17:26.000 --> 00:17:29.000]  在你學習的時候
[00:17:29.000 --> 00:17:31.000]  你有沒有常常去記住
[00:17:31.000 --> 00:17:33.000]  這個被上帝幫助的經驗
[00:17:33.000 --> 00:17:36.000]  來去感謝上帝呢?
[00:17:36.000 --> 00:17:37.000]  可能在觀念上
[00:17:37.000 --> 00:17:40.000]  你知道不可以忘記的
[00:17:40.000 --> 00:17:41.000]  但在行動上
[00:17:41.000 --> 00:17:43.000]  你會怎樣去表達呢?
[00:17:43.000 --> 00:17:48.000]  剛才提到我們今天是謝恩節的主日
[00:17:48.000 --> 00:17:51.000]  當然這個是源自北美
[00:17:51.000 --> 00:17:54.000]  在每年的11月第4個禮拜四
[00:17:54.000 --> 00:17:56.000]  就是剛剛過了禮拜四
[00:17:56.000 --> 00:17:59.000]  就是美國的一個感恩節
[00:17:59.000 --> 00:18:02.000]  感恩節的第二天就是禮拜五
[00:18:02.000 --> 00:18:04.000]  他們稱為一個黑色星期五
[00:18:04.000 --> 00:18:06.000]  在那裡做什麼呢?
[00:18:06.000 --> 00:18:08.000]  就是要催谷那些生意
[00:18:08.000 --> 00:18:11.000]  就好像我們國內11月11日
[00:18:11.000 --> 00:18:14.000]  大家有沒有去參與淘寶的活動
[00:18:14.000 --> 00:18:19.000]  在大學裡面聽到很多學生
[00:18:19.000 --> 00:18:22.000]  一些同事去做這些活動
[00:18:22.000 --> 00:18:28.000]  令到這個交易額成為了一個很大的紀錄
[00:18:28.000 --> 00:18:30.000]  在美國也一樣
[00:18:30.000 --> 00:18:32.000]  他們在剛剛的禮拜五
[00:18:32.000 --> 00:18:33.000]  一個黑色星期五
[00:18:33.000 --> 00:18:36.000]  他們也鼓勵了很多很多的消費
[00:18:36.000 --> 00:18:39.000]  感恩節的來源
[00:18:39.000 --> 00:18:44.000]  其實跟宗教的改革也有相當的關係
[00:18:44.000 --> 00:18:46.000]  因為在宗教的改革之後
[00:18:46.000 --> 00:18:49.000]  有跟隨天主教會的
[00:18:49.000 --> 00:18:51.000]  也有基督新教的
[00:18:51.000 --> 00:18:53.000]  在基督新教裡面
[00:18:53.000 --> 00:18:56.000]  也有很多的分支出來了
[00:18:56.000 --> 00:18:58.000]  其中有一群人叫做清教徒
[00:18:58.000 --> 00:19:00.000]  特別是在英國
[00:19:00.000 --> 00:19:02.000]  他們在生活上很嚴謹
[00:19:02.000 --> 00:19:04.000]  去追求聖潔
[00:19:04.000 --> 00:19:07.000]  他們認為當時的英國的國教
[00:19:07.000 --> 00:19:09.000]  就是今天的聖公會
[00:19:09.000 --> 00:19:11.000]  做很多的事情
[00:19:11.000 --> 00:19:13.000]  他們覺得在信仰裡面
[00:19:13.000 --> 00:19:16.000]  其實是不能夠得到上帝的喜悅
[00:19:16.000 --> 00:19:18.000]  生活是未夠聖潔
[00:19:18.000 --> 00:19:20.000]  所以他們希望擺脫
[00:19:20.000 --> 00:19:25.000]  英國的國教的那種逼迫
[00:19:25.000 --> 00:19:27.000]  所以他們有一群人
[00:19:27.000 --> 00:19:30.000]  決定要離開英國
[00:19:30.000 --> 00:19:32.000]  離開歐洲大陸
[00:19:32.000 --> 00:19:36.000]  要去到當時的美洲新大陸
[00:19:36.000 --> 00:19:40.000]  當然這已經是幾百年前的事
[00:19:40.000 --> 00:19:43.000]  他們當去到美洲新大陸的時候
[00:19:43.000 --> 00:19:46.000]  他們不能夠適應當地的環境
[00:19:46.000 --> 00:19:48.000]  因為當時是冬天
[00:19:48.000 --> 00:19:50.000]  在飢寒交迫的底下
[00:19:50.000 --> 00:19:54.000]  去到的人差不多死了一半
[00:19:54.000 --> 00:19:56.000]  不過幸好他們得到
[00:19:56.000 --> 00:19:59.000]  當地印第安人的幫助
[00:19:59.000 --> 00:20:01.000]  教他們怎樣去種植
[00:20:01.000 --> 00:20:06.000]  適應一下美洲氣候的土產
[00:20:06.000 --> 00:20:09.000]  結果第二年帶來了很大的豐收
[00:20:09.000 --> 00:20:15.000]  故此他們這一群新到美洲的歐洲人
[00:20:15.000 --> 00:20:19.000]  他們要去慰藉有這些豐富的出產
[00:20:19.000 --> 00:20:20.000]  來慶祝
[00:20:20.000 --> 00:20:22.000]  因為他們知道
[00:20:22.000 --> 00:20:25.000]  做農夫你努力
[00:20:25.000 --> 00:20:27.000]  期望有收成
[00:20:27.000 --> 00:20:30.000]  但是不是一個保證
[00:20:30.000 --> 00:20:34.000]  因為很多大自然的災禍
[00:20:34.000 --> 00:20:36.000]  變化環境等等
[00:20:36.000 --> 00:20:38.000]  是可以令到你失修的
[00:20:38.000 --> 00:20:40.000]  所以能夠豐收
[00:20:40.000 --> 00:20:42.000]  一定是上帝的恩典
[00:20:42.000 --> 00:20:45.000]  所以他們就把地裏的出產
[00:20:45.000 --> 00:20:47.000]  全部拿來慶祝一番
[00:20:47.000 --> 00:20:49.000]  所以每年的感恩節
[00:20:49.000 --> 00:20:51.000]  大家就會看到這些圖畫出現
[00:20:51.000 --> 00:20:54.000]  不過今時今日有些人就開玩笑
