
[00:00:00.000 --> 00:00:03.200]  各位夫婦區的弟兄姊妹平安
[00:05:14.440 --> 00:05:16.440]  寫成這樣的福音
[00:05:16.440 --> 00:05:20.440]  這也是他福音獨特的地方
[00:05:20.440 --> 00:05:24.440]  第24章的目的是甚麼呢?
[00:05:24.440 --> 00:05:28.440]  原來主耶穌復活到他升天期間
[00:05:28.440 --> 00:05:30.440]  這四十天裏面
[00:05:30.440 --> 00:05:32.440]  他顯現很多次
[00:05:32.440 --> 00:05:37.440]  向不同的群體、向不同的人來顯現
[00:05:37.440 --> 00:05:44.440]  目的就是要解決門徒當時所面對的困難
[00:05:44.440 --> 00:05:46.440]  所產生的問題
[00:05:46.440 --> 00:05:49.440]  以及不明白的心境
[00:05:49.440 --> 00:05:54.440]  待會我們看經文的時候就知道
[00:05:54.440 --> 00:05:56.440]  這個格劉班跟很多門徒一樣
[00:05:56.440 --> 00:06:00.440]  在耶穌復活後回顧他所做的事
[00:06:00.440 --> 00:06:03.440]  有很多點他們所描述的是真實
[00:06:03.440 --> 00:06:09.440]  但是他們的觀點、判斷、認識是有所欠缺的
[00:06:09.440 --> 00:06:15.440]  主復活的目的就是要解決他們的疑惑
[00:06:15.440 --> 00:06:22.440]  而且是解決他們心裏面那種灰心失望
[00:06:22.440 --> 00:06:27.440]  所以在往大馬式的路上
[00:06:27.440 --> 00:06:32.440]  在往耳猛五思的路上
[00:06:32.440 --> 00:06:34.440]  我們華本聖經就說
[00:06:34.440 --> 00:06:38.440]  距離耶路撒冷約莽有25華里
[00:06:38.440 --> 00:06:42.440]  計起來約莽有七英里
[00:06:42.440 --> 00:06:45.440]  七英里如果路好的話
[00:06:45.440 --> 00:06:47.440]  也不算很長
[00:06:47.440 --> 00:06:51.440]  當然短也不是短
[00:06:51.440 --> 00:06:56.440]  為什麼他們走七英里會走到黃昏呢?
[00:06:56.440 --> 00:06:58.440]  大部分人認為
[00:06:58.440 --> 00:07:00.440]  因為當時旅行天氣炎熱
[00:07:00.440 --> 00:07:03.440]  是在過了正午後
[00:07:03.440 --> 00:07:06.440]  太陽開始偏斜沒那麼曬的時候
[00:07:06.440 --> 00:07:08.440]  他們走
[00:07:08.440 --> 00:07:11.440]  走到黃昏的時候
[00:07:11.440 --> 00:07:14.440]  就來到七英里
[00:07:14.440 --> 00:07:20.440]  大概是耶路撒冷西北面一個小村莊的地方
[00:07:20.440 --> 00:07:25.440]  大家看我的PowerPoint
[00:07:25.440 --> 00:07:33.440]  原來往耳猛五思路上和在耳猛五思村落
[00:07:33.440 --> 00:07:36.440]  耶穌和門徒坐寂
[00:07:36.440 --> 00:07:41.440]  成為很多文學家畫家的一種啟迪
[00:07:41.440 --> 00:07:44.440]  讓他們畫出很多畫
[00:07:44.440 --> 00:07:49.440]  所以我預備的時候特意去搜尋了很多
[00:07:49.440 --> 00:07:53.440]  其中一幅很出名的就是荷蘭
[00:07:53.440 --> 00:07:56.440]  一個畫家叫做Rembrandt
[00:07:56.440 --> 00:07:58.440]  他所畫的畫
[00:07:58.440 --> 00:08:02.440]  我今天就不花時間去解釋
[00:08:02.440 --> 00:08:07.440]  但如果你看畫的焦點、亮光位置
[00:08:07.440 --> 00:08:09.440]  和那些人的反應
[00:08:09.440 --> 00:08:11.440]  你就會發現到
[00:08:11.440 --> 00:08:13.440]  其實每個畫家
[00:08:13.440 --> 00:08:15.440]  就好像課本書的作者一樣
[00:08:15.440 --> 00:08:17.440]  有他的亮光
[00:08:17.440 --> 00:08:18.440]  有他的領袖
[00:08:18.440 --> 00:08:20.440]  有他的觀點
[00:08:20.440 --> 00:08:22.440]  他們是分歧
[00:08:22.440 --> 00:08:25.440]  但這種分歧都是統一的
[00:08:25.440 --> 00:08:27.440]  集中的焦點
[00:08:27.440 --> 00:08:31.440]  就是對耶穌突然之間的明亮認識
[00:08:31.440 --> 00:08:35.440]  和焦點放在耶穌那裡
[00:08:35.440 --> 00:08:39.440]  我們發現到其實我們做基督徒的經歷
[00:08:39.440 --> 00:08:46.440]  人生都好像這兩個耳猛五思路上的門徒一樣
[00:08:46.440 --> 00:08:48.440]  因此我們跟隨主
[00:08:48.440 --> 00:08:50.440]  跟隨了一段時間
[00:08:50.440 --> 00:08:53.440]  看見他說話大有能力
[00:08:53.440 --> 00:08:58.440]  每個教導都能夠適時切認人心
[00:08:58.440 --> 00:09:03.440]  他走的神蹟騎士都振奮讓人相信
[00:09:03.440 --> 00:09:05.440]  緊緊的跟隨他
[00:09:05.440 --> 00:09:09.440]  曾經何時我們的信心是很火熱
[00:09:09.440 --> 00:09:11.440]  但突然之間
[00:09:11.440 --> 00:09:15.440]  是因著他那種成就救贖計劃
[00:09:15.440 --> 00:09:19.440]  那個方式和我們的期待有落差的時候
[00:09:19.440 --> 00:09:21.440]  我們就不明白
[00:09:21.440 --> 00:09:23.440]  而且要離去
[00:09:23.440 --> 00:09:27.440]  返回我們自己的本處
[00:09:27.440 --> 00:09:29.440]  走回舊路
[00:09:29.440 --> 00:09:34.440]  就好像約翰福音那裡說到
[00:09:34.440 --> 00:09:36.440]  彼得和眾門徒說
[00:09:36.440 --> 00:09:38.440]  我們打魚去
[00:09:38.440 --> 00:09:42.440]  然後耶穌就在提比利亞的海邊
[00:09:42.440 --> 00:09:44.440]  再一次向他們顯現
[00:09:44.440 --> 00:09:47.440]  再一次呼召他們
[00:09:47.440 --> 00:09:49.440]  在路上有很多事情
[00:09:49.440 --> 00:09:53.440]  耶穌很多時候在路上和人來工作
[00:09:53.440 --> 00:09:58.440]  他講的比喻就是有人在往耶利哥的路上
[00:09:58.440 --> 00:10:01.440]  又遇見一些事情
[00:10:01.440 --> 00:10:05.440]  保羅在往大馬錫的路上
[00:10:05.440 --> 00:10:07.440]  他就向他顯現
[00:10:07.440 --> 00:10:10.440]  然後說保羅保羅你做什麼迫迫我
[00:10:10.440 --> 00:10:14.440]  原來在我們人生的旅途上某一點
[00:10:14.440 --> 00:10:18.440]  耶穌會介入來幫助我們
[00:10:18.440 --> 00:10:21.440]  就好像幫助這兩個人一樣
[00:10:21.440 --> 00:10:24.440]  甚至給他們話語
[00:10:24.440 --> 00:10:25.440]  輔導他們
[00:10:25.440 --> 00:10:27.440]  啟迪他們
[00:10:27.440 --> 00:10:30.440]  這兩個人我們看見聖經的描述
[00:10:30.440 --> 00:10:35.440]  就是說他見到耶穌基督要受苦
[00:10:35.440 --> 00:10:37.440]  頂十字架
[00:10:37.440 --> 00:10:40.440]  甚至全民去復活
[00:10:40.440 --> 00:10:41.440]  很困惑的時候
[00:10:41.440 --> 00:10:44.440]  臉上帶著仇容
[00:10:44.440 --> 00:10:47.440]  今天我們很多基督徒都是
[00:10:47.440 --> 00:10:48.440]  在我們信仰的路上
[00:10:48.440 --> 00:10:50.440]  在我們人生的路上
[00:10:50.440 --> 00:10:52.440]  在我們婚姻的路上
[00:10:52.440 --> 00:10:54.440]  在我們教導子女的路上
[00:10:54.440 --> 00:10:57.440]  臉上帶著仇容
[00:10:57.440 --> 00:10:58.440]  為什麼?
[00:10:58.440 --> 00:11:03.440]  我們不明白主要怎樣應驗他的話語
[00:11:03.440 --> 00:11:08.440]  我們不明白主是怎樣來成就
[00:11:08.440 --> 00:11:09.440]  他在我們家庭
[00:11:09.440 --> 00:11:12.440]  在我們生命裡面的工作
[00:11:12.440 --> 00:11:20.440]  二萬五師距離耶路撒冷西北約七英里
[00:11:20.440 --> 00:11:24.440]  有些說法是距離三點五英里
[00:11:24.440 --> 00:11:29.440]  七英里是往返的里數
[00:11:29.440 --> 00:11:31.440]  如果上網查
[00:11:31.440 --> 00:11:34.440]  有關二萬五師正確的地點
[00:11:34.440 --> 00:11:36.440]  有很多個
[00:11:36.440 --> 00:11:43.440]  有些人說格羅班那裡有間屋
[00:11:43.440 --> 00:11:46.440]  有些人說曾經一段時期
[00:11:46.440 --> 00:11:51.440]  那裡是羅馬退伍軍人在那裡駐紮
[00:11:51.440 --> 00:11:54.440]  和在那裡退休的地方
[00:11:54.440 --> 00:11:55.440]  無論如何
[00:11:55.440 --> 00:11:58.440]  聖經覺得這些資料不是太重要
[00:11:58.440 --> 00:12:01.440]  所以沒有仔細地描述
[00:12:01.440 --> 00:12:05.440]  總之他們離開耶路撒冷
[00:12:05.440 --> 00:12:08.440]  走了一個我想是約翁
[00:12:08.440 --> 00:12:10.440]  是下午的時間
[00:12:10.440 --> 00:12:14.440]  到日頭平西黃昏的時候
[00:12:14.440 --> 00:12:17.440]  就到達格羅班的家
[00:12:17.440 --> 00:12:20.440]  除了格羅班還有一個門徒
[00:12:20.440 --> 00:12:26.440]  有很多人說這個門徒其實是格羅班的妻子
[00:12:26.440 --> 00:12:30.440]  有些人說格羅班就是格羅拜
[00:12:30.440 --> 00:12:33.440]  兩個字都很相似
[00:12:33.440 --> 00:12:38.440]  所以格羅班的妻子應該叫瑪利亞
[00:12:38.440 --> 00:12:41.440]  他們兩夫婦都是耶穌的門徒
[00:12:41.440 --> 00:12:44.440]  但耶穌不著重這個人的身份
[00:12:44.440 --> 00:12:47.440]  只是說出其中一個人叫格羅班
[00:12:47.440 --> 00:12:50.440]  很可能跟他走的是他的妻子
[00:12:50.440 --> 00:12:51.440]  或者其他人
[00:12:51.440 --> 00:12:52.440]  這個不重要
[00:12:52.440 --> 00:12:56.440]  因為格羅班已經代表了這兩個人
[00:12:56.440 --> 00:12:59.440]  我們來看聖經
[00:12:59.440 --> 00:13:03.440]  我們看見在第十三節
[00:13:03.440 --> 00:13:05.440]  說到正當那天
[00:13:05.440 --> 00:13:09.440]  門徒中有兩個人往一個村子去
[00:13:09.440 --> 00:13:11.440]  村子名叫爾瑪吾斯
[00:13:11.440 --> 00:13:13.440]  是來耶路撒冷
[00:13:13.440 --> 00:13:15.440]  約有二十五里
[00:13:15.440 --> 00:13:17.440]  這個里是華里
[00:13:17.440 --> 00:13:22.440]  剛才這兩個門徒就爾瑪吾斯
[00:13:22.440 --> 00:13:26.440]  就這個里已經做了解釋
[00:13:26.440 --> 00:13:27.440]  第十四節
[00:13:27.440 --> 00:13:28.440]  這個很重要了
[00:13:28.440 --> 00:13:32.440]  他說正談論相問的時候
[00:13:32.440 --> 00:13:34.440]  兩個人在談
[00:13:34.440 --> 00:13:37.440]  格羅班的太太可能說
[00:13:37.440 --> 00:13:39.440]  我們跟隨耶穌這麼多年
[00:13:39.440 --> 00:13:42.440]  為什麼他不是按聖經所說
[00:13:42.440 --> 00:13:43.440]  他要得榮耀
[00:13:43.440 --> 00:13:45.440]  他要建立他的國度
[00:13:45.440 --> 00:13:49.440]  這樣來成就神的救贖計劃呢?
[00:13:49.440 --> 00:13:53.440]  耶穌親自就近他們
[00:13:53.440 --> 00:13:56.440]  和他們同行
[00:13:56.440 --> 00:13:58.440]  聖經裏面有很多時候
[00:13:58.440 --> 00:14:00.440]  有很多章節
[00:14:00.440 --> 00:14:02.440]  就是在智慧行間
[00:14:02.440 --> 00:14:04.440]  透化它的重要性
[00:14:04.440 --> 00:14:09.440]  和將上帝對我們的愛表達出來
[00:14:09.440 --> 00:14:11.440]  十四節這個下半節
[00:14:11.440 --> 00:14:14.440]  是一個非常親切
[00:14:14.440 --> 00:14:15.440]  很有力的
[00:14:15.440 --> 00:14:19.440]  而且是我們可以把握住的金句和國句
[00:14:19.440 --> 00:14:22.440]  耶穌親自就近他們
[00:14:22.440 --> 00:14:25.440]  耶穌主動接近他們
[00:14:25.440 --> 00:14:26.440]  不是我們求來求去
[00:14:26.440 --> 00:14:28.440]  耶穌都不出現
[00:14:28.440 --> 00:14:30.440]  是親自知道他們在哪裏
[00:14:30.440 --> 00:14:31.440]  知道問題
[00:14:31.440 --> 00:14:33.440]  甚至與我們同行
[00:14:33.440 --> 00:14:35.440]  很多時候我們覺得
[00:14:35.440 --> 00:14:37.440]  我們背著十字架很重
[00:14:37.440 --> 00:14:40.440]  我們要走的路很孤單
[00:14:40.440 --> 00:14:42.440]  但我們看完這次經文就說
[00:14:42.440 --> 00:14:44.440]  在我們困惑
[00:14:44.440 --> 00:14:45.440]  在我們不明白
[00:14:45.440 --> 00:14:48.440]  在我們愁容滿面的時候
[00:14:48.440 --> 00:14:51.440]  耶穌主動的來到
[00:14:51.440 --> 00:14:53.440]  是親近我們
[00:14:53.440 --> 00:14:56.440]  而且和我們走一段路
[00:14:56.440 --> 00:14:59.440]  這次經文令我們想到甚麼呢
[00:14:59.440 --> 00:15:02.440]  想到足跡那個故事
[00:15:02.440 --> 00:15:04.440]  就是在沙灘裏面
[00:15:04.440 --> 00:15:06.440]  有兩吋的足跡
[00:15:06.440 --> 00:15:08.440]  到最後只剩下一吋足跡
[00:15:08.440 --> 00:15:11.440]  原來那個是和耶穌同行的人
[00:15:11.440 --> 00:15:13.440]  軟弱到一個地步
[00:15:13.440 --> 00:15:15.440]  耶穌抱起他
[00:15:15.440 --> 00:15:19.440]  走走他人生最困難的一段路
[00:15:19.440 --> 00:15:26.440]  接著我們看到17到24節這段
[00:15:26.440 --> 00:15:28.440]  耶穌對他們說
[00:15:28.440 --> 00:15:32.440]  你們走路彼此談論的是甚麼事
[00:15:32.440 --> 00:15:37.440]  他們就站在臉上帶著愁容
[00:15:37.440 --> 00:15:41.440]  耶穌主動來到親近他們
[00:15:41.440 --> 00:15:45.440]  而且是和他們一路走
[00:15:45.440 --> 00:15:47.440]  即是說他和他們走
[00:15:47.440 --> 00:15:49.440]  本來這條路是兩個人走
[00:15:49.440 --> 00:15:52.440]  現在變成三個人並肩而行
[00:15:52.440 --> 00:15:55.440]  聽見兩個人心有不甘
[00:15:55.440 --> 00:15:57.440]  瑞瑞不休在談論
[00:15:57.440 --> 00:16:00.440]  你們在談甚麼呢
[00:16:00.440 --> 00:16:04.440]  談到愁容滿面
[00:16:04.440 --> 00:16:06.440]  幾乎快要哭了
[00:16:06.440 --> 00:16:08.440]  究竟有甚麼事呢
[00:16:08.440 --> 00:16:11.440]  我們看見在這裏
[00:16:11.440 --> 00:16:14.440]  格劉巴就說
[00:16:14.440 --> 00:16:20.440]  既然你從耶路撒冷和我們走在這條路
[00:16:20.440 --> 00:16:25.440]  即是說過往你曾經在耶路撒冷逗留作客
[00:16:25.440 --> 00:16:27.440]  即是說你曾經在那裏逗留
[00:16:27.440 --> 00:16:31.440]  你才會從耶路撒冷的城門出來走這條路
[00:16:31.440 --> 00:16:35.440]  這條路顯示你剛才在耶路撒冷
[00:16:35.440 --> 00:16:38.440]  你不知道這幾天發生了甚麼事嗎
[00:16:38.440 --> 00:16:41.440]  耶穌說究竟你們在談甚麼事呢
[00:16:41.440 --> 00:16:44.440]  這裏就說他們說
[00:16:44.440 --> 00:16:47.440]  就算拿撒勒人耶穌的事
[00:16:47.440 --> 00:16:52.440]  原來焦點是他們在談論拿撒勒人耶穌
[00:16:52.440 --> 00:16:56.440]  一直下去到二十四節
[00:16:56.440 --> 00:17:01.440]  在他們重述這件事情裏
[00:17:01.440 --> 00:17:05.440]  我們看見為何他們會憂愁
[00:17:05.440 --> 00:17:09.440]  第一他們對主耶穌的認識
[00:17:09.440 --> 00:17:13.440]  那個人原來不是永生上帝的兒子
[00:17:13.440 --> 00:17:17.440]  其實這個答案在耶穌沒有釘十字架之前
[00:17:17.440 --> 00:17:21.440]  他們門徒的班長彼得已經說
[00:17:21.440 --> 00:17:24.440]  你是永生神的兒子
[00:17:24.440 --> 00:17:29.440]  連被污穢附著的人就說
[00:17:29.440 --> 00:17:32.440]  永生上帝的兒子我們與你有何相干
[00:17:32.440 --> 00:17:35.440]  你介入已經說他是神的兒子
[00:17:35.440 --> 00:17:41.440]  但這裏仍然說他是拿撒勒人耶穌
[00:17:41.440 --> 00:17:44.440]  跟隨耶穌的很多人
[00:17:44.440 --> 00:17:47.440]  能夠宣稱耶穌是主
[00:17:47.440 --> 00:17:48.440]  是救主
[00:17:48.440 --> 00:17:50.440]  是神兒子的人
[00:17:50.440 --> 00:17:52.440]  有
[00:17:52.440 --> 00:17:55.440]  但是在當中我們可以說
[00:17:55.440 --> 00:17:58.440]  如木魂珠參著的
[00:17:58.440 --> 00:17:59.440]  未有經歷
[00:17:59.440 --> 00:18:00.440]  未有對聖經認識
[00:18:00.440 --> 00:18:02.440]  他們對主耶穌是怎樣呢
[00:18:02.440 --> 00:18:06.440]  他是拿撒勒人耶穌
[00:18:06.440 --> 00:18:13.440]  這個比他都一個很高的排名
[00:18:13.440 --> 00:18:15.440]  他是一個先知
[00:18:15.440 --> 00:18:16.440]  很厲害
[00:18:16.440 --> 00:18:21.440]  在人來說先知就是最能夠接近神
[00:18:21.440 --> 00:18:23.440]  最能夠體貼神心意
[00:18:23.440 --> 00:18:25.440]  最能夠宣講神話語的人
[00:18:25.440 --> 00:18:27.440]  他是一個先知
[00:18:27.440 --> 00:18:29.440]  先知也有軟弱的先知
[00:18:29.440 --> 00:18:31.440]  但他是怎樣呢
[00:18:31.440 --> 00:18:34.440]  他在神和百姓面前
[00:18:34.440 --> 00:18:35.440]  不僅是神
[00:18:35.440 --> 00:18:38.440]  他在一些不信的人面前
[00:18:38.440 --> 00:18:39.440]  百會觀長
[00:18:39.440 --> 00:18:42.440]  說話行事都有大量
[00:18:42.440 --> 00:18:46.440]  他講的道理是震撼人心
[00:18:46.440 --> 00:18:49.440]  連那些法利賽人熟悉聖經的
[00:18:49.440 --> 00:18:51.440]  都閉上嘴
[00:18:51.440 --> 00:18:53.440]  掩著臉走
[00:18:53.440 --> 00:18:55.440]  啞口無言
[00:18:55.440 --> 00:18:58.440]  而且他的話有能力就是
[00:18:58.440 --> 00:19:00.440]  他能夠直指人心
[00:19:00.440 --> 00:19:02.440]  叫人心裏得到安慰
[00:19:02.440 --> 00:19:03.440]  得到力量
[00:19:03.440 --> 00:19:05.440]  還有他行事有大能
[00:19:05.440 --> 00:19:07.440]  他做甚麼呢
[00:19:07.440 --> 00:19:09.440]  他講污愧
[00:19:09.440 --> 00:19:12.440]  叫死病的人得以復活
[00:19:12.440 --> 00:19:14.440]  行神蹟奇事
[00:19:14.440 --> 00:19:18.440]  這個餅兩條魚
[00:19:18.440 --> 00:19:20.440]  能夠餵飽五千人
[00:19:20.440 --> 00:19:22.440]  這個很有大能的先知
[00:19:22.440 --> 00:19:25.440]  他好像以利亞一樣
[00:19:25.440 --> 00:19:27.440]  但還不夠
[00:19:27.440 --> 00:19:28.440]  我們認識神
[00:19:28.440 --> 00:19:31.440]  只不過是一個那撒冷人
[00:19:31.440 --> 00:19:32.440]  他叫耶穌基督
[00:19:32.440 --> 00:19:35.440]  他才還不夠
[00:19:35.440 --> 00:19:37.440]  他是基督
[00:19:37.440 --> 00:19:39.440]  基督是尼塞亞受告者
[00:19:39.440 --> 00:19:41.440]  是神委派來
[00:19:41.440 --> 00:19:44.440]  要完成這個救贖工作
[00:19:44.440 --> 00:19:46.440]  他是神的兒子
[00:19:46.440 --> 00:19:47.440]  他是救主
[00:19:47.440 --> 00:19:51.440]  他是我們所認信的主
[00:19:51.440 --> 00:19:54.440]  為何我們生命全然獻上
[00:19:54.440 --> 00:19:57.440]  所以我們看見他的憂愁不是沒有問題
[00:19:57.440 --> 00:20:01.440]  他對主耶穌的認識有一個差距
[00:20:01.440 --> 00:20:04.440]  是人與神之間的差距
[00:20:04.440 --> 00:20:06.440]  他是相信一個哲學家
[00:20:06.440 --> 00:20:07.440]  一個宗教家
[00:20:07.440 --> 00:20:09.440]  他不是相信神
[00:20:09.440 --> 00:20:12.440]  第二方面我們看見
[00:20:12.440 --> 00:20:15.440]  一個五位大先知
[00:20:15.440 --> 00:20:16.440]  但他們的祭司長
[00:20:16.440 --> 00:20:18.440]  宗教的代表
[00:20:18.440 --> 00:20:19.440]  和他們的政府
[00:20:19.440 --> 00:20:21.440]  就是甚麼呢
[00:20:21.440 --> 00:20:24.440]  這個政教的權威
[00:20:24.440 --> 00:20:27.440]  竟然將他解去
[00:20:27.440 --> 00:20:28.440]  即是說
[00:20:28.440 --> 00:20:31.440]  關入監牢裏面去審訊
[00:20:31.440 --> 00:20:32.440]  定了死罪
[00:20:32.440 --> 00:20:34.440]  釘在十字架上
[00:20:34.440 --> 00:20:36.440]  死了
[00:20:36.440 --> 00:20:41.440]  而且以一種極其羞辱的方式
[00:20:41.440 --> 00:20:44.440]  很痛苦的方式死
[00:20:44.440 --> 00:20:46.440]  但我們素來所盼望
[00:20:46.440 --> 00:20:48.440]  要贖以聖列丁
[00:20:48.440 --> 00:20:50.440]  就是他
[00:20:50.440 --> 00:20:54.440]  耶穌死,完成救贖
[00:20:54.440 --> 00:20:57.440]  好像如字的羔羊有甚麼問題呢
[00:20:57.440 --> 00:21:00.440]  原來他們當時社會流行的東西
[00:21:00.440 --> 00:21:03.440]  幾似我們今天的社會
[00:21:03.440 --> 00:21:05.440]  有一個解經家
[00:21:05.440 --> 00:21:07.440]  曾經寫過一段這樣說
[00:21:07.440 --> 00:21:09.440]  他說加勒巴
[00:21:09.440 --> 00:21:12.440]  是好像這個粉月黨西門
[00:21:12.440 --> 00:21:17.440]  亦都好像當時社會裏面的一些思潮
[00:21:17.440 --> 00:21:20.440]  認為聖經裏面所應許的耶穌
[00:21:20.440 --> 00:21:22.440]  這個尼賽亞
[00:21:22.440 --> 00:21:23.440]  是要甚麼呢
[00:21:23.440 --> 00:21:26.440]  軍事上推翻羅馬政府
[00:21:26.440 --> 00:21:30.440]  做這個革命黨
[00:21:30.440 --> 00:21:33.440]  解放神學的方式
[00:21:33.440 --> 00:21:35.440]  這個解經家說
