
[00:00:00.000 --> 00:00:06.000]  弟兄姊妹平安,很高興今天再有機會跟各位分享訊息。
[00:11:45.000 --> 00:12:08.000]  你說:牧師啊,我有生命啊,但是你有沒有豐盛的生命呢?我的講生命不是說吃喝拉撒睡就是生命,我的生命不是說你有工作了就是生命,退一步入海闊天空,或者是忍一忍就過去了,這都不是一個豐盛的生命,這是很無可奈何的一個生命。
[00:12:08.000 --> 00:12:26.000]  但是神要我們有更豐盛的生命,因為祂是賜生命、守約施慈愛的神。所以第九節他說:「我要對神我的磐石說,你為何忘記我呢?我為何因仇敵的欺壓時常哀痛呢?」這實際上是一個反過來的話。
[00:12:26.000 --> 00:12:45.000]  他是希望說:神你不要忘記我,神你不要讓我受到仇敵的欺壓,我就哀痛。因為我的磐石我對你說,所以我們要把它看作是磐石,要把我們所有的一切都建造在磐石上,哈雷路亞。
[00:12:45.000 --> 00:13:08.000]  接著我們要把神看作是喜樂,是我們的幫助,是我們一切的一切。接著四十三篇一到五節,他特別跟我們講說:「不要用放大鏡看自己的困苦患難,倒要仰望交通,雖然我們信心仍有軟弱。」
[00:13:08.000 --> 00:13:24.000]  但是第二節他說:「為何?仿佛是在訪問自己說,我為什麼要因仇敵的欺壓而哀痛呢?」第三節的禱告,就完全不再訴苦了,不再為環境求了,單單求見神的面。
[00:13:24.000 --> 00:13:44.000]  哈雷路亞,我們仰望神的結果使我們從自我環境中超脫出來,把我們提升到一個更高的處,世上的一切就不再重要了。因為有神同在,我們就怎麼樣呀?跟我一起說,有滿足的喜樂,有永遠的福樂。
[00:13:44.000 --> 00:14:06.000]  我們一方面知道神是次力量的神,一方面卻又說,為何丟棄我?這句話用神的話來抵擋撒旦魔鬼的指責。撒旦就是控訴者,accuser。耶穌祂說,祂愛我們愛到底。祂又說,祂總不憋下我們,也不丟棄我們。
[00:14:06.000 --> 00:14:24.000]  所以我們來宣告神的應許,神的恩賜。我們再憑著信心奉主耶穌基督的名,天賦上帝的權柄,聖靈的大能,禱告宣告的恩高。我們來說,神啊,祢是那厚持我們恩典與祝福的神。
[00:14:24.000 --> 00:14:47.000]  我們每一位弟兄姐妹來到你們面前,我們用有聲無聲的禱告,我們來向你呼求。神你說,我們呼求你必應許,尋找就必尋見,叩門就為我們開門。但是你有沒有想過,那門開了,就是天國了呢?不是,其實又是一條路。
[00:14:47.000 --> 00:15:11.000]  那路也不見得是康莊大道、直折好行的,而有可能是一條崎嶇難行的路,彎彎曲曲的。神再一次擺在我們面前的,看我們能不能夠更多的成長。但是我們宣告神,祢雖然沒有應許我天色長寒,但是神祢應許我行路有光亮,做功德行。
[00:15:11.000 --> 00:15:25.000]  哦,祢是那厚持我們恩典與祝福的神。不論會有忘記祂吃奶的、嬰孩的,但是神永遠不忘記我們,祂眼光常常眷顧我們的牆角。
[00:15:25.000 --> 00:15:43.000]  哈雷路亞,神祢是那又真又活的神。我們要來到祢的面前,我們要有祢的領導,我們要來靠近祢,求祢發出祢的亮光,再一次來信我來跟隨祢,照亮我們的路,保守我們每一個弟兄姐妹。
[00:15:43.000 --> 00:15:59.000]  哦,是的,我們身體或有病痛的,影響到我們,或者是我們靈裡面有低落的,憑著信心奉主耶穌基督的名,帶領我們,幫助我們。像這樣的渴慕、依靠的禱告,神必定會吹停的。
[00:15:59.000 --> 00:16:11.000]  哈雷路亞,我願意再一次求神來顯明我裡面的黑暗污穢,求神發出祂的真實,讓我能夠離開自己的虛假。
[00:16:11.000 --> 00:16:24.000]  所以我們要再一次來回應神的引導。這是第四節,祂說:我的喜樂,我的師哥,我的力量,成為我的拯救。這是初埃及記十五章說的。
[00:16:24.000 --> 00:16:37.000]  哈雷路亞,那麼我們要彈琴來頌讚祂,而且我們要留心對我們自己心所說的話,因為一生的果效是由心發出來的。
[00:16:37.000 --> 00:16:50.000]  我們冤天尤人在所難免,但是不要陷入到冤天尤人的困境裡面去了,不要陷入到掙脫不了的網羅裡面去了。
[00:16:50.000 --> 00:17:12.000]  人家或許一時有冒犯了我、得罪我的地方,但是不要把他關到你的心籠裡面、心牢裡面,還要你全家二十四小時把他看得緊緊的。那個得罪你的、冒犯你的人,他可能根本不記得有這回事,甚至於他可能根本都已經死了。
[00:17:12.000 --> 00:17:30.000]  但是我們勸一輩子的自己被自己所圈住了、被網羅住了。讓我們自己想,我們的心,如果說我們的一顆心是我們最寶貴的,我們心跳停了,我們人就活不了了。
[00:17:30.000 --> 00:17:44.000]  我們的心,你要對它來說,就好像我們的DNA一樣,用我們的話語來改變我們的心態,用我們的話語來改變我們靈力能夠再一次強壯起來。
[00:17:44.000 --> 00:17:55.000]  你有沒有想到聖經上面說:耶和華神用塵土造人,在人的鼻孔吹了一口氣,人就成為了有靈的活人。
[00:17:55.000 --> 00:18:09.000]  哦,好棒,不是嗎?但是你想,當那個人,那個亞當成了有靈的活人,他睜開眼,他第一眼看到的是什麼?是他的創造者,正在與他親嘴,正面的愛他。
[00:18:09.000 --> 00:18:28.000]  Hallelujah,是的,讓我們仰望神,是讚美神。在美國有一個護士叫做Bronwyn Ware,這個人是在臨終病房裡面專門照顧那些醫生放棄的那些病人的,就等死的病人的。
[00:18:28.000 --> 00:18:48.000]  您知道醫院裡面都有這一個部門,我們醫院叫做Hospital,但是這個地方叫做Hospice,就是死床病人。你去那邊的時候,我去過好幾次,病房的門口就貼了一張紙條說:不要急救,不要餵死,就是等死了。
[00:18:48.000 --> 00:19:02.000]  那麼他專門在這個病房裡面照顧這些臨終的病人,所以他常常有機會聽到臨終病人說出他們醫生最渴望、最後悔的事情。
[00:19:02.000 --> 00:19:18.000]  他總歸起來,他說大概有五樣,不是說錢賺得不夠,或者是沒有能夠更多的榮華富貴等等。那麼有一件事情他是說,希望自己能夠活得更開心。
[00:19:18.000 --> 00:19:46.000]  活得開心,所有容易都有多容易,所有多困難就有多困難,是不是?這是你能夠自己來決定的。你如果過自己的一生,我相信我們應該要有這個能力,能夠來決定我們是要快快樂樂的過呢?平平安安的過呢?還是焦慮煩躁憂鬱的過呢?
[00:19:46.000 --> 00:19:58.000]  有的時候我們自己的能力現在之中的時候,我們真的就像我一開始說的,就要來仰望祂,讓祂來為我們做那樣的事情,求神來帶領我們。
[00:19:58.000 --> 00:20:27.000]  哈雷路亞,是的,讓我教你幾招,就可以帶你走出一馬克有餘。第一,就是你要站起來,哦,我們被打倒了,我們躺下去了,休息一下也好,但是你要站起來,不要在那邊躺著不動了,那就沒救藥了,但是我們要站起來,哦,是的,我們要走出去。
[00:20:27.000 --> 00:20:51.000]  哈雷路亞,不要羞於見人,不敢出去,就算你做了天大的事情,犯了天大的錯誤,哦,出了天大的糗事,事情過去了,就讓它過去吧。就好像保羅說的,忘記背後努力面前了嘛,哦,你還有一大段路好走,不是嗎?我們每一個人不也都如此嗎?站起來,走出去。
[00:20:51.000 --> 00:21:17.000]  哈雷路亞,是的,喬·奧斯汀,這個大有能力的講員,他有一次說,假如今天有人把你趕出城,那麼你就應該跑到出城的隊伍的前面,好像你帶隊出城一樣,所以沒有什麼了不起,你就站起來,你就走出去,出去享受神所賜的大太陽,
[00:21:17.000 --> 00:21:45.000]  享受神所賜的新鮮的空氣,鳥語花香,是的,又讓我們去多勞動,能夠流汗,運動,讓你吃得也多,睡得也好。哈雷路亞,而且最重要,要把自己的不幸化為別人的祝福,讓人家因著你的不幸而能夠克服他的陰霾以及憂鬱。
[00:21:45.000 --> 00:22:03.000]  四篇三十篇第五節說,伊修雖然有哭泣,早晨必歡呼,為什麼哭泣呀?你可能有一千個理由讓你終日以淚洗面,但是神要你歡呼。
[00:22:03.000 --> 00:22:27.000]  大外王跟著說,你已將我的哀哭變為跳舞,將我的螞蟻脫去,給我披上洗了衣,所以讓我們再一次求神來幫助我們,讓生命的活水充滿,讓神的愛再一次圍繞著我們,
[00:22:27.000 --> 00:22:43.000]  讓我們的哀哭變為跳舞,脫去我們的螞蟻,給我們披上洗了衣。哈雷路亞,是讓我們低頭禱告,阿爸父我們感謝你,我們讚美你,你是偉大奇妙神。
[00:22:43.000 --> 00:23:06.000]  謝謝你,今天約納了我們的敬拜、讚美、禱告、服侍還有信息,求你再一次得到那應得當得、配得的榮耀,讓我們每一位弟兄姊妹都能夠心切牧你,如入切牧溪水,都可想要你就是永生神,能夠來召見你的面。
[00:23:06.000 --> 00:23:25.000]  哈雷路亞,能夠讓我們來紀念你,能夠我們來跟隨你,能夠讓我們再一次把你看作是我們的磐石、是赤生命、是赤愛的。哈雷路亞,也來紀念你那美好的作為,神你是我們的喜悅。
[00:23:25.000 --> 00:23:50.000]  我們不再自哀自怨,我們不再像是被棄的孤兒,我們渴望依靠你,我們向你禱告,我們要回應你的呼召,你的引導,而且我們要再一次對我們自己的心來說那正面的話,讓正面的能量充滿我們,讓生命的活水充滿我們。
[00:23:50.000 --> 00:23:56.000]  感謝你,禱告讚美,是奉主耶穌基督的名,阿們。
