
[00:00:00.000 --> 00:00:03.000]  各位電視姊妹 早安
[00:02:38.000 --> 00:02:40.000]  什麼叫字母詩呢
[00:02:40.000 --> 00:02:42.000]  就是說這二十二節的經文
[00:02:42.000 --> 00:02:45.000]  其實在原文希伯來文
[00:02:45.000 --> 00:02:50.000]  每一節是用一個字母作為開始
[00:02:50.000 --> 00:02:55.000]  字母詩是有助我們去記憶
[00:02:55.000 --> 00:03:00.000]  亦都有助一個教學的好方法
[00:03:00.000 --> 00:03:01.000]  在聖經裏面
[00:03:01.000 --> 00:03:03.000]  我們在詩篇一百一十九篇
[00:03:03.000 --> 00:03:06.000]  或者在耶利米哀歌這些地方
[00:03:06.000 --> 00:03:09.000]  我們都見過這些字母詩
[00:03:09.000 --> 00:03:13.000]  字母詩就好像英文A to Z這樣
[00:03:13.000 --> 00:03:18.000]  代表著它的範圍是非常之廣泛
[00:03:18.000 --> 00:03:21.000]  亦都是非常之重要
[00:03:21.000 --> 00:03:25.000]  針研有很多的短句
[00:03:25.000 --> 00:03:28.000]  我想大家看到這裏你都會記得
[00:03:28.000 --> 00:03:33.000]  但是用這二十二節的字母詩
[00:03:33.000 --> 00:03:38.000]  作為整卷針研書的結尾
[00:03:38.000 --> 00:03:42.000]  卻是一個非常之特別的安排
[00:03:42.000 --> 00:03:47.000]  是很值得我們深入去研究去思想
[00:03:47.000 --> 00:03:53.000]  究竟這個字母詩的意思是甚麼
[00:03:53.000 --> 00:03:58.000]  讓我們再一次低頭禱告
[00:03:58.000 --> 00:04:01.000]  青關天父我們願意以你的話語
[00:04:01.000 --> 00:04:05.000]  作為我們生命的根基
[00:04:05.000 --> 00:04:08.000]  我們求你的靈光照我們
[00:04:08.000 --> 00:04:10.000]  幫助我們
[00:04:10.000 --> 00:04:12.000]  讓我們不是單單在頭腦上
[00:04:12.000 --> 00:04:15.000]  我們明白你的話語
[00:04:15.000 --> 00:04:19.000]  我們更加能夠在我們的生活上
[00:04:19.000 --> 00:04:22.000]  活出主你的話語
[00:04:22.000 --> 00:04:24.000]  求你幫助我們
[00:04:24.000 --> 00:04:29.000]  讓我們在今早我們的心對準主你
[00:04:29.000 --> 00:04:33.000]  我們的心渴求主你的話語
[00:04:33.000 --> 00:04:34.000]  聽我們的祈禱
[00:04:34.000 --> 00:04:37.000]  奉耶穌基督的聖名祈求
[00:04:37.000 --> 00:04:39.000]  阿們
[00:04:39.000 --> 00:04:42.000]  第十節的上半節
[00:04:42.000 --> 00:04:44.000]  一開始的時候
[00:04:44.000 --> 00:04:46.000]  就是這樣說
[00:04:46.000 --> 00:04:50.000]  才德的婦人誰能得著呢
[00:04:50.000 --> 00:04:53.000]  我想大家先想想
[00:04:53.000 --> 00:04:57.000]  這句話這個問題
[00:04:57.000 --> 00:05:01.000]  背後的語氣究竟是怎樣的
[00:05:01.000 --> 00:05:06.000]  會不會是一個嘲笑批判的語氣
[00:05:06.000 --> 00:05:10.000]  才德的婦人誰能夠得著
[00:05:10.000 --> 00:05:17.000]  抑或是一個很無奈很失望的語氣
[00:05:17.000 --> 00:05:21.000]  才德的婦人誰能夠得著
[00:05:21.000 --> 00:05:24.000]  我相信兩種語氣都不是
[00:05:24.000 --> 00:05:28.000]  而是聖經要給我們一個提醒
[00:05:28.000 --> 00:05:29.000]  沒錯
[00:05:29.000 --> 00:05:32.000]  這個世界是沒有完美的人
[00:05:32.000 --> 00:05:36.000]  所以也沒有完美的妻子
[00:05:36.000 --> 00:05:37.000]  所以這個問題
[00:05:37.000 --> 00:05:41.000]  好像已經有一個預設了的答案
[00:05:41.000 --> 00:05:43.000]  但是這一段的經文
[00:05:43.000 --> 00:05:45.000]  仍然是提醒我們
[00:05:45.000 --> 00:05:51.000]  才德的婦人應該有那個呼召
[00:05:51.000 --> 00:05:55.000]  那個品格和那個生命的核心
[00:05:55.000 --> 00:05:57.000]  是怎樣的
[00:05:57.000 --> 00:06:02.000]  就成為了我們一生去追求的目標
[00:06:02.000 --> 00:06:07.000]  我將今天的訊息那個題目就叫它做
[00:06:07.000 --> 00:06:10.000]  另類的妻子
[00:06:10.000 --> 00:06:13.000]  而這個另類就是因為
[00:06:13.000 --> 00:06:17.000]  它是有與別不同的呼召
[00:06:17.000 --> 00:06:19.000]  與別不同的品格
[00:06:19.000 --> 00:06:23.000]  和與別不同的生命核心
[00:06:23.000 --> 00:06:26.000]  我們先看呼召
[00:06:26.000 --> 00:06:29.000]  第十節的下半節那裏就說
[00:06:29.000 --> 00:06:32.000]  她的價值遠勝過珍珠
[00:06:32.000 --> 00:06:35.000]  這個是和合本的翻譯
[00:06:35.000 --> 00:06:36.000]  新譯本的翻譯就是
[00:06:36.000 --> 00:06:40.000]  她的價值遠勝過紅寶石
[00:06:40.000 --> 00:06:43.000]  我不知道你認為珍珠貴重一點
[00:06:43.000 --> 00:06:45.000]  還是紅寶石貴重一點
[00:06:45.000 --> 00:06:49.000]  但是才德的婦人那個價值
[00:06:49.000 --> 00:06:53.000]  並不是用金錢來衡量的
[00:06:53.000 --> 00:06:56.000]  神是呼召才德的婦人
[00:06:56.000 --> 00:07:01.000]  是成為家庭的無價寶
[00:07:01.000 --> 00:07:03.000]  不是用金錢來衡量
[00:07:03.000 --> 00:07:05.000]  那用甚麼來衡量呢
[00:07:05.000 --> 00:07:12.000]  就是用她對丈夫對家庭的益處來衡量
[00:07:12.000 --> 00:07:16.000]  第十一和十二節那裏就這樣說
[00:07:16.000 --> 00:07:18.000]  不如我們一起讀
[00:07:18.000 --> 00:07:21.000]  她丈夫心裡倚靠她
[00:07:21.000 --> 00:07:23.000]  必不缺少利益
[00:07:23.000 --> 00:07:27.000]  她一生使丈夫有益無損
[00:07:27.000 --> 00:07:33.000]  她一生使丈夫有益無損
[00:07:33.000 --> 00:07:35.000]  英文的翻譯這一句就是
[00:07:35.000 --> 00:07:39.000]  She brings him good, not harm
[00:07:39.000 --> 00:07:43.000]  all the days of her life
[00:07:43.000 --> 00:07:47.000]  是在她人生所有的日子
[00:07:47.000 --> 00:07:49.000]  所有的年日
[00:07:49.000 --> 00:07:55.000]  她都能夠使她丈夫有益無損
[00:07:55.000 --> 00:08:01.000]  請問她是不是家庭的無價寶呢
[00:08:01.000 --> 00:08:05.000]  上帝設立婚姻和家庭
[00:08:05.000 --> 00:08:08.000]  是有祂的心意在當中
[00:08:08.000 --> 00:08:12.000]  上帝是呼召做丈夫和做妻子的
[00:08:12.000 --> 00:08:15.000]  去做好他們的角色
[00:08:15.000 --> 00:08:17.000]  怎樣做好他們的角色呢
[00:08:17.000 --> 00:08:20.000]  如果我們看以弗所書第五章
[00:08:20.000 --> 00:08:24.000]  或者我們看哥羅西書第三章
[00:08:24.000 --> 00:08:29.000]  聖經都有很清楚的描述
[00:08:29.000 --> 00:08:31.000]  不少的家庭
[00:08:31.000 --> 00:08:33.000]  今日發生問題
[00:08:33.000 --> 00:08:37.000]  就是因為做丈夫或者做妻子
[00:08:37.000 --> 00:08:43.000]  沒有去活好上帝對他們角色的呼召
[00:08:43.000 --> 00:08:48.000]  沒有活好上帝的心意
[00:08:48.000 --> 00:08:52.000]  被呼召去愛的沒有去愛
[00:08:52.000 --> 00:08:55.000]  被呼召去信服的沒有去信服
[00:08:55.000 --> 00:08:58.000]  被呼召去做頭的不肯去做頭
[00:08:58.000 --> 00:09:02.000]  沒有被呼召去做頭的就爭著做頭
[00:09:02.000 --> 00:09:05.000]  弟兄姊妹請問你今日
[00:09:05.000 --> 00:09:12.000]  你又有沒有活好上帝呼召你的角色
[00:09:12.000 --> 00:09:17.000]  成為家庭的無價寶呢
[00:09:17.000 --> 00:09:20.000]  第二我們講一下品格
[00:09:20.000 --> 00:09:23.000]  剛才我們在第十一和十二節
[00:09:23.000 --> 00:09:26.000]  我們見到這個另類的妻子
[00:09:26.000 --> 00:09:29.000]  是一個很可靠的人
[00:09:29.000 --> 00:09:33.000]  並且這個可靠不是一時的可靠
[00:09:33.000 --> 00:09:36.000]  而是一生的可靠
[00:09:36.000 --> 00:09:41.000]  我們又發覺她是非常之勤力的
[00:09:41.000 --> 00:09:43.000]  在第十五節那裏就說
[00:09:43.000 --> 00:09:46.000]  未到黎明她就起來
[00:09:46.000 --> 00:09:49.000]  將食物分給家中的人
[00:09:49.000 --> 00:09:55.000]  將當作的工就分派婢女
[00:09:55.000 --> 00:09:57.000]  十八節的下半節就說
[00:09:57.000 --> 00:10:00.000]  她的燈終夜不滅
[00:10:00.000 --> 00:10:03.000]  即是說她由日做到夜
[00:10:03.000 --> 00:10:05.000]  究竟做些甚麼呢
[00:10:05.000 --> 00:10:08.000]  聖經都有講
[00:10:08.000 --> 00:10:12.000]  十六節她賞得田地就買來
[00:10:12.000 --> 00:10:17.000]  用手所得之利栽種葡萄園
[00:10:17.000 --> 00:10:21.000]  廿四節她作細麻布衣裳出賣
[00:10:21.000 --> 00:10:26.000]  又將腰帶賣予商家
[00:10:26.000 --> 00:10:29.000]  原來這個才德的婦人
[00:10:29.000 --> 00:10:34.000]  她很勤力地去作工去做事
[00:10:34.000 --> 00:10:37.000]  並且她是懂得種植的
[00:10:37.000 --> 00:10:39.000]  她又懂得做衣服的
[00:10:39.000 --> 00:10:42.000]  她甚至是懂得做生意的
[00:10:42.000 --> 00:10:49.000]  總之就是將家裏打理得井井有條
[00:10:49.000 --> 00:10:51.000]  可能即刻已經有人心裏問
[00:10:51.000 --> 00:10:55.000]  是不是真的有個這樣的人
[00:10:55.000 --> 00:10:56.000]  沒錯
[00:10:56.000 --> 00:11:01.000]  聖經在這裏所形容的是一個理想
[00:11:01.000 --> 00:11:03.000]  但是在這個理想當中
[00:11:03.000 --> 00:11:08.000]  她的品格是很值得我們去學習的
[00:11:08.000 --> 00:11:11.000]  才德的婦人第一個的品格
[00:11:11.000 --> 00:11:12.000]  我們要學習的
[00:11:12.000 --> 00:11:19.000]  就是她可靠和勤奮的品格
[00:11:19.000 --> 00:11:22.000]  當我看這段經文的時候
[00:11:22.000 --> 00:11:25.000]  我就想起師母
[00:11:25.000 --> 00:11:29.000]  師母她很盡力地打理好家裏
[00:11:29.000 --> 00:11:34.000]  大大小小的事她都處理了
[00:11:34.000 --> 00:11:41.000]  好讓我能夠有更多的時間去處理神家的事
[00:11:41.000 --> 00:11:45.000]  並且師母她在1999年一回來香港
[00:11:45.000 --> 00:11:50.000]  我們就一起在抗禮這個群體那裏服侍
[00:11:50.000 --> 00:11:54.000]  所以我是非常之感恩
[00:11:54.000 --> 00:11:58.000]  這段經文繼續提到另外兩種的品格
[00:11:58.000 --> 00:12:01.000]  兩種的品格都很觸動我的
[00:12:01.000 --> 00:12:03.000]  第20字那裏就說
[00:12:03.000 --> 00:12:07.000]  她將守周濟困婦人
[00:12:07.000 --> 00:12:11.000]  伸手幫補窮乏人
[00:12:11.000 --> 00:12:13.000]  原來才德的婦人
[00:12:13.000 --> 00:12:17.000]  不單止是祝福家裏裏面的人
[00:12:17.000 --> 00:12:22.000]  她更加能夠祝福家裏外面的人
[00:12:22.000 --> 00:12:24.000]  為什麼呢
[00:12:24.000 --> 00:12:32.000]  就是因為她有這一種慷慨和憐憫的品格
[00:12:32.000 --> 00:12:37.000]  香港的社會貧富懸殊大家都知道
[00:12:37.000 --> 00:12:44.000]  而這個貧富懸殊是已經去到一個非常之嚴重的地步
[00:12:44.000 --> 00:12:47.000]  有很多的調查有很多的報告
[00:12:47.000 --> 00:12:51.000]  活在貧窮線以下的家庭
[00:12:51.000 --> 00:12:56.000]  估計大約有一百三十萬人
[00:12:56.000 --> 00:12:59.000]  我們對這一百三十萬人
[00:12:59.000 --> 00:13:06.000]  又有沒有這一種慷慨憐憫的心呢
[00:13:06.000 --> 00:13:09.000]  去年我在登山補訓第六章
[00:13:09.000 --> 00:13:11.000]  我講了一篇道
[00:13:11.000 --> 00:13:15.000]  叫做合神心意的詩語
[00:13:15.000 --> 00:13:18.000]  裏面就提到
[00:13:18.000 --> 00:13:22.000]  聖經的教導關於紀念窮人
[00:13:22.000 --> 00:13:24.000]  兩段的經文
[00:13:24.000 --> 00:13:27.000]  一段在舊約一段在新約
[00:13:27.000 --> 00:13:31.000]  我們再看回這兩段的經文
[00:13:31.000 --> 00:13:35.000]  新命紀第十五章十一節
[00:13:35.000 --> 00:13:37.000]  請大家一起讀出
[00:13:37.000 --> 00:13:41.000]  原來那地上的窮人永不斷絕
[00:13:41.000 --> 00:13:44.000]  所以我吩咐你說
[00:13:44.000 --> 00:13:50.000]  總要向你地上困苦窮乏的弟兄鬆開手
[00:13:50.000 --> 00:13:54.000]  這個是聖經很直接的教導
[00:13:54.000 --> 00:14:01.000]  我們是要向地上困苦窮乏的人鬆開手
[00:14:01.000 --> 00:14:03.000]  另外一段的經文就記載在
[00:14:03.000 --> 00:14:07.000]  加拉太書第二章第九和第十節
[00:14:07.000 --> 00:14:10.000]  裏面就講到
[00:14:10.000 --> 00:14:15.000]  當時初期教會三位的儲石
[00:14:15.000 --> 00:14:18.000]  彼得、約翰、雅各
[00:14:18.000 --> 00:14:22.000]  他們就差派保羅和巴拿巴
[00:14:22.000 --> 00:14:27.000]  去到外邦人那裏傳福音和建立教會
[00:14:27.000 --> 00:14:32.000]  當他差派保羅和巴拿巴出去的時候
[00:14:32.000 --> 00:14:34.000]  這三位的儲石
[00:14:34.000 --> 00:14:38.000]  教會的儲石就向他們講了一句話
[00:14:38.000 --> 00:14:41.000]  你猜他講什麼?
[00:14:41.000 --> 00:14:45.000]  第二章第十節就這樣說
[00:14:45.000 --> 00:14:48.000]  只是願意我們紀念窮人
[00:14:48.000 --> 00:14:53.000]  這也是我本來熱心去行的
[00:14:53.000 --> 00:14:56.000]  這個透過保羅的口講出來
[00:14:56.000 --> 00:14:59.000]  原來這三位初期教會的儲石
[00:14:59.000 --> 00:15:02.000]  是叫保羅和巴拿巴
[00:15:02.000 --> 00:15:04.000]  你出去傳福音的時候
[00:15:04.000 --> 00:15:06.000]  你出去建立教會的時候
[00:15:06.000 --> 00:15:08.000]  你去到外邦人那裏的時候
[00:15:08.000 --> 00:15:11.000]  你都要紀念窮人
[00:15:11.000 --> 00:15:13.000]  而且保羅說
[00:15:13.000 --> 00:15:18.000]  這個是我本來就熱心去行的
[00:15:18.000 --> 00:15:21.000]  所以大家可以見到初期教會
[00:15:21.000 --> 00:15:25.000]  五個重量級的領袖
[00:15:25.000 --> 00:15:29.000]  都教導我們要去紀念窮人
[00:15:29.000 --> 00:15:32.000]  我想請問今天
[00:15:32.000 --> 00:15:39.000]  我們又有沒有這個紀念窮人的心志呢?
[00:15:39.000 --> 00:15:40.000]  我感謝神
[00:15:40.000 --> 00:15:44.000]  最近有弟兄姊妹自發的
[00:15:44.000 --> 00:15:46.000]  在每一次啟發
[00:15:46.000 --> 00:15:48.000]  吃完飯之後
[00:15:48.000 --> 00:15:52.000]  他們就將剩下來的飯菜
[00:15:52.000 --> 00:15:54.000]  拿去廚房
[00:15:54.000 --> 00:15:57.000]  然後加熱
[00:15:57.000 --> 00:15:59.000]  放在飯盒那裏
[00:15:59.000 --> 00:16:09.000]  接著他們就拿去給一些露宿者
[00:16:09.000 --> 00:16:13.000]  他們當中有很多的體驗
[00:16:13.000 --> 00:16:16.000]  他們不是說一派完飯他們就走
[00:16:16.000 --> 00:16:20.000]  他們是坐下來和這些露宿者去聊天
[00:16:20.000 --> 00:16:24.000]  聽他們的生命故事
[00:16:24.000 --> 00:16:27.000]  他們回來的分享就是
[00:16:27.000 --> 00:16:34.000]  其實貧窮和我們是很接近的
[00:16:34.000 --> 00:16:37.000]  最近教會有一個懷孕的姊妹
[00:16:37.000 --> 00:16:40.000]  她就說她和她丈夫
[00:16:40.000 --> 00:16:44.000]  一直都很想關心那些露宿者
[00:16:44.000 --> 00:16:47.000]  但是卻不知道是怎樣做
[00:16:47.000 --> 00:16:50.000]  也不知道在哪裏去找到他們
[00:16:50.000 --> 00:16:52.000]  現在知道有一班
[00:16:52.000 --> 00:16:56.000]  有相同心智的弟兄姊妹
[00:16:56.000 --> 00:16:58.000]  可以接觸到那些露宿者
[00:16:58.000 --> 00:17:03.000]  所以這對夫婦就和他們一起去服侍
[00:17:03.000 --> 00:17:05.000]  一起去同行
[00:17:05.000 --> 00:17:07.000]  另外有一個弟兄
[00:17:07.000 --> 00:17:11.000]  他在上一期最後一次的啟發
[00:17:11.000 --> 00:17:15.000]  是第一次參加這個行動
[00:17:15.000 --> 00:17:18.000]  他說他深受感動
[00:17:18.000 --> 00:17:21.000]  他接觸了一個露宿者
[00:17:21.000 --> 00:17:24.000]  聊天的時候就發現
[00:17:24.000 --> 00:17:31.000]  原來他一直都在維多利亞公園露宿
[00:17:31.000 --> 00:17:34.000]  但是那天他就走上來中上環
[00:17:34.000 --> 00:17:36.000]  因為每一次派飯的時候
[00:17:36.000 --> 00:17:40.000]  弟兄姊妹都是由中環走到上環
[00:17:40.000 --> 00:17:43.000]  他走到中上環那裏
[00:17:43.000 --> 00:17:45.000]  這個弟兄就問他
[00:17:45.000 --> 00:17:48.000]  為什麼你會上來呢?
[00:17:48.000 --> 00:17:51.000]  你一向都在銅鑼灣附近那邊
[00:17:51.000 --> 00:17:53.000]  這個露宿者就回答
[00:17:53.000 --> 00:17:59.000]  因為我知道這裏每逢星期五有飯派
[00:17:59.000 --> 00:18:03.000]  原來我們教會這個派飯的行動
[00:18:03.000 --> 00:18:09.000]  已經傳到銅鑼灣那裏的露宿者
[00:18:09.000 --> 00:18:14.000]  上一期的啟發已經完結了
[00:18:14.000 --> 00:18:19.000]  但是這個派飯的行動是沒有完結的
[00:18:19.000 --> 00:18:22.000]  因為弟兄姊妹已經和一班露宿者
[00:18:22.000 --> 00:18:24.000]  建立了關係
[00:18:24.000 --> 00:18:27.000]  並且不斷有新的弟兄姊妹
[00:18:27.000 --> 00:18:30.000]  願意加入這個行列
[00:18:30.000 --> 00:18:32.000]  有生力軍的出現
[00:18:32.000 --> 00:18:36.000]  上一次就有一個姊妹
[00:18:36.000 --> 00:18:40.000]  她煮了一些菜帶回來教會
[00:18:40.000 --> 00:18:42.000]  星期五晚帶回來教會
[00:18:42.000 --> 00:18:48.000]  讓這班弟兄姊妹可以給那些露宿者
[00:18:48.000 --> 00:18:52.000]  如果上帝是感動你的
[00:18:52.000 --> 00:18:56.000]  你都可以參與
[00:18:56.000 --> 00:19:00.000]  你可以在前線那裏參與派飯
[00:19:00.000 --> 00:19:04.000]  你亦都可以在後勤那裏參與
[00:19:04.000 --> 00:19:08.000]  就是你去預備一些菜
[00:19:08.000 --> 00:19:13.000]  你可以聯絡樂文傳道 Kim 傳道
[00:19:13.000 --> 00:19:17.000]  他可以統籌這個行動
[00:19:17.000 --> 00:19:20.000]  樂文傳道最近亦都帶了一班
[00:19:20.000 --> 00:19:26.000]  是英文的青少年去探訪一些貧窮人
[00:19:26.000 --> 00:19:28.000]  有一些的體驗
[00:19:28.000 --> 00:19:32.000]  當中他們就接觸了一位朋友
[00:19:32.000 --> 00:19:36.000]  這位朋友以前是回過堅鎮的
[00:19:36.000 --> 00:19:40.000]  而當日他們就帶了這位朋友信耶穌
[00:19:40.000 --> 00:19:45.000]  令到一班的弟兄姊妹都感到很鼓舞
[00:19:45.000 --> 00:19:48.000]  各位親愛的弟兄姊妹
[00:19:48.000 --> 00:19:52.000]  聖經教導我們去紀念窮人
[00:19:52.000 --> 00:19:54.000]  在這個議題
[00:19:54.000 --> 00:19:56.000]  今日香港這個社會
[00:19:56.000 --> 00:20:01.000]  實在是很需要更多人去關心這個議題
[00:20:01.000 --> 00:20:05.000]  並且這個議題是沒有爭議性的
[00:20:05.000 --> 00:20:08.000]  聖經的教導是很清晰的
[00:20:08.000 --> 00:20:12.000]  香港社會的需要是很清楚的
[00:20:12.000 --> 00:20:14.000]  我們不是一定要去到天水圍
[00:20:14.000 --> 00:20:17.000]  我們才可以接觸到這些貧窮人
[00:20:17.000 --> 00:20:20.000]  我們亦都不是一定要去到海倫社
[00:20:20.000 --> 00:20:24.000]  我們才可以服侍這些貧窮人
[00:20:24.000 --> 00:20:28.000]  我相信在我們教會
[00:20:28.000 --> 00:20:32.000]  神不會只是感動一個小組
[00:20:32.000 --> 00:20:37.000]  一個團體去幫助那些貧窮人
[00:20:37.000 --> 00:20:39.000]  我鼓勵大家
[00:20:39.000 --> 00:20:42.000]  你可以更加的主動
[00:20:42.000 --> 00:20:45.000]  不要只是坐着說我要等
[00:20:45.000 --> 00:20:49.000]  我要等教會分派一些工作給我們
[00:20:49.000 --> 00:20:51.000]  關於去幫助那些貧窮人
[00:20:51.000 --> 00:20:52.000]  不需要
[00:20:52.000 --> 00:20:54.000]  你可以在你的小組
[00:20:54.000 --> 00:20:55.000]  你的團體那裏
[00:20:55.000 --> 00:20:58.000]  自己跟弟兄姊妹去談
[00:20:58.000 --> 00:21:01.000]  按著神給你的感動
[00:21:01.000 --> 00:21:05.000]  去幫助那些有需要的人
[00:21:05.000 --> 00:21:07.000]  讓你的小組
[00:21:07.000 --> 00:21:12.000]  是可以成為一個MAD組
[00:21:12.000 --> 00:21:17.000]  這個MAD當然不是瘋了的意思
[00:21:17.000 --> 00:21:21.000]  MAD就代表Make a Difference
[00:21:21.000 --> 00:21:24.000]  讓你的小組和團體
[00:21:24.000 --> 00:21:27.000]  在幫助貧窮人的事上
[00:21:27.000 --> 00:21:33.000]  可以有不同的貢獻
[00:21:33.000 --> 00:21:36.000]  另外一個品格
[00:21:36.000 --> 00:21:41.000]  我們可以在第25節的下半節看到
[00:21:41.000 --> 00:21:44.000]  那裏就說到財德的婦人
[00:21:44.000 --> 00:21:50.000]  她想到日後的景況就起笑
[00:21:50.000 --> 00:21:52.000]  什麼意思呢?
[00:21:52.000 --> 00:21:55.000]  她一想起將來的事
[00:21:55.000 --> 00:21:57.000]  她就懂得笑
[00:21:57.000 --> 00:22:05.000]  代表著她對神是有那種完全的信心
[00:22:05.000 --> 00:22:07.000]  所以她不會害怕
[00:22:07.000 --> 00:22:10.000]  不會懼怕將來
[00:22:10.000 --> 00:22:12.000]  我想問一問大家
[00:22:12.000 --> 00:22:14.000]  在我們當中
[00:22:14.000 --> 00:22:18.000]  有多少人能夠一想起將來
[00:22:18.000 --> 00:22:21.000]  我們就笑了?
[00:22:21.000 --> 00:22:24.000]  我相信不是很多
[00:22:24.000 --> 00:22:27.000]  反而我們一想起將來
[00:22:27.000 --> 00:22:29.000]  我們就害怕
[00:22:29.000 --> 00:22:31.000]  或者我們就擔心
[00:22:31.000 --> 00:22:36.000]  那些可能還佔大多數
[00:22:36.000 --> 00:22:39.000]  我們現在所擁有的東西
[00:22:39.000 --> 00:22:41.000]  無論是我們的財富
[00:22:41.000 --> 00:22:43.000]  我們的健康
[00:22:43.000 --> 00:22:47.000]  我們的關係
[00:22:47.000 --> 00:22:50.000]  會不會在你心裏面
[00:22:50.000 --> 00:22:53.000]  你都很害怕、很擔心
[00:22:53.000 --> 00:22:56.000]  會不會很快就沒有了呢?
[00:22:56.000 --> 00:23:00.000]  又或者你很想要那些東西
[00:23:00.000 --> 00:23:05.000]  無論是你的子女入名校
[00:23:05.000 --> 00:23:06.000]  你升職
[00:23:06.000 --> 00:23:09.000]  或者你的投資有好的回報
[00:23:09.000 --> 00:23:12.000]  你會不會很擔心
[00:23:12.000 --> 00:23:14.000]  我能不能得到呢?
[00:23:14.000 --> 00:23:16.000]  我可不可以得到呢?
[00:23:16.000 --> 00:23:18.000]  這個才德的婦人
[00:23:18.000 --> 00:23:21.000]  實在是很另類
[00:23:21.000 --> 00:23:24.000]  因為她對將來充滿信心
[00:23:24.000 --> 00:23:26.000]  她想起將來
[00:23:26.000 --> 00:23:28.000]  她就會笑
[00:23:28.000 --> 00:23:30.000]  我們一定要問一個問題
[00:23:30.000 --> 00:23:33.000]  為什麼她能夠這樣?
[00:23:33.000 --> 00:23:37.000]  答案當然是
[00:23:37.000 --> 00:23:42.000]  她有一個很明確的生命核心
[00:23:42.000 --> 00:23:44.000]  她有信心
[00:23:44.000 --> 00:23:47.000]  上帝一定會愛她的家庭
[00:23:47.000 --> 00:23:50.000]  上帝一定會保護她的家庭
[00:23:50.000 --> 00:23:54.000]  一定會引領他們走前面的路
[00:23:54.000 --> 00:23:55.000]  有一句話
[00:23:55.000 --> 00:23:59.000]  可能你都已經聽過
[00:23:59.000 --> 00:24:01.000]  當你敬畏上帝
[00:24:01.000 --> 00:24:06.000]  你就不會懼怕將來
[00:24:06.000 --> 00:24:08.000]  是很真實的,弟兄姊妹
[00:24:08.000 --> 00:24:10.000]  當你敬畏上帝
[00:24:10.000 --> 00:24:14.000]  你就不會懼怕將來
[00:24:14.000 --> 00:24:17.000]  在我們詳細看一下
[00:24:17.000 --> 00:24:19.000]  怎樣去敬畏上帝
[00:24:19.000 --> 00:24:22.000]  什麼是敬畏上帝之前
[00:24:22.000 --> 00:24:25.000]  我和大家看多一次經文
[00:24:25.000 --> 00:24:29.000]  第26節請大家一起讀
[00:24:29.000 --> 00:24:32.000]  她開口就發自慰
