
[00:00:00.000 --> 00:00:04.280]  在大年初二可以和大家一起去敬拜神
[00:01:33.640 --> 00:01:37.360]  就好像父母和孩子的關係
[00:01:37.360 --> 00:01:39.640]  孩子當然常常期待父母
[00:01:39.640 --> 00:01:42.200]  要滿足他的需求
[00:01:42.200 --> 00:01:44.720]  但父母不會每樣都要求必應
[00:01:44.720 --> 00:01:46.880]  要衡量一下是否合宜
[00:01:46.880 --> 00:01:49.880]  要孩子去學習分辨的功課
[00:01:49.880 --> 00:01:51.160]  更加重要的
[00:01:51.160 --> 00:01:53.080]  父母很著緊要建立
[00:01:53.080 --> 00:01:55.080]  和孩子一個愛的關係
[00:01:55.080 --> 00:01:57.800]  要孩子明白到父母愛他的
[00:01:57.800 --> 00:02:00.040]  而不是只是為了父母的供應
[00:02:00.040 --> 00:02:02.040]  而不愛父母
[00:02:02.040 --> 00:02:05.520]  孩子期待著父母可以滿足他們的需要
[00:02:05.520 --> 00:02:07.680]  其實父母從來沒有論識
[00:02:07.680 --> 00:02:11.080]  很期盼可以快點將最好的給孩子
[00:02:11.080 --> 00:02:12.680]  但在過程裏面
[00:02:12.680 --> 00:02:15.920]  都要去等待孩子的成長
[00:02:15.920 --> 00:02:18.280]  讓他們懂得做合宜的選擇
[00:02:18.280 --> 00:02:20.360]  能夠真正去享受著
[00:02:20.360 --> 00:02:24.400]  一個很寶貴的親情的福分
[00:02:24.400 --> 00:02:26.360]  過去一年我們經歷了
[00:02:26.360 --> 00:02:28.480]  很有挑戰的歲月
[00:02:28.480 --> 00:02:30.440]  可能我們都在熱切期盼
[00:02:30.440 --> 00:02:33.520]  期待著上主快點施恩
[00:02:33.520 --> 00:02:35.720]  解決很多的問題
[00:02:35.720 --> 00:02:37.480]  不過有沒有想過
[00:02:37.480 --> 00:02:40.200]  我們在等候上主供應的同時
[00:02:40.200 --> 00:02:44.520]  其實上主都熱切在等待著我們的成長
[00:02:44.520 --> 00:02:46.360]  學會一些功課
[00:02:46.360 --> 00:02:51.960]  很有生命能夠好好地去承載上帝的恩典
[00:02:51.960 --> 00:02:54.600]  在一個不容易的處境裏面
[00:02:54.600 --> 00:02:56.840]  我們如何去仰望天恩
[00:02:56.840 --> 00:02:58.680]  領受上主的盼顧
[00:02:58.680 --> 00:02:59.880]  很想藉今天的經文
[00:02:59.880 --> 00:03:01.760]  我們一起去思想
[00:03:01.760 --> 00:03:03.200]  我們去學習
[00:03:03.200 --> 00:03:04.920]  今天我們會一同看
[00:03:04.920 --> 00:03:06.640]  《熱暢下書》三十章
[00:03:06.640 --> 00:03:09.880]  十五至十八節
[00:03:09.880 --> 00:03:11.160]  首先我們看看這段經文
[00:03:11.160 --> 00:03:13.080]  一些座落的歷史背景
[00:03:13.080 --> 00:03:16.480]  熱暢下公元前八世紀南國猶大
[00:03:16.480 --> 00:03:18.760]  做先知 做神的大賢人
[00:03:18.760 --> 00:03:21.640]  在四位君王烏西亞約坦阿哈斯
[00:03:21.640 --> 00:03:23.840]  希西加時期的工作
[00:03:23.840 --> 00:03:24.920]  阿哈斯時代
[00:03:24.920 --> 00:03:28.560]  阿難和北國以色列相繼被亞述所滅
[00:03:28.560 --> 00:03:31.920]  南國猶大面對強敵亞述國的威脅
[00:03:31.920 --> 00:03:36.880]  選擇派遣使者到埃及謀求結盟
[00:03:36.880 --> 00:03:41.520]  而囚孫沒有事先尋問神的心意
[00:03:41.520 --> 00:03:43.080]  熱暢下深深知道
[00:03:43.080 --> 00:03:44.640]  猶大國的危機
[00:03:44.640 --> 00:03:47.520]  不單單是亞述武力的威脅
[00:03:47.520 --> 00:03:50.560]  更加重要是因為國民他們犯罪
[00:03:50.560 --> 00:03:52.000]  違背神的命令
[00:03:52.000 --> 00:03:54.400]  他們不信靠神
[00:03:54.400 --> 00:03:56.400]  我們在讀今天我們的
[00:03:56.400 --> 00:03:59.000]  第三十章十五至十八節之前
[00:03:59.000 --> 00:04:01.720]  我想握腰和大家看看上文
[00:04:01.720 --> 00:04:06.320]  第三十章一至十四節
[00:04:06.320 --> 00:04:08.640]  我先看看第一節 第七節
[00:04:08.640 --> 00:04:09.600]  第一節這樣說
[00:04:09.600 --> 00:04:11.360]  這些背弱的兒女
[00:04:11.360 --> 00:04:13.440]  他們去同謀
[00:04:13.440 --> 00:04:16.200]  但不是出於我
[00:04:16.200 --> 00:04:19.280]  同謀的意思是要執行一個計劃
[00:04:19.280 --> 00:04:21.520]  但這個計劃不是出於神
[00:04:21.520 --> 00:04:25.640]  當時猶大君王面對亞述人的入侵時
[00:04:25.640 --> 00:04:28.320]  他們沒有興趣尋求耶和華的心意
[00:04:28.320 --> 00:04:33.400]  因為他們心裏自己早已有了計劃
[00:04:33.400 --> 00:04:34.800]  這是甚麼計劃
[00:04:34.800 --> 00:04:36.000]  在第二節說
[00:04:36.000 --> 00:04:41.080]  他們要起身到埃及投靠在埃及的任下
[00:04:41.080 --> 00:04:43.720]  我們看見尋求神的旨意
[00:04:43.720 --> 00:04:46.640]  去依靠埃及的人間勢力
[00:04:46.640 --> 00:04:50.040]  成為了一個很強烈的對比
[00:04:50.040 --> 00:04:55.080]  在第六節
[00:04:55.080 --> 00:04:56.160]  在第六節
[00:04:56.160 --> 00:04:58.200]  描述了一支隊伍
[00:04:58.200 --> 00:05:00.920]  它帶著一大批的購物
[00:05:00.920 --> 00:05:04.000]  穿越一些很艱難困苦的地方
[00:05:04.000 --> 00:05:06.400]  去換取埃及的同盟
[00:05:06.400 --> 00:05:09.280]  這裡令我們聯想到昔日以色列民
[00:05:09.280 --> 00:05:13.240]  出埃及時走過一個西奈的曠野
[00:05:13.240 --> 00:05:15.520]  今天他們選擇投靠埃及
[00:05:15.520 --> 00:05:18.720]  就好像走著一條倒退的舊路
[00:05:18.720 --> 00:05:20.200]  在當時的社會
[00:05:20.200 --> 00:05:25.560]  面對埃及一個歷史深遠而成熟的異教文化
[00:05:25.560 --> 00:05:29.840]  與埃及國結盟就等於與異邦神明結盟一樣
[00:05:29.840 --> 00:05:34.360]  這個選擇將他們陷入一個叛教的危機裏
[00:05:34.360 --> 00:05:37.200]  當然最基本最大的問題就是
[00:05:37.200 --> 00:05:42.120]  猶太國訂立這個計劃時根本沒有尋求神的心意
[00:05:42.120 --> 00:05:45.520]  打算用自己的方法尋求出路
[00:05:45.520 --> 00:05:49.040]  接著我們試試看第八至十四節
[00:05:49.040 --> 00:05:50.920]  看見在九至十一節
[00:05:50.920 --> 00:05:54.640]  猶太子民不願意聽神的吩咐
[00:05:54.640 --> 00:05:56.200]  跟先知這樣說
[00:05:56.200 --> 00:05:58.440]  你不要向我預言正直的事
[00:05:58.440 --> 00:06:00.560]  要對我說好聽的話
[00:06:00.560 --> 00:06:02.360]  預言虛幻的事
[00:06:02.360 --> 00:06:06.080]  不要在我面前再看以色列這個聖者
[00:06:07.440 --> 00:06:09.000]  從人的眼光來看
[00:06:09.000 --> 00:06:11.560]  與埃及結盟好像不錯
[00:06:11.560 --> 00:06:15.160]  可以提供一個即時保護的盼望
[00:06:15.160 --> 00:06:16.680]  相對投靠神
[00:06:16.680 --> 00:06:20.720]  都不知問題可能仍然存在
[00:06:20.720 --> 00:06:24.400]  又不知何時有出路會不會有些冒險
[00:06:24.400 --> 00:06:28.400]  人總是不期盼聽到一些違反自己計劃
[00:06:28.400 --> 00:06:30.040]  自己意願的忠告
[00:06:30.040 --> 00:06:31.760]  只是想聽好消息
[00:06:31.760 --> 00:06:35.240]  所以這班子民他們不歡迎先知講真理
[00:06:35.240 --> 00:06:38.960]  來接受一些謊言、假象
[00:06:38.960 --> 00:06:41.880]  我們看見第八節
[00:06:41.880 --> 00:06:45.360]  將上帝的話語刻在板上
[00:06:45.360 --> 00:06:47.920]  流傳後世永永遠遠
[00:06:47.920 --> 00:06:50.880]  我們看見上帝話語的永恆性
[00:06:50.880 --> 00:06:53.360]  和他們投靠虛幻的話
[00:06:53.360 --> 00:06:55.720]  那種短暫即逝的對比
[00:06:55.720 --> 00:06:57.040]  第十三節
[00:06:57.040 --> 00:07:00.680]  傾克之間忽然塌下來
[00:07:00.680 --> 00:07:02.560]  我們做一個總結
[00:07:02.560 --> 00:07:04.800]  猶太國的問題
[00:07:04.800 --> 00:07:08.600]  就在危困裡他們拒絕信靠神
[00:07:08.600 --> 00:07:10.440]  以上人間的自謀
[00:07:10.440 --> 00:07:14.400]  和埃及結盟而沒有尋求神的旨意
[00:07:14.400 --> 00:07:17.560]  藐視了神的吩咐
[00:07:17.560 --> 00:07:20.120]  我們了解了上帝的信息後
[00:07:20.120 --> 00:07:26.280]  我們進入今天我們很想細讀的一段經文
[00:07:26.280 --> 00:07:28.880]  我們先來看第十五節
[00:07:28.880 --> 00:07:33.280]  這節經文我們都可能頗熟悉
[00:07:33.280 --> 00:07:35.280]  其中「得救在乎歸回安息
[00:07:35.280 --> 00:07:38.400]  得力在乎平靜安穩」
[00:07:38.400 --> 00:07:40.160]  這節我們很熟悉
[00:07:40.160 --> 00:07:43.360]  但我這節經文可能會以為是指
[00:07:43.360 --> 00:07:48.560]  侍奉亡亂 慌張 疲累乏力的時候
[00:07:48.560 --> 00:07:50.880]  要好好休息去親近神
[00:07:50.880 --> 00:07:54.960]  從神支柱的力量有個平安的心
[00:07:54.960 --> 00:07:57.040]  我們仔細去看看
[00:07:57.040 --> 00:08:01.200]  究竟這節經文是否有更深層的意思
[00:08:01.200 --> 00:08:03.600]  我們先看這節經文的結構
[00:08:03.600 --> 00:08:06.400]  講到大綱我附加了中文新譯本
[00:08:06.400 --> 00:08:09.120]  和英文的NASB
[00:08:09.120 --> 00:08:10.760]  如果看中文聖經和修版
[00:08:10.760 --> 00:08:14.680]  你看到好像「歸回」是個動詞
[00:08:14.680 --> 00:08:16.760]  歸去哪裏?就是歸回安息
[00:08:16.760 --> 00:08:18.440]  但其實看原文
[00:08:18.440 --> 00:08:23.320]  「歸回安息」是分開兩個名詞
[00:08:23.320 --> 00:08:24.880]  你都看到了
[00:08:24.880 --> 00:08:30.560]  「歸回」是有回轉
[00:08:30.560 --> 00:08:35.680]  在舊約有回轉歸向神 悔改的意思
[00:08:35.680 --> 00:08:39.640]  而「安穩」是一種信靠
[00:08:39.640 --> 00:08:43.080]  所以新譯本比較容易理解
[00:08:43.080 --> 00:08:46.840]  得救在於悔改和安息
[00:08:46.840 --> 00:08:51.320]  得力在於平靜和信靠
[00:08:51.320 --> 00:08:57.360]  而這兩句經文是一個交叉式的結構去構成
[00:08:57.360 --> 00:09:01.240]  歸回 信靠是一對的
[00:09:01.240 --> 00:09:03.240]  安息 平靜
[00:09:03.240 --> 00:09:06.200]  另外一對互相的平衡
[00:09:06.200 --> 00:09:09.720]  如果參照上下文去理解經文
[00:09:09.720 --> 00:09:13.880]  得救不是一般的隨得赦免那種得救
[00:09:13.880 --> 00:09:17.800]  特別指當時猶大國受到亞述的威脅
[00:09:17.800 --> 00:09:22.560]  他們希望能夠從危困裏得到解脫
[00:09:22.560 --> 00:09:25.000]  才去勸誡猶大的子民
[00:09:25.000 --> 00:09:27.160]  面對外邦入侵的出路
[00:09:27.160 --> 00:09:28.840]  是要歸回
[00:09:28.840 --> 00:09:32.400]  一方面是要轉離外來的援助
[00:09:32.400 --> 00:09:34.760]  當時就是與埃及的結盟
[00:09:34.760 --> 00:09:38.280]  與此同時他們要回轉歸向耶和華
[00:09:38.280 --> 00:09:42.280]  去信靠耶和華才是得救和力量的源頭
[00:09:42.280 --> 00:09:45.000]  是真正的靠山
[00:09:45.000 --> 00:09:47.880]  所以這節經文的重點是指一個
[00:09:47.880 --> 00:09:50.760]  真真正正願意信靠神的人
[00:09:50.760 --> 00:09:54.360]  在面對危難的時候應該有的表現
[00:09:54.360 --> 00:09:58.120]  從依靠自己 取悅自己的方向
[00:09:58.120 --> 00:10:02.120]  轉移去依靠神 討神喜悅
[00:10:02.120 --> 00:10:03.560]  簡單來說
[00:10:03.560 --> 00:10:08.280]  不是為自己 也不是靠自己
[00:10:08.280 --> 00:10:12.960]  面對危困當一個人回歸到信靠神的時候
[00:10:12.960 --> 00:10:15.080]  觸見一個很穩穩陣陣的根基
[00:10:15.080 --> 00:10:18.800]  就是站穩與上帝盟約關係的應許上
[00:10:18.800 --> 00:10:21.200]  所以滿客居環境如何
[00:10:21.200 --> 00:10:25.320]  可以有安息平靜的心
[00:10:25.320 --> 00:10:28.000]  面對外敵的威脅
[00:10:28.000 --> 00:10:32.640]  當時猶大國的子民他們如何回應呢?
[00:10:32.640 --> 00:10:35.680]  先知其實有提醒他們要依靠耶和華
[00:10:35.680 --> 00:10:37.800]  不過他們如何回應呢?
[00:10:37.800 --> 00:10:40.680]  「你們卻是不肯」
[00:10:40.680 --> 00:10:43.560]  最大的問題不是他們不知道
[00:10:43.560 --> 00:10:47.000]  而是他們不肯 不肯去順從
[00:10:47.000 --> 00:10:51.520]  看到第十六節 說他們要騎馬奔走
[00:10:51.520 --> 00:10:54.640]  他們要騎快馬奔走
[00:10:54.640 --> 00:10:57.760]  與安息一個很大的對比
[00:10:57.760 --> 00:11:02.680]  以色列民滿腦子如何趕急投靠埃及結盟
[00:11:02.680 --> 00:11:04.120]  慌張忙亂
[00:11:04.120 --> 00:11:07.360]  期望自己可以用心竭力做點事
[00:11:07.360 --> 00:11:11.480]  策劃一下化解當下一些的威脅
[00:11:11.480 --> 00:11:13.160]  但很諷刺
[00:11:13.160 --> 00:11:16.840]  當他們快馬加鞭要投靠埃及的時候
[00:11:16.840 --> 00:11:22.280]  追趕的亞述兵馬更加狂追攻陷
[00:11:22.280 --> 00:11:23.520]  被追殺之後
[00:11:23.520 --> 00:11:26.120]  看到他們十七節很逃亡
[00:11:26.120 --> 00:11:28.000]  很荒涼的景況
[00:11:28.000 --> 00:11:31.360]  先知形容剩下的如山頂的旗桿
[00:11:31.360 --> 00:11:34.600]  如山崗上的大旗
[00:11:34.600 --> 00:11:37.360]  大旗是一種軍事上的用語
[00:11:37.360 --> 00:11:39.120]  有統帥的意思
[00:11:39.120 --> 00:11:41.560]  其實在《以下書》你見過很多次
[00:11:41.560 --> 00:11:45.560]  都提到先知勸勉以色列民不要放棄
[00:11:45.560 --> 00:11:48.920]  叫耶和華成為他們軍事上的大旗
[00:11:48.920 --> 00:11:52.680]  又說是他們真正的統帥
[00:11:52.680 --> 00:11:55.720]  將是上帝揀選由大國的子民
[00:11:55.720 --> 00:12:00.200]  本來是由上帝親自統帥的徵兵
[00:12:00.200 --> 00:12:04.000]  但因為他們要投靠外邦的同盟
[00:12:04.000 --> 00:12:07.200]  放棄耶和華成為他們的大旗統帥
[00:12:07.200 --> 00:12:08.640]  在追殺之後
[00:12:08.640 --> 00:12:13.280]  變成一個很荒涼很凋零的光景
[00:12:13.280 --> 00:12:18.680]  這幅圓圓的畫像估計在主前701年應驗了
[00:12:18.680 --> 00:12:24.160]  當時亞述王攻陷他們的城
[00:12:24.160 --> 00:12:26.120]  面對不聽訓誨
[00:12:26.120 --> 00:12:29.320]  教義不善的這些華劣的子民
[00:12:29.320 --> 00:12:34.120]  一輪管教預告之後
[00:12:34.120 --> 00:12:39.480]  你會預期先知怎樣繼續他的信息
[00:12:39.480 --> 00:12:43.400]  第18節原文有「所以」這個字開始
[00:12:43.400 --> 00:12:44.760]  和修版本翻譯了出來
[00:12:44.760 --> 00:12:46.760]  新譯本就有了
[00:12:46.760 --> 00:12:50.720]  第15節說「他們竟然不願意」
[00:12:50.720 --> 00:12:54.760]  第18節「因此耶和華必」
[00:12:54.760 --> 00:12:55.800]  我想問問大家
[00:12:55.800 --> 00:12:57.840]  如果做填充題
[00:12:57.840 --> 00:13:00.600]  這班人不願意
[00:13:00.600 --> 00:13:02.960]  你們竟不願意
[00:13:02.960 --> 00:13:04.800]  因此耶和華必
[00:13:04.800 --> 00:13:07.920]  有沒有填甚麼呢
[00:13:07.920 --> 00:13:13.160]  打他 罰他 任由他 撇棄
[00:13:13.160 --> 00:13:17.120]  然後看看耶和華必甚麼
[00:13:17.120 --> 00:13:20.520]  耶和華必等候要恩待你們
[00:13:20.520 --> 00:13:23.720]  他必興起來憐憫你們
[00:13:23.720 --> 00:13:26.160]  因為耶和華是公義的神
[00:13:26.160 --> 00:13:29.800]  等候他的都是有福
[00:13:29.800 --> 00:13:32.800]  面對不願意等候耶和華的子民
[00:13:32.800 --> 00:13:36.400]  耶和華亦等候你回應
[00:13:36.400 --> 00:13:38.960]  面對背影離開自己的子民
[00:13:38.960 --> 00:13:42.160]  神母立刻施行審判
[00:13:42.160 --> 00:13:45.840]  仍然要恩待他們
[00:13:45.840 --> 00:13:51.200]  我看見上帝那種願意去施憐憫的屬性
[00:13:51.200 --> 00:13:54.080]  但上主不是一個溺愛的主
[00:13:54.080 --> 00:13:55.600]  一個沒有公義的
[00:13:55.600 --> 00:13:58.600]  只有憐憫的一個溺愛
[00:13:58.600 --> 00:14:02.880]  因為耶和華是公義的神
[00:14:02.880 --> 00:14:05.880]  等候他們都是有福的
[00:14:05.880 --> 00:14:09.280]  神有他自己做事的時間
[00:14:09.280 --> 00:14:11.280]  方法 法則
[00:14:11.280 --> 00:14:13.280]  去高舉恩典
[00:14:13.280 --> 00:14:16.640]  但同樣是一個施行審判的主
[00:14:16.640 --> 00:14:18.400]  上主在等候
[00:14:18.400 --> 00:14:22.440]  意思是他很渴望向人施恩
[00:14:22.440 --> 00:14:25.200]  但唯有願意學習等候神
[00:14:25.200 --> 00:14:27.880]  即願意去仰望信靠神的人
[00:14:27.880 --> 00:14:31.040]  才能夠蒙福
[00:14:31.040 --> 00:14:32.240]  當我讀十八節的時候
[00:14:32.240 --> 00:14:36.120]  我覺得很感動 很受提醒
[00:14:36.120 --> 00:14:38.120]  我們常常真的想到
[00:14:38.120 --> 00:14:41.840]  我在等候神
[00:14:41.840 --> 00:14:43.560]  為何上帝等了那麼久
[00:14:43.560 --> 00:14:46.600]  你都不把我想要的東西給我
[00:14:46.600 --> 00:14:48.520]  有沒有想過其實神
[00:14:48.520 --> 00:14:52.800]  也在等待我們
[00:14:52.800 --> 00:14:55.360]  每一個信徒都站在一個
[00:14:55.360 --> 00:14:57.200]  已經蒙主清義
[00:14:57.200 --> 00:14:59.440]  一個得救的根基上
[00:14:59.440 --> 00:15:01.920]  我們要追求成性
[00:15:01.920 --> 00:15:04.080]  而我說在等候
[00:15:04.080 --> 00:15:05.920]  期待著走錯路的子民
[00:15:05.920 --> 00:15:08.800]  有一天看見自己的愚昧
[00:15:08.800 --> 00:15:10.280]  醒悟過來
[00:15:10.280 --> 00:15:11.520]  歸回信靠
[00:15:11.520 --> 00:15:15.000]  上帝有一個蒙約的關係
[00:15:15.000 --> 00:15:17.040]  而我說在等候
[00:15:17.040 --> 00:15:19.520]  好像一位很聰明的農夫
[00:15:19.520 --> 00:15:21.440]  農作物還沒成熟的時候
[00:15:21.440 --> 00:15:23.560]  他不會那麼快收割
[00:15:23.560 --> 00:15:24.640]  當我一邊看的時候
[00:15:24.640 --> 00:15:28.080]  給我很大的鼓勵和平安
[00:15:28.080 --> 00:15:32.880]  知道我們的等候不是徒然
[00:15:32.880 --> 00:15:36.160]  今天的經文給我們很提醒
[00:15:36.160 --> 00:15:39.160]  我們常常都滿腦子很多的計劃
[00:15:39.160 --> 00:15:41.280]  我們帶著很多的願望
[00:15:41.280 --> 00:15:42.840]  期盼著我們的生命
[00:15:42.840 --> 00:15:47.080]  按著一個我們自己特定的軌跡去發生
[00:15:47.080 --> 00:15:48.280]  人很自然會傾向
[00:15:48.280 --> 00:15:50.600]  當然等一些我們想要的東西
[00:15:50.600 --> 00:15:52.440]  努力去做神求
[00:15:52.440 --> 00:15:55.040]  但是我們又不知道會不會得到
[00:15:55.040 --> 00:15:57.360]  又不知道何時會得到
[00:15:57.360 --> 00:15:59.280]  如果未能夠如願的時候
[00:15:59.280 --> 00:16:00.640]  我們往往變得很失望
[00:16:00.640 --> 00:16:01.920]  於是怎樣呢?
[00:16:01.920 --> 00:16:04.600]  上帝不公認太慢
[00:16:04.600 --> 00:16:07.120]  我自己做一些事
[00:16:07.120 --> 00:16:09.160]  促成一些我自己的心願
[00:16:09.160 --> 00:16:12.160]  快點可以得到
[00:16:12.160 --> 00:16:13.840]  結果我們可能難了
[00:16:13.840 --> 00:16:16.160]  上帝要按著他的時間
[00:16:16.160 --> 00:16:17.600]  按著他的計劃
[00:16:17.600 --> 00:16:19.720]  將他的恩典給我們
[00:16:19.720 --> 00:16:21.280]  當我們面對困難
[00:16:21.280 --> 00:16:22.640]  很多威脅的時候
[00:16:22.640 --> 00:16:25.080]  我們四出去找資源求解脫
[00:16:25.080 --> 00:16:27.400]  都是人之常情
[00:16:27.400 --> 00:16:30.360]  找資源去解決我們的困境
[00:16:30.360 --> 00:16:31.920]  本身沒有問題
[00:16:31.920 --> 00:16:34.320]  但也不是說我們從此就坐在這裏
[00:16:34.320 --> 00:16:35.880]  聽天由命
[00:16:35.880 --> 00:16:39.880]  一些實際實務的計劃行動是需要的
[00:16:39.880 --> 00:16:43.960]  不過有兩點很值得我們去檢視
[00:16:54.640 --> 00:16:56.640]  第一
[00:16:56.640 --> 00:17:00.400]  不是說我們不可以用人間的資源
[00:17:00.400 --> 00:17:05.000]  而是我們不去依靠我們自己
[00:17:05.000 --> 00:17:07.520]  如果我們依靠人間的很多自謀
[00:17:07.520 --> 00:17:09.200]  其實有很多變動
[00:17:09.200 --> 00:17:12.080]  特別是今天一個這麼變幻莫測的世代
[00:17:12.080 --> 00:17:13.920]  移民政策不停去變
[00:17:13.920 --> 00:17:15.160]  政局不停去變
[00:17:15.160 --> 00:17:16.400]  經濟不停去變
[00:17:16.400 --> 00:17:18.360]  防疫的措施不停去變
[00:17:18.360 --> 00:17:20.520]  你追著客觀環境去走
[00:17:20.520 --> 00:17:22.000]  你沒有辦法經歷平安
[00:17:22.000 --> 00:17:25.040]  你沒有真正的把握信靠
[00:17:25.040 --> 00:17:28.280]  人間的智慧其實是靠不住的
[00:17:28.280 --> 00:17:31.760]  我們今天開始崇拜的時候
[00:17:31.760 --> 00:17:33.840]  就有一些技術上的問題
[00:17:33.840 --> 00:17:35.960]  所以遲了五分鐘
[00:17:35.960 --> 00:17:38.560]  但我們剛才朱牧師就帶我們
[00:17:38.560 --> 00:17:40.360]  馬上一起去祈禱
[00:17:40.360 --> 00:17:42.680]  求上帝的恩典臨在
[00:17:42.680 --> 00:17:46.120]  這樣我們可以順利地去崇拜
[00:17:46.120 --> 00:17:50.320]  當你習慣了去高舉一些人間的智慧的時候
[00:17:50.320 --> 00:17:53.360]  我們依靠肉眼看見的勢力
[00:17:53.360 --> 00:17:57.040]  提供很多的即時解決的捷徑
[00:17:57.040 --> 00:17:58.400]  我們覺得很開心
[00:17:58.400 --> 00:17:59.640]  快嘛
[00:17:59.640 --> 00:18:01.080]  但不知不覺覺得
[00:18:01.080 --> 00:18:03.760]  咦 這些快啊 好啊
[00:18:03.760 --> 00:18:07.160]  反而它成為了我們供奉的偶像
[00:18:07.160 --> 00:18:08.800]  喂 信耶穌
[00:18:08.800 --> 00:18:10.240]  不實際的
[00:18:10.240 --> 00:18:11.640]  沒什麼用
[00:18:11.640 --> 00:18:14.960]  慢慢我們的信仰開始變得冷淡
[00:18:14.960 --> 00:18:17.760]  上帝給人很多很寶貴的資源
[00:18:17.760 --> 00:18:21.920]  我們的恩賜 我們的能力 我們的財產 知識 經驗 樣樣
[00:18:21.920 --> 00:18:24.360]  都是上帝給我們好的資源
[00:18:24.360 --> 00:18:27.280]  但是不要依仗這些資源
[00:18:27.280 --> 00:18:31.840]  而離棄了給這些資源我們的上主
[00:18:31.840 --> 00:18:33.080]  第二
[00:18:33.080 --> 00:18:36.080]  我們面對人生很多的挑戰和困難
[00:18:36.080 --> 00:18:39.760]  如果假如只是為了換一條脫離困境的捷徑
[00:18:39.760 --> 00:18:41.600]  去滿足自己的意願
[00:18:41.600 --> 00:18:44.280]  放棄進行上帝的旨意
[00:18:44.280 --> 00:18:47.400]  我們只是處理了一個表面的問題
[00:18:47.400 --> 00:18:50.080]  卻破壞了更加深層
[00:18:50.080 --> 00:18:52.760]  我們和上帝盟約的關係
[00:18:52.760 --> 00:18:56.280]  其實是很愚昧的
[00:18:56.280 --> 00:18:57.400]  是
[00:18:57.400 --> 00:18:58.680]  舊日的學者
[00:18:58.680 --> 00:19:00.520]  馮拉德他這樣說
[00:19:00.520 --> 00:19:03.120]  信心是拒絕自助
[00:19:03.120 --> 00:19:06.040]  並且給神出於主權的拯救
[00:19:06.040 --> 00:19:06.880]  行動
[00:19:06.880 --> 00:19:08.880]  留下一些空間
[00:19:08.880 --> 00:19:11.760]  當人去投靠人間的智慧
[00:19:11.760 --> 00:19:13.640]  用自己的方法
[00:19:13.640 --> 00:19:15.400]  做自己想做的事
[00:19:15.400 --> 00:19:17.360]  不會投靠神的時候
[00:19:17.360 --> 00:19:20.320]  我們往往會攔阻了上帝的工作
[00:19:20.320 --> 00:19:26.040]  妨礙了上帝很想把恩典給我們
[00:19:26.040 --> 00:19:27.400]  今天的學習
[00:19:27.400 --> 00:19:30.760]  說要轉來去依靠人間的智謀
[00:19:30.760 --> 00:19:32.600]  去回轉投靠神
[00:19:32.600 --> 00:19:34.200]  其實都知道的
[00:19:34.200 --> 00:19:35.200]  知道是很容易
[00:19:35.200 --> 00:19:36.080]  不過
