
[00:00:00.000 --> 00:00:05.940]  不知道大家是否相信會有靈界的事物呢?
[00:02:49.740 --> 00:02:52.300]  我們怎麼可以勝過茂望的靈
[00:02:52.300 --> 00:02:53.440]  經文說茂望的靈
[00:02:53.440 --> 00:02:55.380]  或者這個和修版
[00:02:55.380 --> 00:02:57.640]  就譯作錯茂的靈
[00:02:57.640 --> 00:03:00.740]  我會先看看第二個問題
[00:03:00.740 --> 00:03:04.320]  靈界的正邪怎麼分?
[00:03:04.320 --> 00:03:06.460]  在第六節裡面就說到
[00:03:06.460 --> 00:03:09.320]  真理的靈和茂望的靈
[00:03:09.320 --> 00:03:10.960]  最簡單的
[00:03:10.960 --> 00:03:12.060]  很粗略地分
[00:03:12.060 --> 00:03:13.760]  靈就分兩類
[00:03:13.760 --> 00:03:15.660]  第一就是真理的靈
[00:03:15.660 --> 00:03:17.700]  另外就是茂望的靈
[00:03:17.700 --> 00:03:20.060]  或者可以說是從神而來的靈
[00:03:20.060 --> 00:03:22.600]  不是從神而來的靈
[00:03:22.600 --> 00:03:25.840]  這個也是很符合《約翰一書》
[00:03:25.840 --> 00:03:27.240]  經常出現的主題
[00:03:27.240 --> 00:03:29.440]  就是二元對立論
[00:03:29.440 --> 00:03:31.440]  總之就是對立的
[00:03:31.440 --> 00:03:36.380]  光明、黑暗、正邪
[00:03:36.380 --> 00:03:39.880]  正邪是不是真的對立呢?
[00:03:39.880 --> 00:03:43.080]  我們知道真理的相反就是茂悟
[00:03:43.080 --> 00:03:44.120]  一個人
[00:03:44.120 --> 00:03:46.960]  你不可以同時喜愛公義
[00:03:46.960 --> 00:03:49.800]  但是又不打算恨惡罪惡
[00:03:49.800 --> 00:03:53.140]  你不能夠同時接受基督為主
[00:03:53.140 --> 00:03:55.400]  但是又不願意捨己
[00:03:55.400 --> 00:03:58.140]  放棄自己的主導權
[00:03:58.140 --> 00:04:01.440]  你不能夠一邊去追求美好的事物
[00:04:01.440 --> 00:04:05.940]  但是又不願意去離棄罪惡
[00:04:05.940 --> 00:04:08.280]  不能夠說自己信耶穌
[00:04:08.280 --> 00:04:11.120]  同時又不信耶穌
[00:04:11.120 --> 00:04:12.460]  所以我們知道
[00:04:12.460 --> 00:04:14.720]  正邪是對立的
[00:04:14.720 --> 00:04:16.080]  那為什麼要分辨呢?
[00:04:16.080 --> 00:04:18.500]  為什麼要分辨正邪呢?
[00:04:18.500 --> 00:04:20.100]  剛才經文也說到
[00:04:20.100 --> 00:04:22.660]  因為很多假先知已經出來了
[00:04:22.660 --> 00:04:26.000]  就好像市面上很多偽鈔出現的話
[00:04:26.000 --> 00:04:27.600]  你就要懂得分辨了
[00:04:27.600 --> 00:04:28.540]  不過現在也沒什麼所謂
[00:04:28.540 --> 00:04:31.140]  因為我們也很多時候用電子貨幣了
[00:04:31.140 --> 00:04:33.900]  所以我們也不是很著意
[00:04:33.900 --> 00:04:35.800]  要分辨真偽鈔
[00:04:35.800 --> 00:04:37.240]  但是假訊息呢
[00:04:37.240 --> 00:04:38.440]  假訊息大家都要留意
[00:04:38.440 --> 00:04:40.420]  因為現在真的有很多假訊息出來
[00:04:40.420 --> 00:04:42.620]  所以有訊息來到
[00:04:42.620 --> 00:04:43.620]  我們就要分辨了
[00:04:43.620 --> 00:04:45.380]  因為假的先知出現了
[00:04:45.380 --> 00:04:46.480]  所以我們就要分辨了
[00:04:46.480 --> 00:04:47.760]  我最近也收到一個假訊息
[00:04:47.760 --> 00:04:48.920]  一看就知道是假的
[00:04:48.920 --> 00:04:51.020]  是在WhatsApp收到的
[00:04:51.020 --> 00:04:53.220]  他就說是我樓下的鄰居
[00:04:53.220 --> 00:04:54.320]  就是住在我樓下
[00:04:54.320 --> 00:04:57.160]  就說我每晚都發出噪音嘈吵著他
[00:04:57.160 --> 00:04:58.740]  他還錄了一段影片
[00:04:58.740 --> 00:05:00.240]  就叫我Kick進去看看
[00:05:00.240 --> 00:05:01.000]  你就知道了
[00:05:01.000 --> 00:05:02.200]  真的很嘈吵
[00:05:02.200 --> 00:05:03.200]  我當然知道是假的
[00:05:03.200 --> 00:05:05.380]  因為我晚上很早睡的
[00:05:05.380 --> 00:05:06.640]  我不會有噪音
[00:05:06.640 --> 00:05:08.140]  以及這些東西
[00:05:08.140 --> 00:05:09.780]  看得多宣傳也知道
[00:05:09.780 --> 00:05:10.940]  所以就很明顯了
[00:05:10.940 --> 00:05:11.940]  這是假訊息
[00:05:11.940 --> 00:05:13.640]  很多假的事情出現了
[00:05:13.640 --> 00:05:15.340]  我們就要分辨了
[00:05:15.340 --> 00:05:19.660]  我們知道世界上太多作假冒充的事情了
[00:05:19.660 --> 00:05:22.720]  假先知已經出來了
[00:05:22.720 --> 00:05:24.820]  在經文第一節說
[00:05:24.820 --> 00:05:26.320]  「親愛的弟兄啊
[00:05:26.320 --> 00:05:28.760]  一切的靈你門不可都信
[00:05:28.760 --> 00:05:31.860]  總要試驗那些靈是出於神的不是
[00:05:31.860 --> 00:05:35.400]  因為世上有許多假先知已經出來了」
[00:05:35.400 --> 00:05:36.700]  經文那裡
[00:05:36.700 --> 00:05:37.980]  「弟兄」那兩個字
[00:05:37.980 --> 00:05:41.040]  原文是你的和合本聖經
[00:05:41.040 --> 00:05:42.340]  就是點點點點點的
[00:05:42.340 --> 00:05:43.440]  就是子本那裡
[00:05:43.440 --> 00:05:45.680]  其實就是告訴我們
[00:05:45.680 --> 00:05:47.140]  原文是沒有這兩個字的
[00:05:47.140 --> 00:05:48.720]  就是說「親愛的」
[00:05:48.720 --> 00:05:51.860]  包括弟兄、姊妹
[00:05:51.860 --> 00:05:56.720]  約翰所寫給她的信徒
[00:05:56.720 --> 00:05:58.300]  那就告訴你
[00:05:58.300 --> 00:05:59.620]  「一切的靈」
[00:05:59.620 --> 00:06:01.300]  「一切的靈」就包括
[00:06:01.300 --> 00:06:03.300]  各種異端邪說
[00:06:03.300 --> 00:06:06.160]  或者是指稱從神而來的靈
[00:06:06.160 --> 00:06:08.340]  從神而來的啟示
[00:06:08.340 --> 00:06:10.640]  假先知就是
[00:06:10.640 --> 00:06:13.740]  那些不是從神而來的靈所說的話
[00:06:13.740 --> 00:06:16.780]  或者是會冒講神的道
[00:06:16.780 --> 00:06:18.580]  我們知道歷代以來
[00:06:18.580 --> 00:06:20.540]  撒旦都透過假先知
[00:06:20.540 --> 00:06:22.740]  來迷惑神的指紋
[00:06:22.740 --> 00:06:25.220]  這個撒旦魔鬼的詭計
[00:06:25.220 --> 00:06:26.920]  是叫那些不信的人
[00:06:26.920 --> 00:06:28.720]  對真道、真的道理
[00:06:28.720 --> 00:06:30.220]  是甚麼都不要信
[00:06:30.220 --> 00:06:32.460]  又叫信那些很容易信的人
[00:06:32.460 --> 00:06:34.560]  就真的假甚麼都信
[00:06:34.560 --> 00:06:37.900]  結果兩類人都上當
[00:06:37.900 --> 00:06:40.240]  所以分辨先知的真偽
[00:06:40.240 --> 00:06:41.760]  是非常重要的
[00:06:41.760 --> 00:06:44.500]  能夠分辨就不會信錯了
[00:06:44.500 --> 00:06:46.000]  我們不是甚麼都信
[00:06:46.000 --> 00:06:48.580]  也不是甚麼都不信
[00:06:48.580 --> 00:06:52.240]  也不是甚麼都信、甚麼都不信
[00:06:52.240 --> 00:06:54.840]  而是我們不能甚麼都信
[00:06:54.840 --> 00:06:56.440]  總之就要試驗了
[00:06:56.440 --> 00:06:59.260]  第一節你要告訴我
[00:06:59.260 --> 00:07:02.020]  那試驗的方法是甚麼呢
[00:07:02.020 --> 00:07:03.460]  經文有說
[00:07:03.460 --> 00:07:05.060]  第二、第三節
[00:07:05.060 --> 00:07:07.520]  他說凡令應耶穌基督
[00:07:07.520 --> 00:07:09.020]  是成了肉身來的
[00:07:09.020 --> 00:07:10.560]  就是出於神的
[00:07:10.560 --> 00:07:14.040]  從此你們可以認出神的靈來
[00:07:14.040 --> 00:07:15.700]  凡令不認耶穌
[00:07:15.700 --> 00:07:17.240]  就不是出於神
[00:07:17.240 --> 00:07:19.480]  這是那敵基督者的靈
[00:07:19.480 --> 00:07:21.680]  你們從前聽見他要來
[00:07:21.680 --> 00:07:24.480]  現在已經在世上了
[00:07:24.480 --> 00:07:26.880]  敵基督就不是假基督
[00:07:26.880 --> 00:07:28.140]  是基督的敵人
[00:07:28.140 --> 00:07:29.880]  就是敵基督
[00:07:29.880 --> 00:07:32.760]  是跟基督作對的
[00:07:32.760 --> 00:07:34.260]  我們從聖經裡知道
[00:07:34.260 --> 00:07:36.860]  耶穌基督、神的兒子
[00:07:36.860 --> 00:07:38.160]  在歷史上
[00:07:38.160 --> 00:07:41.500]  神經成為肉身來到這個世界
[00:07:41.500 --> 00:07:43.100]  耶穌這個名字
[00:07:43.100 --> 00:07:44.600]  是一個人的名字
[00:07:44.600 --> 00:07:47.800]  就是一個人類的名字
[00:07:47.800 --> 00:07:50.300]  是在祂出生的時候才有的
[00:07:50.300 --> 00:07:52.040]  祂在伯利恆出生
[00:07:52.040 --> 00:07:54.040]  在拿撒勒長大
[00:07:54.040 --> 00:07:58.040]  被稱為「拿撒勒人」耶穌
[00:07:58.040 --> 00:08:01.120]  聖經裡面四福音書記載祂的出生
[00:08:01.120 --> 00:08:02.740]  祂的長大
[00:08:02.740 --> 00:08:04.980]  祂會吃飯、祂會睡覺
[00:08:04.980 --> 00:08:06.220]  會跟人同行
[00:08:06.220 --> 00:08:07.720]  會跟人祈禱
[00:08:07.720 --> 00:08:10.220]  會跟人聊天、教導人
[00:08:10.220 --> 00:08:12.960]  祂是舊約聖經預言的尼塞亞
[00:08:12.960 --> 00:08:14.920]  神的兒子來到世界
[00:08:14.920 --> 00:08:16.820]  走入人類的歷史裡面
[00:08:16.820 --> 00:08:20.500]  這個就是「道成為肉身」
[00:08:20.500 --> 00:08:25.100]  為什麼「道成為肉身」這個真理這麼重要呢?
[00:08:25.100 --> 00:08:27.440]  因為我們的信仰是建基於神
[00:08:27.440 --> 00:08:30.840]  藉著祂的兒子耶穌基督啟示出來的
[00:08:30.840 --> 00:08:34.220]  這個宣認強調「道成為肉身」的真實性
[00:08:34.220 --> 00:08:36.280]  這個是事實
[00:08:36.280 --> 00:08:38.480]  這個不是一個暫時的現象
[00:08:38.480 --> 00:08:40.880]  而是神和人的永恆結合
[00:08:40.880 --> 00:08:42.660]  在耶穌基督裡面
[00:08:42.660 --> 00:08:45.200]  耶穌基督是百分之百神
[00:08:45.200 --> 00:08:47.900]  也是百分之百人
[00:08:47.900 --> 00:08:50.960]  在高林多前書十二章第三節裡說
[00:08:50.960 --> 00:08:53.240]  如果不是藉著聖靈感動
[00:08:53.240 --> 00:08:58.460]  沒有人能夠說耶穌是主
[00:08:58.460 --> 00:08:59.740]  耶穌是主
[00:08:59.740 --> 00:09:00.880]  包含的意義
[00:09:00.880 --> 00:09:02.800]  和眾多的異端學說
[00:09:02.800 --> 00:09:04.840]  無論是古代或者現代的
[00:09:04.840 --> 00:09:07.360]  是不能夠相容的
[00:09:07.360 --> 00:09:09.220]  耶穌是主
[00:09:09.220 --> 00:09:12.660]  其他沒有東西是主
[00:09:12.660 --> 00:09:15.460]  我們只是口中宣認不足夠
[00:09:15.460 --> 00:09:17.920]  還要加上行主所吩咐的
[00:09:17.920 --> 00:09:20.800]  在《馬太福音》七章二十一至二十三節
[00:09:20.800 --> 00:09:24.760]  和《老家福音》六章四十六節都有說到
[00:09:24.760 --> 00:09:28.260]  另外宣認「道成為肉身」的重要性
[00:09:28.260 --> 00:09:30.680]  是和當時的背景有關
[00:09:30.680 --> 00:09:32.880]  當時有些諾斯底主義
[00:09:32.880 --> 00:09:35.960]  尤其是知識派會宣稱耶穌是聖潔
[00:09:35.960 --> 00:09:36.600]  祂是神
[00:09:36.600 --> 00:09:37.560]  沒有罪
[00:09:37.560 --> 00:09:41.560]  所以不會和有罪的身體有任何關係
[00:09:41.560 --> 00:09:43.200]  而幻影說更加認為
[00:09:43.200 --> 00:09:47.120]  顯然在歷史裡的耶穌只是一個幻影
[00:09:47.120 --> 00:09:49.220]  但是聖經告訴我們
[00:09:49.220 --> 00:09:52.600]  人的身體是很重要的
[00:09:52.600 --> 00:09:54.920]  人的身體是聖靈的殿
[00:09:54.920 --> 00:09:57.360]  是聖載神的恩典的器皿
[00:09:57.360 --> 00:09:58.640]  聖靈住在我們裡面
[00:09:58.640 --> 00:10:02.200]  我們聖載了神的恩典
[00:10:02.200 --> 00:10:04.880]  神的兒子所取的肉身
[00:10:04.880 --> 00:10:08.080]  已經是屬於祂永遠擁有
[00:10:08.080 --> 00:10:10.320]  耶穌基督的人性和神性
[00:10:10.320 --> 00:10:13.400]  同時彰顯在祂的肉身裡面
[00:10:13.400 --> 00:10:14.840]  祂的救贖工作
[00:10:14.840 --> 00:10:18.560]  藉著祂的身體來造成
[00:10:18.560 --> 00:10:19.680]  祂被釘十字架
[00:10:19.680 --> 00:10:21.680]  是祂的肉身被釘十字架的
[00:10:21.680 --> 00:10:23.840]  是祂整個人被釘十字架的
[00:10:23.840 --> 00:10:24.480]  祂復活
[00:10:24.480 --> 00:10:31.680]  升天也是帶著祂的肉身
[00:10:31.680 --> 00:10:33.640]  所以經文也說到
[00:10:33.640 --> 00:10:37.320]  凡靈認耶穌基督是聖的肉身
[00:10:37.320 --> 00:10:38.840]  是出於神的
[00:10:38.840 --> 00:10:41.520]  這個「認」是一個自動的承認
[00:10:41.520 --> 00:10:44.320]  如果答非所問就是邪靈
[00:10:44.320 --> 00:10:46.560]  跟大家分享我的一些經歷
[00:10:46.560 --> 00:10:48.600]  我記得我還在做神學生的時候
[00:10:48.600 --> 00:10:51.720]  有機會有一次去短宣
[00:10:51.720 --> 00:10:52.960]  我們去的地方
[00:10:52.960 --> 00:10:54.400]  和同學一起去
[00:10:54.400 --> 00:10:58.000]  去一個很原始的地方
[00:10:58.000 --> 00:10:58.760]  原始是怎樣呢
[00:10:58.760 --> 00:11:01.200]  我們是睡高腳屋的
[00:11:01.200 --> 00:11:02.040]  高腳屋就是
[00:11:02.040 --> 00:11:03.960]  你們想像一下四支柱子
[00:11:03.960 --> 00:11:06.200]  上面就是這間屋
[00:11:06.200 --> 00:11:08.600]  下面有時候會水浸
[00:11:08.600 --> 00:11:10.720]  有時候有些野獸會走過
[00:11:10.720 --> 00:11:11.680]  有些什麼野獸呢
[00:11:11.680 --> 00:11:12.760]  有四腳蛇
[00:11:12.760 --> 00:11:15.040]  四腳蛇你不要以為鹽蛇那麼小
[00:11:15.040 --> 00:11:16.120]  是很大隻的
[00:11:16.120 --> 00:11:17.640]  是一具型的鹽蛇
[00:11:17.640 --> 00:11:18.560]  大約有幾重呢
[00:11:18.560 --> 00:11:20.880]  大約六十公斤左右
[00:11:20.880 --> 00:11:22.960]  所以是一個很原始的地方
[00:11:22.960 --> 00:11:25.240]  我們就去過這個地方
[00:11:25.240 --> 00:11:27.280]  來短宣
[00:11:27.280 --> 00:11:30.360]  有一晚我們就在那個地方
[00:11:30.360 --> 00:11:31.520]  預備睡覺的時候
[00:11:31.520 --> 00:11:34.160]  忽然之間很特別的事情發生了
[00:11:34.160 --> 00:11:37.880]  是有一些靈界的增展
[00:11:37.880 --> 00:11:39.480]  我們懷疑其中一個人
[00:11:39.480 --> 00:11:42.040]  就是被邪靈附身了
[00:11:42.040 --> 00:11:44.120]  當時不只是我們這班神仙
[00:11:44.120 --> 00:11:45.920]  還有一位華人牧師
[00:11:45.920 --> 00:11:47.440]  當地的華人牧師
[00:11:47.440 --> 00:11:49.960]  和一位土人牧師一起的
[00:11:49.960 --> 00:11:51.440]  他們帶著我們
[00:11:51.440 --> 00:11:53.600]  我們就去問他這個問題
[00:11:53.600 --> 00:11:56.120]  就是懷疑他被邪靈附身的
[00:11:56.120 --> 00:11:56.920]  我們問他
[00:11:56.920 --> 00:11:58.760]  你認不認耶穌基督是成為肉身
[00:11:58.760 --> 00:12:00.800]  來到這個世界呢
[00:12:00.800 --> 00:12:02.800]  他又沒有直接回答
[00:12:02.800 --> 00:12:05.760]  為什麼你要問這麼奇怪的事情呢
[00:12:05.760 --> 00:12:07.640]  這樣就很特別
[00:12:07.640 --> 00:12:09.400]  接著他的表現也是很特別
[00:12:09.400 --> 00:12:10.920]  不是他自己的聲音
[00:12:10.920 --> 00:12:14.640]  不是他自己的氣力
[00:12:14.640 --> 00:12:17.120]  也不是他平時的表現
[00:12:17.120 --> 00:12:20.000]  所以我們都是有一連串的
[00:12:20.000 --> 00:12:22.800]  祈禱 讀經
[00:12:22.800 --> 00:12:26.080]  去宣稱主耶穌基督是主
[00:12:26.080 --> 00:12:28.840]  最後那個邪靈就離開了
[00:12:28.840 --> 00:12:30.400]  他離開之前說
[00:12:30.400 --> 00:12:31.720]  好了 我走了
[00:12:31.720 --> 00:12:34.280]  鐵塔就分了一地
[00:12:34.280 --> 00:12:35.520]  我們知道
[00:12:35.520 --> 00:12:40.000]  當然後續我們也會繼續關心這位人士
[00:12:40.000 --> 00:12:41.760]  還有他回來香港之後
[00:12:41.760 --> 00:12:44.640]  也是接受一些輔導
[00:12:44.640 --> 00:12:46.880]  我們看到原來
[00:12:46.880 --> 00:12:48.680]  是真的可以用這個方法
[00:12:48.680 --> 00:12:52.960]  去分辨到是不是邪靈的
[00:12:52.960 --> 00:12:54.560]  我們看到了
[00:12:54.560 --> 00:12:57.760]  原來道成肉身這個真理是很重要的
[00:12:57.760 --> 00:12:59.680]  否認道成肉身
[00:12:59.680 --> 00:13:01.720]  就不單止是神學問題
[00:13:01.720 --> 00:13:03.200]  而是對神的本益
[00:13:03.200 --> 00:13:05.880]  是要受到責備的
[00:13:05.880 --> 00:13:08.120]  好 那第二個的
[00:13:08.120 --> 00:13:11.000]  試驗的方法就在第五第六節
[00:13:11.000 --> 00:13:12.720]  他說 聖經說
[00:13:12.720 --> 00:13:14.280]  他們是屬世界的
[00:13:14.280 --> 00:13:15.960]  所以論世界的事
[00:13:15.960 --> 00:13:18.040]  世人也聽從他們
[00:13:18.040 --> 00:13:19.400]  那這個照屬世界
[00:13:19.400 --> 00:13:21.560]  就是指到受撒旦所控制
[00:13:21.560 --> 00:13:25.080]  以及指揮的人物和事
[00:13:25.080 --> 00:13:27.960]  也就是屬於魔鬼邪惡系統的分子
[00:13:27.960 --> 00:13:29.840]  他們聯合起來就反對神
[00:13:29.840 --> 00:13:31.480]  擁有邪惡的態度
[00:13:31.480 --> 00:13:32.240]  第六節說
[00:13:32.240 --> 00:13:33.760]  我們是屬神的
[00:13:33.760 --> 00:13:36.120]  認識神的就聽從我們
[00:13:36.120 --> 00:13:38.280]  不屬神的就不聽從我們
[00:13:38.280 --> 00:13:40.680]  從此我們可以認出真理的靈
[00:13:40.680 --> 00:13:42.920]  和茂茂的靈來
[00:13:42.920 --> 00:13:45.600]  我們是指使徒
[00:13:45.600 --> 00:13:46.360]  約翰
[00:13:46.360 --> 00:13:48.400]  就是約翰一書的作者使徒
[00:13:48.400 --> 00:13:50.920]  他講到他們一班的使徒
[00:13:50.920 --> 00:13:52.440]  聽從我們
[00:13:52.440 --> 00:13:54.560]  意思就是聽從使徒的教訓
[00:13:54.560 --> 00:13:58.680]  包括一切合乎聖經真理的教訓
[00:13:58.680 --> 00:14:00.000]  所以在這一節裏面
[00:14:00.000 --> 00:14:00.960]  第六節告訴我們
[00:14:00.960 --> 00:14:02.120]  從印一反應
[00:14:02.120 --> 00:14:04.840]  他們怎樣回應使徒的教導
[00:14:04.840 --> 00:14:08.880]  就知道他們是否跟隨真理的靈的指引
[00:14:08.880 --> 00:14:11.120]  以及誰是跟隨錯謀的靈
[00:14:11.120 --> 00:14:13.360]  誰是跟隨真理的靈
[00:14:13.360 --> 00:14:15.600]  使徒的成全
[00:14:15.600 --> 00:14:16.840]  系統一直下來
[00:14:16.840 --> 00:14:18.440]  就是今天我們的教會
[00:14:18.440 --> 00:14:20.280]  我們教會有個使徒性
[00:14:20.280 --> 00:14:24.680]  我們是一直由使徒傳下來
[00:14:24.680 --> 00:14:26.720]  認識神聽從使徒
[00:14:26.720 --> 00:14:28.240]  聽從教會的教導
[00:14:28.240 --> 00:14:29.840]  就是去信靠
[00:14:29.840 --> 00:14:31.000]  維新行道
[00:14:31.000 --> 00:14:33.640]  以及表明了自己的應信
[00:14:33.640 --> 00:14:35.840]  那個confession
[00:14:35.840 --> 00:14:37.800]  所以來到這裏有個小結
[00:14:37.800 --> 00:14:39.000]  跟大家
[00:14:39.000 --> 00:14:40.520]  我們試驗的方法
[00:14:40.520 --> 00:14:43.200]  試驗是否真理的靈
[00:14:43.200 --> 00:14:44.280]  或者茂茂的靈
[00:14:44.280 --> 00:14:45.760]  方法就是兩樣東西
[00:14:45.760 --> 00:14:46.400]  第一
[00:14:46.400 --> 00:14:47.600]  在信仰上
[00:14:47.600 --> 00:14:52.480]  這個靈是否宣認耶穌基督成為肉身呢
[00:14:52.480 --> 00:14:53.360]  第二
[00:14:53.360 --> 00:14:54.600]  在實際上
[00:14:54.600 --> 00:14:55.800]  他們對教會
[00:14:55.800 --> 00:14:58.360]  即使是使徒所傳的話語
[00:14:58.360 --> 00:14:59.840]  有沒有積極的反應呢
[00:14:59.840 --> 00:15:02.800]  有沒有行道呢
[00:15:02.800 --> 00:15:03.280]  好
[00:15:03.280 --> 00:15:06.360]  接著我們看第二個問題
[00:15:06.360 --> 00:15:08.400]  就是我們怎樣能夠勝過茂茂
[00:15:08.400 --> 00:15:12.240]  或者是錯謀的靈呢
[00:15:12.240 --> 00:15:13.800]  第四節他又說
[00:15:13.800 --> 00:15:15.040]  小子們
[00:15:15.040 --> 00:15:16.960]  你們是屬神的
[00:15:16.960 --> 00:15:18.960]  並且聖鳥他們
[00:15:18.960 --> 00:15:21.160]  因為那在你們裏面的
[00:15:21.160 --> 00:15:24.640]  比那在世界上的更大
[00:15:24.640 --> 00:15:25.520]  小子呢
[00:15:25.520 --> 00:15:26.440]  即是孩子
[00:15:26.440 --> 00:15:28.280]  和修版就譯為孩子
[00:15:28.280 --> 00:15:32.400]  英文聖經就譯為little children
[00:15:32.400 --> 00:15:34.400]  即是世界的孩子
[00:15:34.400 --> 00:15:37.120]  聖鳥是叫征服
[00:15:37.120 --> 00:15:38.000]  征服
[00:15:38.000 --> 00:15:39.720]  我們是屬神的
[00:15:39.720 --> 00:15:41.880]  可以聖鳥他們征服他們
[00:15:41.880 --> 00:15:42.880]  我們能夠征服
[00:15:42.880 --> 00:15:44.600]  不是因為聰明
[00:15:44.600 --> 00:15:45.360]  學識
[00:15:45.360 --> 00:15:46.960]  或者受到甚麼訓練
[00:15:46.960 --> 00:15:48.520]  而是因為裏面
[00:15:48.520 --> 00:15:52.080]  住了一位比世界上任何的人物
[00:15:52.080 --> 00:15:54.000]  都要偉大的神
[00:15:54.000 --> 00:15:55.040]  他的能力
[00:15:55.040 --> 00:15:56.240]  他的身份
[00:15:56.240 --> 00:15:59.520]  都比那個惡者更大
[00:15:59.520 --> 00:16:00.640]  屬神的人呢
[00:16:00.640 --> 00:16:02.640]  有內在真理的能力
[00:16:02.640 --> 00:16:05.520]  可以對抗錯誤的道理
[00:16:05.520 --> 00:16:08.800]  能夠勝過假的錯誤的教導
[00:16:08.800 --> 00:16:12.200]  能夠勝過假的教義的試探
[00:16:12.200 --> 00:16:15.400]  不會受到敵基督的異端迷惑
[00:16:15.400 --> 00:16:17.520]  從表面上來看
[00:16:17.520 --> 00:16:19.000]  基督徒都是很普通的人
[00:16:19.000 --> 00:16:20.440]  算不得甚麼
