
[00:00:00.000 --> 00:00:04.560]  在剛過去的星期四,即是9月3日
[00:06:57.160 --> 00:07:00.880]  和我們的盼望基督耶穌之命
[00:07:00.880 --> 00:07:03.920]  作基督耶穌仕途的保羅
[00:07:03.920 --> 00:07:06.400]  寫信給那恩信主
[00:07:06.400 --> 00:07:09.240]  作我真兒子的提摩太
[00:07:09.240 --> 00:07:12.040]  願因慰憐憫平安
[00:07:12.040 --> 00:07:16.880]  從父神和我們主基督耶穌歸於你」
[00:07:16.880 --> 00:07:19.840]  在這裡有三個字值得我們留意
[00:07:19.840 --> 00:07:21.480]  第一個是「命」字
[00:07:21.480 --> 00:07:24.600]  「命」的原文是指命令
[00:07:24.600 --> 00:07:26.600]  一個Command
[00:07:26.600 --> 00:07:30.440]  是代表著權柄、權威的
[00:07:30.440 --> 00:07:32.440]  第二個字就是「仕途」
[00:07:32.440 --> 00:07:34.440]  「仕途」就是保羅的身份
[00:07:34.440 --> 00:07:38.440]  在這裡保羅其實也是強調他的仕途身份
[00:07:38.440 --> 00:07:42.360]  也是強調他的權柄和權威的
[00:07:42.360 --> 00:07:46.000]  而「真兒子」就是指提摩太
[00:07:46.000 --> 00:07:50.040]  剛才也說提摩太和保羅是長期的同工
[00:07:50.040 --> 00:07:53.160]  和他一路來到並肩作戰
[00:07:53.160 --> 00:07:55.840]  所以這個「真兒子」
[00:07:55.840 --> 00:08:00.880]  其實也是顯示他們之間的親密同工關係
[00:08:00.880 --> 00:08:04.960]  而按照《使徒行傳》第十六章
[00:08:04.960 --> 00:08:10.240]  保羅在第一次宣教旅程的時候認識提摩太
[00:08:10.240 --> 00:08:13.960]  當時其實提摩太已經信了主
[00:08:13.960 --> 00:08:17.600]  接著在保羅第二次宣教旅程的時候
[00:08:17.600 --> 00:08:20.080]  提摩太也加入了宣教隊伍
[00:08:20.080 --> 00:08:22.520]  和他一起來並肩作戰
[00:08:22.520 --> 00:08:27.960]  所以他們之間的親密關係是很自然的事
[00:08:27.960 --> 00:08:31.920]  而這裡的「真兒子」除了顯示他們的親密之外
[00:08:31.920 --> 00:08:38.440]  其實也強調了提摩太就是保羅的繼承人
[00:08:38.440 --> 00:08:39.880]  是他的繼承者
[00:08:39.880 --> 00:08:44.480]  擁有和保羅一樣的權威
[00:08:44.480 --> 00:08:46.800]  所以這個隱言
[00:08:46.800 --> 00:08:50.960]  其實保羅在這裡一開始就要樹立權威
[00:08:50.960 --> 00:08:53.920]  這個權威不單單只是他自己個人的權威
[00:08:53.920 --> 00:08:58.920]  也是要樹立提摩太的權威
[00:08:58.920 --> 00:09:01.280]  讓教會的信徒知道
[00:09:01.280 --> 00:09:06.000]  提摩太在教會裏面就是保羅的代表
[00:09:06.000 --> 00:09:10.080]  他是執行保羅的吩咐和教導的
[00:09:10.080 --> 00:09:12.880]  到底保羅的吩咐是甚麼呢?
[00:09:12.880 --> 00:09:15.000]  其實整卷的提摩太前書
[00:09:15.000 --> 00:09:17.920]  都包括了他的吩咐和教導
[00:09:17.920 --> 00:09:21.320]  而最先提到的自然就是第一章
[00:09:21.320 --> 00:09:23.600]  我們一起來讀這兩節
[00:09:23.600 --> 00:09:26.160]  「我往馬其頓去的時候
[00:09:26.160 --> 00:09:29.280]  曾勸你仍住在二佛所
[00:09:29.280 --> 00:09:33.080]  好祝福那幾個人不可傳異教
[00:09:33.080 --> 00:09:36.920]  也不可聽從荒妙無憑的話語
[00:09:36.920 --> 00:09:40.760]  和無窮的家譜」
[00:09:40.760 --> 00:09:44.120]  這個不單只是保羅的吩咐和教導
[00:09:44.120 --> 00:09:49.480]  也是他委派提摩太留在二佛所
[00:09:49.480 --> 00:09:52.000]  那裏侮辱教會的目的
[00:09:52.000 --> 00:09:56.040]  保羅的目的就是要他維護真理
[00:09:56.040 --> 00:10:00.560]  制止異端邪說在教會裏散播
[00:10:00.560 --> 00:10:07.360]  而這也是提摩太前書第一章的主題
[00:10:07.360 --> 00:10:10.880]  到底當時二佛所教會的情況是怎樣
[00:10:10.880 --> 00:10:13.720]  以至保羅要這樣著緊
[00:10:13.720 --> 00:10:16.000]  要去祝福提摩太呢?
[00:10:16.000 --> 00:10:17.640]  二佛所是一個大城市
[00:10:17.640 --> 00:10:18.800]  一個很繁榮的城市
[00:10:18.800 --> 00:10:19.800]  交通很發達
[00:10:19.800 --> 00:10:23.280]  亦是一個龍蛇混雜的地方
[00:10:23.280 --> 00:10:26.440]  在這個城市裏充斥著很多不同的信仰
[00:10:26.440 --> 00:10:28.440]  當中有希臘的多神信仰
[00:10:28.440 --> 00:10:32.000]  亦有各種東方的神秘宗教
[00:10:32.000 --> 00:10:37.360]  而最著名的就是二佛所人所敬拜的一個偶像
[00:10:37.360 --> 00:10:40.400]  就是女神亞底米
[00:10:40.400 --> 00:10:47.320]  這個亞底米的羅馬人稱她為Diana
[00:10:47.320 --> 00:10:49.960]  我們當中有沒有人叫Diana?
[00:10:49.960 --> 00:10:53.760]  小朋友 兩位小朋友是否叫Diana?
[00:10:53.760 --> 00:11:03.720]  這個女神二佛所人甚至為她建立了一座很宏偉的神廟
[00:11:03.720 --> 00:11:11.200]  這座神廟大到比雅典的巴特隆神殿還要大四倍
[00:11:11.200 --> 00:11:12.880]  這座巴特隆神殿
[00:11:12.880 --> 00:11:16.560]  今日為止仍然在雅典成為他們的象徵
[00:11:16.560 --> 00:11:18.080]  比它大四倍
[00:11:18.080 --> 00:11:22.400]  甚至在這個神廟裏面還有銀行
[00:11:22.400 --> 00:11:26.400]  我們明白這不單只是一種信仰那麼簡單
[00:11:26.400 --> 00:11:27.800]  其實是一盤生意
[00:11:27.800 --> 00:11:31.720]  背後是牽涉龐大的經濟利益
[00:11:31.720 --> 00:11:35.840]  真正的幕後操縱者就是羅馬政府
[00:11:35.840 --> 00:11:42.360]  《使徒行傳》十九章裏說到保羅在二佛所帶了不少人信主
[00:11:42.360 --> 00:11:44.520]  引起了當地人的騷亂
[00:11:44.520 --> 00:11:47.160]  當時保羅幾乎要被打死
[00:11:47.160 --> 00:11:49.640]  原因是他帶了很多人信主
[00:11:49.640 --> 00:11:52.120]  他們信主後就不去拜那些偶像
[00:11:52.120 --> 00:11:59.800]  於是那些做偶像的人的飯碗就被人打爛了
[00:11:59.800 --> 00:12:04.000]  所以就引發了這個長期的騷亂
[00:12:04.000 --> 00:12:05.280]  由此可見
[00:12:05.280 --> 00:12:11.480]  異教信仰充斥就是當時二佛所教會所面對的外憂
[00:12:11.480 --> 00:12:13.200]  至於內患
[00:12:13.200 --> 00:12:19.120]  就是剛才這兩節經文所說的
[00:12:19.120 --> 00:12:23.680]  在這裏我們留意一下「傳異教」這個字
[00:12:23.680 --> 00:12:30.960]  「異教」其實在這裏不是指其他宗教信仰
[00:12:30.960 --> 00:12:38.960]  其實是指一種與使徒教導不符的另類言論
[00:12:38.960 --> 00:12:41.440]  即是我們現在所說的異端
[00:12:41.440 --> 00:12:43.520]  到底異教和異端有什麼分別呢?
[00:12:43.520 --> 00:12:45.200]  分別就在於
[00:12:45.200 --> 00:12:49.920]  我們今天所說的異教就是基督教以外的宗教
[00:12:49.920 --> 00:12:53.640]  例如現在的佛教、伊斯蘭教
[00:12:53.640 --> 00:12:58.760]  異端就是他們聲稱都是信耶穌
[00:12:58.760 --> 00:13:02.120]  但是他們的教導是與聖經不符的
[00:13:02.120 --> 00:13:04.600]  即是與聖經是不同的
[00:13:04.600 --> 00:13:06.040]  背離了聖經的
[00:13:06.040 --> 00:13:08.440]  這些我們叫做異端
[00:13:08.440 --> 00:13:13.200]  還有這裏所說的荒謬無憑的話語和無窮的家譜
[00:13:13.200 --> 00:13:19.000]  其實就是指一些沒有事實根據的神話故事和荒誕的傳說
[00:13:19.000 --> 00:13:22.360]  其實《舊約聖經》裏面有很多家譜
[00:13:22.360 --> 00:13:25.000]  這些家譜就是誰生誰
[00:13:25.000 --> 00:13:27.760]  又長又論盡
[00:13:27.760 --> 00:13:35.200]  猶太人就在這些家譜裏面為那些人物創作了一些神話故事
[00:13:35.200 --> 00:13:38.120]  有些甚至是挺荒誕的
[00:13:38.120 --> 00:13:42.360]  這些傳說的確是引人入勝的
[00:13:42.360 --> 00:13:46.080]  後來更加成為猶太傳統的一部份
[00:13:46.080 --> 00:13:50.560]  而那些假教師不僅是傳異端
[00:13:50.560 --> 00:13:58.200]  還很喜歡鑽研這些神話故事、傳說
[00:13:58.200 --> 00:13:59.920]  從這裏我們看到
[00:13:59.920 --> 00:14:06.640]  以不鎖教會所受到的不僅有教外的異教信仰的衝擊
[00:14:06.640 --> 00:14:11.760]  還有在教會以內其實也有人在傳這些異端信仰
[00:14:11.760 --> 00:14:15.040]  和這些荒謬的傳說
[00:14:15.040 --> 00:14:18.840]  而傳這些異端信仰、荒謬傳說的人
[00:14:18.840 --> 00:14:20.680]  並非泛泛之輩
[00:14:20.680 --> 00:14:25.200]  否則保羅也不會那麼著緊去作出這些教導
[00:14:25.200 --> 00:14:27.600]  他們很可能甚至是教會的領袖
[00:14:27.600 --> 00:14:29.920]  一些有勢力的人士
[00:14:29.920 --> 00:14:33.440]  他們的影響可以很大
[00:14:33.440 --> 00:14:43.520]  所以在這裏保羅重新去委派提摩泰在以不鎖教會中牧養的目的
[00:14:43.520 --> 00:14:50.000]  並且他在第一章裏也指出了假教師和真教師的分別
[00:14:50.000 --> 00:14:55.560]  我們首先看看那些假教師
[00:14:55.560 --> 00:14:59.320]  在這一節的聖經裏還有一句
[00:14:59.320 --> 00:15:02.680]  我們剛才是沒有讀到的
[00:15:02.680 --> 00:15:04.160]  這裏說到
[00:15:04.160 --> 00:15:06.480]  「這等是此生辯論
[00:15:06.480 --> 00:15:10.920]  並不發明神在信上所立的章程」
[00:15:10.920 --> 00:15:17.320]  這裏其實是指到假教師所傳播的假道理
[00:15:17.320 --> 00:15:20.760]  他們會產生一種後果
[00:15:20.760 --> 00:15:25.080]  就是引發不斷的討論
[00:15:25.080 --> 00:15:29.480]  很多的紛爭和混亂
[00:15:29.480 --> 00:15:34.040]  他們不合乎聖經的真理
[00:15:34.040 --> 00:15:41.640]  也不能夠成就神的心意和計劃
[00:15:41.640 --> 00:15:44.880]  這些假教師所傳的
[00:15:44.880 --> 00:15:47.400]  引來的是混亂
[00:15:47.400 --> 00:15:51.560]  是不能夠成就上帝的心意和計劃的
[00:15:51.560 --> 00:15:55.440]  其實歷世歷代的教會也有這些情況出現
[00:15:55.440 --> 00:15:57.200]  在中世紀的時候
[00:15:57.200 --> 00:15:59.040]  有很多的神學家
[00:15:59.040 --> 00:16:03.640]  他們在修道院裏用很多時間來鑽研神學
[00:16:03.640 --> 00:16:05.840]  他們作出過不少的貢獻
[00:16:05.840 --> 00:16:11.080]  但是裏面也有很多無謂的辯論
[00:16:11.080 --> 00:16:13.960]  其中一個例子就是
[00:16:13.960 --> 00:16:16.320]  有一班神學家在爭論
[00:16:16.320 --> 00:16:18.520]  到底一支針的針頭
[00:16:18.520 --> 00:16:20.000]  即是那些鑾三的針
[00:16:20.000 --> 00:16:24.360]  在一支針的針頭上可以站到多少個天使呢?
[00:16:24.360 --> 00:16:27.000]  你們有沒有想過這樣的問題?
[00:16:27.000 --> 00:16:30.400]  這竟然是當時一班神學家所討論
[00:16:30.400 --> 00:16:33.760]  爭議的一個課題
[00:16:33.760 --> 00:16:36.560]  有一個神學家說得很好
[00:16:36.560 --> 00:16:37.720]  他說
[00:16:37.720 --> 00:16:41.280]  「聖經在何處開始,我們就在何處開始
[00:16:41.280 --> 00:16:47.160]  聖經在何處停止,我們就停止」
[00:16:47.160 --> 00:16:49.640]  意思是聖經有講的
[00:16:49.640 --> 00:16:52.040]  我們就去傳、去講
[00:16:52.040 --> 00:16:53.840]  聖經沒有教導的
[00:16:53.840 --> 00:16:58.760]  我們就不要多費心思去爭辯了
[00:16:58.760 --> 00:17:02.360]  今天除了這些神學上的議題的爭議之外
[00:17:02.360 --> 00:17:08.400]  在社會上其實也有很多各種的不同的議題
[00:17:08.400 --> 00:17:09.720]  爭議的議題
[00:17:09.720 --> 00:17:12.560]  有些是政治性的議題
[00:17:12.560 --> 00:17:14.080]  各樣都有
[00:17:14.080 --> 00:17:16.720]  但其實特別是一些關於政治性的議題
[00:17:16.720 --> 00:17:20.800]  我們其實很多時候都沒有絕對的
[00:17:20.800 --> 00:17:23.560]  不同的立場都有各自的理據
[00:17:23.560 --> 00:17:25.400]  其實這樣爭辯下去
[00:17:25.400 --> 00:17:27.800]  很多時候都沒有什麼結果
[00:17:27.800 --> 00:17:29.480]  所以我們都需要學習
[00:17:29.480 --> 00:17:32.520]  懂得適可而止
[00:17:32.520 --> 00:17:35.560]  我以前就不太明白為什麼外國人
[00:17:35.560 --> 00:17:38.200]  即使是普通的平民百姓
[00:17:38.200 --> 00:17:40.400]  他們支持不同的政黨
[00:17:40.400 --> 00:17:43.120]  都會搞到大家壁壘分明
[00:17:43.120 --> 00:17:44.080]  但我現在明白
[00:17:44.080 --> 00:17:48.160]  因為香港似乎現在正在走這條路
[00:17:48.160 --> 00:17:51.040]  有不同的聲音其實未必是一件壞事
[00:17:51.040 --> 00:17:54.160]  有時候是可以豐富我們對那件事情的認識
[00:17:54.160 --> 00:17:56.920]  也可以讓我們學習彼此包容
[00:17:56.920 --> 00:17:58.280]  互相尊重
[00:17:58.280 --> 00:18:01.080]  而彼此包容 互相尊重
[00:18:01.080 --> 00:18:04.760]  這不單只是一種基本應該有的修養
[00:18:04.760 --> 00:18:10.720]  其實也是我們基督徒應該有的見證
[00:18:10.720 --> 00:18:15.400]  保羅在第六和第七節提到假教師
[00:18:15.400 --> 00:18:17.640]  這些假教師還有另外一個特點
[00:18:17.640 --> 00:18:18.960]  我們一起讀
[00:18:18.960 --> 00:18:23.480]  「有人偏離這些反去講虛浮的話
[00:18:23.480 --> 00:18:25.840]  想要作教法師
[00:18:25.840 --> 00:18:31.680]  卻不明白自己所講說所論定的」
[00:18:31.680 --> 00:18:35.360]  這裡就指出那些假教師是偏離了正道
[00:18:35.360 --> 00:18:40.240]  去講一些虛浮不實在無謂的說話
[00:18:40.240 --> 00:18:42.360]  他們的動機是什麼呢
[00:18:42.360 --> 00:18:44.560]  其實可能是想突出自己
[00:18:44.560 --> 00:18:49.120]  以至得到別人的讚賞和尊重
[00:18:49.120 --> 00:18:50.320]  但最糟糕的是
[00:18:50.320 --> 00:18:52.440]  他們落入了這樣的光景裡
[00:18:52.440 --> 00:18:54.160]  都沒有自知之明
[00:18:54.160 --> 00:18:57.040]  並且連他們自己所講的是什麼
[00:18:57.040 --> 00:19:00.080]  他們自己都不知道
[00:19:00.080 --> 00:19:02.800]  其實保羅在第六章裡
[00:19:02.800 --> 00:19:05.640]  就更加清楚講到這些假教師
[00:19:05.640 --> 00:19:09.760]  講這些虛假的言論背後的目的
[00:19:09.760 --> 00:19:11.720]  我們又看看這幾節
[00:19:11.720 --> 00:19:13.040]  「若有人傳異教
[00:19:13.040 --> 00:19:15.800]  不服從我們主耶穌基督純正的話
[00:19:15.800 --> 00:19:17.880]  予那合乎敬虔的道理
[00:19:17.880 --> 00:19:20.640]  他是自高自大一無所知
[00:19:20.640 --> 00:19:23.640]  專好問難爭辯言辭
[00:19:23.640 --> 00:19:26.360]  從此就生出疾度紛爭
[00:19:26.360 --> 00:19:28.240]  毀謗妄議
[00:19:28.240 --> 00:19:29.680]  並那壞了心術
[00:19:29.680 --> 00:19:32.000]  失上真理之人的增敬
[00:19:32.000 --> 00:19:36.200]  他們以敬虔為得利的門路」
[00:19:36.200 --> 00:19:38.400]  這些傳異教的人
[00:19:38.400 --> 00:19:39.600]  這裡所講的異教
[00:19:39.600 --> 00:19:42.040]  也是剛才所講的異端
[00:19:42.040 --> 00:19:46.680]  他們離開了正確的道理
[00:19:46.680 --> 00:19:47.600]  正統的道理
[00:19:47.600 --> 00:19:48.800]  自高自大
[00:19:48.800 --> 00:19:50.800]  但其實就一無所知
[00:19:50.800 --> 00:19:54.400]  他們喜歡討論那些負爭議性的議題
[00:19:54.400 --> 00:19:56.320]  導致各樣的紛爭
[00:19:56.320 --> 00:19:59.360]  但其實背後是為了利益
[00:19:59.360 --> 00:20:02.200]  為了財利
[00:20:02.200 --> 00:20:05.480]  其實今天在社會上有很多的言論
[00:20:05.480 --> 00:20:06.960]  而某些的言論
[00:20:06.960 --> 00:20:09.160]  可能發言者在背後
[00:20:09.160 --> 00:20:11.680]  其實也是別有用心
[00:20:11.680 --> 00:20:13.440]  近期有一個討論
[00:20:13.440 --> 00:20:15.400]  就是有人建議
[00:20:15.400 --> 00:20:22.800]  將中區的一段電車路線取消
[00:20:22.800 --> 00:20:25.200]  大家贊不贊成?
[00:20:25.200 --> 00:20:27.080]  其實我們也有坐電車
[00:20:27.080 --> 00:20:27.720]  我也有坐的
[00:20:27.720 --> 00:20:29.520]  其實我差不多每天都坐一次
[00:20:29.520 --> 00:20:31.760]  特別對長者來說
[00:20:31.760 --> 00:20:34.080]  電車是一個很好的交通工具
[00:20:34.080 --> 00:20:35.880]  不過夏天有時會熱一點
[00:20:35.880 --> 00:20:38.120]  冬天就涼爽
[00:20:38.120 --> 00:20:43.760]  發言者就振振有詞 說得好像很有道理
[00:20:43.760 --> 00:20:46.280]  但原來他所說的
[00:20:46.280 --> 00:20:49.800]  都沒有實際的數據來支持
[00:20:49.800 --> 00:20:52.120]  他沒有做過甚麼研究
[00:20:52.120 --> 00:20:53.760]  來支持他所說的
[00:20:53.760 --> 00:20:55.040]  空口說白話
[00:20:55.040 --> 00:20:57.160]  甚至有人質疑
[00:20:57.160 --> 00:20:59.160]  到底他這個建議
[00:20:59.160 --> 00:21:04.280]  背後其實是否牽涉到經濟利益呢?
[00:21:04.280 --> 00:21:05.880]  我們不知道是不是真的
[00:21:05.880 --> 00:21:09.200]  但其實也有這些可能
[00:21:09.200 --> 00:21:11.360]  近期也有很多電話騙案
[00:21:11.360 --> 00:21:13.680]  大家有沒有收到這些電話?
[00:21:13.680 --> 00:21:15.280]  有 有沒有被騙?
[00:21:15.280 --> 00:21:19.560]  騙了多少千萬?
[00:21:19.560 --> 00:21:22.600]  其實也挺可怕的
[00:21:22.600 --> 00:21:26.480]  證明這個世界有多不安全
[00:21:26.480 --> 00:21:30.000]  以致人心有很多不安動盪
[00:21:30.000 --> 00:21:31.520]  一些我們原本以為
[00:21:31.520 --> 00:21:34.720]  不可能相信的行騙手法
[00:21:34.720 --> 00:21:37.840]  原來也可以有人相信的
[00:21:37.840 --> 00:21:42.600]  那些騙徒其實就是捉到人心不安
[00:21:42.600 --> 00:21:45.440]  於是乘虛而入
[00:21:45.440 --> 00:21:48.120]  另外早前也有報導說
[00:21:48.120 --> 00:21:53.680]  警方偵破了一宗網上拍賣的騙案
[00:21:53.680 --> 00:21:58.280]  疑犯是一位香港基督教界
[00:21:58.280 --> 00:22:02.160]  非常有地位的領袖的兒子
[00:22:02.160 --> 00:22:07.160]  而牽涉的款項是超過五億元
[00:22:07.160 --> 00:22:11.480]  他就是用層壓式的推銷手法
[00:22:11.480 --> 00:22:16.560]  來賺取這些錢
[00:22:16.560 --> 00:22:19.080]  整件事還在調查當中
[00:22:19.080 --> 00:22:22.640]  但這件事也響起了一個警號
[00:22:22.640 --> 00:22:25.520]  提醒我們要謹慎
[00:22:25.520 --> 00:22:28.120]  不要落入這些試探裏面
[00:22:28.120 --> 00:22:29.800]  即使在教會裏面
[00:22:29.800 --> 00:22:34.040]  可能也有別有用心的人
[00:22:34.040 --> 00:22:35.320]  我們要警醒
[00:22:35.320 --> 00:22:37.600]  懂得去分辨
[00:22:37.600 --> 00:22:38.960]  以上這些事情
[00:22:38.960 --> 00:22:42.560]  顯示到無論是教會外還是教會內
[00:22:42.560 --> 00:22:46.080]  其實也有很多似是而非的言論
[00:22:46.080 --> 00:22:48.640]  我們其中一個分辨的原則
[00:22:48.640 --> 00:22:50.400]  就是要看看這些言論
[00:22:50.400 --> 00:22:52.560]  是否合乎聖經的教導
[00:22:52.560 --> 00:22:56.040]  當然我們第一步就要熟悉聖經
[00:22:56.040 --> 00:22:59.440]  我們要好好用心去研讀上帝的說話
[00:22:59.440 --> 00:23:04.120]  我們才能分辨哪些是真哪些是假
[00:23:04.120 --> 00:23:07.680]  如果聖經教導我們不要貪心
[00:23:07.680 --> 00:23:12.600]  如果有人的言論會激發起你那種貪念
[00:23:12.600 --> 00:23:14.440]  你就要小心
[00:23:14.440 --> 00:23:15.760]  另外
[00:23:15.760 --> 00:23:20.320]  任何人所謂的異象或者領袖
[00:23:20.320 --> 00:23:25.040]  其實都不能當作為神的啟示
[00:23:25.040 --> 00:23:29.800]  因為只有聖經才是唯一的完全的啟示
