
[00:00:00.000 --> 00:00:03.820]  我們2014年新的主題在這裡唸出來
[00:02:36.500 --> 00:02:42.200]  以及要再一次的振奮這班新一代的人,要進入上帝應許之地
[00:02:42.200 --> 00:02:46.200]  在當中只有兩班可以和這班人去的,就是包括了約書亞和迦納
[00:02:46.200 --> 00:02:50.400]  所以上帝和約書亞說,你要剛強壯膽
[00:02:50.400 --> 00:02:54.120]  因為前面的路是不容易的路,是值得思考的一件事
[00:02:54.120 --> 00:02:59.100]  不是約書亞要剛強壯膽才能帶領以色列人進入迦南地
[00:02:59.100 --> 00:03:04.300]  而是因為他要帶領這一班人,所以他需要剛強壯膽
[00:03:04.300 --> 00:03:08.000]  和你旁邊的姐妹說一聲,你要剛強壯膽
[00:03:08.000 --> 00:03:13.040]  我們今天人必須要擁有使命,待會我在應用部分再說給大家聽
[00:03:13.040 --> 00:03:14.080]  今天最大的問題是甚麼?
[00:03:14.080 --> 00:03:19.840]  今天很多的信徒都不能夠剛強壯膽,原因是因為我們沒有擁抱我們的使命
[00:03:19.840 --> 00:03:23.920]  我們和這個世界上沒有分別,我們是在這個世界上的價值觀影響著你和我
[00:03:23.920 --> 00:03:28.280]  我們不知道原來我們有另一種的價值觀,是從上帝而來的
[00:03:28.280 --> 00:03:33.320]  當我們擁抱這個使命的時候,我們就必須要有所改變
[00:03:33.320 --> 00:03:36.560]  其實這個改變的能力由我信主開始已經在這裡了,是不是?
[00:03:36.560 --> 00:03:38.840]  凡在基督裡面的人都是甚麼?
[00:03:38.840 --> 00:03:41.960]  新造的人,這個新造的人就是一個改變的能力
[00:03:41.960 --> 00:03:46.120]  但問題是今天很多信徒不肯用這個能力,因為我們沒有這個使命
[00:03:46.120 --> 00:03:50.080]  在耶和華的應許,要求人要作出一個回應
[00:03:50.080 --> 00:03:54.000]  要求人遵行,也要求人作出一個改變
[00:03:54.000 --> 00:04:00.800]  第一姐妹,在我十一月份我去上海開會的時候
[00:04:00.800 --> 00:04:04.840]  在復旦大學見到一條橫額,很有趣的橫額說
[00:04:04.840 --> 00:04:09.360]  過去的已去,未來的未來
[00:04:09.360 --> 00:04:14.120]  即是甚麼呢?過去的已經去了,未來的也未來,即是怎樣呢?
[00:04:14.120 --> 00:04:17.600]  和你旁邊的人說一聲,你要珍惜今天
[00:04:17.600 --> 00:04:20.400]  2013年已經過去了,OK?
[00:04:20.400 --> 00:04:24.640]  在2014年,你的明天未到,未來都是未來的
[00:04:24.640 --> 00:04:27.560]  你要珍惜今天,我們要珍惜今天的時候
[00:04:27.560 --> 00:04:31.920]  我們看看約書亞為甚麼需要剛強壯大
[00:04:31.920 --> 00:04:36.840]  有六個理由,第一,就是他屬靈的導師和人生的導師已經不在了
[00:04:36.840 --> 00:04:39.920]  在約書亞記第一章第二節,耶和華和約書亞這樣說
[00:04:39.920 --> 00:04:44.160]  「我僕人摩西死了,現在你要起來和眾百姓過者」
[00:04:44.160 --> 00:04:48.800]  「但何況我要去次級以色列人的地方去」
[00:04:48.800 --> 00:04:52.240]  我們剛才說了以色列人那種38年的經歷
[00:04:52.240 --> 00:04:54.880]  和你有相同的經歷是甚麼呢?
[00:04:54.880 --> 00:04:58.440]  我們未出來社會工作之前,我們都是這樣的
[00:04:58.440 --> 00:05:01.120]  我們和父母,如果你有子女就知道了
[00:05:01.120 --> 00:05:04.280]  你的子女是吃你的、住你的、穿你的
[00:05:04.280 --> 00:05:06.000]  即是他從來沒有擔心過的
[00:05:06.000 --> 00:05:09.320]  他不擔心回來沒有水喝的,他不擔心回來沒有鞋穿的
[00:05:09.320 --> 00:05:12.840]  他不需要擔心沒有錢花的,是你擔心而已
[00:05:12.840 --> 00:05:15.400]  但是當我們出來工作之後
[00:05:15.400 --> 00:05:18.520]  我們出來工作之後,你會發覺不是這回事了
[00:05:18.520 --> 00:05:21.640]  所有東西我們開始要自力更生
[00:05:21.640 --> 00:05:25.800]  我們的爸爸已經不能夠成為我們的顧問了
[00:05:25.800 --> 00:05:30.520]  因為他不是這個世代的,他和這個社會有些脫節的
[00:05:30.520 --> 00:05:33.600]  他的經驗不一定適合我們花的
[00:05:33.600 --> 00:05:35.840]  約書亞現在面對的問題是
[00:05:35.840 --> 00:05:39.880]  一直帶領他的、提攜他的、扶持他的、幫助他的
[00:05:39.880 --> 00:05:42.560]  這個屬靈的長者、這個屬靈的導師
[00:05:42.560 --> 00:05:44.400]  摩西已經死了
[00:05:44.400 --> 00:05:46.520]  他有任何問題不能再找摩西了
[00:05:46.520 --> 00:05:48.960]  摩西最後一程帶著約書亞上山
[00:05:48.960 --> 00:05:52.600]  見著摩西最後一程走最後一程路的,是約書亞
[00:05:52.600 --> 00:05:55.000]  約書亞不可能再找人去問
[00:05:55.000 --> 00:05:56.640]  沒有一個屬靈的導師在這裡了
[00:05:56.640 --> 00:05:59.760]  所以上帝跟他說,你要剛強壯膽
[00:05:59.760 --> 00:06:01.600]  因為摩西已經不在了
[00:06:01.600 --> 00:06:03.640]  你的摩西已經不在了
[00:06:03.640 --> 00:06:06.080]  我們要剛強壯膽第二個原因,弟兄姊妹
[00:06:06.080 --> 00:06:08.920]  因為責任非常之重大,第一章第六節
[00:06:08.920 --> 00:06:12.680]  你當剛強壯膽,因為你必使者百姓承受那地為業
[00:06:12.680 --> 00:06:17.040]  就是我向他們列祖,起誓應許賜給他們的地
[00:06:17.040 --> 00:06:20.120]  我們發覺今天我們不需要剛強壯膽
[00:06:20.120 --> 00:06:21.920]  因為我們發覺我們的責任不是很重大
[00:06:21.920 --> 00:06:23.240]  我們跟外面的人沒什麼分別
[00:06:23.240 --> 00:06:26.680]  我們做什麼事,我們長大之後找份工作
[00:06:26.680 --> 00:06:28.280]  找份工作之後他就賺錢賺錢
[00:06:28.280 --> 00:06:29.960]  接著買車買車,接著買樓
[00:06:29.960 --> 00:06:32.160]  接著買樓就娶老婆,結婚
[00:06:32.160 --> 00:06:35.080]  結婚之後,有個統計很恐怖,弟兄姊妹
[00:06:35.080 --> 00:06:38.360]  2012年有個統計,我們香港人口結構的統計
[00:06:38.360 --> 00:06:41.680]  在婚姻註冊處裡面,註冊結婚香港
[00:06:41.680 --> 00:06:44.000]  婚姻註冊處結婚裡面的女兒
[00:06:44.000 --> 00:06:49.360]  你猜有幾個百分比是跟內地人結婚的呢
[00:06:49.360 --> 00:06:53.720]  這個數字很震驚,是35%
[00:06:53.720 --> 00:06:57.320]  就是說,這些人如果回教會的話
[00:06:57.320 --> 00:06:59.760]  未來你會面對一個問題,組長
[00:06:59.760 --> 00:07:04.000]  100個人裡面有35個人是跟內地人結婚
[00:07:04.000 --> 00:07:08.840]  女性居多,女性嫁給國內的人居多
[00:07:08.840 --> 00:07:12.360]  弟兄,聽到之後是不是不要盼望了
[00:07:12.360 --> 00:07:18.320]  姐妹不嫁給你,她們在大陸找,這個數字很恐怖
[00:07:18.320 --> 00:07:20.960]  所以,有誰弟兄未結婚的請舉手
[00:07:20.960 --> 00:07:23.720]  包括旺角的請舉手
[00:07:23.720 --> 00:07:25.200]  很少而已,原來
[00:07:25.200 --> 00:07:27.920]  你跟舉手的人說,有些不敢認
[00:07:27.920 --> 00:07:31.720]  你跟舉手的人說,你要努力一點
[00:07:31.720 --> 00:07:32.760]  要給點壓力
[00:07:32.760 --> 00:07:34.960]  我們知道我們責任非常重大
[00:07:34.960 --> 00:07:38.960]  因為我們需要帶領上帝的百姓
[00:07:38.960 --> 00:07:40.520]  得著應許之地
[00:07:40.520 --> 00:07:42.240]  一會兒我才在形容裡面,我們要解釋
[00:07:42.240 --> 00:07:44.920]  怎樣形容在我們現今的世代裡面
[00:07:44.920 --> 00:07:49.520]  第三個要綱揚壯大的原因,第三章第四節
[00:07:49.520 --> 00:07:54.080]  指示你們和若貴相離要良宜千載
[00:07:54.080 --> 00:07:56.720]  不過與若貴相近,使你們知道當走的路
[00:07:56.720 --> 00:08:00.360]  因為這條路,你們向來沒有走過
[00:08:00.360 --> 00:08:03.240]  在人生裡面有不同的階段,我們的路都沒有走過
[00:08:03.240 --> 00:08:04.640]  你出去工作的時候,那條路沒有走過
[00:08:04.640 --> 00:08:06.200]  你不知道那條路是怎樣
[00:08:06.200 --> 00:08:08.800]  初出來工作的時候,弟兄姐妹以為是
[00:08:08.800 --> 00:08:10.520]  那些同學很奸險
[00:08:10.520 --> 00:08:13.680]  但出來工作之後,發覺那些同事更奸險
[00:08:13.680 --> 00:08:16.360]  你以前以為你的老師很壞
[00:08:16.360 --> 00:08:19.120]  你出來工作之後,你的上司更壞
[00:08:19.120 --> 00:08:21.320]  你以前以為那個校長很奸
[00:08:21.320 --> 00:08:24.160]  但出來工作之後,你發覺你老闆更奸
[00:08:24.160 --> 00:08:26.800]  沒錯,我們明白商場有好的人
[00:08:26.800 --> 00:08:31.440]  但是比學校複雜得多
[00:08:31.440 --> 00:08:34.800]  學校某程度上是一個社會的縮影
[00:08:34.800 --> 00:08:37.520]  但這個縮影,到你出來工作的時候
[00:08:37.520 --> 00:08:39.760]  你會發覺那個擴張太大
[00:08:39.760 --> 00:08:42.240]  在你周遭的環境都是這樣,那條路不容易走
[00:08:42.240 --> 00:08:44.400]  我們還沒有走過,不知道怎樣走
[00:08:44.400 --> 00:08:47.920]  結了婚的人,我們有子女,我們不知道怎樣走
[00:08:47.920 --> 00:08:49.560]  我還有一個人問我
[00:08:49.560 --> 00:08:53.320]  我有一個很大的問題,是不容易的事情
[00:08:53.320 --> 00:08:59.600]  我剛剛在三環市負責的營會講到
[00:08:59.600 --> 00:09:01.920]  跟我同台坐的大部份大學生
[00:09:01.920 --> 00:09:05.120]  旁邊的人跟我說,牧師,我讀傳媒的
[00:09:05.120 --> 00:09:06.320]  我說不用讀了
[00:09:06.320 --> 00:09:08.680]  他說為甚麼,我讀作文
[00:09:08.680 --> 00:09:10.080]  為甚麼要讀作文
[00:09:10.080 --> 00:09:14.040]  我說現在傳媒不用做的,全部都是作文
[00:09:14.040 --> 00:09:15.880]  為甚麼記者都是作文
[00:09:15.880 --> 00:09:18.760]  那些編輯是做編劇的
[00:09:18.760 --> 00:09:20.720]  編劇就是如果你是一隻豬
[00:09:20.720 --> 00:09:23.400]  你做了多厲害的事情都是一隻厲害的豬
[00:09:23.400 --> 00:09:25.200]  很簡單,如果你是一隻狼
[00:09:25.200 --> 00:09:27.400]  你做了多好的事情都是一隻
[00:09:27.400 --> 00:09:28.800]  多好的狼
[00:09:28.800 --> 00:09:31.360]  狼是壞的,多好的狼不就是壞的狼
[00:09:31.360 --> 00:09:32.960]  我已經解釋了
[00:09:32.960 --> 00:09:37.320]  在我對面的一個在美國傳媒工作的人說
[00:09:37.320 --> 00:09:38.720]  牧師,我們應該怎樣辦呢
[00:09:38.720 --> 00:09:39.800]  我說只有兩條路可以選擇
[00:09:39.800 --> 00:09:45.720]  一,你很乖地做一個這樣的記者
[00:09:45.720 --> 00:09:48.640]  第二,你會發覺這條路是很艱辛的
[00:09:48.640 --> 00:09:50.680]  你必須要闖一條血路出來
[00:09:50.680 --> 00:09:52.240]  你要剛強壯膽
[00:09:52.240 --> 00:09:53.200]  牧師說不容易
[00:09:53.200 --> 00:09:54.200]  我說是,絕對不容易
[00:09:54.200 --> 00:09:55.720]  二,不用你做
[00:09:55.720 --> 00:09:56.880]  跟你旁邊的聽眾說一聲
[00:09:56.880 --> 00:09:59.040]  二,就不用你做
[00:09:59.040 --> 00:10:01.560]  你要剛強壯膽
[00:10:01.560 --> 00:10:04.280]  第四個原因我們見到的
[00:10:04.280 --> 00:10:06.560]  前面的路是一條真正的路
[00:10:06.560 --> 00:10:07.800]  不是一條和平的路
[00:10:07.800 --> 00:10:13.600]  約書亞跟一班在河東的兩支派判裏面的領袖說
[00:10:13.600 --> 00:10:15.720]  但你們中間一切的大能勇士
[00:10:15.720 --> 00:10:18.160]  都要帶著兵器在你們弟兄面前過去
[00:10:18.160 --> 00:10:19.760]  幫助他們
[00:10:19.760 --> 00:10:22.440]  好清楚這場是一場戰爭
[00:10:22.440 --> 00:10:23.600]  弟兄姐妹你要知道
[00:10:23.600 --> 00:10:24.880]  商場與戰場
[00:10:24.880 --> 00:10:27.600]  我們說的商場不是友誼性的
[00:10:27.600 --> 00:10:29.920]  我們說的商場真是在商界裏面的
[00:10:29.920 --> 00:10:31.000]  是一場戰場來的
[00:10:31.000 --> 00:10:32.320]  是一個戰役來的
[00:10:32.320 --> 00:10:33.480]  是不簡單的
[00:10:33.480 --> 00:10:34.840]  是非常之複雜的
[00:10:34.840 --> 00:10:36.560]  每天都在廝殺
[00:10:36.560 --> 00:10:38.280]  在中環那裏在廝殺
[00:10:38.280 --> 00:10:39.880]  在金融市場那裏在廝殺
[00:10:39.880 --> 00:10:41.480]  弟兄姐妹
[00:10:41.480 --> 00:10:42.000]  你正在上班
[00:10:42.000 --> 00:10:42.400]  你知道的
[00:10:42.400 --> 00:10:44.240]  你知道的比我更加清楚
[00:10:44.240 --> 00:10:45.320]  但有些人說
[00:10:45.320 --> 00:10:46.720]  我不打工了
[00:10:46.720 --> 00:10:47.720]  回家吧
[00:10:47.720 --> 00:10:49.000]  回家好一點
[00:10:49.000 --> 00:10:51.280]  你家裏更加恐怖
[00:10:51.280 --> 00:10:53.160]  我和我老婆沒有兩句
[00:10:53.160 --> 00:10:55.480]  即是冷戰
[00:10:55.480 --> 00:10:55.880]  弟兄
[00:10:55.880 --> 00:10:57.560]  當你和你老婆沒有兩句的時候
[00:10:57.560 --> 00:10:58.520]  就是冷戰
[00:10:58.520 --> 00:11:01.000]  cold war
[00:11:01.000 --> 00:11:01.720]  為甚麼沒有兩句
[00:11:01.720 --> 00:11:02.520]  因為你不敢說
[00:11:02.520 --> 00:11:04.680]  一說就被她罵
[00:11:04.680 --> 00:11:06.560]  我發覺有些弟兄不能在家裏
[00:11:06.560 --> 00:11:07.440]  剛強壯膽
[00:11:07.440 --> 00:11:08.200]  如果你隔壁的弟兄
[00:11:08.200 --> 00:11:08.840]  你跟他說一聲
[00:11:08.840 --> 00:11:11.920]  你家裏要剛強壯膽
[00:11:11.920 --> 00:11:12.640]  很奇怪的
[00:11:12.640 --> 00:11:14.360]  那些弟兄在外面很剛強壯膽
[00:11:14.360 --> 00:11:19.080]  他不在家裏是
[00:11:19.080 --> 00:11:22.360]  他最大的敵人是
[00:11:22.360 --> 00:11:23.760]  你自己有答案
[00:11:23.760 --> 00:11:26.520]  我不說了
[00:11:26.520 --> 00:11:28.040]  你要剛強壯膽
[00:11:28.040 --> 00:11:29.640]  你要在家裏做頭
[00:11:29.640 --> 00:11:32.480]  是上帝要你帶領你的家庭在裏面
[00:11:32.480 --> 00:11:35.000]  但你要做頭
[00:11:35.000 --> 00:11:35.760]  我們慢慢再說
[00:11:35.760 --> 00:11:38.000]  這個要謙卑你老神的面前
[00:11:38.000 --> 00:11:39.480]  我們要說的
[00:11:39.480 --> 00:11:40.520]  這場是一場戰爭
[00:11:40.520 --> 00:11:42.240]  不是一場你普通的
[00:11:42.240 --> 00:11:43.360]  在那裏覺得是和平的事
[00:11:43.360 --> 00:11:44.760]  這個世界沒有和平的地方
[00:11:44.760 --> 00:11:48.920]  是每個地方都充滿了很大的張力
[00:11:48.920 --> 00:11:50.040]  第五個原因
[00:11:50.040 --> 00:11:50.920]  你要剛強壯膽
[00:11:50.920 --> 00:11:52.080]  因為你要做領袖
[00:11:52.080 --> 00:11:53.240]  你要授權給別人
[00:11:53.240 --> 00:11:54.400]  別人要跟從你
[00:11:54.400 --> 00:11:56.160]  無論甚麼人違背你們的命令
[00:11:56.160 --> 00:11:58.040]  不聽從你們所吩咐一切的話
[00:11:58.040 --> 00:11:59.160]  就必致死他
[00:11:59.160 --> 00:12:00.920]  你要剛強壯膽
[00:12:00.920 --> 00:12:03.280]  上帝要約書亞剛強壯膽
[00:12:03.280 --> 00:12:06.480]  約書亞要下面的領袖剛強壯膽
[00:12:06.480 --> 00:12:08.160]  因為他剛強壯膽
[00:12:08.160 --> 00:12:11.400]  所以可以叫其他的領袖剛強壯膽
[00:12:11.400 --> 00:12:14.760]  組長你能夠叫你的核心組員剛強壯膽
[00:12:14.760 --> 00:12:17.640]  因為你能夠剛強壯膽
[00:12:17.640 --> 00:12:18.800]  如果你不能夠剛強壯膽
[00:12:18.800 --> 00:12:21.880]  你就不能夠叫別人剛強壯膽
[00:12:21.880 --> 00:12:23.960]  我們見到第六個原因
[00:12:23.960 --> 00:12:28.120]  因為他要帶領以色列人去得著應許之地
[00:12:28.120 --> 00:12:29.800]  他需要剛強壯膽
[00:12:29.800 --> 00:12:31.280]  我們看完之後
[00:12:31.280 --> 00:12:32.680]  一會兒我才再解釋
[00:12:32.680 --> 00:12:34.760]  究竟在應用部份裏面
[00:12:34.760 --> 00:12:35.880]  我們怎樣用這一制
[00:12:35.880 --> 00:12:37.880]  難道今天我們帶領弟兄姊妹
[00:12:37.880 --> 00:12:38.840]  去到以色列旅行
[00:12:38.840 --> 00:12:39.680]  然後得著那個地
[00:12:39.680 --> 00:12:43.200]  那個不是我們要得著的應許之地
[00:12:43.200 --> 00:12:45.520]  我們怎樣才可以剛強壯膽
[00:12:45.520 --> 00:12:47.800]  上帝跟約書亞講兩個方法
[00:12:47.800 --> 00:12:48.960]  很簡單只有兩個方法
[00:12:48.960 --> 00:12:50.240]  弟兄姊妹今天你很容易理解
[00:12:50.240 --> 00:12:51.560]  只有兩個方法
[00:12:51.560 --> 00:12:54.480]  第一個方法在第一章第七節到第八節
[00:12:54.480 --> 00:12:56.360]  他說只要剛強大大的壯膽
[00:12:56.360 --> 00:12:59.080]  謹守遵行我僕人摩西所吩咐你一切的律法
[00:12:59.080 --> 00:13:00.520]  不可偏離左右
[00:13:00.520 --> 00:13:03.040]  使你無論往那裏去都可以順利
[00:13:03.040 --> 00:13:05.120]  使律法書不可離開你的口
[00:13:05.120 --> 00:13:06.400]  總要晝夜思想
[00:13:06.400 --> 00:13:09.360]  好使你謹守遵行這書上所寫的一切的話
[00:13:09.360 --> 00:13:12.320]  如此你的道路就可以亨通
[00:13:12.320 --> 00:13:13.760]  凡事順利
[00:13:13.760 --> 00:13:15.320]  這是話本的翻譯
[00:13:15.320 --> 00:13:17.520]  我試圖從另一個譯本
[00:13:17.520 --> 00:13:20.120]  讓你更加了解這段經文的所含什麼
[00:13:20.120 --> 00:13:25.920]  這段經文不是說你要凡事順利和亨通
[00:13:25.920 --> 00:13:30.080]  希伯來文這個字是代表著成功
[00:13:30.080 --> 00:13:33.360]  跟你旁邊的弟兄說一聲你要成功
[00:13:33.360 --> 00:13:36.800]  我們為什麼不需要剛強壯膽
[00:13:36.800 --> 00:13:38.480]  因為我們不覺得我們需要成功
[00:13:38.480 --> 00:13:41.040]  我們不覺得我們需要做這件事
[00:13:41.040 --> 00:13:42.960]  我閒著上班就行
[00:13:42.960 --> 00:13:44.880]  我閒著做就行
[00:13:44.880 --> 00:13:48.800]  但這是我們忽略了聖經所說的話
[00:13:48.800 --> 00:13:50.480]  我們不是要追求成功
[00:13:50.480 --> 00:13:51.760]  這不是我們的目標
[00:13:51.760 --> 00:13:53.680]  但一個應許就是
[00:13:53.680 --> 00:13:55.400]  如果你這樣做的時候
[00:13:55.400 --> 00:13:57.120]  我就能夠令你成功
[00:13:57.120 --> 00:13:57.720]  怎樣做
[00:13:57.720 --> 00:14:01.680]  他說第一你要不斷的去研讀《神話》
[00:14:01.680 --> 00:14:04.800]  第二你要晝夜的去思想《神話》
[00:14:04.800 --> 00:14:07.680]  最終無論我們研讀《神話》
[00:14:07.680 --> 00:14:10.240]  研讀《神話》我們希望能夠解釋得清楚
[00:14:10.240 --> 00:14:11.280]  我們要默想《神話》
[00:14:11.280 --> 00:14:13.120]  我們要想得通透
[00:14:13.120 --> 00:14:14.160]  解釋清楚還不夠
[00:14:14.160 --> 00:14:15.440]  我們還要想通了
[00:14:15.440 --> 00:14:17.520]  接著最終的目的要來做什麼
[00:14:17.520 --> 00:14:20.800]  我們要遵行《神話》
[00:14:20.800 --> 00:14:22.080]  跟你旁邊的弟兄說一聲
[00:14:22.080 --> 00:14:25.400]  《神話》要來遵行的
[00:14:25.400 --> 00:14:28.360]  今天很多信徒我們只是研讀了《神話》
[00:14:28.360 --> 00:14:30.320]  接著我在默想《神話》
[00:14:30.320 --> 00:14:31.480]  但他沒有去遵行
[00:14:31.480 --> 00:14:32.960]  或者他的興趣都不是去遵行
[00:14:32.960 --> 00:14:34.400]  他的目標不是去遵行
[00:14:34.400 --> 00:14:35.360]  但很抱歉
[00:14:35.360 --> 00:14:38.200]  今天我們無論研讀和默想最終的目的
[00:14:38.200 --> 00:14:40.080]  是要遵行《神話》
[00:14:40.080 --> 00:14:42.320]  當我們要遵行《神話》之後
[00:14:42.320 --> 00:14:46.320]  神就要使你成功
[00:14:46.320 --> 00:14:48.040]  不容易的
[00:14:48.040 --> 00:14:50.800]  我最近跟一個人聊天
[00:14:50.800 --> 00:14:51.920]  吃飯的時候他告訴我
[00:14:51.920 --> 00:14:53.000]  他說牧師
[00:14:53.000 --> 00:14:56.600]  我是跟一線的明星很熟的
[00:14:56.600 --> 00:14:58.520]  我跟那些人很熟
[00:14:58.520 --> 00:15:00.520]  有一次我跟一個人吃飯
[00:15:00.520 --> 00:15:02.080]  他請我吃飯
[00:15:02.080 --> 00:15:05.240]  我低頭閉眼借飯
[00:15:05.240 --> 00:15:07.640]  借完飯他就罵我
[00:15:07.640 --> 00:15:10.120]  我請你吃飯你借甚麼
[00:15:10.120 --> 00:15:11.560]  他由那一刻開始
[00:15:11.560 --> 00:15:13.480]  他不敢借飯
[00:15:13.480 --> 00:15:17.200]  他睜大眼睛借飯
[00:15:17.200 --> 00:15:21.000]  我們需要剛強壯膽
[00:15:21.000 --> 00:15:23.240]  我就問他十幾年後
[00:15:23.240 --> 00:15:24.160]  今天你有沒有後悔
[00:15:24.160 --> 00:15:26.920]  他說有後悔
[00:15:26.920 --> 00:15:30.680]  如果他堅持在一個人面前借飯祷告的話
[00:15:30.680 --> 00:15:33.160]  可能會影響到這間信主
[00:15:33.160 --> 00:15:35.840]  各位姐妹,不容易是非常困難
[00:15:35.840 --> 00:15:36.920]  但是我們知道
[00:15:36.920 --> 00:15:38.720]  我們願意這樣做
[00:15:38.720 --> 00:15:42.440]  因為我們要堅守神給我的說話
[00:15:42.440 --> 00:15:44.240]  我知道你上班的時候
[00:15:44.240 --> 00:15:47.480]  你在公司裡面不敢借飯祈禱
[00:15:47.480 --> 00:15:49.960]  不敢告訴別人是基督徒
[00:15:49.960 --> 00:15:52.760]  因為我們跟其他人沒有分別
[00:15:52.760 --> 00:15:54.280]  但我們需要這樣做
[00:15:54.280 --> 00:15:55.520]  你需要這樣做之後
[00:15:55.520 --> 00:15:57.560]  上帝才會使你成功
[00:15:57.560 --> 00:15:59.400]  不是追求成功
[00:15:59.400 --> 00:16:02.560]  但我們要追求的是要遵行神的說話
[00:16:02.560 --> 00:16:03.840]  以致我們知道
[00:16:03.840 --> 00:16:06.880]  我們剛強壯膽的理由是來自上帝的話
[00:16:06.880 --> 00:16:09.640]  今天你跟我剛強壯膽不是來自人的說話
[00:16:09.640 --> 00:16:11.880]  我有神的說話可以支持你和我
[00:16:11.880 --> 00:16:16.240]  能夠堅持下去
[00:16:16.240 --> 00:16:19.040]  我剛剛在三環市回來的時候
[00:16:19.040 --> 00:16:21.440]  我知道剛剛三環市通過了一條法例
[00:16:21.440 --> 00:16:24.720]  很恐怖,在公立學校
[00:16:24.720 --> 00:16:28.800]  是容許一個男人的身體
[00:16:28.800 --> 00:16:31.960]  而他心理上說自己是一個女人的話
[00:16:31.960 --> 00:16:35.840]  他就可以進女廁
[00:16:35.840 --> 00:16:37.920]  三環市通過了
[00:16:37.920 --> 00:16:41.560]  雖然有很多人反對,但是通過了
[00:16:41.560 --> 00:16:43.880]  不容易的,弟兄姊妹
[00:16:43.880 --> 00:16:46.400]  我們知道現在的社會越來越複雜
[00:16:46.400 --> 00:16:50.000]  2014年不是一個簡單的一年
[00:16:50.000 --> 00:16:51.280]  我們知道
