
[00:00:00.000 --> 00:00:03.000]  (主席)好,在我領袖神的話語之先,我們再一次低頭,我們禱告
[00:01:34.500 --> 00:01:40.500]  (記者)因為在肉身受過苦的,就已經與罪斷絕了
[00:01:40.500 --> 00:01:44.500]  (主席)基督在肉身受苦,我們先看第一節
[00:01:44.500 --> 00:01:50.500]  (主席)耶穌基督在十字架上受的刑罰是非常殘酷
[00:01:50.500 --> 00:01:52.500]  (主席)耶穌基督面對這個刑罰的時候
[00:01:52.500 --> 00:01:54.500]  (主席)如果你記得,祂自己也害怕
[00:01:54.500 --> 00:01:58.500]  (主席)祂臨死的時候,祂在赫西瑪利園禱告的時候
[00:01:58.500 --> 00:02:02.500]  (主席)祂也跟門徒說,我心裡面很懼怕
[00:02:02.500 --> 00:02:04.500]  (主席)你們可不可以跟我一起來到警城
[00:02:04.500 --> 00:02:07.500]  (主席)某個程度耶穌知道自己會從死裡面復活的
[00:02:07.500 --> 00:02:09.500]  (主席)祂何須害怕呢?
[00:02:09.500 --> 00:02:12.500]  (主席)但是問題是祂真的要面對肉體的痛苦
[00:02:12.500 --> 00:02:14.500]  (主席)大家知道十字架的痛苦是什麼嗎?
[00:02:14.500 --> 00:02:17.500]  (主席)就是釘子釘穿了手腕
[00:02:17.500 --> 00:02:21.500]  (主席)兩隻手擦開,你試試做運動
[00:02:21.500 --> 00:02:23.500]  (主席)兩隻手向後咬的時候
[00:02:23.500 --> 00:02:26.500]  (主席)你的胸骨壓著你的肺部
[00:02:26.500 --> 00:02:29.500]  (主席)所以是很痛,呼吸不了
[00:02:29.500 --> 00:02:33.500]  (主席)再加上釘子穿過你的手的時候
[00:02:33.500 --> 00:02:35.500]  (主席)是何等的痛楚
[00:02:35.500 --> 00:02:38.500]  (主席)我自己一生最怕看什麼醫生呢?
[00:02:38.500 --> 00:02:40.500]  (主席)就是看牙醫
[00:02:40.500 --> 00:02:42.500]  (主席)一看牙醫,大家知道你是沒有聲音的
[00:02:42.500 --> 00:02:47.500]  (主席)你說痛都不能叫,要跟你摸牙的時候
[00:02:47.500 --> 00:02:49.500]  (主席)那些眼針是分幾次來打的
[00:02:49.500 --> 00:02:51.500]  (主席)所以我一直都很怕看牙醫
[00:02:51.500 --> 00:02:56.500]  (主席)我前陣子左邊那隻大牙是爛了
[00:02:56.500 --> 00:02:58.500]  (主席)我經常摸到一個洞在那裡
[00:02:58.500 --> 00:03:00.500]  (主席)但是我死都不敢去補
[00:03:00.500 --> 00:03:03.500]  (主席)但是剛剛上個月千麥小組
[00:03:03.500 --> 00:03:04.500]  (主席)就是我負責的小組
[00:03:04.500 --> 00:03:05.500]  (主席)完了之後晚上吃飯
[00:03:05.500 --> 00:03:08.500]  (主席)我們去吃飯的時候就叫煲仔飯
[00:03:08.500 --> 00:03:10.500]  (主席)因為大家都很懷舊
[00:03:10.500 --> 00:03:12.500]  (主席)煲仔飯最喜歡搶甚麼來吃
[00:03:12.500 --> 00:03:14.500]  (主席)是的,飯焦來吃
[00:03:14.500 --> 00:03:16.500]  (主席)於是我搶了飯焦來吃
[00:03:16.500 --> 00:03:17.500]  (主席)那些飯焦很硬的
[00:03:17.500 --> 00:03:19.500]  (主席)咬一口,啵一聲
[00:03:19.500 --> 00:03:23.500]  (主席)我直頭感覺到那隻牙是崩了
[00:03:23.500 --> 00:03:24.500]  (主席)摸下去真的崩得很厲害
[00:03:24.500 --> 00:03:26.500]  (主席)但是最大問題是那個屍骸不知去哪了
[00:03:26.500 --> 00:03:27.500]  (主席)已經下肚了
[00:03:27.500 --> 00:03:30.500]  (主席)我都很相信它會出來了
[00:03:30.500 --> 00:03:31.500]  (主席)所以我很無奈地
[00:03:31.500 --> 00:03:33.500]  (主席)第二天,就是兩天之後
[00:03:33.500 --> 00:03:36.500]  (主席)才去黃肇清那裡去補那隻牙
[00:03:36.500 --> 00:03:40.500]  (主席)不過其實只是打眼針下去,或者是摸牙
[00:03:40.500 --> 00:03:42.500]  (主席)但是我很害怕
[00:03:42.500 --> 00:03:44.500]  (主席)因為真的是痛的
[00:03:44.500 --> 00:03:46.500]  (主席)但是耶穌基督
[00:03:46.500 --> 00:03:50.500]  (主席)祂是護衛我們受著這個很大的肉體的重挫
[00:03:50.500 --> 00:03:53.500]  (主席)雖然祂知道自己要面對這個苦楚
[00:03:53.500 --> 00:03:55.500]  (主席)但是祂仍然要面對
[00:03:55.500 --> 00:03:57.500]  (主席)你不要忘記當時彼得
[00:03:57.500 --> 00:03:59.500]  (主席)他有匹夫之勇
[00:03:59.500 --> 00:04:01.500]  (主席)跟耶穌說我要保護你
[00:04:01.500 --> 00:04:02.500]  (主席)不讓你死
[00:04:02.500 --> 00:04:03.500]  (主席)耶穌基督怎樣來的
[00:04:03.500 --> 00:04:04.500]  (主席)我要回應
[00:04:04.500 --> 00:04:07.500]  (主席)我們一起來讀馬太福音第26章的第53節
[00:04:07.500 --> 00:04:10.500]  (主席)馬太福音26章的53節
[00:04:10.500 --> 00:04:12.500]  (主席)我們一起來讀出來
[00:04:12.500 --> 00:04:20.500]  (馬太福音26章53節)
[00:04:20.500 --> 00:04:22.500]  (主席)彼得說要去救耶穌
[00:04:22.500 --> 00:04:24.500]  (主席)耶穌說其實我用不著你救
[00:04:24.500 --> 00:04:26.500]  (主席)如果我真的不用死的話
[00:04:26.500 --> 00:04:30.500]  (主席)我的父至少可以差遣12型的天使
[00:04:30.500 --> 00:04:32.500]  (主席)1型是很多很多的人
[00:04:32.500 --> 00:04:35.500]  (主席)他可以差遣12型的天使來保護我
[00:04:35.500 --> 00:04:37.500]  (主席)耶穌基督經過掙扎
[00:04:37.500 --> 00:04:41.500]  (主席)帶著甘心的怨言來受苦
[00:04:41.500 --> 00:04:42.500]  (主席)我們這一班人
[00:04:42.500 --> 00:04:44.500]  (主席)就是因為耶穌基督的受苦
[00:04:44.500 --> 00:04:46.500]  (主席)而得著這個果效
[00:04:46.500 --> 00:04:49.500]  (主席)所以我們應該要來好好的向祂學習
[00:04:49.500 --> 00:04:51.500]  (主席)彼得他指出
[00:04:51.500 --> 00:04:54.500]  (主席)不一定是肉身受苦
[00:04:54.500 --> 00:04:56.500]  (主席)不一定我們要面對苦難
[00:04:56.500 --> 00:04:59.500]  (主席)今天有很多地方
[00:04:59.500 --> 00:05:02.500]  (主席)特別是菲律賓的國家
[00:05:02.500 --> 00:05:04.500]  (主席)在受苦節的時候
[00:05:04.500 --> 00:05:07.500]  (主席)有些人就像耶穌那樣
[00:05:07.500 --> 00:05:09.500]  (主席)來釘十字架
[00:05:09.500 --> 00:05:13.500]  (主席)表示肉身受苦與主同苦
[00:05:13.500 --> 00:05:16.500]  (主席)有些人甚至用鞭來鞭策自己
[00:05:16.500 --> 00:05:18.500]  (主席)以為這樣可以積一點功德
[00:05:18.500 --> 00:05:20.500]  (主席)但其實是絕對的錯誤
[00:05:20.500 --> 00:05:23.500]  (主席)今天這些肉體的受苦
[00:05:23.500 --> 00:05:27.500]  (主席)並不能夠叫我們跟罪斷絕關係
[00:05:27.500 --> 00:05:30.500]  (主席)今日彼得提醒我們
[00:05:30.500 --> 00:05:34.500]  (主席)是要有一個受苦的心智
[00:05:34.500 --> 00:05:38.500]  (主席)是預備隨時接受這個苦難的挑戰
[00:05:38.500 --> 00:05:41.500]  (主席)當我們有這個受苦的心智的時候
[00:05:41.500 --> 00:05:43.500]  (主席)我就容易抗拒一些誘惑
[00:05:43.500 --> 00:05:46.500]  (主席)抗拒一些試探
[00:05:46.500 --> 00:05:49.500]  (主席)我們可以拒絕罪的人有
[00:05:49.500 --> 00:05:51.500]  (主席)因為無可否認
[00:05:51.500 --> 00:05:55.500]  (主席)罪惡是會帶來給我們肉體上的歡愉
[00:05:55.500 --> 00:05:58.500]  (主席)所以我們走一些捷徑的時候
[00:05:58.500 --> 00:06:00.500]  (主席)我們可能會有一些好處
[00:06:00.500 --> 00:06:03.500]  (主席)試過有些人去吃丸子
[00:06:03.500 --> 00:06:04.500]  (主席)嘩!很興奮
[00:06:04.500 --> 00:06:07.500]  (主席)思想上有很多很多很古靈精怪的思想
[00:06:07.500 --> 00:06:11.500]  (主席)你看到很多人去喝酒的時候
[00:06:11.500 --> 00:06:12.500]  (主席)嘩!要狂喝的
[00:06:12.500 --> 00:06:15.500]  (主席)他們覺得這個才是歡暢
[00:06:15.500 --> 00:06:18.500]  (主席)甚至有些人為了一些利益
[00:06:18.500 --> 00:06:22.500]  (主席)放棄了自己的貞潔和貞操
[00:06:22.500 --> 00:06:24.500]  (主席)有些人出賣自己的肉體的時候
[00:06:24.500 --> 00:06:27.500]  (主席)有一張Powerpoint可以按進去的時候
[00:06:27.500 --> 00:06:29.500]  (主席)有些未成年少女
[00:06:29.500 --> 00:06:32.500]  (主席)他們願意出來陪酒
[00:06:32.500 --> 00:06:34.500]  (主席)他們賺的錢是不少的
[00:06:34.500 --> 00:06:37.500]  (主席)一晚可能就賺幾千元
[00:06:37.500 --> 00:06:39.500]  (主席)但大家知道現在你最低工資
[00:06:39.500 --> 00:06:42.500]  (主席)你要做多少個小時才能賺到一千元
[00:06:42.500 --> 00:06:46.500]  (主席)但是原來只要你放下你自己所謂的面子
[00:06:46.500 --> 00:06:48.500]  (主席)所謂的自尊
[00:06:48.500 --> 00:06:50.500]  (主席)所謂一些羞恥之心
[00:06:50.500 --> 00:06:53.500]  (主席)這些捷徑你就可能可以得到
[00:06:53.500 --> 00:06:55.500]  (主席)你不要忘記
[00:06:55.500 --> 00:06:58.500]  (主席)魔鬼都來帶你去試探耶穌的時候
[00:06:58.500 --> 00:07:01.500]  (主席)是叫耶穌怎樣來帶你去走捷徑呢?
[00:07:01.500 --> 00:07:05.500]  (主席)他叫耶穌從墊頂裡面跳下來
[00:07:05.500 --> 00:07:07.500]  (主席)當他跳下來的時候
[00:07:07.500 --> 00:07:09.500]  (主席)我想大家可以跳一跳那張Powerpoint
[00:07:09.500 --> 00:07:12.500]  (主席)讓大家不用看著這些新聞
[00:07:12.500 --> 00:07:14.500]  (主席)不是用新聞,是看這些經文
[00:07:14.500 --> 00:07:16.500]  (主席)OK,謝謝
[00:07:16.500 --> 00:07:18.500]  (主席)那麼耶穌他提醒我們什麼呢?
[00:07:18.500 --> 00:07:20.500]  (主席)就是耶穌都去面對試探的時候
[00:07:20.500 --> 00:07:22.500]  (主席)他站在墊頂
[00:07:22.500 --> 00:07:24.500]  (主席)魔鬼說你跳下去吧
[00:07:24.500 --> 00:07:26.500]  (主席)當你是神的兒子
[00:07:26.500 --> 00:07:28.500]  (主席)神就會叫天使來接著你,是不是?
[00:07:28.500 --> 00:07:30.500]  (主席)為什麼要這樣試探耶穌呢?
[00:07:30.500 --> 00:07:33.500]  (主席)當時聖殿是最多人聚集的地方
[00:07:33.500 --> 00:07:36.500]  (主席)如果耶穌在墊頂這麼高跳下來
[00:07:36.500 --> 00:07:38.500]  (主席)不死的時候
[00:07:38.500 --> 00:07:41.500]  (主席)每個人馬上會來帶你去尊崇他
[00:07:41.500 --> 00:07:43.500]  (主席)跪拜他
[00:07:43.500 --> 00:07:46.500]  (主席)他就不用走十字架這條苦路
[00:07:46.500 --> 00:07:48.500]  (主席)但他就不能夠完成救贖
[00:07:48.500 --> 00:07:50.500]  (主席)但同樣的
[00:07:50.500 --> 00:07:52.500]  (主席)魔鬼又帶耶穌
[00:07:52.500 --> 00:07:55.500]  (主席)看到世界和萬國的榮耀
[00:07:55.500 --> 00:07:57.500]  (主席)叫魔鬼來帶他去拜一拜他
[00:07:57.500 --> 00:07:59.500]  (主席)他就可以得到這些
[00:07:59.500 --> 00:08:02.500]  (主席)耶穌沒有否定魔鬼有這種力量
[00:08:02.500 --> 00:08:05.500]  (主席)但是耶穌卻是拒絕
[00:08:05.500 --> 00:08:07.500]  (主席)耶穌就有這個受苦的心智
[00:08:07.500 --> 00:08:08.500]  (主席)今天
[00:08:08.500 --> 00:08:11.500]  (主席)試探往往就是要用苦難
[00:08:11.500 --> 00:08:13.500]  (主席)來帶他去摧毀我們的信仰
[00:08:13.500 --> 00:08:15.500]  (主席)當有時候有些人
[00:08:15.500 --> 00:08:17.500]  (主席)面對一些苦楚的時候
[00:08:17.500 --> 00:08:20.500]  (主席)我們就會質疑神究竟是不是愛我
[00:08:20.500 --> 00:08:22.500]  (主席)為什麼讓我面對這些事
[00:08:22.500 --> 00:08:25.500]  (主席)我們懷疑神的那份認愛
[00:08:25.500 --> 00:08:28.500]  (主席)記不記得耶穌說殺種的比喻
[00:08:28.500 --> 00:08:30.500]  (主席)他說天國這個訊息
[00:08:30.500 --> 00:08:31.500]  (主席)傳到一些人的心裡面
[00:08:31.500 --> 00:08:34.500]  (主席)有些人就很快接受
[00:08:34.500 --> 00:08:36.500]  (主席)但是一面對苦難的時候
[00:08:36.500 --> 00:08:37.500]  (主席)他就質疑
[00:08:37.500 --> 00:08:38.500]  (主席)就會放棄
[00:08:38.500 --> 00:08:40.500]  (主席)另外一種是什麼呢
[00:08:40.500 --> 00:08:43.500]  (主席)我們一起來讀馬太福音第十三章的第二十二節
[00:08:43.500 --> 00:08:46.500]  (主席)十三章的二十二節我們一起來讀出
[00:08:46.500 --> 00:08:57.500]  (馬太福音第二十三章二十二節)
[00:08:57.500 --> 00:08:59.500]  (主席)原來有些人是怎樣呢
[00:08:59.500 --> 00:09:00.500]  (主席)在這個世界裡面
[00:09:00.500 --> 00:09:02.500]  (主席)他本來接受了這個福音
[00:09:02.500 --> 00:09:06.500]  (主席)但是面對著很多世事的誘惑
[00:09:06.500 --> 00:09:09.500]  (主席)錢財那種的試探
[00:09:09.500 --> 00:09:11.500]  (主席)於是他往往就會怎樣
[00:09:11.500 --> 00:09:13.500]  (主席)慢慢的有迷失
[00:09:13.500 --> 00:09:17.500]  (主席)所以今天我們有沒有一個受苦的心智
[00:09:17.500 --> 00:09:19.500]  (主席)我再講未必一定要有苦
[00:09:19.500 --> 00:09:21.500]  (主席)但是我們至少要有一個心理準備
[00:09:21.500 --> 00:09:23.500]  (主席)成員摩西
[00:09:23.500 --> 00:09:26.500]  (主席)他當日在皇宮裡面享受著
[00:09:26.500 --> 00:09:29.500]  (主席)自己作為一個皇子的身份
[00:09:29.500 --> 00:09:32.500]  (主席)但是希伯來書怎樣去評價摩西呢
[00:09:32.500 --> 00:09:35.500]  (主席)我們一起來讀希伯來書第十一章的二十五節
[00:09:35.500 --> 00:09:36.500]  (主席)十一章二十五節
[00:09:36.500 --> 00:09:44.500]  (主席)他寧可和臣的百姓同受苦害,也不願暫時享受罪終之樂
[00:09:44.500 --> 00:09:48.500]  (主席)摩西雖然是在埃及皇宮裡面長大
[00:09:48.500 --> 00:09:51.500]  (主席)但是他是願意與自己的同胞來有認同
[00:09:51.500 --> 00:09:54.500]  (主席)在皇宮裡面可以喝酒作樂可以放縱
[00:09:54.500 --> 00:09:56.500]  (主席)但是他放棄這個罪終之樂
[00:09:56.500 --> 00:10:00.500]  (主席)結果後來他就要走上這一條的苦路
[00:10:00.500 --> 00:10:02.500]  (主席)所以今天記住
[00:10:02.500 --> 00:10:06.500]  (主席)有時候不是我們沒有力量去勝過苦難
[00:10:06.500 --> 00:10:09.500]  (主席)而是我們有沒有這個受苦的心智
[00:10:09.500 --> 00:10:12.500]  (主席)我見過今天有很多的傳道人
[00:10:12.500 --> 00:10:15.500]  (主席)都是因為覺得走這條路很辛苦
[00:10:15.500 --> 00:10:18.500]  (主席)而在這個戰場上退了下來
[00:10:18.500 --> 00:10:20.500]  (主席)更加不幸地
[00:10:20.500 --> 00:10:22.500]  (主席)有時候我覺得新一代的神學生
[00:10:22.500 --> 00:10:24.500]  (主席)都會有這樣的情形出現
[00:10:24.500 --> 00:10:26.500]  (主席)早兩個月的時候
[00:10:26.500 --> 00:10:28.500]  (主席)我聽一個神學生來這裡說
[00:10:28.500 --> 00:10:30.500]  (主席)他說原來在神學界裡面
[00:10:30.500 --> 00:10:32.500]  (主席)在傳一個訊息
[00:10:32.500 --> 00:10:34.500]  (主席)就是來冥恩堂侍奉
[00:10:34.500 --> 00:10:35.500]  (主席)是很痛苦的
[00:10:35.500 --> 00:10:36.500]  (主席)很大壓力的
[00:10:36.500 --> 00:10:38.500]  (主席)很多事情要做
[00:10:38.500 --> 00:10:39.500]  (主席)我馬上嘔吐
[00:10:39.500 --> 00:10:40.500]  (主席)我說不是吧
[00:10:40.500 --> 00:10:42.500]  (主席)第一就是我沒辦法去理神學生
[00:10:42.500 --> 00:10:44.500]  (主席)因為神學生已經比我當年做神學生的時候
[00:10:44.500 --> 00:10:45.500]  (主席)已經少很多
[00:10:45.500 --> 00:10:47.500]  (主席)當年我讀神學的時候
[00:10:47.500 --> 00:10:49.500]  (主席)要負責兩個團契兼加主一學
[00:10:49.500 --> 00:10:51.500]  (主席)崇拜不算的
[00:10:51.500 --> 00:10:52.500]  (主席)你一定要出席崇拜的
[00:10:52.500 --> 00:10:54.500]  (主席)但是現在神學院只是規定
[00:11:00.500 --> 00:11:02.500]  (主席)我不知道為什麼會有這樣的消息傳出去
[00:11:02.500 --> 00:11:04.500]  (主席)我以為是一間神學院
[00:11:04.500 --> 00:11:07.500]  (主席)誰知道早兩三個禮拜
[00:11:07.500 --> 00:11:09.500]  (主席)我自己的母校
[00:11:09.500 --> 00:11:12.500]  (主席)見到神學院的老師打來給我
[00:11:12.500 --> 00:11:15.500]  (主席)就說有一個神學生可以介紹給我們
[00:11:15.500 --> 00:11:17.500]  (主席)不過說得很清楚
[00:11:17.500 --> 00:11:19.500]  (主席)不要給他那麼多壓力
[00:11:19.500 --> 00:11:20.500]  (主席)不要給他那麼多事情去做
[00:11:20.500 --> 00:11:22.500]  (主席)跟著你梁牧師沒有好結果
[00:11:22.500 --> 00:11:23.500]  (主席)他就這樣說
[00:11:23.500 --> 00:11:26.500]  (主席)我說第一就是神學生是沒有跟著我的
[00:11:26.500 --> 00:11:28.500]  (主席)可能我去得很盡
[00:11:28.500 --> 00:11:30.500]  (主席)所以很多人就以為是在跟著我
[00:11:30.500 --> 00:11:32.500]  (主席)但其實神學生不是跟著我的
[00:11:32.500 --> 00:11:34.500]  (主席)但是我有些無奈
[00:11:34.500 --> 00:11:38.500]  (主席)為什麼現在這麼驚苦呢
[00:11:38.500 --> 00:11:41.500]  (主席)我見到神學院的精神是什麼
[00:11:41.500 --> 00:11:45.500]  (主席)開放、吃苦、火熱
[00:11:45.500 --> 00:11:48.500]  (主席)這三個是我們的精神
[00:11:48.500 --> 00:11:49.500]  (主席)但是很真實
[00:11:49.500 --> 00:11:51.500]  (主席)新一代好像沒有了這樣東西
[00:11:51.500 --> 00:11:53.500]  (主席)所以今天一個很大的問題就是
[00:11:53.500 --> 00:11:55.500]  (主席)我們在一個很安舒的環境裡面長大
[00:11:55.500 --> 00:11:57.500]  (主席)我們已經缺乏了這個受苦的心智
[00:11:57.500 --> 00:11:59.500]  (主席)但是比特提醒我們
[00:11:59.500 --> 00:12:01.500]  (主席)要具備這個受苦的心智
[00:12:01.500 --> 00:12:04.500]  (主席)然後這個心智要做兵器
[00:12:04.500 --> 00:12:07.500]  (主席)你要具備這個心智作為兵器
[00:12:07.500 --> 00:12:09.500]  (主席)原文的意思就是
[00:12:09.500 --> 00:12:11.500]  (主席)用這個東西武裝起來
[00:12:11.500 --> 00:12:13.500]  (主席)裝備自己
[00:12:13.500 --> 00:12:16.500]  (主席)這個字也是保羅經常去用的一個字
[00:12:16.500 --> 00:12:20.500]  (主席)表示今天我們面對的一場就是屬靈的爭戰
[00:12:20.500 --> 00:12:24.500]  (主席)受苦對我們來說是有積極的意義
[00:12:24.500 --> 00:12:26.500]  (主席)如果我們確信我們的神愛我們
[00:12:26.500 --> 00:12:31.500]  (主席)絕對不會有一些無端端有問題的事
[00:12:31.500 --> 00:12:33.500]  (主席)就會發生在我們身上
[00:12:33.500 --> 00:12:37.500]  (主席)然後我們就很無奈地去接受
[00:12:37.500 --> 00:12:40.500]  (主席)我們只是盡量能熬就熬
[00:12:40.500 --> 00:12:44.500]  (主席)希望盡快的夜盡天明雨過天青
[00:12:44.500 --> 00:12:46.500]  (主席)但是其實這樣是很痛苦
[00:12:46.500 --> 00:12:50.500]  (主席)我們有沒有一種積極和樂觀的態度去面對呢
[00:12:50.500 --> 00:12:52.500]  (主席)因為我們深深的相信
[00:12:52.500 --> 00:12:58.500]  (主席)我們的神絕對不會讓我們經歷一些我們沒有意義的苦楚
[00:12:58.500 --> 00:13:01.500]  (主席)這些苦難可能就是在鍛鍊我們
[00:13:01.500 --> 00:13:03.500]  (主席)使我們來成長
[00:13:03.500 --> 00:13:06.500]  (主席)所以受苦不是有除罪的功效
[00:13:06.500 --> 00:13:10.500]  (主席)但是如果我們願意為主受苦的時候
[00:13:10.500 --> 00:13:14.500]  (主席)我們就能夠停止和罪交往
[00:13:14.500 --> 00:13:19.500]  (主席)罪的誘惑力就不能夠在我們身上產生任何的作用
[00:13:19.500 --> 00:13:25.500]  (主席)基督就是沒有在這個罪的誘惑裏面挑戰
[00:13:25.500 --> 00:13:28.500]  (主席)凌辱底下來帶去屈服
[00:13:28.500 --> 00:13:33.500]  (主席)更加沒有似乎於在這個罪的權勢底下
[00:13:33.500 --> 00:13:36.500]  (主席)他在十字架上來得勝
[00:13:36.500 --> 00:13:38.500]  (主席)所以他就來宣告
[00:13:38.500 --> 00:13:41.500]  (主席)罪惡對他來說是無能為力的
[00:13:41.500 --> 00:13:43.500]  (主席)所以今天我們有這個受苦的心智
[00:13:43.500 --> 00:13:46.500]  (主席)我們一樣可以與罪來帶去隔絕
[00:13:46.500 --> 00:13:48.500]  (主席)好了我們看第二節
[00:13:48.500 --> 00:13:50.500]  (主席)我們有這個受苦的心智應該要怎樣呢
[00:13:50.500 --> 00:13:54.500]  (主席)我們再來讀彼得前書第四章第二節
[00:13:54.500 --> 00:14:09.500]  (主席)我們傳這個心就是傳這個受苦的心智
[00:14:09.500 --> 00:14:13.500]  (主席)我們從今以後就不再隨從人的情慾了
[00:14:13.500 --> 00:14:18.500]  (主席)很多時候就是因為我們順從人不順從神
[00:14:18.500 --> 00:14:21.500]  (主席)以致我們自己被困在這個罪裏面
[00:14:21.500 --> 00:14:25.500]  (主席)因為有時候我們怕被別人來帶去否定
[00:14:25.500 --> 00:14:26.500]  (主席)怕被別人來取笑
[00:14:26.500 --> 00:14:28.500]  (主席)怕被別人來帶去杯葛
[00:14:28.500 --> 00:14:30.500]  (主席)於是我們就屈服
[00:14:30.500 --> 00:14:33.500]  (主席)我們沒有以神的心意為重
[00:14:33.500 --> 00:14:35.500]  (主席)很多時候我們心裏面
[00:14:35.500 --> 00:14:37.500]  (主席)每個基督徒都會經歷到
[00:14:37.500 --> 00:14:40.500]  (主席)就是靈與欲的那個的爭戰
[00:14:40.500 --> 00:14:43.500]  (主席)就是聖靈與情欲的爭戰
[00:14:43.500 --> 00:14:46.500]  (主席)結果有時候我們的生命就好像鐘擺式
[00:14:46.500 --> 00:14:49.500]  (主席)有時候擺在這邊,有時候擺在那邊
[00:14:49.500 --> 00:14:52.500]  (主席)但是如果我們有一個受苦的心智
[00:14:52.500 --> 00:14:56.500]  (主席)我們又經常與神有好的交往的時候
[00:14:56.500 --> 00:15:00.500]  (主席)我們就認定了我們應該站在哪一邊
[00:15:00.500 --> 00:15:03.500]  (主席)我們就不會的人生左搖右擺
[00:15:03.500 --> 00:15:06.500]  (主席)在這次經文裏面對我來說
[00:15:06.500 --> 00:15:08.500]  (主席)是特別深感受的
[00:15:08.500 --> 00:15:14.500]  (主席)他說:只從神的旨意在世到餘下的剛蔭
[00:15:14.500 --> 00:15:16.500]  (主席)餘下的剛蔭
[00:15:16.500 --> 00:15:19.500]  (主席)這句說話對我來說特別深感受
[00:15:19.500 --> 00:15:21.500]  (主席)因為我想我自己
[00:15:21.500 --> 00:15:23.500]  (主席)還有今天在我當中很多的弟兄姊妹
[00:15:23.500 --> 00:15:25.500]  (主席)特別是長者
[00:15:25.500 --> 00:15:27.500]  (主席)我們不得不承認一件事就是
[00:15:27.500 --> 00:15:30.500]  (主席)我們在世到餘下的剛蔭
[00:15:30.500 --> 00:15:32.500]  (主席)其實不多的
[00:15:32.500 --> 00:15:36.500]  (主席)一定是比我們已經活著的日子為少
[00:15:36.500 --> 00:15:38.500]  (主席)即是我們過去的日子是多過
[00:15:38.500 --> 00:15:40.500]  (主席)我們現在留下的日子
[00:15:40.500 --> 00:15:41.500]  (主席)正如我剛才所說
[00:15:41.500 --> 00:15:43.500]  (主席)雖然我昨晚很晚回來
[00:15:43.500 --> 00:15:44.500]  (主席)十一點多才回來
[00:15:44.500 --> 00:15:48.500]  (主席)但我今早去了世界殯儀館裏面
[00:15:48.500 --> 00:15:51.500]  (主席)出現了一些會有他媽媽的喪禮
[00:15:51.500 --> 00:15:53.500]  (主席)但沒有想過當我在世界殯儀館
[00:15:53.500 --> 00:15:55.500]  (主席)二樓一出的時候
[00:15:55.500 --> 00:15:58.500]  (主席)我都會留意一些不同的人
[00:15:58.500 --> 00:16:04.500]  (主席)第一個的死者是非常年輕的
[00:16:04.500 --> 00:16:06.500]  (主席)一個很年輕的女士
[00:16:06.500 --> 00:16:10.500]  (主席)然後去到第三間房就被人截住了
