
[00:00:00.000 --> 00:00:02.160]  我們的那種友情直接的關係
[00:04:22.920 --> 00:04:24.920]  承擔什麼樣的責任
[00:04:24.920 --> 00:04:26.920]  很多的時候
[00:04:26.920 --> 00:04:28.920]  我們卻忘記了
[00:04:28.920 --> 00:04:30.920]  我們擁有的是什麼
[00:04:30.920 --> 00:04:32.920]  21世紀
[00:04:32.920 --> 00:04:34.920]  個性張雅
[00:04:34.920 --> 00:04:36.920]  我喜歡那種感覺
[00:04:36.920 --> 00:04:38.920]  我愛怎麼樣
[00:04:38.920 --> 00:04:40.920]  我喜歡怎麼樣
[00:04:40.920 --> 00:04:43.920]  這是我們今天這個時代很多的口頭禪
[00:04:43.920 --> 00:04:44.920]  但是很多人都沒有說
[00:04:44.920 --> 00:04:46.920]  哎呀 在這個時代的裡面
[00:04:46.920 --> 00:04:49.920]  我該有什麼樣的責任
[00:04:49.920 --> 00:04:51.920]  在這個時代的裡面
[00:04:51.920 --> 00:04:53.920]  我該承擔什麼
[00:04:53.920 --> 00:04:54.920]  在這一群人裡面
[00:04:54.920 --> 00:04:56.920]  我該做什麼
[00:04:56.920 --> 00:04:59.920]  那麼在我這個個人的身上
[00:04:59.920 --> 00:05:02.920]  我該怎麼樣去完成
[00:05:02.920 --> 00:05:05.920]  神要求我做的
[00:05:05.920 --> 00:05:10.920]  那些倫理的定位和個人的本分
[00:05:10.920 --> 00:05:12.920]  各位
[00:05:12.920 --> 00:05:14.920]  但是我相信
[00:05:14.920 --> 00:05:17.920]  我們每一個人一定都是軟弱的
[00:05:17.920 --> 00:05:20.920]  我們每一個人都是不夠的
[00:05:20.920 --> 00:05:23.920]  我們每一個人都有各自的盲區
[00:05:23.920 --> 00:05:25.920]  我們每一個人
[00:05:25.920 --> 00:05:28.920]  都有各自的問題所存在
[00:05:28.920 --> 00:05:31.920]  但是我們如果
[00:05:31.920 --> 00:05:33.920]  缺少了一種很重要的
[00:05:33.920 --> 00:05:35.920]  對上帝的仰望
[00:05:35.920 --> 00:05:38.920]  對信仰的執著的話
[00:05:38.920 --> 00:05:40.920]  我相信
[00:05:40.920 --> 00:05:42.920]  我們誰也無法
[00:05:42.920 --> 00:05:44.920]  能真正的做到
[00:05:44.920 --> 00:05:47.920]  在你的人際關係中
[00:05:47.920 --> 00:05:48.920]  做得很美好
[00:05:48.920 --> 00:05:50.920]  處理得很好
[00:05:50.920 --> 00:05:52.920]  你能做到真正的你
[00:05:52.920 --> 00:05:56.920]  你能完成你該完成的責任和義務
[00:05:56.920 --> 00:05:59.920]  特別我們從聖經裡面可以看到
[00:05:59.920 --> 00:06:01.920]  在路德紀中
[00:06:01.920 --> 00:06:04.920]  很多的經文就體現出來
[00:06:04.920 --> 00:06:10.920]  不管是老闆還是婆人
[00:06:10.920 --> 00:06:13.920]  不管是男人還是女人
[00:06:13.920 --> 00:06:17.920]  不管是老人還是年輕人
[00:06:17.920 --> 00:06:21.920]  他們彼此直接那種對信仰的接受
[00:06:21.920 --> 00:06:23.920]  對上帝的仰望
[00:06:23.920 --> 00:06:26.920]  那我們可以體現出來
[00:06:26.920 --> 00:06:28.920]  路德紀中
[00:06:28.920 --> 00:06:31.920]  那些主角和配角
[00:06:31.920 --> 00:06:35.920]  他都對信仰有個非常重要的執著
[00:06:35.920 --> 00:06:39.920]  而他沒有迷失自己
[00:06:39.920 --> 00:06:40.920]  特別我們可以看到
[00:06:40.920 --> 00:06:43.920]  在路德紀的第二章第四節裡面
[00:06:43.920 --> 00:06:46.920]  聖經說 伯阿斯從伯利恆回來
[00:06:46.920 --> 00:06:48.920]  他向收割的工人問安說
[00:06:48.920 --> 00:06:50.920]  上主與你們同在
[00:06:50.920 --> 00:06:52.920]  那些工人怎麼回答
[00:06:52.920 --> 00:06:56.920]  他說 上主賜福給你
[00:06:56.920 --> 00:06:58.920]  我一看到這種經文的時候
[00:06:58.920 --> 00:07:01.920]  我會感覺到那種場景
[00:07:01.920 --> 00:07:03.920]  是很美好的場景
[00:07:03.920 --> 00:07:06.920]  你說我們今天很多的時候
[00:07:06.920 --> 00:07:11.920]  有人說最怕的是什麼
[00:07:11.920 --> 00:07:13.920]  人最怕的是什麼
[00:07:13.920 --> 00:07:15.920]  有人說不同的階段
[00:07:15.920 --> 00:07:18.920]  有不同的害怕
[00:07:18.920 --> 00:07:21.920]  他說你在小時候
[00:07:21.920 --> 00:07:22.920]  如果你調皮
[00:07:22.920 --> 00:07:24.920]  有人說你爸來了
[00:07:24.920 --> 00:07:26.920]  你就很害怕對不對
[00:07:26.920 --> 00:07:28.920]  如果你讀書的時候
[00:07:28.920 --> 00:07:30.920]  有個同學說老師來了
[00:07:30.920 --> 00:07:33.920]  大家馬上就趕緊坐好自己的位置上面
[00:07:33.920 --> 00:07:35.920]  當你結婚之後
[00:07:35.920 --> 00:07:36.920]  有人說你妻子來了
[00:07:36.920 --> 00:07:38.920]  你丈夫就很害怕對不對
[00:07:38.920 --> 00:07:40.920]  因為妻子來了
[00:07:40.920 --> 00:07:42.920]  但是當你工作的時候
[00:07:42.920 --> 00:07:43.920]  說老闆來了
[00:07:43.920 --> 00:07:45.920]  大家都很害怕
[00:07:45.920 --> 00:07:47.920]  但是你發現
[00:07:47.920 --> 00:07:49.920]  從路德紀中發現
[00:07:49.920 --> 00:07:51.920]  伯阿斯一回來的時候
[00:07:51.920 --> 00:07:53.920]  那些人害怕不害怕
[00:07:53.920 --> 00:07:55.920]  伯阿斯過來就告訴大家說
[00:07:55.920 --> 00:07:57.920]  主與你們同在
[00:07:57.920 --> 00:07:59.920]  他並沒有說你們工作的怎麼樣
[00:07:59.920 --> 00:08:01.920]  你們莊家收的怎麼樣
[00:08:01.920 --> 00:08:02.920]  對不對
[00:08:02.920 --> 00:08:04.920]  過來的時候給張三李四王五
[00:08:04.920 --> 00:08:05.920]  各自訓一頓就走了
[00:08:05.920 --> 00:08:06.920]  有沒有這樣
[00:08:06.920 --> 00:08:07.920]  他沒有
[00:08:07.920 --> 00:08:10.920]  他在那裡說上主與你們同在
[00:08:10.920 --> 00:08:12.920]  他的僕人怎麼回答說
[00:08:12.920 --> 00:08:13.920]  上主賜福給你
[00:08:13.920 --> 00:08:16.920]  當然了這句話我想了很久
[00:08:16.920 --> 00:08:18.920]  我說當然我們今天這個時代
[00:08:18.920 --> 00:08:20.920]  很多人就喜歡奉承對不對
[00:08:20.920 --> 00:08:21.920]  我說有沒有可能
[00:08:21.920 --> 00:08:23.920]  當時這些工人也是奉承這個老闆
[00:08:23.920 --> 00:08:24.920]  對不對
[00:08:24.920 --> 00:08:25.920]  因為你知道
[00:08:25.920 --> 00:08:27.920]  有人說這個世界上面
[00:08:27.920 --> 00:08:30.920]  有兩種人特別重要
[00:08:30.920 --> 00:08:31.920]  一種人叫什麼
[00:08:31.920 --> 00:08:32.920]  叫老闆
[00:08:32.920 --> 00:08:33.920]  一種人叫什麼
[00:08:33.920 --> 00:08:34.920]  叫老師
[00:08:34.920 --> 00:08:36.920]  老闆是怎麼樣呢
[00:08:36.920 --> 00:08:37.920]  他很重要的是
[00:08:37.920 --> 00:08:40.920]  把你口袋的錢變成他口袋的錢
[00:08:40.920 --> 00:08:42.920]  對這樣的人就叫老闆
[00:08:42.920 --> 00:08:44.920]  伯阿斯就是其中一個
[00:08:44.920 --> 00:08:45.920]  什麼叫老師
[00:08:45.920 --> 00:08:48.920]  把自己的思想放在你的腦袋裡面的人
[00:08:48.920 --> 00:08:49.920]  這就叫老師
[00:08:49.920 --> 00:08:51.920]  但是你發現
[00:08:51.920 --> 00:08:54.920]  有沒有因為這種可能
[00:08:54.920 --> 00:08:56.920]  他是老闆
[00:08:56.920 --> 00:08:58.920]  我一定要怎麼樣奉承他
[00:08:58.920 --> 00:09:01.920]  所以說上主賜福給你呢
[00:09:01.920 --> 00:09:05.920]  其實在座的各位
[00:09:05.920 --> 00:09:06.920]  有沒有說這些工人怕說
[00:09:06.920 --> 00:09:08.920]  我去得罪這個老闆
[00:09:08.920 --> 00:09:09.920]  我不敢得罪他
[00:09:09.920 --> 00:09:10.920]  我一定要奉承他
[00:09:10.920 --> 00:09:11.920]  所以我才這樣講
[00:09:11.920 --> 00:09:12.920]  其實不是
[00:09:12.920 --> 00:09:15.920]  因為我們從幾個背景裡面可以知道
[00:09:15.920 --> 00:09:17.920]  第一因為當時的人
[00:09:17.920 --> 00:09:21.920]  大部分不管是工人還是波阿斯
[00:09:21.920 --> 00:09:24.920]  他都是相信上帝的
[00:09:24.920 --> 00:09:28.920]  因為這是以色列民的一個大的背景
[00:09:28.920 --> 00:09:29.920]  一個大的環境
[00:09:29.920 --> 00:09:32.920]  其次我們可以看到
[00:09:32.920 --> 00:09:33.920]  波阿斯
[00:09:33.920 --> 00:09:37.920]  我相信他平時對這些工人
[00:09:37.920 --> 00:09:43.920]  不是像我們很多人講的那種資產階級剝削的老闆一樣
[00:09:43.920 --> 00:09:44.920]  不會是這樣的
[00:09:44.920 --> 00:09:45.920]  為什麼呢
[00:09:45.920 --> 00:09:50.920]  因為他看到了陌生的女子路德的時候
[00:09:50.920 --> 00:09:53.920]  他做出來是如此的仁慈
[00:09:53.920 --> 00:09:55.920]  和所表現出來的
[00:09:55.920 --> 00:09:58.920]  是如此的大方要得體
[00:09:58.920 --> 00:10:00.920]  所以這個人
[00:10:00.920 --> 00:10:02.920]  對他的工人來講
[00:10:02.920 --> 00:10:04.920]  也不會差到哪裡去
[00:10:04.920 --> 00:10:09.920]  所以他們工人和老闆子間的那種關係
[00:10:09.920 --> 00:10:11.920]  是非常的和諧和攏恰
[00:10:11.920 --> 00:10:14.920]  所以那個主人一回來的時候
[00:10:14.920 --> 00:10:16.920]  上主於你們統債
[00:10:16.920 --> 00:10:17.920]  那些人立刻回答說
[00:10:17.920 --> 00:10:19.920]  上主賜福於你
[00:10:19.920 --> 00:10:20.920]  當然了
[00:10:20.920 --> 00:10:24.920]  這幾句話一定不是像天安門廣場上面那個閱兵儀式裡面
[00:10:24.920 --> 00:10:26.920]  那幾句話訓練出來的
[00:10:26.920 --> 00:10:27.920]  你明白嗎
[00:10:27.920 --> 00:10:30.920]  你說天安門廣場裡面那些國家領導人上來說
[00:10:30.920 --> 00:10:31.920]  你們辛苦了
[00:10:31.920 --> 00:10:32.920]  那些人說首長辛苦了
[00:10:32.920 --> 00:10:35.920]  那些訓練出來訓練了好幾個月的
[00:10:35.920 --> 00:10:36.920]  他們不需要訓練
[00:10:36.920 --> 00:10:39.920]  因為他們說上主於你們統債
[00:10:39.920 --> 00:10:41.920]  他們上主賜福於你
[00:10:41.920 --> 00:10:43.920]  所以從這裡面可以看到
[00:10:43.920 --> 00:10:46.920]  他們彼此之間怎麼樣
[00:10:46.920 --> 00:10:50.920]  有一種對信仰的共同的支柱
[00:10:50.920 --> 00:10:52.920]  不僅如此
[00:10:52.920 --> 00:10:55.920]  那個波阿斯看到了路德之後
[00:10:55.920 --> 00:10:58.920]  他的路德講的有一句很重要的話是什麼
[00:10:58.920 --> 00:11:01.920]  第一次見面講了一句很重要的話
[00:11:01.920 --> 00:11:03.920]  他說約以色列的上帝
[00:11:03.920 --> 00:11:09.920]  你所投靠的上主厚厚的賞賜你
[00:11:09.920 --> 00:11:12.920]  我發覺波阿斯講這句話說
[00:11:12.920 --> 00:11:15.920]  因為你說投靠的以色列的上帝
[00:11:15.920 --> 00:11:19.920]  投靠的這位上主厚厚的賞賜給你
[00:11:19.920 --> 00:11:23.920]  當然了波阿斯並不是講講而算
[00:11:23.920 --> 00:11:25.920]  我們今天很多的人就是
[00:11:25.920 --> 00:11:27.920]  雅各書講的叫信心弟兄
[00:11:27.920 --> 00:11:29.920]  他說有一個人過來沒有吃沒有喝的
[00:11:29.920 --> 00:11:32.920]  過來說拉著弟兄姊妹我們一起禱告吧
[00:11:32.920 --> 00:11:33.920]  所以有人講這句話說
[00:11:33.920 --> 00:11:36.920]  你發現今天基督徒
[00:11:36.920 --> 00:11:41.920]  做的最讓人心服口服的
[00:11:41.920 --> 00:11:44.920]  一個偽喪的方式是什麼
[00:11:44.920 --> 00:11:46.920]  就是為你禱告
[00:11:46.920 --> 00:11:48.920]  為什麼什麼事都為你禱告
[00:11:48.920 --> 00:11:50.920]  什麼事情為你禱告
[00:11:50.920 --> 00:11:53.920]  但很多書從雅各書裡面告訴我們是怎麼樣
[00:11:53.920 --> 00:11:55.920]  他是一個人過來的時候沒有吃
[00:11:55.920 --> 00:11:57.920]  你給他一個麵包
[00:11:57.920 --> 00:11:59.920]  他說你為他禱告說你平平安安的回去吧
[00:11:59.920 --> 00:12:01.920]  上帝會賜福給你的
[00:12:01.920 --> 00:12:02.920]  比那樣更好
[00:12:02.920 --> 00:12:05.920]  但是你知道波阿斯是不是告訴路德說
[00:12:05.920 --> 00:12:07.920]  上帝會厚厚的賜福給你的
[00:12:07.920 --> 00:12:08.920]  他什麼都不做呢
[00:12:08.920 --> 00:12:09.920]  不是
[00:12:09.920 --> 00:12:13.920]  波阿斯下面告訴的下面所發生的事情怎麼樣
[00:12:13.920 --> 00:12:15.920]  他把吃的給他
[00:12:15.920 --> 00:12:17.920]  並且告訴那些工人
[00:12:17.920 --> 00:12:19.920]  從一捆捆好的那個稻穀裡面
[00:12:19.920 --> 00:12:21.920]  拿出來故意扔在後面
[00:12:21.920 --> 00:12:23.920]  讓波阿斯拿回家
[00:12:23.920 --> 00:12:24.920]  為什麼
[00:12:24.920 --> 00:12:26.920]  讓路德拿回家
[00:12:26.920 --> 00:12:32.920]  因為他早已經知道路德和那厄米的處境是怎麼樣的
[00:12:32.920 --> 00:12:34.920]  但是在座的各位
[00:12:34.920 --> 00:12:38.920]  什麼樣的人能做出這樣的事情
[00:12:38.920 --> 00:12:40.920]  不為自己的利益
[00:12:40.920 --> 00:12:44.920]  不為自己的衣著
[00:12:44.920 --> 00:12:47.920]  我相信只有一個
[00:12:47.920 --> 00:12:50.920]  他仰望上帝的人
[00:12:50.920 --> 00:12:55.920]  他懂得施捨給窮人
[00:12:55.920 --> 00:12:58.920]  就等於借給耶和華的人
[00:12:58.920 --> 00:13:03.920]  他能做到如此的徹底
[00:13:03.920 --> 00:13:08.920]  畢竟我們可以看到其他的人物也是如此
[00:13:08.920 --> 00:13:13.920]  當路德第一天的出來就有了如此好的收成
[00:13:13.920 --> 00:13:15.920]  回來之後
[00:13:15.920 --> 00:13:18.920]  跟那厄米講了他的故事
[00:13:18.920 --> 00:13:20.920]  那厄米說了一句什麼話
[00:13:20.920 --> 00:13:23.920]  在聖經二章二十二二十節裡面
[00:13:23.920 --> 00:13:25.920]  那厄米說
[00:13:25.920 --> 00:13:27.920]  約上主賜福給波阿斯
[00:13:27.920 --> 00:13:32.920]  他上主始終對活著和死了的人
[00:13:32.920 --> 00:13:36.920]  信使仁慈
[00:13:36.920 --> 00:13:38.920]  你發現
[00:13:38.920 --> 00:13:43.920]  那厄米經歷了他人生中很大的挫折
[00:13:43.920 --> 00:13:45.920]  丈夫離去了
[00:13:45.920 --> 00:13:48.920]  兩個寶貝的兒子離去了
[00:13:48.920 --> 00:13:51.920]  經歷了這樣的一個災難之後
[00:13:51.920 --> 00:13:54.920]  那厄米有沒有離開上帝
[00:13:54.920 --> 00:13:55.920]  沒有
[00:13:55.920 --> 00:13:58.920]  當一個人去恩待他的時候
[00:13:58.920 --> 00:14:01.920]  他立刻把榮耀歸給上帝
[00:14:01.920 --> 00:14:04.920]  他立刻在神的面前
[00:14:04.920 --> 00:14:07.920]  為那個恩待他的人祝福
[00:14:07.920 --> 00:14:09.920]  這一點體現出來
[00:14:09.920 --> 00:14:12.920]  你發現那厄米的信仰
[00:14:12.920 --> 00:14:14.920]  對上帝的那種仰望
[00:14:14.920 --> 00:14:17.920]  對信仰的執著
[00:14:17.920 --> 00:14:22.920]  也不亞於波阿斯對信仰的執著
[00:14:22.920 --> 00:14:25.920]  特別我們可以看到其中的一個人物叫什麼呢
[00:14:25.920 --> 00:14:27.920]  叫路德
[00:14:27.920 --> 00:14:30.920]  你看到路德能聲名大義
[00:14:30.920 --> 00:14:32.920]  他雖然身在逆境之中
[00:14:32.920 --> 00:14:35.920]  他卻選擇了一個正確的信仰
[00:14:35.920 --> 00:14:37.920]  他在路德記一章第十六節裡面
[00:14:37.920 --> 00:14:40.920]  他對他的婆婆怎麼講
[00:14:40.920 --> 00:14:42.920]  他對他婆婆說
[00:14:42.920 --> 00:14:46.920]  你不要催我回去不跟隨你
[00:14:46.920 --> 00:14:48.920]  他說你往哪裡去
[00:14:48.920 --> 00:14:50.920]  我也往哪裡去
[00:14:50.920 --> 00:14:52.920]  你在哪裡住所
[00:14:52.920 --> 00:14:54.920]  我也在哪裡住所
[00:14:54.920 --> 00:14:57.920]  發現最重要的是後面的那兩句話
[00:14:57.920 --> 00:15:00.920]  他說你的國就是我的國
[00:15:00.920 --> 00:15:04.920]  你的神就是我的神
[00:15:04.920 --> 00:15:06.920]  在座的各位
[00:15:06.920 --> 00:15:09.920]  一個外邦女子
[00:15:09.920 --> 00:15:14.920]  她卻講出來說你的神就是我的神
[00:15:14.920 --> 00:15:17.920]  並且你知道摩訶是一個
[00:15:17.920 --> 00:15:21.920]  信仰很混亂的多神的城市
[00:15:21.920 --> 00:15:24.920]  是一個偶像很盛行的城市
[00:15:24.920 --> 00:15:27.920]  是一個道德很敗壞的城市
[00:15:27.920 --> 00:15:34.920]  在那裡面受到那種大環境所影響出來的一個女子
[00:15:34.920 --> 00:15:37.920]  卻能經歷了人生很大的
[00:15:37.920 --> 00:15:41.920]  離丈夫離去的這樣的一個悲劇之後
[00:15:41.920 --> 00:15:43.920]  能對他的婆婆說
[00:15:43.920 --> 00:15:46.920]  你的神就是我的神
[00:15:46.920 --> 00:15:50.920]  你的國就是我的國
[00:15:50.920 --> 00:15:52.920]  各位
[00:15:52.920 --> 00:15:56.920]  從路德的這句話語裡面
[00:15:56.920 --> 00:16:03.920]  我們看到了路德對他婆婆所信奉的這位上帝的認可
[00:16:03.920 --> 00:16:08.920]  也願意把自己完全的交託
[00:16:08.920 --> 00:16:11.920]  所以在座的各位
[00:16:11.920 --> 00:16:15.920]  我們今天很多的人都想說
[00:16:15.920 --> 00:16:19.920]  我們都想實行天長地久
[00:16:19.920 --> 00:16:26.920]  但是我們怎麼樣才能真正的去實現那種天長地久呢
[00:16:26.920 --> 00:16:28.920]  很重要的
[00:16:28.920 --> 00:16:32.920]  我們要實現天長地久的一個很重要的基礎
[00:16:32.920 --> 00:16:39.920]  就是你一定要堅守那個信仰
[00:16:39.920 --> 00:16:45.920]  要共同的與這位上帝既離關係
[00:16:45.920 --> 00:16:50.920]  我們的那種天長地久的那種關係才能真正的牢固
[00:16:50.920 --> 00:16:55.920]  這樣的關係才能真正的天長地久
[00:16:55.920 --> 00:16:58.920]  所以你在菲律賓書第二章一到第二節裡面
[00:16:58.920 --> 00:17:00.920]  他講了這麼一段經文
[00:17:00.920 --> 00:17:02.920]  這段經文說
[00:17:02.920 --> 00:17:09.920]  究竟你們在基督裡的生命有沒有使你們堅強起來呢
[00:17:09.920 --> 00:17:13.920]  他的愛有沒有鼓勵了你們呢
[00:17:13.920 --> 00:17:18.920]  你們和聖靈有沒有團契呢
[00:17:18.920 --> 00:17:24.920]  你們彼此之間有沒有親愛同情的心呢
[00:17:24.920 --> 00:17:26.920]  第二節聖經說
[00:17:26.920 --> 00:17:28.920]  如果有
[00:17:28.920 --> 00:17:29.920]  保羅怎麼說
[00:17:29.920 --> 00:17:33.920]  我要求你們要有共同的目標
[00:17:33.920 --> 00:17:34.920]  共同的愛心
[00:17:34.920 --> 00:17:38.920]  相同的情感和一致的想法
[00:17:38.920 --> 00:17:42.920]  好讓我充滿喜樂
[00:17:42.920 --> 00:17:45.920]  所以你看到這句話語裡面
[00:17:45.920 --> 00:17:47.920]  保羅表達的是什麼意思
[00:17:47.920 --> 00:17:48.920]  首先你說
[00:17:48.920 --> 00:17:49.920]  他說你有基督的生命
[00:17:49.920 --> 00:17:52.920]  你有沒有堅強起來呢
[00:17:52.920 --> 00:17:55.920]  他說基督的愛有沒有給力了你們呢
[00:17:55.920 --> 00:18:00.920]  你們有沒有與聖靈之間真正的那種相交呢
[00:18:00.920 --> 00:18:04.920]  他說你們弟兄姊妹之間有沒有那種整整的彼此相愛呢
[00:18:04.920 --> 00:18:05.920]  各位你發現
[00:18:05.920 --> 00:18:07.920]  如果有具備這四種的話
[00:18:07.920 --> 00:18:10.920]  說明這個人的信仰怎麼樣
[00:18:10.920 --> 00:18:14.920]  這個人他是一定擁有信仰的
[00:18:14.920 --> 00:18:19.920]  這個人也是一定擁有與神有關係的人
[00:18:19.920 --> 00:18:20.920]  保羅第二節說
[00:18:20.920 --> 00:18:21.920]  如果有
[00:18:21.920 --> 00:18:22.920]  他說我要求你們
[00:18:22.920 --> 00:18:23.920]  要求你們什麼樣
[00:18:23.920 --> 00:18:25.920]  有一個共同的目標
[00:18:25.920 --> 00:18:26.920]  同樣的愛心
[00:18:26.920 --> 00:18:29.920]  相同的情感和一致的想法
[00:18:29.920 --> 00:18:31.920]  好讓我充滿喜樂
[00:18:31.920 --> 00:18:32.920]  你發現
[00:18:32.920 --> 00:18:34.920]  如果他說前面那四樣存有的時候
[00:18:34.920 --> 00:18:36.920]  你就會表現出來
[00:18:36.920 --> 00:18:37.920]  另外這四樣
[00:18:37.920 --> 00:18:40.920]  如果你能表現出另外這四樣
[00:18:40.920 --> 00:18:41.920]  這就說明了
[00:18:41.920 --> 00:18:44.920]  他說你們只接的那種關係
[00:18:44.920 --> 00:18:50.920]  他說必定能實現天長地久
[00:18:50.920 --> 00:18:52.920]  各位不僅僅我們知道
[00:18:52.920 --> 00:18:54.920]  一種天長地久的實現
[00:18:54.920 --> 00:18:57.920]  你需要對信仰的一個執著
[00:18:57.920 --> 00:19:01.920]  還有很重要的是人理的定位
[00:19:01.920 --> 00:19:04.920]  什麼叫人理的定位呢
[00:19:04.920 --> 00:19:06.920]  我們今天這個時代的裡面
[00:19:06.920 --> 00:19:09.920]  很多人對人理的定位是怎麼樣的
[00:19:09.920 --> 00:19:14.920]  我們都是要求對我自己的感覺好
[00:19:14.920 --> 00:19:19.920]  我不在乎別人怎麼樣
[00:19:19.920 --> 00:19:21.920]  但是恰恰我們知道
[00:19:21.920 --> 00:19:24.920]  在人理的定位裡面
[00:19:24.920 --> 00:19:26.920]  第一個很重要的是
[00:19:26.920 --> 00:19:28.920]  你如何來調整自己
[00:19:28.920 --> 00:19:31.920]  你如何來改變自己
[00:19:31.920 --> 00:19:35.920]  你如何來要求自己
[00:19:35.920 --> 00:19:37.920]  在第二點裡面告訴我們什麼
