
[00:00:00.000 --> 00:00:04.500]  祝願各位處內平安、身體健康、靈明長進
[00:02:15.500 --> 00:02:20.500]  但其實有些事我們應該做而沒有做
[00:02:20.500 --> 00:02:23.500]  同樣是負上代價
[00:02:23.500 --> 00:02:26.500]  一個很小的例子
[00:02:26.500 --> 00:02:31.500]  假設我每天十五分鐘靈修
[00:02:31.500 --> 00:02:35.500]  不靈修的話,你會想想你會做甚麼
[00:02:35.500 --> 00:02:41.500]  早上可能在暖暖的被窩裡享受十五分鐘
[00:02:41.500 --> 00:02:47.500]  其他時間,滾動手機又十五分鐘
[00:02:47.500 --> 00:02:53.500]  即是你多睡十五分鐘,滾動手機又十五分鐘
[00:02:53.500 --> 00:02:59.500]  就是你放棄靈修的機會成本
[00:02:59.500 --> 00:03:01.500]  哪樣便宜呢?
[00:03:01.500 --> 00:03:07.500]  做是要負上代價,不做也是要負上代價
[00:03:07.500 --> 00:03:11.500]  我們會繼續去研讀《路加福音》
[00:03:11.500 --> 00:03:17.500]  思想一下為毀身跟從耶穌負上代價的課題
[00:03:17.500 --> 00:03:22.500]  看的經文是《路加福音》第九章五十七至六十二節
[00:03:22.500 --> 00:03:27.500]  其中包括了三段跟從耶穌很短的敘事
[00:03:27.500 --> 00:03:30.500]  每個敘事兩節經文
[00:03:30.500 --> 00:03:35.500]  五十七節的上說他們在路上走的時候
[00:03:35.500 --> 00:03:37.500]  提供了一個背景
[00:03:37.500 --> 00:03:41.500]  我們問他們在走什麼路,看回上文
[00:03:41.500 --> 00:03:44.500]  上文五十一至五十六節說
[00:03:44.500 --> 00:03:50.500]  耶穌和門徒從加里尼決意面向耶路撒冷
[00:03:50.500 --> 00:03:54.500]  甘願損上受苦的十家路
[00:03:54.500 --> 00:04:00.500]  他和門徒去到一個叫撒瑪利亞的村莊不被接待
[00:04:00.500 --> 00:04:03.500]  門徒問耶穌厲害嗎?
[00:04:03.500 --> 00:04:07.500]  我吩咐火力降下來毀滅他們
[00:04:07.500 --> 00:04:09.500]  被耶穌罵
[00:04:09.500 --> 00:04:14.500]  甘願一上文門徒對內爭誰大
[00:04:14.500 --> 00:04:16.500]  對外爭山頭主義
[00:04:16.500 --> 00:04:19.500]  排斥那些奉主名趕鬼的人
[00:04:19.500 --> 00:04:23.500]  我們看到這群門徒仍然在摸索
[00:04:23.500 --> 00:04:25.500]  在學習什麼叫跟從耶穌
[00:04:25.500 --> 00:04:27.500]  他們其實不太明白
[00:04:27.500 --> 00:04:33.500]  我們帶著他們剛剛被撒瑪利亞人拒絕
[00:04:33.500 --> 00:04:36.500]  而正面向耶路撒冷
[00:04:36.500 --> 00:04:38.500]  受苦的十家路的這個背景
[00:04:38.500 --> 00:04:41.500]  我們去思想今天這段經文
[00:04:41.500 --> 00:04:47.500]  作者用三段敘事去講述了跟從耶穌的要求
[00:04:47.500 --> 00:04:50.500]  第一、第三兩個個案
[00:04:50.500 --> 00:04:54.500]  是人主動說他要跟從耶穌
[00:04:54.500 --> 00:04:58.500]  第二個個案是耶穌做邀請
[00:04:58.500 --> 00:05:00.500]  從字面看來
[00:05:00.500 --> 00:05:03.500]  跟從耶穌第一個個案是什麼呢?
[00:05:03.500 --> 00:05:05.500]  無枕守之處
[00:05:05.500 --> 00:05:07.500]  第二個個案
[00:05:07.500 --> 00:05:10.500]  連先去埋葬父親都不行
[00:05:10.500 --> 00:05:12.500]  第三個個案
[00:05:12.500 --> 00:05:15.500]  先去慈別家人都不可以
[00:05:15.500 --> 00:05:17.500]  我問了
[00:05:17.500 --> 00:05:20.500]  我們這裡不理或大或小
[00:05:20.500 --> 00:05:23.500]  我們應該有個瓦車頭吧
[00:05:23.500 --> 00:05:26.500]  我們教會經常教很多喪禮
[00:05:26.500 --> 00:05:28.500]  也會探訪很多親友
[00:05:28.500 --> 00:05:31.500]  這段經文對我們有什麼意義呢?
[00:05:31.500 --> 00:05:34.500]  跟從耶穌是否真是要求這麼高?
[00:05:34.500 --> 00:05:38.500]  我們最後今天的經文去思想一下
[00:05:38.500 --> 00:05:40.500]  我們先看第一段敘事
[00:05:40.500 --> 00:05:42.500]  57、58節
[00:05:42.500 --> 00:05:44.500]  有個人對耶穌說
[00:05:44.500 --> 00:05:46.500]  你無論去哪裡
[00:05:46.500 --> 00:05:48.500]  我都一定要跟從你
[00:05:48.500 --> 00:05:49.500]  耶穌說
[00:05:49.500 --> 00:05:50.500]  狐狸有洞
[00:05:50.500 --> 00:05:52.500]  天空的鳥有窩
[00:05:52.500 --> 00:05:54.500]  無枕守之處
[00:05:54.500 --> 00:05:56.500]  假如你參照《馬太福音》
[00:05:56.500 --> 00:05:59.500]  八章十九節的平行經文
[00:05:59.500 --> 00:06:03.500]  提到跟耶穌說話的是一位文士
[00:06:03.500 --> 00:06:06.500]  老家刻意不提供這些資料
[00:06:06.500 --> 00:06:11.500]  似乎想將應用拉闊到普通人那裡
[00:06:11.500 --> 00:06:13.500]  面對一位滿腔熱誠
[00:06:13.500 --> 00:06:14.500]  主動說
[00:06:14.500 --> 00:06:15.500]  無論耶穌你去哪裡
[00:06:15.500 --> 00:06:17.500]  我都要跟從你的人
[00:06:17.500 --> 00:06:19.500]  耶穌應該稱讚
[00:06:19.500 --> 00:06:22.500]  沒有 沒差半句
[00:06:22.500 --> 00:06:25.500]  還發出一個很嚴苛的提醒
[00:06:25.500 --> 00:06:27.500]  估計這個人可能以為
[00:06:27.500 --> 00:06:30.500]  跟耶穌好像當時那些猶太人
[00:06:30.500 --> 00:06:33.500]  跟拉比學校那些妥拉
[00:06:33.500 --> 00:06:34.500]  可能跟他一起住
[00:06:34.500 --> 00:06:35.500]  跟他學習
[00:06:35.500 --> 00:06:37.500]  跟一位名師
[00:06:37.500 --> 00:06:39.500]  做一個入室弟子
[00:06:39.500 --> 00:06:41.500]  在出名門
[00:06:41.500 --> 00:06:43.500]  耶穌要讓這個人知道
[00:06:43.500 --> 00:06:45.500]  不要只是看見
[00:06:45.500 --> 00:06:49.500]  他行神蹟騎士的時候被人擁戴
[00:06:49.500 --> 00:06:50.500]  在現實裡面
[00:06:50.500 --> 00:06:54.500]  往往過著一些沒有固定居所
[00:06:54.500 --> 00:06:57.500]  要依靠其他人願意去款待
[00:06:57.500 --> 00:06:58.500]  願意去供應
[00:06:58.500 --> 00:06:59.500]  否則呢
[00:06:59.500 --> 00:07:01.500]  無枕首之處
[00:07:01.500 --> 00:07:03.500]  上文才剛剛說到
[00:07:03.500 --> 00:07:07.500]  被撒瑪利亞人拒絕
[00:07:07.500 --> 00:07:08.500]  不單單居無
[00:07:08.500 --> 00:07:10.500]  即是定所
[00:07:10.500 --> 00:07:12.500]  這個人大概不明白
[00:07:12.500 --> 00:07:18.500]  耶穌正走向十大路受死
[00:07:18.500 --> 00:07:20.500]  確實在當時的處境
[00:07:20.500 --> 00:07:22.500]  一群門徒跟耶穌
[00:07:22.500 --> 00:07:24.500]  真是無家可歸
[00:07:24.500 --> 00:07:25.500]  而且要面對
[00:07:25.500 --> 00:07:29.500]  見證耶穌在十大路的危害
[00:07:29.500 --> 00:07:31.500]  耶穌要這個人
[00:07:31.500 --> 00:07:34.500]  不要憑一時那種感動衝動
[00:07:34.500 --> 00:07:35.500]  就做決定
[00:07:35.500 --> 00:07:40.500]  要為跟從耶穌計算代價
[00:07:40.500 --> 00:07:42.500]  有時我也要約見一些
[00:07:42.500 --> 00:07:47.500]  考慮要入讀神學院的弟兄姊妹
[00:07:47.500 --> 00:07:48.500]  有年輕人
[00:07:48.500 --> 00:07:50.500]  類似個案
[00:07:50.500 --> 00:07:52.500]  有年輕人聽完一些講座
[00:07:52.500 --> 00:07:54.500]  看完一本神學巨著
[00:07:54.500 --> 00:07:56.500]  很有感動
[00:07:56.500 --> 00:07:57.500]  入神學院
[00:07:57.500 --> 00:07:58.500]  我請問他
[00:07:58.500 --> 00:08:00.500]  你有沒有讀下聖經
[00:08:00.500 --> 00:08:01.500]  少少吧
[00:08:01.500 --> 00:08:03.500]  有沒有讀下主修學
[00:08:03.500 --> 00:08:05.500]  沒什麼
[00:08:05.500 --> 00:08:07.500]  這個感動是好的
[00:08:07.500 --> 00:08:09.500]  是一個開始
[00:08:09.500 --> 00:08:11.500]  跟著慢慢來
[00:08:11.500 --> 00:08:13.500]  慢慢來
[00:08:13.500 --> 00:08:16.500]  我們跟從耶穌
[00:08:16.500 --> 00:08:20.500]  我想大部份人都可以安居
[00:08:20.500 --> 00:08:22.500]  但不過又確實
[00:08:22.500 --> 00:08:24.500]  有關愛使者
[00:08:24.500 --> 00:08:26.500]  他們真是願意放棄
[00:08:26.500 --> 00:08:28.500]  很安舒的環境
[00:08:28.500 --> 00:08:31.500]  去一些相對落後的地方服事
[00:08:31.500 --> 00:08:32.500]  為了福音
[00:08:32.500 --> 00:08:34.500]  踏上一個有危險的路
[00:08:34.500 --> 00:08:36.500]  我還記得我在神學院
[00:08:36.500 --> 00:08:38.500]  開學的第一天
[00:08:38.500 --> 00:08:41.500]  剛剛遇上一位校友
[00:08:41.500 --> 00:08:44.500]  在宣教工場裡安息處外
[00:08:44.500 --> 00:08:46.500]  院長就說
[00:08:46.500 --> 00:08:49.500]  上帝呼召你們
[00:08:49.500 --> 00:08:51.500]  平時為主而活
[00:08:51.500 --> 00:08:52.500]  多加一句
[00:08:52.500 --> 00:08:53.500]  都猜到了
[00:08:53.500 --> 00:08:56.500]  為主而死
[00:08:56.500 --> 00:08:58.500]  跟從主可能每個人
[00:08:58.500 --> 00:09:02.500]  面對著不同的境況
[00:09:02.500 --> 00:09:04.500]  最核心的意義是
[00:09:04.500 --> 00:09:06.500]  我們要抗衡這個世界
[00:09:06.500 --> 00:09:09.500]  抵擋神的價值觀
[00:09:09.500 --> 00:09:10.500]  你要抗衡
[00:09:10.500 --> 00:09:12.500]  抵擋神的價值觀
[00:09:12.500 --> 00:09:14.500]  很自然你要預備
[00:09:14.500 --> 00:09:16.500]  你可能會被拒絕
[00:09:16.500 --> 00:09:17.500]  如果你覺得
[00:09:17.500 --> 00:09:20.500]  跟從這個世界的價值觀
[00:09:20.500 --> 00:09:21.500]  沒什麼辛苦
[00:09:21.500 --> 00:09:22.500]  可能相反
[00:09:22.500 --> 00:09:24.500]  你跟他們太過融洽
[00:09:24.500 --> 00:09:26.500]  你預了可能被拒絕
[00:09:26.500 --> 00:09:27.500]  你被呼召
[00:09:27.500 --> 00:09:30.500]  走上一個不太安舒的路
[00:09:30.500 --> 00:09:32.500]  為主受苦
[00:09:32.500 --> 00:09:34.500]  是一個常態
[00:09:34.500 --> 00:09:36.500]  今天我們仍然
[00:09:36.500 --> 00:09:37.500]  大致上
[00:09:37.500 --> 00:09:38.500]  可以享受一個
[00:09:38.500 --> 00:09:41.500]  安舒的教會生活的時候
[00:09:41.500 --> 00:09:42.500]  我們小心
[00:09:42.500 --> 00:09:43.500]  跟從耶穌
[00:09:43.500 --> 00:09:44.500]  盼望不會變到
[00:09:44.500 --> 00:09:46.500]  好像回一間聖經學校
[00:09:46.500 --> 00:09:49.500]  參加一些宗教聚會
[00:09:49.500 --> 00:09:51.500]  如果只是網上聚會
[00:09:51.500 --> 00:09:54.500]  就更加像看一些影片
[00:09:54.500 --> 00:09:56.500]  在當下一個這麼不容易
[00:09:56.500 --> 00:09:58.500]  這麼多變數的客觀環境
[00:09:58.500 --> 00:10:01.500]  盼望成為一個契機
[00:10:01.500 --> 00:10:03.500]  我們更加多去反思
[00:10:03.500 --> 00:10:05.500]  信仰的意義
[00:10:05.500 --> 00:10:06.500]  我們人生
[00:10:06.500 --> 00:10:09.500]  重新去定一些方向
[00:10:09.500 --> 00:10:10.500]  去多些操練
[00:10:10.500 --> 00:10:14.500]  為主受苦的心智
[00:10:14.500 --> 00:10:16.500]  我們看第二個敘事
[00:10:16.500 --> 00:10:18.500]  59、60節
[00:10:18.500 --> 00:10:20.500]  這次是耶穌向一個人
[00:10:20.500 --> 00:10:22.500]  提出邀請
[00:10:22.500 --> 00:10:23.500]  59節說
[00:10:23.500 --> 00:10:25.500]  你來跟從我
[00:10:25.500 --> 00:10:26.500]  然後這個人就說
[00:10:26.500 --> 00:10:27.500]  主啊
[00:10:27.500 --> 00:10:29.500]  容許我先回去
[00:10:29.500 --> 00:10:31.500]  埋葬我的父親
[00:10:31.500 --> 00:10:34.500]  表面看來很合情合理
[00:10:34.500 --> 00:10:36.500]  參照一些資料
[00:10:36.500 --> 00:10:38.500]  原來按猶太人的習慣
[00:10:38.500 --> 00:10:40.500]  他們祖上最重要的
[00:10:40.500 --> 00:10:42.500]  必須要重讀他們
[00:10:42.500 --> 00:10:44.500]  猶太人一個土詞
[00:10:44.500 --> 00:10:46.500]  叫做Shema
[00:10:46.500 --> 00:10:50.500]  在生命紀錄章的4至5節
[00:10:50.500 --> 00:10:51.500]  以色列
[00:10:51.500 --> 00:10:52.500]  你要聽耶和華
[00:10:52.500 --> 00:10:54.500]  我們的神是獨一的主
[00:10:54.500 --> 00:10:56.500]  你要盡心盡性盡力
[00:10:56.500 --> 00:10:57.500]  愛耶和華
[00:10:57.500 --> 00:10:59.500]  你的神
[00:10:59.500 --> 00:11:02.500]  但是原來猶太人有一樣東西
[00:11:02.500 --> 00:11:04.500]  比唸誦這個土詞
[00:11:04.500 --> 00:11:06.500]  甚至更加重要
[00:11:06.500 --> 00:11:08.500]  就是當一個人的父親
[00:11:08.500 --> 00:11:10.500]  死了的時候
[00:11:10.500 --> 00:11:12.500]  他有最優先的責任
[00:11:12.500 --> 00:11:16.500]  要先妥善去安葬他的父親
[00:11:16.500 --> 00:11:18.500]  大家看40節
[00:11:18.500 --> 00:11:20.500]  耶穌的吩咐說
[00:11:20.500 --> 00:11:22.500]  讓死人埋葬他的死人
[00:11:22.500 --> 00:11:25.500]  你只管去全港神的國
[00:11:25.500 --> 00:11:27.500]  看來耶穌要顛覆他們
[00:11:27.500 --> 00:11:29.500]  當時的優先次序
[00:11:29.500 --> 00:11:32.500]  究竟耶穌是什麼意思呢?
[00:11:32.500 --> 00:11:33.500]  首先我們想想
[00:11:33.500 --> 00:11:36.500]  這個人在什麼處境裡
[00:11:36.500 --> 00:11:38.500]  猶太人的規條
[00:11:38.500 --> 00:11:42.500]  你為葬禮準備屍體
[00:11:42.500 --> 00:11:43.500]  一個星期以內
[00:11:43.500 --> 00:11:44.500]  你是不潔的
[00:11:44.500 --> 00:11:46.500]  所以你不可以到處走
[00:11:46.500 --> 00:11:47.500]  所以估計這個人
[00:11:47.500 --> 00:11:50.500]  不是因為他父親剛剛離世
[00:11:50.500 --> 00:11:52.500]  所以他見到耶穌
[00:11:52.500 --> 00:11:55.500]  學者提出很多不同的可能
[00:11:55.500 --> 00:11:56.500]  其中一個可能就是說
[00:11:56.500 --> 00:11:59.500]  這個人要等他可能年長
[00:11:59.500 --> 00:12:02.500]  可能病患的爸爸離世之後
[00:12:02.500 --> 00:12:04.500]  才跟從耶穌
[00:12:04.500 --> 00:12:07.500]  讓死人埋葬他們的死人
[00:12:07.500 --> 00:12:11.500]  就是指容讓那些不跟隨主
[00:12:11.500 --> 00:12:14.500]  屬靈上面死亡的人
[00:12:14.500 --> 00:12:19.500]  去埋葬一個肉身死亡的人
[00:12:19.500 --> 00:12:20.500]  這個可能就是
[00:12:20.500 --> 00:12:27.500]  當時猶太人安葬的一些俗例
[00:12:27.500 --> 00:12:30.500]  是分兩個不同的階段
[00:12:30.500 --> 00:12:32.500]  首先是將家人離世之後
[00:12:32.500 --> 00:12:38.500]  將屍體放在墳墓裡的石桌上
[00:12:38.500 --> 00:12:42.500]  一年後將骸骨收拾好
[00:12:42.500 --> 00:12:46.500]  放在石桌下的骨坎裡
[00:12:46.500 --> 00:12:50.500]  這個骨坎可能會跟一些先人
[00:12:50.500 --> 00:12:54.500]  祖先的骸骨放在一起
[00:12:54.500 --> 00:12:56.500]  所以這個人可能是說
[00:12:56.500 --> 00:13:01.500]  要等一年後第二個階段的葬禮
[00:13:01.500 --> 00:13:04.500]  讓死人埋葬他們的死人
[00:13:04.500 --> 00:13:08.500]  可能就是指他爸爸的骸骨
[00:13:08.500 --> 00:13:12.500]  跟祖先的骸骨放在一起
[00:13:12.500 --> 00:13:14.500]  不過無論是什麼原因
[00:13:14.500 --> 00:13:16.500]  在當時的處境
[00:13:16.500 --> 00:13:23.500]  我知道耶穌正步向十字路的耶路撒冷
[00:13:23.500 --> 00:13:29.500]  耶穌的死有可能快過這個人處理他的家事
[00:13:29.500 --> 00:13:31.500]  耶穌不可以等一年半載
[00:13:31.500 --> 00:13:34.500]  你才跟從我
[00:13:34.500 --> 00:13:36.500]  不過更深層的意義
[00:13:36.500 --> 00:13:39.500]  這個表面上很嚴苛的要求
[00:13:39.500 --> 00:13:42.500]  是一個羞恥法
[00:13:42.500 --> 00:13:44.500]  讓死人埋葬他的死人
[00:13:44.500 --> 00:13:46.500]  這個「讓」字的原文是什麼呢?
[00:13:46.500 --> 00:13:50.500]  Let go,你放手不要理
[00:13:50.500 --> 00:13:52.500]  你「指管」的意思是什麼呢?
[00:13:52.500 --> 00:13:54.500]  你專注做那些事
[00:13:54.500 --> 00:13:58.500]  即是說,死人的事你Let go
[00:13:58.500 --> 00:14:00.500]  讓死人處理死人的事
[00:14:00.500 --> 00:14:03.500]  你專注去做上帝要你做的事
[00:14:03.500 --> 00:14:06.500]  去傳講次生命的訊息
[00:14:06.500 --> 00:14:08.500]  維生在神的國
[00:14:08.500 --> 00:14:14.500]  相對其他人生的事務更加為優先
[00:14:14.500 --> 00:14:16.500]  我們可能跟從主
[00:14:16.500 --> 00:14:18.500]  我們的歷程裏面
[00:14:18.500 --> 00:14:20.500]  可能面對不同的境況
[00:14:20.500 --> 00:14:24.500]  我們固然要履行很多家庭義務
[00:14:24.500 --> 00:14:26.500]  很多當進的責任
[00:14:26.500 --> 00:14:28.500]  但當我們的職責
[00:14:28.500 --> 00:14:31.500]  我們的願望跟從耶穌的要求
[00:14:31.500 --> 00:14:33.500]  發生衝突的時候
[00:14:33.500 --> 00:14:37.500]  「維生在神的國」仍然是優先
[00:14:37.500 --> 00:14:39.500]  以前我們常說
[00:14:39.500 --> 00:14:43.500]  人生有多少個十年?
[00:14:43.500 --> 00:14:47.500]  我們人生有太多有意義的事要去做
[00:14:47.500 --> 00:14:51.500]  只不過要分優先次序
[00:14:51.500 --> 00:14:54.500]  以前人生有多少個十年?
[00:14:54.500 --> 00:14:56.500]  在香港當下的處境
[00:14:56.500 --> 00:15:00.500]  我連下個月發生什麼事都回答不了你
[00:15:00.500 --> 00:15:03.500]  真的要好好珍惜
[00:15:03.500 --> 00:15:06.500]  做到就去做
[00:15:06.500 --> 00:15:08.500]  很多事很有意義
[00:15:08.500 --> 00:15:10.500]  但如果是次要的
[00:15:10.500 --> 00:15:15.500]  請放手
[00:15:15.500 --> 00:15:18.500]  不要為雞毛蒜皮的事搞著你
[00:15:18.500 --> 00:15:19.500]  放手
[00:15:19.500 --> 00:15:20.500]  哪樣重要?
[00:15:20.500 --> 00:15:24.500]  趁有機會先做
[00:15:24.500 --> 00:15:26.500]  在信仰實踐的時候
[00:15:26.500 --> 00:15:28.500]  我們不用一概而論
[00:15:28.500 --> 00:15:30.500]  不同的情況
[00:15:30.500 --> 00:15:33.500]  可能每個人的領受也不一樣
[00:15:33.500 --> 00:15:34.500]  我舉個例子
[00:15:34.500 --> 00:15:38.500]  可能有人表面看來很衛生在教會侍奉
[00:15:38.500 --> 00:15:42.500]  但背後可能是為了他不想面對家裡的麻煩事
[00:15:42.500 --> 00:15:46.500]  回來用侍奉逃避
[00:15:46.500 --> 00:15:48.500]  反過來有人說
[00:15:48.500 --> 00:15:51.500]  不好意思我要暫停教會的侍奉
[00:15:51.500 --> 00:15:53.500]  可能他為了很想
[00:15:53.500 --> 00:15:55.500]  按著神的意思
[00:15:55.500 --> 00:15:56.500]  按著神的教導
[00:15:56.500 --> 00:15:58.500]  好好牧養他的孩子
[00:15:58.500 --> 00:16:02.500]  所以關鍵不是我們在做什麼
[00:16:02.500 --> 00:16:04.500]  而是我們為什麼要做
[00:16:04.500 --> 00:16:07.500]  最重要是看出我們跟上帝的關係
[00:16:07.500 --> 00:16:09.500]  是用神的眼光
[00:16:09.500 --> 00:16:11.500]  不是用自己的眼光
[00:16:11.500 --> 00:16:13.500]  去履行各樣的責任
[00:16:13.500 --> 00:16:15.500]  當然全港神的國
[00:16:15.500 --> 00:16:18.500]  這是責無旁貸
[00:16:18.500 --> 00:16:20.500]  我們看第三個敘事
[00:16:20.500 --> 00:16:22.500]  六十一節
[00:16:22.500 --> 00:16:24.500]  有一個人跟耶穌說
[00:16:24.500 --> 00:16:26.500]  主啊我要跟從祢
[00:16:26.500 --> 00:16:30.500]  但容許我先去辭別我的家人
[00:16:30.500 --> 00:16:32.500]  耶穌跟他說
[00:16:32.500 --> 00:16:33.500]  守扶著禮
[00:16:33.500 --> 00:16:34.500]  向後看的人
[00:16:34.500 --> 00:16:37.500]  不配進神的國
[00:16:37.500 --> 00:16:40.500]  巴勒斯坦的地勢不是很平
[00:16:40.500 --> 00:16:41.500]  耕地的時候
[00:16:41.500 --> 00:16:43.500]  如果你回頭看後面
[00:16:43.500 --> 00:16:45.500]  你根本沒有辦法向前走
[00:16:45.500 --> 00:16:46.500]  我們也猜到
[00:16:46.500 --> 00:16:47.500]  怎麼會耕田的時候
[00:16:47.500 --> 00:16:49.500]  向後看呢
[00:16:49.500 --> 00:16:51.500]  不配進的意思是不合用
[00:16:51.500 --> 00:16:53.500]  不是說你進不去
[00:16:53.500 --> 00:16:55.500]  你不合用
[00:16:55.500 --> 00:16:57.500]  一個依戀以往舊事的人
[00:16:57.500 --> 00:16:59.500]  你不向前看
[00:16:59.500 --> 00:17:01.500]  就不能成為上帝
[00:17:01.500 --> 00:17:04.500]  一個合用的器皿
[00:17:04.500 --> 00:17:06.500]  我們試想想這個人
[00:17:06.500 --> 00:17:08.500]  他當時的處境
[00:17:08.500 --> 00:17:11.500]  這個人稱呼耶穌為主
[00:17:11.500 --> 00:17:12.500]  從耶穌的回應
[00:17:12.500 --> 00:17:13.500]  他說
[00:17:13.500 --> 00:17:14.500]  守扶著禮
[00:17:14.500 --> 00:17:16.500]  向後看的人
[00:17:16.500 --> 00:17:17.500]  我估計這個人
[00:17:17.500 --> 00:17:19.500]  其實對耶穌有一定的認識
[00:17:19.500 --> 00:17:22.500]  又或者曾經考慮過
[00:17:22.500 --> 00:17:24.500]  跟著祂吧
[00:17:24.500 --> 00:17:29.500]  我又仍然未能夠毀身
[00:17:29.500 --> 00:17:30.500]  這個人說
[00:17:30.500 --> 00:17:33.500]  要容許我先去慈別我家人
[00:17:33.500 --> 00:17:34.500]  看來就不一定
[00:17:34.500 --> 00:17:37.500]  跟家人在一個簡短的相聚
[00:17:37.500 --> 00:17:38.500]  然後就立定心志
[00:17:38.500 --> 00:17:40.500]  要毀身跟從那種
[00:17:40.500 --> 00:17:42.500]  仍然很想
[00:17:42.500 --> 00:17:44.500]  你等我去履行一連串
[00:17:44.500 --> 00:17:46.500]  我想做的事
[00:17:46.500 --> 00:17:49.500]  拖拖拉拉猶豫中
[00:17:49.500 --> 00:17:53.500]  這是第一個詮釋
[00:17:53.500 --> 00:17:55.500]  從這個層面去思考
[00:17:55.500 --> 00:17:57.500]  我們試想聯想到舊約
[00:17:57.500 --> 00:17:59.500]  一段經文
[00:17:59.500 --> 00:18:01.500]  先知以利亞選召
[00:18:01.500 --> 00:18:04.500]  以利沙的場景
[00:18:04.500 --> 00:18:06.500]  在輔助經文裏面
[00:18:06.500 --> 00:18:09.500]  在列王紀上十九章
[00:18:09.500 --> 00:18:11.500]  十九至二十一節
[00:18:11.500 --> 00:18:13.500]  請聽我重讀
[00:18:13.500 --> 00:18:16.500]  我只看二十二十一節
[00:18:16.500 --> 00:18:19.500]  以利沙離開了一隻牛
[00:18:19.500 --> 00:18:21.500]  跑到以利亞那裏說
[00:18:21.500 --> 00:18:24.500]  請你讓我先與父母問別
[00:18:24.500 --> 00:18:26.500]  然後我就跟隨你
[00:18:26.500 --> 00:18:28.500]  以利亞跟他說
[00:18:28.500 --> 00:18:29.500]  應我對你所做的話
[00:18:29.500 --> 00:18:30.500]  你去吧
[00:18:30.500 --> 00:18:32.500]  然後回來
[00:18:32.500 --> 00:18:34.500]  以利沙離開了他們
[00:18:34.500 --> 00:18:35.500]  載了一隻牛
[00:18:35.500 --> 00:18:37.500]  用吐牛的器具
[00:18:37.500 --> 00:18:39.500]  煮肉給百姓吃
[00:18:39.500 --> 00:18:41.500]  然後就起身跟隨以利亞
[00:18:41.500 --> 00:18:44.500]  服侍他
[00:18:44.500 --> 00:18:45.500]  在舊約的時候
[00:18:45.500 --> 00:18:48.500]  當以利亞選召以利沙
[00:18:48.500 --> 00:18:52.500]  是比以利沙先與父母問別
[00:18:52.500 --> 00:18:54.500]  是不是?
[00:18:54.500 --> 00:18:55.500]  耶穌的回應
[00:18:55.500 --> 00:18:59.500]  似乎比以利亞嚴苛很多
[00:18:59.500 --> 00:19:01.500]  剛過了聖誕節
[00:19:01.500 --> 00:19:05.500]  耶穌降生在馬槽
[00:19:05.500 --> 00:19:07.500]  渡成肉身
[00:19:07.500 --> 00:19:09.500]  直接走上十家路
