
[00:00:00.000 --> 00:00:03.540]  啟示第一章其實很主要是擺在
[00:04:47.700 --> 00:04:50.020]  讓他們看見神真真正正的面孔
[00:04:50.020 --> 00:04:52.660]  神真真正正的形象是怎樣的形象
[00:04:52.660 --> 00:04:56.660]  神是有那個無限的愛
[00:04:56.660 --> 00:05:00.300]  但是神亦是不以有罪為無罪的神
[00:05:00.300 --> 00:05:04.220]  以致到我們是真的存一個愛神的心
[00:05:04.220 --> 00:05:07.380]  但是又存一個敬畏神的心
[00:05:07.380 --> 00:05:09.020]  今時今日很多時候
[00:05:09.020 --> 00:05:12.340]  我們沒有了敬畏神的心那一面
[00:05:12.340 --> 00:05:16.260]  所以我們犯罪好像覺得很普通
[00:05:16.260 --> 00:05:19.020]  甚至犯罪後 悔改就可以了
[00:05:19.020 --> 00:05:21.620]  我認錯就可以了
[00:05:21.620 --> 00:05:24.820]  將神輕慢了
[00:05:24.820 --> 00:05:26.980]  這個在第一章的時候我們已經看見
[00:05:26.980 --> 00:05:29.260]  耶穌基督的形象已經不是這樣的了
[00:05:29.260 --> 00:05:29.900]  為甚麼
[00:05:29.900 --> 00:05:31.540]  因為在啟示錄裡面
[00:05:31.540 --> 00:05:33.860]  所表達的耶穌的形象是怎樣
[00:05:33.860 --> 00:05:37.020]  就是那個升到高天之上
[00:05:37.020 --> 00:05:39.820]  天上地下所有的權柄都似給我了
[00:05:39.820 --> 00:05:42.020]  祂本來來到這個世界謙卑自己
[00:05:42.020 --> 00:05:44.700]  擺下所有一切的東西
[00:05:44.700 --> 00:05:45.940]  所有祂的榮耀
[00:05:45.940 --> 00:05:50.420]  如果耶穌基督帶著祂的榮耀的身份來到這個世界
[00:05:50.420 --> 00:05:54.140]  我們沒有一個人能夠去接近祂
[00:05:54.140 --> 00:05:56.860]  但是當主耶穌基督復活升天的時候
[00:05:56.860 --> 00:05:59.940]  成就了祂的救恩的時候
[00:05:59.940 --> 00:06:00.500]  聖經說甚麼
[00:06:00.500 --> 00:06:04.340]  祂兩目如同火焰 腳像光明瞳
[00:06:04.340 --> 00:06:08.020]  很不同的形象
[00:06:08.020 --> 00:06:10.860]  所以在第一章我們看見主耶穌的形象
[00:06:10.860 --> 00:06:12.220]  其實已經是這樣
[00:06:12.220 --> 00:06:16.460]  在第二第三章就說到七個的教會
[00:06:16.460 --> 00:06:17.540]  每一個教會
[00:06:17.540 --> 00:06:18.740]  逐一個由以弗所
[00:06:18.740 --> 00:06:20.140]  一直說到這個
[00:06:20.140 --> 00:06:24.060]  善妹娜 別加摩 推亞推拉 撒迪
[00:06:24.060 --> 00:06:26.820]  菲拉鐵菲 老弟加教會
[00:06:26.820 --> 00:06:30.260]  對於這個第二第三章七個教會
[00:06:30.260 --> 00:06:32.060]  神學家 學者
[00:06:32.060 --> 00:06:33.980]  或者整間神學院
[00:06:33.980 --> 00:06:37.940]  他們有一種幾方面不同的看法
[00:06:37.940 --> 00:06:39.980]  我今天都會很簡單的
[00:06:39.980 --> 00:06:45.220]  跟大家有少少在這個信息裏面會分享到
[00:06:45.220 --> 00:06:47.180]  有不同的看法
[00:06:47.180 --> 00:06:49.900]  但是今天我們去到第四章
[00:06:49.900 --> 00:06:51.660]  第四章是做甚麼的呢
[00:06:51.660 --> 00:06:53.020]  第四章
[00:06:53.020 --> 00:06:55.300]  我給了一個題目的名稱
[00:06:55.300 --> 00:06:57.700]  大家如果拿著手裏面那個副頁
[00:06:57.700 --> 00:07:01.660]  叫做「天庭異像之榮耀的神」
[00:07:01.660 --> 00:07:08.020]  第四章和第五章是一個很相輔相成的
[00:07:08.020 --> 00:07:12.860]  首先當離開了這個世上七個教會
[00:07:12.860 --> 00:07:19.060]  逐個逐個有地方有名有姓的教會之後
[00:07:19.060 --> 00:07:21.420]  在這個第四章
[00:07:21.420 --> 00:07:24.860]  我們進入到一個不同的境界
[00:07:24.860 --> 00:07:29.140]  所以當我一直在讀這個聖經裏面
[00:07:29.140 --> 00:07:30.540]  去研讀聖經
[00:07:30.540 --> 00:07:32.420]  是讀到第四章的時候
[00:07:32.420 --> 00:07:35.780]  其實年幾前已經讀到第四章
[00:07:35.780 --> 00:07:37.500]  寫了這些筆記了
[00:07:37.500 --> 00:07:42.940]  我現在是做到第十一章的第十六節了
[00:07:42.940 --> 00:07:44.100]  啟示錄十一章十六節
[00:07:44.100 --> 00:07:45.500]  即是寫這些講道的筆記
[00:07:45.500 --> 00:07:47.500]  寫到第十一章第十六節
[00:07:47.500 --> 00:07:51.460]  已經在我的時間裏面慢了
[00:07:51.460 --> 00:07:53.940]  但是當我去到第四章這一段經文
[00:07:53.940 --> 00:07:55.500]  這章聖經的時候
[00:07:55.500 --> 00:07:57.380]  我可以告訴大家
[00:07:57.380 --> 00:08:02.220]  是有很多不同的境界出現了
[00:08:02.220 --> 00:08:04.540]  我們看第四章的開始
[00:08:04.540 --> 00:08:06.900]  第一節的經文
[00:08:06.900 --> 00:08:10.740]  首先在開場介紹這裏
[00:08:10.740 --> 00:08:11.860]  我和大家看一看
[00:08:11.860 --> 00:08:13.860]  第四章和第五章的聖經
[00:08:13.860 --> 00:08:16.180]  是被稱為天庭的意象
[00:08:16.180 --> 00:08:17.700]  甚麼是天庭的意象
[00:08:17.700 --> 00:08:20.460]  即是說不是你肉眼看得到
[00:08:20.460 --> 00:08:25.380]  這是一個教堂 有椅子 有人 有一個螢幕
[00:08:25.380 --> 00:08:27.900]  這些全部用肉眼看得見
[00:08:27.900 --> 00:08:32.740]  但是當要看到天上的天庭意象的時候
[00:08:32.740 --> 00:08:36.820]  我們用超級無敵的望遠鏡都看不到
[00:08:36.820 --> 00:08:38.260]  大家知道這個世界有多大
[00:08:38.260 --> 00:08:39.940]  這個宇宙有多大
[00:08:39.940 --> 00:08:41.700]  神是多麼
[00:08:41.700 --> 00:08:43.780]  如果用物質的角度
[00:08:43.780 --> 00:08:45.660]  神是多麼大
[00:08:45.660 --> 00:08:47.780]  大到多麼厲害
[00:08:47.780 --> 00:08:49.900]  你想像一樣東西就可以了
[00:08:49.900 --> 00:08:53.580]  如果讓你面對面有一個六呎高的人
[00:08:53.580 --> 00:08:54.780]  六呎高都不算矮
[00:08:54.780 --> 00:08:57.460]  你看見他整個人 你都看得到的
[00:08:57.460 --> 00:09:01.220]  但是如果這個人是六萬呎高
[00:09:01.220 --> 00:09:04.300]  而在你面前的時候 你看到甚麼
[00:09:04.300 --> 00:09:05.140]  你看到甚麼
[00:09:05.140 --> 00:09:07.900]  你站在那裏看著 在你面前看著
[00:09:07.900 --> 00:09:11.180]  你看到他的腳趾甲的一部分
[00:09:11.180 --> 00:09:12.980]  你都不知道這個是人
[00:09:12.980 --> 00:09:15.020]  你根本不知道他是甚麼
[00:09:15.020 --> 00:09:16.220]  因為他大到這麼厲害
[00:09:16.220 --> 00:09:17.940]  我只是說六萬呎高
[00:09:17.940 --> 00:09:19.820]  神是有多高多大
[00:09:19.820 --> 00:09:23.500]  以多少億億億年來計
[00:09:23.500 --> 00:09:25.500]  以億億億光年來計
[00:09:25.500 --> 00:09:27.700]  我們都不能夠說神有多大
[00:09:27.700 --> 00:09:30.940]  因為神就是充滿萬有所充滿的
[00:09:30.940 --> 00:09:31.860]  你想一下
[00:09:31.860 --> 00:09:34.260]  充滿萬有所充滿的
[00:09:34.260 --> 00:09:37.660]  我今天想和大家看天庭意象第四章
[00:09:37.660 --> 00:09:40.540]  我們要用到我們那個
[00:09:40.540 --> 00:09:42.540]  我不是用幻想
[00:09:42.540 --> 00:09:45.500]  我們去到一個角度看
[00:09:45.500 --> 00:09:50.420]  不可以用我們在世上平日所見到的東西去比較
[00:09:50.420 --> 00:09:53.380]  因為沒有一樣東西是無限這麼大
[00:09:53.380 --> 00:09:54.820]  無限這麼漂亮
[00:09:54.820 --> 00:09:55.780]  是沒有一樣東西
[00:09:55.780 --> 00:09:58.020]  其實啟述第四第五章
[00:09:58.020 --> 00:10:01.100]  都已經去盡量用世間裏面
[00:10:01.100 --> 00:10:06.580]  最能夠可以還原文字語言表達的方法去嘗試表達
[00:10:06.580 --> 00:10:10.820]  嘗試表達而已
[00:10:10.820 --> 00:10:13.980]  是不是能夠可以盡量表達得出來呢
[00:10:13.980 --> 00:10:18.620]  這個是要加上我們的想像
[00:10:18.620 --> 00:10:19.980]  Imagination
[00:10:19.980 --> 00:10:21.780]  想像力下去
[00:10:21.780 --> 00:10:26.900]  想像力其實已經是超越了這個時空和物質的世界
[00:10:26.900 --> 00:10:28.660]  大家明白我說什麼嗎
[00:10:28.660 --> 00:10:31.540]  好像現在大家在當中
[00:10:31.540 --> 00:10:34.580]  你現在可以腦袋去了加拿大
[00:10:34.580 --> 00:10:35.860]  行不行
[00:10:35.860 --> 00:10:36.700]  可不可以
[00:10:36.700 --> 00:10:37.420]  可以的
[00:10:37.420 --> 00:10:38.500]  你想像嘛
[00:10:38.500 --> 00:10:39.460]  我想
[00:10:39.460 --> 00:10:40.860]  現在我在多倫多
[00:10:40.860 --> 00:10:43.980]  我在Ponderosa吃牛扒
[00:10:43.980 --> 00:10:45.780]  你的腦袋已經去了
[00:10:45.780 --> 00:10:46.980]  但你還在這裏
[00:10:46.980 --> 00:10:50.340]  或者是二十年前發生的事
[00:10:50.340 --> 00:10:51.340]  你的腦袋已經去了
[00:10:51.340 --> 00:10:53.460]  所以這個不是物質的世界
[00:10:53.460 --> 00:10:56.180]  物質的世界你不可能這樣做
[00:10:56.180 --> 00:11:02.060]  所以神給我們人是有一個很具體的物質世界
[00:11:02.060 --> 00:11:06.020]  我們能夠可以用眼耳口鼻去嘗試去聽
[00:11:06.020 --> 00:11:08.620]  但又給我們有一個感受
[00:11:08.620 --> 00:11:10.020]  有個感覺
[00:11:10.020 --> 00:11:11.660]  有個想像力
[00:11:11.660 --> 00:11:13.980]  這個已經超越了物質的世界
[00:11:13.980 --> 00:11:18.860]  給我們能夠可以好像連接到神的靈界那裏
[00:11:18.860 --> 00:11:20.180]  給我們開始去想
[00:11:20.180 --> 00:11:22.020]  靈界是怎樣的呢
[00:11:22.020 --> 00:11:23.820]  如果我們沒有這種的思維
[00:11:23.820 --> 00:11:25.180]  我們根本連靈界是怎樣的
[00:11:25.180 --> 00:11:27.580]  我們都沒有辦法可以理解得到
[00:11:27.580 --> 00:11:30.020]  所以其實第四章
[00:11:30.020 --> 00:11:33.740]  當我一路研讀第四章的時候
[00:11:33.740 --> 00:11:36.620]  心情是很不同的
[00:11:36.620 --> 00:11:38.620]  真的好像去到天上
[00:11:38.620 --> 00:11:42.260]  因為它就帶我們去到天上看東西
[00:11:42.260 --> 00:11:45.100]  第四第五章聖經就被稱為天庭的意象
[00:11:45.100 --> 00:11:49.100]  內容是充滿著彈琴唱歌敬拜神
[00:11:49.100 --> 00:11:49.780]  當然了
[00:11:49.780 --> 00:11:51.220]  去到這個天庭
[00:11:51.220 --> 00:11:53.260]  即是彷彿如果今時今日
[00:11:53.260 --> 00:11:55.740]  我們從來沒有人去過
[00:11:55.740 --> 00:11:59.140]  如果我們去過這個昔日
[00:11:59.140 --> 00:12:02.540]  譬如好像康熙王
[00:12:02.540 --> 00:12:05.260]  康熙王坐在那個王座上
[00:12:05.260 --> 00:12:08.900]  我們是有機會去看一看
[00:12:08.900 --> 00:12:11.660]  或者去到當中看一看
[00:12:11.660 --> 00:12:13.540]  究竟這個皇帝是怎樣的呢
[00:12:13.540 --> 00:12:15.380]  那些御林軍是怎樣的呢
[00:12:15.380 --> 00:12:19.140]  那個皇宮的殿是怎樣的呢
[00:12:19.140 --> 00:12:20.740]  即是大家可以從想像中
[00:12:20.740 --> 00:12:21.580]  我們都想像中
[00:12:21.580 --> 00:12:24.060]  當然是金碧輝煌
[00:12:24.060 --> 00:12:28.380]  那些御林軍當然個個都六尺昂唐
[00:12:28.380 --> 00:12:29.580]  是不是叫昂唐
[00:12:29.580 --> 00:12:31.100]  總之就是高高大大
[00:12:31.100 --> 00:12:31.700]  是不是
[00:12:31.700 --> 00:12:32.940]  手瓜起展
[00:12:32.940 --> 00:12:34.740]  保護皇帝的
[00:12:34.740 --> 00:12:38.140]  我們一定會想像到這些出來的
[00:12:38.140 --> 00:12:40.620]  其實在第四第五章
[00:12:40.620 --> 00:12:42.020]  聖經裏面表達到
[00:12:42.020 --> 00:12:43.300]  這個天庭
[00:12:43.300 --> 00:12:45.940]  即是神在那裏的地方
[00:12:45.940 --> 00:12:48.060]  其實神根本不需要坐在那裏
[00:12:48.060 --> 00:12:51.420]  只不過給我們這些有限的人
[00:12:51.420 --> 00:12:52.900]  去想像中
[00:12:52.900 --> 00:12:53.740]  神是怎樣的
[00:12:53.740 --> 00:12:56.820]  所以祂給我們這個景象看見
[00:12:56.820 --> 00:12:58.340]  所以在那裏是充滿著甚麼
[00:12:58.340 --> 00:13:00.260]  有彈琴有唱歌
[00:13:00.260 --> 00:13:01.380]  他們為甚麼要彈琴
[00:13:01.380 --> 00:13:02.700]  為甚麼要唱歌
[00:13:02.700 --> 00:13:03.780]  在那裏做甚麼
[00:13:03.780 --> 00:13:06.420]  原來是一個敬拜神
[00:13:06.420 --> 00:13:07.700]  是讚美神
[00:13:07.700 --> 00:13:10.020]  是歌頌神
[00:13:10.020 --> 00:13:11.540]  所以弟兄姊妹
[00:13:11.540 --> 00:13:14.060]  我讀到這些經文的時候
[00:13:14.060 --> 00:13:16.260]  當我去思想這些經文的時候
[00:13:16.260 --> 00:13:17.820]  當我在禱告裏面
[00:13:17.820 --> 00:13:20.140]  去思考這些經文的時候
[00:13:20.140 --> 00:13:20.980]  那個心
[00:13:20.980 --> 00:13:25.500]  是真的很有不同的一種感受
[00:13:25.500 --> 00:13:29.060]  學者就去研究啟示錄的第四第五章裏面
[00:13:29.060 --> 00:13:30.260]  所描述的
[00:13:30.260 --> 00:13:34.460]  這個天上的聖殿裏面的景象的時候
[00:13:34.460 --> 00:13:35.700]  他們會發覺到
[00:13:35.700 --> 00:13:41.820]  和猶太的會堂裏面的祖神崇拜
[00:13:41.820 --> 00:13:45.420]  祖神崇拜即是好像我們現在的祖堂崇拜
[00:13:45.420 --> 00:13:48.140]  他們發覺原來和猶太人的敬拜
[00:13:48.140 --> 00:13:49.900]  是有些相似的
[00:13:49.900 --> 00:13:52.060]  猶太人的祖神的敬拜
[00:13:52.060 --> 00:13:53.660]  是有文獻記錄下來的
[00:13:53.660 --> 00:13:54.300]  當然有啦
[00:13:54.300 --> 00:13:56.740]  他們是在做這件事的
[00:13:56.740 --> 00:13:58.580]  你說有相似
[00:13:58.580 --> 00:14:00.780]  其實一點都不奇怪
[00:14:00.780 --> 00:14:03.380]  因為猶太人之所以會這樣去敬拜神
[00:14:03.380 --> 00:14:04.940]  他們的根據是甚麼呢
[00:14:04.940 --> 00:14:07.380]  根據都是根據他們對神的認識
[00:14:07.380 --> 00:14:08.580]  對聖經的認識
[00:14:08.580 --> 00:14:10.540]  我們不要不知道神
[00:14:10.540 --> 00:14:15.180]  神是特別給猶太人有一個很特別的啟示
[00:14:15.180 --> 00:14:18.780]  所以最初得到從神而來的啟示是甚麼人
[00:14:18.780 --> 00:14:20.220]  就是這些猶太人
[00:14:20.220 --> 00:14:21.940]  就是他們有我們叫舊約聖經
[00:14:21.940 --> 00:14:23.700]  他們怎麼都不認舊約聖經的
[00:14:23.700 --> 00:14:25.060]  因為他們只有一本約
[00:14:25.060 --> 00:14:26.620]  他們不相信新約的
[00:14:26.620 --> 00:14:28.540]  他們只有一本聖經
[00:14:28.540 --> 00:14:30.660]  他們的聖經叫做Torah
[00:14:30.660 --> 00:14:32.860]  Torah這個字是甚麼呢
[00:14:32.860 --> 00:14:34.740]  就是指示你的意思
[00:14:34.740 --> 00:14:35.940]  神的指示
[00:14:35.940 --> 00:14:37.340]  Torah
[00:14:37.340 --> 00:14:38.660]  神的說話
[00:14:38.660 --> 00:14:39.900]  神的教導
[00:14:39.900 --> 00:14:41.140]  神的啟示
[00:14:41.140 --> 00:14:43.420]  被他們猶太人寫了下來
[00:14:43.420 --> 00:14:45.140]  所以當他們敬拜神的時候
[00:14:45.140 --> 00:14:47.100]  他們按照舊約的聖經
[00:14:47.100 --> 00:14:48.100]  我們叫舊約聖經
[00:14:48.100 --> 00:14:50.420]  裡面對神的認識
[00:14:50.420 --> 00:14:52.260]  那個指引
[00:14:52.260 --> 00:14:56.300]  他們是作出他們的敬拜
[00:14:56.300 --> 00:14:59.220]  當然是會很相似
[00:14:59.220 --> 00:15:00.700]  但是也有些學者
[00:15:00.700 --> 00:15:02.420]  當他研究這個
[00:15:02.420 --> 00:15:04.620]  但爾利書第七章九至二十七節
[00:15:04.620 --> 00:15:06.180]  和以西傑書一章
[00:15:06.180 --> 00:15:07.620]  到三章的時候
[00:15:07.620 --> 00:15:08.700]  他們會發覺
[00:15:08.700 --> 00:15:10.500]  其實啟示錄
[00:15:10.500 --> 00:15:12.860]  這裡第四章第五章所形容的
[00:15:12.860 --> 00:15:14.340]  是更加接近
[00:15:14.340 --> 00:15:17.220]  但爾利書和以西傑書那裡
[00:15:17.220 --> 00:15:19.700]  如果你想去真的做一個比對
[00:15:19.700 --> 00:15:21.460]  其實如果要做比對
[00:15:21.460 --> 00:15:22.220]  因為地
[00:15:22.220 --> 00:15:23.140]  不是地方
[00:15:23.140 --> 00:15:24.860]  因為這個
[00:15:24.860 --> 00:15:26.700]  我不想印這麼多東西給大家
[00:15:26.700 --> 00:15:27.980]  所以我沒有做一個比對
[00:15:27.980 --> 00:15:30.380]  其實一位學者叫羅偉
[00:15:30.380 --> 00:15:31.540]  這個羅偉學者
[00:15:31.540 --> 00:15:33.820]  他本來是一個律師
[00:15:33.820 --> 00:15:35.180]  在台灣做律師
[00:15:35.180 --> 00:15:36.500]  但是他讀神學
[00:15:36.500 --> 00:15:38.740]  接著去到英國再讀神學
[00:15:38.740 --> 00:15:44.540]  接著他就寫了一本啟示錄的解經書
[00:15:44.540 --> 00:15:48.580]  我就參考他來其中一個看的一本
[00:15:48.580 --> 00:15:50.660]  我看真的有三十本的
[00:15:50.660 --> 00:15:52.460]  真的有三十本的
[00:15:52.460 --> 00:15:54.700]  你看我辦公室的書架
[00:15:54.700 --> 00:15:56.820]  我放在這裡經常用來參考的
[00:15:56.820 --> 00:15:59.380]  我不是每一句東西我都看完三十本
[00:15:59.380 --> 00:16:02.380]  但是有些重點的我真的要看完
[00:16:02.380 --> 00:16:04.380]  來看看大家怎麼看
[00:16:04.380 --> 00:16:06.740]  有什麼共通點
[00:16:06.740 --> 00:16:12.060]  這個羅偉是其中一個非常有份量的重量級
[00:16:12.060 --> 00:16:16.940]  他就直接將達爾利書和以西傑書
[00:16:16.940 --> 00:16:20.780]  和第四章第五章做一個比對
[00:16:20.780 --> 00:16:23.780]  Compare and Contrast
[00:16:23.780 --> 00:16:26.860]  你會發覺真的不是空口說白話
[00:16:26.860 --> 00:16:29.460]  如果你有興趣你自己回去慢慢做研究
[00:16:29.460 --> 00:16:32.900]  這個就不是主要崇拜港獨的時候
[00:16:32.900 --> 00:16:35.380]  和大家去看的那個表
[00:16:35.380 --> 00:16:37.020]  第五章就是講什麼呢
[00:16:37.020 --> 00:16:40.900]  第五章就是講到天父神對高揚的授權
[00:16:40.900 --> 00:16:43.900]  讓他執行永恆的計劃
[00:16:43.900 --> 00:16:47.340]  當我們講完第四章去到第五章的時候
[00:16:47.340 --> 00:16:49.380]  我就會詳細講解這是講什麼意思
[00:16:49.380 --> 00:16:52.620]  我們現在正式看到啟示錄的第四章
[00:16:52.620 --> 00:16:54.940]  第一次說 這些事以後
[00:16:54.940 --> 00:16:59.740]  我觀看 看見天上有一道門開著
[00:16:59.740 --> 00:17:04.580]  我頭一次聽見的那號仗吹號的聲音對我說
[00:17:04.580 --> 00:17:11.020]  理想者裡來 我要把此後必須發生的事指示你
[00:17:11.020 --> 00:17:13.860]  這節聖經就這樣表面看來
[00:17:13.860 --> 00:17:15.740]  沒什麼很艱難
[00:17:15.740 --> 00:17:17.540]  但是這一節的聖經
[00:17:17.540 --> 00:17:21.380]  如果我們細心逐部分去研究去看的時候
[00:17:21.380 --> 00:17:25.660]  我們發覺原來這裡已經是在研究啟示錄
[00:17:25.660 --> 00:17:29.780]  或者是研究末世論的神學觀念的時候
[00:17:29.780 --> 00:17:32.540]  是一個很重要的一節的經文
