
[00:00:00.000 --> 00:00:08.400]  哥羅西書到第三章這一段的話就講到我們要遇到的問題
[00:06:18.560 --> 00:06:25.000]  你想這樣的情形的話就會影響整個社會
[00:06:25.000 --> 00:06:31.720]  那麼這個家庭問題也是跟孩子也有關係
[00:06:31.720 --> 00:06:38.840]  現在大陸的話是只能生一個孩子
[00:06:38.840 --> 00:06:41.720]  慢慢以後可能會有兩個或有三個
[00:06:41.720 --> 00:06:43.480]  那是以後的事情
[00:06:43.480 --> 00:06:45.160]  至少到現在呢
[00:06:45.160 --> 00:06:47.360]  這個夫婦結婚以後
[00:06:47.360 --> 00:06:49.080]  生下一個孩子以後
[00:06:49.080 --> 00:06:50.400]  有多人在管她
[00:06:50.400 --> 00:06:54.200]  六人在管一個孩子
[00:06:54.200 --> 00:06:55.440]  父母在管
[00:06:55.440 --> 00:06:57.920]  那麼男方的父母也要管
[00:06:57.920 --> 00:06:59.720]  女方的父母也要管
[00:06:59.720 --> 00:07:01.800]  六人管一個孩子
[00:07:01.800 --> 00:07:05.360]  這裡面大家管的方法不同的話
[00:07:05.360 --> 00:07:07.200]  爭執就很多了
[00:07:07.200 --> 00:07:09.240]  這孩子養成什麼樣呢
[00:07:09.240 --> 00:07:11.600]  他成為家庭的中心了
[00:07:11.600 --> 00:07:13.680]  小皇帝
[00:07:13.680 --> 00:07:15.280]  你要親他的
[00:07:15.280 --> 00:07:18.320]  他不高興的話就六人多就去哄他
[00:07:18.320 --> 00:07:20.480]  他要什麼就給什麼
[00:07:20.480 --> 00:07:22.920]  那這樣培養出來的孩子的話
[00:07:22.920 --> 00:07:28.000]  將來在社會上怎麼能夠對社會有貢獻
[00:07:28.000 --> 00:07:31.000]  怎麼能夠生活在人群中間
[00:07:31.000 --> 00:07:32.920]  這是一個很大的風景
[00:07:32.920 --> 00:07:37.040]  就是說到父母跟兒女中間這關係的話
[00:07:37.040 --> 00:07:41.040]  也是非常的不正常的
[00:07:41.040 --> 00:07:43.800]  而且這個父母對孩子的話
[00:07:43.800 --> 00:07:46.960]  只注重這個自育
[00:07:46.960 --> 00:07:48.520]  你考多少分
[00:07:48.520 --> 00:07:50.480]  分數多了就好
[00:07:50.480 --> 00:07:52.040]  你考85分
[00:07:52.040 --> 00:07:53.520]  回到家裡頭
[00:07:53.520 --> 00:07:55.720]  可能父母說怎麼只考85
[00:07:55.720 --> 00:07:58.480]  你沒有考100回來
[00:07:58.480 --> 00:08:01.600]  就拼命的給他小孩
[00:08:01.600 --> 00:08:04.240]  聘請老師來補習
[00:08:04.240 --> 00:08:06.080]  或者到補習班
[00:08:06.080 --> 00:08:08.920]  一個孩子除了在學校上課以外
[00:08:08.920 --> 00:08:11.240]  還要到補習班
[00:08:11.240 --> 00:08:14.280]  全部的時間從早上到晚上
[00:08:14.280 --> 00:08:16.520]  一直在學習
[00:08:16.520 --> 00:08:18.480]  多大的效果
[00:08:18.480 --> 00:08:20.640]  沒有多大的效果
[00:08:20.640 --> 00:08:22.560]  再補習也沒有用
[00:08:22.560 --> 00:08:25.560]  他學不好就是學不好
[00:08:25.560 --> 00:08:27.880]  不是補習的問題
[00:08:27.880 --> 00:08:29.000]  所以看到
[00:08:29.000 --> 00:08:31.640]  所以很擔心
[00:08:31.640 --> 00:08:35.240]  將來這些孩子出來的話是怎麼樣的
[00:08:35.240 --> 00:08:37.760]  別年的孩子可能比較好一些
[00:08:37.760 --> 00:08:41.560]  但是也有不少問題
[00:08:41.560 --> 00:08:43.960]  所以我們看到的話
[00:08:43.960 --> 00:08:47.360]  就是怎麼樣能夠在家庭裡頭
[00:08:47.360 --> 00:08:51.440]  能夠給孩子一個正確的人生觀
[00:08:51.440 --> 00:08:52.960]  就是你活在世上
[00:08:52.960 --> 00:08:55.640]  你的做人是為了什麼
[00:08:55.640 --> 00:08:59.560]  給他有沒有正確的價值觀
[00:08:59.560 --> 00:09:02.160]  讓他知道什麼是對的
[00:09:02.160 --> 00:09:04.240]  什麼是不對的
[00:09:04.240 --> 00:09:06.160]  什麼是應該追求的
[00:09:06.160 --> 00:09:10.600]  什麼是不應該追求的
[00:09:10.600 --> 00:09:15.560]  所以這個避免到了長大以後
[00:09:15.560 --> 00:09:20.640]  他不知道怎麼樣的生長
[00:09:20.640 --> 00:09:22.200]  所以這總的說
[00:09:22.200 --> 00:09:25.640]  可以說在家庭中間
[00:09:25.640 --> 00:09:27.200]  可以說在北美
[00:09:27.200 --> 00:09:31.640]  在家裡面很少看見神
[00:09:31.640 --> 00:09:34.760]  所以有一個日本的留學生
[00:09:34.760 --> 00:09:39.080]  他是就到了美國來讀書
[00:09:39.080 --> 00:09:41.280]  那麼就住在一個人的家裡
[00:09:41.280 --> 00:09:44.040]  一對夫婦的家裡
[00:09:44.040 --> 00:09:46.040]  他住在裡頭
[00:09:46.040 --> 00:09:49.120]  他後來又得出一個結論說
[00:09:49.120 --> 00:09:51.680]  這個家裡頭沒有神
[00:09:51.680 --> 00:09:53.240]  家裡沒有神
[00:09:53.240 --> 00:09:54.400]  因為什麼呢
[00:09:54.400 --> 00:09:56.120]  在日本的家裡面
[00:09:56.120 --> 00:09:58.880]  有很多的祖宗的像
[00:09:58.880 --> 00:10:00.560]  或者是神像
[00:10:00.560 --> 00:10:02.840]  在家裡面有很多神
[00:10:02.840 --> 00:10:05.840]  當然他以為這個偶像就是神
[00:10:05.840 --> 00:10:08.560]  他說在北美裡頭看不見神
[00:10:08.560 --> 00:10:11.200]  他看不見有偶像
[00:10:11.200 --> 00:10:13.280]  但是這句話也反映說
[00:10:13.280 --> 00:10:17.200]  在家庭裡頭看不到神的存在
[00:10:17.200 --> 00:10:20.320]  就看不到這個家庭
[00:10:20.320 --> 00:10:24.160]  跟別的家庭有什麼不同
[00:10:24.160 --> 00:10:28.480]  所以這個家庭是非常重要的
[00:10:28.480 --> 00:10:31.800]  所以保羅特別在用這個地方
[00:10:31.800 --> 00:10:33.800]  用了這幾節聖經
[00:10:33.800 --> 00:10:36.280]  講到這個家庭的問題
[00:10:36.280 --> 00:10:38.240]  那我們先來看
[00:10:38.240 --> 00:10:41.320]  他說是丈夫跟妻子的關係
[00:10:41.320 --> 00:10:46.480]  他講到丈夫跟妻子關係的基本原則
[00:10:46.480 --> 00:10:49.640]  就是妻子順服丈夫
[00:10:49.640 --> 00:10:52.440]  丈夫要愛妻子
[00:10:52.440 --> 00:10:54.560]  他這個地方的順服
[00:10:54.560 --> 00:10:58.640]  並不表示婦女的地位低
[00:10:58.640 --> 00:11:02.000]  現在說是婦女
[00:11:02.000 --> 00:11:04.920]  婦女也是一半
[00:11:04.920 --> 00:11:08.240]  男的一半女的一半
[00:11:08.240 --> 00:11:10.200]  這個婦女其實跟
[00:11:10.200 --> 00:11:14.480]  這個妻子跟丈夫的地位是平等的
[00:11:14.480 --> 00:11:19.280]  順服並不表示婦女的地位低了
[00:11:19.280 --> 00:11:22.680]  而是這個順服是聖經中間
[00:11:22.680 --> 00:11:25.400]  一個重要的原則
[00:11:25.400 --> 00:11:30.120]  那主耶穌就是順服的榜樣
[00:11:30.120 --> 00:11:31.720]  在菲律賓述說
[00:11:31.720 --> 00:11:34.080]  他說他本有神的形象
[00:11:34.080 --> 00:11:39.160]  卻故意自己與神同等為搶奪的
[00:11:39.160 --> 00:11:43.520]  反倒虛己取了奴僕的形象
[00:11:43.520 --> 00:11:46.400]  成了人的樣式
[00:11:46.400 --> 00:11:48.120]  既有人的樣式
[00:11:48.120 --> 00:11:50.560]  他就自己卑微
[00:11:50.560 --> 00:11:52.440]  純心順服
[00:11:52.440 --> 00:11:56.880]  這地方看到主耶穌是純心順服
[00:11:56.880 --> 00:12:00.680]  以至於死且死在世之間上
[00:12:00.680 --> 00:12:03.800]  所以說順服不是說地位低
[00:12:03.800 --> 00:12:08.200]  並不是說耶穌比婦的地位低
[00:12:08.200 --> 00:12:10.040]  他們是同等的
[00:12:10.040 --> 00:12:12.760]  婦子聖靈
[00:12:12.760 --> 00:12:15.640]  他們都是同等同榮的
[00:12:15.640 --> 00:12:17.520]  同樣的平等
[00:12:17.520 --> 00:12:20.120]  而且同樣的榮耀
[00:12:20.120 --> 00:12:24.360]  但是主耶穌卻是為了要完成神的旨意
[00:12:24.360 --> 00:12:27.480]  他說就自己卑微
[00:12:27.480 --> 00:12:29.320]  放下自己
[00:12:29.320 --> 00:12:32.280]  而且是純心順服
[00:12:32.280 --> 00:12:35.440]  從心裡頭來順服
[00:12:35.440 --> 00:12:37.320]  順服到什麼程度呢
[00:12:37.320 --> 00:12:39.000]  以至於死
[00:12:39.000 --> 00:12:41.200]  順服到死的地步
[00:12:41.200 --> 00:12:46.080]  可以說耶穌就是順服的榜樣
[00:12:46.080 --> 00:12:48.360]  如果耶穌跟婦生同等
[00:12:48.360 --> 00:12:51.360]  祂這麼樣的話都要順服的話
[00:12:51.360 --> 00:12:53.000]  何況我們呢
[00:12:53.000 --> 00:12:55.320]  我們是一個很渺小的人
[00:12:55.320 --> 00:12:57.560]  我們有概念在順服
[00:12:57.560 --> 00:13:01.680]  所以妻子要順服丈夫的聖經的主張
[00:13:01.680 --> 00:13:04.800]  並不是貶低婦女的地位
[00:13:04.800 --> 00:13:07.760]  乃至從聖經的原則來看
[00:13:07.760 --> 00:13:13.480]  順服是一個美德
[00:13:13.480 --> 00:13:17.280]  那麼順服的意思
[00:13:17.280 --> 00:13:21.520]  聖經的意思就是放下自己
[00:13:21.520 --> 00:13:23.560]  支持對方
[00:13:23.560 --> 00:13:27.080]  你看到耶穌就是把自己放下
[00:13:27.080 --> 00:13:30.000]  所以他的克西瑪年禱告說
[00:13:30.000 --> 00:13:31.440]  不要照我的意思
[00:13:31.440 --> 00:13:33.000]  要照你的意思
[00:13:33.000 --> 00:13:34.680]  就放下自己
[00:13:34.680 --> 00:13:37.040]  而且支持對方
[00:13:37.040 --> 00:13:39.240]  所以這個妻子順服丈夫
[00:13:39.240 --> 00:13:41.560]  就是妻子放下自己
[00:13:41.560 --> 00:13:45.120]  來支持她的丈夫
[00:13:45.120 --> 00:13:48.240]  她不是被迫的順服
[00:13:48.240 --> 00:13:50.240]  好像你不順服
[00:13:50.240 --> 00:13:52.600]  就要刑罰你
[00:13:52.600 --> 00:13:55.520]  或者你就會受到譴責
[00:13:55.520 --> 00:13:56.160]  不是的
[00:13:56.160 --> 00:13:57.440]  不是被迫的
[00:13:57.440 --> 00:14:00.200]  乃是甘心跟樂意的
[00:14:00.200 --> 00:14:02.080]  她能為了這個家
[00:14:02.080 --> 00:14:04.440]  甘心樂意的
[00:14:04.440 --> 00:14:07.720]  用愛心來服侍這個家
[00:14:07.720 --> 00:14:09.400]  這樣的順服
[00:14:09.400 --> 00:14:12.040]  她跟丈夫合作
[00:14:12.040 --> 00:14:15.680]  所以聖經說你順服自己丈夫
[00:14:15.680 --> 00:14:18.880]  這在主理面是相宜的
[00:14:18.880 --> 00:14:20.440]  是很合適的
[00:14:20.440 --> 00:14:22.920]  很對的
[00:14:22.920 --> 00:14:29.440]  所以這個講到妻子要順服丈夫
[00:14:29.440 --> 00:14:31.160]  以後所書也講到
[00:14:31.160 --> 00:14:32.880]  哥倫西書也講到
[00:14:32.880 --> 00:14:37.440]  所以這個原則只應用在古今中外
[00:14:37.440 --> 00:14:41.680]  應該每個家庭都是這樣的
[00:14:41.680 --> 00:14:45.520]  那妻子順服丈夫有什麼好處呢
[00:14:45.520 --> 00:14:47.200]  第一個我們可以看到
[00:14:47.200 --> 00:14:51.080]  她得到丈夫的愛
[00:14:51.080 --> 00:14:53.720]  如果一個妻子不肯順服丈夫
[00:14:53.720 --> 00:14:59.640]  一天跟丈夫跟她的先生對著幹的人
[00:14:59.640 --> 00:15:04.720]  你說她丈夫看見了還會覺得心裡頭很高興
[00:15:04.720 --> 00:15:07.160]  很去愛他嗎
[00:15:07.160 --> 00:15:09.600]  一般你男的總喜歡
[00:15:09.600 --> 00:15:12.200]  對方是溫柔順服的
[00:15:12.200 --> 00:15:13.560]  所以順服的話
[00:15:13.560 --> 00:15:15.240]  有些小事情的話
[00:15:15.240 --> 00:15:18.640]  妻子順服丈夫
[00:15:18.640 --> 00:15:22.560]  使得丈夫覺得這個妻子很好
[00:15:22.560 --> 00:15:28.280]  他願意來跟她相處跟她相愛
[00:15:28.280 --> 00:15:31.800]  如果一個妻子非常厲害
[00:15:31.800 --> 00:15:36.000]  那這個丈夫心裡頭一定是很難過的
[00:15:36.000 --> 00:15:38.240]  他沒有辦法
[00:15:38.240 --> 00:15:39.480]  所以第一個好處是說
[00:15:39.480 --> 00:15:41.600]  她得到丈夫的愛
[00:15:41.600 --> 00:15:44.680]  第二個家中有平安
[00:15:44.680 --> 00:15:46.360]  家裡就平安了
[00:15:46.360 --> 00:15:47.920]  這個碗也不會摔壞
[00:15:47.920 --> 00:15:50.200]  盤子也不會摔壞
[00:15:50.200 --> 00:15:53.040]  少了很多麻煩的事情
[00:15:53.040 --> 00:15:54.960]  在外頭工作的話
[00:15:54.960 --> 00:15:56.800]  已經有很多的壓力了
[00:15:56.800 --> 00:15:58.400]  如果回到家裡面
[00:15:58.400 --> 00:16:02.600]  這個夫妻經常的打架吵架
[00:16:02.600 --> 00:16:06.320]  那你想家裡頭還有平安嗎
[00:16:06.320 --> 00:16:07.600]  在外頭沒有平安
[00:16:07.600 --> 00:16:09.640]  回到家裡還沒有平安
[00:16:09.640 --> 00:16:12.640]  那這個生活怎麼過呢
[00:16:12.640 --> 00:16:15.760]  第三個好處就是順服的話
[00:16:15.760 --> 00:16:18.560]  你就扶持對方
[00:16:18.560 --> 00:16:20.720]  不一定對方都是對的
[00:16:20.720 --> 00:16:23.320]  但是你順服他
[00:16:23.320 --> 00:16:24.840]  可以跟他商量
[00:16:24.840 --> 00:16:26.360]  可以提供你的意見
[00:16:26.360 --> 00:16:29.760]  那這樣的話彼此能夠扶持
[00:16:29.760 --> 00:16:33.800]  那這個家庭就是一個和諧的家庭
[00:16:33.800 --> 00:16:37.680]  現在不是提倡要和諧社會
[00:16:37.680 --> 00:16:39.000]  和諧社會
[00:16:39.000 --> 00:16:40.960]  如果家庭裡沒有和諧的話
[00:16:40.960 --> 00:16:43.800]  這社會也很難和諧
[00:16:43.800 --> 00:16:47.160]  所以這個是聖經一直提到的
[00:16:47.160 --> 00:16:48.920]  但是我們也要注意到
[00:16:48.920 --> 00:16:51.560]  妻子順服丈夫
[00:16:51.560 --> 00:16:54.360]  不是絕對的順服
[00:16:54.360 --> 00:16:56.640]  什麼地方有絕對的順服呢
[00:16:56.640 --> 00:17:01.120]  只有對神才是絕對的順服
[00:17:01.120 --> 00:17:02.880]  因為人是不完全的
[00:17:02.880 --> 00:17:04.720]  所以你也不可能要求
[00:17:04.720 --> 00:17:09.000]  妻子絕對的順服丈夫
[00:17:09.000 --> 00:17:11.840]  當丈夫的要求
[00:17:11.840 --> 00:17:15.920]  跟神的權柄衝突的時候
[00:17:15.920 --> 00:17:19.760]  或者他所要求的違反道德的時候
[00:17:19.760 --> 00:17:25.760]  那妻子就不是絕對要順服丈夫
[00:17:25.760 --> 00:17:27.440]  這是比較困難的
[00:17:27.440 --> 00:17:29.560]  但是聖經沒有教我們
[00:17:29.560 --> 00:17:33.720]  一切的事情凡事都在順服丈夫
[00:17:33.720 --> 00:17:38.000]  這講到順服
[00:17:38.000 --> 00:17:41.440]  那麼講到丈夫的責任是什麼呢
[00:17:41.440 --> 00:17:43.960]  很簡單
[00:17:43.960 --> 00:17:47.160]  你們做丈夫的要愛你們的妻子
[00:17:47.160 --> 00:17:49.400]  對丈夫要求很簡單
[00:17:49.400 --> 00:17:51.960]  就一個字就是愛
[00:17:51.960 --> 00:17:53.600]  但這個很簡單
[00:17:53.600 --> 00:17:56.680]  也是很不容易做到
[00:17:56.680 --> 00:17:59.440]  因為這個愛不是情感的愛
[00:17:59.440 --> 00:18:01.280]  這個愛是agate
[00:18:01.280 --> 00:18:03.520]  就是一個犧牲的愛
[00:18:03.520 --> 00:18:05.680]  捨棄的愛
[00:18:05.680 --> 00:18:08.480]  這個聖經裡頭有的愛是用到
[00:18:08.480 --> 00:18:09.800]  就是捨棄的愛
[00:18:09.800 --> 00:18:11.040]  神聖的愛
[00:18:11.040 --> 00:18:13.640]  有的愛是對情感的愛
[00:18:13.640 --> 00:18:15.640]  所以這個地方的愛妻子
[00:18:15.640 --> 00:18:18.880]  就是要捨棄的愛
[00:18:18.880 --> 00:18:21.360]  那這個就是不太容易了
[00:18:21.360 --> 00:18:25.960]  人要放下自己不太容易
[00:18:25.960 --> 00:18:28.360]  不太容易做到
[00:18:28.360 --> 00:18:32.440]  你要像基督愛我們這樣的愛的話
[00:18:32.440 --> 00:18:35.720]  他為我們經時加加愛
[00:18:35.720 --> 00:18:39.320]  這個不是每個人很容易就做到的
[00:18:39.320 --> 00:18:42.440]  但是神對丈夫的要求
[00:18:42.440 --> 00:18:43.840]  道德挺高的
[00:18:43.840 --> 00:18:45.960]  就是要愛妻子
[00:18:45.960 --> 00:18:47.920]  也要放下你自己
[00:18:47.920 --> 00:18:53.160]  犧牲你自己這樣的愛
[00:18:53.160 --> 00:18:57.480]  所以底下說就是不可苦待他們
[00:18:57.480 --> 00:18:59.400]  不可苦待他們
[00:18:59.400 --> 00:19:01.120]  不可苦待
[00:19:01.120 --> 00:19:04.120]  那就很多方面了
[00:19:04.120 --> 00:19:06.320]  大家都可以體會到
[00:19:06.320 --> 00:19:07.760]  苦待的意思就是
[00:19:07.760 --> 00:19:11.920]  結果叫妻子心裡頭很苦
[00:19:11.920 --> 00:19:13.080]  很苦
[00:19:13.080 --> 00:19:14.600]  那就苦待了
[00:19:14.600 --> 00:19:16.280]  或者你諷刺她
[00:19:16.280 --> 00:19:17.680]  或者你罵她
[00:19:17.680 --> 00:19:19.040]  甚至你打她
[00:19:19.040 --> 00:19:21.480]  這都是苦待她
[00:19:21.480 --> 00:19:26.600]  那麼這個或者你埋怨她
[00:19:26.600 --> 00:19:27.760]  或者出了什麼事情
[00:19:27.760 --> 00:19:29.280]  你就埋怨妻子
[00:19:29.280 --> 00:19:30.560]  你沒有做好
[00:19:30.560 --> 00:19:32.040]  這都是苦待
[00:19:32.040 --> 00:19:35.400]  所以聖經說不可以苦待她
[00:19:35.400 --> 00:19:37.960]  你不可以苦待她
[00:19:37.960 --> 00:19:42.800]  這個也是因為男的跟女的
[00:19:42.800 --> 00:19:44.480]  男人跟女人
[00:19:44.480 --> 00:19:51.360]  他們心裡的感受反應的話是不同的
[00:19:51.360 --> 00:19:53.680]  男的多半是大大咧咧
[00:19:53.680 --> 00:19:54.960]  你說下去的話
[00:19:54.960 --> 00:19:56.520]  他也不會太在意
[00:19:56.520 --> 00:19:57.840]  在乎心
[00:19:57.840 --> 00:20:00.840]  或者你的眼神對他看一下
[00:20:00.840 --> 00:20:02.040]  或怎麼樣的話
[00:20:02.040 --> 00:20:03.840]  他都不太在乎
[00:20:03.840 --> 00:20:05.360]  他都不注意到
[00:20:05.360 --> 00:20:11.680]  但是女人的心非常敏感
[00:20:11.680 --> 00:20:16.280]  本來大家都很正常在一起的交往的話
[00:20:16.280 --> 00:20:17.960]  覺得都沒有什麼
[00:20:17.960 --> 00:20:19.720]  可是有一天看見他
[00:20:19.720 --> 00:20:22.640]  那個人的眼色不太一樣
[00:20:22.640 --> 00:20:27.120]  心裡頭就有點感受了
[00:20:27.120 --> 00:20:30.920]  其實可能是無意之中的
[00:20:30.920 --> 00:20:32.800]  可是女的覺得
[00:20:32.800 --> 00:20:34.920]  今天他怎麼對我這樣的
[00:20:34.920 --> 00:20:37.480]  他是不是覺得我什麼地方不對了
[00:20:37.480 --> 00:20:39.560]  我什麼地方得罪他了
[00:20:39.560 --> 00:20:43.880]  馬上有很多的問題從他裡面出來的
[00:20:43.880 --> 00:20:47.440]  男的一般也不太在乎
[00:20:47.440 --> 00:20:49.000]  你對我笑也好
[00:20:49.000 --> 00:20:50.160]  對我怎麼樣好
[00:20:50.160 --> 00:20:52.600]  我都不太在乎
[00:20:52.600 --> 00:20:54.840]  所以你跟丈夫跟妻子
[00:20:54.840 --> 00:20:58.240]  他們的所感受的是不一樣的
[00:20:58.240 --> 00:21:00.400]  所以你不可以苦待他
[00:21:00.400 --> 00:21:01.400]  或者你回來以後
[00:21:01.400 --> 00:21:03.120]  你也不跟他說話
[00:21:03.120 --> 00:21:05.440]  也不理他
[00:21:05.440 --> 00:21:09.320]  那比罵他還會覺得痛苦
[00:21:09.320 --> 00:21:11.760]  所以不可苦待
[00:21:11.760 --> 00:21:13.320]  所以弟兄姊妹
[00:21:13.320 --> 00:21:15.960]  你們有沒有苦待妻子
[00:21:15.960 --> 00:21:17.760]  如果苦待妻子的話
[00:21:17.760 --> 00:21:20.480]  叫他妻子心裡頭不好受的話
[00:21:20.480 --> 00:21:24.080]  你要跟他說非常抱歉
[00:21:24.080 --> 00:21:25.680]  對不起
[00:21:25.680 --> 00:21:26.760]  這樣的話
[00:21:26.760 --> 00:21:32.040]  我們就是真正在主裡頭能夠來相愛
