
[00:00:00.000 --> 00:00:01.720]  為何我會說這個題目呢?
[00:03:20.440 --> 00:03:27.440]  並且將大部分侵犯的動作拍成光碟
[00:03:27.440 --> 00:03:31.440]  而當中有很多很暴力很殘忍的片段
[00:03:31.440 --> 00:03:33.440]  都在光碟裡發現
[00:03:33.440 --> 00:03:37.440]  家長將自己有問題的子女
[00:03:37.440 --> 00:03:39.440]  交給這個醫生
[00:03:39.440 --> 00:03:41.440]  這個醫生卻私底下向他們施暴
[00:03:41.440 --> 00:03:44.440]  還拍成紀錄片
[00:03:44.440 --> 00:03:48.440]  有人是外形好像野獸
[00:03:48.440 --> 00:03:50.440]  但心地很善良
[00:03:50.440 --> 00:03:54.440]  有人外面很裝潢
[00:03:54.440 --> 00:03:56.440]  但內裡很野獸
[00:03:56.440 --> 00:03:58.440]  這個就是我今天要講的題目
[00:03:58.440 --> 00:04:00.440]  心內、心外
[00:04:00.440 --> 00:04:02.440]  好,看看主題經文
[00:04:02.440 --> 00:04:07.440]  我們一起讀這幾節經文
[00:04:07.440 --> 00:04:09.440]  準備,一二三
[00:04:09.440 --> 00:04:11.440]  因為我們眾人
[00:04:11.440 --> 00:04:14.440]  必要在基督台前顯露出來
[00:04:14.440 --> 00:04:19.440]  叫各人按著本身所行的或善或惡受報
[00:04:19.440 --> 00:04:22.440]  我們既知道主是可畏的
[00:04:22.440 --> 00:04:24.440]  所以勸人
[00:04:24.440 --> 00:04:27.440]  但我們在神面前是顯明的
[00:04:27.440 --> 00:04:31.440]  盼望你們的心裡也是顯明的
[00:04:31.440 --> 00:04:35.440]  我們不是向你們再舉薦自己
[00:04:35.440 --> 00:04:39.440]  乃是要因我有可誇之處
[00:04:39.440 --> 00:04:41.440]  好對那憑外貌
[00:04:41.440 --> 00:04:43.440]  不憑內心誇口的人
[00:04:43.440 --> 00:04:45.440]  有言可答
[00:04:45.440 --> 00:04:47.440]  我們若果癲狂
[00:04:47.440 --> 00:04:48.440]  是為神
[00:04:48.440 --> 00:04:50.440]  若果謹守
[00:04:50.440 --> 00:04:51.440]  是為你們
[00:04:51.440 --> 00:04:54.440]  原來基督的愛激勵我們
[00:04:54.440 --> 00:04:58.440]  因我們想一人忌替眾人死
[00:04:58.440 --> 00:05:00.440]  眾人都笑死了
[00:05:00.440 --> 00:05:02.440]  並且他替眾人死
[00:05:02.440 --> 00:05:05.440]  是叫那些活著的人
[00:05:05.440 --> 00:05:07.440]  再為自己活
[00:05:07.440 --> 00:05:10.440]  乃是替他死而復活的主活
[00:05:10.440 --> 00:05:13.440]  所以我們今日以後
[00:05:13.440 --> 00:05:15.440]  不憑著外貌
[00:05:15.440 --> 00:05:19.440]  雖然憑著外貌認過基督
[00:05:19.440 --> 00:05:22.440]  如今卻不再這樣認他了
[00:05:22.440 --> 00:05:25.440]  若有人在基督裡
[00:05:25.440 --> 00:05:27.440]  他就是新造的人
[00:05:27.440 --> 00:05:31.440]  舊事已過都變成新的了
[00:05:31.440 --> 00:05:33.440]  我們回到第十節那裡
[00:05:33.440 --> 00:05:35.440]  第十節之前那裡
[00:05:35.440 --> 00:05:39.440]  我們逐節簡單的高呼一次
[00:05:40.440 --> 00:05:43.440]  基督台前在前兩次提到
[00:05:43.440 --> 00:05:45.440]  所有基督徒
[00:05:45.440 --> 00:05:47.440]  無論當耶穌回來的時候
[00:05:47.440 --> 00:05:49.440]  已經死了還是未死
[00:05:49.440 --> 00:05:50.440]  未死的被提
[00:05:50.440 --> 00:05:52.440]  死了的復活再被提
[00:05:52.440 --> 00:05:55.440]  升到天上與耶穌基督一起
[00:05:55.440 --> 00:05:58.440]  接著會開展基督台前的審判
[00:05:58.440 --> 00:06:00.440]  這就是基督第一次
[00:06:00.440 --> 00:06:03.440]  這就是基督徒審判先由神的家開始
[00:06:03.440 --> 00:06:05.440]  其中一個意義
[00:06:05.440 --> 00:06:07.440]  就是基督台前
[00:06:07.440 --> 00:06:09.440]  基督徒先受審判
[00:06:09.440 --> 00:06:14.440]  這顯露是無所遁形的意思
[00:06:14.440 --> 00:06:16.440]  無論你人生可以遮遮掩掩
[00:06:16.440 --> 00:06:19.440]  把你的罪惡鋪得那麼緊
[00:06:19.440 --> 00:06:20.440]  埋在地牢也好
[00:06:20.440 --> 00:06:21.440]  但有一天
[00:06:21.440 --> 00:06:23.440]  這些全部都要顯露出來
[00:06:23.440 --> 00:06:25.440]  無所遁形
[00:06:25.440 --> 00:06:28.440]  第三個意思就是各人
[00:06:28.440 --> 00:06:31.440]  各人按照本身所行的
[00:06:31.440 --> 00:06:33.440]  別人所行的他要自己負責任
[00:06:33.440 --> 00:06:34.440]  你自己所行的
[00:06:34.440 --> 00:06:36.440]  你自己要承擔後果
[00:06:36.440 --> 00:06:39.440]  各人都要去承受自己的惡果
[00:06:39.440 --> 00:06:41.440]  也就是善果
[00:06:41.440 --> 00:06:45.440]  或善或惡
[00:06:45.440 --> 00:06:48.440]  有點像佛家
[00:06:48.440 --> 00:06:50.440]  但當然我們更深層次
[00:06:50.440 --> 00:06:53.440]  是說我們靈魂的本質
[00:06:53.440 --> 00:06:56.440]  承受自己所做的結果
[00:06:56.440 --> 00:06:59.440]  受報的就是指這個意思
[00:06:59.440 --> 00:07:00.440]  第十一節
[00:07:00.440 --> 00:07:03.440]  我們既知道主是可畏的
[00:07:03.440 --> 00:07:05.440]  即是上帝是值得我們去敬畏
[00:07:05.440 --> 00:07:07.440]  是值得我們懼怕和驚訝的
[00:07:07.440 --> 00:07:09.440]  所以我們就要勸人
[00:07:09.440 --> 00:07:11.440]  我們上帝是會審判的主
[00:07:11.440 --> 00:07:13.440]  他是公義的主
[00:07:13.440 --> 00:07:15.440]  你本身所做的所有的惡
[00:07:15.440 --> 00:07:16.440]  如果你不去交代
[00:07:16.440 --> 00:07:17.440]  不去處理的話
[00:07:17.440 --> 00:07:18.440]  一定走不掉
[00:07:18.440 --> 00:07:19.440]  所以我們要勸人
[00:07:19.440 --> 00:07:21.440]  勸人要回轉
[00:07:21.440 --> 00:07:22.440]  勸人要悔改
[00:07:22.440 --> 00:07:24.440]  所以我們要傳福音
[00:07:24.440 --> 00:07:25.440]  所以我們要出去傳道
[00:07:25.440 --> 00:07:26.440]  所以我們要講道
[00:07:26.440 --> 00:07:31.440]  我們要勸勉
[00:07:31.440 --> 00:07:35.440]  第五章十二節
[00:07:35.440 --> 00:07:40.440]  我們不是向你們推薦自己
[00:07:40.440 --> 00:07:43.440]  不是叫你們因我們而可誇之處
[00:07:43.440 --> 00:07:45.440]  就是講道有些人
[00:07:45.440 --> 00:07:48.440]  特別是哥林多書
[00:07:48.440 --> 00:07:49.440]  他寫這本書裡面
[00:07:49.440 --> 00:07:52.440]  最少有四個重點
[00:07:52.440 --> 00:07:54.440]  就是保羅他要解釋
[00:07:54.440 --> 00:07:57.440]  自己行事要為人侍奉的原則
[00:07:57.440 --> 00:07:59.440]  第二就是哥林多教會
[00:07:59.440 --> 00:08:01.440]  這班信徒要認清楚
[00:08:01.440 --> 00:08:05.440]  假使徒和他們有什麼分別
[00:08:05.440 --> 00:08:06.440]  第三就是
[00:08:06.440 --> 00:08:09.440]  保羅他要用各樣的憑證去證明
[00:08:09.440 --> 00:08:10.440]  我是一個使徒
[00:08:10.440 --> 00:08:13.440]  我是有使徒的權柄的
[00:08:13.440 --> 00:08:14.440]  第四就是他勸那些
[00:08:14.440 --> 00:08:16.440]  現在還沒有人信服
[00:08:16.440 --> 00:08:18.440]  還沒有完全悔改的人
[00:08:18.440 --> 00:08:19.440]  你要做了
[00:08:19.440 --> 00:08:20.440]  你要悔改了
[00:08:20.440 --> 00:08:21.440]  不然的話
[00:08:21.440 --> 00:08:24.440]  我第三次去到你們哥林多教會裡面
[00:08:24.440 --> 00:08:27.440]  我就用權柄去懲罰你們
[00:08:27.440 --> 00:08:29.440]  最少有這四個意思
[00:08:29.440 --> 00:08:30.440]  寫這封信的時候
[00:08:30.440 --> 00:08:31.440]  你會很明白
[00:08:31.440 --> 00:08:33.440]  為什麼他會這樣說
[00:08:33.440 --> 00:08:35.440]  因為有些假先知
[00:08:35.440 --> 00:08:38.440]  有些假師傅進入了這個群體裡面
[00:08:38.440 --> 00:08:39.440]  而這些人
[00:08:39.440 --> 00:08:41.440]  就是用一些裝潢
[00:08:41.440 --> 00:08:42.440]  用一些很好的包裝
[00:08:42.440 --> 00:08:44.440]  最近香港也很流行
[00:08:44.440 --> 00:08:46.440]  有些假證書
[00:08:46.440 --> 00:08:47.440]  有些假博士學位
[00:08:47.440 --> 00:08:49.440]  那些博士學位是買回來的
[00:08:49.440 --> 00:08:52.440]  有些假學術的資歷
[00:08:52.440 --> 00:08:55.440]  我在去年還是前年
[00:08:55.440 --> 00:08:58.440]  還聽過一個神學院
[00:08:58.440 --> 00:09:01.440]  他請了一個神學博士
[00:09:01.440 --> 00:09:04.440]  回到學院裡面去教神學
[00:09:04.440 --> 00:09:07.440]  但是漸漸發覺這個神學院博士
[00:09:07.440 --> 00:09:08.440]  我不說什麼神學院
[00:09:08.440 --> 00:09:10.440]  不要問我
[00:09:10.440 --> 00:09:14.440]  他說的話和他寫出來的文章
[00:09:14.440 --> 00:09:16.440]  很多不對勁
[00:09:16.440 --> 00:09:18.440]  於是有一個小組
[00:09:18.440 --> 00:09:20.440]  專門去重新核對這個人
[00:09:20.440 --> 00:09:22.440]  他的學術水平和能力
[00:09:22.440 --> 00:09:24.440]  一檢查之後發現
[00:09:24.440 --> 00:09:27.440]  原來他的證書是假的
[00:09:27.440 --> 00:09:30.440]  之後才發現其實是很傷的
[00:09:30.440 --> 00:09:31.440]  同樣這裡也是
[00:09:31.440 --> 00:09:32.440]  因為有些假師傅
[00:09:32.440 --> 00:09:34.440]  有些假先知走進去
[00:09:34.440 --> 00:09:35.440]  魚目混珠
[00:09:35.440 --> 00:09:36.440]  令到這一班人
[00:09:36.440 --> 00:09:37.440]  聽了他說
[00:09:37.440 --> 00:09:38.440]  聽了他說
[00:09:38.440 --> 00:09:41.440]  甚至將保羅這一班有實力的使徒
[00:09:41.440 --> 00:09:42.440]  降格
[00:09:42.440 --> 00:09:44.440]  所以保羅其中一個意思
[00:09:44.440 --> 00:09:47.440]  就是要將他撥亂歸正
[00:09:47.440 --> 00:09:49.440]  所以要他糾正
[00:09:55.440 --> 00:09:59.440]  香港很常和大陸黏在一起
[00:09:59.440 --> 00:10:02.440]  發覺有很多假米、假蛋
[00:10:02.440 --> 00:10:03.440]  甚至有些假肉
[00:10:03.440 --> 00:10:06.440]  香港出現有假鈔、假幣
[00:10:06.440 --> 00:10:08.440]  最近早前有一個案件
[00:10:08.440 --> 00:10:11.440]  叫做假的真不了的案件
[00:10:11.440 --> 00:10:18.440]  真金是不是不怕紅爐火呢?
[00:10:18.440 --> 00:10:22.440]  假的人是不是很怕被人揭穿呢?
[00:10:22.440 --> 00:10:25.440]  做人是不是真材實料
[00:10:25.440 --> 00:10:27.440]  一定有人賞識呢?
[00:10:27.440 --> 00:10:29.440]  這些都是我們要值得思考的問題
[00:10:29.440 --> 00:10:32.440]  而保羅在這裡教導哥倫多教會
[00:10:32.440 --> 00:10:34.440]  就是要認清真假
[00:10:34.440 --> 00:10:36.440]  假的真不了
[00:10:36.440 --> 00:10:39.440]  假師傅說可以短暫好看
[00:10:39.440 --> 00:10:42.440]  短暫好charming、好亮麗
[00:10:42.440 --> 00:10:43.440]  但是相處一段時間
[00:10:43.440 --> 00:10:44.440]  這些毒素
[00:10:44.440 --> 00:10:47.440]  裡面的不好的東西就會被人發現
[00:10:47.440 --> 00:10:51.440]  就好像我剛才說的那個假博士一樣
[00:10:51.440 --> 00:10:55.440]  但是我們必須要學會有一個銳利的眼光
[00:10:55.440 --> 00:10:56.440]  稍後我再說
[00:10:56.440 --> 00:10:59.440]  希望不要令我們經常用放大鏡去看人
[00:10:59.440 --> 00:11:01.440]  你是假的
[00:11:01.440 --> 00:11:02.440]  你是真的
[00:11:02.440 --> 00:11:03.440]  你是假的
[00:11:03.440 --> 00:11:04.440]  這樣我們就很慘了
[00:11:04.440 --> 00:11:07.440]  會造成很多的分裂、很多的分化
[00:11:07.440 --> 00:11:08.440]  被監察
[00:11:08.440 --> 00:11:10.440]  有很多無謂的壓力
[00:11:10.440 --> 00:11:13.440]  這個我們稍後也會說一說怎麼處理
[00:11:13.440 --> 00:11:15.440]  第十三節
[00:11:15.440 --> 00:11:17.440]  如果我們是癲狂
[00:11:17.440 --> 00:11:18.440]  癲狂這個詞語
[00:11:18.440 --> 00:11:23.440]  就是說癲狂的、傻的、失常的
[00:11:23.440 --> 00:11:30.440]  一些令人覺得很不正常、很不正路的行為
[00:11:30.440 --> 00:11:34.440]  而謹守就是相對癲狂這個詞語
[00:11:34.440 --> 00:11:38.440]  一個人是很理性的、很持平的、很有規矩
[00:11:38.440 --> 00:11:42.440]  是用相對的字眼去給信徒知道
[00:11:42.440 --> 00:11:45.440]  如果我真的像你們所說的那麼癲
[00:11:45.440 --> 00:11:47.440]  我是為上帝而癲
[00:11:47.440 --> 00:11:51.440]  如果我本身是很理智、很有規矩
[00:11:51.440 --> 00:11:55.440]  我是為了你們
[00:11:55.440 --> 00:11:56.440]  所以佛陀教我們
[00:11:56.440 --> 00:11:59.440]  凡事都可行,但不都有益處
[00:11:59.440 --> 00:12:02.440]  凡事都可行,但不都造就人
[00:12:02.440 --> 00:12:06.440]  這就是我們在生活上行事為人的智慧
[00:12:06.440 --> 00:12:09.440]  不是因為你有沒有理由
[00:12:09.440 --> 00:12:12.440]  而是做人是需要有智慧
[00:12:12.440 --> 00:12:16.440]  今天的基督徒有時候是向上帝不夠癲
[00:12:16.440 --> 00:12:19.440]  向人就好癲
[00:12:19.440 --> 00:12:22.440]  向人就不夠謹守
[00:12:22.440 --> 00:12:24.440]  向上帝就太過保守
[00:12:24.440 --> 00:12:26.440]  應該熱心就不熱心
[00:12:26.440 --> 00:12:28.440]  應該動就不動
[00:12:28.440 --> 00:12:31.440]  最終錯過了人生最重要的時機
[00:12:31.440 --> 00:12:34.440]  到退休之後才侍奉上帝
[00:12:34.440 --> 00:12:37.440]  我們跳到第四節
[00:12:37.440 --> 00:12:43.440]  保羅是被基督的愛激勵
[00:12:45.440 --> 00:12:50.440]  因為耶穌基督在我們還了罪人的時候就為我們死了
[00:12:50.440 --> 00:12:55.440]  而這個愛就令我們願意去回應這個愛
[00:12:55.440 --> 00:12:58.440]  動力的來源就是以愛還愛
[00:12:58.440 --> 00:13:05.440]  從今,以前我都看過人的外表
[00:13:05.440 --> 00:13:09.440]  耶穌,拿撒勒有什麼好東西出?
[00:13:09.440 --> 00:13:13.440]  他學位都沒有,有什麼好料?
[00:13:13.440 --> 00:13:14.440]  有什麼學術能力?
[00:13:14.440 --> 00:13:17.440]  有沒有pattern?有沒有mark?
[00:13:17.440 --> 00:13:20.440]  連一個data的證書都沒有
[00:13:20.440 --> 00:13:22.440]  有什麼好東西?
[00:13:22.440 --> 00:13:25.440]  中文又不行,英文又不行,希臘文又不行,希伯來文又不行
[00:13:25.440 --> 00:13:27.440]  假的
[00:13:27.440 --> 00:13:29.440]  他曾經都試過這樣去看耶穌
[00:13:29.440 --> 00:13:33.440]  拿撒勒人,耶穌,拿撒勒沒有什麼好東西出
[00:13:33.440 --> 00:13:37.440]  在歷史裡面沒有出過先知
[00:13:37.440 --> 00:13:40.440]  後來他錯了
[00:13:40.440 --> 00:13:45.440]  他說我曾經用這種眼光和態度去認耶穌
[00:13:45.440 --> 00:13:47.440]  我錯了,我悔改
[00:13:47.440 --> 00:13:52.440]  從今以後,我不再去用這種表面的東西去看
[00:13:52.440 --> 00:13:55.440]  我們人生是需要經歷,需要一些閱歷
[00:13:55.440 --> 00:13:58.440]  慢慢將事情抽絲剝繭
[00:13:58.440 --> 00:14:02.440]  我們找到最重要的珍珠,最重要的寶藏
[00:14:02.440 --> 00:14:04.440]  是需要花得力
[00:14:04.440 --> 00:14:08.440]  所以耶穌教我們要盡心盡性盡義盡力
[00:14:08.440 --> 00:14:12.440]  不單止愛他,還要愛我們自己
[00:14:12.440 --> 00:14:17.440]  我們有沒有盡心盡性盡義盡力去愛我們自己呢?
[00:14:17.440 --> 00:14:20.440]  我們不懂的,我們要學
[00:14:20.440 --> 00:14:22.440]  最後,5:17
[00:14:22.440 --> 00:14:25.440]  若有人在基督裡,他就是新造的人
[00:14:25.440 --> 00:14:27.440]  這個字是Creation
[00:14:27.440 --> 00:14:30.440]  好像重新創造一樣
[00:14:30.440 --> 00:14:37.440]  我們那時候信耶穌,信得太隨意
[00:14:37.440 --> 00:14:40.440]  悔罪,悔得太隨便
[00:14:40.440 --> 00:14:46.440]  我們不能夠在我們內心裡完全更新,或者更新一部分
[00:14:46.440 --> 00:14:49.440]  這裡是在用一個Creation
[00:14:49.440 --> 00:14:51.440]  是一種創造,重新的
[00:14:51.440 --> 00:14:54.440]  是一個新的我們
[00:14:54.440 --> 00:15:00.440]  這裡強調我們是不是在告一個新的心態,新的目標呢?
[00:15:00.440 --> 00:15:03.440]  因為仍然是半新半舊,經常都是新新舊舊
[00:15:03.440 --> 00:15:04.440]  又新又舊
[00:15:04.440 --> 00:15:07.440]  最後就是慢慢還原,都是變得舊
[00:15:07.440 --> 00:15:10.440]  上帝叫我們心而更新而變化
[00:15:10.440 --> 00:15:14.440]  直到我們完全成為一個新的樣式
[00:15:14.440 --> 00:15:15.440]  才有新的生命
[00:15:15.440 --> 00:15:18.440]  讓這個新的生命不斷去吞食舊的本性
[00:15:18.440 --> 00:15:20.440]  舊的心性
[00:15:20.440 --> 00:15:21.440]  直到我們完全翻新
[00:15:21.440 --> 00:15:25.440]  這個就是第17節裡的意思
[00:15:25.440 --> 00:15:29.440]  要使我們生命Creation,人生裡一生的方向
[00:15:29.440 --> 00:15:31.440]  但是新的生命已經放在我們裡面
[00:15:31.440 --> 00:15:33.440]  在信耶穌那一剎那
[00:15:33.440 --> 00:15:36.440]  重新的生命已經住在我們裡面
[00:15:36.440 --> 00:15:44.440]  一粒種子就開始,只是開始而已
[00:15:44.440 --> 00:15:45.440]  好,來問各位一個問題
[00:15:45.440 --> 00:15:48.440]  你可以不需要答我的
[00:15:48.440 --> 00:15:50.440]  在第15節裡說
[00:15:50.440 --> 00:16:01.440]  不再為自己活,乃為他們死而復活的主而活
[00:16:01.440 --> 00:16:03.440]  就是為主而活
[00:16:03.440 --> 00:16:06.440]  到底是為主而死,還是為主而活
[00:16:06.440 --> 00:16:13.440]  哪一樣比較難呢?
[00:16:13.440 --> 00:16:14.440]  你問問自己就行了
[00:16:14.440 --> 00:16:15.440]  不用給答案
[00:16:15.440 --> 00:16:17.440]  這裡有百多人,有百多個不同
[00:16:17.440 --> 00:16:18.440]  有少少不同的見解
[00:16:18.440 --> 00:16:20.440]  答案都是一是左,一是右
[00:16:20.440 --> 00:16:22.440]  但是背後有不同的理念
[00:16:22.440 --> 00:16:28.440]  到底是為主而死,還是為主而活
[00:16:28.440 --> 00:16:31.440]  這兩樣哪一樣比較難呢?
[00:16:31.440 --> 00:16:34.440]  我說我自己的答案
[00:16:34.440 --> 00:16:39.440]  我認為為主而活比為主而死更難
[00:16:39.440 --> 00:16:42.440]  為主而死,我可以不斷醞釀我的勇氣
[00:16:42.440 --> 00:16:44.440]  一鋪去,我就死了
[00:16:44.440 --> 00:16:47.440]  但是為主而活,天天要為他而活
[00:16:47.440 --> 00:16:49.440]  我要活多久呢?不知道
[00:16:49.440 --> 00:16:55.440]  一年?兩年?十年?二十年?我還沒死
[00:16:55.440 --> 00:17:00.440]  每天為主而活是多麼難呢?
[00:17:00.440 --> 00:17:03.440]  為主而死,我可以一次過
[00:17:03.440 --> 00:17:06.440]  但是我天天為主而活
[00:17:06.440 --> 00:17:11.440]  我的持守意志是難很多
[00:17:11.440 --> 00:17:13.440]  當我們人生有很多挫敗
[00:17:13.440 --> 00:17:15.440]  或者人生太順境的時候
[00:17:15.440 --> 00:17:18.440]  我們很難為主而活
[00:17:18.440 --> 00:17:22.440]  這是我個人的見解
[00:17:22.440 --> 00:17:25.440]  好,我們又跳到分題了
[00:17:25.440 --> 00:17:31.440]  五章十二節
[00:17:31.440 --> 00:17:34.440]  我們很常都會以貌取人
[00:17:34.440 --> 00:17:39.440]  為什麼我這裡控制不了?
[00:17:39.440 --> 00:17:41.440]  下一張
[00:17:41.440 --> 00:17:48.440]  你幫我按下一張
[00:17:51.440 --> 00:17:54.440]  孔子有很多弟子,其中一個叫做左諭
[00:17:54.440 --> 00:17:57.440]  他說話很厲害,能言善辯
[00:17:57.440 --> 00:18:00.440]  他開始的時候被孔子的印象非常好
[00:18:00.440 --> 00:18:04.440]  但是後來孔子漸漸發現這個弟子左諭
[00:18:04.440 --> 00:18:07.440]  又不孝,又沒有仁德,而且很懶
[00:18:07.440 --> 00:18:10.440]  白天睡覺,沒有工作
[00:18:10.440 --> 00:18:13.440]  所以後來孔子就說他柳目不可雕
[00:18:13.440 --> 00:18:15.440]  後來左諭參與作亂的時候
[00:18:15.440 --> 00:18:18.440]  在作亂當中被殺死
[00:18:18.440 --> 00:18:21.440]  而孔子另外有一個弟子叫做譚台滅明
[00:18:21.440 --> 00:18:24.440]  自此與,穿得體態不雅
[00:18:24.440 --> 00:18:26.440]  體態不雅不知怎樣
[00:18:26.440 --> 00:18:29.440]  可能又矮,又有鬍子撐出來也說不定
[00:18:29.440 --> 00:18:32.440]  可能硬硬纏纏,體態不雅
[00:18:32.440 --> 00:18:34.440]  相貌醜陋
[00:18:34.440 --> 00:18:37.440]  孔子認為他們資質低下,不會成材
[00:18:37.440 --> 00:18:41.440]  但是自從在他的老師孔子身上所學到之後
[00:18:41.440 --> 00:18:44.440]  回來他是致力於實踐和修身
[00:18:44.440 --> 00:18:46.440]  處事光明正大
[00:18:46.440 --> 00:18:49.440]  從來不去巴結公卿大夫
[00:18:49.440 --> 00:18:51.440]  後來他追隨他的學生
[00:18:51.440 --> 00:18:54.440]  即跟著子羽的學生,竟然有三百多人
[00:18:54.440 --> 00:18:57.440]  而他的聲譽遍傳四方
[00:18:57.440 --> 00:19:00.440]  孔子後來聽到之後,他自己很慨嘆地說
[00:19:00.440 --> 00:19:03.440]  我憑言語去判斷人的品質
[00:19:03.440 --> 00:19:06.440]  對阿左羽我就判斷錯了
[00:19:06.440 --> 00:19:08.440]  我憑外貌去判斷人的品質
[00:19:08.440 --> 00:19:11.440]  對阿子羽的判斷,我又失敗了
[00:19:15.440 --> 00:19:16.440]  所以有個成語就是
[00:19:16.440 --> 00:19:18.440]  以貌取人,失之子羽
[00:19:18.440 --> 00:19:20.440]  就是說我們人很常以貌取人
[00:19:20.440 --> 00:19:21.440]  以學位去取人
[00:19:21.440 --> 00:19:23.440]  以一個人的體態取人
[00:19:23.440 --> 00:19:25.440]  以他的身家去取人的時候
[00:19:25.440 --> 00:19:27.440]  我們往往都會中招
[00:19:27.440 --> 00:19:29.440]  俗些說叫做「奶嘢」
