
[00:00:00.000 --> 00:00:05.000]  今天的題目叫「別的福音」
[00:03:26.000 --> 00:03:28.000]  前面所講的那些
[00:03:28.000 --> 00:03:30.000]  精簡一點的那些
[00:03:30.000 --> 00:03:33.000]  摩西下山都講給他們聽
[00:03:33.000 --> 00:03:35.000]  他們說好我們遵行
[00:03:35.000 --> 00:03:37.000]  接著耶和華叫他們再上山
[00:03:37.000 --> 00:03:40.000]  還有東西要講
[00:03:40.000 --> 00:03:43.000]  明知道要很久
[00:03:43.000 --> 00:03:45.000]  還要住在這裡
[00:03:45.000 --> 00:03:47.000]  摩西再上山
[00:03:47.000 --> 00:03:48.000]  再上山的時候
[00:03:48.000 --> 00:03:50.000]  你看看十七節那裡講什麼?
[00:03:50.000 --> 00:03:52.000]  十七節那裡說
[00:03:52.000 --> 00:03:55.000]  當時耶和華的榮耀在山頂上
[00:03:55.000 --> 00:03:57.000]  以色列人的眼前
[00:03:57.000 --> 00:03:59.000]  形狀如同烈火
[00:03:59.000 --> 00:04:01.000]  摩西進入雲中
[00:04:01.000 --> 00:04:05.000]  在山上四十晝夜
[00:04:05.000 --> 00:04:06.000]  上了去
[00:04:06.000 --> 00:04:08.000]  起色沒有說定多久
[00:04:08.000 --> 00:04:10.000]  上了去一天
[00:04:10.000 --> 00:04:11.000]  兩天
[00:04:11.000 --> 00:04:12.000]  三天四天
[00:04:12.000 --> 00:04:13.000]  七天
[00:04:13.000 --> 00:04:14.000]  十天
[00:04:14.000 --> 00:04:15.000]  二十天
[00:04:15.000 --> 00:04:18.000]  到最後我們就知道四十天
[00:04:18.000 --> 00:04:21.000]  當時的以色列人一直在等的時候
[00:04:21.000 --> 00:04:24.000]  這麼久都不下來
[00:04:24.000 --> 00:04:27.000]  就發生了一些事情
[00:04:27.000 --> 00:04:29.000]  發生了一些事情
[00:04:29.000 --> 00:04:31.000]  就去到三十二章
[00:04:31.000 --> 00:04:33.000]  在這段期間
[00:04:33.000 --> 00:04:35.000]  摩西在上面領受了二十五章
[00:04:35.000 --> 00:04:36.000]  怎樣做聖所
[00:04:36.000 --> 00:04:39.000]  二十六章怎樣做會望
[00:04:39.000 --> 00:04:41.000]  二十七章怎樣做祭壇
[00:04:41.000 --> 00:04:45.000]  會望裡面有很多的設計是怎樣的呢?
[00:04:45.000 --> 00:04:48.000]  神一字一句慢慢地說
[00:04:48.000 --> 00:04:50.000]  說得很清晰給他們聽
[00:04:50.000 --> 00:04:52.000]  所以說了四十天
[00:04:52.000 --> 00:04:56.000]  說到下面的那些以色列人
[00:04:56.000 --> 00:04:59.000]  等到不耐煩
[00:04:59.000 --> 00:05:01.000]  三十二章的記載
[00:05:01.000 --> 00:05:04.000]  就一定大家看過
[00:05:04.000 --> 00:05:07.000]  標題金牛獨
[00:05:07.000 --> 00:05:09.000]  我們怎樣說呢?
[00:05:09.000 --> 00:05:12.000]  百姓見到摩西遲延不下山
[00:05:12.000 --> 00:05:14.000]  一直都不下來
[00:05:14.000 --> 00:05:16.000]  大家聚集到亞倫那裡
[00:05:16.000 --> 00:05:17.000]  就跟亞倫說
[00:05:17.000 --> 00:05:20.000]  起來為我們作神像
[00:05:20.000 --> 00:05:23.000]  可以在我面前引路
[00:05:23.000 --> 00:05:26.000]  因為領我們出埃及地的摩西
[00:05:26.000 --> 00:05:27.000]  的那個摩西
[00:05:27.000 --> 00:05:31.000]  我們不知道他做了什麼事
[00:05:31.000 --> 00:05:33.000]  這麼久都不下來
[00:05:33.000 --> 00:05:35.000]  都不知道他做了什麼事
[00:05:35.000 --> 00:05:36.000]  就跟亞倫說
[00:05:36.000 --> 00:05:40.000]  就叫亞倫做個像來帶領他們
[00:05:40.000 --> 00:05:42.000]  因為這個摩西都不知道怎麼搞
[00:05:42.000 --> 00:05:44.000]  亞倫就跟他們說
[00:05:44.000 --> 00:05:48.000]  你們去摘下你們妻子兒女以上的金環
[00:05:48.000 --> 00:05:49.000]  拿來給我
[00:05:49.000 --> 00:05:51.000]  百姓就都摘下他們以上的金環
[00:05:51.000 --> 00:05:53.000]  全部拿給亞倫
[00:05:53.000 --> 00:05:55.000]  亞倫從他們手中接過來之後
[00:05:55.000 --> 00:05:58.000]  就鑄了一隻牛獨出來
[00:05:58.000 --> 00:06:01.000]  然後用挑剔的器具做成的
[00:06:01.000 --> 00:06:02.000]  他們就說
[00:06:02.000 --> 00:06:09.000]  以色列,這是領你出埃及地的神
[00:06:09.000 --> 00:06:11.000]  這句話大家怎麼看呢?
[00:06:11.000 --> 00:06:13.000]  他們鑄了一隻金牛獨出來之後
[00:06:13.000 --> 00:06:14.000]  他們說
[00:06:14.000 --> 00:06:18.000]  這是領你們出埃及地的神
[00:06:18.000 --> 00:06:20.000]  所以這隻金牛獨
[00:06:20.000 --> 00:06:22.000]  他們認為
[00:06:22.000 --> 00:06:28.000]  這是領他們出埃及地的神
[00:06:28.000 --> 00:06:29.000]  嚴格來說
[00:06:29.000 --> 00:06:34.000]  他們沒有心裡面想著跟從別神
[00:06:34.000 --> 00:06:39.000]  他們仍然跟從帶他們出埃及地的那個神
[00:06:39.000 --> 00:06:41.000]  不過形象上
[00:06:41.000 --> 00:06:45.000]  這隻金牛就是這個神
[00:06:45.000 --> 00:06:47.000]  大家明白我的意思嗎?
[00:06:47.000 --> 00:06:48.000]  就是說是耶和華神
[00:06:48.000 --> 00:06:52.000]  不過這隻金牛就是那個神
[00:06:52.000 --> 00:06:53.000]  我們記住這件事
[00:06:53.000 --> 00:06:57.000]  他們認為這是耶和華神
[00:06:57.000 --> 00:07:00.000]  但是可不可以呢?
[00:07:00.000 --> 00:07:05.000]  如果你對著琴說
[00:07:05.000 --> 00:07:07.000]  Rainbow,Rainbow
[00:07:07.000 --> 00:07:10.000]  我今晚請你吃飯吧
[00:07:10.000 --> 00:07:13.000]  那當事人會怎樣呢?
[00:07:13.000 --> 00:07:14.000]  怎麼當琴是我的呢?
[00:07:14.000 --> 00:07:16.000]  我是我的,爸爸
[00:07:16.000 --> 00:07:17.000]  明白嗎?
[00:07:17.000 --> 00:07:18.000]  所以對神來說
[00:07:18.000 --> 00:07:20.000]  有這樣的心情
[00:07:20.000 --> 00:07:23.000]  兼且祂是一個至高無上
[00:07:23.000 --> 00:07:25.000]  創造天地萬物
[00:07:25.000 --> 00:07:28.000]  創造人類給我們的生命的神
[00:07:28.000 --> 00:07:30.000]  你說那隻金牛是神
[00:07:30.000 --> 00:07:35.000]  你真的很令神氣憤
[00:07:35.000 --> 00:07:37.000]  所以這令神很不開心
[00:07:37.000 --> 00:07:40.000]  在第七節我們看看
[00:07:40.000 --> 00:07:41.000]  神怎樣反應呢?
[00:07:41.000 --> 00:07:43.000]  神就吩咐摩西
[00:07:43.000 --> 00:07:44.000]  摩西你下去吧
[00:07:44.000 --> 00:07:46.000]  因為你的百姓
[00:07:46.000 --> 00:07:50.000]  就是你從埃及地領出來的
[00:07:50.000 --> 00:07:53.000]  已經敗壞了
[00:07:53.000 --> 00:07:57.000]  快快偏離了我所吩咐的道
[00:07:57.000 --> 00:08:00.000]  為自己鑄了一隻牛
[00:08:00.000 --> 00:08:03.000]  向他下拜見祭
[00:08:03.000 --> 00:08:05.000]  說:以色列
[00:08:05.000 --> 00:08:10.000]  這就是領你出埃及地的神
[00:08:10.000 --> 00:08:12.000]  神不開心
[00:08:12.000 --> 00:08:14.000]  神發怒
[00:08:14.000 --> 00:08:16.000]  神對摩西說
[00:08:16.000 --> 00:08:19.000]  這些百姓是硬著頸汗的百姓
[00:08:19.000 --> 00:08:21.000]  摩西你任由我吧
[00:08:21.000 --> 00:08:25.000]  我要將他們滅絕
[00:08:25.000 --> 00:08:28.000]  摩西我要令你的後裔成為大國
[00:08:28.000 --> 00:08:30.000]  神很生氣
[00:08:30.000 --> 00:08:32.000]  你又想想
[00:08:32.000 --> 00:08:34.000]  神你用不著這麼生氣吧
[00:08:34.000 --> 00:08:37.000]  他都沒有說要拜別神
[00:08:37.000 --> 00:08:39.000]  他都說是言和神
[00:08:39.000 --> 00:08:42.000]  不過這隻金牛
[00:08:42.000 --> 00:08:45.000]  就是代表了你
[00:08:45.000 --> 00:08:46.000]  那神怎樣說呢?
[00:08:46.000 --> 00:08:48.000]  都不行
[00:08:48.000 --> 00:08:52.000]  這叫做離開了神所吩咐的道
[00:08:52.000 --> 00:08:55.000]  令到神要發烈滅絕他們
[00:08:55.000 --> 00:08:57.000]  是很嚴重的問題
[00:08:57.000 --> 00:08:59.000]  我們記住這件事
[00:08:59.000 --> 00:09:04.000]  接著這件事就引來一個很震撼的場面
[00:09:04.000 --> 00:09:05.000]  化解這件事
[00:09:05.000 --> 00:09:07.000]  摩西就叫
[00:09:07.000 --> 00:09:11.000]  那些是屬耶和華的站過來這邊
[00:09:11.000 --> 00:09:14.000]  其實這個時候你去看聖經就很奇怪
[00:09:14.000 --> 00:09:17.000]  為什麼不是所有的人都站在那邊呢?
[00:09:17.000 --> 00:09:21.000]  只有利美茲派的後裔站在那邊
[00:09:21.000 --> 00:09:23.000]  所有的人都不站
[00:09:23.000 --> 00:09:25.000]  那代表什麼呢?
[00:09:25.000 --> 00:09:26.000]  摩西說得很明白
[00:09:26.000 --> 00:09:29.000]  屬耶和華的站在那邊
[00:09:29.000 --> 00:09:31.000]  只有利美茲派的後裔站在那邊
[00:09:31.000 --> 00:09:33.000]  於是摩西就說
[00:09:33.000 --> 00:09:35.000]  你們拿著刀
[00:09:35.000 --> 00:09:38.000]  將你們這些兄弟殺
[00:09:38.000 --> 00:09:40.000]  殺多少就殺多少
[00:09:40.000 --> 00:09:41.000]  不斷地殺
[00:09:41.000 --> 00:09:43.000]  殺了三千人
[00:09:43.000 --> 00:09:45.000]  很恐怖的場面
[00:09:45.000 --> 00:09:49.000]  即是這個是極度違反了神的心意
[00:09:49.000 --> 00:09:51.000]  我們記住這個金牛毒事件
[00:09:51.000 --> 00:09:53.000]  接著我們再看另一件事
[00:09:53.000 --> 00:09:55.000]  又是在以色列人裡面的文素記
[00:09:55.000 --> 00:09:57.000]  看到文素記了嗎?
[00:09:57.000 --> 00:09:59.000]  應該看完了
[00:09:59.000 --> 00:10:01.000]  文素記裡面的二十一章
[00:10:01.000 --> 00:10:03.000]  記載了一件事情
[00:10:03.000 --> 00:10:07.000]  就叫做銅蛇的事件
[00:10:07.000 --> 00:10:13.000]  文素記二十一章
[00:10:15.000 --> 00:10:19.000]  這裡就是我說的故事
[00:10:19.000 --> 00:10:21.000]  主要就是
[00:10:21.000 --> 00:10:23.000]  以色列人和迦南人
[00:10:23.000 --> 00:10:25.000]  爭戰打仗打完之後
[00:10:25.000 --> 00:10:30.000]  將他們的敵人殺敗
[00:10:30.000 --> 00:10:33.000]  在這個叫做荷爾瑪的地方
[00:10:33.000 --> 00:10:35.000]  一路殺敗了
[00:10:35.000 --> 00:10:37.000]  二十一章
[00:10:37.000 --> 00:10:40.000]  就是他們戰勝了迦南人之後
[00:10:40.000 --> 00:10:42.000]  到第三節那裡
[00:10:42.000 --> 00:10:46.000]  將他們殺死在一個地方叫做荷爾瑪
[00:10:46.000 --> 00:10:48.000]  爭戰得勝靠著神
[00:10:48.000 --> 00:10:50.000]  很好吧?
[00:10:50.000 --> 00:10:52.000]  但是一到第四節
[00:10:52.000 --> 00:10:54.000]  他們從荷爾山起行
[00:10:54.000 --> 00:10:56.000]  往紅海那邊一路走
[00:10:56.000 --> 00:10:58.000]  要繞過以東地
[00:10:58.000 --> 00:11:00.000]  這段路難行
[00:11:00.000 --> 00:11:02.000]  他們心中就煩躁了
[00:11:02.000 --> 00:11:06.000]  就怨毒神和摩西
[00:11:06.000 --> 00:11:08.000]  怎樣怨毒他們呢?
[00:11:08.000 --> 00:11:10.000]  就向摩西發怨言說
[00:11:10.000 --> 00:11:14.000]  摩西啊!你們為什麼將我們從埃及地領出來
[00:11:14.000 --> 00:11:17.000]  令我們死在這個曠野?
[00:11:17.000 --> 00:11:19.000]  這裡又沒有糧食又沒有水
[00:11:19.000 --> 00:11:24.000]  我們的心很厭惡這些淡薄的食物
[00:11:24.000 --> 00:11:26.000]  因為當時每一天早上
[00:11:26.000 --> 00:11:29.000]  就有馬拉在地上長出來
[00:11:29.000 --> 00:11:31.000]  他們收這些馬拉來吃
[00:11:31.000 --> 00:11:34.000]  他們的口味太淡了
[00:11:34.000 --> 00:11:36.000]  不好吃
[00:11:36.000 --> 00:11:38.000]  這條路又難行
[00:11:38.000 --> 00:11:40.000]  又發怨言
[00:11:40.000 --> 00:11:41.000]  很奇怪
[00:11:41.000 --> 00:11:43.000]  剛剛才靠著神
[00:11:43.000 --> 00:11:44.000]  這麼親密
[00:11:44.000 --> 00:11:46.000]  得力打勝仗
[00:11:46.000 --> 00:11:47.000]  現在遭遇一些困難
[00:11:47.000 --> 00:11:49.000]  就馬上埋怨神
[00:11:49.000 --> 00:11:52.000]  你見到這些人就像鐘擺一樣
[00:11:52.000 --> 00:11:54.000]  得靠神的時候很開心
[00:11:54.000 --> 00:11:56.000]  得勝啊!神好啊!
[00:11:56.000 --> 00:11:58.000]  難行的時候就說
[00:11:58.000 --> 00:12:00.000]  為什麼將我們帶出來死呢?
[00:12:00.000 --> 00:12:02.000]  所以我們要留心發怨言
[00:12:02.000 --> 00:12:04.000]  我曾經有一次說過
[00:12:04.000 --> 00:12:06.000]  發怨言真的要很小心
[00:12:06.000 --> 00:12:11.000]  連神都頂不住
[00:12:11.000 --> 00:12:14.000]  很厲害的野路神
[00:12:14.000 --> 00:12:15.000]  何況野路人
[00:12:15.000 --> 00:12:18.000]  那些發怨言跟著神怎樣呢?
[00:12:18.000 --> 00:12:20.000]  你看下去
[00:12:20.000 --> 00:12:25.000]  就說神第六節
[00:12:25.000 --> 00:12:28.000]  「於是耶和華使火蛇進入百姓中間」
[00:12:28.000 --> 00:12:31.000]  這個火蛇不是說著火
[00:12:31.000 --> 00:12:35.000]  在英文聖經給我們看到叫Theory
[00:12:35.000 --> 00:12:37.000]  即是很厲害
[00:12:37.000 --> 00:12:38.000]  很惡
[00:12:38.000 --> 00:12:41.000]  很動作快
[00:12:41.000 --> 00:12:43.000]  令人害怕
[00:12:43.000 --> 00:12:45.000]  即是很凶猛
[00:12:45.000 --> 00:12:47.000]  很靈活的蛇
[00:12:47.000 --> 00:12:49.000]  走進來咬人
[00:12:49.000 --> 00:12:51.000]  咬那些百姓
[00:12:51.000 --> 00:12:53.000]  以色列人中間就死了很多人
[00:12:53.000 --> 00:12:56.000]  百姓就走到摩西那裡
[00:12:56.000 --> 00:12:58.000]  哎呀!我們冤毒耶和華
[00:12:58.000 --> 00:13:00.000]  還有你有罪了
[00:13:00.000 --> 00:13:03.000]  這群以色列人真的很可愛
[00:13:03.000 --> 00:13:05.000]  祂又知道自己有罪
[00:13:05.000 --> 00:13:07.000]  又走來承認祂的錯誤
[00:13:07.000 --> 00:13:09.000]  說我們有罪了
[00:13:09.000 --> 00:13:11.000]  求你禱告耶和華
[00:13:11.000 --> 00:13:13.000]  叫這些蛇離開我們
[00:13:13.000 --> 00:13:15.000]  他們的心目中就想著
[00:13:15.000 --> 00:13:17.000]  如果求神叫這些蛇離開
[00:13:17.000 --> 00:13:19.000]  其實解決到問題
[00:13:19.000 --> 00:13:22.000]  不過神真的有祂不同的做事方法
[00:13:22.000 --> 00:13:24.000]  神說不只是叫祂走
[00:13:24.000 --> 00:13:26.000]  祂說叫摩西
[00:13:26.000 --> 00:13:29.000]  摩西你製造一條火蛇
[00:13:29.000 --> 00:13:32.000]  掛在竿子上
[00:13:32.000 --> 00:13:35.000]  凡被咬的一望者蛇就必得活
[00:13:35.000 --> 00:13:38.000]  即是做了一條蛇形的東西
[00:13:38.000 --> 00:13:40.000]  用一支竿子撐高它
[00:13:40.000 --> 00:13:43.000]  那些被咬了的不是即死的
[00:13:43.000 --> 00:13:46.000]  咬了它可能要一段時間才發作死
[00:13:46.000 --> 00:13:48.000]  所以有些人都死了
[00:13:48.000 --> 00:13:51.000]  但那些被蛇咬到還沒死的
[00:13:51.000 --> 00:13:54.000]  望一望摩西製造這條銅蛇
[00:13:54.000 --> 00:13:56.000]  就會康復
[00:13:56.000 --> 00:13:57.000]  可以嗎?
[00:13:57.000 --> 00:14:02.000]  這是非常有意思的方法
[00:14:02.000 --> 00:14:04.000]  摩西就製造了一條銅蛇
[00:14:04.000 --> 00:14:05.000]  掛在竿子上
[00:14:05.000 --> 00:14:08.000]  凡被咬的一望者銅蛇就活了
[00:14:08.000 --> 00:14:10.000]  接著下面就已經說另一件事了
[00:14:10.000 --> 00:14:12.000]  這件事已經完結了
[00:14:12.000 --> 00:14:14.000]  這條火蛇
[00:14:14.000 --> 00:14:15.000]  這條銅蛇
[00:14:15.000 --> 00:14:16.000]  做了出來
[00:14:16.000 --> 00:14:17.000]  就很厲害
[00:14:17.000 --> 00:14:19.000]  神吩咐要這樣做
[00:14:19.000 --> 00:14:20.000]  大家留意
[00:14:20.000 --> 00:14:22.000]  這條蛇不同金牛毒
[00:14:22.000 --> 00:14:26.000]  金牛毒是人自己起意要做
[00:14:26.000 --> 00:14:30.000]  這條蛇是耶和華神叫他做的
[00:14:30.000 --> 00:14:33.000]  所以不會因為他做了一條銅蛇
[00:14:33.000 --> 00:14:36.000]  就會神發怒毀滅他們
[00:14:36.000 --> 00:14:37.000]  神要做的
[00:14:37.000 --> 00:14:40.000]  要一望就康復
[00:14:40.000 --> 00:14:42.000]  那就真的救回他們了
[00:14:42.000 --> 00:14:44.000]  這件事好像已經完結了
[00:14:44.000 --> 00:14:48.000]  但是如果你有讀舊約聖經讀下去
[00:14:48.000 --> 00:14:50.000]  我讀經文計劃都還沒讀到
[00:14:50.000 --> 00:14:51.000]  遲些會讀到
[00:14:51.000 --> 00:14:52.000]  不過今天先說
[00:14:52.000 --> 00:14:54.000]  在獵王記下
[00:14:54.000 --> 00:14:55.000]  十八章
[00:14:55.000 --> 00:15:00.000]  獵王記記述
[00:15:00.000 --> 00:15:01.000]  以色列
[00:15:01.000 --> 00:15:03.000]  南國北國很多的王
[00:15:03.000 --> 00:15:05.000]  一個一個做了什麼事
[00:15:05.000 --> 00:15:07.000]  在王下
[00:15:07.000 --> 00:15:09.000]  十八章記載了一個
[00:15:09.000 --> 00:15:10.000]  希西加王
[00:15:10.000 --> 00:15:12.000]  這個希西加王
[00:15:12.000 --> 00:15:13.000]  二十五歲就登基
[00:15:13.000 --> 00:15:15.000]  做了二十九年王才死的
[00:15:15.000 --> 00:15:16.000]  當然了
[00:15:16.000 --> 00:15:18.000]  希西加是很出名的
[00:15:18.000 --> 00:15:21.000]  晚年的時候的一些事跡
[00:15:21.000 --> 00:15:23.000]  不過我們今天看他
[00:15:23.000 --> 00:15:25.000]  少年時候
[00:15:25.000 --> 00:15:27.000]  做王的時候的一些事跡
[00:15:27.000 --> 00:15:29.000]  他在神眼中
[00:15:29.000 --> 00:15:32.000]  是一個挺好的王
[00:15:32.000 --> 00:15:34.000]  你看到他的記載
[00:15:34.000 --> 00:15:36.000]  二十五歲登基
[00:15:36.000 --> 00:15:37.000]  做了二十九年
[00:15:37.000 --> 00:15:38.000]  第三節
[00:15:38.000 --> 00:15:40.000]  十八章第三節
[00:15:40.000 --> 00:15:43.000]  希西加行耶和華眼中
[00:15:43.000 --> 00:15:45.000]  看為正的事
[00:15:45.000 --> 00:15:47.000]  效法他的祖
[00:15:47.000 --> 00:15:49.000]  大為一切所行的
[00:15:49.000 --> 00:15:50.000]  他做了什麼事呢?
[00:15:50.000 --> 00:15:51.000]  具體地
[00:15:51.000 --> 00:15:52.000]  廢去了丘壇
[00:15:52.000 --> 00:15:53.000]  丘壇
[00:15:53.000 --> 00:15:55.000]  丘壇就是當時以色列人
[00:15:55.000 --> 00:15:56.000]  很喜歡在山上
[00:15:56.000 --> 00:15:58.000]  看到一塊大石
[00:15:58.000 --> 00:15:59.000]  漂亮一點
[00:15:59.000 --> 00:16:00.000]  平一點
[00:16:00.000 --> 00:16:01.000]  就當成一個壇
[00:16:01.000 --> 00:16:02.000]  在那裡獻祭
[00:16:02.000 --> 00:16:03.000]  那叫丘壇
[00:16:03.000 --> 00:16:04.000]  如果你看英文聖經
[00:16:04.000 --> 00:16:06.000]  那叫High Place
[00:16:06.000 --> 00:16:07.000]  就是在山上
[00:16:07.000 --> 00:16:09.000]  高高的一個地方
[00:16:09.000 --> 00:16:11.000]  有一個漂亮的地方
[00:16:11.000 --> 00:16:13.000]  通常有塊大石
[00:16:13.000 --> 00:16:14.000]  就在那裡做壇
[00:16:14.000 --> 00:16:15.000]  這個呢
[00:16:15.000 --> 00:16:19.000]  是神絕對不喜悅的
[00:16:19.000 --> 00:16:20.000]  神說
[00:16:20.000 --> 00:16:21.000]  你要敬拜我
[00:16:21.000 --> 00:16:22.000]  獻祭給我
[00:16:22.000 --> 00:16:25.000]  去我的會幕那裡
[00:16:25.000 --> 00:16:26.000]  神做了會幕
[00:16:26.000 --> 00:16:29.000]  就是要在那裡給他們獻祭
[00:16:29.000 --> 00:16:30.000]  但是那些以色列人
[00:16:30.000 --> 00:16:33.000]  沾染了周圍的人的習慣
[00:16:33.000 --> 00:16:34.000]  去到那裡
[00:16:34.000 --> 00:16:35.000]  覺得要在那裡獻祭
[00:16:35.000 --> 00:16:37.000]  這些一直
[00:16:37.000 --> 00:16:38.000]  神都不喜悅
[00:16:38.000 --> 00:16:41.000]  一直以色列人都是這麼做
[00:16:41.000 --> 00:16:43.000]  一直都沒有什麼王可以清除
[00:16:43.000 --> 00:16:45.000]  到了希西加
[00:16:45.000 --> 00:16:46.000]  有什麼魄力
[00:16:46.000 --> 00:16:49.000]  全部丘壇都廢掉
[00:16:49.000 --> 00:16:50.000]  不准
[00:16:50.000 --> 00:16:52.000]  是不是很厲害?
[00:16:52.000 --> 00:16:55.000]  通常那些王做事
[00:16:55.000 --> 00:16:56.000]  下面的民
[00:16:56.000 --> 00:16:58.000]  怎麼樣的做法
[00:16:58.000 --> 00:16:59.000]  妥協
[00:16:59.000 --> 00:17:00.000]  包容
[00:17:00.000 --> 00:17:02.000]  來遷就
[00:17:02.000 --> 00:17:04.000]  這個希西加王就說不行
[00:17:04.000 --> 00:17:05.000]  全部廢掉
[00:17:05.000 --> 00:17:08.000]  還要毀壞柱杖
[00:17:08.000 --> 00:17:09.000]  也是的
[00:17:09.000 --> 00:17:11.000]  以色列人弄一條柱子出來做一個杖
[00:17:11.000 --> 00:17:12.000]  又拜
[00:17:12.000 --> 00:17:13.000]  木偶
[00:17:13.000 --> 00:17:15.000]  自己挑黑了一些偶像出來
[00:17:15.000 --> 00:17:16.000]  又拜
[00:17:16.000 --> 00:17:19.000]  什麼都可以拜的
[00:17:19.000 --> 00:17:21.000]  希西加王將它們全部廢掉
[00:17:21.000 --> 00:17:23.000]  接著那句厲害了
[00:17:23.000 --> 00:17:27.000]  打碎摩西所造的銅蛇
[00:17:27.000 --> 00:17:31.000]  這條蛇是神叫造的
[00:17:31.000 --> 00:17:32.000]  當日
[00:17:32.000 --> 00:17:33.000]  打碎它
[00:17:33.000 --> 00:17:34.000]  為什麼?
[00:17:34.000 --> 00:17:36.000]  因為到了這個時候
[00:17:36.000 --> 00:17:37.000]  以色列人
[00:17:37.000 --> 00:17:39.000]  向這個銅蛇
[00:17:39.000 --> 00:17:41.000]  燒香
[00:17:41.000 --> 00:17:45.000]  當了一個好像偶像
[00:17:45.000 --> 00:17:47.000]  一個媒介
[00:17:47.000 --> 00:17:48.000]  要向他燒香
[00:17:48.000 --> 00:17:50.000]  達到神那裡
[00:17:50.000 --> 00:17:51.000]  神也說不行
