
[00:00:00.000 --> 00:00:04.100]  親愛的兄弟姐妹 我們今天又繼續研讀神的話語了
[00:05:20.680 --> 00:05:22.880]  也為人民贖罪
[00:05:22.880 --> 00:05:26.680]  還鼓勵子民奉獻
[00:05:26.680 --> 00:05:28.480]  這個奉獻是怎樣的呢?
[00:05:28.480 --> 00:05:32.480]  在歷代之下的第29章第31節
[00:05:32.480 --> 00:05:36.280]  就會有這個情況
[00:05:36.280 --> 00:05:39.880]  我們不詳細看這一段經文
[00:05:39.880 --> 00:05:43.780]  簡直是叫人做什麼呢?
[00:05:43.780 --> 00:05:47.980]  就是好好的來奉獻給神
[00:05:47.980 --> 00:05:50.480]  結果是一個很美好的果效
[00:05:50.480 --> 00:05:54.680]  甚至出現祭司都不夠
[00:05:54.680 --> 00:05:56.880]  來奉獻祭
[00:05:56.880 --> 00:05:59.580]  好了,還要守如月節
[00:05:59.580 --> 00:06:04.480]  守如月節在歷代之下的第30章第10到11節
[00:06:04.480 --> 00:06:09.980]  希西加下令叫人民恢復守如月節
[00:06:09.980 --> 00:06:13.780]  並且向北角以色列國的子民呼籲
[00:06:13.780 --> 00:06:16.880]  你們可以過來守如月節
[00:06:16.880 --> 00:06:21.380]  事實上我們過去很多很多年都沒有守如月節
[00:06:21.380 --> 00:06:24.780]  這個呼籲並不是一定得到正面的果效
[00:06:24.780 --> 00:06:26.380]  因為有些人會來帶去
[00:06:26.380 --> 00:06:29.880]  不要做這麼久,有什麼用呢?
[00:06:29.880 --> 00:06:31.580]  不做了
[00:06:31.580 --> 00:06:34.580]  有些人機俏,有些人來帶去
[00:06:34.580 --> 00:06:37.580]  來帶去掩著嘴巴來偷笑
[00:06:37.580 --> 00:06:41.580]  但仍然有人來帶去謙卑的
[00:06:41.580 --> 00:06:43.880]  來帶去跟隨的
[00:06:43.880 --> 00:06:48.380]  大家看歷代之下第30章第10到11節
[00:06:48.380 --> 00:06:50.080]  它說
[00:06:50.080 --> 00:06:52.780]  逆卒就由借城跑到那城
[00:06:52.780 --> 00:06:55.780]  傳遍了以法連馬拿西直到西布倫
[00:06:55.780 --> 00:06:58.080]  就是向北邊的人來宣告
[00:06:58.080 --> 00:07:01.280]  那些人卻嬉笑他們、機俏他們
[00:07:01.280 --> 00:07:04.280]  然而阿徹、馬拿西、西布倫中
[00:07:04.280 --> 00:07:07.180]  也有人自卑來到耶路撒冷
[00:07:07.180 --> 00:07:08.180]  看到嗎?
[00:07:08.180 --> 00:07:11.580]  他們向北邊以色列國的人
[00:07:11.580 --> 00:07:13.580]  都是自己同胞來呼籲
[00:07:13.580 --> 00:07:16.180]  有些人採你多餘笑他們
[00:07:16.180 --> 00:07:20.380]  但有些人願意來參與這一節的
[00:07:20.380 --> 00:07:23.080]  就是如月節的活動
[00:07:23.080 --> 00:07:24.680]  是很寶貴的
[00:07:24.680 --> 00:07:26.880]  而且他們不是死守律法
[00:07:26.880 --> 00:07:29.680]  這個是我們做教會的領袖應該要想的
[00:07:29.680 --> 00:07:31.480]  如月節就是正月
[00:07:31.480 --> 00:07:33.480]  對他們來說就是年初一
[00:07:33.480 --> 00:07:34.680]  來遵守的
[00:07:34.680 --> 00:07:36.780]  但因為時間緊迫
[00:07:36.780 --> 00:07:40.280]  祭司沒有足夠的時間來自結
[00:07:40.280 --> 00:07:43.780]  所以就改了在2月
[00:07:43.780 --> 00:07:46.180]  歷代之下第30章第3節
[00:07:46.180 --> 00:07:50.780]  正月間他們不能來大陸守節
[00:07:50.780 --> 00:07:54.880]  因為自結的祭司尚不呼應用
[00:07:54.880 --> 00:07:57.480]  百姓也沒有聚集在耶路撒冷
[00:07:57.480 --> 00:07:59.280]  那些人就趕不上來
[00:07:59.280 --> 00:08:01.080]  祭司也不夠
[00:08:01.080 --> 00:08:04.080]  這時候怎麼辦呢?
[00:08:04.080 --> 00:08:07.380]  但是他們不是用強行手段
[00:08:07.380 --> 00:08:10.780]  他們仍然改了什麼呢?
[00:08:10.780 --> 00:08:12.980]  改了在2月的時候
[00:08:12.980 --> 00:08:14.980]  來大陸去舉行
[00:08:14.980 --> 00:08:16.980]  所以看到很寶貴
[00:08:16.980 --> 00:08:18.980]  不是死固固的
[00:08:18.980 --> 00:08:21.980]  結果眾民包括了亡國逃脫的
[00:08:21.980 --> 00:08:23.980]  以色列北角的子民
[00:08:23.980 --> 00:08:26.180]  都重拾這個美好時光
[00:08:26.180 --> 00:08:29.680]  全國的人民來大陸守著余節
[00:08:29.680 --> 00:08:30.880]  走遍全國
[00:08:30.880 --> 00:08:32.880]  將這些消息公佈的時候
[00:08:32.880 --> 00:08:36.580]  是要花很多的時間精神安排
[00:08:36.580 --> 00:08:38.580]  但是希西加為了神
[00:08:38.580 --> 00:08:41.080]  他絕對不是用高壓手段
[00:08:41.080 --> 00:08:43.080]  不是用強硬的指令
[00:08:43.080 --> 00:08:46.280]  是苦口婆心的來忠告他們
[00:08:46.280 --> 00:08:47.680]  來勸慰他們
[00:08:47.680 --> 00:08:51.580]  我們儘管看一部分的內容好不好?
[00:08:51.580 --> 00:08:54.580]  歷代之下30章第6到第9節
[00:08:54.580 --> 00:08:58.080]  「亦祝就保皇和眾首領的信
[00:08:58.080 --> 00:09:01.580]  遵著皇命傳遍以色列和猶大」
[00:09:01.580 --> 00:09:02.580]  信內說:
[00:09:02.580 --> 00:09:05.580]  「以色列人,你們當轉向耶和華
[00:09:05.580 --> 00:09:08.580]  阿巴拉罕,以撒以色列的臣
[00:09:08.580 --> 00:09:11.080]  好叫他轉向你們
[00:09:11.080 --> 00:09:15.080]  就是逃脫亞述王守的愚民
[00:09:15.080 --> 00:09:16.580]  你們不要效法
[00:09:16.580 --> 00:09:18.580]  你們列祖和你們的弟兄
[00:09:18.580 --> 00:09:20.580]  他們干犯耶和華
[00:09:20.580 --> 00:09:22.580]  他們列祖的臣
[00:09:22.580 --> 00:09:25.080]  以致耶和華丟棄他們
[00:09:25.080 --> 00:09:26.880]  使他們敗亡
[00:09:26.880 --> 00:09:29.880]  正如你們所見的
[00:09:29.880 --> 00:09:32.380]  現在不要像你們列祖硬著頂抗
[00:09:32.380 --> 00:09:35.580]  只要歸順耶和華進入他的聖所
[00:09:35.580 --> 00:09:38.380]  就是永遠承聖的聖所
[00:09:38.380 --> 00:09:39.580]  又要侍奉耶和華
[00:09:39.580 --> 00:09:42.880]  你們的臣好使他的列祿轉離你們
[00:09:42.880 --> 00:09:44.380]  你們若轉向耶和華
[00:09:44.380 --> 00:09:46.380]  你們的弟兄和兒女
[00:09:46.380 --> 00:09:50.080]  必在擄掠他們的人面前蒙年述
[00:09:50.080 --> 00:09:52.080]  得以歸回謝地
[00:09:52.080 --> 00:09:55.580]  因為耶和華你們的臣是有恩典詩憐憫
[00:09:55.580 --> 00:09:57.080]  你們若轉向他
[00:09:57.080 --> 00:10:00.580]  他必不轉念不顧你們
[00:10:00.580 --> 00:10:02.080]  聽到嗎?
[00:10:02.080 --> 00:10:05.080]  希西加他是循循善誘
[00:10:05.080 --> 00:10:09.580]  當時北邊的以色列已經被亞述滅亡了
[00:10:09.580 --> 00:10:11.580]  亞述是當時的強國
[00:10:11.580 --> 00:10:15.080]  但是也關心這些自己被滅的同胞
[00:10:15.080 --> 00:10:16.580]  呼籲他們
[00:10:16.580 --> 00:10:18.080]  他不是用高壓手段
[00:10:18.080 --> 00:10:20.580]  這是很值得我們去欣賞的
[00:10:20.580 --> 00:10:24.580]  他不是強制迫這些人民去做這些事
[00:10:24.580 --> 00:10:26.580]  他是苦口婆心的
[00:10:26.580 --> 00:10:28.580]  叫人們去守禦節
[00:10:28.580 --> 00:10:30.080]  這是很寶貴的
[00:10:30.080 --> 00:10:33.080]  現在英國就慶祝英女皇
[00:10:33.080 --> 00:10:35.080]  登基很多年了
[00:10:35.080 --> 00:10:39.580]  剛剛我們有Band Holiday
[00:10:39.580 --> 00:10:42.080]  我看到很多的英國人
[00:10:42.080 --> 00:10:45.080]  包括來自不同地方的人
[00:10:45.080 --> 00:10:46.580]  是很甘心情願的
[00:10:46.580 --> 00:10:48.080]  很開心的慶祝
[00:10:48.080 --> 00:10:50.580]  女皇的壽辰
[00:10:50.580 --> 00:10:52.580]  女皇的登基
[00:10:52.580 --> 00:10:56.580]  他們是自願地掛一些國旗出來
[00:10:56.580 --> 00:11:00.080]  這裡就不會被迫一定要做這件事
[00:11:00.080 --> 00:11:03.580]  甚至有人在屋裡有了一支英國國旗
[00:11:03.580 --> 00:11:07.580]  我們都看到那些人是很尊敬女皇
[00:11:07.580 --> 00:11:11.080]  這個是去體恤人民
[00:11:11.080 --> 00:11:13.580]  或者她那種生命很美麗
[00:11:13.580 --> 00:11:15.080]  於是人民尊重她
[00:11:15.080 --> 00:11:17.080]  就不是用強制手段
[00:11:17.080 --> 00:11:20.080]  當然我們看到希西嘉怎麼做得好
[00:11:20.080 --> 00:11:22.080]  她就是體恤民情
[00:11:22.080 --> 00:11:26.080]  為什麼當時有很多人還沒行完這個潔淨禮
[00:11:26.080 --> 00:11:29.080]  因為守禦節的時候要行潔淨禮
[00:11:29.080 --> 00:11:32.080]  利未人為他們宰殺那些禦節的羔羊
[00:11:32.080 --> 00:11:33.080]  為他們有贖罪
[00:11:33.080 --> 00:11:36.080]  就使他們在神面前成為聖潔
[00:11:36.080 --> 00:11:38.080]  歷代之下30章第17節
[00:11:38.080 --> 00:11:41.080]  會中有許多人尚未致潔
[00:11:41.080 --> 00:11:44.080]  所以利未人為一切不潔之人
[00:11:44.080 --> 00:11:52.080]  阻禦節的羊羔使他們在耶和華面前成為聖潔
[00:11:52.080 --> 00:11:56.080]  所以你看到他是來幫助他們
[00:11:56.080 --> 00:12:01.080]  但是在北邊逃亡過來的那些以法連人
[00:12:01.080 --> 00:12:04.080]  馬拿西、以薩加、西布倫人
[00:12:04.080 --> 00:12:07.080]  因為他們國家已經被滅了
[00:12:07.080 --> 00:12:10.580]  他們哪有能力來購買那些羊羔呢
[00:12:10.580 --> 00:12:13.080]  所以他們是怎麼樣呢
[00:12:13.080 --> 00:12:18.080]  他們又沒有辦法來買這些羊羔
[00:12:18.080 --> 00:12:20.080]  但是他們很想參加如意節
[00:12:20.080 --> 00:12:24.080]  於是希西加就鼓勵他們
[00:12:24.080 --> 00:12:27.080]  照樣分享如意節的羔羊
[00:12:27.080 --> 00:12:29.080]  這個其實是於例不合的
[00:12:29.080 --> 00:12:31.080]  不合法例的嘛
[00:12:31.080 --> 00:12:32.080]  犯了律法的
[00:12:32.080 --> 00:12:34.080]  因為你都沒有阻止他們羊羔
[00:12:34.080 --> 00:12:35.080]  你就走去享受
[00:12:35.080 --> 00:12:37.080]  絕對不應該的
[00:12:37.080 --> 00:12:40.080]  但是希西加體恤他們的心
[00:12:40.080 --> 00:12:41.080]  是真誠
[00:12:41.080 --> 00:12:44.080]  只是沒有能力去牽制
[00:12:44.080 --> 00:12:47.080]  所以他禱告求神赦免他們
[00:12:47.080 --> 00:12:53.080]  結果希西加的禱告就得到神的答應
[00:12:53.080 --> 00:12:57.080]  好,我們看看歷代之下
[00:12:57.080 --> 00:13:00.080]  第30章18到20節
[00:13:00.080 --> 00:13:02.080]  以法連馬拿西、以薩加、西布倫
[00:13:02.080 --> 00:13:04.080]  有許多人尚未自結
[00:13:04.080 --> 00:13:07.080]  他們卻也吃如意節的羊羔
[00:13:07.080 --> 00:13:11.080]  不合所記錄的定例
[00:13:11.080 --> 00:13:13.080]  不合法的了
[00:13:13.080 --> 00:13:15.080]  希西加為他們禱告說
[00:13:15.080 --> 00:13:17.080]  凡專心尋求神就是耶和華
[00:13:17.080 --> 00:13:19.080]  他列祖之神的
[00:13:19.080 --> 00:13:23.080]  雖不照著聖所潔淨之禮自結
[00:13:23.080 --> 00:13:28.080]  求至善的耶和華也饒恕他
[00:13:28.080 --> 00:13:30.080]  希西加為這一班的同胞
[00:13:30.080 --> 00:13:32.080]  其實不是自己猶大國的同胞
[00:13:32.080 --> 00:13:34.080]  是以色列國的同胞
[00:13:34.080 --> 00:13:37.080]  來禱告
[00:13:37.080 --> 00:13:39.080]  結果是怎樣呢
[00:13:39.080 --> 00:13:41.080]  耶和華遂聽希西加的禱告
[00:13:41.080 --> 00:13:43.080]  就饒恕百姓
[00:13:43.080 --> 00:13:46.080]  你們看不見這個禱告是多麼的好
[00:13:46.080 --> 00:13:48.080]  是多麼令我們羨慕
[00:13:48.080 --> 00:13:50.080]  特別是香港人來大陸羨慕
[00:13:50.080 --> 00:13:52.080]  你看不看到
[00:13:52.080 --> 00:13:54.080]  他是很愛的人民
[00:13:54.080 --> 00:13:56.080]  很愛神,體恤子民
[00:13:56.080 --> 00:14:00.080]  他按律法表面已經犯了兩次的錯
[00:14:00.080 --> 00:14:03.080]  希西加大陸神完全沒有怪責他
[00:14:03.080 --> 00:14:06.080]  他使人民的靈命得到復興
[00:14:06.080 --> 00:14:08.080]  生命得以建立
[00:14:08.080 --> 00:14:11.080]  這是很值得所有做領導的
[00:14:11.080 --> 00:14:13.080]  包括做教會的領導
[00:14:13.080 --> 00:14:15.080]  都要去學習
[00:14:15.080 --> 00:14:18.080]  我們不是死板板的
[00:14:18.080 --> 00:14:20.080]  榨出一些東西
[00:14:20.080 --> 00:14:23.080]  就是這條例是這樣
[00:14:23.080 --> 00:14:27.080]  稍後在崇拜講道的時候會再分享的
[00:14:27.080 --> 00:14:31.080]  還有他就是很善待神的僕人
[00:14:31.080 --> 00:14:34.080]  祭司利美人面對百姓的奉獻
[00:14:34.080 --> 00:14:36.080]  要辦理憲制的事
[00:14:36.080 --> 00:14:38.080]  特別是贖罪制
[00:14:38.080 --> 00:14:41.080]  可以說累得不得了
[00:14:41.080 --> 00:14:44.080]  但是他不單單體恤人民
[00:14:44.080 --> 00:14:47.080]  他更加體恤神的僕人
[00:14:47.080 --> 00:14:50.080]  歷代之下30章第22節
[00:14:50.080 --> 00:14:54.080]  希西加慰勞一切善於侍奉耶和的利美人
[00:14:54.080 --> 00:14:57.080]  於是眾人吃節宴七日
[00:14:57.080 --> 00:15:03.080]  又欠平安祭且向耶和他們滅祖的神認罪
[00:15:03.080 --> 00:15:07.080]  平安祭就是和祭司利美人分享的
[00:15:07.080 --> 00:15:09.080]  所以你留意到
[00:15:09.080 --> 00:15:12.080]  他對神的僕人是很尊重的
[00:15:12.080 --> 00:15:14.080]  這是我們要學習的
[00:15:14.080 --> 00:15:16.080]  我不是為自己說話
[00:15:16.080 --> 00:15:21.080]  今天如果一個用心侍奉勤勞的神的僕人
[00:15:21.080 --> 00:15:23.080]  我們就要尊重他
[00:15:23.080 --> 00:15:28.080]  當然那些懶惰、撕毀、掃餐、品飯吃那些
[00:15:28.080 --> 00:15:30.080]  是不值得尊重的
[00:15:30.080 --> 00:15:33.080]  這是貼索羅尼加前書很清楚說的
[00:15:33.080 --> 00:15:36.080]  我們要用愛心格外尊重
[00:15:36.080 --> 00:15:39.080]  在主裡面勞苦的僕人
[00:15:39.080 --> 00:15:42.080]  所以今天做目者就需要去反省了
[00:15:42.080 --> 00:15:47.080]  百姓在這麼熱切的氣氛之下受感染
[00:15:47.080 --> 00:15:49.080]  竟然要求做什麼
[00:15:49.080 --> 00:15:53.080]  好像Mirror要開演唱會
[00:15:53.080 --> 00:15:55.080]  要加場
[00:15:55.080 --> 00:15:58.080]  他們竟然要求再守節七天
[00:15:58.080 --> 00:16:00.080]  額外的七天
[00:16:00.080 --> 00:16:02.080]  這都很美麗
[00:16:02.080 --> 00:16:05.080]  起世家自己挖腰包出來
[00:16:05.080 --> 00:16:09.080]  給公牛一千隻羊七千隻為祭物
[00:16:09.080 --> 00:16:12.080]  同樣祭司恢復了敬拜
[00:16:12.080 --> 00:16:17.080]  更加恢復了聖殿的憲制
[00:16:17.080 --> 00:16:18.080]  神的律法
[00:16:18.080 --> 00:16:22.080]  並且諾命令要按律發憲十分之一
[00:16:22.080 --> 00:16:24.080]  使祭司有糧食
[00:16:24.080 --> 00:16:27.080]  歷代字下31章裡有記載
[00:16:27.080 --> 00:16:30.080]  首領作出同樣的回應
[00:16:30.080 --> 00:16:33.080]  前所未有的情形
[00:16:33.080 --> 00:16:35.080]  就出現了
[00:16:35.080 --> 00:16:38.080]  歷代字下30章的26節
[00:16:38.080 --> 00:16:41.080]  這樣在耶路撒冷大有喜樂
[00:16:41.080 --> 00:16:44.080]  自從以色列王大為兒子鎖了門的時候
[00:16:44.080 --> 00:16:48.080]  再耶路撒冷沒有這樣的喜樂
[00:16:48.080 --> 00:16:49.080]  看見嗎
[00:16:49.080 --> 00:16:52.080]  索羅門是最榮華的時候
[00:16:52.080 --> 00:16:54.080]  那時候的憲聖殿當然很開心
[00:16:54.080 --> 00:16:56.080]  但之後一直都沒有
[00:16:56.080 --> 00:16:58.080]  但現在這種喜樂再一次的
[00:16:58.080 --> 00:17:00.080]  在歷代重複出現
[00:17:00.080 --> 00:17:04.080]  我們來看看
[00:17:04.080 --> 00:17:08.080]  一切的事情有什麼美好的果效
[00:17:08.080 --> 00:17:11.080]  就是禱告蒙英文
[00:17:11.080 --> 00:17:14.080]  祭司利未人和匯眾禱告
[00:17:14.080 --> 00:17:16.080]  蒙神大大的英雲
[00:17:16.080 --> 00:17:19.080]  歷代字下30章的27節
[00:17:19.080 --> 00:17:21.080]  那時祭司利未人起來
[00:17:21.080 --> 00:17:25.080]  為民祝福他們的聲音蒙神垂聽
[00:17:25.080 --> 00:17:28.080]  他們的禱告達到天上的聖所
[00:17:28.080 --> 00:17:30.080]  是多麼的寶貴呢
[00:17:30.080 --> 00:17:32.080]  神垂聽他們的禱告
[00:17:32.080 --> 00:17:35.080]  還有他們去拆除偶像
[00:17:35.080 --> 00:17:41.080]  我們來看看歷代字下31章的第一節
[00:17:41.080 --> 00:17:46.080]  這是既然不在那裡的以色列眾人
[00:17:46.080 --> 00:17:50.080]  就到猶大的成一打碎處將
[00:17:50.080 --> 00:17:52.080]  砍斷木偶
[00:17:52.080 --> 00:17:57.080]  又在猶大便雅敏以法連馬拿西遍地
[00:17:57.080 --> 00:18:00.080]  將幽壇和祭壇拆毀正盡
[00:18:00.080 --> 00:18:03.080]  於是以色列眾人各回各城
[00:18:03.080 --> 00:18:04.080]  各歸各地
[00:18:04.080 --> 00:18:06.080]  這個是很寶貴
[00:18:06.080 --> 00:18:08.080]  就是他來帶他們怎樣呢
[00:18:08.080 --> 00:18:10.080]  拆除了偶像
[00:18:10.080 --> 00:18:13.080]  結果他諸事幸通了
[00:18:13.080 --> 00:18:18.080]  歷代字下第31章第20節
[00:18:18.080 --> 00:18:20.080]  起西家在猶大遍地
[00:18:20.080 --> 00:18:22.080]  這樣辦理行耶華眼中
[00:18:22.080 --> 00:18:24.080]  正看為中的事
[00:18:24.080 --> 00:18:26.080]  凡他所行的
[00:18:26.080 --> 00:18:29.080]  無論是辦神殿的事
[00:18:29.080 --> 00:18:31.080]  是遵律法守誡命
[00:18:31.080 --> 00:18:33.080]  是尋求他神
[00:18:33.080 --> 00:18:35.080]  都是盡心去行
[00:18:35.080 --> 00:18:37.080]  留意最後幾個字
[00:18:37.080 --> 00:18:39.080]  無不幸通
[00:18:39.080 --> 00:18:41.080]  是很寶貴的
[00:18:41.080 --> 00:18:43.080]  所以呢
[00:18:43.080 --> 00:18:45.080]  原來我們去親近神依靠神的時候
[00:18:45.080 --> 00:18:49.080]  我們就會得到神的祝福了
[00:18:49.080 --> 00:18:52.080]  起西家很值得我們去欣賞學習
[00:18:52.080 --> 00:18:56.080]  他不跟從父親先祖拜偶像
[00:18:56.080 --> 00:18:59.080]  他排除萬難恢復和神的交往
[00:18:59.080 --> 00:19:03.080]  身體力行的來激勵百姓
[00:19:03.080 --> 00:19:05.080]  運用他的權力
[00:19:05.080 --> 00:19:08.080]  去幫助聖殿暢通的運作
[00:19:08.080 --> 00:19:10.080]  更加很寶貴
[00:19:10.080 --> 00:19:12.080]  去體恤子民
[00:19:12.080 --> 00:19:14.080]  體恤神的僕人
[00:19:14.080 --> 00:19:16.080]  破例善待他們
[00:19:16.080 --> 00:19:20.080]  因此使整個國家得到復興快樂
[00:19:20.080 --> 00:19:23.080]  這個就是今天每一個人
[00:19:23.080 --> 00:19:25.080]  特別是領導人
[00:19:25.080 --> 00:19:27.080]  是要來體諒學校的
[00:19:27.080 --> 00:19:30.080]  教會就會得到興旺和祝福
[00:19:30.080 --> 00:19:32.080]  特別是我很深感受
[00:19:32.080 --> 00:19:34.080]  就是當起西家
[00:19:34.080 --> 00:19:36.080]  去做守愚御哲
