
[00:00:00.000 --> 00:00:01.960]  2020年
[00:03:11.400 --> 00:03:13.480]  上帝給我的禮物
[00:03:13.480 --> 00:03:15.120]  你不一定有
[00:03:15.120 --> 00:03:16.920]  上帝給你的禮物
[00:03:16.920 --> 00:03:18.160]  我不一定有
[00:03:18.160 --> 00:03:20.520]  但不要緊是上帝為你
[00:03:20.520 --> 00:03:23.760]  為我度身訂做的
[00:03:23.760 --> 00:03:24.840]  即是說
[00:03:24.840 --> 00:03:26.720]  在上帝的眼中
[00:03:26.720 --> 00:03:28.720]  那份禮物對我來說
[00:03:28.720 --> 00:03:29.720]  對你來說
[00:03:29.720 --> 00:03:32.440]  是最好的
[00:03:32.440 --> 00:03:34.320]  是最好的
[00:03:34.320 --> 00:03:35.200]  所以又話說
[00:03:35.200 --> 00:03:36.600]  他升上高天的時候
[00:03:36.600 --> 00:03:37.640]  努力俘虜
[00:03:37.640 --> 00:03:40.400]  將各人的恩賜賞給人
[00:03:40.400 --> 00:03:42.480]  這是說到主耶穌
[00:03:42.480 --> 00:03:44.960]  打敗了
[00:03:44.960 --> 00:03:47.960]  在天空說謊言的那位
[00:03:47.960 --> 00:03:49.720]  欺控人的那位
[00:03:49.720 --> 00:03:51.840]  將各人的禮物賜給我們
[00:03:51.840 --> 00:03:55.040]  以至先來到第十一到十三節
[00:03:55.040 --> 00:03:57.720]  其實不單止十一到十三節
[00:03:57.720 --> 00:03:59.040]  再下文
[00:03:59.040 --> 00:04:02.440]  十四 十五 十六
[00:04:02.440 --> 00:04:03.960]  十一到第十六節
[00:04:03.960 --> 00:04:06.080]  有六節的經文長不長
[00:04:06.080 --> 00:04:07.160]  長的
[00:04:07.160 --> 00:04:10.560]  但原文裏面只不過一句
[00:04:10.560 --> 00:04:13.560]  這句的希臘文其實都頗長的
[00:04:13.560 --> 00:04:14.800]  所以回去做英文也好
[00:04:14.800 --> 00:04:16.040]  回去做中文也好
[00:04:16.040 --> 00:04:17.480]  都頗甩咳的
[00:04:17.480 --> 00:04:19.600]  怎樣將一句這麼長的
[00:04:19.600 --> 00:04:21.920]  能夠表達清楚
[00:04:21.920 --> 00:04:23.720]  我們剛才讀過十一到十三
[00:04:23.720 --> 00:04:26.440]  我們試試讀第十四到十六
[00:04:26.440 --> 00:04:27.640]  準備起
[00:04:27.640 --> 00:04:30.320]  使我們不再作小孩子
[00:04:30.320 --> 00:04:33.800]  中了人的詭計和欺騙的法術
[00:04:33.800 --> 00:04:36.400]  被一切異教之風搖動
[00:04:36.400 --> 00:04:37.920]  飄來飄去
[00:04:37.920 --> 00:04:40.240]  就隨從各樣的異端
[00:04:40.240 --> 00:04:42.760]  唯用愛心說誠實話
[00:04:42.760 --> 00:04:44.320]  凡事長進
[00:04:44.320 --> 00:04:46.360]  憐於元首基督
[00:04:46.360 --> 00:04:49.400]  全生都靠他聯絡得合適
[00:04:49.400 --> 00:04:51.360]  百折各按各職
[00:04:51.360 --> 00:04:53.400]  照著各體的功用
[00:04:53.400 --> 00:04:54.840]  彼此相助
[00:04:54.840 --> 00:04:57.480]  便叫身體漸漸增長
[00:04:57.480 --> 00:05:00.120]  在愛中建立自己
[00:05:00.120 --> 00:05:01.680]  大家有沒有一種感覺呢
[00:05:01.680 --> 00:05:04.360]  如果這幾年我們懂得背十一到十三節
[00:05:04.360 --> 00:05:05.840]  你只要背完第十四節
[00:05:05.840 --> 00:05:09.200]  你就背了一句說話了
[00:05:09.200 --> 00:05:12.400]  那句說話有六節經文
[00:05:12.400 --> 00:05:15.240]  所以我們很大盼望
[00:05:15.240 --> 00:05:16.440]  六節都會背完
[00:05:16.440 --> 00:05:18.720]  因為最後這兩節都已經背完了
[00:05:18.720 --> 00:05:19.720]  對不對
[00:05:19.720 --> 00:05:21.200]  好 我們回頭看
[00:05:21.200 --> 00:05:24.120]  十一到十三節
[00:05:24.120 --> 00:05:26.000]  主耶穌基督所賜的有使徒
[00:05:26.000 --> 00:05:26.680]  有先知
[00:05:26.680 --> 00:05:30.040]  有傳呼音的有牧師和教師
[00:05:30.040 --> 00:05:35.680]  目的是甚麼
[00:05:35.680 --> 00:05:36.680]  成全聖徒
[00:05:36.680 --> 00:05:37.920]  各盡其職
[00:05:37.920 --> 00:05:40.400]  建立基督的身體
[00:05:40.400 --> 00:05:42.000]  在原文裏面
[00:05:42.000 --> 00:05:45.120]  這個就是第十一節的目的
[00:05:45.120 --> 00:05:46.720]  就是這一句
[00:05:46.720 --> 00:05:48.800]  而這一句裏面
[00:05:48.800 --> 00:05:49.720]  這兩個
[00:05:49.720 --> 00:05:51.840]  成全聖徒 各盡其職的目的
[00:05:51.840 --> 00:05:54.120]  是建立基督的身體
[00:05:54.120 --> 00:05:55.560]  明白我的意思嗎
[00:05:55.560 --> 00:05:57.000]  所以這三節裏面
[00:05:57.000 --> 00:05:59.440]  最重要的那一節的目的是甚麼
[00:05:59.440 --> 00:06:00.600]  在哪裏
[00:06:00.600 --> 00:06:02.880]  在第十二節
[00:06:02.880 --> 00:06:05.280]  為要成全聖徒
[00:06:05.280 --> 00:06:06.280]  各盡其職
[00:06:06.280 --> 00:06:07.680]  建立基督的身體
[00:06:07.680 --> 00:06:10.400]  成全兩個字
[00:06:10.400 --> 00:06:12.520]  是圓滿
[00:06:12.520 --> 00:06:15.760]  是讓人變得圓滿
[00:06:15.760 --> 00:06:17.080]  讓人變得圓全
[00:06:17.080 --> 00:06:18.480]  所以有時用成全
[00:06:18.480 --> 00:06:21.040]  但現在的中文翻譯也好
[00:06:21.040 --> 00:06:22.720]  英文翻譯也好
[00:06:22.720 --> 00:06:25.800]  為了讓大家更加容易明白
[00:06:25.800 --> 00:06:28.240]  使人變得圓全的意思
[00:06:28.240 --> 00:06:30.280]  會用另一個翻譯
[00:06:30.280 --> 00:06:31.280]  甚麼
[00:06:31.280 --> 00:06:33.360]  裝備
[00:06:33.360 --> 00:06:35.080]  為要裝備聖徒
[00:06:35.080 --> 00:06:36.520]  各盡其職
[00:06:36.520 --> 00:06:39.120]  建立基督的身體
[00:06:39.120 --> 00:06:40.640]  如果在這裏的時候
[00:06:40.640 --> 00:06:43.040]  我們最少知道一件事
[00:06:43.040 --> 00:06:46.000]  原來保羅寫信給耶復所教會
[00:06:46.000 --> 00:06:49.520]  告訴教會你們要合一
[00:06:49.520 --> 00:06:51.080]  因為在基督裏面
[00:06:51.080 --> 00:06:53.320]  我們已經合而為一
[00:06:53.320 --> 00:06:54.520]  接著
[00:06:54.520 --> 00:06:57.880]  主耶穌基督賜下給教會不同的禮物
[00:06:57.880 --> 00:06:59.920]  按比每個人給不同的禮物
[00:06:59.920 --> 00:07:02.400]  也都賜下禮物給教會
[00:07:02.400 --> 00:07:05.120]  這些禮物包括
[00:07:05.120 --> 00:07:05.920]  作使徒的
[00:07:05.920 --> 00:07:06.800]  作先知的
[00:07:06.800 --> 00:07:08.040]  傳呼音的
[00:07:08.040 --> 00:07:09.000]  作牧者的
[00:07:09.000 --> 00:07:10.360]  作教師的
[00:07:10.360 --> 00:07:12.640]  目的只有一個
[00:07:12.640 --> 00:07:14.120]  要裝備聖徒
[00:07:14.120 --> 00:07:16.200]  各盡其職
[00:07:16.200 --> 00:07:17.480]  如果是這樣的話
[00:07:17.480 --> 00:07:20.440]  我們自己就要反省了
[00:07:20.440 --> 00:07:22.560]  既然上帝賜下這些禮物
[00:07:22.560 --> 00:07:24.640]  為的是要裝備聖徒
[00:07:24.640 --> 00:07:25.760]  各盡其職的時候
[00:07:25.760 --> 00:07:27.560]  我們回到敬拜
[00:07:27.560 --> 00:07:29.280]  我們回到教會群體裏面
[00:07:29.280 --> 00:07:32.760]  我們的目的又是甚麼
[00:07:32.760 --> 00:07:33.920]  我們的目的
[00:07:33.920 --> 00:07:37.560]  是不是接受裝備
[00:07:37.560 --> 00:07:40.520]  還是我們的目的
[00:07:40.520 --> 00:07:42.400]  一個星期過去太辛苦了
[00:07:42.400 --> 00:07:44.200]  回來歇一歇
[00:07:44.200 --> 00:07:45.880]  休息一休息
[00:07:45.880 --> 00:07:47.280]  有個寧靜的環境
[00:07:47.280 --> 00:07:49.640]  唱詩歌得著安慰
[00:07:49.640 --> 00:07:52.760]  聽到最好牧師
[00:07:52.760 --> 00:07:56.160]  教師在台上講的安慰和平安的訊息
[00:07:56.160 --> 00:07:58.320]  養個心靈得著安息
[00:07:58.320 --> 00:08:00.400]  養個心靈能夠得到休息
[00:08:00.400 --> 00:08:02.040]  接著我出去
[00:08:02.040 --> 00:08:04.920]  這裏成為一個休息的地方
[00:08:04.920 --> 00:08:05.800]  好不好
[00:08:05.800 --> 00:08:07.000]  好
[00:08:07.000 --> 00:08:09.880]  不過不是唯一
[00:08:09.880 --> 00:08:11.240]  這裏成為一個敬拜的地方
[00:08:11.240 --> 00:08:11.640]  好不好
[00:08:11.640 --> 00:08:12.360]  好
[00:08:12.360 --> 00:08:16.360]  不過不是唯一
[00:08:16.360 --> 00:08:18.960]  裝備聖徒
[00:08:18.960 --> 00:08:23.400]  就是說我們要接受訓練
[00:08:23.400 --> 00:08:26.680]  投入上帝所設定的
[00:08:26.680 --> 00:08:28.160]  我們度身訂做
[00:08:28.160 --> 00:08:29.600]  每個人在教會裏面
[00:08:29.600 --> 00:08:31.080]  在家裏面
[00:08:31.080 --> 00:08:32.280]  在你的職場
[00:08:32.280 --> 00:08:34.000]  在你的工作崗位
[00:08:34.000 --> 00:08:35.440]  在你的社區裏面
[00:08:35.440 --> 00:08:37.440]  各人不同的角色
[00:08:37.440 --> 00:08:41.560]  以致我們有各盡其職去服侍他
[00:08:41.560 --> 00:08:42.720]  即是說
[00:08:42.720 --> 00:08:49.280]  教會不是單單讓人聽平安訊息的地方
[00:08:49.280 --> 00:08:53.280]  亦都是接受訓練
[00:08:53.280 --> 00:08:57.720]  讓上帝透過我們工作的地方
[00:08:57.720 --> 00:08:59.560]  聽不聽得明白
[00:08:59.560 --> 00:09:02.320]  是接受訓練的一個地方
[00:09:02.320 --> 00:09:05.480]  甚麼叫做裝備聖徒
[00:09:05.480 --> 00:09:08.000]  一開始
[00:09:08.000 --> 00:09:11.160]  保羅不是說裝備信徒
[00:09:11.160 --> 00:09:13.320]  裝備聖徒
[00:09:13.320 --> 00:09:14.800]  我很記得有一次
[00:09:14.800 --> 00:09:17.480]  很久之前
[00:09:17.480 --> 00:09:20.800]  我去台灣訪孫的時候
[00:09:20.800 --> 00:09:21.640]  去台灣
[00:09:21.640 --> 00:09:22.320]  去到一間教會
[00:09:22.320 --> 00:09:23.840]  差點不敢進去
[00:09:23.840 --> 00:09:26.480]  歡迎從香港來的聖徒
[00:09:26.480 --> 00:09:30.040]  我立刻站在門口
[00:09:30.040 --> 00:09:33.760]  覺得配不上
[00:09:33.760 --> 00:09:38.280]  大家都是聖徒
[00:09:38.280 --> 00:09:40.160]  你覺不覺得自己突然很尊貴
[00:09:40.160 --> 00:09:44.240]  突然不敢說自己是聖徒
[00:09:44.240 --> 00:09:46.360]  但在聖經裏面
[00:09:46.360 --> 00:09:47.200]  講我們每一個
[00:09:47.200 --> 00:09:49.520]  因著主耶穌基督
[00:09:49.520 --> 00:09:50.880]  得以與神和好
[00:09:50.880 --> 00:09:52.960]  以致我們已經分別為聖
[00:09:52.960 --> 00:09:55.240]  教會兩個字
[00:09:55.240 --> 00:09:56.640]  在原文希利文
[00:09:56.640 --> 00:10:00.200]  是被呼召出來的一班人
[00:10:00.200 --> 00:10:01.720]  這個就是教會
[00:10:01.720 --> 00:10:03.160]  被呼召出來的一班人
[00:10:03.160 --> 00:10:05.760]  即是與原本的一班人
[00:10:05.760 --> 00:10:06.600]  出來了
[00:10:06.600 --> 00:10:07.480]  不同了
[00:10:07.480 --> 00:10:09.480]  分別出來了
[00:10:09.480 --> 00:10:10.880]  而所有分別出來
[00:10:10.880 --> 00:10:12.280]  被神分別出來
[00:10:12.280 --> 00:10:14.160]  全歸耶和華的
[00:10:14.160 --> 00:10:17.720]  聖經就稱之為聖潔
[00:10:17.720 --> 00:10:21.160]  並不是乾淨的意思
[00:10:21.160 --> 00:10:23.840]  是歸耶和華為聖
[00:10:23.840 --> 00:10:25.840]  稱為聖潔
[00:10:25.840 --> 00:10:27.760]  如果是這樣的話
[00:10:27.760 --> 00:10:30.880]  你和我是不是聖徒
[00:10:30.880 --> 00:10:32.760]  是
[00:10:32.760 --> 00:10:36.560]  但不是因為我們做得好
[00:10:36.560 --> 00:10:39.240]  不是因為我們憑著自己努力
[00:10:39.240 --> 00:10:41.680]  讓自己乾乾淨淨
[00:10:41.680 --> 00:10:44.600]  是因著主耶穌基督的補血
[00:10:44.600 --> 00:10:46.280]  讓我們變得乾淨
[00:10:46.280 --> 00:10:48.680]  因著主耶穌基督的買贖
[00:10:48.680 --> 00:10:51.280]  我們歸耶和華分別出來
[00:10:51.280 --> 00:10:54.160]  所以我們每一個都是聖徒
[00:10:54.160 --> 00:10:56.880]  所以保羅說得很清楚
[00:10:56.880 --> 00:11:01.120]  是裝備每一個屬於上帝的人
[00:11:01.120 --> 00:11:02.640]  你和我
[00:11:02.640 --> 00:11:04.320]  都是聖徒
[00:11:04.320 --> 00:11:06.600]  要裝備的時候就包括什麼呢
[00:11:06.600 --> 00:11:07.680]  作為教會
[00:11:07.680 --> 00:11:09.320]  作為任何一個機構
[00:11:09.320 --> 00:11:10.920]  就算你是
[00:11:10.920 --> 00:11:12.240]  足球隊也好
[00:11:12.240 --> 00:11:13.520]  羽毛球隊也好
[00:11:13.520 --> 00:11:14.800]  從頭到尾都在說什麼
[00:11:14.800 --> 00:11:16.640]  培育和訓練
[00:11:16.640 --> 00:11:17.720]  是不是
[00:11:17.720 --> 00:11:19.520]  培育生命
[00:11:19.520 --> 00:11:21.160]  培育態度
[00:11:21.160 --> 00:11:22.480]  訓練他
[00:11:22.480 --> 00:11:24.360]  有不同的技巧
[00:11:24.360 --> 00:11:26.120]  以至跑步的跑得好
[00:11:26.120 --> 00:11:27.280]  打羽毛球的打得好
[00:11:27.280 --> 00:11:28.360]  打乒乓球的打得好
[00:11:28.360 --> 00:11:30.600]  游泳的游得好
[00:11:30.600 --> 00:11:31.440]  不過
[00:11:31.440 --> 00:11:34.520]  有好的系統
[00:11:34.520 --> 00:11:35.880]  足不足夠
[00:11:35.880 --> 00:11:37.840]  不足夠
[00:11:37.840 --> 00:11:39.080]  最重要的是什麼
[00:11:39.080 --> 00:11:41.520]  那個人本身
[00:11:41.520 --> 00:11:44.880]  願不願意接受訓練
[00:11:44.880 --> 00:11:46.680]  願不願意給時間
[00:11:46.680 --> 00:11:48.880]  願不願意流汗
[00:11:48.880 --> 00:11:51.960]  願不願意
[00:11:51.960 --> 00:11:54.560]  失敗的時候再站起來
[00:11:54.560 --> 00:11:57.000]  累的時候繼續堅持下去
[00:11:57.000 --> 00:11:59.720]  這份意志力
[00:11:59.720 --> 00:12:03.160]  訓練一向是雙方面的
[00:12:03.160 --> 00:12:05.840]  一個是教練的責任
[00:12:05.840 --> 00:12:07.720]  一方面
[00:12:07.720 --> 00:12:09.200]  當事人
[00:12:09.200 --> 00:12:12.840]  受訓者他的堅持
[00:12:12.840 --> 00:12:14.920]  少了任何一面的
[00:12:14.920 --> 00:12:17.960]  都不會是一個好的訓練
[00:12:17.960 --> 00:12:20.120]  對不對
[00:12:20.120 --> 00:12:23.520]  即時說一邊是教會要做什麼
[00:12:23.520 --> 00:12:26.440]  一邊是哪些人要負上
[00:12:26.440 --> 00:12:30.320]  接受訓練的責任
[00:12:30.320 --> 00:12:33.520]  我們自己每一個
[00:12:33.520 --> 00:12:36.120]  我們自己沒想過要花時間
[00:12:36.120 --> 00:12:38.360]  在聖經上
[00:12:38.360 --> 00:12:40.120]  在禱告裡面
[00:12:40.120 --> 00:12:41.720]  在成長方面
[00:12:41.720 --> 00:12:42.640]  負上時間
[00:12:42.640 --> 00:12:43.680]  負上血汗
[00:12:43.680 --> 00:12:45.960]  負上意志力的時候
[00:12:45.960 --> 00:12:47.640]  我們
[00:12:47.640 --> 00:12:50.400]  都不能夠接受好的裝備
[00:12:50.400 --> 00:12:53.160]  不過話說回來
[00:12:53.160 --> 00:12:55.280]  說得清楚一點
[00:12:55.280 --> 00:12:56.920]  任何人
[00:12:56.920 --> 00:12:59.000]  你看一個小朋友都知道
[00:12:59.000 --> 00:13:00.520]  他只要喝奶
[00:13:00.520 --> 00:13:03.400]  他不做運動不讀書他都會長大
[00:13:03.400 --> 00:13:05.560]  手腳自然長大
[00:13:05.560 --> 00:13:07.920]  每一個人除了年日
[00:13:07.920 --> 00:13:10.400]  你怎樣都會成長
[00:13:10.400 --> 00:13:11.880]  分別在哪裡
[00:13:11.880 --> 00:13:13.640]  成長得健不健康
[00:13:13.640 --> 00:13:15.200]  心智成不成熟
[00:13:15.200 --> 00:13:17.200]  性情成不成熟
[00:13:17.200 --> 00:13:20.080]  會不會癡肥
[00:13:20.080 --> 00:13:22.400]  分別在哪裡
[00:13:22.400 --> 00:13:23.520]  分別就是
[00:13:23.520 --> 00:13:24.840]  不是你不會成長
[00:13:24.840 --> 00:13:26.240]  不過成長得健不健康
[00:13:26.240 --> 00:13:28.320]  是不是成熟
[00:13:28.320 --> 00:13:29.720]  就是這個意思
[00:13:29.720 --> 00:13:31.960]  所以我不擔心大家不會長大
[00:13:31.960 --> 00:13:33.360]  一定長大的
[00:13:33.360 --> 00:13:34.720]  不過長大了是畸形
[00:13:34.720 --> 00:13:37.600]  一定不是畸形的意思
[00:13:37.600 --> 00:13:40.480]  明白嗎
[00:13:40.480 --> 00:13:43.160]  過去教會2018和2019
[00:13:43.160 --> 00:13:46.720]  我們有靈修運動和關懷運動
[00:13:46.720 --> 00:13:49.480]  說穿了只不過是四個字
[00:13:49.480 --> 00:13:51.240]  愛神愛人
[00:13:51.240 --> 00:13:52.840]  是不是很簡單
[00:13:52.840 --> 00:13:54.840]  教會就是做這些事
[00:13:54.840 --> 00:13:56.000]  訓練信徒
[00:13:56.000 --> 00:14:00.760]  培育我們就是做一個愛神愛人的生命
[00:14:00.760 --> 00:14:03.240]  完了
[00:14:03.240 --> 00:14:05.200]  這兩個運動已經完結
[00:14:05.200 --> 00:14:06.720]  我們做了很多事
[00:14:06.720 --> 00:14:08.880]  當大家回顧的時候會知道
[00:14:08.880 --> 00:14:10.680]  譬如靈修運動
[00:14:10.680 --> 00:14:13.680]  其實這兩年我們有很多微小的轉變
[00:14:13.680 --> 00:14:16.200]  如果大家有少少回憶
[00:14:16.200 --> 00:14:18.280]  我們開了兩堂的時間
[00:14:18.280 --> 00:14:19.640]  多了空間的時間
[00:14:19.640 --> 00:14:21.280]  多了咖啡閣
[00:14:21.280 --> 00:14:23.280]  大家多了聊天的時間
[00:14:23.280 --> 00:14:26.720]  可以留下來祈禱的時間
[00:14:26.720 --> 00:14:28.080]  我們崇拜之前
[00:14:28.080 --> 00:14:31.800]  會有一小段的時間讓大家安靜
[00:14:31.800 --> 00:14:34.080]  我們多了公土
[00:14:34.080 --> 00:14:35.960]  我們講完道之
[00:14:35.960 --> 00:14:39.560]  也多了一個靜思的時間
[00:14:39.560 --> 00:14:41.160]  大家記不記得
[00:14:41.160 --> 00:14:42.680]  慢慢進去了大家
[00:14:42.680 --> 00:14:44.000]  慢慢習慣了就忘記了
[00:14:44.000 --> 00:14:47.040]  原來其實只不過是這兩年的事
[00:14:47.040 --> 00:14:49.080]  我們有書法靈修
[00:14:49.080 --> 00:14:51.480]  我們前年的時候
[00:14:51.480 --> 00:14:54.000]  我們年終感恩會
[00:14:54.000 --> 00:14:56.320]  我們還拍片海外的會友
[00:14:56.320 --> 00:14:58.040]  我們關懷海外的會友
[00:14:58.040 --> 00:15:00.640]  對外服侍的弟兄姊妹
[00:15:00.640 --> 00:15:02.680]  我們寫了一些心心
[00:15:02.680 --> 00:15:06.240]  回想在群體裏面一些感恩的事項
[00:15:06.240 --> 00:15:09.400]  我們做了很多點點滴滴的事
[00:15:09.400 --> 00:15:11.760]  但是2020年起
[00:15:11.760 --> 00:15:16.000]  我們想重點回到這裏
[00:15:16.000 --> 00:15:18.080]  裝備聖徒
[00:15:18.080 --> 00:15:23.760]  就是說我們會加強初信栽培
[00:15:23.760 --> 00:15:24.400]  我們會
[00:15:24.400 --> 00:15:26.960]  耶穌與我小組已經開始做了
[00:15:26.960 --> 00:15:28.240]  我們會
[00:15:28.240 --> 00:15:30.040]  今年會多了一些
[00:15:30.040 --> 00:15:33.520]  簡單介紹猶太節期的課程
[00:15:33.520 --> 00:15:34.520]  有讀經營
[00:15:34.520 --> 00:15:36.240]  我們多了一些門訓小組
[00:15:36.240 --> 00:15:37.760]  查經小組
[00:15:37.760 --> 00:15:41.680]  我們期望教務能夠多些埋身的培育
[00:15:41.680 --> 00:15:47.680]  能夠做好這件裝備聖徒
[00:15:47.680 --> 00:15:51.360]  即是減少教務同工
[00:15:51.360 --> 00:15:56.840]  或者整個堂會其他
[00:15:56.840 --> 00:15:58.800]  應該怎樣說
[00:15:58.800 --> 00:16:01.200]  事工上的東西
[00:16:01.200 --> 00:16:04.440]  聚焦在生命培育上
[00:16:04.440 --> 00:16:07.760]  這個是我們的目標
[00:16:07.760 --> 00:16:10.360]  回到國進奇蹟
[00:16:10.360 --> 00:16:15.200]  國進奇蹟在不同的翻譯裏面
[00:16:15.200 --> 00:16:18.080]  有另一個意思就是
[00:16:18.080 --> 00:16:20.680]  讓你做好服事
[00:16:20.680 --> 00:16:23.520]  培育你去服事主
[00:16:23.520 --> 00:16:24.360]  就是這麼簡單
[00:16:24.360 --> 00:16:27.160]  這就是國進奇蹟
[00:16:27.160 --> 00:16:28.800]  當我們說要服事主
[00:16:28.800 --> 00:16:33.040]  是建立主耶穌基督的身體的時候
[00:16:33.040 --> 00:16:36.600]  不外乎兩件事
[00:16:36.600 --> 00:16:40.440]  第一件事,選擇甚麼服事
[00:16:40.440 --> 00:16:44.040]  第二件事,下水去服事
[00:16:44.040 --> 00:16:45.280]  對嗎?
[00:16:45.280 --> 00:16:48.760]  即是說尋找角色
[00:16:48.760 --> 00:16:51.320]  既然上帝按著我們每個人
[00:16:51.320 --> 00:16:54.680]  度身訂了你的生命歷程
[00:16:54.680 --> 00:16:57.800]  主耶穌按著每個人的獨特之處
[00:16:57.800 --> 00:16:59.920]  給我們各人不同的恩賜
