
[00:00:00.000 --> 00:00:04.420]  今天和大家分享的題目是挺有趣的
[00:02:14.700 --> 00:02:15.700]  如果沒有不要緊
[00:02:15.700 --> 00:02:16.700]  是很簡單的
[00:02:17.700 --> 00:02:22.700]  三章十六節約翰福音是一個非常之出名的經文
[00:02:22.700 --> 00:02:23.700]  所以大家記得
[00:02:23.700 --> 00:02:26.700]  我們教會的三章暫時是兩款的
[00:02:26.700 --> 00:02:27.700]  一款是三一六
[00:02:27.700 --> 00:02:29.700]  就是三章十六節約翰福音
[00:02:29.700 --> 00:02:31.700]  一款是二十三
[00:02:31.700 --> 00:02:32.700]  就是詩篇二十三篇
[00:02:32.700 --> 00:02:36.700]  在我們講三章十六節之前那一節
[00:02:36.700 --> 00:02:40.700]  就是三章的第十四十五節
[00:02:40.700 --> 00:02:42.700]  在第十四節那裏說
[00:02:42.700 --> 00:02:47.700]  摩西在曠野怎樣舉蛇
[00:02:47.700 --> 00:02:50.700]  人子也必須照樣被舉起
[00:02:50.700 --> 00:02:54.700]  你想想這節聖經很有趣
[00:02:54.700 --> 00:02:58.700]  摩西在曠野怎樣舉起蛇
[00:02:58.700 --> 00:03:02.700]  人子也怎樣被舉起
[00:03:02.700 --> 00:03:05.700]  人子怎樣被舉起
[00:03:05.700 --> 00:03:07.700]  這個人子就是耶穌基督
[00:03:07.700 --> 00:03:08.700]  他自己講的
[00:03:08.700 --> 00:03:11.700]  他將舊約裏面發生了一件事
[00:03:11.700 --> 00:03:13.700]  就是當時的以色列人
[00:03:13.700 --> 00:03:16.700]  他們是受了傷
[00:03:16.700 --> 00:03:20.700]  但是神叫摩西去做一條蛇
[00:03:20.700 --> 00:03:22.700]  用同一條蛇舉起他
[00:03:22.700 --> 00:03:24.700]  那些人如果仰望
[00:03:24.700 --> 00:03:26.700]  去看著這條蛇的時候
[00:03:26.700 --> 00:03:28.700]  去注視這條蛇的時候
[00:03:28.700 --> 00:03:30.700]  他們就能夠得到醫治
[00:03:30.700 --> 00:03:34.700]  問題就是為什麼這麼多東西不舉起
[00:03:34.700 --> 00:03:35.700]  要舉起這條蛇呢
[00:03:35.700 --> 00:03:36.700]  你說是不是
[00:03:36.700 --> 00:03:39.700]  蛇不是一個好的形象
[00:03:39.700 --> 00:03:40.700]  雖然我是屬蛇的
[00:03:41.700 --> 00:03:42.700]  如果你今年六十歲
[00:03:42.700 --> 00:03:43.700]  你是屬蛇的
[00:03:43.700 --> 00:03:44.700]  四十八歲也是
[00:03:44.700 --> 00:03:46.700]  十二歲也是屬蛇的
[00:03:46.700 --> 00:03:50.700]  蛇不是一個好的形象
[00:03:50.700 --> 00:03:57.700]  最初亞當夏娃在樂園那裏
[00:03:57.700 --> 00:04:00.700]  就是魔鬼
[00:04:00.700 --> 00:04:03.700]  好像一條蛇的形象顯現出來
[00:04:03.700 --> 00:04:08.700]  聖經說蛇是很狡猾的
[00:04:08.700 --> 00:04:10.700]  在動物當中
[00:04:10.700 --> 00:04:12.700]  形容他是很狡猾的
[00:04:12.700 --> 00:04:14.700]  所以聖經裏面也曾經說
[00:04:14.700 --> 00:04:15.700]  靈巧象蛇
[00:04:15.700 --> 00:04:16.700]  這個是說到
[00:04:16.700 --> 00:04:17.700]  從那個好的一面
[00:04:17.700 --> 00:04:18.700]  靈巧
[00:04:18.700 --> 00:04:19.700]  他很靈巧
[00:04:19.700 --> 00:04:21.700]  當然靈巧的意思
[00:04:21.700 --> 00:04:24.700]  是代表你是很敏捷
[00:04:24.700 --> 00:04:26.700]  很精靈
[00:04:26.700 --> 00:04:28.700]  但是不好的一面
[00:04:28.700 --> 00:04:31.700]  你可以說他是很狡猾
[00:04:31.700 --> 00:04:33.700]  他的腦轉得很快
[00:04:33.700 --> 00:04:34.700]  但是想起來
[00:04:34.700 --> 00:04:35.700]  想了很多辦法
[00:04:35.700 --> 00:04:37.700]  想了很多主意
[00:04:37.700 --> 00:04:39.700]  為什麼昔日
[00:04:39.700 --> 00:04:41.700]  神叫摩西弄了一條蛇出來呢
[00:04:41.700 --> 00:04:45.700]  這個正正就是形象
[00:04:45.700 --> 00:04:46.700]  讓我們知道
[00:04:46.700 --> 00:04:48.700]  這個能夠去醫治
[00:04:48.700 --> 00:04:50.700]  這個能夠去醫治
[00:04:50.700 --> 00:04:52.700]  那些以色列人
[00:04:52.700 --> 00:04:54.700]  形象是一條蛇
[00:04:54.700 --> 00:04:56.700]  而耶穌基督
[00:04:56.700 --> 00:04:58.700]  將自己去認同
[00:04:58.700 --> 00:05:00.700]  人子也要被舉起
[00:05:00.700 --> 00:05:03.700]  人子耶穌基督
[00:05:03.700 --> 00:05:05.700]  我們說耶穌基督
[00:05:05.700 --> 00:05:06.700]  是神的兒子
[00:05:06.700 --> 00:05:08.700]  他來到這個世界上
[00:05:08.700 --> 00:05:10.700]  他是要拯救世人的
[00:05:10.700 --> 00:05:13.700]  但是為什麼這麼多形象
[00:05:13.700 --> 00:05:15.700]  都不容易用一條蛇呢
[00:05:15.700 --> 00:05:16.700]  為什麼他不說
[00:05:16.700 --> 00:05:17.700]  一隻兔子呢
[00:05:17.700 --> 00:05:19.700]  或者一隻羔羊呢
[00:05:19.700 --> 00:05:20.700]  有
[00:05:20.700 --> 00:05:22.700]  聖經有告訴我們
[00:05:22.700 --> 00:05:23.700]  主耶穌基督
[00:05:23.700 --> 00:05:26.700]  好像一隻無罪的羔羊一樣
[00:05:26.700 --> 00:05:29.700]  是無瑕疵的羔羊一樣
[00:05:29.700 --> 00:05:30.700]  但是另一方面
[00:05:30.700 --> 00:05:32.700]  又用一條蛇的形象
[00:05:32.700 --> 00:05:33.700]  來代表他
[00:05:33.700 --> 00:05:34.700]  為什麼呢
[00:05:34.700 --> 00:05:36.700]  關鍵是什麼
[00:05:36.700 --> 00:05:38.700]  就是說原來當這位
[00:05:38.700 --> 00:05:41.700]  無罪的神的兒子
[00:05:41.700 --> 00:05:44.700]  他背負了世人的罪的時候
[00:05:44.700 --> 00:05:47.700]  他擔當了世人的罪的時候
[00:05:47.700 --> 00:05:51.700]  他就好像變成一條蛇一樣
[00:05:51.700 --> 00:05:52.700]  這麼恐怖啊
[00:05:52.700 --> 00:05:53.700]  你可以說
[00:05:53.700 --> 00:05:55.700]  你見到一條蛇會怎樣
[00:05:55.700 --> 00:05:56.700]  兩條路
[00:05:56.700 --> 00:05:58.700]  要不你就走
[00:05:58.700 --> 00:06:00.700]  要不你就趕他走
[00:06:00.700 --> 00:06:02.700]  你走不及
[00:06:02.700 --> 00:06:04.700]  趕不走你怎樣
[00:06:04.700 --> 00:06:06.700]  你就要打死他
[00:06:06.700 --> 00:06:08.700]  我一年都不知打死過
[00:06:08.700 --> 00:06:09.700]  不是很多
[00:06:09.700 --> 00:06:10.700]  幾條吧
[00:06:10.700 --> 00:06:11.700]  因為我住的地方
[00:06:11.700 --> 00:06:13.700]  時不時有蛇出沒的
[00:06:13.700 --> 00:06:15.700]  我見到呢
[00:06:15.700 --> 00:06:19.700]  如果他攔住我的路
[00:06:19.700 --> 00:06:20.700]  或者是什麼呢
[00:06:20.700 --> 00:06:21.700]  我就會打死他
[00:06:21.700 --> 00:06:23.700]  每年都打死幾條
[00:06:23.700 --> 00:06:25.700]  所以蛇的形象
[00:06:25.700 --> 00:06:27.700]  不是一個可愛的形象
[00:06:27.700 --> 00:06:29.700]  不是好像小鴨子
[00:06:29.700 --> 00:06:30.700]  一隻小雞
[00:06:30.700 --> 00:06:31.700]  一隻兔子
[00:06:31.700 --> 00:06:32.700]  可愛的形象
[00:06:32.700 --> 00:06:33.700]  不是
[00:06:33.700 --> 00:06:35.700]  給你的感覺是恐怖
[00:06:35.700 --> 00:06:36.700]  很醜陋
[00:06:36.700 --> 00:06:37.700]  很害怕
[00:06:37.700 --> 00:06:38.700]  是不是
[00:06:38.700 --> 00:06:40.700]  但是呢
[00:06:40.700 --> 00:06:41.700]  這個就是正正是
[00:06:41.700 --> 00:06:43.700]  當耶穌基督
[00:06:43.700 --> 00:06:45.700]  他本來沒有罪
[00:06:45.700 --> 00:06:46.700]  本來沒有瑕疵
[00:06:46.700 --> 00:06:48.700]  他連罪性都沒有
[00:06:48.700 --> 00:06:51.700]  我們每一個人都有罪性
[00:06:51.700 --> 00:06:53.700]  所以與生俱來
[00:06:53.700 --> 00:06:54.700]  我們是有罪性
[00:06:54.700 --> 00:06:56.700]  所以所有的人
[00:06:56.700 --> 00:06:57.700]  在這個世界上
[00:06:57.700 --> 00:06:59.700]  一直長大的時候
[00:06:59.700 --> 00:07:00.700]  他沒什麼可能
[00:07:00.700 --> 00:07:01.700]  是不會犯罪的
[00:07:01.700 --> 00:07:03.700]  其實
[00:07:03.700 --> 00:07:04.700]  沒什麼可能
[00:07:04.700 --> 00:07:05.700]  是不會犯罪的
[00:07:05.700 --> 00:07:07.700]  這個就是
[00:07:07.700 --> 00:07:10.700]  世人都犯了罪
[00:07:10.700 --> 00:07:11.700]  聖經說
[00:07:11.700 --> 00:07:13.700]  規決了神的榮耀
[00:07:13.700 --> 00:07:14.700]  聖經說
[00:07:14.700 --> 00:07:15.700]  世上沒有二人
[00:07:15.700 --> 00:07:17.700]  連一個也沒有
[00:07:17.700 --> 00:07:21.700]  就因為當
[00:07:21.700 --> 00:07:23.700]  神創造人類的時候
[00:07:23.700 --> 00:07:25.700]  神創造人類
[00:07:25.700 --> 00:07:29.700]  其實他是創造了亞當和夏娃出來
[00:07:29.700 --> 00:07:32.700]  那時候當神創造他們的時候
[00:07:32.700 --> 00:07:34.700]  他們沒有罪的
[00:07:34.700 --> 00:07:36.700]  也沒有罪性在他們的裡面
[00:07:36.700 --> 00:07:39.700]  可以說那時候他們
[00:07:39.700 --> 00:07:42.700]  不是那個絕對的完全
[00:07:42.700 --> 00:07:45.700]  但是他們都很完美的
[00:07:45.700 --> 00:07:48.700]  神所做的一切都是好的
[00:07:48.700 --> 00:07:49.700]  所以我不敢說
[00:07:49.700 --> 00:07:52.700]  他們是絕對的完美
[00:07:52.700 --> 00:07:53.700]  但是相對地
[00:07:53.700 --> 00:07:56.700]  一個被創造出來的
[00:07:56.700 --> 00:07:58.700]  他們都很完美的
[00:07:58.700 --> 00:08:00.700]  我說神說是好的
[00:08:00.700 --> 00:08:06.700]  但是因為神創造人類的時候
[00:08:06.700 --> 00:08:11.700]  他給人是有一個選擇
[00:08:11.700 --> 00:08:14.700]  為什麼給人有選擇呢?
[00:08:14.700 --> 00:08:18.700]  因為人和神是一個愛的對象
[00:08:18.700 --> 00:08:20.700]  愛的關係
[00:08:20.700 --> 00:08:22.700]  神創造人
[00:08:22.700 --> 00:08:24.700]  不是要人做一個
[00:08:24.700 --> 00:08:26.700]  好像是一個工具
[00:08:26.700 --> 00:08:30.700]  他是成為了他一個愛的對象
[00:08:30.700 --> 00:08:33.700]  這個也是所以當神創造人的時候
[00:08:33.700 --> 00:08:35.700]  他創造猴子
[00:08:35.700 --> 00:08:36.700]  創造一隻狗
[00:08:36.700 --> 00:08:38.700]  創造一條蟲
[00:08:38.700 --> 00:08:39.700]  一隻飛蛾
[00:08:39.700 --> 00:08:41.700]  一條蛇
[00:08:41.700 --> 00:08:44.700]  聖經沒有說到
[00:08:44.700 --> 00:08:48.700]  他們按著什麼形象來創造
[00:08:48.700 --> 00:08:50.700]  沒有說到
[00:08:50.700 --> 00:08:53.700]  但是唯獨當神創造人的時候
[00:08:53.700 --> 00:08:58.700]  聖經說神按著他自己的形象和樣式被創造
[00:08:58.700 --> 00:09:01.700]  什麼叫神的形象和樣式呢?
[00:09:01.700 --> 00:09:03.700]  當然不是說
[00:09:03.700 --> 00:09:04.700]  我知道了
[00:09:04.700 --> 00:09:07.700]  當然是亞當和夏娃的樣子是像神的
[00:09:07.700 --> 00:09:08.700]  當然不是
[00:09:08.700 --> 00:09:09.700]  如果是這樣的時候
[00:09:09.700 --> 00:09:12.700]  神究竟是男人還是女人的樣子呢?
[00:09:12.700 --> 00:09:18.700]  如果神說人是按他的形象和樣式被創造的時候
[00:09:18.700 --> 00:09:21.700]  而聖經也讓我們知道
[00:09:21.700 --> 00:09:24.700]  這位創造宇宙秘密的神
[00:09:24.700 --> 00:09:26.700]  他的本質是靈
[00:09:26.700 --> 00:09:28.700]  不是這個靈
[00:09:28.700 --> 00:09:30.700]  是靈界的靈
[00:09:30.700 --> 00:09:32.700]  他不是一個物質
[00:09:32.700 --> 00:09:34.700]  神不是一個物質
[00:09:34.700 --> 00:09:36.700]  他是靈的
[00:09:36.700 --> 00:09:38.700]  靈界的
[00:09:38.700 --> 00:09:41.700]  所以他根本就不會給你一個樣子
[00:09:41.700 --> 00:09:42.700]  讓你和我去看
[00:09:42.700 --> 00:09:43.700]  怎麼樣啊
[00:09:43.700 --> 00:09:44.700]  很白啊
[00:09:44.700 --> 00:09:46.700]  頭髮很長啊
[00:09:46.700 --> 00:09:49.700]  聖經裡面有說到神的形象
[00:09:49.700 --> 00:09:52.700]  那些是用來給我們中國人的一句話
[00:09:52.700 --> 00:09:53.700]  叫做「以人法」
[00:09:53.700 --> 00:09:56.700]  好像用一個人來代替
[00:09:56.700 --> 00:09:58.700]  我們能夠理解明白的意思
[00:09:58.700 --> 00:10:01.700]  所以當神創造亞當和夏娃的時候
[00:10:01.700 --> 00:10:03.700]  是像神的意思
[00:10:03.700 --> 00:10:06.700]  就是說他們和神有相似
[00:10:06.700 --> 00:10:07.700]  是相似而已
[00:10:07.700 --> 00:10:08.700]  不是等於
[00:10:08.700 --> 00:10:10.700]  相似是什麼意思呢?
[00:10:10.700 --> 00:10:12.700]  神是有愛的
[00:10:12.700 --> 00:10:13.700]  人是有愛的
[00:10:13.700 --> 00:10:15.700]  神有嬲怒的
[00:10:15.700 --> 00:10:16.700]  人有嬲怒的
[00:10:16.700 --> 00:10:18.700]  神是有聰明智慧的
[00:10:18.700 --> 00:10:20.700]  神是有創造的
[00:10:20.700 --> 00:10:22.700]  創造宇宙萬物
[00:10:22.700 --> 00:10:24.700]  人也有創作的能力
[00:10:24.700 --> 00:10:26.700]  人不能夠創造
[00:10:26.700 --> 00:10:28.700]  我們有時候用了這個字「創造」
[00:10:28.700 --> 00:10:30.700]  很有創造力
[00:10:30.700 --> 00:10:33.700]  我們說他想的東西很有創造力
[00:10:33.700 --> 00:10:34.700]  很有創造力的
[00:10:34.700 --> 00:10:37.700]  但不是像神那種創造宇宙萬物
[00:10:37.700 --> 00:10:40.700]  從沒有變成有那種創造能力
[00:10:40.700 --> 00:10:41.700]  不是
[00:10:41.700 --> 00:10:44.700]  所以人是和神相似的
[00:10:44.700 --> 00:10:48.700]  為什麼神要做一些叫做人的
[00:10:48.700 --> 00:10:49.700]  是和他相似呢?
[00:10:49.700 --> 00:10:51.700]  其實這個就是正正是
[00:10:51.700 --> 00:10:53.700]  這個被創造的
[00:10:53.700 --> 00:10:56.700]  是神的愛的對象
[00:10:56.700 --> 00:11:04.700]  但是因為神愛我們的緣故
[00:11:04.700 --> 00:11:06.700]  愛人的緣故
[00:11:06.700 --> 00:11:07.700]  他給予人
[00:11:07.700 --> 00:11:09.700]  是要有那個選擇
[00:11:09.700 --> 00:11:12.700]  為什麼要給予選擇呢?
[00:11:12.700 --> 00:11:16.700]  選擇其實是一個人
[00:11:16.700 --> 00:11:19.700]  一定要有的東西
[00:11:19.700 --> 00:11:24.700]  如果神創造一部超級無敵的電腦
[00:11:24.700 --> 00:11:26.700]  或者一個機械人出來
[00:11:26.700 --> 00:11:29.700]  現在的機械人越做就越厲害
[00:11:29.700 --> 00:11:30.700]  是不是?
[00:11:30.700 --> 00:11:32.700]  會上樓梯
[00:11:32.700 --> 00:11:34.700]  會跳舞
[00:11:34.700 --> 00:11:38.700]  可以能夠做到很多很多
[00:11:38.700 --> 00:11:42.700]  如果我們稍微沒有那麼精靈
[00:11:42.700 --> 00:11:43.700]  都不及他了
[00:11:43.700 --> 00:11:46.700]  其實現在很多東西都不及他了
[00:11:46.700 --> 00:11:50.700]  但是機械人沒有那個自主
[00:11:50.700 --> 00:11:53.700]  自由選擇這件事
[00:11:53.700 --> 00:11:55.700]  你放什麼進去
[00:11:55.700 --> 00:11:57.700]  他就會做到什麼出來
[00:11:57.700 --> 00:12:00.700]  但是當神創造人的時候
[00:12:00.700 --> 00:12:03.700]  神不是要去做一個機械人出來
[00:12:03.700 --> 00:12:10.700]  因為機械人是不會懂得去從心裏面選擇地
[00:12:10.700 --> 00:12:13.700]  去愛神
[00:12:13.700 --> 00:12:15.700]  或者不愛神
[00:12:15.700 --> 00:12:16.700]  去接受神
[00:12:16.700 --> 00:12:18.700]  或者拒絕神
[00:12:18.700 --> 00:12:20.700]  他沒有這種的能力
[00:12:20.700 --> 00:12:23.700]  他可能機械人走路的時候
[00:12:23.700 --> 00:12:25.700]  前面有些obstacle
[00:12:25.700 --> 00:12:27.700]  因為已經輸入了一些程式
[00:12:27.700 --> 00:12:30.700]  所以他會用腳走過去
[00:12:33.700 --> 00:12:35.700]  但是神創造人的時候
[00:12:35.700 --> 00:12:38.700]  神給人有一樣東西
[00:12:38.700 --> 00:12:41.700]  就是那個自由意志的選擇
[00:12:41.700 --> 00:12:43.700]  所以其實神創造人的時候
[00:12:43.700 --> 00:12:45.700]  去到一個地步就是
[00:12:45.700 --> 00:12:48.700]  神其實是做了一件
[00:12:48.700 --> 00:12:50.700]  我說叫做危險的事
[00:12:50.700 --> 00:12:52.700]  是危險的事
[00:12:52.700 --> 00:12:56.700]  我甚至大膽講到這樣
[00:12:56.700 --> 00:13:01.700]  甚至到神將他自己限制了
[00:13:02.700 --> 00:13:05.700]  因為當他創造了人的時候
[00:13:05.700 --> 00:13:09.700]  人可以自己作出一個主張
[00:13:09.700 --> 00:13:10.700]  一個決定
[00:13:10.700 --> 00:13:12.700]  去跟從他還是不跟從他
[00:13:12.700 --> 00:13:14.700]  去愛他還是不愛他
[00:13:14.700 --> 00:13:17.700]  去接受他還是不接受他
[00:13:17.700 --> 00:13:24.700]  這個就是神愛世人愛到一個地步
[00:13:24.700 --> 00:13:27.700]  他真的要給人和他之間
[00:13:27.700 --> 00:13:30.700]  是有一個真真正正的愛的關係
[00:13:30.700 --> 00:13:33.700]  不是一個虛假的愛的關係
[00:13:33.700 --> 00:13:37.700]  不是一個用程式設計了的愛的關係
[00:13:37.700 --> 00:13:40.700]  他真的給人和他
[00:13:40.700 --> 00:13:42.700]  是能夠有一個
[00:13:42.700 --> 00:13:44.700]  你可以選擇愛我
[00:13:44.700 --> 00:13:45.700]  你可以選擇不愛我
[00:13:45.700 --> 00:13:47.700]  你可以選擇跟從我
[00:13:47.700 --> 00:13:48.700]  你可以選擇不跟從我
[00:13:48.700 --> 00:13:51.700]  你可以選擇違背我的命令
[00:13:51.700 --> 00:13:55.700]  你又可以選擇去跟從我的命令
[00:13:55.700 --> 00:13:58.700]  你可以選擇令到神傷心
[00:14:00.700 --> 00:14:03.700]  你可以選擇令到神傷心
[00:14:03.700 --> 00:14:07.700]  這個就是愛的關係
[00:14:07.700 --> 00:14:12.700]  如果你看到一個小朋友在街上
[00:14:12.700 --> 00:14:17.700]  很頑皮很頑皮
[00:14:17.700 --> 00:14:20.700]  亂倒彈
[00:14:20.700 --> 00:14:23.700]  接著媽媽走過來叫他
[00:14:23.700 --> 00:14:24.700]  你不要這樣
[00:14:24.700 --> 00:14:27.700]  你這樣把東西弄壞了
[00:14:27.700 --> 00:14:29.700]  你這樣亂走的時候
[00:14:29.700 --> 00:14:31.700]  放下小朋友
[00:14:31.700 --> 00:14:34.700]  如果小朋友肯聽媽媽說的時候
[00:14:34.700 --> 00:14:35.700]  他立刻很乖
[00:14:35.700 --> 00:14:37.700]  牽著媽媽手定一定的時候
[00:14:37.700 --> 00:14:39.700]  誰最開心?
[00:14:39.700 --> 00:14:41.700]  誰最開心?
[00:14:41.700 --> 00:14:44.700]  是你最開心還是媽媽最開心?
[00:14:44.700 --> 00:14:47.700]  當然是媽媽最開心
[00:14:47.700 --> 00:14:51.700]  你見到這個小朋友都聽話
[00:14:51.700 --> 00:14:55.700]  最開心的不應該是你
[00:14:55.700 --> 00:14:57.700]  最開心的應該是媽媽
[00:14:57.700 --> 00:14:59.700]  因為媽媽跟他有一個關係
[00:14:59.700 --> 00:15:02.700]  你跟他沒有什麼特別的關係
[00:15:02.700 --> 00:15:05.700]  反過來他不肯再聽媽媽的話
[00:15:05.700 --> 00:15:09.700]  衝過馬路突然被車撞到
[00:15:09.700 --> 00:15:11.700]  滾過去他不能動了
[00:15:11.700 --> 00:15:12.700]  斷氣了
[00:15:12.700 --> 00:15:14.700]  誰最傷心?
[00:15:14.700 --> 00:15:16.700]  你說你嗎?
[00:15:16.700 --> 00:15:19.700]  你會傷心你會難過
[00:15:19.700 --> 00:15:22.700]  這個惻隱之心人皆有之
[00:15:22.700 --> 00:15:24.700]  但是我相信
[00:15:24.700 --> 00:15:26.700]  立刻走過去抱著他
[00:15:26.700 --> 00:15:29.700]  叫兒子啊兒子啊女兒啊女兒啊
[00:15:29.700 --> 00:15:31.700]  你應一下我吧那個
[00:15:31.700 --> 00:15:33.700]  應該不是你是不是?
[00:15:33.700 --> 00:15:35.700]  應該是媽媽
[00:15:35.700 --> 00:15:40.700]  就因為他們有一個這樣的關係
[00:15:40.700 --> 00:15:46.700]  同樣地當人是不願意去聽神的話
[00:15:46.700 --> 00:15:50.700]  而自己喜歡怎麼做就怎麼做的時候
[00:15:50.700 --> 00:15:52.700]  誰最難過最傷心?
[00:15:52.700 --> 00:15:54.700]  是神啊
[00:15:54.700 --> 00:15:57.700]  而為什麼他會難過他會傷心?
[00:15:57.700 --> 00:16:02.700]  因為神是有絕對的智慧能力外
[00:16:02.700 --> 00:16:06.700]  他知道為我們所預備的道路
[00:16:06.700 --> 00:16:08.700]  是最美好的
[00:16:08.700 --> 00:16:10.700]  他知道我們願意跟從他
[00:16:10.700 --> 00:16:12.700]  聽他的說話
[00:16:12.700 --> 00:16:13.700]  是最好的
[00:16:13.700 --> 00:16:15.700]  最好什麼最好?
[00:16:15.700 --> 00:16:16.700]  對他最好嗎?
[00:16:16.700 --> 00:16:18.700]  對我們是最好的
[00:16:18.700 --> 00:16:19.700]  是不是?
[00:16:19.700 --> 00:16:21.700]  是對我們是最好的
[00:16:22.700 --> 00:16:25.700]  所以當我們不願意去跟從神
[00:16:25.700 --> 00:16:27.700]  聽神話的時候
[00:16:27.700 --> 00:16:30.700]  我們選擇了另外一條路
[00:16:30.700 --> 00:16:34.700]  偏離了神為我們所預備的道路的時候
[00:16:34.700 --> 00:16:39.700]  神是最不開心
[00:16:39.700 --> 00:16:41.700]  神也是最難過也是最傷心
[00:16:41.700 --> 00:16:47.700]  聖經說到這裡
[00:16:47.700 --> 00:16:54.700]  摩西在抗日怎樣舉蛇人子也必須照樣被舉起來
[00:16:54.700 --> 00:16:57.700]  耶穌基督就是一個人子
[00:16:57.700 --> 00:16:59.700]  他一樣要被舉起來
[00:16:59.700 --> 00:17:01.700]  意思是什麼呢?
[00:17:01.700 --> 00:17:06.700]  我相信當約翰福音說到這裡的時候
[00:17:06.700 --> 00:17:09.700]  他們當時都不知道什麼意思
[00:17:09.700 --> 00:17:11.700]  但是耶穌他是神的兒子
[00:17:11.700 --> 00:17:13.700]  他知道有什麼事情會發生
[00:17:13.700 --> 00:17:17.700]  直到後來我們都明白
[00:17:17.700 --> 00:17:21.700]  耶穌基督被猶大出賣
[00:17:21.700 --> 00:17:23.700]  甚至被抓被審問
[00:17:23.700 --> 00:17:25.700]  被釘在十字架上
[00:17:25.700 --> 00:17:27.700]  十字架上就是舉起來
[00:17:27.700 --> 00:17:30.700]  被舉起來
[00:17:30.700 --> 00:17:33.700]  他正正在那裡舉起來的時候是怎樣呢?
[00:17:33.700 --> 00:17:35.700]  他成為了一個什麼呢?
[00:17:35.700 --> 00:17:38.700]  三個的十字架
[00:17:38.700 --> 00:17:44.700]  其中那兩個是強盜或者是殺人犯
[00:17:44.700 --> 00:17:46.700]  無論他們做過什麼錯事都好
[00:17:46.700 --> 00:17:49.700]  他們自己都知道自己罪有應得
[00:17:49.700 --> 00:17:51.700]  而他們的罪嚴重到
[00:17:51.700 --> 00:17:53.700]  是要被釘在十字架上
[00:17:53.700 --> 00:17:55.700]  這樣被處死
[00:17:55.700 --> 00:17:57.700]  換言之
[00:17:57.700 --> 00:18:00.700]  耶穌和他們一起同釘十字架的時候
[00:18:00.700 --> 00:18:08.700]  耶穌也是被列為強盜的其中一個
[00:18:08.700 --> 00:18:09.700]  總而言之
