
[00:00:00.000 --> 00:00:02.840]  今天很高興和你們分享一個題目
[00:01:36.960 --> 00:01:39.520]  讓神開心的人
[00:01:39.520 --> 00:01:44.800]  讓神開心的人就是一個積極幫助人認識神的人
[00:01:44.800 --> 00:01:49.720]  在這裡也表明了一件事
[00:01:49.720 --> 00:01:52.480]  就是說神的心意、心願是什麼呢?
[00:01:52.480 --> 00:01:54.040]  就是不願意一個人沉淪
[00:01:54.040 --> 00:01:56.880]  乃是願萬人都能夠得救
[00:01:56.880 --> 00:02:03.000]  所以約翰在他短短的一生裡面
[00:02:03.000 --> 00:02:09.040]  他很努力地幫助人認識這位救主
[00:02:09.040 --> 00:02:13.760]  他也是帶人引領人去到耶穌面前
[00:02:13.760 --> 00:02:16.080]  他很清楚地說我不是那光
[00:02:16.080 --> 00:02:17.680]  我也不是那基督
[00:02:18.280 --> 00:02:23.120]  但是我希望能夠帶你去認識這位主
[00:02:23.120 --> 00:02:25.320]  所以今天我們來看看
[00:02:25.320 --> 00:02:27.920]  從施洗約翰裡面
[00:02:27.920 --> 00:02:30.400]  我們可以學到些什麼
[00:02:30.400 --> 00:02:33.440]  我們怎樣可以學取他的功課
[00:02:33.440 --> 00:02:34.400]  或者榜樣
[00:02:34.400 --> 00:02:37.680]  是怎樣可以引領人到達神的面前
[00:02:37.680 --> 00:02:42.920]  怎樣可以積極地帶人認識這位主耶穌
[00:02:42.920 --> 00:02:47.080]  首先施洗約翰他知道他自己的身份
[00:02:47.400 --> 00:02:48.960]  他知道自己的身份
[00:02:48.960 --> 00:02:51.080]  他知道自己的身份
[00:02:51.080 --> 00:02:55.080]  原來他是神所差的一個使者
[00:02:55.080 --> 00:02:58.240]  這裡的使者就是一個Messenger
[00:02:58.240 --> 00:02:59.640]  所以第一個M
[00:02:59.640 --> 00:03:02.240]  他的身份是一個Messenger
[00:03:02.240 --> 00:03:03.480]  M是Messenger
[00:03:03.480 --> 00:03:05.760]  在《約翰福音》第一章六節裡面這麼說
[00:03:05.760 --> 00:03:07.680]  他說有一個人名叫約翰
[00:03:07.680 --> 00:03:10.840]  是上帝所差的使者
[00:03:10.840 --> 00:03:15.520]  這個使者就是大使的意思
[00:03:16.520 --> 00:03:19.040]  大使是代表一個國家
[00:03:19.040 --> 00:03:20.480]  是不是?
[00:03:20.480 --> 00:03:26.840]  或者是代表一個國家的價值觀
[00:03:26.840 --> 00:03:29.720]  或者是代表一個國家的權力
[00:03:29.720 --> 00:03:31.960]  在9月12日
[00:03:31.960 --> 00:03:33.440]  如果你有聽新聞
[00:03:33.440 --> 00:03:35.040]  在利比亞
[00:03:35.040 --> 00:03:36.520]  我們美國的一個大使
[00:03:36.520 --> 00:03:37.960]  在利比亞的大使
[00:03:37.960 --> 00:03:40.520]  他的名字叫Christopher Stevens
[00:03:40.520 --> 00:03:42.600]  如果你有看新聞
[00:03:42.600 --> 00:03:44.400]  是一件很大的新聞
[00:03:44.400 --> 00:03:46.920]  因為他和另外3個人
[00:03:46.920 --> 00:03:48.040]  總共是4個人
[00:03:48.040 --> 00:03:51.400]  被那些暴徒謀殺
[00:03:51.400 --> 00:03:59.800]  因為這件事就起了一個軒然的大波
[00:03:59.800 --> 00:04:03.240]  就是說在外交上
[00:04:03.240 --> 00:04:05.520]  是一個難題
[00:04:05.520 --> 00:04:06.200]  為什麼呢?
[00:04:06.200 --> 00:04:08.000]  因為這樣的原因
[00:04:08.000 --> 00:04:13.640]  美國和利比亞的關係變得非常緊張
[00:04:15.120 --> 00:04:19.080]  因為這個大使這樣被犧牲了
[00:04:19.080 --> 00:04:23.840]  所以你要看到這個大使原來的身份是這麼重要的
[00:04:23.840 --> 00:04:30.200]  他是在另一個角度裡面代表美國的身份
[00:04:30.200 --> 00:04:33.880]  既然約翰知道他自己的身份
[00:04:33.880 --> 00:04:37.160]  原來他是神所差的使者
[00:04:37.160 --> 00:04:38.080]  在聖經裡面
[00:04:38.080 --> 00:04:39.800]  保羅也是這麼跟我們說
[00:04:39.800 --> 00:04:44.280]  他說我們就是神所差在世上的大使
[00:04:44.280 --> 00:04:47.760]  我們有沒有想過原來我們的身份是這麼特殊呢?
[00:04:47.760 --> 00:04:52.560]  我們有沒有想過原來我們的身份是這麼重要呢?
[00:04:52.560 --> 00:04:59.960]  我們行事為人有沒有與這個蒙召的恩來相稱呢?
[00:04:59.960 --> 00:05:03.320]  所以施洗約翰
[00:05:03.320 --> 00:05:06.240]  他第一件事要說的就是
[00:05:06.240 --> 00:05:08.560]  我就是一個使者
[00:05:08.560 --> 00:05:13.440]  就是神所差派下來做他的使者
[00:05:14.600 --> 00:05:17.560]  他另外還有一個身份
[00:05:17.560 --> 00:05:20.800]  他就是光的一個見證人
[00:05:20.800 --> 00:05:23.600]  在一章十五節裡面他這麼說
[00:05:23.600 --> 00:05:25.360]  他說約翰為他作證
[00:05:25.360 --> 00:05:26.880]  呼喊說關於他
[00:05:26.880 --> 00:05:28.360]  我曾經說過了
[00:05:28.360 --> 00:05:31.480]  他在我以後來卻比我偉大
[00:05:31.480 --> 00:05:33.280]  因為我出生之前
[00:05:33.280 --> 00:05:35.200]  他已經存在
[00:05:35.200 --> 00:05:40.440]  這裡也是說到他的身份
[00:05:40.440 --> 00:05:43.880]  他的身份是什麼呢?
[00:05:43.880 --> 00:05:46.480]  他的身份原來是一個見證者
[00:05:46.480 --> 00:05:47.680]  他見證什麼呢?
[00:05:47.680 --> 00:05:51.200]  原來他是見證耶穌的偉大
[00:05:51.200 --> 00:05:55.600]  他說他在我以後來卻比我偉大
[00:05:55.600 --> 00:05:59.680]  不要以為這位神
[00:05:59.680 --> 00:06:01.440]  這位耶穌
[00:06:01.440 --> 00:06:02.480]  這麼偉大的神
[00:06:02.480 --> 00:06:04.080]  他做很偉大的事情
[00:06:04.080 --> 00:06:09.600]  其實神的偉大不是單單在偉大的事上
[00:06:09.600 --> 00:06:11.320]  可以看到祂的偉大之處
[00:06:11.320 --> 00:06:14.600]  我覺得在神的裡面
[00:06:14.600 --> 00:06:18.680]  祂的偉大就是能夠關注到
[00:06:18.680 --> 00:06:23.240]  或者關顧到我們這麼微小一個人的需要
[00:06:23.240 --> 00:06:27.440]  那種的關顧、那種的關懷
[00:06:27.440 --> 00:06:29.880]  才是神的偉大
[00:06:29.880 --> 00:06:30.560]  你有沒有想過呢
[00:06:30.560 --> 00:06:33.880]  連我們一個這麼微小的人
[00:06:33.880 --> 00:06:34.840]  我們信了祂的人
[00:06:34.840 --> 00:06:36.200]  或者我們其中
[00:06:36.200 --> 00:06:40.520]  中間可以有很多可以作見證
[00:06:40.520 --> 00:06:43.440]  見證耶穌在你的生命裡面
[00:06:43.440 --> 00:06:45.520]  應運了我們很多的祷告
[00:06:45.520 --> 00:06:48.800]  答應了我們很多的需求
[00:06:48.800 --> 00:06:52.080]  或者在過往的日子裡面
[00:06:52.080 --> 00:06:53.720]  是怎樣供應我們需要
[00:06:53.720 --> 00:06:55.800]  怎樣保守我們
[00:06:55.800 --> 00:06:56.800]  是不是?
[00:06:56.800 --> 00:06:57.520]  你有沒有想過呢
[00:06:57.520 --> 00:06:58.680]  原來我們這麼微小
[00:06:58.680 --> 00:07:02.560]  剛才你唱第一首歌的時候
[00:07:02.560 --> 00:07:04.240]  看到地球
[00:07:04.240 --> 00:07:05.880]  這麼大的地球
[00:07:05.880 --> 00:07:07.400]  幾十億人
[00:07:07.400 --> 00:07:08.320]  六十多億
[00:07:08.320 --> 00:07:09.960]  差不多七十億了
[00:07:09.960 --> 00:07:11.400]  六十多億的人
[00:07:11.400 --> 00:07:13.360]  我們是其中只不過一個
[00:07:13.360 --> 00:07:14.480]  這麼大一個
[00:07:14.480 --> 00:07:15.200]  是不是?
[00:07:15.200 --> 00:07:18.320]  但是神竟然眷顧我們
[00:07:18.320 --> 00:07:21.800]  所以神的偉大就在這裡可以看得出來
[00:07:21.800 --> 00:07:24.080]  約翰在這裡也是見證什麼呢?
[00:07:24.080 --> 00:07:28.320]  見證這位永恆上帝的那種神聖
[00:07:28.320 --> 00:07:29.600]  耶穌的神聖
[00:07:29.600 --> 00:07:30.440]  他說
[00:07:30.440 --> 00:07:32.680]  因為在我出生之前
[00:07:32.680 --> 00:07:34.680]  祂已經存在
[00:07:34.680 --> 00:07:35.480]  他的意思就是說
[00:07:35.480 --> 00:07:36.840]  在我還沒出生之前
[00:07:36.840 --> 00:07:39.640]  這位主耶穌已經存在
[00:07:39.640 --> 00:07:43.800]  這裡是見證了這個永恆神的神聖
[00:07:43.800 --> 00:07:47.240]  所以祂是一個見證者
[00:07:47.240 --> 00:07:48.760]  祂是見證
[00:07:48.760 --> 00:07:51.120]  祂是一個見證人
[00:07:51.120 --> 00:07:53.160]  不僅祂是一個見證人
[00:07:53.160 --> 00:07:55.600]  祂還是一個僕人
[00:07:55.600 --> 00:07:59.840]  在第24至27節那裡
[00:07:59.840 --> 00:08:00.480]  祂這麼說
[00:08:00.480 --> 00:08:01.440]  第一章
[00:08:01.440 --> 00:08:04.880]  法利塞人所派來的那些人質問約翰
[00:08:04.880 --> 00:08:06.600]  既然你不是基督
[00:08:06.600 --> 00:08:07.840]  不是以利亞
[00:08:07.840 --> 00:08:09.440]  也不是那位先知
[00:08:09.440 --> 00:08:11.800]  那麼你為什麼施洗呢?
[00:08:11.800 --> 00:08:12.760]  約翰回答
[00:08:12.760 --> 00:08:13.920]  我用水施洗
[00:08:13.920 --> 00:08:15.960]  但是有一位站在你們當中
[00:08:15.960 --> 00:08:17.600]  是你們不認識的
[00:08:17.600 --> 00:08:19.320]  他在我耳後來
[00:08:19.320 --> 00:08:22.960]  我就是替他脫鞋子也不配
[00:08:22.960 --> 00:08:28.720]  就是說跟他脫鞋子
[00:08:28.720 --> 00:08:30.360]  都是不配的
[00:08:30.360 --> 00:08:32.040]  這裡是說到什麼呢?
[00:08:32.040 --> 00:08:34.960]  這裡是說到他的身份是一個僕人
[00:08:34.960 --> 00:08:36.960]  是一個奴僕
[00:08:36.960 --> 00:08:38.720]  原來在耶穌的時代
[00:08:38.720 --> 00:08:41.200]  那些人是穿涼鞋的
[00:08:41.200 --> 00:08:42.000]  穿涼鞋
[00:08:42.000 --> 00:08:43.400]  因為天氣熱
[00:08:43.400 --> 00:08:44.600]  穿涼鞋的時候
[00:08:44.600 --> 00:08:45.440]  他們走路
[00:08:45.440 --> 00:08:47.800]  因為那些路都是沙塵滾滾的
[00:08:47.800 --> 00:08:48.440]  很多泥
[00:08:48.440 --> 00:08:49.240]  很多沙
[00:08:49.240 --> 00:08:51.200]  經常弄到腳很髒
[00:08:51.200 --> 00:08:53.000]  他們每去到一個地方
[00:08:53.000 --> 00:08:55.360]  或者每去到一個家的前面
[00:08:55.360 --> 00:08:57.800]  家前面當然有幾缸水
[00:08:57.800 --> 00:09:00.400]  那些水是用來洗腳的
[00:09:00.400 --> 00:09:01.600]  洗乾淨腳
[00:09:01.600 --> 00:09:05.040]  我們才可以進去別人家裡
[00:09:05.040 --> 00:09:06.400]  就等於我們今天
[00:09:06.400 --> 00:09:08.720]  今天我們特別是我們中國人
[00:09:08.720 --> 00:09:11.240]  在家裡我們一定要脫鞋子
[00:09:11.240 --> 00:09:13.200]  脫了鞋子我們才走進去
[00:09:13.200 --> 00:09:14.280]  這樣子
[00:09:14.280 --> 00:09:15.840]  不要弄髒房子
[00:09:15.840 --> 00:09:17.600]  當時也是這樣
[00:09:17.600 --> 00:09:19.480]  那誰跟你洗腳呢?
[00:09:19.480 --> 00:09:21.320]  如果你是客人
[00:09:21.320 --> 00:09:22.960]  去到一個家庭那裡
[00:09:22.960 --> 00:09:23.800]  誰跟你洗腳呢?
[00:09:23.800 --> 00:09:25.480]  就不是主人跟你洗腳
[00:09:25.480 --> 00:09:29.680]  通常來說那些家庭都會有一些僕婢
[00:09:29.680 --> 00:09:31.360]  或者有一些奴僕在
[00:09:31.360 --> 00:09:33.240]  就是僕人要做的事情
[00:09:33.240 --> 00:09:35.960]  僕人就幫你解鞋子
[00:09:35.960 --> 00:09:37.160]  幫你洗腳
[00:09:37.160 --> 00:09:38.320]  這樣子
[00:09:38.320 --> 00:09:42.280]  是很低下的工作
[00:09:42.280 --> 00:09:44.480]  就由這些僕人去做
[00:09:44.480 --> 00:09:46.200]  這個約翰在這裡說
[00:09:46.200 --> 00:09:48.960]  他說我的身份是一個僕人
[00:09:48.960 --> 00:09:50.920]  甚至是一個很低微的僕人
[00:09:50.920 --> 00:09:54.680]  我連跟耶穌脫鞋子我都不配
[00:09:54.680 --> 00:09:57.120]  他的意思就是這樣子
[00:09:57.120 --> 00:09:58.720]  保羅更進一步了
[00:09:58.720 --> 00:10:02.400]  保羅說我是這位主耶穌的奴隸
[00:10:02.400 --> 00:10:03.840]  slave
[00:10:03.840 --> 00:10:06.160]  是一個奴隸
[00:10:06.160 --> 00:10:07.160]  他是什麼意思呢?
[00:10:07.160 --> 00:10:08.280]  就是說
[00:10:08.280 --> 00:10:14.200]  他不會選擇他要做什麼
[00:10:14.200 --> 00:10:15.840]  主人叫他做的事情
[00:10:15.840 --> 00:10:18.000]  他就要去做
[00:10:18.000 --> 00:10:19.960]  或者你會這樣想
[00:10:19.960 --> 00:10:22.280]  這個主人這麼霸道
[00:10:22.280 --> 00:10:25.680]  現在我們沒有奴隸制度
[00:10:25.680 --> 00:10:26.840]  是不是?
[00:10:26.840 --> 00:10:28.480]  主人這麼霸道
[00:10:28.480 --> 00:10:32.680]  究竟怎麼樣呢?
[00:10:32.680 --> 00:10:34.000]  問題就是說
[00:10:34.000 --> 00:10:36.600]  如果這個主人
[00:10:36.600 --> 00:10:39.440]  他愛我愛到一個地步
[00:10:39.440 --> 00:10:43.360]  他願意為我來捨棄他的生命的時候
[00:10:43.360 --> 00:10:47.040]  我會做這個主人
[00:10:47.040 --> 00:10:48.480]  吩咐我做任何事情
[00:10:48.480 --> 00:10:49.640]  是不是?
[00:10:49.640 --> 00:10:50.640]  同樣的
[00:10:50.640 --> 00:10:51.240]  都是一樣
[00:10:51.240 --> 00:10:53.440]  我們這一位的主宰
[00:10:53.440 --> 00:10:57.160]  他為我們捨棄了他自己的生命
[00:10:57.160 --> 00:10:57.720]  我們沒有什麼
[00:10:57.720 --> 00:10:59.360]  我們只是聽他的話
[00:10:59.360 --> 00:11:00.200]  他叫我做的事情
[00:11:00.200 --> 00:11:03.680]  我就去做
[00:11:03.680 --> 00:11:04.760]  我寧願這樣
[00:11:04.760 --> 00:11:10.000]  比我要為他死去好
[00:11:10.000 --> 00:11:13.360]  但是他已經付出了這個代價
[00:11:13.360 --> 00:11:14.840]  所以保羅說得很清楚
[00:11:14.840 --> 00:11:20.040]  他說我就是這位基督的奴隸
[00:11:20.040 --> 00:11:23.040]  這個奴僕
[00:11:23.040 --> 00:11:24.840]  《聖經》裡面也說
[00:11:24.840 --> 00:11:27.520]  奴僕不能夠大過主人
[00:11:27.520 --> 00:11:30.320]  學生不能夠大過先生
[00:11:30.320 --> 00:11:31.400]  這裡是什麼意思呢?
[00:11:31.400 --> 00:11:32.000]  就是說
[00:11:32.000 --> 00:11:34.240]  有時候我們會受一些屈辱
[00:11:34.240 --> 00:11:38.640]  或者被人輕看
[00:11:38.640 --> 00:11:41.040]  或者怎麼樣
[00:11:41.040 --> 00:11:42.080]  但是我們想一想
[00:11:42.080 --> 00:11:42.960]  我們的主
[00:11:42.960 --> 00:11:44.760]  他已經經歷過這些事情
[00:11:44.760 --> 00:11:46.200]  所以
[00:11:46.200 --> 00:11:48.560]  僕丕不能夠大過主人
[00:11:48.560 --> 00:11:50.200]  既然我們的主耶穌
[00:11:50.200 --> 00:11:52.000]  他經歷過這些事情的時候
[00:11:52.000 --> 00:11:54.680]  我們也會受一些苦楚
[00:11:54.680 --> 00:11:56.760]  我們也會受一些屈辱
[00:11:56.760 --> 00:11:59.720]  我們有沒有這種做奴僕
[00:11:59.720 --> 00:12:03.840]  做servant的心意呢?
[00:12:03.840 --> 00:12:06.920]  或者這種態度呢?
[00:12:06.920 --> 00:12:11.440]  有一個基督徒的教授
[00:12:11.440 --> 00:12:15.720]  他在印尼一間大學裡面教書
[00:12:15.720 --> 00:12:20.120]  他在校園裡面
[00:12:20.120 --> 00:12:22.360]  他是很公開的
[00:12:22.360 --> 00:12:25.560]  讓別人知道他是一位基督徒
[00:12:25.560 --> 00:12:26.840]  如果你知道的
[00:12:26.840 --> 00:12:30.360]  在印尼大部分都是回教徒
[00:12:30.360 --> 00:12:33.120]  是一個回教的國家
[00:12:33.120 --> 00:12:36.920]  有一天他在一個課堂上
[00:12:36.920 --> 00:12:38.800]  好像是一個lecture hall
[00:12:38.800 --> 00:12:40.120]  就好像今天這樣
[00:12:40.120 --> 00:12:42.080]  有一個桌子
[00:12:42.080 --> 00:12:45.280]  他在桌子上做一些講課
[00:12:45.280 --> 00:12:50.880]  突然間有一個回教徒的另一個教授
[00:12:50.880 --> 00:12:52.280]  他上台
[00:12:52.280 --> 00:12:53.640]  他上台怎麼樣呢?
[00:12:53.640 --> 00:12:57.520]  他說:你所信的那位主耶穌
[00:12:57.520 --> 00:12:59.640]  你所信的那位耶穌是不是說
[00:12:59.640 --> 00:13:01.120]  別人打你右邊
[00:13:01.120 --> 00:13:05.280]  你要讓別人也打你左邊?
[00:13:05.280 --> 00:13:09.760]  他接著一下子就打下去
[00:13:09.760 --> 00:13:11.760]  你可以試一試
[00:13:11.760 --> 00:13:16.400]  我不是叫你打旁邊那個
[00:13:16.400 --> 00:13:17.480]  你想一下
[00:13:17.480 --> 00:13:23.880]  你怎麼樣可以打到別人的右邊呢?
[00:13:23.880 --> 00:13:25.400]  你這樣打下去的時候
[00:13:25.400 --> 00:13:28.480]  你是打到別人的什麼呢?
[00:13:28.480 --> 00:13:30.920]  試一試吧
[00:13:30.920 --> 00:13:32.720]  不要太大力打
[00:13:32.720 --> 00:13:34.120]  你可以在旁邊那個
[00:13:34.120 --> 00:13:36.520]  或者那個是你太太
[00:13:36.520 --> 00:13:37.640]  你想一下
[00:13:37.640 --> 00:13:40.240]  你如果用右手去打人的時候
[00:13:40.240 --> 00:13:42.280]  你是會打到別人的什麼?
[00:13:42.280 --> 00:13:42.880]  左臉
[00:13:42.880 --> 00:13:44.760]  是的,沒錯了
[00:13:44.760 --> 00:13:47.520]  你怎麼樣可以打到別人的右臉呢?
[00:13:47.520 --> 00:13:50.840]  是用手臂這樣打過去的
[00:13:50.840 --> 00:13:51.680]  是不是?
[00:13:51.680 --> 00:13:54.440]  這樣打過去是怎麼樣呢?
[00:13:54.440 --> 00:13:59.560]  在當時原來是一個非常侮辱的舉動
[00:13:59.560 --> 00:14:02.560]  就是說我不只是打你
[00:14:02.560 --> 00:14:03.960]  我是侮辱你的意思
[00:14:03.960 --> 00:14:08.160]  是這樣打過去
[00:14:08.160 --> 00:14:11.160]  主耶穌其實在這裡是有意思的
[00:14:11.160 --> 00:14:15.280]  有很多人誤解了這段經文
[00:14:15.280 --> 00:14:18.200]  有人打你右邊的臉
[00:14:18.200 --> 00:14:20.880]  你左邊的臉也被人打了
[00:14:20.880 --> 00:14:25.400]  有人特別是用這段經文來取笑基督徒
[00:14:25.400 --> 00:14:26.920]  是不是?
[00:14:26.920 --> 00:14:28.920]  其實主耶穌不是這個意思
[00:14:28.920 --> 00:14:31.800]  主耶穌的意思就是說有人打你的右臉
[00:14:31.800 --> 00:14:36.040]  就是故意侮辱你的時候
[00:14:36.040 --> 00:14:40.480]  你不要用同樣侮辱的手段去對待別人
[00:14:40.480 --> 00:14:43.840]  就是說不要以惡報惡
[00:14:43.840 --> 00:14:45.840]  其實主耶穌的意思就是這樣
[00:14:45.840 --> 00:14:50.400]  但是當時這個回教徒的教授
[00:14:50.400 --> 00:14:52.880]  他「啪」一聲地打下去
[00:14:52.880 --> 00:14:55.680]  打在基督徒的教授的右邊
[00:14:55.680 --> 00:14:57.480]  接著他說了一句
[00:14:57.480 --> 00:15:00.640]  他說你的主耶穌不是教你打左邊的嗎?
[00:15:00.640 --> 00:15:02.760]  他「啪」一聲地打下去
[00:15:02.760 --> 00:15:04.760]  打左邊
[00:15:04.760 --> 00:15:08.200]  接著他下台
[00:15:08.200 --> 00:15:11.240]  基督徒的教授站在那裡
[00:15:11.240 --> 00:15:12.760]  一句話也沒有說
[00:15:12.760 --> 00:15:16.160]  他繼續講課
[00:15:16.160 --> 00:15:18.400]  完了之後
[00:15:18.400 --> 00:15:19.400]  有些學生
[00:15:19.400 --> 00:15:22.240]  他自己有些學生去到他的辦公室
[00:15:22.240 --> 00:15:25.480]  他向教授道歉
[00:15:25.480 --> 00:15:28.360]  他說教授不好意思
[00:15:28.360 --> 00:15:28.880]  對不起
[00:15:28.880 --> 00:15:32.840]  我替剛才那位教授來跟你道歉
[00:15:32.840 --> 00:15:35.400]  回教徒不應該這樣
[00:15:35.400 --> 00:15:38.320]  接著他就問這個教授
[00:15:38.320 --> 00:15:44.200]  他說為什麼你當時候
[00:15:44.200 --> 00:15:47.200]  沒有這種激烈的反應呢?
[00:15:47.200 --> 00:15:49.600]  別人在侮辱你
[00:15:49.600 --> 00:15:53.000]  接著那些學生就說
[00:15:53.000 --> 00:15:57.680]  我們都想認識你那位耶穌
[00:15:57.680 --> 00:16:03.920]  因為那位教授已經做了一個好榜樣
[00:16:03.920 --> 00:16:07.720]  其實在這裡也是
[00:16:07.720 --> 00:16:10.400]  我們有沒有這種
[00:16:10.400 --> 00:16:15.920]  做耶穌基督那種奴僕的態度
[00:16:15.920 --> 00:16:18.040]  那種心態
[00:16:18.040 --> 00:16:20.680]  我們是他的僕人
[00:16:20.680 --> 00:16:23.400]  不能夠大過主人
[00:16:23.400 --> 00:16:24.880]  主人經歷過的事
[00:16:24.880 --> 00:16:27.840]  我們都會有機會去經歷
[00:16:27.840 --> 00:16:29.080]  所以
[00:16:29.080 --> 00:16:31.840]  施主人在這裡講得很清楚
[00:16:31.840 --> 00:16:34.080]  他的身份
[00:16:34.080 --> 00:16:36.320]  是神所差引的使者
[00:16:36.320 --> 00:16:40.920]  他的身份是為這個光做一個見證人
[00:16:40.920 --> 00:16:45.200]  他也是這位主耶穌的僕人
[00:16:45.200 --> 00:16:47.880]  一個奴僕
[00:16:47.880 --> 00:16:51.880]  施一約翰也是忠於他的使命
[00:16:51.880 --> 00:16:54.080]  第二個M就是mission
[00:16:54.080 --> 00:16:58.400]  施一約翰是忠於他的使命
[00:16:58.400 --> 00:16:59.680]  他的使命是做什麼呢?
[00:16:59.680 --> 00:17:05.000]  他的使命就是要來這裡為光做見證
[00:17:05.000 --> 00:17:06.520]  這是他的使命
[00:17:06.520 --> 00:17:09.200]  在第七至八節第一章
[00:17:09.200 --> 00:17:11.760]  他說他來到為光作證
[00:17:11.760 --> 00:17:14.440]  為要使大家聽見這個訊息而信
[00:17:14.440 --> 00:17:15.920]  他本身不是那光
[00:17:15.920 --> 00:17:20.240]  而是要為這個光做見證
[00:17:20.240 --> 00:17:25.520]  他的使命就是要做見證
[00:17:25.520 --> 00:17:28.920]  還有他的使命就是使別人聽見這個訊息的時候
[00:17:28.920 --> 00:17:31.080]  來相信
[00:17:31.080 --> 00:17:32.760]  你知不知道我們一舉一動
[00:17:32.760 --> 00:17:41.240]  都可以影響到別人信不信這位主耶穌
[00:17:41.240 --> 00:17:42.480]  有時候
[00:17:42.480 --> 00:17:45.080]  有一些人因為我們的好行為
[00:17:45.080 --> 00:17:47.960]  他就被吸引過來
[00:17:47.960 --> 00:17:50.200]  有時候也會相反
[00:17:50.200 --> 00:17:52.520]  因為我們一些不好的行為
[00:17:52.520 --> 00:17:58.640]  有些人會遠離這位上帝
[00:17:58.640 --> 00:18:00.520]  我們有沒有
[00:18:00.520 --> 00:18:02.880]  好像施西揚一樣
[00:18:02.880 --> 00:18:06.280]  他說我是要為這個光來做一個見證
[00:18:06.280 --> 00:18:13.000]  我是一個為這個光來做一個見證人
[00:18:13.000 --> 00:18:16.120]  我們有沒有成為別人的一個絆腳石呢?
[00:18:16.120 --> 00:18:18.040]  我們的好行為
[00:18:18.040 --> 00:18:20.480]  有沒有好像這個光一樣照亮別人
[00:18:20.480 --> 00:18:21.520]  我們不是這個光
[00:18:21.520 --> 00:18:23.880]  但是主耶穌也這樣跟我們說
[00:18:23.880 --> 00:18:26.760]  我們是世界的光和世界的炎
[00:18:26.760 --> 00:18:28.600]  我們要有一個好行為
[00:18:28.600 --> 00:18:30.440]  在《馬達福音》五章十五節裡面這樣說
[00:18:30.440 --> 00:18:34.160]  「你們的光也當這樣照在人前
[00:18:34.160 --> 00:18:36.040]  叫他們看見你們的好行為
[00:18:36.040 --> 00:18:40.560]  便將榮耀歸給你們的上帝」
[00:18:40.560 --> 00:18:42.840]  原來我們的好行為
[00:18:42.840 --> 00:18:47.880]  是可以影響別人的
[00:18:47.880 --> 00:18:51.880]  我岳父家裡有一個保姆
[00:18:51.880 --> 00:18:52.920]  他姓張
[00:18:52.920 --> 00:18:55.240]  我們都叫他小張
[00:18:55.240 --> 00:18:58.240]  他是一個寡婦
[00:18:58.240 --> 00:19:02.480]  十多年前他開始照顧我岳父
[00:19:02.480 --> 00:19:04.960]  我岳父今年已經八十六歲了
[00:19:04.960 --> 00:19:07.240]  已經很大年紀了
[00:19:07.240 --> 00:19:13.280]  他在我岳父家裡很忠心地服侍了十多年
[00:19:13.280 --> 00:19:16.480]  我記得那時候
[00:19:16.480 --> 00:19:22.600]  他剛剛進來服侍我岳父的時候
[00:19:22.600 --> 00:19:28.840]  有一次我們去探望我岳父和蘇師母一起
[00:19:28.840 --> 00:19:34.360]  臨走之前大概一兩晚
[00:19:34.360 --> 00:19:35.720]  我們就有一個感動
[00:19:35.720 --> 00:19:40.920]  就是說要跟蘇師母的爸爸傳福音
