
[00:00:00.000 --> 00:00:04.560]  今天我們就會加入新一個系列的講道
[00:02:08.480 --> 00:02:13.240]  政府軍隊企業界都有很多很重要的領袖
[00:02:13.240 --> 00:02:16.400]  他們大量的重申得救歸主
[00:02:16.400 --> 00:02:19.160]  而當基督徒的總統上臺之後呢
[00:02:19.160 --> 00:02:24.680]  政府的內閣甚至還有一個道德誠信部
[00:02:24.680 --> 00:02:27.320]  與神來定下千年的誓約
[00:02:27.320 --> 00:02:30.240]  把整個國家來奉獻給神
[00:02:30.240 --> 00:02:34.480]  於是呢愛滋病的人呢神奇的康復
[00:02:34.480 --> 00:02:37.840]  烏干達的經濟也得到蓬勃的發展
[00:02:37.840 --> 00:02:44.560]  而且這個國家竟然在非洲發達國家裏面呢排第二名
[00:02:44.560 --> 00:02:49.920]  那到底是什麼來轉化了這個國家呢
[00:02:49.920 --> 00:02:55.760]  它有什麼能夠扭轉乾坤呢
[00:02:55.760 --> 00:02:57.800]  不說可能我們也不知道
[00:02:57.800 --> 00:03:02.040]  大約在1970年代它有一個暴君上臺
[00:03:02.040 --> 00:03:04.560]  這個暴君就是伊迪阿敏
[00:03:04.560 --> 00:03:08.440]  他上臺之後呢屠殺傳道人
[00:03:08.440 --> 00:03:10.680]  殺害上百萬的人
[00:03:10.680 --> 00:03:14.120]  那段黑暗的時間基督徒沒有
[00:03:14.120 --> 00:03:15.960]  因此放棄信仰
[00:03:15.960 --> 00:03:18.520]  而是躲到叢林裏面去聚會
[00:03:18.520 --> 00:03:22.320]  他們晝夜的來爲國家來禱告
[00:03:22.320 --> 00:03:25.480]  當烏干達的教會開始起來
[00:03:25.480 --> 00:03:29.040]  依照神的心意爲國家禱告的時候
[00:03:29.040 --> 00:03:32.520]  兩年之後這個暴君就下臺了
[00:03:32.520 --> 00:03:37.680]  另外呢神也興起了一個他的僕人穆約翰穆斯
[00:03:37.680 --> 00:03:39.320]  神給他一個意向
[00:03:39.320 --> 00:03:45.400]  就是要推動基督徒來建立一個合一禱告的祭壇
[00:03:45.400 --> 00:03:49.240]  這個祭壇這個禱告成爲一個網絡
[00:03:49.240 --> 00:03:56.840]  就來抗衡烏干達那個空中掌權者的勢力
[00:03:56.840 --> 00:03:58.880]  這個網絡開始之後呢
[00:03:58.880 --> 00:04:01.440]  不可思議的事情就發生了
[00:04:01.440 --> 00:04:05.960]  現在整個烏干達已經煥然一新
[00:04:05.960 --> 00:04:11.400]  烏干達的人民很以身爲烏干達人爲榮
[00:04:11.400 --> 00:04:15.040]  這個是禱告的大能帶來的結果
[00:04:15.040 --> 00:04:20.360]  那如果不是一羣對神至死忠心的基督徒
[00:04:20.360 --> 00:04:25.840]  我相信烏干達不會被轉化成爲今天這個樣子
[00:04:25.840 --> 00:04:28.920]  今天呢我也要帶大家去認識三位
[00:04:28.920 --> 00:04:32.040]  同樣是至死忠心的神的僕人
[00:04:32.040 --> 00:04:39.200]  他們就是淡尼裏的三位朋友 沙德拉 米莎和亞伯尼哥
[00:04:39.200 --> 00:04:41.920]  那我們回到今天的經文當中
[00:04:41.920 --> 00:04:44.760]  這三個淡尼裏的三個朋友
[00:04:44.760 --> 00:04:47.400]  我這裏叫三友 簡稱三友
[00:04:47.400 --> 00:04:50.200]  就不是我們教會有一個姊妹叫三友
[00:04:50.200 --> 00:04:54.920]  這個三友是淡尼裏的三位朋友的意思
[00:04:54.920 --> 00:04:58.480]  他們被控訴的原因是什麼呢
[00:04:58.480 --> 00:05:01.840]  那主要就是因爲同僚的嫉妒
[00:05:01.840 --> 00:05:02.880]  爲什麼這麼說
[00:05:02.880 --> 00:05:07.640]  因爲當時大概在猶大王月亞靖在位第三年
[00:05:07.640 --> 00:05:10.800]  也就是主前的605年左右
[00:05:10.800 --> 00:05:15.320]  那時候巴比倫王尼布賈尼薩來到耶路撒冷
[00:05:15.320 --> 00:05:20.360]  就把這個耶路撒冷圍困了
[00:05:20.360 --> 00:05:24.680]  這三個朋友也是在猶大國這個月亞靖王年間
[00:05:24.680 --> 00:05:30.160]  被巴比倫人擄到巴比倫作爲人質
[00:05:30.160 --> 00:05:34.960]  那這段經文提到他們被擄到巴比倫以後
[00:05:34.960 --> 00:05:40.360]  他們巴比倫的王發現
[00:05:40.360 --> 00:05:46.920]  沒有人比得上這擄去的這三個朋友還有淡尼裏
[00:05:46.920 --> 00:05:49.120]  這四個人特別的出衆
[00:05:49.120 --> 00:05:53.600]  甚至王拷問他們一切智慧和聰明的事
[00:05:53.600 --> 00:05:57.480]  然後發現他們比全國所有的術士
[00:05:57.480 --> 00:06:01.160]  和用法術的人更勝十倍
[00:06:01.160 --> 00:06:07.480]  而且巴比倫王更派這三個人管理巴比倫省的政務
[00:06:07.480 --> 00:06:12.920]  可想而知這些王國奴竟成爲了巴比倫的高官
[00:06:12.920 --> 00:06:18.120]  和巴比倫那些控告他的人的上司
[00:06:18.120 --> 00:06:19.840]  你想他們是不是很忌妒
[00:06:19.840 --> 00:06:23.160]  就想置他們於死地
[00:06:23.160 --> 00:06:25.440]  所以他們就用了一個藉口
[00:06:25.440 --> 00:06:29.520]  一個罪名來想害這三個朋友
[00:06:29.520 --> 00:06:34.800]  他們用的理由就是這三個人違背了巴比倫王的命令
[00:06:34.800 --> 00:06:37.120]  因爲巴比倫下了一條命令
[00:06:37.120 --> 00:06:42.440]  就是要所有的人一聽到一些的一些的信號
[00:06:42.440 --> 00:06:48.840]  他們就要去跪拜這個金像
[00:06:48.840 --> 00:06:50.880]  但是這三個人呢
[00:06:50.880 --> 00:06:54.120]  他們不理會王的命令
[00:06:54.120 --> 00:06:56.840]  不侍奉王的神
[00:06:56.840 --> 00:07:00.000]  也不向他所立的金像來下拜
[00:07:00.000 --> 00:07:03.840]  所以那些他的對頭人就用了這些的藉口
[00:07:03.840 --> 00:07:06.160]  就說他們違背王命
[00:07:06.160 --> 00:07:10.560]  不尊重王和他所敬拜的神明
[00:07:10.560 --> 00:07:13.480]  他們就要來到王面前來控告他
[00:07:13.480 --> 00:07:17.320]  不過這個尼布賈裏掃王還是有一點的情義
[00:07:17.320 --> 00:07:21.960]  他們沒有立刻就把這三個人扔到烈火的窯裏
[00:07:21.960 --> 00:07:25.080]  而是給他們多一個機會來確認他們
[00:07:25.080 --> 00:07:30.160]  你是不是真的不願意來敬拜這個金像
[00:07:30.160 --> 00:07:35.720]  不過呢三個朋友的反應卻讓這個王十分的憤怒
[00:07:35.720 --> 00:07:38.000]  但是對我們基督徒來說
[00:07:38.000 --> 00:07:42.000]  卻是留下了一個非常好的一個榜樣
[00:07:42.000 --> 00:07:43.880]  那我們看看這三個朋友
[00:07:43.880 --> 00:07:48.440]  他們給了王一個什麼的回應
[00:07:48.440 --> 00:07:53.840]  那這個薩德拉、米薩、亞伯、尼哥
[00:07:53.840 --> 00:07:56.240]  他們對尼布賈尼撒說
[00:07:56.240 --> 00:08:00.120]  他們說這件事情我們無需回答你
[00:08:00.120 --> 00:08:02.160]  如果我們被扔在火窯裏
[00:08:02.160 --> 00:08:06.400]  我們所侍奉的神也必能拯救我們
[00:08:06.400 --> 00:08:11.200]  王啊他必拯救我們脫離烈火的窯和你的手
[00:08:11.200 --> 00:08:13.920]  急或不然王啊你要知道
[00:08:13.920 --> 00:08:16.400]  我們絕不侍奉你的神
[00:08:16.400 --> 00:08:19.680]  也不向你所立的金像來下拜
[00:08:19.680 --> 00:08:22.960]  那在這裏呢這三個朋友很清楚的表明
[00:08:22.960 --> 00:08:26.200]  我其實沒必要來爲自己來辯駁
[00:08:26.200 --> 00:08:30.640]  因爲我們的確沒有拜王的金像
[00:08:30.640 --> 00:08:35.800]  但是呢他們心裏知道他的做法是沒有不對的
[00:08:35.800 --> 00:08:39.240]  就算這個巴比倫王再給他多一次的機會
[00:08:39.240 --> 00:08:42.120]  他們也不會妥協
[00:08:42.120 --> 00:08:43.760]  就算身在火窯
[00:08:43.760 --> 00:08:49.720]  耶和華他們相信耶和華他也必能拯救他們
[00:08:49.720 --> 00:08:54.000]  即使在神的主權之下他們不被拯救
[00:08:54.000 --> 00:09:00.200]  他們也寧死不敬拜王所立的金像而背叛耶和華
[00:09:00.200 --> 00:09:04.440]  那我們看到這三個朋友他們這麼清晰的立場
[00:09:04.440 --> 00:09:09.120]  就帶來了一個非常明確的行動
[00:09:09.120 --> 00:09:10.480]  他們不用猶豫
[00:09:10.480 --> 00:09:16.200]  那還要怎麼想怎麼找一個安身立命的方法
[00:09:16.200 --> 00:09:20.120]  當他們很清晰他們不會背叛耶和華的時候
[00:09:20.120 --> 00:09:22.680]  他們就很明確的告訴這個王
[00:09:22.680 --> 00:09:25.000]  他們也不害怕任何的結果
[00:09:25.000 --> 00:09:27.120]  甚至死他們都不怕
[00:09:27.120 --> 00:09:29.520]  他們信得過神的能力
[00:09:29.520 --> 00:09:32.280]  他們也順服神的主權
[00:09:32.280 --> 00:09:35.440]  他們的焦點對得準神
[00:09:35.440 --> 00:09:40.200]  所以對神忠誠也是無容置疑的事情
[00:09:40.200 --> 00:09:43.920]  所以我們看到這三位朋友他們的回應
[00:09:43.920 --> 00:09:47.720]  給我們基督徒也是一個非常好的榜樣
[00:09:47.720 --> 00:09:52.720]  那當然他們這樣的回應是帶來一個結果的
[00:09:52.720 --> 00:10:00.360]  那他們爲命帶來的懲罰和影響又是什麼呢
[00:10:00.360 --> 00:10:04.240]  那當時這個黎布賈尼撒非常的憤怒
[00:10:04.240 --> 00:10:06.640]  我再給你機會你都不珍惜
[00:10:06.640 --> 00:10:11.240]  那現在王就大發孽怒臉色都變了
[00:10:11.240 --> 00:10:13.800]  甚至吩咐人把那個窯燒熱
[00:10:13.800 --> 00:10:18.320]  而且那個熱度是比平常更猛烈七倍
[00:10:18.320 --> 00:10:22.760]  又吩咐軍隊裏面最精壯的人來把這幾個人
[00:10:22.760 --> 00:10:26.280]  綁起來扔到那個烈火的窯中
[00:10:26.280 --> 00:10:31.000]  這個本來就是他們要得到的一個懲罰
[00:10:31.000 --> 00:10:33.280]  可是我們又看到
[00:10:33.280 --> 00:10:37.640]  結果就不是說他們被扔進去了馬上就死掉了
[00:10:37.640 --> 00:10:40.480]  如果換了你和我我們馬上就死掉
[00:10:40.480 --> 00:10:43.280]  可是結果不是這樣
[00:10:43.280 --> 00:10:47.720]  我們看看這個經文裏面
[00:10:47.720 --> 00:10:50.440]  剛纔偉雄幫我們讀過的
[00:10:50.440 --> 00:10:55.320]  我們看到當中有幾個逆轉的情況
[00:10:55.320 --> 00:10:59.080]  首先是一個生死的逆轉
[00:10:59.080 --> 00:11:01.720]  本來要死的是那三個朋友
[00:11:01.720 --> 00:11:04.320]  因爲他們要被扔到那個火窯裏
[00:11:04.320 --> 00:11:10.080]  可是現在死的卻是那幾個抬他們的
[00:11:10.080 --> 00:11:12.560]  執行的人被燒死
[00:11:12.560 --> 00:11:15.560]  這三個朋友卻是安然無恙
[00:11:15.560 --> 00:11:18.960]  那巴比倫人他們本身是敬拜火神的
[00:11:18.960 --> 00:11:24.920]  但是火卻沒有對這些巴比倫人手下留情
[00:11:24.920 --> 00:11:27.760]  三個朋友本來是被綁着
[00:11:27.760 --> 00:11:31.480]  可是當他們被扔到火裏去的時候
[00:11:31.480 --> 00:11:34.520]  他們居然最後是沒有被綁着
[00:11:34.520 --> 00:11:37.960]  還能自由的來遊行
[00:11:37.960 --> 00:11:41.680]  經文裏面也說他們甚至沒有受傷
[00:11:41.680 --> 00:11:46.320]  而且是連被火燒的氣味都沒有
[00:11:46.320 --> 00:11:50.240]  衣服頭髮都沒有燒壞
[00:11:50.240 --> 00:11:54.920]  所以我們首先看到的是生死的逆轉
[00:11:54.920 --> 00:11:59.480]  第二個逆轉的是耶和華神地位的逆轉
[00:11:59.480 --> 00:12:05.240]  那起初尼布賈尼撒王還狂妄自大的來對三個朋友說
[00:12:05.240 --> 00:12:10.640]  哪裏有神可以救你們脫離我的手呢?
[00:12:10.640 --> 00:12:16.160]  但是最後這個尼布賈尼撒王他們稱至高神
[00:12:16.160 --> 00:12:18.200]  至高神的僕人
[00:12:18.200 --> 00:12:22.240]  他們稱三個朋友的神是至高的神
[00:12:22.240 --> 00:12:29.520]  就是說比他所信的神明還有高超
[00:12:29.520 --> 00:12:35.200]  所以第二個看到的是耶和華神的名聲的一個地位的逆轉
[00:12:35.200 --> 00:12:40.040]  第三個逆轉是三個朋友名聲的逆轉
[00:12:40.040 --> 00:12:44.840]  那起初尼布賈尼撒看到他們死不妥協的時候
[00:12:44.840 --> 00:12:47.400]  就馬上向他們大發煉露
[00:12:47.400 --> 00:12:49.000]  臉色也變了
[00:12:49.000 --> 00:12:55.160]  吩咐人把窯燒熱來把他們扔到窯裏燒死
[00:12:55.160 --> 00:13:00.880]  可是最後這個王卻親口的來讚揚這三個朋友
[00:13:00.880 --> 00:13:03.200]  他們讚揚他們什麼呢?
[00:13:03.200 --> 00:13:08.440]  他讚揚這三個朋友是倚靠神的僕人
[00:13:08.440 --> 00:13:11.920]  他們違抗王的命令寧願捨命
[00:13:11.920 --> 00:13:18.080]  除了自己的神以外不肯侍奉敬拜任何其他的神
[00:13:18.080 --> 00:13:21.840]  原來這三個不聽他的話的人
[00:13:21.840 --> 00:13:26.400]  現在居然在他的口中得到稱讚
[00:13:26.400 --> 00:13:30.320]  看到他的忠誠怎麼忠於他所信的神
[00:13:30.320 --> 00:13:33.320]  也不願意來相信別的神
[00:13:33.320 --> 00:13:37.480]  所以三個朋友的名聲也得到了逆轉
[00:13:37.480 --> 00:13:41.320]  第四個逆轉是王令的逆轉
[00:13:41.320 --> 00:13:46.840]  最初王下令把三個人扔到烈火的窯中燒死
[00:13:46.840 --> 00:13:50.640]  但是最後他是吩咐他們要出來
[00:13:50.640 --> 00:13:54.720]  出來之後王還下一個新的命令
[00:13:54.720 --> 00:14:01.000]  這個新的命令就是無論各國各族說各種語言的人
[00:14:01.000 --> 00:14:05.720]  凡說話得罪沙德拉、米薩、亞伯尼哥的神德
[00:14:05.720 --> 00:14:07.800]  必被碎屍萬段
[00:14:07.800 --> 00:14:10.840]  他的家也必成爲廢墟
[00:14:10.840 --> 00:14:14.560]  因爲沒有別的神能這樣施行拯救
[00:14:14.560 --> 00:14:17.280]  所以一個新的命令
[00:14:17.280 --> 00:14:20.240]  不但不用他們來拜他自己的金像
[00:14:20.240 --> 00:14:27.080]  而且還不準人說任何污衊這三個朋友的神的話
[00:14:27.080 --> 00:14:31.320]  所以第四個我們看到王令的逆轉
[00:14:31.320 --> 00:14:36.360]  最後一個逆轉是三友關徒的逆轉
[00:14:36.360 --> 00:14:39.280]  本來這三個人是罪該萬死的
[00:14:39.280 --> 00:14:40.960]  違抗王的命令
[00:14:40.960 --> 00:14:44.400]  可是最後不單單沒有死掉
[00:14:44.400 --> 00:14:48.720]  而且還關徒不見反生
[00:14:48.720 --> 00:14:55.440]  現在巴比倫王提升了沙德拉、米薩和亞伯尼哥
[00:14:55.440 --> 00:14:59.160]  所以總結下來我們看到這三個朋友
[00:14:59.160 --> 00:15:04.920]  他們這種致死忠心的表現帶來命運的逆轉
[00:15:04.920 --> 00:15:06.280]  五點的逆轉
[00:15:06.280 --> 00:15:08.200]  包括生死的逆轉
[00:15:08.200 --> 00:15:10.600]  耶和華神地位的逆轉
[00:15:10.600 --> 00:15:12.680]  三友名聲的逆轉
[00:15:12.680 --> 00:15:14.040]  王令的逆轉
[00:15:14.040 --> 00:15:17.720]  還有三友關徒的逆轉
[00:15:17.720 --> 00:15:22.760]  那我們看完這三個朋友他們的生命榜樣
[00:15:22.760 --> 00:15:28.600]  那今天我們有什麼應該來反思的呢
[00:15:28.600 --> 00:15:32.480]  我今天只想大家我們集中反思一點
[00:15:32.480 --> 00:15:37.920]  就是你對基督的認識與經歷到什麼地步
[00:15:37.920 --> 00:15:40.480]  我們信了耶穌以後
[00:15:40.480 --> 00:15:44.680]  我們對耶穌的認識有多少呢
[00:15:44.680 --> 00:15:48.400]  我們又經歷了基督多少呢
[00:15:48.400 --> 00:15:52.960]  我們經歷了祂到什麼地步呢
[00:15:52.960 --> 00:16:00.240]  那沙德拉、米薩、亞伯尼哥他們回答王的時候
[00:16:00.240 --> 00:16:02.520]  我們再讀一次這段經文
[00:16:02.520 --> 00:16:03.920]  我們一起讀
[00:16:03.920 --> 00:16:08.600]  沙德拉、米薩、亞伯尼哥回答王說
[00:16:08.600 --> 00:16:13.360]  你不假你撒,這件事我們無需回答你
[00:16:13.360 --> 00:16:16.440]  如果我們被扔在火窯裏
[00:16:16.440 --> 00:16:20.320]  我們所侍奉的神必能拯救我們
[00:16:20.320 --> 00:16:26.120]  王啊,他必拯救我們脫離烈火的窯和你的手
[00:16:26.120 --> 00:16:32.320]  及或不然,王啊,你要知道我們絕不侍奉你的神
[00:16:32.320 --> 00:16:36.760]  也不向你所立的金像下拜
[00:16:36.760 --> 00:16:39.280]  那三有認識的神
[00:16:39.280 --> 00:16:46.080]  他是有絕對的能力拯救他們脫離危險的
[00:16:46.080 --> 00:16:48.800]  第二點他們認識的神是
[00:16:48.800 --> 00:16:51.920]  無論他們獲救或者是被火燒
[00:16:51.920 --> 00:16:54.080]  全在神的旨意當中
[00:16:54.080 --> 00:16:58.440]  神有絕對的主權來決定救不救他
[00:16:58.440 --> 00:17:01.240]  這是他們對神的理解
[00:17:01.240 --> 00:17:02.160]  第三呢
[00:17:02.160 --> 00:17:03.880]  他們對神的認識是
[00:17:03.880 --> 00:17:07.320]  就算神不拯救他們脫離危險
[00:17:07.320 --> 00:17:11.920]  神還是那位值得他們至死忠心的神
[00:17:11.920 --> 00:17:15.640]  這是三個朋友對神的認識
[00:17:15.640 --> 00:17:19.080]  那我們對基督的認識有多少呢?
[00:17:19.080 --> 00:17:22.880]  你經歷到的神是怎麼樣的呢?
[00:17:22.880 --> 00:17:25.960]  你是不是願意跟隨他
[00:17:25.960 --> 00:17:31.240]  爲他到去到一個及或不然的地步呢?
[00:17:31.240 --> 00:17:34.920]  那很多時候我們基督徒有一個情況
[00:17:34.920 --> 00:17:40.760]  就是我們對耶穌的信靠只建立在順境之上
[00:17:40.760 --> 00:17:45.080]  如果我的生活順順利利一帆風順
[00:17:45.080 --> 00:17:47.680]  比如說我病得醫治
[00:17:47.680 --> 00:17:49.880]  我得到一份好的工作
[00:17:49.880 --> 00:17:53.360]  我的生活平平安安順順利利
[00:17:53.360 --> 00:17:56.560]  那我不是說這些不好
[00:17:56.560 --> 00:17:59.760]  我們就對神很有信心了
[00:17:59.760 --> 00:18:05.440]  但是如果我們的信心只是奠基於這些順境的事情上
[00:18:05.440 --> 00:18:10.240]  那麼我們的信仰就不會堅固到那裏
[00:18:10.240 --> 00:18:13.160]  只要一個浪撲過來的時候
[00:18:13.160 --> 00:18:15.680]  我們很容易就不堪一擊
[00:18:15.680 --> 00:18:17.760]  就會跌倒
[00:18:17.760 --> 00:18:20.800]  當你經歷逆境的時候
[00:18:20.800 --> 00:18:25.640]  你是不是相信神仍然愛你呢?
[00:18:25.640 --> 00:18:32.800]  你相信神在當中有給你學習的功課嗎?
[00:18:32.800 --> 00:18:34.760]  他給你經歷這一切
[00:18:34.760 --> 00:18:39.240]  你相信他要使你的生命更加的成長
[00:18:39.240 --> 00:18:44.880]  以至你能夠爲自己在逆境當中的經歷來感恩嗎?
[00:18:44.880 --> 00:18:49.400]  那兩年前當我認識一位內地的牧者的時候
[00:18:49.400 --> 00:18:52.760]  我們跟他談話
[00:18:52.760 --> 00:18:57.320]  他沒有因爲在中國的教會
[00:18:57.320 --> 00:19:01.840]  長期生活在高壓的管制底下而抱怨
[00:19:01.840 --> 00:19:03.560]  他反而看到的是
[00:19:03.560 --> 00:19:08.320]  神用這樣的方法來煉進中國的教會
[00:19:08.320 --> 00:19:13.720]  使中國的教會可以大大的來榮耀神的名
[00:19:13.720 --> 00:19:17.320]  很多時候我聽到內地信徒他們的分享
[00:19:17.320 --> 00:19:22.200]  當他們分享到他們正經歷的一些很困難的情況的時候
[00:19:22.200 --> 00:19:24.880]  他們第一個常常說的就是
[00:19:24.880 --> 00:19:27.920]  不叫神在當中要給我什麼功課
[00:19:27.920 --> 00:19:29.600]  而不是他們一直在抱怨
[00:19:29.600 --> 00:19:30.520]  不是在抱怨
[00:19:30.520 --> 00:19:36.920]  而是說他相信神在當中要給他學習的功課
[00:19:36.920 --> 00:19:41.160]  我想這個也是成爲我們的一個提醒
[00:19:41.160 --> 00:19:42.240]  弟兄姊妹
[00:19:42.240 --> 00:19:44.920]  但願我們對神的認識
[00:19:44.920 --> 00:19:48.400]  對基督的認識也不是宏大先士的
[00:19:48.400 --> 00:19:54.040]  只是渴望信耶穌帶給我們今生和來生的好處
[00:19:54.040 --> 00:19:59.320]  卻去過一個不用付代價的基督徒生活
[00:19:59.320 --> 00:20:00.240]  那相反
[00:20:00.240 --> 00:20:07.720]  神往往藉着人生的逆境來煉進我們的信仰和生命
[00:20:07.720 --> 00:20:12.480]  但願我們在逆境當中可以更深的經歷神
[00:20:12.480 --> 00:20:16.040]  我回看我自己過去信主的歷程
[00:20:16.040 --> 00:20:18.680]  很多時候我的信心的成長
[00:20:18.680 --> 00:20:20.680]  信心起飛的點
[00:20:20.680 --> 00:20:24.960]  或者是生命的經歷
[00:20:24.960 --> 00:20:28.520]  我發現都是在一些受到很大的挫折
[00:20:28.520 --> 00:20:31.240]  很多的痛苦之後
[00:20:31.240 --> 00:20:35.480]  在這些的過程當中一步一步的建立起來
[00:20:35.480 --> 00:20:38.160]  所以我也鼓勵我們
[00:20:38.160 --> 00:20:40.360]  當我們面對逆境的時候
[00:20:40.360 --> 00:20:44.600]  我們憑信心繼續來仰望神
[00:20:44.600 --> 00:20:50.960]  看祂怎樣來幫助我們有更好的成長
[00:20:50.960 --> 00:20:54.120]  我們來做一些的應用
[00:20:54.120 --> 00:20:58.040]  首先我們要跟隨耶穌的時候
[00:20:58.040 --> 00:21:02.080]  首先我們真的要計算代價
[00:21:02.080 --> 00:21:04.160]  這裏有個天平
[00:21:04.160 --> 00:21:07.040]  一邊是信耶穌的好處
[00:21:07.040 --> 00:21:09.360]  另外一邊是信耶穌的風險
[00:21:09.360 --> 00:21:14.360]  我們要計算代價就是要做兩個對比
[00:21:14.360 --> 00:21:17.440]  那到底我們信耶穌有什麼好處呢
[00:21:17.440 --> 00:21:19.600]  聖經裏面告訴我們
[00:21:19.600 --> 00:21:22.120]  我們一起念這些的經文
[00:21:22.120 --> 00:21:27.200]  這見證就是神已經把永遠的生命賜給我們
[00:21:27.200 --> 00:21:30.160]  這生命是在他兒子裏面的
[00:21:30.160 --> 00:21:33.280]  凡有神兒子的就有生命
[00:21:33.280 --> 00:21:36.400]  沒有神兒子的就沒有生命
[00:21:36.400 --> 00:21:37.440]  第二段
[00:21:37.440 --> 00:21:40.480]  我來了是要使羊得生命
[00:21:40.480 --> 00:21:42.560]  並且得得更豐盛
[00:21:42.560 --> 00:21:44.440]  使羊也是使人
[00:21:44.440 --> 00:21:45.920]  就是我們信耶穌了
[00:21:45.920 --> 00:21:49.840]  我們得到來生有永恆的生命
[00:21:49.840 --> 00:21:51.640]  今生我們也可以
[00:21:51.640 --> 00:21:57.000]  因着信耶穌我們可以得到一個更豐盛的生命
[00:21:57.000 --> 00:22:00.760]  但是信耶穌有沒有風險呢
[00:22:00.760 --> 00:22:04.280]  你覺得信耶穌有沒有代價
[00:22:04.280 --> 00:22:05.080]  肯定有
[00:22:05.080 --> 00:22:06.720]  我們都點頭
[00:22:06.720 --> 00:22:08.200]  那信耶穌有什麼風險呢
[00:22:08.200 --> 00:22:10.160]  其中一段經文
[00:22:10.160 --> 00:22:13.200]  這樣來告訴我們 我們一起讀
[00:22:13.200 --> 00:22:15.320]  你們若屬於這世界
[00:22:15.320 --> 00:22:18.040]  世人必定愛屬自己的
[00:22:18.040 --> 00:22:20.680]  但因爲你們不屬於世界
[00:22:20.680 --> 00:22:23.920]  而是我從世界中揀選了你們
[00:22:23.920 --> 00:22:26.160]  所以世人就恨你們
[00:22:26.160 --> 00:22:29.240]  你們要記住我對你們說過的話
[00:22:29.240 --> 00:22:31.480]  僕人不能大過主人
[00:22:31.480 --> 00:22:35.680]  他們若迫害我也必定迫害你們
[00:22:35.680 --> 00:22:37.800]  他們若遵守我的話
[00:22:37.800 --> 00:22:40.400]  也必定遵守你們的話
[00:22:40.400 --> 00:22:45.920]  那就是因爲耶穌不屬於這個世界
[00:22:45.920 --> 00:22:50.120]  世界的人就恨神恨真光
[00:22:50.120 --> 00:22:51.720]  所以我們跟隨基督的人
[00:22:51.720 --> 00:22:55.400]  也肯定命運跟耶穌一樣
[00:22:55.400 --> 00:22:57.320]  不屬於是神的人
[00:22:57.320 --> 00:23:00.760]  這個世界的人都會對我們有迫害
[00:23:00.760 --> 00:23:04.640]  有時候可能你還不信主的家人親人也會說
[00:23:04.640 --> 00:23:05.680]  不准你信耶穌
[00:23:05.680 --> 00:23:08.160]  或者是你信耶穌就不要回來
[00:23:08.160 --> 00:23:11.640]  也有的人他是經歷壓力
[00:23:11.640 --> 00:23:12.960]  既是這樣
[00:23:12.960 --> 00:23:15.800]  所以我們就要計算代價
[00:23:15.800 --> 00:23:18.000]  是否要繼續來信耶穌
[00:23:18.000 --> 00:23:20.640]  那其實主耶穌他在一段經文裏面
[00:23:20.640 --> 00:23:26.440]  他也曾經來像跟隨他的門徒來跟他們說
