
[00:00:00.000 --> 00:00:01.640]  各位定智媒晚安
[00:02:55.960 --> 00:02:58.400]  你知道法利塞人本身是什麼人
[00:02:58.400 --> 00:03:01.160]  其實法利塞人就是一羣猶太人裏面
[00:03:01.160 --> 00:03:04.440]  很認真面對信仰的一羣人
[00:03:04.440 --> 00:03:05.960]  他們很熟悉聖經
[00:03:05.960 --> 00:03:08.560]  聖經裏面常常用法利塞人、文士等等去描述
[00:03:08.560 --> 00:03:10.920]  那一羣可能在聖殿裏面工作幫手
[00:03:10.920 --> 00:03:12.000]  可能抄寫聖經
[00:03:12.000 --> 00:03:13.720]  更重要就是他們很努力
[00:03:13.720 --> 00:03:17.000]  在生命裏面去謹守信仰的那一羣人
[00:03:17.000 --> 00:03:19.680]  法利塞人傳統裏面他們很努力
[00:03:19.680 --> 00:03:23.120]  努力到一個地步就是他們一起生活
[00:03:23.120 --> 00:03:25.520]  走出來的樣子你就知道他是法利塞人
[00:03:25.520 --> 00:03:30.440]  穿的衣服、說的話、行動、生活等等
[00:03:30.440 --> 00:03:34.960]  他除了謹守聖經裏面一直描述的律法
[00:03:34.960 --> 00:03:36.680]  他還在裏面加很多東西
[00:03:36.680 --> 00:03:40.040]  以致他很小心、很謹慎
[00:03:40.040 --> 00:03:41.440]  如果用豔金的描述來說
[00:03:41.440 --> 00:03:47.000]  是一羣在信仰宗教裏面很認真、很投入、很虔誠
[00:03:47.000 --> 00:03:50.120]  也都很熟悉聖經的一羣
[00:03:50.120 --> 00:03:52.640]  相信可能我們在座大部分的電影節目
[00:03:52.640 --> 00:03:54.800]  都未必有當年那些法利塞人
[00:03:54.800 --> 00:03:59.040]  那麼熟悉、那麼認識聖經和那麼努力地去守
[00:03:59.040 --> 00:04:01.280]  瑞利是什麼人呢?
[00:04:01.280 --> 00:04:03.000]  如果大家記得其實前幾個星期
[00:04:03.000 --> 00:04:05.840]  黃牧師去分享《撒該》的故事
[00:04:05.840 --> 00:04:07.280]  記不記得啊?
[00:04:07.280 --> 00:04:08.560]  記得我,是啦
[00:04:08.560 --> 00:04:09.720]  那個瑞利
[00:04:09.720 --> 00:04:15.120]  瑞利就是一些人去幫助羅馬政府
[00:04:15.120 --> 00:04:19.400]  去向當時的猶太人收稅
[00:04:19.400 --> 00:04:21.280]  也是傳統來說那羣人不好的
[00:04:21.280 --> 00:04:22.200]  爲什麼不好呢?
[00:04:22.200 --> 00:04:24.400]  是因爲這羣官員
[00:04:24.400 --> 00:04:26.360]  他在中間去剝削
[00:04:26.360 --> 00:04:27.720]  他爲了自己的利益
[00:04:27.720 --> 00:04:29.840]  他拿了別人很多的錢
[00:04:29.840 --> 00:04:31.320]  因爲他可以隨意
[00:04:31.320 --> 00:04:33.560]  只要他在他的管轄範圍裏面
[00:04:33.560 --> 00:04:35.960]  盡力去刮、盡力去收
[00:04:35.960 --> 00:04:37.120]  拿很多的稅
[00:04:37.120 --> 00:04:40.440]  然後後面就交稅給政府
[00:04:40.440 --> 00:04:42.680]  中間就保自己私囊
[00:04:42.680 --> 00:04:45.200]  所以又是一些典型在聖經裏面
[00:04:45.200 --> 00:04:46.080]  大部分人都覺得
[00:04:46.080 --> 00:04:47.720]  啊,真是罪人啊
[00:04:47.720 --> 00:04:50.400]  不好的人
[00:04:50.400 --> 00:04:53.240]  耶穌用這兩個這麼鮮明的角色
[00:04:53.240 --> 00:04:55.280]  或者一個形象
[00:04:55.280 --> 00:04:57.320]  去講這個比喻
[00:04:57.320 --> 00:04:58.640]  我不知道這個鮮明的形象
[00:04:58.640 --> 00:05:00.640]  在你腦裏面第一時間想起些什麼
[00:05:00.640 --> 00:05:03.120]  一些很虔誠的人
[00:05:03.120 --> 00:05:05.240]  一些很認真信仰的人
[00:05:05.240 --> 00:05:06.840]  一些很熟悉聖經的人
[00:05:06.840 --> 00:05:08.680]  很緊守聖經的人
[00:05:08.680 --> 00:05:11.120]  一些在社會行爲裏面覺得
[00:05:11.120 --> 00:05:12.920]  哇,看不起
[00:05:12.920 --> 00:05:17.960]  這些雖然是官,但是很壞
[00:05:17.960 --> 00:05:20.760]  刮很多民脂、民膏
[00:05:20.760 --> 00:05:22.680]  不太理人
[00:05:22.680 --> 00:05:26.120]  等等這些形象
[00:05:26.120 --> 00:05:27.720]  聖經裏面講這兩個人
[00:05:27.720 --> 00:05:28.920]  有兩個不同的反應
[00:05:28.920 --> 00:05:30.960]  在一個事件上
[00:05:30.960 --> 00:05:34.000]  這個比喻講這兩個人去祈禱
[00:05:34.000 --> 00:05:35.680]  去到聖殿那裏
[00:05:35.680 --> 00:05:37.680]  那個法利塞人在聖經裏面講
[00:05:37.680 --> 00:05:38.600]  他就討告了
[00:05:38.600 --> 00:05:39.600]  他說什麼呢
[00:05:39.600 --> 00:05:42.360]  上帝啊,我感謝你
[00:05:42.360 --> 00:05:45.560]  我不像別人那樣勒索不義姦淫
[00:05:45.560 --> 00:05:49.080]  也不像那個遂利
[00:05:49.080 --> 00:05:51.280]  我每週禁食兩次
[00:05:51.280 --> 00:05:52.760]  凡我所得的
[00:05:52.760 --> 00:05:56.040]  獻上十分之一
[00:05:56.040 --> 00:05:58.360]  這個法利塞人他在聖經裏面
[00:05:58.360 --> 00:06:01.520]  獻上了一個感謝的禱告
[00:06:01.520 --> 00:06:02.520]  是不是啊
[00:06:02.520 --> 00:06:03.440]  是啊
[00:06:03.440 --> 00:06:05.960]  你有沒有感謝的禱告啊
[00:06:05.960 --> 00:06:09.200]  你有沒有這樣感謝的禱告啊
[00:06:09.200 --> 00:06:10.320]  他說什麼
[00:06:10.320 --> 00:06:13.440]  哎呀,上帝我真的要感謝你啊
[00:06:13.440 --> 00:06:14.240]  是不是
[00:06:14.240 --> 00:06:19.360]  我不像那些人那樣做不義的事啊
[00:06:19.360 --> 00:06:21.840]  電視節目裏有沒有曾經有這樣的祈禱
[00:06:21.840 --> 00:06:24.640]  先想一想,先別回答我
[00:06:24.640 --> 00:06:25.920]  很少的,是不是
[00:06:25.920 --> 00:06:26.760]  通常反過來
[00:06:26.760 --> 00:06:28.760]  做了不義的事就求上帝寬恕
[00:06:28.760 --> 00:06:29.480]  很少說
[00:06:29.480 --> 00:06:31.120]  哇,上帝我真是
[00:06:31.120 --> 00:06:32.360]  幸好我不是這樣
[00:06:32.360 --> 00:06:33.760]  不過不是啊,幸好我不是這樣
[00:06:33.760 --> 00:06:35.880]  可能也有這樣祈禱的
[00:06:35.880 --> 00:06:37.720]  我也曾經有一次我看電視新聞看到
[00:06:37.720 --> 00:06:39.720]  哇,有一個人突然間
[00:06:39.720 --> 00:06:42.760]  就有一個橫財在他身上出現了
[00:06:42.760 --> 00:06:44.600]  然後他就變了很多
[00:06:44.600 --> 00:06:46.840]  做了很多以前他不做的事
[00:06:46.840 --> 00:06:48.360]  結果變成一個比較差的人
[00:06:48.360 --> 00:06:49.400]  這樣的故事
[00:06:49.400 --> 00:06:50.840]  我第一時間就想起
[00:06:50.840 --> 00:06:54.120]  感謝主,幸好我不是那個突然間會發橫財的那個
[00:06:54.120 --> 00:06:56.040]  不然可能我也會做很多這樣的事
[00:06:56.040 --> 00:06:57.240]  又或者感謝主
[00:06:57.240 --> 00:06:59.520]  我的生活未必是那麼多的引誘
[00:06:59.520 --> 00:07:02.560]  所以不會做到那些人那些東西
[00:07:02.560 --> 00:07:05.040]  有時候我們也會這樣想的
[00:07:05.040 --> 00:07:10.360]  爲什麼這個範麗創人會感謝上帝,是因爲他覺得他不像那些姦淫惡惡
[00:07:10.360 --> 00:07:15.160]  勒索不義的人
[00:07:15.160 --> 00:07:17.880]  那我們是不應該像那些人的,是不是?
[00:07:17.880 --> 00:07:18.720]  是不是啊?
[00:07:18.720 --> 00:07:19.760]  是啊
[00:07:19.760 --> 00:07:22.760]  沒有人會覺得上帝讓我像那些人,沒理由,是不是?
[00:07:22.760 --> 00:07:25.000]  不像那些人是好事來的
[00:07:25.000 --> 00:07:26.320]  因爲不像那些人
[00:07:26.320 --> 00:07:28.040]  原因可能是因爲可以避開很多引誘
[00:07:28.040 --> 00:07:30.280]  又或者可能行很多正直的事
[00:07:30.280 --> 00:07:33.080]  那爲了我們生命生活能夠正直
[00:07:33.080 --> 00:07:35.000]  能夠避開惡事
[00:07:35.000 --> 00:07:37.040]  去感恩
[00:07:37.040 --> 00:07:38.680]  沒錯啊
[00:07:38.680 --> 00:07:40.800]  都應該挺好的
[00:07:40.800 --> 00:07:43.840]  剛好旁邊還有個瑞麗,有個人版
[00:07:43.840 --> 00:07:46.080]  哇,好像她就慘了
[00:07:46.080 --> 00:07:48.080]  你有沒有試過偶爾有這樣的心態
[00:07:48.080 --> 00:07:49.760]  當你看到一個人生活的時候,你看
[00:07:49.760 --> 00:07:53.080]  幸好我不是她
[00:07:53.080 --> 00:07:54.880]  真的有的
[00:07:54.880 --> 00:07:56.280]  我有一天在街上
[00:07:56.280 --> 00:07:59.760]  坐地鐵的時候,聽到有兩把聲音在那裏討論
[00:07:59.760 --> 00:08:00.920]  然後有一個說
[00:08:00.920 --> 00:08:02.560]  幸好我不是她那樣
[00:08:02.560 --> 00:08:04.960]  如果我是她那樣,就慘了
[00:08:04.960 --> 00:08:06.960]  盯着手機,盯着屏幕
[00:08:06.960 --> 00:08:09.760]  看一看,原來那個是香港某個官員
[00:08:09.760 --> 00:08:10.800]  不說是誰了
[00:08:10.800 --> 00:08:12.160]  是高官
[00:08:12.160 --> 00:08:13.360]  幸好我不是她那樣
[00:08:13.360 --> 00:08:16.360]  如果我是她那樣,就真的不敢出街了
[00:08:16.360 --> 00:08:17.360]  然後旁邊那個富豪
[00:08:17.360 --> 00:08:19.120]  是啊
[00:08:19.120 --> 00:08:21.720]  這兩個是穿着校服的中學生
[00:08:21.720 --> 00:08:24.920]  我想初中左右
[00:08:24.920 --> 00:08:27.080]  我想是啊,有時候我們也會這樣比較的,是不是?
[00:08:27.080 --> 00:08:28.080]  幸好我不是她那樣
[00:08:28.080 --> 00:08:29.680]  還有剛剛旁邊有個人版
[00:08:29.680 --> 00:08:31.160]  這個人版
[00:08:31.160 --> 00:08:32.720]  我記得我小時候
[00:08:32.720 --> 00:08:35.480]  讀書的時候,我也嘗試成爲人版的
[00:08:35.480 --> 00:08:37.080]  這個故事可能也有機會分享過
[00:08:37.080 --> 00:08:39.080]  我小時候讀書的時候也很矮的
[00:08:39.080 --> 00:08:39.880]  我矮到一個地步
[00:08:39.880 --> 00:08:41.240]  就是全校都知道我很矮
[00:08:41.240 --> 00:08:43.640]  我小學的時候是極矮的學生
[00:08:43.640 --> 00:08:44.640]  我第一天上學
[00:08:44.640 --> 00:08:45.800]  應該說是第一天
[00:08:45.800 --> 00:08:47.880]  第一天上學,在學校門口排隊的時候
[00:08:47.880 --> 00:08:49.320]  已經跟別人打架了
[00:08:49.320 --> 00:08:50.160]  正確來說
[00:08:50.160 --> 00:08:52.240]  我們小學一年級的時候第一天排隊
[00:08:52.240 --> 00:08:54.360]  在學校門口跟一個六年級同學打架
[00:08:54.360 --> 00:08:56.040]  結果打到他流鼻血
[00:08:56.040 --> 00:08:57.400]  我很記得這個畫面
[00:08:57.400 --> 00:08:58.720]  雖然牛龜馬雖然很差
[00:08:58.720 --> 00:09:00.920]  但是一打就流鼻血
[00:09:00.920 --> 00:09:02.920]  接着就見家長
[00:09:02.920 --> 00:09:03.840]  我在學校裏面
[00:09:03.840 --> 00:09:04.680]  我想我很出名
[00:09:04.680 --> 00:09:06.800]  因爲連手冊都沒有
[00:09:06.800 --> 00:09:09.080]  什麼都沒有就見家長了
[00:09:09.080 --> 00:09:11.160]  當時常常都成爲人版
[00:09:11.160 --> 00:09:12.600]  甚至每一次學校的週會
[00:09:12.600 --> 00:09:13.600]  老師就會叫我出來
[00:09:13.600 --> 00:09:15.000]  那個人出來站着
[00:09:15.000 --> 00:09:16.040]  全班同學看着他
[00:09:16.040 --> 00:09:16.560]  全校看着他
[00:09:16.560 --> 00:09:18.120]  這個人很矮
[00:09:18.120 --> 00:09:19.040]  不要學他
[00:09:19.040 --> 00:09:21.920]  就站在旁邊
[00:09:21.920 --> 00:09:23.280]  我不知道你有沒有試過這樣
[00:09:23.280 --> 00:09:24.480]  當你成爲人版的時候
[00:09:24.480 --> 00:09:26.480]  你有什麼感受
[00:09:26.480 --> 00:09:27.640]  開頭我很不開心的
[00:09:27.640 --> 00:09:28.320]  有沒有搞錯
[00:09:28.320 --> 00:09:31.320]  我知道我不好你這樣讀我出來幹嘛
[00:09:31.320 --> 00:09:33.160]  讀了我兩三年之後就覺得很囂張
[00:09:33.160 --> 00:09:35.960]  是的我是這樣的
[00:09:35.960 --> 00:09:38.520]  我記得當我一直成長的時候
[00:09:38.520 --> 00:09:39.960]  當我做人版這個角色的時候
[00:09:39.960 --> 00:09:41.480]  我就在想
[00:09:41.480 --> 00:09:42.960]  是什麼我都想改
[00:09:42.960 --> 00:09:45.440]  不過你每次都說我不好
[00:09:45.440 --> 00:09:47.000]  當然故事就急轉直下
[00:09:47.000 --> 00:09:48.400]  我的成長故事就是
[00:09:48.400 --> 00:09:50.400]  去到我小學四五年級的時候
[00:09:50.400 --> 00:09:52.040]  我就開始乖
[00:09:52.040 --> 00:09:54.200]  乖不是因爲想乖
[00:09:54.200 --> 00:09:55.640]  乖是因爲爲了
[00:09:55.640 --> 00:09:58.160]  很想讓身邊的人覺得我乖
[00:09:58.160 --> 00:09:59.480]  所以我就乖
[00:09:59.480 --> 00:10:00.480]  很容易的
[00:10:00.480 --> 00:10:02.440]  讀書小學的成績很容易
[00:10:02.440 --> 00:10:04.240]  要考得好成績很容易
[00:10:04.240 --> 00:10:05.720]  上堂對老師多點笑容
[00:10:05.720 --> 00:10:06.600]  什麼都鞠躬
[00:10:06.600 --> 00:10:07.440]  多謝不該
[00:10:07.440 --> 00:10:08.280]  這樣就可以了
[00:10:08.280 --> 00:10:10.200]  四年級我做了班長
[00:10:10.200 --> 00:10:13.400]  五年級我已經做了風紀
[00:10:13.400 --> 00:10:15.520]  到六年級的時候我做了風紀隊長
[00:10:15.520 --> 00:10:16.760]  掛着一條帶
[00:10:16.760 --> 00:10:18.120]  我們學校不是帶是扣的
[00:10:18.120 --> 00:10:19.840]  風紀隊長
[00:10:19.840 --> 00:10:21.120]  也是做人版的
[00:10:21.120 --> 00:10:22.400]  老師又說
[00:10:22.400 --> 00:10:23.640]  高雄出來了
[00:10:23.640 --> 00:10:25.680]  風紀隊長多乖
[00:10:25.680 --> 00:10:27.400]  大家繼續吧
[00:10:27.400 --> 00:10:28.320]  好像他那樣就可以了
[00:10:28.320 --> 00:10:29.760]  回去坐吧
[00:10:29.760 --> 00:10:31.040]  那時候做人版就不同了
[00:10:31.040 --> 00:10:32.560]  沾沾自喜
[00:10:32.560 --> 00:10:34.080]  當然那次其實自己也知道自己
[00:10:34.080 --> 00:10:35.880]  其實也不是很認真的
[00:10:35.880 --> 00:10:37.160]  今天不講太詳盡了
[00:10:37.160 --> 00:10:38.880]  最後故事就是我玩到有一天
[00:10:38.880 --> 00:10:39.920]  在我讀書的時候
[00:10:39.920 --> 00:10:42.520]  我做風紀隊長就帶着所有風紀去踢球
[00:10:42.520 --> 00:10:43.960]  其實是去圖學踢球
[00:10:43.960 --> 00:10:45.120]  去圖學踢球
[00:10:45.120 --> 00:10:46.200]  結果全校就沒有風紀
[00:10:46.200 --> 00:10:47.560]  全部去圖學踢球
[00:10:47.560 --> 00:10:48.320]  很精彩
[00:10:48.320 --> 00:10:49.880]  最後被人記大過
[00:10:49.880 --> 00:10:50.880]  又再見家長
[00:10:50.880 --> 00:10:51.600]  我經常開玩笑
[00:10:51.600 --> 00:10:52.400]  我很會中文
[00:10:52.400 --> 00:10:53.600]  因爲首尾呼應
[00:10:53.600 --> 00:10:55.240]  第一天上學見家長到最後六年班
[00:10:55.240 --> 00:10:56.240]  臨升中學
[00:10:56.240 --> 00:10:58.200]  好像派位了沒有?好像派了
[00:10:58.200 --> 00:10:59.560]  差不多了
[00:10:59.560 --> 00:11:00.840]  還要見家長
[00:11:00.840 --> 00:11:01.880]  又被老師罵
[00:11:01.880 --> 00:11:03.360]  你兒子真的沒得救了
[00:11:03.360 --> 00:11:05.520]  我記得好像是這樣的字眼
[00:11:05.520 --> 00:11:06.120]  很好笑
[00:11:06.120 --> 00:11:07.400]  我記得十年之後我見回這個老師
[00:11:07.400 --> 00:11:09.120]  這個老師跟我一起喝茶聊天
[00:11:09.120 --> 00:11:12.040]  講回這個故事他還記得
[00:11:12.040 --> 00:11:12.960]  在我們身邊裏面
[00:11:12.960 --> 00:11:15.080]  可能有不少人有不同的形象
[00:11:15.080 --> 00:11:17.520]  我的成長就是這樣的形象
[00:11:17.520 --> 00:11:18.120]  在聖經裏面
[00:11:18.120 --> 00:11:21.080]  耶穌用這兩個形象去告訴我們
[00:11:21.080 --> 00:11:24.920]  我們如何去面對一些不同的狀況
[00:11:24.920 --> 00:11:27.080]  一個形象就是有一個人說要感謝
[00:11:27.080 --> 00:11:30.000]  因爲不像另一個形象
[00:11:30.000 --> 00:11:30.800]  這個法理出現
[00:11:30.800 --> 00:11:33.080]  他不單止感恩
[00:11:33.080 --> 00:11:35.320]  是因爲他不像那些
[00:11:35.320 --> 00:11:37.800]  人看來大家都知道的惡人
[00:11:37.800 --> 00:11:38.840]  大家都知道的壞人
[00:11:38.840 --> 00:11:40.000]  大家都不喜歡的人
[00:11:40.000 --> 00:11:41.200]  我德高望重
[00:11:41.200 --> 00:11:42.080]  我宗教信仰
[00:11:42.080 --> 00:11:43.600]  宗教很熱情
[00:11:43.600 --> 00:11:44.560]  他還在說什麼呢
[00:11:44.560 --> 00:11:47.200]  他說我每週禁食兩次
[00:11:47.200 --> 00:11:51.520]  凡我所得的都獻上十分之一
[00:11:51.520 --> 00:11:53.280]  每週禁食兩次代表着什麼呢
[00:11:53.280 --> 00:11:54.360]  他很認真面對信仰
[00:11:54.360 --> 00:11:56.160]  他不只是聽
[00:11:56.160 --> 00:11:57.240]  他不只是學一些
[00:11:57.240 --> 00:11:58.720]  不準做不準做某些事
[00:11:58.720 --> 00:12:00.520]  而是他努力去禁食
[00:12:00.520 --> 00:12:03.760]  去親近上帝去禱告
[00:12:03.760 --> 00:12:07.000]  弟兄姐妹你有沒有去禁食禱告的
[00:12:07.000 --> 00:12:08.280]  你有沒有每週禁食兩次
[00:12:08.280 --> 00:12:10.280]  很認真地禱告
[00:12:10.280 --> 00:12:12.880]  我想這裏大部分人都沒有
[00:12:12.880 --> 00:12:16.280]  他還說凡我所得都獻上十分之一
[00:12:16.280 --> 00:12:20.640]  這個也是聖經裏面教導奉獻的功課
[00:12:20.640 --> 00:12:23.560]  其實這個法理出現很好
[00:12:23.560 --> 00:12:26.240]  不是像那些惡人那樣做很多惡事
[00:12:26.240 --> 00:12:28.440]  他很認真祈禱禁食
[00:12:28.440 --> 00:12:32.000]  他還將行爲將十分之一奉獻
[00:12:32.000 --> 00:12:34.080]  這個法理出現是非常好的
[00:12:34.080 --> 00:12:35.120]  對不對
[00:12:35.120 --> 00:12:36.400]  出了什麼事
[00:12:36.400 --> 00:12:37.720]  爲什麼要拿這個比喻
[00:12:37.720 --> 00:12:39.240]  拿這個故事拿這個形象出來
[00:12:39.240 --> 00:12:41.760]  耶穌究竟想教訓我們些什麼
[00:12:41.760 --> 00:12:42.720]  很快想起法理出現
[00:12:42.720 --> 00:12:43.720]  我們一定想起四個字
[00:12:43.720 --> 00:12:46.160]  那四個字叫假冒爲善
[00:12:46.160 --> 00:12:47.320]  是不是
[00:12:47.320 --> 00:12:48.280]  很容易的
[00:12:48.280 --> 00:12:50.080]  這個是很常見的想法
[00:12:50.080 --> 00:12:51.720]  聖經裏面很多時候都罵法理出現
[00:12:51.720 --> 00:12:53.920]  你們假冒爲善
[00:12:53.920 --> 00:12:56.200]  不過先看看這段比喻
[00:12:56.200 --> 00:12:59.560]  這段比喻這個法理出現人有沒有假冒爲善
[00:12:59.560 --> 00:13:01.320]  起碼聖經沒有說
[00:13:01.320 --> 00:13:02.640]  他是不是很厲害地大聲說
[00:13:02.640 --> 00:13:03.800]  在十字路口祈禱
[00:13:03.800 --> 00:13:04.680]  舉手大聲喊
[00:13:04.680 --> 00:13:05.480]  我很厲害
[00:13:05.480 --> 00:13:06.480]  我感謝上帝
[00:13:06.480 --> 00:13:08.720]  我不像那個壞人那樣
[00:13:08.720 --> 00:13:09.880]  我還有奉獻的
[00:13:09.880 --> 00:13:11.520]  我還可以禁食祈禱的
[00:13:11.520 --> 00:13:14.000]  他是不是這樣大聲宣告
[00:13:14.000 --> 00:13:15.080]  你看看聖經裏面這個比喻
[00:13:15.080 --> 00:13:16.520]  不是
[00:13:16.520 --> 00:13:17.800]  聖經裏面這個比喻怎麼說
[00:13:17.800 --> 00:13:22.320]  第十一節他說法理出現人獨自站着
[00:13:22.320 --> 00:13:26.240]  自言自語地禱告而已
[00:13:26.240 --> 00:13:27.720]  他自己站在那裏
[00:13:27.720 --> 00:13:29.280]  自己祈禱而已
[00:13:29.280 --> 00:13:31.080]  他沒有大聲宣告
[00:13:31.080 --> 00:13:33.040]  他沒有拿很多掌聲和光環
[00:13:33.040 --> 00:13:33.920]  沒有很多射燈
[00:13:33.920 --> 00:13:37.120]  沒有大聲叫人聽聽泥
[00:13:37.120 --> 00:13:39.800]  他也沒有假裝
[00:13:39.800 --> 00:13:42.280]  起碼聖經裏面沒有說他真的奉獻
[00:13:42.280 --> 00:13:43.120]  不是那些人說
[00:13:43.120 --> 00:13:43.960]  我捐了錢
[00:13:43.960 --> 00:13:44.840]  我又不孝敬父母
[00:13:44.840 --> 00:13:46.000]  不是那些
[00:13:46.000 --> 00:13:47.840]  他是真心的
[00:13:47.840 --> 00:13:48.960]  他真的是一個好人
[00:13:48.960 --> 00:13:49.960]  聖經裏面說
[00:13:49.960 --> 00:13:52.360]  他的祈禱裏面所有內容
[00:13:52.360 --> 00:13:53.880]  如果按這個描述的話
[00:13:53.880 --> 00:13:55.880]  他應該很好的
[00:13:55.880 --> 00:13:57.200]  究竟聖經裏面在說些什麼
[00:13:57.200 --> 00:14:00.680]  耶穌想我們被挑戰些什麼呢
[00:14:00.680 --> 00:14:01.600]  十三節這麼說
[00:14:01.600 --> 00:14:03.360]  說那個瑞麗
[00:14:03.360 --> 00:14:05.080]  他是用一個很大的對比
[00:14:05.080 --> 00:14:08.520]  他說他遠遠站着
[00:14:08.520 --> 00:14:10.120]  遠遠站着
[00:14:10.120 --> 00:14:13.200]  連舉目望天都不敢
[00:14:13.200 --> 00:14:14.600]  連天都不敢舉頭
[00:14:14.600 --> 00:14:15.640]  要低下頭
[00:14:15.640 --> 00:14:16.600]  然後在那裏垂胸
[00:14:16.600 --> 00:14:17.760]  在那裏扔胸口
[00:14:17.760 --> 00:14:18.440]  就說了一句
[00:14:18.440 --> 00:14:19.800]  他說上帝啊
[00:14:19.800 --> 00:14:25.240]  開恩可憐我這個罪人
[00:14:25.240 --> 00:14:26.600]  究竟法利塞人
