
[00:00:00.000 --> 00:00:03.440]  我們今次的講道系列很特別
[00:01:50.560 --> 00:01:53.740]  嚴重構成了社會的問題
[00:01:53.740 --> 00:01:55.240]  這個個人主義
[00:01:55.240 --> 00:02:00.560]  如果大家去到一些貧富懸殊的地方
[00:02:00.560 --> 00:02:03.520]  你就會發覺這個個人主義很厲害
[00:02:03.520 --> 00:02:05.540]  我們見到
[00:02:05.540 --> 00:02:07.080]  特別是我講講香港
[00:02:07.080 --> 00:02:10.220]  我回來見到有些人很有錢
[00:02:10.220 --> 00:02:11.700]  我的朋友也很有錢
[00:02:11.700 --> 00:02:16.440]  但是我去追他們的豪宅看看
[00:02:16.440 --> 00:02:19.880]  見到全個香港的景
[00:02:19.880 --> 00:02:21.420]  但有些很窮的人
[00:02:21.420 --> 00:02:25.140]  很窮的人見到好像是劏房住的人
[00:02:25.140 --> 00:02:27.620]  我們知道美國沒有這麼極端
[00:02:27.620 --> 00:02:31.740]  但我們見到有很多人是受欺壓的
[00:02:31.740 --> 00:02:33.120]  那些人很有錢
[00:02:33.120 --> 00:02:34.820]  一些很窮
[00:02:34.820 --> 00:02:39.200]  我們見到社會是講到個人主義的
[00:02:39.200 --> 00:02:42.380]  個人主義即是我自己理自己就可以了
[00:02:42.380 --> 00:02:45.280]  我們美國也很個人主義
[00:02:45.280 --> 00:02:47.280]  所以我們回家按個開關
[00:02:47.280 --> 00:02:48.580]  車房就打開了
[00:02:48.580 --> 00:02:51.660]  車進去了,好像以前的清風俠一樣
[00:02:51.660 --> 00:02:53.740]  然後就不見人了
[00:02:53.740 --> 00:02:56.580]  跟隔壁的人不打招呼
[00:02:56.580 --> 00:02:59.860]  在香港社會也是這樣
[00:02:59.860 --> 00:03:01.200]  住大廈住了幾十年
[00:03:01.200 --> 00:03:02.820]  都不知道隔壁的人是誰
[00:03:02.820 --> 00:03:05.300]  不過認得他的樣子就差不多了
[00:03:05.300 --> 00:03:07.900]  我們這些人是很個人主義的
[00:03:07.900 --> 00:03:13.220]  所以個人主義很容易欺壓傷殘的人
[00:03:13.220 --> 00:03:14.940]  欺壓老年人
[00:03:14.940 --> 00:03:17.660]  欺壓孤兒
[00:03:17.660 --> 00:03:19.300]  很可惜
[00:03:19.300 --> 00:03:23.260]  個人主義也進入了教會裏面
[00:03:23.260 --> 00:03:25.060]  在教會裏面我們發覺
[00:03:25.060 --> 00:03:27.900]  人不是很聯繫的
[00:03:27.900 --> 00:03:31.540]  人不是很認識其他人
[00:03:31.540 --> 00:03:33.220]  所以我們感謝神
[00:03:33.220 --> 00:03:35.820]  現在教會開始的時候
[00:03:35.820 --> 00:03:37.620]  我們彼此的認識
[00:03:37.620 --> 00:03:38.980]  彼此的幫助
[00:03:38.980 --> 00:03:40.700]  彼此扶持
[00:03:40.700 --> 00:03:45.700]  其實這是一個很開心的時刻
[00:03:45.700 --> 00:03:46.900]  是不是?
[00:03:46.900 --> 00:03:48.820]  開始彼此認識
[00:03:48.820 --> 00:03:50.980]  彼此去了解
[00:03:50.980 --> 00:03:52.580]  彼此做朋友
[00:03:52.580 --> 00:03:55.540]  這個快樂是一個很大的快樂
[00:03:55.540 --> 00:03:56.780]  所以我們人生裏面
[00:03:56.780 --> 00:03:59.980]  我們不要被這個社會的個人主義影響
[00:03:59.980 --> 00:04:02.340]  我們知道我們是誰
[00:04:02.340 --> 00:04:04.780]  我們今天來學習我們是誰
[00:04:04.780 --> 00:04:08.020]  來學習如何在這個社會當中
[00:04:08.020 --> 00:04:10.580]  影響我們所有的事
[00:04:10.580 --> 00:04:13.660]  所以我就將人生裏面四種的生命
[00:04:13.660 --> 00:04:16.580]  分成四種層次
[00:04:16.580 --> 00:04:19.900]  這個其實是我分的
[00:04:19.900 --> 00:04:24.580]  第一種層次就是自私自利的人
[00:04:24.580 --> 00:04:26.340]  所以說可恥的人
[00:04:26.340 --> 00:04:28.380]  不惜欺壓別人
[00:04:28.380 --> 00:04:31.500]  我不是說他多有錢
[00:04:31.500 --> 00:04:33.220]  如果你很有錢
[00:04:33.220 --> 00:04:35.140]  你自私自利欺壓別人
[00:04:35.140 --> 00:04:37.780]  都是屬於第一類的
[00:04:37.780 --> 00:04:39.220]  我們不是用身家
[00:04:39.220 --> 00:04:41.740]  或者不是用學識去評定我們
[00:04:41.740 --> 00:04:43.660]  我們講到我們人生裏面
[00:04:43.660 --> 00:04:46.060]  如果只是想著自己
[00:04:46.060 --> 00:04:47.220]  所以有些心理學家說
[00:04:47.220 --> 00:04:49.300]  現在有些人叫做自戀狂
[00:04:49.300 --> 00:04:50.900]  有沒有聽過?
[00:04:50.900 --> 00:04:52.420]  就是很喜歡自己
[00:04:52.420 --> 00:04:54.220]  就是每天上班的時候
[00:04:54.220 --> 00:04:56.220]  開心的時候都會照鏡子
[00:04:56.220 --> 00:04:57.740]  擺在那裏照鏡子
[00:04:57.740 --> 00:05:00.780]  看看自己漂亮不漂亮
[00:05:00.780 --> 00:05:04.100]  其實我們姐妹容易有這樣的自戀狂
[00:05:04.100 --> 00:05:05.460]  照鏡子照很久
[00:05:05.460 --> 00:05:07.060]  換衣服換很多套
[00:05:07.060 --> 00:05:09.820]  有沒有這樣的情況發生呢?
[00:05:09.820 --> 00:05:12.020]  不過不要自私自利
[00:05:12.020 --> 00:05:15.540]  自私自利就是我們不管別人怎樣想
[00:05:15.540 --> 00:05:16.460]  我只是很自私
[00:05:16.460 --> 00:05:19.740]  只是單方面想我自己喜歡就可以了
[00:05:19.740 --> 00:05:21.340]  我們人就像機械人一樣
[00:05:21.340 --> 00:05:23.140]  只是自己搞定自己
[00:05:23.140 --> 00:05:25.860]  這個個人主義就去到一個極端
[00:05:25.860 --> 00:05:28.220]  是欺壓別人
[00:05:28.220 --> 00:05:30.220]  為了自己的利益來欺壓別人
[00:05:30.220 --> 00:05:32.180]  我們要升高一級了
[00:05:32.180 --> 00:05:33.100]  升高一級是什麼呢?
[00:05:33.100 --> 00:05:34.540]  第二級
[00:05:34.540 --> 00:05:37.660]  就是可憐可嘆的糊塗生命
[00:05:37.660 --> 00:05:41.660]  這些人很普遍都是我們香港人
[00:05:41.660 --> 00:05:46.180]  一天吃幾杯三餸一湯
[00:05:46.180 --> 00:05:47.900]  白飯任裝那些
[00:05:47.900 --> 00:05:50.020]  逛街看電影
[00:05:50.020 --> 00:05:51.580]  出去戲一下
[00:05:51.580 --> 00:05:54.820]  這些人我們很喜歡吃喝玩樂
[00:05:54.820 --> 00:05:56.620]  其實這是人的本性
[00:05:56.620 --> 00:05:58.060]  喜不喜歡玩?
[00:05:58.060 --> 00:05:59.380]  喜歡的
[00:05:59.380 --> 00:06:03.860]  但你人生裏面是渾渾噩噩過一生
[00:06:03.860 --> 00:06:06.260]  糊里糊塗突然間發覺
[00:06:06.260 --> 00:06:07.900]  突然間三十歲
[00:06:07.900 --> 00:06:08.940]  突然間四十歲
[00:06:08.940 --> 00:06:10.260]  五十歲六十歲
[00:06:10.260 --> 00:06:11.700]  突然間醒覺的時候
[00:06:11.700 --> 00:06:14.940]  已經不知為何過了一生
[00:06:14.940 --> 00:06:18.620]  一生裏面沒有什麼成就
[00:06:18.620 --> 00:06:20.700]  經常買菜吃飯
[00:06:20.700 --> 00:06:22.060]  又煮菜又吃飯
[00:06:22.060 --> 00:06:22.740]  又去廁所
[00:06:22.740 --> 00:06:25.380]  接著不知道做什麼事
[00:06:25.380 --> 00:06:27.100]  渾渾噩噩過了一生
[00:06:27.100 --> 00:06:28.020]  是不是?
[00:06:28.020 --> 00:06:29.020]  是這樣的
[00:06:29.020 --> 00:06:30.780]  我們人很容易是這樣
[00:06:30.780 --> 00:06:32.900]  這種人比第一種人好
[00:06:32.900 --> 00:06:36.580]  第一種人很自私自利
[00:06:36.580 --> 00:06:38.100]  要搶別人的東西
[00:06:38.100 --> 00:06:41.140]  第二種人他自己開心就算了
[00:06:41.140 --> 00:06:42.940]  他就不要去搶別人的東西
[00:06:42.940 --> 00:06:45.380]  就升了一點級
[00:06:45.380 --> 00:06:48.220]  第三種是什麼呢?
[00:06:48.220 --> 00:06:51.380]  第三種人已經是講到我們基督徒
[00:06:51.380 --> 00:06:53.420]  認識了主了
[00:06:53.420 --> 00:06:55.180]  但是很矛盾的
[00:06:55.180 --> 00:06:58.060]  就是不想侍奉神
[00:06:58.060 --> 00:07:00.460]  什麼叫做侍奉呢?
[00:07:00.460 --> 00:07:03.620]  侍奉就是要得到神的喜悅
[00:07:03.620 --> 00:07:05.820]  這叫做侍奉
[00:07:05.820 --> 00:07:09.820]  如果你剛剛結婚的時候
[00:07:09.820 --> 00:07:12.220]  你就想侍奉你的太太
[00:07:12.220 --> 00:07:13.900]  你想她開心
[00:07:13.900 --> 00:07:14.740]  是不是?
[00:07:14.740 --> 00:07:16.780]  所以還沒結婚之前
[00:07:16.780 --> 00:07:19.020]  經常很好的
[00:07:19.020 --> 00:07:21.380]  看著女朋友
[00:07:21.380 --> 00:07:22.620]  你怎樣?
[00:07:22.620 --> 00:07:23.620]  是不是見凍了?
[00:07:23.620 --> 00:07:25.100]  穿件衣服了
[00:07:25.100 --> 00:07:26.700]  有沒有東西吃?肚子餓了
[00:07:26.700 --> 00:07:27.540]  結婚之後
[00:07:27.540 --> 00:07:28.660]  理你也白費唇舌
[00:07:28.660 --> 00:07:31.460]  我們就不侍奉了
[00:07:31.460 --> 00:07:32.860]  很多人就是
[00:07:32.860 --> 00:07:34.260]  有一個朋友幫我說
[00:07:34.260 --> 00:07:35.860]  我不信耶穌
[00:07:35.860 --> 00:07:37.900]  我在教會很久了嗎?
[00:07:37.900 --> 00:07:39.660]  為什麼你不信耶穌呢?
[00:07:39.660 --> 00:07:41.860]  他說我信了耶穌之後
[00:07:41.860 --> 00:07:44.460]  你們的基督徒就不理我了
[00:07:44.460 --> 00:07:46.660]  我不信你們對我多好
[00:07:46.660 --> 00:07:48.300]  每個人都說快點信主吧
[00:07:48.300 --> 00:07:49.980]  有空請我吃飯吧
[00:07:49.980 --> 00:07:51.060]  如果我信了主之後
[00:07:51.060 --> 00:07:52.620]  沒有人理我了
[00:07:52.620 --> 00:07:55.140]  這也挺實際的
[00:07:55.140 --> 00:07:57.140]  所以怎樣也不信耶穌
[00:07:57.140 --> 00:07:58.220]  但是在教會裡面
[00:07:58.220 --> 00:07:59.220]  有沒有見過這樣的人?
[00:07:59.220 --> 00:08:01.980]  我見過很多次
[00:08:01.980 --> 00:08:04.620]  究竟我們生命裡面是不是認識了主
[00:08:04.620 --> 00:08:07.260]  不肯侍奉神呢?
[00:08:07.260 --> 00:08:08.900]  侍奉神很簡單
[00:08:08.900 --> 00:08:11.300]  不是你做什麼
[00:08:11.300 --> 00:08:15.100]  是你生命當中要尋求主喜悅
[00:08:15.100 --> 00:08:18.020]  主喜歡的時候你就喜歡
[00:08:18.020 --> 00:08:19.700]  當主開心的時候
[00:08:19.700 --> 00:08:21.580]  你就開心
[00:08:21.580 --> 00:08:23.300]  這個叫做侍奉
[00:08:23.300 --> 00:08:24.460]  侍奉神
[00:08:24.460 --> 00:08:25.900]  去服侍主
[00:08:25.900 --> 00:08:28.260]  讓主得到歡心
[00:08:28.260 --> 00:08:29.500]  但是很多人信了耶穌之後
[00:08:29.500 --> 00:08:31.060]  繼續個人主義
[00:08:31.060 --> 00:08:32.860]  我喜歡怎樣就怎樣
[00:08:32.860 --> 00:08:34.420]  我喜歡這樣就這樣
[00:08:34.420 --> 00:08:36.380]  我不需要去理會其他人
[00:08:36.380 --> 00:08:38.460]  我不需要去服侍神
[00:08:38.460 --> 00:08:39.900]  有些是這樣的想法
[00:08:39.900 --> 00:08:41.380]  第四種
[00:08:41.380 --> 00:08:45.820]  我希望今天大家升到這一種
[00:08:45.820 --> 00:08:48.020]  就是體驗祝福別人
[00:08:48.020 --> 00:08:52.060]  和與主同行的喜樂
[00:08:52.060 --> 00:08:54.860]  你想不想做到這個級別呢?
[00:08:54.860 --> 00:08:56.900]  我知道你想的
[00:08:56.900 --> 00:08:59.820]  能夠成為別人的祝福
[00:08:59.820 --> 00:09:02.020]  不是成為別人的負擔
[00:09:02.020 --> 00:09:03.660]  是祝福
[00:09:03.660 --> 00:09:06.460]  有些人是別人的責任
[00:09:06.460 --> 00:09:08.780]  經常都是靠別人
[00:09:08.780 --> 00:09:09.780]  我不想
[00:09:09.780 --> 00:09:10.820]  我見到老人家
[00:09:10.820 --> 00:09:12.860]  他說我想快點離開世界
[00:09:12.860 --> 00:09:15.180]  不想負累我的子女
[00:09:15.180 --> 00:09:17.620]  他是這樣的想法
[00:09:17.620 --> 00:09:20.540]  我記得有一個九十四歲的婆婆
[00:09:20.540 --> 00:09:22.380]  她弄傷了腳
[00:09:22.380 --> 00:09:23.780]  我去探望她的時候
[00:09:23.780 --> 00:09:25.100]  她說牧師
[00:09:25.100 --> 00:09:26.660]  你快點祈禱
[00:09:26.660 --> 00:09:28.820]  讓我早點回天家
[00:09:28.820 --> 00:09:31.020]  我記得那次祈禱後
[00:09:31.020 --> 00:09:33.260]  那幾天她真的回天教了
[00:09:33.260 --> 00:09:34.780]  很奇怪
[00:09:34.780 --> 00:09:36.700]  她是好人
[00:09:36.700 --> 00:09:38.300]  身體很好
[00:09:38.300 --> 00:09:41.380]  但她不想負累她的子女
[00:09:41.380 --> 00:09:42.620]  後來我去探望她的子女
[00:09:42.620 --> 00:09:43.900]  她的子女七十多歲
[00:09:43.900 --> 00:09:45.580]  她的子女說我都照顧不到媽媽
[00:09:45.580 --> 00:09:47.980]  我自己都五老
[00:09:47.980 --> 00:09:50.180]  我們不想做別人的負累
[00:09:50.180 --> 00:09:53.340]  但我們想成為別人的祝福
[00:09:53.340 --> 00:09:55.540]  對不對?
[00:09:55.540 --> 00:09:58.380]  我們生命是否成為別人的祝福呢?
[00:09:58.380 --> 00:10:00.660]  有些人來到的時候覺得
[00:10:00.660 --> 00:10:03.700]  她出現就好了
[00:10:03.700 --> 00:10:07.620]  她出現帶來很多祝福
[00:10:07.620 --> 00:10:11.300]  我記得有些朋友出現的時候
[00:10:11.300 --> 00:10:11.980]  我們喝茶
[00:10:11.980 --> 00:10:12.940]  大家不用付錢
[00:10:12.940 --> 00:10:14.660]  他說我要付錢
[00:10:14.660 --> 00:10:16.260]  因為我有錢過你們
[00:10:16.260 --> 00:10:17.660]  所以我要祝福
[00:10:17.660 --> 00:10:19.340]  他說得很坦白
[00:10:19.340 --> 00:10:20.780]  挺好的
[00:10:20.780 --> 00:10:22.700]  這個朋友真的挺好的
[00:10:22.700 --> 00:10:24.060]  有一次我碰到他
[00:10:24.060 --> 00:10:24.860]  他剛剛請喝
[00:10:24.860 --> 00:10:26.660]  突然叫我請
[00:10:26.660 --> 00:10:27.580]  他吃完飯
[00:10:27.580 --> 00:10:30.180]  說這是人的祝福
[00:10:30.180 --> 00:10:31.900]  你想不想成為別人的祝福呢?
[00:10:31.900 --> 00:10:34.940]  不單是金錢上
[00:10:34.940 --> 00:10:37.420]  其實是說我們的性格
[00:10:37.420 --> 00:10:40.260]  我們跟別人一起相處的時候
[00:10:40.260 --> 00:10:42.500]  我們發覺當他出現的時候
[00:10:42.500 --> 00:10:45.500]  我們能夠更加積極
[00:10:45.500 --> 00:10:48.300]  我們基督徒是更加愛神的
[00:10:48.300 --> 00:10:49.620]  這是祝福
[00:10:49.620 --> 00:10:50.780]  在困難的時候
[00:10:50.780 --> 00:10:53.940]  有一個人來到帶給別人安慰
[00:10:53.940 --> 00:10:55.900]  帶給別人鼓勵
[00:10:55.900 --> 00:10:59.300]  你想不想成為這樣的人呢?
[00:10:59.300 --> 00:11:02.540]  還是你想成為別人的負累呢?
[00:11:02.540 --> 00:11:05.980]  我們都見過有些人是別人的負累
[00:11:05.980 --> 00:11:07.460]  我記得有一次
[00:11:07.460 --> 00:11:09.260]  在加拿大開會的時候
[00:11:09.260 --> 00:11:12.980]  我們有十個牧師開會
[00:11:12.980 --> 00:11:14.060]  在那裡聊天
[00:11:14.060 --> 00:11:15.540]  大家開得很開心
[00:11:15.540 --> 00:11:18.100]  突然另外一個牧師來到
[00:11:18.100 --> 00:11:19.700]  他們有一個牧師就叫
[00:11:19.700 --> 00:11:21.260]  我們要散班了
[00:11:21.260 --> 00:11:22.100]  為什麼?
[00:11:22.100 --> 00:11:23.900]  因為那個牧師來到
[00:11:23.900 --> 00:11:26.380]  很兇的
[00:11:26.380 --> 00:11:29.500]  不知道會不會影響大家的感情
[00:11:29.500 --> 00:11:30.380]  不如我們散會吧
[00:11:30.380 --> 00:11:31.940]  不要讓他有懷疑
[00:11:31.940 --> 00:11:34.380]  我聽到的時候都很傷心
[00:11:34.380 --> 00:11:36.420]  本來可以成為別人的祝福
[00:11:36.420 --> 00:11:39.540]  但為什麼成為別人的負累呢?
[00:11:39.540 --> 00:11:42.220]  我們生命當中要成為別人的祝福
[00:11:42.220 --> 00:11:45.780]  我們要學習與主同行的喜樂
[00:11:45.780 --> 00:11:47.300]  其實大家看《舊約聖經》裡面
[00:11:47.300 --> 00:11:51.820]  有很多人是與主同行
[00:11:51.820 --> 00:11:53.500]  Walk with God
[00:11:53.500 --> 00:11:57.740]  那些是一個生命當中很快樂的人
[00:11:57.740 --> 00:11:59.380]  能夠與主同行
[00:11:59.380 --> 00:12:01.340]  不是沒有困難
[00:12:01.340 --> 00:12:04.340]  但是神繼續在生命當中與他同行
[00:12:04.340 --> 00:12:06.340]  那種是快樂
[00:12:06.340 --> 00:12:08.660]  關鍵在哪裡呢?
[00:12:08.660 --> 00:12:13.020]  關鍵就是我們要成為世上的炎
[00:12:13.020 --> 00:12:14.980]  世上的光
[00:12:14.980 --> 00:12:18.540]  是今天要跟大家分享的
[00:12:18.540 --> 00:12:19.780]  我們信了主之後
[00:12:19.780 --> 00:12:22.860]  我們不知道自己是誰
[00:12:22.860 --> 00:12:25.580]  我們不知道自己的價值
[00:12:25.580 --> 00:12:27.260]  先講一下炎
[00:12:27.260 --> 00:12:33.060]  炎在古代是一個很值錢的商品
[00:12:33.060 --> 00:12:33.580]  為什麼呢?
[00:12:33.580 --> 00:12:35.700]  因為當時沒有雪櫃
[00:12:35.700 --> 00:12:38.180]  炎最大的功效是什麼?
[00:12:38.180 --> 00:12:39.700]  防腐
[00:12:39.700 --> 00:12:41.020]  如果沒有炎
[00:12:41.020 --> 00:12:43.420]  東西就會腐爛
[00:12:43.420 --> 00:12:45.020]  所以很快就會壞
[00:12:45.020 --> 00:12:47.620]  今天大家去買菜也是一樣
[00:12:47.620 --> 00:12:49.380]  要說No preservative
[00:12:49.380 --> 00:12:50.740]  沒有防腐劑
[00:12:50.740 --> 00:12:52.140]  就是很多炎的意思
[00:12:52.140 --> 00:12:53.740]  這是我發覺的
[00:12:53.740 --> 00:12:54.620]  因為我血壓高
[00:12:54.620 --> 00:12:56.780]  不可以吃那麼多炎
[00:12:56.780 --> 00:12:58.540]  如果沒有防腐劑
[00:12:58.540 --> 00:13:00.140]  就是有炎
[00:13:00.140 --> 00:13:01.740]  現在是一樣的
[00:13:01.740 --> 00:13:02.780]  在古代裡面
[00:13:02.780 --> 00:13:06.380]  炎是一件很有價值的事情
[00:13:06.380 --> 00:13:08.980]  大家也知道
[00:13:08.980 --> 00:13:10.820]  家庭主婦最清楚
[00:13:10.820 --> 00:13:13.260]  炎是做什麼的呢?
[00:13:13.260 --> 00:13:14.980]  調味
[00:13:14.980 --> 00:13:16.100]  你煮一碗湯
[00:13:16.100 --> 00:13:18.260]  你加這麼多鹽
[00:13:18.260 --> 00:13:19.940]  加一點鹽
[00:13:19.940 --> 00:13:21.580]  味道就不同了
[00:13:21.580 --> 00:13:22.900]  味道是不一樣的
[00:13:22.900 --> 00:13:24.580]  發覺是好味道
[00:13:24.580 --> 00:13:28.820]  炎的功效是什麼呢?
[00:13:28.820 --> 00:13:32.660]  大家猜到嗎?
[00:13:32.660 --> 00:13:35.460]  三個功效
[00:13:35.460 --> 00:13:39.300]  炎可以幫助你喝水
[00:13:39.300 --> 00:13:40.620]  所以你去酒吧
[00:13:40.620 --> 00:13:45.260]  他給你很多炎的花生
[00:13:45.260 --> 00:13:48.260]  你吃了之後再點幾杯啤酒
[00:13:48.260 --> 00:13:51.460]  對不對?
[00:13:51.460 --> 00:13:52.860]  很簡單
[00:13:52.860 --> 00:13:55.940]  炎引我們喝水
[00:13:55.940 --> 00:13:57.460]  水是什麼呢?
[00:13:57.460 --> 00:13:59.540]  水是在飲於耶穌基督
[00:13:59.540 --> 00:14:03.300]  耶穌說在約翰福音第七章三十七話
[00:14:03.300 --> 00:14:05.860]  誰口渴的可以到我這裡來
[00:14:05.860 --> 00:14:07.900]  就可以有水喝了
[00:14:07.900 --> 00:14:09.620]  凡是信我的
[00:14:09.620 --> 00:14:13.540]  從他腹中流出活水的江河
[00:14:13.540 --> 00:14:14.980]  你知不知道今天
[00:14:14.980 --> 00:14:17.980]  我們現代人最容易的病是什麼呢?
[00:14:17.980 --> 00:14:19.620]  就是 dehydration
[00:14:19.620 --> 00:14:21.620]  沒有水喝
[00:14:21.620 --> 00:14:24.020]  我們不是說荷包沒有水
[00:14:24.020 --> 00:14:26.340]  是說生命當中沒有水
[00:14:26.340 --> 00:14:28.820]  你想好身體就多喝點水
[00:14:28.820 --> 00:14:32.980]  想減肥就多喝點水
[00:14:32.980 --> 00:14:34.220]  不是的
[00:14:34.220 --> 00:14:37.220]  你以為喝完水就剛剛好
[00:14:37.220 --> 00:14:39.460]  我們人說不要喝水
[00:14:39.460 --> 00:14:40.900]  原來我們人身體
[00:14:40.900 --> 00:14:43.060]  當我們不喝水反而積聚水分
[00:14:43.060 --> 00:14:44.940]  變成一個球
[00:14:44.940 --> 00:14:49.220]  但是 dehydration 是很嚴重的問題
[00:14:49.220 --> 00:14:52.100]  今天那些醫生都叫你多喝點水
[00:14:52.100 --> 00:14:54.100]  叫你睡好一點覺
[00:14:54.100 --> 00:14:55.100]  很簡單
[00:14:55.100 --> 00:14:56.780]  所以其實我們可以做醫生的
[00:14:56.780 --> 00:14:59.220]  不過讀不了書而已
[00:14:59.220 --> 00:15:03.060]  很簡單的事情就是我們可以多喝點水
[00:15:03.060 --> 00:15:06.140]  我們基督徒要喝水是什麼呢?
[00:15:06.140 --> 00:15:08.860]  就是在神那裡得到滿足
[00:15:08.860 --> 00:15:11.660]  今天基督徒的 dehydration 是什麼呢?
[00:15:11.660 --> 00:15:13.780]  我們沒有喝於耶穌基督
[00:15:13.780 --> 00:15:15.700]  沒有喝於神
[00:15:15.700 --> 00:15:19.620]  所以詩篇四十二篇說如露渴無溪水
[00:15:19.620 --> 00:15:20.620]  是什麼意思呢?
[00:15:20.620 --> 00:15:24.260]  就是繼續在神那裡得到滿足
[00:15:24.260 --> 00:15:26.140]  你的生命不滿足的話
[00:15:26.140 --> 00:15:27.660]  是你沒有水喝
[00:15:27.660 --> 00:15:29.900]  沒有水喝是我們沒有去神那裡
[00:15:29.900 --> 00:15:32.140]  得到神的幫助
[00:15:32.140 --> 00:15:34.020]  我們沒有因為神起來
[00:15:34.020 --> 00:15:38.980]  所以我們生命裡面用很多其他的東西去滿足
[00:15:38.980 --> 00:15:40.860]  原來我們是 dehydration
[00:15:40.860 --> 00:15:42.580]  但是鹽的三樣功用
[00:15:42.580 --> 00:15:44.980]  其中第一個功用是最明顯的
[00:15:44.980 --> 00:15:47.940]  就是防腐的功用
[00:15:47.940 --> 00:15:49.220]  調味的功用
[00:15:49.220 --> 00:15:54.740]  第三就是一個可以讓我們口渴
[00:15:54.740 --> 00:15:56.900]  剛才說了光
[00:15:56.900 --> 00:16:01.180]  光有什麼功用呢?
[00:16:01.180 --> 00:16:02.540]  光就是驅除黑暗
[00:16:02.540 --> 00:16:04.260]  第一樣功用
[00:16:04.260 --> 00:16:06.660]  你說房間這麼黑暗怎麼辦呢?
[00:16:06.660 --> 00:16:08.380]  趕走黑暗吧
[00:16:08.380 --> 00:16:09.420]  不用趕走黑暗
[00:16:09.420 --> 00:16:11.340]  開燈就可以了
[00:16:11.340 --> 00:16:15.060]  一開燈黑暗就走了
[00:16:15.060 --> 00:16:18.260]  所以光的功用是什麼呢?
[00:16:18.260 --> 00:16:20.060]  驅除黑暗
[00:16:20.060 --> 00:16:22.100]  光還有什麼功用呢?
[00:16:22.100 --> 00:16:24.220]  指引方向
[00:16:24.220 --> 00:16:25.580]  有方向
[00:16:25.580 --> 00:16:30.140]  你有沒有試過晚上上廁所沒有開燈
[00:16:30.140 --> 00:16:31.180]  黑漆漆看不到
[00:16:31.180 --> 00:16:32.500]  有沒有試過?
[00:16:32.500 --> 00:16:33.540]  你沒有方向
[00:16:33.540 --> 00:16:35.260]  你不知道自己在哪裡
[00:16:35.260 --> 00:16:36.140]  所以你靠摸
[00:16:36.140 --> 00:16:37.500]  好像黑盲人那樣摸
[00:16:37.500 --> 00:16:38.300]  又不敢開燈
[00:16:38.300 --> 00:16:39.380]  怕吵著太太
[00:16:39.380 --> 00:16:41.380]  撐醒她
[00:16:41.380 --> 00:16:43.020]  有時候跌倒
[00:16:43.020 --> 00:16:43.940]  然後吵醒她
[00:16:43.940 --> 00:16:45.340]  更糟糕
[00:16:45.340 --> 00:16:47.460]  光是給方向的
[00:16:47.460 --> 00:16:50.260]  所以那些盲的人其實很辛苦
